-0.0030071+0.00020546i,-0.002685+0.00079609i,-0.0028192+0.0013655i,-0.0010548+0.0018891i,0.0011305+0.0014944i,0.0021786+0.0001058i,0.0018258-0.00020888i,0.00088522+0.00089691i,0.0013024+0.0020575i,0.0019485+0.0017015i,0.0014908+4.2618e-05i,0.00091417-0.00067179i,0.0010553-0.00011691i,0.000708-0.00053985i,0.00046732-0.0017135i,0.00071939-0.00095691i,0.00053256-0.00011335i,0.0002237-0.00029386i,-0.00069915-0.00014204i,-0.00086177-7.7005e-05i,3.2991e-05-0.00031244i,0.00085904-9.025e-05i,0.00040182+0.00059667i
0.00017057-0.0018349i,-0.00088465-0.0015467i,-0.0017941-0.00034904i,-0.0014484+0.0012054i,-0.00011134+0.00087179i,0.00093373-0.00043385i,0.00033811-0.00057318i,-0.00048464+0.00021919i,0.00019874+0.00053044i,0.00086059+0.00035111i,0.00019678+0.0005321i,0.0002232+0.00039952i,0.00071343-7.4845e-05i,0.00072333-0.0011168i,0.00086052-0.0021352i,0.00074872-0.0019821i,0.00072091-0.0012027i,0.00065913-0.0009349i,0.00080998+3.3704e-05i,0.0011724+0.00093231i,0.0013843+0.00011915i,0.0011143-0.00048523i,0.00079631-0.00016868i
0.0013944-0.00087335i,0.0022524-0.00089452i,0.0025418-0.0012411i,0.0035374-0.00096326i,0.0038827-0.00065867i,0.0028063-0.00039693i,0.0011333-9.7036e-05i,-0.00014598+0.0006764i,7.8325e-05+0.0015324i,0.00076513+0.0013535i,0.0012909+0.00062986i,0.0011491-9.9474e-05i,0.0010878-0.00037514i,0.00088345+0.00043071i,-6.2991e-05+0.0010443i,-0.0007667+0.00038631i,-0.00053048-0.00012241i,-0.00040609+0.00029964i,-0.00017942+0.00012029i,-2.3936e-05-0.0003025i,0.00046928+0.00019904i,0.00048631+0.0007072i,0.00026639+5.9526e-05i
-0.0014899-0.0012109i,-0.0024841-0.0011381i,-0.001584-0.00035866i,-0.00022944+0.0014546i,0.0012476+0.0022349i,0.0018705+0.001471i,0.0013861+0.00044647i,0.0004189+0.0012755i,0.00038836+0.0022255i,0.0012009+0.00085316i,0.0008228+5.3576e-05i,0.00024365+0.00017508i,-0.0004236+0.00014415i,-0.00067358-1.0689e-05i,-0.00050994+6.2935e-05i,-0.00054081-0.00012968i,-0.00042397-0.00091033i,-0.00050183-0.00079258i,-0.00042549-0.00018248i,0.00014066-4.5071e-05i,0.00032888+0.00057036i,-0.00010077+0.00052632i,0.00017756-0.00014617i
0.00086353-0.0019052i,0.0014507-0.0014819i,0.0021695-0.00037685i,0.0034715+0.001497i,0.0045932+0.0012884i,0.0041467-0.00019112i,0.0025891-4.6614e-05i,0.00096394+0.0014582i,0.00013089+0.0021764i,-5.4037e-06+0.0011983i,-0.00018153-0.00027085i,-0.00010505-0.00040855i,0.00017771-4.6688e-05i,0.00051584-0.00086004i,0.00017314-0.0012461i,-7.4388e-05-0.00079026i,-0.00063637-0.00052471i,-0.0010614-0.00072965i,-0.0010414-0.00067287i,-0.00082187+5.4619e-05i,-0.00036661+0.00033335i,-1.3324e-05-0.00050946i,0.00068243-0.0010689i
-0.0015561-0.0011266i,-0.00092308-0.00062323i,0.0004991+6.5173e-05i,0.001744+0.00076184i,0.003871+0.00088468i,0.003928+0.00089948i,0.0014221+0.00054926i,-0.00028573+0.00051416i,-8.8093e-05+0.00085396i,0.0006586+0.0012028i,0.0010106+0.001156i,0.00061369+0.00048834i,-4.3171e-05-3.5265e-05i,-0.00015692-0.00041214i,-8.4684e-05-0.00087524i,-0.00026596-0.0010462i,-0.00042884-0.0010023i,0.00023223-0.00018425i,0.00057678+0.00058859i,0.00027766+0.00065549i,0.00030948+0.00068985i,0.00029772+0.00023502i,0.000754-0.00042379i
0.00048415-0.0018091i,0.0010485-0.0018359i,0.0015286-0.0017555i,0.0011323-0.00033829i,0.0015934+0.0003601i,0.0022428-6.9217e-06i,0.0014417+0.0001114i,0.00078567+0.00082078i,0.00050876+0.0014959i,0.00022139+0.00097012i,0.00017942+0.00090427i,0.00030211+0.0011132i,0.00071165+0.00010228i,0.0010189-0.00064429i,0.00083763-0.0006629i,0.00067151-0.00073437i,0.00028618-0.00076398i,0.00081293-6.3275e-05i,0.00079498+0.00035973i,-0.00025065+0.00045946i,-0.00079801+0.00070168i,-0.00048809+0.00068972i,-0.00014179+0.00044633i
-0.00091404+0.0020599i,0.0010871+0.0018808i,0.0024958+0.0018228i,0.003692+0.0017737i,0.0048249+0.0011917i,0.0047485-0.00025595i,0.0025914-0.00086477i,0.00026248+0.00012901i,0.00031112+0.00077402i,0.0010484+0.00035791i,0.0005491+0.00051062i,2.0118e-05+0.0011737i,0.00028683+0.00063029i,0.00017416-0.00049207i,1.0449e-05-0.0012422i,0.00048003-0.00069835i,0.0004344+0.0001425i,-0.00018506+0.00033895i,-0.00045576+0.00037742i,-0.00052028-6.4937e-05i,-0.00013079-0.00053743i,0.00017476-0.00031813i,-0.00037837-0.00012825i
0.0019622-6.9282e-06i,0.0016966-0.00039139i,0.0022312+0.00010598i,0.0023695+0.00042441i,0.0026127-0.00079056i,0.0024585-0.0012771i,0.0012305-0.00081893i,0.00089748+0.00038807i,0.0014501+0.001084i,0.0020058+0.00081615i,0.0015342-1.7962e-05i,0.00050725-0.0004687i,-0.00035278-0.00037749i,-0.00058086-0.00025347i,-0.00022034+8.366e-05i,-0.00024406+0.00072132i,-0.00084332+0.00041761i,-0.0014692-4.2798e-05i,-0.0017396-0.00013088i,-0.0010438-0.00034824i,-0.00029308+0.00014359i,0.00016306+0.00094079i,-6.0978e-05+0.00036105i
0.00048247-0.00019774i,0.00019017-0.0012111i,0.00012212-0.0010451i,0.0010236-2.0186e-05i,0.0025111+0.0007802i,0.0025895+0.00018365i,0.00093768-0.00050488i,-0.00045399+0.00076037i,0.00019641+0.0012302i,0.0012278-7.0336e-06i,0.0013176-0.00044658i,0.001262+0.0001374i,0.001503+0.00063466i,0.001156+0.00078865i,0.00056726+0.00026241i,0.00029371+3.8562e-07i,-0.00017793-0.00023426i,-0.00077624+0.00014467i,-0.0017585+0.0011483i,-0.0013148+0.00069261i,6.3688e-05-9.2382e-05i,0.00012264+5.9438e-05i,5.8453e-05-0.0002919i
-0.00032617+0.0017468i,0.0010237+0.0005537i,0.0018609+0.0010488i,0.002343+0.0022032i,0.0033304+0.0021371i,0.0034513+0.0011609i,0.0012404+0.00028938i,9.9975e-05+0.0013685i,0.00078074+0.0028449i,0.00082761+0.0018459i,-1.7893e-05+0.00029216i,-9.9404e-05-0.00068131i,0.00053781-0.00041263i,0.00030818+0.00089051i,-0.00018133+0.00085201i,-7.3769e-05+0.00046977i,0.00025425+0.0002923i,0.00029472+5.6537e-05i,-8.4425e-05+0.00021557i,0.0003177+0.00030802i,0.00058709+5.7115e-05i,0.00032564-0.00027154i,4.0732e-05-0.00038881i
0.0010541-0.0021512i,0.00053061-0.002278i,-6.0927e-05-0.0015882i,0.0010933+0.00031191i,0.0029856+0.0013832i,0.0031069+0.00046254i,0.001119-0.00022162i,0.00024981+0.00049596i,0.0012047+0.0011351i,0.0015503+0.00033322i,0.00083225-0.00086442i,0.00040361-0.0012079i,0.00018551-0.0010876i,-0.00036687-0.00048454i,-0.00030629-0.00041531i,0.00020172-0.00049299i,0.00044972-0.0003137i,-4.9619e-05+0.0001823i,-0.0010336+0.00019496i,-0.00053257+0.00010127i,-6.541e-06+0.00059148i,-0.00027727+0.00089623i,-0.00010946+0.00046827i
0.00057516-0.0013376i,-0.00030424-0.00035305i,-0.00017631-0.00014926i,0.0014256-0.00074019i,0.0033948-0.00015452i,0.0033+0.0004126i,0.0019851+0.0001313i,0.0015469+0.000954i,0.0020093+0.0025243i,0.0020671+0.0026684i,0.00054606+0.0012343i,0.00015951+0.00018561i,0.00080117+0.00027939i,0.00065056-0.00042217i,0.0004306-0.00095731i,0.00034945-5.8754e-05i,-0.00047762+0.0010116i,-0.00092771+0.0014621i,-0.0006013+0.00087356i,-7.2811e-05+0.00058832i,8.2099e-05-8.8665e-05i,5.1684e-05-0.0011367i,8.1663e-05-0.00099757i
-0.0003472-0.0010204i,-0.00099593-0.0015592i,7.7375e-05-0.0013722i,0.0010751+0.00014282i,0.0022741+0.00020413i,0.0025829-0.00046831i,0.00071458-0.00043079i,-0.00067965+0.00021946i,3.3059e-05+0.0008495i,0.00041578+0.00031739i,0.00022542-0.00023252i,0.00028541-0.00035802i,0.0006756-0.00011626i,0.00073918-2.3395e-05i,-0.00016062-0.00025888i,-0.0011628+0.00026194i,-0.0017613+0.00022262i,-0.0018343-0.00074791i,-0.00041851-0.0003695i,0.00058706+0.00057405i,0.00052108+0.00047623i,0.00040138-0.0010362i,0.00057572-0.00090269i
0.0012368+0.00016918i,0.0020015+0.00014261i,0.0021953-0.00047157i,0.0020168-0.0005996i,0.0027404-0.00017655i,0.0027729+0.00031731i,0.0016665+0.00076792i,0.0012404+0.0017409i,0.0014187+0.0019491i,0.001284+0.0011472i,0.00052041+0.00075439i,0.00010647+0.00071674i,-0.00012049+0.0011022i,-0.00056499+0.001396i,-0.00047995+0.0010452i,-0.00060727+0.00037793i,-0.0005729-5.7397e-05i,-0.00079798-0.00026427i,-0.00093626+2.8079e-05i,1.201e-05+0.00040567i,0.00027153+0.00049131i,-0.00013645+0.00014236i,-3.2531e-05-0.00039542i
-0.0002947+0.00054643i,-8.8388e-06+0.0013368i,0.00053813+0.00097098i,0.0021032+0.0018688i,0.0040414+0.0018351i,0.0034806-0.00016475i,0.0012139-0.00041977i,-0.00011808+0.00055892i,2.0974e-05+0.0012958i,0.00037842+0.0009778i,-6.8278e-05+0.00030234i,-8.7051e-05+0.00012087i,0.00060218-0.000241i,0.00073086-0.00063722i,0.00073951-0.00032139i,0.00036431-0.00017852i,-0.00061616-0.00033448i,-0.0012344-0.00064105i,-0.0013425+0.00015334i,-0.00061462+0.00083801i,-0.00024432-0.00018639i,-0.00031781-0.00010301i,-6.2156e-05-0.00035392i
-0.0024136-0.00031736i,-0.0005667-0.00016511i,0.00094211+5.0863e-05i,0.0019359+0.00053635i,0.0025967+0.00021122i,0.0025862-0.00047787i,0.0018089-0.00040234i,0.00080787+0.00066185i,0.00063711+0.0010948i,0.00048315+0.00094937i,0.0002832+0.0010787i,0.00043585+0.00083325i,0.00017567-3.712e-06i,0.0003977-0.00024802i,0.00075852+9.8431e-05i,0.00053129+1.7771e-05i,0.00016163+0.00019185i,-0.000312+0.00039412i,-0.00044713+0.00058677i,0.00048839+0.00072529i,0.001012+0.00040372i,0.0011795+8.1343e-06i,0.00071249+4.6304e-05i
4.8429e-05+0.0005539i,-0.0003504+0.00080546i,-0.00055483+0.00089886i,0.0011497+0.0022918i,0.0037138+0.0028671i,0.004312+0.00095372i,0.0019468-0.00029592i,-0.00030946+0.0012857i,-0.00057586+0.0014857i,3.1145e-05+0.0004252i,0.0001528+0.00069269i,0.00051142+0.0010577i,0.0014153+0.00086634i,0.0015045+0.00076455i,0.0011728-0.00018092i,0.00038353-0.00070901i,3.8557e-05-0.00065607i,-0.00032857+2.9011e-05i,-0.00098016+2.6332e-05i,-0.0007029-0.00024466i,-0.00059583+0.00024278i,-0.00042338+0.0006199i,0.00041707+0.00019713i
0.00075325+0.0014051i,0.00097645+0.0016217i,0.0018225+0.00093816i,0.0022421+0.00058464i,0.0024103+0.00015326i,0.0030007-0.00040892i,0.0017763+0.00038316i,-0.00020276+0.00096279i,0.00074558+0.0011455i,0.0018414+0.0010064i,0.0016417+0.00078867i,0.0010243+0.00060549i,-0.00014595-0.00032509i,0.00016049-0.0006041i,0.00054076-0.00024979i,0.00028678-0.00060472i,5.8496e-05-0.0008212i,-0.00028103-0.00028208i,-3.9833e-05-0.0004846i,0.0002397-0.00081198i,0.00022995-0.00049618i,0.00036804+0.00012171i,0.00088479+0.00023423i
1.9462e-05-0.00079194i,0.00040032-0.00065498i,-0.00042018-0.00039474i,0.00033925+8.5748e-05i,0.0021212+0.00050799i,0.002286+0.00061966i,0.0011149+0.00034509i,0.00025334+0.00096376i,0.00071786+0.0019565i,0.00090997+0.0019342i,0.00030012+0.0010845i,0.00034455+0.00018079i,0.00058107-0.00028262i,0.00014276-0.00038335i,0.00021287-0.00099848i,0.00071694-0.00091238i,0.00012658+0.00026076i,-0.00060884+0.00036281i,-0.00053266-0.00064713i,0.00028898-0.00051839i,0.00030615+0.00034272i,-0.00017894+0.00087918i,-5.5985e-05+0.0015267i
0.00053162+0.0013644i,0.00017052+0.0011285i,0.0010598+0.0016327i,0.002201+0.0021739i,0.003313+0.0011782i,0.0028387-0.00012165i,0.0012018+0.00039977i,0.00054608+0.0023339i,0.0010243+0.0031019i,0.0016162+0.0016535i,0.0017727+0.00065992i,0.00088557+0.00047883i,5.8454e-05-0.00071383i,-0.00046701-0.0012237i,-0.00029879-0.00097792i,-0.00019504-0.00014115i,-0.00067372+0.00092715i,-0.00063348+0.00085204i,-0.00021854+0.00091718i,-0.00066279+0.00051894i,-0.0004498+0.00013645i,0.00059257-0.00031064i,0.00099215-0.0010682i
0.0017998-0.00024302i,0.00076415-0.00025617i,0.0012989-0.00018091i,0.0021811-0.000205i,0.0035934+0.00048634i,0.0038889+0.00043112i,0.0019253-0.00037541i,0.0010498+0.00013012i,0.0015968+0.0011169i,0.0018027+0.0014814i,0.001569+0.0018988i,0.00096192+0.002021i,5.4332e-05+0.0016111i,-0.00046666+0.00052862i,-3.4162e-05-0.00097083i,0.00029223-0.0006727i,-0.0001829+0.00027959i,-0.00027486+4.7551e-05i,-0.0004373-5.1781e-05i,-7.9735e-05+7.8996e-05i,0.00057655-1.7437e-05i,0.00033054-0.00031186i,-8.6618e-05-0.00020575i
0.00053223-0.0019047i,-0.00036189-0.0023833i,-0.0010285-0.0017512i,-0.00017355-0.00032767i,0.0015462+0.00037556i,0.0014776+0.0012703i,-7.7089e-05+0.001563i,-0.0004475+0.0014282i,0.00087539+0.001233i,0.0010504+0.00042514i,0.00038865-8.7273e-05i,0.00036727+0.0002582i,0.00041893+0.0010457i,8.1761e-06+0.0012753i,-0.00039471+0.00076606i,-0.00017261+0.00039211i,-0.00011016+0.00030285i,-0.00035687+0.0010035i,-0.0002727+0.00098721i,-0.00025803+0.00027475i,0.00022342-0.0001145i,0.00053917-0.00073723i,0.00015117-0.00095475i
-7.035e-05-0.00083946i,0.00050386-0.00038666i,0.0011468-0.00010261i,0.0027164+0.00038568i,0.0037387+0.00086404i,0.0032153+0.00022973i,0.00061014-0.00057555i,-0.00091602-0.00041746i,0.00011634+0.00041486i,0.0010412+0.0010757i,0.0012423+0.00083939i,0.0011963-3.9635e-05i,0.001509-0.00016904i,0.001381+0.00048041i,0.00036797+0.00030461i,-0.00039268-0.00026798i,-0.00079048-0.00026565i,-0.00042897-0.00051861i,0.00018909-0.00065217i,-0.00010856-0.00023729i,-0.00017373+9.6511e-05i,-0.00047894-0.00017056i,-0.00028491-0.00038938i
0.00022064-0.00075267i,0.00056202-0.00094329i,0.00084716-0.0011187i,0.0026028-0.00071493i,0.0053858-0.00057218i,0.0048597-0.0014208i,0.0023048-0.0005897i,0.00094559+0.0016934i,0.00079568+0.0029679i,0.00053812+0.0020137i,8.1426e-05+0.00033594i,0.00013862-0.0005463i,1.9643e-05-0.00082945i,-0.00013364-0.00099652i,-3.8521e-05-0.00042301i,-0.00016443+0.0001795i,-0.0002139-0.00010051i,-0.00040839+0.00037491i,-0.001077+0.00071111i,5.8786e-05+0.00055243i,0.00085665+0.00096107i,5.2064e-05+0.0006408i,0.00010378+6.645e-05i
0.0014139-0.00041775i,0.00085994-0.0013788i,0.0013399-0.0017641i,0.0019982-0.00042733i,0.0027429+7.3203e-05i,0.0024342-0.00022446i,0.00076997+6.0159e-05i,-0.00020953+0.0015963i,0.00012068+0.0017901i,0.00038268+0.00022723i,-0.00025062-0.00047849i,-0.00049902-0.00038152i,0.00041781-0.0007197i,0.00066327-0.00023979i,0.00052274+0.00025498i,0.0001909+0.00033721i,-0.00030492+0.00050802i,-0.00061846+0.00035697i,-0.0012398+9.3669e-05i,-0.0014371+6.2298e-05i,-0.00084525+8.8599e-05i,-0.00023794+5.226e-05i,0.00043614+7.829e-05i
0.0016982+0.00028068i,0.00070993+0.00069618i,0.0013222+0.00090608i,0.0016144-0.00018079i,0.0020173-0.001468i,0.0013629-0.0016548i,0.00045837-0.00081747i,0.00091357+0.001433i,0.0013364+0.0023744i,0.0013189+0.0014225i,0.0010349+0.0010005i,0.00017261+0.00071124i,-0.00073238-1.5474e-05i,-0.0005502+0.00027928i,0.00052791+2.8049e-05i,0.00081302-0.00077789i,0.00038605-0.00034885i,-0.00015467+4.867e-05i,-0.00089419-0.00018032i,-0.00066674-0.00030777i,-0.00035359+0.00012125i,-0.0005111+0.00031955i,-0.0005991+0.00065845i
0.0011114-0.001388i,0.00071759-0.0019753i,7.4011e-06-0.0015762i,0.00061189-7.7241e-05i,0.0025507+0.0010332i,0.0034535+0.0013407i,0.0016241+0.0008544i,0.00033569+0.00032836i,0.0013341+0.00034941i,0.0009263+0.00045752i,-0.00037803+0.00022662i,-0.00092847+0.00080472i,-0.0012134+0.00099252i,-0.00080426-8.8257e-05i,-0.0003607-0.0004895i,0.00020138-0.00030891i,-0.00011709+0.00034947i,-0.0010437+0.00054542i,-0.00093356+0.00066759i,-0.00043408+0.0012787i,-7.5961e-05+0.0012578i,0.00018437+0.0011329i,0.00021694+0.00074156i
0.0010783-8.8842e-05i,0.00067269-0.0004328i,0.00054814-0.00071038i,0.0018819-0.0010503i,0.0039721-0.00022196i,0.0039571-0.00027016i,0.0022164-0.0011936i,0.0010266+0.00012844i,0.0012204+0.0011861i,0.0014324+0.00068536i,0.0012995+0.00065506i,0.00057807+0.0010642i,-0.0008349+0.0010903i,-0.0010252+0.00083106i,2.9093e-05+0.00090142i,0.00074402-0.00013902i,0.00016409-0.0010892i,-0.00070082-0.001008i,-0.00046367-0.00052927i,0.00023523+0.00053917i,0.00083256+0.00048083i,0.0014348-0.00016413i,0.0018387-0.00010773i
0.0010288-0.0024142i,-0.00075971-0.0024881i,-0.0015576-0.0032114i,-0.00062632-0.0019736i,0.000936+0.00012482i,0.0021851+0.00079765i,0.0011184+0.00022044i,-0.00029778+0.00041432i,-0.00019925+0.00075137i,0.00067715+0.00018882i,0.00077349+0.00037921i,0.00047931+0.000422i,0.00038843+0.000781i,0.00017778+0.00076398i,0.00068021-0.00019335i,0.00066962-0.00076694i,-0.0002795-0.00055474i,-0.00071286+0.000301i,-0.0008616+0.00052001i,-0.00031458-4.9553e-05i,0.00027014-0.00057946i,0.00029098-0.00080704i,0.00054108-0.0010133i
0.00047961-0.00086242i,0.0014607-0.00037443i,0.0018096-5.5143e-06i,0.0023968+0.00036997i,0.0037815+0.00046229i,0.0037519+0.00014146i,0.001383+5.0106e-05i,-0.001069+0.0010011i,-0.00076543+0.001438i,-6.0478e-05+0.0010319i,-0.00017302+0.00039312i,-0.00013087-0.00018177i,-0.00031339-0.00052126i,-0.00044512-0.00085884i,-0.0010301-0.0010065i,-0.0010018-0.00058932i,0.00012997+6.6888e-05i,0.0011273+0.00014198i,0.00057205+0.0004933i,-0.00029728+0.00083939i,-0.00040724+0.000544i,0.00017094-8.6454e-05i,0.0010111-0.0007813i
0.0010412+0.0001399i,0.0005332+0.00025955i,0.00038784-0.00010516i,0.001455-1.2515e-05i,0.0028222+0.00013834i,0.0029921-0.00033873i,0.0014707-0.00024741i,0.00041663+0.0011821i,0.00091876+0.0024289i,0.00099854+0.0021931i,-2.6025e-05+0.001169i,-0.00065303+5.2663e-05i,-0.00051543-0.0008166i,3.6956e-05-0.00063341i,-0.00011855-0.00018104i,-0.00067902-0.00039143i,-0.00011087-1.8592e-05i,3.2361e-05+0.00073616i,-0.00019047+0.00067364i,-4.3485e-05+7.5582e-05i,-0.00024621+0.00021428i,-0.00050745+0.00082801i,-0.00014294+0.0011641i
0.00090804+0.0016159i,0.00093487+0.00040118i,0.0021136+0.00015878i,0.0038623+0.00059506i,0.0045267+0.00050224i,0.0032175-0.00030836i,0.0017468-0.00050352i,0.00077293+0.0016198i,0.00043031+0.0034362i,0.00065787+0.0031436i,-0.00016992+0.002037i,-0.0014096+0.0011266i,-0.00053044+0.00031758i,0.00020263-0.00019658i,-3.9678e-05-0.00025961i,7.7643e-05+0.00038888i,-0.00016247+0.00074077i,-0.00017693+0.00073194i,-0.00046216+0.00056362i,-0.00087732+0.00013403i,-0.00031045+0.00045499i,0.00016746+0.0004877i,0.00014384+0.00048163i
0.0020034+0.00015431i,0.0015746-0.0010063i,0.0014202-0.0016057i,0.0011674-0.0013979i,0.0014598-0.00040116i,0.001638+0.00021945i,0.00099118+0.00080402i,0.00064843+0.0015666i,0.00088423+0.001534i,0.0015036+0.00080352i,0.0012765+0.00074109i,0.00053328+0.00049206i,0.0004079+0.00019737i,5.9136e-05+0.0006647i,-0.00034015+0.00095008i,-0.00013651+0.0001904i,0.00053037-0.00015168i,0.00050533+0.00030693i,0.00033059+0.00051475i,0.00014157+0.00067928i,0.00014481+0.00067728i,0.00078121+5.6711e-05i,0.0011951-1.9567e-05i
0.0011674-0.0025525i,0.00020551-0.0025086i,0.00034483-0.0025072i,0.00096125-0.0013294i,0.0017878+0.00024694i,0.0015822+0.00047689i,0.00067672-3.5232e-05i,0.00083007+0.0006509i,0.0019981+0.00053332i,0.0020253+0.00028544i,0.00094823+0.0012499i,0.00077376+0.00090825i,0.00076387-8.2649e-05i,0.00013673-0.00022607i,-0.00028996-0.000316i,-0.00027291-0.00054494i,-0.00031988-0.00093201i,-0.00026328-0.0013461i,-0.00018209-0.00078808i,0.00075236-0.00022778i,0.0017927+0.00042753i,0.0011624+0.00024161i,0.00067815+3.923e-05i
0.0008326+0.0012328i,0.0018622+0.0011019i,0.0027296+0.0020799i,0.0039154+0.0019074i,0.0048893+0.0011762i,0.0043687+0.00069713i,0.0014806-6.6815e-05i,-0.00014908-0.00020587i,0.0010923+0.00030091i,0.0013697+0.00075321i,0.00025246+0.00044166i,-4.6359e-05-0.00014864i,-9.2091e-05-0.0003464i,-0.0001425-0.00089578i,2.142e-05-0.0010863i,0.00011901-7.1739e-05i,0.00024753+0.00090733i,0.00015672+0.00070628i,-0.00026863-4.6903e-05i,-0.00037115-0.00027203i,0.00036593-0.0003716i,0.00060514-6.2674e-05i,1.1721e-05+0.00020919i
-0.00057125-0.0001195i,-0.001178-0.00041178i,-0.00061761-0.00053948i,0.0009329-0.00042767i,0.0031856+1.8567e-05i,0.0036981-0.00033217i,0.0012654-0.0011412i,-0.0006499-0.00036664i,-4.617e-05+0.00056329i,0.0012457-7.5881e-05i,0.0012869-0.00088144i,7.7528e-05-0.00016339i,-0.00029805+0.0005977i,-0.00038518+0.0003613i,-0.0013054-0.00035522i,-0.0015181-0.00049686i,-0.001162-0.00013459i,-0.0012212-0.00047477i,-0.0014924-0.00034196i,-0.0017855+4.3367e-06i,-0.0013068-9.9116e-05i,0.0007419+3.8903e-05i,0.0010399+0.0002861i
0.0023823-0.00029285i,0.0019455-0.0011826i,0.0018816-0.0018473i,0.0027897-0.001025i,0.0038235-6.1253e-05i,0.0030911+0.0004658i,0.0013016+0.0011376i,-0.00024897+0.0019803i,-0.00080055+0.0023851i,-0.0011244+0.0019386i,-0.001541+0.0012757i,-0.0013055+0.00084708i,0.00041172+0.00048691i,0.0014926+0.00016383i,0.00089451+7.1167e-05i,-0.00026162-0.00020888i,-0.00098086-0.00030451i,-0.00098946-0.00011068i,-0.00035141-1.9635e-05i,8.5321e-05+0.00099614i,0.00067743+0.0011451i,0.00087234+0.0007284i,0.00021434+0.00042199i
0.00027898-0.00037524i,-0.0010093-0.0010553i,-0.00068725-0.0011242i,0.0005654-0.00015127i,0.0020487+0.00014766i,0.0023398-0.00030091i,0.00087179-0.00010854i,4.0809e-05+0.0011027i,0.0010305+0.0017529i,0.0016031+0.0010213i,0.0013026+0.00055642i,0.00058199+0.0006562i,-0.00040195+0.00109i,-0.00040592+0.00073904i,-0.00022272-0.00035184i,-0.0010485-0.00069372i,-0.00092033-0.00047288i,-0.00033874+0.00013803i,-0.00022604+0.00068712i,-0.00067871+0.0010569i,-0.0013878+0.0006057i,-0.00067812+0.0003729i,0.0011521+0.00088415i
-0.00054981+0.00075855i,0.0002391+0.0014322i,0.0017787+0.0021188i,0.0033625+0.00122i,0.0051986+0.00047674i,0.0058214+0.00023421i,0.0037293-4.4576e-05i,0.001666+4.2346e-05i,0.0014495+0.0009566i,0.0012156+0.0019907i,0.00088753+0.0019441i,0.0013439+0.0010363i,0.0014399+0.00022384i,0.00087457-0.0004425i,3.6547e-05-0.0012535i,-4.256e-05-0.00099067i,0.00012729+0.00041705i,0.00016173+0.00082122i,-0.00020592+0.00046688i,-0.0011515-9.5331e-06i,-0.00077311-0.00013902i,0.00027252+0.00035865i,-0.00038577+0.00036069i
-0.00043094-0.0015162i,-0.0002595-0.0015803i,-0.00061173-0.0005667i,0.00052641+0.001728i,0.0023276+0.0015057i,0.0029304+9.0519e-05i,0.0014983-0.00023966i,-1.6169e-05+0.0004237i,0.00066475+0.0002823i,0.0010903-0.00032319i,0.0006214-0.00027106i,0.00069978-0.00038215i,0.0010087-0.00053907i,0.0010142-0.00083895i,0.00050218-0.001178i,0.00041358-0.0010036i,-0.00014062-0.00016378i,-0.00075442+0.00044304i,2.7087e-05+0.00083105i,5.2113e-05+0.0011996i,-0.00066406+0.0011036i,-0.00097393+0.0007727i,-0.00052684+0.00025277i
0.00045416-0.00050013i,0.00016504+0.00061881i,0.00053152+0.0015677i,0.00077932+0.0012069i,0.001709+0.00037668i,0.0021369-5.8165e-05i,0.00088075-0.00077613i,0.00033703-0.0013817i,0.0016629-0.00081999i,0.0025213-0.00098445i,0.002105-0.0012651i,0.0012103-0.00058414i,0.00025492-5.641e-05i,0.00015255+0.00031146i,0.00041224+0.0002398i,-6.2308e-06-4.1183e-05i,-0.00084651-0.00079028i,-0.00068576-0.0013696i,0.00022207-0.00045136i,-0.00011107+0.00012206i,-0.00063984+0.00041808i,-0.00038536+0.00018375i,-0.00014927-0.00099941i
0.00157+0.0015034i,0.001707-0.00023527i,0.0021075-0.0014099i,0.0034682-0.00022321i,0.0045056+0.00093071i,0.0039234+0.0014448i,0.0012462+0.001313i,-0.00038965+0.0011619i,0.00027516+0.0011586i,3.0944e-05+0.0012257i,-0.0006297+0.001223i,-0.00060164+0.00062321i,-3.785e-05+0.00049987i,0.00051263+0.00038122i,0.00024535+0.00026177i,3.14e-05-0.00011608i,-4.1413e-06-0.00033888i,-0.00023762-0.00045467i,-0.00043037-0.00068204i,-0.00040555-0.0004122i,-0.00060514-0.00042088i,-0.00045125-0.00065406i,-5.7454e-05-0.00064066i
-0.0012028+0.00018946i,-0.00029004+0.00065697i,-0.00046241+0.0022681i,0.00036187+0.0030159i,0.0034295+0.0030611i,0.0056466+0.0019281i,0.0039692+0.00061381i,0.0009261+0.0010589i,-0.00021517+0.0017167i,0.00010124+0.00091356i,-0.00015347+0.0004402i,-0.00018162+0.00085098i,-9.7275e-05+0.0004833i,0.00033727-0.00013385i,0.00028496-0.0002267i,-0.00016597-0.00028444i,-0.00010313-0.00035362i,-0.00027797+0.00021382i,-0.00035239+0.00067511i,-0.00031835+0.00081731i,0.00011259+0.00075941i,0.001237+0.0010868i,0.001208+0.0011669i
