-0.0044995+0.00029811i,-0.0028229+0.00027205i,-0.0025874+0.0015561i,-0.0017205+0.0021627i,0.00022039+0.0020763i,0.0014128+0.0015899i,0.00086787+0.00095434i,0.00052049+1.0598e-05i,0.00021027+0.000211i,-0.0002293+0.00042823i,-0.00030037-0.0006351i,-0.00056837-0.0014788i,-0.00096946-0.0016657i,-0.0017178-0.00097333i,-0.0018312-0.00045073i,-0.00094772-0.00013515i,-0.00036992-0.00037227i,0.0001813-0.00087216i,0.00015058-0.0002999i,0.00080597+0.00065566i,0.00097614+0.00010892i,-0.00028675-0.0005569i,-0.00086472-6.6075e-05i
0.040901-0.00077419i,0.022144+0.045203i,-0.016869+0.1292i,-0.017365+0.18587i,0.0048669+0.16484i,-0.022974+0.091546i,-0.066167+0.025098i,-0.063278-0.019671i,-0.038483-0.049986i,-0.023322-0.057086i,-0.0045753-0.044347i,0.021033-0.035761i,0.026717-0.033104i,0.01581-0.018903i,0.011053-0.0064196i,0.0082439-0.007746i,0.003285-0.008778i,0.0038102-0.0046357i,0.0077836-0.0019121i,0.0069071-0.0010478i,-0.0011393+0.0018566i,-0.012635+0.0083518i,-0.019705+0.014668i
0.11677+0.082479i,0.20926+0.097914i,0.24983+0.071122i,0.18654+0.016389i,0.079833-0.019977i,0.013884-0.016385i,-0.024323+0.00020031i,-0.0596+0.013763i,-0.073263+0.02757i,-0.06255+0.030381i,-0.045677+0.02215i,-0.03141+0.014556i,-0.019748+0.010882i,-0.0054064+0.0087499i,0.0044911+0.0052576i,0.0060966+0.0038959i,0.0067343+0.0061367i,0.0064+0.0046261i,0.0025667+0.00038432i,-0.00017667-0.0036083i,-6.2077e-05-0.0095919i,0.0045116-0.016019i,0.010739-0.021488i
-0.089254-0.026846i,-0.074897-0.059439i,-0.023139-0.12701i,-0.00098813-0.15855i,0.0074703-0.10014i,0.04174-0.021016i,0.070521+0.019447i,0.06762+0.043535i,0.058313+0.050627i,0.045775+0.03554i,0.021888+0.016649i,-0.0041618+0.0021153i,-0.017502-0.0047152i,-0.019476-0.0071268i,-0.019487-0.0059417i,-0.014989+0.0003659i,-0.0056614+0.00084417i,-0.0019697-0.0047079i,-0.0032979-0.005909i,-0.0020396+0.00032926i,0.0019548+0.0090148i,0.0058581+0.015804i,0.0061397+0.020114i
-0.0064834-0.1342i,-0.12466-0.16105i,-0.22799-0.07885i,-0.20531+0.050039i,-0.11048+0.10058i,-0.046668+0.06255i,-0.012645+0.013371i,0.024254-0.022783i,0.040005-0.040561i,0.036981-0.033254i,0.039099-0.01915i,0.041887-0.0082094i,0.031307+0.0012377i,0.010423+0.0098222i,-0.001686+0.01427i,-0.0030824+0.0065988i,-0.0072577-0.0037736i,-0.010521-0.0032741i,-0.007608+0.0014222i,-0.0042455+0.0018808i,-0.0060426-0.0023767i,-0.013582-0.010055i,-0.021244-0.013733i
0.054019+0.14254i,0.11574+0.18896i,0.14728+0.17951i,0.14828+0.11686i,0.13897+0.024234i,0.086658-0.02623i,0.014301-0.018415i,-0.034606-0.0023688i,-0.05427+0.0032859i,-0.052837+0.0034318i,-0.041479+0.0022094i,-0.030017+0.0063532i,-0.01174+0.016804i,0.014309+0.020462i,0.027303+0.0096483i,0.020077-2.5001e-05i,0.009052+0.0017501i,0.0033275+0.0041216i,0.00048375+0.00019401i,-0.0010924-0.0053806i,0.0019286-0.0062656i,0.0112-0.001884i,0.021091+0.0006394i
-0.021702+0.0020153i,0.048008+0.026493i,0.15406-0.0021076i,0.16299-0.086539i,0.052606-0.11143i,-0.03294-0.067976i,-0.052636-0.02913i,-0.04038+0.0050208i,-0.0059495+0.021947i,0.014286+0.0074011i,0.0029068-0.0080058i,-0.0066227-0.017021i,-0.0017005-0.029053i,0.0018767-0.036609i,-0.001403-0.028932i,-0.0047234-0.011786i,0.00038159-0.00039271i,0.0079396+0.00083362i,0.0095944+0.00080658i,0.0057033+0.0071026i,-0.0013674+0.013509i,-0.0090061+0.014458i,-0.014428+0.012715i
0.039832-0.039557i,-0.015716-0.085885i,-0.12956-0.13388i,-0.20451-0.11592i,-0.17412-0.040007i,-0.088687+0.01686i,-0.0097295+0.027434i,0.03595+0.010955i,0.046376-0.0040301i,0.04447-0.002836i,0.04786+0.0075703i,0.0472+0.015231i,0.023003+0.0090645i,-0.012913+0.00029125i,-0.027905+0.0021696i,-0.018922+0.001798i,-0.010301-0.0043726i,-0.010787-0.0066122i,-0.010658-0.0026906i,-0.0039357-6.9729e-06i,0.0054219-0.0036387i,0.011791-0.010374i,0.010999-0.014144i
-0.048795-0.053163i,-0.10582-0.076367i,-0.12448+0.0077274i,-0.069414+0.12459i,0.017612+0.14182i,0.061895+0.099269i,0.048137+0.067818i,0.012225+0.035095i,-0.024558+0.0050035i,-0.043158-0.0083773i,-0.039177-0.013958i,-0.03222-0.013371i,-0.024018+0.0076546i,-0.004642+0.034482i,0.012471+0.037252i,0.012093+0.02451i,0.0045392+0.016805i,0.00063208+0.013239i,0.00092353+0.0053111i,0.0020823-0.0050372i,-0.00092321-0.0075988i,-0.0046447+0.0014752i,-0.0022187+0.01164i
0.10387+0.069766i,0.22282+0.13788i,0.27493+0.14158i,0.21051+0.079685i,0.098184+0.023788i,0.010291-0.013418i,-0.029384-0.029255i,-0.028558-0.012068i,-0.0026643+0.0041404i,0.012264-0.0057246i,0.0044609-0.023464i,0.0040434-0.031036i,0.018415-0.032134i,0.029761-0.033344i,0.024944-0.032694i,0.011205-0.027748i,0.0056309-0.020203i,0.0064059-0.012792i,0.0040367-0.0049802i,-0.0026572+0.0014218i,-0.007167+0.00069801i,-0.0078013-0.0072971i,-0.0094061-0.014605i
-0.13091+0.038823i,-0.1945+0.04339i,-0.12227-0.022459i,-0.0095244-0.095654i,0.013658-0.088971i,-0.0036463-0.030966i,-0.010781+0.0037142i,-0.0060909+0.011566i,0.0057701+0.01105i,0.0074599+0.015349i,0.0031873+0.037014i,-0.00027835+0.047365i,-0.0084652+0.026069i,-0.017114-0.0031117i,-0.017281-0.01244i,-0.0063076-0.0075908i,0.0041513-0.0083996i,0.0060127-0.012424i,0.0050985-0.011439i,0.0064061-0.0051832i,0.009544+0.0052621i,0.011913+0.014189i,0.011191+0.014586i
0.14811-0.1237i,0.16569-0.21055i,0.044086-0.16844i,-0.049798-0.03792i,0.016578+0.026563i,0.08911+0.01151i,0.073489-0.0042231i,0.025911-0.00215i,-0.0088736+0.0035115i,-0.015787+0.0029391i,-0.003961-0.01302i,-0.005281-0.022036i,-0.021657+0.0037825i,-0.030291+0.042211i,-0.025905+0.054421i,-0.02368+0.042109i,-0.027646+0.031062i,-0.025258+0.025313i,-0.015608+0.016509i,-0.008068+0.0059049i,-0.007536-0.0035942i,-0.012708-0.0088788i,-0.013942-0.0051033i
-0.036462+0.20541i,-0.02078+0.32278i,0.034666+0.26999i,0.039267+0.092197i,-0.039178-0.031438i,-0.091294-0.041053i,-0.06121-0.0014881i,-0.0043659+0.015425i,0.030101+0.012899i,0.044025+0.0055843i,0.045647-0.0061329i,0.051517-0.0071474i,0.067783-0.0070083i,0.071879-0.01808i,0.052898-0.028978i,0.029731-0.028781i,0.017217-0.020723i,0.0096254-0.014089i,-0.0024029-0.0095574i,-0.011679-0.0033321i,-0.0067701+0.0029799i,0.0068695+0.0051718i,0.013446+0.00097563i
-0.049168-0.3079i,-0.063614-0.43464i,-0.026819-0.35934i,0.021754-0.19012i,0.015043-0.093481i,-0.036136-0.038636i,-0.060186+0.00059437i,-0.032092+0.012863i,0.0071056-0.0092726i,0.0021803-0.031879i,-0.029535-0.018932i,-0.041944-0.0058206i,-0.033046-0.018639i,-0.017042-0.032267i,-0.0040962-0.024848i,0.0054597-0.0051543i,0.013681+0.0032492i,0.016353+0.0015882i,0.016557+0.0030623i,0.017322+0.0063964i,0.011791+0.0063148i,-0.0017636+0.0040387i,-0.012718+0.0011138i
0.20656+0.28395i,0.25244+0.3798i,0.13246+0.28764i,-0.028476+0.17841i,-0.021766+0.19903i,0.094462+0.18017i,0.11756+0.0753i,0.033625-0.00028392i,-0.03752-0.0079638i,-0.036766-0.00047062i,-0.0040583-0.014478i,0.0013458-0.030144i,-0.029874-0.020772i,-0.058619+0.0064349i,-0.053589+0.022086i,-0.035108+0.014529i,-0.029599+0.0047078i,-0.025673+0.0043691i,-0.012856+0.0040561i,0.00013794-0.0028332i,0.0080591-0.013416i,0.012989-0.018895i,0.014871-0.014475i
-0.41369-0.07512i,-0.55329-0.054894i,-0.41029+0.045196i,-0.15446+0.075102i,-0.0673-0.02891i,-0.10853-0.084991i,-0.10386-0.048147i,-0.049069-0.0061004i,-0.0095205+0.014193i,0.0027471+0.025884i,-6.8439e-05+0.039098i,0.0054232+0.058054i,0.032585+0.066542i,0.056449+0.049941i,0.054755+0.018562i,0.039127-0.003596i,0.028316-0.0061399i,0.022603-0.0034198i,0.01109-0.0074301i,-0.0055778-0.0063311i,-0.01777+0.0070788i,-0.02061+0.023626i,-0.015791+0.029498i
0.53314-0.16726i,0.76378-0.26019i,0.68254-0.27835i,0.42164-0.20107i,0.25067-0.09754i,0.14787-0.040984i,0.048993+0.010551i,0.01374+0.062016i,0.03372+0.052916i,0.030893+0.0024841i,0.0092515-0.026733i,0.0031041-0.039733i,0.0047747-0.04579i,0.0033256-0.0378i,-0.0083507-0.024044i,-0.02081-0.0087583i,-0.017901-0.00068247i,-0.012944-0.0042942i,-0.013812-0.00099986i,-0.010531+0.0067124i,-0.0024453-0.0011035i,0.0026968-0.021354i,-8.2662e-05-0.034274i
-0.29181+0.35782i,-0.41574+0.46415i,-0.36328+0.3231i,-0.2434+0.11734i,-0.14964+0.085202i,-0.036498+0.14157i,0.0575+0.11126i,0.067299+0.025119i,0.025621-0.016824i,0.0076654-0.0049686i,0.028907+0.004081i,0.039711-0.012728i,0.013889-0.030431i,-0.018459-0.02874i,-0.025362-0.0098151i,-0.014001+0.0024537i,-0.0089584-0.0020613i,-0.0080928-0.0064786i,0.0012435-0.0071527i,0.013908-0.0088662i,0.019948-0.004235i,0.021434+0.0097585i,0.021353+0.020646i
0.049679-0.49142i,0.012832-0.63777i,-0.064901-0.43179i,-0.066966-0.14375i,-0.026659-0.12202i,-0.068494-0.21006i,-0.11007-0.17607i,-0.075763-0.080738i,-0.021455-0.020215i,0.0014133-0.0034045i,-0.023997-0.0072816i,-0.058481+0.012913i,-0.045662+0.053657i,-0.0035948+0.068139i,0.026378+0.051224i,0.033207+0.02836i,0.024195+0.020352i,0.01478+0.022757i,0.0072401+0.01531i,-0.0076381+0.0027381i,-0.027024-0.0025891i,-0.04158-0.0037677i,-0.043333-0.0013722i
0.14145+0.50267i,0.27174+0.72722i,0.36277+0.60098i,0.30258+0.30274i,0.16815+0.17911i,0.095931+0.1684i,0.031562+0.1083i,-0.031696+0.053205i,-0.023192+0.026242i,0.0075686-0.016155i,0.014906-0.032264i,0.028506-0.022271i,0.036329-0.023868i,0.027954-0.023089i,0.014782-0.021145i,-0.0021381-0.020337i,-0.010406-0.015285i,-0.0087162-0.013751i,-0.011488-0.0070664i,-0.0072975+0.0079381i,0.015411+0.014935i,0.042961+0.0079638i,0.055018-0.0059294i
-0.282-0.41758i,-0.45485-0.6088i,-0.45264-0.55733i,-0.32896-0.34943i,-0.24828-0.15061i,-0.19149+0.029136i,-0.064211+0.13574i,0.037548+0.10398i,0.028746+0.030788i,-0.0070209+0.023213i,0.0074812+0.042293i,0.041005+0.025937i,0.044693-0.011596i,0.02224-0.034763i,-0.0011323-0.031574i,-0.0089263-0.016709i,-0.004914-0.010086i,-0.0012294-0.0086832i,0.004672-0.0030926i,0.011827+0.0015631i,0.0040875+0.0014137i,-0.017685+0.005581i,-0.031497+0.013263i
0.51597+0.26945i,0.76581+0.27515i,0.63218+0.13067i,0.32019+0.0064967i,0.23199-0.067437i,0.26207-0.17755i,0.16728-0.20688i,0.065394-0.10579i,0.039575-0.029562i,0.015474-0.027496i,-0.019911-0.048459i,-0.057504-0.053912i,-0.075067-0.025304i,-0.057993+0.0039278i,-0.033112+0.014018i,-0.013772+0.017435i,-0.006687+0.017107i,-0.0085691+0.015962i,-0.0054887+0.0063203i,-0.0056465-0.015621i,-0.011053-0.034235i,-0.012452-0.044183i,-0.01409-0.040916i
-0.53956-0.02629i,-0.74055+0.19393i,-0.53724+0.40558i,-0.19531+0.39609i,-0.095565+0.30391i,-0.14034+0.26682i,-0.13363+0.17132i,-0.11905+0.048182i,-0.079791+0.018126i,-0.00015687+0.015412i,0.031992+0.0029998i,0.02857+0.012283i,0.026676+0.019418i,0.018187+0.018692i,0.017058+0.014307i,0.018993+2.7649e-05i,0.016723-0.011518i,0.017341-0.018499i,0.010165-0.020864i,0.0035675-0.0060422i,0.012956+0.021832i,0.029777+0.043643i,0.039412+0.043957i
0.5358-0.1625i,0.64187-0.42089i,0.43991-0.51143i,0.20056-0.37412i,0.11414-0.26642i,0.076337-0.22163i,0.049339-0.10239i,0.056224+0.0042299i,0.039154+0.024541i,0.0019442+0.021594i,-0.010774+0.024513i,0.0018794+0.03075i,0.024056+0.031404i,0.029789+0.021648i,0.012414+0.013139i,-0.0032482+0.012142i,-0.0090902+0.015084i,-0.010761+0.02016i,-0.0087971+0.026234i,-0.0086517+0.023384i,-0.021415+0.0068554i,-0.044489-0.01063i,-0.051931-0.012846i
-0.53224+0.31323i,-0.55756+0.50178i,-0.33058+0.40304i,-0.16121+0.15385i,-0.12106+0.036055i,-0.087095-0.0085974i,-0.084188-0.065042i,-0.075822-0.045234i,-0.011723-0.011494i,0.0096347-0.014811i,0.0018947-0.0084756i,0.0043182-0.02338i,-0.0095641-0.040146i,-0.0099495-0.021083i,0.0067499-0.0026663i,0.008115-0.0022243i,-0.00069462-0.0092195i,-0.006448-0.013712i,-0.0042421-0.013743i,0.0057073-0.012101i,0.017815-0.0086959i,0.034247-0.0065307i,0.039732-0.010895i
0.48703-0.5561i,0.45911-0.68577i,0.22937-0.43448i,0.08453-0.064966i,0.068858+0.14729i,0.038121+0.26525i,0.034786+0.31204i,0.057864+0.21045i,0.050424+0.072561i,0.05335-0.011529i,0.048054-0.054285i,0.027226-0.042501i,0.018635-0.017098i,0.0053088-0.015805i,-0.011238-0.017558i,-0.019256-0.015932i,-0.020249-0.01066i,-0.013541-0.0064284i,-0.011259-0.0082096i,-0.015604-0.0055898i,-0.018756+0.0069471i,-0.020396+0.026378i,-0.012586+0.042998i
-0.075507+0.83866i,0.12706+0.97348i,0.31845+0.58875i,0.27548+0.098131i,0.13473-0.14462i,0.042802-0.21706i,-0.057146-0.19065i,-0.10132-0.077051i,-0.067117-0.010701i,-0.05348+0.002077i,-0.034466+0.018093i,-0.001158+0.014038i,0.013809+0.010438i,0.030001+0.01426i,0.035475+0.0064836i,0.025428+0.0056111i,0.018387+0.0092698i,0.012985+0.0056668i,0.0056023+0.0012498i,0.0027248-0.0064915i,0.0079545-0.02531i,0.019339-0.055395i,0.022392-0.077076i
-0.24669-0.98394i,-0.50322-1.0807i,-0.52665-0.66406i,-0.31973-0.11554i,-0.073022+0.28889i,0.15006+0.49022i,0.30472+0.38855i,0.25789+0.15597i,0.15205+0.064883i,0.14953+0.021341i,0.11686-0.058525i,0.026837-0.078905i,-0.019214-0.053733i,-0.030897-0.042368i,-0.03608-0.035019i,-0.0324-0.028515i,-0.030544-0.021234i,-0.025471-0.0030735i,-0.0067734+0.017711i,0.012112+0.027613i,0.016597+0.033151i,0.0070749+0.041234i,-0.0080408+0.035303i
0.56334+0.69088i,0.72212+0.77323i,0.47423+0.48918i,0.063011+0.067773i,-0.24955-0.3798i,-0.48963-0.6882i,-0.57456-0.57901i,-0.40129-0.28218i,-0.21649-0.12995i,-0.17912-0.022955i,-0.13317+0.091093i,-0.05215+0.11865i,-0.024333+0.085083i,-0.035766+0.060227i,-0.035496+0.052874i,-0.012621+0.049091i,0.012799+0.037954i,0.020125+0.012927i,0.0046358-0.012847i,-0.015973-0.019451i,-0.023878-0.016635i,-0.022669-0.020363i,-0.022262-0.01459i
-0.54916-0.20928i,-0.61539-0.26675i,-0.18421-0.17751i,0.35668-0.11122i,0.68271-0.063032i,0.7884+0.026391i,0.62132+0.071898i,0.32129+0.10617i,0.16354+0.089777i,0.077088-0.036989i,-0.01434-0.10336i,-0.012099-0.079936i,0.028834-0.064317i,0.035355-0.038923i,0.031375-0.013085i,0.023264-0.019899i,0.020426-0.03374i,0.02154-0.036749i,0.013826-0.026763i,0.010644-0.0086373i,0.014805-0.0015598i,0.0037779+0.00043515i,-0.01287+0.010599i
0.85134-0.13809i,1.0887-0.086888i,0.7656-0.1493i,0.089535-0.11956i,-0.41424+0.16801i,-0.58881+0.42584i,-0.51817+0.44114i,-0.28171+0.32982i,-0.024495+0.17613i,0.13452+0.027615i,0.17932-0.072481i,0.13128-0.092852i,0.069117-0.024344i,0.055134+0.057143i,0.054709+0.074808i,0.025591+0.035451i,-0.018993-0.0024015i,-0.040531-0.0080867i,-0.031388-0.011679i,-0.024914-0.036049i,-0.038522-0.048994i,-0.053732-0.028735i,-0.050566+0.0088236i
-2.15+7.9328i,0.12749+7.7502i,3.0868+6.6654i,4.423+3.1925i,3.8475-0.18965i,1.7986-1.7386i,-0.12294-1.0715i,-0.65072+0.24493i,0.081111+0.92022i,0.99457+0.60854i,1.0925-0.024632i,0.46628-0.1855i,-0.46874+0.37832i,-1.3006+1.29i,-1.5967+1.3525i,-1.3969+0.43426i,-1.0479-0.20621i,-0.61333+0.017548i,-0.033518+0.36254i,0.22989+0.31702i,-0.0078174+0.23565i,-0.34096+0.34583i,-0.38823+0.50838i
0.50801-0.66202i,0.71825-0.88785i,0.59473-0.58249i,0.50113-0.031789i,0.54319+0.30088i,0.54468+0.43378i,0.46226+0.38396i,0.27941+0.20727i,0.098761+0.095696i,0.044681-0.012272i,-0.0066259-0.12488i,-0.046551-0.10968i,-0.0041857-0.03744i,0.038337+0.0023321i,0.055978+0.0064324i,0.058062-0.0098204i,0.038824-0.0068051i,0.018984+0.013979i,0.018342+0.017187i,0.024075-0.00215i,0.014385-0.010986i,-0.0062472-0.0034699i,-0.019817+0.010357i
-0.63072+0.8083i,-0.68654+1.0866i,-0.40494+0.77082i,-0.10566+0.22263i,0.045634+0.014231i,0.16808+0.021852i,0.21857-0.022604i,0.1791-0.071756i,0.12556-0.097519i,0.07435-0.092397i,0.034201-0.0678i,-0.012804-0.041416i,-0.047139-0.008628i,-0.05694+0.0098744i,-0.058859+0.030567i,-0.0351+0.052237i,-0.0021479+0.04795i,0.014585+0.032955i,0.025998+0.013175i,0.028478-0.01188i,0.022697-0.034645i,0.0074903-0.051986i,-0.013404-0.047276i
0.0018487-0.97765i,-0.34431-1.2398i,-0.60726-0.76199i,-0.46689-0.077259i,-0.15474+0.13344i,-0.019677+0.078707i,-0.0011876+0.088598i,-0.015039+0.10102i,-0.035394+0.1078i,-0.035998+0.089066i,-0.047728+0.058266i,-0.031899+0.048021i,0.0069813+0.019419i,0.015033-0.0059289i,0.010736-0.0031304i,0.010585+0.0076055i,0.010418+0.013426i,0.0064398+0.0095522i,-0.0018619+0.0077128i,-0.0014871+0.018232i,0.010334+0.028802i,0.016172+0.02597i,0.01215+0.013077i
0.45483+0.98347i,0.91105+1.0731i,1.0443+0.62475i,0.7783+0.11722i,0.43869-0.12008i,0.23587-0.20013i,0.14949-0.17034i,0.13482-0.097774i,0.073819-0.091688i,-0.032573-0.046344i,-0.051983+0.026343i,-0.019395+0.028082i,-0.0090776+0.0042676i,0.00020239-0.011384i,0.012079-0.022657i,0.017834-0.022401i,0.017689-0.019695i,0.007117-0.012878i,0.0013811+0.00015232i,0.010768-0.0026075i,0.014859-0.021822i,0.011001-0.028503i,0.012167-0.023029i
-0.84905-0.8998i,-1.2308-1.0042i,-1.0977-0.77154i,-0.67183-0.52662i,-0.38854-0.32037i,-0.19065-0.081678i,0.030678+0.023153i,0.12476-0.025628i,0.083015-0.053081i,0.029589-0.018866i,0.00027641+0.011378i,-0.028429+0.012623i,-0.042347+0.01641i,-0.023975+0.025035i,-0.0049654+0.017726i,-0.0034123+0.0068887i,-0.0063818+0.0043952i,-0.0048099+0.010124i,0.0026317+0.015356i,-0.00075608+0.013989i,-0.013235+0.016305i,-0.012901+0.022031i,0.0028209+0.019973i
0.94422+0.38366i,1.098+0.25934i,0.58943+0.16386i,0.039884+0.31897i,-0.019568+0.40762i,0.10191+0.2383i,0.098971+0.054823i,0.031933-0.024117i,-0.034248-0.024784i,-0.041769+0.0077883i,-0.018806+0.011799i,-0.0091421+0.020616i,0.010431+0.025854i,0.0089422-0.0018424i,-0.0073619-0.011964i,0.0010241+0.0020991i,0.015339+0.0088955i,0.015905+0.0054663i,0.006085-0.0037638i,-0.00078206-0.007975i,1.7779e-05-0.0033244i,0.00051024+0.0021564i,0.0022688+0.0064754i
-0.98516+0.082326i,-0.98591+0.27581i,-0.3539+0.27356i,0.22071-0.0040901i,0.27171-0.23526i,0.14355-0.24047i,0.10448-0.171i,0.084535-0.10177i,0.063974-0.051209i,0.038412-0.030568i,0.018962-0.011347i,0.022803-0.018706i,0.011549-0.04282i,-0.0051687-0.037296i,-0.0031997-0.019435i,0.0013381-0.011572i,0.00048495-0.0081656i,-0.0033554-0.0022305i,-0.0011207+0.0078388i,0.0089539+0.0071341i,0.013077-0.0084908i,0.0067289-0.017747i,-0.0022089-0.014225i
0.61716-0.60982i,0.43236-0.90491i,-0.082348-0.80352i,-0.34022-0.44637i,-0.25247-0.24322i,-0.16081-0.21879i,-0.12154-0.1807i,-0.07497-0.1351i,-0.070488-0.090125i,-0.077688-0.022961i,-0.064038+0.01402i,-0.063314+0.021841i,-0.054062+0.030654i,-0.021153+0.024919i,0.0034225+0.0071608i,0.0080048-0.0051775i,0.0035514-0.0072465i,0.0018102+0.0019147i,0.003361+0.0070105i,-0.006063+0.0033847i,-0.022216+0.0060218i,-0.025166+0.010769i,-0.018547+0.0093669i
-0.4799+0.75676i,-0.47009+1.0365i,-0.28192+0.94051i,-0.14504+0.64578i,-0.099759+0.4324i,-0.046308+0.32786i,0.0099972+0.22503i,0.013014+0.11539i,-0.0096784+0.053715i,-0.0046577+0.029238i,0.0098143+0.010157i,0.017154+0.0063723i,0.02304+0.010272i,0.017933+0.01075i,0.0088871+0.013012i,0.008039+0.013671i,0.010142+0.0091585i,0.012201+0.0022463i,0.01511-0.0054921i,0.019286-0.0054064i,0.025218+0.0021074i,0.029107+0.006956i,0.028219+0.0054058i
0.063059-0.50737i,0.13372-0.56864i,0.27571-0.45998i,0.3413-0.36574i,0.21292-0.27979i,0.079521-0.15699i,0.055149-0.070608i,0.045029-0.025692i,0.038777+0.014681i,0.047517+0.030636i,0.040151+0.026238i,0.025101+0.018575i,0.016803+0.0063882i,0.0085231-0.0055289i,-0.0020307-0.0078787i,-0.010396-0.0061509i,-0.013701-0.0056802i,-0.013122-0.0043739i,-0.013687-0.002103i,-0.016191-0.0033567i,-0.016923-0.0099777i,-0.015638-0.013925i,-0.0093937-0.0085287i
0.12029+0.26823i,0.02535+0.21203i,-0.22738+0.087339i,-0.33036+0.081342i,-0.12335+0.10605i,0.097303+0.010073i,0.10872-0.097687i,0.049014-0.10659i,0.0071885-0.086265i,-0.039303-0.064692i,-0.060525-0.031267i,-0.054183-0.01586i,-0.042653-0.016356i,-0.025442-0.022081i,-0.010857-0.027681i,-0.0060743-0.018526i,-0.0033164-0.0026646i,0.00020171+0.0058195i,0.0017197+0.0066375i,0.0021688+0.0075528i,0.0026763+0.011076i,0.0052787+0.0069351i,0.0016027-0.0056571i
0.041944-0.037715i,0.18119+0.0090216i,0.26618+0.090459i,0.17622+0.095788i,-0.031481+0.012223i,-0.18732-0.023834i,-0.19135+0.029568i,-0.12434+0.058739i,-0.078768+0.049849i,-0.039743+0.045396i,-0.0019221+0.037458i,0.022111+0.028736i,0.022679+0.02018i,0.0025047+0.020297i,-0.0029086+0.028721i,0.0097125+0.021214i,0.015139+0.0046325i,0.013304-0.0035468i,0.012753-0.001178i,0.014012+0.0040652i,0.011836+0.0039316i,0.0023796+0.0052125i,-0.0045727+0.0095441i
-0.21092-0.095949i,-0.27825-0.15493i,-0.1593-0.23554i,0.011416-0.26886i,0.074461-0.17686i,0.1033-0.053071i,0.1389-0.017329i,0.14628-0.024794i,0.12661-0.025106i,0.087865-0.016789i,0.048112-0.0080868i,0.015237-0.010436i,0.0018581-0.0091757i,0.016321-0.0081584i,0.01832-0.015692i,-0.0030126-0.013973i,-0.016804-0.0015418i,-0.015761+0.0065064i,-0.0094398+0.0012138i,-0.0046103-0.010972i,-0.0021739-0.015365i,0.0023403-0.011701i,0.0067828-0.0054563i
0.27796-0.19688i,0.18779-0.3155i,-0.11849-0.17873i,-0.25162+0.093599i,-0.11137+0.16374i,-0.023605+0.062634i,-0.042439+0.00089224i,-0.064008-0.024912i,-0.083368-0.037422i,-0.080487-0.032673i,-0.060583-0.025715i,-0.038684-0.0098081i,-0.01988+0.00068123i,-0.019901-0.002536i,-0.01985-0.0041327i,-0.0060685-0.0040781i,0.007608-0.005358i,0.010766-0.0056645i,0.0039612-0.0020559i,-0.005314+0.006687i,-0.010135+0.013106i,-0.012017+0.013552i,-0.0097574+0.011147i
-0.39678+0.54156i,-0.2929+0.79492i,0.075758+0.62546i,0.25429+0.18862i,0.10939-0.06864i,0.0030665-0.079955i,0.018484-0.036506i,0.036964-0.0043198i,0.031223+0.012698i,0.0064195+0.033352i,-0.0027474+0.05055i,0.001225+0.035007i,-0.0017452+0.014425i,0.0010593+0.01361i,0.0057755+0.019547i,0.0078235+0.020268i,0.007498+0.011768i,0.00087402+0.0032835i,-0.0044346+0.0025011i,0.0014168+0.0007132i,0.011361-0.0055039i,0.014786-0.0097785i,0.012286-0.010717i
0.11092-0.73945i,-0.079525-0.98451i,-0.33008-0.76594i,-0.35231-0.34079i,-0.19709-0.071281i,-0.06398+0.029146i,0.030477+0.018217i,0.04492-0.041641i,0.0084372-0.038309i,0.015842-0.0092822i,0.025607-0.012031i,0.011065-0.0095978i,0.0058357-0.0028172i,0.0053248-0.011052i,0.0026844-0.02154i,-0.001661-0.02395i,-0.0073298-0.014856i,-0.0038176+0.0014955i,0.009441+0.00772i,0.011407+0.001579i,-0.0025284+0.0017112i,-0.0076575+0.010199i,-0.0014487+0.011332i
0.23455+0.8727i,0.46884+1.1022i,0.50834+0.82738i,0.32112+0.40109i,0.15897+0.14801i,0.074446-0.0098577i,-0.037853-0.075798i,-0.094325-0.035883i,-0.062246-0.0066247i,-0.031705-0.0096139i,-0.014587-0.005912i,0.0011359+3.185e-05i,0.0042739+0.0017532i,0.0011105+0.0034249i,-0.00084264+0.0062611i,0.00019803+0.00778i,0.0029127+0.0045468i,0.0035303-0.0036178i,-0.0048129-0.008766i,-0.011827-0.0045025i,-0.0043874-0.0023318i,0.0013893-0.010863i,-0.0042624-0.014008i
-0.47368-0.71242i,-0.64944-0.84549i,-0.48345-0.58407i,-0.17119-0.26336i,-0.034591-0.11137i,-0.0072297-0.02223i,0.0447+0.026694i,0.066444+0.038056i,0.048371+0.045083i,0.019323+0.03941i,-0.010818+0.029097i,-0.022064+0.016604i,-0.019591+0.0035142i,-0.015538-0.00091661i,-0.010726-0.0016141i,-0.0058428-0.00024879i,-0.0020846+0.0007382i,-0.0012756+0.0023719i,0.0037757+0.0071018i,0.012683+0.008311i,0.011897+0.0079142i,0.0073048+0.01258i,0.01047+0.013812i
