-0.0023266+0.00078252i,-0.0027134+0.00033287i,-0.0037206+0.0012328i,-0.003496+0.0023027i,-0.0023382+0.0030386i,-0.00065063+0.0033231i,0.00061692+0.0033291i,0.00090292+0.0032229i,0.0010938+0.002147i,0.0014681+0.00068443i,0.0017042-0.0002701i,0.00095679-0.00039782i,0.00062279-0.00053989i,0.0011265-0.00017594i,0.0012214+0.00036091i,0.00048728+0.0001806i,-0.00053129-0.00023825i,2.6728e-05+0.00012768i,-3.4508e-05+0.00077313i,-0.0011582+0.00064865i,-0.0005102+0.00034539i,-0.00010567+0.00028322i,-0.00055356+1.0119e-05i
-0.00035352+0.00034177i,-0.00029758+0.00033742i,-0.00016482+0.00041253i,-9.7425e-06+0.00042692i,-0.00031432+0.0014948i,-0.0002517+0.0015558i,0.00027631+0.0015165i,3.8499e-05+0.001384i,-7.3141e-05+0.0009937i,0.00046569+0.0010421i,0.0013915+0.00044084i,0.0018138+0.00077047i,0.0015052+0.0014267i,0.00034989+0.00090477i,-0.00088912+0.00036082i,-0.00055523+0.00030904i,0.00010274+1.865e-06i,4.9488e-05-4.781e-05i,0.00054595+0.00037346i,0.00072391+0.00033165i,0.00029505-0.00011459i,0.00028032-0.00071265i,0.00020454-0.00066577i
0.00024706-0.00040057i,0.00097675-0.00094284i,0.00049933-0.00038685i,-0.0008247-0.00017214i,-0.0013704+7.2071e-05i,-0.001032+0.00013772i,-0.00011188-0.00112i,0.0004614-0.00098122i,0.00029797+0.00036072i,0.00054301+0.00097706i,0.00062266+0.0016916i,0.00042692+0.0019717i,0.00047397+0.0018638i,0.0013473+0.0021487i,0.0018559+0.0014297i,0.0015751-0.00037633i,0.0005265-0.00097758i,0.00029165-0.0015703i,0.0013722-0.0013784i,0.0012924-0.00039804i,3.819e-05-0.0005689i,-0.00059107-0.00076618i,-0.00090819-0.00051485i
0.0016561-0.0020761i,0.0015514-0.00045613i,0.0009109-0.0012249i,-0.00022899-0.0015122i,-0.002221-0.00073571i,-0.0020669-0.00077622i,-0.00080351-0.0010584i,-0.00030917-0.00075743i,5.7922e-05-0.00038997i,0.00038342-8.0306e-05i,-0.00039768+0.00029266i,-0.0014857+0.00060568i,-0.00037753+0.00077366i,0.0026506+0.00084784i,0.0037438+0.00052427i,0.0022772-0.00019298i,0.00056121-0.00059557i,-2.0286e-05-0.00067054i,0.00075913-0.00032126i,0.00052625-8.9304e-05i,-0.00099985+0.00041724i,-0.0010371+0.00046844i,-8.6577e-05-0.00034351i
0.00044231-0.00075743i,0.00040522-0.000562i,-0.00041819-0.001693i,-0.0016693-0.0013597i,-0.002461-8.5926e-05i,-0.0020049+0.00020569i,-0.00044156+0.00077607i,0.00038345+0.0014156i,0.00049621+0.0011307i,0.00090596+0.00022037i,0.00070774+4.0149e-05i,3.9806e-05-0.0005905i,2.6004e-06-0.0019867i,0.00037943-0.0014114i,0.00051517-0.00015947i,0.00039417-0.00018474i,0.00018396+0.00028756i,7.7744e-05+0.001128i,-0.00044537+0.0013642i,-0.00022097+0.0018099i,0.00029285+0.002314i,0.0001628+0.0020646i,3.2137e-05+0.0011477i
-0.00021771-0.002575i,-0.00044911-0.0023823i,-0.0011109-0.0013996i,-0.0022806-0.00030563i,-0.0021628+0.0010843i,-0.00055458+0.0023129i,0.00062425+0.002224i,0.00053714+0.0013519i,5.6072e-05+0.00079278i,0.00012035+0.0005608i,0.0012987+0.00042638i,0.0011028+0.00088648i,-0.0003475+0.00025932i,-0.0012186-0.0012008i,-0.0022273-0.0015587i,-0.0023439-0.00051256i,-0.0005975+0.00018462i,0.00022785+0.00017045i,-0.0005256+0.00056563i,-0.00078278+0.00096382i,-0.00020008+0.00099868i,0.00032833+0.00031704i,0.0001028+0.00022215i
0.0024901+0.0014314i,0.0028265+0.00076725i,0.0034297-0.00052144i,0.00069202-0.0015573i,-0.0025158-0.0013433i,-0.0036901-0.0002133i,-0.0030183+0.00032845i,-0.00069688+0.00022441i,0.0010687+1.2348e-05i,0.00066693-0.00022905i,-0.0003447-0.0001042i,-0.00091968+0.00039875i,-0.00068095+0.00095608i,-0.00072953+0.00089388i,-0.00066356+0.00046411i,0.00080268+0.00063938i,0.0021586+5.4422e-05i,0.0018421-0.0011133i,0.0014029-0.00302i,0.0014573-0.0029059i,0.00075748-0.0015018i,0.00040457-0.0011555i,0.00063582-0.0012986i
-0.00068661+0.0012553i,-0.00052509+0.0017842i,-0.00031347+0.0019986i,-0.00080565+0.0016829i,-0.0014066+0.0007951i,-0.0013162-0.00050225i,-0.00057494-0.0012327i,-0.00062695-0.00082097i,-0.00072836+0.00021257i,-0.00022267+0.00042593i,-1.1558e-05-0.0010136i,-0.00016609-0.0018634i,0.00056361-0.00088235i,0.0012131+0.00142i,0.0018299+0.0025297i,0.0019894+0.0019562i,0.00094804+0.00031042i,-0.00016725-0.00085746i,6.4481e-06+2.6768e-05i,-0.0007494+0.0004724i,-0.001353-5.9541e-05i,-2.3889e-05+5.0944e-05i,0.00046915+0.00027769i
-0.00096706+0.0010801i,-0.00065181+0.0016372i,0.00025591+0.0035784i,0.00094957+0.0035635i,0.001111+0.0021867i,0.00019032+0.00041139i,3.4913e-05+8.1836e-05i,6.2289e-05+0.00074814i,0.00033768+0.0011917i,0.001214+0.001458i,0.0016593+0.0014078i,0.0018178+0.00096815i,0.0018405-0.00017987i,0.00161+0.0006571i,0.0019342+0.0013484i,0.00097722+0.00022828i,0.00040936+0.0002214i,0.00094445+0.00088536i,0.00080597+0.00093992i,0.00019167+0.00097911i,-3.3843e-05+0.0012701i,0.00074246+0.0011601i,0.00073339+0.000868i
0.00032698-0.010938i,7.5995e-05-0.011631i,-0.0062864-0.012498i,-0.0097469-0.0069192i,-0.0087836-0.00028565i,-0.0046053+0.0035554i,-0.0014209+0.0030963i,-0.0001599+0.00094427i,-0.00015887-0.00052103i,-0.0017753+0.00055631i,-0.0018692+0.003142i,-0.00057076+0.0049397i,3.2831e-05+0.0049765i,0.0012488+0.0025804i,0.0014861-0.00041464i,0.00066226-0.0013895i,0.00029529-0.00015871i,0.00045375+0.00062427i,0.0005642+0.0012243i,-0.00032756+0.0016804i,-0.00070666+0.0015205i,-0.00062033+0.0013924i,-0.0009517+0.0015416i
-0.0007834-0.002467i,-0.0018719-0.0027316i,-0.0022687-0.002735i,-0.0028474-0.00079591i,-0.0041146+0.0014406i,-0.003274+0.002307i,-0.001823+0.0012278i,-0.00050687+0.00029172i,0.00089601-0.00040145i,0.0019022-0.00071935i,0.0018708-0.00057927i,0.00034291-5.1255e-05i,-0.00074038+0.0007703i,-0.0004699+0.00049823i,-0.00016935-0.00075708i,-0.00017356-0.0008132i,0.0004283-0.00044357i,0.00076389-0.0011304i,0.0004551-0.0013496i,-0.00023787-0.00142i,-0.00017146-0.001324i,0.00040132-0.00079316i,2.1107e-06-0.00081579i
-0.00072469-0.0016126i,-0.00095721-0.00036492i,-0.0023263+0.00083106i,-0.0019892-1.3568e-05i,-0.0012414-0.00086527i,-0.0010512+0.00011041i,-0.00045109+0.00051957i,0.0003224-0.0003104i,0.00021278-0.0010485i,0.00010085-0.0011362i,0.0014141-0.0014222i,0.0024657-0.0015816i,0.0026278-0.00062416i,0.0015591+0.00070023i,8.7279e-05+0.0025353i,-6.44e-05+0.0025182i,0.00079137-0.00028237i,0.00057121-0.0015449i,0.00024656-0.00078844i,0.00030134-0.00092428i,0.00093473-0.0013253i,0.0014204-0.00099561i,0.0010769-0.00069025i
-0.0028438-0.0012394i,-0.0036744-0.0010824i,-0.0038528+0.00070643i,-0.0026188+0.0025171i,-0.0016752+0.003116i,-0.00047392+0.0024121i,0.0014508+0.0011153i,0.0019451+0.00034807i,0.00022532-0.0002198i,-0.00089075-0.00051871i,-0.001049+0.00026412i,0.00035339+0.00068584i,0.0026888+0.00056939i,0.0023386+0.0012654i,0.00086978+0.0029509i,-2.9382e-06+0.0029839i,0.00030985+0.00078778i,0.00044054-0.00030627i,-0.00051086-3.164e-05i,-0.00054518+0.00032825i,-0.00014357+0.0004596i,0.00036064+0.00038966i,0.00054198+0.00018068i
-0.0029047-0.0040156i,-0.0020638-0.0027271i,-0.0030856-0.00052999i,-0.004177+0.0018707i,-0.0040572+0.003283i,-0.00326+0.0029114i,-0.0017755+0.0014018i,-0.00052823+0.00057142i,-0.00073229+0.0011831i,-0.0020348+0.0018571i,-0.0023498+0.0027186i,-0.0014367+0.002614i,-3.5285e-05+0.00077817i,0.0013833-0.00055844i,0.0020183-0.00081161i,0.00096207-0.00062708i,5.6713e-06-0.00059013i,8.824e-05-0.00069464i,-0.000484-0.00021664i,-0.0012202+0.0003245i,-0.0010705-0.00028143i,-0.00070518-0.00035835i,-0.00036117+0.00097342i
0.0014316+0.00042816i,0.0015291+0.0015085i,0.0005535+0.0014839i,-0.0016461+0.0015126i,-0.003629+0.0016449i,-0.0035168+0.0013465i,-0.0015247+0.00039163i,-0.00011523-0.00018362i,-2.6291e-05-0.00014822i,0.00047591+0.00049329i,0.0013973+0.001505i,0.0015716+0.0014368i,0.00032365+0.00030999i,-0.00026109-0.00082023i,0.00053229-0.0021124i,0.0010377-0.0022644i,0.0012231-0.0014058i,0.00087852-0.0007401i,-0.00026409-0.00066386i,-0.00078403-0.00073i,-0.00078927-0.0010194i,-0.0011177-0.0011422i,-0.00040824-0.0011536i
-0.0019481+0.0013954i,-0.0019015-0.00046156i,-0.0010371-0.0011865i,-0.00096974+0.00010556i,-0.00088068+6.2754e-05i,-0.0013322-0.00016824i,-0.0022011+3.3766e-05i,-0.0016963+0.00024604i,-0.00071141+0.00067857i,0.00097845+0.0004088i,0.0026211+0.00049949i,0.0034075+0.00069223i,0.0022226+0.00099167i,-2.3261e-05+0.00066164i,-0.0017199+0.00064407i,-0.0020814+0.00075023i,-0.0013114-0.00015885i,-0.0012068-0.00063226i,-0.00098157-0.00030115i,1.0823e-05+0.00091959i,0.0011852+0.0011523i,0.0016328+0.001071i,0.0011078+0.0011169i
0.0016446-0.0015401i,0.0020826-0.0027207i,0.0014618-0.0035821i,-0.00010349-0.0015727i,-0.0018827+0.00054768i,-0.0016242+0.0012111i,-0.00043785+0.00075811i,0.00012433+0.00070922i,0.0004975+0.0010242i,5.4616e-05-0.00058336i,4.809e-05-0.0029402i,6.3659e-05-0.0020691i,0.00029911+0.00065748i,-0.00041785+0.0025344i,-0.0021956+0.0036871i,-0.0023582+0.0034021i,-0.0014549+0.0018559i,-0.00098328+0.00059435i,-0.00038985+0.0006548i,-4.0398e-05+0.0013093i,0.00039551+0.0016471i,0.00116+0.0010681i,0.0014444-8.6238e-06i
-0.0022662+0.0014347i,-0.0015364+0.0016993i,-0.00084116+0.0027589i,-0.0010541+0.0031176i,-0.0010849+0.0027432i,-0.0011559+0.0016187i,-0.00084293+0.00084882i,0.00031122+0.00070249i,0.00095122+0.00018555i,-0.0001648-0.00035908i,-0.002793-0.0012177i,-0.0035749-0.0024031i,-0.0015943-0.002098i,0.0014691-0.00045439i,0.0028427+0.00057843i,0.0019318+0.00098337i,0.00043768+0.0013785i,0.00050348+0.00027443i,0.0016544-0.0015254i,0.0010654-0.0015466i,-0.00041972-0.00075405i,-0.000741+0.00031667i,-0.0010487+0.001278i
-0.00083285-0.0029025i,-0.00041516-0.0015033i,-0.0015355-0.0016268i,-0.0032195-0.0010126i,-0.0053861-6.677e-05i,-0.0048934-0.00029756i,-0.0012084-0.0015994i,0.0010074-0.0020175i,0.00082318-0.0011919i,-0.00040204+0.00022035i,-0.0020501+0.00094697i,-0.0021337+0.00096274i,-0.00014024+0.00032307i,0.0024004-0.00036428i,0.0036355-0.00049174i,0.0026561-0.001291i,0.0016508-0.0019381i,0.0016827-0.00085844i,0.0014794-0.00049702i,0.00026993-0.0014169i,-0.00073641-0.0012367i,-0.00055367-0.00047286i,0.00041541-0.00042476i
-0.0015815+0.0023625i,-0.0016948+0.0022749i,-0.00014262+0.0029547i,0.00078881+0.001989i,5.8785e-05+0.00049564i,-0.0013203-0.00040647i,-0.0027351-0.00037655i,-0.0020542-0.00031051i,0.00034192+2.3945e-05i,0.0014708+0.0018215i,0.0011761+0.0038307i,0.0019708+0.0041602i,0.0018786+0.0032664i,0.00066769+0.0012408i,0.0011414-0.0011208i,0.0017363-0.0013861i,0.0011253-0.0010607i,0.00023524-0.00098631i,-0.00069233-0.00056547i,-0.00084216+0.00085497i,-0.0003616+0.0013765i,1.3318e-05+0.0012334i,0.0004696+0.0006263i
-0.0020201-0.0002237i,0.00012708-0.00044313i,-0.00079181-0.00018939i,-0.00067808+0.001345i,0.00040096+0.0029265i,0.00098036+0.0030619i,0.00077916+0.002417i,0.0001758+0.0010579i,0.00061946+0.00033987i,0.0019581-0.00045518i,0.0033411-0.0010676i,0.0035646-0.00024255i,0.0023329+0.0013892i,0.00031069+0.0019641i,-0.0019365+0.0012933i,-0.0025175+0.00036154i,-0.0019056-0.00046364i,-0.0010944-0.00099855i,-0.00058052-0.00037419i,-8.0566e-05+0.00064109i,0.0008545+0.001301i,0.0016828+0.0015408i,0.0020252+0.0003099i
-0.002225-0.0010073i,-0.0020048+0.00059536i,-0.0012234+0.0028275i,-0.0011795+0.0038989i,-0.0012905+0.004133i,0.00011699+0.0033202i,0.0015969+0.0011635i,0.0012087+0.00031692i,5.7546e-05-0.00020218i,-6.5407e-05-0.002169i,0.001628-0.0040774i,0.0024689-0.004304i,0.0010323-0.0038257i,0.00012968-0.0024028i,-0.0005163-7.6424e-05i,-0.0023491+0.0017675i,-0.0028449+0.0014161i,-0.001184-0.00013124i,0.00063793-0.00084817i,0.00086859-0.00090444i,0.0009289-0.0017139i,0.0012608-0.002746i,0.00063478-0.0015529i
0.0011095-0.00018758i,0.0001585-0.00034128i,-0.0013047-0.00061076i,-0.0031207-0.0012672i,-0.0040553-0.0010493i,-0.0038854-0.00032845i,-0.0023645+0.00046023i,-0.0011896+0.0016106i,-0.0014655+0.0013378i,-0.0023707-0.00067952i,-0.0028208-0.0013795i,-0.0024276-0.00090891i,-9.0176e-05-0.001467i,0.0023701-0.00074147i,0.0029574+0.0010176i,0.0023899+0.0014206i,0.0020373+0.0011258i,0.0018238+0.0013798i,0.0017217+0.0011294i,0.00094555-0.00077575i,0.00019405-0.0015238i,0.00038169-0.00060946i,0.00023876+0.00011731i
-0.00090658-0.0013672i,-0.0014813-0.0015128i,-0.0023492-0.0027425i,-0.0029343-0.0021487i,-0.0031969+0.00057898i,-0.0029934+0.0017126i,-0.0029542+0.00048701i,-0.0014937-0.00024269i,-0.0010448+0.00019839i,-0.0032754+0.0021112i,-0.0041942+0.0041179i,-0.0036356+0.0058104i,-0.0023872+0.0059358i,0.00013013+0.0043775i,0.0024336+0.0025766i,0.0037822+0.0010163i,0.0035506-4.2594e-05i,0.0022791-0.00066357i,0.00056546+4.6621e-05i,-0.00052917+0.0013765i,-0.00083582+0.0021389i,-0.00073887+0.0021596i,-0.000213+0.0021238i
-0.0011328-0.0015888i,3.1773e-05-0.0016029i,0.00020328-0.00079592i,-0.00012019-0.00035798i,-0.00013214-0.00074714i,-0.00040457+0.00025367i,2.6709e-05+0.0010901i,0.0010672+0.0007834i,0.0024558+0.0014287i,0.0029443+0.0025677i,0.0026283+0.0034151i,0.0022251+0.0027436i,0.0017088+0.001107i,0.00077834-0.00058711i,0.0004187-0.0011252i,0.0010338-0.0012208i,0.001314-0.0013843i,0.00088811-0.0022648i,-0.00067915-0.0025256i,-0.0010852-0.00078572i,-6.0997e-05+0.00030739i,0.00079553+0.0011554i,0.00097295+0.0016368i
0.0018505-0.0015119i,0.0010875-0.00011784i,-0.0002848+0.0010544i,-0.0023304+0.0029817i,-0.0047617+0.0043233i,-0.0036689+0.0036026i,-0.00073204+0.0016868i,0.0012981+0.00031708i,0.002441-0.00030852i,0.0041344-0.00056222i,0.0060412-0.00098283i,0.0067627-0.0013604i,0.0050875-0.0013697i,0.0025394-0.001566i,0.00048609-0.001094i,-0.0016377-0.00067045i,-0.0018-0.00096134i,-0.00061694-0.00091826i,0.00014397-0.00094228i,0.00053858-0.00072201i,0.001026-0.0013479i,0.0018453-0.001817i,0.0021599-0.00067643i
-0.00028468+0.00058897i,-0.0017297+0.0001546i,-0.0026986-0.00013373i,-0.0029292-0.00031555i,-0.0032941-0.0011434i,-0.0041171-0.0011866i,-0.0032183-0.00085164i,-0.0018068-0.0019044i,-0.00099175-0.0022779i,-0.00058542-0.0032841i,-0.00019102-0.0043633i,0.00054475-0.004525i,0.0010773-0.003308i,0.00070608-0.0010417i,0.00024195+2.2872e-05i,-0.00031442+7.8754e-05i,-0.00062232+0.00027621i,-0.00065002+0.00054924i,-8.6538e-06+0.00069533i,0.00074143+0.00046866i,-0.00015908+0.00094575i,-0.00069918+0.0011395i,-0.00032756+0.00020424i
-0.00071756-0.001655i,-0.00037937-0.0020882i,-0.00056026-0.0026508i,-0.00096022-0.001146i,-0.0023064+0.0018268i,-0.0019482+0.0023459i,-0.0015964+0.00068949i,-0.0016238+0.00051014i,-0.001491+0.00029938i,-0.0025162-0.0019195i,-0.005146-0.0029816i,-0.0072609-0.0013143i,-0.0069408+0.0011709i,-0.0040669+0.0025151i,-0.00093134+0.0025742i,0.00094387+0.0015005i,0.0013858+0.00067577i,0.0013256+0.001166i,0.00062718+0.0017437i,-0.00067202+0.0020169i,-0.0019444+0.0023997i,-0.0021289+0.0017199i,-0.0017732+0.00095006i
-0.00094663-0.00087081i,-0.00012612-0.0010913i,-0.00050778-0.00040031i,-0.00086916+0.00064937i,-0.0012702+0.00072478i,-0.0010219+0.0018717i,0.00056543+0.0036733i,0.001764+0.0037777i,0.0016676+0.0040219i,-0.00017447+0.0046438i,-0.0020026+0.0045303i,-0.0013669+0.0040837i,0.00012937+0.0033641i,0.00039285+0.0023349i,0.00044194+0.0016583i,0.00079959+0.00065637i,0.00098796-1.3213e-05i,0.0010587-0.00053794i,0.00050591-0.00048496i,0.00050725+2.2692e-05i,0.00078567+0.0003237i,0.00056551+0.00074965i,0.0001137+0.0003543i
0.0033821+0.00053014i,0.0025019+0.00099393i,0.0015619-0.00023627i,-0.00043055-0.00080581i,-0.0038135+0.00024391i,-0.0027259-0.00035423i,0.00088657-0.001619i,0.0026221-0.00077237i,0.0017547+0.00076573i,0.00074121+0.0030666i,0.0019635+0.0046902i,0.0044125+0.0046683i,0.0067991+0.0031421i,0.0062781+0.0015409i,0.0034403+0.00023645i,0.0013481-0.00024347i,0.00046425-0.00031015i,8.4752e-05-0.001448i,-0.0003988-0.0029786i,-0.00050284-0.0031243i,0.0001182-0.0027117i,0.0012031-0.0018811i,0.00173-0.00062525i
-0.0011395+0.0024537i,-0.0026397+0.0013507i,-0.0037461+0.0010321i,-0.0030148+0.0006448i,-0.0019345-0.00097817i,-0.0034689-0.0021623i,-0.003315-0.0022329i,-0.0006775-0.0028924i,0.0019505-0.0024676i,0.0038641-0.00056441i,0.004343+0.00076955i,0.0036899-0.00013688i,0.0025108-0.0012014i,0.0014601-0.0016593i,0.00079427-0.0013503i,5.3936e-05-0.0010981i,-0.00019466-0.0010055i,-0.00018969-0.00062216i,5.37e-05-0.00043693i,0.00091806-0.00096149i,0.00059124-0.0011503i,0.00048241-0.00050771i,0.0012244-0.00054759i
-0.0014561-0.0028572i,-0.00067312-0.0022973i,-0.0009284-0.0011196i,-0.0014416+0.00048378i,-0.0029404+0.0039833i,-0.0016239+0.0052658i,-0.00092757+0.0021029i,-0.0016015-0.00028977i,5.582e-05-0.0019469i,0.0025359-0.003041i,0.0029207-0.0044067i,-0.00065994-0.0054523i,-0.0056095-0.003818i,-0.0063238-0.0016048i,-0.0038428-0.00024871i,-0.0012916+0.00095111i,8.7834e-05+0.00058321i,0.0010901+0.00062302i,0.00048111+0.0018196i,-0.0011684+0.0026497i,-0.0013578+0.0018483i,-0.00081225+1.5375e-05i,-0.0003543-0.00015014i
0.0018141+0.00090236i,0.0028474+0.0016377i,0.0022799+0.0017266i,0.00073545+0.00098964i,-6.1608e-05-0.00021754i,-0.0019228+0.00017128i,-0.0017403+0.0034038i,0.0003872+0.0035254i,-0.00018959+0.001553i,-0.0012878-0.00086815i,-0.0018129-0.0021546i,-0.0014019-0.00071823i,-0.00083823+0.0014i,-0.0012361+0.0024018i,-0.0011011+0.0023086i,-0.00086025+0.0012093i,0.00013741+0.00046343i,0.00070511+0.00057219i,0.0006283+0.0010731i,0.00054074+0.0012472i,-0.00079866+0.00103i,-0.0015233+0.00076064i,-0.0012883-0.00043235i
-0.0018951-0.00011696i,-0.0027672+0.0012497i,-0.0026644+0.0026709i,-0.0015273+0.00266i,-0.0021978+0.0025345i,-0.00056192+0.0015678i,0.0012901-0.00043928i,-0.00042464+0.00089469i,-0.0031402+0.0021978i,-0.0050161+0.0024148i,-0.0037963+0.0028729i,-0.00014047+0.0046956i,0.004974+0.0061929i,0.0067735+0.0063804i,0.0045418+0.0047582i,0.0026669+0.0018977i,0.001385-0.00082739i,0.0012509-0.0022418i,0.0013523-0.0029738i,0.00073449-0.0023448i,0.000601-0.00066211i,0.0010518+0.00045116i,0.00044545+0.00021441i
-0.0024608+0.0021179i,-0.0046105+0.0015446i,-0.0049225+0.00055383i,-0.0037225+0.00083371i,-0.00071884+0.00025847i,-0.001662-0.002418i,-0.0025885-0.0033191i,0.00037101-0.0026238i,0.0011047-1.072e-06i,-0.00046569+0.0029657i,-0.0017592+0.0040569i,-0.0012474+0.0027529i,0.00055597+0.00085916i,0.0017117+0.00010079i,0.0014413-0.00036006i,0.00016662+0.00018533i,-0.00074177+0.00045416i,-0.00097144-0.00055605i,-0.00054569-0.0018229i,0.00035356-0.0029944i,-1.1543e-06-0.002263i,-0.00034869-0.00097453i,0.00032323-8.2443e-05i
-0.0035823-0.0055246i,-0.0025147-0.0053263i,-0.0012226-0.0034544i,-0.0013886-0.00026824i,-0.0059016+0.0039998i,-0.0050498+0.0058982i,-0.0015713+0.002569i,-0.00079544+0.0010849i,0.0020756+0.0023868i,0.0047122+0.0037475i,0.0044451+0.0026051i,0.0020572-0.0016473i,-0.0011523-0.0056412i,-0.0022254-0.0063582i,-0.000468-0.0041637i,0.00095002-0.0016532i,0.00029483-0.00019998i,-0.00065689+0.00043289i,-0.00076476+0.00056i,-4.8616e-05+0.0013978i,0.00087743+0.00088348i,0.00085477+0.00021479i,0.00050278+0.00093599i
0.0045775+0.0024108i,0.0046698+0.0036489i,0.0038165+0.0030692i,0.0018324+0.0017314i,0.0014806+0.0012364i,-0.002295+0.001728i,-0.0039405+0.0042749i,0.00016454+0.0042103i,0.003387+0.0017904i,0.0055051-6.7401e-05i,0.0057573-0.0006471i,0.0036757+0.00026539i,0.00096102+0.0012918i,-0.00073764+0.0010994i,-0.00069942+0.0003573i,8.0451e-05-0.0007631i,0.0011478-0.0019018i,0.0008645-0.0010581i,-8.2642e-06+0.0008562i,-3.5553e-05+0.00067863i,-5.5662e-05-0.00088571i,-0.00023194-0.00096367i,0.00048273-0.00029307i
-0.0014093+0.00087856i,-0.0026819+0.00010963i,-0.00095562+0.00088679i,0.0012136+0.00026722i,-0.0025743-0.00076201i,-0.00050867+0.00058464i,0.0034475-0.00036255i,0.00015545-0.0025941i,-0.0010503-0.0040192i,-0.00034735-0.0051846i,-0.00021019-0.0044075i,0.00065419+0.0011482i,0.0020454+0.0068331i,0.001683+0.0069967i,0.00055172+0.0046154i,0.0008657+0.002239i,0.001704-0.00041099i,0.0016424-0.0018436i,0.00036376-0.0011147i,-0.00043705+0.00060929i,-0.00072799+0.0012442i,-0.00074348+0.00040602i,-0.00071652-0.00080154i
0.003864-0.0015325i,0.0043551-0.0026218i,0.0028668-0.0034577i,-0.0011557-0.0020919i,0.0006251-0.00086475i,-0.00057881-0.0032105i,-0.0030037-0.0040416i,-0.00013625-0.0038731i,-0.0007245-0.0041491i,-0.0035333-0.004317i,-0.0041969-0.0036913i,-0.003-0.0028469i,-0.00029186-0.0010442i,0.0010446+0.00074689i,0.00011888+0.0011593i,-0.00039934+0.001422i,-0.00061904+0.00052228i,-0.00086307-0.00077458i,-0.00033913-0.0010033i,0.00012842-0.0015251i,7.1049e-05-0.0014976i,-0.000457-0.00087119i,-0.0016328-0.00020548i
-0.00048809-0.0016609i,7.9417e-05-0.0030707i,0.0016857-0.0015524i,0.00022928-0.0010154i,-0.0082315-0.0010345i,-0.0081439+0.0019629i,-0.0015416+0.0021709i,-0.0013465+0.0023747i,-0.0016415+0.0048987i,-0.001724+0.0058269i,-0.0015732+0.0040269i,-0.00016267-0.00088758i,0.0010041-0.0061412i,0.0020859-0.0075286i,0.0023236-0.0055783i,0.0015846-0.0021944i,-0.00027705+0.00056735i,-0.00071034+0.0012532i,-0.00028849+0.00040912i,-0.00012138-2.1375e-05i,0.00046566-0.00027458i,0.001007+0.00021218i,0.00059089+0.0019982i
0.0019282-0.00081311i,0.0024046+0.00028965i,-3.992e-05-0.00011935i,-0.0033118-0.00071235i,2.7471e-05+0.001207i,-0.0026119+0.0020735i,-0.0077865+0.003557i,-0.0023538+0.0041873i,0.0014848+0.0048979i,0.0014793+0.0065807i,0.0018129+0.0065142i,0.00092543+0.0058333i,-0.000276+0.0053537i,-9.32e-05+0.004219i,0.00030186+0.0018057i,0.00094654-0.00048693i,0.0014032-0.00041893i,0.0016376+0.00086069i,0.0017173+0.00068818i,0.00058291+0.00014081i,-0.00052186+0.00070735i,7.7581e-06+0.0016531i,0.00084744+0.0018022i
-0.0012342+0.0028899i,-0.0040578+0.0028651i,-0.00065182+0.0030187i,0.0047614+0.00055922i,3.5382e-05-0.001604i,4.4198e-05+0.0015843i,0.0055513+0.0015518i,0.0027242-0.0015801i,0.0025374-0.00077253i,0.0066715+0.00086179i,0.0075021+0.001355i,0.0031229+0.0036253i,-0.0014902+0.0063967i,-0.0028574+0.0065983i,-0.0026414+0.0035468i,-0.0017864+0.00059358i,-0.0010713-0.0015282i,-0.00047495-0.0032831i,-0.00029628-0.0035745i,-0.00075609-0.0013664i,-0.00049569+0.00068517i,0.00031169+0.00062221i,0.0012373-0.00033948i
-0.003084-0.0014257i,0.0003527-0.0011016i,-0.0021411+0.00035193i,-0.0048627+0.0045532i,0.0021063+0.0070737i,0.0034192+0.00085274i,-0.0016226-0.0037338i,0.00076312-0.0025546i,0.0020791-0.0032531i,0.0024916-0.003546i,0.0041389-0.0030251i,0.0049742-0.0031761i,0.0053807-0.0022096i,0.0034773-0.0013391i,0.0010953-0.0013532i,0.0005538+0.00022105i,1.6905e-05+0.00076395i,-0.0011146-0.00059651i,-0.00093808-0.00042369i,-0.00011211+2.9839e-05i,0.00016723-0.00012382i,-5.7343e-05-0.00041722i,-0.00095498-0.0013373i
-0.00055802+0.00038628i,-0.00097035+0.00039207i,0.0017714+0.0033235i,0.0007496+0.0019798i,-0.0090777-0.0024681i,-0.0079171-0.00059895i,0.0024889+0.0017145i,0.0026919+0.0013948i,0.00064146+0.0012486i,-8.8857e-05-0.0018553i,-0.001145-0.0042726i,0.00038863-0.0038314i,0.0038305-0.0047342i,0.0051335-0.0058794i,0.0035694-0.0034896i,0.0024869+0.0001162i,0.0018368+0.0017811i,0.00085603+0.0025976i,0.00041267+0.002026i,0.00034096+0.00070977i,0.00063853+0.00072693i,0.00028801+0.0017027i,-0.0009394+0.0018897i
