-0.0013519-0.0012655i,-0.001408-0.0012149i,-0.0010239-0.001675i,-0.0018728-0.00083198i,-0.0030034+0.0007974i,-0.0027104+0.0021389i,-0.0017735+0.002184i,-0.00053046+0.001791i,0.00073451+0.0018406i,0.0011235+0.0018395i,0.0013581+0.00096108i,0.00090037-6.0184e-05i,0.00013953-0.00079315i,0.00072021-0.0012444i,0.0010891-0.000622i,0.00085764+0.00077072i,0.00067687+0.0012008i,0.0003285+0.00069309i,-0.00022136-0.00012259i,-0.0012295-0.00017535i,-0.001319+0.0001509i,-0.00064005+0.00045449i,-3.3789e-05+0.0002014i
0.0018334+3.6829e-05i,0.0019949-0.0014309i,0.0012967-0.0022465i,0.00069669-0.00108i,0.00051275+0.00010205i,-0.00021816+0.00082848i,-6.4632e-05+0.0013187i,0.00022189+0.00090652i,-8.5771e-07-0.00035747i,0.00025846-0.001133i,0.00067578-0.00095685i,0.00070963-0.00080122i,0.00037253-0.0010678i,-0.00015232-0.00072195i,-0.00064841+0.0001897i,-0.00062236-3.8247e-05i,-0.0002172-0.00038315i,6.9526e-05-0.00062398i,-0.00055063-0.00045482i,-0.00053291-8.0985e-05i,0.00020356+4.0817e-07i,0.00072081+0.0004978i,0.00049593+0.00085519i
-0.00068114-0.00082967i,-0.00070817+0.00012848i,-0.00096+0.00033456i,-0.0012894+0.00054567i,-0.00086873+0.0012973i,0.00041424+0.0016502i,0.00074155+0.0015653i,0.00067008+0.0011854i,0.00089788+0.0007618i,0.0011189+0.0005114i,0.00061843+3.4593e-05i,0.00032161-0.00044396i,0.00040975-0.00025553i,0.00038792-8.1998e-05i,0.00015412+0.00032945i,0.00058024+0.00031922i,0.00031973+0.00014349i,-0.00014259-4.6143e-05i,-0.00021966-0.00045233i,-0.00012678-0.00018641i,-0.00018138+3.5705e-06i,3.5871e-05+1.0415e-05i,0.00010023+0.00053628i
-0.00026672+0.00076455i,0.00093347-0.00042378i,0.0017455-0.00063385i,0.0025033-0.00037715i,0.0029553+0.00023373i,0.00138+0.00031853i,-0.00016167+0.00078173i,0.00026033+0.0010949i,0.0013524+0.00013879i,0.0015885+6.3153e-05i,0.00098516+0.00011906i,0.00071859-0.00057463i,0.00056052-0.0007073i,0.00031364-0.00016349i,-0.00010321+0.00034839i,-0.00032192+0.00033982i,-2.4091e-05-0.00022399i,-0.00046358-0.00049916i,-0.0006616-0.00043013i,9.577e-05-0.00025556i,0.00015927-0.00049873i,-0.00012337-0.00061765i,0.00019936-0.00042423i
-0.00092976-0.0004336i,-0.001313-0.00046112i,-0.0013521-0.0005181i,-0.0015848-2.0835e-05i,-0.002064+0.0004792i,-0.0019299+0.00095789i,-0.0015503+0.00053759i,-0.0010954+0.0001639i,-0.00010898+4.276e-05i,0.00088502-7.5748e-05i,0.00090197+0.00026134i,-7.9296e-05+0.00042066i,-0.00045748-0.00037748i,0.00012767-0.0010516i,0.00017657-0.00095861i,-3.0776e-05-0.000338i,-0.00068122-0.00054279i,-0.0013486-0.0012209i,-0.00092732-0.00080199i,-0.00014895-0.00012396i,0.00025837+0.00027167i,-5.4369e-05+0.00045404i,-0.00044131-1.5341e-05i
0.0013238+0.00078089i,0.00065423-0.00085998i,0.0010569-0.0033406i,0.00026585-0.0020756i,-0.00074613+0.0004107i,-0.00046713+0.00097622i,0.00089266+0.00092739i,0.0016708+0.0013068i,0.0015952+0.00040449i,0.00077736-0.00064055i,0.00040426-0.00057088i,0.00066525-0.00054811i,0.00071862-0.00058982i,0.00026992-0.00092249i,-0.00028377-0.00064027i,-0.00048393-2.5399e-05i,-0.00049589-0.00064585i,-0.00026945-0.00098001i,0.0005116-0.00092094i,0.0006689-0.00039548i,0.00045667-0.00029931i,0.0011074-0.00046639i,0.00082614-2.2113e-05i
0.0018429-0.00097899i,0.0019252-0.00090423i,0.0016769-0.0011274i,0.00027607-0.0021765i,-0.00011482-0.0015988i,0.0006451+9.3901e-05i,-0.00013122+0.00062602i,-0.00086902+0.00011638i,-0.00035227+6.0655e-05i,-0.00038233+0.00031328i,3.7582e-05-0.00041931i,0.0011668-0.0012104i,0.0011432-0.0010271i,-0.00020144-0.00023871i,-0.00075342+0.00042254i,8.6095e-05+0.00055419i,0.00022214+0.00042857i,0.00012989+6.6497e-05i,0.00047365-0.00039852i,0.00054082-0.00040043i,-0.0002212-0.00037999i,-0.00078638-0.00023499i,-5.1201e-05-0.00017542i
-0.0015345+0.00022505i,-0.0010752+0.00046898i,-0.00085043+0.00092264i,0.00067976+0.0012606i,0.0024259+0.00201i,0.0022827+0.0011459i,0.0006866+0.0005477i,-0.00068977+0.00019481i,-0.00054022+0.00017079i,0.0001082+0.00075934i,0.00055438+0.00060167i,0.001113-0.00028676i,0.00055715-0.00086257i,0.00029979-0.0008532i,0.00059543-0.0010662i,3.5939e-05-0.00082229i,-0.00054888-0.00035767i,0.0004151-0.00027018i,0.00049661+7.2932e-05i,0.00076017-4.0207e-05i,0.00090314-3.4498e-05i,0.0002154-0.00027059i,1.1826e-05-0.00076067i
0.00078982-0.0016123i,-0.000104-0.001784i,0.00046338-0.0022522i,0.00068401-0.0016264i,-0.00039006-0.00064053i,-0.0010408+0.00098841i,0.00059443+0.0014077i,0.0017125+0.00059966i,0.0008364+0.00025916i,0.0010615-0.00018244i,0.0013976+7.3865e-05i,8.078e-05+0.00069641i,-0.0012006-0.0006697i,-0.001235-0.001441i,-0.00071409-0.0012462i,-0.00039327-0.00064892i,-0.00086627-0.00024765i,-0.00066587-0.0007029i,0.00040933-0.00097377i,0.00023243-0.0013014i,-0.00039019-0.00069354i,-2.6914e-05-1.4081e-05i,0.00065108-0.00047752i
-0.00019194+0.00046403i,0.00077247+0.00076843i,0.0021652+0.0010847i,0.0023766+0.0015854i,0.0013096+0.0013221i,0.00071052+3.2045e-05i,0.00054708-0.00077514i,-0.00036266-0.0003306i,-0.0005356+3.3992e-05i,0.00052663+0.00012677i,0.00092476-0.00051181i,0.00097807-0.0013527i,0.00055017-0.0012076i,-0.00042193-0.00088214i,-0.00048722-0.00050066i,-3.2024e-05-0.00017506i,-3.6977e-05-0.00050521i,-0.00029504-0.00077163i,-0.00025164-0.00030057i,-0.00075756-0.00015446i,-0.0010363+0.00034176i,-0.00010615+0.00050898i,0.00064136-1.1502e-05i
0.00050359-0.0007305i,0.0011198-0.0014798i,0.0012726-0.0012211i,0.0011854+5.5283e-05i,0.0014098+0.00016324i,0.0007728+0.00056031i,0.00053785+0.0011125i,0.00069384+0.0007527i,0.00096794+0.00023153i,0.0018667+0.00038827i,0.0012636+0.00039993i,0.00025691-0.00015805i,-0.00045496-0.00091144i,-0.00052615-0.0011472i,0.00034558+0.00011592i,0.00044066+0.00062773i,-0.00042251+0.0004243i,-0.0011009+0.00012375i,-0.0012799+0.00024789i,-0.00067374+0.00011946i,-0.00015287+8.4709e-05i,-0.000124+0.00055286i,0.0002424+0.00053255i
-0.00026904-0.0022342i,0.00015561-0.0031222i,-0.00024828-0.0028788i,-0.000916-0.0012428i,-0.00044443-0.00026982i,0.00093155-0.00059899i,0.0011157-0.00051405i,0.00016555-0.00030068i,-9.1481e-06-0.00092158i,0.00070123-0.0007778i,0.00083156-2.2643e-05i,4.0656e-06+0.00043561i,-0.00095315+0.00013543i,-0.00035688-0.00069428i,0.00054663-4.4993e-05i,0.000124+1.6245e-05i,-0.00022891-0.00069809i,-7.4594e-05-0.00026431i,-0.00020365-0.00040894i,-4.4954e-05-0.00047522i,0.00053581+6.3728e-06i,0.00051401+0.00014883i,0.00022917+4.7161e-05i
0.00075084-0.0010393i,-0.00010064-0.0003591i,-7.4228e-05-0.0015694i,-0.0014038-0.0019763i,-0.0021248+0.00010823i,-0.0013301+0.0010579i,-5.5818e-05+0.00069141i,0.00036523+0.00030091i,7.3445e-05-8.9218e-05i,-3.2671e-05-0.00017764i,0.00043682+0.00048162i,0.00079972+0.0012241i,0.0010658+0.00078525i,0.00094668-0.00019023i,0.00027373-6.7203e-05i,-9.0096e-05-0.00027826i,-0.00042653-0.00031657i,-0.0014259-9.7877e-05i,-0.0012499-0.00069089i,0.00014328-0.00036266i,0.00035936+0.00043069i,0.00010667+0.00055196i,-2.7613e-05+0.00018421i
-0.00039767+0.00086705i,0.00032067-0.00043729i,0.00016535-0.00072465i,0.00030081+0.00056963i,0.00050748+0.0019279i,0.00054562+0.0019225i,0.000488+0.00059812i,0.00061452-0.00060288i,0.00083998-0.00014919i,0.00022105+0.00074229i,-0.00029486+0.00081595i,9.914e-05+0.00033061i,0.00034538-0.00017753i,-0.00021197-0.0001749i,-0.00026842+0.00016815i,-0.00030705+0.00042436i,8.6544e-05+0.00033831i,3.0941e-05-5.0929e-05i,-0.00024141-0.00010936i,0.00027203-0.00062971i,-0.00030471-0.00089591i,-0.00053624-0.00040648i,-0.00048102-2.9773e-05i
0.0012516-0.00032735i,0.00097444-0.00055237i,0.0013083-0.00058508i,0.00099856-0.00018774i,0.00063393+0.00015626i,0.00010554+7.3766e-05i,-0.00023297+0.00029328i,0.00064894+0.00071068i,0.0010011+0.00024933i,0.00089149+5.2135e-05i,0.0005095+0.0002878i,0.00074249+0.00032281i,0.00054079+0.00016633i,0.0003001+0.00020251i,0.00022025+0.00033853i,-0.00052241+2.7819e-05i,0.00040003-0.00035195i,0.0013207-0.00095624i,0.00060678-0.0010018i,-0.00011936-0.0005915i,-0.00063284-0.0013046i,-0.00064537-0.00076974i,-0.00051642+0.00098272i
5.0441e-05+0.0015378i,0.0016189+0.0014368i,0.0024821+0.00091472i,0.0029734+0.00058264i,0.0028685+0.0013887i,0.0013787+0.0013942i,0.00015386+0.0004814i,0.00019664+0.00011446i,0.0010156-0.00011785i,0.0011235-0.00023962i,0.00047455-0.00071568i,0.00071271-0.00098618i,0.00081276-0.00043085i,0.00034354-0.00046738i,-2.3674e-05-0.0013607i,-0.00058932-0.0012308i,9.3269e-05-0.00050899i,0.00067736+0.00016163i,0.00015266+0.00020559i,0.00013142-0.00052465i,-0.00032586-0.00099037i,-0.00077477-0.00075541i,-0.0006236-0.00085824i
0.0009137-0.00018434i,0.00037459-8.6865e-05i,-0.00034296-0.0010009i,-0.00068388-0.0014873i,-0.00022769-0.00036169i,0.00025633+0.00049566i,0.00024137+0.00046035i,0.00010287-0.00011465i,0.00051941-0.00038827i,0.00094987+6.192e-05i,0.00090385+0.00013033i,0.00065934-0.00040883i,0.000156-0.0004584i,-0.00057006+0.00016773i,-0.0011642+0.00049794i,-0.0012716+0.00024141i,-0.0013927+0.0003545i,-0.0013569+0.0002229i,-0.0010929+0.00024716i,-0.0012574+7.2395e-05i,-0.00047498-0.0002129i,0.00010662-0.00054681i,-0.0001789-0.00065398i
-0.0019113-0.00057349i,-0.0025749-0.001412i,-0.0025181-0.00056483i,-0.0019396+0.0010155i,-0.00081637+0.0021195i,-0.0002085+0.0024363i,-0.0004645+0.0012677i,-0.00084589+0.00046772i,-0.00062016+0.00037415i,-4.3988e-05+0.00054208i,0.00013823+0.0010651i,-6.086e-05+0.00067072i,-0.00055984-0.00025914i,-0.00036883-0.00020055i,-0.0002525+0.00012182i,-0.00016288-3.1611e-05i,0.00035018-1.6371e-05i,7.9731e-05+0.00037778i,-0.00033448+0.00039179i,-0.00030181-0.00020112i,-0.00013196-0.00028017i,-0.00011781+0.00021845i,-0.00013591+0.00076969i
-0.00030391-0.001029i,-0.0017116-0.0020231i,-0.0015194-0.0020628i,-0.0014401-0.00041216i,-0.0016038+0.0016159i,-0.0010247+0.0024828i,-0.00032979+0.0016732i,0.00034389+0.00035399i,0.00082687+0.00020839i,0.00033496+0.00032476i,4.1076e-05+0.00015398i,0.00027683+0.00026206i,-6.2106e-05+0.00083266i,-0.00022645+0.00073406i,-0.00016263+0.00033806i,7.8608e-06+0.00026381i,-2.6857e-05+0.00042903i,-0.00044576+0.000411i,-0.00085393+0.00047428i,-0.0011442+0.00012806i,-0.00054476+0.00022112i,3.8271e-07+0.00052238i,4.2659e-05+0.0005912i
0.0015601-0.0008304i,0.0016565-0.0019215i,0.0015851-0.0024891i,9.3024e-05-0.0013647i,0.00030353+4.0802e-05i,0.00035408+0.00026349i,-0.00049515+0.00029507i,0.00026818+0.00070201i,5.7117e-05+0.00081051i,-0.00040777+0.00042121i,7.4259e-05-7.125e-05i,8.7928e-05-0.00078755i,0.0001138-0.0010709i,0.00038822-0.00065084i,0.00061572-0.00033075i,-5.6348e-05+0.00038267i,-0.00022552+0.00035969i,-0.00010359+3.705e-06i,-0.00028592+0.00015734i,-0.00059339+0.00024437i,-0.00080124-0.00051426i,-3.222e-05-0.0013163i,0.00031424-0.000397i
-0.00080069-0.00026216i,-0.0012384-0.00042823i,-0.002049+0.00031742i,-0.0015107+0.0015721i,-0.00072287+0.0025402i,7.1299e-05+0.0019258i,0.00019026+4.1784e-05i,-0.00013431-0.0010875i,-0.00013546-0.0011979i,0.00098498-0.0007808i,0.00067036-1.2259e-06i,3.4167e-05+0.00036494i,0.00050466-0.00016725i,0.00047864-0.00049522i,-0.00033266-0.00068991i,-0.00026161-0.0012814i,0.0006246-0.00072223i,0.00095261+0.00019467i,0.0010775+0.00017285i,0.00021619+0.00064451i,-0.00096713+0.00086474i,-0.00069743+0.00018273i,3.8538e-05-0.00056692i
0.0020207-0.0006683i,0.00026293-0.0015162i,0.00027025-0.0024687i,0.000674-0.0015023i,-0.00037617-0.00013474i,-0.001226+0.00045636i,-0.00017021+0.00092953i,0.00063962+0.000755i,0.00056656-0.00010786i,0.00075964-0.00025325i,0.00024367+0.000123i,0.00026336-0.00028363i,2.8091e-05-0.00049584i,-0.00071084+0.00022475i,-0.0002929+0.00088134i,0.00045544+0.00063387i,0.00050313-0.00013385i,0.00011797-0.00039822i,0.00036909+0.0001303i,-0.00010989+0.00016407i,-0.00068799-0.00051319i,-0.00050349-0.00023125i,3.7175e-05+0.00027014i
0.00065795+0.00046917i,0.00062582+0.00041045i,0.00013202-0.00055076i,0.0005254-0.0010317i,-0.00025052-0.00030875i,-0.0015699+0.00056589i,-0.00095395+0.00090622i,0.00054249+0.00075284i,0.0012839+0.00068199i,0.0011366+0.00072484i,0.00095787+0.00016725i,0.00075423-0.00073303i,0.00047404-0.00059191i,0.00025896+0.00091342i,0.00056475+0.0015736i,0.00064538+0.00090924i,0.0005583-8.8422e-05i,0.00025658-0.00025921i,-0.00025137+0.00013834i,-0.00060866-0.00034601i,-0.0004686-0.00089454i,-0.00052116-0.0004548i,-0.00062081+0.00010099i
-0.0010728-0.0012578i,-0.0015862-0.0016726i,-0.0015955-0.0013505i,-0.0012066+0.0011306i,-0.00082692+0.0021548i,-6.0963e-06+0.0016256i,0.00040755+0.00035542i,0.00040829-0.0004452i,0.0004853-6.8607e-05i,0.00024137+0.00023556i,-0.00051706+0.00062047i,-0.00036852+0.0003412i,-6.847e-05+0.00032669i,-0.00082156+0.00053164i,-0.00051547+0.00021494i,4.6992e-05+0.00023759i,-0.00041485-0.00040119i,4.4412e-05-0.00040225i,0.00013308+0.00012339i,-0.00024416+0.00012087i,-0.00067091-0.00043563i,-0.00041428-0.00083471i,0.00024322-0.00068598i
-0.00024027-0.00086842i,-0.00047507-0.0015029i,0.00038935-0.0024848i,-0.00043893-0.0012351i,-0.0012458+0.00073433i,-0.00060184+0.00094086i,0.00033916+0.00079787i,0.00011277+0.00072008i,-0.00057758+0.00052165i,-0.00018654+4.4412e-05i,0.00023338-6.6147e-05i,0.0002253+0.0007414i,0.00025176+0.00076107i,0.0005616-4.8299e-05i,0.0002098-0.0001744i,-0.00013579+6.9622e-05i,1.9929e-05-5.812e-05i,-5.4482e-05-0.00017856i,-0.00011062+0.00025107i,-0.00027201+0.0001082i,-0.0004167-0.00048996i,-0.0002047-0.00086987i,-0.00012099-0.00035434i
1.0034e-05-0.0031176i,-0.00093213-0.003191i,-0.0017629-0.0025426i,-0.0026286-0.0024796i,-0.0025913-0.0012586i,-0.0019134+0.00085779i,-0.00052866+0.0015456i,0.0006965+0.00096429i,0.0002917+0.00010623i,-0.00010636-0.00013083i,0.000161-0.00019777i,-2.0687e-05-0.00082044i,-0.0010504-0.00058227i,-0.0014304+0.00027141i,-0.0005975+0.00068493i,-8.9866e-06+0.00092167i,-0.00012191+0.00036172i,7.1065e-05-0.00031231i,0.00015378-0.00093098i,0.00019762-0.00090333i,0.00028848-0.00067413i,0.00041151-0.00020087i,0.0001171+0.00065591i
-0.00052761+0.00015784i,0.00059102+0.00069959i,0.0018777+0.0018516i,0.0017026+0.002281i,0.001217+0.0017996i,0.0015944+0.00045993i,0.00095413+0.00028317i,0.00030263+0.00056649i,0.00017132+0.0007313i,0.00077989+0.00096238i,0.0015232+0.00071505i,0.00081413+1.7691e-05i,0.00055989-0.0004628i,0.00093745-0.00048804i,0.00089122-0.00071421i,0.00052564-4.2268e-05i,0.00039995-0.0005875i,0.00035036-0.001123i,-0.00016664-0.00018274i,-0.00076109+0.00050257i,-0.00056856+0.00024225i,-0.00027366-0.00063243i,0.00010635-0.00010192i
-0.00094265-0.0015409i,-0.0023386-0.002223i,-0.0035441-0.0016878i,-0.0025925+0.0013471i,-0.0012969+0.0028895i,-0.00073852+0.0023751i,-0.00036315+0.0014443i,-0.00023869+0.00087643i,-0.0004145+0.0011459i,-0.00046263+0.0014236i,8.7396e-05+0.0013955i,0.0004883+0.0011352i,0.00027504+0.00051508i,-8.1843e-06+0.00025602i,-0.00035487-7.0128e-05i,-0.00074165-0.00025983i,-0.0011506-0.00025266i,-0.00071229-0.00052902i,-0.00044396-0.00023734i,-0.00022521+0.00042757i,-3.001e-05+0.00050994i,4.7797e-06-0.00018009i,0.00046766-0.0010684i
-0.00049621-0.0005717i,0.00093625-0.0015022i,0.00059733-0.0008297i,-0.00033573+0.00087905i,0.00030693+0.0020975i,0.00058827+0.0019873i,0.00013127+0.0019564i,0.00025688+0.0016404i,0.00062822+0.00087087i,0.00057283+0.00060733i,0.00051534+0.000216i,0.00073041-0.00020639i,0.00056237-0.00051045i,0.00032087-0.00053459i,-5.0357e-05-3.0549e-05i,-0.00061676+0.00028118i,-0.00034273+0.00052262i,0.0004942+0.00040353i,0.0006763-0.00040194i,0.00046126-0.00093827i,0.00037404-0.00086593i,-0.00023481-0.00065487i,-0.00054434-0.00064442i
0.0016059+0.0020599i,0.0013264+0.001223i,0.00036937-0.00059168i,-0.00059273-0.0012867i,-0.00029369-0.00032515i,0.00042657+0.00050407i,0.00040297+0.00027479i,0.00044578-0.00013918i,0.00018116+0.0001583i,0.00014416+0.00019844i,0.00054733+3.7769e-05i,0.00060107-0.0010451i,0.00054661-0.0010107i,0.00073901-0.00040276i,0.00035473-0.00096417i,-7.5836e-05-0.00137i,-0.00012434-0.0009371i,-0.00026104-0.00098322i,-0.0011327-0.00095812i,-0.0010265-0.00023277i,-0.00020747-0.00011897i,-0.00057822+0.0001235i,-0.0003156+0.00059657i
-0.0011389-0.0022825i,-0.001407-0.0025464i,-0.0018874-0.0035598i,-0.0023672-0.0026144i,-0.0017416-0.00031487i,-0.00098703+0.0004279i,-0.00022392-6.5035e-05i,0.00011056+8.422e-05i,0.00047081+0.00016931i,0.0009354-0.00011754i,0.00064714-0.00011751i,0.00017211+0.00024152i,-0.00024402+0.00068682i,-0.00024941+0.00051675i,-0.0003918-0.00011113i,-0.00044782-0.00067901i,-0.00022513-0.00065641i,0.00028176-0.0010038i,0.00067865-0.0010312i,-0.00021313-0.00037923i,-0.00038347-0.00035382i,-0.00040513-0.00065814i,-0.00055505-0.00057475i
0.00095547-0.00017101i,0.0015265-0.00081999i,0.00083243-0.002859i,-0.00091368-0.0031428i,-0.001796-0.00092128i,-0.0010445+0.00028718i,-9.073e-06+0.00018081i,0.00055937-0.00016641i,0.0006921-0.00028661i,0.00042006-0.00012342i,-0.00027014+0.00029167i,-0.00057545+0.0001719i,-0.0001475-0.00047288i,-7.2781e-06-0.00043835i,-0.00011735-0.00031633i,3.2516e-05-0.00031627i,0.00055564+0.00022432i,0.00031509+0.00044652i,-0.00038837-0.00035864i,-0.00021303-0.0010749i,1.8835e-05-0.00057857i,-0.00013227+0.00038872i,-4.7714e-05+0.00078627i
0.0013782-0.0016084i,0.0015847-0.002675i,0.00095382-0.0028525i,-6.5295e-05-0.0013977i,-0.00066048-0.0010391i,-0.0011619-0.00075722i,-0.0011521+0.00084314i,-0.00060766+0.0014755i,0.00053263+0.00086895i,0.0013593+0.00068234i,0.0011675+0.00056219i,0.00050932-7.5387e-05i,-0.00053719-0.00029258i,-0.0010664-0.00059397i,-0.00056153-0.0012741i,-0.00045233-0.00035876i,-0.00086206+0.00049086i,-0.00061942+0.00017813i,9.2406e-06-0.00032556i,0.00064865-0.00077955i,0.00048978-0.00081856i,0.00050848-0.0007498i,0.0002568-0.0007645i
-0.00072252+0.0037053i,0.00041026+0.0024534i,0.001487+0.0027883i,0.0031179+0.0023443i,0.0033785+0.000547i,0.0022568-0.00066521i,0.00069518-0.00094072i,-9.8389e-05-0.00044179i,-8.4691e-05+0.00058055i,0.00014051+0.00034681i,0.0011125-8.8628e-05i,0.0014395-0.00018071i,0.00084991-0.0015192i,0.00064428-0.0013657i,0.00013078+0.00022434i,-0.00045347+0.00053483i,-0.00018669+0.00043606i,-0.00032237+0.00034645i,-0.00085367-0.00020502i,-0.00042695-0.0010029i,0.00010025-0.0008228i,0.00035804+7.4116e-05i,0.0003671+0.00024055i
0.00098817+0.0013684i,0.00028881+0.00057332i,-0.0004242-0.0011921i,-0.00099552-0.0012091i,-0.00047523-0.00010159i,0.0002382+0.0010224i,9.5495e-05+0.0014891i,-1.9846e-05+0.00091834i,8.0805e-05+0.00037346i,0.00037472+0.00032662i,0.00087055+0.00027931i,0.00084113-8.4347e-05i,0.00049217-0.00053891i,-0.00023634-5.103e-05i,-0.00094658+0.00040774i,-0.00054807+0.00045845i,9.1559e-05+0.00030693i,5.8374e-05-0.0002918i,-0.00025028+4.3765e-05i,-0.00041704+0.00042386i,-0.00042275-1.8109e-05i,-1.8047e-05-0.00065224i,0.00032676-0.00045678i
0.0011826+0.00021265i,0.0011842-0.00013586i,0.0018097-0.00086826i,0.00079606+0.00072275i,-0.00021955+0.0017773i,-7.6976e-05+0.0012491i,-0.00032178+0.00020132i,2.9918e-05+0.00016387i,0.00056078+0.00030687i,0.00067034-0.00042018i,0.00058185-0.00088001i,-1.1923e-05-0.00064974i,-0.0011711-0.00038486i,-0.0008789-0.00086079i,0.00036836-0.00069618i,0.00032248+3.2531e-05i,0.000597+0.00020556i,0.00081979+0.00030455i,0.00050026-0.00016669i,0.00023577-0.00042881i,0.0004236+0.00051278i,0.00017777+0.00094591i,2.1473e-05+0.00092182i
0.0010847-0.00055737i,0.00040881-0.00084781i,0.00030307-0.0018259i,0.00051093-0.0021329i,0.0011203-0.0013392i,0.00024898+0.00010888i,-0.0005492+0.00053094i,0.00073707+0.00090688i,0.0017585+0.0012067i,0.0016018+0.00033895i,0.00093864-0.0007009i,-0.00035694-0.00070061i,-0.0014409-0.00092267i,-0.0010923-0.0012094i,-0.00027319-0.00066213i,0.00022664-4.9045e-05i,0.00074305+0.0004658i,0.00089188+3.9299e-06i,0.00034318-0.0011876i,0.00015057-0.001519i,0.00026991-0.00077143i,0.00064306+5.4554e-05i,0.0015231-0.00024846i
-0.00021319-0.0030092i,0.00087853-0.0028244i,0.00013237-0.0030863i,-0.0017697-0.0023777i,-0.002412+0.00011423i,-0.001788+0.0017626i,-0.00060391+0.00079292i,-0.00032261-3.205e-05i,-0.00048595-0.00028844i,0.00011921-0.00062119i,0.00031414+0.0001273i,-0.00015239+0.00014068i,-0.00065453-0.00010452i,-0.0006885-7.6774e-05i,0.00011888-0.00031042i,0.00026143-0.00049459i,-0.00019787-0.0012496i,-9.1524e-05-0.00078861i,0.00015061-0.00030425i,0.00012689-0.00059016i,0.00019324-0.00055552i,0.00035115+0.00013764i,-0.00027847+0.00039647i
0.0017646+0.0005047i,0.0019682-0.0002969i,0.0028972-0.0021513i,0.0026831-0.0023928i,-0.00014966-0.0012953i,-0.0018871-0.00013447i,-0.0016329+0.00066574i,-0.00024006+0.00033957i,0.00080212-0.00033027i,0.00077578-0.00034005i,0.0011269-0.00046896i,0.0013001-0.00065613i,0.00051319-0.0011232i,0.0003082-0.00086194i,0.00023922-0.000338i,0.00037037-0.00080878i,0.00075354-0.00072021i,2.6602e-05+6.4981e-05i,0.00014676-0.00024653i,0.0008688-0.00089848i,0.00048089-0.00046856i,-2.3372e-05-0.0004833i,-0.00028233-0.00072582i
0.0011438-0.000965i,0.0010418-0.0011732i,0.00041374-0.0015313i,0.00071226-0.0010995i,0.00037774+0.00063621i,-0.00042522+0.0016939i,-0.00012043+0.0011925i,-2.4729e-06-5.6665e-05i,-0.00013922-0.00065379i,0.00025847-0.0010365i,0.0010374-0.00063692i,0.00053818+0.00032467i,7.0379e-05+0.00030364i,0.00064527+8.0997e-05i,-4.2205e-05-0.00021151i,-0.00068162-0.00030425i,-0.00026823-0.00050726i,0.00071604-0.00069673i,0.00097175-0.00021945i,9.856e-05+0.00019127i,0.00011465+0.00044429i,9.0547e-05+0.00066961i,-0.00035686+0.00061594i
0.0005318+0.0016207i,0.0011136-0.00016773i,0.0019424-0.0007733i,0.0013095-0.00074223i,0.00013788-0.00044265i,-0.00036173+0.00045872i,-0.00055557+0.00069715i,-0.0011051+0.00031467i,-0.00050064+9.5005e-05i,0.00030759+0.00024348i,0.0006148-3.5994e-05i,0.00054778-0.00050703i,0.00059717-0.0007542i,0.00015625+3.419e-06i,-0.00024308+0.00014089i,0.00048531-6.7937e-05i,0.00042622-6.2979e-05i,-0.00058806+0.00039625i,-0.0012341+0.0012573i,-0.00099086+0.00063096i,0.00038685-0.00058638i,0.00058539-0.00032796i,-6.9038e-05+0.00057049i
0.0015289+0.00069376i,0.00187-0.00049414i,0.0024934-0.0010323i,0.0023555-0.0007622i,0.0015606+2.5212e-05i,0.000466+0.00066857i,0.00056912+2.4834e-05i,0.0011377+1.4894e-05i,0.00025558+0.0009117i,3.123e-05+0.00080614i,9.8831e-05+0.0004539i,-0.00043009+0.00017624i,-0.00026863-0.00012092i,0.00028122-0.00038997i,0.00036914-0.0009297i,0.00056319-0.00062741i,0.00050598-0.00022661i,2.728e-05-0.00026502i,0.00040536-0.00012754i,0.00052175+0.0002207i,-0.00029131+0.00011334i,-0.00073348+1.5942e-05i,-0.00023779+0.00011029i
-0.0010119+0.00093598i,0.00012596+0.0014116i,0.00033959+0.0018277i,1.7288e-05+0.0012196i,0.00047999+0.0011103i,0.00037742+0.0010379i,0.00060982+0.00070384i,0.00069077+0.0003643i,7.7539e-05-0.0006011i,0.00027572-0.00086495i,0.00098797-0.00058562i,0.0014291+0.00017292i,0.0015842+0.00052246i,0.00059907+0.0004276i,0.00019877+0.00011443i,0.0010865+0.00018945i,0.0013579+0.0001646i,0.001027-0.00042524i,0.00026939-0.00050118i,-3.0245e-05-3.7685e-05i,0.00074754-6.9252e-05i,0.00055088-0.0010171i,0.00027286-0.0012201i
-0.00090468-0.00061279i,-0.0011636-0.00047059i,-0.00016107+0.00018376i,0.00038374+0.00077415i,-0.00014812+0.0012868i,0.00015308+0.00078067i,0.00058415-0.00060043i,0.0003043-0.00025253i,0.00033553+0.00020742i,0.00034773-0.00020645i,0.00038476-0.00035902i,0.00038564-0.00025593i,0.00040334-0.00057506i,-3.0591e-05-0.00058261i,6.9842e-05-0.00051317i,0.0004793-0.00068103i,1.3038e-05-0.00073337i,0.00052638-0.0010323i,0.0011339-0.0008307i,0.0015458-0.00078505i,0.001221-0.0011739i,0.00011255-0.0009377i,-0.00038763+8.0965e-05i
