-0.0013581+0.001566i,-0.0014047+0.002096i,-0.0023819+0.0023448i,-0.0019253+0.0012875i,-0.0013363+1.5493e-05i,-0.0013291-0.00096916i,-0.00035726-0.0011205i,0.00036712-0.00014013i,0.0006359+0.00072371i,0.00072036+9.9238e-05i,0.00078561-0.00044738i,-5.2697e-05-0.00021716i,-0.00082916-0.00056229i,-0.0012402-0.0010351i,-0.0011088-0.00067203i,-0.00023607+8.6885e-05i,0.0002697+0.00030758i,0.00015776-0.00058283i,-0.00027078-0.0004177i,-0.00049433-0.0001032i,-0.00044154-0.00040298i,-3.5012e-05-0.00031024i,0.00073545-0.00018401i
0.022783+0.016999i,0.044412+0.052774i,0.025397+0.10023i,-0.061779+0.15781i,-0.13331+0.23937i,-0.13209+0.28118i,-0.10556+0.2107i,-0.077554+0.10502i,-0.028381+0.042602i,0.015472+0.0059253i,0.0195-0.009432i,0.0077931+0.0017195i,0.0011819+0.013339i,-0.0034877+0.013687i,-0.0069925+0.007124i,-0.0088818-0.0014076i,-0.006416-0.004678i,-0.0021902-0.0050664i,-0.0024605-0.0043226i,-0.0052449-0.0018727i,-0.0078272-0.0031948i,-0.010293-0.009952i,-0.0094875-0.016843i
-0.015335-0.016502i,-0.026836-0.050999i,0.003618-0.08438i,0.10888-0.10427i,0.22313-0.14761i,0.2365-0.18711i,0.16671-0.13523i,0.096898-0.046711i,0.038288-0.0095651i,-0.0064766-0.00092967i,-0.017425+0.0054116i,-0.006934-0.00024761i,0.0024696-0.010408i,0.0056784-0.011849i,0.0066505-0.0050201i,0.0057198+0.0017216i,0.00065442+0.0029999i,-0.0057+0.0025977i,-0.0049433+0.0019978i,0.00080987+0.0013674i,0.0042549+0.0048955i,0.004456+0.012462i,0.0014148+0.018614i
0.014188+0.01993i,0.026968+0.049708i,-0.001572+0.065432i,-0.11086+0.040809i,-0.24293+0.027061i,-0.28101+0.056428i,-0.19746+0.04947i,-0.09496+0.0036474i,-0.032499-0.0057224i,0.005858+0.0067514i,0.018631+0.0087448i,0.0094839+0.0092527i,-0.0026988+0.010938i,-0.0091965+0.0079308i,-0.011193+0.00038269i,-0.0081805-0.0057726i,-0.0010304-0.0053194i,0.0043952-0.0017996i,0.0035378-0.0012016i,-0.00090649-0.0018635i,-0.0023159-0.0051888i,0.0007464-0.011764i,0.0060668-0.015347i
-0.0083618-0.020275i,-0.015054-0.049567i,0.011629-0.047201i,0.10232+0.019049i,0.20857+0.077866i,0.23954+0.071676i,0.16128+0.049387i,0.064028+0.040876i,0.019656+0.018859i,-0.0022783-0.008933i,-0.013696-0.014879i,-0.0075261-0.0098532i,0.0015281-0.0035796i,0.0049759+0.0048239i,0.0047608+0.010731i,0.0015548+0.010724i,-0.0028588+0.0060139i,-0.0060704+0.00089304i,-0.0070089+0.00014198i,-0.0055313+0.0034215i,-0.0045487+0.0068742i,-0.0070544+0.0089996i,-0.010894+0.0082057i
0.0088549+0.021387i,0.01818+0.049014i,0.015233+0.032742i,-0.034654-0.074021i,-0.12519-0.17812i,-0.16151-0.17779i,-0.099211-0.11559i,-0.026913-0.060304i,-0.0010008-0.016724i,0.0078774+0.016546i,0.014267+0.02351i,0.010188+0.013884i,0.0032531+0.0020606i,-2.8196e-05-0.008542i,-0.00035615-0.013031i,0.0017798-0.010262i,0.0053319-0.0049933i,0.0072264-0.001118i,0.0052687-0.00067811i,0.0029925-0.0022442i,0.0060244-0.0043937i,0.012069-0.005384i,0.013905-0.0032948i
-0.0013915-0.020167i,-0.0072742-0.047205i,-0.019216-0.035553i,-0.025717+0.0777i,0.0036031+0.22099i,0.040333+0.2394i,0.023971+0.15154i,-0.0089494+0.075231i,-0.011675+0.025797i,-0.0064139-0.0111i,-0.0070119-0.021685i,-0.0032346-0.011848i,0.00042142+0.0021349i,-0.00059921+0.012544i,-0.0034223+0.014664i,-0.0055379+0.0098067i,-0.0060178+0.002899i,-0.0062747-0.0016783i,-0.006224-0.00030686i,-0.0058107+0.0037982i,-0.0088601+0.0049945i,-0.012994+0.0032163i,-0.013255-0.00014147i
0.0045351+0.021755i,0.012201+0.051074i,0.042568+0.042899i,0.092752-0.061181i,0.11341-0.20061i,0.063736-0.22923i,0.017789-0.14306i,0.017286-0.062941i,0.013278-0.022386i,0.001166+0.0045735i,-0.0020595+0.01689i,-0.00060713+0.013467i,0.0017619+0.0024101i,0.0054923-0.0074161i,0.0089594-0.011025i,0.0085407-0.0087836i,0.0045405-0.0033192i,0.00061545-0.00064931i,0.00010832-0.0019852i,0.0024491-0.0026003i,0.006737-0.00094087i,0.010778+0.0015896i,0.010025+0.0026644i
0.004901-0.021511i,0.0038814-0.054211i,-0.035108-0.067576i,-0.12723+0.0018083i,-0.19308+0.11143i,-0.1504+0.15625i,-0.063545+0.11178i,-0.019953+0.053133i,-0.0023363+0.025185i,0.011361+0.0054049i,0.013826-0.0082205i,0.0089633-0.010897i,0.0015215-0.0073255i,-0.0081347-0.0014793i,-0.014262+0.0024636i,-0.01259+0.0030729i,-0.0065399+0.00023374i,-0.0032317-0.0021206i,-0.0037231-0.00108i,-0.0041568+6.4986e-05i,-0.0055042-0.0018774i,-0.0071729-0.0055449i,-0.0059944-0.0068748i
-0.0061594+0.018407i,-0.0071088+0.054223i,0.037356+0.092188i,0.15166+0.071781i,0.23432-0.0055616i,0.18938-0.052463i,0.084882-0.039516i,0.020367-0.017555i,-0.0033586-0.011657i,-0.018257-0.0038201i,-0.021169+0.0089816i,-0.012729+0.014389i,-0.0019612+0.013019i,0.0069476+0.0081213i,0.0097155+0.0014481i,0.006565-0.0023919i,0.0012681-0.0022332i,-0.002091-0.00074022i,-0.0017617-0.00028131i,-0.00018084+0.0005299i,0.00067692+0.0045888i,0.00047384+0.0083687i,0.00063149+0.0072569i
0.010423-0.016904i,0.021672-0.056541i,-0.0048132-0.11849i,-0.11734-0.15566i,-0.23332-0.12187i,-0.21001-0.054655i,-0.10235-0.017132i,-0.032723-0.004778i,-6.4832e-05+0.0024252i,0.021124+0.0024818i,0.025235-0.0033077i,0.015784-0.009018i,0.0020815-0.012466i,-0.0095286-0.010488i,-0.012038-0.0041766i,-0.0070058+0.00050117i,-0.0024782+0.0013697i,-0.0014015+0.00020475i,-0.0032961-0.00066184i,-0.0043413-0.0011809i,-0.002041-0.0043995i,0.0011079-0.0080885i,0.0014766-0.00716i
-0.0098983+0.013599i,-0.02808+0.054623i,-0.017325+0.12783i,0.069831+0.20389i,0.17404+0.22219i,0.17621+0.14946i,0.10101+0.063036i,0.046725+0.027784i,0.018166+0.013828i,-0.0060724+0.0036389i,-0.017473+0.0034357i,-0.014179+0.0080363i,-0.0051647+0.011555i,0.0035782+0.01157i,0.0062847+0.0067025i,0.0031973+0.001196i,0.00029487-0.001107i,-0.00076161-0.00053154i,0.0013506+0.0014566i,0.0027906+0.0034924i,-0.00015853+0.0061601i,-0.0042131+0.0074497i,-0.0039275+0.0054735i
0.015197-0.01355i,0.048442-0.049676i,0.067025-0.13338i,0.014973-0.23902i,-0.071979-0.27845i,-0.11079-0.19516i,-0.092076-0.079116i,-0.059118-0.027148i,-0.031182-0.011337i,-0.0052763+0.0003117i,0.01092+0.0050229i,0.015432+0.0024101i,0.011143-0.003678i,0.0035565-0.0071502i,-0.0022214-0.0061017i,-0.0045876-0.0027954i,-0.0033575+0.00022751i,-0.0026156-0.00048189i,-0.0052325-0.0027532i,-0.0050716-0.0034094i,6.3955e-05-0.0026745i,0.0042772-0.0017823i,0.0035975-0.0017775i
-0.014742+0.0085118i,-0.05173+0.038368i,-0.1012+0.11528i,-0.10424+0.2307i,-0.047121+0.28443i,0.014586+0.2094i,0.048032+0.092852i,0.05245+0.031709i,0.040018+0.010355i,0.019092-0.0043457i,-0.00084789-0.010451i,-0.011732-0.0074769i,-0.013446+0.00038034i,-0.0073759+0.0072498i,0.00087981+0.0071192i,0.0055594+0.0013561i,0.0059867-0.0026723i,0.0047531-0.0021322i,0.0041411+0.002289i,0.0030502+0.0048395i,-2.005e-05+0.0021609i,-0.0036477-0.0019794i,-0.003774-0.0023529i
0.020734-0.0049478i,0.067185-0.024481i,0.14784-0.08338i,0.19986-0.18971i,0.16477-0.25959i,0.075099-0.20079i,0.0016621-0.091638i,-0.02818-0.031411i,-0.02803-0.0058324i,-0.016229+0.010773i,-0.0019958+0.016056i,0.010886+0.01286i,0.015662+0.0034962i,0.0098896-0.0050821i,-0.00056427-0.0054246i,-0.0082628-0.0024099i,-0.0090269-0.00089593i,-0.0061616-0.0023326i,-0.0039279-0.0055174i,-0.0021435-0.0054524i,-0.00025889-0.001094i,0.0014818+0.0036753i,0.0021239+0.0039816i
-0.019414+0.00035753i,-0.068568+0.006088i,-0.16254+0.037459i,-0.25258+0.11422i,-0.262+0.18468i,-0.16792+0.16722i,-0.061449+0.097712i,-0.011687+0.048213i,0.0042858+0.016607i,0.0085792-0.0068207i,0.0043979-0.016098i,-0.0037135-0.013738i,-0.0092787-0.0059744i,-0.007547+0.0026482i,-0.00017608+0.0053476i,0.005384+0.0020444i,0.0060436-0.00053881i,0.0027408+0.0003966i,-0.0018339+0.003986i,-0.0035466+0.0058326i,-0.0029175+0.0026471i,-0.0011772-0.0034252i,-0.00068162-0.0059244i
0.018126+0.0041152i,0.070331+0.013611i,0.17657+0.012938i,0.28928-0.02943i,0.3138-0.085105i,0.21843-0.10344i,0.099743-0.085396i,0.041263-0.053651i,0.018578-0.022187i,0.0040283+0.0021009i,-0.0020821+0.013971i,5.9421e-05+0.014342i,0.0045667+0.0072631i,0.004402-0.00022691i,-0.0012828-0.0043295i,-0.005653-0.0048879i,-0.0057598-0.0036897i,-0.0027003-0.0040683i,0.0015476-0.0058073i,0.0027633-0.006292i,-1.9989e-05-0.0039227i,-0.0027713+0.00097851i,-0.0027626+0.0041012i
-0.015268-0.0065006i,-0.059766-0.030217i,-0.15804-0.066609i,-0.27639-0.07323i,-0.315-0.033439i,-0.23635+0.020599i,-0.12827+0.055513i,-0.064801+0.054806i,-0.03084+0.034594i,-0.0064156+0.012454i,0.0055103-0.0036595i,0.0064237-0.010551i,0.0013036-0.008678i,-0.0037423-0.0021124i,-0.003976+0.0033262i,-0.00088265+0.005394i,-0.00062302+0.0052215i,-0.004721+0.0034535i,-0.0086423+0.0023279i,-0.0083687+0.0033177i,-0.0036769+0.0039191i,0.0018258+0.0010817i,0.0030316-0.0020992i
0.014299+0.011399i,0.055424+0.047869i,0.13907+0.11563i,0.24255+0.16629i,0.28257+0.14657i,0.21723+0.071412i,0.12482+0.00022748i,0.067669-0.027185i,0.033524-0.023954i,0.0085432-0.012408i,-0.0053872-0.00025314i,-0.008878+0.0083407i,-0.0039611+0.010547i,0.0020945+0.0057185i,0.0028715-0.0019347i,0.00075561-0.0067739i,0.00063993-0.0057102i,0.0028669-0.0026626i,0.0059085-0.0011253i,0.0068912-0.000804i,0.0029807-0.0012074i,-0.0030565-0.0012662i,-0.0059405-0.00027553i
-0.006749-0.015174i,-0.032674-0.059839i,-0.087702-0.15095i,-0.16379-0.23886i,-0.20859-0.24699i,-0.1792-0.15757i,-0.11621-0.054164i,-0.065308-0.0028733i,-0.027411+0.012131i,-0.0022881+0.012458i,0.010367+0.006091i,0.013317-0.0010621i,0.0070497-0.005917i,-0.0019132-0.0046738i,-0.0044363+0.00098218i,-0.0022105+0.0045472i,-0.0016013+0.0036584i,-0.003296+0.00030184i,-0.0066127-0.0026081i,-0.0085714-0.0022243i,-0.0065166+0.0013517i,-0.000206+0.0040105i,0.0048535+0.003407i
0.007095+0.015834i,0.022463+0.064246i,0.049406+0.16455i,0.085989+0.27144i,0.10896+0.29751i,0.1044+0.21542i,0.081237+0.10843i,0.050201+0.044595i,0.022305+0.01288i,0.002952-0.0033217i,-0.0079694-0.0070751i,-0.010132-0.0028784i,-0.005251+0.0026266i,0.00062572+0.0030905i,0.0031519-0.00097394i,0.0028288-0.0036179i,0.0018319-0.0024216i,0.0013401+0.0016152i,0.0027474+0.005134i,0.0055096+0.0059839i,0.0062446+0.0025159i,0.0028251-0.0029618i,-0.0019863-0.0048341i
-0.0039471-0.017773i,0.00045534-0.063861i,0.012506-0.16296i,0.017062-0.27421i,0.0018122-0.30489i,-0.025527-0.23258i,-0.041501-0.13323i,-0.03237-0.06534i,-0.014231-0.025811i,-0.00047164-0.0027606i,0.0073476+0.0072463i,0.0093821+0.0075837i,0.0058757+0.0022575i,0.0011375-0.0020347i,-0.0019975-0.0025619i,-0.003769-0.0014962i,-0.0027464-0.002288i,-0.0011193-0.004898i,-0.0018249-0.0077481i,-0.0044519-0.0080763i,-0.0067101-0.0042627i,-0.0055119+0.0013886i,-0.0025767+0.0047999i
0.0012519+0.01332i,-0.012638+0.054771i,-0.053357+0.13816i,-0.099389+0.23451i,-0.10419+0.26833i,-0.062431+0.21629i,-0.015254+0.13793i,0.0060971+0.077413i,0.0085494+0.035713i,0.0042326+0.0087271i,-0.0016857-0.0045109i,-0.0052807-0.0082965i,-0.0063517-0.0057255i,-0.0038646-0.00076621i,0.00057339+0.0026571i,0.0022538+0.002977i,0.00089607+0.0025077i,-0.0013575+0.003695i,-0.0027504+0.0058763i,-0.000136+0.007777i,0.0044332+0.0053831i,0.0065021-0.0011431i,0.0060177-0.0055615i
0.0046933-0.013327i,0.033232-0.045176i,0.099814-0.1084i,0.17413-0.17869i,0.19159-0.20324i,0.13191-0.16649i,0.058132-0.11111i,0.018014-0.065126i,0.0015453-0.029882i,-0.0029695-0.0068219i,-0.0016447+0.0060196i,0.0015325+0.011903i,0.0040837+0.0090313i,0.0028685+0.00075581i,-0.0014266-0.0046063i,-0.0035451-0.0054788i,-0.001798-0.0045845i,0.0013005-0.0044252i,0.0032595-0.0055305i,0.0014584-0.0071052i,-0.0028931-0.0060347i,-0.0065951-0.0017159i,-0.0076004+0.0018319i
-0.0061308+0.0070149i,-0.038834+0.028554i,-0.11755+0.064832i,-0.21268+0.10212i,-0.24745+0.11286i,-0.18906+0.099964i,-0.10279+0.07777i,-0.043863+0.050329i,-0.010448+0.025314i,0.0039432+0.0073638i,0.0066279-0.0038369i,0.0049283-0.0094972i,0.0012965-0.0078378i,-0.00081491-0.0018397i,5.3745e-05+0.00082047i,-0.00014332+0.00057233i,-0.0019718+0.0010213i,-0.0039018+0.0016128i,-0.0066705+0.0028518i,-0.007229+0.0057491i,-0.0027025+0.0081823i,0.0024433+0.0064063i,0.0048144+0.0028975i
0.0097614-0.0058518i,0.048375-0.015182i,0.13282-0.022264i,0.22953-0.023624i,0.25869-0.019092i,0.20069-0.020853i,0.11733-0.025567i,0.055652-0.01978i,0.019249-0.01057i,0.0011757-0.0032298i,-0.0057397+0.0030404i,-0.0058115+0.0068815i,-0.0041803+0.0065384i,-0.0029962+0.003752i,-0.0015106+0.0017301i,5.5645e-05+0.00035524i,0.0015954-0.0010747i,0.0032465-0.0012732i,0.005467-0.0012597i,0.0070728-0.0028089i,0.0054152-0.0060008i,0.00050362-0.006819i,-0.0031643-0.0049023i
-0.008844+0.004152i,-0.042756+0.0014924i,-0.11661-0.018944i,-0.20139-0.053796i,-0.2308-0.070542i,-0.18555-0.048775i,-0.11542-0.0161i,-0.058378+0.00018894i,-0.021426+0.0047082i,-0.0018808+0.0031111i,0.0062608-0.00079717i,0.0093999-0.0031477i,0.0084751-0.0039902i,0.0047469-0.0029892i,0.00049538-0.002003i,-0.0024844-0.0017541i,-0.0042235-0.001037i,-0.0059222-0.00047397i,-0.0073192-0.00044118i,-0.008148+0.00099249i,-0.0059524+0.0050962i,-0.0020743+0.0081171i,0.00010187+0.0077997i
0.010679-0.00054551i,0.041791+0.012727i,0.10095+0.052317i,0.16172+0.10958i,0.17545+0.13693i,0.13743+0.10781i,0.088198+0.058576i,0.048247+0.024301i,0.020507+0.0065853i,0.0045635-7.6488e-05i,-0.004071-0.00071156i,-0.0084902+0.00036477i,-0.0088568+0.0021555i,-0.0044492+0.0029675i,0.0011909+0.0018578i,0.0034052+0.00074483i,0.0037899+0.00062389i,0.0038745+0.00091123i,0.0041956+0.0017227i,0.0052921+0.0010975i,0.0064889-0.0030384i,0.0049827-0.0068162i,0.0022484-0.0071598i
-0.0086378-0.0024751i,-0.028911-0.021601i,-0.064225-0.076469i,-0.095537-0.15083i,-0.096298-0.18218i,-0.076251-0.14319i,-0.05546-0.081559i,-0.035192-0.037182i,-0.017166-0.010184i,-0.0053495+0.0018035i,0.0018917+0.0045704i,0.0071413+0.0039874i,0.0082704+0.0015677i,0.0041259-0.00028127i,-0.0008085+0.00025686i,-0.003289+2.5528e-05i,-0.0041903-0.0010655i,-0.0038105-0.0024939i,-0.0034952-0.0034031i,-0.005891-0.0025171i,-0.007922+0.00043197i,-0.0071231+0.0034833i,-0.0052461+0.0046334i
0.0059687+0.004944i,0.020757+0.02753i,0.037465+0.087221i,0.040695+0.16261i,0.023436+0.18963i,0.012227+0.15151i,0.014019+0.092219i,0.013466+0.046468i,0.010391+0.01715i,0.006234+0.0013075i,0.00089946-0.0050493i,-0.0034044-0.0055492i,-0.0040249-0.0047456i,-0.0019629-0.0042142i,-0.00031102-0.003086i,0.00035664-0.0014952i,0.0015281-0.00058804i,0.0012631+0.00049978i,0.0006338+0.0028486i,0.0019972+0.0040076i,0.0044913+0.0032681i,0.0069209+0.0010285i,0.0070063-0.001035i
-0.0064207-0.005491i,-0.0084423-0.029924i,0.0013065-0.08482i,0.027166-0.15068i,0.048328-0.17073i,0.039146-0.13368i,0.014235-0.081649i,0.00071296-0.039941i,-0.0031517-0.013048i,-0.0029853+0.00030508i,-0.0001545+0.00556i,0.0029395+0.0077055i,0.0028232+0.0077511i,0.0010502+0.0060994i,-0.00049992+0.0035266i,-0.0017147+0.00027379i,-0.0027244-0.0016628i,-0.0030657-0.0027391i,-0.0018006-0.0036023i,-0.002436-0.0040644i,-0.0061959-0.0043031i,-0.0086244-0.003313i,-0.0076147-0.0019569i
0.00086817+0.0055503i,-0.0011718+0.027853i,-0.023505+0.074155i,-0.065244+0.11975i,-0.092717+0.12595i,-0.075861+0.096651i,-0.039664+0.063102i,-0.015038+0.034192i,-0.001686+0.013002i,0.0029308+0.0035302i,0.0023822+0.00016808i,0.0012209-0.0035912i,0.00046594-0.0061108i,0.00021843-0.0048363i,-0.00046292-0.0023625i,-0.00040658+6.1381e-05i,0.0011903+0.0018818i,0.0012483+0.002332i,-0.00088541+0.0023421i,-0.00053249+0.0026618i,0.0042173+0.0043051i,0.007359+0.0060949i,0.0062779+0.0063961i
-0.0016531-0.0045935i,0.01041-0.021273i,0.047646-0.051448i,0.099456-0.077298i,0.1227-0.072617i,0.095322-0.051995i,0.052785-0.035365i,0.023715-0.02016i,0.0073276-0.0079124i,0.00049352-0.0017924i,-0.0012142+0.0015712i,-0.0014822+0.0049925i,-0.0017606+0.0057865i,-0.001687+0.0032807i,-0.0019511+0.00026075i,-0.0027964-0.0025269i,-0.0025514-0.0038782i,-0.0023255-0.0027502i,-0.0020134-0.0015117i,-0.0013283-0.0022335i,-0.0017007-0.0049549i,-0.0024018-0.0074619i,-0.0025964-0.007445i
-0.0016725+0.0048163i,-0.014907+0.016774i,-0.052498+0.03215i,-0.10313+0.033335i,-0.12316+0.016251i,-0.098268+0.0061171i,-0.060035+0.009027i,-0.031008+0.010027i,-0.010089+0.0077352i,0.0015553+0.006036i,0.0045111+0.0033592i,0.0050637+0.00022103i,0.0039676-0.00065263i,0.002237+0.0002192i,0.0014112+0.0012498i,0.0020813+0.0012703i,0.0025823+0.0020537i,0.00097388+0.0021824i,-0.00090939+0.0011188i,-0.0011189+0.001702i,-0.00011327+0.0050578i,0.00042243+0.008108i,-8.1355e-05+0.0072175i
0.0039583-0.0050954i,0.02076-0.011584i,0.059424-0.011692i,0.10355+0.0042686i,0.11229+0.025934i,0.083068+0.028714i,0.051635+0.01474i,0.02868+0.0041648i,0.011041-0.00076825i,0.00033128-0.0030882i,-0.003295-0.0024832i,-0.0030656-0.00016029i,-0.00291-0.00012577i,-0.0031073-0.0024681i,-0.0033872-0.0037722i,-0.0028447-0.0036741i,-0.0020666-0.004248i,-0.0012104-0.0041229i,-0.001165-0.0026145i,-0.00090054-0.0031033i,0.0011186-0.0048757i,0.003611-0.0056174i,0.0045997-0.0053051i
-0.0034842+0.0016741i,-0.016834+0.0030942i,-0.046455-0.0079426i,-0.078053-0.03697i,-0.081249-0.059828i,-0.062117-0.049783i,-0.043929-0.024145i,-0.025418-0.0072011i,-0.0077079+0.0017579i,0.0003313+0.0046874i,0.0012072+0.0037442i,0.002217+0.0034385i,0.0032084+0.0044975i,0.002113+0.0051809i,0.00091595+0.0042594i,0.00085194+0.0026881i,0.00054853+0.0018895i,6.845e-05+0.0023463i,4.4469e-05+0.0025476i,-0.00077697+0.0032218i,-0.0027382+0.0049069i,-0.0050348+0.0053183i,-0.0059245+0.0041496i
0.0048372-0.00040891i,0.018794+0.00294i,0.041657+0.02192i,0.056829+0.05368i,0.046757+0.070827i,0.02854+0.055297i,0.019595+0.031046i,0.01149+0.015484i,0.0046506+0.0052396i,0.0031956+0.00087617i,0.002592-0.0001492i,0.0012628-0.0012662i,0.0004319-0.0033732i,0.0004285-0.0046987i,0.00073643-0.0043845i,0.00074719-0.0043941i,0.00090949-0.0055502i,0.00058128-0.0054754i,-0.00098628-0.0034i,-0.0013216-0.0023236i,0.0023145-0.0023749i,0.006261-0.0018083i,0.0061346-0.0014825i
-0.0028757+0.00034554i,-0.0096138-0.0054885i,-0.01911-0.027464i,-0.020468-0.061134i,-0.0089448-0.074548i,-0.0040752-0.056694i,-0.0075776-0.033588i,-0.0048657-0.017981i,-0.0018089-0.0075587i,-0.0024516-0.0021893i,-0.0019143+0.001146i,0.00032398+0.0033803i,-0.00029752+0.0040803i,-0.0031215+0.0038901i,-0.0039226+0.003642i,-0.0023621+0.0038637i,-0.0017896+0.0040902i,-0.0020996+0.003849i,-0.00044348+0.0038149i,-0.00023957+0.0038494i,-0.0035081+0.0024444i,-0.0063924+0.00027428i,-0.006589-0.00096732i
0.0046387+0.0013233i,0.010698+0.0083344i,0.014809+0.029315i,0.0043137+0.054217i,-0.016202+0.058372i,-0.020591+0.04379i,-0.011608+0.031425i,-0.0056728+0.020687i,0.0004691+0.0099559i,0.0056523+0.0039976i,0.0054995+0.0018565i,0.0038721+0.00069259i,0.003966-0.001045i,0.0042883-0.0020501i,0.0033885-0.0024524i,0.0027263-0.0028906i,0.0025856-0.0040909i,0.0015651-0.0052671i,-0.00049099-0.0046737i,-0.00076945-0.0020101i,0.0019211+0.0011584i,0.0043711+0.003237i,0.0046307+0.0034586i
-0.0020464-0.000454i,-0.0012367-0.0092842i,0.0056348-0.026988i,0.022282-0.046007i,0.034741-0.045483i,0.026892-0.032189i,0.014216-0.024192i,0.0063039-0.015575i,-0.00074496-0.0048928i,-0.0040796+0.00084914i,-0.002871+0.0021316i,-0.0022769+0.0015209i,-0.0039596+0.00061492i,-0.005147-0.00026409i,-0.005088-0.00055165i,-0.003974+0.0012061i,-0.0039821+0.0021961i,-0.0040888+0.0017363i,-0.0037203+0.001663i,-0.0037649+0.00035714i,-0.0035638-0.0024685i,-0.0029895-0.0048052i,-0.0021961-0.0045364i
0.0012003+1.8082e-05i,0.00061583+0.0074613i,-0.0085613+0.020641i,-0.028294+0.029848i,-0.041581+0.024639i,-0.033457+0.018027i,-0.020665+0.017362i,-0.010866+0.01234i,-0.0012352+0.0042797i,0.0030986+0.00031027i,0.0026916+0.0009022i,0.0034021+0.0024929i,0.0045857+0.0030846i,0.0046355+0.0034289i,0.0033578+0.0022524i,0.0024196-0.00013003i,0.0033096-0.0012591i,0.0040525-0.0012764i,0.0033202-0.00076945i,0.0018427+6.9395e-05i,0.00088436+0.002448i,0.00044993+0.0050884i,0.0010459+0.0047837i
0.0012543-0.0008255i,0.0062372-0.0052649i,0.020605-0.012179i,0.037967-0.014617i,0.039901-0.0070107i,0.025597-0.0028652i,0.014816-0.0039187i,0.0088224-0.00014832i,0.0041371+0.0040025i,0.0026975+0.003155i,0.0013362+0.00072037i,-0.0017499-0.00094432i,-0.0034368-0.002713i,-0.0034948-0.0046231i,-0.0039772-0.0051854i,-0.0048022-0.0040404i,-0.0055481-0.0024563i,-0.0061268-0.0012167i,-0.00589+0.0002795i,-0.0038636+0.00024656i,-0.00059366-0.0023843i,0.0010757-0.0041111i,0.00045471-0.0038324i
-0.0013066-0.0015774i,-0.0038785+0.0030687i,-0.015399+0.0046658i,-0.029404-0.0015498i,-0.030195-0.0087279i,-0.020434-0.0064877i,-0.014923-0.002667i,-0.010513-0.0031121i,-0.0056159-0.0012191i,-0.0039376+0.0025816i,-0.0022171+0.0049164i,0.0012703+0.0058595i,0.0030209+0.0060319i,0.0032286+0.0055844i,0.002906+0.0035632i,0.0028314+0.0012603i,0.0042918+0.00038329i,0.0046795-0.00050189i,0.0039783-0.0014234i,0.0027148-0.00083362i,-0.0007242+0.0010487i,-0.0040279+0.0023494i,-0.0037105+0.0024848i
0.001251-0.0029544i,0.0080755-0.0031729i,0.019089+0.001084i,0.028+0.011152i,0.022877+0.018464i,0.01414+0.014609i,0.01236+0.010638i,0.011232+0.0086389i,0.0084295+0.0023763i,0.0055276-0.0025413i,0.0033482-0.0029596i,0.0014031-0.0029983i,0.00012468-0.004929i,-0.00071396-0.0057313i,-0.001711-0.0039223i,-0.0021096-0.0025551i,-0.0030004-0.0018988i,-0.0040921-0.0013509i,-0.004096-0.00034737i,-0.0025697+0.0011233i,0.00058235+0.0017144i,0.0021673+0.0015516i,0.0013576+0.00049395i
-0.00033935+0.0012468i,-0.0041625+7.8938e-05i,-0.0097305-0.0067238i,-0.013735-0.01803i,-0.010411-0.022885i,-0.0096483-0.016483i,-0.0125-0.010539i,-0.010423-0.005297i,-0.0062642+0.0028395i,-0.00273+0.0063307i,-0.0007235+0.0048573i,-0.0007724+0.0042426i,-0.0012531+0.0051747i,-0.0021424+0.0047223i,-0.0019998+0.0020608i,-0.00060587+0.00011141i,0.00049376+4.4569e-05i,0.0013954-0.00015162i,0.0017886+6.2035e-05i,0.0005123-0.00014794i,-0.0018457-0.0015688i,-0.0032676-0.0025941i,-0.0030419-0.0013498i
0.0013365+0.0014912i,0.0070797+0.0023312i,0.01349+0.0083795i,0.012613+0.016153i,0.0048929+0.016803i,0.0021077+0.011937i,0.0038835+0.009889i,0.0016956+0.0057123i,-0.00099714-0.00066078i,-0.0012575-0.0029453i,0.00065348-0.0016012i,0.003466-0.0011023i,0.0053878-0.0021429i,0.0059617-0.0021333i,0.004165-0.0017892i,0.0011243-0.0025857i,1.3212e-05-0.0033047i,-0.00088275-0.0036004i,-0.0025417-0.0026971i,-0.0029302-1.6555e-05i,-0.00092999+0.0023496i,0.00057769+0.0032667i,0.00081983+0.0023627i
-0.0023965+0.001445i,-0.0031252-0.00095174i,-0.0023675-0.0069347i,0.00096887-0.015078i,0.0034976-0.015196i,7.8731e-05-0.010126i,-0.0019713-0.0080228i,0.0014309-0.0028735i,0.0048388+0.0018214i,0.0051367+0.00038696i,0.0024764-0.00095773i,-0.0015942+0.0011896i,-0.0050531+0.0024752i,-0.007216+0.0018349i,-0.0057658+0.0014583i,-0.0027552+0.00063603i,-0.0012355+0.00069531i,-0.00054677+0.0020302i,0.00017369+0.0025894i,0.00086603+0.00045498i,0.00071943-0.0015047i,0.00017967-0.0014596i,-0.00034473-0.00079531i
