-0.00095805+0.0012176i,-0.0006522-0.00070789i,-0.0022686-0.0018558i,-0.0025898+0.00053461i,-0.0019086+0.0033763i,-0.0010765+0.003647i,8.3361e-05+0.0020203i,0.0010755+0.00078133i,0.0010657+0.00063265i,0.00042492+1.8523e-05i,0.00013308-0.00040637i,-7.8082e-05-0.00073586i,-0.00020217-0.00061861i,-0.00030729+0.00017967i,-0.00031942+7.179e-05i,-0.00040505-0.00014754i,-0.00020022-0.00021197i,-0.00026016-0.00063014i,-0.00025796-0.00029615i,0.00023511-0.00035499i,0.00045057-0.00057757i,0.00035669-0.000775i,0.00046308-0.00049536i
0.0016326+0.0024948i,0.0014474+0.0015975i,0.0010483-0.00046793i,0.00016483-0.00085862i,7.5277e-05+0.00012106i,6.3452e-05+0.0013003i,-0.00082654+0.0019022i,-0.0009952+0.0014784i,-0.00011639+0.00085931i,9.598e-05+0.00014044i,-1.7626e-05-0.00072324i,-0.00019384-0.0008431i,-0.0005496+0.00034531i,-0.00059518+0.0012775i,-0.00021831+0.0010035i,6.4912e-05+0.00047084i,-0.00010887+0.00048033i,-0.00023842+0.00051946i,-0.00028287+0.00042805i,-0.00047144+0.00036354i,-0.00084259-0.00010028i,-0.00083933-0.00054118i,7.5649e-05-0.00040154i
0.0002931+0.0015906i,0.00082058+0.00064077i,0.0013642+7.5663e-07i,0.00030318+0.00020287i,-0.00091885+0.00057441i,-0.0010049+0.0010766i,-0.00062189+0.0014464i,-0.00029545+0.00067567i,0.00070348-0.00063167i,0.0010096-0.0010158i,0.00032301-0.00092984i,-0.00068176-0.00084026i,-0.001193-0.00024213i,-0.001735-0.00014016i,-0.0013233+0.00021936i,-0.00022587+0.00050902i,0.00020352+0.00043141i,0.00085486+0.00077812i,0.001115+0.00070462i,0.0004318+0.00013743i,0.00018183+0.00022779i,0.00011181+0.00042688i,-0.00011352+0.0005402i
0.00013623+0.0025568i,0.0011547+0.0026114i,0.001652+0.0028739i,0.00097794+0.0013026i,0.00024023-0.0012553i,0.00050057-0.00095313i,-6.7034e-05+0.00074377i,-0.00073601+0.0014227i,-0.00010916+0.0013982i,-0.00010007+0.0007765i,-0.00036571-0.00053127i,-0.00017845-0.001815i,-0.00030222-0.0016729i,-0.00035502-0.00098691i,9.3503e-05-0.00070036i,0.00021718-0.00069873i,0.00051301-0.00027865i,0.00062139+8.0088e-05i,1.3433e-06+0.00033686i,-0.00031625+0.00072056i,-2.1074e-05+0.00033356i,0.0003476-0.00034288i,5.8162e-05-0.00083105i
-0.00072613-0.0010814i,-0.00018973-0.00031545i,-0.00011254+6.754e-05i,-8.0117e-05+0.000405i,-0.0012228+0.00085997i,-0.0019607+0.0009111i,-0.00096202+0.00084696i,0.00013863+0.00045826i,0.00025507+0.00058976i,-0.0010569+0.0010861i,-0.0017511+0.00078366i,-0.00060487+0.00017461i,0.00047689+0.0001255i,0.00039117+0.00060785i,0.0003763+0.0005034i,0.00084408+0.00043214i,0.00075179+0.00068871i,0.00072552+0.00044618i,0.00022306-0.00039351i,-0.00024867-0.00019966i,-0.00035982+0.00028089i,-0.00044253+0.00032561i,-0.00012578+0.0010206i
-0.0005613+0.0003171i,-0.0013018+0.00093422i,-0.001196-0.00031938i,-0.0011006-0.00077135i,-0.001505+0.00027657i,-0.0015616+0.00094012i,-0.0011281+0.00018175i,-0.00013042-0.00073699i,-0.00026037-0.00074444i,-0.001011-6.6055e-05i,-0.00091703+0.00054689i,-0.00049956+0.00088265i,-0.00022041+0.0011505i,8.0668e-05+0.00012184i,0.00071118-0.00022707i,0.00038395-0.00011428i,-0.00033715+8.1763e-05i,9.6443e-05+0.00049459i,0.00024813-1.9167e-05i,-0.00034919-0.00057773i,-0.00051101-0.00054179i,-5.3374e-05-0.00021157i,0.00098261-0.00059472i
0.00034629-0.00056922i,0.00097777-0.00074958i,0.00089117-0.00021126i,-0.00091278-0.00063433i,-0.0013833+0.00013824i,-0.00047242+0.0011163i,0.000419+0.00077821i,0.00081217+0.00035316i,0.00076916+0.00064553i,0.00068497+0.0011565i,0.0005006+0.00041953i,-7.1782e-05-0.00053153i,-0.00079199-0.00071513i,-0.001104-0.00010241i,0.00023605-0.00032311i,0.0010518-0.00086386i,0.0003545-0.00051567i,-0.0002047-0.00050144i,0.00021556-0.00090715i,0.00015702-0.00059153i,-0.00039772-0.00016702i,-0.00038181-0.00017166i,-0.00064358-0.00021574i
-0.0021867-0.0022047i,-0.0020834-0.0017978i,-0.0019949-0.00094849i,-0.0014473+0.00040614i,-8.3323e-05+0.0023159i,0.000771+0.0026456i,0.00096241+0.0018239i,0.00040674+0.0011905i,0.00025379+0.00069602i,0.0014732+0.00017515i,0.0017217-0.00039922i,0.00055623-0.0014594i,0.00071818-0.0014988i,0.0005798-0.00073775i,-0.00029677-0.00076764i,-0.00065741-0.0006341i,-0.00019913-5.6322e-05i,-0.00051549-0.00012281i,-0.0010014-0.00076846i,-0.00013997-0.00014034i,-0.00020799+0.00039853i,-0.00058398-0.00049376i,-0.00077422-0.00013317i
-0.0017382-0.00071357i,-0.0017139-0.00041705i,-0.0017443-0.00023092i,-0.0014568+7.0343e-05i,-0.00097787+3.0429e-05i,-0.00044063-0.00011068i,0.00023158+7.9013e-05i,9.5272e-05-4.8974e-05i,-0.0002645-0.00032602i,-0.00024251-0.00036152i,-0.00043282-0.00040752i,-0.00037871-0.0010264i,-0.00029127-0.001195i,-6.6112e-05-0.00062593i,0.0005887-0.00052062i,0.0012077-0.00030831i,0.0012807+1.9972e-05i,0.0005873-6.4611e-05i,0.00042211+0.00032359i,-1.2608e-05+0.00031765i,-0.00038006+0.0003919i,0.00021083+0.00049165i,0.0005054+0.00047436i
-0.00021218-2.5442e-05i,-0.00027214+6.8167e-05i,-0.00010428+0.00026874i,-0.00086279-0.00062174i,-0.0015115-0.00083998i,-0.0011506+5.2026e-05i,-6.507e-05+0.00051076i,0.00040848+0.00018392i,0.00011778-0.0008507i,-0.00017882-0.00064935i,-0.00087965-0.0004421i,-0.0004742-0.00054281i,0.00015151-0.00077503i,-0.000412-0.00063609i,-0.00069144+0.00038792i,-0.00039127+0.00076033i,-0.00080959+0.00043462i,-0.0010972+0.00041117i,7.4139e-05+0.00044931i,0.00079769+0.00061369i,-1.5036e-05+0.00016854i,-0.00040124-0.00043676i,-0.00025725-0.00056236i
-0.0018099-0.00089884i,-0.0021599-0.00010593i,-0.0017951+0.00060631i,-0.0010942+0.0014615i,-0.0006191+0.0026123i,0.00010857+0.002636i,0.00080304+0.0015034i,0.001215+0.00013577i,0.00068154+0.00031768i,-0.00042433+0.0011721i,-0.00069356+0.0017527i,-0.00027805+0.0012799i,0.00055876-0.00034966i,0.0010403-0.00087969i,0.00102-0.0002788i,0.00045613+0.00021711i,0.00021388+0.00063346i,-0.00026121+0.00072844i,-0.00010878+0.00060692i,-0.00015751+0.0002965i,-7.0367e-05+0.00039214i,0.00051718+9.2272e-06i,0.0003365-0.00042258i
-0.00067539-0.00081447i,-0.0015664-0.0010928i,-0.0026013-0.00083756i,-0.0031866-0.00092601i,-0.001852-0.00077661i,-0.00060407+0.00037796i,-0.00032041+0.0010904i,-7.7313e-05+0.001145i,-0.00041882+0.00041338i,-0.00020843+0.00066615i,0.00032901+0.0006896i,5.7739e-05+0.00029889i,0.0003699+0.00055938i,0.00086686+0.00089801i,0.00045125+0.00071331i,0.00047415-2.1225e-05i,-4.7034e-05-0.00042475i,-0.00041655-0.00042458i,-7.0878e-05+0.00025926i,0.00023819+0.00026191i,0.0002702-0.0001793i,0.0004899-0.00029196i,0.00097803-0.0012878i
0.0011288-0.00022505i,0.0010184-0.00056323i,-0.00086393-0.0019108i,-0.0025446-0.0012228i,-0.0013325-0.00062131i,0.00053104+7.0973e-05i,0.00056798+0.0009357i,0.00093648-7.5088e-05i,0.0011831-0.00027143i,0.00026995+0.00057532i,-0.0003504+0.00086822i,-4.7164e-05+0.00075937i,-3.1541e-05+0.0007918i,-1.4073e-05-7.8633e-06i,0.00065659-0.00033127i,0.00084164+0.00026164i,0.00058372-1.2721e-05i,-0.00017833-0.00015154i,-0.00044511-4.3171e-06i,-9.6077e-05+0.00027646i,0.00023817+0.00017872i,0.00098683-0.00040448i,0.00038288-0.00011581i
0.0013123+1.8838e-05i,0.0012506+0.00065825i,0.00024741+0.00022383i,-0.00041162-0.00024894i,-0.00092709+0.00041271i,-0.001539+0.0013617i,-0.0011983+0.0015457i,-0.0007334+0.0009674i,-0.00087478+0.00075274i,-0.00045749+0.00040062i,0.00057172-0.00043807i,0.00088727-0.00060401i,0.0010129-0.00072571i,0.00061951-0.0007694i,-0.00030745-7.0246e-05i,-0.00062969+0.00030915i,-0.00010534+0.0005535i,0.00012517+0.00015922i,-0.0004074-0.00080665i,-0.00061365-0.00012378i,0.0001169+0.00037015i,0.0003135+0.00042465i,0.00018995+0.00056681i
-0.00014277+0.00012326i,-0.0011703-0.00026551i,-0.0012786+0.00073872i,-0.0005077+0.00038073i,0.00036139-0.00017687i,-0.00046264+0.00073439i,-0.0010237+0.0013991i,1.185e-06+0.0010961i,-5.1238e-05+0.0010514i,-0.00038158+0.00065056i,0.00013377-0.0015356i,0.00039975-0.0025558i,-0.00015851-0.0014461i,-0.00041669-0.0007717i,5.6675e-05-0.0003823i,0.00077904+0.00054554i,0.00091123+0.00056259i,0.00067164+0.00017475i,0.00020065+0.00018726i,0.0004276+0.00089775i,-6.8511e-05+0.0011354i,-0.00095164-9.2753e-06i,-0.00058333-0.00037627i
-0.00081859-0.00024157i,-0.0003475+0.0004205i,-0.00074459-6.9973e-05i,-0.0019458-0.0013216i,-0.0013785-0.00087731i,-0.00050236+0.0011679i,-0.0005131+0.0020159i,-0.00037736+0.0011298i,3.5076e-05-0.00028088i,-5.0631e-05-0.0010155i,-0.0003986-0.0011263i,1.0571e-06-0.00088825i,0.0007353-0.00065504i,0.00082389-0.00016969i,0.0001394+9.5641e-05i,-0.0003264-0.0001584i,0.00015944+9.4048e-05i,0.00084198+0.00045833i,0.00019922+0.00052451i,-0.00028912+0.00098077i,-0.00041275+0.0008518i,-0.00058657+0.00022171i,-0.00032474+0.00019965i
-0.0011149+0.0012076i,-0.00090275+0.0011781i,0.0003247+0.00057936i,0.00087125+7.0397e-05i,0.0011281+0.00034703i,0.0022532-0.00025349i,0.0013097+0.00050604i,-0.00052525+0.0012904i,-0.0006172+0.00029662i,-0.00050879-0.00041845i,-0.00030074-0.00039896i,-8.7092e-05+0.0004241i,-0.00061055+0.0002961i,-0.00062461-0.00032721i,-0.00025383-0.00063851i,2.8197e-06-0.00039894i,0.00035076-0.00023771i,0.00051097-0.0009322i,0.00048621-0.0013832i,0.0003565-0.0008716i,0.00013196+0.00022511i,-1.7874e-05+0.00023462i,8.5969e-05-0.00051636i
-0.00028955-0.00093121i,-0.00051336+0.00011159i,-0.00077236-0.00033942i,-0.00082752-0.00062801i,-0.0010853+0.00012938i,-0.00077209+0.00067645i,0.00017517+0.0014254i,9.0435e-05+0.0012177i,-0.00062823+7.2975e-05i,-0.00097728+6.6919e-05i,-0.001219+0.00058513i,-0.0011142+0.00084066i,-0.00097444+0.00065781i,-0.0010202+0.00012631i,-0.00070839+0.00015724i,-0.00038628+4.4851e-05i,-0.0004724+0.00025564i,-0.00029801-7.4893e-05i,0.00015387-0.00020673i,6.5059e-05+0.00058185i,-0.00024132+0.00087407i,-0.00057366+0.00035447i,-0.00025758+0.00028914i
-0.0017216+0.00088252i,-0.0024259+0.0011361i,-0.0019339+0.0011373i,-0.0012628+0.0010904i,-0.001005+0.00081058i,-0.00035683-9.2589e-05i,0.00048903-7.0333e-05i,0.0010186+0.00030815i,0.0011959+7.2463e-08i,0.0010812+5.1476e-05i,0.00099064+0.00044364i,0.0012082+0.00048797i,0.0012396+0.00034046i,0.0010463-0.00063882i,0.00030137-0.00076395i,-0.00052487+6.0205e-05i,5.4554e-05+0.00039365i,0.00038454+7.4472e-05i,-0.00010959-0.00014196i,-0.00041778+0.00017306i,-2.0436e-05+0.00074111i,-0.0001444+0.00045633i,-9.8591e-05-6.5442e-05i
-2.2163e-05+0.00065934i,0.00041803+0.00039881i,0.00070129+0.00053007i,-0.0006088+0.00025754i,-0.0017301+3.552e-05i,-0.0014628+0.00077026i,-0.00084717+0.00069596i,-5.1837e-05+0.00016047i,-0.00022561-0.00029702i,-0.00082733-0.0005812i,-0.00016377-0.0005973i,0.0006334+0.00011112i,0.00029775+0.00079419i,3.4219e-05+0.00069696i,0.00024294-0.0002056i,0.00021623-0.0010543i,0.00066872-0.00061446i,0.00056448-0.00013184i,-0.00020659-0.00038868i,-0.00021044-0.00047755i,3.1558e-05-0.00038322i,-2.7873e-05+0.00052249i,-0.00037389+0.00064885i
0.00022838-0.0011512i,-0.00058976-0.0012818i,-0.0014848-0.0012006i,-0.0020282-0.00036445i,-0.0015656+0.00043443i,-0.0010676+0.00024041i,-0.0006717-0.00032053i,-0.00079999-4.6592e-05i,-0.00071704+0.00033027i,3.1968e-05+0.00049306i,0.00036402+0.00060172i,7.5281e-06+0.00024304i,-0.00028041-1.7949e-05i,-5.9525e-05+0.00032462i,0.00045931+0.00061763i,0.00057822+0.00067844i,0.00069211+7.7889e-05i,0.00025365-0.00078434i,-0.00033968-0.00044619i,-0.00065636+3.656e-05i,-0.00026869-0.00020706i,0.00048299+0.00039669i,0.00047356+0.0010111i
-0.00029083+0.0015451i,0.0011744+0.0022093i,0.0016804+0.003145i,0.00095011+0.0028069i,0.00060585+0.0016656i,0.0007144+0.00044882i,0.00070272+0.00077595i,0.00051105+0.0014917i,0.00059571+0.00091373i,0.00054225-0.00010374i,0.00082133-7.4744e-05i,0.00058918+5.0558e-05i,-3.0275e-05-0.00073074i,-0.0002703-0.0017125i,-0.00043703-0.0016446i,-0.00028487-0.00081794i,5.5858e-05-9.3302e-06i,-0.0006444-0.00043437i,-0.00093817-0.00073921i,-0.00052495+0.00032432i,-0.00059485+0.00030968i,-0.00029295-0.00010494i,0.00013866-2.9221e-05i
-8.0396e-05-0.00076017i,-0.00039034+1.2294e-05i,-0.0010764-0.00045557i,-0.0014755-0.002085i,-0.001145-0.0017365i,-0.0013473+4.8635e-05i,-0.0013787+0.00035252i,-0.00077866-0.00028136i,-0.00071455-0.000303i,-0.00068927+0.00013955i,-0.00079349+0.00013773i,-0.0012634-0.00014385i,-0.0008258+0.00033394i,-0.00058824+0.00080071i,-0.0010616+0.00051707i,-0.00077215+0.00058024i,-0.00020628+0.00061571i,0.00055965+0.00040184i,0.00065353+0.00094907i,0.00072211+0.00035088i,0.00085707-0.00090531i,0.00033435-0.0010961i,-0.00015415-0.00085651i
-0.001335-0.0014539i,-0.0023395-0.00064353i,-0.002526-0.00010888i,-0.0016285-0.00059353i,-0.00021676+0.00048216i,0.00038981+0.00068669i,0.00039965+0.00037082i,4.4271e-05+0.00035773i,1.2552e-05-0.00035808i,0.00020796-5.3265e-05i,-0.00019332+0.00055715i,-0.00045781+0.00069572i,-0.00067936+0.00094189i,-0.00073184+0.00026576i,0.00052915-8.9758e-06i,0.0010347+0.00045771i,0.0001536+0.00022667i,0.00015581-5.4138e-05i,0.00041128+0.0001068i,-1.0227e-05+8.8756e-05i,-0.00062298+0.00027394i,-0.00056558+9.2475e-05i,-0.00057701-0.00057801i
-0.00044448+0.0014814i,-0.00054545+0.00022782i,8.1771e-05-0.00013025i,0.00067743+0.00039498i,0.00060517+0.00079686i,-0.00044316+0.000389i,-0.00048564+0.00032055i,0.00054863+0.0011453i,0.00066987+0.0011711i,2.4667e-05+0.00026012i,0.00061314+0.00047634i,0.00083859+0.00016354i,7.567e-05-0.00086917i,0.00029475-0.00042686i,0.00027983+2.2067e-05i,0.00020741-0.0002122i,0.00052561-0.0001253i,0.00014744-0.00019632i,-0.00056476-0.00034514i,-0.00030539-0.00015862i,0.0001728+9.0591e-05i,0.00022129+0.00029078i,0.00029753+0.00034222i
0.00047047-0.00028535i,0.00043847-0.0012179i,-0.00086509-0.0025341i,-0.0023055-0.0019256i,-0.001987-0.001291i,-0.0007168-0.00055046i,-0.00024215+0.00021949i,-0.00044067+0.00022184i,-0.00060065-0.00023357i,-0.00040784-0.00034793i,0.00045587+0.00011291i,0.0014533+5.1461e-05i,0.0012282-0.00053807i,0.00048968-0.00081246i,0.0001296-0.00062038i,0.00044944-0.00017133i,0.00014265+0.00010961i,-6.0272e-05+0.00044729i,-8.965e-05+9.8575e-05i,-0.00045184+7.2024e-06i,0.00025801+0.0001736i,0.00075392-0.00024597i,0.00079179+0.00021811i
0.00042708+0.00040559i,0.00094625+3.6684e-05i,0.00060644-0.00051653i,-0.00048693+0.00046618i,-0.0016252+0.0017303i,-0.00079145+0.0015684i,0.00017612+0.00058398i,0.00034922-0.00033791i,0.00019511-0.0006725i,-0.00020839+0.00026316i,0.0003198+0.00065029i,0.0007544+0.00022388i,0.00042165-0.00044749i,0.00043842-0.0010186i,0.00048211-0.00059454i,-0.000198+0.00031447i,-0.00060289+3.9692e-05i,0.00028209-0.00052793i,0.0010595-2.2399e-05i,0.00060441+0.00017931i,9.1337e-05-0.00070312i,-0.00015541-0.00078771i,-0.00014083-6.6698e-05i
-0.0019586+0.0017739i,-0.00094309+0.0021289i,8.8427e-05+0.0030498i,0.00032246+0.0027138i,-0.00024472+0.0021894i,-0.00046242+0.0019289i,0.00064323+0.0011541i,0.00058864+0.0006976i,-0.00032637+0.00097927i,-0.00014864+0.0013292i,9.4426e-05+0.00089803i,-0.00047818-0.00045928i,-0.0009691-0.0013571i,-0.00053005-0.0013092i,8.3736e-05-0.0011187i,0.00054938-0.00053636i,0.0010331-0.00016083i,0.00036236+0.00053095i,-0.00053918+0.00084466i,-0.00022995+0.00028269i,0.0010815-7.1928e-05i,0.0012243+0.00062799i,0.00039127+0.00099453i
-0.0003304-0.00015803i,-0.0011011+0.00094446i,-0.002126+0.0011844i,-0.0024645+0.0010381i,-0.0024771+0.001503i,-0.0013903+0.0015496i,-0.00020819+0.00077575i,0.00029998-0.00062671i,0.00057131-0.0010252i,0.00019421-0.00057159i,-0.00055747-0.0003986i,-0.0012002-0.00025527i,-0.0012938+0.00022424i,-0.00044319+0.00051934i,0.00026913+0.00091347i,0.00026343+0.0010361i,0.00053506+0.00084795i,0.00054144+0.00062141i,0.0004974+0.00018596i,0.00050763+0.00021156i,0.00033192+3.7196e-05i,-3.082e-05+0.00047436i,-0.00037623+0.00083912i
-0.00029269-0.0021084i,-0.0010767-0.0019193i,-0.0023237-0.0022093i,-0.0015962-0.00093296i,-8.4449e-05+0.00015879i,0.00097213+0.0001185i,0.0017384-0.00029277i,0.00098339-0.00047624i,-0.00027932+2.7698e-05i,-0.00040349+0.00016899i,-0.00034026+0.00016626i,-0.00044567+0.00030729i,0.00022061+0.00061665i,0.00022622+0.00065991i,0.00041294+7.6498e-05i,0.00066806+0.00025656i,-0.00022127+0.00047015i,-0.00096555+0.00010947i,-0.00096467+0.00030168i,-0.00080158+0.00038743i,-0.00079521-0.00011975i,-0.00036908-0.0006349i,-0.00019331-0.00071056i
0.00051416+0.0010596i,0.00027624+0.00080553i,1.6039e-05-0.00092217i,0.00015043-0.000658i,-0.00048635+0.00078996i,-0.0011637+0.00096578i,-0.00089854+0.000388i,-0.00088157+0.00029641i,-0.00028418+0.0001523i,0.00013668-0.0001201i,0.00052761-0.00042119i,0.0011137-0.0005656i,0.00054471+0.00010033i,0.00085157+0.00043011i,0.0004507+0.00043021i,-0.00058807+6.9857e-05i,0.00043373-0.00068611i,0.0011896-0.00048204i,0.00029054+8.0114e-05i,-0.0002361+0.00031283i,7.6374e-05-0.00040765i,0.00071731-0.0012108i,0.00043075-0.00067526i
-0.00023291+0.0014471i,-0.00072244+0.00065278i,-0.0002409-6.2184e-05i,-0.00093791-0.00044224i,-0.0018002+8.7111e-05i,-0.0015543+0.00094951i,-0.00083503+0.0012126i,-0.00035142+0.0012187i,3.0825e-05+0.00057913i,0.00030148+0.00050092i,0.00059028+0.00030883i,0.00075572-9.9237e-05i,6.4809e-05-0.00046216i,-0.00038162-0.00030613i,-0.00026485+0.00040044i,-7.1715e-05+0.00046334i,5.3821e-05-0.00013508i,6.4395e-06+0.00032318i,-0.00034399+0.0013217i,-0.00053392+0.0010811i,-2.5368e-05+0.00091802i,0.00088503+0.00046151i,0.00097015+0.00024995i
0.0009387-0.00051842i,0.0014913-0.0010763i,0.00094147-0.00097997i,-0.0008519+2.1428e-06i,-0.0015974+0.0012121i,-0.0014832+0.001664i,-0.00056853+0.0016678i,0.00063657+0.0013333i,0.0012119+0.00066492i,0.00056648+0.00075208i,-0.00074106+0.00078777i,-0.0010402+9.3547e-05i,-0.00040888-0.00049576i,-0.00024447+0.00017209i,-0.00051346+0.00060379i,6.5756e-05-3.6288e-05i,-3.4418e-07+0.00012866i,-0.00037672-0.00026895i,1.3563e-05-0.00076791i,6.0098e-05-0.00043004i,1.5295e-05-0.00048709i,-7.6162e-05-0.00050587i,-0.00046833-0.00036598i
-0.001038-0.00044702i,-0.00093347-0.00042209i,-0.0010646+0.0003638i,-0.001461+9.2251e-05i,-0.001436-0.00090919i,-0.00081301-0.0010128i,0.00023084-6.08e-05i,0.00059977+0.00076326i,6.141e-05+0.00043054i,-3.3614e-05+6.927e-05i,0.00041011+0.00013795i,0.00039112-0.00030528i,-0.00016147-0.00051699i,0.00020074-0.00012857i,0.0010391+9.8171e-05i,0.00063981-0.00027641i,-8.5934e-05-0.0005677i,0.00026716-0.00022515i,0.00012779+0.00036735i,-0.00059435+0.00070364i,-0.00010412+0.00066534i,0.00031694-0.00018415i,0.00037691-0.00070931i
0.00080607+0.0010045i,0.00088422+0.0013988i,9.7775e-05+0.0016464i,0.00017797+0.00063744i,0.00010395+0.00077541i,-0.00097508+0.0012305i,-0.001487+0.0011633i,-0.00094893+0.00093316i,-0.00029509+0.00063729i,-0.00023834+0.0010302i,-0.00049234+0.001316i,-0.00026216+0.0011466i,-0.00040408+0.00052074i,-0.001061+0.00075927i,-0.00099456+0.00068062i,0.00034453+0.00020606i,0.00050749+9.7802e-05i,-0.00042049-0.00035043i,-0.00062983-0.00033453i,-0.00034278-0.00024724i,-0.00046251-4.2468e-05i,-0.00026561+0.00048051i,0.00030606+0.00083798i
-0.00077162-0.00060732i,-0.0009192-0.00092214i,-0.00039886-0.0014042i,-0.000724-0.0014448i,-0.0017948-0.00052852i,-0.0012582+0.0012398i,0.00014453+0.001157i,0.00041705+0.00027323i,-0.00043816-0.00022505i,-0.0010519-0.00049884i,-0.00040377-0.00015456i,-0.00017122+0.00037352i,0.00055852-0.00033155i,0.00092734-0.0002892i,-0.00046472+0.0011687i,-0.00046732+0.0010783i,0.00022425+0.00024926i,-0.00054894+0.0001008i,-0.00055284-0.00020661i,-0.00018989-0.00031548i,-0.00017983-0.00045668i,0.00047515-0.00050468i,0.00072322+0.0002741i
-0.0004557-0.0013979i,-0.0010243-0.002056i,-0.0024796-0.0019181i,-0.0038406-0.00093346i,-0.002715-0.0006849i,-0.00095119-0.00030154i,-0.00071379+0.00049094i,-0.00013366+9.6383e-05i,0.00023809-0.00024782i,-0.00023533-0.00030341i,4.1641e-05-0.00011957i,0.00077665+0.00046819i,0.0011601+0.00021111i,0.00069294+0.00054368i,0.0002323+0.00075215i,0.00019882+0.00016388i,0.00025415+6.0571e-05i,0.00012269+0.00034816i,-0.00016164+0.00012509i,-6.2943e-05+0.00011875i,6.5974e-05+0.0010944i,0.00029602+0.00092529i,0.001159+0.00049051i
0.00046898+0.0012198i,0.00098813+0.0011619i,0.0013281+0.00060647i,0.0010183+0.00030558i,0.00056951-5.2496e-05i,0.00042422-0.00065488i,5.3697e-05-0.0011133i,-0.00048484-0.00071672i,-0.00043108-8.3503e-06i,0.00033547-0.00035991i,0.00088015-0.0013783i,0.0012929-0.0016887i,0.001391-0.00092666i,0.00071936-0.00016254i,-8.8126e-05-9.3098e-05i,-0.00026213-0.00033826i,-0.00021668-5.1374e-05i,-0.00028032+6.1858e-05i,-0.00039226-0.00029668i,0.00030245-0.00015159i,-6.238e-05-0.00014926i,-0.00081136+0.00017849i,-0.00063499+0.00032081i
-0.0010509+0.00093616i,-0.00012313+0.0017972i,0.0010872+0.0016733i,0.0007896+0.00050135i,-0.00025661-0.00017204i,-0.00071947+0.00016932i,-0.00051275+0.00011385i,-0.00041201-0.00054765i,-0.0010697-0.00024793i,-0.0011179+0.00026851i,-0.00033914+0.00048527i,0.00048343-0.00046214i,0.00053306-0.0014028i,0.00021458-0.0013626i,0.00038614-0.0012437i,0.0010205-0.00035773i,0.0011159+0.00020065i,0.00030972-0.00020869i,0.00033842-0.0013858i,0.0010562-0.0018011i,0.00056115-0.00067382i,-0.00037432+0.00037552i,-0.00071912+0.00066898i
-0.0023453+0.0022195i,-0.0021799+0.0022346i,-0.002669+0.0026829i,-0.0022166+0.0027213i,-0.0016119+0.0019605i,-0.0015067-2.1865e-05i,-0.0010199-0.00092574i,-0.00086135-0.00051009i,-0.00088129-7.0385e-05i,0.00012628-0.00013979i,-9.2979e-05-0.00030058i,-0.00049011-0.00072404i,-3.1551e-05-0.0012802i,0.0003748-0.0013605i,-3.7801e-05-0.00091199i,-0.00046941-0.00054821i,-0.0001929+0.00027726i,-0.00085364+0.0010771i,-0.00064447+0.00061284i,0.00055633+0.00020071i,0.00097593+0.00013714i,0.00045995+4.8414e-05i,0.00045352+0.00016709i
-0.00099357+0.00081031i,0.00011824+0.001125i,0.00043439+0.00083098i,-0.00060197+0.00045128i,-0.00058227+0.00015539i,-0.00033202+0.00057143i,-0.00015176+0.00039186i,0.00034386-0.00034517i,0.00019739-0.00025748i,0.00046584+0.00046279i,0.00074386+0.00087973i,0.00014414+0.001182i,-0.0007872+0.00081532i,-0.00081729+0.0005099i,-0.00042518+0.00068529i,4.1338e-05+0.00041283i,-0.00012894+7.9356e-05i,-0.00089541-0.00026636i,-0.0012603-0.00032905i,-0.00079733-0.00085394i,0.00012008-0.0011161i,0.001128-0.00042042i,0.00084248-0.00021811i
-7.2204e-05+0.0013605i,0.00013529+0.00086156i,-0.00020928+0.00012664i,-0.00098661-0.00064344i,-0.0010412+0.00014878i,-0.0010797+0.0015369i,-0.00070839+0.0015056i,1.7841e-05+0.0010374i,3.3766e-05+0.00029046i,0.00018333-0.00022017i,0.00068535-0.00012805i,0.00085493-7.3281e-05i,0.0011516-3.4685e-05i,0.00076903+0.00031561i,0.0003253+0.00083166i,0.0002444+0.00073176i,0.00029115+5.2409e-05i,1.2019e-06+0.00020348i,-0.00067175+0.00043171i,-0.00062896+0.00028807i,-0.00051355+0.00024794i,-0.0014181+0.00025086i,-0.0014314-1.143e-05i
-0.00073029-0.0006274i,-0.0022138-0.0011523i,-0.0025082-0.0011773i,-0.0021745-0.00011272i,-0.0016065+0.00053278i,-0.00054567+0.00037049i,0.00029577+0.001222i,0.00061921+0.0011555i,0.00049275-2.2117e-06i,-6.6179e-05+0.00024207i,-0.00034323+0.00066636i,0.00044019+0.00054426i,0.0011372+0.00047928i,0.00079026+0.0008368i,-4.5035e-05+0.0013424i,8.503e-05+0.00034321i,0.00093484+0.00012396i,0.00023222+0.00094981i,-0.0009535+0.00070631i,-0.00093096-0.00022166i,-0.00088352-0.00021223i,-0.00057166+0.00052402i,-0.00031108+0.00037467i
