-0.0016917+0.001493i,-0.002093+0.0032349i,-0.002288+0.0036516i,-0.00084839+0.0031353i,-3.1833e-05+0.0022027i,0.00014804+0.0019807i,-0.00011843+0.0014064i,5.1714e-05+0.0009859i,0.00074168+0.00094503i,0.0013956+0.0010566i,0.0010145+0.00071573i,0.00049817+0.00030553i,-0.00017768-0.00022502i,-0.00034142-0.00087772i,-0.00061526-0.0011692i,-0.00092497-0.001004i,5.9971e-05-0.0008895i,0.00035495-0.00052363i,8.4182e-06+1.9068e-05i,0.00016381+0.00021078i,-0.00037843-0.00010062i,-0.00043665-0.00077923i,0.00034096-0.00084052i
-0.00040742-0.0012932i,-0.0003677+0.00054713i,0.00025188+0.000863i,0.0017413+0.0014847i,0.0047253+0.0059202i,0.007231+0.01231i,0.0085161+0.015488i,0.0084616+0.014203i,0.006918+0.010658i,0.0048053+0.0069262i,0.0028559+0.0041729i,0.00062963+0.0024823i,-0.00039747+0.0011583i,0.00069642+9.4571e-05i,0.0021622-6.7507e-05i,0.0028879+0.0002872i,0.0026405-9.483e-05i,0.0012529-0.00056743i,0.00039001-0.00059512i,-5.5055e-05-0.00072256i,-0.00043613-0.0012067i,7.3857e-05-0.001622i,0.00053328-0.0012291i
0.00047942-0.0014134i,-0.00072552-0.0010347i,-0.00093903-0.0003939i,-0.0014382+0.0026484i,-0.0035605+0.0090563i,-0.006241+0.014696i,-0.0069484+0.016817i,-0.0053305+0.015813i,-0.0032574+0.012739i,-0.001534+0.0098018i,-0.00010522+0.0073314i,0.00064643+0.0046435i,0.00097383+0.0017027i,0.0012499+0.0010011i,0.0015722+0.001616i,0.0017732+0.0014216i,0.0020304+0.00063698i,0.0016537-2.4596e-05i,0.00059546+0.00016078i,0.00021214+0.00017858i,0.00057794-1.467e-05i,0.00048937-0.00010197i,-7.6806e-05-0.00044903i
7.5438e-05+0.00011912i,-0.00084071+0.0011079i,-0.0010765+0.00172i,-0.0038112+0.0022206i,-0.010018+0.0031954i,-0.015404+0.0042867i,-0.017382+0.0048902i,-0.015799+0.0049845i,-0.011454+0.0051214i,-0.0067696+0.0043821i,-0.003597+0.0040751i,-0.0018315+0.0043503i,0.00037483+0.0027996i,0.0019966+0.0021899i,0.001666+0.0022497i,0.00019462+0.0022502i,-0.00065447+0.0027077i,-0.00026589+0.0019934i,0.00010693+0.00082305i,-1.8782e-05+0.00034721i,-0.00050208+0.00027598i,-0.00064308-4.6145e-05i,-0.00064963-0.0004568i
-0.0018553-0.0014607i,-0.0034931-0.00026856i,-0.0039261+0.0013758i,-0.0052487+0.00091096i,-0.0098886-0.0030575i,-0.014305-0.0089624i,-0.015664-0.011652i,-0.014024-0.0092568i,-0.011426-0.0047641i,-0.0082082-0.0015463i,-0.0044598+0.00021469i,-0.0010893+0.00074402i,0.00073254+0.0012429i,0.00091269+0.0016598i,0.00051795+0.002176i,-0.00019018+0.0019765i,-0.00073526+0.0020637i,-0.00061308+0.0019024i,0.00018946+0.0012353i,0.00076791+0.0007569i,0.00063659+0.00050584i,-1.3313e-05+3.1633e-05i,0.00010187-0.00028024i
-0.00031863+0.0005144i,0.00083458-0.00025477i,0.0019144-0.001812i,0.0010496-0.0043012i,-0.00045658-0.0093705i,0.00035942-0.01599i,0.0013991-0.018351i,-0.00068202-0.014327i,-0.0035636-0.0090737i,-0.0035121-0.005653i,-0.0012024-0.0037325i,0.00102-0.0020422i,0.0009242+0.00018731i,0.00028605+0.0003446i,2.949e-05-0.00079466i,-0.00046711-0.0012268i,-0.0006882-0.00061512i,-0.00086633+0.00060584i,-0.00086456+0.0011953i,-0.00035254+0.00064878i,0.000445+0.00024958i,0.00041987-0.00015795i,0.00025794-0.0012322i
0.0007073-0.00068717i,0.00065744-0.0019572i,0.00062352-0.0026175i,0.0020676-0.0033729i,0.0068103-0.0065565i,0.014081-0.0090189i,0.015893-0.0092516i,0.011339-0.0087872i,0.0063912-0.006829i,0.0032177-0.003668i,0.00059088-0.001569i,-0.001076-5.632e-05i,-0.0012338+0.00065247i,-0.00095265+0.00076803i,-0.00013039+0.00037211i,0.00027149-0.0011331i,-3.3657e-05-0.0013848i,-0.00062006+0.00014889i,-0.00083501+0.00022523i,-0.00036291-0.00013828i,0.00047252+0.00018186i,0.0013852+0.00016418i,0.0014947+0.00015405i
-0.0010411+0.00057114i,-0.00097466+0.0017878i,0.00014677+0.0022533i,0.0033868+0.0017074i,0.0078779+0.0030151i,0.013569+0.0066014i,0.015778+0.0071782i,0.01254+0.0035265i,0.0083822+0.00080003i,0.0045203+0.00078647i,0.0013305+0.0012645i,-0.00073847+0.0017581i,-0.0026062+0.0017203i,-0.0025166+0.00075685i,0.00030252-0.00045865i,0.001772-0.0006611i,0.00054421-0.00075988i,-0.00021258-0.00066689i,-4.8729e-06-0.00010853i,-4.972e-05+0.00031517i,-6.205e-05-0.0004208i,0.00043439-0.0012656i,0.00053581-0.00082342i
0.0022284-0.00021045i,0.00037742-4.406e-06i,-0.0010241+0.00012888i,-0.0012951+0.0028887i,-2.8258e-05+0.0094266i,7.4837e-05+0.016267i,0.00080785+0.017607i,0.0033601+0.012363i,0.0041936+0.0060789i,0.0024177+0.0036563i,9.0055e-05+0.0035322i,-0.0013153+0.002783i,-0.0012656+0.0018507i,6.7328e-05+0.0015876i,0.0013979+0.0015217i,0.0023815+0.0016966i,0.001699+0.0016774i,0.000138+0.0013452i,-0.0009536+0.0010295i,-0.00083003+0.00017186i,2.1589e-05-0.00024626i,-0.00027009+0.00055253i,-0.0012155+0.00088155i
-0.0011345-0.00064945i,-0.00073568+0.0005425i,-0.002631+0.0021968i,-0.0034815+0.0054768i,-0.0067251+0.010151i,-0.012601+0.01221i,-0.013254+0.011661i,-0.0084296+0.0098797i,-0.0034978+0.0075079i,-0.0013684+0.0054234i,-0.00074678+0.0037411i,0.001093+0.0021389i,0.0026872+0.001017i,0.0026211+0.0009258i,0.00087144+0.0012516i,-0.00036184+0.0014974i,0.000273+0.001163i,0.00061733+6.2325e-05i,3.0316e-06-0.00072609i,-0.00033275-0.00080064i,4.9804e-05+0.00019395i,0.00059959+0.001185i,0.00059647+0.00042854i
-0.001462-0.0011843i,-0.0032514-0.0028324i,-0.0028613-0.0033249i,-0.0039813-0.0023512i,-0.0098948-0.0019696i,-0.016523-0.0034219i,-0.017798-0.0037563i,-0.012425-0.00057514i,-0.0062105+0.0028538i,-0.0027016+0.0032286i,-0.0012099+0.0021021i,0.0008305+0.00083513i,0.0026349+0.00064145i,0.0019288+0.00075238i,0.0003139+0.0007983i,-0.0012633+0.0013581i,-0.0014578+0.0019053i,0.00013805+0.0016051i,0.0014725+0.0010486i,0.0014567+0.0012786i,0.00058849+0.0012404i,0.00032715+0.00038792i,0.00085129-0.00033348i
-0.0017986+0.00024934i,-0.00013726-0.0017677i,0.00090045-0.0025181i,-0.00092881-0.0012544i,-0.0043685-0.0061529i,-0.0056506-0.013884i,-0.0052597-0.014186i,-0.004505-0.0080336i,-0.0031858-0.0021837i,-0.0014113+0.0013005i,0.00012043+0.001838i,0.0014997+0.00074875i,0.0019295+0.00050054i,0.0010442+0.00030951i,-0.00050702-0.00040301i,-0.0013052-0.0013019i,-0.00092188-0.00072392i,0.00019633-6.5827e-06i,0.00056315+0.000503i,0.00028753+0.00073537i,0.00037529+0.00042224i,0.00017505-0.00025449i,0.00024706-0.00010044i
0.0015701+0.0019616i,0.0036182+0.0014443i,0.0051931+0.00094831i,0.0032592-0.0018263i,0.002757-0.0074931i,0.0056676-0.012158i,0.0064872-0.012391i,0.0033351-0.0076249i,0.0007091-0.0017871i,0.00068401+0.0009466i,0.00043272+0.0014386i,-0.00063452+0.00080906i,-0.0015205+0.0015888i,-0.0012006+0.0024204i,-0.00019681+0.00028186i,0.0005631-0.0015846i,0.00075644-0.0016358i,0.00037591-0.00029694i,-5.6011e-05+0.00073113i,-0.00027847+0.0013678i,-0.00044313+0.0012441i,-0.0011137+3.6431e-05i,-0.00081617+0.00011682i
0.0011762+0.00089702i,0.0012111+0.00066721i,0.00035422+0.0014151i,0.00096178+0.0014209i,0.0063261-0.00030396i,0.013355-0.00023699i,0.014056+0.00090156i,0.0082245+0.0010873i,0.0017852+0.0017178i,-0.0013186+0.0023573i,-0.0019054+0.0023497i,-0.0022669+0.0021408i,-0.0030569+0.0018404i,-0.001656+0.0017044i,0.00095238+0.0010776i,0.0011805+0.00011024i,9.9791e-05-6.3543e-05i,0.00028839+0.00053333i,0.0007105+0.0006646i,0.00075545+0.00083015i,0.0003223+0.0011785i,-6.3717e-05+0.0006324i,-0.0006221-0.00032301i
-0.00056462+0.0024462i,-0.00042949+0.0032168i,-0.0014168+0.0044068i,-0.00026403+0.0033755i,0.0040505+0.0058017i,0.0074472+0.011731i,0.007124+0.012301i,0.0027343+0.0076851i,-0.0021099+0.004129i,-0.0034184+0.0036377i,-0.0025643+0.0025773i,-0.002285+0.0010731i,-0.0014247+0.001075i,0.00025673+0.0019918i,0.0017037+0.0021173i,0.0024251+0.0014488i,0.0017464+0.00081133i,0.00094391+0.00071478i,0.00071459-0.00011895i,0.00041512-5.4438e-05i,-4.8244e-05+0.00065095i,-5.2046e-05+0.00032878i,-0.00033845-0.00026319i
-5.4499e-05-0.00015263i,-0.0021933-0.0013241i,-0.0042442-0.0035459i,-0.0037658-0.0023503i,-0.0041501+0.0046042i,-0.0071095+0.011727i,-0.0067264+0.012167i,-0.0040685+0.0064566i,-0.0040571+0.00089197i,-0.004693-0.00027148i,-0.0024484+0.00017715i,0.001298-0.00015257i,0.0027017+0.00050595i,0.0014172+0.0010469i,0.00054366+0.0015123i,5.1251e-07+0.0022913i,-0.0010746+0.0014959i,-0.0014292+0.00030697i,-0.00067194+4.1644e-05i,0.00024592-0.00020111i,0.00050894-0.0002056i,0.00026122-0.00026807i,-0.00081136-0.00065177i
-0.0033806-0.0045006i,-0.0049246-0.0038585i,-0.005502-0.0043495i,-0.0048376-0.0019687i,-0.0081865+0.0028451i,-0.013457+0.0048324i,-0.013593+0.0031359i,-0.0082836-0.00027824i,-0.0047238-0.002727i,-0.0030701-0.002355i,0.0010288-0.0015532i,0.004392-0.00053782i,0.0045261+0.00051178i,0.0022788+0.0004266i,0.00046169+0.001056i,-0.00066631+0.0013625i,-0.00068174+0.00051161i,8.1246e-06-0.00030954i,-0.00029393-1.7128e-05i,-0.00099903-6.453e-05i,-0.00099919-0.0012234i,-0.00015943-0.0013662i,0.0010083-0.0006349i
-0.0029418-0.00043665i,-0.0026102-0.0019395i,-0.00015246-0.0021389i,0.0020967-0.00042657i,-0.0020141-0.0013709i,-0.0076076-0.0065528i,-0.0077501-0.0092944i,-0.0040789-0.006605i,0.000294-0.0042492i,0.0022841-0.0027891i,0.0030825-0.00046119i,0.0041492+0.0014662i,0.0026584+0.0019167i,0.00026718+0.00066156i,-0.00061517-0.0011145i,-0.00060455-0.0018011i,-0.00040171-0.0010787i,4.8529e-06+9.4401e-05i,7.2506e-05+0.00069758i,-0.00013842+0.00068789i,-0.00011452-5.3306e-05i,0.00021694-0.00098657i,0.0013627-0.0014429i
0.0007317-0.0014i,0.0039012-0.0026544i,0.0078535+0.00012578i,0.0070511+0.0030289i,0.0027288-0.00021059i,0.0008084-0.0084207i,0.0016824-0.011676i,0.0041219-0.0074397i,0.0058341-0.0023586i,0.0048169+3.9704e-05i,0.0022351+0.0018222i,-0.00064402+0.0027066i,-0.002264+0.0020783i,-0.0019151+0.00085523i,-0.00086677-0.00078098i,0.00078133-0.0025598i,0.0018694-0.0020655i,0.0017047-0.00053426i,0.0011252+0.00036326i,0.00073153+0.00082843i,0.0010471+0.00020883i,0.0015168-0.00063376i,0.0011771-0.00039827i
0.0035632+0.0003561i,0.004173+0.0023673i,0.003431+0.0073582i,1.3221e-05+0.0088754i,0.00015858+0.0033433i,0.0052749-0.0019195i,0.0082972-0.0023208i,0.0075129+0.00051944i,0.0061232+0.0041266i,0.0034246+0.0043158i,-0.0013305+0.0025783i,-0.0043616+0.0024186i,-0.004874+0.0030122i,-0.0022257+0.0028751i,0.0012891+0.0017069i,0.0020389+0.00078042i,0.0017731+0.00051098i,0.00067156+0.00057221i,0.00021091+0.0010436i,0.00085048+0.00068545i,0.0015045-0.00031486i,0.0009779-0.00069407i,-6.0882e-05-9.483e-05i
0.0019244-0.00017196i,-0.00040499+0.00092185i,-0.0048852+0.0012676i,-0.010159-0.00048625i,-0.0078226-0.0015337i,0.00089769+0.0025986i,0.0049822+0.006152i,0.0028815+0.0060498i,0.00066783+0.0075631i,-0.00069327+0.0084048i,-0.0026275+0.0050447i,-0.0034896+0.0022209i,-0.0019371+0.0020976i,0.00063228+0.0021497i,0.0022848+0.0021123i,0.0023935+0.0030246i,0.0016328+0.0036714i,0.00045322+0.0028468i,-0.00047161+0.0009181i,0.00024121-0.0002423i,0.0011674+1.0713e-05i,0.0011486+0.00016659i,0.00024612+0.00038299i
-0.0001524+0.0049826i,-0.0024194+0.0067429i,-0.0077915+0.003797i,-0.0088922-0.0021344i,-0.0061357-0.0021531i,-0.004209+0.0049306i,-0.0040107+0.0085327i,-0.0044596+0.0068943i,-0.0043873+0.0066522i,-0.0028364+0.0069589i,-0.00073093+0.0033283i,0.00086545-0.00071471i,0.0019546-0.0013822i,0.0015969-0.00020319i,0.0005424+0.0015961i,2.9058e-05+0.0030095i,-0.00038046+0.0028972i,-0.00017536+0.0012632i,-0.00019212+0.00085902i,-0.0010871+0.001025i,-0.0011061+0.00077929i,-0.00058343+0.00075268i,-0.00051388+0.00075944i
-0.0012986-0.00082248i,-0.004759-0.0035259i,-0.0064793-0.010049i,-0.0030344-0.014841i,-0.00094878-0.010808i,-0.0048828-0.0027139i,-0.0092476+0.0015493i,-0.0092727+0.0012877i,-0.0073972+0.0014469i,-0.0041774+0.002413i,0.00011021+0.001507i,0.0020312-0.0014654i,0.0018679-0.0023747i,0.00068269-0.0011106i,-0.0013729-0.00068664i,-0.0026512-0.00054781i,-0.0025729-0.00047767i,-0.0016965-0.00032293i,-0.00038887+0.00011546i,3.4354e-05-3.7836e-05i,-0.00029244+0.00052501i,-0.00026915+0.0010193i,-0.00018242+8.5362e-06i
-0.0011679+0.00081117i,0.0018188-0.0033307i,0.0093081-0.0070812i,0.016076-0.0088922i,0.014072-0.0071447i,0.0029898-0.0058111i,-0.0050812-0.005809i,-0.0058617-0.0044745i,-0.0052102-0.0029476i,-0.0043502-0.0007827i,-0.00085367+0.00036715i,0.0022569-0.00057059i,0.0012593-0.0011776i,-0.00038167-0.00016668i,-0.00093524-0.00048879i,-0.0015113-0.002533i,-0.0013336-0.0032027i,0.00027265-0.0019378i,0.0019174-0.00070857i,0.0014458+0.00016149i,-0.00058861+0.0011349i,-0.00064695+0.00088027i,0.00014854-0.00022543i
0.0021249-0.0022871i,0.0049273-0.0029266i,0.012579-0.00044235i,0.017219+0.0053598i,0.01297+0.0065979i,0.0049779+0.00013714i,-0.00012351-0.0056103i,-0.0008192-0.006465i,-0.00096649-0.0059718i,-0.0028805-0.0049151i,-0.0032323-0.00084035i,-0.0018837+0.0027232i,-0.00071961+0.0033216i,0.0006994+0.0019484i,0.0012387-0.00052434i,0.0010191-0.0024506i,0.0010819-0.0025199i,0.00080182-0.0012705i,0.00043728-0.0004689i,0.00011994+0.0001014i,-0.00035723+0.00064444i,-0.00067441-0.0004111i,0.00046383-0.0017107i
0.0019558-0.0024032i,0.0063232+0.0021427i,0.0086539+0.012519i,0.0056651+0.022607i,0.0022683+0.021046i,0.0037597+0.010271i,0.0062718+0.00066372i,0.0063244-0.0025973i,0.0033772-0.0031562i,-0.0013568-0.003764i,-0.0045749-0.0014955i,-0.0031639+0.0021668i,0.00014353+0.0031532i,0.0025311+0.0024528i,0.0036421+0.001808i,0.003466+0.0013031i,0.002523+0.0012625i,0.0011661+0.0014013i,0.0007586+0.0015442i,0.0004009+0.00097836i,0.00010842-0.00054375i,0.00036867-0.00083264i,0.00020182-9.7058e-05i
-0.00060439+0.0020778i,-0.0014352+0.0074547i,-0.0087302+0.017185i,-0.018268+0.022616i,-0.019441+0.019489i,-0.0098586+0.012733i,0.00083318+0.0066201i,0.0036618+0.0037575i,0.0031819+0.0013348i,0.0026434-0.00079132i,-5.3022e-05-0.00044877i,-0.0017373+0.0013582i,-0.00055609+0.0021834i,0.0012828+0.0022699i,0.00333+0.0023678i,0.0043145+0.0035604i,0.0024981+0.0048163i,-0.00017977+0.0039301i,-0.0013912+0.0025192i,-0.00096891+0.0011529i,-0.00034938+0.00020482i,2.3253e-05+0.00047282i,8.5187e-05+0.00089747i
-0.00032213+0.0035953i,-0.0052837+0.0061951i,-0.017591+0.0043288i,-0.029249-0.0023766i,-0.029665-0.0059078i,-0.019225-0.0018121i,-0.0078619+0.0040117i,-0.0023617+0.0056977i,0.0015425+0.0042396i,0.0058612+0.0018899i,0.0056751+0.00018437i,0.0015921-2.7685e-06i,-0.00040223+0.0014467i,-0.00018307+0.0029768i,0.00037424+0.0034137i,0.00083836+0.0036528i,-0.00039078+0.003248i,-0.0014247+0.0020022i,-0.0010554+0.0011855i,-0.00026991+0.00038694i,0.00025535+8.9746e-05i,0.00059993+2.3464e-05i,0.00074127-0.00020968i
-0.0065315+8.7139e-06i,-0.013136-0.0022774i,-0.019884-0.013798i,-0.019448-0.02684i,-0.013933-0.028803i,-0.0091132-0.017317i,-0.0072155-0.0032978i,-0.0068035+0.0020797i,-0.0035499+0.0028045i,0.0023906+0.0036808i,0.0054081+0.002282i,0.0033744+0.00043997i,-0.0001907+0.00088758i,-0.0028818+0.0014194i,-0.0046436+0.0017385i,-0.0049252+0.0021039i,-0.0047752+0.00088003i,-0.0039476+0.00022144i,-0.0021403+0.00056417i,-0.00078177+0.00078989i,0.00017557+0.0010416i,0.0007692+0.0011312i,0.00042254+0.00061638i
-0.0056693-0.003826i,-0.0061619-0.010664i,0.00028553-0.022934i,0.011875-0.031301i,0.017268-0.029021i,0.010901-0.020069i,5.8872e-05-0.010815i,-0.0043574-0.0054555i,-0.0031939-0.0011194i,-0.00083917+0.0028774i,0.0020786+0.0025725i,0.0022502-7.4964e-06i,-0.00031587-0.00086036i,-0.0023996-0.0010373i,-0.0035625-0.0019368i,-0.004108-0.002233i,-0.0038878-0.0018694i,-0.003021-0.002337i,-0.001877-0.0021915i,-0.00095843-0.00059237i,0.00012321+0.00028182i,0.00084657+0.00080428i,0.00011141+0.00020572i
0.0013997-0.005019i,0.0075808-0.01044i,0.021227-0.012723i,0.036483-0.0083911i,0.038565-0.0034195i,0.025047-0.0031345i,0.0091174-0.0059837i,0.0017822-0.0064738i,-0.00044645-0.0014527i,-0.0032319+0.0042218i,-0.0036977+0.0047085i,-0.0018512+0.0010843i,-0.00082559-0.0011541i,-5.9853e-05-0.0015897i,0.00094247-0.0030795i,0.00076732-0.0041422i,0.0006516-0.003596i,0.0010603-0.002033i,0.0011067-0.000733i,0.00091881-0.00036518i,0.00052615-0.00035514i,0.00030807-0.001038i,0.00010211-0.0019384i
0.0037773-0.0014779i,0.014774+0.0014267i,0.027171+0.013681i,0.032998+0.029086i,0.028443+0.034252i,0.018298+0.02318i,0.010398+0.0057454i,0.0054913-0.00084359i,0.0011031+0.0016023i,-0.003958+0.0039784i,-0.0064745+0.0052132i,-0.0039418+0.0039643i,-0.00060385+0.0006806i,0.0016973-0.001277i,0.0041577-0.0017163i,0.0053221-0.0016002i,0.0045889-0.0004095i,0.0033474+0.0005167i,0.0025434+0.0011217i,0.001326+0.00057909i,0.00037433-0.00022691i,0.00033324-0.00090524i,0.00060137-0.0018202i
0.0027118+0.0040928i,0.0045232+0.015865i,-0.001455+0.033803i,-0.011052+0.047601i,-0.014833+0.047966i,-0.0091441+0.033951i,0.0011582+0.015275i,0.0058288+0.0052977i,0.0037917+0.0041167i,0.0001183+0.0050451i,-0.0020128+0.0055351i,-0.0006692+0.0057089i,0.0019782+0.005576i,0.0041935+0.0043623i,0.0053547+0.0022392i,0.0051988+0.0015619i,0.0037239+0.0020412i,0.0025407+0.0023105i,0.0018386+0.0021031i,0.0005791+0.0012466i,3.2894e-05+0.00028989i,0.00020579-0.00084429i,0.00082444-0.00095347i
-0.0010485+0.0044387i,-0.011273+0.011882i,-0.029807+0.017382i,-0.048622+0.017595i,-0.052179+0.014841i,-0.035237+0.012993i,-0.011566+0.011214i,0.00029735+0.0089206i,0.0016307+0.0054359i,0.0010222+0.0021653i,0.0022034+0.0015841i,0.0044965+0.0035183i,0.0046893+0.005204i,0.004017+0.0057446i,0.0027794+0.0062532i,0.00075557+0.0059402i,-0.00099494+0.0048205i,-0.0016026+0.0035361i,-0.0016723+0.002036i,-0.0013926+0.00048818i,-0.00057785-0.00014969i,0.00077192+0.00079502i,0.0015842+0.0014264i
-0.0058322-0.0042414i,-0.02016-0.0078075i,-0.038292-0.017983i,-0.048445-0.030616i,-0.047414-0.032497i,-0.035542-0.017785i,-0.019059-0.00030421i,-0.009825+0.0063334i,-0.0074265+0.0031917i,-0.0046476-0.00062187i,-0.00035635-0.0014928i,0.0020684-0.00085114i,0.0013662+0.00055141i,-0.00043516+0.0020045i,-0.001801+0.0023384i,-0.0033089+0.001954i,-0.0043162+0.0016386i,-0.0039905+0.00099285i,-0.0031606+0.000432i,-0.0012099+0.00022067i,0.00060299+1.7488e-05i,0.0016992+0.00035176i,0.0019544+0.00076021i
-0.0096906+0.005982i,-0.0090298-0.0041444i,-0.0033066-0.022241i,0.005379-0.043923i,0.009378-0.051244i,0.0030771-0.041i,-0.008865-0.019377i,-0.013927-0.004563i,-0.011912-0.00068883i,-0.0082337-0.00025023i,-0.0052052-0.0023034i,-0.0045527-0.0035778i,-0.0061445-0.0030534i,-0.0073584-0.002181i,-0.0063828-0.0012971i,-0.0047302-0.00044972i,-0.0033552-0.0011375i,-0.0018056-0.0026092i,-0.0011415-0.0024371i,-0.00077799-0.00086779i,0.00019589-0.00028207i,0.00070991-0.00045024i,0.00023978-9.9806e-05i
0.0020415-0.0050428i,0.011646-0.015361i,0.030938-0.026736i,0.048149-0.032932i,0.048546-0.031994i,0.030158-0.026381i,0.005751-0.018438i,-0.0064965-0.012072i,-0.0061296-0.0078561i,-0.0052008-0.0041143i,-0.0067236-0.00087647i,-0.0071191+0.00072249i,-0.0058477+0.00041219i,-0.0037207-0.00037289i,-0.0024233-0.0015417i,-0.0014497-0.0038797i,-0.00036009-0.004701i,0.00046727-0.0037271i,0.0010233-0.0024677i,0.0010871-0.0011059i,0.00033119-0.00095972i,-0.00032707-0.0015234i,-0.0018557-0.0013221i
0.005556-0.0019269i,0.020821+0.0011481i,0.041931+0.011664i,0.055809+0.02372i,0.053618+0.024837i,0.036778+0.011339i,0.016258-0.0055391i,0.0048515-0.013011i,0.0035674-0.010445i,0.0028893-0.003971i,-0.00013997+0.0017367i,-0.0017132+0.0046807i,-0.00070856+0.0052301i,0.001148+0.0029135i,0.0029836-0.00073253i,0.0037626-0.0024723i,0.0033013-0.0023094i,0.0031324-0.0011832i,0.0024187-0.00018653i,0.0011348+2.0583e-05i,-0.00095749+0.00036031i,-0.0027666-6.381e-05i,-0.0026405-0.0010047i
0.0050534+0.0069779i,0.012996+0.020899i,0.017317+0.042837i,0.015733+0.06002i,0.013427+0.057845i,0.013817+0.035207i,0.014883+0.0075466i,0.013829-0.0068352i,0.012506-0.0063679i,0.011322-0.0018059i,0.0084204+0.00062399i,0.0058161+0.001772i,0.0051427+0.0026066i,0.0051022+0.0030834i,0.0048879+0.0028746i,0.0044317+0.0021588i,0.0042357+0.0021458i,0.003865+0.0025067i,0.0027488+0.0022103i,0.0014607+0.0019217i,3.0456e-05+0.0015674i,-0.00077236+0.00045671i,-0.00069038-0.00078936i
-0.0032629+0.0092363i,-0.012595+0.024772i,-0.028557+0.041841i,-0.043426+0.049847i,-0.042244+0.044542i,-0.021014+0.030871i,0.003404+0.016428i,0.014177+0.0070177i,0.012845+0.0038517i,0.010036+0.0022204i,0.0083465-0.00097552i,0.006495-0.0028086i,0.0047625-0.0023258i,0.0031896+7.5986e-06i,0.001517+0.0025435i,0.0007251+0.0038575i,0.00068339+0.0039651i,0.0010151+0.0027024i,0.00099294+0.0014934i,0.00074332+0.00087995i,0.00075156+0.00016847i,0.0013568-0.0014339i,0.0027019-0.0018983i
-0.0088836+0.0025172i,-0.026425+0.0011317i,-0.04974-0.0051921i,-0.065466-0.01234i,-0.059053-0.010356i,-0.033256+0.0019778i,-0.0076831+0.014137i,0.0040708+0.016746i,0.0037957+0.012997i,0.0010691+0.0079649i,0.00040306+0.00055851i,-0.000931-0.0048481i,-0.0033137-0.0044638i,-0.0045852-0.0017228i,-0.0040954+0.00051589i,-0.002378+0.0016635i,-0.0015132+0.0020196i,-0.0019192+0.0016562i,-0.0016124+0.00071957i,-0.0001044-0.00066537i,0.0016241-0.0023638i,0.00204-0.0036523i,0.0020359-0.0030354i
-0.0056054-0.0035417i,-0.013058-0.018393i,-0.019544-0.041301i,-0.022281-0.058488i,-0.021119-0.054458i,-0.01891-0.027779i,-0.015357+0.0016916i,-0.0094543+0.015313i,-0.0061092+0.015236i,-0.006053+0.012248i,-0.0060801+0.0086247i,-0.0060503+0.0043205i,-0.0062932+0.0016527i,-0.0051378+0.0013915i,-0.0036916+0.0012628i,-0.003899-0.00021624i,-0.0045884-0.0015961i,-0.0037971-0.0013493i,-0.0015897-0.00017484i,0.0002235-3.302e-05i,0.0016713-0.0014655i,0.0025316-0.0022019i,0.0021168-0.00092974i
0.0036857-0.011198i,0.011453-0.027923i,0.025964-0.047162i,0.036156-0.056137i,0.030628-0.046644i,0.0086452-0.025219i,-0.012506-0.0059274i,-0.017531+0.0052438i,-0.011931+0.0089001i,-0.0070174+0.011016i,-0.0046173+0.012957i,-0.0021347+0.011036i,-0.00031586+0.0067115i,0.0010344+0.0024288i,0.0013634-0.00058635i,-0.00024505-0.0019813i,-0.0019159-0.0026i,-0.0015211-0.0016805i,-0.00092824-8.5353e-05i,-0.00059319+0.00044912i,0.00031561+0.00056443i,0.00099742+0.00038498i,0.00035194+0.00033219i
0.0088698-0.0062864i,0.026268-0.0054274i,0.051269-0.00041095i,0.065022+0.0047453i,0.052833+0.0073087i,0.021838+0.0015322i,-0.0060586-0.0083202i,-0.015848-0.010493i,-0.012357-0.0047422i,-0.0058793+0.0023752i,-0.00024877+0.0071094i,0.0049059+0.0075612i,0.0080164+0.0053821i,0.0079901+0.0026853i,0.0060652-0.0002242i,0.0043267-0.0019297i,0.0032447-0.002598i,0.0019819-0.0018938i,0.00055869+2.9171e-05i,-0.00010467+0.0022586i,0.0004024+0.0042995i,0.0004947+0.0044259i,-0.0006728+0.0025076i
0.0065282+0.0082712i,0.019775+0.023551i,0.030935+0.047314i,0.033638+0.061396i,0.022566+0.050721i,0.0073655+0.019214i,-0.0013473-0.0099747i,-0.0054424-0.018388i,-0.0074419-0.01247i,-0.0053661-0.005351i,-0.0014364-0.0020824i,0.0014282-0.00063543i,0.0020856+0.00014501i,0.00091286+0.00077439i,0.0010045+0.0014625i,0.0024971+0.00077667i,0.0030341-0.00036917i,0.0021818-0.001892i,0.00052538-0.0020065i,-0.0010836+0.001184i,-0.0017257+0.004462i,-0.0015852+0.0042965i,-0.0017537+0.0017446i
