-0.0018698+0.0011806i,-0.0022262+0.0008839i,-0.0028085+0.0015267i,-0.0018861+0.0014581i,-0.00066527+0.0024151i,0.00051164+0.0017814i,0.001694+0.001032i,0.0012824+0.0010215i,0.00066292+0.00029801i,0.00017125+4.3203e-05i,-8.4731e-05+6.751e-05i,-0.00020979-0.00064454i,-0.00016751-0.0010859i,-2.7459e-05-0.00059409i,0.00046427+0.00014961i,0.00032648+0.0004454i,7.6952e-05+0.00037964i,0.00032274+0.0003771i,0.00050759+8.8695e-06i,0.00058811-0.0004479i,-0.00028757-0.00016025i,-0.00068721-1.6116e-05i,-0.00019202-3.497e-06i
-0.0010532+0.003515i,0.00029202+0.0034024i,0.0015845+0.003089i,0.0024521+0.0011479i,0.002795-0.00086719i,0.0030393-0.0019354i,0.0013272-0.0012372i,-0.00028654-7.3132e-07i,0.00012593+0.00095285i,-6.6361e-06+0.0010627i,-0.00056273-0.00026328i,-0.00051464-0.0014591i,-0.00025591-0.0015283i,-0.00032944-0.0018565i,-0.00028666-0.0019326i,-0.00027224-0.0010263i,-0.0012622-0.0004372i,-0.0013592-0.00017084i,-0.001184+0.00012833i,-0.001263+0.00078375i,-0.00029774+0.00093317i,0.00098268+0.00053645i,0.00088475-0.00024761i
-0.0044856+0.004702i,-0.0045149+0.0064061i,-0.0025308+0.0093693i,0.0016367+0.0073527i,0.0040923+0.003843i,0.0042453-0.00018325i,0.0029144-0.00098175i,0.00036408+0.00092353i,-0.00028308+0.0017711i,0.0007781+0.0014694i,0.0009813+0.00023194i,0.00033667-0.0011538i,-0.0001498-0.0021593i,-0.00037488-0.002823i,-0.00015333-0.0036036i,-0.00029506-0.0030183i,-0.00085125-0.0010541i,-0.0010494-0.00043032i,-0.00080956-0.00080335i,-0.0012059+0.00029125i,-0.0011871+0.0013301i,0.00017939+0.0013335i,0.0012605+0.00029139i
0.0042018-0.0069762i,0.0031433-0.0082685i,0.00017047-0.0093512i,-0.0025973-0.0051861i,-0.0040674-0.00082598i,-0.0030995+0.0028437i,-0.00042639+0.0028301i,0.00082407+0.0009662i,0.00067062+1.591e-05i,-0.0012595+6.0983e-05i,-0.0024114+0.0012754i,-0.0014114+0.0019947i,-0.00028001+0.002996i,0.00075522+0.0044789i,0.00103+0.0038351i,0.00038298+0.0017684i,-0.00038944+0.0003373i,-0.00044206-0.0002971i,0.00011223-1.2216e-05i,0.00061662-0.00029855i,-0.00013579-0.00095651i,-0.0010541-0.0010323i,-0.0014846-0.00077077i
0.0011937-0.0024444i,0.0012062-0.0028933i,-0.00071201-0.0030838i,-0.0015534-0.001385i,-0.00045347-7.1861e-05i,0.00033973+0.00089746i,0.00048952+0.00081235i,0.00047989+3.3121e-05i,0.00033704-0.0002022i,-0.00044715-0.00011295i,-0.00066062+0.00034238i,0.00058105+0.00053236i,0.00091782+0.0006407i,0.00041095+0.0013707i,0.00055146+0.0025285i,7.2966e-05+0.0010882i,0.00016623-0.00092116i,0.0012278-0.00084012i,0.0014619-0.00086033i,0.0010757-0.00097126i,0.00013959-0.00054247i,-0.00054512-0.00075343i,0.00012031-0.00048787i
0.0024389-0.000798i,0.0022097-0.00081779i,0.00024967-0.0011723i,-0.0019487-0.0019715i,-0.0032286-0.001522i,-0.0024111+0.00037771i,-0.00023819+0.001724i,0.0014632+0.0019381i,0.0016279+0.00026071i,0.00014516-0.0018772i,-0.00072638-0.0020644i,-0.00063214-0.0011561i,-0.00097916+0.00012392i,-0.00074992+0.001146i,-0.00010264+0.0014404i,0.00059161+0.00096192i,0.0012591+0.00068304i,0.00092186+0.00072391i,0.0012497+0.0009573i,0.0017544+0.00059002i,0.00090555-0.00045551i,0.00014998-0.00067269i,0.00057563-3.3532e-05i
-0.00060391-0.0011623i,-0.0014477-0.0017188i,-0.0018136-0.0024108i,-0.0011134-0.0013479i,-0.00056072+0.00013622i,-0.00059357+0.0010004i,-0.00034038+0.00027536i,-0.00014952-0.00064971i,0.00017206-0.0014119i,-2.4324e-05-0.0018272i,6.3518e-05-0.0014238i,0.00021407-0.00093751i,-0.00024808-0.0004784i,-0.00064398+7.5985e-05i,-0.0002665+0.00087559i,-2.8882e-05+0.0015881i,0.00047376+0.0014134i,0.0010983+0.0013549i,0.00057021+0.0011568i,0.00018045+0.0003586i,-0.00017639+9.1563e-06i,-0.00091854-0.00027545i,-0.0012438+1.6064e-05i
0.00085484+0.00083326i,0.0009971+0.00056484i,0.0011509-2.1077e-05i,0.0012948+0.00041735i,0.0011148+0.0013223i,0.00016737+0.0013812i,-0.00087167+0.00084159i,-0.0012109+0.0011547i,-0.00086486+0.00059727i,-0.00041449-0.0005483i,0.00038759-0.00067994i,0.00026094-0.00057459i,-0.00023413-0.00011563i,0.00031023+0.0004756i,0.00045861+0.00063803i,0.00030257+0.00026289i,0.00040774+2.1986e-05i,-0.00045637-0.00048021i,-0.0010497-0.0012762i,-0.00045001-0.0012377i,0.00014497-5.5001e-05i,0.00023945+0.00058225i,0.00049194+0.00035431i
-0.00054857-0.0017083i,-0.00022565-0.0014224i,-0.00067061-0.00069574i,-2.598e-05+6.6283e-05i,0.00078834+0.00052391i,0.00064202+0.00052459i,0.0005987+0.00028471i,0.0012495-0.00042643i,0.0013109-0.00062227i,9.8084e-06-4.6585e-05i,-0.0013359+0.00092578i,-0.0007906+0.0017803i,0.00052485+0.0014719i,0.00081687+0.00056017i,0.0005856-4.6047e-05i,0.00017262-0.0011061i,-0.0003667-0.001456i,-0.00017329-0.00045518i,-9.7757e-05-0.00010347i,-0.00010301+0.00029021i,-0.00061784+0.00099659i,-0.0011828+0.0012541i,-0.00050475+0.000841i
-0.00066179+0.001676i,-0.00051872+0.001147i,-0.0005176+0.00072539i,0.00018285+0.0010108i,0.0013305+0.0016158i,0.00096943+0.0018929i,0.00048766+0.0010635i,0.0007556+0.00044559i,0.000898+0.00097565i,0.00084502+0.0013084i,-0.00012375+0.00046064i,-0.00044991-0.0001195i,0.00026693-0.00021316i,2.3403e-05-0.00090897i,-0.00016086-0.0010976i,4.9852e-05-0.00048146i,0.00034277-0.00047574i,0.00017675-0.00023516i,-0.00068371+0.00053538i,-0.0005979+0.00068653i,0.00031699-7.1508e-06i,0.00083056+0.0001749i,0.00080112-2.4264e-05i
-2.4143e-05+0.00025017i,-0.00084873-5.6662e-05i,-0.0015504-0.00044968i,-0.00061563-0.00031923i,0.00024166+0.00021207i,-0.00056081+0.00034775i,0.00015134+0.00062232i,0.001335-0.00013967i,0.0013646-0.00040213i,0.00069764+0.00078086i,-0.00030424+0.0008798i,0.00018978+4.5492e-05i,0.00057282-0.00029934i,0.00047187-0.00044349i,0.00052912-0.00031188i,0.0008816-0.0004768i,0.00063497-0.0006867i,0.00024437-0.00018318i,0.00051429-0.00010835i,-0.00022515-0.0003244i,-0.00068807-0.00027586i,-0.00057908-0.00027835i,-0.00034307-0.00019748i
-0.00076699+0.0013424i,-0.00048236+0.00050756i,0.00018292+0.00026794i,-0.00061509+0.00057712i,-0.0010416-0.00054052i,-0.00032432-0.0015393i,0.00072698-0.001367i,0.0015291-0.00041366i,0.0020933+0.00040441i,0.0023211+0.00061481i,0.0015594+0.00078983i,0.0010017+0.00041585i,0.0012645-0.00067691i,0.00093086-0.00098336i,0.00041193-0.0010917i,0.00050577-0.00080234i,0.00063148-0.00011803i,0.001078-4.5815e-06i,0.00054906+1.4751e-05i,-0.00013113+2.5404e-05i,-0.00024802-0.0001179i,0.0004095+0.00013764i,0.00089736-5.3833e-05i
0.00081798-0.0001157i,0.0013078-0.00055327i,0.0010771+0.00031419i,-0.00026483+0.00064542i,-0.00022048+0.00049859i,0.00061861-0.00011294i,0.00056868-5.7914e-05i,0.00032159+3.9048e-05i,0.000809-0.0012586i,0.00075527-0.001921i,0.00088183-0.0010415i,0.0015357-0.00078076i,0.001358-0.0003069i,0.00014734+0.00044932i,-0.00011193-0.00036235i,0.00022684-0.00067387i,0.00015513-0.00010369i,0.0002517+7.3543e-05i,0.0006737+0.00020276i,0.00030459+0.0002742i,-0.00032064+0.00030584i,0.00024068+0.00030442i,0.00093362+0.00016007i
-0.00036591-0.00050531i,-0.00096419+0.00045361i,-0.0017406+0.0011047i,-0.0022597+0.0015376i,-0.0014201+0.0020619i,-0.00046334+0.0025086i,-0.00013425+0.0012908i,-0.00049097+0.00022831i,-0.00055443-0.00056355i,9.2277e-05-0.00082992i,0.00032307+0.00015898i,0.00050898+0.00021792i,0.0010725+3.1974e-05i,0.00095314+0.00049741i,2.6927e-05+2.5513e-05i,-0.00014205+1.5929e-05i,0.0003236+0.00023265i,0.00078243-0.00030369i,0.00054976-0.0010899i,1.5575e-05-0.0008725i,0.00082372-5.2899e-05i,0.00074508+0.00023639i,2.1697e-05+0.00048562i
0.0014695+0.00036793i,0.0011008-0.0014519i,0.00072403-0.0019975i,0.00040664-0.00096232i,0.00069794+0.00017573i,0.00034135+4.3625e-05i,6.7914e-05-4.4907e-05i,0.00049302+0.00044037i,0.00034495+0.00062057i,-0.00053965-9.8026e-05i,-0.00075377-0.00038i,-0.0010849+0.00043523i,-0.0016648+0.00099421i,-0.0010476+0.0003373i,-0.00032656+0.0002798i,-8.2085e-05+0.00073066i,-0.00021359+0.00062624i,4.2976e-05+0.00027474i,0.0011212-1.9245e-05i,0.0011206-0.00087831i,0.00042549-0.0010405i,0.00044734+0.00040002i,-0.00021131+0.0012024i
-0.00031525+0.0029913i,-0.0009054+0.0025974i,-0.00057991+0.0014427i,0.00074227+0.00033448i,0.0010637+0.00018386i,-0.00070136+0.00047036i,-0.0010401+0.00023798i,0.00028562+0.00059225i,8.9797e-05+0.0012554i,-0.00067043+0.00084091i,-0.00055706+2.751e-05i,-0.00048523-0.00018388i,-0.0013873+9.8749e-05i,-0.0015056+0.00066551i,-0.00054758+0.0008393i,0.00026395+0.0011715i,-0.00013644+0.0013275i,-0.0011003+0.00077088i,-0.0011315+0.00024018i,-0.00018076-0.00049776i,0.00021267-0.00057154i,-0.00029188-0.00060746i,-0.00013774-0.00020257i
-0.0010602-0.0029733i,-9.2526e-05-0.003656i,-0.00013205-0.0032479i,-0.00070721-0.0017218i,-0.00030849-0.00026435i,0.0005455+0.00062705i,0.00077847+0.0008802i,0.00080694+0.00087691i,0.00055786+0.00068283i,-0.00024625+0.0001305i,-0.00024318-0.00045753i,0.00038196-0.00036615i,0.00020211-0.00030784i,-0.00049696+0.0003232i,-0.00043137+0.0010812i,-0.0004303+0.00044738i,-0.00071927-0.00058859i,-0.00069758-0.00046327i,-0.00028935+0.00067106i,0.00022963+0.00073998i,0.00068134+0.0002308i,0.00055412-0.00031617i,-0.00020595-0.0004967i
0.0019569+0.0025115i,0.0028442+0.002778i,0.0030908+0.0010926i,0.0024555-0.00029384i,0.0018264-0.0010726i,0.00097007-0.00088435i,0.00034339+0.00035614i,0.0014918+0.00057625i,0.0024669-0.00057978i,0.0015353-0.00023403i,0.00058047-0.00022156i,0.00048273-0.00076959i,0.0002713-0.0005704i,-0.00032504+0.00010217i,-0.00084852+0.00041483i,-0.00085664-0.00026304i,-0.00090083-0.000942i,-0.00082243-0.00035135i,-0.00055982+0.00058703i,0.00045931+0.00023265i,0.0008745-0.00046666i,0.00084857+0.00010181i,0.0005438+0.00051448i
0.0018353-0.0010979i,0.00079688-0.00096793i,-0.00024242-0.00048262i,-0.00065781+0.00029068i,-0.00037665+0.00022917i,0.00028365+0.00017676i,0.00049756+0.00025863i,0.00063495+0.00047752i,0.0013864-0.00012903i,0.0019737-0.00092739i,0.0018884-0.00076814i,0.0015173+0.00047926i,0.001366+0.0011463i,0.0012568+0.00081677i,0.00093224+0.00057234i,-0.00021991+8.5102e-05i,-0.00095039-0.0006934i,-0.00031417-0.0010648i,0.00053859-0.00079904i,0.0008856-0.000331i,0.00058175-0.00021697i,-0.00024731-6.4349e-05i,-5.4104e-05+0.00014305i
-0.0025151+0.0013765i,-0.0034271+0.001346i,-0.0028466+0.0025863i,-0.0010623+0.0024701i,0.00031094+0.0013462i,6.1542e-05+0.0010455i,-0.00069221+0.0007072i,-0.0011845-0.00038533i,-0.000915-0.0015649i,-8.8577e-05-0.0017559i,0.00017742-0.0012206i,0.00026543-0.0011762i,0.00012386-0.00082752i,0.00030915-0.00076945i,0.00062993-0.0012802i,0.00033319-0.00059183i,0.00023833-0.00010283i,0.00024842-0.00033865i,3.4411e-05-0.00080268i,-6.6267e-05-0.00072038i,-0.00085024-0.00029534i,-0.00077153-0.00013436i,0.00023495+9.4052e-05i
0.00079161-6.8119e-05i,0.0012619-0.0016107i,0.0015565-0.0010427i,0.00067443-0.00017985i,0.00089059-0.00017701i,0.0014381-6.7804e-05i,0.0012739+0.00010601i,0.0012936+0.00064873i,0.00059864+0.0005843i,-0.0005857-0.0011302i,-0.0010982-0.0012857i,-0.0015892-0.00038807i,-0.0011488+0.00076866i,-0.00013281+0.0013982i,0.00063993+0.0007688i,0.0011436+0.0011044i,0.0010368+0.0016744i,0.0010127+0.0010507i,0.00075486-0.0001402i,-6.2547e-05-0.00060817i,0.0002719-0.00055654i,0.00053011+7.7643e-05i,-0.00011083+0.00081758i
-0.00046756-0.0001729i,-0.00011802+0.00012805i,0.00035854-0.00034166i,-0.00031982-0.0006071i,-0.0003732-0.00023603i,-0.00040681+0.00057274i,-3.6825e-05+0.00055686i,0.00026742-3.4541e-05i,-0.00048738-0.00065836i,-0.001386-0.0006012i,-0.0015058-0.00056054i,-0.00087074-0.0010641i,0.00026331-0.00028306i,0.000777+0.00058809i,0.00081132+8.3316e-05i,0.00089385-6.2223e-05i,0.00081668+0.0003262i,0.00074241+0.00029834i,0.00073925+0.00071119i,0.00023529+0.00080857i,-0.00031339+2.0089e-06i,8.1828e-05-0.00043849i,0.00023966-7.2317e-05i
8.3427e-06+0.00093227i,0.00040096+0.002398i,0.00051329+0.0025619i,0.00060835+0.0016504i,-0.00070115+0.0017393i,-0.0012902+0.0018371i,-0.00051345+0.0012909i,-0.00065869+0.001093i,-0.00074562+0.0012052i,-0.00042777+0.00089477i,7.085e-05+0.00021198i,-0.00020782-0.00048923i,-0.000432-0.00084888i,-0.00053825-0.00032976i,-0.00050996+0.00018227i,-0.00060458+0.00020506i,-0.00046947+0.00032402i,-0.00045746+0.0005772i,-0.00048804+0.00062288i,-0.00031305+0.001175i,-0.00019746+0.0014859i,0.00026695+0.00041034i,0.00037148-0.00020115i
-0.00019997+0.00036403i,-0.00041755-0.0013442i,-0.00024656-0.002331i,-0.00027768-0.00083403i,0.00011794+0.00021129i,0.00063573+0.00036145i,0.00053794+0.00065837i,0.0002951+0.00052297i,0.0013303+0.00032252i,0.0016022+0.00033003i,0.0011064-0.00030226i,0.00086489-0.00041583i,0.00069489+0.00011095i,-0.00015664+0.00036715i,-0.0010049-1.3562e-05i,-0.00070545-0.00031206i,-0.00038335-0.00017551i,-0.00046596+0.00040074i,-0.00076629+0.0011577i,-0.00058083+0.00041997i,-0.00011587-9.392e-05i,-0.00032139+0.00023456i,-3.4726e-05+0.00058878i
0.002679+0.00041328i,0.0024639-0.00067656i,0.00051223-0.0015578i,-0.00021922-0.00053249i,-0.00017139+0.00068624i,-0.00062202+0.0015765i,0.00012448+0.0019171i,0.0014676+0.0010814i,0.00206+0.00071909i,0.0020048+0.00063029i,0.0013961+0.00065329i,0.0010135+0.00049406i,0.0017842+0.00064061i,0.0013078+0.0019957i,0.0005731+0.0020316i,0.00060413+0.00074473i,0.00049374+5.0482e-05i,0.00019271-0.0003648i,-0.00023258-0.00064752i,-0.00026909-0.0001551i,0.00018882-0.0002037i,-0.00012593-0.00026701i,-0.00049005+0.00073954i
-0.00033807-0.00022484i,0.0002273-0.00085261i,-0.00017811-0.0020462i,-0.00059037-0.0022586i,-0.0010397-0.00086907i,-0.00057806-0.00075979i,-0.00072827-0.0010651i,-0.0013237-0.0016291i,-0.00047447-0.0022257i,0.0008578-0.0019377i,0.0012511-0.0013301i,0.00088913-0.0014964i,0.00037856-0.0015714i,0.00094556-0.00087463i,0.0014249+6.0426e-05i,0.00057013+0.00018118i,0.00023626-0.00041049i,5.8168e-06-0.00094599i,-0.0011604-0.0010871i,-0.0015158-0.00059746i,-0.00048301-0.00024416i,0.00054348+0.00035668i,0.00020392+0.00014155i
0.0011551+0.00082444i,-0.000182+0.00087217i,-0.00079536+0.0012079i,-0.00038742+0.0004738i,-0.00022882+3.0317e-05i,-0.00019749+0.00018889i,-0.00066591+0.00035504i,-0.00083605+0.00038531i,-0.00016479+1.8409e-05i,-0.00062151-0.00033393i,-0.0011342-0.0013766i,-0.0016382-0.0013866i,-0.0014316-0.00053717i,-0.00025349-0.00012643i,-0.00050276+0.00023068i,-0.00090668+0.00062714i,-0.00060855+0.00021767i,0.00041749-0.00037471i,0.00090785-0.0004696i,0.00010489-9.8986e-05i,-0.0001042+0.00025505i,-3.5298e-05+0.00019347i,0.00012942+0.0002805i
0.0017428-0.0017039i,0.0014667-0.0033763i,0.00036924-0.0038154i,-0.00042391-0.0019983i,-0.00062501+0.00010791i,-6.985e-05+0.0011749i,0.00051492+0.0013762i,0.00036779+0.00062393i,3.4238e-05-0.00049535i,-0.0011456-0.00082673i,-0.0022585-0.0005755i,-0.0017677-0.00043303i,-0.001151-0.00034742i,-0.00079599+0.00049325i,-0.00028186+0.00095111i,1.9234e-05+0.00068694i,0.00013755+0.00072016i,0.00026756+0.001429i,0.0011335+0.00069243i,0.0020936-0.00041017i,0.0014203+2.6581e-05i,0.00021807+2.0537e-06i,-0.00066735-0.00011092i
-0.00028451-0.0007741i,-0.00058994-0.00065704i,-0.0011539-3.1231e-05i,-0.00073258+0.00010945i,-0.00017731+0.00026609i,2.1557e-05+0.00034426i,6.0495e-05+0.0007483i,-1.8424e-05+0.001135i,-0.00036752+0.00084164i,-0.0010697+0.00050218i,-0.00098281+0.0007524i,-0.00032861+0.00096139i,0.0006806+0.00075198i,0.0010083+0.0012689i,-7.8391e-06+0.0011121i,-0.00061464+0.0003842i,-9.6455e-05-0.00043385i,0.00035733-0.00020415i,0.00070751+0.00026953i,0.0004827-0.00014151i,4.7556e-05-0.00015616i,0.00026769-0.0003739i,5.2783e-05-0.0010103i
0.00086606+0.0007407i,-0.00018999+0.00059431i,-0.001094+0.0008665i,-0.00040085+0.00052296i,0.00048014+0.00040507i,0.00015698+0.00159i,0.00016837+0.0023749i,0.00049648+0.0019291i,-3.1806e-05+0.0012652i,-0.00079038+0.0015818i,-0.00021594+0.00084259i,0.00050915+8.2914e-05i,0.00021284+0.00075825i,0.00015212+0.0011246i,0.00046063+0.0004851i,0.00012136+0.000391i,-0.00036812-0.00014235i,-0.00035017-0.00022724i,-0.00036677+0.00077105i,-3.6666e-06+0.0011423i,0.00015025+0.00066304i,1.4924e-05+0.00058871i,-0.00017236+0.0007235i
-0.00082478+0.00045589i,-0.0008485-0.00022094i,-0.0015501-0.00070623i,-0.0014871-0.00033217i,-0.00053034-0.00043407i,4.7958e-05+0.00058619i,-0.00015544+0.0004827i,2.2778e-05-0.00010784i,0.00077314+0.00061193i,0.0013388+0.00058464i,0.0019183-0.00023765i,0.0017649-0.00037667i,0.0003916-0.00010806i,9.7115e-06-0.00056301i,0.00015356-0.0010983i,0.00012197-0.00056322i,0.00020653-0.00012137i,0.00041437+0.00035491i,0.00042486+0.00030993i,-0.00055033+0.00027618i,-0.0011306-9.7642e-05i,0.00030665-0.00045093i,0.0012+0.0005372i
-0.00013585-0.0011575i,-0.00097345-0.001004i,-0.00080635-0.00010427i,-0.00081796+0.00089168i,-0.00074168+0.0010855i,0.00065457+0.00065056i,0.0017348+0.00066425i,0.0016237+0.0011879i,0.0011851+0.00019344i,0.0014777-0.0010166i,0.0016806-0.00083093i,0.00023019-0.00049386i,-2.8065e-05+0.00031925i,0.00086239+0.00058483i,9.3998e-05+7.993e-05i,-0.00019003-0.00013056i,0.00040238-0.00037734i,0.00032823-0.00018408i,-0.00038116+0.00018984i,-0.0011985-0.00020022i,-0.00092637-0.0009731i,-0.0004958-0.0013118i,-0.00025771-0.00012714i
-0.0015453-0.00091901i,-0.00077822-0.00042018i,6.9017e-05+0.00028536i,0.00027929+0.00093851i,0.0007755+0.0017728i,0.0008845+0.001059i,0.00091039-1.1284e-05i,0.00068068+0.00013513i,0.00080454-8.1676e-05i,0.00077321-0.00089022i,-0.00050953-0.001333i,-0.0012438-0.0014232i,-2.0722e-05-0.001279i,0.00090897-0.00086692i,0.00059845-0.00026539i,0.00025579-0.00025459i,0.00055761-0.00010658i,0.00085528+0.00022039i,0.00019087-0.00013417i,0.00024933-0.00043252i,8.9625e-05-0.00035845i,-0.00020119-0.0010975i,0.00032209-0.0010378i
0.0012729+0.0028403i,0.0015848+0.0012187i,0.0029329-7.02e-05i,0.0032842-0.00062756i,0.0019489-0.00074271i,0.00023125+9.4891e-05i,0.00050061+0.00023138i,0.00024423-0.0001257i,-0.00041417-0.00070858i,7.5193e-05-0.0018766i,-0.00047502-0.0023713i,-0.0011183-0.0021422i,-0.00064557-0.0019449i,-0.00023467-0.001047i,-0.00067835-0.00041737i,-0.00096554-0.00032458i,-0.0001504-2.4404e-05i,0.00080881-0.00013449i,0.0014734-0.00016884i,0.0014926+0.00035584i,0.00098687+9.7873e-05i,0.000581-0.00038297i,0.00024997-0.00014759i
0.0014099-0.0011408i,-0.00078095-0.00082311i,-0.0021636-0.00077391i,-0.0013766+0.00022223i,-0.00036637+0.00087184i,0.00014476+0.0021611i,0.00037128+0.0023434i,0.00036899+0.00040762i,0.00014243-0.00094247i,-0.00062731+0.00011259i,-0.0012812+0.0010546i,-0.0012869+0.00091465i,-0.00037656+0.0013003i,1.1684e-05+0.0014593i,0.00039642+0.0010744i,0.00059724+0.00051103i,-0.00037952-0.00040794i,-0.00049054-0.0007779i,0.00093751-0.00022386i,0.00097698-7.5421e-05i,0.00016287-0.00036499i,0.0007005-0.00042234i,0.00071665+0.00027198i
-0.0021113+0.0021864i,-0.001114+0.00095837i,0.00030174+0.001277i,0.0015143+0.001513i,0.0020961+0.00041391i,0.0012628-0.00056146i,-0.00019014-0.00040745i,-0.00044272+0.0005242i,-0.00012168+0.0015376i,-6.8006e-05+0.0016494i,0.00010735+0.0019023i,-5.3348e-05+0.0014755i,-0.00023228-0.00025762i,-0.00084265-0.0011885i,-0.00088351-0.00085719i,-0.00053967-0.00017867i,-1.3053e-05+0.00046413i,8.7086e-05+0.00051448i,0.00012928+0.00023063i,0.00013866+0.00098757i,0.00015605+0.0013008i,0.00073384+0.00081663i,0.00042326+0.00020815i
0.00092178-0.00044716i,-0.0008626-0.0011635i,-0.0014978-0.0013681i,-0.0014328-0.00035944i,-0.0015479+0.00050847i,-0.0017134+0.00033345i,-0.00074786+6.4225e-05i,0.0005274+0.0010258i,0.00064392+0.0014055i,0.0008807+0.00058581i,0.0014582-0.00027772i,0.0015271-8.6562e-05i,0.00036894+0.00084492i,-0.0012102+0.00088439i,-0.0012864+0.00032937i,-4.4888e-05-0.00074077i,0.00048001-0.00083923i,7.1305e-05-4.9386e-05i,0.00033323+3.4641e-05i,0.00059985+0.00010722i,0.00024035+0.00099106i,0.00039334+0.0010061i,0.00054394+0.00095349i
0.0024869+0.00028081i,0.0018801+0.0001592i,0.00093792-0.00090871i,0.00029242+6.411e-05i,-0.00030664+0.0017523i,-0.0004413+0.0019581i,3.4413e-05+0.0013228i,0.00049441+0.00057309i,0.0010179-0.00012557i,0.00079069-8.1795e-05i,-0.00016321+9.1296e-06i,-0.00035763+9.1971e-05i,-0.00040302+0.00038564i,-0.0012485+0.00049301i,-0.0010793+0.00052329i,2.1753e-05+0.00052569i,0.00053968-0.00012335i,0.0010316-0.00040115i,0.00049508+0.00012832i,-0.00064915+0.00033868i,-0.00058074-0.00010513i,0.00011562-0.00055399i,0.00016246-0.00085465i
-0.00094843+0.0010418i,-0.00068566+0.00037322i,0.00013734-0.00092006i,0.00075824-0.0013476i,0.00098379-0.00040456i,0.0011544+0.00013378i,0.00078092+0.00011099i,0.00087858+0.0008882i,0.0018024+0.00013267i,0.0017816-0.00094556i,0.0013607-0.0012829i,0.0014653-0.0019183i,0.0015383-0.00090811i,0.0012916+0.00033613i,0.00074224+0.00034331i,0.00045008+0.00048435i,0.00011863+0.00080638i,4.8297e-05+0.00072298i,0.00019397-0.00019667i,-0.00046821-0.00068111i,-0.0012921-0.00038201i,-0.00071769+0.00014332i,0.00024606-4.488e-05i
0.0021265+0.001871i,0.0021303-6.4065e-05i,0.001878-0.0012864i,0.0013302-0.0013669i,0.00062201-0.0010151i,-0.00031198+2.4712e-05i,2.5445e-06+0.00048443i,0.00065808+5.9635e-05i,0.00086303-0.00024919i,-1.4004e-05-0.0016299i,-0.00074118-0.0030556i,0.00010903-0.0024657i,0.00078033-0.00085656i,-0.00023415-0.00063502i,-0.00078912-0.00028274i,-0.00088897+0.00041253i,-0.00074903+8.8359e-05i,-0.00024063+0.00091228i,-0.0001035+0.0010964i,-7.9069e-05+0.00095292i,0.00028451+0.00072465i,0.00060973+0.00021247i,0.00042897-0.00051109i
0.00036431+0.0014966i,-0.00013275+0.0012386i,-5.2252e-05+0.00082792i,0.00035767+0.0003043i,0.00016483-0.00039869i,-0.0003264-0.0010544i,-0.0004434-0.00069536i,-0.0005737-0.00034752i,-0.00064359-0.0011347i,-0.00066427-0.002072i,-0.00041241-0.0017692i,-0.00040669-0.00063765i,-0.0010005-0.00028263i,-0.0013785-0.00068185i,-0.001028-0.00078332i,-0.00019018+0.00027986i,0.00033925+0.00094762i,-0.00010637-8.3319e-05i,0.00065916-0.00096981i,0.0013166-0.00019131i,0.00027314-8.7698e-06i,0.00022317-0.00074634i,-8.8767e-05-0.00047625i
0.00034839-0.0016182i,-7.6417e-05-0.00073425i,-0.00089685-0.00053931i,-0.0012498-0.00037886i,-0.0010736-0.00021895i,-0.0011984+0.00067963i,-0.0010143+0.0011497i,-7.5358e-05+0.00048934i,0.00068412-0.00049426i,-0.0003317-0.00050965i,-0.00070163+0.00046989i,-0.00035778+0.0010128i,-0.0006236+0.0016268i,-0.00074939+0.0017161i,-0.00040114+0.00060447i,0.00050837-0.00054543i,0.00062724-0.00069872i,0.00055351-7.1614e-05i,0.0013022+0.00044435i,0.0010314+0.0010889i,9.506e-05+0.0012427i,-0.00035857+0.00099279i,-6.1847e-05+0.00088947i
0.0038077+9.5795e-05i,0.0025358-0.0026552i,0.0016831-0.0032065i,0.0011412-0.002216i,2.5386e-05-0.0013906i,-0.00072335-0.00039718i,-0.00046768+0.00092555i,-0.00026083+0.0020573i,-0.00010361+0.0011652i,-9.5936e-05-4.0259e-05i,-0.00061793+0.00039813i,-0.0012273+0.00057795i,-0.0014382+0.00093765i,-0.0011978+0.0015231i,-0.00020507+0.0012271i,0.00012348+0.00043935i,0.00045259+4.9953e-05i,0.00045283+9.7674e-05i,0.00025374-0.00058034i,0.00069451-0.00092497i,0.00039473+0.00011095i,-0.0001539+0.00022338i,-0.00046093+0.00066237i
0.00024337-9.3368e-06i,0.00017863+0.00031265i,-0.0007868-0.0016184i,-0.0021544-0.0013233i,-0.0028459-0.00032249i,-0.0020625-0.00043896i,-0.00086614+0.00045081i,0.00042983+0.0013316i,0.0016425+0.0013497i,0.0012677+0.0014052i,0.00041503+0.00065625i,-0.00015534+2.5436e-05i,-0.00043548+3.0535e-05i,-0.00038039-0.00018894i,-0.0008433+0.0001957i,-0.00086512+8.0436e-05i,-5.4012e-05+0.000249i,6.8378e-05+0.0010883i,0.00086968+0.0008635i,0.0012141+0.00011379i,0.00042054-0.00046144i,-5.7596e-05+2.8879e-05i,-0.00047687+0.00043332i
