-0.0026008+0.00093511i,-0.0032709-8.6286e-05i,-0.0047443+0.00042212i,-0.0045036+0.0022189i,-0.0036627+0.0034692i,-0.0023674+0.0039764i,-0.00085042+0.0035436i,-0.00051821+0.0024063i,-0.00033786+0.0012635i,6.084e-05+0.00032749i,-0.00014626-0.000138i,-0.00065669+4.8723e-05i,-0.00054581-2.1529e-05i,-0.00059651-0.00033467i,-0.00038959-0.00040271i,-0.00084433-0.00069956i,-0.0011477-0.00098616i,-0.00070674-0.00063616i,-0.00065308-0.00041993i,-0.0008576-0.00044702i,-0.0011633-0.00081783i,-0.00017611-0.00096116i,0.00066374+0.00028375i
0.0001555-0.0014832i,-0.0028293-0.0020695i,-0.004819-0.00038432i,-0.0044999+0.0015938i,-0.0029551+0.0020726i,-0.0017053+0.0019054i,-0.00067404+0.0013034i,0.0002553+0.00058783i,0.0004217+0.00029649i,-0.00031135+0.00025175i,-0.0011852+4.8819e-05i,-0.0009903+0.00038141i,-0.00026678+0.00061532i,0.00026394+1.0158e-05i,0.00025826-0.0007897i,-0.00018076-0.0015108i,-0.00014565-0.0011098i,-0.00031004-0.00011024i,-0.00089847-0.00025413i,-0.00025508-0.00047004i,-5.0568e-05-4.6449e-05i,-0.0008593+0.00010208i,-0.00081583+0.00022318i
-0.0031554-0.00017132i,-0.003484-0.00056418i,-0.0051366+1.5137e-05i,-0.0047883+0.0007584i,-0.0027+0.0011844i,-0.0008962+0.0016342i,9.5544e-05+0.0012041i,0.00035954+0.00019606i,0.00010044-0.00042136i,2.3439e-05-0.00048296i,0.00017533+0.00049965i,-0.00029832+0.00093859i,-0.00032244+0.00037283i,-6.0115e-05-0.00049512i,-0.00030207-0.00066898i,-0.00085099+0.00028057i,-0.0015105+0.00030373i,-0.0011459-7.1907e-05i,-0.00041478-0.00020236i,0.00043763-0.00034348i,0.0012516-0.00012439i,0.00050016+0.00013541i,-0.0010968+0.00040721i
-0.0012216-0.0028076i,-0.0026599-0.002252i,-0.0050214-0.00064607i,-0.0049267+0.0017822i,-0.0029244+0.0032573i,-0.001193+0.0031811i,0.00041181+0.002567i,0.00080701+0.0010227i,0.00063023-0.00025683i,5.7952e-06-0.00022686i,-0.00052493+0.00046606i,-0.00056121+0.00081182i,-0.00019186-0.00016688i,-7.3458e-05-0.00087829i,-8.4662e-05-0.00070558i,9.2039e-05-0.0010524i,0.00062743-0.0013392i,0.00057631-0.001134i,0.00070755-0.00055473i,0.00060814+4.1927e-05i,-0.00039432-0.00018994i,-0.0010964-0.00095578i,-0.00077294-0.0010323i
0.0022145-0.00070432i,-0.00025179-0.0022779i,-0.0023182-0.00075324i,-0.0027796+0.0011049i,-0.0022435+0.0010523i,-0.0012861+0.00046353i,0.00015396+0.0010719i,0.0012291+0.00072255i,0.0014648-0.00052954i,0.0011053-0.00027952i,0.00043711+0.00015293i,0.00063819+0.00022987i,0.0002213+0.00078632i,-0.00016086+0.0010145i,0.0003236+0.00085335i,0.00074818+0.00046387i,-2.2148e-05-0.00042622i,-0.0003968-0.00039641i,3.2112e-05-0.00012115i,0.00047041-0.00014115i,0.00054637+0.00020473i,0.00033607+0.00032992i,0.00038684+2.7724e-05i
-0.0029121+0.00027625i,-0.0047635-0.0012563i,-0.0059234-0.0015101i,-0.0049697+0.001109i,-0.003251+0.0020871i,-0.0020157+0.0018483i,-0.00062358+0.0015127i,8.5575e-05+0.00065491i,0.00051776-9.5068e-05i,0.00047601-0.00030101i,-0.00067339-0.00021112i,-0.0011171+0.00012721i,-0.00039867-0.00016573i,-0.00018877-0.00029438i,-0.0002572+4.1918e-05i,-5.8869e-05+0.00011498i,-8.7274e-05+0.00031594i,-0.00029243+0.00026286i,-0.00057457+0.00027626i,0.00020048+0.00019008i,0.0011555+4.2466e-05i,0.0014882+0.00049646i,0.0010327+0.00088464i
0.0017239+0.0014087i,-0.00031759+0.0018634i,-0.0021496+0.0010847i,-0.0018112+0.00059302i,-0.0015166+0.001217i,-0.0014146+0.0011857i,-0.000517+0.0011261i,-0.00025566+0.0005547i,-6.1516e-05-0.00039248i,3.8149e-05-0.00020198i,-0.00017843-0.00013071i,-0.00022057-4.0947e-05i,-0.00040191+3.8189e-05i,-0.0007575+0.00040057i,-0.00077325+0.00030918i,0.00012543+5.8322e-05i,0.00044572-0.00025935i,-0.00023047-0.00040385i,-0.00023941+5.7968e-05i,-0.00027739+0.00034391i,-0.00046677-0.00049312i,-0.00055161-0.00049327i,-0.00014564+0.00080131i
-0.0012471-0.0028865i,-0.0036942-0.0028972i,-0.0052705-0.0014708i,-0.0044402+8.0236e-05i,-0.0032752+0.00093593i,-0.002099+0.0020442i,-0.00088134+0.0021339i,-0.00040112+0.00067779i,0.00029942+0.0001843i,0.00046902+0.00080916i,-0.00024701+0.0011828i,-0.00053229+0.0013255i,-0.00057577+0.00075017i,-0.00038652+0.00081901i,2.0187e-05+0.0011755i,0.00043646+0.00066723i,0.00035063-0.00012944i,8.4624e-07-0.00013486i,-0.00057781+0.00028144i,-0.00052378-0.00013377i,-0.00012955-0.00016355i,-0.0010139+2.8274e-06i,-0.0011683-0.00025715i
0.00058632-0.001362i,-0.0018099-0.0019499i,-0.0040042-0.00068616i,-0.0048422+0.0013088i,-0.0044177+0.0024505i,-0.0033713+0.0022288i,-0.0012841+0.0017781i,-2.6802e-06+0.0010909i,-5.6823e-05+3.1738e-05i,-6.0771e-05-0.00063124i,0.0001407-9.0938e-05i,0.00030833+0.00063081i,-0.00026814+0.00062336i,-0.00065554+3.7241e-05i,3.1951e-05-0.00033136i,8.7341e-05+0.00026815i,-0.00025419-8.1389e-05i,2.0263e-05-0.0010113i,0.00069823-0.00095148i,0.00087774-0.0010909i,0.00032294-0.001125i,-0.0003845-0.000474i,-0.0012609+0.00023981i
-0.00046677+0.00077882i,-0.0026011-0.00086097i,-0.0031702+0.00058887i,-0.0024194+0.0018293i,-0.0018544+0.0018724i,-0.00099575+0.0013835i,-0.00027915+0.00015955i,-0.00042851-0.00083187i,0.00014613-0.00057442i,0.00036175+0.0001938i,-0.00033018+0.00042364i,-0.00049031+0.00025429i,-0.00030887+0.00048403i,-0.00027416+0.0005697i,-5.248e-05-0.00051122i,-6.6191e-05-0.00070949i,-0.00058001-1.9213e-05i,-0.00032271-0.00044247i,0.0003165-0.00036024i,-0.00014814+6.8755e-05i,-0.0008034-0.00016932i,-0.00075908+0.00013809i,-0.00047115+0.0010296i
-0.00057907-8.8967e-05i,-0.0016941-0.0014419i,-0.0025209-0.00061696i,-0.0029867-0.00060407i,-0.0028656-0.0016985i,-0.001759-0.00092356i,-0.00029976+0.00045872i,-0.00015484-0.00011282i,-0.00020793-0.00020813i,-0.00015866+0.00050884i,-0.00037274+0.00039104i,-0.00060975+0.00050742i,-0.00046909+0.00043424i,-0.00023271-0.00017184i,0.00019684-0.00010611i,0.00039696+0.00026082i,-0.00023129-0.00032704i,-7.3458e-05-0.00065931i,-0.00022678+0.00019213i,-0.00081304+0.00060303i,-0.00059984+7.0536e-05i,-0.00024949-0.00045991i,0.00034553-0.00066657i
-0.0012683-0.00017319i,-0.003462+0.00022858i,-0.0044062+0.00097219i,-0.0036851+0.0021956i,-0.0026632+0.0026003i,-0.0018686+0.0023918i,-0.00051725+0.0017645i,0.0004341+0.00055087i,0.00022595-0.00014193i,-0.0005455-0.00016793i,-0.0007268-0.0001637i,-0.00092978-0.00050234i,-0.0014434+0.00017666i,-0.00092539+0.0010998i,0.00021614+0.00098418i,-0.00019224+0.00028063i,-0.0011122-0.00010868i,-0.00080889+9.5831e-06i,-0.00012442+0.00015197i,0.00038406-0.00017984i,0.00042264-0.00023358i,-0.00062634+0.00026098i,-0.00069887+0.00062785i
-0.0020037-0.00079531i,-0.002855-0.00048594i,-0.0041395+0.00060094i,-0.004565+0.0010068i,-0.003323+0.00098236i,-0.001958+0.00073387i,-0.0016567+0.00056065i,-0.00097184+0.00067411i,-0.00028852+0.00055456i,2.6043e-06+0.00021451i,-0.00039351+0.00042375i,-0.0011121+0.0007015i,-0.00036036+7.3235e-05i,0.00096877-0.00087097i,0.00071723-0.00053333i,-4.58e-05-0.00045519i,1.4972e-05-0.00015566i,-4.1886e-05+0.00022412i,-0.00027185-0.00028634i,7.192e-05-0.00051219i,0.00029325-0.00065744i,-0.00049817-0.00084961i,-0.00084009-0.00020318i
-0.00088992-5.4865e-05i,-0.0028016-0.002103i,-0.0052948-0.0017288i,-0.0051898+0.00026292i,-0.0032222+0.0015026i,-0.0012602+0.0015395i,0.00093124+0.001393i,0.0013728+0.00087478i,0.00065604+0.00033172i,-8.4192e-05+0.00013253i,-5.9548e-05-0.0003965i,-9.2282e-05-0.00022839i,-0.00077466+8.4114e-05i,-0.00051963-0.00032316i,-0.00077192-0.00055515i,-0.0016603-0.0008135i,-0.00071734-0.00073014i,-0.00023594-0.0002187i,-0.00094661+0.00025072i,-0.0011181+0.00057297i,0.0002176+0.00075701i,0.0006327+0.0010043i,-0.00032905+0.00064631i
-0.0013687-0.00093289i,-0.0034122-2.6152e-05i,-0.0057947+0.00032255i,-0.0055601+0.0014096i,-0.0033917+0.002085i,-0.0016587+0.0024752i,-0.00082989+0.0019853i,-0.00012024+0.0011014i,0.00025089+0.00035111i,-1.0982e-06-0.00019352i,-0.00067563-0.00024717i,-0.00051037+8.1793e-05i,-0.0002118+0.0001636i,-0.00071647+0.00015843i,-0.00047039-7.8714e-05i,0.00030255-0.0003207i,0.00045061-0.00018701i,-0.00014495+0.00015897i,-0.00052609+0.00043189i,-0.00061145+0.00044177i,-0.0010738+0.00025553i,-0.00060039+0.00070025i,0.00020317+0.00089944i
-0.0017251+0.0019424i,-0.0028769-0.00033734i,-0.0029228-3.0206e-05i,-0.0010923+0.0013242i,0.00046433+0.0016215i,0.00016512+0.00068363i,0.00036418-0.00046612i,0.00050245-0.00041794i,0.00010532+0.00011711i,-0.00017019-0.00084128i,-0.00039098-0.00108i,-0.00088359-1.6698e-06i,-0.00077961-0.0001175i,0.00011022+0.00012184i,0.00080318+0.00051046i,0.00039759+0.00010512i,0.00016536-0.00054186i,5.1828e-05-0.00049475i,-0.00018061+0.00070305i,-8.7502e-05+0.00096445i,-0.00030882+0.000496i,-4.474e-05+0.00014273i,0.0003863-7.8872e-05i
0.00099861-0.0015145i,-0.0026252-0.0022083i,-0.0058953-0.0020239i,-0.0059388+0.00011986i,-0.004055+0.0019191i,-0.0022943+0.0024954i,-0.0011996+0.0014321i,0.00019082+0.00058793i,0.00049162+0.00058124i,-0.00015947+0.00045599i,-0.00055676+0.00037625i,0.00020351+0.00029792i,0.00091344+0.00057108i,0.00022816+0.00058251i,4.8355e-05-8.0821e-05i,0.0002314-9.891e-05i,0.00013778+0.00040579i,-1.797e-05-0.00021147i,-0.00027353-0.00038703i,-0.00048798+0.00028034i,-0.00054173+0.00045385i,-0.00036547-4.5239e-05i,-2.9634e-05-0.00039986i
-0.0023451-0.0021199i,-0.0034774-0.0026106i,-0.0043878-0.00095702i,-0.0036638+0.00082514i,-0.0020233+0.0013998i,-0.000701+0.0021063i,0.00054338+0.0019569i,0.0010823+0.0007059i,0.00063013-0.0002808i,-7.5902e-05-0.00049057i,-0.00087071+4.4253e-06i,-0.0012726+0.00010031i,-0.0011435-0.00018079i,-0.001043-0.0007068i,-0.00063386-0.00064156i,0.00048168+0.00019088i,0.0015203+0.00088085i,0.00089027+0.00074166i,-9.187e-05+7.7359e-05i,0.00012277-0.00086677i,-0.00015693-0.0014737i,-0.00096935-0.00069107i,-0.00051169+0.00017867i
-0.00086775+1.2456e-05i,-0.002717-0.0010561i,-0.0043878-0.001273i,-0.0053178+3.5664e-05i,-0.0043804+0.0018198i,-0.0024823+0.0025156i,-0.00086782+0.0023238i,0.00010159+0.0012149i,0.0006821+0.00048449i,7.4911e-05+0.00043102i,-0.00045592+0.00031825i,-0.00052444+7.7658e-05i,-4.4175e-05-0.00065348i,0.00053366-0.00026675i,0.00077575+0.0010751i,0.00081454+0.00086919i,0.00044614+0.00035452i,1.706e-06+0.00042647i,4.5914e-05+0.00020063i,-0.00025925+0.00044871i,-0.0004158+0.00066521i,0.00026928+0.00028271i,0.00037477+0.00013464i
0.001391-2.6428e-05i,-0.00056469+4.036e-05i,-0.0014711+0.00082433i,-0.0018423+0.00010845i,-0.0016343-0.00098489i,-0.00060883-0.00074471i,0.00041103-1.1885e-06i,0.00064639-5.5966e-05i,0.00075055-0.00027084i,0.0007073+0.00012846i,-5.6784e-05+6.0629e-05i,-0.00037074-0.00021925i,-7.471e-05+0.00034958i,0.00010275+0.0011805i,7.9848e-05+0.0011692i,-0.00039604+0.0010204i,-0.0010154+0.00048535i,-0.00067405+0.00071306i,-0.00053053+0.0015429i,-0.00082966+0.00047997i,-0.0002701-0.0012026i,0.00047577-0.00088336i,0.00039851-4.4496e-05i
-0.0019696-0.0012802i,-0.004677-0.0016257i,-0.0059007-0.00074594i,-0.0050937+0.00094658i,-0.0038725+0.0023918i,-0.0026206+0.0022527i,-0.0014764+0.0013495i,-0.00070552+0.00027322i,-0.0006227-0.00069034i,-0.00044832-0.00026455i,-0.00064259-0.00015512i,-0.00040835-0.00058246i,-0.00045377-0.00075319i,-0.0007531-0.0004966i,-0.00025231-0.00029384i,-7.6791e-05-0.00042723i,-0.00055756-0.00068043i,-0.0006975-0.00066919i,-0.00015527+0.0006334i,-0.00029368+0.00077315i,-0.00078906-0.00027367i,-0.00099217-9.9079e-05i,-0.00093045+2.8647e-06i
-0.00066311-0.00044378i,-0.0010281-0.0015374i,-0.0021217-0.0014051i,-0.0028467+0.00023622i,-0.0022611+0.0010385i,-0.00092657+0.0016459i,6.371e-05+0.0017803i,0.0007644+0.00088326i,0.00045298+0.00094256i,-5.1503e-05+0.0003579i,0.00011202-0.00025587i,0.00021261-0.0002625i,0.00048918-0.00078983i,0.00086672-0.0010169i,0.00018576-0.0003715i,-0.00045485-5.362e-05i,-5.6587e-05+0.00014287i,-0.00042258+0.00042215i,-0.00017367-0.00054626i,0.00043094-0.00091864i,-0.0003171-0.00030849i,-0.0004882-0.00027635i,-0.00047401-7.4439e-05i
-0.0020748-0.0023513i,-0.0031682-0.0028036i,-0.0054305-0.0022265i,-0.0052058-0.00014665i,-0.0033795+0.0016165i,-0.0021678+0.0020278i,-0.00039012+0.0017482i,0.00062639+0.00053527i,0.00015316-0.0003252i,-0.00063743-0.00033161i,-0.00041568+0.00027969i,0.00066105+0.00039473i,0.00020648+0.00026729i,-0.00031719+0.0015024i,-0.00024663+0.0017265i,-0.00013208+0.0011905i,0.00014808+0.00062432i,0.00021601+0.00017424i,-0.00014583+4.0965e-05i,-0.00043673-0.00041857i,9.6119e-05-0.00053784i,0.00045873-0.00029901i,-0.0001459-0.0005931i
-0.0014402+0.00018928i,-0.0033551-0.0015634i,-0.0053144-0.0013017i,-0.0058182+0.00074309i,-0.0050382+0.0020608i,-0.0036673+0.0023607i,-0.0012518+0.001299i,0.00068341+0.00011064i,0.00070763-8.796e-05i,9.9487e-05-0.00054253i,-0.00028306-0.00037225i,-0.000883+0.00048847i,-0.0013989+0.00078973i,-0.0012263+0.00068574i,-0.00050757-5.0414e-05i,-7.9863e-05-0.00091263i,-0.00066247-0.0011508i,-0.00045934-0.00043592i,-0.00039295+0.00021363i,-0.00023106-0.00021376i,0.00028436-5.3292e-05i,0.00025955+0.00070578i,5.6728e-05+0.00099151i
0.0011332+0.001918i,-0.00046709-0.00060873i,-0.001953-0.00071544i,-0.0022799+0.00069717i,-0.0020022-2.678e-06i,-0.0010019-0.00075794i,-4.0246e-05+0.00020102i,0.00055423+0.00013852i,0.00030402-0.00065175i,-0.00030228-0.00043381i,-0.00052992+3.2602e-05i,-0.00047139+0.00021168i,-0.00060226+0.0005166i,-0.00070105+0.0007104i,-0.0003804+0.00046147i,-0.00019888+0.00012515i,-0.0003606+0.00048382i,-0.0011056+0.00036599i,-0.00091696-0.00023914i,-0.00010831-0.00048925i,0.00031147-0.00075923i,0.00049742-0.0006365i,-0.00013354-0.00026388i
-0.00228-0.0037529i,-0.0032221-0.002524i,-0.0041005-0.0006642i,-0.0044892+0.00073657i,-0.0044107+0.0017439i,-0.0022819+0.0025093i,5.9754e-05+0.0016704i,0.0005853+0.00019637i,0.00049269-0.00027817i,0.00036212-1.2123e-05i,0.00033968+0.00047911i,0.00058391+0.001176i,0.00061023+0.0011985i,0.00037072+0.00048868i,0.00025579+2.6728e-05i,0.00052778+0.00014512i,0.00099018+0.00029846i,0.00095238+0.00023705i,0.00053916-0.00027587i,-6.14e-05-0.00081426i,-0.0004972-0.0002599i,-0.00052581+0.00035783i,-8.2208e-07+0.0010211i
-0.0006726-0.0008123i,-0.0024808-0.0029473i,-0.0039521-0.0022788i,-0.0045051-9.796e-05i,-0.0040426+0.00072676i,-0.0030323+0.00060817i,-0.0013919+0.00016772i,0.00011531-0.00041221i,0.00052912-8.6891e-05i,0.00018389+0.00096815i,-0.00076274+0.00098801i,-0.0015964+0.00065399i,-0.0011878+0.00025378i,-0.00056285-0.00013834i,-0.00024461+9.1466e-05i,-4.2637e-05+0.00035769i,-0.0007446-6.7765e-05i,-0.0010655+0.00037293i,-0.00028685+0.0011343i,0.0008085+0.001084i,6.9245e-05+0.00090068i,-0.00090025+0.00010039i,-0.00060889-6.1137e-05i
-0.00046838+0.0007296i,-0.0013162+6.6377e-05i,-0.0032051+0.0016643i,-0.0035598+0.0030241i,-0.0022946+0.0031691i,-0.0011014+0.0025447i,-2.5473e-05+0.0019068i,0.00043935+0.0011848i,0.00028299+0.00048789i,0.00018094-0.00024073i,0.00053787-0.00030989i,-6.4526e-05+1.6361e-05i,-0.00090645-0.00053617i,-0.00041691-0.00044315i,0.00012833+0.00034348i,0.00029578-6.7765e-05i,-0.00027821-0.00096392i,-0.00088798-0.0011308i,-0.00064777+0.00020026i,-0.00099941+0.0013925i,-0.00067765+0.00044324i,0.00020099-0.00037761i,0.00046871+6.9673e-05i
-0.0022466-0.0015192i,-0.0040286-0.0025381i,-0.0049076-0.0011437i,-0.0040197+0.00048463i,-0.002536+0.00090876i,-0.0015511+0.00012225i,0.00016507-0.00033399i,0.00054025-0.00018515i,-0.00032861-0.00045041i,0.00042837-0.00083281i,0.0010272-0.00061854i,0.00031603-0.00023175i,-0.00024599-0.00021762i,-0.00060016+0.00031233i,-0.00033697+0.0013028i,0.00010435+0.00086484i,0.00041955-0.00026684i,0.00018637-0.00061808i,0.00021874-0.00016167i,0.00019121+0.0003012i,0.00027253-0.00017322i,0.00046919-0.00016036i,1.4679e-05-0.00015429i
7.3364e-05-0.0017967i,-0.0024614-0.0025743i,-0.0048684-0.0018689i,-0.0047711-0.00028346i,-0.0034291+0.00068269i,-0.0017251+0.0008581i,-0.00038127+0.00070996i,-0.00011543+0.00026014i,-0.00052782+0.00020299i,-0.00077348+0.00070418i,-0.0011072+0.00083531i,-0.0009542+0.0003644i,-0.00036333-0.00037118i,-0.00048264-0.00021741i,-0.00069272-0.00034714i,-0.00013591-0.00024892i,-1.0125e-05+0.00028975i,-0.00023788+0.00033289i,-0.00046632+0.00054602i,-0.00071791+0.00076983i,-0.0004592+0.00080803i,-7.4531e-05+0.0012061i,0.00011457+0.00052569i
0.0016899-0.0018901i,-0.0021902-0.002815i,-0.0051884-0.0020451i,-0.0052671-3.8226e-05i,-0.0043851+0.00065676i,-0.0034212+0.0014468i,-0.0015489+0.0016942i,-9.6246e-05+0.00040324i,-0.00036501-0.00032607i,-0.0011346+5.6478e-05i,-0.0003971+0.00034845i,0.00062899+0.00092511i,0.00012916+0.0011085i,-0.00011438+9.3326e-05i,0.00039817-0.00057058i,0.00070104-0.00020047i,0.00032137-0.00015697i,-0.00022662-0.00028479i,-0.00034529+1.9818e-05i,0.00029337+0.00028162i,-4.8426e-05+0.00041492i,-0.000589+0.00023654i,7.8574e-05+0.00020384i
-0.0030558+0.0015544i,-0.0031682+0.00077499i,-0.0036045+0.0021993i,-0.0031378+0.0038025i,-0.0019218+0.0033873i,-0.0008546+0.0025908i,-7.4517e-05+0.0013685i,0.00017899+4.0116e-05i,0.00020782-0.00015293i,0.00099712+3.6123e-05i,0.0006925+9.9675e-05i,-4.3435e-05+0.00014917i,-0.00018522-0.00056841i,-0.0002729-0.00078059i,-0.00011351-9.1132e-05i,-0.00016791+0.00074934i,-0.00013514+0.0011251i,-0.0002466+0.0011233i,-0.00056668+0.00070095i,0.00037477-0.00011774i,0.0015834-0.00048146i,0.00092823+9.7365e-05i,0.00065264+0.00018575i
0.0023599-0.0018659i,-0.0013442-0.0035742i,-0.0040858-0.0027968i,-0.0041395-0.00067428i,-0.0034827+0.00053558i,-0.0026759+0.0013469i,-0.0013418+0.0013861i,0.0001626+0.0010769i,0.00014864+0.00027541i,-0.00041676-2.0027e-05i,-0.00063137+0.00066725i,-2.6777e-05+2.7927e-05i,0.0010209-0.00019498i,0.00034677+0.00016142i,-0.00025233-0.00036279i,3.2632e-05-5.4761e-06i,6.7447e-06-0.00015721i,-0.00026371-0.00077745i,-0.00040509-0.00073112i,5.3229e-05-0.00035729i,0.00054547-0.00032455i,0.00082426-0.00036029i,0.00055842+0.00030281i
-0.0020884+0.00032241i,-0.0032612-0.00012984i,-0.0038744+0.00042802i,-0.002971+0.0014389i,-0.0013666+0.0012057i,0.00035972+0.0010447i,0.0010536+0.0012108i,0.00077619+0.00088685i,0.00048045+0.00076181i,0.00016592+0.00056332i,-0.00052653-0.00038794i,-0.00066567-0.00056195i,-0.00059364-0.00069137i,-0.00024563-0.0009843i,0.00015952+5.0259e-05i,1.5137e-05+0.0012184i,0.00041038+0.0011667i,0.00047039+0.0010856i,-1.7172e-05+0.00079871i,-0.00062965+0.00017572i,-0.00071541-0.00019327i,-0.00082744+0.00014759i,-0.0011703+0.00075279i
9.7196e-05-0.00075098i,-0.0024641-0.0014559i,-0.0043661-0.00086597i,-0.0043352+0.00066937i,-0.003772+0.0018198i,-0.003129+0.0016848i,-0.0017162+0.0013889i,9.9432e-05+0.00082941i,0.00028136-1.1541e-05i,-0.00088079+9.5904e-05i,-0.00085295+0.00099903i,-0.00043292+0.00028969i,-0.00093791-0.00027642i,-0.0015007+0.00018277i,-0.00084322+0.00038577i,-0.00042728+0.00072379i,-0.00080149+0.00021957i,-0.00016676-4.5165e-06i,0.00063544-8.0249e-05i,0.00013728-0.00031173i,-0.00041039-0.00017757i,8.4665e-05+6.398e-05i,0.00029684-0.00039288i
0.0013772-0.00062371i,-0.00067127-0.00085699i,-0.002974-0.00084123i,-0.0034238+0.00023681i,-0.0025436+0.0012908i,-0.0015248+0.0022265i,-0.00046062+0.0026826i,0.00072455+0.0014011i,-0.00042293+0.00022224i,-0.0013968-0.00051269i,-0.00033381-0.00040509i,-2.0935e-05+0.00050766i,-0.00053559+0.00057863i,-0.00025287+0.00047916i,-0.00047771+0.00056875i,-0.00053587+0.00097579i,-0.0003226+0.00069595i,-0.00044296-0.00080075i,-3.7497e-05-0.001083i,0.00096581-0.00098983i,0.00074319-0.00052848i,-0.00037815-0.00040296i,-0.0010206-0.00048391i
-0.0037393+0.00017562i,-0.0047928-0.0013599i,-0.0057017-0.00069771i,-0.004933+0.0014504i,-0.0026482+0.0027456i,-0.00092562+0.0017837i,-0.00026222+0.00013221i,-0.00031541-0.00085282i,-0.00045948-0.0011218i,-3.4675e-05-0.00071836i,-0.00033958-0.00018935i,-0.00028802-4.8599e-05i,0.00017594+0.00013334i,0.00039576-0.00016156i,0.00074302-0.00035258i,0.00045522-3.1406e-05i,-0.00049729-0.00053471i,-0.00047818-0.0010252i,-0.00017919-0.00060813i,-9.3813e-05-0.0004516i,0.00077365-0.00047501i,0.0007287-8.3836e-05i,-0.00020122+0.0002402i
-0.0020486+0.0024112i,-0.0025178+0.00099497i,-0.0030371+0.00031137i,-0.0020499+0.0010707i,-0.0010328+0.0019982i,-0.00056882+0.00078414i,7.4344e-05-9.9789e-06i,0.00061736+0.00034696i,0.00046954+0.00047031i,0.00039438-5.2369e-05i,9.5705e-06-2.2735e-05i,-0.00069503+0.0005897i,-0.0012653+0.00043646i,-0.00077208-2.5479e-05i,-0.00039128+8.2997e-05i,-0.00022051+0.00023051i,-0.00073212+0.00027251i,-0.0014668+0.00016878i,-0.00092285-1.4017e-05i,-0.00025863-0.0001352i,-0.00020955-0.00010388i,-0.00037408-0.00018001i,-0.00058028-0.00015001i
0.0036462-0.0011643i,0.00032746-0.0022883i,-0.0016976-0.0026275i,-0.0023767-0.0019127i,-0.0027591-0.00045107i,-0.0024457+0.0011464i,-0.0015143+0.0016184i,-0.00053335+0.0015338i,0.00049964+0.00082586i,0.00049892-0.00039925i,-0.0015269-0.00064138i,-0.0023574-0.00012387i,3.4804e-05+0.00023595i,0.00094249-7.2021e-05i,-0.00027476-0.00027834i,-0.001152+5.5567e-05i,-0.0015943+0.00024389i,-0.0010848+5.9661e-05i,-0.00028435-0.00016361i,0.00029886-0.00055169i,1.3174e-05-0.00042105i,-0.00040692+0.00016911i,0.00028665+0.00070112i
-0.0024039+0.00089652i,-0.0030408+0.00050232i,-0.00384+0.0010293i,-0.0044759+0.001307i,-0.0031349+0.001818i,-0.0014465+0.0019792i,-0.00047906+0.0018355i,0.0002329+0.0018148i,0.00020412+0.0012751i,-0.00016527+0.0002098i,-0.00026314-0.00027437i,-8.3469e-05+0.00030861i,0.00018659+1.409e-06i,-0.00032524-0.00011314i,-0.00075371+0.0010379i,-0.00031651+0.00081771i,0.000237+0.00031318i,0.00013207+0.0001988i,-0.0003411-9.812e-05i,-0.000405-0.00036221i,-0.00064025+0.00019147i,-0.00027343+0.00030815i,0.00035887-0.0001959i
-0.0026084-0.0010824i,-0.0043277-0.00095405i,-0.0062508-0.00059876i,-0.005256+0.0017427i,-0.0031753+0.003359i,-0.0017163+0.0027718i,-0.00016678+0.0017084i,0.00049692+0.00035472i,0.00018281-0.000188i,-0.0011859+0.00011272i,-0.0021578+0.00032453i,-0.0006522+0.0011708i,0.00043857+0.00099028i,0.00015174+0.0002211i,0.00022035+0.00044815i,-0.00012078+0.0015198i,-0.00074246+0.0013429i,-0.0011386+0.00066114i,-0.0016875+0.00061926i,-0.0016002+0.00010561i,-0.0014118-6.3908e-05i,-0.0010371+0.00057788i,-0.00043637+0.00066176i
0.0013557-0.0033466i,-0.00057496-0.0038062i,-0.0020257-0.0022054i,-0.0028582+0.00049623i,-0.0025936+0.0014808i,-0.0019375+0.00087314i,-0.0012185+0.0011188i,-0.00047759+0.00084769i,0.000109-0.00018677i,0.00030907-0.0006254i,-0.00051303-0.00012084i,-0.0010259+0.00023119i,-0.00035136+0.00033144i,-0.00047418+4.4135e-05i,-0.00087052-0.00032698i,-0.00023172-0.00021664i,0.00030438-1.5018e-05i,0.00045013-7.1792e-06i,0.00034005+0.00027275i,-4.4528e-05+0.00013159i,-0.00049818-0.00018882i,-0.00073108-0.00077838i,0.00014241-0.00094295i
-0.0014059+0.001019i,-0.0032229-0.00094859i,-0.0035408-0.00074804i,-0.0034173+0.0011405i,-0.0031905+0.0018395i,-0.0022928+0.0012922i,-0.00063645+0.0011544i,-0.00030404+0.00081523i,-0.00063561+0.00015619i,-4.34e-05-0.0001978i,7.1035e-05-0.00045763i,-0.00079014+0.00011082i,-0.0011251+0.000555i,-0.00049204+0.00012249i,-0.00056641-0.00018789i,-0.00072207+0.00010792i,-0.00027742+0.00010763i,-0.00011391+0.00018261i,-0.00011084+9.437e-05i,5.9414e-06-0.00031712i,-6.6807e-06-0.00070873i,-9.3966e-05-0.0010731i,-0.00056119-0.00078206i
