-0.0031646+0.00033061i,-0.001862-4.1674e-05i,-0.003245-0.00045235i,-0.0041003-0.00034707i,-0.0029371+0.00080621i,-0.0021551+0.0018849i,-0.0018456+0.0021686i,-0.00075037+0.0016496i,-0.0005269+0.00038132i,-0.00089155+0.00037507i,-0.00013119+0.00065312i,0.00054728-0.00013391i,-0.00011207-0.00039305i,-0.00054752+0.00018793i,-0.00024324+0.00029131i,0.00040823-0.00030228i,0.00087667-0.00018998i,0.00064881+0.00071958i,0.00025733+0.0009157i,0.00033468+0.00076124i,0.00058993-9.1673e-05i,0.00026157-0.00079378i,-4.6501e-05-0.00058243i
0.00089835+0.00074376i,0.00082646+0.00043022i,0.00093865+0.00043138i,0.00033106-0.00088914i,0.00023861-0.0017451i,-9.6421e-05-0.0015709i,-0.0010104-0.0011052i,-0.0014087-0.00087498i,-0.0018143-0.00066879i,-0.0012465-0.00075965i,-8.8021e-05-0.00051423i,0.00029652-0.00025001i,2.0897e-05-0.00080846i,0.00064811-0.00086558i,0.00082436+0.00010981i,0.00044199+0.00047658i,0.00014367+0.00090739i,0.00027025+0.001363i,-0.00053848+0.0015434i,-0.0008237+0.0011131i,7.3857e-05+0.00016029i,0.00033505-0.00027941i,0.00065276+0.00019873i
0.00093523-0.0012822i,0.00080221-0.0013964i,-0.00014331-0.0023362i,-0.0016672-0.002454i,-0.0024469-0.0012941i,-0.0017512-0.00038611i,-0.00079672-0.00056678i,-0.00019634-0.000231i,0.00046863-0.00079164i,9.6389e-05-0.00091282i,-7.9583e-06-0.00028835i,0.00041929+0.00024332i,-0.00032433+0.0002737i,-9.6547e-05+0.00026154i,0.00088204+0.00040442i,0.00088998-0.00022887i,0.00097334-0.00093101i,0.00064535-0.0011151i,5.8916e-05-0.00091068i,-0.00042286-2.0096e-05i,-0.00023893+0.00076984i,0.00028489+0.001205i,0.000448+0.0012487i
-0.0017069+0.00047598i,-0.0018232-0.0015941i,-0.00176-0.0013942i,-0.001285-0.00032346i,-0.00087072+3.7496e-05i,-0.00053002-2.6949e-05i,0.00027376-0.0009775i,0.00041203-0.0019216i,-0.00031788-0.0022307i,-0.00072729-0.0016613i,-0.00071801-0.0011138i,-0.00036607-0.00088899i,6.306e-05-0.00038841i,-0.00026342+0.00024859i,-0.00046159+0.00058589i,3.614e-05+0.00028314i,0.00059219+2.635e-05i,0.00055044+0.00039166i,-4.2302e-05+0.0011527i,-0.0002761+0.0016417i,-0.00030257+0.0017049i,-0.00066223+0.00091497i,-0.00050689-9.6645e-06i
0.0013059-0.00028117i,0.0011161-0.0016063i,0.0011945-0.0024551i,-0.000256-0.002578i,-0.0010872-0.0026674i,-0.00089804-0.0014488i,-0.0010873-0.00035129i,-0.0016829-0.00071836i,-0.0015908-0.001407i,-0.0012364-0.0018172i,-0.00075045-0.001882i,-0.0004383-0.00088902i,-0.00054175-4.7876e-05i,-0.00051733+0.00022034i,-0.00033034+0.0011013i,0.00045916+0.0013567i,0.00011691+0.00077128i,-0.0006243+0.00070837i,-0.00045965+0.00059451i,-0.00059963+0.00053536i,-0.00060763+0.00026243i,-0.00063178-0.00050054i,-0.0005801-0.00039757i
0.0017693+8.9858e-05i,0.0018259-0.0011149i,0.0013716-0.003174i,0.0002817-0.0036634i,-0.00093495-0.0036016i,-0.0014069-0.0023829i,-0.0019945-0.0017558i,-0.0016871-0.0018002i,-0.0013274-0.0019017i,-0.0015298-0.0013645i,-0.0013112-0.0003718i,-0.0012424+5.6471e-05i,-0.00095988+0.00026909i,-0.0011801+0.00051272i,-0.0012061+0.00066172i,-0.00019921+0.0010911i,0.00047298+0.0015178i,0.0001929+0.0010151i,0.00031725+0.00054043i,0.00070387+0.00025231i,0.00052224+1.2191e-05i,-8.232e-05-0.00036994i,-0.00024169-0.000852i
0.00064368+0.0003991i,0.00054836-0.00055581i,-0.00032328-0.00016038i,-1.1786e-05-0.00028134i,0.00025432-0.0005049i,-0.00024855-9.7291e-05i,-0.00079532-0.00012077i,-0.0011568-0.0013182i,-0.0011188-0.0023207i,-0.0010258-0.0020863i,9.8846e-05-0.0013468i,0.0012243-0.0011539i,0.00054811-0.0011029i,-0.00030437-0.0001841i,-0.00057077+0.00086246i,-0.00063311+0.0012279i,-0.0002045+0.0010953i,0.00035019+0.00087996i,0.00045149+0.0009246i,0.00010801+0.0010637i,-0.00055709+0.00073901i,-0.0010463-6.6384e-06i,-0.00064276-0.00018622i
-0.0010895+0.00063196i,-0.0014915+0.00038679i,-0.0031653-0.00029508i,-0.0037327-0.0016399i,-0.0016088-0.002201i,-0.00043011-0.0017153i,-0.00095683-0.0017453i,-0.0011192-0.0015812i,-0.001019-0.0014681i,0.00014357-0.0011118i,0.00069782-0.00060086i,0.0003885-8.7597e-05i,0.00011633-0.00044199i,-0.00086356-0.00079205i,-0.0013199-0.00019793i,-0.00036118-3.303e-05i,0.0002064+4.5381e-05i,0.00017583+0.0009633i,-0.00057661+0.0010415i,-0.00061168+0.00059717i,9.7542e-05+0.0010125i,3.9373e-05+0.00039594i,4.3039e-05-0.00016608i
0.00030108+0.0014055i,0.0009492-0.00065756i,0.0029027-0.0012852i,0.0029528-0.0014263i,0.0013424-0.0014419i,0.00022464-0.0012375i,-0.00048984-0.0010946i,-0.00090298-0.0016316i,-0.00076332-0.0012299i,0.00027474-0.000657i,0.0016797-0.0013201i,0.0018423-0.0016394i,0.0010958-0.00091132i,0.0002199-0.00086992i,-0.00029026-0.0012979i,-0.00048792-0.00019991i,-0.00053522+0.00025425i,-8.3244e-05+0.00013728i,0.00026499+0.00068243i,-3.0601e-05+0.00043858i,0.00026751+0.0007468i,0.00037057+0.00079308i,-0.00015112+0.00029701i
0.0020367+0.0016689i,0.002944+0.00070316i,0.0033138-0.00058715i,0.0015074-0.0020795i,-2.0846e-05-0.00223i,-0.00056767-0.0014777i,-9.7252e-06-0.0013296i,7.3162e-05-0.0013532i,-0.00086069-0.00085179i,-0.0010581-0.00020732i,-0.0013203-0.00016789i,-0.0011113-0.00028762i,-0.0010141-0.0001501i,-0.0012541-0.00017068i,-0.00070719+0.00026499i,-0.00029433+0.00092674i,-0.00041216+0.0012797i,-0.00049128+0.00075247i,7.4503e-05+0.00046371i,0.00075935+0.0006511i,0.00065936+0.00033847i,0.00018164+0.00042318i,-0.00041925+0.00090789i
0.00068524+0.0013414i,0.0010637+0.00095235i,0.0023904+0.00083232i,0.0022341-0.0012881i,0.00097624-0.0017221i,0.0011576-0.0011863i,0.00072194-0.0010846i,-0.00063473-0.0011356i,-0.00058395-0.0015464i,0.00022942-0.0013318i,0.00038121-0.0011752i,-0.0003653-0.0012172i,-0.00064838-0.00069796i,-0.00068609-0.00014435i,-0.00042254+0.00076389i,-0.00035416+0.0012778i,-0.00081492+0.0011205i,-0.00058001+0.0010214i,-0.00031726+0.0003891i,-0.00044735-0.00022487i,-0.00051563-6.8276e-05i,-0.0003225-0.00029092i,-0.00022039+7.5979e-05i
-0.00088635-0.00032792i,-0.0006704+0.00026294i,-0.00098558+0.00074438i,-0.0014633+0.00043665i,-0.001225+0.00017514i,-0.00061502+0.0005178i,-0.00025111+0.00026445i,-0.00075787-0.0012487i,-0.0011921-0.0023491i,-0.0012812-0.0022498i,-0.00080547-0.0012872i,-0.00031663-7.7953e-05i,-0.00044263+0.00054596i,-0.0012136+0.00098113i,-0.0016319+0.0012803i,-0.00087948+0.00095573i,1.9544e-06+0.00042792i,0.00039922+0.00097397i,-5.7059e-05+0.001432i,-0.0010069+0.0013594i,-0.0008806+0.0012534i,-0.00066151+0.00043361i,-0.00015856+0.00020256i
0.0003413-0.00083624i,0.00055332-0.0020638i,-0.00047381-0.0025213i,-0.0015191-0.0028912i,-0.0020671-0.003178i,-0.0015241-0.0022155i,-0.0011958-0.0015905i,-0.0012531-0.0015607i,-0.0010935-0.0020308i,-0.00056077-0.0018792i,-9.2663e-06-0.00062148i,-0.00038873-0.0009902i,-0.00081974-0.0006189i,-0.00070192+0.00030406i,-0.00044432+0.0003147i,-0.00076451+0.00045813i,-0.00082789+0.00075744i,-0.00043062+0.00048157i,0.00020428+0.00040788i,0.00027787+0.0011268i,0.00023209+0.0012797i,-0.00014582+0.00022035i,-0.00059188-0.00021885i
0.0012541-0.0010097i,0.00081839-0.00018243i,-0.00031586-0.0011795i,-0.00030658-0.0017587i,-0.00021851-0.0010973i,-0.00018095-0.00046334i,0.00019782-0.00027934i,0.00057946-0.0011412i,0.00014716-0.0023189i,-0.00029787-0.0019621i,-0.0004115-0.00054183i,-0.00087806+0.00038294i,-0.0009429+0.00012385i,-0.00045668+0.00010511i,-5.2746e-05-0.00014466i,0.00053265-0.00021131i,0.00077773+0.00029071i,0.00075596+0.00013418i,0.00025256+0.00013346i,0.00028801-2.95e-05i,0.0006195-0.0002041i,-0.00014142+0.0001515i,-0.0005666-9.6305e-05i
0.00052191-0.0015691i,0.0018291-0.0032369i,0.0016323-0.004007i,-0.00067329-0.0041306i,-0.0025194-0.003686i,-0.0024137-0.0020906i,-0.0012141-0.0012697i,-0.00049455-0.0012707i,-0.00051503-0.0011285i,-0.00097858-0.00095617i,-0.0010494-0.00032012i,-0.00089158+0.00013974i,-0.0014082+0.00012611i,-0.00135-0.0001251i,-0.0002758-0.00031101i,-2.1397e-06+0.00018318i,-0.00051407-0.00060237i,-0.00016722-0.00073412i,0.00047182+0.00038008i,1.2103e-05+0.00059074i,-0.00094127-9.9111e-05i,-0.000531-0.00055779i,0.00087758+2.3861e-05i
0.0013903+0.0019711i,0.0024303+0.0008755i,0.0032233-0.00013973i,0.0024867-0.0022136i,0.00076471-0.0032147i,-0.0006997-0.0021484i,-0.00094873-0.00053369i,-0.00076817-0.0006057i,-0.00073275-0.0016835i,-0.00064996-0.0011657i,-0.0007304-0.00091864i,-0.00091576-0.0014737i,-0.0013668-0.00094382i,-0.0018792-3.3121e-05i,-0.0016731+0.00064929i,-0.00067023+0.0010485i,-0.00045737+0.00084299i,-0.00084017+0.00056751i,-0.00078703+0.00078738i,-0.00043548+0.0011792i,-0.00049978+0.000767i,-0.0005351+0.0004059i,4.1475e-05+0.00065226i
0.00080048-0.00038648i,0.00090531-0.00028373i,0.0012303-0.0014287i,6.7217e-05-0.002923i,-0.00076415-0.0022135i,-0.00058999-0.0011606i,-0.00060695-0.0012696i,-0.0016111-0.0011966i,-0.0019396-0.0019131i,-0.0011157-0.0024382i,-0.00095911-0.0018877i,-0.0010458-0.0017832i,0.00012197-0.0008698i,0.00045761+0.00017304i,-0.00015592+0.00069896i,4.2112e-06+0.0016976i,2.8152e-05+0.0018638i,0.00046427+0.0015621i,0.00066381+0.0011628i,-0.00016886+0.00077252i,-0.00076205+0.00035141i,-0.000285+0.00020367i,-7.4149e-05+0.00051347i
-0.00073373+0.00081777i,-0.00090429+0.00087186i,-0.00010147+0.00092602i,0.00099882+0.00061739i,0.00051611+0.00014768i,0.00016584-0.00042429i,0.00034579-0.0015151i,-1.778e-05-0.0017813i,-8.2968e-05-0.00068951i,0.00029118-0.00033829i,0.00064975-0.0013009i,0.0012906-0.0017527i,0.00096176-0.00050069i,0.00032206+0.00041765i,0.00021509+0.00015575i,0.00021269+9.7188e-05i,0.00018259+1.5141e-05i,-0.00014046-0.00013596i,-0.00043564-6.0391e-05i,-7.3473e-05+0.000281i,-0.00031449+0.00023534i,-0.00015707-2.9609e-05i,0.00041823+0.00015675i
-0.0025753+0.0003217i,-0.0027676+0.0012376i,-0.0029899+0.0010349i,-0.001979-4.0184e-05i,-0.001476+6.1053e-05i,-0.0007921+2.1637e-05i,0.00047061-0.00094932i,-0.0004362-0.0019189i,-0.0011355-0.0016815i,-0.00085233-0.00071068i,-0.00018653-0.00051078i,1.0421e-05-0.00035543i,-0.00046817-0.00027968i,-0.00011236+0.00018726i,0.00019048+0.0005824i,-0.00010569+0.00042564i,-8.4649e-05+4.138e-05i,2.7393e-07-0.00059697i,0.00038264-0.00040238i,0.00028015+0.0002372i,-0.00015144-0.00035439i,0.00015992-0.00066029i,0.00025837-0.00021036i
-0.00089896+0.00018665i,-0.00089962-0.00083702i,-0.0011891-0.0021127i,-0.0016955-0.0026892i,-0.0022794-0.0014055i,-0.0016262-0.00056376i,-0.0011645-0.00099809i,-0.0004957-0.0014975i,-0.00029022-0.0015169i,-0.00061157-0.0011205i,-0.00054315-0.0001092i,-0.00024908+0.00026178i,-0.00041936+0.00025244i,-0.00051931+0.00092684i,-0.00017846+0.00084743i,0.00019631+0.00018409i,0.00031766+0.00014431i,0.00019123-0.00038217i,0.00020684-0.00064172i,-8.1239e-05-0.00033328i,0.00044351+9.1705e-05i,0.00033801+0.00075747i,-8.9005e-05+0.00038046i
0.0013795+0.00047515i,0.0019377+7.4226e-05i,0.0021514-0.00051161i,0.00089719-0.0015527i,-0.00089672-0.0020571i,-0.0021226-0.0015205i,-0.0016988-0.0010865i,-0.00073136-0.0019514i,-0.0003331-0.0020347i,-4.7815e-05-0.0012396i,-0.00020785-0.00071681i,-0.00035685-0.00077481i,-0.00073457-0.00075234i,-0.0002619-0.00016188i,0.00025206-0.00036254i,0.00019096-0.0011034i,-4.7348e-05-0.00031868i,-8.4687e-05+0.00065702i,0.00062108+0.000883i,0.00023032+0.00064123i,-4.4715e-05+0.00032393i,0.00018872+0.001076i,-0.00030895+0.0012053i
-0.0012343+0.0029771i,-0.0012332+0.0016976i,-0.00074167+0.0015712i,0.0006383+0.0010941i,0.0018252-0.00050286i,0.0015782-0.0006314i,0.00056225+4.1211e-05i,1.4165e-05+0.00029915i,2.0159e-05-0.00086568i,7.759e-05-0.0014726i,-0.00012932-0.00048629i,-0.00021063-0.00039315i,-0.00012585-0.00077124i,-0.00016112-0.00065864i,-0.00034428-9.9808e-05i,-0.00021112+0.0007428i,-0.00031261+0.001179i,-7.0154e-05+0.0011474i,0.00032634+0.0009723i,0.00031741+0.00068008i,-6.5981e-05+0.00050258i,4.729e-05+0.00017989i,0.00027018-0.00031719i
-0.0007131+0.0022412i,-0.0014633+0.0013828i,-0.0017568+0.0011507i,-0.0016542+0.0010599i,-0.0017827+0.00032256i,-0.0010074-0.00032697i,-0.0010769-0.00075466i,-0.0012935-0.0012123i,-0.0010669-0.0016216i,-0.00035181-0.0012139i,0.00043713-0.00031057i,0.00035574-0.00039234i,-1.3323e-05-0.00048264i,1.0172e-05+0.00016945i,-1.4135e-05+0.0009168i,-0.00040454+0.00053392i,-0.00025697+0.00078141i,0.00013092+0.0008145i,0.0001764+0.00056103i,0.00017868+0.001017i,0.00019122+0.00054034i,0.00016501+7.1773e-05i,0.00039408+3.3726e-05i
0.0010208+0.00034678i,0.00053926+0.00053929i,-7.6986e-06-0.0012647i,-0.00080147-0.0035995i,-0.00097079-0.0033578i,-0.00059237-0.0014286i,-0.00084268-4.2922e-05i,-0.0015796-0.00074064i,-0.0018439-0.0025861i,-0.0010233-0.0032454i,-6.7838e-05-0.0022743i,0.00012117-0.0011672i,0.00037362-0.00053418i,0.00079705+4.9992e-05i,0.00047519+1.7497e-05i,0.00096069-0.00043483i,0.0014614-0.00064779i,0.00077299+1.7336e-05i,-0.00029024+0.0010113i,-0.00011603+0.0008148i,-0.00041902+0.00050872i,-0.00072408+0.00057032i,-0.00022837+0.00044366i
-0.0015062+0.0019741i,-0.00052078+0.0017933i,0.0006103+0.0018162i,0.00072978+0.0015492i,0.00039743+0.0010996i,0.00023424+0.00055561i,1.47e-06-0.00053023i,-0.00048235-0.0011417i,-0.00030092-0.00094091i,0.00074111-0.000259i,0.0015633-0.0003527i,0.00080583-0.00084563i,-0.00041837-0.00082044i,-0.00045125-0.00047018i,0.00042592+0.00067417i,0.001015+0.0014135i,0.00074094+0.00055351i,-0.00055816-8.8403e-05i,-0.0013169-3.7677e-05i,-0.00089973+0.00045527i,-0.00064809+0.00058321i,-0.00013352+0.00017342i,0.00025812+0.00018261i
0.0021613-0.00085855i,0.00082288-0.00092879i,-0.00019031-0.0014113i,-0.00022315-0.0019883i,-0.0007984-0.0017187i,-0.00096828-0.0011974i,-0.00083489-0.0014352i,-0.0005279-0.0029265i,-0.00016011-0.0028629i,-0.00016898-0.0019486i,-0.00024487-0.0014674i,-0.00067868-0.00098196i,-0.00028927-0.0007703i,-1.9207e-05-4.5302e-05i,0.00012538+0.00046208i,0.00055778+0.00048379i,0.00020166+0.00096552i,-0.00036046+0.0007823i,-0.0009711+0.00043285i,-0.0011505+0.00082234i,-0.00048431+0.0010426i,0.00063389-5.3953e-05i,0.00024116-0.00025799i
0.0013897-0.0030302i,0.00049378-0.0030285i,0.00038617-0.0034438i,0.0003792-0.0034559i,0.00017612-0.0020316i,-9.8784e-05-0.00079513i,-7.523e-05-0.0006601i,-4.0012e-05-0.001089i,-0.0005363-0.0020287i,-0.00035398-0.0018307i,0.00029356-0.00067535i,2.6619e-05+0.00020833i,0.00016525+0.00067091i,-0.00021437+0.0015067i,-0.00071872+0.0017823i,-6.0719e-05+0.0015838i,0.0001177+0.00097051i,-0.0001614+0.00040841i,2.8109e-05+0.00053644i,0.00031418+0.00071593i,0.00052451+0.0012672i,0.00059396+0.0010865i,-0.00019502+0.00026432i
-0.0012657-0.00146i,-0.00090058-0.00095388i,-0.0014123-0.0020771i,-0.0013755-0.0029641i,-0.0014293-0.0016499i,-0.00098331-0.00066775i,-0.00036879-0.00042785i,-0.00084976-0.00018376i,-0.0015433-0.00029699i,-0.0012353+7.7743e-05i,-0.00068687+0.00064293i,-0.00099085+0.0008547i,-0.0013641+9.0333e-05i,-0.0012832-0.00014087i,-0.00078294+0.00090495i,-0.00098925+0.0014437i,-0.00035216+0.0010506i,0.0006576+0.0011792i,0.00070681+0.00096078i,0.0003963+0.00042202i,0.0001902+0.00060139i,4.1769e-05+0.00018672i,-0.00015373-5.7517e-05i
0.0013588+0.00054866i,0.0013565-0.000461i,0.0008527-0.00095343i,-0.00032571-0.0021707i,-0.00047663-0.0029133i,-0.00013956-0.0021561i,-0.00055555-0.0023585i,-0.00073683-0.0026811i,-0.00054365-0.0020598i,-0.00025306-0.0018431i,0.00038046-0.0015119i,4.8631e-05-0.00097417i,-0.0013716-0.00051494i,-0.0016976-0.00043251i,-0.0012546-0.00021347i,-0.00086868+0.00077468i,-0.00089223+0.0013413i,-0.0011848+0.00087784i,-0.0011924+0.0006322i,-0.0005824-0.00038822i,-9.5431e-05-0.00076505i,3.882e-05+7.0458e-05i,0.00075157+0.00048393i
-0.00086508-0.00015093i,-0.00035439+0.00075878i,-0.00065025+0.00045689i,-0.00069424+0.00012518i,-0.00075296-0.00043029i,-0.00062919-0.0012432i,-0.00076581-0.0011148i,-0.0013103-0.0012959i,-0.00073629-0.0022461i,0.00014411-0.0019393i,1.3152e-05-0.0010656i,-5.3109e-05-0.00066414i,-1.683e-05-0.00027089i,-0.00046783+0.00038957i,-0.00057646+0.00046205i,0.00011306+0.00049833i,3.9706e-05+0.00041439i,0.00014431+3.2492e-05i,-0.00035268+0.00046041i,-0.00042377+0.00082083i,0.0005064+0.00074712i,0.00033185+0.00045552i,-0.00035867+0.00088178i
-0.0014159-0.00015746i,-0.0009826-0.0016693i,-0.00067697-0.002028i,-0.00027526-0.001618i,-0.00038548-0.0011922i,7.4746e-06-0.0013572i,-0.00016193-0.0010994i,-0.00083352-0.00068432i,-0.001086-0.00053117i,-0.0011071-0.00045014i,-0.00070272-0.00018508i,0.00016683+2.7428e-05i,0.00023442-0.00064017i,-0.00030379-0.0011011i,-0.00061378+0.00016071i,-0.00028396+0.00085563i,-0.00010539+0.00076806i,-0.00027158+0.00031441i,-0.00075892-0.00014717i,-0.0010068+0.00046752i,0.00027148+0.0015576i,0.00090229+0.0011795i,0.0005187+0.00066995i
0.0013816+0.00061341i,0.002188+0.00072103i,0.0029007+0.00094251i,0.0023469-0.00015962i,0.00094038-0.00045782i,-0.00012186+0.00028496i,-0.00069396-8.0812e-05i,-0.00065393-0.0011859i,-0.0006098-0.001767i,-0.0011548-0.0022948i,-0.00080703-0.0024163i,-0.00025696-0.0008945i,-0.00099288+0.00057432i,-0.0016375+0.0014147i,-0.0012864+0.0021227i,-0.00069988+0.0020637i,-0.00011998+0.0016829i,-0.00010672+0.0013452i,-0.00097137+0.0007904i,-0.00075846+0.00049671i,-0.00016927-0.00058753i,5.3037e-05-0.0010541i,7.3535e-05+0.00020205i
0.0018793+0.0015564i,0.0013817+0.0020349i,0.00019947+0.00027104i,0.00031239-0.002041i,6.5227e-05-0.0020588i,-0.0011948-0.0010917i,-0.00071948-0.00081228i,-0.00075378-0.0011065i,-0.0016837-0.0018851i,-0.00093053-0.0017489i,0.0002881-0.0011023i,0.00021627-0.00082062i,-0.00062018-0.00082402i,-0.0012595-4.7829e-06i,-0.0011642+0.00023636i,-0.0002549+0.00053413i,0.00017533+0.0015261i,2.2424e-05+0.0010668i,6.3058e-07+7.5064e-05i,0.00025239+1.9718e-05i,0.00044766-1.5959e-05i,0.00043445-0.00048521i,0.00039222-0.0004923i
-0.0013365+0.00043315i,-0.002684+0.00037539i,-0.0033868+7.7949e-05i,-0.0027664-0.0011866i,-0.0016727-0.002326i,-0.00042292-0.0019551i,-0.00010694-0.0019029i,-0.00059012-0.0021142i,-0.00076902-0.0019917i,-5.6221e-05-0.0020075i,0.00016391-0.0017296i,0.00037476-0.0011106i,0.00039538-0.00064589i,-0.00078453-6.2788e-05i,-0.0012405+0.00081601i,-0.00087073+0.0015194i,-0.00099527+0.0018406i,-0.0012298+0.0020408i,-0.0010094+0.0010579i,-4.391e-05+0.00036136i,0.00052136+5.8599e-05i,-0.00029956-0.00043077i,-0.00055971-1.447e-05i
-0.00097123-0.0017033i,-0.0016563-0.0024579i,-0.00117-0.0024599i,-0.00096275-0.0018716i,-0.0011335-0.00039597i,-0.0010399-0.00015947i,-0.00092831-0.0011129i,-0.00043366-0.0018819i,-0.00043255-0.0021069i,-0.0013549-0.00059721i,-0.0016097+0.00070752i,-0.0011117-8.5418e-05i,-0.00052993-0.00064759i,-0.00039339-0.00034153i,-0.0010286+0.00096285i,-0.0013397+0.0020125i,-0.00093059+0.0013202i,-0.00031377+0.00035704i,9.5804e-05+0.00041363i,-0.00041351+0.00074036i,-0.00025474-0.00016574i,0.00056964-0.00029294i,0.00066658+0.00051483i
0.0017217-0.0023514i,0.0018927-0.0020196i,0.0019979-0.002346i,0.00096564-0.0028635i,-0.00044041-0.0028516i,-0.0010548-0.0021252i,-0.0013023-0.0018198i,-0.0011521-0.0026339i,-0.00067596-0.003548i,6.6965e-05-0.0027583i,1.0431e-05-0.0011365i,-0.00026723+6.767e-05i,-0.00080619-3.1981e-05i,-0.001224+3.3609e-06i,-0.00058823+0.00029597i,0.00027776+0.00020591i,0.00017888+0.00011477i,2.1962e-05+0.0002823i,-4.8038e-05+0.0013276i,-0.00037+0.0012519i,2.5754e-05-0.00019997i,0.00026171+3.0499e-05i,0.00047845+0.00076629i
0.0011549-0.00022066i,0.00086674-3.8116e-05i,-3.9426e-05-0.0007341i,-0.00065197-0.0013154i,-0.00059598-0.00092991i,0.00016285-0.00099704i,0.00012294-0.0010901i,-0.00063288-0.0021792i,-0.00077785-0.0024779i,-0.00031899-0.0017354i,-0.00035048-0.00066409i,-0.00035152-0.00046947i,-9.7172e-05-0.00057468i,-0.00044946+0.00025445i,-0.00022965+0.00015519i,0.00048062+0.00012744i,0.00023997+0.00028944i,-0.00019907+0.00045597i,-0.00060677+0.00098662i,-0.00065011+0.0013219i,-0.00045056+0.0012587i,-0.00061914+0.00015804i,-0.00018993-0.00041397i
0.0016506+0.0024523i,0.0022353+0.0021756i,0.0020393+0.00098519i,0.00069993-6.3356e-05i,7.5087e-05-0.0003202i,0.00062426+0.0002494i,0.00015925-0.00072203i,-0.0002633-0.0025057i,0.00028498-0.0028963i,0.00031119-0.0021776i,0.00045432-0.0011002i,0.00042854-0.0010357i,-6.8482e-06-0.0012267i,-0.0007029+1.7581e-05i,-0.00081856+0.00094758i,-4.4269e-05+0.00056247i,-0.00011463+0.00017729i,-0.00015752+0.00011562i,-7.313e-05+0.00035488i,-0.00017936+0.00048085i,-0.00022019+0.00021512i,-0.00028677-0.00016875i,-9.7959e-05+0.0003301i
-0.0022263-0.0041456i,-0.0024035-0.0041301i,-0.0039303-0.0044846i,-0.0045146-0.0039094i,-0.0029613-0.0024965i,-0.0017534-0.00079407i,-0.0013045-0.00052038i,-0.0010745-0.001445i,-0.00070058-0.0019898i,-0.00045716-0.0019219i,-0.00046103-0.00055242i,-0.00019132+0.00082585i,7.8218e-05+0.001047i,-0.00017582+0.00041027i,-0.00035341+0.00054081i,-0.00065135+0.00066149i,-0.00013953-8.6666e-05i,0.00057315+0.00032143i,-0.00018233+0.00043111i,-0.0010993+5.1071e-06i,-0.00070978-2.0513e-05i,9.5563e-05+0.00066031i,0.00012144+0.00020043i
0.0012297-0.0042091i,0.0022558-0.0042718i,0.0012957-0.004927i,-0.00076965-0.0041212i,-0.001595-0.0022301i,-0.0013723-0.00080978i,-0.00038623+0.000111i,-0.00058022-0.00087671i,-0.0011043-0.0020673i,-0.00067845-0.0019842i,-0.00040835-0.0013729i,-0.00066534-0.00040132i,-0.00075391+0.00066391i,-0.0012309+0.00093782i,-0.0018869+0.00087224i,-0.0017816+0.0012629i,-0.00073573+0.0016801i,0.00014106+0.0011586i,0.00027757+0.00060603i,-0.00029975+0.00028478i,-0.00086576+0.0002542i,-9.5619e-05-0.00018892i,0.00030228+1.6803e-05i
0.0013406-0.00056913i,0.0024082-0.0014618i,0.00080565-0.0021222i,-0.0014476-0.0024389i,-0.0025536-0.0019856i,-0.0022973-0.000527i,-0.002011-0.00025011i,-0.0013309-0.0015352i,-0.0011655-0.0016702i,-0.00099234-0.0012908i,-0.00040572-0.0010003i,-0.00043911-0.00060843i,-0.00066548-0.00049942i,-0.00053258-0.000852i,0.00095292-0.00099336i,0.0014228-0.00080866i,-5.941e-05+0.00025367i,-0.00081826+0.0012949i,-0.00048633+0.0007283i,1.4129e-05+0.00033887i,-0.00015634+0.00013002i,-0.00076799+0.00025862i,-0.00030299+0.00043564i
0.00031074-0.00053566i,-0.00034575-0.001031i,0.00082665-0.0019493i,0.00122-0.0022921i,0.00074177-0.0026241i,0.0005866-0.0026463i,-0.00039444-0.0024621i,-0.0010028-0.0024978i,-0.00041735-0.0022567i,-6.4894e-05-0.0018207i,-5.9285e-05-0.0012193i,-0.00033479-0.00058367i,-0.00053715+0.00018946i,-0.00012796+0.0010222i,-0.00051906+0.0011349i,-0.00096001+0.00095953i,-0.0012641+0.00098975i,-0.0012443+0.00012077i,-0.00082442-0.00048695i,0.00015664-0.00038441i,0.0010479-0.00015015i,0.00066741-0.00052819i,0.00083852-0.001249i
-0.00097183+0.001346i,-0.00018426+0.0015522i,-0.00033314+0.0015795i,-0.0008704+0.00027306i,-0.00068962-0.00093768i,-0.00017737-0.0011687i,-0.00041416-0.0013692i,-0.001402-0.0012981i,-0.0013374-0.001311i,-0.00070496-0.0016217i,-0.00069232-0.0015478i,-0.00081555-0.0013522i,-0.0011479-0.00056721i,-0.0012447+0.00040424i,-0.00095709+0.00049197i,-0.00092-7.9665e-05i,-0.0010218-0.00052015i,-0.000602-0.00018823i,0.00044502+0.00073166i,0.00038336+0.0012871i,-0.0001903+0.0010771i,-4.0791e-05+0.00021491i,0.00063354-0.00035023i
