-0.0031646+0.00033061i,-0.001862-4.1674e-05i,-0.003245-0.00045235i,-0.0041003-0.00034707i,-0.0029371+0.00080621i,-0.0021551+0.0018849i,-0.0018456+0.0021686i,-0.00075037+0.0016496i,-0.0005269+0.00038132i,-0.00089155+0.00037507i,-0.00013119+0.00065312i,0.00054728-0.00013391i,-0.00011207-0.00039305i,-0.00054752+0.00018793i,-0.00024324+0.00029131i,0.00040823-0.00030228i,0.00087667-0.00018998i,0.00064881+0.00071958i,0.00025733+0.0009157i,0.00033468+0.00076124i,0.00058993-9.1673e-05i,0.00026157-0.00079378i,-4.6501e-05-0.00058243i
0.00022348-0.00015935i,-0.0018008-0.00071471i,-0.0032602-0.0019054i,-0.0030739-0.0023704i,-0.0025852-0.0018126i,-0.0021084-0.0014589i,-0.0011824-0.00041742i,-0.0006571+0.00014703i,-0.0011125-0.00059275i,-0.0011681-0.00058353i,-0.0012649+6.792e-05i,-0.0016943-0.00043436i,-0.0019159+0.0002531i,-0.0015642+0.0013216i,-0.00063052+0.0010603i,0.00041277+0.00082658i,0.00053874+0.0001598i,0.00046026-0.00027293i,0.00055912+0.00033571i,0.00064157+0.00061232i,0.0010079+1.8581e-05i,0.00030894-7.1785e-05i,-0.00015364+0.00046507i
-0.00068799-0.00058819i,-0.00049734-0.00075028i,-0.00076354-0.00075069i,-0.00026808+0.00054913i,0.00017282+0.0010548i,0.00052983+0.00075433i,-9.9156e-05+0.00067848i,-0.0013263-0.00067516i,-0.0010059-0.0012729i,-6.6236e-05-0.00063248i,0.00031438-0.00053609i,0.00069139-0.00031478i,0.00046541+0.00017473i,-4.7705e-05+0.00025574i,0.00073054-3.5915e-05i,0.0015047-2.9446e-05i,0.00029056+0.0006408i,-0.00061492+0.00051439i,-0.00024194-0.00045763i,0.00082216-0.00043548i,0.0016031+8.481e-07i,0.00040483-0.00040178i,0.00010563-0.00038572i
-0.00019844-0.0018328i,-0.00080738-0.0024109i,-0.0017343-0.0019974i,-0.0026622-0.00084836i,-0.0023342+2.4453e-05i,-0.00070861-6.7638e-05i,-0.00056281+0.0003542i,-0.001661+0.00051175i,-0.0017874+0.00014323i,-0.0012815-0.00036751i,-0.00028643+4.1522e-05i,0.00050597+0.00069962i,0.00062892-0.00010067i,0.00072294-0.00035659i,0.00072268-6.6175e-05i,0.0014744+0.00060284i,0.0015114+0.000898i,0.0015674+0.00036498i,0.0016762+0.00081879i,0.00088445+0.0011825i,8.1644e-05+0.00069445i,-0.00024604+0.00030434i,5.8794e-05+8.5249e-05i
0.0014548+0.0011546i,0.0021843+0.001626i,0.0023302+0.0013514i,0.00098994+0.00054846i,1.3005e-05-0.00024383i,0.00033484-6.0468e-05i,-0.0001596+8.2079e-05i,-0.00092572-0.00045889i,-0.00088431-0.00070079i,-0.00056433-0.00063518i,-0.00068602-8.5591e-05i,-0.0012478+9.1453e-05i,-0.0011757-0.00013128i,-0.00020278+7.314e-05i,7.6531e-05+0.00056234i,9.4322e-05+0.00020741i,0.0007274-0.00047767i,0.00094014-0.00045199i,0.00091895-0.00026374i,0.0014957+2.4883e-05i,0.001531+0.000335i,0.001451-0.00058674i,0.0019532-0.00094484i
-0.0021911+0.00060311i,-0.0026224+0.00034614i,-0.0036535+0.0011248i,-0.0037566+0.0024265i,-0.0028666+0.0026191i,-0.0010526+0.0013858i,-0.00072751+0.00055346i,-0.0018636+0.00093248i,-0.002433+0.0015611i,-0.0020891+0.0022395i,-0.0015593+0.0020418i,-0.00099195+0.00024775i,-0.00070833-0.00099785i,-0.00077451-0.00068578i,-0.00039861-0.00025255i,0.00027922+0.00019095i,0.00081808+0.00061918i,0.0015902+0.0004224i,0.0013845+0.00065191i,0.00043229+0.00014132i,0.00025851-0.0007337i,0.00037955-1.297e-05i,-0.00086877+0.00041715i
-0.00084727+0.00069157i,-0.00036418-0.00032596i,-0.00023438-0.0022388i,-0.0012542-0.0022814i,-0.0014511-0.00086011i,-0.0011323+0.00022206i,-0.0016743+0.00024556i,-0.0023271+0.00033335i,-0.0026569+0.00080838i,-0.0017731+0.00051535i,-2.565e-05+0.00040523i,0.00084863+0.00017506i,0.0010525+0.00034026i,0.0008469+0.00092309i,0.00038333+0.0008519i,0.00045574-0.00018223i,0.00073535-0.00048493i,0.00045065+0.00052074i,0.00037803+0.0010065i,-0.00032532+0.0001101i,-0.00064483-0.00069417i,-3.1273e-05-0.00042151i,-0.00026681-5.3226e-05i
0.0012375-0.00042345i,0.0010983-0.0008695i,0.0013706-0.00031122i,0.0012373-0.00035638i,-8.475e-05-0.00052533i,-0.0017842-0.00046565i,-0.0016583-0.00055347i,-0.0010943-0.00011255i,-0.0014224+0.00037125i,-0.0013985+0.00057397i,-0.0013912+0.00073092i,-0.00064684+0.001442i,5.3547e-05+0.0013205i,3.3329e-08+0.00046688i,-0.0001741+0.0011127i,-0.00030234+0.0013573i,-7.3997e-05+0.00062154i,-5.7076e-05-0.00034137i,-0.00044203-0.0002003i,-0.00029139+0.00080396i,-4.5645e-06+0.0004598i,-0.00024927+3.9773e-05i,-0.00013926+5.0761e-05i
-0.0013292-5.0451e-05i,-0.0014509+0.0006274i,-0.0018075+0.0010566i,-0.0021234+0.0011108i,-0.0017583+0.0018571i,-0.0014492+0.0011912i,-0.00091041-0.00023953i,-0.00044282-0.00077404i,-0.00070653-0.00027296i,-0.00087256-4.9873e-05i,-0.0010518-0.00023414i,-0.0013792-0.00042439i,-0.0014254-0.00023452i,-0.0010684+6.5405e-06i,-0.00064661+0.00022209i,-0.00072397+0.00035399i,-0.00027224+0.00056921i,0.00027759+0.00021821i,0.00068084-0.00014949i,0.00083897-0.00043164i,0.00021309-7.2638e-05i,-4.2921e-05+0.00067102i,0.00016181+0.00086076i
-0.0004117-0.00084145i,-0.0019001-0.00034846i,-0.0019554+0.00014189i,-0.0015069+0.00078028i,-0.0013066+0.0008436i,-0.0010858-0.00012294i,-0.0017041-0.00068796i,-0.0024893-0.00042825i,-0.0015216-0.00041842i,-0.0010073+4.3599e-05i,-0.00093399+0.00037715i,-0.00044947+0.00023318i,-0.00031754+0.00033897i,-0.00036199+0.00063698i,-6.6801e-05+0.00021947i,0.00080176+0.00017731i,0.0014853+0.0015141i,0.0016411+0.0019407i,0.0016013+0.00098422i,0.0013961+0.00053085i,0.001263+7.5939e-05i,0.001286+6.4328e-05i,0.001011+0.00049687i
0.002054-0.0017281i,0.00081246-0.0024526i,4.0712e-05-0.0033869i,-0.0012059-0.0023969i,-0.0018707-0.00021262i,-0.0018483+0.00054384i,-0.0018165+0.00047571i,-0.0013922+0.0008187i,-0.00077754+0.00051333i,-0.00041202-0.00061404i,-0.00057793-0.0006228i,-0.00058873+0.00018579i,9.793e-05+0.00097308i,0.00028428+0.0016887i,0.00065885+0.0012899i,0.0012501+0.00080891i,0.0016626+0.0007943i,0.0016206+0.00019479i,0.00067398-0.00015418i,0.00015602+0.00079837i,-6.9784e-05+0.0010095i,0.00015875+0.00056096i,0.00051361-2.9061e-05i
0.00013938+0.00092096i,7.0811e-06+0.0018177i,-0.00017602+0.0028017i,-0.0013154+0.0016532i,-0.0010755+0.00038018i,-0.00076281-9.633e-06i,-0.00095815-1.144e-06i,-0.0014366+0.00025345i,-0.0014358+5.012e-05i,-0.00091552-0.00018071i,-0.00093032+8.7154e-05i,-0.0014085+0.00032981i,-0.001082+0.00051392i,-0.00051628+0.00098782i,-0.00021491+0.0013926i,0.00031996+0.00076847i,0.00029768+6.5113e-05i,-0.00032464-0.00039408i,-0.00023215-0.00061449i,0.00037174-0.00013843i,0.00017563-0.00036052i,-0.00084784-0.00048445i,-0.00096262+0.00026839i
-0.0029705+0.00071452i,-0.0034476+0.00031085i,-0.0030509+0.001575i,-0.001316+0.0022136i,-0.00028829+0.0011614i,9.2852e-06+0.00076762i,-0.00088858-9.7721e-05i,-0.0020635-0.00069172i,-0.002155-0.00014509i,-0.0016091+0.00016497i,-0.0012002-0.00026217i,-0.0012867-0.0012233i,-0.0011623-0.00089975i,-0.00055555+5.5429e-06i,0.00057373+0.00060712i,0.00081099+0.00054893i,-0.00014746-0.0002583i,0.00011458+0.00010882i,0.00089068+0.00076936i,0.00088626+0.0011125i,0.0011019+0.00076738i,0.00047465+0.00016387i,-0.00037553+0.00032301i
-0.00028573+0.0014884i,-0.00053621+0.00077463i,-0.00073883-8.3114e-05i,-0.00027612+0.00018066i,1.6296e-05+0.00099367i,9.5952e-05+0.00089359i,-0.00028124+0.00020915i,-0.0011691-0.00095324i,-0.00088013-0.00092337i,-0.00050052-0.00063735i,-0.00048257-0.0008503i,-0.00014717-0.00043617i,0.0005651-0.00021258i,0.00077893+3.8023e-06i,0.00098435+0.00035563i,0.00069703+2.8596e-05i,-2.4573e-05-0.00042784i,-4.7342e-05-5.9138e-06i,0.00021787+0.0010445i,0.00058+0.00089485i,0.00062827+0.00030851i,0.00043327+0.00039838i,-0.00021945+0.00020749i
-0.00020923-0.0016929i,0.00013701-0.0020162i,-0.00064982-0.002279i,-0.0016862-0.00063423i,-0.002473+0.00065907i,-0.0022734+0.0003769i,-0.0014972-0.00038318i,-0.0015294-0.00070364i,-0.0017904-0.00076929i,-0.0016035-0.00040942i,-0.00041726+0.00021537i,0.00033194+0.0012101i,-5.6722e-05+0.0017944i,0.00031547+0.0016673i,0.00065104+0.0015454i,0.00014091+0.0010849i,-5.3384e-05+1.228e-05i,0.00032752-0.0011925i,0.00054539-0.00084485i,9.0959e-05+0.00037127i,-0.00026554+0.00093377i,-0.00029752+0.00028922i,0.00017841-0.00023838i
0.00093848-0.00061806i,-0.00036363-6.3615e-05i,-0.00096405+0.00042143i,-0.0014908+0.00082012i,-0.0017021+0.00045089i,-0.00076215+0.00027923i,-5.9609e-05+0.00035648i,-9.7173e-05-0.00038307i,-0.00086045-0.00095735i,-0.0020259-0.00030244i,-0.0020752-3.2679e-05i,-0.0014921-0.000405i,-0.00087144-0.00016001i,-0.00023239+0.0011815i,0.00031893+0.0018721i,0.00070905+0.00075845i,3.2924e-05+0.00015127i,-0.0005276+0.00031419i,-9.563e-05+0.0006777i,0.00026467+0.00076656i,0.00032498+0.00024574i,-4.7879e-05+0.00033589i,-0.00041895+0.00018831i
-0.0017034-0.00082274i,-0.0033516-0.00062738i,-0.0035264+3.493e-05i,-0.0028558-0.00081985i,-0.0015613-0.0016021i,-0.0011034-0.00093084i,-0.0010118-0.00034874i,-0.0009299-0.00042134i,-0.0017947-0.00015982i,-0.001386+0.00014365i,-0.00091118-0.00022683i,-0.0012195-0.00058387i,-0.00061115-0.00011961i,0.00020812+0.00041838i,0.0006814+0.00025189i,0.0011129-5.4174e-05i,0.0012067-0.00012933i,0.00088873-0.00032214i,0.0010386+0.00040401i,0.00057821+0.0010237i,0.00033903+0.00072846i,0.00024121+0.00030718i,0.00024753+0.00015482i
0.00093893+0.00046563i,0.00010087-0.00022325i,-0.00035604+0.00015654i,-0.00080656+0.00034781i,-0.00067646+5.9531e-05i,-0.00094671-0.00028003i,-0.0013222-0.0003473i,-0.0017993+0.00012517i,-0.0016773-0.00062393i,-0.0005942-0.001584i,0.0004885-0.0010981i,9.6956e-05+1.0637e-05i,-0.0009579+5.3388e-05i,-0.00091399-0.00032685i,-0.0001162+0.00074189i,0.00070865+0.0011723i,0.00082877+0.000482i,0.0010561+0.00018663i,0.0010596+4.6594e-05i,-6.0374e-05-0.0001784i,-0.00076496-0.00017842i,0.00026476+0.00050302i,0.0010055+0.00071731i
9.7009e-05-0.00094991i,-5.1217e-05-0.0010796i,-0.0017033-0.00024592i,-0.0024466+0.00049342i,-0.0016551+0.0010948i,-0.00064302+0.00077014i,-0.00081693-0.0005569i,-0.0018305+2.7949e-06i,-0.0019628+0.0010013i,-0.0010687+0.0013224i,-0.00031623+0.00091056i,-0.00020893+0.00049583i,-0.0012899+0.00095175i,-0.00086176+0.0010854i,-0.00017509+0.00056709i,-0.00033653+0.00081777i,-1.8041e-05+0.00067041i,0.00042724+1.918e-05i,-8.9703e-05+0.00055i,-0.0002789+0.0013072i,0.00014617+0.00096271i,0.00041598+0.00058766i,0.00034212+0.00028186i
0.00083878+0.00076373i,0.00043997+0.0019174i,-0.00031924+0.00082707i,-0.0013167-0.00065346i,-0.0011764-0.00078278i,-0.0010843-0.00023776i,-0.0013037-5.277e-05i,-0.0015312+7.0489e-05i,-0.0021034-0.00028574i,-0.0017298-0.0010921i,-0.00105-0.00077885i,-0.0013422-7.003e-05i,-0.00080246+7.7762e-05i,0.00020155+0.00050306i,0.00062381-0.00027939i,0.00011063-0.00026916i,0.00012183+0.00055256i,0.00014036+0.00043872i,-0.00040717+0.00071375i,-0.00025113+0.0010527i,-0.00014029+0.00040441i,-0.00021228-0.00033859i,0.00023484-0.0003868i
-0.00081866+0.00060274i,-0.0019908+0.0004586i,-0.0011571+0.00051804i,-0.00055448+0.00077665i,-0.00060862+0.00090692i,-0.00049753+0.00056946i,-0.0011849+2.6998e-06i,-0.0018606-0.00065664i,-0.0024247-0.00040113i,-0.0019151-4.2529e-06i,-0.00097135+0.0001852i,-0.00054656+0.00019082i,-0.00072926+0.0004801i,-0.00037598+0.0011411i,0.0011202+0.0015684i,0.0016231+0.0015783i,0.0012502+0.00097811i,0.0014429+0.00070987i,0.0015086+0.0010822i,0.00066066+0.0012467i,-0.00029114+0.0006031i,-0.00025259-0.00071879i,-0.00033021-3.1336e-05i
0.00073961+0.00085952i,-0.00096071+0.00053412i,-0.001884+8.7182e-05i,-0.0020847+6.9809e-05i,-0.0016592-0.00012053i,-0.0015187-0.00028389i,-0.0017851-0.00025213i,-0.00143-0.00080139i,-0.00094498-0.00034061i,-0.00065516+0.00069029i,-0.00039283+0.00070023i,-0.0005864+0.00082127i,-0.00080515+0.0010926i,-0.0014823+0.00056327i,-0.0014961+0.00054088i,-0.00076018+0.0002736i,2.0412e-06+0.00021338i,0.0002614+0.00022225i,2.0334e-05+0.00061623i,0.00042201+0.0011232i,0.00056213+0.00066707i,0.00019972-4.5137e-06i,0.00082789-0.00038697i
0.0024584+0.00023815i,0.0010886-0.00022713i,0.00016205+9.0737e-05i,-0.00012816-0.00016189i,-0.00030117-0.0002799i,-0.0010219-0.00016513i,-0.001842+2.7124e-05i,-0.0020771+0.00058404i,-0.0016344+0.0011476i,-0.00078854+0.00029934i,-0.00045636-0.00040099i,-0.00092111-3.2718e-05i,-0.00099324+0.00025815i,-0.00024695+0.00011719i,0.00075286-0.00036871i,0.0005218-0.00022736i,-0.00016834+0.00040721i,-0.00079775+0.00059774i,-0.00052175+0.00031621i,0.00020774-0.00029172i,0.00028976+3.0431e-06i,0.00019112+3.9568e-05i,0.00012452+0.00015158i
0.00085639+0.0010846i,0.0011817+0.0004763i,0.00096014+0.00055984i,-0.00010549+0.0005934i,-0.00091259+9.4905e-05i,-0.00037439-0.00036505i,-0.0003543-0.00017876i,-0.0011326+0.00024862i,-0.00093123+0.00051309i,-0.00018377+0.00010609i,-0.00023536-0.00043015i,-0.00089968-0.0010573i,-0.00040554-0.00091503i,-0.00021224+0.00013773i,-0.0004141+0.00031514i,0.00024075+0.00044482i,0.00054276+0.00074099i,1.5288e-05+0.00036791i,0.00014786+0.0006911i,0.00041099+0.00095825i,0.00055725+0.00019388i,0.00059338+0.0006165i,-0.000292+0.00081716i
-0.0012036+0.00058273i,-0.0017745+0.00020561i,-0.0018603-0.00086701i,-0.0021473-0.0013213i,-0.0024316-0.0013158i,-0.0014216-0.001067i,-0.0010061-0.00045372i,-0.0017395-0.00036324i,-0.0017036-0.0010625i,-0.001164-0.001316i,-0.0007371-0.00075142i,-0.0006307-0.00010804i,-0.00065436+0.00047158i,-0.0010364+0.0011739i,-0.001247+0.0018722i,-0.00081139+0.0014811i,-0.00021497-1.8544e-05i,0.00033027-0.00040543i,0.00085616+0.00011754i,0.001616+0.00032786i,0.0014021+0.00037484i,0.00048315+0.0006293i,5.6023e-05+0.0010047i
-0.0015518-0.0013233i,-0.00199-0.0011307i,-0.0019172-0.00017674i,-0.001956+0.0011801i,-0.0010469+0.0018391i,-0.00016174+0.0007036i,-0.00016479-0.00027317i,-0.0012635+0.00034551i,-0.0016566+0.0010364i,-0.00049367+0.00055912i,5.328e-05+0.00061473i,-1.0847e-06+0.0010243i,0.0001346+0.00098301i,-0.00014805+0.00017343i,1.7424e-05-0.00018694i,0.00019421+0.00041598i,0.00018945+0.00034353i,0.0001372+0.00045327i,0.00021198+0.0014046i,7.1702e-05+0.0010305i,-0.00039114-0.00037607i,-0.00019847-0.00065998i,-0.00022719-0.0002074i
0.0010662+0.00076879i,0.00082975+0.00084431i,0.0016734+0.00089977i,0.0013219-0.00014934i,9.0371e-05-0.00099084i,-0.00089208-0.0012865i,-0.0011087-0.00068725i,-0.0013904-0.00037535i,-0.0020042-0.00030358i,-0.0015879-0.00032791i,-0.00051464-0.00050223i,-0.00055055-0.00026149i,-0.0012466-0.00059777i,-0.0013021-0.00075218i,-0.00043291-3.2311e-06i,0.00080944+6.2711e-05i,0.00094349-7.8756e-05i,0.00090986+9.8133e-05i,0.00067608+0.00081443i,-0.00018849+0.00049757i,-2.633e-05-0.00052591i,0.00062031-0.00067883i,0.00052254-0.00015879i
0.00062923+0.00053586i,0.00050097+0.00046091i,-5.0125e-05-0.00024124i,-0.00033514-0.0013046i,0.00052758-0.0016837i,-3.1009e-05-0.001427i,-0.0016726-0.00033611i,-0.0013721+0.00046807i,-0.00028328+0.00017775i,-0.0012879+0.00040798i,-0.0022369+5.1453e-05i,-0.0012929+0.00015643i,-0.00040629+0.00054769i,-0.00014169+5.3567e-05i,0.00016607+0.00038179i,-1.3568e-06+0.0010856i,-9.3641e-05+0.00041286i,0.00042042+1.5172e-05i,0.0008729+0.0001543i,0.00071822-0.00014614i,0.00027922-0.00047615i,-0.00056804+7.0264e-05i,-0.0010195+0.00060822i
-0.00083315-0.0010937i,-0.00065619-0.00028326i,-0.00081427+0.00054951i,-0.0022534+0.0014156i,-0.0019086+0.0015129i,0.00011244+0.0014967i,0.00069964+0.00077865i,-0.00087466-0.00017735i,-0.0020071-0.00065732i,-0.0012256-0.00062793i,-0.00051142-0.00081734i,-0.0012048-0.00031557i,-0.0011625+0.0011582i,-0.00062364+0.0017336i,-0.00057534+0.0010331i,0.00012236+0.0006757i,0.00025982+0.00059171i,-0.00035312-2.6703e-05i,9.0167e-05-5.2603e-05i,0.00025217+0.00051225i,-0.00034663+0.00019901i,0.00043369-0.00018483i,0.0011927+0.00026563i
-0.0024982-0.0022436i,-0.0025187-0.0021532i,-0.0028621-0.0031492i,-0.0033538-0.0022834i,-0.0033318-0.00050097i,-0.0019498-0.00013123i,-0.00082227-0.00038285i,-0.0020512-0.00027828i,-0.0029991-0.00019797i,-0.0027815-0.00060571i,-0.0024318-0.00055906i,-0.0012765+0.00041849i,-0.00056208+0.00087435i,-0.00036747+0.00019781i,6.9388e-05-5.3294e-05i,0.0003788+0.00041366i,5.1022e-05+0.00074925i,-0.00014366+0.00016483i,-9.4305e-05-0.00058963i,0.00041391-0.00040218i,0.0010574-0.00021711i,0.00076232-0.0005756i,-0.00025815-0.00077146i
0.00054292+0.0012442i,0.0013452+0.00205i,0.0014017+0.0016821i,0.00086192+0.00088573i,-7.3681e-05+0.00096869i,-0.0010147+0.0003322i,-0.0015692-0.00030872i,-0.0022394-0.00018864i,-0.0017169-5.6945e-05i,-0.00078535+0.00023314i,-0.0012671+0.00039273i,-0.0012676+0.00013641i,-0.00049565-0.00028794i,9.687e-05-0.00011579i,0.0011542+0.00027412i,0.0013446-8.0946e-05i,0.00031562+4.4636e-05i,0.00028072+0.00052195i,0.0011286+0.00016327i,0.00079747-0.00041896i,0.00052415-0.00059188i,0.0008351-0.00036611i,0.00054754-2.7557e-05i
8.8709e-05-0.00020683i,4.5141e-05-0.00042736i,-0.00051434-0.0003923i,-0.00098347-0.00023232i,-0.0006524-0.00013504i,-0.0011147-0.00049255i,-0.0014868-0.0006806i,-0.0017698-0.00065949i,-0.0012949-0.00027091i,-0.00031502-0.00049302i,0.00025958-0.0012317i,0.00067808-0.0018366i,0.00059727-0.00098316i,1.5783e-05+0.00061737i,0.00017556+0.0010689i,0.00030084-0.00011374i,0.00025761-0.00088694i,6.7401e-05-0.00016156i,-0.00014042+0.00012807i,0.00025266+0.0002041i,6.7871e-05+0.00073289i,-0.00024558+6.2272e-05i,-0.00042159-0.00035305i
0.0008943+0.0013397i,0.00054985+0.00022473i,0.00032922+0.00031956i,-0.0010974+0.00089981i,-0.0015885+0.0010736i,-0.001205+0.00047433i,-0.0012243+0.00024447i,-0.0010354-0.00046176i,-0.00054874-0.0018681i,-0.00083472-0.0019683i,-0.00056624-0.001595i,-0.00016054-0.00053677i,-0.00062871+0.00062786i,-0.00065696+0.00037091i,-0.00040119+0.00017481i,-0.00028033+0.00061282i,0.00018259+0.00035687i,0.00082613+0.00024087i,0.00091905+0.00094652i,-0.0001054+0.00096825i,0.00031137+0.00045863i,0.0013532-2.8481e-06i,0.00070456-7.6086e-05i
-0.00080297-0.00047541i,-0.0018608-0.0009235i,-0.001856-0.0017314i,-0.001527-0.00079485i,-0.001161+0.0006902i,-0.00021023+0.0009234i,-6.8629e-05+0.00099163i,-0.00015768+0.00047073i,-0.00073532-0.00067008i,-0.0010822-0.00077643i,-0.00082542-6.2736e-05i,-0.0010882-8.4069e-05i,-0.00098414-3.6257e-05i,0.00046926+0.00018358i,0.0011118+0.00092592i,0.00025756+0.0014275i,-4.4724e-06+0.00068652i,0.00059847+0.0010124i,0.00047523+0.0013475i,0.00011016+0.00030854i,-0.00090816-0.00027726i,-0.0013175-0.00023264i,-0.00020862+5.1421e-05i
-0.0016766-0.0012521i,-0.0015449+5.6782e-05i,-0.0018414+0.00031707i,-0.0022277+0.00060798i,-0.0020672+0.0011497i,-0.0014198+0.001079i,-0.0010971+0.00029484i,-0.001476-0.00058871i,-0.0022252-0.00043726i,-0.0019145+0.00042162i,-0.00089559+0.00052473i,5.6167e-05+0.00085732i,0.00067095+0.00095565i,0.00055775+0.00089604i,0.00011941+0.0004869i,0.0002451+3.23e-05i,0.00063199-4.127e-05i,0.00034334-9.4267e-05i,-0.00022956+0.00037932i,-0.0004033+0.000212i,0.00027903-0.00016403i,4.7078e-05+0.00011954i,-0.000354+0.00023503i
-0.00018997-0.00024676i,-0.0013021+0.00024545i,-0.0017887+0.00071032i,-0.0022829-1.5355e-05i,-0.0018713-0.00019691i,-0.0010839-0.00028694i,-0.0013418-0.00012836i,-0.0021565+0.00028162i,-0.0019858+6.3097e-05i,-0.0012167+0.00026884i,-0.00044948+0.00029102i,-7.1548e-05+0.0001011i,0.0004868+0.0010211i,0.00094738+0.0017051i,0.00090071+0.0012088i,0.00037052+7.5145e-05i,0.00040551-0.00038347i,0.00038169-0.00049278i,0.00037658-0.0004823i,0.00019378+0.00010709i,0.00042844+0.00056605i,0.00076408+0.00061689i,0.00080383+0.00034475i
0.00037117-0.00068434i,0.00029318-0.0011569i,0.00054925-0.00035337i,1.9811e-05+0.00068785i,-0.00073444+0.00094315i,-0.0010154+2.9152e-06i,-0.0012882-0.00065573i,-0.0017849-0.0011313i,-0.0020066-0.000837i,-0.0016291+0.00031676i,-0.0014691+0.00041236i,-0.0014511+1.3008e-05i,-0.00054345+0.00040386i,0.00066242+0.0010117i,0.0012634+0.00042074i,0.0010182+0.00042885i,0.00064282+0.0004971i,0.00012809+0.00012275i,-0.00038624-4.0344e-05i,0.00011278-0.00016162i,0.00065633+0.00042124i,0.00025155+0.0011345i,-0.00014868+0.00020951i
-0.00040081+0.0015399i,-0.00033906+0.0011987i,0.00040756+0.0004725i,0.00060758-0.0004999i,-0.00031412-0.00038649i,-0.00099715-0.00033828i,-0.0012839-0.00069803i,-0.0018289-0.00076446i,-0.001421-0.00033834i,-0.00022806+0.00040034i,9.129e-05+0.00018484i,-0.00036826-0.0010265i,-0.00022379-0.00053536i,0.0006714+0.00028715i,0.00069966-3.2078e-05i,0.00039535+0.00015351i,0.00040382+0.00043068i,0.00012029+0.00033918i,4.6252e-05+0.00090437i,0.0001231+0.00073223i,0.00025076+0.00056498i,0.00025389+0.00036703i,0.00033119+1.6837e-05i
-0.00056254+0.00024228i,-0.00021974+0.00017317i,-0.00060072+0.00068215i,-0.0011497+0.00065338i,-0.00086267+0.00040842i,0.00016611+0.00044872i,-0.00045303-0.00035755i,-0.0016361-0.0012733i,-0.0012933-0.00098236i,-0.00076844+0.00029057i,-0.00061084+0.00049638i,-0.00050916-0.00019709i,-9.2698e-05+0.00010496i,-0.0004538+0.00049885i,-0.00034097+0.00022814i,0.00025711+0.00014671i,0.00014366+0.00031547i,0.00020827-0.00022596i,0.0014137-0.00036657i,0.0018496+0.00035173i,0.00063816+0.00067275i,6.7124e-05+0.00035126i,0.0005356+0.00018775i
-0.0007032+0.0012944i,-0.00048916+0.0010994i,-0.00024697+0.0015939i,-0.00056657+0.001168i,-0.00042665+9.2169e-05i,-0.00046581+0.00017575i,-0.0014053+0.00074233i,-0.0013928+0.00035348i,-0.00091965+7.3648e-05i,-0.00070915-0.00031412i,-4.6673e-05-0.00077337i,0.00027712-0.00053908i,-0.00021702+6.6028e-05i,-0.000438+0.00069867i,0.00043981+0.00076045i,0.00058398-0.00031998i,0.00033133-0.0011055i,0.0002143-0.00041565i,-0.0002437+0.00053171i,-0.00024049+0.00011574i,-0.00016443-0.00041938i,-0.00018432-0.00070309i,-6.664e-05-0.00084481i
-0.0013625-0.00027428i,-0.0021674-0.0002719i,-0.0035735-0.00068762i,-0.0029572-0.00098639i,-0.0012388-0.00051864i,-0.00013313-0.00054562i,-0.00070545-0.00022211i,-0.0020232+0.00023569i,-0.0028903+0.00048426i,-0.0025045+0.00046736i,-0.00076959-0.0002229i,0.00043476-0.00035568i,0.00021871+0.00057816i,0.00021512+0.0009339i,0.0001291+0.00023992i,0.00028188+0.00013159i,0.00074494-0.00023357i,0.00040443-0.00035782i,3.2967e-05+0.00020172i,3.6132e-05-4.2044e-05i,-0.00035056-0.00052129i,-0.00062244-0.00026903i,-0.00015707-0.00025365i
0.00033578+0.0012454i,0.00096115+0.00082882i,-0.00013329+0.00074855i,-0.0011566+0.0012415i,-0.00070596+0.001462i,-0.00059821+0.00084263i,-0.00071561+0.00029281i,-0.0014876-4.0694e-05i,-0.0020729-0.00079716i,-0.0010749-0.0015517i,4.7234e-05-0.0014406i,4.8722e-05-0.00082038i,0.00010129-5.544e-05i,-0.00014716+0.00073109i,-0.00035863+0.00048298i,0.00040338+8.6076e-06i,0.00062006+4.0329e-05i,-0.00057399-7.1465e-05i,-0.0007097+0.00024761i,9.4464e-05+0.0006818i,0.00062716+7.1628e-05i,0.00081622-0.00037252i,0.00063984-0.00038596i
-0.00053434+0.0019706i,-0.00049552+0.0017109i,-6.4794e-05+0.0005859i,3.1808e-05-0.00012324i,-0.00026519+2.7755e-05i,-0.0006429+0.0010525i,-0.0012387+0.00043214i,-0.0021691-0.00077915i,-0.0025984-0.00056i,-0.0014799-0.00060061i,-8.3129e-05-0.00060626i,-3.3342e-05-0.00030878i,-0.00088937+4.424e-05i,-0.00057317+0.00095994i,-4.5898e-05+0.0010771i,8.2963e-05+0.000286i,0.0001855-0.0004632i,-0.00022595-0.00038393i,-0.00089809+0.00035471i,-0.00052742+0.00063386i,-8.6616e-05+0.00022268i,-0.00031677+0.00039814i,-1.2358e-05+0.00014593i
