-0.00556-0.00095376i,-0.0038936-6.9428e-05i,-0.0036055+0.0016527i,-0.0019229+0.0025917i,-0.00027143+0.0031543i,-0.00023878+0.0027656i,-0.000551+0.0022557i,-0.00034819+0.0020897i,0.00075935+0.0016397i,0.002162+0.0013976i,0.0023823+0.0012396i,0.0014894+0.00018612i,0.00052819-0.0001126i,0.00034576+0.00071595i,0.00052195+0.00092901i,-3.4613e-05+0.0012696i,-0.00016711+0.0006459i,0.00097067-0.0003477i,0.00070678-0.00040594i,-0.00042237-0.0003079i,-0.00039168-0.00034767i,-0.0004383+6.3655e-05i,-0.00082763+0.00042104i
0.0019143+0.0012169i,0.0024983+0.00074099i,0.0031582-0.00036229i,0.0028666-0.0012267i,0.0022007-0.0010125i,0.0010222-0.00057491i,1.3049e-05-0.00026207i,-0.00024082+0.00049333i,-1.6318e-06+0.0010374i,0.00095163+0.00072789i,0.00058987-0.00035065i,-0.00031954-0.0015923i,-0.00068838-0.0012495i,-0.00042949-0.00045451i,-0.00042237-0.00034468i,-0.00060898-0.00022464i,0.00011134+0.00032054i,-5.3909e-07+0.00088411i,-0.00067036+0.00039071i,-0.00045604-0.00017946i,-6.2963e-05+0.00042994i,-0.00050491+0.00063296i,-0.00068194+0.00047336i
-0.0025626+0.0001306i,-0.0017712+0.00045742i,-0.00081836+0.0010094i,0.00011641+0.0013623i,0.0010476+0.00060104i,0.0012083-0.00021711i,0.00070573-0.00021581i,8.989e-05-2.8543e-05i,-0.00080873-0.0004529i,-0.00027509-0.00051511i,0.00060926-8.3708e-05i,0.00023898+0.00011723i,-0.00022141+0.00059138i,0.00017884+0.00085835i,0.00030384+0.0008604i,5.3038e-05+0.0011831i,-0.0001399+0.00088245i,-0.00021541+0.0002893i,0.00029663+0.00017555i,0.00055712+0.00031793i,0.00052803-9.351e-05i,0.00072071-0.00060327i,0.00076773+3.4761e-06i
-0.0012754-0.0010099i,-0.00087301+0.00039877i,-0.0013007+0.0011409i,-0.0012512+0.00055201i,-0.00042026+0.00039354i,-1.4019e-05+0.00046631i,-0.00013645+0.001051i,-0.00045936+0.0012805i,-7.1281e-05+0.00015168i,0.00029891-0.00059177i,7.4035e-06+2.0575e-05i,3.4592e-05+0.000132i,0.00021198-0.00012108i,0.00026963+0.00059061i,-0.00039608+0.0011304i,-0.00054211+0.00081283i,9.4475e-05+0.00029943i,0.00034891-9.5925e-05i,0.00043382+0.0002894i,-5.5025e-05+0.0004028i,-0.00022405-3.5218e-05i,0.00021002-0.00016681i,5.7459e-05-0.00063173i
-0.0018662-0.00099013i,-0.00085924-0.0017916i,0.00010512-0.00089911i,0.00038985+0.0003553i,0.001288-0.00019388i,0.0012424-0.00053113i,5.1236e-05-0.00040815i,-0.00073713+9.9021e-05i,-0.0010286+0.00026667i,-8.7221e-05-0.00021234i,0.00085686-0.0004796i,0.00060649-0.00063054i,-0.00037991+2.1048e-06i,-0.00054628+0.00061948i,-3.2277e-05+0.00017581i,-0.00012451+0.00020354i,-5.5434e-05+0.00078639i,0.00026557+0.00081367i,0.00049539-0.00034774i,0.0013003-0.00073099i,0.00092398+0.00035005i,-0.00017001+0.00027472i,-0.00037689-0.00013841i
0.00087638-0.0021831i,0.0012558-0.0013669i,0.00088257-0.00041101i,0.0008653+0.00079001i,0.00080473+0.0013629i,0.00021595+0.00027237i,-0.00012657-0.00083638i,-0.0002061-0.00042882i,-0.00079393+4.0231e-05i,-0.0013746-0.00047665i,-0.00056457-0.00041704i,0.00060668+0.00060505i,0.00083838+0.00073809i,-0.00034024+0.00012838i,-0.0014276-0.00030955i,-0.00087531+5.8745e-05i,-0.00015422+9.6345e-05i,0.00036874-0.00010539i,0.00062419-2.163e-05i,0.00034725+0.00044728i,0.00039418+0.0010054i,9.8722e-06+0.0011067i,-4.4294e-05+0.00043026i
0.00062964-9.0829e-05i,-0.00047547-1.7029e-05i,-0.0010703+0.00015802i,-0.00081589-0.00032815i,0.00055527-0.00061758i,0.0010407-0.00092534i,0.00092984-0.0012513i,0.0011416-0.00099658i,0.0012212-0.00050271i,0.00089618-0.00067362i,0.0001961-0.00086602i,-0.0001423-0.00024362i,-1.0182e-05+0.00028858i,3.9852e-05-2.8644e-05i,-0.00017693+0.00013264i,0.00015323+0.00059984i,0.00023513+0.00063808i,-5.6193e-05+0.00081095i,-0.00052083+0.00054226i,-0.00039182-0.00030985i,-0.00014079-0.00050326i,-0.00065057+8.8809e-05i,-0.0002509+0.00052342i
-0.0023622+1.091e-05i,-0.0022624+0.00037557i,-0.0019267+0.0020397i,-0.00078824+0.001659i,0.0013809+0.00077757i,0.0021648-0.00015387i,0.0014984-0.00047196i,0.00027388+4.537e-05i,-0.0004341+0.00029982i,-0.00026682+0.0002206i,-7.768e-05-0.00017973i,6.4623e-05-0.00052824i,0.00031469-0.00014528i,-0.00026781+0.00043804i,-0.00048957+0.0007202i,-0.00014012+0.0003131i,0.00036575+0.00037255i,0.00050002+0.00083382i,0.00043454+0.00053449i,0.00020316+0.00034952i,0.00037043+9.0686e-05i,0.0010035-0.00021475i,0.00043279-0.00049824i
-0.00079465-0.00080517i,-0.00057476-0.00091219i,-0.00070147+0.00070472i,0.00028704+0.00080548i,0.0015416-0.00016661i,0.001004-0.001592i,0.00025322-0.0020853i,9.0946e-05-0.0010528i,-0.00015037-0.00014872i,-0.00018079+0.00033793i,0.00032457-4.5368e-05i,0.00031233-0.0013364i,2.8103e-05-0.0014184i,0.00058287-0.00067932i,0.00088842-0.00081281i,6.6192e-05-0.0003431i,-0.00044118+0.00081888i,0.00013812+0.00051742i,0.00019016-0.0003203i,-0.00024419-0.00038651i,-0.00017772-7.6213e-05i,0.00015881-0.00039106i,0.00015774-0.00046888i
-0.0006448+0.00026603i,7.0321e-05+0.0017157i,0.00045575+0.0014824i,0.0006839+0.00024111i,0.0018147-0.0001354i,0.0016387+0.00030287i,-1.6613e-05+0.00043229i,-0.00063265-8.4368e-05i,-0.00036278+0.00016583i,-0.00051845+0.00024888i,-0.0007026+0.00026614i,-0.00072312+0.00020943i,-0.00037643-0.00050117i,-0.00039627-0.00059262i,-0.00038513+0.00020018i,-0.0003388+0.0010245i,4.0756e-05+0.0015652i,0.0002326+0.00072462i,-9.68e-05-0.0004118i,0.00047846-0.00054956i,0.00055132-0.00051879i,0.00058932+0.00025867i,0.00045274+0.00057478i
-0.0011661-0.00084776i,-0.00086525-0.00071783i,-0.00066694+7.9921e-05i,-0.00023611+0.00077152i,0.00072785+0.001477i,0.0010351+0.00067701i,0.00043304-4.5998e-05i,-7.4561e-05+5.3255e-05i,-0.0003392-0.00021561i,-0.00023304-0.00023952i,0.00030833+0.00026267i,0.00022796+0.00021738i,-0.00022069-0.00024167i,0.00024514+1.8217e-05i,0.00020789+0.0012707i,-0.00094947+0.0016079i,-0.00077743+0.00079192i,0.00037584+0.00019172i,0.00055166-0.00022608i,0.00065296-5.5981e-05i,0.00083914-0.00012351i,1.5208e-05-0.00091971i,-0.00028164-0.00098754i
-0.00042828-0.00045813i,0.00066089+0.00018469i,0.0005742+0.00092901i,0.0011555+0.0011569i,0.0017567+0.0010092i,0.0019857+0.00030029i,0.0018434+0.00018054i,0.00088248+0.00021426i,0.0004127-0.00015343i,0.0004565-0.00067365i,-0.0001431-0.0009916i,-0.00069409-0.0002822i,-0.00016557+0.0002235i,0.00055266-0.00032276i,0.00081075-0.00046685i,0.00076723-0.00026379i,0.00013609+0.000434i,-0.00073904+0.00037377i,-0.00092294-0.00041569i,3.3961e-05-0.00013413i,0.00040628+0.00012642i,0.0002128-0.00024851i,-0.00026157-0.00018194i
0.00025363+0.0014634i,0.00037404+0.0014561i,0.00025565+0.0016818i,0.00089906+0.00066854i,0.0018959-0.0009851i,0.0013415-0.0015425i,0.00032252-0.0017068i,0.00025048-0.0010799i,0.00042348-0.00037788i,0.00072415-0.00036546i,0.00089387-0.00028723i,0.00020367-7.8454e-05i,0.00044639+0.00029298i,0.00046211+0.00035049i,-0.00049282+1.6286e-05i,-0.0010496+0.0001937i,-0.00069322-9.9413e-05i,-0.0002386-0.00046778i,9.1693e-06-0.0003409i,0.00051545-0.00017218i,0.00060957+1.6689e-05i,0.00030114+9.6517e-05i,-5.1477e-05+0.00010638i
-0.00023326+0.0015405i,-0.0009393+0.00033248i,-0.0005929+0.00089035i,0.00052917+0.0015104i,0.0013621+0.00026751i,0.0013363-0.00057523i,4.5312e-06-0.00078601i,-0.00087961-0.0011459i,-0.00035277-0.0013926i,0.00054135-0.0014029i,0.00070452-0.0017251i,3.8554e-05-0.0015349i,0.00016597+0.00025819i,0.00079182+0.00028087i,0.00021029-0.0013253i,-0.00030518-0.0015696i,-0.00019551-0.00055786i,-0.00065084+9.7458e-05i,-0.00027231+0.00032686i,0.00077594+0.00059575i,0.00027856-0.00021013i,-0.00022831-0.00079847i,-0.00041076-0.00032726i
-0.00083512+0.0017822i,-0.00084994+0.00090079i,0.00068262+0.00041857i,0.0013607-0.00014514i,0.00075155-0.00097987i,0.00034539-0.00095012i,5.7916e-05-0.00091299i,-0.00031478-0.00084262i,0.0005373+0.00013107i,0.00061338+0.00028185i,0.00010365-0.00026133i,2.461e-05-0.00048207i,0.00049286-0.00045804i,0.00082246-4.3855e-05i,0.001066-0.00015078i,0.0006199+0.00030298i,-0.00012349+0.00052248i,-8.0282e-05+0.00020966i,0.00026174+0.00055202i,0.0007606+0.00060852i,0.0009364-2.464e-05i,0.00018559-0.00031165i,-0.00071808-1.2806e-05i
0.0016134-0.0012589i,0.0012008-0.00090338i,0.0011831-0.00058146i,0.00058099-2.4588e-05i,-0.0010254+0.0003022i,-0.0010015+8.9449e-05i,-7.3555e-05-0.00051101i,0.00025231-0.0007071i,-1.2391e-05-0.00070354i,-0.00046548-0.0013876i,-0.00059375-0.0008786i,-0.00090378-0.00014355i,-0.0011227-0.00010137i,-0.0011576-0.00056428i,-0.00085901-0.00066765i,-0.00031774-0.00010389i,-0.00016744+0.00046017i,-0.00025444+0.00040067i,-0.000621-0.00023656i,-0.00059609-0.0001235i,0.00026718+0.00010418i,0.00016266-6.7448e-05i,-0.00050684-0.00050976i
-0.0011484-0.00011784i,-0.0026479+0.00049155i,-0.0025622-0.00014552i,-0.0010924+2.9943e-05i,8.8249e-05+0.00098903i,0.00072184+0.00093849i,0.00038795-9.7582e-05i,0.00045292-0.00024224i,0.00084705-0.0002885i,-7.9761e-05-0.0011314i,-0.00079014-0.0016702i,-0.00052482-0.0011768i,-0.0001313-3.3206e-05i,5.1006e-05+0.0004841i,-0.00020486+0.00061661i,4.1779e-06+0.00059692i,-0.00033287+1.7172e-05i,-0.00045923-0.00014225i,-0.00027263-3.6348e-05i,0.00018006-0.0001734i,0.0010045-0.00047013i,0.0010688-0.00039179i,0.00065027-0.00049346i
0.00036146-0.00011549i,0.00057716-0.00060211i,0.00034062-0.00068346i,6.0531e-05-0.00061895i,0.00011563-0.00025305i,0.00055021-0.00033987i,0.00032373-0.0010321i,-0.00014323-0.00073153i,-0.00058708+0.00022473i,-0.00014209+0.00055917i,0.00086008+5.9582e-05i,0.0010824-0.00066598i,0.00051442-0.00042262i,-0.00013496+0.00056832i,-0.00011705+0.00085516i,0.00032494+0.0001204i,0.00030257-0.00019906i,0.00031702-5.4256e-05i,0.00026009+0.00054578i,-0.0001705-0.00010999i,-0.00030848+0.0001502i,-0.00019807+0.00083378i,-0.00031832+0.00052972i
-0.000382-0.00020144i,0.00084987+0.00078041i,0.00068525+0.0014309i,0.0007755+0.0010474i,0.0014333+4.4437e-05i,0.0011076-0.0011058i,9.2827e-05-0.00093429i,-0.0005491-0.00033381i,-7.3955e-06-0.00049631i,0.0010111-0.00086406i,0.0012718-0.0010167i,0.0014215-0.0013316i,0.0010898-0.00098974i,-0.00012081-0.00042023i,-0.00091133+1.8311e-05i,-0.00039529+0.00032781i,0.00071724+2.0827e-05i,0.00025362-0.00012495i,-0.00019983-0.00024329i,-3.4893e-05+2.0084e-05i,-3.8564e-05+0.00020465i,0.00061241-0.00015451i,0.00046768-0.00043708i
0.0014006+0.00099441i,0.00046661+0.0003529i,0.0007046-0.00070509i,0.001111-0.0011681i,0.00039645-0.001709i,-0.00064323-0.0019424i,-0.00065658-0.0013484i,-0.00022578+4.1771e-05i,-6.4e-05+0.00097262i,-0.00017419+0.00023752i,-7.3423e-05-0.00023998i,0.00056304-0.00011767i,0.00085352-0.00083578i,0.00019027-0.00092348i,-0.00053433-0.00012763i,8.001e-05-0.00038762i,0.00071369-0.00032232i,-8.5909e-05-0.00030369i,-0.0012393-0.00062187i,-0.0012847-0.00014i,-0.00047621-0.0002805i,-0.00010065-0.00095379i,-2.145e-05-0.00033277i
-0.001653-0.0018837i,-0.0018154-0.00064665i,-0.0023235-0.00058019i,-0.0018509+0.00072667i,7.235e-06+0.0015655i,0.001747+0.00065098i,0.00083095+0.00048434i,-0.00059161+0.00038687i,-0.00033585+8.7026e-05i,0.00030096+0.00035854i,0.00038555-3.8759e-05i,0.00083667-0.00054058i,0.00080721+1.9042e-05i,0.00062006+0.00045242i,4.608e-05+0.0001323i,-0.00052368-8.9204e-05i,-0.0009014+3.2769e-05i,-0.00047654-0.00033538i,6.3416e-05-0.00040342i,0.00014586+6.1541e-05i,0.00095083+0.00034107i,0.00064481+0.00035978i,0.0004783+0.000854i
0.0015493-0.00064404i,0.0013128+9.4988e-05i,0.0010683+8.8206e-05i,0.0012081-0.00014485i,0.0013362-3.8541e-05i,0.00093728-5.0363e-05i,-0.00032364+0.00019849i,-0.0012928-0.00024283i,-0.0012395-0.00073411i,-0.0010714-0.0012336i,-0.00067752-0.0013953i,-0.0003179-0.0004004i,-0.00018905-0.00034858i,-0.00010734-5.2581e-05i,-0.00042076-1.7726e-05i,-0.00066181-0.00022109i,-0.00036671+0.00017428i,-0.00026666+0.00019227i,-0.00077954+0.0001615i,-0.00047893+0.00025251i,-2.3031e-05-1.3712e-05i,-0.00039215-0.00041608i,-0.00039516-0.00054443i
0.0023806+0.00091203i,0.0021425+8.225e-05i,0.0017781-0.00077981i,0.001487-0.0015475i,0.0010631-0.0022273i,0.00086747-0.0015555i,0.00046638-0.00030785i,0.00061938+0.00026345i,0.00092037+0.00084295i,0.00038585+0.00087025i,0.00035145-3.528e-05i,0.00080377-0.00054988i,0.00021602-0.00053413i,-0.00029826-0.00072301i,-0.00028421-0.00013255i,-0.00072737+0.00016683i,-0.00081796-4.7286e-05i,-0.00067479-0.00029103i,-0.00085558-0.00055754i,-0.00061281-0.00041916i,-0.00035628-9.9341e-05i,-0.00075897+0.00033842i,-0.0012346+0.00069196i
0.00027861-0.0010514i,-0.00062749-0.0005599i,-0.00013455+0.00065073i,0.00036287+0.0017285i,0.00074723+0.0016948i,0.0011954+0.00050549i,0.00048344-0.0002968i,-0.00014914-0.00054203i,-0.00016772-0.00052914i,-1.7972e-05-0.00066389i,3.548e-05-0.00062241i,-0.00020868-0.00014037i,-0.00023429+0.00033565i,-2.0199e-05+5.555e-05i,-0.00015986-0.00038996i,0.00049839-0.00022911i,0.00054982-0.00024865i,0.00012399-0.00022215i,-0.00060577-3.1864e-05i,-0.0010494-0.0006722i,-0.00048034-0.00077545i,-0.00028756-0.0003765i,-0.00040695+0.00013104i
-0.0025217+0.0015509i,-0.0012315+0.0013017i,0.00022067+0.00072666i,0.0014464+8.3907e-05i,0.0022013-5.6977e-06i,0.002348-0.00031303i,0.0016711-0.00061083i,0.00039461-0.0006426i,0.00010576+0.00012764i,0.00018076+0.00042126i,0.00014591-0.00031299i,0.00044753-0.001193i,0.00021594-0.00087342i,-5.9745e-05+0.00017578i,0.00016952+0.00080475i,0.00094537+0.00050938i,0.00086664+5.3497e-05i,0.00037268+0.00018365i,8.8218e-06+0.00026294i,-0.00015525+0.00012516i,-0.00032798-0.00013468i,-0.00031295-0.00011918i,-0.0008909+0.00020741i
0.0011366-0.00046909i,0.00071479-0.00072679i,0.00038965-0.00097727i,-0.00039658-0.00093579i,-0.00059158-0.0011886i,0.00065195-0.0011338i,0.0008127-0.00051581i,0.00036316+0.00012397i,0.00059762+0.00032125i,0.00027278-0.00044921i,-0.0004374-0.0005807i,-0.00068444-1.2957e-05i,-0.00078198+0.00029352i,-0.00036317+0.0002221i,0.00068235-0.00039132i,0.00084985+0.00010063i,0.00011783+0.00040246i,8.0692e-05+0.0005105i,3.0709e-05+0.00077785i,-0.00038488+0.00034454i,-0.00043874+0.00010002i,9.2816e-05-0.00024558i,0.00038499-0.00076082i
0.00067412-0.00029918i,0.00098436+3.4372e-05i,0.0010817+0.00072804i,0.00028177+0.0011306i,0.00025286+0.00018165i,0.00058567-0.0009853i,2.903e-05-0.0011297i,-0.0001784-0.00054283i,-0.00043579-0.0001574i,-0.00018321-1.8585e-05i,0.00017545-0.00086164i,0.0001158-0.0016517i,0.00039233-0.00093565i,0.00060746-1.2043e-05i,0.00041359+0.00018951i,-0.00013415-0.00018142i,-0.00031196+0.00024993i,-0.00022777+8.894e-05i,-0.0002084+7.0513e-05i,0.00015701+0.00056325i,0.00068534+0.0002316i,0.00078064+1.1383e-05i,1.6605e-06+0.00017114i
0.0016513+0.00021974i,0.0016659+0.001152i,0.0013392+0.00070678i,0.00067099-0.0003954i,0.00021719-0.00072346i,0.00034215-0.00020263i,-7.3264e-05-0.00021599i,6.1034e-05-0.00034398i,0.00044282-0.0005642i,-0.00033307-0.00065521i,-0.00013263-0.00052685i,7.3291e-05-0.00010677i,-0.00032554-0.00038311i,0.00061536-0.00043441i,0.00069911+0.00017687i,-7.1594e-05-0.00054761i,2.9984e-05-0.0016539i,-0.00058384-0.00086882i,-0.0011659-0.00062848i,-0.00094191-0.00085391i,-0.00015841+8.0086e-05i,-0.00016258+0.00062266i,-0.0009486+0.0002136i
-0.0015565+0.00020406i,-0.0029038+0.00017417i,-0.0017209+0.0015198i,0.00033459+0.0020443i,0.0015375+0.0010233i,0.0010816-0.00029687i,-0.00035839-0.00068329i,-0.00093941-0.00016169i,-0.00027279+0.00015956i,0.00096468-0.00021413i,0.0014856-5.5202e-05i,9.5341e-05+0.00043877i,-6.4638e-05-5.2246e-05i,0.00028736-0.00021547i,-0.00065938-0.00018964i,-0.001172-0.00015627i,-0.0010908+0.00013329i,-0.0010572+0.00019909i,-0.00081989-0.00041233i,-0.00050081-0.00034592i,0.00011367-6.5775e-05i,0.00035515-0.0003932i,0.00030498+0.00022146i
0.0012693+0.0012589i,0.0011791+3.4241e-05i,0.00037846-0.0013813i,-3.059e-05-0.0018004i,0.00014826-0.0007335i,-0.00019191-0.00033112i,-0.00015139-0.00089504i,-0.00019455-0.00094492i,0.0002052-0.00077322i,0.0010426-0.00088607i,0.0010578-0.00044935i,0.00035652-0.00038008i,-0.00030445-0.00016407i,-0.00054086-0.00010729i,7.3076e-05-0.00076956i,0.00045617-8.2723e-05i,0.00034541+0.00041807i,-5.9505e-05+0.00033776i,-0.00021055+0.00034047i,-0.00049377+0.00066938i,-0.00090882+0.00088498i,-0.00094786+0.00015596i,-0.00091041-0.00037532i
-0.00030703+0.0012155i,0.00028765+0.00056783i,-2.7239e-05+0.00027137i,-0.00043625+0.0012824i,1.0236e-05+0.00095891i,0.00092638+4.4684e-05i,0.0012229-0.00018872i,0.00097389-0.00016208i,0.00063139+0.00081228i,0.00071294+0.00093994i,0.00062317+0.00055821i,0.0003683+2.9851e-05i,7.2379e-05-0.0011561i,-9.965e-05-0.00083865i,0.00047508+0.00022232i,0.0007748+9.3204e-05i,3.2451e-05-0.00013302i,-0.0014882-5.4575e-05i,-0.0012901+0.00011025i,-0.00016557-0.00010215i,0.00017255-0.00013582i,0.00034324-5.6703e-05i,0.00039018+0.00011829i
-0.0018804+0.0017331i,-0.0017957+0.0020568i,-0.00034681+0.0015643i,0.0012041+0.0012659i,0.0011083+0.00088257i,0.00043722+6.9984e-05i,-0.00030047-0.00046645i,-0.00056107+4.5031e-05i,-0.00033774+0.00078446i,0.00017691-0.0003164i,0.0010799-0.0015635i,0.00092952-0.0011019i,5.2464e-05-0.00061507i,-0.00037949-0.00061726i,-4.0477e-05-0.00032534i,0.00051664+0.00016889i,0.00034555+2.0606e-05i,-0.0001517+4.182e-05i,-0.00065329+0.00092446i,-0.00084912+0.0010191i,-0.00027328-2.2752e-05i,0.00015564-0.00087599i,-0.00053117-0.00014821i
-0.000711+0.00031417i,-0.001111-0.00054722i,-0.0013628-0.00038704i,-0.00063285-0.00039767i,0.0010543-0.00058324i,0.00080146-0.00034101i,-0.00017742+5.5674e-06i,-6.5362e-05+0.00084165i,0.00055112+0.00065339i,0.0011928-0.00012483i,0.00089493-0.00049678i,0.00038134-9.4179e-05i,-0.00033802+0.00044956i,-0.0013109+0.00022466i,-0.00094635+1.4229e-06i,-0.00094939-7.04e-05i,-0.00098239-3.7223e-05i,-0.00035986-7.8055e-05i,0.00036195+4.2881e-05i,0.00031847+0.00085255i,-8.9728e-05+0.00072027i,0.0001256-0.00011135i,0.00051829-0.00027843i
-0.0011074-0.0013323i,-0.00044282-0.001081i,0.00018386-0.00014491i,0.00026046+0.0010836i,0.0011149+0.0015904i,0.0009972+0.0003173i,6.4952e-05-0.00038308i,-0.00022689-0.00036469i,-8.1144e-05-0.00041479i,-0.00011533-0.00011071i,-0.00037293-9.9862e-05i,-0.00074524-0.00032501i,-0.00066625+3.0936e-05i,-1.5671e-05-6.1802e-05i,0.00043671-0.00031927i,9.4659e-05+0.00024526i,-0.0002135+0.00090797i,-0.00020977+0.00062859i,-8.1549e-05-0.00021252i,-0.00032558+0.00014774i,-0.00052086+0.00040061i,4.0633e-05+0.00029673i,0.00020623+8.627e-05i
9.2445e-05-0.00066441i,0.0011721-0.00044987i,0.0011443+0.00025122i,0.0012245+0.00018073i,0.00072759-0.00011784i,0.00016227+3.539e-05i,-0.00013954-0.00013055i,-0.00025366-0.00057201i,0.00018162-0.00039583i,0.0010758-7.592e-05i,0.0015523-0.00018667i,0.00082726-0.00026677i,6.8656e-05+0.00025745i,-0.00014332+0.00034992i,-3.3807e-05+3.4122e-05i,0.00025051+0.0002368i,0.00035966+0.00051675i,0.00045757-0.00013392i,0.00039109-0.00028426i,0.00038452+0.00012836i,-4.2839e-05-9.125e-05i,-0.00026676-7.5183e-05i,1.9298e-05-3.4289e-06i
0.00045797-0.00018379i,0.00036104+0.00058324i,-1.6353e-05+0.0014706i,0.00080568+0.0011389i,0.0015598+0.0006703i,0.0011037+0.000165i,-0.00029002-0.00033631i,-0.0012269-0.00034773i,-0.00057407-0.00037491i,-0.00013584-0.00022365i,-9.6191e-05+0.00027429i,0.00018129+0.00066232i,0.00059554+0.00078063i,0.00083745+0.00055498i,-0.00014273-4.8227e-05i,-0.00038369-0.00023005i,0.00010452+0.00054393i,-0.00086251+0.00085199i,-0.0010394+0.0010016i,-0.00036964+0.0010757i,-0.00026675+0.0010765i,-0.00011885+0.00038886i,0.00077481-2.0405e-05i
-0.0023647+0.00080898i,-0.0026717+0.001128i,-0.0011004+0.00031715i,0.00047436+8.2013e-05i,-0.00014046+0.00015176i,-0.00035672+0.00028591i,-0.00036772+0.000265i,-0.0003339+0.00021675i,0.00033043+0.00021359i,0.00085013-0.00061013i,0.00068999-0.00036444i,-9.6547e-05-9.6096e-06i,-0.00094827-0.00016821i,-5.9766e-06-0.00038106i,0.00078431-0.00038187i,-0.00032743-0.00019684i,-0.0010675+1.6281e-06i,-0.00030058+0.00036009i,0.00016901+0.00047784i,-0.00024259+0.00039402i,-0.00033424+8.3275e-06i,6.6389e-05-0.00049151i,0.00035524-0.0003417i
0.0003991-7.5539e-05i,0.00014478-0.0012971i,0.000439-0.0013204i,0.0007143+8.9962e-06i,0.00076767+0.00025717i,0.00075337-0.00013385i,-4.5766e-05-0.00022227i,-0.00023524-0.00084706i,0.00048555-0.00082723i,0.00063014-0.00015761i,0.0010458+3.8303e-05i,0.00082033-0.00056711i,0.00057094-0.00074962i,0.00021525-0.00015984i,-0.00018845+6.0972e-05i,-3.0228e-05-0.00014281i,-0.0003765-0.0004906i,-0.00066969-0.00077371i,-6.7388e-05-0.00054231i,-8.7785e-05-0.00087192i,-0.00060408-0.0011769i,-0.00082495+0.00013064i,-0.00055202+0.0013954i
0.002157-0.0011628i,0.0016093+4.2522e-05i,0.00027857-4.0171e-05i,-0.00088834+3.3817e-05i,-0.0011841+0.00057401i,-0.00086037+0.00013245i,-0.00035284-0.0004322i,-6.4112e-05-0.00059476i,-9.474e-05-0.001323i,0.00011435-0.0012804i,-0.000286-0.00085342i,-0.00037713-0.0012745i,-2.8021e-06-0.0013581i,-0.00038615-0.00079815i,-0.00025384-0.00039034i,0.00032449-0.00048543i,0.00035332+5.8878e-06i,0.00019879+0.0002896i,0.00034595-0.00019504i,0.00094321-0.00019452i,0.0009798+0.00024073i,0.00042044+0.00015475i,0.0003965-0.00043499i
0.00065098-0.00087691i,0.00065943+0.00013058i,-0.00015328+0.00087444i,-3.8268e-05+0.00047886i,0.00082051+1.7359e-05i,0.001119-0.00065803i,0.0002927-0.0013942i,0.00019785-0.0011319i,-1.4228e-05-0.00055047i,-0.00011917-0.00038829i,0.00029475-0.00036478i,-5.5314e-06+0.00031177i,-0.00022108+0.0006929i,-0.00033334+0.00067093i,-0.00013481+0.00083805i,7.56e-05+0.00080239i,9.1244e-05+0.0010712i,-0.00021329+0.00073572i,1.4903e-05-0.00063i,0.00027628-0.00089883i,-0.00021852-0.00032135i,0.00031829+5.1176e-05i,0.0015129-0.00020931i
-0.0020786+4.3709e-05i,-0.0027193+0.00082275i,-0.0022816+0.00095797i,-0.0010259+0.0018857i,0.00047924+0.0017492i,0.00097925-0.00053397i,0.00053498-0.0019687i,2.7553e-05-0.0011384i,-5.0809e-05+3.7554e-05i,0.00021512+0.00055575i,4.7079e-05+0.00080728i,0.00026862+0.00050035i,0.0005622-0.0004273i,0.00012654-0.00018168i,-8.0212e-06+0.00060449i,2.3033e-05+0.00066153i,-0.00022753+0.00021674i,0.00014547+0.00020853i,0.00037507+0.00030456i,9.0324e-05+0.000682i,0.00036924+0.00054238i,0.00081077-0.00016563i,0.0014116-0.00015615i
0.0021884+6.2514e-05i,0.002434+0.0014245i,0.0020605+0.0011283i,0.0012518-0.00016728i,0.00080816-0.00067201i,0.00066191-0.0012969i,0.00056768-0.0014661i,0.00016377-0.00099295i,-0.0003207-0.0002225i,-0.00010857+0.00012214i,0.00060381-0.00036102i,0.00099229-0.00051048i,0.00042906+0.00016702i,-0.0001837+0.00016608i,0.00010929-0.00054616i,-3.2282e-05-0.00012086i,-0.00020896+0.00020084i,-0.00064654+8.7253e-05i,-0.00058286+0.00026231i,0.0001432+0.00046394i,0.00098748+0.00061294i,0.0013543+0.0011279i,0.00088459+0.00091383i
0.00086686+0.001363i,0.00075931+2.5486e-05i,0.0013728-0.00059388i,0.0018064+9.9393e-05i,0.0016678+0.00031226i,0.0010143-0.00050411i,0.00015057-0.00095667i,0.0007837-0.0012003i,0.0014705-0.0006786i,0.0013556+0.00019207i,0.00069266+0.00072537i,0.00020112+0.00071259i,0.00039492+0.00039007i,0.00029673+0.00012632i,-0.00020639+0.00030589i,0.00015374+0.00031876i,0.00024877-9.0388e-05i,-0.00028322+0.00059191i,-0.00078452+0.0011841i,-0.00052955+0.00034953i,0.0004053-0.00048112i,0.0007205-0.00080042i,-6.4082e-05-0.00038297i
