-3.5677e-05+0.0013153i,-0.00023628-0.00032178i,-0.0025402-0.001061i,-0.0027904-0.00061503i,-0.0021889-0.00050355i,-0.0024998+0.00064063i,-0.0025475+0.0019632i,-0.00086147+0.0018353i,0.0010824+0.00012505i,0.0013662-0.00067632i,0.00038415-0.00011811i,-0.00022657-0.00021349i,-0.00014021-0.00089969i,-8.6766e-05-0.00079316i,7.1936e-06-0.00015929i,0.00052133-0.00031287i,0.00085521-0.00031616i,0.001084-1.1316e-05i,0.00090711-2.863e-05i,0.00019587+0.0001269i,-0.00041783+0.00035349i,-0.00059497-0.0001517i,-0.00083385-8.1649e-06i
-0.0031797-6.1649e-05i,-0.0027195-2.0497e-05i,-0.002745-0.00031318i,-0.0019076+0.00047532i,-0.001126+0.0012816i,-0.0012892+0.00060257i,-0.0017973-3.7998e-05i,-0.0016338+6.9803e-05i,-0.0012681-0.00027366i,-0.00071085+3.0703e-05i,-0.00095456+0.00078553i,-0.00189+0.000318i,-0.0026135+0.00030069i,-0.0019066+0.0014773i,-0.00075318+0.001945i,9.7049e-05+0.0020239i,0.00066637+0.001928i,9.2087e-05+0.0010891i,5.2864e-05+2.8015e-05i,0.00091239-0.0007469i,0.00041286-0.00034222i,0.0001518+0.00059049i,0.00024705+0.0005227i
-0.0017111-0.0033671i,-0.00090027-0.00099428i,-0.00073905-0.00079478i,-0.0013617+2.0261e-05i,-0.001791+0.0010329i,-0.0014292+0.0023681i,-0.0007554+0.0019264i,-0.00013227+0.00068021i,-0.00090108+0.00010936i,-0.0021971-0.00036343i,-0.0026408-0.00028802i,-0.0021785+5.6283e-05i,-0.00097462+0.0011031i,-0.00046395+0.0011274i,-0.00039961+0.00080098i,0.00029301+0.00099627i,0.00085107+0.00062742i,0.00028778+0.00037159i,-0.00028059+4.1228e-05i,0.00010792-0.00032161i,0.00018972-0.0005132i,0.00022366-0.00039819i,0.00030735-0.00073273i
-6.4679e-05-0.00033114i,-0.00060535-0.00098814i,-0.00064172-0.0010317i,-0.00075063-0.00033001i,-0.0011375-0.00044889i,-0.0020461-0.00018645i,-0.0019958+0.00029735i,-6.3369e-05+5.9282e-05i,0.00084747-0.00065464i,0.00016254-0.0010976i,-0.001008-0.00032774i,-0.0014806+0.0014674i,-0.00046979+0.0020404i,-0.00023737+0.001282i,-0.00013736+0.00029192i,-4.8321e-05-0.00014237i,-0.00020193-0.00027644i,-0.00016673-0.00026235i,7.9458e-05+8.3195e-05i,0.00092455+0.0006536i,0.00060996+0.00026547i,0.00023886-0.00062059i,-5.6813e-05-0.00057085i
-0.0018147+0.00016024i,-0.0020554+0.0011639i,-0.00048449+0.0022855i,-0.00062612+0.0025135i,-0.001818+0.00096457i,-0.0017205+0.00015602i,-0.00046665+0.00016271i,0.00081898+0.00022133i,0.0011394+0.00028849i,0.00075429+0.00012421i,0.00012967+0.00027361i,2.197e-05+0.00072396i,0.00043428+0.0011238i,0.00041981+0.00072252i,-0.00028844+0.00032488i,-0.00069876-0.00038739i,-0.00071191-0.0010467i,-0.00068895-0.0011228i,-0.00064591-8.4856e-05i,-0.00050048+0.00084323i,-0.00041049+0.00054049i,-0.00041608+2.945e-05i,0.00019269+6.2243e-05i
0.0014361+0.0011908i,0.0017937+0.0012814i,0.0019536+0.00097156i,0.0018962+0.00083916i,0.0015646+0.00060133i,0.00038671+3.2648e-05i,-0.00049193+0.00061707i,0.0002432+0.0011151i,0.0012198+0.001243i,0.0011079+0.00094636i,0.00089328+6.6355e-05i,0.0010836-0.00080191i,0.00058695-0.00091478i,-0.00025208-0.00025922i,-0.00071682-0.00048091i,-0.0012258-0.0004187i,-0.0011787+0.00058314i,-0.00069839+0.0012646i,-0.00036096+0.001398i,-0.0001452+0.0010364i,-0.000145-8.261e-05i,4.4634e-06-0.00027928i,0.0001705+7.5637e-06i
-0.0024156+0.0014737i,-0.00292+0.0028027i,-0.0029078+0.0029673i,-0.0016979+0.00239i,-0.00062444+0.0025005i,-0.00041452+0.0017683i,-0.00089444+0.0011076i,-0.00052515+0.00066473i,0.00058076+0.00032129i,0.0013184+0.0004868i,0.00014418+0.00018699i,-0.00089401-0.00025409i,-0.00087478-0.00010947i,-0.0013658+0.00019833i,-0.00097148+0.00052231i,-0.00083276+0.00054704i,-0.0012562+0.00045065i,-0.0011145+0.00059079i,-0.00025631+0.00076881i,0.00085591+0.0010993i,0.0013037+0.00074103i,0.0009267-0.00066617i,0.0002367-0.0011405i
0.00098987-0.0020635i,0.00016006-0.002309i,-0.0015253-0.0022009i,-0.0029677-0.00050545i,-0.0031848+0.00084945i,-0.0023872+0.0010572i,-0.00086585+0.00084374i,-0.00029997+2.5981e-05i,-0.00063912-0.0010295i,-0.0010761-0.0014366i,-0.0024343-0.0010982i,-0.0027965+0.00014986i,-0.0024553+0.000548i,-0.0023365-0.00032894i,-0.0017408-0.00062376i,-0.00094166+0.00016961i,-0.00044+0.00046502i,0.00017993-5.7264e-05i,0.00097949+0.00044556i,0.0012871+0.001392i,0.0011277+0.00081882i,0.00080534-0.00012745i,0.00052539-0.00062294i
0.0027314-0.00028978i,0.0022926-0.00051021i,0.0018758-0.0023766i,-0.00018733-0.0026314i,-0.0013246-0.0021865i,-0.0011092-0.0010401i,-0.0011931+0.00026198i,-0.0012503+0.00024553i,0.00020337-0.00092118i,0.0010896-0.0010459i,0.00032958+0.00061343i,-0.00048586+0.0013462i,-0.001029+0.0011185i,-0.00019945+0.00022011i,0.00064021+4.0851e-06i,0.00039962+0.00035598i,0.00047377-0.00040096i,0.00082974-0.00074677i,0.00061837-0.00011114i,0.00054906+4.0221e-05i,0.0003445+5.7828e-05i,-6.0943e-05-0.00019999i,-0.00056371-0.00071591i
-0.00054491+0.0012247i,-0.00045717+0.0016024i,-0.00020009+0.0021793i,0.00013741+0.0011334i,-0.00023003+0.00028462i,-0.0010567+0.00017809i,-0.00067942+0.00048516i,0.0007639+0.0005133i,0.0012482+0.00015135i,0.001167+0.00051259i,0.00052736+0.0013801i,-0.00010414+0.0013935i,0.00059788+0.00089722i,0.0008397+0.00070271i,0.00044258+2.7046e-06i,0.0006855-0.00057418i,0.00045667-0.00036406i,-0.0002055+0.00021648i,-0.00068099+0.0009226i,-0.00058082+0.00084402i,9.451e-05+0.00064739i,0.00054235+0.00023328i,0.00049107-0.00037732i
9.5611e-05+0.0011797i,-0.00076578+0.00060841i,-0.00067962+0.0009712i,4.3809e-05+0.001556i,-0.00035249+0.0012998i,-0.0012654+0.00041576i,-0.0012851+0.00012178i,-0.00032712+0.00054265i,0.00093949+0.0010689i,0.00099554+0.00087652i,0.00034027+0.0011962i,0.00094294+0.001331i,0.0010333+0.00073418i,-4.089e-06+5.3481e-05i,-0.00081861-0.0001861i,-0.0014702-0.00028225i,-0.0016228+0.00031935i,-0.0014596+0.0013333i,-0.0011297+0.0018292i,-0.0009017+0.001498i,-0.00052358+0.00010595i,1.5895e-05-0.00055184i,0.00059046-0.00028299i
0.0016281+0.0013058i,0.0018084-0.00035887i,0.0022092-0.00088325i,0.0026649-0.0011234i,0.0014485-0.0011554i,-0.000653-0.00030281i,-0.0016481+0.00010621i,-0.0017793+0.00013644i,-0.0010284+0.00062484i,-0.00069978+0.00045919i,-0.00085803-5.8427e-05i,-0.00051093-0.001154i,0.00012024-0.0018045i,-0.00062851-0.0012508i,-0.0019026-0.00089092i,-0.001719-0.00019552i,-0.0011364+0.0003788i,-0.0011456+0.0010912i,-0.0013129+0.000856i,-0.00081995+0.00021692i,0.00025004+5.4678e-05i,0.00085207-0.00039689i,0.00065389-0.00030644i
0.00011734+0.0011414i,0.00039001+0.0010544i,0.0012601-9.5066e-05i,0.0012836-0.00033018i,0.00050136-0.00021221i,0.00020161+0.00021454i,6.7641e-05+0.00030484i,0.00012206-0.00034543i,-0.00056715-0.00088879i,-0.0015628-0.0011848i,-0.0013341-0.0013137i,-0.0012807-0.0015599i,-0.0013689-0.0013151i,-0.0015895-0.00066871i,-0.0021355+0.00030854i,-0.0020859+0.00083405i,-0.0013705+0.00098986i,0.00016589+0.0015288i,0.0013923+0.0013263i,0.0017765+0.0004549i,0.0015645-0.00032925i,0.00097553-0.0005681i,0.00074891-0.00076909i
-0.00064053+0.00055795i,0.00067328+0.0018515i,-2.4873e-05+0.0024176i,-0.00084213+0.0019925i,-0.00050472+0.001684i,-0.00032895+0.0014395i,-0.00021947+0.0013147i,-9.9559e-06+0.00081717i,-9.9956e-05-0.00016365i,-0.00066282-0.0010599i,-0.0013068-0.00165i,-0.0011523-0.00027799i,-0.00081433+0.0013553i,-0.00065338+0.0016534i,-0.00038149+0.0012422i,-0.0002165+0.0013484i,8.8083e-05+0.00085423i,0.00039775+0.00016203i,0.00045028+0.00020887i,0.00084441-1.7658e-05i,0.00045939-0.00050421i,-0.00025266-0.00083486i,-0.0003719-0.0013036i
0.00066944-0.0013747i,0.0006299-0.0024331i,-0.00098042-0.0028747i,-0.0019437-0.0012353i,-0.0012397+0.00013072i,-0.00079247+0.00027397i,-0.00073455+0.00062366i,3.3636e-05+0.0013188i,0.00045165+0.0010355i,5.2379e-05+0.00091963i,-0.00051721+0.0012724i,-0.00068141+0.0017661i,0.00021143+0.0018221i,0.00087179+0.0010405i,0.00054707+0.00042069i,0.00075759+0.00039346i,0.00030432+0.00042311i,-0.00035692-1.6691e-05i,-0.00035174-0.00019914i,-0.00033269+0.00015372i,0.00026924+0.00046747i,0.000272+0.0001289i,0.00038919-0.00067478i
0.0012032+0.0017575i,0.001324+0.0010169i,0.0025448+0.0015497i,0.0030968+0.0010738i,0.0015497+0.00026571i,-0.00049519+0.00057866i,-0.00048513+0.00048626i,0.00031124+0.00036626i,0.00018733+0.00050389i,6.2747e-06+0.00071396i,-6.1117e-05+0.0017404i,-0.00023495+0.0023018i,0.00088262+0.00086086i,0.00094045-0.00088084i,0.00016653-0.00145i,0.00029619-0.0014636i,-8.0352e-05-0.00098524i,-0.00082716-0.00018642i,-0.0005528+0.00058916i,-0.00019356+0.00061355i,-0.00019975+0.00072549i,-0.00029258+0.0010168i,-0.00044625+0.00058187i
-0.0016194+0.0010727i,0.00013933+0.001862i,0.00035491+0.0031649i,0.00012569+0.0026483i,-0.00027925+0.0012706i,-0.0011366+0.00051941i,-0.0011285-0.00072213i,-0.00085287-0.0015941i,-0.00079695-0.0011672i,-0.00073267-0.00019024i,-9.586e-06+0.00091308i,0.0011172+0.0012545i,0.00082575+0.00079151i,-6.2953e-05-0.00017261i,-0.0010119-0.00064621i,-0.0011713-0.00085651i,-0.00050544-0.00068804i,-0.00050489+0.00096879i,-0.00085392+0.0020853i,-0.00081967+0.0019225i,-9.7138e-05+0.0012988i,-0.00035156+0.00073775i,-0.00029012-0.0001444i
-0.001879-0.0017309i,-0.0026617-0.0023597i,-0.0033253-0.00099326i,-0.0031778+4.0169e-05i,-0.0022399+0.00051176i,-0.0013088+0.00035892i,-0.00040377-0.00073949i,-0.00088538-0.00093406i,-0.0017574-0.0017668i,-0.0013227-0.0023987i,-0.00090597-0.0020369i,-0.00053299-0.0014319i,-0.00038301-0.0016704i,-0.00034389-0.0015469i,-0.000845-6.822e-05i,-0.0017179+0.00049308i,-0.0012293+0.00037193i,-0.00055884+0.00012976i,-0.00018644+3.0156e-05i,0.00055244+0.00025363i,0.00093567+0.00031112i,0.00088848+0.00021861i,0.00037235-4.4061e-05i
0.00050504-4.4001e-05i,0.0026557-0.00033214i,0.0027722-0.0004785i,0.0015776+6.2378e-05i,0.00026986+0.00090267i,7.698e-05+0.0011972i,0.00017715+0.0014363i,-3.9357e-05+0.00029328i,0.00047943-0.00098556i,0.00033371-0.0012468i,-0.00092391-0.0017187i,-0.0018281-0.0015753i,-0.0014134-0.00044904i,-0.00068642+0.00052126i,-0.00094792+0.00035845i,-0.001352+0.00050931i,-0.00018663+0.0013153i,0.001258+0.0010431i,0.00085885+0.00067899i,4.4981e-05+0.0010701i,-0.00032125+0.00081077i,-0.00051837+0.00010707i,0.0003863-0.00064245i
0.0010721+0.00029362i,0.00093291+0.00013414i,0.0024994-0.00060187i,0.0031424-0.0012154i,0.0017923-0.0010033i,0.00022568+0.00016911i,-0.00025654+0.0011992i,0.0010131+0.0014206i,0.0012244+0.0012271i,-0.00017907-5.3651e-05i,-0.0022453-0.0012549i,-0.0035231-0.00039082i,-0.0026319+0.00044842i,-0.00076611+0.00041114i,0.00028236+0.00046041i,0.00019835+0.00022421i,-0.00010311+0.00033281i,-0.0002038+0.00080357i,-0.00051318+0.0004271i,-0.00052691-0.00012265i,0.00033498-0.00057022i,0.00020044-0.00083331i,-0.00062776-0.0012683i
6.7039e-05-0.0022333i,-0.00013909-0.0018021i,-0.00046864-0.0013787i,-0.0019057-0.00086163i,-0.0036438-0.00040103i,-0.0031777+0.00096152i,-0.0022071+0.0017562i,-0.0011428+0.0017524i,-0.00011845+0.0024437i,-0.0005765+0.002553i,-0.0016097+0.0021339i,-0.0016165+0.0018805i,-0.00083535+0.0022037i,0.00050735+0.0019082i,0.00049583+0.00083358i,-7.781e-05+0.00010736i,-0.00029616+0.00011839i,-0.00049666-8.912e-05i,-0.00029598-0.00023959i,-0.00023107-0.00017048i,0.00016251-0.00066252i,0.00049963-0.000983i,0.00039282-0.00062373i
-0.00032012-0.00045647i,-0.0018318-0.0028907i,-0.0032487-0.0026987i,-0.0029214-0.00092374i,-0.0016777+0.00022305i,-0.00084293+0.0004881i,-0.00069941-0.00071875i,-0.00072238-0.00060401i,-0.00032028+0.00025692i,-0.00064117+0.00047756i,-0.0011101+0.0014401i,-0.00058683+0.0022741i,0.00034699+0.0016505i,-0.0002079+0.00051329i,-0.00084249-0.00072501i,-0.00040567-0.0010592i,-0.00029577-0.00040251i,-0.0001493-0.0005279i,0.00023128-0.00012431i,0.00046949+0.00084671i,-0.00039019+0.0011053i,-0.00075548+0.0011005i,-0.00052239+0.00023081i
-0.00078004-0.00072081i,9.1573e-05-0.00041337i,0.00083038+0.00018224i,0.00031002+0.00096292i,-0.00013215+0.0013088i,-0.00031403+0.0011489i,-0.0010524+0.00028449i,-0.0010386-0.0010957i,5.2376e-05-0.0020035i,0.00048973-0.0021897i,0.0004685-0.0013781i,0.00086183-0.0003685i,0.00077499-0.00051327i,-0.00052762-0.00068721i,-0.0011304-0.00063204i,-0.0010823-0.0010194i,-0.0014064-0.00064328i,-0.00076101+0.00029519i,0.00033253+0.00081377i,0.00044398+0.00081928i,0.00014381+0.00070442i,0.00012628-0.00010631i,0.00092928-0.00018135i
0.00093875+0.00030605i,0.0033194-0.00011534i,0.0031099+0.00044378i,0.0017998+0.00078037i,0.00046625-9.2493e-05i,-0.00077054-0.0010292i,-7.5412e-05-0.0010607i,0.0012288-0.00069841i,0.0015928-0.0010895i,0.0011494-0.0021295i,0.00075133-0.0020678i,0.00035146-0.0010529i,-2.3091e-06-0.0016573i,-0.00087726-0.0017875i,-0.0018649-0.00033876i,-0.0021667+0.0010069i,-0.001452+0.0013671i,-0.00072652+0.0021444i,-0.00042223+0.0018253i,0.00035987+0.0011345i,0.0011924+0.0012689i,0.0018702+0.0011324i,0.0013075+0.0002912i
-0.00025013-0.0005966i,0.00016138-0.00018955i,-0.00014722-0.00013706i,2.457e-05+4.971e-05i,0.00057092+0.00096489i,0.00089417+0.001859i,0.0012397+0.0017353i,0.0009922+0.0010991i,0.00045778+0.00086981i,-0.00051597+0.00066383i,-0.0015628-0.00034093i,-0.0021716-0.0016105i,-0.0019602-0.0011423i,-0.00076282+0.00068419i,0.00022151+0.0011889i,0.00040481+0.0011542i,-0.00011944+0.0012414i,-0.00061345+0.00096579i,-0.00066043+0.0010496i,-0.00029312+0.001147i,0.00046139+0.00085992i,0.00070156+0.00024354i,0.00089641+0.00025425i
-0.0018095+0.0013332i,-0.001098+0.0010119i,-0.0018696+0.0010686i,-0.0014005+0.0013937i,-0.00061482+0.00035436i,-0.00042649+7.5303e-05i,-0.00059216+0.0010407i,-0.0012405+0.001962i,-0.0014232+0.0026723i,-0.0014287+0.002171i,-0.001761+0.00099451i,-0.0019503-7.1115e-05i,-0.0013034-0.00014462i,-1.283e-05+0.00068953i,0.00042911+0.00077638i,0.00068745+0.00085229i,0.00054119+0.00042415i,-0.00089169+8.1714e-05i,-0.0012199+0.00042677i,-5.6062e-05+0.00039564i,0.0008269-6.1541e-05i,0.00058894-0.00060505i,0.00022162-0.00094635i
-0.0012658-0.0016168i,-0.0023484-0.0020163i,-0.0041588-0.0014342i,-0.0045019+0.00034747i,-0.0028394+0.0021841i,-0.00090295+0.0022279i,-0.00041457+0.0011668i,-0.00026397+0.00061452i,0.00065163+0.00071031i,4.7399e-05+0.0017771i,-0.001471+0.0020912i,-0.0014611+0.0023817i,-0.00026905+0.0027954i,-0.0002527+0.0014179i,-0.00050079+0.00028054i,0.00010144-5.1025e-05i,0.00026677-0.00056083i,0.00045986-0.00078113i,0.00030441-4.7996e-05i,0.00028167-0.0005018i,0.00029405-0.0015526i,0.00012778-0.0012178i,-9.549e-05-0.00040254i
-0.0011837-0.0018572i,-0.00028618-0.0016393i,-0.0020816-0.0013314i,-0.0039199-0.00050588i,-0.0035512+0.00097276i,-0.0022994+0.0009592i,-0.00084849-0.00038164i,0.000805-0.00087503i,0.0023931-0.00098439i,0.0021532-0.001005i,0.00022948+0.00034545i,-0.00075647+0.002196i,-0.00019048+0.0023866i,0.00040111+0.00080162i,0.00043512+0.00017555i,0.00017013+6.9907e-05i,0.00013949-0.00013129i,0.00051794+0.0016183i,0.00045261+0.0023317i,-0.0004288+0.00056065i,-0.00087983-0.00064822i,-0.00050078-0.00039954i,3.3024e-05+0.0005491i
-0.0014984+0.0019431i,-0.0015265+0.0022572i,-0.0017516+0.0038011i,-0.0013351+0.0040031i,-0.00058064+0.0018676i,0.00058133+4.8496e-06i,0.0015202-0.00017194i,0.0018186-0.001123i,0.0028337-0.0021621i,0.0027362-0.0021161i,0.0011622-0.0014331i,-3.9846e-05-0.00033617i,-0.00030158+0.00019334i,0.0001049-0.00055064i,-0.00011578-0.00087058i,-0.00056471+3.1525e-05i,-0.00079224+0.00055806i,-0.0005866+6.6405e-05i,0.0003014-0.00010854i,0.00026969+0.00057479i,-0.00070693+0.00058967i,-0.00082925+0.00050637i,-0.00040065+0.00060652i
0.0021943+0.00037193i,0.0024644+0.00026174i,0.0023372+0.00016804i,0.0019217+0.00021509i,0.0013562+0.00076592i,0.00088876+0.00070054i,8.9526e-06+0.00043287i,-0.00034235+0.00040092i,4.1579e-05-0.00055318i,-0.00017553-0.0024428i,-0.00050839-0.0036289i,0.00026138-0.0032949i,0.00077328-0.0024275i,0.00018225-0.0015741i,-0.0005356-0.0012273i,-0.001473-0.00075756i,-0.0017936+0.00082524i,-0.0015922+0.0016703i,-0.00095982+0.0013432i,-0.00044886+0.00066254i,-5.1788e-05+0.00063269i,0.00019349+0.0011323i,-0.00023494+0.00093153i
-0.0022415+0.0017231i,-0.0016633+0.0020264i,-0.0014452+0.0033141i,-0.00012464+0.0032067i,0.00041311+0.0024967i,0.00025278+0.0017302i,-9.713e-05+0.0010425i,-0.0010045+0.0013699i,-0.0022439+0.00087847i,-0.0033767-5.771e-05i,-0.0023093-0.00051585i,1.6323e-05-0.00041836i,0.00049563+9.2263e-05i,0.00067355+0.00051826i,0.00071259+0.0011341i,-0.00046794+0.0018136i,-0.0021393+0.0015236i,-0.0025027+0.00054602i,-0.0010312+0.0002411i,-0.0002544+0.00045816i,-0.00035094+0.000444i,0.00012033+0.00067302i,0.00015903+0.0007855i
4.4328e-05-0.00020049i,-0.00067115-0.00020452i,1.1868e-05-0.00031539i,-0.00048023+0.00045394i,-0.00082679+0.00055326i,-0.0011802-0.00053901i,-0.0024827-0.00067977i,-0.0024965-0.00027775i,-0.0017774+0.0013466i,-0.0018269+0.0030379i,-0.0024499+0.0023017i,-0.002164+0.001481i,-0.0010205+0.0014906i,-0.00022641+0.0017099i,-0.00035311+0.0019841i,0.00016346+0.0022442i,0.00084236+0.0012085i,0.00086224+2.5722e-05i,0.0010676+2.1049e-05i,0.0012393-0.00013359i,0.00098966-0.00059211i,0.00014896-0.00075318i,-0.00041828-0.001177i
-7.283e-05+0.00014219i,-0.00084646-0.0010398i,-0.0010767-0.0020652i,-0.00092381-0.0011728i,-0.0010278-0.00041653i,-0.0013713-8.4695e-05i,-0.0005527-0.00048887i,0.000658-0.00063334i,0.0018348+0.00028449i,0.0017512+0.0012853i,-0.00069961+0.0025919i,-0.0025676+0.0032657i,-0.0017762+0.0025727i,-0.00066722+0.0016365i,-0.00021921+0.0012358i,0.00041463+0.001135i,0.00045793+0.00065633i,0.00026027-0.00048831i,0.00053701+0.00010138i,0.00062284+0.00090941i,0.00055301+0.00035287i,0.00092792-0.00052084i,0.0010818-0.00089538i
-0.0015343-9.7556e-05i,-0.0014244+0.00063655i,-0.0025349+0.001341i,-0.0027623+0.0016104i,-0.0014197+0.0012278i,0.00057729+0.0010023i,0.0018186+0.0012549i,0.0024029+0.0008188i,0.002466-0.00021291i,0.002526-0.00030937i,0.0016507+0.00017797i,0.00011848+0.00045221i,-0.0006144+0.00028336i,-0.0008699-0.00019817i,-0.00047407-5.2168e-05i,0.00053292+8.8075e-05i,0.00089254+9.69e-05i,0.00046222+0.00069492i,0.00047765+0.00082605i,0.0012653+0.00088829i,0.00092218+0.0010595i,3.7591e-05+0.00070368i,-8.0187e-05-0.00031611i
-0.0014375-0.0027749i,-0.0010692-0.0023381i,-0.001929-0.0018244i,-0.0027433-0.00096839i,-0.0019837-0.00018395i,-0.00043136+0.00082559i,0.0010649+0.0013317i,0.0018408+0.00044913i,0.0021563-0.0017772i,0.0016404-0.00326i,0.00098803-0.002529i,0.001529-0.0012162i,0.0014305-0.00026453i,0.00045649-3.0564e-05i,5.1555e-05-0.00043643i,-0.00037073-0.00035998i,-0.0012897+0.00019117i,-0.0018834+0.00086607i,-0.0013626+0.0011113i,-0.00094997+0.00069934i,-0.00029171+0.00079125i,0.00053937+0.0014468i,0.00045063+0.0010836i
-0.0002505-0.0013158i,-0.0015653-0.0013106i,-0.0025713-0.0017501i,-0.0025161-0.00058664i,-0.0019606+0.00055713i,-0.0016829+0.0014372i,-0.0016055+0.0022433i,-0.0015551+0.0013397i,-0.001661-0.00047217i,-0.0015163-0.0019682i,-4.9269e-05-0.0019343i,0.0011786-0.0010747i,0.00092426-0.00026704i,0.0004007+0.00022338i,-0.00029184-0.00010003i,-0.0015-0.00072884i,-0.0018862-0.00062919i,-0.0017394-6.6452e-05i,-0.0021072+0.00046068i,-0.0011475+0.00067891i,0.00013653+0.00062526i,-4.8212e-05+0.00016708i,-0.00034415-0.00058044i
0.00034771-7.8782e-05i,0.00067815+0.00015128i,0.00054731+0.00093468i,-0.00010063+0.00095855i,-0.0014738-0.00032206i,-0.0020327-0.00067205i,-0.0016793-0.00096646i,-0.0014253-0.00095369i,-0.0014014+0.00069484i,-0.0022094+0.002111i,-0.0024594+0.0011908i,-0.0013522+0.00059125i,-0.00058949+0.0014806i,-0.00046339+0.0024987i,-0.00052182+0.001999i,-0.00083485+0.00064827i,-0.00086486+0.00030764i,-0.00020088+0.00028294i,0.00048077+0.00022919i,0.00038625-4.5324e-05i,0.0005693-0.0011707i,0.00023007-0.0014558i,-0.00027788-0.0012557i
-0.001866+0.002541i,-0.00085584+0.0025949i,-0.00053229+0.002194i,-0.00048478+0.0024175i,3.102e-05+0.0025469i,-0.00044335+0.00081283i,1.4444e-05-0.00078875i,0.00080358-0.00057844i,1.4987e-05+0.0007221i,-0.0012065+0.002968i,-0.0025118+0.004055i,-0.0028535+0.0024889i,-0.0019822+0.0012189i,-0.0010098+0.0017379i,-0.00069474+0.002109i,-0.00048546+0.0017029i,0.00029069+0.0013199i,0.0010261+0.0015273i,0.0016512+0.0014667i,0.0018026+0.00041149i,0.0014935-0.0008027i,0.0010425-0.0010427i,0.00060642-0.00075998i
0.00060328-0.00095624i,0.00096708-0.001644i,0.00046843-0.0015569i,-0.00090397-0.00063871i,-0.0020882-0.00031127i,-0.0015351+7.9527e-05i,0.00019185+0.0007497i,0.0014713+0.0012768i,0.0017532+0.0011776i,0.0010814+0.0011968i,-0.00058567+0.0012907i,-0.0018546+0.0014191i,-0.0015833+0.0011752i,-0.0014314+0.00048081i,-0.0011487+0.00041254i,5.2408e-05+0.0008081i,0.00073207+0.00081091i,0.00083078+0.00063845i,0.00072759+0.00091268i,0.00074266+0.00092831i,0.0012484+0.0015944i,0.0010526+0.0016953i,0.00047819+0.00061047i
-0.00040463-0.00099375i,-0.00048684-4.0936e-05i,-0.0011395-0.00012947i,-0.0016195+0.00044527i,-0.001214+0.0016786i,-0.00042885+0.0022278i,-5.0782e-05+0.0014744i,0.00076677+0.00036921i,0.0018325-0.00087798i,0.0020245-0.0017253i,0.0006578-0.00064291i,-0.00010587+0.00029439i,0.00014773-0.00028036i,0.00021942-0.0020009i,0.00015205-0.0021242i,-0.0001407-0.0010564i,-0.00037441-0.00093484i,-0.0009475+0.00012476i,-0.0020776+0.0022565i,-0.0016664+0.0025748i,-0.00093015+0.0014326i,-0.0004923+0.00069565i,0.0002688-0.00018124i
-0.00014985+0.00040095i,-0.00020587+0.0013254i,-0.00059512+0.001613i,-0.000244+0.00073264i,-0.00071908+0.00065605i,-0.0015997+0.0015194i,-0.0019593+0.0014412i,-0.00052116-0.00027205i,0.0014414-0.003295i,0.0018943-0.0043748i,0.0012129-0.0031771i,0.00081293-0.0017636i,0.00071373-0.00045389i,0.00037756-0.00016407i,-0.00040353-0.00062938i,-0.0011466-0.00043423i,-0.001292-0.00021975i,-0.00078388-0.00073356i,-0.00040502-0.0012834i,-0.00051845-0.0011067i,-0.00032934-0.00058203i,0.00019823+0.00033399i,0.00017053+0.00037822i
0.00067663-8.5484e-05i,-0.0002901-0.0010433i,-0.00047089-0.0007389i,-0.00092284-0.00014337i,-0.0018622+6.5794e-05i,-0.0026211-0.00025199i,-0.0030315-0.00034593i,-0.0023406-0.0002638i,-0.0014129+3.3649e-05i,-0.0013597-0.00022286i,-0.0011929-0.00083828i,-0.00016152-0.0004379i,0.00096917+0.00081844i,0.00041037+0.001439i,-0.00087611+0.0013828i,-0.0013713+0.0010033i,-0.0013914+0.00020481i,-0.00051591-0.0001004i,0.00031343-0.00070111i,0.00076838-0.00082827i,0.00057961-0.00045303i,-0.00030542-9.5881e-05i,-0.00048514+0.00040068i
0.00092546+0.0012338i,0.0015106+0.00099916i,0.00096806+0.00014449i,0.00066013-0.00055579i,-2.5525e-05-0.0016699i,-0.00092455-0.002203i,-0.00016864-0.0014363i,0.0007122+0.00051612i,-0.00055753+0.0026077i,-0.0015204+0.0032407i,-0.0013282+0.0022642i,-0.0011294+0.0011631i,-0.0010523+0.0004271i,-0.0013015+0.00059579i,-0.0014349+0.0014893i,-0.0010359+0.0014371i,-0.00069711+0.001015i,-0.0010762+0.00072683i,-0.0006097+0.00046029i,0.000424+5.9202e-05i,0.00089632-0.00079346i,0.00060602-0.00092684i,0.0002016-0.00045587i
0.00080072+0.00062829i,3.5588e-05+0.00098652i,0.0010481+0.00099845i,0.0011832+0.0015043i,0.00099339+0.0013219i,0.0013451+0.00041127i,0.0020127+8.3654e-06i,0.0027736+0.00025795i,0.0014003+0.0019741i,-0.00076127+0.003149i,-0.0015006+0.0030462i,-0.0018641+0.0022145i,-0.0011347+0.00042621i,-0.00069862-0.00048573i,-0.00062303+0.00056402i,-0.00023927+0.0014119i,0.00031323+0.0011179i,0.00017684+0.00095448i,-0.0011425+0.0012176i,-0.0008756+0.0010113i,8.5967e-05+0.00053781i,0.00051722-0.00030062i,0.00067194-0.0011731i
