-3.5677e-05+0.0013153i,-0.00023628-0.00032178i,-0.0025402-0.001061i,-0.0027904-0.00061503i,-0.0021889-0.00050355i,-0.0024998+0.00064063i,-0.0025475+0.0019632i,-0.00086147+0.0018353i,0.0010824+0.00012505i,0.0013662-0.00067632i,0.00038415-0.00011811i,-0.00022657-0.00021349i,-0.00014021-0.00089969i,-8.6766e-05-0.00079316i,7.1936e-06-0.00015929i,0.00052133-0.00031287i,0.00085521-0.00031616i,0.001084-1.1316e-05i,0.00090711-2.863e-05i,0.00019587+0.0001269i,-0.00041783+0.00035349i,-0.00059497-0.0001517i,-0.00083385-8.1649e-06i
0.00048301+0.0023025i,0.0017003+0.0017091i,0.002869+0.00034742i,0.0021211-0.0013725i,0.0013557-0.0014377i,0.0011143-0.00070203i,0.00036678-0.0001384i,0.00065618+0.00021523i,0.0013499-0.00017388i,0.0010758-0.0011339i,0.00015462-0.0015018i,-0.00084601-0.00046187i,-0.0014408+0.0007539i,-0.0015655+0.00070493i,-0.00049577+0.000586i,0.00087116+0.001013i,0.0007415+0.00090938i,-0.00038115+0.00055795i,-0.00058574-0.00015642i,0.00025908-0.00010597i,0.00057368+0.00021668i,9.0906e-05-0.00011603i,-0.00077162-7.0665e-05i
-0.00073105-0.00085893i,-0.0020582-9.7316e-05i,-0.0020575+0.00090307i,-0.0017774+0.0015101i,-0.0015135+0.00084001i,0.0001279-0.00025069i,0.0010452-0.0001707i,0.0013182-0.00020773i,0.00032924-0.00082457i,-0.00085625-0.0012752i,-0.00096999-0.0010604i,-0.00048393-9.0168e-05i,-0.00012793+0.00077703i,7.3308e-05+0.0010723i,-0.00013669+0.00052236i,-0.00067403-0.00020499i,-0.00017544-0.0001919i,-0.00050436-7.941e-05i,-0.00099657-0.00056804i,-0.00051851-0.00065998i,-3.148e-05-0.00093755i,0.00015814-0.0012544i,8.0298e-05-0.00062818i
-0.0019956-0.00047314i,-0.00013704+0.0010787i,0.00033912+0.0020009i,0.00079631+0.0011704i,0.0011233+0.000778i,0.00033853+0.00075999i,-0.00079205+0.00065679i,-0.00060292-0.00036823i,0.00049846-0.0013145i,0.00045911-0.00041294i,-0.00082711+0.00046842i,-0.0006833+1.9428e-06i,0.0002437+0.00030932i,-0.00020642+0.00047711i,-0.00066267-0.00024515i,-5.2496e-05-0.00040154i,-0.00034569-0.00010301i,-0.0014484-0.00017196i,-0.0010248+0.00031225i,0.00020782+0.00023591i,0.0011041-5.4038e-05i,0.0010497+0.00021197i,0.00039362-0.00010353i
-0.00098823-0.00045746i,0.00030083+0.00034666i,0.00076996+0.00070279i,0.00063083+0.001936i,-1.5478e-05+0.0016218i,-0.00015154+0.00046824i,0.00010659+0.00021312i,9.2963e-05+0.0001751i,1.9547e-05+0.00030832i,0.00035648+0.00034976i,0.00011927+6.2845e-05i,0.00081525+0.0001911i,0.0014956+0.00028297i,0.0010322-0.00053881i,0.0007349-0.00030282i,0.00016174+0.00021117i,-0.0009867-3.6317e-05i,-0.00075974+0.00011596i,-0.00011424+0.00046053i,-6.0802e-05+0.00020329i,9.0686e-05-0.0001818i,2.5216e-05+9.939e-05i,4.5195e-05+0.00015925i
-9.7536e-05+0.0012391i,-0.00032479+0.001815i,-0.00035516+0.0033455i,0.0006501+0.0035843i,0.00084211+0.0029788i,-2.2261e-06+0.0017233i,-0.00045345+6.1547e-05i,0.00048881-0.0006129i,0.0008054+0.00033116i,0.00038261+0.0011692i,0.00018+0.0014675i,-0.00031259+0.00054529i,-0.00052173-0.0010291i,9.8438e-05-0.00062763i,0.0003365+0.00023143i,-0.00032174+0.00047575i,-0.00077219+0.00062302i,-0.00090754+0.00088162i,-0.00055167+0.00068903i,-9.1146e-05+0.00013279i,-0.00034126+0.00016155i,0.00017217-0.00015707i,0.0010375-0.00082789i
-0.00097131-0.0015881i,-0.0014532-0.0017372i,-0.00095275-0.0023293i,-0.00064965-0.0016254i,-0.00067621-0.00034801i,8.2318e-05+0.00028041i,-0.00020331+0.0007339i,-0.00022579+0.00077655i,0.00047125-0.00024158i,-7.6885e-05-0.00091126i,-0.00051948-0.00081857i,-0.00090669-0.00045023i,-0.0014497-0.00024753i,-0.0013045-0.00012654i,-0.0014518+0.00027755i,-0.0011818+0.00057182i,-0.00076523+0.00039497i,-0.00084214-0.00056779i,6.2105e-05-0.00069936i,0.00087561-0.00078873i,0.00061115-0.00065871i,9.5652e-06-0.00018631i,-0.00016378+9.3697e-05i
-0.00045435-0.00096885i,0.000129-0.0015528i,6.4908e-05-0.00056348i,-0.00015053+0.000524i,-4.0234e-05+0.0010323i,-0.001057+0.0012233i,-0.00094795+0.00088122i,0.00053167+0.00057631i,0.0012991+0.00020521i,0.00098994-0.00012094i,-0.00016103-0.00031878i,-0.0014519-0.0002376i,-0.0018373+0.00075636i,-0.0015128+0.0012104i,-0.0011134+0.00085862i,-0.00098683+0.00067686i,-0.00058879+0.0005649i,0.00027017+0.0005067i,0.00087057+6.2578e-05i,0.00064291+6.3678e-05i,-0.00018606+0.00037426i,-0.00032889-0.00044191i,-0.00045968-0.00068168i
0.00092961+0.0012795i,0.0017965+0.0014194i,0.0025247+0.0014339i,0.0011775+0.0011895i,0.00015619+0.00042425i,-0.00066391-8.9571e-05i,-0.0016063+0.00032215i,-8.7996e-05+9.4308e-05i,0.0012982-0.00058718i,0.00089506-0.0008438i,-4.7072e-05-0.00081947i,-0.001078-0.00017295i,-0.0013618+0.00081398i,-0.0011755+0.00082839i,-0.0011426+0.00047287i,-0.00067663+0.00040239i,-4.9316e-06+0.00060246i,-4.6598e-05+0.00086179i,-0.00022617+0.00057671i,0.00014165+0.00032555i,0.00039038+5.4224e-05i,0.00046799-0.00089168i,0.00070382-0.00041204i
-0.0014655+0.00078014i,-0.0010339+0.0009636i,-0.00033169+0.0017193i,0.001107+0.0018236i,0.0010261+0.00022905i,-0.00053448-0.00038255i,-0.00044967+0.00048075i,0.00024324+0.00028813i,0.00047413-0.00073058i,0.00019512-0.00057079i,-0.00094837+0.00057056i,-0.0013602+0.0011639i,-0.00042862+0.0011364i,0.00047407+0.0012463i,0.00044597+0.00093895i,2.2702e-05+0.00051356i,0.00025822+0.00027919i,0.00043443+0.00029132i,-7.7074e-05+0.00059576i,-0.00038893+0.00072871i,-0.00020561-0.00012797i,-8.3974e-05-0.00057363i,0.00011725-0.00049084i
7.4608e-05+9.8269e-06i,-0.00020527-0.00014895i,-0.00030242-0.00095473i,-0.0004029-0.00098079i,-0.00084056-0.00030866i,-0.0011226+0.00038017i,-0.0011452+0.00049424i,-0.00050761-8.7276e-05i,0.00021571-0.00052699i,0.00017412-9.3402e-05i,-0.00029286+0.00018308i,-0.00063042+0.00045946i,-0.0003097-0.00040722i,0.00048044-0.0012914i,-0.00021552-0.00059261i,-0.0012979+3.2349e-05i,-0.0010144+0.00042199i,-0.00039524+0.00030477i,0.0002451+0.00011361i,0.00024408+0.00050521i,2.1868e-05+0.0010685i,-0.00012236+0.00049095i,-0.00060639-6.3231e-05i
-0.0010904-0.00023048i,0.00012316+0.00079485i,0.00075214+0.0010183i,0.00032821+0.0011671i,-0.00050279+0.00084773i,-0.00075045+0.0002829i,-0.00086396+9.6853e-05i,-4.6768e-05-0.00040644i,0.0005336-0.00010092i,5.6847e-05+0.00038199i,-0.00026326+3.6971e-05i,-5.7824e-05-0.00014181i,0.00045933-0.00012731i,0.00023295+0.00012477i,-0.00088553+0.00025654i,-0.0014669+0.00042351i,-0.0010708+0.00065128i,-0.00098792+0.001078i,-0.00095122+0.00081246i,-0.00030749+0.0002285i,-0.00027756+0.00040273i,-0.00045905+0.00030628i,0.00096061+0.00024253i
-0.00084966+0.0020173i,-5.5654e-05+0.0013974i,-8.2263e-05+0.0016415i,4.2256e-05+0.0017149i,0.00027252+0.001336i,2.4984e-05-3.7041e-05i,0.00019104-0.00087449i,0.00026394-0.00083442i,0.00018156-0.00096229i,7.3404e-05-0.00033208i,-0.00011536+0.00030138i,-0.00023267+0.00082229i,-0.00045509+0.00054062i,-0.00077147+0.00019617i,-0.00070132+0.00067472i,-0.00035397+0.00072472i,6.1903e-05+5.4335e-05i,0.00041631-5.8629e-05i,-0.00013102-2.2339e-05i,1.5122e-06-0.000379i,0.0006837-0.00044199i,0.00064235-0.00020817i,0.00073619+0.00013436i
0.00078019+0.0010016i,0.00087282+0.0017921i,0.0010793+0.0021672i,0.00034336+0.0013824i,-0.00036693-0.00012207i,-0.00016422-0.00047715i,-0.00024231-0.00034951i,0.00056184-0.0011404i,0.0012036-0.0009809i,0.00047995+5.6609e-05i,-0.0007299+9.6765e-05i,-0.0013384-0.00019785i,-0.00065494-0.00022978i,3.0186e-05-0.00066027i,-0.00041413-0.00090138i,-0.00097917-6.8753e-05i,-0.00097722+2.858e-05i,-0.00049594-0.00013644i,-0.00019138+0.0004122i,4.2683e-06+0.00033883i,0.0005261+0.00024582i,7.11e-05-0.00036879i,-0.00036129-0.00084209i
0.00079934+0.0012725i,0.00011009-0.00034863i,0.00045891-0.001104i,0.00028414-0.0018233i,-0.00012326-0.0013482i,-0.00015112-0.00042346i,-0.00045824+6.9973e-05i,5.5457e-05-0.00043587i,0.00030142-0.00090613i,-0.00036585-0.00099314i,-0.00086689-0.00066943i,-0.00076923+0.00010943i,-6.6023e-05+0.00012724i,0.00016458+0.00014187i,0.00011008+1.7013e-05i,0.0002673+0.00022268i,4.1828e-05+0.0010202i,-0.00014678+0.00055344i,0.00066231+0.0010146i,0.00096115+0.0019885i,0.0006869+0.00073495i,0.00089598-0.0012922i,0.0010497-0.001256i
-0.00022844+0.00097893i,3.3837e-05+0.00098773i,-5.7191e-05+0.00082733i,0.00021972+0.0010398i,0.00076866+0.00088083i,-0.00046773-9.8313e-06i,-0.00099976-0.0011515i,-0.00013604-0.0014456i,0.00023379-0.00069223i,-0.00034939-0.00056487i,-0.00020896+0.00011173i,0.00013601+0.00098184i,0.00033016+0.00091607i,0.00037583+0.00050518i,0.0004771+0.00017557i,0.00060346+0.00044095i,-0.00015832+0.00083254i,-0.00095022+0.00086218i,-0.00073706+0.0011076i,-0.00011457+0.00066166i,0.00026086-0.00038396i,0.0003945-0.0011678i,-0.00030713-0.00077426i
-0.00033895-0.00069296i,-0.00047538+0.00094268i,-0.0012862+0.001365i,-0.001412+0.00087919i,-0.00040315+0.00034744i,0.00036994+0.00028887i,-0.00024735+0.00051349i,-2.2995e-05+0.00042346i,0.00018467+0.0003666i,-0.00048018+0.0011275i,-0.00066288+0.0017135i,-0.0008313+0.0010524i,-0.00042261+3.1684e-05i,-0.00038183-0.00035146i,-0.00096481-9.4796e-05i,-0.00048949+7.4039e-05i,-1.6492e-05+0.00041231i,-2.3333e-05+0.00072894i,-0.00062516+0.00062447i,-0.000673+0.00028288i,0.0010679+0.00033949i,0.0009921+0.00089015i,-0.00024004+0.00080878i
-0.00096744+0.00016901i,-0.0011206+0.00037448i,-0.0016382+0.00057091i,-0.0025579+0.00073254i,-0.0022713+0.00084394i,-0.0022867+0.00072805i,-0.0017889+2.1576e-05i,-0.001101-0.0004128i,-0.0006969-0.00092191i,7.1599e-05-0.00090875i,0.00067068-0.00065377i,0.00051756-0.00025909i,0.00026547+0.00017498i,-4.2495e-05+0.00045641i,-0.00020665+0.00089678i,0.00014944+0.00054332i,0.00038634-6.9483e-05i,0.00042309-4.6906e-05i,0.0005111+9.9695e-05i,0.00058385-0.00019716i,0.0006223+9.4182e-05i,0.00017248+0.00086596i,-0.00054425+0.0007272i
0.00050607+0.00097879i,0.0012507+0.0012194i,0.0015887+0.0023222i,0.0015929+0.0015458i,0.0012874+0.00021052i,0.00054048-0.00070401i,-2.2891e-05-0.00086767i,0.00053803-0.0011485i,0.0003384-0.00034817i,-0.00023387+0.00041943i,0.00011096-0.00015198i,-0.00017838-0.00023753i,-0.00099372-7.1811e-05i,-0.0010364-2.1125e-06i,-0.0005876-0.00075634i,-0.00022322-0.00064129i,1.9602e-05+0.00054935i,-0.00019581+0.00052802i,-0.00071819+0.00028183i,-0.00066239+0.00035108i,-0.00028641+2.5093e-05i,2.0093e-06+0.00023144i,2.0131e-05+0.00057896i
-5.1749e-05-0.0010271i,-0.001194-0.0014644i,-0.0018255-0.0016814i,-0.0018371-0.0012179i,-0.0024827+4.4366e-05i,-0.0030582+0.0010699i,-0.0022559+0.0007349i,-2.5489e-05+0.00058222i,0.0013156+0.00044619i,-3.1103e-05-1.5821e-05i,-0.0016877-0.00030433i,-0.0018274-0.00046912i,-0.00087599-0.00057059i,-8.7014e-05-0.00034026i,0.00038106+6.8479e-05i,0.00025641-7.2558e-06i,8.219e-06-0.00030097i,-0.001025+0.00014144i,-0.0014122+0.00031515i,-0.00052639+0.0001846i,8.6889e-05-3.7872e-05i,1.2821e-05+0.00022015i,-0.00017678+0.00050198i
0.0027268-0.00014114i,0.0026252-0.00058226i,0.0025674-0.00087038i,0.0018884-0.0015356i,0.00089195-0.00097002i,-0.00038912-0.00030344i,-0.000766-0.00042212i,-0.00021966-0.00033529i,0.00034315-8.2963e-05i,-0.00027129-0.00011928i,-0.001557-0.00074292i,-0.0017357-0.00048996i,-0.00052835+0.00067269i,0.00026846-2.7033e-05i,-0.00044484-0.0008955i,-0.0011131+0.00030174i,-0.0013178+0.00098824i,-0.00042201+0.0010865i,-0.00025559+0.00067351i,-0.0014773+0.00098563i,-0.0013482+0.00098818i,-0.00011945-0.00040124i,0.00023496-0.0013716i
0.00010171+0.00047616i,0.00038897+0.00073849i,0.001012+0.0010108i,0.00030437+0.001321i,-0.00043398+0.0016186i,-0.00057556+0.001552i,-0.00062534+0.00062429i,6.1725e-05-0.0001455i,0.00076341-0.00046678i,0.00060603-0.00058762i,0.00041949-0.00033105i,0.00041865+0.00040055i,0.00053106+0.0014079i,0.00074129+0.001658i,0.0010135+0.00097725i,0.00055599+0.0007123i,-0.00070415+0.00086462i,-0.00073071+0.0013117i,0.00064387+0.0012214i,0.00077094+0.00053963i,6.9918e-05+5.2864e-05i,4.8986e-05-0.00061399i,1.1053e-05-0.00096496i
1.8053e-05+0.00020219i,-0.00024702+0.00045612i,-0.0011174-0.00027538i,-0.0021238-0.00062497i,-0.0024613-4.0887e-05i,-0.0020801+0.00054171i,-0.001079-1.2111e-05i,-0.00017508-0.00031996i,0.00010342-0.00041365i,6.438e-05-0.00071518i,-0.00036452-3.008e-05i,-0.00089172+0.00074483i,-0.00068392+0.00025467i,-0.0005247+0.00023627i,0.00013543+0.00031533i,0.00060695-0.0002759i,0.00010259+4.342e-05i,-0.00030324+0.00067723i,0.00047929+6.1164e-06i,0.000456-0.0010569i,0.00023284-0.0012174i,0.00034473-0.00065208i,-0.00013229-0.00046313i
-0.0013505-0.00026486i,-0.0012691+0.0011959i,-0.0020342+0.0021031i,-0.00095119+0.0018686i,0.00060235+0.00089546i,0.0007081+0.0011331i,0.00022888+0.00044782i,5.1141e-05-0.00026416i,0.00036434-0.00016492i,2.7106e-06-0.0002544i,0.00038428+0.00041973i,0.0010255+0.0012228i,2.289e-05+0.00076206i,-0.00093954-0.00030394i,-0.0011832-0.00047713i,-0.00091805+0.00051855i,-0.00039305+0.00037123i,-7.0618e-05-6.5172e-05i,0.00051169+0.00017853i,0.00071774+0.00028847i,0.00068757-2.3125e-05i,0.00032247-8.3966e-05i,-0.00019966+0.00069071i
0.00021251-0.00060526i,-4.2382e-05-0.0013429i,-0.00098823-0.0014404i,-0.0010925+0.00011273i,-0.00057991+0.0010493i,-0.00042904+0.00057137i,-0.0010466+0.00069147i,-0.00011654+0.00040098i,0.00053564-7.0098e-05i,-8.0033e-05-0.00058248i,-0.00024784-0.0007861i,2.479e-05-0.00041475i,-5.9042e-06-0.00029903i,-0.00074514-0.00016906i,-0.0013152+0.00057276i,-0.0010884+0.00054877i,-0.00084429+0.00089142i,-9.7553e-05+0.0015034i,0.00078306+0.0010003i,0.00044164+0.00027891i,3.8418e-05-0.00020256i,0.00028122-0.00011838i,0.0001883+0.00024856i
0.00039343+0.00060956i,0.0011655+0.0017883i,0.0016426+0.0030158i,0.0013475+0.0024498i,0.00048574+0.0013461i,0.00036466+0.00059718i,0.00083497-0.00018397i,0.00082238-0.00046775i,0.00051899-0.00072439i,0.0001105-0.0014579i,-0.00049277-0.0015451i,-0.0007554-0.00099352i,-0.00023719-3.539e-05i,0.00024143+0.00052216i,9.9905e-05+0.00048628i,0.00022308+0.00034504i,0.00035479-0.00016056i,-0.00030652-0.00022772i,-0.00017291+0.00056285i,0.00022663+0.00078206i,0.00046054+0.00055243i,0.00061561+6.8845e-05i,0.00045244-0.00052929i
-0.0011845+0.0021082i,-0.0013544+0.001061i,-0.0010651+0.00080246i,0.0001016+0.0012329i,-6.6967e-05+0.00085332i,-0.00098214+0.0004189i,-0.00029106+0.00018288i,0.00012289-0.00029016i,-0.00056025-0.00042828i,-0.0018517+0.00021317i,-0.0020652+0.00070468i,-0.00057232+0.001142i,0.00073545+0.0011643i,0.00095967+0.00097663i,0.00069025+0.00011834i,0.00014918-0.00033706i,-0.00029229+0.0004711i,-0.00056647+0.00091331i,-0.00065494+0.00087924i,-0.00051092+0.001086i,-0.0004079+0.00085691i,-0.00026723-9.3435e-05i,-0.0005737-0.0010071i
-0.002231-0.00061243i,-0.0023223-0.00056849i,-0.002973+0.00051232i,-0.0031661+0.0013404i,-0.0024152+0.00053253i,-0.0019375-0.00028002i,-0.00060559+0.00010561i,0.00090445+0.00036442i,0.0011659+0.00052765i,0.00070376+0.0012984i,-0.00029424+0.0017602i,-0.0010416+0.0021676i,-0.000566+0.0012436i,0.00066422+0.00074428i,-7.2327e-05+0.0012274i,-0.0013212+0.0013962i,-0.00088481+0.00083923i,-0.000351-0.00049107i,0.00025262-0.00024705i,0.0003499+0.00068854i,0.00017711-7.3484e-05i,-2.6507e-05-0.00090992i,-0.00099863-0.0010341i
0.0012078-0.0022829i,0.001907-0.0028642i,0.0015752-0.0048676i,0.00043172-0.0042536i,-0.00081536-0.001586i,-0.0010567+0.00090406i,-0.00068036+0.0016702i,-0.00016409+0.00097708i,0.00028735+0.00059394i,0.00015121+0.00040466i,-0.00060942+0.0010946i,-0.0011943+0.0012473i,-0.0011346-0.00012599i,-0.0010698-0.00072579i,-0.00092617-0.00030021i,-0.00080727+3.5806e-05i,-0.00066201-0.00033931i,-0.00055398+3.3129e-05i,-0.00031531+0.00039943i,0.0005107-0.0001367i,0.0012043-0.00037124i,0.00010819+9.612e-05i,-0.00051919+0.00040284i
0.00034123-0.00081271i,0.00043187-0.00031085i,0.00061725-0.00090901i,-0.00051653-0.00098811i,-0.0017369+0.00028566i,-0.0014078+0.00048275i,-0.00053028+0.00031478i,1.389e-05+0.00045195i,0.00060096-0.00017564i,2.0514e-05-0.00063022i,-0.00069686+0.0001035i,-0.00058865+0.00049508i,-1.0739e-05-0.00080079i,-0.00044992-0.0015662i,-0.001346-0.00095099i,-0.0010568-4.8245e-05i,-0.00031816+0.00035555i,0.00030415+0.00095433i,9.6851e-05+0.0012703i,-0.00038863+0.00089035i,-0.00034349+0.00050571i,-0.00015444+0.0005619i,-0.00039473-7.7908e-05i
0.00016797-0.00016294i,-0.0012629+0.00017755i,-0.0018589-9.6403e-06i,-0.0010013+0.00082593i,-0.00074799+0.0019829i,-0.00091729+0.0024711i,-0.0006166+0.0016323i,9.8335e-05+0.00078756i,0.0003476-0.00042335i,-3.852e-05-0.0010146i,-0.00043627-0.00063722i,-0.00060296-0.00016539i,-0.00071588+0.00021715i,-0.00077895-7.8047e-05i,-0.00030771+6.5911e-05i,0.00015122+0.00057977i,0.00082407+0.00064735i,0.00044025+0.00072178i,-0.00030009+0.00085041i,-0.00025809+0.0012454i,-6.1245e-05+0.0012286i,0.00065938+0.0007879i,0.0010726+0.00052507i
0.0010158-0.0015248i,0.00048934-0.0017834i,0.00029626-0.0029315i,0.00017558-0.0029092i,-0.00039602-0.0010997i,-0.00058337+0.00013853i,0.00014273+0.00032073i,0.00062284+0.00032909i,0.00021487-0.00023163i,-0.0001332-0.0016029i,-0.00059767-0.0020372i,-0.000828-0.0012815i,-0.0006835-0.00076405i,-0.00026986+0.00010986i,-0.00017204+0.000927i,-0.0004914+0.00080876i,-0.00019981+0.001132i,9.4227e-05+0.0012805i,0.00010299+0.00051157i,0.00051824+1.3339e-05i,0.00073156-5.0319e-05i,0.00068096-0.00011583i,0.00080262-0.00065814i
-0.0011792-0.00068059i,-0.00098027+0.0003053i,-0.00029475+0.0012292i,-2.1261e-06+0.0019268i,0.0006742+0.0018486i,0.00058469+0.0013504i,0.00049159+0.0014203i,0.00033708+0.0011196i,-0.00072571-2.9553e-05i,-0.0008749-0.0011163i,-0.00069981-0.00096704i,-0.0008463-0.00032634i,-0.00051966+0.00092044i,-4.2814e-05+0.0015183i,-0.00022146+0.00091209i,7.1673e-05+0.00018952i,0.00032244-2.1056e-05i,-0.00067096+0.00021926i,-0.0005857-0.00011615i,0.0006755-0.00059644i,0.00037254-0.00055575i,-0.00042681-8.667e-05i,-0.00064747-0.00022439i
-0.00045035-0.0007366i,2.9594e-05+0.00096064i,-0.00036476+0.0026339i,-0.00015009+0.0036818i,-0.00047604+0.0029249i,-0.00042379+0.0015628i,0.00029459+0.00019715i,0.00016122-0.00053822i,-0.00054633-1.5051e-05i,-0.00071798+3.4151e-05i,-0.00024984+0.00079562i,-0.00028267+0.0016713i,-0.00018699+0.0019734i,0.00022115+0.0016505i,0.00019918+0.00084594i,0.00045553+0.00050041i,0.00094235+0.00023663i,0.00035287-0.00023275i,-0.00056674-0.00087887i,1.3829e-05-0.00031848i,0.0010543+0.0004378i,0.00099949-0.00017873i,0.00025936-3.5634e-05i
0.00012599+0.00030718i,-0.0002444-0.00030917i,-0.00035585-0.0015363i,-0.00014865-0.0017208i,-0.00010172-0.0015121i,-0.00040239-0.0022439i,-0.00061789-0.0014216i,-0.0003754+5.5733e-05i,-6.1259e-05+0.00094139i,-0.00017043+0.0013754i,-0.0003182+0.0006286i,0.00034133-9.4078e-05i,0.00073885-0.00022661i,0.00023691-0.00050619i,-0.00018771-0.00075446i,-0.0011497-0.00012313i,-0.0016895+0.00012322i,-0.00099542+0.00036609i,-0.00030214+0.00023921i,1.733e-06-0.00015689i,-2.9915e-05+0.00075112i,-0.00039432+0.0014569i,-0.00085601+0.00085737i
-0.00045006+0.00090151i,0.00038147+0.0019631i,0.00067644+0.0029751i,0.00038924+0.002803i,-3.9794e-05+0.0016231i,-0.00028722+0.00052964i,-0.00065396+0.00066006i,-0.00029588+0.00049219i,0.00099791-0.00036786i,0.0014295+3.5205e-05i,0.0017211+0.00092833i,0.0016655+0.0011125i,0.0009251+0.0012598i,0.00060995+0.0010975i,0.00043454+0.00052052i,7.4826e-05-5.0433e-05i,-0.00036923-0.0004282i,-0.00060997-8.3065e-05i,-0.0010499+0.00078656i,-0.00075759+0.00052194i,-0.00011345+4.0283e-05i,0.00010073+2.5722e-05i,0.00051943-0.00021262i
0.00015422+0.00053476i,0.0011268-0.00056667i,0.0017838-0.00045032i,0.00053263-0.00052108i,7.1413e-06-0.00033883i,0.00020377-0.00028431i,-0.00018145-0.00048592i,-0.00030342-0.00023691i,0.00011527-0.0009992i,0.00033275-0.0017569i,0.00024309-0.0014795i,-0.00042078-0.00089795i,-0.0012589+0.00017915i,-0.0012077+0.00069345i,-0.0010408+0.00027564i,-0.0012701+0.00028331i,-0.0012966+0.00049903i,-0.00073215+0.00022936i,2.1617e-05+0.00081902i,-3.5473e-05+0.00061189i,3.4254e-05+0.00055651i,0.00029408+0.0008666i,5.507e-05+0.00077596i
-0.0006812+0.0010305i,-0.0011275+0.0011091i,-0.0010272+0.0011987i,6.8012e-05+0.00079483i,-0.00011726+9.0411e-05i,-0.0011114-0.00031839i,-0.00043857-8.8525e-05i,0.00090854+0.00045217i,0.0015498-8.9958e-05i,0.00071222-0.00063758i,-0.00055495-0.00014341i,-0.00067331+9.6286e-05i,-0.00031191+0.00057256i,-0.00036025+0.00085425i,-0.00067214+5.7135e-05i,-0.00063484+5.4373e-05i,-0.0007243+0.00083973i,-0.00053216+0.0013835i,0.00019966+0.00082738i,0.00060927-0.00018358i,0.0006083-0.0005944i,2.509e-05-0.00018356i,-0.00032386-0.00011073i
0.00016779+0.00046957i,0.00069157-0.00079915i,0.00042612+0.00063611i,0.00024454+0.0021636i,0.00019879+0.0014142i,-0.00091008+0.00082851i,-0.0014139+0.00068i,-0.00054928+0.00061951i,-0.00012206+0.00034548i,-0.00060469-0.00036992i,-0.0011601-0.00042834i,-0.0017288+0.00037692i,-0.0011142+0.00094435i,-0.0003327+0.00047227i,-0.00066169+0.00022473i,-0.00052631+0.00037539i,-1.6271e-05+0.00046657i,-0.00033523-1.7484e-05i,0.00027955-0.00034141i,0.001157-0.00016519i,0.00046539-0.00045885i,-5.4939e-05-0.00040069i,-0.00032177-0.00020628i
0.00095987-0.00061694i,-0.00049136-0.0015724i,-0.00023562-0.0023608i,0.00066975-0.0025173i,-0.00027392-0.0021241i,-0.0010082-0.0014241i,-0.0012195-0.00039723i,-0.0012499-1.0206e-05i,-0.00077476-0.00016604i,-0.00085609-0.00025407i,-0.0011688+0.00036893i,-0.00090289+0.0017733i,-0.00040405+0.0017812i,-0.00064075+0.00073447i,-0.00058046-5.4517e-06i,0.00047783-0.00014606i,0.00097713-0.00031933i,8.0851e-05-0.00036674i,-0.00069869-0.00018094i,-0.00071838-0.00016557i,-0.00072148-0.00046729i,-0.00079329-0.0011237i,-0.00056292-0.00011504i
0.00043325-0.00053812i,0.00021118-0.00041279i,-0.00084783+0.0011597i,-0.0016762+0.0016382i,-0.00099222+0.0010992i,-0.00049264+0.0009392i,-0.00040143+0.00080112i,3.5744e-05+0.00066765i,0.00069309+0.00075415i,0.00016798+0.00031761i,-0.00035877+0.00013139i,-0.00029761+0.00084104i,0.00038042+0.0014478i,0.0007092+0.00024097i,0.00013649-0.00067992i,-6.8469e-05-0.00010381i,-0.00012682-9.1949e-05i,8.8994e-05-0.00040214i,0.00053699+0.00022497i,0.0008698+0.00070409i,0.00053464+0.00049103i,0.0002805-0.00018191i,0.00052561-0.00025884i
-0.0025368-0.00010234i,-0.0021897+0.00054841i,-0.0012267+0.0018006i,-0.00047918+0.0029324i,0.00014789+0.0032563i,0.00039641+0.0019643i,-0.00026853+0.00085227i,-8.2127e-05+0.00059542i,0.0008854+0.00047796i,0.0010918+0.00043058i,0.00085356+0.00012501i,6.1459e-05+6.8686e-05i,-0.00016453+0.0004053i,0.00046342+5.6055e-05i,0.00079322+0.00034777i,0.00043743+0.0010468i,0.00022686+0.00092955i,-4.4154e-05+0.00065416i,-0.00085895+0.00024887i,-0.0009982+1.4112e-05i,-0.00038155-0.00010303i,0.00037795+0.00014172i,9.1663e-05+0.00052166i
-0.001311+0.001093i,-0.0012954+0.001934i,-0.0020902+0.0027455i,-0.0014284+0.0034681i,0.00014893+0.0031021i,0.00082845+0.0011494i,0.00037614+0.0003556i,0.00017244+8.5324e-05i,0.00099639-0.00074717i,0.0011404-0.00066382i,0.00056982+0.00011781i,0.0005896+0.00048208i,-0.00020176-3.7097e-05i,-0.00092542+6.0179e-05i,-0.0013328+0.0010647i,-0.0010704+0.0017613i,-0.00071587+0.0012126i,-0.0010813+0.00072546i,-0.0008775+0.0004974i,-0.00054701+0.00038193i,-0.00029743+0.0004986i,-0.00028346+9.0732e-05i,0.00016583-0.00035591i
