-0.0012854+0.0014287i,-0.0014575+0.0015283i,-0.0019976-0.00019188i,-0.0023409+0.00035466i,-0.001639+0.0013677i,-0.0011474+0.0015519i,-4.6007e-06+0.0016744i,0.00084419+0.0015405i,0.00113+0.00074883i,0.0014198-0.00036867i,0.00040062-0.00041304i,-0.00062039-0.00061853i,-0.00044771-0.0007823i,2.7803e-06-8.4797e-05i,-0.00070454+0.00027164i,-0.0011725+0.00077543i,-0.00073511+0.0006797i,5.2884e-05-1.7153e-05i,0.00043957-0.00069135i,-0.00064543-0.00019268i,-0.00090759+0.00048437i,-0.00015777-7.8468e-05i,-0.00024196+7.5399e-06i
-0.047322-0.13037i,-0.12214-0.086492i,-0.20798-0.081275i,-0.22579-0.15948i,-0.13477-0.18951i,-0.0078402-0.13784i,0.075448-0.079859i,0.10571-0.062804i,0.10018-0.080975i,0.055907-0.086119i,0.011325-0.056843i,-0.010098-0.033271i,-0.023658-0.025355i,-0.020239-0.022258i,-0.0053454-0.018855i,0.0038954-0.002438i,0.0072145+0.014621i,0.0090579+0.016061i,0.01604+0.0086043i,0.023715-0.0013612i,0.020276-0.0054098i,0.0075728-0.0011139i,-0.0028085+0.008648i
0.20498-0.15515i,0.19275-0.26059i,0.12308-0.27322i,0.070542-0.13673i,0.055775+0.045468i,0.0606+0.10554i,0.023723+0.026817i,-0.028384-0.049614i,-0.034885-0.045341i,-0.0081695-0.005871i,0.008921+0.016588i,0.0077401+0.013722i,0.0020619+0.005792i,-0.00055594+0.0089011i,-0.0043121+0.015244i,-0.015868+0.013293i,-0.030166+0.0059493i,-0.034654+0.0053844i,-0.026122+0.013551i,-0.012749+0.017015i,-0.0058734+0.010903i,-0.0050324+0.0017284i,-0.0038898-0.0048793i
0.23211+0.2644i,0.3608+0.38274i,0.42585+0.35768i,0.34454+0.17643i,0.11325+0.013973i,-0.076832-0.0013533i,-0.079828+0.048332i,-0.036805+0.072417i,-0.046667+0.079198i,-0.057635+0.064133i,-0.055674+0.036472i,-0.042346+0.026018i,-0.020247+0.015964i,-0.016864-0.0047267i,-0.022912-0.01634i,-0.012079-0.0107i,0.013896+0.001154i,0.031721-0.0019336i,0.026683-0.021059i,0.008595-0.033183i,-0.0041027-0.029779i,-0.0034405-0.018092i,0.0036534-0.010535i
-0.19786+0.32188i,-0.30205+0.3838i,-0.24306+0.27755i,-0.04296+0.076276i,0.093689-0.09065i,0.11582-0.11564i,0.11466-0.029054i,0.13253+0.029578i,0.13846+0.00091225i,0.10331-0.058912i,0.052063-0.084865i,0.015959-0.074549i,3.4028e-05-0.047175i,0.010896-0.022621i,0.024792-0.016165i,0.01003-0.014975i,-0.015292-0.0068263i,-0.019199+0.0067958i,0.0018348+0.017999i,0.025825+0.014019i,0.03252-0.00092075i,0.018132-0.012114i,-0.001939-0.012931i
-0.30798-0.076389i,-0.28235-0.13846i,-0.14429-0.098281i,-0.077582+0.075759i,-0.058594+0.22776i,-0.054608+0.22174i,-0.11583+0.11249i,-0.15774+0.051953i,-0.10469+0.055168i,-0.029277+0.05645i,0.013724+0.048811i,0.033263+0.037212i,0.031113+0.025778i,0.018225+0.03279i,0.012891+0.048073i,0.019224+0.04478i,0.020848+0.021885i,0.0076565+0.0059407i,-0.0083701+0.014225i,-0.012597+0.032647i,-0.0069561+0.037884i,-0.0028105+0.025552i,0.00036786+0.013527i
-0.029834-0.23586i,0.017436-0.10918i,0.075757+0.14268i,0.062682+0.20456i,-0.038384+0.070704i,-0.1276-0.01284i,-0.11707-0.0072435i,-0.094594+0.0041073i,-0.098154+0.017391i,-0.070119+0.028791i,-0.039689+0.020957i,-0.031096+0.021577i,-0.019667+0.024998i,-0.021867+0.010466i,-0.037472-0.0014663i,-0.031811+0.0031361i,-0.0023562+0.013268i,0.023987+0.0088236i,0.021526-0.015669i,-0.0039934-0.034107i,-0.025431-0.030313i,-0.027826-0.016142i,-0.017152-0.0044811i
0.025581-0.23359i,-0.14559-0.28995i,-0.26061-0.26941i,-0.10799-0.23286i,0.13301-0.24078i,0.21704-0.2456i,0.17843-0.19287i,0.12306-0.1365i,0.089505-0.095234i,0.077644-0.064262i,0.06628-0.053117i,0.036979-0.052985i,-0.0022267-0.044307i,-0.016985-0.026835i,-0.0011362-0.022637i,0.0031616-0.034293i,-0.014114-0.038754i,-0.02497-0.025194i,-0.014169-0.0032661i,0.012051+0.0045223i,0.033029-0.0047688i,0.038916-0.016353i,0.030908-0.022513i
0.3979-0.18727i,0.45945-0.35604i,0.29518-0.35743i,0.039933-0.1446i,-0.079137+0.070115i,-0.090383+0.074499i,-0.12441-0.050995i,-0.13677-0.10034i,-0.096178-0.05084i,-0.055083+0.0083674i,-0.029931+0.047964i,-0.0025832+0.060717i,0.016475+0.042697i,0.014485+0.029868i,0.0048001+0.045108i,0.0032647+0.069656i,0.0090185+0.074988i,0.0029679+0.05617i,-0.017364+0.041564i,-0.024223+0.045928i,-0.0094799+0.049244i,0.0060147+0.03772i,0.0084354+0.023887i
0.36115+0.6085i,0.50224+0.86191i,0.38375+0.81529i,0.14179+0.51255i,-0.032686+0.20999i,-0.091258+0.082654i,-0.028568+0.091183i,0.053875+0.088579i,0.042572+0.041391i,-0.020342+0.021369i,-0.057404+0.021888i,-0.065294+0.016674i,-0.046358+0.0095986i,-0.029295-0.0127i,-0.044706-0.036607i,-0.064062-0.031514i,-0.05565-0.0021464i,-0.023307+0.015604i,0.0048766+0.0007053i,0.0022242-0.02182i,-0.01672-0.026357i,-0.025181-0.018435i,-0.021353-0.013857i
-0.55802+0.35789i,-0.72205+0.38529i,-0.49756+0.2079i,-0.06542+0.053621i,0.21342+0.032919i,0.29366+0.064735i,0.26974+0.089422i,0.20802+0.071104i,0.14227+0.015458i,0.085518-0.030047i,0.051747-0.052709i,0.031318-0.064542i,0.011893-0.065728i,0.0090479-0.059554i,0.020294-0.061713i,0.016107-0.073036i,-0.0069666-0.071286i,-0.019362-0.045543i,-0.0088168-0.015267i,0.0079495-0.0051887i,0.01487-0.010695i,0.01383-0.010186i,0.01551-0.0051835i
-0.23189-0.34103i,-0.16512-0.46121i,-0.11296-0.37926i,-0.20657-0.13875i,-0.23939+0.057915i,-0.1442+0.054868i,-0.0992-0.087401i,-0.14369-0.11863i,-0.12994-0.027152i,-0.05168+0.011194i,-0.012458+0.0031774i,-0.00011917+0.021335i,0.017668+0.041545i,0.022324+0.049015i,0.017125+0.060107i,0.012768+0.072626i,0.010264+0.071095i,0.004597+0.049434i,-0.0088399+0.021951i,-0.01826+0.014296i,-0.014208+0.02294i,-0.0053276+0.023728i,-0.002156+0.01697i
-0.22267-0.0041253i,-0.43859+0.24317i,-0.51793+0.38081i,-0.41867+0.20168i,-0.29354-0.049766i,-0.20395-0.12685i,-0.12719-0.057735i,-0.065719+0.0027336i,-0.036303+0.0045015i,-0.037233-0.01461i,-0.046732-0.030994i,-0.055267-0.035613i,-0.054083-0.023858i,-0.044614-0.013898i,-0.043215-0.01748i,-0.043174-0.02267i,-0.032371-0.025809i,-0.015997-0.021916i,-0.0020812-0.013694i,-0.0019864-0.0094919i,-0.010805-0.0030405i,-0.010583+0.0021156i,-0.00096905+0.0010056i
-0.064663-0.69617i,-0.26598-0.96502i,-0.2716-0.73832i,0.030996-0.27352i,0.26645-0.036362i,0.20366+0.030316i,0.082875+0.077444i,0.071235+0.047104i,0.078869-0.022644i,0.066819-0.04273i,0.062432-0.033059i,0.055959-0.039875i,0.035844-0.051765i,0.028169-0.04667i,0.042152-0.050588i,0.04334-0.075343i,0.018464-0.089397i,-0.0071791-0.07426i,-0.012787-0.044874i,-0.0035663-0.029467i,0.003782-0.029684i,0.0041044-0.024326i,0.0028809-0.011631i
0.9408+0.015746i,1.2617-0.15396i,0.94412-0.31421i,0.31741-0.268i,-0.015557-0.076823i,-0.00077735+0.0066477i,0.073944-0.048131i,0.039543-0.09043i,-0.033729-0.044283i,-0.029054+0.030274i,0.013672+0.058011i,0.027571+0.058074i,0.025637+0.055545i,0.020665+0.050575i,0.020533+0.056097i,0.022782+0.065033i,0.017161+0.068155i,0.011395+0.058716i,0.010997+0.038154i,0.014427+0.022265i,0.018072+0.013484i,0.020314+0.010031i,0.01809+0.010745i
-0.15909+0.66991i,-0.24171+0.78108i,-0.29395+0.50115i,-0.25391+0.15731i,-0.11921+0.011306i,0.0068957-0.015184i,0.038396+0.0034987i,0.058765+0.036925i,0.082009+0.017684i,0.050618-0.019998i,0.0094945-0.026163i,-0.0068951-0.023659i,-0.01274-0.024813i,-0.026525-0.027704i,-0.055779-0.023304i,-0.069111-0.0055411i,-0.047932+0.010014i,-0.019343+0.017634i,-0.0062789+0.023244i,-0.0065225+0.027058i,-0.01158+0.028917i,-0.017243+0.029402i,-0.01668+0.025968i
-0.18361-0.025072i,-0.15506-0.075807i,-0.08619-0.045699i,-0.024488+0.1378i,0.051952+0.24942i,0.042058+0.12852i,-0.042904-0.0015997i,-0.045131-0.0039615i,0.021729+0.014362i,0.041167-0.0050337i,0.011972-0.023464i,-0.0073377-0.023707i,-0.0036333-0.020224i,0.010011-0.022628i,0.025183-0.036892i,0.029969-0.055477i,0.021357-0.058523i,0.0087327-0.043827i,0.0015241-0.025603i,0.00034074-0.019289i,-0.0037992-0.026916i,-0.01139-0.032699i,-0.01224-0.028449i
-0.35777+0.27703i,-0.31975+0.4122i,-0.080798+0.22872i,0.024792-0.12943i,-0.065563-0.2504i,-0.042227-0.10766i,0.049459-0.01126i,0.012415-0.0383i,-0.080361-0.052257i,-0.10022-0.017669i,-0.061541+0.0036467i,-0.035872+0.0049327i,-0.028239+0.01615i,-0.01126+0.032252i,0.013827+0.04512i,0.031318+0.052006i,0.026809+0.051796i,0.013875+0.045012i,0.0067799+0.027049i,0.0019057+0.0067123i,0.0032507-0.00066677i,0.010375+0.0040703i,0.015107+0.01366i
-0.36025-0.69598i,-0.51064-0.82091i,-0.41001-0.61048i,-0.20877-0.33834i,-0.085533-0.15763i,-0.035698-0.045724i,-0.0062611-0.015417i,0.033697+0.0043994i,0.090828+0.024152i,0.10767+0.0074849i,0.079145-0.0050185i,0.050538-0.010606i,0.020582-0.021915i,-0.013257-0.029533i,-0.039827-0.029147i,-0.047441-0.018554i,-0.033086-0.012101i,-0.014849-0.013026i,-0.005635-0.010736i,-0.0055187-0.0011147i,-0.010633+0.0089507i,-0.017044+0.0083218i,-0.01983+0.0047219i
0.61589-0.21036i,0.67689-0.27788i,0.39583-0.16953i,0.093425+0.0068386i,0.0017444+0.06304i,0.042325-0.008256i,0.080676-0.076299i,0.057621-0.069827i,0.011731-0.017748i,-0.0076963+0.0094143i,-0.015768-0.0020148i,-0.018176-0.01664i,-0.0075867-0.020789i,0.0051826-0.017847i,0.0092995-0.018724i,-0.0019981-0.025741i,-0.022521-0.023648i,-0.038127-0.013263i,-0.036375-0.0054988i,-0.017666-0.0071783i,0.0022692-0.019954i,0.010072-0.030773i,0.0028479-0.027255i
0.11185+0.038541i,0.13215-0.12625i,0.1692-0.28151i,0.28744-0.26878i,0.35189-0.13806i,0.25931+0.050327i,0.1584+0.19005i,0.12789+0.13668i,0.07478-0.015216i,0.015412-0.084657i,0.0099575-0.082402i,0.019584-0.065745i,0.019296-0.039757i,0.023925-0.011999i,0.038165+0.0031415i,0.046849-0.0043664i,0.030998-0.020794i,0.0037847-0.026i,-0.0091032-0.018163i,-0.0028927-0.0085695i,0.010761-0.001626i,0.01746+0.0086394i,0.017737+0.013583i
0.46757+0.32137i,0.72153+0.3638i,0.58013+0.23895i,0.15975+0.15219i,-0.077833+0.17812i,-0.079417+0.084454i,-0.078817-0.060478i,-0.073751-0.028062i,0.0027291+0.076202i,0.056642+0.10551i,0.043458+0.10183i,0.025222+0.09303i,0.020562+0.05366i,0.0066172+0.010099i,-0.016119+0.0048088i,-0.02558+0.029238i,-0.0076391+0.045778i,0.020434+0.038505i,0.029938+0.023501i,0.020246+0.020417i,0.011329+0.02513i,0.0097236+0.021352i,0.0097419+0.010694i
-0.68353+0.6274i,-0.87705+0.96261i,-0.70493+0.85559i,-0.36887+0.40014i,-0.15177+0.014833i,-0.043427-0.089157i,-0.0012116-0.066267i,-0.035082-0.075937i,-0.078547-0.08226i,-0.075735-0.070349i,-0.056782-0.064539i,-0.047219-0.045482i,-0.027097-0.015417i,-0.011757-0.010484i,-0.029958-0.033098i,-0.062841-0.049348i,-0.082582-0.042217i,-0.078261-0.021759i,-0.054962-0.0055193i,-0.032873+0.0027005i,-0.018021+0.0095897i,-0.0073391+0.0050443i,-0.0072489-0.0076147i
-0.28079-0.69074i,-0.32738-0.9913i,-0.11916-0.9037i,0.14106-0.51744i,0.16815-0.15841i,0.0089936+0.038293i,-0.098774+0.12895i,-0.050389+0.12741i,0.033463+0.039925i,0.061402-0.027559i,0.065857-0.043665i,0.045225-0.050579i,0.013003-0.029947i,0.02471+0.0046789i,0.072693+0.0059783i,0.11335-0.021205i,0.12196-0.047018i,0.098478-0.051375i,0.060908-0.037717i,0.025462-0.027114i,-0.0046601-0.022819i,-0.021203-0.0048348i,-0.014141+0.019325i
0.26065-0.075423i,0.41033-0.11627i,0.35695-0.23924i,0.032164-0.36055i,-0.23279-0.3012i,-0.1683-0.17475i,-0.0031156-0.15636i,0.023714-0.11357i,-0.004686-0.0048201i,-0.010015+0.05524i,-0.012529+0.05109i,-0.017228+0.017782i,-0.023737-0.0017905i,-0.026009+0.016981i,-0.027771+0.050525i,-0.03661+0.077604i,-0.038787+0.086284i,-0.030838+0.067847i,-0.026442+0.038093i,-0.024941+0.021287i,-0.016336+0.019789i,-0.0022429+0.020384i,0.001844+0.02192i
0.013615-0.38216i,-0.21969-0.46841i,-0.42064-0.24301i,-0.30273+0.033619i,-0.042647+0.049753i,0.018034-0.020193i,-0.022449+0.0016597i,0.004183+0.0016976i,0.034716-0.060916i,0.0090368-0.10129i,-0.025143-0.089562i,-0.032761-0.055265i,-0.036499-0.021738i,-0.05026+0.0005236i,-0.058485+0.003153i,-0.045024-0.0077199i,-0.013082-0.01707i,0.01266-0.017497i,0.020053-0.016699i,0.013019-0.014116i,0.001298-0.006136i,-0.0094896-0.0077891i,-0.025048-0.02196i
0.60728+0.32711i,0.9018+0.26214i,0.86211+0.07474i,0.62668+0.023351i,0.46246+0.071159i,0.32556+0.035741i,0.11705+0.011502i,-0.06264+0.066648i,-0.11191+0.11969i,-0.062909+0.11969i,0.016984+0.095914i,0.085809+0.057826i,0.086026+0.0012446i,0.022502-0.02317i,-0.016536+0.0023884i,-0.0033545+0.05243i,0.022807+0.11396i,0.030658+0.14788i,0.010548+0.11898i,-0.015157+0.058472i,-0.018628+0.013441i,-0.008067-0.0049649i,-0.0010406-0.011004i
-0.40376+0.44555i,-0.3479+0.72126i,-0.063026+0.63059i,0.0896+0.2509i,0.020929+0.069649i,0.017559+0.15887i,0.10472+0.12512i,0.055589-0.065074i,-0.088722-0.1513i,-0.15068-0.13566i,-0.1512-0.10145i,-0.12281-0.051344i,-0.06707-0.04441i,-0.049824-0.078976i,-0.081134-0.093807i,-0.13287-0.094097i,-0.18517-0.088372i,-0.1849-0.067334i,-0.095794-0.039466i,0.023759-0.02168i,0.084887-0.011825i,0.082084+0.0031281i,0.06297+0.0054925i
-0.092211-0.0085484i,-0.188+0.014509i,-0.29034+0.10221i,-0.39763+0.17011i,-0.51957+0.15037i,-0.63157+0.077443i,-0.61594+0.045988i,-0.39613+0.051507i,-0.12589+0.01653i,0.03738-0.0050693i,0.090846-0.0023416i,0.044289-0.0071218i,-0.015443+0.029184i,0.008597+0.054182i,0.042311+0.016132i,0.040987-0.023442i,0.040327-0.058055i,0.026477-0.094833i,-0.015261-0.089654i,-0.050567-0.024645i,-0.039109+0.047218i,-0.00011581+0.060326i,0.020519+0.0389i
-0.44416-0.097667i,-0.55322-0.026472i,-0.35503+0.021185i,-0.088298-0.13253i,-0.10042-0.37434i,-0.23731-0.41494i,-0.20977-0.25564i,-0.053035-0.11709i,0.050187-0.093283i,0.024585-0.10716i,-0.037551-0.078408i,-0.043443-0.03576i,-0.027949-0.010197i,-0.02258+0.013263i,-0.00027651+0.014592i,0.046344-0.0086664i,0.10866-0.015789i,0.15176+0.0028227i,0.13396+0.010229i,0.074795-0.0065007i,0.013057-0.018753i,-0.037844-0.0086846i,-0.065225+0.012875i
0.41605-0.68773i,0.3688-0.94653i,0.19086-0.76176i,0.24151-0.31058i,0.52562+0.025689i,0.6958+0.18414i,0.6497+0.20145i,0.41777+0.12468i,0.13055+0.074137i,-0.017559+0.054828i,-0.039696+0.036227i,-0.0068787+0.026293i,0.039468-0.0022361i,0.035374-0.03348i,-0.0093665-0.027211i,-0.049151+0.023431i,-0.055039+0.10495i,-0.016763+0.14866i,0.014099+0.10269i,0.008737+0.032265i,0.012859+0.0079999i,0.040328+0.0093375i,0.050545+0.0020441i
-0.00806+0.44085i,0.11814+0.70815i,0.068833+0.70662i,-0.19959+0.57268i,-0.46268+0.58012i,-0.50637+0.68366i,-0.37899+0.60516i,-0.25709+0.33557i,-0.19424+0.08577i,-0.16317-0.046002i,-0.14527-0.079159i,-0.1327-0.062373i,-0.13646-0.036449i,-0.15113+0.0065667i,-0.16259+0.052166i,-0.16068+0.082772i,-0.12644+0.10245i,-0.058155+0.10707i,0.030389+0.07553i,0.10158+0.0090908i,0.12253-0.029478i,0.099803-0.028238i,0.049947-0.025803i
0.4227+7.7385i,2.9231+6.342i,6.5927+5.4028i,8.0821+2.463i,6.8057-1.1311i,3.4274-3.0956i,0.40054-2.0994i,-0.58256-0.23039i,-0.054129+0.71014i,0.68609+0.42057i,0.48231-0.41489i,-0.41106-0.90933i,-1.2303-0.92575i,-1.6546-0.55305i,-1.4966-0.034813i,-0.97738+0.28435i,-0.46926+0.2452i,-0.14167-0.0072579i,0.020673-0.20576i,0.079618-0.27756i,0.10158-0.30822i,0.088971-0.27794i,0.095421-0.147i
-0.31817+0.35091i,-0.10536+0.32664i,0.19067+0.015441i,0.20116-0.20508i,0.06975+0.0066261i,0.12518+0.33998i,0.21234+0.33892i,0.1093+0.14134i,-0.057713+0.060143i,-0.095159+0.07004i,-0.041805+0.070041i,0.014325+0.068272i,0.053186+0.050191i,0.068895+0.0071355i,0.059149-0.02663i,0.032609-0.048831i,-0.0076051-0.083466i,-0.034744-0.097554i,-0.0086968-0.072465i,0.025009-0.067333i,0.012018-0.07957i,-0.020303-0.054385i,-0.027952-0.0019407i
-0.2824-0.20558i,-0.36795-0.11404i,-0.28056+0.12789i,-0.18002+0.25395i,-0.12023+0.20492i,0.014803+0.043233i,0.10493-0.16808i,0.053911-0.21552i,0.0011312-0.089935i,0.0072114+0.04861i,0.031856+0.11692i,0.044076+0.11412i,0.049522+0.084955i,0.062858+0.062533i,0.078345+0.054152i,0.094708+0.040865i,0.10725-0.0013008i,0.09873-0.051723i,0.06747-0.064154i,0.032099-0.039217i,0.0076213-0.022727i,-0.0043105-0.024416i,-0.0089379-0.013327i
0.31074-0.22672i,0.33755-0.36424i,0.19304-0.27254i,0.074107-0.11436i,-0.035185-0.14344i,-0.20487-0.18798i,-0.22978-0.065136i,-0.074465+0.020587i,0.043318-0.012455i,0.05023-0.035863i,0.03039-0.034098i,0.016497-0.045574i,-0.0060558-0.044888i,-0.020627-0.023723i,-0.011603-0.012706i,0.011371-0.022324i,0.030271-0.040298i,0.023341-0.053848i,-0.0092997-0.04047i,-0.036456+0.0066756i,-0.043351+0.046435i,-0.030957+0.045292i,-0.012678+0.017878i
0.12683-0.089224i,0.16715-0.12868i,0.15536-0.21775i,0.11273-0.30418i,0.037581-0.2245i,-0.002876-0.0023876i,0.093575+0.10909i,0.16749+0.022375i,0.1004-0.065234i,0.028528-0.0648i,-0.0050088-0.041077i,-0.022235-0.01048i,-0.019477+0.0090094i,-0.010204+0.0020185i,0.017194-0.025028i,0.052171-0.068832i,0.053969-0.10439i,0.027362-0.09659i,0.01293-0.052672i,0.014112-0.021233i,0.0049355-0.009041i,-0.011957+0.0078026i,-0.020108+0.019365i
0.21398+0.39524i,0.23042+0.41629i,-0.049502+0.30858i,-0.35222+0.32237i,-0.29301+0.3192i,-0.074092+0.077353i,-0.065287-0.13988i,-0.16454-0.12048i,-0.17782-0.014706i,-0.12458+0.038454i,-0.069093+0.039245i,-0.034027+0.031902i,-0.0098303+0.0337i,-0.00048656+0.03503i,-0.012129+0.057009i,-0.022366+0.10359i,-0.013206+0.13341i,0.0026448+0.11243i,0.0034634+0.054085i,0.00548+0.014418i,0.03556+0.0069053i,0.062871-0.00022939i,0.051277-0.0069811i
-0.39515+0.30541i,-0.31002+0.61676i,0.10079+0.62633i,0.37974+0.2354i,0.24355-0.16801i,-0.020146-0.27252i,-0.12814-0.1663i,-0.09047-0.047893i,-0.020748+0.023531i,0.015407+0.062247i,0.021953+0.064236i,0.020837+0.038993i,0.025558+0.0058645i,0.026438-0.0086739i,0.021828-0.0021928i,0.028765-0.0045759i,0.051603-0.029981i,0.066844-0.058695i,0.04219-0.059434i,-0.0016675-0.035248i,-0.028086-0.022858i,-0.036594-0.024708i,-0.025288-0.02362i
-0.30779-0.25553i,-0.61969-0.33966i,-0.71356-0.33729i,-0.53591-0.32952i,-0.34321-0.31159i,-0.22407-0.22646i,-0.1018-0.14051i,-0.027529-0.117i,-0.029978-0.122i,-0.053256-0.10775i,-0.057742-0.066127i,-0.043568-0.029307i,-0.033291-0.0095784i,-0.019981-0.0076311i,-0.014158-0.034115i,-0.037663-0.058763i,-0.062837-0.051239i,-0.061945-0.028111i,-0.035997-0.0094478i,-0.014303+0.0013114i,-0.017828+0.011945i,-0.026107+0.015634i,-0.031324+0.0014411i
0.068032-0.41409i,0.11094-0.60277i,0.11894-0.4645i,0.069163-0.1338i,0.078232+0.076347i,0.13792+0.1329i,0.13528+0.12601i,0.089576+0.097353i,0.037307+0.076024i,0.0070091+0.064035i,0.022889+0.032798i,0.038594-0.0054713i,0.022178-0.0048829i,0.0045467+0.018457i,0.016042+0.030915i,0.052569+0.026233i,0.076014+0.014141i,0.063261+0.009127i,0.038414+0.0032202i,0.029787-0.0075515i,0.035981-0.0083554i,0.039213+0.0023888i,0.032333+0.017972i
0.50657+0.053359i,0.68801+0.17507i,0.72276+0.34956i,0.76188+0.3358i,0.68441+0.11486i,0.43711-0.03338i,0.24592-0.015908i,0.1562+0.019974i,0.082306+0.014605i,0.021018+0.013687i,-0.012963+0.036605i,-0.010609+0.055942i,0.0081941+0.0384i,0.0060331+0.026645i,-0.0039058+0.052991i,-0.0034067+0.075702i,-0.0013759+0.068959i,0.0022468+0.05043i,0.0027507+0.039966i,0.0034905+0.031245i,0.013761+0.0075655i,0.016846-0.016621i,0.013955-0.023598i
-0.045869+0.26888i,-0.046008+0.12477i,-0.20218-0.25371i,-0.43321-0.46313i,-0.44545-0.34777i,-0.2356-0.16511i,-0.050007-0.090706i,-0.0099587-0.064313i,-0.038301-0.011465i,-0.039616+0.031432i,-0.023559+0.028621i,-0.022591+0.01715i,-0.020732+0.017604i,-0.0064364+0.0027097i,-0.0037814-0.02823i,-0.018362-0.047452i,-0.029209-0.047583i,-0.025812-0.043777i,-0.014903-0.037876i,-0.019381-0.015199i,-0.038043+0.017756i,-0.041116+0.031421i,-0.026695+0.017557i
-0.063301+0.27051i,-0.03372+0.55487i,0.010492+0.76773i,0.068393+0.79556i,0.1306+0.62537i,0.10338+0.33585i,-0.0123+0.12204i,-0.068708+0.038279i,-0.055591-0.0060599i,-0.042438-0.030756i,-0.019013-0.028163i,0.011248-0.019796i,0.027833-0.014387i,0.02314-0.019966i,0.0069453-0.03005i,0.0091925-0.033066i,0.028024-0.037196i,0.037317-0.044808i,0.026165-0.051223i,0.010293-0.049292i,0.008695-0.035688i,0.014177-0.016887i,0.01536+0.0016919i
-0.49713-0.10324i,-0.62408-0.19042i,-0.39222-0.29564i,-0.077827-0.32254i,0.0023304-0.22897i,-0.020136-0.065874i,0.00035849+0.031355i,0.012155+0.017733i,-0.0013769-0.016219i,-0.0065863-0.0058966i,-0.0002099+0.021062i,0.010191+0.023198i,0.01092+0.013541i,0.0093648+0.030952i,0.024638+0.058877i,0.035491+0.061852i,0.028926+0.039509i,0.021903+0.0039303i,0.01826-0.023868i,0.01454-0.02995i,0.011519-0.025862i,0.0080761-0.019456i,0.006111-0.0069475i
0.25217-0.41447i,0.34537-0.44532i,0.29231-0.30062i,0.066341-0.24472i,-0.14446-0.21367i,-0.18183-0.081229i,-0.093645+0.028986i,-0.017101+0.070644i,0.0017266+0.072375i,-0.01131+0.055158i,-0.022491+0.053432i,-0.026402+0.05993i,-0.033735+0.052753i,-0.038899+0.028038i,-0.043033+0.0088004i,-0.03788+0.014878i,-0.016548+0.030348i,0.00099681+0.044223i,0.0099075+0.049784i,0.013487+0.037719i,0.0075571+0.018081i,-0.0060838+7.9107e-05i,-0.024549-0.01329i
0.022706+0.15022i,-0.19293+0.23736i,-0.35478+0.39058i,-0.18417+0.48377i,0.032156+0.33442i,0.045779+0.13806i,0.042233+0.089666i,0.080379+0.05722i,0.073182+0.0088215i,0.049922-0.0090449i,0.026008-0.026087i,0.0079327-0.022319i,0.020509+0.0025137i,0.025856+0.0064487i,0.01182-0.015717i,0.002155-0.048196i,0.0031122-0.065647i,0.019372-0.055569i,0.033921-0.035599i,0.024381-0.020442i,0.0058813-0.0083351i,-0.001221+0.002794i,-0.00041968+0.0075216i
0.43408-0.13248i,0.79762-0.43577i,0.8814-0.71821i,0.61343-0.72192i,0.31825-0.51026i,0.13116-0.31826i,-0.022956-0.18646i,-0.098706-0.07094i,-0.079955-0.01127i,-0.046193-0.00099114i,-0.02664+0.00017994i,-0.016908-0.012283i,-0.012773-0.030232i,0.0035295-0.02995i,0.028685-0.013375i,0.038874+0.0027718i,0.018978+0.0082114i,-0.016731+0.0018878i,-0.028831-0.00061097i,-0.0073776+0.00043467i,0.015286-0.0069484i,0.02389-0.011647i,0.026657-0.010286i
-0.26251+0.69427i,-0.39373+1.06i,-0.50684+1.03i,-0.54721+0.7167i,-0.43079+0.42412i,-0.22427+0.1778i,-0.10704-0.019136i,-0.083733-0.091123i,-0.073858-0.074833i,-0.066673-0.028195i,-0.050038+0.019747i,-0.035141+0.036679i,-0.034265+0.03172i,-0.02603+0.023121i,-0.016258+0.021825i,-0.012325+0.039405i,-0.00063063+0.064601i,0.016524+0.074587i,0.024321+0.051848i,0.021147+0.016692i,0.012154+0.0016264i,0.0012384-0.00043512i,-0.0060974-0.0011174i
-0.40251-0.42458i,-0.43166-0.52351i,-0.12892-0.392i,0.20233-0.20845i,0.23118-0.13905i,0.053843-0.051767i,-0.018523+0.082086i,0.039058+0.1033i,0.05257+0.037612i,0.015198+0.0019279i,0.0052675-0.011561i,0.013203-0.02251i,0.012892-0.016159i,-0.0056971-0.0096665i,-0.038662-0.014699i,-0.062521-0.027358i,-0.062482-0.048592i,-0.045614-0.057032i,-0.029234-0.033058i,-0.021237+0.00072659i,-0.015699+0.012955i,-0.009891+0.0019914i,-0.009015-0.012956i
0.078897-0.038181i,0.02719+0.059347i,-0.013542+0.093617i,0.0094412-0.064814i,0.056178-0.17324i,0.15287-0.11528i,0.23353-0.061087i,0.18649-0.053342i,0.096471-0.051639i,0.04383-0.074349i,0.00060401-0.087098i,-0.0237-0.074198i,-0.027249-0.055103i,-0.015195-0.026918i,0.008074-0.020389i,0.0083443-0.033094i,-0.016755-0.018744i,-0.037157+0.011499i,-0.034181+0.031268i,-0.01099+0.037196i,0.012673+0.029373i,0.02336+0.020621i,0.022866+0.018892i
