-0.0046395+0.00047259i,-0.0021171+0.0016247i,-0.00040361+0.0039409i,0.0007815+0.0044427i,0.0018782+0.0036377i,0.0010687+0.0021855i,-0.00020073+0.0016076i,-0.00034682+0.0015227i,0.00073271+0.00097805i,0.00080984+0.00059977i,0.00010883+5.3442e-05i,0.00020155-0.00091843i,0.00022096-0.0022397i,6.0796e-05-0.0026687i,-0.00060938-0.0014593i,-0.0010103-0.00043105i,-0.0010684-0.00059749i,-0.00092383-0.00087218i,-0.00023248-0.00042101i,0.0004189+0.0004836i,0.00057712+0.00041933i,0.00052444-0.00012965i,0.00083722-0.00035133i
-0.00011035-0.0020975i,-0.0008216-0.0010416i,-0.0012364-0.0015221i,-0.0019398-0.0017839i,-0.0018865-0.0009122i,-0.00031311-0.00050089i,0.00064005-0.00044086i,0.00091111-0.00062037i,0.0008616-0.00046838i,0.00066075-4.1941e-05i,0.00038933-0.00017418i,0.00093671-0.00098111i,0.0011011-0.0012065i,0.00078309-0.000982i,8.5906e-06-0.0010771i,-0.00031844-0.00087196i,0.00024989-0.0001816i,0.0006096-0.00010045i,0.00041728+0.00021821i,-0.00019869+0.00018546i,4.5578e-06-2.8433e-05i,9.1497e-05+5.0257e-05i,0.00044016+0.00029655i
-0.0010146+0.0010797i,-5.431e-05+0.0013252i,0.00032842+0.0019284i,0.00081318+0.0012894i,0.0014068-0.00014413i,0.00071612-0.0012635i,-0.00020325-0.00074458i,-2.0754e-05-0.00023389i,0.00070314-0.00019939i,0.0015319-0.00017864i,0.0011155-1.1041e-05i,0.0007488-0.00035452i,0.00014302-0.00023409i,-0.0010751-0.00011378i,-0.0021597-0.00019593i,-0.0026615-0.00019406i,-0.0015162+0.0003506i,-0.00031769+0.00037779i,-0.00011197+0.00012523i,-0.0005836-0.00010951i,-0.0012173-0.00042235i,-0.0014499-9.4311e-05i,-0.0005576-0.0003569i
0.0010724+0.001512i,0.0009963+0.00045955i,0.00089029+0.0013476i,-3.1327e-06+0.0023694i,-0.0001078+0.0021103i,3.7622e-05+0.0019012i,-6.0282e-05+0.0015195i,0.00029006+0.0011104i,0.00070755+0.00077919i,0.0010464+0.00051775i,0.00083274+0.00062135i,-0.00016347+4.8756e-05i,-0.00037833-5.4692e-05i,-0.00060072+0.00049105i,-0.0013705-0.00052528i,-0.0010784-0.00077263i,-0.0004314-8.4236e-05i,5.1434e-05+0.00010296i,-0.00043846+0.00085929i,-0.00076328+0.00086999i,-0.00080574+0.00076091i,-0.00082115+0.00036974i,-0.00059394-0.00061247i
-0.00013836-0.0012288i,-0.00063013-0.0010641i,3.8281e-05-0.0014397i,0.0012302-0.0013051i,0.0015005-0.0011962i,0.00057321-0.00093661i,-0.00015979-0.00059501i,0.00065976-0.00053634i,0.001201-0.00051251i,0.00036656-0.00054108i,-0.0010825-0.00059317i,-0.00082599-0.00036975i,0.00043765-0.00031182i,0.0014487-0.00045605i,0.0016373-0.00035428i,0.001011+0.00018569i,0.0010735+0.00014906i,0.0015561+0.00032931i,0.0011801+0.000817i,0.00031382+0.00089113i,4.4786e-05+0.00089983i,-0.00018838+0.00088665i,-0.00058912+0.00033311i
-0.00097947+0.0014378i,-0.0005449+0.0013493i,4.3824e-05+0.0014606i,0.00097503+0.0013905i,0.0016879+0.00061594i,0.0017494-0.00099368i,0.00068684-0.0012076i,-0.00037364-0.00046013i,-0.00025133-0.00031549i,0.00021964-0.00014418i,0.00034656-0.00043418i,-0.00028667-0.00054655i,-0.00036339-0.00032912i,0.00034579-0.00065222i,0.00073574-0.0011629i,0.00038453-0.0011849i,0.00018435-0.00032367i,0.00027486+0.00072666i,0.00046651+0.00069976i,0.00071744+0.00055607i,0.0005506+0.00042295i,8.8488e-05-0.00073108i,0.00023638-0.0010501i
-0.0013507+0.0012279i,-0.00023174+0.0010121i,0.00028466+0.0013907i,0.00067301+0.00074816i,0.0014673-0.0013544i,0.001366-0.0025987i,0.00056885-0.0023244i,-0.00038448-0.00028724i,-0.00066585+0.00072119i,-0.00031594+0.00032935i,-0.0004252-0.00047961i,-0.00050961-0.00068751i,-0.00093763-0.0010854i,-0.0017276-0.0020452i,-0.0017013-0.0018451i,-0.00079429-0.0015429i,0.00035744-0.00097179i,0.00063548+0.00039215i,0.00060667+0.00051363i,0.0011808-0.000425i,0.0018976-0.00025554i,0.0013247+4.3321e-06i,-4.1885e-05-0.00024299i
-5.7768e-05-0.0014854i,-0.00024464-0.0013061i,-0.00093756+0.00018618i,-0.0014187+0.001741i,-0.0017842+0.001905i,-0.0013236+0.00059776i,-0.00094571+0.00049088i,-0.00082823+0.00047289i,-0.00062195-0.00018976i,-0.00053463-0.0004629i,-0.00027132-0.00049207i,-0.00029057-0.0011441i,-2.3074e-05-0.0015084i,0.00064081-0.00060029i,-0.00035791-0.00032945i,-0.0014515-0.00055358i,-0.00079358-0.00014268i,0.00016584+3.7398e-05i,0.00032201+0.00082719i,0.00014573+0.0010234i,0.00010442+0.00035273i,1.1764e-05+0.00067015i,-7.7647e-07+0.0010793i
-0.00084007-0.00087404i,-0.00047141-0.00070214i,-0.0010302-0.00052676i,-0.00052257-0.00066627i,0.0002433-0.00066375i,0.00022409-0.00034336i,0.00011573+0.00070177i,0.00019859+0.0017385i,0.00034421+0.0016802i,0.00066789+0.0010724i,0.0010879+0.00038011i,0.0010194-0.00048775i,0.00098157-0.00083934i,0.00053366-0.00026354i,7.7409e-05+0.00030428i,0.00017463+0.00016778i,0.00063684-0.00017202i,0.00056013+0.00054926i,3.6128e-05+0.0010132i,-0.00018032+0.00088459i,-0.00024945-2.6455e-05i,-8.8377e-05-0.00023485i,0.0004196+0.00067816i
0.00080489+0.00054748i,0.00015705-0.00035841i,0.00039989-0.0010016i,0.00040979-0.00049534i,0.00067691+0.00069396i,0.0011265+0.00051165i,0.0016198-0.00021512i,0.002202+0.00030609i,0.0022001+0.0013889i,0.0017411+0.00092144i,0.00094128+0.00046731i,-0.00029591+0.00068712i,-0.00076369+0.00115i,-0.00051031+0.00085875i,-0.00051811-4.8516e-06i,7.5758e-05-7.8234e-05i,0.00073009+0.0006709i,0.00045666+0.0009372i,-0.00028029+0.001027i,-0.00031537+0.00074957i,-0.00028511+0.00073211i,-0.00014433+0.0012174i,0.00015165+0.00094833i
-0.00078809+3.1316e-05i,-1.7042e-05+0.00014948i,-0.00012734-0.00025168i,-0.0003237-0.00026939i,0.00037121+2.6773e-05i,0.00014942-0.00031724i,-0.0002677-0.0010204i,0.00096473-0.0021885i,0.0014697-0.0022581i,0.00095327-0.00080377i,0.00077942+0.00046488i,0.00063803+0.00041648i,0.00062462-0.00035475i,0.0012637-0.00023652i,0.001499+0.00017933i,0.00095937-0.00024273i,0.00017261-0.00012662i,0.00020038-7.567e-05i,0.00061647-4.5281e-06i,0.00012023+0.00062124i,0.00051257+0.00065135i,0.00076689+0.00037115i,0.00027837+0.00025798i
0.00066684-0.0019232i,0.00071583-0.001167i,-0.00038789-0.0017449i,-0.0014214-0.0019647i,-0.001488-0.0009781i,-0.0010439+9.5864e-05i,-0.0001613+9.5956e-05i,0.00034289-0.0012273i,0.00013203-0.0021779i,-0.00019627-0.0018256i,-3.3128e-05-0.00099906i,0.00087779-0.00033153i,0.00099091-0.00015034i,0.00060254+0.00020682i,2.0162e-05+0.00057018i,0.00012274+0.00047764i,-0.000138+0.00037865i,-0.00027176+0.0004585i,0.00010981+0.00082732i,-0.00034943+0.00082025i,-0.0012094+6.3478e-05i,-0.00048957+4.9677e-05i,0.00035725+0.00023712i
-0.0042504-0.001134i,-0.0024053+0.00056111i,-0.0023089+0.0018421i,-0.0024234+0.0023277i,-0.00089854+0.0024231i,0.00043032+0.0014842i,-0.00085955+0.00057147i,-0.0026267+0.0008142i,-0.0027923-0.00012247i,-0.0016043-0.000214i,-0.00025813+0.00065928i,-0.00020966+0.00073988i,-0.00064977+7.2644e-06i,-0.00028367-0.00070926i,0.00021081-0.00066092i,0.00012653-0.0012267i,-0.00030656-0.0011764i,-0.00055189-0.00098178i,0.00037735-0.0008731i,0.00089936-4.9373e-05i,0.00039604+0.00043961i,-0.0001801+0.00019207i,-2.4079e-05+5.3652e-05i
-0.0025796+0.00037118i,-0.0015443+0.0016107i,-0.0013771+0.0023189i,-0.0014041+0.0033003i,-0.00081715+0.0036721i,0.0005837+0.0026341i,0.00056286+0.0015745i,-0.00052819+0.00095174i,-0.0013924+0.0013035i,-0.00094732+0.0016511i,1.674e-05+0.0012161i,-0.00022799+0.00056168i,-0.00042781-0.0002986i,-0.00046344-0.0002511i,-0.0011909-0.00016557i,-0.0011366-0.00068687i,-0.00046519-0.0010696i,-0.00046824-0.0012911i,-0.00039206-0.00022058i,-0.00054698+0.00055077i,-0.00051462+0.00069788i,0.0003257-6.0708e-05i,0.00057064-0.00075018i
-0.0015297+0.00044545i,-0.0021117+0.00030204i,-0.00054157-0.00046913i,0.00032814-0.0005668i,0.00019444+9.6396e-05i,0.00067146+6.3826e-06i,0.00068731-0.00024441i,0.0012565+0.00065693i,0.001435+0.0013543i,0.0011206+0.0010909i,0.00066398+0.00055049i,0.0002357+0.00023144i,0.00046914-0.00016584i,0.00042024-0.00086458i,-0.00024981-0.0010024i,-0.00070106-0.00070134i,-0.00032788-0.00051757i,-0.00018409+5.4442e-05i,-0.00033989+0.00070202i,5.2476e-05+0.00079636i,1.3728e-05-0.00020478i,1.7475e-05-0.00059754i,-5.4161e-05-0.00036631i
0.00037883-0.001495i,0.00085468-0.0012291i,0.00070795-0.00018651i,-0.00026916-0.00061393i,-0.00054796-0.00096302i,0.00020456-0.00044562i,0.0010658-0.00027119i,0.0021742+0.00010071i,0.0026465+0.00091496i,0.0016338+0.00028741i,0.00086-0.00062816i,0.0012735-0.00084193i,0.0017771-0.00034786i,0.0013757-3.4466e-05i,0.00086818-0.0002168i,0.00034887-0.00022484i,-0.00045003-0.00035342i,-0.00038186+0.00018354i,0.00051307+0.00069003i,0.00058443+0.00061999i,-0.00012603+0.00089364i,-0.00045192+0.0012738i,-0.0007475+0.0010135i
-0.0008185+0.00023093i,-0.00074008+0.000923i,-0.00024458+0.0010529i,0.00030921+0.00047041i,-7.7981e-05-5.3941e-05i,0.00045447-0.00066128i,0.00019843-0.00041091i,0.0008899-0.00094584i,0.001645-0.0015337i,0.00066224-0.00043898i,0.00055851+4.7652e-05i,0.00091193+0.00018673i,0.00046682-0.00028759i,0.0011244-0.00084892i,0.0016721-0.00015915i,0.00078102+5.1799e-05i,0.00050246+2.06e-05i,0.00042104+0.00062392i,0.00056452+0.00096456i,0.00043166+0.00066437i,0.00012796+0.0002905i,0.0002217-2.2442e-05i,0.00010315+3.4123e-05i
-0.00017425-0.0017984i,-0.00027611-0.00081135i,-0.00047522-0.00079322i,-0.00073918-0.00010404i,-0.0010418+0.00085844i,-0.0010107+0.0014656i,-0.0010976+0.00079418i,-0.00073782-0.0010718i,-0.00017442-0.0024362i,0.00018846-0.0017768i,0.00068538-0.00088264i,0.0010962-0.00080858i,0.00075411+2.0085e-05i,-8.8668e-05+0.00017971i,-0.00017121-0.00048895i,0.00016726-2.8035e-05i,0.00050331+0.00069832i,0.00073062+0.0005708i,0.00098173+0.00038861i,0.0010896+0.00016292i,0.00078704+0.00020402i,0.00013205+0.00057783i,-0.00020217+0.00085737i
0.0014421+0.00091133i,0.0014296+0.00015198i,0.00099986-0.00048094i,0.00063537-0.00085286i,0.00078744-0.00071237i,0.00012418-0.00051553i,-0.00065102-0.00012951i,-0.0016718+0.00029774i,-0.0024376+0.00013069i,-0.0015035-0.00051359i,-9.1115e-05-0.0011891i,0.000753-0.00073753i,0.0010929+5.3761e-06i,0.00054271+0.00025791i,-0.00010302+0.00013564i,-6.1433e-05-0.00057653i,0.00055761+0.00019992i,0.00062597+0.0010059i,9.8183e-05+0.00094267i,0.00031008+0.00070636i,0.00046741+0.00040049i,0.00030989+0.000842i,0.000829+0.0010999i
-0.0011519-0.00026218i,-0.00012515+0.00053969i,0.0013433+0.0012764i,0.00072571+0.001803i,-0.00024007+0.0006406i,0.00025826-0.00055005i,6.8452e-05-0.00041884i,-0.00070468+0.0012993i,-0.0013279+0.0015451i,-0.0013333-0.00041965i,-0.0011026-0.0011645i,-0.001211-0.00095099i,-0.0012421-0.00062877i,-0.00064393-0.0003714i,-0.00037205-0.00059246i,-0.00022381-0.00070408i,0.00010525-0.00045594i,-0.00050244+6.1424e-06i,-0.00054385+6.5636e-05i,0.00039744+9.8195e-05i,0.00096014-0.00044978i,0.001097-0.00082475i,0.00045535-0.00087013i
0.00079165-2.1098e-05i,5.8471e-05+0.00076585i,-0.00024674+0.0018861i,0.000177+0.0013688i,0.00067641-0.00017738i,0.0008364-0.0012724i,0.0011774-0.00064442i,0.0016572+0.00083095i,0.0012861+0.0018086i,0.00029658+0.0022622i,-0.00052585+0.0014455i,-0.00094197+0.00047394i,-0.00017507+0.00020093i,0.00062182-0.00027877i,0.00057366-0.00085123i,-0.00011359-0.00089582i,-0.0012889-0.00079185i,-0.0011254-0.0012932i,0.00025616-0.001023i,9.068e-05-0.00032049i,-0.00049726-0.00074537i,-0.00041785-0.00073453i,-0.00090216+0.00043854i
0.00088174-0.0012037i,0.0014571-0.001064i,0.0025004-0.0020014i,0.0031619-0.0020145i,0.0034116-0.00026483i,0.0022822+6.5796e-05i,0.0012402-0.0003449i,0.0026165-0.00064724i,0.0031354-0.00019896i,0.0016593+0.00080821i,0.0008814+0.0017528i,0.00057795+0.0019303i,0.00051409+0.00099442i,0.00070957+6.7215e-06i,0.0007271-0.00098419i,-5.6029e-05-0.00073005i,-0.0004865+9.8763e-05i,-6.5292e-05+0.00064413i,-8.8863e-05+0.00047019i,-0.0001381+0.00053217i,-0.00065131+0.0010557i,-0.00071537+0.00072316i,-0.00082142+8.3718e-05i
0.00080649-0.00068949i,0.00088881+0.00069815i,0.00026263+0.0010036i,-0.00044725-0.00018119i,-0.00078294+8.0089e-05i,-0.00016933+0.0007219i,0.00051686-0.00046874i,0.00098556-0.0010727i,0.0018368-0.00090183i,0.0025156-0.0007896i,0.0021857+0.00022994i,0.0011942+0.0010203i,0.00084678+0.00084304i,0.00063779+0.00051408i,2.0464e-05+0.00040406i,7.0761e-05+4.6683e-05i,0.00066218+6.8911e-06i,0.00033293+1.2758e-05i,0.00023687-0.00046069i,0.0011665-0.00012344i,0.00060544+0.00037123i,-9.0185e-05+0.00035618i,0.00036449+0.00025443i
-0.00072924-0.0025218i,-0.0012494-0.0002162i,-0.0019623+0.001155i,-0.0018985+0.0014944i,-0.0014549+0.00095438i,3.4609e-05+0.0002995i,0.00075959-0.00051677i,1.6867e-05-0.0014871i,-0.00040538-0.0024204i,0.00023668-0.0031122i,0.0010462-0.002559i,0.00077503-0.0015121i,0.00020243-0.00060122i,-2.225e-05+0.00014308i,-0.0002173+0.00025712i,0.00030007+0.00024061i,0.00085657+0.00025864i,0.0009017+0.00015361i,0.00046072+0.00031095i,-2.2092e-05+0.00040033i,-0.0001558+0.00031918i,0.0002257+0.00036059i,0.00030195-4.6388e-05i
0.001436+0.001266i,0.0016128+0.0018642i,0.0024306+0.0019548i,0.0023677+0.0014892i,0.001999+0.00041052i,0.0015142-0.00068109i,-8.4023e-06-7.812e-05i,-0.00099266+0.00096594i,-0.00099032+0.00013667i,-0.0010568-0.0017663i,-0.0010285-0.0027324i,-0.0013817-0.0020043i,-0.00099102-0.00073037i,0.00011311+0.00028046i,0.00046529+0.00084968i,0.00063054+5.5706e-05i,0.00026438-0.00055273i,-0.00027523-0.00056642i,2.8033e-05-0.00030868i,0.00037283+0.00047644i,0.00012686+0.00069468i,-0.00013469+0.00055378i,-0.00040037+0.00022961i
-0.00081192-0.0028292i,-0.0014533-0.0020995i,-0.0016701-0.0014997i,-0.001078-0.00084976i,-0.00026249+0.00013996i,0.00062689+0.00064119i,0.00092356+0.00070813i,0.00045022+0.0008306i,-0.00069807+0.0012955i,-0.0019298+0.0012504i,-0.0025008+0.00076682i,-0.0015143-3.3687e-05i,0.00039378-0.00035811i,0.001481+4.51e-05i,0.00092293-0.00047746i,-0.00030288-0.0013491i,-0.00060239-0.0010983i,-0.00019085-0.00029894i,-3.8608e-05+0.0005723i,-0.00021437+0.00098669i,-0.00082739+0.0004319i,-0.0014847+0.00011639i,-0.0012575+2.9553e-05i
-0.00027104+0.0010872i,0.0012032+0.0010968i,0.0017972+0.00072574i,0.001852+0.00040912i,0.001337+0.00040247i,-5.0178e-05+0.00018834i,-0.00042073-0.00019208i,0.00053833+0.0001003i,0.0014903+0.0019674i,0.00097075+0.0026948i,-0.00037392+0.001661i,-0.00058851+0.0014774i,-0.00041393+0.0012713i,-0.00010625-0.00021088i,0.00039458-0.0015016i,-2.2725e-05-0.0015435i,-0.00033955-0.0010753i,0.00018335+7.3863e-05i,0.00048877+0.00079061i,0.00039239+0.00059598i,0.00056362+0.00059849i,0.00063121+8.8919e-05i,0.0005589-0.00037919i
-0.0017078+0.0009123i,-0.0017241+0.0019631i,-0.0021702+0.0028115i,-0.0015617+0.0024405i,-0.00018613+0.0011456i,0.00066549+0.00057605i,0.00077736-0.00046472i,0.00095096-0.0012139i,0.0020185-0.00034445i,0.0030217+0.0011898i,0.002053+0.0023122i,0.00069072+0.002426i,0.00042495+0.0014478i,0.00061593-0.00017498i,-0.00052598-0.00012563i,-0.0020667-8.6314e-05i,-0.0018022-0.00037576i,-0.00034603+0.00020448i,0.00078613+0.00017498i,0.00060991-1.1824e-05i,-4.7766e-05-0.00011863i,-8.8556e-05-0.00058726i,0.00038952-0.00060929i
-0.00062029+0.00027405i,-0.00066062+0.00053409i,-0.00041619-0.00062882i,-0.00027402-0.0010692i,-0.00011885+0.00023872i,0.0003155+0.0011339i,-8.9828e-06+0.00077712i,-0.00063282-0.00014146i,-0.00088137-0.00053679i,0.00038198-0.0010158i,0.0021728-0.00084683i,0.0017617-0.00039118i,0.00034544-0.00059675i,-0.00018916-0.00048684i,-0.000248-0.00025048i,-0.00095662+0.00011763i,-0.0014416+0.00078182i,-0.0010574+0.00071495i,-0.000489+0.00025485i,-0.00047141+0.00033034i,-0.00063335+0.000422i,-8.1651e-05+0.00013323i,0.00026725-0.00036192i
0.0018183+0.0010687i,0.0029812+0.00071901i,0.0037806+0.0002497i,0.0026029-0.0011956i,0.0010817-0.0020394i,0.00068084-0.0009927i,0.00018254+0.00077828i,-0.00031779+0.0012527i,-0.00073038+0.00010516i,-0.00094839-0.0014051i,-0.00016632-0.0025539i,0.00018313-0.0026951i,6.6747e-05-0.00090275i,0.0005412-0.00020167i,0.0009948-0.0003194i,0.0012468-0.00029092i,0.00093833-0.0002295i,0.00017921+0.00048086i,7.1473e-05+0.00072266i,-6.5505e-06-0.00024698i,6.4767e-05-0.0005981i,4.528e-06+0.00024205i,-0.00051707+0.00044466i
0.00090918+3.592e-05i,0.00048054-1.7592e-05i,7.2521e-05+0.0001101i,0.00016275+0.00034799i,0.00062284-4.1275e-06i,0.0007157-0.00019506i,0.0012352-0.00045249i,0.0018999-0.0003222i,0.0012904+0.0006184i,2.5071e-05-8.8918e-05i,-0.0010492-0.0007352i,-0.0013708-0.00061381i,-0.00097898-0.0006541i,-0.000252-0.00041209i,0.0010481-0.00016497i,0.0017851-3.7168e-05i,0.0011411+0.00056805i,-0.00021028+0.00056047i,-0.00016307-0.00023321i,0.00081617-0.00036095i,0.00049742+6.0652e-05i,-0.00064+0.00022208i,-0.0008707+0.00041515i
0.0014072-0.00043413i,0.00089183-0.00061075i,0.0007928-0.00084171i,0.000691-0.0010984i,-0.00070866-0.00065831i,-0.0017445-0.00020572i,-0.00050406-0.00087385i,0.0010443-0.00053477i,0.0016822+0.0008155i,0.0011692+0.00088225i,-2.7841e-05+0.00080686i,-0.00097361+0.00089967i,-0.0011614+0.00091199i,-0.00079049+0.00090642i,-0.00019836+0.00012649i,8.0426e-05+7.8746e-05i,0.00045099-0.00014937i,0.00064792-0.00018104i,0.00028413+0.0014283i,0.00038596+0.0018788i,0.00077917+0.0011935i,0.00045054+0.0011162i,0.00083678+0.00051637i
-0.00065636+0.00044623i,-0.0013276+0.00075413i,-0.0010214+0.0013554i,-0.00050216+0.0012404i,0.00042941+0.00061554i,0.00034064-0.00028551i,-0.0007566-0.00059458i,-0.00038748-0.00071142i,0.00081184-0.0013618i,0.0015459-0.00076388i,0.001392+0.0010168i,0.0012069+0.0018216i,0.0008373+0.00086331i,0.00057748+0.00015902i,-0.00018367-1.7751e-05i,-0.001322-0.0010055i,-0.0014659-0.00064551i,-0.00080953+0.00010309i,-0.0001683-0.00011361i,-0.00023717+0.00013115i,-0.00041357+0.00065622i,0.00038109+0.00018376i,0.0005855-0.00024618i
0.0011938-0.0016118i,-0.00052897-0.00051505i,-0.0011291-0.00067651i,-0.0011722-0.001541i,-0.0022768-0.0010671i,-0.0019879+0.00033548i,-0.00031766+0.0012272i,0.00048557-0.00046125i,0.00011247-0.0023086i,0.0008111-0.0015093i,0.0023372-0.00015738i,0.0021517+0.0010483i,0.0010724+0.0004918i,0.00099147-0.00058632i,0.00038596-0.00063972i,-0.00063472-0.00054383i,-0.00027013-0.00044719i,-0.00022237-0.00018557i,-0.00069166+0.00035747i,-0.00015251+0.00077047i,0.00036323+0.00064843i,-0.00064798-0.00012643i,-0.00073638-0.0011265i
0.00091619+0.0009951i,0.00092448+0.00081804i,0.0016644+0.00024573i,0.0017874-0.00092433i,0.00079845-0.0013191i,8.231e-05-0.00095688i,-0.00052385-0.00017934i,-0.0013577+0.00082783i,-0.0019867+0.00025419i,-0.0014109-0.00067887i,0.00023476-0.0011679i,0.00075185-0.0015774i,0.00073182-0.0011493i,0.0011269-0.00068593i,0.00099292-9.0277e-05i,0.0008988+0.00043004i,0.00091364+0.00034875i,0.00074031+0.0005134i,0.00012097+0.00080108i,-0.00040388+7.4425e-05i,-7.8561e-05-0.0003986i,-0.00023774-0.00048629i,-0.00076513-0.00019683i
0.00065547+0.0016861i,0.00079655+0.0012588i,0.0010807+0.0010959i,4.6046e-05+0.0009543i,0.00017315-0.00060221i,0.00088192-0.00082501i,0.0016423+0.00024164i,0.0012734+0.0017372i,-0.00034212+0.002309i,-0.001489+0.0013136i,-0.0014419-0.00055305i,-0.0019462-0.0015468i,-0.0019367-0.0010719i,-0.00087277+0.00016971i,-0.00039588+0.00074432i,0.00012561-0.00019172i,0.00037022-0.00038744i,0.00082245+0.00048968i,0.00062412+0.00052657i,0.00025076-7.7983e-05i,-0.00018002+0.00062528i,-0.0011538+0.00077216i,-0.00089213+3.4283e-05i
-0.00037544+0.00095093i,-0.00087548+0.00085824i,-0.0014708+0.0013697i,2.7231e-06+0.00089482i,0.0010631-0.0001157i,0.00044041-0.00076456i,0.00087241-0.00080201i,0.002415+0.00025877i,0.0030352+0.0017411i,0.0022001+0.0020514i,0.0013528+0.0014307i,0.00065094+0.0011677i,-0.00056793+0.0012166i,-0.0012524+5.8e-05i,-0.00077665-0.0013985i,0.00013924-0.0011846i,0.00036014-0.0010749i,-0.00011569-0.0010004i,0.00060985-0.00052574i,0.00080338-0.00087994i,-0.00018239-0.00074159i,-0.0004574+0.00028372i,-0.00023872+0.0013157i
0.00028089-0.0011219i,-7.5494e-05-0.00097013i,-0.0001974-0.0014798i,0.00026178-0.0016837i,0.00055375-0.000926i,0.0009702-0.00031916i,0.0011555-0.00071556i,0.0020252-0.0014327i,0.0031451-0.0016375i,0.0022751-0.00031333i,0.0006821+0.00044526i,0.0011571+0.00030708i,0.0015587+0.00091394i,0.0012718+0.00048926i,0.0012695-6.5576e-05i,0.0007726+0.00061123i,0.00020375+0.00059249i,0.00017137-3.5545e-05i,-0.00028609-0.00062923i,-0.00054848-0.00081784i,-0.00012294+0.00028585i,-0.00017003+0.0012064i,-0.00077946+0.0012505i
-0.00035833+0.00019291i,8.5031e-05+0.00088346i,0.0017283+0.0016893i,0.0021574+0.0026021i,0.0013105+0.0020546i,0.00016478-0.00035736i,-0.0012023-0.0026519i,-0.0015819-0.003582i,-0.0014794-0.0034985i,-0.001168-0.0026313i,-0.000466-0.00072701i,0.00063582+0.00052691i,0.0014061-4.0217e-05i,0.0013419-0.00072609i,0.00036968-0.00073798i,-0.00041616-0.0005144i,-0.00023265-0.00044565i,-0.00020961-6.1464e-05i,-0.00046046+0.00041697i,-0.00047006+0.00054819i,0.00014739-9.1217e-05i,0.00080265-0.00063236i,0.00021485-0.00069563i
-0.0012731-0.00057327i,-0.00061116-9.1215e-05i,-0.001266+0.00012142i,-0.0023836-0.00017969i,-0.0021783-0.00050731i,-0.0012576+0.00018251i,-0.0010981+0.0015049i,-0.0021706+0.0013055i,-0.0029639-0.00017269i,-0.0017725-0.0011021i,0.00018188-0.00089609i,0.0001388-0.0005824i,8.1593e-05-0.00064294i,0.00042425-0.0007323i,-6.4448e-05-0.00024461i,-0.00044626+0.00023462i,-0.00042104+0.00048345i,0.00034553+0.00078593i,0.00068622+0.00091349i,0.00043599+0.00087813i,0.00081495+0.00067532i,0.00057051+0.00023004i,0.0003808-4.6612e-05i
-0.0010651+0.001654i,-0.00079314+0.0018769i,0.0006509+0.0015776i,0.0021503+0.00090326i,0.0023784+0.00042052i,0.0017779+0.00077941i,0.00083337+0.0017018i,-0.00054539+0.0027476i,-0.0012949+0.0035391i,-0.00071534+0.0023029i,-0.00012164+0.00030125i,-0.00044556-0.0013415i,-0.00055063-0.0018649i,-0.0012298-0.0011654i,-0.001733-0.00044502i,-0.0007621-0.0005146i,-8.0947e-05+1.6307e-05i,-0.00055402+0.00061483i,-0.00055393+0.00044975i,-0.0002718+0.00026695i,-0.0001513+0.000298i,-0.00013774+0.00065125i,-0.00051823+0.0002769i
0.0012377-0.0013255i,0.0013897-0.0015627i,0.0014023-0.0010347i,0.001163+0.00041746i,0.00074084+0.00053544i,0.0017128-4.5302e-05i,0.0034872-0.00044057i,0.004763+0.00034647i,0.0040856+0.0018465i,0.002642+0.0018391i,0.0010552+0.00091205i,0.00037901+0.00033807i,8.6037e-06+0.0014397i,6.4863e-05+0.0018711i,0.00039988+0.0008722i,0.0011742-0.00030337i,0.00091824-0.00070828i,0.00020801-0.00041903i,0.0010657+0.00026849i,0.0010541+0.00017322i,0.00037281-0.00028524i,0.00053297+0.00017023i,0.0002419+0.00066i
-0.00040938+5.0614e-05i,-0.00045849+0.0013164i,0.0002078+0.002221i,0.00072186+0.0014993i,0.001374-0.00082068i,0.0015191-0.0016431i,0.0013745-0.0018634i,0.0029518-0.0031445i,0.004204-0.0036956i,0.0030188-0.0021699i,0.0011711-0.00054772i,0.00043612+0.0006478i,0.00067387+0.0015725i,0.001361+0.0010482i,0.0010416-0.00033889i,0.00036385-0.00077517i,-0.00017331-0.00023899i,-0.00086101-7.4878e-06i,-0.00071812-0.00038856i,-0.00081822-3.9382e-05i,-0.0013411+0.00098496i,-0.0010934+0.0013157i,-0.00058368+0.0011133i
-0.00044223-0.0003687i,-0.0010038-0.00018235i,-0.0016779+0.00084488i,-0.0021457+0.00062458i,-0.0020703-0.00027424i,-0.0026156-0.00066447i,-0.0030483-0.0011291i,-0.0024752-0.0021544i,-0.0013465-0.002867i,-0.00021264-0.0028347i,0.00029382-0.0020673i,0.001029-0.00067116i,0.0017037+1.659e-05i,0.0018458-0.00018678i,0.0013726-0.0004548i,0.00066233-0.00040326i,0.00016242-0.00061234i,0.00035605-0.00045459i,7.3007e-05+0.00043494i,6.1768e-07+0.00092577i,-1.1343e-05+0.0010703i,-0.00066899+0.0007051i,-0.00073115+0.00042945i
