0.0013488+4.486e-05i,0.0011784-0.0010555i,0.00031864-0.0018033i,-0.00042708-0.0017803i,-0.0012865-0.00027101i,-0.0024813+0.0013388i,-0.002438+0.0019491i,-0.00035697+0.0019273i,0.001641+0.0011769i,0.0012798-0.00010692i,0.00030846-0.00099559i,-0.00065377-0.0012824i,-0.0015405-0.0010806i,-0.0010975-1.0305e-05i,-0.00074757+0.0005849i,-0.0014194+0.00037501i,-0.0019204-7.6806e-05i,-0.0014668-1.617e-05i,-0.00043147+0.00020869i,-0.00017668-0.00014323i,-0.00085302-0.00062709i,-0.00088028-0.00082993i,-0.00045445-0.00084057i
0.00038492+0.00078242i,0.00093834+0.001606i,0.00098846+0.0016706i,0.0010525+0.001464i,0.0012363+0.0012122i,0.00077504+0.00058666i,0.00067838-0.00018473i,0.00061887-8.2925e-05i,0.00073427+0.0005454i,0.00047411+0.00025131i,0.00019416-0.00093867i,0.00011247-0.0012359i,-8.4999e-05-0.0009408i,8.9006e-05-0.00097948i,0.00038285-0.00058503i,-0.00014874+0.00010773i,-0.0014584-0.00049136i,-0.0016225-0.0014039i,-0.0010642-0.0004684i,-0.0015868+0.00010025i,-0.0014521-0.00029962i,-5.0243e-06-8.6215e-05i,0.00011077+0.00017599i
4.1631e-06+0.00034497i,-0.00040101+0.00052297i,-0.0003048+0.00074895i,-8.1643e-05+0.000744i,1.0588e-05+0.00085383i,-0.00027332+0.0008056i,-0.0001103+0.00043502i,0.00066903+0.00068444i,0.00030418+0.0010066i,-0.00082703+0.00031722i,-0.00085516-0.00031383i,-0.00033747-0.00030938i,-0.00028658-0.00055907i,0.00029875-0.0011538i,0.0003531-0.00093248i,-0.0003563-0.00096927i,0.00030264-0.0004234i,-0.00023365+0.00049112i,-0.00059656+0.00035937i,0.0001571+0.00026696i,0.00035877+0.00012975i,-6.7699e-05+7.5014e-05i,-5.1174e-05-0.00056772i
-0.0016801+0.00052682i,-0.0016148+0.0012988i,-0.00062532+0.0019007i,0.00092373+0.0015827i,0.0010554-7.5157e-05i,0.0001917-0.0013893i,0.00023039-0.00085457i,0.0003735-0.00029057i,0.00058656-0.00034914i,0.00061564+5.3531e-05i,0.00018399+0.000141i,6.1792e-05-1.8657e-05i,-0.00064069-0.00049163i,-0.00037679-0.00047699i,0.00027923+0.00011035i,-0.00015471-6.219e-05i,-0.00047741+0.00025861i,-9.1693e-06+0.00012592i,0.00099168-0.0012196i,0.0011532-0.0014584i,0.00014033-0.0010785i,-0.00038594-0.00071147i,-0.00028087-0.00012406i
-0.00086789-0.00012532i,-0.00054231+0.00032826i,-0.00048489+0.00086986i,0.00068302+0.0013303i,0.0017423+0.0015156i,0.001358-0.00012136i,0.00092304-0.0008174i,0.00093581-0.00043972i,0.00088196-0.00048693i,0.00055344-0.00039068i,9.0518e-05+0.00016749i,0.00012625+0.00068696i,5.1835e-05+0.00016037i,0.00018424-8.9248e-05i,2.0245e-06+0.00049516i,-0.00054506+0.00098783i,-0.00029669+0.0013134i,-0.00016069+0.0012641i,7.5e-05+0.00077424i,0.00065783+0.00038735i,0.00094398+9.8085e-06i,0.000346+4.8094e-05i,-0.00061292+0.00017566i
-0.00093007+0.0002112i,-0.00059427+0.0016679i,-0.00059702+0.0025687i,0.00034262+0.0029682i,0.0005439+0.0021916i,-0.00014444+0.0010715i,-0.00016971+0.00079401i,0.00041215+0.00031398i,0.00073699+0.0006369i,0.0005106+0.00069697i,0.00022298+0.00044586i,0.00044584+7.2384e-05i,0.00071299-0.00050734i,0.00033649-0.001202i,-0.00030582-0.00099025i,-0.00091683-6.6177e-05i,-0.00099286-0.00013102i,-0.00030355-0.00077587i,0.0005189-0.0013881i,0.00053375-0.0015722i,0.00021811-0.00070856i,3.3553e-05+0.00025731i,3.7545e-06+0.00068276i
-0.0010852-0.0019639i,-0.00070245-0.0014641i,-0.0017507-0.00051688i,-0.00069908+0.00031092i,0.00013536+0.00060469i,-0.00085914-0.00030048i,-0.00026918-0.00032816i,0.00036032+0.00017999i,-0.00017215+0.00090679i,0.00045329+0.0013863i,0.00027236+0.00068776i,6.638e-06+0.00025919i,0.00062201+0.0005714i,0.00040236+0.00031138i,0.0002494-0.00023684i,-0.00027502-0.00025965i,-0.0011019+4.4035e-05i,-0.00083036-0.00014227i,-0.00052213-6.6132e-05i,1.6637e-05-0.00016218i,0.00095268-0.00018989i,0.0013678+0.00038753i,0.00042619-0.00024679i
9.2289e-05+0.0013126i,0.00039149-0.00011684i,0.00078513+0.00046939i,0.00086498+0.0012282i,0.00065845+0.00085328i,0.00040352+0.000148i,-0.00026071+6.2538e-05i,-0.00024661+0.00039307i,-0.00027561+0.0012978i,-0.00026952+0.0021167i,-2.0414e-05+0.0016862i,0.00037168+0.00023153i,0.0003457-0.00035457i,-0.00049548-0.00038406i,-0.0002493-0.00017121i,-0.00030731+0.00056148i,-0.00091073+0.00047303i,-0.0012058-0.00021842i,-0.00065622+0.00030793i,-9.3459e-05+0.00065622i,0.00020573-0.00034501i,-0.00016477-0.00042064i,-0.00088289+0.00034851i
0.0010764+0.0016305i,0.0015559+0.0017344i,0.0032137+0.0011229i,0.0037167+0.00060678i,0.0019229-0.00093793i,0.00031631-0.0023312i,-5.9269e-05-0.0010574i,-0.00040884-7.0985e-05i,-0.00015226+2.6179e-05i,-0.0003315-9.6263e-05i,-0.0010321-0.00059663i,-0.00088859-0.00080614i,-0.00029432-0.00032055i,-0.0004445+0.00022186i,-0.00033916+0.00021649i,0.00017027-0.00049036i,-3.3919e-05-0.00093451i,-0.0012307-0.00036987i,-0.0012169+1.2329e-05i,-1.6678e-05-0.00069667i,2.6721e-05-0.00019343i,0.00036537+0.0010671i,0.00095433+0.00052238i
-0.00084824-0.00064529i,-0.00072352+3.8655e-05i,-0.00093881+0.00088753i,-0.0006095+0.00062421i,0.00021094-0.00023355i,6.3771e-05-0.00081176i,7.2977e-05+6.7219e-05i,0.00030834+0.00056915i,0.00020366+0.00016954i,-1.7446e-05+0.00027902i,6.9894e-05+3.752e-05i,-0.00026256-0.00035492i,0.00011257-0.00046882i,0.00025056-0.00021514i,-0.00077117-0.00041476i,-0.00087204-0.0011049i,-0.00052603-0.00081292i,-0.00053094+5.5107e-05i,-0.00089352+0.00010869i,-0.001113+8.1766e-06i,-0.0013383+0.00049233i,-0.0011179+4.3242e-05i,-0.00050877-0.00052617i
0.0015234+0.0020708i,0.0012354+0.0013686i,0.0012101+0.0013659i,0.0020033+0.00082362i,0.0020706-0.00030089i,0.00060574+0.00032719i,5.5809e-05+0.00073163i,0.0001315+9.4005e-06i,0.00034536+0.0002812i,0.00069724+0.00076415i,0.00022008+0.0004479i,0.00048347+0.0002316i,0.00073314-0.00023878i,-8.8448e-05-0.00075776i,-0.00061667-3.995e-05i,-0.00032266+0.00052575i,-0.00069464+0.0001775i,-0.0010231-2.755e-05i,-0.0013055-5.2937e-05i,-0.0011003+0.00023229i,3.2266e-05-7.5222e-05i,0.00083488-0.00069957i,0.00071158-0.00053844i
0.00086229+0.00208i,0.00054298+0.0019885i,0.00097729+0.0026688i,0.0016513+0.0024355i,0.0013563+0.00070203i,3.6703e-05-0.00066277i,-0.00069629-0.00024861i,-0.00052862+0.00045334i,-0.00052624+0.0012586i,5.3821e-05+0.0011892i,0.0010062-0.00018688i,0.00088784-0.00078016i,0.00040345-0.00032866i,0.00071497+0.00013931i,0.0008472-0.00012908i,0.00023206-0.00081772i,-0.00041329-0.0011104i,-0.00058217-0.00073481i,-0.00066186+0.00027826i,-0.00079339+0.00080176i,-0.0007713+0.001072i,-0.00071543+0.00051845i,-6.9737e-06-0.00045018i
0.0016641+0.00086953i,0.0026992+0.00053384i,0.0012791+0.00088198i,0.00078548+0.0011i,0.0013565+6.2786e-05i,0.0012478-0.00054211i,0.0006734-0.00045566i,0.0011598-0.0004786i,0.0015032-0.00043249i,0.00072516-7.7021e-05i,0.00023017+0.00059319i,0.00067234+0.00091703i,0.00075949+0.00010004i,5.5687e-05-0.00047891i,-0.00041725-0.00023794i,-0.00049273+8.8474e-05i,-0.00047688+0.00015i,-0.0002656-0.00012227i,0.00016502-0.00041683i,-0.00011952-0.00045034i,-0.00032111-0.00016774i,-5.2668e-05-0.00017192i,0.00047493-0.00058526i
-5.2949e-05+0.0011477i,-2.9487e-05+2.7653e-05i,-0.0001492+0.0011169i,0.00021518+0.0017687i,0.00089174+0.0014206i,3.125e-05+0.00079857i,-0.00083026+0.00025553i,-0.00039242+0.00015543i,0.00022409+0.00018103i,0.00059569-6.8903e-05i,0.000841+0.00026123i,0.00078834-0.00032493i,0.0001411-0.0013207i,-4.6752e-05-0.0012406i,0.00028068-0.00080363i,0.00011801-0.00025486i,-0.00084426-0.00032167i,-0.00072123+6.4374e-05i,-0.00042623+0.00040517i,-0.00070131-0.00016623i,-7.0182e-07-6.27e-05i,0.00089387+0.00080976i,9.4478e-05+0.00052168i
0.00072878+0.00041833i,0.0013523+0.0010338i,0.0021911+0.00069591i,0.0022808+0.0004205i,0.0011667-0.00071974i,0.00023146-0.0018572i,-0.00011339-0.0013931i,0.00035942-0.00036812i,0.00082627+0.00015388i,0.00080192+0.00042135i,0.00018443+0.00017978i,3.6411e-05-0.00068742i,-4.3844e-06-0.0010492i,-0.00019761-0.00060356i,-0.00060104-0.00016413i,-0.0010564-0.0010567i,-0.00085189-0.00042305i,-3.5325e-06+0.00089475i,-0.00014292+0.001098i,-0.0005114+7.8239e-05i,0.00017433-0.00081456i,5.9558e-05-0.00057149i,-0.00058484+8.6621e-06i
0.0010343+0.00096624i,0.0014142+0.00097939i,0.001959+0.001547i,0.0016852+0.001898i,0.0018478+0.0015085i,0.001204+0.00092718i,-0.00034556+1.3889e-05i,-0.00041559+0.00034017i,5.8169e-06+0.00098253i,0.0001048+0.00015694i,0.00046119-8.7013e-05i,0.00050377-0.00021995i,0.00061674-0.00081873i,0.00032187-0.00076172i,-1.1305e-05-1.6576e-05i,0.00015391+0.00026332i,-0.00032095-0.00010476i,-0.00088196+0.00021033i,3.9422e-05+0.00060675i,0.00059888+0.0011086i,0.00034151+0.00093127i,0.00074283+0.00013146i,5.8952e-05-0.00015023i
-5.544e-05+0.00034858i,-0.00069963+0.00043929i,-0.00049194+0.00078576i,0.00037506+0.00076723i,0.0011968-0.00015646i,0.00069083-0.00097372i,-0.00036226-0.00060751i,-0.00037822+0.00012087i,0.00043681+0.00034384i,0.00060457+0.00036041i,2.3569e-05+0.0002731i,-0.00015313+0.00020996i,0.00028096-0.00086796i,0.0010077-0.001152i,0.00045906-0.00029685i,-0.0002601+8.9976e-05i,-0.00048345+4.5484e-05i,0.00029631-0.00064527i,0.0011431-0.00014988i,0.00042801-5.7304e-05i,-0.00090107-0.00060548i,-0.001208-0.00027202i,-0.00082243-2.1405e-06i
0.00060453+0.0016558i,0.0015023+0.0013515i,0.0028147+0.0010169i,0.003066+0.00069369i,0.0025045-0.00099847i,0.0011677-0.0012923i,-0.00047548-0.00026504i,-0.00026931+0.00011819i,0.00047892-0.00018758i,0.00088277-0.00032614i,0.00054269-0.0009588i,-0.0001102-0.00031014i,-0.0005657+0.00080622i,-0.00096499+0.00046724i,-0.00061774-0.00026182i,-0.00013313-0.00075643i,-7.1601e-05-0.00049413i,-0.00043523+0.00046334i,-0.00065636+0.0008379i,-0.00093141-0.00019866i,-0.00061184-0.00072101i,-0.00023893-0.001017i,-0.00015232-0.0010802i
-0.00055255+0.00020243i,-0.00057768+0.0016786i,0.0002613+0.0014768i,0.0012562+0.00091097i,-0.00033028+0.00057029i,-0.0020662+0.00016297i,-0.0019258-4.8307e-05i,-0.0013343+0.00040277i,-0.00032656+0.00077062i,0.00053489+0.00062437i,0.0006847+0.00053475i,0.00055039+0.00067018i,0.00010881+0.00067069i,-0.00044562+9.4974e-06i,-0.00075177+2.119e-05i,-0.00049069+0.00011062i,-0.00028919-0.00010441i,-0.00062567+0.00039597i,-0.00075961+0.00044982i,-0.0007409-0.00020513i,-0.00081857-0.00096569i,-0.0004609-0.00091562i,0.00055214-0.00062843i
0.0013578+0.001798i,0.0013909+0.001478i,0.0020039+0.0014975i,0.0025555+0.00085957i,0.002308-0.00055274i,4.205e-05-0.00045674i,-0.00097022+3.6844e-05i,-0.00059538+0.00068689i,0.00012817+0.0013116i,0.00075384+0.0010479i,-0.0003096+0.00056261i,-0.0013187+0.00027956i,-0.00067612-0.00052445i,0.00032241-0.0010043i,0.00025193-0.0011263i,-0.00050622-0.00041167i,-0.00082767+0.00041274i,-0.00025996+0.00053565i,-0.00018569+0.00016142i,-0.00041126-0.00054942i,-0.00022722-0.00043892i,0.00028062+0.00013654i,0.00034902+0.00016066i
0.0004806-0.0019853i,-0.00031462-0.0023785i,-6.6574e-05-0.0020596i,-0.00016106-0.00040014i,-0.001113-0.00043156i,-0.0010313-0.00026558i,-0.00080265+4.0952e-06i,-0.0002973-4.6534e-05i,0.00086158-1.4526e-05i,0.0012401+0.00075025i,0.00018461+0.00037082i,-0.00014819-0.00041889i,0.00020048-0.00029851i,0.0004308-0.00016752i,-4.358e-05+0.00038058i,-0.00044979+0.00057149i,-0.00080663+0.00077073i,-0.0016155+0.00070452i,-0.0015511+0.00024702i,-0.0011934-0.00028969i,-0.00088535-0.00051316i,0.00020642-9.4836e-05i,0.00039798+0.00039984i
0.00023732+0.0014987i,0.0010246+0.0012281i,0.0012602+0.001189i,0.0023493+0.001339i,0.0025014+0.00042418i,0.00089688-0.00032565i,0.00029426-0.00061073i,0.0002052-0.00041828i,-2.6562e-05+0.00062564i,0.0004143+0.0011132i,0.00037798+0.00052586i,0.00037283+0.0005203i,0.00066768+2.4548e-05i,0.00064338-0.00033312i,-9.1468e-05+0.0001848i,-0.00046413-0.00018513i,-0.00016363-0.0008452i,1.4949e-05-0.00067334i,-2.9034e-06-0.00024206i,-3.964e-06+0.00021739i,0.00047666+0.00053614i,0.00083232+0.00043507i,0.00046676-0.00055245i
-0.00098909-0.00055556i,-0.00021923-0.00016175i,0.0005196+0.00086543i,0.00093395+0.002118i,0.0010674+0.0018563i,8.9611e-05+0.00064219i,-0.00042836-0.00013846i,-8.3569e-05+0.00016804i,0.00034976+0.00059852i,0.00057066+0.00044193i,0.00074279+8.1638e-05i,0.00047064-5.0881e-05i,0.00051252-0.00050142i,0.0010026-0.0013071i,0.00019559-0.00071955i,-8.5999e-05-7.4207e-05i,-0.0006073-3.7683e-05i,-0.00085575-0.00058327i,-0.00048882-0.0014734i,-0.00031908-0.0010577i,-0.000563-0.00016806i,-0.0013543-0.00056737i,-0.00085064-0.00087777i
-0.0010023+0.0038906i,-0.00062117+0.0037654i,0.0012744+0.0042413i,0.0015685+0.0031385i,0.0021034+0.00043954i,0.0020559-0.00047601i,0.00067699-0.0011571i,0.00047812-0.00075064i,0.00036772+0.00049376i,0.00066594+0.00056044i,0.00083478-0.00066027i,0.00032036-0.001879i,-5.9083e-05-0.0021214i,-0.00091369-0.0011664i,-0.0012911-0.00023302i,-0.00020432-0.00017264i,0.00052639-0.00071194i,7.9256e-05-0.00098866i,-0.00013703-0.00029716i,0.00036103+0.00021739i,2.7628e-05+2.4148e-05i,3.1344e-05-0.0010574i,-0.00025098-0.0014046i
0.00015237-0.00098429i,-3.5385e-05-0.0009704i,0.00028107-0.00070392i,0.00093148+5.2438e-05i,0.00025145+0.00017582i,-0.00058074-0.00053972i,-0.00084592-0.00034564i,-0.00075511+0.00039909i,0.00031943+0.00098909i,0.00029704+0.0012423i,-0.00022097+0.00017035i,-0.00039393-0.0011882i,-0.00046698-0.00080071i,0.00022995+0.00016061i,0.0010832+0.00029323i,0.0010621+0.00081206i,3.2516e-05+0.0013385i,-0.00086964+0.001381i,-0.00088419+0.00038224i,-0.00099308-0.00033364i,-0.0006858+8.6959e-05i,-0.00046208+0.00022274i,-0.00041347+0.00019796i
0.00083337+0.0010767i,0.0014391+0.00097559i,0.0029737-4.7971e-05i,0.0030011-0.0011958i,0.0018694-0.001855i,0.00024182-0.00078435i,1.8779e-05+0.00054673i,-7.6199e-05+0.00049338i,-0.00052175-0.00050232i,-0.0004127-0.00060787i,-0.00021873-0.00076007i,-0.00063914-0.0010606i,-0.0008036-0.00044394i,-0.00043272+0.00064974i,0.00054282+0.0012826i,0.0015178+0.00092403i,9.9786e-05+0.00030173i,-0.00096491+0.00035365i,-0.0001696+0.00098535i,0.0001325+0.00042324i,-0.00041606+0.00021057i,-0.00065043+0.00023061i,-0.00050081+0.00014053i
0.0011078-0.0013584i,0.0020191+0.00043268i,0.0019875+0.0011955i,0.00095636+0.00098318i,-0.0004337+0.00041604i,-0.0012289-0.00013558i,-0.0013508-0.00059436i,-0.00046432+9.88e-05i,3.661e-05+9.3674e-05i,-0.00042755-0.00052305i,-0.00098187-0.0010565i,-0.00047503-0.00080096i,0.00016362-0.0004i,0.00023007-0.00078335i,0.00020104-0.00032448i,0.00034377+0.00041855i,0.00022036+0.00049843i,-0.00025606+0.00025668i,4.6563e-05+0.00026519i,0.00026183+0.00038613i,-0.00012116+0.00039156i,-0.00067535-0.00031625i,-0.00086287-0.00053673i
0.00046204-0.00026784i,0.00053999-0.00053372i,0.00046596-0.00067938i,0.00032766-0.0013736i,-0.00040036-0.0019465i,-0.00086731-0.00067917i,-0.00030449+0.00054083i,0.00029062+0.0010065i,0.0003481+0.0016189i,-0.00026436+0.0014026i,-0.00068898+0.00023419i,-0.00019994-0.00028164i,0.0005449-0.00013887i,8.0387e-05+0.00057587i,-0.0006122+0.00054595i,-0.00078367-0.00012432i,-0.00070914+2.0567e-05i,-0.00025586+0.00044791i,-5.332e-05-2.2702e-05i,-0.00045986-0.00027373i,-0.00048543-0.00018153i,0.00024876-0.00031197i,0.00042359-0.00019475i
0.00097897+0.00040857i,0.00043171+0.00032584i,0.00096323-0.00031472i,0.0018646-0.00060992i,0.0013361-0.0001405i,-5.1144e-05-0.00037101i,-0.00064772-0.00028537i,0.00026354-1.5018e-06i,0.0010919-0.00025188i,0.00098824-0.00020704i,0.00080949-0.0001364i,0.00045503-0.0003872i,3.0658e-05-0.00082815i,0.0001953-0.00064473i,-9.5664e-06+0.0001322i,-0.00070387+3.6363e-05i,-0.00033177-0.00051815i,-0.00010822-0.00043906i,-0.00063393-6.5894e-05i,-0.0006051-0.00037259i,-0.0003497-0.00097695i,-0.0001613-0.00083399i,0.00045456-0.00093321i
-0.0017636-0.0003616i,-0.0015409+0.0013576i,-0.00027023+0.0036164i,0.00044798+0.0031286i,0.0010851+0.0010961i,0.00066713-0.00024035i,-0.00010386-0.00088076i,-0.00038123-0.00068724i,-0.00018042+0.00043597i,0.00016431+0.0013195i,0.00043958+0.00090221i,0.00088769+0.00039841i,0.00073146+3.532e-05i,0.00011477-0.00024599i,-0.00016062-0.0010756i,-7.4507e-05-0.0014391i,-0.00066854-0.00019283i,-0.0017267+0.00069495i,-0.0017234+0.00048965i,-0.00095175-8.2052e-05i,3.8323e-05-2.104e-05i,0.00066432+0.00017844i,0.00041379+0.00034681i
-0.0013549+0.0015679i,-0.0017808+0.0014781i,-0.0021654+0.0028756i,0.00057442+0.0031618i,0.0022482+0.0018299i,0.0017233+0.00035637i,0.00091627+0.00014579i,0.00028037+0.00087696i,2.486e-05+0.0012406i,0.00050148+0.0014i,0.00088491+0.0010791i,0.0010736+0.00029657i,0.00075044+0.00011841i,0.00050545-0.00013727i,-0.0001262-0.00026596i,-0.00022989+2.1106e-05i,0.00018883+0.00059077i,7.2441e-05+0.0011024i,-0.00020247+0.0011127i,-0.00022886+0.00064731i,-0.00019045+0.00027304i,-4.6581e-05+0.00078228i,0.00014084+0.00092291i
0.0013044-0.0013622i,0.0022362-0.0012825i,0.0021837-0.0019228i,0.0012194-0.0013338i,2.1349e-05+0.00023066i,-0.00041563+0.0005982i,-0.00016673+0.00016243i,0.00035781+0.00031346i,0.00094807-0.00013629i,0.00095877-0.000325i,0.00012468-0.00026552i,-9.5022e-05-0.00034009i,0.00024799-0.00029897i,0.00034229-0.00031749i,0.00012729-0.0002184i,-4.2499e-05-0.00017244i,0.00060913-0.0002629i,0.0014925-1.6355e-05i,0.0013231+0.00029132i,0.00057706+6.4582e-06i,0.00023081-0.00026843i,-7.7057e-05-0.00026452i,-0.00080781-5.4745e-05i
-0.0010215-0.0011514i,-0.00093771-0.00010511i,-0.001036-0.00092615i,-0.00051484-0.00099641i,0.0002644-0.0001411i,8.0795e-05+2.6292e-05i,7.1627e-06-8.5254e-05i,-0.0003447+0.00017482i,-0.0011782+0.00080378i,-0.0009174+0.00084887i,-0.00024014+0.00092667i,0.00045154+0.0011706i,0.00092697+0.000736i,0.00032531-0.00013307i,-0.0003116-0.00039198i,-0.00044497-0.00039829i,0.00052807+0.0001662i,0.00081037-0.00023446i,-2.9204e-05-0.0014007i,-0.00015299-0.0011849i,-0.00038592-0.00053915i,-0.00076583+0.00048508i,-0.0011936+0.00099346i
-0.00019675+0.0024402i,0.00065306+0.0018371i,0.0023423+0.0010668i,0.0026739+0.00062619i,0.0012337-5.3111e-05i,-0.00082756-0.00075526i,-0.0012861-0.00013043i,-0.0008254+0.00054408i,0.00013411+0.00082991i,0.00037751+0.0014295i,-0.00066721+0.00096908i,-0.0011599+8.5547e-05i,-0.00096279+5.0616e-05i,-0.00041914+0.00045879i,-0.00017791+0.00023709i,-0.00058833+0.00032253i,-0.0010102+0.00043435i,-0.00064162+0.00047211i,-0.00040965+0.00091939i,-0.00036124+0.0010642i,-5.3177e-06+0.00068967i,0.00031806-0.00024969i,0.00016543-0.00083822i
0.0020484+0.0010062i,0.0018361+0.0010073i,0.002208+0.00024738i,0.0023065-0.00039894i,0.0019773-0.00051229i,0.00069386-0.00033928i,-0.00038347-0.00072884i,-0.00037985-0.00047738i,0.00033475+0.00053091i,0.0010986+0.00021171i,0.00065484-0.00063031i,-0.0004214-0.0010897i,0.00020472-0.0010611i,0.00091675-0.00052557i,0.00049579-0.00015083i,0.00010869-4.0018e-05i,-0.00020832-3.6011e-05i,-0.00059335+5.3662e-05i,-0.00077831+0.00047791i,-0.00054654-0.00020374i,0.00056337-0.0011941i,0.00044929-0.0010927i,-8.2268e-05-0.00053581i
0.0011735-6.4862e-05i,0.0021208-0.00038617i,0.0018144-0.0015074i,0.0013397-0.0024731i,0.00060951-0.0024846i,-0.00050304-0.0012291i,-0.00068158+0.00014441i,-0.0006301+0.00023713i,-0.00052864-0.00047077i,1.5518e-05-0.0003225i,0.00017605-7.6445e-05i,-0.00040007-0.00017067i,-0.00070926+5.2578e-05i,-0.00057194+0.00022398i,-0.0002739+0.00061767i,-0.00010952+0.00099902i,-0.00011546+0.00021259i,0.00016771-0.00019103i,0.00042032+0.00013891i,0.00099759+0.00081871i,0.0013227+0.00094662i,0.00035548-0.00014733i,0.00016964-0.00073029i
-0.00079467+0.00038097i,-0.00068804+0.00096401i,-0.00048117+0.0022679i,9.642e-05+0.0019359i,-0.00010116+0.00046248i,-0.0006836-0.00028568i,-0.0003051-0.00027553i,6.3657e-05-0.00044946i,0.00032029-0.00057021i,0.0005171+0.00038161i,0.00032974+0.000934i,0.00012973+0.00044636i,0.00036863-5.6329e-05i,0.00052764-2.5801e-05i,0.00046402+0.0003905i,-0.00030562+0.00029713i,-0.00074607+0.00053423i,-0.0003603+0.0002528i,7.2773e-05-0.0011341i,0.00079709-0.0011898i,0.00087061-0.00082296i,0.00043323-0.00049995i,-0.00048882-0.0004572i
0.0012454-0.00091706i,0.00013282-0.00084378i,0.00030268+0.0003868i,0.0010564+0.00087428i,0.00042964+0.00058206i,-0.0010129+1.9799e-05i,-0.0011015+0.00019912i,-0.00066404+0.00057567i,-0.00073737+0.00048935i,-0.0005265+0.00033481i,-2.4645e-05+0.00055819i,-0.00010033+0.00070254i,0.00030458+0.00018588i,0.00040557-0.0001801i,-0.00021273-0.00025162i,-0.00052673+0.00012221i,-0.00078954+0.00077875i,-0.0010274+0.0012741i,-0.00057719+0.00085151i,-0.00031707+0.00023626i,-0.00064111-0.00013859i,-0.00086875-0.00031948i,-0.00048498-0.00045377i
-0.00032557+0.00058404i,-0.00016927+0.00087331i,0.00040531+0.00043937i,0.00086138+0.00060259i,0.0016522+0.0010135i,0.00093115+0.0016088i,-0.00041601+0.0011382i,2.0035e-05+0.00079805i,0.00024716+0.00098098i,-7.9222e-05+0.00053243i,0.00019561+0.00048415i,0.00031743-7.8822e-05i,-0.00041859-0.00085669i,-0.00047205-0.00084509i,-0.00068727-0.00017881i,-0.00072126-2.8498e-05i,-0.00078936-0.00040413i,-0.00056681-0.0012793i,-0.00023933-0.00094238i,-5.4254e-05+0.00057043i,0.00028617+0.00064914i,0.00059722+0.00026321i,0.00062653+0.00020618i
-0.0011187-0.00044187i,-0.00013728-0.0002146i,7.7145e-05-0.00016324i,-0.0010555-0.00056519i,-0.0010613-0.001013i,-0.000751-0.00090352i,-0.00049549-0.00038092i,-0.00033803-0.00032559i,-0.00028799-0.00012109i,-0.00058675-9.7684e-05i,-0.00072068-0.00049314i,0.00026556-0.0001582i,0.0009295-1.7604e-05i,0.00075346-0.00029222i,0.00071119+5.4182e-05i,0.00060421+0.00015933i,-6.086e-05-0.00013283i,-0.00012361-9.6027e-05i,0.00046479+7.2368e-05i,0.00054148-1.0669e-05i,0.00058385+8.3188e-05i,0.00045956-2.897e-05i,0.00031995-7.2168e-05i
-0.00047321-0.00031816i,-0.00029541-0.0010665i,-0.0003181-0.00081183i,0.00025885+0.00044927i,0.00085634+0.00019137i,0.00085807+0.00018879i,0.00043796+0.00024968i,0.00023094-0.00024746i,0.0003993-5.4427e-05i,-0.00029651+0.00036127i,-0.00032919+0.0011227i,-0.00010719+0.0020457i,-0.00044499+0.0013125i,7.7142e-05-7.9659e-05i,0.0003086-0.00020229i,-0.00060836+0.00037026i,-0.0010628+9.7492e-05i,-0.00096627-0.00024569i,-0.00073738+0.00023738i,-0.00052998-0.00033224i,-0.00086796-0.00064632i,-0.00064577-0.00072268i,0.00025392-0.00047417i
-0.0014468-0.00023496i,-0.00011506+0.0005493i,0.00047289+0.0015645i,-0.0001987+0.0014929i,-0.00065431+0.00057911i,-0.00071104-0.00082863i,-0.00060358-0.00042242i,-0.00039065+0.00069969i,5.5767e-05+0.0010334i,0.00043056+0.0015653i,0.00027232+0.0014303i,-0.00022774+0.0003454i,-0.00049335-0.00039689i,-0.00011486-0.00040695i,-0.00053248-0.00021733i,-0.00067989-0.00034068i,-0.00045872-7.6899e-05i,-0.00046648+0.00024687i,-0.00039351+6.2345e-05i,3.9077e-05-0.00018834i,0.00053967-9.9527e-05i,0.00024614+0.00062734i,-0.00017032+0.00056084i
0.00088556-0.0002611i,0.00096749-1.7048e-06i,0.00119-0.00036186i,0.0014805-0.00022658i,0.0016623+0.00062163i,0.00041026+0.00056938i,-0.00041921+0.00067696i,-0.00020263+0.00069093i,8.0621e-05+0.00050236i,0.00013219+0.00068653i,-9.0979e-05+0.00074002i,2.1728e-05+0.00045982i,0.00074247+0.00028258i,9.2114e-05+0.00049362i,-0.00029454+0.00082523i,-0.00016975+0.00021833i,-0.00035068-0.00068012i,-0.00021729-0.00049121i,-4.2703e-05-0.00025953i,0.00017116-0.00015769i,0.00045149-0.00034771i,0.00011061-0.00081937i,-0.00067048-0.0011286i
