-0.0022324+0.00038396i,-0.0022401-3.6098e-05i,-0.0035178+0.0010048i,-0.0031441+0.0017425i,-0.0021661+0.0016862i,-0.0012401+0.0011565i,-0.00076354+0.00087225i,2.6596e-06+0.00098935i,0.00041755+0.00051871i,0.00046716+0.00038948i,0.00087351-0.00035318i,0.00075428-0.0012862i,0.00085985-0.0009859i,1.4454e-05-0.00017869i,-0.00054421+0.00045681i,1.1994e-05+0.00012285i,3.8814e-05-0.00034894i,-0.00047804-0.00057785i,-0.00080074-0.0004807i,-0.00030109-0.00013377i,0.00062675+0.0004465i,0.00061072+0.0012381i,-0.00036344+0.0010609i
-0.00078008+0.0011242i,-0.00028349+0.00080398i,-0.00047411+0.00065647i,-0.00063963+0.00020713i,-0.00029335+6.2588e-05i,-0.0015035+0.00038942i,-0.0017591+0.00083337i,-0.00089989+0.00083508i,0.00016821-0.00010651i,0.0012618-0.0010567i,0.0013187-0.00022904i,0.00074601+0.00052229i,0.00024297+0.00035055i,-0.00014954-0.00043497i,0.00046592-0.00094681i,0.00029002-0.0010229i,-0.00043372-0.001061i,-0.00077526-0.00068632i,-0.00038811-0.00017037i,0.00038579+0.00037261i,0.00016826+0.00025893i,-0.00022843-0.00034643i,-0.00042994-0.00040592i
0.00056219-0.00023205i,0.0005015-0.00021345i,-0.00088701-0.00010874i,-0.0014054+0.00014099i,-0.0018463-0.00046316i,-0.0016202-0.00082847i,-0.00052547+0.00045759i,8.7472e-06+0.0010222i,0.00035371+0.00011133i,-0.00017031-0.00012149i,-0.0013199+1.9054e-05i,-0.0008368-0.00027815i,-0.00032591-0.00044455i,-4.4257e-05+0.00060005i,8.4795e-05+0.0011402i,0.00098371+0.00072112i,0.0013699+0.00036877i,0.000913-0.00060405i,0.00018816-0.00051141i,0.00011797-0.00043764i,0.00045096-0.00085907i,0.00021415-0.00053294i,2.4579e-05-0.00047059i
-0.0015713-0.00033009i,-0.0015318-0.00027814i,-0.0018888+9.8379e-05i,-0.0027871+0.00054877i,-0.0022885+0.00032776i,-0.0014992-4.0089e-05i,-0.00095268-6.4958e-05i,6.5301e-06-8.9357e-05i,0.0001397+2.7796e-05i,-0.00023398+0.00066604i,-0.00024059+0.00086509i,-0.00038696+0.00044231i,-0.00076354+0.00024244i,-0.00057765+0.00019712i,-0.00023978-0.000174i,-9.5492e-05+1.8253e-05i,0.00031412+0.00017821i,0.00024618-0.00022149i,-0.00062867+0.00032284i,-0.00046923+0.00069646i,0.00040823+0.00030438i,0.00062254-0.00028156i,0.00076608-0.00086162i
-0.00062893-0.00041563i,-0.0010698+0.0001142i,-0.0024895+0.00048606i,-0.0025844+0.00047758i,-0.0014214+0.00096469i,0.00016031+0.0015669i,0.00047689+0.00099709i,9.3702e-05+0.00035355i,0.00012234+0.00069184i,0.00017287+0.00046774i,0.00020159-0.00017751i,0.00086807-0.00014855i,0.00063044-1.8517e-05i,-0.00055844-0.00054449i,-0.00031591-0.00090672i,0.00010375-0.00046407i,-0.00033098-8.4126e-05i,-0.00049212-0.00020734i,-7.5218e-05-0.00052813i,0.001041-0.00031818i,0.00082777+0.00047343i,0.00067973+0.00063596i,0.000902+0.0001552i
-0.0014926-0.0033595i,-0.0016106-0.0032487i,-0.0032634-0.0031531i,-0.0036329-0.0019231i,-0.0025574-9.1103e-05i,-0.0013986+0.00084156i,-0.00039677+0.001286i,-0.00039254+0.00091997i,-0.00069419+0.00033034i,-0.00045398+0.00031254i,-0.00033389+0.00028046i,-0.00022471+0.00022777i,0.0002485-5.6321e-06i,0.00096978+0.00020758i,0.0013683+0.00026027i,5.2624e-05-0.00027602i,-0.00085248-0.00013256i,5.7485e-05+0.00044796i,0.00029585+0.0016252i,-0.00054818+0.0015363i,-0.00098415+0.00039248i,-0.00075763+0.00045104i,-0.00060886-0.00034474i
-0.002335-0.00014193i,-0.0027462+0.0016314i,-0.0029051+0.003067i,-0.0022239+0.0021803i,-0.0015998+0.0013354i,-0.00073869+0.0016832i,8.1589e-05+0.0013072i,0.0005691+0.00027553i,0.00086375+0.00037335i,0.00033284+0.0001635i,-0.00013556-0.0004372i,-0.00030272-0.00016013i,-0.00041525-0.00080586i,-2.386e-05-0.0012522i,2.75e-05-0.00028708i,-8.6864e-05+0.00040659i,-6.5578e-05-7.7364e-05i,0.00015573-0.00033107i,0.00054583-0.00016706i,3.4892e-05-0.00019646i,-0.00027169-0.00012121i,0.00016356+0.00026279i,-3.8232e-05+0.00067226i
0.00066034-0.0020965i,-0.0013231-0.0026074i,-0.0026842-0.0025255i,-0.0023295-0.0013976i,-0.0021173-0.00076781i,-0.0026698+0.00016244i,-0.0016015+0.00097535i,-0.00033213+0.0007806i,0.00077622+0.00033376i,0.0014155+6.9493e-05i,0.00088179-0.00053468i,0.00017759-0.00074355i,0.00038221+7.1816e-05i,4.495e-05+0.00075855i,-0.00026454+0.00045594i,-0.00041464-0.00020656i,-0.00018339-0.00053448i,2.422e-05-0.00093882i,-0.0001068-0.0010137i,-0.00027352-0.00025189i,-2.5287e-05+4.017e-05i,0.00036197+0.00029372i,0.00035139+0.00050521i
0.0001118-9.8644e-05i,0.000661+0.0010557i,0.0012509+0.0015237i,0.0013914+0.00053026i,1.2925e-05-0.00071387i,-0.00082324-0.00076538i,-0.00073156-0.00035411i,-0.00030988-0.0003937i,0.000122-0.00051217i,8.6333e-05-0.0006112i,-8.3473e-06-0.00030915i,-1.3085e-05+7.7538e-05i,-0.00043893-0.00013831i,-0.00036905-0.00080737i,0.00094023-0.00031706i,0.0013995+0.00031641i,0.00030986+0.00052764i,-0.0010948+0.00054842i,-0.0013208-9.1564e-05i,-0.00042423-0.00035392i,0.00026216-3.4323e-05i,0.00011579-0.00022222i,-0.00016649-0.00039838i
-0.0020153+0.00069276i,0.00048855+0.0010007i,0.00073989+0.0010444i,-0.0011983+0.0016047i,-0.0015095+0.00095335i,-0.0009898+1.3925e-05i,-0.00079513+0.00063772i,-0.00041003+0.00091234i,-0.00012464+0.00072021i,-0.00032126+0.00089375i,-0.00033113+0.00087513i,-0.00021884+0.00062215i,-0.00037171+0.00056779i,-0.00059151+0.00074266i,-0.00055773+0.0011148i,-0.00028552+0.0012007i,-0.00017916+0.00081051i,-1.2823e-05+0.00021833i,5.7847e-05+0.00020272i,2.9007e-05+4.3362e-05i,-0.00014245+0.00018565i,-0.00075357+0.00024837i,-0.00070588-0.00049506i
-0.0014275+0.00018485i,-0.001513+0.00054775i,-0.001002+0.0010928i,-0.00097876+0.00092415i,-0.0011591+0.00034693i,-0.0004642+0.00042736i,9.8558e-06+0.0012036i,0.00025624+0.0010224i,0.00054118+6.4298e-05i,0.00023827-0.00075958i,0.00022987-0.00030465i,-0.00011039+0.000217i,-0.00034506-0.00011022i,-0.00019314-0.00059707i,-0.00017485-0.00072987i,-0.00029173-0.00055604i,0.0001716-0.00014362i,0.00028757+0.00022357i,-4.6573e-05-0.00012737i,-0.00016609+0.00047982i,-3.6655e-05+0.0011171i,0.00050198+0.0003934i,0.00087111+2.4457e-05i
-0.001879-0.00086485i,-0.0027251-0.00013605i,-0.0023679+0.0006382i,-0.0020235+0.00039784i,-0.0013173+0.00053289i,4.4764e-05+0.00056753i,0.00022033+0.00056422i,-0.00057475+0.00041802i,-0.0004919+0.00025917i,0.00038326+0.00029042i,0.0002704+0.00047992i,-0.00071713+0.00026877i,-0.00041534-0.00066285i,0.00020571-0.00057546i,-0.00042888-6.8649e-05i,-0.00093027+9.7502e-05i,-0.00079963+0.00010231i,-0.00017551+0.00010512i,0.00038291+7.6447e-05i,0.00022214-0.00070141i,0.00021904-0.00060246i,0.00010003+0.00027431i,-0.00059811+0.00074616i
0.00098769-0.00079707i,0.00068666-0.00037664i,0.0010213-0.0016813i,0.00085052-0.0018641i,-0.00066172-0.0015626i,-0.0024528-0.00096652i,-0.0019135+5.041e-06i,-0.0003823+0.00026418i,-0.00027939-0.00012803i,-0.00043577-5.6692e-05i,-0.00054793-0.00022232i,-0.00064517-0.00054299i,-0.00048561-0.00036821i,0.00032676-0.00035658i,0.00096305-0.00057713i,0.00050749-0.00042103i,9.2088e-05-0.00060589i,3.2302e-05-0.00051839i,-0.00015269+0.00019454i,-0.00062554+0.00020132i,-0.0012901+0.00050341i,-0.00093043+0.0015046i,7.9798e-05+0.0011212i
1.4381e-05-0.0010564i,0.00091581-0.00099729i,0.00063301-0.0012569i,-0.00031646-0.00093442i,-0.0011839-0.00050001i,-0.0017782+0.00012138i,-0.0020042+0.0013227i,-0.0010884+0.0013954i,0.00042616+0.00065618i,0.0010497-7.1023e-05i,0.0012636-0.00014118i,0.0011993-0.0004556i,0.0002948-0.00044314i,-0.00040011+0.00027612i,-0.00061635+0.00046944i,-0.0003228+3.5465e-06i,-3.0293e-05+0.00042746i,-0.00029224+0.00026849i,0.00082006-0.00018174i,0.0011069-0.00032461i,0.00058999-0.00077856i,1.8485e-05+0.00012183i,-0.00035516+0.00029746i
0.00066194-0.00085535i,0.00051615-0.0012287i,0.00024377-0.0013133i,-0.00021038-0.0017104i,-0.0014488-0.0016745i,-0.0019946-0.0011068i,-0.00063393-7.1308e-05i,0.00025524+0.00068596i,-5.5303e-05+0.0001792i,-0.00022013-0.00062655i,-4.0945e-05-0.00078023i,-0.0001842-0.00052862i,-4.7719e-05+0.00015286i,0.00054049+0.00072439i,0.0013207+5.6208e-05i,0.0011878-0.00027622i,0.00031696-0.00016535i,-6.2978e-06-0.000659i,0.00039023-0.00046686i,0.00010443+4.0244e-05i,-0.00023498+0.00060019i,0.00015476+0.00085572i,-8.1137e-05+0.00036765i
0.00068036-0.00086386i,0.00084257-0.0011933i,0.00093821-0.001938i,0.00013297-0.0020475i,-0.0012033-0.0013085i,-0.0017432-0.0004262i,-0.00047184+0.00051701i,0.00037742+0.0011609i,0.0010887+0.00093624i,0.00071327+0.00024776i,-0.00017132+0.0004564i,-0.00019983+0.00014037i,-2.1731e-05-6.281e-06i,0.00031176+0.00037982i,0.0001668+0.0004375i,-0.00040063+3.8983e-05i,-0.00036941-0.00044291i,0.00030484-0.00087226i,-1.9307e-05-0.00062788i,-0.00032544-0.00065036i,0.00030116-0.00057361i,-0.00052278+0.00021634i,-0.0010928+0.000309i
-0.0011366-0.00028631i,-0.00067608-0.0011574i,-0.00029633-0.0015133i,-0.00049192-0.00071565i,-0.0017854-0.00012213i,-0.0016457+0.00013635i,-0.00099422+0.00027874i,-0.00067638+4.1988e-05i,-0.00036819-0.00015027i,-0.00056147-0.00035075i,-0.00051845-0.00055365i,0.00067198-0.00051179i,0.0012675-0.00064029i,0.00060973-0.0005499i,-0.00010406-0.00080625i,-0.0007609-0.0007359i,-0.00071765+0.00012157i,-0.00053411+0.0004433i,-0.00021309+0.0003156i,-6.7886e-05-0.00034339i,-0.00035466-0.0011614i,0.00011064-0.00066876i,-0.00011273+0.00036962i
-0.00019794-0.0010991i,-4.7098e-05-0.0022563i,0.0004911-0.0027542i,-0.00038459-0.00195i,-0.0017352-0.00094746i,-0.0015733-0.00038173i,-0.00059529+0.00038446i,-0.00028889+0.00085162i,-0.00089419+0.00028876i,-0.0010389-0.00055841i,-0.000264-0.0013922i,0.00012968-0.00057234i,-0.00013183+0.00041276i,-3.296e-05+0.00047644i,8.3105e-06+0.00055071i,-0.00022664+0.00043457i,-0.00031519+2.5583e-05i,-4.7652e-06-0.00068656i,0.00042013+0.00010086i,3.835e-05+0.00060991i,0.00028738-0.00010383i,-2.5522e-06-0.00028557i,-0.00023763+5.5356e-05i
-2.637e-05+0.0019459i,9.3842e-05+0.0024851i,0.00067855+0.0020449i,8.3954e-05+0.00079832i,-0.00015857-0.00068057i,-8.8487e-05-0.00038697i,-0.00062275+0.00055165i,-0.00057102+0.00076445i,-0.00085965+0.00081899i,-0.00056934+0.0001595i,0.00019023-0.00068692i,-9.7389e-05-0.0010682i,-0.00035441-0.00046628i,-0.00028413-7.5458e-05i,-0.00027103-4.0037e-05i,-4.3522e-05-0.00046007i,9.2597e-05-0.00069541i,0.00043053-0.00023175i,0.00044172+0.00029146i,-0.00028182+0.00043229i,-0.00032248+0.00029058i,-0.00013399+0.00018856i,0.00011402-6.1194e-05i
0.0011187+0.00055263i,0.0010351+0.0005849i,0.00034348+0.00016892i,-0.0008392-0.00040667i,-0.0014565-0.0014933i,-0.0021478-0.0012118i,-0.0014049+0.00020219i,9.1341e-05+0.00058816i,0.00061959+0.00026724i,0.00078752+0.00015153i,0.00041123+3.9085e-05i,0.00057893+0.00015888i,0.00049674+0.0010407i,-0.00030578+0.0014619i,-0.0005298+0.00034482i,-0.00034391-0.00038167i,-0.00026472-8.5904e-05i,4.3148e-05-0.000316i,0.00023283+1.5475e-06i,0.0001319+0.00019933i,0.00020947+0.00038075i,-0.00026263+0.00047851i,-0.00064582-0.00014706i
-0.0013023+0.0018076i,-0.0013403+0.00093417i,-0.00018428+0.0011119i,-9.7609e-05+0.0014906i,-0.00050149+0.00071636i,-0.0011246+0.00024242i,-0.0012387+5.7959e-05i,-0.00065244+0.00013358i,-0.00081895+0.00015229i,-0.0010254-9.5748e-05i,-0.00022851-0.00066181i,0.00068701-0.00038494i,0.00071084+0.00056377i,-0.00014114+0.0010481i,-0.00047374+0.00039086i,-0.00037186+0.00010636i,-0.00039804-0.0003157i,-0.00066328-0.00073687i,-0.00022242-0.00063738i,0.00040454-0.00033869i,0.00061907+0.00036657i,-4.6784e-05-7.8341e-05i,-0.00027344-0.00053329i
0.00075003+0.00097731i,0.0018894-0.00031433i,0.0019913-0.00079597i,0.0010258-0.0014502i,-3.1588e-05-0.0020027i,-0.00090659-0.0013052i,-0.0011951-5.7921e-05i,-0.00053514+0.0001639i,-0.00073138-0.00023129i,-0.0010849-0.00030851i,-0.00027128-0.00034721i,-0.00049239-0.00031965i,-0.00080057-0.00027331i,-0.00028464-0.00053392i,-0.00021485-0.00030275i,-0.00042102+2.0118e-05i,-0.00041948+4.1044e-05i,-0.00057419+5.4742e-05i,-0.00058051+0.00013184i,-0.00065776-0.00020819i,-0.00080769+0.00011423i,-0.00020188+0.00070614i,0.00030741+0.00044709i
0.0012645+0.00075428i,0.00047136+9.3711e-05i,-0.0004087+0.00017446i,-0.00035671+0.00029781i,-0.00051134-0.0003756i,-0.0012762-0.00089974i,-0.00043331-0.00015779i,0.00069574+0.00083503i,0.0011574+0.00070102i,0.00073672+0.00011274i,-7.672e-05-0.00072641i,-0.0003054-0.00074596i,-0.00022225+0.00014204i,-0.00037623+0.00078333i,-0.0005225+0.00097092i,-0.00057088+0.00052037i,-0.00064813-0.00037099i,-0.00048781-0.00043944i,-0.00058305-0.00045825i,-0.00087383-0.00015316i,-0.0004756+0.00035558i,-0.00088221+8.1276e-05i,-0.000968-0.00018908i
-0.00088154+0.0013106i,-0.00083987+0.0014882i,-0.00045293+0.0015518i,-0.00010022+0.00095689i,-0.00038321+0.00058902i,-0.00030903+0.00048265i,-0.00025486+0.00031232i,-0.0012052-0.00030712i,-0.00071897-0.00067945i,0.00042858-0.0011632i,0.00050489-0.001245i,0.00016666-0.0007082i,-0.00057287-0.00039559i,-0.00097356-0.0010709i,-2.7604e-05-0.0012928i,0.0006155-0.0006384i,0.00076445+7.5328e-05i,0.00055517-0.00035402i,0.0012499-0.00042818i,0.0016539-0.00023779i,0.00073323-0.0006469i,0.00011355-0.00048164i,-0.00028533-0.0001668i
-0.002036-0.0011146i,-0.0011291-0.00050225i,-0.00091755-0.00021132i,-0.0014254+0.00031723i,-0.0010956+0.00049555i,-0.00078702-5.4625e-05i,-0.00077095-0.00014033i,-0.0002426+0.00017285i,0.00024858-0.00043641i,0.00045377-0.00092074i,0.00054202-0.00064753i,0.00028659-0.00021329i,0.00040602-0.00011563i,0.00092584-0.0010414i,0.00030423-0.0017014i,-0.00013836-0.0013299i,0.0005457-0.0011521i,0.00068503-0.0013786i,0.00083412-0.00062003i,0.00087534-0.00021364i,0.00066351-0.00053347i,0.00021542-0.00047522i,-0.00017768-0.00051584i
-0.00096278-0.00091709i,-0.000343-0.0012067i,-0.00028895-0.0018471i,0.00032148-0.002127i,0.0008638-0.00061269i,-0.00010076+0.0001277i,6.1423e-05+0.00019568i,0.00068129+0.00047637i,0.00071472-0.00011916i,0.00016023-0.00051951i,-0.00037982-9.3262e-05i,-0.00043057+0.00050482i,1.8392e-05+0.00072494i,0.00063634+6.568e-05i,0.00061052-0.00049363i,3.2947e-05+0.00020032i,-0.00044121+0.0002041i,-0.00036326-0.00033116i,-0.00015871-0.00018504i,-0.00038813+0.00020085i,-0.00014429+1.8432e-05i,0.00010839+0.00025093i,-0.0002519+0.0002324i
0.0016346+0.00063467i,0.001036-4.4054e-05i,0.00066195-0.0013537i,0.00038713-0.0015483i,-0.0007199-0.0013159i,-0.0022089-0.00075808i,-0.0019201+3.777e-05i,-0.00059955+0.00056507i,0.00081857+0.00027707i,0.0014363+0.00012903i,0.00048881+0.00026478i,-0.0002457-0.00010574i,-0.00016698+0.0001127i,0.00019098-7.748e-05i,6.6405e-05-0.00065866i,-0.00036077+0.00020086i,-2.0034e-05+0.0010047i,0.0001521+0.00053452i,-0.00017737-0.00034924i,-0.00059394-0.00051603i,-0.00049609+3.3107e-05i,3.1414e-06+0.00045831i,0.00045524+0.00049637i
-0.00021833+0.00018386i,0.00018797+0.00064764i,-0.00086476+0.001329i,-0.00046948+0.00051896i,0.00095254-0.00064167i,0.000451-0.00077789i,-0.00015708-8.3098e-05i,-0.00046741+0.00024346i,-0.00072808-0.00029363i,-0.00045726-0.00067033i,-0.00016587-0.00040844i,0.00028339-0.00039166i,0.00054894-0.00072334i,0.0003607-0.00071195i,0.00010722-2.8083e-05i,0.00067883+0.00026073i,0.00068919-0.00013685i,0.00015811-0.00086741i,-0.00049994-0.00062357i,-1.8747e-05-2.5415e-06i,0.00059976+0.00043464i,-3.8433e-05+0.00031251i,-0.00084996+8.313e-05i
-0.0018027+0.00079435i,-0.0023992+0.00105i,-0.0020712+0.00062941i,-0.0015768+9.1404e-05i,-0.0013872+0.00045369i,-0.0016845+0.00067795i,-0.0014442+0.00014008i,-0.00082032+0.00036503i,-9.4256e-05+0.00015837i,6.2981e-05-0.00020505i,-0.001027-9.2832e-05i,-0.0016279-0.00024945i,-0.0011518-0.00030279i,-0.00074617-0.00028254i,-0.00044685-0.00027827i,-0.00038414-0.0005084i,8.3946e-05-0.00051642i,0.00051872-0.0002356i,0.0010742+8.516e-05i,0.00056754+7.2458e-05i,-2.2894e-05+0.00015266i,-3.6102e-05+0.00098949i,-0.00051508+0.0016741i
-0.0014276+0.00026012i,-0.0013336+0.000689i,-0.00072061+0.00047298i,-0.00071949+0.00057899i,-0.0013736+0.001584i,-0.0012459+0.0016368i,-0.00028252+0.0012915i,0.00019907+0.0011085i,0.00058701+0.00051946i,0.00044892-0.00018363i,0.00054351-0.00059024i,-0.00015242-0.00073435i,-0.0010668-0.0002134i,-0.00088785+0.00017744i,-0.00035109+4.2036e-05i,4.9083e-05-0.00014391i,0.00050228-2.9777e-05i,6.0011e-05+4.7075e-05i,-0.00036149+5.9843e-05i,-0.00026105-0.00015077i,-3.3362e-05-7.9755e-05i,-0.00021069-0.00013744i,-0.0002989-0.00053196i
-4.5395e-05+0.00040203i,0.0012459-0.00014291i,0.0014694+2.879e-05i,0.0015203-0.00058593i,0.001758-0.0018995i,0.00059122-0.00072034i,-0.00030328+0.00024181i,-0.00038922-0.00027294i,0.00055887+0.00015848i,0.0010324+0.00072168i,0.00042034-4.0103e-05i,0.00021437-0.00043804i,-0.00069468-0.00041769i,-0.0014358-0.00018732i,-0.00071661+0.00037597i,-0.00016402+0.00040713i,-0.00059574+0.00023625i,-0.0001683-0.0002005i,0.00029525+3.1522e-05i,0.00013031-0.00034571i,0.00063133-0.00082719i,0.0003668-0.00037166i,-5.1741e-05-0.00018336i
0.0013268+0.0021447i,0.0015505+0.00080282i,0.00069628+0.00019793i,0.00055916-0.0011662i,0.00062707-0.0020108i,-0.00025424-0.0016072i,-0.00045461-8.0076e-06i,-7.1478e-05+0.0013412i,0.00030828+0.0013728i,0.00065658+0.00088855i,0.00060879-0.00038258i,8.6371e-05-0.001065i,-0.00089038-0.0013823i,-0.00053494-0.0016619i,0.00057132-0.00042497i,0.00046533+0.00020937i,0.00012671-0.00018527i,-7.1718e-05-0.00046178i,-0.00033998-0.00078659i,0.00010642-0.00075303i,0.00050414-0.00036327i,7.1928e-05-1.7059e-05i,-4.165e-05+0.00051898i
-0.00109-0.0015582i,-0.0017337-0.00088686i,-0.0025534-0.00082285i,-0.0031382-0.00032743i,-0.0025039+0.00036055i,-0.0019224+0.0012321i,-0.0016331+0.0010447i,-0.00053606+4.4403e-05i,-4.8667e-05-0.00051556i,-0.00040653-0.00082747i,-0.00040804-0.00050951i,0.00044468+0.00072794i,0.0009219+0.0002243i,0.00050228-0.00065419i,-0.00021505-0.00017538i,-0.00013233+0.00054237i,0.00072005+0.00011036i,0.00078656-0.00061344i,4.4531e-05-0.0006707i,-0.00069395-0.00090526i,-0.00046724-0.00047135i,0.00017079+0.00032174i,-3.0129e-05+0.00035819i
0.0021471+0.00069975i,0.00036533+0.00063654i,-4.5196e-05-0.00071322i,0.0006436-0.0018915i,0.00065264-0.0011024i,-0.00021348-0.00074095i,-0.00080263-0.00017928i,-5.8344e-05+0.00072852i,0.00040401+0.00045359i,-6.2174e-05-0.00031369i,-0.00014892-0.00055161i,0.0004014-0.00017609i,0.00043487+0.00037758i,-2.0154e-05+0.00082743i,-6.7156e-06+0.0011886i,0.00024194+0.0010467i,-2.7069e-05+0.00059413i,-0.0001774+0.00035696i,0.00039579+0.00038057i,0.00060457+8.4035e-06i,0.00035519-0.0002226i,-0.00072479+8.5705e-06i,-0.0010925-0.0004771i
-0.0012621-0.00033967i,-0.00024396-0.00064215i,-0.0008375-0.00097433i,-0.0009569-0.0010394i,-0.00031849-0.00092166i,5.4864e-05-0.00069384i,1.7252e-05-0.00024538i,-0.00070976-0.00032506i,-0.00062697-0.00075428i,0.00043092-0.00094425i,0.00070179-0.00087881i,0.00071827-0.00020444i,0.00093389+0.00028704i,0.00054081+0.00092942i,-0.0003574+0.0010199i,-0.00085262+5.6548e-05i,-0.00034474-0.0004938i,0.00029858-0.00042453i,0.00030755-0.00010899i,0.00036318-0.00033296i,0.00089983+3.7168e-05i,0.00041084+0.00048601i,3.9583e-05+0.00067251i
0.0024686+0.00020032i,0.0019217+8.2799e-05i,0.0010608-0.00052541i,-0.00061241-0.0019085i,-0.0015533-0.0022776i,-0.0017697-0.0013416i,-0.0013358+0.00013526i,-0.001375+0.0005576i,-0.00053441-7.0469e-07i,0.00017578-0.00036074i,-0.00018824-0.00044039i,-0.00067246-0.00024657i,-0.00076443+0.00041844i,-0.00053207+0.0011428i,-0.00037802+0.00089784i,-0.00016507+0.00032374i,2.8388e-05-7.2182e-05i,0.00020762-0.00050055i,0.00030053-0.00056848i,-0.00029839-5.2781e-05i,-0.00052802+0.00042077i,8.6278e-05+0.00047309i,0.00080177+0.00010092i
0.0014156-0.00038718i,0.0013601-0.0012444i,0.00056016-0.0019305i,-0.0010853-0.0018671i,-0.0017442-0.0010262i,-0.0019653+6.7942e-05i,-0.0014282+0.0008101i,-0.0001326+0.00051856i,8.6165e-05-0.00022641i,-2.3328e-05-0.0011227i,-0.00026484-0.0017851i,-0.00039619-0.001138i,-0.00066097-0.000426i,-0.00049505-0.00031444i,0.00026901+4.5383e-05i,-6.7084e-06+0.00073437i,-0.00010567+0.00090282i,0.0001795+0.00035273i,0.00013493-0.00050095i,0.00040612-0.00083456i,-2.9074e-05+6.4075e-05i,-0.00068102+0.00050064i,-0.00044062+0.0004073i
0.00082727-0.00093034i,0.00021747+0.00015467i,-0.00053705-0.00025765i,-0.0010058-0.0006817i,-0.0013142+0.00015381i,-0.00059393+0.00067504i,-0.00039216+0.00078805i,-0.00043942+0.00048764i,-0.0001291-0.00028565i,-0.00027556-0.00063287i,0.00012917-0.0010694i,0.00026377-0.0005644i,0.00024909+0.0001509i,0.00043149-0.00054439i,-0.00010672-0.00033838i,-0.00054116+0.00068235i,-0.00062508+0.00041417i,-0.00029468-0.00017767i,-0.00011248-0.00059967i,5.3087e-05-6.3921e-05i,0.00015612+0.00058772i,-0.00014295+1.1516e-05i,-0.00066903-0.00033047i
0.00073264-0.00010974i,0.00066578+2.2656e-06i,0.00036686-0.00045049i,-0.00048171-0.0016332i,-0.0015174-0.0021616i,-0.0011607-0.00198i,-0.00041837-0.00071435i,-0.00025024+3.8499e-05i,-0.00022586+0.00033732i,-4.1042e-05+0.00036466i,0.0004402+0.00065723i,0.0001206+0.00050877i,-0.00028036+0.00012363i,-0.00044882-1.653e-05i,-0.00016309-0.0001416i,-2.1217e-05+0.00020964i,-0.00025811-4.7731e-05i,-0.00047416-0.00067574i,-0.00054529-0.00056761i,-0.00042184-0.00022331i,0.00028212+6.2322e-05i,-8.9959e-05+0.00022496i,-0.000665+0.00048259i
0.00097618-0.00035313i,0.0011931-5.8674e-05i,0.00069036+0.00049524i,-7.1229e-05-0.0012421i,0.00015908-0.002478i,0.00012757-0.0020222i,-0.00037648-0.00067109i,-0.00038944+0.0005082i,0.00043086+0.00050352i,0.00018151+0.00034504i,-0.00021597+0.0003305i,-8.4733e-06-0.00024571i,0.00038589-0.0011616i,0.00062467-0.00049627i,0.00098551+3.5795e-05i,0.0013505-0.00014741i,0.00021636+0.00047531i,-0.00068103+0.00068618i,-0.00040647-9.0104e-05i,9.7908e-05-0.00021098i,0.00036362+4.5277e-05i,0.00062061-0.00041375i,0.00017829+0.00028563i
0.0010265+0.0011374i,0.0010077+0.0013098i,0.0017413+0.00059677i,0.0030282-0.00027545i,0.0017616-0.00048479i,-0.00060803+5.8421e-06i,-0.0012049+0.00087524i,-0.00013627-0.0001694i,0.00040794-0.00074446i,0.00068358-0.00052832i,0.0008595-0.00040383i,0.00054309+0.00031957i,-0.0001297+0.00035457i,0.00027999+0.00012396i,0.00063295+0.00050146i,0.0004914+0.0005314i,0.00073824-0.00022134i,0.00080233-0.00097586i,0.00064689-0.00038231i,0.00044517+0.00070645i,0.00024162+0.00074189i,-3.7852e-05-8.3853e-05i,0.00032402-0.00044532i
-0.0019449+0.00079954i,-0.0019886+0.0013272i,-0.0019089+0.0020566i,-0.0014779+0.0014083i,-0.0010305-0.00016446i,-0.0013945-0.00048864i,-0.0010939+0.00042019i,-0.00030585+0.00046272i,-0.00015488+0.00057126i,0.00024782+0.00033778i,0.00066884-0.00053487i,0.00088556-0.0009924i,0.0015534-0.0011419i,0.0014096-0.0013626i,0.00086482-0.0014367i,0.00048715-0.00048348i,-5.1656e-05+0.0004328i,-0.00035422+0.00092542i,7.6915e-05+0.0013004i,0.00015139+0.0010775i,-0.00016625+0.00076903i,0.00025921+0.0005055i,0.00018034+0.00036309i
-0.00066323-0.0013641i,-0.0010114-0.0012645i,-0.0015201-0.0013942i,-0.0018144-0.0014479i,-0.0022677-0.0015807i,-0.001858-0.00057033i,-0.0011457+0.00088902i,-0.00031415+8.0275e-05i,-0.0002411-0.0006728i,-0.00059703-0.00041221i,-0.00040822-0.00015218i,0.00037039-0.00031061i,0.00031741+0.00024342i,0.00018462+0.00077182i,0.00021566-4.6719e-05i,7.528e-05-0.00075373i,0.00015951-0.00015493i,0.00060793+0.00033646i,0.0010017+0.00065122i,0.00091758+0.00049689i,0.00097255+0.00025717i,0.0014366+0.00027901i,0.0010883+0.0006056i
