-0.003941+0.0018189i,-0.0046477+0.0023261i,-0.003255+0.0031598i,-0.0015924+0.0025131i,-0.0010021+0.0020493i,-0.001268+0.0015902i,-0.0019112+0.0012814i,-0.00065859+0.0012081i,0.0011115+0.0010644i,0.0013826+0.00060523i,0.0017069-4.8375e-05i,0.0012013-4.0278e-05i,0.00014432-0.00098631i,4.1275e-05-0.0013306i,-0.00031567-0.0005882i,-0.00082683+0.00034265i,-0.00076318+0.00057542i,-2.1901e-05+0.00027403i,9.0622e-05+0.00044927i,-0.00013359+0.00029443i,-0.00057479-0.00020059i,-0.00043298-0.00044024i,0.0005384+0.00033044i
-0.0084794-0.035441i,-0.0067292-0.056352i,-0.017423-0.047685i,-0.04994-0.019163i,-0.066873-0.0087604i,-0.047449-0.0093697i,-0.022208-0.0051691i,-0.007353-0.00093295i,-0.00045554+0.0022781i,0.0016606+0.0036401i,0.0042593+0.0027593i,0.0071398+0.0010348i,0.0067146+0.0011024i,0.0037307+0.0038569i,0.0024198+0.005382i,0.0024978+0.0021862i,0.00011043-0.0027639i,-0.0023712-0.0039519i,-0.003253-0.0023855i,-0.0029163-0.00079364i,-0.0015081-3.8265e-05i,-0.00078708+0.0011971i,-0.0013174+0.0021489i
0.040426-0.0038156i,0.080293+0.012478i,0.10551+0.043716i,0.090215+0.069811i,0.046885+0.064458i,0.014392+0.029946i,0.0048631+0.00055585i,0.0013656-0.010045i,-0.002626-0.010336i,-0.005209-0.0074832i,-0.0066443-0.0046454i,-0.0063807-0.0048925i,-0.0040095-0.0078271i,-0.0021944-0.0092665i,-0.0026311-0.0071891i,-0.003807-0.003358i,-0.0041824+6.1912e-06i,-0.002456+0.0014189i,0.00021509+0.001816i,0.0015672+0.00063388i,0.0013089-0.00094305i,-0.000639-0.00072584i,-0.0022801+0.00033948i
-0.012326+0.028424i,-0.042031+0.039991i,-0.064442+0.011563i,-0.041312-0.037228i,0.0074611-0.04493i,0.028275-0.016199i,0.018157+0.0027835i,0.0031567+0.0059413i,-0.0049333+0.0029712i,-0.0056669-0.0023809i,-0.0029189-0.0048968i,-0.0016924-0.00022314i,-0.0018742+0.0064995i,-0.0010435+0.0066279i,-0.00053903+0.0040382i,-0.00097247+0.004737i,0.00042771+0.0070337i,0.002221+0.0071917i,0.0018378+0.004888i,0.00032196+0.0014442i,-0.00023012-0.001528i,0.00043508-0.0026585i,0.0011504-0.0034186i
-0.026463-0.012259i,-0.040124-0.023937i,-0.043563-0.021371i,-0.045644-0.0036398i,-0.041228+0.0046667i,-0.023582+0.003255i,-0.010831+0.002535i,-0.0062777+0.0015112i,-0.001976+0.0017808i,0.0023444+0.0025138i,0.0051847+3.4161e-05i,0.0047292-0.0035505i,0.002996-0.0035949i,0.0031049-0.00057151i,0.0040214+0.00062286i,0.0040726-0.0018757i,0.0019673-0.0040053i,-0.00037175-0.0026208i,-0.0013815-0.0008243i,-0.0016661-0.00036178i,-0.0015715+0.00039821i,-0.00052477+0.0018362i,5.521e-06+0.0024721i
0.018265-0.021459i,0.046092-0.031906i,0.073977-0.018054i,0.074509+0.0121i,0.041344+0.024912i,0.0063018+0.011697i,-0.0048819-0.0035038i,-0.0024228-0.0076112i,-0.00010315-0.0039638i,0.0013257+0.0030507i,0.00093046+0.0068594i,-0.001709+0.004269i,-0.0042763-0.0015858i,-0.0040775-0.0044845i,-0.002155-0.0054206i,-0.0014615-0.0059993i,-0.0025604-0.0050388i,-0.0028831-0.0037042i,-0.0016623-0.0023859i,-0.0010124-0.0014704i,-0.0011226+0.00053982i,-0.00075394+0.0026574i,-3.7851e-05+0.0026024i
0.014002+0.016131i,0.0065794+0.032358i,-0.016941+0.024739i,-0.027378-0.0089343i,-0.00889-0.027751i,0.0069625-0.018692i,0.0070191-0.0052451i,0.0044216+0.0015137i,0.0011256+0.0024594i,-0.0027505+0.0002114i,-0.0034569-0.0002582i,0.0011146+0.0016405i,0.0046556+0.0029769i,0.003502+0.0023561i,0.0016361+0.0022719i,0.0020622+0.0040468i,0.0037266+0.0042135i,0.0032299+0.0013991i,0.0014632-0.001065i,0.00047095-0.00045977i,-0.00021607+0.00057058i,-0.0012539+0.00032507i,-0.0019219-0.00076074i
-0.012721+0.0081058i,-0.028108+0.0090298i,-0.036641+0.0072553i,-0.036161+0.01065i,-0.029841+0.011551i,-0.015358+0.0080188i,-0.0028528+0.0060152i,0.0021819+0.0038477i,0.0041063+0.00089778i,0.0017806-0.00067506i,-0.00058064-0.0012274i,0.00063919-0.0019654i,0.0014086-0.0025062i,0.0013906-0.0012257i,0.0024482+0.0003704i,0.0028828-0.00077514i,0.0016153-0.0026692i,0.00032324-0.0030519i,0.00073419-0.0027937i,0.0014821-0.0028417i,0.001829-0.0029402i,0.002335-0.0018142i,0.0026311-0.00082638i
-0.0096747-0.019457i,0.002014-0.035504i,0.0268-0.038274i,0.043029-0.01559i,0.030789+0.011024i,0.0088466+0.012581i,-0.0012497+0.0013363i,-0.0034759-0.0026375i,-0.0020271-0.0030086i,0.0018378-0.001434i,0.0042949+0.0029618i,0.0025479+0.005245i,-0.00087835+0.0034912i,-0.001987-0.00033415i,-0.0013795-0.0033891i,-0.0018093-0.0044967i,-0.0041681-0.0036789i,-0.0041866-0.0018514i,-0.002014-0.00010332i,5.2001e-05+0.00053273i,0.0015665-0.00090348i,0.001453-0.0013755i,0.00079846-0.00015374i
0.014253-0.0021554i,0.020811+0.0061225i,0.0088174+0.013414i,-0.00912+0.0016915i,-0.0078056-0.013294i,0.0014741-0.012745i,0.0026506-0.0063879i,0.00010356-0.00086928i,-0.0027423+0.0016799i,-0.0056842+0.00015691i,-0.0072011-0.0021043i,-0.0043073-0.0011279i,0.00067684+0.0015932i,0.0021347+0.0031046i,0.00045688+0.0047806i,0.0003122+0.0064426i,0.0017905+0.0069015i,0.00097986+0.0048637i,-0.0004096+0.0016492i,-0.00093473+0.00024511i,-0.0013602+0.00098493i,-0.00259+0.00060822i,-0.0031785-0.0001431i
0.0019369+0.015516i,-0.0069252+0.026202i,-0.015257+0.030117i,-0.016359+0.025103i,-0.012314+0.014871i,-0.0042099+0.0079424i,0.00051993+0.0055912i,0.0005661+0.0036684i,0.00043649+0.0026159i,0.00044111+0.0010614i,-0.0011196-0.0028111i,-0.0042367-0.0054754i,-0.005795-0.0046301i,-0.0049838-0.001555i,-0.002307+0.0015008i,0.0010047+0.0016744i,0.0025847+0.00054024i,0.0021223+0.00084772i,0.0016885+0.00033264i,0.0016192-0.0020132i,0.0010103-0.0034438i,0.00049715-0.003266i,0.00034073-0.0028709i
-0.0152-0.0039988i,-0.018837-0.019064i,-0.0073868-0.029909i,0.013756-0.019714i,0.019551+0.00092991i,0.0094381+0.0083754i,-0.00033921+0.0053705i,-0.0051713+0.0011736i,-0.0045014-0.0010433i,0.0014306-0.001045i,0.006578-0.00088589i,0.0067381-0.00078249i,0.0032646-0.00017369i,0.0012061-0.00050516i,0.00035887-0.0037046i,-0.002271-0.005981i,-0.0036397-0.004532i,-0.0016942-0.0023178i,0.00044602-0.00062348i,0.00072751+0.00025036i,0.00063158+0.00058227i,0.0006879+0.00065226i,0.00025343+0.00031432i
0.0042248-0.0075809i,0.01103-0.010143i,0.0095919-0.0044825i,-0.0015038-0.0025321i,-0.0045636-0.0085517i,-0.0013548-0.0086639i,-0.00041555-0.0047437i,-0.00086535-0.0026684i,-0.002764+0.00031417i,-0.0049958+0.0032706i,-0.0052865+0.0056717i,-0.0019437+0.0049927i,0.0030785+0.0019562i,0.0044618+0.00062263i,0.0027643+0.0014339i,0.0013896+0.0028965i,0.0011458+0.0032899i,0.00081354+0.0018018i,0.00066641+0.0012996i,0.00037311+0.0032279i,-0.00021047+0.0051922i,-0.0012245+0.00547i,-0.0020134+0.0051657i
0.0061992+0.0013964i,0.010713+0.010684i,0.0067713+0.019167i,-0.001636+0.019595i,-0.0049181+0.013238i,-0.0011514+0.0037546i,0.0021372-0.0036016i,0.0025073-0.0047481i,0.0014872-0.0033907i,-9.0548e-05-0.00067597i,-0.0005834+0.0020238i,-0.0010271+0.0011206i,-0.0029907-0.00014417i,-0.003229-0.00026732i,0.00011787+0.00096556i,0.0028152+0.0013112i,0.0025496+0.00060198i,0.0010985+0.00054218i,-0.00079395-0.00042362i,-0.0023407-0.0018334i,-0.0025833-0.0026857i,-0.0017272-0.0030095i,1.2494e-05-0.0027028i
-0.0025317+0.0056598i,-0.0090457+0.0034602i,-0.0092993-0.0083049i,0.00057003-0.012965i,0.0068343-0.0034381i,0.004119+0.0019332i,0.0008079-0.00012767i,-0.00064488-0.0014276i,-0.00071922-0.001968i,0.00026857-0.00352i,0.001812-0.005527i,0.0033013-0.0046231i,0.0024075-0.0022874i,0.0003741-0.0026954i,-0.0014514-0.0041224i,-0.0033596-0.0049208i,-0.0045077-0.0050736i,-0.0034181-0.0044783i,-0.0010877-0.0036665i,0.00085157-0.0033594i,0.0020749-0.00354i,0.0023066-0.0036571i,0.0018419-0.0027854i
-0.0051682-0.0056941i,-0.0054976-0.0075704i,-0.0030069-0.005076i,-0.0023118-0.0019777i,-0.0026743-0.0015384i,-0.0014839-0.0019149i,-0.00043674-0.00154i,-0.0001878+5.1304e-05i,-0.00035636+0.00099124i,-0.00071905+0.0022628i,-0.0015593+0.0052173i,-0.00095738+0.0060456i,0.0028934+0.0022022i,0.0048514-0.00047071i,0.0024679+0.0007428i,0.00072304+0.0019718i,0.00033231+0.0018195i,-0.00019637+0.0014237i,-0.00061566+0.00139i,2.8619e-05+0.0016586i,0.0013246+0.0029547i,0.0019248+0.0030425i,0.0015535+0.0018647i
0.003772-0.003134i,0.0089302-0.0022326i,0.0090945+0.0035963i,0.002451+0.0087901i,-0.0033998+0.006975i,-0.0031306+0.0019565i,4.7044e-05-0.00061045i,0.0018797-0.0015219i,0.0027508-0.003386i,0.0016343-0.00459i,-0.0015395-0.0034446i,-0.0043474-0.001432i,-0.006586+0.0013263i,-0.005469+0.0044401i,-0.0012654+0.0053343i,0.002446+0.003903i,0.0032788+0.0025257i,0.0022764+0.0020625i,3.5452e-05+0.002396i,-0.0024188+0.002331i,-0.002508+0.00035522i,-0.0015925-0.0018968i,-0.0018954-0.0028352i
0.0056976-0.002618i,0.0016523-0.0036818i,-0.0034148-0.0074891i,-0.0019192-0.0094677i,0.002279-0.0046283i,0.0018143+0.0019444i,0.0005144+0.0043665i,0.00087053+0.0024083i,0.0015669-0.00048572i,0.00030543-0.0041476i,-0.0024042-0.0070214i,-0.0038269-0.0064447i,-0.0033488-0.0034961i,-0.0032371-0.0021571i,-0.0031537-0.0032114i,-0.0033945-0.003006i,-0.0031252-0.0021016i,-0.0012643-0.0021742i,0.00089312-0.0031996i,0.0011371-0.0048306i,0.00028415-0.0052393i,-0.00074691-0.0038398i,-0.0014373-0.0028856i
-0.0012092+0.0042102i,-0.0013177+0.0016009i,-0.00042981-0.0019857i,0.00047799-0.0024633i,0.00069617-0.00072774i,0.00042493+0.00063525i,-0.0002237+0.0025142i,-0.0016838+0.0040097i,-0.001766+0.0056662i,0.0011361+0.0066568i,0.005251+0.0056515i,0.0070837+0.0030222i,0.0063761-0.0009427i,0.0045129-0.00381i,0.0024509-0.0036235i,0.0019579-0.0015546i,0.0022375-0.00033598i,0.001728-0.00072031i,0.0019042-0.00056437i,0.0021405-0.00023275i,0.0022176+0.00043388i,0.0018805+0.0021249i,0.0017669+0.0028745i
0.001383-0.00189i,0.0036537-0.0028332i,0.0052886+0.0011407i,0.0027424+0.0049816i,-0.0011851+0.0040858i,-0.0021532+0.00062441i,-0.002191-0.0012606i,-0.003535-0.00050422i,-0.004777+0.00085191i,-0.0041406+0.0024018i,-0.0028971+0.0025063i,-0.0024277+0.0024851i,-0.0024821+0.0049613i,-0.00081297+0.0068238i,0.0020768+0.0052536i,0.003684+0.0021042i,0.0035515+0.0013301i,0.0020274+0.0026249i,0.00079744+0.0038941i,0.00019339+0.0047059i,2.8435e-05+0.0045703i,-0.00052478+0.003543i,-0.00098288+0.0016784i
-0.00010803+0.0005634i,0.0012241+0.0027937i,0.00020259+0.0035166i,0.00018973-0.00072825i,0.0033117-0.0024944i,0.0045607-0.00071926i,0.0019831-0.0018846i,-0.0010294-0.002738i,-0.0023117-0.0018603i,-0.0032713-0.0018519i,-0.0060736-0.0010554i,-0.0072826+0.00076502i,-0.005114+0.0017135i,-0.0031213+0.001473i,-0.0025693+0.00027082i,-0.0022234-0.00039921i,-0.0026974-0.00084665i,-0.0026736-0.00053153i,-0.0022907-0.00081448i,-0.0021223-0.0029382i,-0.0013625-0.0045217i,-0.00019301-0.0041244i,0.00059968-0.0027934i
-0.002207+0.00056625i,-0.0051758+0.0014654i,-0.0057798+0.0018574i,-0.0037803+0.0013236i,-0.0012097+0.00086355i,-0.00032838+0.00029465i,0.00024847-0.00087493i,0.0008675-0.0015183i,0.0014943-0.00067759i,0.0037147+0.00013408i,0.0063908-0.00028067i,0.0078171-0.0018196i,0.0059181-0.0048794i,0.0014799-0.0068682i,-0.0015575-0.0052314i,-0.002318-0.0028879i,-0.0025062-0.0020196i,-0.0019675-0.002151i,-0.0012203-0.0020783i,-0.00010047-0.0020756i,0.001042-0.0023157i,0.0019816-0.001709i,0.0021576-0.00087059i
0.0012094-0.0033627i,0.0014886-0.005324i,0.0018396-0.0045288i,0.0025136-6.1164e-05i,0.0020712+0.0021702i,0.0021717-6.6174e-05i,0.00074291-0.0011374i,-0.0015757-0.0006185i,-0.0025626-0.00016312i,-0.0026814+0.0004125i,-0.0029726+0.00053261i,-0.0029869+0.00055061i,-0.0012633+0.0017477i,0.0014792+0.0029671i,0.003049+0.0028678i,0.0028127+0.0026228i,0.0023749+0.0031499i,0.0024061+0.0031559i,0.002481+0.0035364i,0.0022768+0.0047835i,0.0017464+0.0043163i,0.00074035+0.0024784i,6.9335e-05+0.0015999i
-0.0026477+0.0041086i,-0.0020733+0.0050469i,-0.000394+0.0042758i,-0.00053141+0.0022574i,-0.0015242+0.0010845i,-0.0019766+0.0019418i,-0.0010403+0.0012406i,-0.00036578-0.0006777i,-0.0015633-0.0024399i,-0.0032579-0.0025564i,-0.0046386+0.00023314i,-0.0047547+0.0026991i,-0.0031799+0.0038761i,-0.0012803+0.0033977i,-0.00022658+0.0014581i,-0.00019205-7.7865e-05i,-0.00085796-0.00080956i,-0.0010826-0.00075751i,-0.0019055-0.001179i,-0.0027902-0.0019453i,-0.0017113-0.0020871i,-0.00074912-0.001804i,-0.001445-0.0014066i
-0.0012102-0.0034614i,-0.0021478-0.0044514i,-0.0041451-0.0024479i,-0.0033877+0.0014005i,-0.00052165+0.0021218i,0.0026117+0.00053276i,0.0038329-0.00039674i,0.0032993-0.00010783i,0.0037863-0.001265i,0.0046964-0.0033649i,0.0052241-0.0058555i,0.0041311-0.0081351i,0.00077201-0.0087013i,-0.0027252-0.0063636i,-0.0039997-0.0035875i,-0.0032735-0.002695i,-0.002636-0.0026036i,-0.0024028-0.0020784i,-0.0027978-0.0017041i,-0.0027033-0.0027253i,-0.0016271-0.0035117i,-0.00030277-0.0025734i,0.00067714-0.001031i
-0.0036593-0.0016031i,-0.0036689-0.00054709i,-0.003059-3.5177e-05i,-0.0018595+0.00059833i,-0.00092779+0.0024304i,-0.00027566+0.0028448i,-0.0005253+0.0019772i,-0.00033082+0.0028739i,0.00075155+0.0047753i,0.00046614+0.0045523i,-0.0010543+0.0036831i,-0.0018616+0.0044784i,-0.00059574+0.005562i,0.0020162+0.0045296i,0.0036733+0.0024649i,0.0043142+0.0012525i,0.0046886+0.00097407i,0.0039346+0.00047191i,0.002854+0.00025088i,0.0032398+0.0011887i,0.0032381+0.0028623i,0.0013035+0.0029587i,0.00033372+0.0015837i
0.0028762-0.0015177i,0.0028947-0.0021623i,0.001958-0.0013201i,0.0015415+0.001027i,0.00093412+0.0019341i,-0.0017313+0.00084333i,-0.0033205+0.00065299i,-0.00302+0.0016724i,-0.0030706+0.0026181i,-0.0031286+0.0029649i,-0.0020534+0.0044582i,0.00062274+0.00578i,0.0036999+0.0051657i,0.0039196+0.0032424i,0.002686+0.00032752i,0.0011002-0.00084235i,0.00027215+0.00016756i,-0.00011971+0.00070039i,-0.0016013-9.61e-06i,-0.00088394+0.00068164i,0.00032678+0.0025424i,-0.00011636+0.0020843i,-0.00057735+0.00069574i
0.0020533+0.0022394i,0.0027197+0.0037607i,0.00042859+0.0029815i,-0.0013974+0.0033135i,-0.00040459+0.0044497i,0.0017039+0.0040312i,0.0013816+0.0025682i,-0.0013594+0.00031646i,-0.0025724-0.0021082i,-0.0021671-0.004022i,-0.0024927-0.0052866i,-0.0027094-0.0061162i,-0.0025723-0.0059517i,-0.0025449-0.0037039i,-0.0026776-0.0013278i,-0.002775-0.00062321i,-0.0032076-0.00030139i,-0.0035953+0.00031013i,-0.0032656+0.0001783i,-0.0035592-0.00041398i,-0.0025736-0.0011768i,-0.0012889-0.0018054i,-0.00080089-0.0013296i
-0.0040016-0.00048424i,-0.0046572-0.000944i,-0.0031591-0.002227i,-0.0021117-0.0026118i,-0.001429-0.0022746i,-8.3312e-07-0.0023569i,0.00071869-0.002195i,-0.00015217-0.0017677i,-0.00042814-0.0010418i,0.00028828+0.00025874i,0.0010723+0.001738i,-0.00021745+0.0028182i,-0.00074644+0.0027397i,0.0010085+0.001733i,0.0025359+0.0014611i,0.0037985+0.0010537i,0.0042141+0.00058316i,0.0037833+4.5302e-05i,0.0037147-0.00071564i,0.0028011-0.00045924i,0.0020018+0.00096024i,0.00177+0.0013553i,0.0014018+0.00073271i
-0.0010896+0.00014492i,-0.00065717-0.0020666i,0.0005779-0.0021208i,0.0019287-0.00069403i,0.0026217+0.00089849i,0.0017997-0.00017905i,0.00060265-0.0021601i,0.00027317-0.00099634i,0.00074822+0.001058i,0.0015676+0.0021326i,0.0031289+0.0022351i,0.004851+0.0019946i,0.0046102+0.00046776i,0.0027898-0.0020649i,0.00077952-0.003008i,0.0005954-0.0019802i,0.0012773-0.00094888i,0.0012047-0.00013404i,0.0010468+0.00026853i,0.0012074-1.5748e-05i,0.0012706-0.00022781i,0.0012879+5.7472e-05i,0.0010176+2.7484e-05i
-0.0019042+0.001419i,-0.002022+0.003017i,-0.00073012+0.0061924i,0.00078352+0.0059273i,0.0012826+0.0025492i,0.0010027+0.00038902i,-0.00038002-0.00078924i,-0.0019575-0.0017621i,-0.0034201-0.0019548i,-0.0041494-0.0024121i,-0.0037974-0.0039263i,-0.0044731-0.0048905i,-0.0054874-0.003977i,-0.0047545-0.0020041i,-0.0032179-0.00052239i,-0.0027802+0.00033523i,-0.0021822+0.00056075i,-0.0012568+0.0019797i,-0.0013489+0.0028164i,-0.0017856+0.0014082i,-0.002217-0.0005518i,-0.0022346-0.0018542i,-0.0012048-0.0016021i
0.0052903+0.0007746i,0.0056764+0.00040949i,0.0043349-0.0022128i,0.0024935-0.0024116i,0.0023504-0.00011316i,0.0023724+0.00050114i,0.0014361-0.00050499i,0.0002424-0.0014208i,0.00065021-0.0015689i,0.001924-0.00091478i,0.0017396+0.0011672i,0.00066753+0.0033946i,-0.00059143+0.0038536i,-0.00055863+0.0044585i,0.0014234+0.004087i,0.003045+0.0023929i,0.0022661+0.0008307i,0.00094381-0.00096623i,0.00027035-0.0018345i,0.00045713-0.0017615i,0.0010593-0.00069523i,0.0015763+0.00046767i,0.00098475+0.00060962i
-0.0035716+0.0015166i,-0.0040097+0.00063482i,-0.0030743+0.00037818i,-0.0021165+0.00046846i,-0.00081553-0.00073248i,-0.00037319-0.00047073i,-0.00025832+0.00029116i,0.0008808+0.00035373i,0.0027969+0.0011594i,0.0034261+0.0013072i,0.0030782+0.00015205i,0.0032483-0.0011417i,0.0028163-0.0026567i,9.216e-05-0.0022125i,-0.0017281-0.00074058i,-0.00075178-0.00096272i,0.00037135-0.0012471i,0.00052317-0.001407i,-0.00016185-0.00086197i,0.000478-0.0001562i,0.0016695+0.0001803i,0.0012762-0.00029493i,0.00021674-0.0013154i
0.0014988-0.002118i,0.0014711-0.0022522i,0.00061554-0.003032i,-0.00014798-0.0016319i,-0.00052202+0.00093898i,-0.0010501+0.001463i,-0.0017319+0.00016797i,-0.0017429+0.00010345i,-0.0021246+0.0016835i,-0.0041016+0.0026437i,-0.0049527+0.0017368i,-0.0035972+0.00043603i,-0.0015891+0.00041093i,-0.00042421-0.00043366i,-0.0012386-0.0011902i,-0.002777-0.00064957i,-0.0031792+0.00042143i,-0.0019229+0.0015776i,-0.00060435+0.0029178i,-0.0010288+0.0032356i,-0.0019043+0.00095984i,-0.0014064-0.00021509i,-0.00045012+0.00030429i
-0.001982-0.0045702i,-0.0018167-0.0073517i,-0.0021395-0.0054007i,-0.0019376-0.0015725i,-6.4774e-05+0.0018966i,0.0010712+0.0023206i,-0.00064116+0.00081137i,-0.0026562-0.00042511i,-0.0040301-0.0013355i,-0.0039392-0.0013026i,-0.0013282-0.0005821i,0.001396+0.00071819i,0.0026177+0.0013831i,0.0040771+0.00044948i,0.0049457+0.00074835i,0.0047028+0.0010432i,0.0036227+0.00010397i,0.0021023-0.00063754i,0.00059078-0.00019563i,-0.00049667+0.00027347i,-0.00051934+0.00085699i,0.00043801+0.0017291i,0.00034865+0.0011175i
0.0053811+0.00074226i,0.0038381+0.0012348i,0.00078564+9.4631e-05i,0.00049782+0.00027552i,0.0021204+0.001697i,0.0022775+0.00075832i,0.00088908-0.001131i,0.00023837-0.0024184i,0.00036929-0.003568i,0.00061551-0.0035129i,9.7396e-05-0.0027909i,-0.0016291-0.0021526i,-0.0015285-0.0013831i,-0.0015606-0.00047796i,-0.0024644+0.00054888i,-0.0019647+0.00077618i,-0.0011797-0.00066428i,-0.00099487-0.0018559i,-0.0010567-0.0022377i,0.00034134-0.0018879i,0.0021621-0.0011571i,0.0016793-0.00039407i,0.00086237-0.00059448i
-0.0010515+0.0023496i,8.2552e-05+0.0033454i,0.0017282+0.0037047i,0.0018173+0.0020204i,0.00093113+0.00039328i,0.00040506-0.00027683i,0.00038338-0.00067597i,0.00064664+0.00018476i,0.0013276+0.002339i,0.0023974+0.0033841i,0.00096813+0.0023763i,-0.0024424+0.00065721i,-0.0035551-0.00077384i,-0.0024399-0.0027862i,-0.0022691-0.0034631i,-0.0030851-0.00089044i,-0.0023753+0.0010824i,-0.0002603+0.00093151i,0.0013494+8.3596e-05i,0.001277-0.00045928i,-0.00033816-0.00044766i,-0.0016811-0.00059255i,-0.0012102-0.00032432i
-0.0037115-0.00097039i,-0.0057661-0.0026331i,-0.0041156-0.0027854i,-0.0024526-0.0019829i,-0.0019561-0.0014076i,-0.0021025-0.0011228i,-0.0017827-0.00023001i,-0.0013419+0.00097191i,-0.0020199+0.00066906i,-0.0011361+0.00051597i,0.00060163+0.00086045i,0.0027099-5.3686e-05i,0.0045228-0.0002029i,0.0053633+2.127e-05i,0.0058675-0.0010243i,0.0048116-0.0021346i,0.0032427-0.0018721i,0.0027671-0.0010047i,0.0025527-0.0003583i,0.00052047+0.00063273i,-0.00092505+0.0008328i,-0.00049885+0.00049925i,0.00023105+0.0004686i
0.0031008-0.003809i,0.0050946-0.0047203i,0.004245-0.0032356i,0.0022418-0.0002116i,0.0014069+0.001934i,0.00059566+0.0024833i,-0.00024384+0.0010265i,-0.0012684-4.7002e-05i,-0.0020485-0.0014301i,-0.002224-0.0031122i,-0.0018417-0.0026849i,-0.0022527+0.00031084i,-0.0026683+0.0036087i,-0.0022559+0.0043118i,-0.0013635+0.0036348i,-0.00032953+0.0026336i,0.00014161+0.0012046i,1.1534e-05-0.00055128i,-0.00085385-0.00144i,-0.0016964-0.00095024i,-0.00085267-0.0010473i,-0.00018433-0.002042i,-0.00043459-0.001429i
0.0050298-0.0002895i,0.0051437-0.00068558i,0.0023127-0.0022793i,-0.0011848-0.0016836i,-0.0010376-2.2747e-05i,0.0014255-7.8167e-05i,0.0019707-0.0013771i,0.00187-0.0021198i,0.001504-0.0017644i,0.00032368-0.0010145i,-0.00090973-0.00032952i,-0.0025423+0.00015688i,-0.0045168+0.00038842i,-0.0061171+0.00037361i,-0.0064452+0.00062115i,-0.0055329+0.0011805i,-0.0037672+0.0012623i,-0.0016451+0.00052039i,-0.00059854-0.00017104i,1.2919e-05-0.00025837i,0.00061368-0.00055367i,0.00048412+0.00015009i,0.00019257+0.0011236i
-0.0018356-0.0020941i,-0.0028904-0.001821i,-0.0033161-0.00085618i,-0.0022235+0.00072174i,-0.0020445+0.0016448i,-0.0012047+0.0012901i,0.0001727+0.000183i,0.000197-6.8393e-05i,-0.00019925+0.001657i,-0.0005+0.0025768i,0.00021766+0.00077244i,0.0019451-0.0027583i,0.003262-0.0049401i,0.0038466-0.0051845i,0.0037974-0.0044428i,0.0025433-0.0025672i,0.0013821-0.0010129i,0.00090108-0.0006806i,0.00079403+7.3884e-06i,0.00046467+0.0013707i,1.1789e-05+0.0020973i,0.00030297+0.0011537i,0.00042708+0.00011456i
0.00082755-0.00056934i,0.0020716-0.00070524i,0.0028551-0.00085925i,0.0018745-0.0010765i,0.00059577+0.001097i,-0.0002392+0.0024291i,-0.00084787+0.0011783i,-0.0018505+0.00088356i,-0.00319+0.0010469i,-0.0033218+0.0006577i,-0.0019103+0.0016238i,0.00052851+0.0030939i,0.0024136+0.0042596i,0.0035554+0.0047477i,0.0045861+0.0032364i,0.0046931+0.0011555i,0.0023797+0.00052438i,-0.00024881-5.8072e-05i,-0.0010841+0.00021893i,-0.0014649+0.0010501i,-0.0012082+0.00096862i,-0.0011512-0.00059694i,-0.0011791-0.0016113i
-0.00084669-0.0057164i,-0.0034427-0.0063244i,-0.0053017-0.0028387i,-0.0046923-0.00010686i,-0.0032915+0.00095936i,-0.0016971+0.0010312i,-0.001926+0.00035479i,-0.0023766-0.00041742i,-0.001488-0.0025224i,-0.0011793-0.004038i,-0.001688-0.0017053i,-0.0013465+0.00041559i,-0.0014097+0.0002172i,-0.0028799+0.00049995i,-0.0039178+0.0021091i,-0.0039048+0.0028709i,-0.0027311+0.0025768i,-0.00076518+0.0011739i,0.0007307-0.00042416i,0.0014747-0.00018919i,0.00096041-2.5167e-05i,1.9468e-05-0.00017425i,4.8813e-05+0.00078621i
-0.00033495+0.00028357i,-0.0013057+0.00062985i,-0.0017724+0.0018591i,-0.0011052+0.003002i,0.0011873+0.0033489i,0.0030659+0.0027732i,0.001819+0.00095289i,0.00073-0.0002277i,0.0012004-0.00059002i,0.0020992-0.0012127i,0.001262-0.0024015i,-0.0010168-0.0030313i,-0.0017826-0.0037769i,-0.0012781-0.0048545i,-0.00031045-0.0048328i,0.0005927-0.0032598i,0.00088798-0.0026617i,0.0014454-0.0018645i,0.0019009-0.0011696i,0.001738-0.0011845i,0.0016584-0.00039892i,0.0016523-0.00016707i,0.0019923-0.00060052i
-0.0006287+0.0020533i,-9.7325e-05+0.0013347i,0.00010666+0.0047128i,0.0017904+0.0062246i,0.0035256+0.0048691i,0.0027959+0.0010795i,0.00052109-0.0020596i,-2.538e-05-0.00076936i,0.00076104+0.0024552i,0.0011574+0.0035518i,0.0019231+0.0020558i,0.0030201+0.0011373i,0.0048234+0.0019538i,0.0066433+0.00075516i,0.0072551-0.0018012i,0.0053881-0.0023139i,0.0026995-0.00091455i,0.00035511+0.00055909i,-0.00018791+0.0018855i,-0.0004786+0.001943i,-0.0014247+0.00035979i,-0.0015399-0.0014106i,-0.00082835-0.0016942i
