-0.0066584+0.0013609i,-0.0046415+0.0022791i,-0.0048707+0.0036896i,-0.0035067+0.0048071i,-0.00097538+0.0035232i,0.00079091+0.0026011i,8.5395e-05+0.0022824i,-0.00098009+0.0018674i,-0.00052976+0.0020546i,0.00061213+0.0018163i,0.0017307+0.00051057i,0.0012899-0.00042912i,0.00047322-0.00071664i,-0.00093139-0.00109i,-0.0021294-0.00086258i,-0.0016028-0.00048306i,-0.0002579-0.00078448i,0.0011074-0.00076746i,0.0011356-0.00013422i,0.0010166+0.00014163i,0.00059197-1.955e-06i,-0.0002798-0.00027274i,0.00018475-0.00055976i
0.00028031-0.0012687i,-0.00093786-0.0025777i,-0.0001226-0.0052118i,0.0040026-0.0077769i,0.0096452-0.0068521i,0.0099848-0.0053466i,0.0036862-0.005701i,-0.0019031-0.0036026i,-0.0012467+0.0015259i,0.001447+0.0050565i,0.0011432+0.0062112i,0.0014775+0.0069208i,0.0038387+0.0053178i,0.0046947+0.0017141i,0.0040908-0.0015746i,0.002591-0.0025791i,0.0015606-0.001989i,0.00050536-0.00069298i,-0.00075089+1.9859e-05i,-0.0011934+0.00045853i,-0.0010378+0.00055411i,1.8118e-05+0.00043695i,0.00059835+0.0001326i
0.0012838-0.0020911i,0.0012437-0.00097047i,0.0020491+0.00031597i,0.0039281+0.0034244i,0.0052545+0.0086486i,0.0056554+0.011273i,0.0056036+0.0064943i,0.0047897+0.0014247i,0.0040695+0.0049273i,0.0046022+0.010924i,0.0051406+0.010319i,0.0036486+0.0067889i,0.0014005+0.0041858i,-0.00050882+0.001876i,-0.0016094+0.0017087i,-0.0013689+0.0025793i,-0.00073277+0.0020997i,-0.00014419+0.0012972i,-0.0003703+0.00035385i,-0.00073048+3.2981e-05i,0.00046591+0.00049461i,0.0016169+0.00055272i,0.0018973+0.000237i
0.00047587+0.0028833i,0.00084547+0.0036583i,0.00074666+0.0043107i,-0.0020861+0.0080841i,-0.0093734+0.01252i,-0.013332+0.012282i,-0.0067235+0.0096948i,0.0013318+0.0069731i,0.0039236+0.0057116i,0.0054206+0.0070676i,0.0069231+0.0056177i,0.0040863-0.00025232i,-0.0021418-0.0028415i,-0.0065226-0.0012572i,-0.00709+0.0010089i,-0.0039502+0.0030802i,-0.00028457+0.0032222i,0.0011893+0.0025304i,0.0012059+0.0023403i,0.0011405+0.0023267i,0.0013076+0.0021294i,0.0017389+0.00078417i,0.0018174+8.8414e-05i
-1.6398e-05+0.00021777i,-0.0015721-0.00011112i,-0.0041227-0.0018233i,-0.0097275-0.0044679i,-0.016554-0.0083059i,-0.016894-0.010344i,-0.010848-0.0038879i,-0.005272+0.0028533i,-0.0024058+0.0010895i,-0.00015703-0.0016227i,0.0022214-0.0026435i,0.0020953-0.0047064i,-0.00089196-0.0051263i,-0.0031293-0.0031151i,-0.0032554-0.00096872i,-0.0033359+0.00028064i,-0.0032472+0.00062468i,-0.003017+0.00073143i,-0.0025033+0.00020143i,-0.0011047-0.00098142i,-0.00090931-0.0016536i,-0.0010312-0.001204i,-0.00089291-0.00014951i
0.0015516-0.0028877i,0.0035766-0.0051137i,0.0046263-0.008323i,0.0052205-0.013843i,0.0077795-0.021584i,0.0078409-0.022502i,0.00089666-0.013766i,-0.0055786-0.0070584i,-0.0050578-0.0082249i,-0.0031952-0.012031i,-0.0026777-0.010344i,-0.0012771-0.0049634i,0.00042795-0.0015607i,0.0027159-0.00039824i,0.0040491-0.0015853i,0.0023769-0.0039708i,0.00095139-0.0049552i,0.00065469-0.0046684i,0.00068105-0.0036833i,0.001203-0.002479i,0.00091443-0.0016852i,0.00031435-0.00044371i,-0.00093029-0.00048532i
0.0023817+0.00011129i,0.0011378+0.0016004i,0.00055573+0.0011832i,0.0052977-0.00040599i,0.013653+0.0012701i,0.016008+0.0046909i,0.0079692+0.00036412i,-0.00065428-0.0073181i,-0.0027728-0.011165i,-0.0034455-0.012353i,-0.0057278-0.0093219i,-0.00485-0.0019452i,0.00082017+0.00307i,0.005549+0.002798i,0.0067033+0.00065415i,0.005986-0.00075688i,0.0049392-0.0006461i,0.0043241+0.00037756i,0.0029308+3.0275e-05i,0.0012187-0.00070051i,0.0010993-0.00036037i,0.0010269+0.00045809i,-4.6578e-06+0.00044302i
-0.0027683+0.0012086i,-0.0027377+0.0018262i,7.2943e-05+0.0016052i,0.0045271+0.0048801i,0.0061682+0.015013i,0.0025678+0.018429i,0.0020945+0.0090303i,0.0050747-0.00058371i,0.0039577-0.0012054i,-9.1639e-05-0.00039634i,-0.0034991-0.0017469i,-0.0035615-0.00044584i,-0.00067756+0.00080081i,0.0012339-0.000494i,0.0014386-0.0001774i,0.0015803+0.0017337i,0.0021526+0.0016621i,0.0029686+0.00048125i,0.0026025+0.00059451i,0.0013363+0.0014389i,0.0006512+0.0026192i,0.0010236+0.0024701i,0.0017253+0.0010385i
-0.0043507-0.0020208i,-0.0040684-0.0022211i,-0.0046023+0.0023267i,-0.0079645+0.010703i,-0.016714+0.014003i,-0.019941+0.010456i,-0.0097173+0.0078159i,0.0016241+0.0086115i,0.0030163+0.011794i,0.0013763+0.013897i,0.002273+0.010935i,0.0028939+0.0042501i,0.0016711-0.0014795i,-0.00067736-0.0042569i,-0.0034952-0.0033495i,-0.0036766+0.00065783i,-0.0025833+0.0034809i,-0.002154+0.0039193i,-0.0016738+0.0038064i,-0.0015656+0.0029061i,-0.0015436+0.0018489i,-0.0012998+0.0020723i,0.00012562+0.0025803i
0.0016966-0.0036112i,0.0020967-0.0029146i,-0.0023783-0.0036978i,-0.0108-0.0090569i,-0.015997-0.016996i,-0.013721-0.017635i,-0.0083506-0.0061774i,-0.0057644+0.0074164i,-0.0038393+0.014179i,-0.00043857+0.016195i,0.0035489+0.014219i,0.005002+0.006776i,0.0024559-0.00023007i,-0.0012396-0.0028993i,-0.004287-0.0024415i,-0.0055277-0.0015896i,-0.0056472-0.00098389i,-0.0055036-0.00039398i,-0.0040286-0.00083556i,-0.0024564-0.0011736i,-0.0017067-0.00061157i,-0.00099481-4.5657e-05i,-0.00084849+0.00042266i
0.0036668+0.0015938i,0.0024458+0.0037181i,0.0016657+0.0015105i,0.0036897-0.0074966i,0.0079646-0.015334i,0.0086871-0.014871i,0.00010018-0.0068205i,-0.0085457+0.00028109i,-0.006921+0.0022269i,-0.00082631+0.0036243i,0.0032466+0.0055335i,0.0045069+0.0054146i,0.0016357+0.0035912i,-0.00108+0.0021744i,-0.00042356+0.00024507i,0.0001486-0.0028396i,-0.00011596-0.0050027i,-0.00011603-0.0044059i,0.00030947-0.0026482i,0.00036518-0.002649i,3.2913e-05-0.0032113i,-0.00064813-0.0021838i,-0.00069167-0.0013071i
-0.00044752-0.00027488i,-0.0040909-0.002557i,-0.007191-0.0061105i,-0.0026121-0.0071118i,0.0070298-0.0041316i,0.0099464+0.00070152i,0.0030004-0.0028093i,-0.0035224-0.010876i,-0.0030166-0.014049i,0.00046678-0.013272i,0.0011892-0.0098231i,8.9594e-05-0.0049114i,-0.00056618-0.00054698i,0.00012199+0.0028203i,0.0022941+0.0035278i,0.0040981+0.0015288i,0.0044701+0.00011451i,0.0043453-0.00045151i,0.0039221-0.0017895i,0.0034237-0.0025406i,0.0031252-0.0025432i,0.0021858-0.0021537i,0.0014786-0.0022336i
2.5879e-05-0.001228i,0.001075-0.0048466i,0.0070963-0.0077624i,0.012127-0.0018882i,0.011818+0.010044i,0.0059663+0.012234i,0.0046013+0.0021546i,0.0079786-0.0074048i,0.0074679-0.012495i,0.0049871-0.015302i,0.0021521-0.014122i,-0.00025609-0.0089343i,0.0010489-0.0048918i,0.0023046-0.0024451i,0.0016508-0.00036865i,0.0022173+0.00058809i,0.004374+0.00076329i,0.0058484+0.00049674i,0.0048931+0.00052197i,0.0025679+0.00074229i,0.0016893+0.00012179i,0.0020459-0.00073897i,0.0024112-0.00083433i
0.0024792-0.00020001i,0.0060203+0.0026376i,0.00802+0.0082687i,0.0008643+0.012366i,-0.01199+0.012618i,-0.012016+0.0086327i,-0.0006836+0.0065139i,0.0068231+0.005683i,0.0063866+0.00076846i,0.0021701-0.0039419i,-0.00077399-0.0056502i,0.00037485-0.0042975i,0.0027832-0.003379i,0.0037103-0.0041356i,0.0028662-0.0029165i,0.00053201+0.0012605i,-0.00058813+0.0046525i,-0.0010156+0.0040299i,-0.0015826+0.002947i,-0.0016356+0.0030323i,-0.0015239+0.0025717i,-0.0013804+0.001687i,-0.0011723+0.001361i
0.0026804+0.0016698i,0.00066367+0.0034652i,-0.0036372+0.0045258i,-0.0077951+0.0015874i,-0.0092426-0.0063025i,-0.0081928-0.0043223i,-0.0065048+0.0066075i,-0.0040368+0.01299i,-0.0013674+0.013275i,-0.0015351+0.0098404i,-0.0025019+0.0055593i,-0.0019179+0.0030086i,-0.00012577+0.0015225i,0.0016988-0.00050147i,0.00097365-0.0023074i,-0.001918-0.0027591i,-0.0036559-0.0021161i,-0.0044469-0.0008502i,-0.0045428+0.00028368i,-0.0037889+0.00096842i,-0.0028161+0.0014896i,-0.0021499+0.0024169i,-0.0016659+0.0025942i
-0.0015439-0.00063598i,-0.0053783-5.4898e-05i,-0.011398-0.0027816i,-0.016119-0.0062943i,-0.01384-0.0078264i,-0.01091-0.0045487i,-0.014996+0.0012624i,-0.016376+0.0062618i,-0.010462+0.010697i,-0.0046553+0.013362i,-0.0015672+0.012629i,-0.0019265+0.0088888i,-0.0037857+0.0049562i,-0.0034361+0.0020182i,-0.0016058-0.00017298i,0.00027983-0.001988i,0.0012396-0.0022476i,0.00036233-0.00052083i,-0.00086276+8.9923e-05i,-0.0021219-0.00044514i,-0.002957-6.55e-05i,-0.0030932+0.0010513i,-0.0023961+0.00041753i
7.5983e-05-0.0024948i,-0.0010006-0.0078872i,0.00022458-0.018544i,0.0033672-0.027842i,0.0038382-0.02515i,-0.0029795-0.018059i,-0.010269-0.01708i,-0.010017-0.014163i,-0.0060417-0.0038942i,-0.0012628+0.0066254i,0.0024384+0.0097632i,0.0024962+0.0062783i,0.00016966+0.0031755i,-0.0023521+0.0029869i,-0.0030069+0.0025045i,-0.0030093+0.0019801i,-0.0031651+0.0011124i,-0.0022703+2.0426e-05i,-0.00087779-0.00074772i,0.00036781-0.0010692i,0.00061392-0.0014177i,0.00042348-0.0022639i,0.00085528-0.0028618i
0.00025732-0.00095114i,0.0066074+0.001448i,0.016357+0.0064885i,0.025058+0.01231i,0.024074+0.0088613i,0.017706-0.0038588i,0.015337-0.01385i,0.012285-0.014777i,0.0063886-0.011117i,0.0034077-0.0067103i,0.0044802-0.0027034i,0.0065659-0.001018i,0.0060167-0.0020743i,0.0029492-0.0029704i,0.00044868-0.0023525i,0.00071284-0.00067177i,0.0018539+0.00028751i,0.0027322-0.00057306i,0.0038012-0.0013466i,0.003732-0.0013948i,0.003237-0.0012452i,0.0032111-0.00174i,0.0030366-0.0018948i
0.00081667+0.0027662i,0.00045928+0.0071436i,-0.0019783+0.010412i,-0.0051787+0.012447i,-0.00044906+0.011462i,0.011689+0.0089298i,0.018466+0.0083389i,0.015277+0.0046406i,0.0089284-0.0048796i,0.0044932-0.013328i,0.0031339-0.013652i,0.0046667-0.0076404i,0.0070688-0.0033845i,0.0062792-0.0018204i,0.0034594+0.00052544i,0.0016403+0.0023653i,0.00034212+0.0018451i,-0.00044107+0.00034836i,0.0002288-0.0004103i,0.0027418-0.0011465i,0.0042913-0.0014036i,0.0039641-0.0008279i,0.0035962-0.00043704i
-0.00218+0.0010565i,-0.0061773+0.001454i,-0.0071246+0.0040381i,-0.006366+0.010995i,-0.0074637+0.021346i,-0.0042566+0.02962i,-0.0013981+0.030066i,-0.00017404+0.019223i,0.00059201+0.0030734i,-0.00055635-0.0087674i,-0.0017727-0.011256i,-0.0015595-0.0074892i,0.00061864-0.0035317i,0.0022715-0.0016337i,0.0022453-0.0022648i,0.0017839-0.0033898i,0.0016834-0.0033281i,0.0017413-0.0025675i,0.00095682-0.0016506i,0.00052646-0.0013361i,0.0014221-0.00057698i,0.00090417+0.0012139i,-0.0003254+0.0016807i
-0.00078962-0.0051311i,-0.0025958-0.0079401i,-0.014392-0.008616i,-0.030786-0.0084936i,-0.039554-0.00767i,-0.041171+0.0024165i,-0.037003+0.010394i,-0.024259+0.008466i,-0.011437+0.0050837i,-0.0054265+0.0030987i,-0.0037442+0.0016512i,-0.0035996-0.00038066i,-0.003082-0.0020116i,-0.0011177-0.0025849i,0.0011636-0.0022663i,0.0020713-0.00030239i,0.0018877+0.0016321i,0.00063827+0.0020022i,-0.0012794+0.0014529i,-0.0026566+0.0010814i,-0.0033871+0.0012022i,-0.0037293+0.00048144i,-0.0024812+0.00041314i
0.0015957-0.003269i,0.0022926-0.0042213i,0.0039356-0.017072i,0.0071546-0.03467i,0.0011935-0.039954i,-0.015064-0.038014i,-0.020767-0.031199i,-0.01394-0.014617i,-0.0066794+0.0026941i,-0.0031229+0.012648i,-0.0013012+0.014605i,-0.0016039+0.0097367i,-0.0033401+0.0040071i,-0.0032594+0.00060416i,-0.0030279-0.001753i,-0.0033122-0.0028442i,-0.0032773-0.0019286i,-0.0025396-0.00019258i,-0.0014081+0.00045529i,-0.0022628+0.00049561i,-0.0039828+0.00037949i,-0.0042307+0.00013046i,-0.0036546+6.8571e-05i
-0.0012771+0.0058258i,-0.00062676+0.0077877i,0.0092085+0.010277i,0.02415+0.0080376i,0.030543-0.0065537i,0.030656-0.02811i,0.022297-0.030615i,0.010104-0.014181i,0.0038903+0.0031266i,0.0023227+0.013854i,0.0019037+0.01532i,0.00065576+0.0099021i,-0.0010679+0.0032672i,-0.0018453-0.00080486i,-0.0013998-0.0012719i,-0.00058822+0.00040997i,-0.0010619+0.0025125i,-0.0017214+0.003435i,-0.0017756+0.0026395i,-0.0013392+0.00030804i,-7.3418e-05-0.0020235i,0.00054283-0.002681i,4.9443e-05-0.0025751i
-0.0035204-0.0008691i,-0.0017817-0.0033294i,0.0014984+0.0012334i,0.012503+0.011176i,0.032914+0.015937i,0.045766+0.016693i,0.039024+0.010628i,0.02009+0.0028257i,0.0073581+0.0014032i,0.0054666+0.0017276i,0.0058375+0.0015062i,0.0052933+0.0017451i,0.0043725+0.0011805i,0.0013107+0.00087272i,-0.0026139+0.0023361i,-0.0039761+0.0030804i,-0.0037227+0.0015404i,-0.0029757+0.00021987i,-0.0013599+0.00010567i,0.0014539+6.0033e-06i,0.0039069-0.00018145i,0.0042425-0.00038833i,0.0033929-0.0005443i
0.0038045-0.00086203i,0.0079135+0.0022997i,0.0052452+0.012894i,-0.0092677+0.031308i,-0.018047+0.051269i,-0.011647+0.058337i,-0.0028563+0.045016i,0.00041559+0.020592i,0.0023359-0.0010671i,0.0047205-0.012801i,0.0063095-0.0127i,0.0060762-0.0070857i,0.0042791-0.002889i,0.0018879-0.00032111i,0.00088641+0.0018839i,0.0021342+0.0017469i,0.0041738-0.001059i,0.0048891-0.0024341i,0.0037627-0.00094878i,0.003183+0.00083417i,0.003254+0.0016308i,0.0033798+0.0020063i,0.0031974+0.0020564i
0.00051625+0.0037028i,-0.0062735+0.0043283i,-0.021998-0.0027051i,-0.042495-0.018293i,-0.061068-0.018227i,-0.065993-0.0015459i,-0.048273+0.0075981i,-0.021505+0.0026015i,-0.0052515-0.0086924i,0.0002972-0.014936i,0.0017417-0.01256i,0.0033054-0.0066787i,0.0042019-0.0021213i,0.0039103+0.00018883i,0.0036304+0.0014529i,0.0028535+0.0017235i,0.0018002+0.00016451i,0.0020557-0.0017822i,0.0013597-0.0027891i,-0.00095214-0.0012543i,-0.0019325+0.0010845i,-0.0017442+0.0012972i,-0.0018844+0.0015906i
-0.002873+0.00076355i,-0.0041674-0.0053908i,0.0019078-0.018742i,0.012824-0.033304i,0.0056528-0.049251i,-0.01561-0.054656i,-0.02025-0.038191i,-0.010376-0.017101i,-0.0036502-0.007765i,-0.004053-0.0059865i,-0.0056762-0.0045785i,-0.0042253-0.002674i,-0.0017239-0.0025922i,0.00058274-0.0040766i,0.0026703-0.0054577i,0.0028673-0.0054394i,0.0020732-0.0039674i,0.0026967-0.0027904i,0.002383-0.0026024i,-0.00038324-0.0020252i,-0.0025636-0.0009912i,-0.0036226-0.0011996i,-0.0038136-0.0016161i
-0.0040858-0.0032172i,-0.0021872-0.0065997i,0.008221-0.0095576i,0.020986-0.012206i,0.036066-0.024284i,0.043031-0.037485i,0.027713-0.031821i,0.007399-0.012736i,-0.0013258+0.0015165i,-0.0045231+0.0061363i,-0.0054007+0.0053361i,-0.0031966+0.0014306i,-0.00022681-0.0019649i,0.0025481-0.0041764i,0.00308-0.0039868i,0.0013234-0.00068862i,-0.00069258+0.0029035i,-0.0013771+0.0040814i,-0.00089863+0.0027307i,0.00024059+0.00095764i,0.00042398+1.5112e-05i,0.0011738-0.00081464i,0.002198-0.0017589i
0.0082433+0.00057176i,0.019417+0.00052117i,0.035111+0.013109i,0.049829+0.029942i,0.058602+0.039617i,0.057347+0.03535i,0.038393+0.01965i,0.014461+0.010087i,0.0021957+0.011839i,0.00098304+0.015822i,0.0029184+0.013335i,0.0032205+0.0060853i,0.0013175+0.0016768i,-0.0010362+0.0003899i,-0.0030546-0.0012716i,-0.0049208-0.0018239i,-0.0055486-0.0011157i,-0.0043932+0.00047642i,-0.0017383+0.0022562i,5.7399e-05+0.0024468i,0.00067219+0.0018617i,0.00089036+0.0010506i,0.0015868+0.00062568i
0.0038429+0.009393i,-0.0023011+0.024801i,-0.026756+0.044801i,-0.053415+0.058345i,-0.05553+0.062765i,-0.039441+0.061144i,-0.020215+0.04364i,-0.0089569+0.021636i,-0.004351+0.014128i,0.001506+0.014671i,0.0054626+0.012264i,0.0043383+0.0061503i,0.00093749+0.002149i,-0.00098423+0.0014571i,-0.00041984+0.0012727i,0.00082647+0.0018173i,0.0016497+0.0025371i,7.068e-05+0.0026117i,-0.001744+0.0029225i,-0.00092103+0.0026333i,0.00015877+0.0018926i,0.0006849+0.0012077i,0.0013493+0.00017597i
-0.01135+0.0017599i,-0.028043-0.0068874i,-0.044454-0.038478i,-0.050307-0.067088i,-0.055152-0.056724i,-0.057849-0.028867i,-0.040264-0.011087i,-0.01705-0.0049027i,-0.0055896-0.0033332i,-0.00077365-0.0014795i,0.0013749+0.0008484i,0.00029759+0.0014619i,-0.002064+0.00053698i,-0.003891+0.00022874i,-0.0035061+0.0012526i,-0.0019762+0.001949i,-0.0015782-0.00015025i,-0.0014647-0.0037895i,-0.0017302-0.0061271i,-0.0014078-0.0057014i,-0.00094403-0.0037981i,-0.0021646-0.0020253i,-0.0034861-0.00052357i
-0.0026638-0.012093i,0.0027882-0.027647i,0.025718-0.035279i,0.042739-0.031219i,0.02667-0.035379i,0.005039-0.042915i,-0.00054102-0.030348i,0.0024381-0.013542i,0.0031041-0.012075i,-0.00086298-0.014988i,-0.0028549-0.012243i,-0.0012766-0.0070595i,0.0003903-0.0053459i,0.00076576-0.0052459i,0.0015536-0.0035854i,0.0030081-0.0020177i,0.0034711-0.0014729i,0.0047542-0.0023412i,0.0051991-0.0044487i,0.0027505-0.0049605i,0.00091618-0.0041614i,0.00055048-0.0045197i,-0.00042257-0.0035195i
0.011074-0.0018544i,0.031173-0.0008728i,0.0453+0.0092248i,0.046372+0.012361i,0.051161-0.0041204i,0.047628-0.013466i,0.028491-0.0082442i,0.013953-0.004436i,0.0096656-0.0087377i,0.0059295-0.015272i,0.0013543-0.013251i,0.0022099-0.0056235i,0.0060627-0.0010989i,0.0061709+0.00031998i,0.0028223+0.0012367i,-0.00048015+0.001717i,-0.0012605+0.0014355i,2.6364e-05+0.0017224i,0.0011849+0.0016665i,0.0011508+0.0012344i,0.0011436+0.0012587i,0.0022627+0.0012026i,0.0028682+0.0011251i
0.008224+0.015114i,0.010305+0.040393i,0.0049961+0.067466i,-0.00068425+0.07733i,0.006573+0.071925i,0.012719+0.052856i,0.0092023+0.030615i,0.0049693+0.016603i,0.0069509+0.0075273i,0.0087928+0.0011735i,0.0065915+0.0011919i,0.0039087+0.0048606i,0.0028935+0.0057366i,0.0027324+0.0031196i,0.00164-0.0005874i,0.00057369-0.002654i,0.00070967-0.001717i,0.0013198+0.0013266i,0.0012883+0.004278i,0.00077551+0.0048715i,0.00014531+0.0039819i,3.5481e-05+0.0042305i,0.0010423+0.0032026i
-0.017298+0.0062227i,-0.053613+0.0057727i,-0.094431-0.0092524i,-0.11053-0.027456i,-0.093718-0.023088i,-0.061184-0.0036676i,-0.036885+0.0037112i,-0.023019+0.0041274i,-0.01224+0.0092955i,-0.001563+0.013521i,0.0034579+0.011923i,0.0017603+0.0066097i,-0.0015197+0.0024163i,-0.0019609+0.001644i,-0.00058732+0.0019393i,-0.00087277+0.0023222i,-0.0014122+0.0027977i,-0.0018286+0.002985i,-0.0017175+0.0032248i,-0.0017482+0.0031834i,-0.001455+0.003041i,-0.0010486+0.0024912i,-0.00092019+0.0026871i
-0.0054295-0.020953i,0.0011136-0.056568i,0.025423-0.09527i,0.05064-0.10082i,0.04398-0.075149i,0.013814-0.04878i,-0.0027452-0.031681i,-0.0068847-0.018506i,-0.010914-0.0035886i,-0.0092484+0.0086546i,-0.0031276+0.0083621i,-7.4894e-05-5.0752e-05i,-0.0011604-0.0047105i,-0.0015194-0.0037201i,-0.0011981-0.0023597i,-0.0017075-0.0020825i,-0.0017695-0.0028523i,-0.0021646-0.0044918i,-0.0031166-0.0038925i,-0.0030324-0.00069436i,-0.0023233+0.00033904i,-0.0030184-0.00039096i,-0.0035937-0.00028765i
0.016288-0.0047227i,0.048929+0.0024636i,0.078121+0.023928i,0.072454+0.042656i,0.047565+0.035053i,0.034097+0.012582i,0.026722-0.0012958i,0.013542-0.0049917i,-0.00072254-0.0042724i,-0.0069885-0.0030581i,-0.0039979-0.0039084i,0.00029092-0.0055504i,0.0011304-0.0060688i,0.0012248-0.0040664i,0.0018004-0.0014181i,0.0027756-0.00040951i,0.0030581+0.00023884i,0.0030677+0.00032783i,0.0024049-0.00029516i,0.0012463-0.0018271i,0.0004057-0.0033414i,0.0010472-0.0037935i,0.0020904-0.0035744i
0.0084093+0.016049i,0.0099021+0.045355i,0.0060928+0.074038i,0.0043501+0.072547i,0.0054403+0.053566i,0.0078069+0.042921i,0.011649+0.032864i,0.013629+0.017025i,0.0094691+0.0016248i,0.0021848-0.0070276i,-0.0016226-0.0076059i,-0.00050771-0.0023795i,0.0010652+0.0016245i,0.00030858+0.0011471i,-0.0012749-0.00057576i,-0.001385-0.00071278i,-0.0009177+0.00032287i,-0.00036578+0.0010625i,0.00031468+0.00090754i,0.00077029-0.00034145i,0.0011974-0.0010079i,0.002046+4.825e-05i,0.0018743+0.00033546i
-0.018485+0.013348i,-0.05284+0.027266i,-0.098557+0.03784i,-0.11991+0.041501i,-0.10164+0.035069i,-0.06996+0.028206i,-0.040601+0.029154i,-0.015047+0.025627i,0.0015451+0.012054i,0.0052833+0.00042694i,-0.00017359-7.6861e-05i,-0.0030484+0.0040311i,-0.0017564+0.0040137i,-0.0019885+0.00021123i,-0.0017658-0.0022725i,0.00086964-0.0014252i,0.0028117+0.00085202i,0.0017816+0.0034676i,0.0013527+0.0031492i,0.0028298+0.00065606i,0.0028001+0.00028625i,0.0015488+0.0011886i,0.0013083+0.0011672i
-0.015031-0.020991i,-0.030676-0.06639i,-0.038109-0.13577i,-0.032685-0.17712i,-0.024614-0.15309i,-0.028103-0.097976i,-0.034863-0.050595i,-0.027194-0.019543i,-0.0076576-0.004217i,0.0041689+0.00094978i,0.0032811+0.0039243i,0.001116+0.0048203i,0.0012803+0.0032628i,0.00083844+0.0011311i,-5.5848e-06+0.00084107i,-0.0013688+0.0018671i,-0.0034169+0.0010057i,-0.0036878-0.0014682i,-0.0014822-0.001759i,0.00035238+0.0015707i,-0.00027282+0.0040207i,-0.0019696+0.0038639i,-0.002352+0.0028886i
0.021772-0.016285i,0.070198-0.026084i,0.13999-0.016264i,0.17687+0.0058437i,0.14553+0.0048791i,0.089298-0.021135i,0.041703-0.039389i,0.011804-0.031062i,0.0027366-0.013716i,0.0033949-0.0039164i,0.0050251+8.1132e-05i,0.0054394+0.00047151i,0.0045001-0.00017904i,0.0029264+0.00060124i,0.0010529+0.00081853i,-0.00029641-0.00045366i,0.0007397-0.0019707i,0.0037187-0.0027789i,0.0029211-0.0026991i,-0.0010669-0.001603i,-0.0027644-0.0010879i,-0.0018836-0.0016982i,-0.0016301-0.0019408i
0.013338+0.024402i,0.024174+0.065505i,0.012895+0.11467i,-0.0072286+0.12788i,0.0026359+0.097743i,0.030421+0.056856i,0.04004+0.019194i,0.024077-0.0034929i,0.0057628-0.0043163i,0.0023845-0.00056443i,0.0058158-0.0022652i,0.0063252-0.0043999i,0.0029337-0.0034525i,-0.00091153-0.00085043i,-0.0022129-1.7426e-05i,-0.0014973-5.9616e-06i,-0.00054195+0.00050092i,3.6655e-05+0.0018714i,9.0026e-05+0.002238i,-5.8766e-05+0.00031483i,0.00056432-0.00083715i,0.0013422-0.00042296i,0.0012467+5.1179e-05i
-0.02014+0.015555i,-0.052481+0.035944i,-0.084184+0.048908i,-0.084573+0.054901i,-0.059016+0.063554i,-0.030543+0.067981i,-0.0014159+0.058022i,0.012311+0.032993i,0.0050276+0.013834i,-0.00079534+0.0085461i,0.0024291+0.0035208i,0.0022119-0.0020848i,-0.0011879-0.0036791i,-0.0022894-0.0034047i,-0.0015575-0.0037467i,0.00049259-0.0036566i,0.0014552-0.0018287i,0.00032793+0.00082852i,-0.00079816+0.0016765i,-0.00010594-6.6786e-05i,0.00091187-0.0011476i,0.00025055+0.00056196i,-0.0010652+0.0012639i
-0.019559-0.017639i,-0.056428-0.051614i,-0.099068-0.087968i,-0.12841-0.09869i,-0.13126-0.072845i,-0.10453-0.023235i,-0.067873+0.01771i,-0.034523+0.029226i,-0.015892+0.021449i,-0.011369+0.01467i,-0.0074956+0.0096396i,-0.003356+0.0020659i,-0.00072039-0.0036616i,0.0025702-0.0053539i,0.0038822-0.0033381i,0.0021997-0.00052748i,-0.0013624+0.00065098i,-0.0045643+0.0014286i,-0.0044966+0.0021433i,-0.001818+0.002266i,-0.0011196+0.0023807i,-0.0016061+0.0028792i,0.0003366+0.0033006i
0.021298-0.023903i,0.065916-0.068565i,0.12523-0.12183i,0.1517-0.14986i,0.11247-0.13527i,0.032009-0.097565i,-0.023429-0.055395i,-0.027298-0.020828i,-0.012754-0.0058822i,-0.0070984-0.0019376i,-0.0070247+0.0024786i,-0.0024579+0.0046266i,0.0032152+0.0037537i,0.0043734+0.0029283i,0.0024735+0.0024667i,0.00091657+0.00091139i,0.0001688-0.0023502i,-0.00057724-0.0051835i,-0.0017986-0.0046924i,-0.0033472-0.0020733i,-0.0045777-0.00038074i,-0.005805-0.00053313i,-0.0056193-0.0010413i
0.024295+0.022662i,0.058818+0.071418i,0.089706+0.13645i,0.091498+0.16155i,0.073482+0.10713i,0.051837+0.020215i,0.027694-0.027011i,0.0086117-0.02575i,0.0074243-0.015369i,0.0089196-0.014328i,0.0034927-0.0088643i,0.00099249+0.001163i,0.00051517+0.0047304i,-0.0013114+0.0028365i,-0.0025291+0.00082855i,-0.0012927+0.0016145i,0.0015646+0.0039456i,0.0036643+0.0041431i,0.0039128+0.0020871i,0.0023084-0.001655i,0.0018769-0.0043866i,0.0035981-0.005583i,0.0031109-0.0053502i
