0.00032965-1.7738e-05i,0.00092776-0.00096086i,0.00037628-0.0013194i,-0.0017006-0.0016969i,-0.002171-0.0011636i,-0.00076973+0.00083162i,-0.00014226+0.0016732i,-1.5759e-05+0.0013973i,0.00076706+0.0013876i,0.0012816+0.0011302i,0.00024006+7.9385e-05i,-0.00080094-0.0011888i,-0.0005462-0.001272i,2.6008e-05-0.000933i,0.00038971-0.0011424i,0.00027136+5.796e-06i,8.376e-05+0.00022623i,0.00035758-0.00057558i,0.00033831-0.00041858i,-0.00044306+0.00013545i,-0.0010272+1.9122e-05i,-0.00020155-6.9292e-05i,9.8295e-05-0.00023882i
-0.01096-0.0098767i,-0.05222-0.0036101i,-0.11121-0.0017297i,-0.1366-0.013246i,-0.10701-0.00078994i,-0.043764+0.056526i,0.03387+0.11255i,0.084091+0.11396i,0.08166+0.065725i,0.048224+0.018479i,0.021047+0.0046144i,0.01644+0.0095813i,0.016259+0.010911i,0.0070263+0.0086878i,-0.002338+0.0074069i,-0.0057301+0.006718i,-0.0053431+0.0075173i,-0.0049723+0.010324i,-0.0039856+0.012157i,-0.00056527+0.0097467i,0.0023908+0.0064128i,0.0018224+0.0056074i,-0.0030462+0.0043955i
0.019657-0.026131i,0.042563-0.071032i,0.087123-0.08964i,0.14951-0.022268i,0.20042+0.035901i,0.1962-0.032807i,0.11228-0.14483i,0.01421-0.1644i,-0.026569-0.10047i,-0.024347-0.040605i,-0.020356-0.014527i,-0.024356-0.00087197i,-0.025179+0.013775i,-0.014241+0.020274i,-0.00093975+0.013231i,0.0027301+0.0025024i,0.00011502-0.0063684i,-0.00042912-0.013546i,0.0018783-0.015942i,0.00081144-0.01436i,-0.0045598-0.012357i,-0.0079203-0.010408i,-0.0043857-0.00877i
0.0031713+0.033161i,0.015127+0.061181i,0.0036359+0.065408i,-0.062651+0.016868i,-0.14421-0.024833i,-0.17442+0.036437i,-0.12906+0.13744i,-0.055356+0.15315i,-0.01163+0.09838i,0.0031206+0.046572i,0.0084836+0.016323i,0.0062951-0.0055818i,0.0024759-0.025113i,-0.0020651-0.032864i,-0.0060895-0.02348i,-0.0032636-0.010473i,0.00099988-0.0042715i,0.0015339-0.0003101i,-0.00043438+0.0051351i,-0.0014157+0.0084682i,-0.00066787+0.0074386i,0.001108+0.0053906i,0.0033773+0.0043526i
-0.017472-0.0051249i,-0.019201+0.0037343i,-0.010056+0.0187i,-0.0046452+0.035591i,0.00087121+0.059104i,0.037023+0.052709i,0.082803-0.0072986i,0.08395-0.063896i,0.048909-0.070523i,0.018387-0.047348i,0.010095-0.028022i,0.015263-0.017683i,0.018973-0.0079293i,0.017052+0.0024959i,0.012093+0.0084139i,0.006786+0.010573i,0.0045573+0.012609i,0.0080329+0.012725i,0.010497+0.008798i,0.0096704+0.0033653i,0.0087455-0.0011769i,0.0078742-0.0033426i,0.0050056-0.0019482i
-0.0065118-0.01459i,-0.036071-0.019262i,-0.049276-0.02797i,0.0087883-0.059839i,0.078329-0.122i,0.037178-0.16912i,-0.077065-0.13092i,-0.12399-0.037204i,-0.085644+0.017992i,-0.039989+0.023253i,-0.019684+0.021022i,-0.0072013+0.027529i,0.0065996+0.03221i,0.013519+0.023883i,0.010412+0.0078315i,0.0027058-0.0013634i,-0.0046246-0.0019124i,-0.010556-0.0021565i,-0.01394-0.0047268i,-0.014545-0.0046125i,-0.011906+0.00090221i,-0.0080161+0.0064244i,-0.0055105+0.0046777i
0.023976-0.0033759i,0.045899-0.018758i,0.041523-0.015654i,-0.017369+0.03692i,-0.075468+0.1085i,-0.036207+0.14526i,0.067752+0.11719i,0.11786+0.051581i,0.090669+0.012301i,0.05221+0.0056269i,0.027888+0.0050371i,0.0047582+0.005026i,-0.016255+0.0025885i,-0.025053-0.00060326i,-0.018315-0.0010798i,-0.0085573-0.0029776i,-0.004566-0.0047063i,-0.0013617-0.0023848i,0.0035566+0.0029423i,0.0066376+0.0053919i,0.0072972+0.0028849i,0.0067477-0.00026768i,0.0066697-0.00093827i
-0.008281+0.017642i,-0.015574+0.021876i,-0.02319+0.013509i,-0.010334+0.0087187i,0.035004+0.016213i,0.056077+0.009343i,0.015872-0.024884i,-0.035907-0.04856i,-0.054759-0.042566i,-0.049314-0.024953i,-0.035699-0.015507i,-0.022161-0.018236i,-0.0096849-0.018767i,0.0027475-0.011747i,0.0088607-0.0051545i,0.0097925-0.0024469i,0.011453-0.0031884i,0.011248-0.005991i,0.0078674-0.0086218i,0.0038691-0.010437i,-0.001152-0.010987i,-0.0059425-0.0081775i,-0.0075175-0.0033345i
-0.0049602+0.0035246i,0.011078+0.011924i,0.040418+0.0048195i,0.036578-0.058287i,-0.035202-0.13757i,-0.11206-0.13063i,-0.10135-0.034201i,-0.026331+0.042875i,0.022496+0.046503i,0.024188+0.024598i,0.018648+0.014245i,0.020408+0.008704i,0.021586+0.0023238i,0.01467-0.00089867i,0.0039594-0.0010625i,-0.0012334+0.00061254i,-0.0029834+0.0036498i,-0.0072398+0.0068299i,-0.012578+0.0090066i,-0.012834+0.01007i,-0.0050872+0.009226i,0.0029859+0.0062197i,0.0037591+0.0029039i
-0.0061863-0.01702i,-0.023928-0.02331i,-0.045593-0.0086983i,-0.036361+0.04936i,0.016874+0.11671i,0.079672+0.099604i,0.096268+0.0075388i,0.064-0.058082i,0.036864-0.063653i,0.027909-0.049367i,0.017647-0.033683i,0.007451-0.011822i,-0.0030799+0.0075298i,-0.010758+0.016747i,-0.008045+0.015726i,-0.0039225+0.0092481i,-0.0030478+0.0048027i,-0.00063189+0.0025667i,0.0048126-0.00025768i,0.0088443-0.0039365i,0.0058308-0.0061383i,0.0013329-0.0062099i,0.0018974-0.0059063i
0.016887+0.010721i,0.023319+0.022107i,0.023845+0.031543i,0.033718+0.01589i,0.063398-0.030347i,0.076241-0.045774i,0.044621+0.001686i,0.0047362+0.055509i,-0.016561+0.070492i,-0.020927+0.058617i,-0.019658+0.040449i,-0.022188+0.02404i,-0.02036+0.0099448i,-0.01081-0.0026509i,-0.0041692-0.007353i,-0.0012458-0.0053724i,0.00031549-0.0053962i,-0.00075753-0.0069274i,-0.0041228-0.0067813i,-0.0074098-0.0042765i,-0.0083533+0.00094993i,-0.0061567+0.0061359i,-0.002446+0.0087429i
-0.0078499+0.0030961i,-0.012367-0.022528i,-0.026264-0.071958i,-0.079509-0.093906i,-0.16165-0.039282i,-0.1882+0.044411i,-0.11807+0.073167i,-0.028064+0.044911i,0.015851+0.015734i,0.021773+0.0051751i,0.01446-0.0031447i,0.0079164-0.012486i,0.0049708-0.018502i,0.00076667-0.015592i,-0.0020058-0.0072963i,0.00010588-0.0024656i,0.0044008+0.00066305i,0.0074655+0.0053762i,0.008048+0.010453i,0.0089442+0.012284i,0.010351+0.0064178i,0.0085275-0.0029772i,0.0036007-0.0056047i
-0.0040913+0.0037896i,0.004389+0.025816i,0.037103+0.073286i,0.096642+0.10282i,0.14775+0.074051i,0.13265+0.0095425i,0.047949-0.032246i,-0.032364-0.031927i,-0.056874-0.025747i,-0.047364-0.027914i,-0.029945-0.023892i,-0.010909-0.014798i,0.0018798-0.0031494i,0.0075141+0.0066814i,0.0077183+0.0071964i,0.0036832+0.005028i,0.0014151+0.0050176i,0.0018728+0.00078546i,0.0023553-0.0071978i,0.00039913-0.011491i,-0.0023679-0.0094358i,-0.0039666-0.0052631i,-0.0048087-0.0048559i
0.0052542-0.012437i,0.0052988-0.020184i,0.00098408-0.033392i,-0.011456-0.067482i,-0.032371-0.11594i,-0.033228-0.12995i,-0.0054226-0.088267i,0.021024-0.02933i,0.028994+0.014275i,0.028838+0.031472i,0.026294+0.029035i,0.017856+0.023549i,0.0074698+0.014978i,-0.0027871+0.0030632i,-0.0077747-0.0035518i,-0.0071425-0.0045678i,-0.0071179-0.0037092i,-0.0090951-0.0018244i,-0.010648+0.0010128i,-0.0084429+0.0035027i,-0.0020092+0.005079i,0.0049485+0.0041736i,0.0083657+0.0037203i
-0.0025036+0.008423i,-0.029216+0.015052i,-0.084119+0.029373i,-0.12041+0.080022i,-0.091582+0.16284i,-0.033047+0.20019i,-0.0033803+0.1422i,-0.0057478+0.045578i,-0.0093678-0.016037i,-0.0041271-0.027378i,-0.0018224-0.016798i,-0.0063043-0.010647i,-0.010333-0.0094401i,-0.0066481-0.0051602i,-0.0011614-0.0012561i,-0.00015566-0.0012721i,5.4292e-05-0.0016263i,0.0023219-0.00050697i,0.0064567+0.00070102i,0.0077665+0.00018684i,0.0028732-0.0018241i,-0.003168-0.0017135i,-0.0045019+0.0019327i
0.00077235-0.003162i,0.028673-0.025153i,0.090561-0.065537i,0.14452-0.11401i,0.13444-0.15169i,0.06741-0.1447i,0.0057713-0.086112i,-0.021112-0.024402i,-0.035021+0.0064598i,-0.043457+0.015731i,-0.037045+0.013025i,-0.022977+0.0034954i,-0.0071459-0.0024194i,0.0050975-0.0038814i,0.0070951-0.0031189i,0.005164-0.00033026i,0.0036759+0.0010507i,0.00049028-0.00049949i,-0.0042861-0.0020295i,-0.0080015-0.0012668i,-0.007623+0.0011099i,-0.0037213+0.0023099i,-0.0023426+0.001238i
-0.0064863-0.0036404i,-0.013011+0.0071991i,-0.040747+0.026261i,-0.10081+0.038956i,-0.1561+0.030528i,-0.15381+0.0022357i,-0.090697-0.029071i,-0.01481-0.042184i,0.033585-0.037152i,0.044202-0.030888i,0.033233-0.024515i,0.024462-0.013753i,0.017551-0.0039916i,0.0050149+0.0039396i,-0.0017938+0.007172i,-0.0016686+0.0054652i,-0.0024156+0.0052818i,-0.0024554+0.0084442i,0.0004663+0.010852i,0.0036617+0.0087729i,0.0054387+0.0031254i,0.0053346-0.0018277i,0.0052108-0.005253i
0.0063442+0.00317i,0.013515+0.027308i,0.030165+0.070775i,0.079668+0.10494i,0.15573+0.10473i,0.19316+0.077386i,0.15018+0.044776i,0.069516+0.01746i,0.010558-0.0029827i,-0.0089706-0.012675i,-0.0086124-0.0088896i,-0.0065874-0.0016769i,-0.0050157+0.0010719i,-0.00090096-0.0013752i,0.0022674-0.0049094i,0.0014385-0.0060328i,0.00086182-0.0059137i,0.0021114-0.0068757i,0.0034858-0.0089078i,0.0034751-0.0089735i,0.0018993-0.0046706i,0.00066549+0.0014207i,0.0011921+0.00418i
-0.011984+0.00029959i,-0.037812-0.028229i,-0.074416-0.094118i,-0.10524-0.1626i,-0.12021-0.17158i,-0.10957-0.11552i,-0.068858-0.041841i,-0.020303+0.012272i,0.0097359+0.041653i,0.018328+0.048331i,0.013282+0.037462i,0.0043713+0.023923i,-0.00047672+0.011115i,-0.0010417-0.00044911i,-0.00039444-0.004225i,0.0010935-0.0027814i,0.0025454-0.0030778i,0.00089513-0.0023379i,-0.0023402+0.00061585i,-0.0033135+0.0025893i,-0.0023303+0.0027705i,-0.0019381+0.0017067i,-0.0023148+0.0038636i
0.0054732+0.00012457i,0.023731+0.0044138i,0.050212+0.03853i,0.054807+0.10825i,0.021818+0.16148i,-0.019567+0.14435i,-0.038519+0.075054i,-0.031303+0.0094204i,-0.0142-0.028467i,-0.0053222-0.037008i,-0.0035871-0.030689i,-0.0015607-0.024857i,0.0013262-0.016294i,0.0047839-0.0026409i,0.0049056+0.0049648i,0.0023001+0.0047519i,0.0024347+0.0030693i,0.0059114+0.0018598i,0.0077774+0.0019009i,0.0059489+0.0011656i,0.0013602-0.0014222i,-0.0033514-0.0038843i,-0.0049087-0.00461i
0.00038999-0.00032912i,0.01527-0.0029439i,0.042508-0.018272i,0.072502-0.069065i,0.09699-0.13598i,0.10117-0.15673i,0.073609-0.11094i,0.027566-0.041263i,-0.010131+0.005485i,-0.02096+0.018245i,-0.012821+0.013985i,-0.0054186+0.0106i,-0.003825+0.0095324i,-0.0054205+0.0048243i,-0.0070809+0.0013083i,-0.0068287+0.0028009i,-0.0068656+0.0043972i,-0.0083986+0.0029509i,-0.010285+0.00043313i,-0.008849-0.0006452i,-0.0038438-0.0012563i,0.0019049-0.0013873i,0.0048928-0.00022172i
-0.002931+0.010911i,-0.026975+0.033918i,-0.087552+0.062007i,-0.15144+0.082268i,-0.16505+0.090365i,-0.11858+0.083668i,-0.04707+0.058723i,0.0093618+0.026903i,0.037819+0.0060832i,0.040667-0.0010107i,0.030966-0.00048122i,0.02136+0.0016994i,0.012432+0.0027094i,0.0045803+0.0030026i,0.0020701+0.0021284i,0.0036252+0.00039205i,0.0037683-0.00018276i,0.0024214+0.0016847i,0.0015835+0.003045i,0.0013556+0.0037181i,0.00079516+0.0033258i,5.4889e-05+0.0019653i,0.00076464+0.0016983i
0.0010645-0.0057256i,0.0055505-0.02875i,0.044974-0.061744i,0.11341-0.061659i,0.15051-0.012873i,0.11773+0.034647i,0.049485+0.040788i,-0.0051929+0.017089i,-0.031796-0.0067296i,-0.035854-0.011662i,-0.030184-0.0040846i,-0.025234-0.00062549i,-0.018751-0.0014651i,-0.0070413-0.0016734i,0.00034606-0.00074275i,0.00010221+0.00018933i,-0.00087437-0.00022881i,0.001049-0.0020947i,0.0036067-0.0035852i,0.0021372-0.0036951i,-0.00095535-0.0018155i,-0.0024559+0.00044538i,-0.004562+0.00095131i
-0.0040086-0.0068762i,-0.0053678-0.012068i,-0.019734-0.02197i,-0.06464-0.043604i,-0.11314-0.080321i,-0.11133-0.10089i,-0.063294-0.077298i,-0.012467-0.027891i,0.015549+0.010666i,0.01767+0.02162i,0.010611+0.015877i,0.0088636+0.010325i,0.0081959+0.0082074i,0.0022137+0.0075277i,-0.0025208+0.006817i,-0.001142+0.0060278i,0.0016667+0.0062041i,0.0019711+0.0067911i,0.0011322+0.0066435i,0.00053856+0.0049213i,0.00024098+0.002285i,5.5232e-06-0.0015306i,3.8934e-05-0.0038082i
0.010138+0.0033478i,0.026792+0.022936i,0.047411+0.069645i,0.060041+0.11998i,0.058941+0.13648i,0.04846+0.10688i,0.035088+0.05124i,0.023863+0.0020932i,0.015542-0.02605i,0.0085604-0.031645i,0.0022234-0.023598i,-0.0011336-0.017219i,-0.0021556-0.012464i,-0.0026174-0.0062622i,-0.0029821-0.0039621i,-0.0054654-0.0053607i,-0.0069873-0.0073486i,-0.0051865-0.0078247i,-0.0022077-0.0054087i,-0.00034419-0.0029709i,0.00032046-0.0017632i,0.0018608-0.00069353i,0.0032807-0.00026395i
-0.0093223+0.0040268i,-0.033715-0.0020157i,-0.062766-0.037681i,-0.055869-0.10035i,-0.0058843-0.13075i,0.033227-0.09057i,0.028383-0.020361i,0.0024403+0.029655i,-0.016033+0.046712i,-0.017688+0.037778i,-0.011813+0.022596i,-0.0078525+0.015935i,-0.0067975+0.012955i,-0.0061297+0.0050065i,-0.0034758-0.00169i,-0.0010045-0.0017062i,-0.0006932+0.00047305i,-0.0018399+0.00035668i,-0.0029647-0.0016963i,-0.0026621-0.002041i,-0.0017281+0.00051789i,-0.00012474+0.0030436i,0.001409+0.0052083i
-0.0012423-0.004452i,0.00040505-0.010199i,-0.00066405+0.00072275i,-0.021019+0.043935i,-0.066396+0.080509i,-0.091004+0.06858i,-0.066145+0.030388i,-0.019964+0.0028674i,0.013456-0.0066029i,0.02229-0.0060642i,0.016777-0.0060465i,0.010713-0.0092013i,0.0085637-0.010021i,0.007495-0.0048269i,0.0062073-0.0002661i,0.0062448-0.00091481i,0.0063171-0.0031056i,0.0053129-0.0019493i,0.004346+0.00039279i,0.0030028-0.00052282i,0.00064382-0.0020585i,-0.0018645-0.0015144i,-0.0033335-0.0011899i
0.0053553-0.0065556i,0.019796-0.01868i,0.050683-0.03135i,0.084317-0.038503i,0.10035-0.037594i,0.080775-0.028003i,0.033524-0.021131i,-0.013199-0.01734i,-0.035258-0.014404i,-0.031718-0.011428i,-0.019765-0.0074726i,-0.01244-0.0036989i,-0.0089228-0.0015067i,-0.0049955-0.00085953i,-0.0024806-0.00036846i,-0.0027794+0.001158i,-0.003264+0.0034821i,-0.0020964+0.0038599i,-0.0010165+0.0033714i,-0.00066608+0.0031358i,-0.0012527+0.0011756i,-0.0021164-0.00091089i,-0.0019046-0.00092939i
0.00073604+0.0085774i,-0.0038889+0.029291i,-0.035963+0.050523i,-0.086286+0.040518i,-0.099915-0.0047901i,-0.059027-0.03685i,-0.0076419-0.028908i,0.018538-0.0038263i,0.021294+0.013925i,0.015207+0.017373i,0.010175+0.013014i,0.0093723+0.009045i,0.0085066+0.006961i,0.0039753+0.0039198i,0.0012362+0.00052073i,0.0020572-0.0005744i,0.0031523-0.0008773i,0.0020729-0.00094983i,-0.00052715-0.00049921i,-0.0015503-0.00017965i,-1.517e-05-5.1299e-05i,0.0013918-0.00013845i,0.0014604+0.00050646i
-0.0030723+0.0036472i,-0.0060769-0.0011978i,0.0073867-0.013172i,0.040401-0.0041872i,0.058571+0.038986i,0.036628+0.064554i,0.0037855+0.041472i,-0.013445-0.0027658i,-0.016391-0.0303i,-0.011912-0.030594i,-0.00765-0.020311i,-0.0065956-0.013458i,-0.0068164-0.010188i,-0.0031649-0.0066757i,0.0019974-0.0029017i,0.0026409-0.0020062i,0.00069593-0.0020215i,-0.00020865-0.0016746i,0.0006151-0.0025675i,0.00091726-0.0024451i,-0.00022696-0.0012794i,-0.0016329-0.00027616i,-0.0037405+0.00087926i
-0.0093328-0.00098651i,-0.016222-0.010555i,-0.020184-0.030029i,-0.022007-0.055713i,-0.019798-0.072742i,-0.0096324-0.062504i,-0.002816-0.030404i,-0.003137-0.00075384i,-0.0057465+0.013789i,-0.006806+0.013722i,-0.0045018+0.0088287i,-0.0009158+0.006756i,0.0013124+0.0053034i,0.0010088+0.0021611i,-0.00057218+0.0014665i,0.00014007+0.002392i,0.0014177+0.0012743i,0.0012057-0.00027631i,0.00071766-0.00098313i,0.0012049-0.0010506i,0.0014721-0.00046943i,0.0019078+0.00018968i,0.002377+0.00059123i
0.0038158-0.0060187i,0.017016-0.0015475i,0.03057+0.023941i,0.021273+0.059609i,-0.01159+0.066644i,-0.02791+0.035i,-0.0097006-0.0027619i,0.017709-0.021897i,0.031542-0.023337i,0.029595-0.015696i,0.020746-0.008163i,0.012842-0.0040568i,0.0093081-0.0018232i,0.0063347+0.0011831i,0.0016494+0.0037303i,-0.00016532+0.0029804i,-0.00029733+0.0012033i,-0.00094043+0.001783i,-0.0012309+0.0038761i,-0.0011505+0.0034457i,-0.00011034+0.0010743i,0.0009142-0.00076096i,0.0010923-0.0013066i
0.00074419+0.0027649i,-0.0038636+0.0052316i,-0.012765-0.0018509i,-0.0023877-0.028967i,0.031548-0.041186i,0.047282-0.017506i,0.028708+0.0093653i,0.0022242+0.019009i,-0.012135+0.014456i,-0.013444+0.006695i,-0.011839+0.004387i,-0.012649+0.0046522i,-0.011269+0.004077i,-0.0064349+0.001489i,-0.002888-0.0021509i,-0.0022359-0.0021379i,-0.0012211+0.00033078i,2.2813e-06+0.0008153i,-0.0012407-0.00036525i,-0.0024158-0.00041961i,-0.0013631+0.0015646i,0.0003297+0.0028851i,0.0014594+0.0026708i
-0.0010701+0.0034705i,-0.0062961+0.0046743i,-0.017064+0.0067925i,-0.030837+0.012037i,-0.044726+0.0091914i,-0.040679-0.00021319i,-0.016264-0.00065815i,0.0087349+0.006552i,0.019453+0.011999i,0.015461+0.01137i,0.0084113+0.006125i,0.0052111+0.0011591i,0.0027076-0.00046773i,-0.00068203+0.00012441i,-0.0022648+0.00074273i,-0.0022379+0.0009584i,-0.0021133+0.00059682i,-0.001609+0.00052053i,-0.00092643+0.0005774i,-0.00043067-0.00020654i,-0.00066166-0.00068356i,-0.0009037-0.001375i,-0.001098-0.0018394i
0.00087151-0.0062831i,0.0031131-0.017658i,0.015479-0.02613i,0.035206-0.014451i,0.039156+0.010127i,0.018013+0.019745i,-0.0065665+0.0075013i,-0.017803-0.0085232i,-0.017019-0.015509i,-0.0099383-0.014345i,-0.0036453-0.011829i,-0.0011769-0.010617i,-0.00030954-0.0084121i,0.0015992-0.0036007i,0.004179-0.00013387i,0.005091-0.00064024i,0.0044505-0.0018495i,0.0048142-0.0013542i,0.0063828-0.0011744i,0.0054933-0.0017217i,0.0014485-0.0012058i,-0.0022192+0.00014659i,-0.0027014+0.0013248i
0.0027662+0.0014516i,0.0062412+0.0082535i,-0.0014757+0.015716i,-0.022665+0.006481i,-0.02768-0.022163i,-0.0079852-0.034438i,0.0089988-0.016756i,0.010426+0.0065567i,0.004282+0.018463i,0.00024212+0.019151i,-1.8689e-05+0.015963i,0.0010022+0.0151i,0.0013317+0.014225i,-0.00036406+0.0079321i,-0.0024837+0.0012184i,-0.0034019+0.00040553i,-0.0031916+0.0021724i,-0.0025938+0.0012992i,-0.0033436+0.00049662i,-0.0031387+0.0014817i,-0.00066114+0.0010825i,0.0013265+0.00093237i,0.0024643+0.00081268i
0.0015021+0.0016782i,0.00047388+0.0040221i,-0.00018118+0.0059161i,0.0019343+0.012299i,0.00079512+0.024109i,-0.0072073+0.022583i,-0.0090937+0.0073865i,-0.0035847-0.00613i,0.0021537-0.011275i,0.0038097-0.0083166i,0.00096343-0.0057051i,-0.0016773-0.0055138i,-0.0028795-0.003325i,-0.0027794+0.00084573i,-0.00083792+0.0037486i,0.0012451+0.0039346i,0.00078768+0.0033721i,-0.00044501+0.0026544i,-2.8744e-06+0.0014257i,0.00031236+0.00043685i,0.00041372-2.177e-05i,-5.4678e-05+0.00019509i,-0.0010427+0.0011982i
-0.004206-0.0026382i,-0.010731-0.0048773i,-0.014648-0.014838i,-0.0077654-0.027408i,0.0066907-0.025843i,0.012978-0.0099398i,0.0049174+0.0039419i,-0.0052903+0.0086714i,-0.011528+0.006465i,-0.014029+0.0022466i,-0.012211-2.3007e-05i,-0.0091926-0.0018984i,-0.0074085-0.0048877i,-0.0030587-0.0074808i,0.00026439-0.0079462i,-0.0012455-0.0075845i,-0.0035477-0.0070402i,-0.0038644-0.0056021i,-0.0033421-0.0045782i,-0.0022978-0.0034494i,-0.0012363-0.0023086i,-0.00074119-0.0017813i,-0.00051144-0.0016564i
-0.0014214-0.0020598i,0.0029652-0.0035339i,0.0089613+0.0016257i,0.0033899+0.013245i,-0.014249+0.014407i,-0.018076-0.00030278i,-0.0030828-0.011786i,0.011102-0.011796i,0.015434-0.0076401i,0.012986-0.0049312i,0.010672-0.0036469i,0.011937-0.0033795i,0.012524-0.0026323i,0.0075074+0.00028177i,0.0013478+0.0028652i,0.0012585+0.004259i,0.003414+0.0044385i,0.0032909+0.0028319i,0.0027452+0.0023992i,0.0028354+0.0023935i,0.002301+0.00011729i,0.0012532-0.0020779i,0.00034685-0.0024653i
0.0015625-0.00091406i,0.00096077-0.0011799i,0.00082556+0.00086004i,0.005374-0.00089751i,0.014556-0.00057377i,0.016449+0.0052247i,0.0070395+0.0066135i,-0.0020834+0.0027178i,-0.0051717-0.002851i,-0.0037378-0.0052221i,-0.0032629-0.0020556i,-0.0047726+0.0027109i,-0.0036938+0.0045347i,0.00028231+0.0026441i,0.0037228+0.00021979i,0.0047363-0.00090678i,0.0042744-0.00018216i,0.0034918+0.00022597i,0.0025609-0.0012053i,0.0012042-0.0018222i,-0.00048698-0.0015052i,-0.0012591-0.0013207i,-0.0008087-0.00094813i
0.0011847+0.0041277i,0.00021291+0.0063607i,-0.004188+0.0050356i,-0.011102-0.0014149i,-0.013865-0.010066i,-0.0061875-0.011476i,0.0034216-0.0034034i,0.0064415+0.0053999i,0.0061506+0.0096096i,0.0038121+0.0090823i,0.00055475+0.0058847i,-0.0015002+0.0036675i,-0.0031639+0.0026905i,-0.0058844+0.00090879i,-0.0074691-0.0006137i,-0.0078871+0.0011283i,-0.0077868+0.0034517i,-0.0064067+0.0032033i,-0.0042941+0.0018987i,-0.0029704+0.0016463i,-0.0022527+0.0023588i,-0.0016479+0.0029049i,-0.0011164+0.002578i
-0.0011467-0.00037254i,-0.0043499-0.0030187i,-0.002262-0.0058906i,0.005018-0.0017729i,0.0032858+0.0094249i,-0.0064279+0.013115i,-0.010248+0.0050186i,-0.0075467-0.0036405i,-0.0041826-0.0061552i,-0.0011902-0.0056004i,-0.00015569-0.0066818i,-0.0013374-0.0095613i,-0.00068979-0.009869i,0.0026099-0.0039791i,0.0052061+0.0019539i,0.006433+0.0010452i,0.0054506-0.0023595i,0.0032416-0.0030482i,0.0023366-0.0020589i,0.0010437-0.0021767i,0.00014216-0.0012993i,0.0011145+0.00038619i,0.0017464+0.00092908i
5.6076e-06-0.0032376i,0.00091924-0.0040722i,0.00049321-0.0042678i,-0.0028212-0.0041275i,-0.0022645-0.009011i,0.0021577-0.0076738i,0.0038091+0.00091313i,0.00047723+0.005783i,-0.0034744+0.0060846i,-0.0025722+0.0042562i,0.0022624+0.0032459i,0.006384+0.0037319i,0.0075652+0.0029805i,0.0048809-0.00036295i,0.00051796-0.0036459i,-0.0012152-0.0042012i,-1.7187e-05-0.0017658i,0.00057932+0.0012816i,1.9062e-05+0.0020763i,-0.00030563+0.0018946i,9.3417e-05+0.0016116i,0.00044772+0.00038614i,0.00088532-0.0010043i
0.0031453-0.00066864i,0.0047169-0.00041106i,0.0032034+0.0023677i,-0.0031559+0.0038499i,-0.0087354+0.0027125i,-0.011218-0.00093017i,-0.0075775-0.0041087i,-0.0017233-0.0050446i,0.0022017-0.0037892i,0.0038679-0.00071051i,0.0026115+0.0018002i,0.00027922+0.0032122i,-0.0013314+0.0058299i,-0.0029776+0.0079568i,-0.0032427+0.0093793i,-0.0009373+0.010622i,0.0012113+0.0092609i,0.0022768+0.0063085i,0.0028046+0.0038506i,0.0028163+0.0019454i,0.0032326+0.0003939i,0.0020976-0.00014262i,0.00068043-8.3228e-05i
0.00061458-0.00036651i,-0.00097604+0.00035536i,-0.0031444-0.0029678i,7.952e-05-0.0076825i,0.0070683-0.005094i,0.0074357+0.0014212i,0.002454+0.0033821i,-0.0013055+0.0011901i,-0.0039353-0.0022158i,-0.0048637-0.0031878i,-0.0059295-0.00099351i,-0.0077355+0.0019233i,-0.0068883+0.0018199i,-0.002183-0.0022391i,0.0013624-0.0062737i,-0.00062098-0.007998i,-0.0036393-0.0064749i,-0.0043976-0.0034503i,-0.0037567-0.0014262i,-0.0033929-0.001021i,-0.0034425-0.0014164i,-0.0032103-0.0018088i,-0.0024098-0.0021761i
0.0023195+0.001793i,0.0010657+0.001149i,-0.00085962-0.0020226i,-0.0044955-0.0033483i,-0.0089461-0.0041063i,-0.0071207-0.0072472i,-0.00081339-0.0082725i,0.0044336-0.0058976i,0.0046581-0.0030212i,0.00025944-0.0016779i,-0.0022048-0.0030293i,-0.00082779-0.0053863i,-0.00044402-0.0059957i,-0.0030749-0.0036244i,-0.0044417+0.00027833i,-0.0025735+0.0015697i,-9.4602e-05-0.00042394i,0.0017078-0.0020457i,0.0024191-0.0014074i,0.001898-0.00059199i,0.0012337+6.5934e-05i,-0.0002794+0.001184i,-0.001677+0.0012242i
-0.0016966+0.0012447i,-0.0041934+0.0023148i,-0.0027725+0.0026208i,0.0013797+0.0038002i,0.0022535+0.0060691i,0.00057999+0.0053236i,-0.00057762+0.0020035i,-0.00042931-0.0010849i,0.00061689-0.0032158i,0.0014174-0.003084i,0.0014076-0.0013035i,0.002753+0.0012372i,0.0053174+0.0030034i,0.0078324+0.0028689i,0.0091519+0.0012103i,0.0088192-0.0004316i,0.0069763+0.00024669i,0.0040977+0.0011881i,0.0014917+0.00027228i,8.9151e-05-0.00052011i,-0.00064923+0.0003019i,-0.00017898+0.00080793i,0.00080579+0.00027392i
