-0.0015099+8.274e-05i,-0.0018841+0.0014803i,-0.0022211+0.0030932i,-0.0017461+0.002808i,-0.0013107+0.0014123i,-0.001011+0.0014343i,-0.00068229+0.0019353i,-0.00045218+0.0011806i,-0.00014772+0.0007517i,0.00022232+0.00048921i,0.00046666-0.00037919i,0.0005182-0.00084546i,0.00028402-0.00074212i,-0.00021675-6.674e-05i,-0.00076786+0.00059441i,-0.0015337+0.00015595i,-0.0017255-0.00034892i,-0.0014026-0.0010093i,-0.00062271-0.0011525i,-0.00043187-0.00032992i,-0.00020381-0.00033956i,0.00079718-0.0006445i,0.00089066+3.2113e-05i
-0.10185-0.083649i,-0.21512-0.20122i,-0.26311-0.30402i,-0.19702-0.30462i,-0.095317-0.26626i,-0.034737-0.24415i,-0.019236-0.16928i,-0.0043869-0.057186i,0.021055+0.0027078i,0.023486+0.010389i,0.0032486+0.014819i,-0.01181+0.019442i,-0.015805+0.020023i,-0.01681+0.024773i,-0.014349+0.031161i,-0.0064509+0.031083i,0.0016699+0.021489i,0.0020675+0.0064379i,-0.0039106-0.00092599i,-0.0089258+0.0027805i,-0.012311+0.0036813i,-0.015097-0.0034208i,-0.018629-0.0076047i
0.052244-0.063764i,0.11531-0.13942i,0.17824-0.16426i,0.19972-0.08804i,0.15457+0.016965i,0.074247+0.069933i,0.032323+0.072236i,0.048988+0.044236i,0.055423+0.0062792i,0.028265-0.011338i,0.009754-0.0065886i,0.011488+0.0017164i,0.019205+0.0013939i,0.027281-0.0048466i,0.035667-0.011867i,0.039922-0.017944i,0.035201-0.016329i,0.028377-0.010692i,0.023021-0.01501i,0.013293-0.026851i,-0.00030684-0.032893i,-0.012694-0.026474i,-0.01754-0.013876i
0.039371+0.12965i,0.071309+0.29787i,0.02747+0.39576i,-0.088891+0.31923i,-0.15374+0.20313i,-0.11312+0.14975i,-0.040089+0.074457i,-0.022998-0.023289i,-0.040369-0.057855i,-0.038887-0.039882i,-0.030446-0.020133i,-0.025223-0.0070962i,-0.022161-0.000701i,-0.027714-0.001785i,-0.034816-0.0023001i,-0.036194-0.0025869i,-0.0331-0.0055662i,-0.0253-0.0031555i,-0.015869+0.0079642i,-0.0066455+0.020941i,-2.4691e-05+0.030837i,0.00046245+0.033436i,0.0017653+0.028136i
-0.093891-0.088484i,-0.19556-0.20654i,-0.20284-0.29662i,-0.069004-0.27561i,0.083978-0.21908i,0.14197-0.19956i,0.084523-0.15553i,0.0045206-0.069758i,-0.01422-0.00942i,0.00027406+0.0078722i,0.0096796+0.013619i,0.011619+0.012125i,0.0085019+0.0099409i,0.007106+0.017943i,0.00748+0.024763i,0.0077021+0.024619i,0.0094933+0.017905i,0.0070289+0.0052879i,-0.00033476-0.0049502i,-0.0080458-0.012388i,-0.014014-0.014857i,-0.013459-0.0095053i,-0.01062-0.0036189i
0.076153-0.00878i,0.16564-0.0086391i,0.22484+0.031372i,0.19766+0.080218i,0.10739+0.072734i,0.00084222+0.030861i,-0.057166+0.027729i,-0.041958+0.049341i,-0.0162+0.044556i,-0.012903+0.028998i,-0.0014627+0.025115i,0.017084+0.018993i,0.028035+0.0041138i,0.037611-0.011377i,0.043699-0.024479i,0.03797-0.029057i,0.024407-0.019679i,0.014049-0.007264i,0.012806-0.0034511i,0.017979-0.0031938i,0.022974-0.0011829i,0.023485+0.0018931i,0.019892+0.0044046i
0.0069917+0.072934i,-0.0026402+0.14351i,-0.066483+0.13331i,-0.18126+0.027937i,-0.26861-0.021313i,-0.25384+0.027193i,-0.15147+0.054132i,-0.060621+0.020518i,-0.032275-0.0073365i,-0.023781-0.0032829i,-0.011228-0.0038236i,-0.0078616-0.013453i,-0.015542-0.017554i,-0.029668-0.020117i,-0.043276-0.019633i,-0.046533-0.016509i,-0.03874-0.016289i,-0.026646-0.013933i,-0.019233-0.0049722i,-0.017056+0.0056919i,-0.012638+0.010596i,-0.0046388+0.0069981i,0.0028121+0.0010944i
-0.073049-0.054195i,-0.1447-0.11889i,-0.12867-0.12943i,0.01514-0.047297i,0.16549+0.032346i,0.21545+0.05385i,0.16843+0.043695i,0.088128+0.024886i,0.04147+0.013915i,0.031797+0.0021315i,0.023157-0.012516i,0.0084782-0.01669i,-0.0035284-0.0061565i,-0.010252+0.012583i,-0.0095747+0.028789i,-0.0033571+0.037714i,0.002321+0.036786i,0.005146+0.026831i,0.0070236+0.012423i,0.0088932-0.0057528i,0.0075333-0.021342i,0.0030909-0.026673i,-0.00059895-0.024577i
0.078477+0.00081718i,0.16832+0.015106i,0.20575+0.046004i,0.14455+0.064011i,0.065534+0.042736i,0.028287-0.0020025i,0.00741-0.019907i,-0.0035719+0.0047346i,0.00075983+0.022418i,0.0023991+0.010785i,-0.0048008-0.001422i,-0.0091913-0.0013138i,-0.0033078-0.00022092i,0.011683-0.0056303i,0.026597-0.012486i,0.032322-0.013979i,0.026587-0.0092978i,0.015979-0.0020301i,0.010228+0.003262i,0.0096619+0.0094127i,0.0065565+0.017752i,-0.0017073+0.018892i,-0.008033+0.012707i
-0.021608+0.039638i,-0.046874+0.05537i,-0.089889-0.0043192i,-0.14244-0.11593i,-0.18312-0.16218i,-0.17961-0.12492i,-0.1111-0.071062i,-0.031166-0.041549i,0.001892-0.03002i,0.0024782-0.017074i,-0.0011138-0.0086187i,-0.0071499-0.0076941i,-0.016203-0.007611i,-0.026427-0.011839i,-0.034794-0.016417i,-0.032586-0.018901i,-0.018357-0.02225i,-0.0057378-0.022841i,-0.0063789-0.020087i,-0.016377-0.019807i,-0.022829-0.023344i,-0.021457-0.02164i,-0.016591-0.010549i
-0.050966-0.034193i,-0.1123-0.032614i,-0.10347+0.041357i,0.0054944+0.15837i,0.10928+0.21534i,0.13905+0.19259i,0.11184+0.11998i,0.064632+0.032397i,0.027256-0.010295i,0.011415-0.013212i,0.001947-0.0063461i,-0.0024922+0.0062695i,3.3355e-05+0.016678i,0.00084354+0.0262i,0.0015196+0.032773i,0.00068359+0.031324i,-0.00458+0.025747i,-0.0061114+0.018266i,0.00020329+0.010706i,0.010961+0.0029185i,0.017996-0.00097529i,0.016358+0.0029282i,0.011407+0.0076431i
0.073589-0.0027908i,0.16463-0.030728i,0.19057-0.0636i,0.1176-0.077575i,0.057438-0.071866i,0.045068-0.074091i,0.008219-0.076996i,-0.041531-0.041894i,-0.051838-0.0061075i,-0.04522-0.0030976i,-0.041157+0.00042139i,-0.025595+0.0097236i,-0.0032058+0.0093786i,0.016937+0.0043717i,0.030973-0.0017677i,0.033345-0.0087298i,0.022855-0.011382i,0.0089526-0.0075213i,6.2074e-05+0.00030042i,-0.0066996+0.013344i,-0.012837+0.026996i,-0.011123+0.028875i,-0.0026678+0.019242i
-0.039359+0.027579i,-0.075429+0.047827i,-0.090784+0.0039193i,-0.078695-0.095678i,-0.079314-0.16978i,-0.097671-0.1803i,-0.084839-0.114i,-0.035869-0.035277i,-0.0021622-0.011501i,-0.0014318-0.0070166i,0.0036093+0.0043055i,0.013985+0.0044853i,0.0092501-0.0062442i,-0.0069756-0.019789i,-0.02352-0.027649i,-0.025773-0.025593i,-0.011973-0.019692i,0.0024429-0.014669i,0.0056097-0.013417i,0.0016346-0.020316i,0.0011458-0.030864i,0.0053951-0.034405i,0.006563-0.02655i
-0.029358-0.010193i,-0.080084+0.0184i,-0.097162+0.12014i,-0.056476+0.22228i,-0.03173+0.24i,-0.045103+0.22125i,-0.029988+0.17256i,0.0039099+0.07964i,0.0095923+0.020666i,0.011603+0.016913i,0.01926+0.015307i,0.016437+0.0049121i,0.0072632-0.00092551i,-0.0032901+0.004269i,-0.011074+0.015245i,-0.016748+0.022005i,-0.021886+0.021086i,-0.020741+0.013863i,-0.010255+0.010282i,0.0045804+0.014502i,0.012481+0.019672i,0.0080204+0.018821i,0.00047788+0.012869i
0.072597-0.019474i,0.16498-0.092828i,0.20249-0.19381i,0.12841-0.21569i,0.058397-0.1165i,0.060803-0.022691i,0.040685-0.011956i,-0.02227-0.009402i,-0.048408+0.012887i,-0.034361+0.017461i,-0.01912+0.0062201i,-0.0098523-0.0040237i,-0.0043409-0.0050622i,0.0051843+0.0018813i,0.018163+0.0061648i,0.023812+0.0053766i,0.018789+0.0040772i,0.0086047+0.003985i,-0.00074595+0.0044425i,-0.010527+0.0048924i,-0.020621+0.0063756i,-0.022763+0.0062153i,-0.016048+0.0035596i
-0.056566+0.038495i,-0.10837+0.099346i,-0.12351+0.1328i,-0.057963+0.083911i,0.026971-0.0284i,0.054432-0.10522i,0.041585-0.07009i,0.035819-0.0012056i,0.033698+0.012227i,0.021209-8.1516e-05i,0.013266-0.0013628i,0.0075524+0.0016664i,-0.0017182+0.00047127i,-0.0080403-0.0085481i,-0.010732-0.017911i,-0.0060075-0.018675i,0.0067061-0.011621i,0.017945-0.002719i,0.023005-0.0037305i,0.023793-0.017587i,0.026604-0.028951i,0.027142-0.027843i,0.018564-0.017843i
-0.0068157-0.016802i,-0.038849-0.0017617i,-0.067195+0.056779i,-0.07739+0.10881i,-0.097614+0.10627i,-0.12255+0.090706i,-0.079894+0.074969i,-0.0045745+0.031847i,0.018196+0.0031403i,0.016408+0.0041626i,0.011846-0.001893i,-0.00082191-0.0070157i,-0.0058451-0.00065741i,-0.0071539+0.0074312i,-0.0098232+0.014634i,-0.012424+0.01435i,-0.016107+0.0030999i,-0.015917-0.0084323i,-0.012347-0.0084137i,-0.0068291+0.0044838i,-0.0043758+0.0161i,-0.0084896+0.017359i,-0.011569+0.014208i
0.059122-0.019624i,0.14911-0.1079i,0.20774-0.22489i,0.14833-0.2401i,0.057751-0.10332i,0.053655+0.014318i,0.050394-0.00072685i,-0.0031864-0.027322i,-0.023995-0.011195i,-0.011302-0.011445i,-0.0080452-0.021155i,-0.0056753-0.016447i,-0.00084373-0.0069602i,0.0032793+0.00048903i,0.010746+0.0036699i,0.015699+0.0026771i,0.011569+0.0016483i,0.0014117+0.0010716i,-0.0072902-0.0001254i,-0.0146-0.0045581i,-0.021009-0.010883i,-0.018273-0.011294i,-0.0071876-0.0068167i
-0.062671+0.045592i,-0.13983+0.14612i,-0.18189+0.25251i,-0.090705+0.25015i,0.067257+0.11049i,0.13153-0.022502i,0.094005-0.034809i,0.054883-0.00041693i,0.042653-0.0038844i,0.022206-0.016863i,0.0014002-0.003884i,-0.0026417+0.011764i,0.00038639+0.0095498i,0.0012578-0.0063251i,-0.0022179-0.021041i,-0.0031561-0.022191i,0.003667-0.0094728i,0.01372+0.0049806i,0.020603+0.0074787i,0.02213-0.00096067i,0.024028-0.0052754i,0.0259-0.0038743i,0.02073-0.0032209i
0.016144-0.032781i,0.021977-0.068452i,0.018477-0.092497i,-0.013431-0.1005i,-0.084935-0.11237i,-0.14786-0.105i,-0.12332-0.06375i,-0.049334-0.035461i,-0.023491-0.022566i,-0.028474+0.0023125i,-0.021209+0.015261i,-0.0097798+0.0070198i,-0.0034065-0.00029138i,-0.00564+0.0019317i,-0.01195+0.0069804i,-0.016672+0.0045736i,-0.018556-0.0067644i,-0.016573-0.018129i,-0.016069-0.017034i,-0.017814-0.0026638i,-0.019136+0.010422i,-0.020566+0.011338i,-0.019615+0.0051129i
0.03345-0.013093i,0.10274-0.066058i,0.15258-0.15204i,0.088405-0.16066i,-0.025784-0.031487i,-0.054014+0.080907i,-0.038031+0.055711i,-0.048895+0.00017463i,-0.048571-0.0068258i,-0.025027-0.0063427i,-0.0069037-0.010062i,0.0032306-0.0086849i,0.0030792-0.0057679i,-0.0010407+0.00012728i,0.002165+0.0061539i,0.0059838+0.0097012i,0.0010663+0.0096866i,-0.0090798+0.0090028i,-0.01293+0.0087984i,-0.0094284+0.0023595i,-0.0076521-0.007337i,-0.0070761-0.0089685i,-0.0037265-0.0023408i
-0.059551+0.043101i,-0.15791+0.15189i,-0.22657+0.30042i,-0.12882+0.34886i,0.064025+0.24033i,0.1428+0.11328i,0.091446+0.073267i,0.040521+0.060941i,0.026015+0.024378i,0.015314-0.0028196i,0.0017428-0.0023254i,-0.0081985+0.0065273i,-0.010349+0.0081963i,-0.0057622+5.9008e-05i,-0.0024953-0.0074592i,2.2417e-05-0.0045409i,0.0062859+0.0073162i,0.014626+0.018231i,0.021483+0.017203i,0.02258+0.0099654i,0.020937+0.0084787i,0.02033+0.0099082i,0.016118+0.0085312i
0.041752-0.043779i,0.097021-0.13019i,0.1327-0.23312i,0.096382-0.27792i,0.010802-0.26094i,-0.046878-0.20479i,-0.039447-0.11764i,-0.015573-0.041626i,-0.019009+0.00081941i,-0.023567+0.024759i,-0.0088535+0.024062i,0.0032523+0.0078238i,0.0045588+0.0010927i,0.0013143+0.0037882i,-0.0034561+0.0072954i,-0.0048386+0.0030594i,-0.0017252-0.0090599i,0.00036562-0.021899i,-0.0046026-0.025334i,-0.01035-0.016522i,-0.010256-0.0064003i,-0.0084031-0.004242i,-0.0067052-0.0065699i
-0.0011831+0.013445i,0.031038+0.01834i,0.058844-0.0094076i,0.002822-0.028794i,-0.099017+0.029113i,-0.11239+0.093063i,-0.055476+0.067724i,-0.024627+0.018832i,-0.010839+0.013837i,0.010074+0.011817i,0.02037+0.00055251i,0.018146-0.0013148i,0.011269-0.00082316i,0.0076625-0.0014948i,0.010446-0.00060617i,0.011035+2.8844e-05i,0.0023433+0.00087318i,-0.0094454+0.0037817i,-0.011558+0.0084084i,-0.0042059+0.007495i,0.00058055-0.0015248i,-0.00032252-0.0064809i,-0.00086638-0.0030202i
-0.044673+0.017984i,-0.14438+0.1016i,-0.22635+0.24846i,-0.14324+0.33986i,0.044864+0.28345i,0.12203+0.17094i,0.079211+0.1055i,0.048493+0.064596i,0.044501+0.018078i,0.025702-0.011096i,-0.0033494-0.011033i,-0.019124-0.0010558i,-0.015285+0.0027974i,-0.0070747-0.002927i,-0.00449-0.010385i,-0.0036104-0.0078585i,0.00061556+0.0037014i,0.011321+0.015218i,0.020865+0.015204i,0.01878+0.0062192i,0.010116+0.0029215i,0.0052256+0.005234i,0.0030295+0.0051863i
0.061661-0.0414i,0.15379-0.14996i,0.23572-0.29919i,0.2143-0.37321i,0.123-0.33668i,0.068413-0.25435i,0.046244-0.1631i,0.018264-0.080802i,-0.010296-0.032732i,-0.024989-0.0085137i,-0.016434+0.0034549i,0.0024899+0.0016924i,0.0090984-0.0016511i,0.0024468+0.0017461i,-0.0050339+0.0039371i,-0.0047075-0.0013976i,0.0021468-0.014479i,0.0041802-0.028283i,-0.0035561-0.033055i,-0.01037-0.025498i,-0.0098575-0.014576i,-0.0076035-0.0085754i,-0.0056497-0.0057598i
-0.033095+0.036348i,-0.051939+0.089796i,-0.070934+0.12471i,-0.11248+0.10043i,-0.16728+0.060324i,-0.17017+0.040475i,-0.102+0.0105i,-0.040135-0.018076i,-0.0095729-0.016051i,0.012332-0.0080198i,0.020763-0.0084652i,0.015589-0.0065577i,0.0071796-0.0054599i,0.0030518-0.0048999i,0.0042775-0.001619i,0.0023883-0.00024879i,-0.0070963-0.00096376i,-0.015634+0.0024341i,-0.015047+0.011131i,-0.008831+0.01432i,-0.0050721+0.0079614i,-0.005203+0.0030003i,-0.0046981+0.0040769i
-0.014939-0.0097292i,-0.083041+0.026321i,-0.15187+0.12299i,-0.11504+0.22534i,-0.0013519+0.24237i,0.035757+0.17474i,-0.0025942+0.10418i,-0.012493+0.052233i,0.002156+0.010273i,0.00094825-0.00923i,-0.013561-0.010914i,-0.02597-0.007616i,-0.025864-0.0036043i,-0.017429-0.0027249i,-0.012054-0.0029303i,-0.010047+0.0013777i,-0.0059768+0.011629i,0.0046694+0.019864i,0.016829+0.014214i,0.019813+0.00080345i,0.013373-0.0028751i,0.0086072+0.0014107i,0.007005+0.0027869i
0.060594-0.019907i,0.16556-0.11214i,0.27981-0.25663i,0.28361-0.34298i,0.19528-0.29617i,0.1367-0.17948i,0.087886-0.088401i,0.018619-0.03581i,-0.026684-0.0066385i,-0.033767+0.0074735i,-0.016803+0.013365i,0.00247+0.012146i,0.0061045+0.009967i,0.00078883+0.011167i,-0.0013285+0.010515i,0.0031346+0.0037144i,0.0092748-0.0080935i,0.0079476-0.02201i,-0.0026628-0.029241i,-0.011735-0.022895i,-0.010372-0.010011i,-0.0056259-0.0018322i,-0.0026799-0.00010633i
-0.059041+0.042307i,-0.12866+0.11952i,-0.19763+0.20229i,-0.21367+0.19159i,-0.19039+0.088044i,-0.15618+0.0069084i,-0.087663-0.0070311i,-0.024687+0.0032774i,-0.00032826+0.01198i,0.0097293+0.012189i,0.012528+0.0050089i,0.0077026+0.0029273i,0.0053102+0.0034225i,0.0074945+0.00084141i,0.0097195+0.00019184i,0.0059947-0.00097652i,-0.0045473-0.0021993i,-0.015165+0.0051388i,-0.018165+0.018589i,-0.014388+0.024704i,-0.010139+0.017064i,-0.0074806+0.0050186i,-0.0052718-0.00066721i
0.015813-0.035622i,0.006543-0.051974i,-0.030523-0.02196i,-0.049192+0.070086i,-0.027905+0.14577i,-0.020354+0.13269i,-0.032678+0.080435i,-0.020725+0.044402i,0.0020894+0.019442i,0.00096026-0.00017358i,-0.014351-0.0086622i,-0.022153-0.0082328i,-0.0183-0.0066342i,-0.011829-0.0084523i,-0.0091261-0.010222i,-0.0083814-0.004246i,-0.0048729+0.0081819i,0.005835+0.016141i,0.019655+0.011332i,0.0265-0.00027539i,0.024182-0.0064399i,0.01752-0.0052625i,0.01057-0.0030133i
0.038615+0.012992i,0.1286-0.027071i,0.24725-0.13497i,0.28038-0.22601i,0.21962-0.18745i,0.16551-0.073816i,0.11332-0.013487i,0.045923-0.0060397i,0.0037137-0.0019158i,-0.0058404+0.0038705i,0.0010958+0.012059i,0.013669+0.016825i,0.014847+0.013723i,0.0059761+0.009913i,0.0022305+0.0057478i,0.0064518-0.00016472i,0.011762-0.0085142i,0.010815-0.020098i,0.00010804-0.028229i,-0.010208-0.023859i,-0.011694-0.011513i,-0.0094734-0.0037049i,-0.0073744-0.00075621i
-0.074815+0.020266i,-0.18572+0.087661i,-0.2897+0.19307i,-0.27734+0.21257i,-0.17948+0.089955i,-0.10054-0.031538i,-0.039159-0.044177i,0.010655-0.017183i,0.023881-0.0092274i,0.01871-0.0038756i,0.015091-0.002608i,0.010946-0.0049426i,0.0074328-0.0053143i,0.0054278-0.003103i,0.0036017-0.00069126i,-0.001571-0.0026012i,-0.010202-0.0023245i,-0.016063+0.0067279i,-0.015578+0.019302i,-0.012576+0.022751i,-0.0099503+0.012981i,-0.0062183+0.0031406i,-0.0024767+0.00078956i
0.056955-0.041243i,0.113-0.0972i,0.1213-0.1317i,0.057903-0.07993i,-0.015899+0.010954i,-0.05237+0.037637i,-0.055255+0.0067464i,-0.039704-0.012529i,-0.020704-0.012501i,-0.012267-0.012141i,-0.0136-0.014908i,-0.016348-0.017658i,-0.016391-0.018049i,-0.014454-0.015303i,-0.012455-0.0097068i,-0.010716+3.6267e-05i,-0.0055958+0.0099305i,0.0053374+0.012076i,0.020608+0.0057649i,0.030822-0.0036226i,0.029057-0.0075653i,0.019788-0.0045844i,0.011441-0.0014326i
0.0085198+0.044366i,0.055005+0.058784i,0.14195+0.005549i,0.19044-0.070172i,0.16307-0.053528i,0.11414+0.024953i,0.066105+0.045327i,0.016494+0.017506i,-0.010338+0.0053478i,-0.0096509+0.0078681i,0.00059548+0.014381i,0.008257+0.018067i,0.0053507+0.016688i,-0.002179+0.015161i,-0.0028717+0.01185i,0.0051762+0.0054326i,0.012517-0.0038098i,0.009718-0.017005i,-0.0034605-0.026667i,-0.017286-0.024717i,-0.022456-0.016045i,-0.020596-0.0098067i,-0.015844-0.0060973i
-0.074769-0.0091319i,-0.19126+0.028175i,-0.30038+0.12139i,-0.27601+0.16398i,-0.1411+0.067536i,-0.039502-0.04418i,-0.0046692-0.042924i,0.01166-0.0046669i,0.013049+0.0027573i,0.0056105+0.00085753i,0.0017936-0.0033925i,-0.0024779-0.0071489i,-0.0022188-0.0034379i,0.0036366+0.00079311i,0.0056901+0.001118i,0.00091832-0.0020058i,-0.0071533-0.0031828i,-0.013065+0.0054404i,-0.015201+0.018732i,-0.015292+0.022955i,-0.011052+0.016174i,-0.0036709+0.0076968i,0.0012742+0.0042139i
0.083024-0.033102i,0.18567-0.098188i,0.24528-0.16771i,0.17438-0.16752i,0.032913-0.094373i,-0.047836-0.037762i,-0.055107-0.032943i,-0.043019-0.024623i,-0.028956-0.0058752i,-0.016014-0.0027007i,-0.01275-0.0083422i,-0.015117-0.010273i,-0.013964-0.009672i,-0.0076479-0.0093554i,-0.0021652-0.0075775i,-0.0014389-0.0012085i,-0.00057744+0.0056345i,0.0061979+0.0066107i,0.019382+0.0038591i,0.03014+0.002619i,0.029718+0.0045986i,0.021581+0.0069376i,0.012832+0.0065612i
-0.033921+0.062115i,-0.044974+0.11274i,-0.020852+0.12183i,0.027593+0.087119i,0.050804+0.080981i,0.033436+0.10237i,0.011733+0.086166i,0.0022225+0.04737i,0.0040505+0.025217i,0.0089941+0.016325i,0.010017+0.01709i,0.010258+0.022838i,0.006615+0.021132i,-0.0011097+0.013556i,-0.0023765+0.0061164i,0.0042566-0.00085232i,0.0088963-0.0075427i,0.0055955-0.014837i,-0.0042762-0.02216i,-0.014702-0.02394i,-0.018611-0.018847i,-0.015756-0.013533i,-0.011675-0.010168i
-0.051361-0.044284i,-0.13679-0.047302i,-0.22448+0.0048499i,-0.21053+0.05879i,-0.085669+0.027933i,0.016888-0.032066i,0.037439-0.021831i,0.035846+0.0061369i,0.029903-0.0011109i,0.014009-0.011455i,0.0042661-0.012603i,0.0042338-0.011293i,0.0074162-0.0078218i,0.0068544-0.0061819i,0.0020204-0.0054133i,-0.0038812-0.0059048i,-0.0094624-0.0050956i,-0.013253+0.0037143i,-0.014262+0.015935i,-0.010163+0.019887i,-0.0040682+0.014202i,-0.00018973+0.0074743i,0.0019608+0.0056451i
0.092452-0.0048109i,0.21609-0.042958i,0.31502-0.1149i,0.2634-0.16678i,0.093501-0.14049i,-0.012274-0.081116i,-0.017385-0.057576i,-0.013201-0.048782i,-0.019241-0.02914i,-0.01719-0.015029i,-0.01302-0.010739i,-0.0089448-0.0090987i,-0.0058169-0.010587i,-0.0055827-0.011042i,-0.006038-0.0064621i,-0.0073392-0.00019583i,-0.0053168+0.0043061i,0.0044701+0.004569i,0.017963+0.0010685i,0.026606+7.6307e-05i,0.024044+0.0023279i,0.014317+0.0035428i,0.0069512+0.0028745i
-0.069558+0.055051i,-0.14644+0.1105i,-0.19151+0.15853i,-0.15059+0.16801i,-0.076764+0.14776i,-0.043993+0.11947i,-0.032154+0.078551i,-0.016338+0.038999i,-0.0055151+0.01913i,-0.0024676+0.015275i,-0.0013523+0.018164i,0.0013332+0.018924i,-0.00041235+0.014176i,-0.005401+0.010128i,-0.0058255+0.0073043i,-0.00037348+0.0036906i,0.0047891+0.00095942i,0.0029167-0.0055955i,-0.0055571-0.016016i,-0.01329-0.024548i,-0.014738-0.025801i,-0.011453-0.020969i,-0.0070752-0.015737i
-0.012206-0.064803i,-0.034533-0.10827i,-0.075954-0.097135i,-0.073775-0.037419i,0.0063616-0.011501i,0.067378-0.023043i,0.052227-0.012429i,0.024072+0.0039125i,0.0098633-0.0013945i,-0.0015978-0.0071366i,-0.003437-0.0088533i,-0.00042945-0.013258i,0.0010149-0.011841i,0.0018457-0.0049277i,0.0018172-0.00023279i,0.00065959+0.00018457i,-0.0024629-0.00076103i,-0.0058972+0.0037594i,-0.007641+0.013027i,-0.0080383+0.016624i,-0.0071651+0.01318i,-0.0054055+0.0093106i,-0.0041683+0.0078188i
0.080837+0.026188i,0.19162+0.034638i,0.29556-0.016568i,0.26754-0.10216i,0.11719-0.12665i,0.015235-0.091999i,0.0038572-0.065843i,-0.0062536-0.049665i,-0.022164-0.022638i,-0.017195-0.0023974i,-0.0087114-8.4822e-05i,-0.0075147-0.0033619i,-0.0082146-0.0044703i,-0.0065619-0.0029174i,-0.0024418-0.0005982i,-0.00026696+0.0016435i,0.00075554+0.0027007i,0.0059682+0.0014692i,0.013013-6.3865e-05i,0.015471+0.0021282i,0.011408+0.0066526i,0.0049372+0.0082359i,0.00010008+0.0070493i
-0.092524+0.030287i,-0.21717+0.066476i,-0.31323+0.11377i,-0.28685+0.14477i,-0.18347+0.13236i,-0.10799+0.089581i,-0.071026+0.052144i,-0.036808+0.036761i,-0.0074447+0.031161i,0.0064941+0.025217i,0.0071128+0.021543i,0.0027258+0.020037i,0.00021551+0.01649i,-8.219e-05+0.010468i,0.0019372+0.0045263i,0.0061488+0.0019072i,0.0076486+0.0009163i,0.002746-0.0018686i,-0.0034727-0.0087305i,-0.0065809-0.016244i,-0.0060827-0.017553i,-0.0024533-0.013377i,0.0019379-0.0082752i
0.035024-0.071737i,0.075591-0.13363i,0.094764-0.14251i,0.08722-0.08144i,0.089858-0.025987i,0.079793-0.0024954i,0.040122+0.012599i,0.017829+0.018647i,0.017541+0.0057154i,0.014385-0.0084727i,0.010107-0.013012i,0.008669-0.011487i,0.0098821-0.0069787i,0.010417-0.0046252i,0.0077867-0.0057109i,0.0046604-0.0082851i,0.0031375-0.0085515i,0.0017434-0.0022416i,-0.00077902+0.0082472i,-0.0025534+0.013901i,-0.0026295+0.01244i,-0.002644+0.0081744i,-0.0029491+0.0051883i
0.050084+0.057717i,0.12467+0.10501i,0.19554+0.085529i,0.18549-0.0067231i,0.091567-0.067199i,0.023059-0.05569i,0.022186-0.032773i,0.018636-0.027632i,0.0023127-0.021617i,-0.0018525-0.015492i,-0.0025695-0.012539i,-0.0059122-0.007861i,-0.0073535-0.0051636i,-0.0074732-0.0057579i,-0.0069732-0.0068057i,-0.0061456-0.0068728i,-0.0050128-0.0057133i,-0.00044199-0.0051949i,0.0059516-0.0045659i,0.0090334+0.00014113i,0.0084046+0.0038158i,0.0054464+0.0021871i,0.0019768-0.00028374i
-0.096276+0.0019604i,-0.22683+0.0039018i,-0.3378+0.021469i,-0.32713+0.056957i,-0.21616+0.072327i,-0.11444+0.045367i,-0.061617+0.020129i,-0.027457+0.014251i,-0.005024+0.0088796i,-0.0020259+0.0035987i,-0.0063534+0.005037i,-0.0051125+0.0085194i,-0.0014355+0.0075194i,-0.00058431+0.0039819i,-0.0024883+0.0028136i,-0.0038405+0.0041919i,-0.0039504+0.0043947i,-0.0063505+0.0020637i,-0.0070835-0.0029775i,-0.0020352-0.010481i,0.0028366-0.014i,0.003829-0.011703i,0.0046943-0.007978i
0.06427-0.059578i,0.15203-0.10628i,0.22609-0.10643i,0.22052-0.056014i,0.15737-0.0051903i,0.090319+0.019154i,0.037425+0.01774i,0.011926+0.0055911i,0.00095865-0.0073852i,-0.0073711-0.012718i,-0.0055499-0.011132i,0.0035359-0.011353i,0.006909-0.012073i,0.0037209-0.0091443i,0.00032124-0.003677i,-0.00035862-0.00093708i,0.0016467-0.00098806i,0.004419+0.00058301i,0.0043144+0.0036333i,-0.00049637+0.0036587i,-0.0048987+0.0014185i,-0.0057926+8.6426e-05i,-0.0068484-0.00053715i
0.016292+0.070234i,0.032263+0.13231i,0.052092+0.13396i,0.061558+0.052465i,0.041508-0.023594i,0.022899-0.030702i,0.026964-0.015983i,0.016809-0.017072i,-0.0066941-0.013097i,-0.015652-0.0011393i,-0.01315+0.0030296i,-0.010791+0.00050996i,-0.011468-0.0028125i,-0.01195-0.0039497i,-0.0088613-0.0029256i,-0.0052998-0.0016475i,-0.0040506-0.0017811i,-0.0030356-0.0037617i,-0.0017528-0.0061704i,-0.0022829-0.004219i,-0.0025475-0.00067603i,-0.0019747+0.00020878i,-0.0023+0.00041277i
