-0.0015099+8.274e-05i,-0.0018841+0.0014803i,-0.0022211+0.0030932i,-0.0017461+0.002808i,-0.0013107+0.0014123i,-0.001011+0.0014343i,-0.00068229+0.0019353i,-0.00045218+0.0011806i,-0.00014772+0.0007517i,0.00022232+0.00048921i,0.00046666-0.00037919i,0.0005182-0.00084546i,0.00028402-0.00074212i,-0.00021675-6.674e-05i,-0.00076786+0.00059441i,-0.0015337+0.00015595i,-0.0017255-0.00034892i,-0.0014026-0.0010093i,-0.00062271-0.0011525i,-0.00043187-0.00032992i,-0.00020381-0.00033956i,0.00079718-0.0006445i,0.00089066+3.2113e-05i
0.0012654-0.00104i,0.00047487-0.0008383i,-0.0007479-0.0011838i,-0.0010902-0.0013545i,-0.00085912-0.0012168i,-2.2768e-05-0.0014023i,-0.00011686-0.0013232i,-0.0006037-0.0012759i,-0.00014662-0.0010676i,0.00034644-0.00071i,7.5197e-05+3.2219e-05i,-0.00047866+0.00017785i,-0.00046062-0.00026601i,0.00051638-0.00035346i,0.0013064-0.00052748i,0.00069064-0.0010171i,0.00011199-0.00087627i,6.7298e-05-0.00024283i,0.00020543+0.00021738i,0.00087875+0.00060325i,0.0010323+0.00077797i,0.00043751+0.00053734i,0.00016435+0.00048226i
0.0029147-0.0009118i,0.0026054-0.00086994i,0.0023312-0.00012646i,0.0008092+0.00029872i,-0.00027064-8.1704e-05i,-0.0011275-0.00024463i,-0.00079598-0.00054931i,0.00017246-0.00069596i,0.00066301-0.00084697i,0.00025417-0.0011041i,-4.9232e-05-0.0012427i,-0.00011646-0.00076739i,-0.00029288-0.00025149i,0.0001872-0.00026974i,0.001021+0.00021748i,0.0012202+0.00094071i,0.00035312+0.0011028i,0.00018131+0.00076303i,-8.3353e-05+0.00069003i,-0.0011172+5.4767e-05i,-0.00077066-0.00088661i,0.00037262-0.00062103i,1.3713e-05-0.00051045i
0.00051455+0.0024197i,0.00080421+0.00015023i,0.0013258-0.00053497i,0.001561-0.00070336i,0.0010896-0.0011806i,0.00031591-0.0014261i,0.00022112-0.0017339i,0.00024883-0.00098875i,-0.00028492-0.0002927i,0.00016012-0.00050443i,0.00079365-0.00058577i,0.00034204-0.000197i,-0.00049697-0.00013439i,-0.00052319-0.00064381i,0.00015493-0.0011654i,0.00012649-0.00069599i,-0.00041499-0.00011163i,-0.00047476+0.00011048i,-0.00051883+0.00058079i,3.812e-05+0.00030216i,0.00032898+7.6357e-05i,0.00014413-0.00015188i,0.00013306-0.00066479i
0.00079695-0.00044677i,-0.00057046-0.00052233i,0.000153-0.0011719i,0.0013396-0.0012494i,0.0010366-0.00093448i,-0.00015551-0.0014799i,-0.0007461-0.0019661i,-0.00073419-0.0012907i,-0.00035839-0.00061164i,0.00093929-0.00073659i,0.00098875-0.00094388i,-0.00030991-0.0013559i,-0.00053175-0.0014296i,0.00065383-0.00055254i,0.00058034-0.00013412i,-0.0004531+1.9898e-05i,-0.00071721+0.0006385i,-0.00015936+8.2264e-06i,0.00095026+0.0003876i,0.0010443+0.0012663i,0.00057695+0.0013221i,-0.00043925+0.0010322i,-0.00073133-0.00027494i
0.00094502-0.00062816i,0.00092018-0.00035399i,0.00065233+0.00014213i,-0.00096964+4.3009e-05i,-0.0019397-0.00067139i,-0.0015825-0.00021166i,-0.00074109-0.0001127i,0.00062538-0.0008984i,0.001414-0.00060934i,0.00025892-0.0005054i,-2.836e-05-0.00065358i,0.00011107-3.3221e-05i,-0.00068996+0.00016929i,-0.00016788-0.00022289i,0.00016534-0.00015901i,4.7857e-05+1.2245e-05i,0.0010446+0.00019749i,0.00083652+0.00034618i,0.00040855+0.00066561i,0.00083732+0.00057263i,0.00079322+2.0071e-05i,-0.00024545-0.00041572i,-0.00069362-0.00048104i
0.0007382+0.0010542i,0.0013206+0.0017688i,0.0011495+0.0027024i,0.0016259+0.0016938i,0.0018405+0.00034392i,0.00085807-0.00023127i,-0.00020033-0.00054372i,-0.0005744-0.0005542i,-0.00017217+0.00011384i,0.00016142+0.0001073i,-0.00018003-0.00082674i,-0.00041559-0.00054058i,-0.00027203-0.00031793i,-0.00034937-0.00056894i,-0.00045747-0.00020684i,0.0002198+0.0003935i,0.00068541+0.0006361i,0.00023806+0.00011272i,0.00011231-0.00058605i,-2.5873e-05-0.00072144i,-0.00062368-0.00041994i,-0.00069829-0.00027357i,-0.00053271-0.00028175i
-0.00021356+0.00012061i,0.00069477+6.1286e-05i,0.00053384-0.00032982i,-0.00043993-0.0003931i,-0.00047236-0.00033167i,-0.0003795-0.001124i,-0.00059095-0.0016621i,4.667e-05-0.0014155i,8.7358e-05-0.0011003i,0.00043165-0.0005354i,0.0006912-0.00016996i,-4.8207e-05-0.00053358i,0.00055587-0.00099579i,0.0013054-0.0015947i,0.001013-0.0015203i,0.00041599-0.00035458i,0.00088707-0.00010901i,0.0012688-0.00035478i,0.00023764-0.00018057i,-8.5648e-05-0.0001988i,0.000474-0.00010162i,0.00090356-0.00053637i,0.00055644-0.00063087i
0.0012523-0.0004138i,0.00023086-0.0002125i,0.00010939+7.1813e-05i,0.00010508-0.0011414i,0.00018852-0.0026538i,-0.00017753-0.002181i,-0.00073492-0.00094388i,-0.00054422-0.00042972i,0.00028948-5.2022e-05i,0.0011246-0.0007174i,0.0013925-0.0010192i,0.00097982-0.00017043i,0.00010807-8.2612e-05i,-0.0006048-0.00026196i,-6.8153e-05-0.00048564i,0.00068469-0.00053676i,0.00036427-0.00067411i,0.00046163-0.00075727i,0.0010666-0.00027194i,0.001252-3.2711e-06i,0.0013932+3.9143e-05i,0.00097031-0.0001916i,0.00030751-0.00050566i
-0.00048874+0.00015994i,-0.00018267+0.00047429i,-0.0008201+0.00021542i,-0.00016983+0.00046718i,0.00054886+0.00065615i,0.00010838+0.00031352i,-0.0008618-0.00061735i,-0.00041113-0.0019882i,0.00010541-0.001594i,-0.00027338-0.00086469i,-0.00069398-0.0014876i,-0.0010371-0.001256i,-0.00063497-0.00033757i,1.0468e-05-2.803e-05i,0.00048283-0.00049799i,0.0011353-0.00091261i,0.00092493-0.00022694i,0.00047301+0.00012029i,0.00057573-5.5447e-05i,0.00060138-0.00011523i,-1.5948e-05-0.0001633i,-0.00038036-0.00048752i,-1.3661e-05-0.00022121i
-0.00089776+0.0012429i,0.00059463+0.0025338i,0.00029621+0.0034069i,-0.00085933+0.0025188i,-0.0010057+0.00075186i,-0.00015927-0.00020294i,0.00028442-0.00034848i,-1.7672e-05-0.0001941i,-0.0008689+4.1046e-05i,-0.0011256-0.00035321i,-0.00088807-0.00084325i,-0.00043753-0.00071631i,0.00053478-4.1533e-05i,0.0012428+0.00028768i,0.00074754-0.00061207i,0.00017303-0.00049645i,-0.00020122+0.00015198i,-0.00071768-4.9558e-05i,-0.00026836+0.00015055i,0.00065165+0.0005809i,0.00072549+0.00052004i,-1.3822e-05+0.00044283i,-0.00078311+0.00020814i
0.00013673-0.001026i,-0.00082385-0.0014357i,-0.0018107-0.001579i,-0.0015857-0.00095465i,-0.0012926-0.00079472i,-0.0012717+0.0001005i,-0.00081412+0.00020097i,0.00036128-0.00032669i,0.00048676-0.00050079i,-0.00013812-0.00065064i,-0.00058936-6.4876e-05i,-0.00057225+0.00041095i,-7.6934e-05+4.324e-05i,0.00084041-0.00066156i,0.0014083-0.00089105i,0.00077176+6.0686e-05i,0.00024467+0.00075881i,-0.00014159+0.0012251i,-0.00019013+0.0009777i,0.00057195-0.00040497i,0.00080003-0.00086539i,0.00075422-0.00023922i,0.00092213+0.00055819i
-0.00083067+5.8824e-05i,5.4795e-05-0.00059492i,0.0006182+0.00049889i,0.001276+0.00093191i,0.0012525+0.00028391i,0.00053656-0.0010649i,-0.00051225-0.0015258i,-0.00047132-0.0011833i,-0.00044795-0.00055641i,-0.00062386-0.00034107i,-0.00029945-0.0003361i,0.00029558-0.00060451i,0.00087783-0.00050395i,0.00066905-9.0118e-05i,0.0010184-0.00098538i,0.001405-0.0013238i,0.0009235-0.00062091i,0.00023067+0.00032243i,0.00030404+0.0011211i,0.00068697+0.00013938i,0.00060571-0.00093442i,0.00067085-0.0004366i,0.0007061+5.6391e-05i
-0.00019575+0.00021202i,0.0007426+0.0012067i,0.00096268+0.00088011i,0.00046148+0.00012366i,0.000981-0.00040757i,0.0013728-0.00087036i,0.00012292-0.00086266i,-0.001009+0.00010185i,-0.0009465+0.00057967i,0.00018809+0.00031151i,0.00053077+0.00095258i,0.00027997+0.00065836i,0.00032197-0.00038973i,0.00035438-0.00040156i,0.00080271+0.0006998i,0.0011104+0.00027977i,0.00080458-0.001137i,0.00082642-0.0009518i,0.00051955-0.00055079i,-0.00026357-0.00090938i,-5.9655e-05+7.1633e-05i,0.00071875+0.00054025i,0.00046619-0.00086329i
-0.00056091-0.00058373i,5.2863e-05+0.00037214i,0.00081439+0.0020631i,0.00071753+0.001544i,0.00029063+0.00077396i,-0.00010968-9.6884e-05i,-0.00026747-0.00042512i,0.00018154+9.5122e-05i,0.00028518-0.00029408i,-6.1511e-05-7.1004e-05i,8.5228e-06-0.00034662i,0.00028575-0.00097126i,0.00056725-0.0014519i,0.00024122-0.0021929i,1.3782e-05-0.0021609i,0.00036638-0.00064334i,0.00017995+0.00081207i,0.00068171+0.00036757i,0.0011915+0.00051708i,0.0006782+0.00043504i,9.6679e-05-0.00015076i,-0.0002446+7.5251e-05i,-0.00039985-4.9325e-05i
0.0016173-0.00083934i,0.00011282-0.0026489i,-0.0013068-0.0037955i,-0.0016691-0.0022856i,-0.0017416-0.00053547i,-0.0014095-3.4936e-05i,-0.00088139-0.00037045i,-0.00035272-0.00036659i,0.0003643-0.00032683i,0.00075648-0.00053056i,0.00029542-0.00027828i,-0.00037764+0.00036753i,0.00019543+0.00048525i,0.0010913-0.00085272i,0.0012283-0.0017126i,0.00048844-0.00080906i,-0.00026811-0.00026942i,-0.0002101-3.7537e-06i,0.00024311+0.00084299i,0.00043516+0.0012016i,0.00062781+0.00050944i,0.00075383+2.3177e-05i,0.0011782-0.00021689i
0.0021826+0.00087599i,0.0017217+0.0019819i,0.0019452+0.0016055i,0.001536+0.00058129i,0.001091-0.0006669i,0.00095305-0.0005823i,0.00071892+0.00019418i,0.00080887-0.0003567i,0.0010036-0.00081738i,0.00086037-0.0012868i,-0.00024715-0.0017059i,-0.001247-0.0013626i,-0.00038546-0.00074458i,0.00072531-0.00018917i,0.00063406+5.3755e-05i,0.00045965+5.0007e-05i,-3.6973e-05+0.00046699i,8.8705e-05+0.00043848i,0.00038083+0.00059868i,0.00028168+0.00085038i,0.00031181+0.00034248i,0.00017712-4.1024e-05i,-0.0003178+0.00024014i
-0.00038861-0.0013784i,-0.00026012-0.0023711i,0.00038939-0.0021616i,0.0005453-0.00087336i,-0.00057288+0.00069953i,-0.0014161-7.9571e-05i,-0.00059079-0.0016944i,5.257e-06-0.0017536i,0.00029653-0.0011235i,0.0006122-0.0011582i,0.00074054-0.0015863i,0.0010407-0.001132i,0.0016264-0.00058677i,0.0013546-0.00063264i,0.00077216+0.00019211i,9.5072e-05+0.00091908i,0.0002417+0.00060555i,0.00055316+1.5393e-05i,0.00073276-9.2612e-05i,0.0012244-0.00051778i,0.0010969-0.00035585i,0.00085312+0.00013608i,0.00056355-0.00014114i
-6.9531e-05+0.0023615i,-0.001279+0.0032808i,-0.0010177+0.0040472i,0.00095736+0.0034936i,0.0021752+0.001278i,0.0014946-0.0006954i,0.00022714-0.0018828i,-0.00042449-0.0015744i,-0.00032993-0.0010155i,0.0001094-0.0012527i,-1.1429e-05-0.0013113i,-0.00098311-0.0012138i,-0.0012606-0.00079585i,-0.00017745-0.00019064i,0.00019891-8.9253e-05i,0.00044699-0.00043699i,0.0012583-0.00017027i,0.00054993+0.00074667i,0.00014815+0.00072623i,0.00038202+0.00029189i,0.0002157+0.00030672i,0.00087024+0.00071729i,0.00022806+0.00072772i
0.0020565-0.0016743i,0.00064652-0.0016194i,-0.00087106-0.0030371i,-0.0016607-0.0027189i,-0.0019099-0.0013991i,-0.0015954-0.00022264i,-0.0013477+3.7659e-05i,-0.00088144-0.00028867i,9.1035e-05-0.00084689i,0.00075322-0.00053369i,0.00029841+0.00065385i,-0.00050442+0.00078994i,-0.00017498+0.00075926i,0.00075535+0.00059542i,0.0006664-0.00050648i,0.00090789-0.00042744i,0.0014309+0.00018365i,0.00098938+7.4547e-05i,0.00015777+0.00028827i,0.00018804+0.00037033i,0.00087987+0.00047432i,0.00093645+0.00042816i,0.00056977+5.706e-05i
0.0013712+0.00023086i,-0.0001463-0.00070379i,-0.00056677-0.0009507i,-0.00090663-0.0011582i,-0.0014266-0.0014972i,-0.001736-0.0007608i,-0.0014005-0.00079314i,-0.00097842-0.0015834i,-0.00088396-0.00054761i,-0.0014329+0.00016642i,-0.0017731+0.0005959i,-0.00063609+0.0012428i,0.00091823+0.00028534i,0.0016041-0.00057195i,0.001157-0.00042818i,0.00065513-0.00055432i,0.00077831-0.0005798i,0.00048582-4.9592e-05i,-0.0003829+0.00037528i,-0.00062468+0.0003801i,-0.00038629+0.00021134i,-0.00056878-0.00026528i,-0.00049516-0.00014608i
0.00023603-0.0023689i,0.00067683-0.0024848i,-0.0010147-0.0019548i,-0.0021849-0.00073304i,-0.00176+0.00098095i,-0.00088363+0.003119i,0.0014307+0.0041251i,0.0039564+0.0034208i,0.0051429+0.0010351i,0.0046443-0.0013554i,0.0034321-0.0023916i,0.0026313-0.002888i,0.00151-0.0031284i,0.00021016-0.0024747i,-0.00019142-0.00085142i,0.00027634+0.00079682i,0.00017502+0.0009936i,0.00031756+0.00054307i,0.00079738+0.00044602i,0.0008757+0.00058659i,0.00077091+9.2805e-05i,0.00035849-0.00066529i,-6.1568e-05-0.0010376i
-0.0015981-0.00013755i,-0.001116-0.00035776i,-0.0019304+9.2103e-05i,-0.0011588+0.001749i,0.00045597+0.0020449i,0.00071075+0.00071496i,0.000715+3.3639e-05i,0.00092667-0.00025678i,-9.6423e-05-0.0007658i,-0.00080416-0.0013847i,-6.2368e-05-0.001816i,0.00021138-0.001067i,-0.00021638-0.00026695i,-0.0003893-0.00056925i,9.6555e-05-0.0010613i,0.00054201-0.00073851i,0.00027148-8.3501e-05i,0.00089102-7.0866e-06i,0.0018155+2.8959e-05i,0.0018589+0.00048726i,0.0013722+0.00072256i,0.00033089+0.00018955i,-0.00027834-6.5833e-05i
-0.0011117+0.00048693i,-0.0013999+0.0010809i,-0.00060325+0.0013909i,-0.00036772+0.0011992i,0.00023557-9.0215e-05i,0.00086535-0.00098543i,0.00018682-0.00017376i,-5.0006e-05+5.9889e-05i,-0.00042807-3.9225e-05i,-4.6264e-05-0.00061389i,0.00079173-0.0013066i,0.00081632-0.00077728i,0.0005268-0.00026366i,-0.00046026-0.0010576i,-0.00093376-0.0015769i,-0.00048675-0.00048841i,-0.00023689+7.8598e-05i,-0.00059623+0.00066764i,-0.00051054+0.001386i,0.00064485+0.00069934i,0.00076129+0.00024398i,-0.00020609+0.00012282i,-0.00016898-0.00040134i
0.00077007+0.00048224i,0.00036245+0.00016769i,0.0013967-0.00061918i,0.00040153+0.00013421i,-0.0010003+0.00024285i,-0.00077137-0.00060767i,-0.00060646-0.001456i,-7.2612e-05-0.0011422i,0.00069999-0.00030623i,0.00076551+8.6739e-05i,0.00037294+0.00022412i,-0.00024657-0.00018424i,-0.00019371-6.8242e-05i,0.00012767-1.9644e-05i,-0.00010662+1.7645e-05i,-8.3057e-05+0.0002892i,0.00016597+0.00032915i,0.00026209+0.00015169i,0.00098389+0.00064228i,0.00039756+0.001111i,-0.00033565+0.00031448i,-7.4221e-05-0.00052172i,-0.00059597-0.00065171i
0.00072248+0.0015013i,0.0012102+0.0015268i,0.0011621+0.0011824i,0.00036819-2.6147e-06i,-0.0003608-0.0011987i,-0.0008608-0.0018362i,-0.00088755-0.0010208i,-0.00069483-0.00038749i,2.3485e-05-0.0006049i,0.0011842-0.0010987i,0.0010724-0.00093704i,-0.00014515-6.2027e-05i,-0.00065775+0.00033215i,-0.00024795+0.00049967i,-0.00027134+0.00065079i,-0.00011407+0.00089274i,0.00068072+0.00089579i,0.00086484-0.00011778i,0.00015832-0.00074138i,0.00051155-0.00079452i,0.0010641-0.00075146i,-0.00016673+0.00027663i,-0.0011043+0.00065286i
0.00069905+0.0018723i,0.0018296+0.0013983i,0.0020369-6.7045e-05i,0.0011338-0.0013912i,0.00072018-0.0015716i,0.00039491-0.00072635i,-0.0001972-0.00088479i,-0.00028963-0.00053171i,0.00050106+7.2085e-05i,0.001313-0.00069724i,0.0013062-0.0012204i,0.00088933-0.00078741i,0.0012845+0.00020817i,0.001737+0.00089004i,0.0012031+0.00044857i,0.00052288+0.00010187i,0.00022734-0.00032484i,-0.00015337-0.00056502i,0.00011577-0.00016596i,0.00048812+0.0010227i,-0.00019673+0.00099874i,-0.001174+0.00030925i,-0.0007841+0.00016516i
0.0011073-0.001954i,-0.00022062-0.0019347i,-0.00031961-0.0010034i,-0.00091011-0.00090966i,-0.0017637-0.001061i,-0.0018024+4.0985e-05i,-0.00085599+0.00050383i,0.00054701-0.00066708i,0.0011104-0.0011179i,0.00091826-0.0007432i,4.3488e-05+1.1844e-05i,-0.00072829+0.00071462i,-0.0007537+0.0002367i,3.2291e-05+2.7839e-05i,0.0006233+0.00019464i,0.00088841-5.0034e-05i,0.00075995+0.00023703i,-6.2998e-05+0.00042931i,-1.2456e-05-3.9139e-06i,0.00034019+0.00053552i,0.00037607+0.0012742i,0.0008728+0.00092425i,0.0010832+0.00037127i
-0.00032308+0.00040858i,-0.00032433-0.00035768i,0.0010725-0.0011306i,0.0010902-0.0006508i,-0.00015946-0.00013522i,-0.00056864-0.0001425i,-0.00015399-0.00033907i,0.00053409-0.00052912i,0.00090368-0.0010632i,0.0011353-0.00076105i,0.00056354+9.6616e-07i,1.0374e-05+0.00024452i,-1.8636e-06-0.00011562i,-0.0001881-0.0011429i,-0.00013764-0.0014016i,-0.00021408-0.0014594i,4.7084e-05-0.0014072i,0.00050388-0.00071265i,0.00019735+3.3057e-05i,5.5935e-05+0.00033608i,-9.0304e-05+0.00044807i,0.00033089+0.00010275i,0.00054245-0.00078509i
0.00042879+0.00041378i,0.0019221+0.00021235i,0.0020411+0.00098763i,0.00090279+0.00087782i,-0.00070961-0.00036591i,-0.0016243-0.0012019i,-0.0012352-0.00073936i,-0.00038857-0.00053243i,0.00021315-0.00045476i,-7.6021e-05-0.00022162i,-1.5349e-05-0.0010056i,-0.00066545-0.0014864i,-0.0012073-0.00080864i,-0.00085838-0.00043223i,-0.00050802-0.00056149i,-0.00011243-0.00061501i,-1.7952e-05-0.0003817i,-2.6028e-05+0.00060889i,-0.00014657+0.00083316i,-0.00040722+0.00022015i,-5.8965e-06-0.0002309i,3.6632e-05-0.0003943i,-0.0004217-0.0004i
-0.00069108+6.4465e-05i,-0.0010863-0.00023809i,-0.0009748-0.000528i,0.00037513-0.00041152i,0.0015508-0.00021261i,0.00060596-0.00029956i,8.96e-05-0.00047617i,0.00028688-0.00088669i,0.00046735-0.0010774i,0.00051069-0.0016413i,8.5091e-05-0.0017198i,-0.00085111-0.00052482i,-0.00094926-6.7336e-05i,-0.00063045-0.00016576i,8.5951e-05+0.00017171i,0.00073065+9.6725e-05i,0.00030141+5.6047e-05i,0.000356+0.00051394i,0.000697+0.00086235i,0.00070768+0.00031889i,0.00086821-0.00036555i,0.00061864-0.00026758i,-0.0006904-0.00046462i
-0.00061191+0.0011634i,0.0005893+0.0008714i,-0.00010136-0.00010167i,-0.00012991-0.00023491i,0.00066423+0.00062965i,0.00033279+0.00027505i,0.00020445-0.00091448i,0.00036251-0.000624i,0.00082548-6.6172e-05i,0.00119-0.00025281i,0.0010615-0.0012158i,0.00097915-0.0016042i,0.00047621-0.0010228i,4.5214e-05-7.8162e-05i,-0.00037815+4.5788e-05i,-0.00072791+1.8232e-05i,-0.00039602+0.0013116i,0.00025157+0.0012838i,0.0015126+0.00094183i,0.0017313+0.00096965i,0.00068996+0.00041706i,-7.2375e-05+0.00051337i,-0.00033874-1.5596e-05i
-0.00097417+0.00064247i,-0.0013682+0.0013581i,-0.00042082+0.0016691i,0.00075855+0.0022464i,0.00055112+0.0015415i,0.00052992+0.00025082i,0.00034069+9.8071e-05i,-1.8289e-05-0.00039645i,0.00032409-0.0010053i,0.00080846-0.0017013i,0.0013264-0.0020095i,0.0014727-0.00104i,0.00088394-0.00055159i,-4.3645e-05-0.00073315i,-0.00034947-0.00051739i,-0.00036809-0.00032112i,7.8702e-05+2.9851e-05i,0.00022999+0.0011572i,-5.1888e-06+0.00067778i,0.0001781-0.0001692i,0.0009378-0.00042038i,0.00093689-0.00059548i,0.0004285-0.00055624i
-0.00075755-0.0005377i,-0.0018506-0.00118i,-0.0025208-0.00077554i,-0.0018664-0.0002276i,-0.0014765-0.00012198i,-0.00063321+0.00021931i,-0.00015018-0.001247i,0.00025877-0.0016725i,0.00070211-0.001098i,0.00045519-0.00015643i,-0.00013168+0.0003734i,-0.00032825-0.00029142i,0.00029301-0.00076537i,0.0011631-0.0004027i,0.0015168-3.716e-05i,0.0017478-6.6101e-05i,0.0010075+0.00040867i,0.0003088+0.00062904i,0.00031522+8.606e-05i,-0.00025653+9.9879e-05i,-0.00057207+0.00047553i,-0.00045693+0.00075365i,-0.00039081+0.0001821i
0.00098959-0.00066583i,0.0018302-0.0020801i,0.0025149-0.0018979i,0.0017269-0.001688i,-8.0569e-05-0.0020062i,-0.00121-0.0016523i,-0.00084915-0.0014165i,-0.00063349-0.0013128i,0.0001101-0.0012476i,0.00041943-0.0016183i,-0.00041184-0.0012416i,-0.00067966-0.00059179i,-0.00043581-0.00024929i,0.00023543-0.00020899i,0.0010475-1.0845e-05i,0.0011515-0.0001688i,0.00099869-0.00054595i,0.001433-0.00054456i,0.0014099-0.00032059i,0.00098913-0.00037344i,0.00057049-0.00031504i,0.0004715+0.00027213i,0.00073876+0.00045681i
8.6631e-05+0.0013126i,-0.00031882+0.001587i,0.00014232+0.00049472i,0.00049558-7.425e-05i,2.2463e-05+0.00085411i,-9.9774e-05+0.00068647i,0.00024808-0.00054428i,0.00031071-0.0011105i,0.00036536-0.0015146i,0.00095321-0.001836i,0.0013051-0.0012578i,0.00054067-0.0001796i,-0.00085935-0.00043093i,-0.00080539-0.0010122i,-0.00048162-0.0009636i,-0.00039156-0.00035426i,0.00021776+0.00026231i,9.9345e-05+0.00013012i,-0.00018374+0.00053695i,-0.00023635+0.00087877i,-8.2015e-05+7.4253e-05i,6.5504e-05-0.000236i,0.00011296-0.00041326i
-0.0021545+0.00065865i,-0.00078159+0.0015328i,-0.00082558+0.0016708i,0.00028465+0.0025814i,0.0011217+0.0021435i,0.00088262+0.00068222i,0.00071168+0.00081449i,0.00021273+0.00046837i,0.00025727-0.00072337i,0.00063115-0.00087638i,0.00039828+0.00013033i,-9.0464e-05+0.00011716i,-0.00074232-0.00066059i,-0.00094342-0.0017188i,-0.00041661-0.0023267i,-0.00070903-0.0012652i,-0.00070368+0.00020058i,-0.00041228+0.00059701i,-0.00020711+0.00032858i,4.9467e-05+5.5396e-05i,0.00038853+0.00023094i,0.00080874+0.00086931i,0.00078569+0.00041369i
9.7758e-05-0.0020281i,-0.0011301-0.0022584i,-0.0019892-0.002236i,-0.0016062-0.0017179i,-0.0015219-0.00078545i,-0.0015947+0.00051618i,-0.00094974+0.0010975i,0.00040338+0.00054113i,0.00057967-0.00015197i,0.00014682-0.00048146i,1.4619e-05-9.3968e-05i,0.00030445+9.1844e-05i,0.00046652-0.00070649i,0.00030413-0.0017648i,-9.2725e-05-0.0018876i,-0.00043787-0.0014633i,-1.9163e-05-0.00092406i,0.0010088-0.00035254i,0.0015725-0.00018743i,0.0014088+0.00014877i,0.00080311+0.00053181i,3.7874e-05+0.00031491i,-0.00045521-5.334e-05i
-0.00028882-0.0009445i,0.00052666-0.00044613i,0.0011199+0.0004272i,0.00059211+0.00067209i,-3.7557e-06+0.0002943i,-0.00051508-2.6678e-05i,-0.00048347+0.00016298i,-0.00042359+0.00026274i,-8.9716e-05-0.00047144i,5.4233e-05-0.00099768i,-7.2005e-06-0.00079552i,0.00098909-0.00019091i,0.0014819-1.4891e-06i,0.00098282-8.5992e-05i,-7.3691e-05+0.00088049i,-0.00026229+0.00085222i,3.9579e-05+4.94e-05i,0.00042044-1.6281e-05i,-0.00025901-0.00084931i,-0.00044571-0.001271i,-0.00035217-0.0010164i,-0.0012203-0.00081119i,-0.00067744-0.00055389i
-0.0002849-0.00042088i,-0.00075846+0.00077855i,-0.0018017+2.4851e-05i,-0.0016297-0.0014209i,-0.000709-0.00043848i,3.7361e-07+0.00031491i,0.00042296-0.00010726i,0.0005427-0.00026899i,0.00014107-0.00062262i,0.00035611-0.0013279i,0.00064825-0.0014212i,0.00037883-0.00062767i,-0.00023833-0.00056123i,-0.00057217-0.0010051i,-0.00081852-0.00088255i,-0.0010803-0.00056359i,-0.00044232-0.00038256i,0.00099852-0.00041388i,0.0017424-1.7974e-05i,0.0015131+7.418e-05i,0.0011954-0.00012887i,0.00061811-0.00014723i,-0.00052927+1.037e-05i
-0.0015287+0.00030378i,-0.0014388-0.00021681i,-0.0010506-0.00023244i,-0.00098787-0.00012105i,-0.0012144-0.00048937i,-0.00029894-0.0011252i,0.00069804-0.0014347i,0.00041962-0.00020637i,-0.00050081-0.00015226i,-0.00048398-0.0014301i,0.000198-0.0017658i,-0.00023199-0.0013098i,-0.0004391-0.0014622i,9.2226e-05-0.0014426i,0.00014488-0.0009073i,0.00050495-0.00070455i,0.00041838-0.0003518i,0.00013875-0.00069293i,0.00050413-0.00056153i,0.00056218+0.0006535i,0.00016086+0.00076062i,0.00020627-0.0004323i,0.00028403-0.00065711i
-0.00031153-0.00016407i,0.00020164-0.00045888i,0.00091266-0.00043523i,0.00072676-0.00015i,-0.00017403-0.00020054i,-0.0010968-0.00073592i,-0.0009552-0.00076708i,-0.00044483-0.00066371i,0.00012479-0.0006177i,0.0011847-8.9148e-05i,0.00054448-0.00031315i,-0.00045145-0.00080093i,0.00044466-0.00097037i,0.0015784-0.00040552i,0.0015263-0.00016935i,0.0008713-9.8296e-05i,0.00054002-9.6831e-05i,3.0978e-05-0.00052411i,-0.00041744-0.00025015i,-0.00046555-5.0702e-05i,-0.00089894-0.00024576i,-0.001273-0.00028374i,-0.00070005-0.00032852i
-0.0019006-0.0024258i,-0.0026872-0.00094416i,-0.004303-0.00012129i,-0.0045811-0.00080164i,-0.0025181-0.00026975i,-0.00084228+0.0011063i,0.0001539+0.0012253i,0.00042123-0.00010281i,0.00049614-0.0010979i,9.9056e-05-0.00014516i,-0.0006315+0.0010682i,-0.00084034+0.00058075i,2.8281e-05+0.00036382i,0.00075232+1.1096e-05i,0.0011322-0.0014408i,0.0013612-0.0015088i,0.00058632-0.00040525i,-2.8758e-05-0.0002721i,0.00026691-0.00041595i,0.00010311-0.0003649i,-0.00055132-0.00059147i,-0.00022368-0.00023898i,0.0001433+0.00061356i
0.0015262-0.00082836i,0.00025951-0.0024229i,-0.00038467-0.0032961i,-0.00018763-0.0016612i,-0.00059909-0.00056824i,-0.00042733-0.0013597i,0.00017736-0.0013107i,0.00013731-0.00072508i,0.00019428-0.00032865i,0.0002966+0.00010075i,5.4072e-05+0.00022031i,-6.4218e-05+3.5122e-05i,-0.00053728-0.00080577i,-0.00037406-0.0016511i,0.00041539-0.0012618i,0.00040504+9.22e-06i,-3.6451e-05+0.00030037i,0.00014977-0.00011172i,0.00064696-0.0001744i,0.0004748-0.00014876i,0.00053753-0.0010731i,0.0016575-0.0011115i,0.0011014-0.00059477i
