-0.00044476+0.0014194i,0.001126+0.00069357i,-8.5246e-05+1.9444e-05i,-0.00061325-0.00027917i,-0.0016733-0.00020762i,-0.0032577+0.00033942i,-0.0035584+0.0011148i,-0.0023406+0.00069717i,-5.9784e-05+1.9108e-05i,0.001572-0.00021152i,0.0015035-0.00050256i,0.0010328-0.00011494i,0.00064195+0.00045855i,-0.00021216+0.00057713i,-0.00040719+0.00082018i,0.00020853+0.00052013i,0.00012067+0.00012364i,-0.00014557+0.00079985i,-4.4945e-05+0.0014814i,-0.00042291+0.00058772i,-0.0011858-0.00020648i,-0.00075912-1.3936e-05i,6.2246e-05+0.00068409i
0.00018559-0.0020295i,0.001113-0.0023364i,0.00065699-0.0018138i,-0.00039482-0.0013948i,-0.0014754-0.001281i,-0.0021412-0.0011912i,-0.0015812-0.00063182i,-0.0010574-0.00048625i,-0.0011767-0.00087132i,-0.00095864-0.00040863i,5.3164e-05+0.00036891i,0.00082082+0.00042917i,0.0012284+0.00069195i,0.0013224+0.0010683i,0.0014528+0.00091067i,0.0009957+0.00098845i,0.00082433+0.00022137i,0.00086598-0.00048564i,0.00055188-0.00021322i,0.00063386-0.00013935i,0.00060265+0.00016633i,0.00073195+0.00092295i,0.00063878+0.00058123i
-0.0001259+0.0019045i,-0.00024775+0.0022084i,0.00083196+0.0024478i,0.0012091+0.0022176i,0.00083985+0.00058204i,-2.0965e-05-0.00057611i,-0.0007596-8.814e-05i,-0.0010738+3.8941e-05i,-0.0011539+9.431e-05i,-0.0006425+0.0004125i,-0.0002775+0.00082158i,4.6772e-05+0.00092009i,0.00067753+0.0007934i,0.00027529+0.0010817i,-0.00033828+0.00010028i,-0.00017404-0.00068342i,-0.00073509-0.00046603i,-0.00088463-0.0010068i,-0.00035021-0.0012137i,-0.00022363-0.00097462i,-0.00044379-0.00043283i,-0.00046309+0.00028071i,6.887e-05+0.00035402i
0.0020572-0.00078399i,0.0013518+0.00014108i,0.00080971-0.00070932i,0.00030573-0.001082i,-0.0011362-0.00065241i,-0.0026132+0.0004706i,-0.0020139+0.0010739i,-0.00044283+0.0003083i,0.00012082-0.00072506i,-0.00034052-0.00084268i,-0.00040331-0.00027202i,0.00010728-0.00039857i,0.00056872-0.00040251i,0.00063901-6.1002e-05i,0.00056614+0.00019054i,0.00072156-0.00031072i,0.0011637-0.0011881i,0.00177-0.00066897i,0.00071732+0.00025688i,-0.00067298+7.132e-06i,-0.00049713+5.5324e-05i,0.00047079+0.0003032i,0.0011419+0.00015944i
-0.0019914+0.002326i,-0.0025511+0.0034395i,-0.00044227+0.003892i,0.0020723+0.0032433i,0.0017653+0.0017465i,-5.9271e-05+0.00019181i,-0.0011144-0.00054801i,-0.00052618-0.00048412i,0.00021256+0.00039779i,0.00043553+0.0012626i,0.00088613+0.0012647i,0.0011714+0.00051779i,0.00076325-0.0005333i,0.00080309-0.0002929i,0.0010951+0.00031462i,0.00095326-4.4127e-06i,0.00030407-0.00060746i,-7.6719e-05+2.4462e-06i,-0.00016907+0.00019782i,-5.6397e-05-2.7754e-05i,-0.00049491-0.00078936i,-0.00035691-0.0015692i,0.00022307-0.0011613i
-0.00091862+0.0029633i,-0.00010429+0.0025674i,0.00062617+0.00052462i,0.00075689+0.0001343i,1.2396e-05+0.00011i,-0.00068764-0.0004966i,-0.00072384-5.6072e-05i,-0.00068229+0.00098461i,-0.00037341+0.001049i,2.0641e-05-0.00020323i,0.00014324-0.0011714i,0.00056471-0.0013524i,0.0008213-0.00067252i,0.00056707+5.6284e-05i,0.00054416+0.00060707i,0.00015315+0.00073513i,-0.00022598-0.00010354i,3.8173e-05-0.00028707i,-0.00016522-0.00083115i,-4.681e-05-0.0010936i,0.00048368-0.0002975i,5.159e-05+0.00052502i,-0.00060235+0.00068727i
-0.0010491-0.0020215i,-0.00042936-0.0013441i,0.0001204-0.00052124i,0.001241+0.00023328i,0.00060634-0.00020631i,-0.00071421-0.00084036i,-0.0013414-0.0007008i,-0.00088855+0.00048766i,-0.00063073+0.0011986i,-0.00087694+0.00063628i,-0.00089378+0.0004894i,-1.5652e-05+0.00013726i,0.0013347-0.00027935i,0.0012506-0.00093132i,0.00083903-0.0014233i,0.00093133-0.001063i,0.0011451-0.00030599i,0.00066629-0.00017558i,4.286e-06-0.00072258i,4.2279e-05-0.00057006i,0.00025089-0.00066988i,-0.000381-0.00084552i,-0.0008893-0.00042761i
-0.00087815+0.00029152i,-0.00031228+0.00034199i,-0.0014316+0.00025348i,-0.0015021+2.9025e-05i,-0.00040378+0.00078895i,-0.00043123+0.0016767i,-0.00088984+0.0011797i,-0.0013629+0.00024382i,-0.0010712+0.00013421i,-0.00042132+0.0004208i,-0.00045136+0.00032485i,-0.00057034-0.00026973i,0.00014074-0.00049565i,0.0012237-0.00029012i,0.0022018-1.6505e-05i,0.0015437-0.00048297i,0.00031129-0.00053757i,-0.00032728-0.00011712i,-0.00023155-0.00066591i,0.00019902-0.00087909i,0.00078075+0.00013703i,0.00045743+0.00032175i,6.4978e-05+0.00019955i
0.0011118-0.00014075i,0.001533+0.00064708i,0.0020419+0.0010547i,0.0011623+0.00047045i,-0.0010104-0.00070856i,-0.0016416-0.00069943i,-0.001017+0.00019476i,-0.00035478+0.00031639i,0.00030289+0.0002317i,-0.00012944+0.000162i,-0.00045945+0.00025077i,-0.00044606+0.0011307i,-0.00072767+0.0008857i,-0.0015522-0.00010287i,-0.0013116-0.00017089i,0.00033068+5.5375e-06i,0.0014041+0.00043673i,0.0011032+0.00043846i,0.00049469-0.00030569i,0.00059577-0.00086791i,0.00045457-7.9612e-05i,-0.00019534+0.00046769i,-0.00018944-0.00033943i
0.0018467+0.00043687i,0.00096634+0.00022488i,0.0011101-7.2123e-05i,0.0013852-0.00015351i,-6.9243e-05-0.00076573i,-0.0014833-0.0014836i,-0.0012256-0.00079882i,-0.00055921+0.00020159i,-0.0013674+0.00027488i,-0.001434-0.00021105i,-0.00015459-0.00078126i,7.8841e-06-0.00067993i,-0.0003575-3.7403e-05i,-0.00015548+0.00029808i,0.00012592+0.00058909i,0.00021414+0.00011886i,0.000231-0.00043896i,9.6266e-05-0.00052632i,0.00013397+6.2483e-05i,-0.00052322+0.00019935i,-0.00097508-0.00018941i,0.00010864-0.00015614i,0.00060005-0.00017453i
0.0011657+0.0010125i,0.00089414+0.00060165i,0.0013722-0.00017511i,0.0011886+9.204e-05i,0.00092034+0.00016272i,9.0339e-05+0.00020831i,-0.00028513+0.00072523i,-0.00025087+0.00057656i,-0.00064611+2.1957e-06i,-0.00064891+0.00025031i,-0.00011336+0.00027589i,0.00066368+0.00016695i,0.00078022+0.00039603i,0.00077191+3.3794e-05i,0.00049118-0.00042771i,5.1773e-06-0.00095711i,-0.00025518-0.0012557i,-0.000842-0.00094974i,-0.00029992-0.00054534i,0.00087657-0.00042021i,0.0010606+0.00011842i,0.00079018+0.00041564i,0.0004398+0.00015641i
-0.0018829+0.00079607i,-0.0019024+0.0016355i,-0.00085095+0.0034327i,0.0005652+0.0034001i,0.00066258+0.0022071i,-0.00063071+0.0014683i,-0.0016303+0.001475i,-0.00098649+0.0011574i,-0.00054338+0.00029114i,-0.00029096-0.0001064i,0.00043387+9.4862e-05i,0.0010461+0.0008207i,0.0009197+0.00032251i,0.0007539-0.00060195i,0.00059799-0.00046581i,0.00017776-0.00022921i,5.1205e-05+3.3717e-05i,-8.5184e-05-8.9944e-05i,-8.1941e-05+0.00028093i,0.00050573+3.5777e-05i,0.0011117-0.00049405i,0.00077749-3.9156e-05i,0.00021105+0.00068205i
0.00023558-0.0015259i,-0.00043732-0.0010943i,-0.00014118-0.0010545i,-0.00062316-0.0005967i,-0.0012796-9.2297e-05i,-0.0012291-0.00012757i,-0.00024285-0.00028274i,0.00026956+2.4418e-05i,-0.00013826-0.00011071i,-0.00034732-0.00062646i,0.00041006+0.00015907i,0.00058209+0.0006703i,-0.00013171+0.00039528i,-0.00045783+1.493e-05i,-0.00017592+3.1647e-06i,0.00027326+4.7967e-05i,-9.1694e-05-0.00076743i,-0.0008414-0.00069071i,-0.00043279-0.0001466i,4.7112e-05-0.00018635i,-8.6085e-05-0.00019287i,-0.0001926-0.00032022i,6.4702e-05+0.00015912i
0.0011445-0.0022282i,-0.00018955-0.0014535i,-0.00064126-0.0010444i,-0.0010066-0.00086128i,-0.0012832-0.0009778i,-0.00066001-0.00034819i,-7.4883e-05+0.0001662i,5.0213e-05+0.00044364i,-0.00013225+0.00064244i,-0.00079455+0.00059054i,-0.00054227+0.0012741i,-0.00029741+0.0018363i,-0.00028497+0.00085726i,-2.4992e-05-2.0823e-05i,9.1707e-05-0.00049852i,-0.00025076-0.00011003i,-0.00028169-0.00025367i,-0.00023017-0.00081847i,-0.00059667-0.00069024i,-0.00040334-0.00084032i,-2.4971e-05-0.00055429i,-0.00030086-0.00016986i,-0.00052877+1.516e-05i
-0.0001442+0.00028871i,0.00044395+0.00059398i,0.001027+0.0017715i,0.0011385+0.0020396i,0.00041804+8.8998e-05i,-0.0011005-0.0014486i,-0.0011836-0.0014984i,-0.00052931-0.0013631i,-0.00099336-0.00038373i,-0.0014199+0.00095355i,-0.00045934+0.00079499i,0.00056797-0.00012367i,0.00072971-0.0003683i,0.00049236-0.00036333i,0.00055026+0.00056685i,0.00081148+0.00078061i,0.00032122+4.2003e-05i,-0.00026873+0.00014524i,-0.00056112-1.7575e-05i,-0.00052459-8.4394e-05i,-0.0001697-0.00021982i,0.00023356+0.00025467i,0.00092643+0.0011333i
0.0016047+0.0011706i,0.0016813+0.0012853i,0.0024965+0.00061516i,0.0023365+0.00051161i,0.0015985-0.00012787i,0.00024685-0.00086279i,-0.00032929-0.00037914i,-0.00013804+0.00062607i,4.9393e-05+0.00039894i,-0.00046609-0.0008i,-0.00066221-0.00087089i,0.00013578+0.00024818i,-0.00011779+0.00058563i,-0.00037932-0.00013556i,-0.00029954+1.0309e-05i,-0.00012873+0.00013995i,0.00020041-0.0004549i,0.00019263-0.00048308i,-4.9335e-05-0.00043296i,-0.00011463-0.0008838i,-0.00027561-0.00050197i,-0.00022277+9.3884e-05i,0.00014106-8.776e-05i
0.0021122+0.00069904i,0.0015451+0.00084994i,0.001495+0.00028198i,0.00055441-0.00086706i,-0.00048664-0.0016919i,-0.0022923-0.0014492i,-0.0025385-0.00064977i,-0.0015347-0.00040696i,-0.00030023-0.00025602i,0.00050021-0.0001238i,0.00011636-0.00048526i,-0.00015936-0.00059295i,0.0001995-0.00051313i,0.00066833-0.00041225i,0.00049602-0.00015192i,-4.9659e-05-3.5869e-05i,2.7171e-05+0.00041177i,0.00047079-6.806e-05i,0.00075509-0.0010054i,0.00078771-0.0011406i,0.00021065-0.00097167i,0.00017858-0.0011415i,0.00060371-0.00068296i
-0.00014471+0.00084683i,0.00069198+0.00087522i,0.0019718+0.0010498i,0.0014661+0.00042473i,0.0005432-0.00061882i,0.00029009-0.00080664i,0.00036774-0.00026145i,0.00019039+6.1914e-05i,-0.00029912+0.0001457i,-0.00046115-0.00020759i,-0.00035275+0.00061885i,0.00012165+0.00090602i,0.00039252-0.00023294i,-0.00041583-0.00055131i,-0.00098855+0.00013471i,-0.00060542+0.00019027i,-7.7728e-05-0.00064239i,-0.0001992-0.0013942i,3.7474e-05-0.0011132i,0.00046354-0.00094923i,0.0011327-0.00077039i,0.0011011-0.00010718i,0.0011843+0.00033262i
0.00064265+0.00063334i,0.00081195+0.0012822i,0.0015065+0.0013612i,0.0024124+0.0008012i,0.0015606+0.00068326i,-0.00070101-0.00029699i,-0.00074539-0.00070691i,0.00022226+3.6435e-05i,0.00031619-0.00020707i,3.0193e-05-6.8128e-06i,8.3371e-05-1.5097e-05i,0.00069762-0.00012758i,0.00078412+0.00075701i,0.00054738+0.00093228i,0.00077481-0.00011543i,0.00019872-0.00010018i,-0.0002537+0.0004963i,-0.00015857+0.000663i,-0.00022646+0.00050075i,-7.6988e-05-0.00090382i,-2.2588e-05-0.001618i,0.00024623-0.00093571i,0.00018783-4.6666e-05i
-0.0007599-0.00036303i,-0.00062327-0.00025986i,-0.00048455+6.9517e-05i,0.00039416+0.00039232i,-0.00086684-0.00018468i,-0.0012795+0.00045183i,-0.00052618+0.0004182i,0.00024497-0.00030309i,-3.9446e-05+0.00045642i,-0.0011792+0.00106i,-0.001156+0.00079308i,9.2309e-05+0.00053401i,0.00073997-0.00060616i,0.00039434-0.00077789i,0.00039592+7.7127e-05i,0.00061811-0.000156i,0.00045631-0.00084777i,0.00066583-0.00089026i,0.00056715-0.00057207i,2.1523e-05-8.971e-05i,-0.00060808+0.00023418i,-0.00071078+0.00044791i,-0.00025657+0.00071913i
3.1714e-05-0.00083938i,-0.0003933-0.0007202i,0.00050459-9.5816e-05i,0.00022776-9.4748e-05i,-0.00038781-0.00085749i,-0.00028793-0.00010946i,-0.00019916+0.00090899i,-3.8324e-05+0.0012116i,-0.00063397+0.00059715i,-0.0013455+0.00017714i,-0.00089642+4.5051e-05i,-0.000213-0.00049958i,-8.9014e-05-0.00075583i,-0.00032862-0.0005027i,-0.00067117-0.00018356i,-0.00055496-0.0001073i,0.00018543-0.0002408i,-8.9514e-05-0.00051388i,-0.0010471-0.00066524i,-0.00089376-0.00019861i,-3.4552e-05+0.00010386i,3.4597e-05-0.00026625i,-0.00031447-0.00060833i
-0.0034864+0.00057914i,-0.0035405+0.0011282i,-0.0031836+0.0008858i,-0.001587+0.00090908i,-0.00056968+0.0015863i,-0.00073307+0.00098237i,-0.00077861+3.1163e-05i,-0.00060452-7.6639e-05i,-0.00036059+4.0794e-05i,-4.2889e-05+0.00034082i,0.00028446+0.0010511i,-0.00012212+0.00085743i,-0.00027048-0.00020661i,0.00037909-0.00023902i,-7.6289e-05-0.00029582i,-0.0001977-0.00094158i,0.00029293-0.0011353i,0.00050863-0.0010777i,0.0007557-0.00065165i,0.0006407-0.00033158i,0.0001401-0.00015091i,0.00020227+1.0988e-05i,0.00042724+1.9014e-05i
0.00095409-0.0017746i,0.0014812-0.0010824i,0.0011549-0.0018226i,0.00049868-0.0026852i,-0.00044669-0.0017408i,-0.00076501-0.00045089i,-0.00032019+0.00019296i,-0.00053921+0.00014222i,-0.00094958-0.00010169i,-0.00089336-2.4336e-05i,-0.000619+0.00049917i,0.00018168+0.00084319i,0.0010476-0.00011323i,0.00073477-0.00088024i,0.000392+3.5931e-05i,4.5321e-05+0.0010731i,-1.3696e-05+0.0012677i,0.00038451+0.0012495i,0.00035244+0.00039622i,-6.2211e-05-0.00072296i,-0.00012801-0.00047799i,-0.00038864+0.00020349i,-0.0011117+0.00024149i
-0.00075141+0.00010339i,-0.00031748+0.00073871i,0.00069691+0.0023411i,0.0014057+0.0016021i,0.0016024+7.7193e-05i,0.0018401+0.0003243i,0.0010778+0.00045415i,0.00017201+0.00038929i,-0.00044639+0.0004546i,-0.0011805+0.00020238i,-0.0010753+2.8405e-05i,0.00019397-0.00015427i,-3.7461e-05-0.0005661i,-0.0010081-0.00084503i,-0.0005747-0.0011556i,-0.00039748-0.0012793i,-0.00017528-0.0011344i,6.5702e-05-0.00035562i,-0.00018737+7.6376e-05i,-6.1978e-05-0.00059047i,0.00013171-0.00018327i,-3.1001e-05+0.000383i,-0.00014989+0.00026463i
0.0007513-0.00041495i,0.00012946-0.0003448i,0.00058653-0.0011077i,0.0016827-0.0012163i,0.00084292-0.00088845i,-0.00085666-0.00018043i,-0.0013905+0.00051695i,-0.0010414+0.00062693i,-0.00070532+0.00021473i,-9.4511e-05-0.00034017i,-6.7458e-05-0.00034165i,-0.0002984-0.0002762i,-0.00079399-0.00054758i,-0.00054029-0.0011617i,-0.0002494-0.0011691i,4.735e-05-0.0011863i,0.00072706-0.0011152i,0.00059717-0.00043797i,5.3453e-05-0.00083192i,-0.00029177-0.0010077i,-0.00044163+3.0103e-05i,-0.00065005+0.00027646i,-0.0004098-0.00015825i
0.0025123-0.00017439i,0.00095247+0.00063523i,0.00032277+0.001082i,0.00027767+0.00024498i,9.0458e-05-0.00019011i,-0.00040957+0.00038052i,-0.00090535+0.00043124i,-0.00030669+0.00011869i,0.00029361+6.4375e-05i,0.00013957+0.00069103i,0.0001596+0.0005107i,0.00015315+6.2992e-05i,0.00039298-0.00037355i,0.0013102-0.0001352i,0.001556+0.00042303i,0.0016017-0.00020707i,0.0013023-0.00073095i,0.00026601-0.00081362i,-9.6258e-05-0.00053651i,7.1013e-05-0.00017911i,0.00040965-0.00073501i,0.00031847-0.0010071i,-0.00044139-0.0011899i
0.0013636-0.0025069i,0.0018353-0.0019637i,0.0010173-0.0022264i,-0.00051747-0.0012886i,-0.0016609-0.000722i,-0.0021624-0.00060533i,-0.0017987-0.00039456i,-0.00087601-0.00011782i,-0.0004853-0.00031363i,-0.00086743-0.00021988i,-0.0011999+0.00088452i,-0.0014674+0.001423i,-0.00049957+0.00096571i,0.000722+0.00048622i,0.0011174+0.00028181i,0.0012765+6.6559e-05i,0.00084103-0.00063298i,-0.00083152-0.00085602i,-0.0019614-0.00036128i,-0.0017092+0.00035254i,-0.00056226+0.00035585i,0.00036319-0.00011721i,7.462e-06-1.6348e-05i
-0.00043432-0.00061934i,-0.00036647-0.00072392i,-0.00036459-0.00058657i,-0.00036944-0.00085428i,-0.00040146-0.0012351i,-0.0010608-6.066e-05i,-0.0015488+0.00069565i,-0.0013084+0.00021153i,-0.0011995-0.00017297i,-0.0013593-0.00053033i,-0.00058407-0.00082907i,0.00024019-0.0001711i,0.00079076+0.00035231i,0.00074615-8.9151e-05i,0.00030825-0.00016431i,0.00042028+0.00059306i,0.00055396+0.00067603i,0.00073835+0.00031548i,0.0010818+0.00031407i,0.00035155+0.00022277i,-0.0004248-5.7068e-05i,-6.8417e-05-0.00013074i,9.8934e-05-0.0001405i
5.5113e-05-0.00059802i,0.00052138-0.00094052i,0.0012452-0.00086594i,0.001415-0.00080213i,0.0002401-0.00040726i,-0.00093835+0.00036882i,-0.00072132+0.00072215i,-0.00049399+0.00032254i,-0.0012355-0.00061466i,-0.0012354-0.001276i,-0.00042973-0.00086744i,-5.7407e-05-0.00015121i,9.6263e-05-0.00013908i,-6.3725e-05+0.0002648i,-4.5265e-05+0.0007839i,0.00041132+0.0009909i,0.00089858+0.00068495i,0.00093656+0.0003783i,0.00042553-5.3673e-05i,-0.0003606-0.00033947i,-0.00027901-0.00036014i,0.00020461-0.00059705i,0.00012433-0.00085411i
0.00063384+0.00026137i,0.0015306+0.00074491i,0.00089484+0.0011453i,0.0010781+0.00019634i,0.0011259-0.00099673i,-3.983e-05-0.00070644i,-0.0013211+0.00046981i,-0.0015346+0.00028912i,-0.00048295-0.00039351i,-5.6296e-05+0.00010622i,0.00015373+0.00057605i,0.00088865+0.00041996i,0.0013684+0.0004083i,0.0014853+0.00050992i,0.000569+0.00066183i,0.00022528+0.00034919i,-0.00028473-0.00013814i,-0.00044587+0.00024632i,-0.000152-5.3897e-05i,0.0003936-6.9547e-05i,0.00056244+5.1189e-05i,0.00054063-0.00033631i,0.00088055-0.00014424i
0.003747-0.00066122i,0.003623-0.00044182i,0.0040011-0.0005638i,0.0033257-0.001267i,0.0011003-0.0012289i,-0.0010524-0.0010371i,-0.0016348-0.00080695i,-0.00017316-0.00079678i,0.00037039-0.00057347i,-0.00033261-0.00050282i,-0.00021786-0.00057473i,-0.00087497+4.7539e-06i,-0.0010557+0.00043907i,-0.0002524+0.00044633i,0.00033528+0.00014132i,0.00018874-0.00028839i,-0.00049985-0.00058998i,-0.00053491-0.0003678i,-0.00051421+9.0805e-06i,-0.00041261+0.00035078i,-0.00054477+0.00028625i,-0.0007113-0.00029495i,-0.00032231-0.00034804i
-0.0004396+0.00057568i,-0.0001998+0.00074588i,9.3371e-05+0.0013325i,0.0012758+0.0015837i,0.0004565+0.00087831i,-0.00091716-0.0003224i,-0.00086037-0.00064076i,-0.00078472+0.00014338i,-0.00059488+0.00056977i,0.00022565+0.00043758i,0.00092741-0.00022472i,0.0011572-0.0010845i,0.0012123-0.00096078i,0.0002773-0.00024116i,-0.00031127+0.00033727i,-0.00026437-0.00053118i,-0.00063052-0.0015883i,-0.00043023-0.001357i,-0.00023435-0.00065008i,-0.00035072-0.0006452i,0.00035587-6.366e-05i,0.00097628+0.0001651i,0.00095974+0.00017837i
0.0020046+0.00086726i,0.0023615+0.00096092i,0.0028362+0.00023585i,0.0028456+0.00013429i,0.0015883-0.00021952i,-0.00040818-0.00081245i,-0.0012729-0.0006311i,-0.00058165+0.00072156i,0.0007055+0.0013633i,0.00074465+0.00090195i,0.00046337+0.00023302i,0.00028731+0.00026509i,4.4978e-05+1.1791e-05i,0.00076607-0.00042775i,0.00034225+8.1254e-05i,-0.00015361-0.00032709i,0.00063093-0.00028386i,0.00061907+0.00013532i,-6.3113e-05-0.00044611i,-0.00032761-0.00086758i,-0.00056109-0.0012565i,-0.00075068-0.0010524i,-0.00035725-0.00083686i
-0.0012163-0.00086476i,-0.00021961+0.00054341i,5.7312e-05+0.0011623i,-4.4422e-05+0.00064256i,-0.00049863+0.00041223i,-0.00086968+0.00068796i,-0.001204+0.0012062i,-0.00090317+0.0002797i,0.00035694-0.00044673i,0.00032031+0.00038568i,-0.00046754+0.00073351i,-0.00026115+0.00010966i,0.00057985+0.00038427i,0.00084059+0.00070752i,0.000332+0.00023807i,0.00044978-0.00029242i,0.00048538+0.00026139i,2.5521e-05+0.00012787i,-0.00064059-0.00077307i,-0.00095513-0.00061975i,-0.00090764-0.00020139i,-0.0013911+0.00031746i,-0.0012944+0.00051034i
0.00052136-0.00054862i,0.00096372-0.0011773i,0.0013647-0.0017115i,0.0015076-0.0011338i,0.00021389-0.0014964i,-0.0010027-0.0019209i,-0.0011198-0.00067756i,-0.0010316-0.00040324i,-0.00062742-0.0012584i,-0.0007696-0.0011924i,-0.00064256-0.00077i,-0.00029125-0.00049681i,-0.00057392-0.00015829i,-0.00029609-1.8098e-05i,-0.00021993-0.00069254i,-0.00021123-0.00099029i,-4.5604e-05-0.00043318i,0.00057631+8.3777e-06i,0.00058102+0.0002916i,-8.2835e-05-2.8518e-06i,-3.6774e-05-0.00024067i,-0.00010122-0.0001339i,-0.00079574-0.00019404i
0.00072806-0.00080875i,0.0006622-0.00027622i,0.00089302-0.0012962i,-8.5088e-05-0.001662i,-0.0013061-0.00075292i,-0.0011934-0.00030005i,-0.00062011-9.5563e-05i,-0.00040624+0.00035297i,-0.00034066+0.00019523i,-0.00072657+1.7069e-05i,-0.00057769+0.00069804i,0.00035722+0.00084778i,0.00072196+0.00075847i,0.00099383+0.00070931i,0.0011342+0.00049503i,0.001024-0.00043907i,0.00072605-0.00082724i,-8.4728e-06-0.00085481i,-0.00023795-0.00084538i,0.00060138-0.00030721i,0.0012574-0.00053749i,0.00070354-0.0008221i,-0.0006931-0.00051982i
0.0010495+0.00048044i,0.00038635-4.6906e-05i,0.0014255+0.0006556i,0.0013289+0.00064892i,-0.00053274-0.00056954i,-0.0013208-0.00078601i,-0.0012916-0.00047079i,-0.0014115-0.00066561i,-0.0010002-6.3957e-05i,-0.00054453+0.00032488i,0.00035592-0.00021936i,0.00075329+0.0004913i,0.00052501+0.001053i,1.402e-05+0.00080428i,-0.00051931+0.0003167i,-0.00032973-0.00018985i,0.00017752-8.8211e-05i,0.00045358-0.00062809i,-9.1807e-05-0.0013906i,-0.00025747-0.0011987i,0.00023701-0.00049582i,0.00035112-0.00021177i,0.0003365+0.00029176i
-0.0002446-0.0011948i,-0.00036285-0.00094142i,-0.001142-0.0015474i,-0.001093-0.0010554i,-0.00034197-8.0092e-05i,-0.00065624-6.6537e-05i,-0.0012142+7.4898e-05i,-0.0013438+0.00051666i,-0.0014456+0.00046295i,-0.00143+0.00013185i,-0.00071605+0.00013936i,0.00076315+0.0001269i,0.0009882-0.00022702i,0.00042371-0.00043095i,0.00096691-9.3642e-05i,0.0011172-0.0006605i,0.00034131-0.00097353i,0.00013032-0.00032528i,0.00041598-0.00010435i,4.3487e-05-7.8169e-05i,-0.00019395+0.00021334i,-0.0002122+0.00029386i,-0.00033992-0.00058213i
0.00019059-0.0010069i,-0.00045339-0.0006163i,0.00060727+2.5048e-05i,0.0010459+1.0721e-05i,0.00058485+0.00036499i,-5.2962e-07+0.00099166i,-0.00073237+0.00048337i,-0.00092695-7.0612e-05i,-0.0011448+9.3647e-05i,-0.0012509+0.00056731i,-0.00068905+0.00057887i,0.00024134+0.0011289i,0.00063792+0.00076685i,-3.096e-05-0.00053719i,-0.00010616-0.00095731i,0.00056003-0.0008585i,0.00072816-0.0011774i,8.1513e-05-0.001047i,0.00050982-0.00016179i,0.0012196+0.00033738i,0.00018195+0.00081611i,-0.00016877+0.0012173i,0.00072393+0.00085622i
0.001605+0.0017924i,0.0014902+0.0018053i,0.0014545+0.00057203i,0.0010315-0.00012668i,0.00025077-0.00038664i,-0.00073359-0.00070617i,-0.00099476-5.3895e-05i,-0.00039599+0.00043563i,-0.00012195-6.3467e-05i,-7.0912e-05+0.00011883i,-0.00026009+0.00060885i,-0.00063756+0.00049347i,-0.0002647+1.0434e-05i,-0.00016442+0.00025688i,-0.00029718+0.00044954i,0.00018573+0.00038471i,0.00071829+0.00092819i,0.00030657+0.001168i,-0.00026313+0.00033961i,0.00026512-1.362e-05i,0.00038925-0.00024191i,-0.00012252+0.00014041i,0.00010022+0.00027925i
0.00038812-0.000582i,0.00087125+0.00012418i,0.00089887+0.00014646i,0.0012241-1.0269e-05i,0.0016679-0.00076899i,0.00065235-0.0010362i,-0.00039866-0.00057928i,-0.0005089-0.0005036i,-0.00035521-0.00028173i,-0.00025318-0.00020705i,0.0001929-0.00044577i,0.00064603-0.00044573i,0.00078083-0.0005058i,0.0012638-0.00030214i,0.0010127-0.00021192i,-0.00016843-0.00064599i,-0.00055178-0.0011653i,-0.00076065-0.0013163i,-0.00052168-0.001412i,7.0378e-05-0.0014746i,0.00021295-0.0010424i,8.028e-05-0.0013987i,0.00012849-0.00087477i
0.00078291-0.001046i,0.00065987-0.00082735i,0.00010684-0.00046242i,-0.00041317-0.0007276i,-0.00097512-0.0016545i,-0.00095063-0.0011863i,-0.00079125+0.00049629i,-0.00086871+0.00064443i,-0.0010761-0.00020462i,-0.00090577-5.0053e-05i,-0.00083972+0.00090552i,-0.0003782+0.00061405i,-0.00047888+0.00013354i,-0.00079206+0.00010843i,-0.0007507+0.00012879i,-0.00065962+0.00019034i,-0.00015344+0.00018577i,0.00042706+0.00063574i,0.00016739+0.0012873i,-0.00042906+0.00067423i,-0.00073857-0.00038262i,-0.00050091-0.00048373i,-7.6619e-05-0.00055427i
0.0011315+0.0015915i,0.0017121+0.0017364i,0.0014957+0.002312i,0.00092103+0.0016343i,0.00011086-9.8031e-05i,-0.0010973-0.0011622i,-0.0012003-0.0011046i,-0.00074269-0.00076151i,-0.00080463-0.00095277i,-0.0003359-0.00053926i,9.5834e-05+8.7425e-05i,0.00026829-0.00062886i,0.00026435-0.0012721i,-0.00056348-0.00084614i,-0.0004249-0.00085165i,-4.9383e-05-0.00046929i,-0.00032058-0.00033708i,0.00013422-0.00057521i,0.00095955-0.00057368i,0.00097202-0.00014829i,0.00039344-0.00024372i,0.00051142-0.00070304i,0.00079893-0.00047138i
