-0.0023909+0.00052385i,-0.00061866+0.0012033i,-0.00078274+0.0022053i,-0.0017509+0.002483i,-0.0020841+0.0020643i,-0.0015287+0.0015823i,-0.0011965+0.0014719i,-0.0010241+0.001514i,8.9692e-05+0.0018763i,0.001592+0.0019349i,0.0020404+0.0010156i,0.0013384-5.0026e-05i,0.00031111-0.00075431i,0.00033997-0.00068982i,0.00063713-8.2165e-05i,5.6088e-05-6.0119e-05i,-0.0006591+0.00066504i,-0.00097263+0.0012554i,-0.00087208+0.00081754i,-0.00053117+0.00021825i,4.2405e-05-0.00066839i,0.00044609-0.00085737i,8.1752e-05+0.0002339i
0.00023251-0.00068808i,0.00057752-0.00020939i,0.0015465-0.00089594i,0.0012252-0.001693i,-0.00015516-0.00095726i,-0.00071465-1.6683e-05i,-0.00044678-9.3129e-06i,0.0003425-0.00035375i,0.00086301-0.00011971i,0.0011855+0.00029773i,0.001528-0.00035877i,0.00044366-0.0007772i,-0.0001545-0.00074374i,0.00050731-0.00022825i,0.00036181+0.0006204i,-0.00012161+0.00048522i,-1.6655e-05+0.00020836i,0.00027288+8.4265e-05i,0.00025925-0.00021802i,-0.00041115-0.00078906i,-0.00023134-0.001041i,6.2085e-05-0.00055006i,-0.0001773-0.00032229i
0.0010439+0.00059142i,0.00097205+0.0005442i,0.00037771+0.00087344i,0.00013151+0.00073066i,0.0002375+0.0006323i,-9.2829e-05+3.7479e-05i,-0.00073414-0.00056775i,-0.00094745+6.8198e-05i,-0.0004516+0.00066535i,0.00050597+0.00010056i,0.00022794+0.00059727i,-0.00017004+0.0012682i,8.0543e-05+0.00094738i,-0.00019448+0.00058779i,-0.00014724+3.0128e-05i,0.00028542-0.0002329i,1.7389e-05+5.0931e-05i,-0.00040451+4.3453e-05i,-0.0001755-0.00013743i,0.00030644-0.00012461i,0.00060985-0.00013826i,0.0003331-0.00030333i,-3.9929e-06-0.00062951i
-0.00075638-0.00095733i,-0.00047033+0.00013024i,-0.00084144+0.00073086i,-0.00076226+0.00036613i,-0.00085453-0.00049192i,-0.00066427-0.00052265i,-0.00050637-0.00072822i,-0.00032573-0.00084656i,-0.00018287+4.6541e-05i,-0.00035332+0.0012674i,0.0001076+0.0015385i,0.00029791+0.00067587i,0.00059435-0.00039847i,0.00072862-0.0010283i,0.00030634-0.00048188i,0.00047338+6.859e-05i,0.0008965+0.00029448i,0.00079829+0.00088351i,0.00049284+0.00055292i,0.00059153-0.00056714i,0.00075863-0.00086484i,0.00052295-0.00042478i,-0.00032095-9.555e-05i
0.00030128-0.00037109i,-0.00064646-0.00021522i,-0.0019594-0.0012795i,-0.002836-0.00085961i,-0.0021458+0.00061764i,-0.00091766+0.0016479i,-0.00075431+0.0010307i,-0.00065373-0.00062431i,-0.00039808-0.00087435i,-0.00022344-0.00015054i,0.00037751-0.00019932i,0.00083811+1.886e-05i,0.0011023+0.00069727i,0.0013783+0.00069699i,0.00088524-0.00031386i,-0.00027134-0.0010036i,-0.00027632-0.00066588i,0.00047208-0.00021226i,0.00060149-0.00027707i,-0.0004879-0.00018072i,-0.0010384-6.549e-06i,-0.00015379-0.00012602i,0.00079428-0.00040784i
-0.00088789+2.6219e-05i,-0.00044582-0.00028275i,0.00029038+4.4651e-05i,0.00057943+0.00020223i,0.00045626-0.00017404i,0.00056965-0.0004714i,0.00070905-0.00031699i,0.0009192-0.00016265i,-0.00013864+0.00030016i,-0.00081341+0.00040131i,0.0004446+0.00052559i,0.00048109+0.0012737i,-0.00063113+0.00095994i,-0.00056678+0.00012622i,-5.9459e-05+0.00026285i,0.00035685+0.00029626i,-1.7396e-05+0.00020795i,-0.00038087+0.00074313i,-4.8043e-05+0.0011485i,0.00013809+0.0004702i,0.00084259-0.0012041i,0.00096918-0.0020056i,0.00022864-0.0010838i
-0.0011636-0.00030866i,-0.00060275+0.0010618i,0.00056601+0.00094071i,0.00055679+5.3758e-05i,-0.00065981-0.00024659i,-0.00094609-0.00039313i,-0.0009977-0.00018875i,-0.00088128+0.00038632i,-0.00034476+0.00094797i,0.00024679+0.0010608i,0.00072949+0.00040134i,0.000717-1.2648e-05i,0.00054803-0.00038252i,0.00023309-3.6605e-05i,-0.0008882+0.00043301i,-0.00089349+0.00035922i,0.00038642-0.00042761i,0.00086121-0.00079968i,-2.5712e-05-0.00011979i,0.00016734+0.00055124i,0.00058932-5.91e-05i,0.00027906-0.00049299i,0.00036788-0.00072203i
2.1508e-05-0.0015106i,-0.00045054-0.0020609i,-0.0016936-0.0014558i,-0.0023609-0.00047616i,-0.002237+0.00042006i,-0.001328+0.00018397i,-0.00021146-0.00026601i,-6.2097e-05+0.00029963i,-2.4069e-05+0.0011788i,-8.9919e-05+0.0012185i,-0.00046716+0.0003187i,-0.00050365+0.00030967i,-0.00037231+0.00089943i,-0.00025745+0.00029496i,-4.0072e-05-0.00044485i,-4.1044e-05-0.00023887i,0.00012534-2.8007e-05i,3.9828e-06-0.00048402i,-0.0002716-0.00087734i,-0.00062641-9.3759e-05i,-0.0012121-2.2921e-05i,-0.00092743-0.00074623i,-0.00012795-0.00059244i
-0.00038555-0.00088281i,-0.00060515-0.00067351i,-0.00024168-0.00078179i,-0.00057464-0.00061445i,-0.0010417-0.0003507i,-0.0012212-0.00071297i,-0.00054913-0.00044067i,0.00029799+0.00047009i,0.00027806+0.0010573i,0.00030064+0.00095287i,0.0010072+0.00077316i,0.0010325+0.00063864i,0.00053452+0.00023775i,0.00022359-0.00063158i,-7.4045e-05-0.0014303i,-0.0003882-0.00086775i,-0.0010061-0.00071249i,-0.00078112-0.00046437i,0.00018548+8.8315e-05i,0.00071707-7.2319e-05i,0.00066447-0.00012563i,-0.00081484+0.00063442i,-0.0018336+0.00055534i
0.00075822-0.00069028i,0.00010543-0.00076891i,-5.3789e-05-0.0012877i,-0.00082395-0.0017342i,-0.001485-0.0015183i,-0.0013806-0.00063381i,-0.00045796+6.166e-05i,7.973e-05+0.00045462i,-0.00013678+0.00014671i,-0.0002344-0.00025354i,-0.00014572-0.00049479i,-2.797e-05-1.9824e-05i,0.00053531+0.00033679i,0.00084482-0.00017174i,0.00080021-5.1952e-06i,0.00070059+0.00016684i,-0.00012796+0.00038733i,-0.00044833+0.00064867i,0.00012564-0.00028664i,0.000823-0.00095166i,0.00057602-0.00090748i,0.00024498-0.00052745i,0.00038376-0.00011288i
0.001031+0.00083945i,0.0016886+0.00072579i,0.0018834+0.00030198i,0.001579+0.00013202i,0.00095042+5.3473e-05i,-0.00017187+0.00012641i,-0.00035095+0.00027142i,-0.00031842-0.00012641i,-0.00022298-0.00026863i,1.582e-05+0.00013542i,-0.00051699-0.0001213i,-0.00029543-7.2751e-05i,0.00042238+0.00044725i,0.00070086+0.00048524i,0.00037307-0.00015821i,5.7357e-05-0.00092905i,0.00018306-0.0001925i,9.5019e-05+0.00069413i,-0.00018805-0.00012302i,-0.00028645-0.00057879i,-0.00013185+0.00058677i,-8.9475e-05+0.0011319i,-0.0005706+0.00015605i
0.00059072-4.1529e-05i,0.00030443+0.00050206i,-0.00086487+0.00058086i,-0.0013324+0.0010016i,-0.00078424+0.0010744i,-0.00027144-5.6937e-05i,0.00024032-0.00058846i,0.00054858-0.00060712i,-0.00011704-0.0012452i,0.00013366-0.0012204i,0.00075544-0.00033023i,0.00081689+0.00029584i,0.00082425+3.0444e-05i,0.0010917-0.00026948i,0.00064756-0.00074756i,0.00028052-0.00035795i,0.00023836-0.00036778i,0.00017242-0.00097402i,-0.00013403-0.00072405i,-0.00051716-0.00042105i,-0.00044407-0.00013576i,-0.00021553+3.8817e-05i,-0.00033037-0.0001495i
0.00052664-0.00042632i,0.00067389-0.00015604i,0.00034447+3.5714e-05i,-5.4131e-05-7.9768e-05i,0.00023689-0.00061958i,0.00043255-0.00045305i,-0.00047112-0.00010336i,-0.00045057-5.0943e-05i,0.00010814+0.00040436i,0.00049226+0.00077564i,0.0004542+0.00084442i,0.00071198+0.00043847i,0.00091841-0.00030217i,0.00094139-0.0008044i,5.2197e-05-0.0010629i,-0.00015544-0.0013879i,0.00028677-0.0010599i,-9.3386e-06-0.00025678i,-0.00015963+0.00011606i,1.5952e-05+0.00040343i,4.9399e-06+0.0006132i,-0.00063984+0.00010182i,-0.00085667-0.00017158i
4.379e-05+0.00037403i,0.00044561+0.00044937i,0.001109-0.0011711i,0.00020856-0.0023284i,-0.00039688-0.0015608i,-0.00030595-0.00035375i,-0.00049497+4.467e-05i,-0.00026836+1.713e-06i,0.00043201+0.00051859i,0.00020155+7.3115e-05i,0.00050183-0.00086741i,0.0008402-0.00016657i,0.00077789+0.00050803i,0.00076037+0.00011841i,0.00063127+0.00031811i,0.00036667+0.00057199i,0.00095982+0.00036057i,0.0014446+0.00078809i,0.0011111+0.0013758i,0.00065711+0.0015645i,-0.00023849+0.00051724i,-0.0012165-0.00086416i,-0.0010728-0.0010196i
0.0018-0.00022884i,0.0014297-0.00080114i,0.0018924-0.0010805i,0.00097638-0.0013897i,-0.00041436-0.0014185i,-0.00037918-0.00031344i,-0.00032974+0.00089169i,-0.00031818+0.001142i,-5.6602e-06+0.0013025i,0.00020224+0.0012126i,7.963e-05+0.00036627i,0.00032974-7.054e-05i,0.00055392+0.00040267i,0.00031604+0.0013808i,1.5496e-05+0.0017867i,-0.00034221+0.0010898i,0.00018993+0.0008541i,0.00045605+0.0008991i,7.4572e-05+0.00059535i,-0.00022755+0.00058205i,-0.00027268+0.00084554i,-0.00017095+0.00065197i,4.8053e-05-0.00019816i
0.0007725-2.3783e-06i,0.00096159+0.00025144i,0.0012378-0.00020522i,0.0012951+0.00025664i,0.0012391+0.00015259i,0.0013073-0.00077286i,0.00068522-0.00050313i,-0.00047469-7.4508e-05i,-0.0013999-0.00034838i,-0.00083776-0.00047589i,-2.3076e-05-1.5671e-05i,4.6343e-05-0.00011421i,-4.431e-07-0.0003687i,-2.4255e-05-5.5228e-05i,0.00031601+0.00029494i,8.7097e-05+0.00015629i,-0.00098595-0.00013576i,-0.0008528+0.00033586i,0.00010607+0.0011521i,0.00072116+0.0010684i,0.00010503+0.00040931i,-0.00073933-0.00076129i,-0.0004605-0.00069837i
0.00011947-0.0015133i,-0.00024669-0.0010425i,-0.0016499-0.0010779i,-0.0030707-0.00096879i,-0.0025078+0.00015311i,-0.00079549+0.0010195i,-0.0004842+0.00068744i,-0.00066469+0.00054266i,-0.00041674+0.0002218i,-7.454e-08-0.00034679i,0.00030919-0.00026548i,0.000512+0.0003711i,0.00047233+0.00061778i,0.00072316+0.00033974i,0.00048291+4.3763e-06i,0.00019584-0.00088313i,4.7761e-05-0.0012229i,-0.00038155-0.001206i,-0.00013405-0.00047667i,-0.00051979+0.00065052i,-0.00070467+0.00033006i,-0.000193-0.00050056i,-0.00037893-0.00060637i
0.00060051+1.653e-05i,0.00090531+0.00028097i,0.000934-0.00071682i,-0.00053606-0.0017729i,-0.0011551-0.0018208i,-0.0006776-0.00075768i,-0.00088032-0.00070863i,-0.00049295-0.0010849i,0.00015932+8.1883e-05i,8.6808e-05+0.00092426i,-0.0001726+0.00046247i,-0.00014863-0.00017111i,0.00028425-0.00022954i,0.00045608-0.00047546i,-0.00029693-0.00090114i,-0.00025729-0.00095658i,0.00019346-0.00024926i,-9.9974e-06+0.00049435i,-3.145e-05+0.00038619i,0.00013269-0.00013756i,-0.0006744-0.00018955i,-0.0007362-8.7743e-05i,0.00019634+0.00072424i
0.00042882+0.0010312i,0.00014033+0.00023386i,0.0013354+2.7667e-05i,0.0021452-0.00056452i,0.00086505-0.00092167i,-0.00015928-0.0010095i,-0.00026958-0.00093964i,-9.4595e-05-0.00062885i,0.00052303+0.00025163i,0.0012094+0.00052685i,0.0011598+0.00019406i,-4.6085e-05+0.00016574i,-4.1241e-05+4.1053e-05i,0.00055184-0.000504i,0.00044607-0.00063739i,3.2183e-05-0.00031716i,-0.00038015-0.00034181i,-0.00040992-6.4664e-05i,0.00035798+5.2534e-05i,0.00077687+0.00026498i,0.0003989+0.00029779i,0.00016582-3.8964e-05i,0.00027345-0.00023223i
0.00061322+0.00071823i,0.00098158+0.0017048i,0.00091963+0.00099359i,0.00034556+0.00042048i,-0.00098194+0.0003197i,-0.0017782+1.6359e-05i,-0.0011816-6.0903e-05i,-0.00048447+0.00014141i,0.0004753-9.1665e-05i,0.00086226-0.00017492i,-0.0001223-0.00018245i,-0.00025085-4.6317e-05i,0.00054019+0.00045012i,0.00066464-4.0517e-05i,-0.00031382-0.00046428i,0.00016395+0.00031446i,0.0010368+0.00063989i,0.0007644+1.8907e-05i,0.00070186-0.00010411i,-0.00024596-3.8634e-05i,-0.00086974-0.00028262i,-0.00047076-0.00047672i,7.0946e-05-0.00018012i
-0.00080528-0.00097896i,-0.00086908-0.001044i,-0.0010464-0.00063182i,-0.00062261+0.00022731i,0.00071545+0.0014533i,0.0011974+0.0010183i,-0.00056399-0.00020276i,-0.001607-0.00061376i,-0.00060702-0.00058406i,-0.00017917+0.00011375i,0.0001281+0.0006587i,0.00067443+0.00063321i,0.00053039+0.00011658i,-0.00025537-0.00013769i,-0.00049861+0.00020092i,-0.0002085+6.3286e-05i,-0.00014805-0.0007297i,-0.00040665-0.0011474i,-0.00037465-0.00054926i,-0.00044994+3.6702e-05i,-0.00053785+0.00049311i,-0.00078054+0.00041678i,-0.00090766-5.9457e-05i
0.00058809-0.00036443i,0.0007899-0.00041257i,0.0001105-0.0013677i,-0.00067495-0.0012451i,-0.001253-0.00081249i,-0.0011006-0.00069162i,-0.00051111-0.00076612i,-0.00051775-0.00040355i,-0.00016311+0.0005971i,0.00046365+0.0005281i,0.00080013-4.1717e-05i,0.00045463+0.00042378i,0.00014363+0.0008824i,0.00080434+0.00080733i,0.0011975+0.00051533i,0.0011077+0.00013889i,0.00096001-0.00087774i,0.00049001-0.0011544i,-0.00034572-0.00046918i,-0.00022071-0.00022884i,0.00044289-0.00058653i,0.0011883-0.0008971i,0.0007406-0.0011441i
-0.0012655+0.00111i,-0.001263+0.00090217i,-0.0014664+0.0012052i,-0.0017343+0.0019173i,-0.0013804+0.001534i,-0.0007052+0.0002523i,-0.00038838-0.00041374i,6.5582e-05+0.00013567i,6.7407e-05+0.00073969i,0.00030911+0.00096736i,0.00058029+0.0009456i,0.00071575-2.4833e-05i,0.00090053-0.00044381i,0.00097813-0.0004339i,0.00092031-0.00042359i,-2.4178e-05+0.00035459i,-0.00077611+0.00044378i,-0.00032118-0.00065176i,5.5261e-05-0.0010933i,0.00023061-0.00033455i,-0.00016203-0.00017467i,-0.0006113-0.00095195i,-0.00091975-0.0012395i
-0.002189-0.0012885i,-0.00087626-0.0015957i,-0.00024486-0.0010803i,-0.00022839+0.00035169i,-0.00026142+0.00092494i,0.00018765+0.0012068i,0.00053852+0.0012896i,0.00022966+0.00052974i,-8.4218e-05-0.00023151i,0.0002201-0.00035298i,5.2298e-05-0.00024141i,-0.00045748-0.00024274i,-0.00015491+0.00013452i,0.00011113-0.00015387i,9.5724e-05-0.00059025i,0.00045229-0.00064011i,0.00035978-0.00045893i,-0.00040733+0.0004687i,-0.00014933+0.0010013i,0.00043446+0.00060479i,-0.00020578+0.00020968i,-0.00047131+0.00027477i,-0.0001701+2.3542e-06i
0.0011993-0.0011579i,-6.7367e-05-0.00028208i,-0.0015648-0.0015753i,-0.0025772-0.002528i,-0.0031823-0.0013343i,-0.0018915-3.3872e-05i,-0.00045848+0.00074861i,-0.00022288+0.00063856i,-0.00031458+0.00026973i,-0.00022814+0.00088113i,-0.00073407+0.0011768i,-0.00054106-0.00051907i,0.00069249-0.0010368i,0.0016441-0.00021395i,0.001604-0.00081539i,0.00067538-0.0011582i,1.3846e-05-3.9738e-05i,-0.00059761+0.00061771i,-0.00040306+0.00043012i,0.0002094+0.00023196i,-5.432e-05+0.00021654i,-0.00033263+0.00016901i,-5.869e-05-0.00014101i
0.00027347+4.4186e-05i,0.00098955+0.0010942i,0.0023614+0.0012265i,0.0019986+0.00083984i,0.0009055-0.00038894i,-2.1092e-05-0.00066828i,-0.00016714-0.00036589i,0.00044837-0.00027806i,0.00031725+0.00046707i,0.00011999+0.0012742i,0.00038831+0.0010081i,0.00053907+0.00037974i,2.3706e-05+0.00040297i,-7.0915e-05-0.0003536i,0.00035119-0.001086i,0.00037843-0.00042258i,0.00048753-0.00039309i,0.00025563-0.00065374i,0.00012709-0.00077747i,0.00018696-0.00042603i,0.00035399-1.9785e-05i,0.0006772-0.00038057i,0.00062166-0.00061717i
0.00082897+0.00013251i,-0.00061728-0.0013552i,0.00016702-0.0022031i,0.00071254-0.0018877i,-0.00025077-0.0013732i,-0.0011024-0.00016709i,-0.0006157+0.001445i,-0.00053452+0.0017431i,-0.0002474+0.00092718i,0.00087926+0.00021675i,0.0010355-0.00029534i,0.00044085-0.00048118i,0.00024705+7.3225e-05i,0.00018347+0.00053083i,-0.00045887+0.00079986i,-0.00016736+0.00063103i,0.00018782-0.0005341i,0.0001281-0.00048954i,0.00055187+0.00044321i,0.00040722+2.4029e-05i,-0.00019796-0.00028034i,-0.00028726+6.8333e-05i,-0.00013008+0.00031343i
0.00073176-0.00074044i,0.00086192-0.00043243i,0.0012864+0.00052808i,0.00070563+0.00097851i,0.00025203+0.0002735i,0.00042422-8.878e-05i,0.00024559-0.00029899i,0.0002534+0.00016804i,0.00053159+5.6557e-05i,0.0012234-0.00046157i,0.00092468+0.00045346i,0.00035926+0.0013946i,0.001141+0.00049192i,0.0019129-0.0005688i,0.0016066-0.0012471i,0.0010418-0.0010592i,0.00057481-0.00083975i,8.9337e-05-0.00025248i,4.0072e-05+0.00053146i,0.00064355-0.00017715i,0.00059033-0.00054355i,6.2427e-05-0.00022889i,-0.00059069-0.00034072i
0.00020396-0.001173i,-0.00091895-0.0011627i,-0.0014795-0.0025786i,-0.0022345-0.0024359i,-0.0029679-0.00019562i,-0.0021551+0.0012194i,-0.00086291+0.00084344i,-0.00030331-5.3812e-05i,-0.00053974-7.4159e-05i,-0.00053595+6.773e-05i,-0.00025097-0.00044165i,-0.00021806-0.00049408i,6.3761e-05-0.00041098i,0.00052007-0.00073731i,0.00074701-0.00046573i,0.00084199+0.00017454i,-7.8453e-05+0.00026755i,-0.00046461+0.00016166i,0.00013128+0.00034432i,0.00071599+0.0010231i,0.00064021+0.0010237i,-0.00031642+0.00048193i,-0.00078864+4.0866e-06i
0.00070773+0.00049575i,0.00016121+0.00060627i,-0.00064513+0.00066782i,-0.00022626+0.0015114i,-0.00073182+0.00097628i,-0.0011646-0.001284i,-0.00018341-0.001876i,-5.8174e-05-0.00078767i,-0.00045326-5.4234e-05i,0.00038132-0.00023873i,0.00091716+0.0003033i,0.00031401+0.0012356i,-0.00026151+0.001166i,-5.8459e-05-0.00021673i,-0.00022944-0.00089306i,7.8005e-05-0.00061312i,0.00048017-0.0010222i,1.4062e-05-0.00083252i,-3.0733e-05-0.00053461i,-4.4418e-05-0.0010487i,-0.00023535-0.00081685i,-0.00014535-0.0001662i,-0.00067279-1.2106e-05i
0.00047518-0.0011809i,0.00012194-0.0010066i,-0.00047613-0.0008149i,-0.0007161-0.00062735i,-0.00011522-0.0018482i,-7.2746e-05-0.0020907i,0.00015507-0.00099584i,0.00026879+0.00015165i,0.00031668+0.00049377i,0.00032553+0.00085537i,-0.00033955+0.00070071i,-0.00035277+0.00039703i,0.00014956+0.000935i,0.00043809+0.00061714i,0.00053354-0.00053009i,0.00050049-5.3943e-05i,0.00054011+0.00057516i,0.00085827+0.00053587i,0.0007509+0.0004067i,-0.00016289+0.00015861i,-0.00076904+6.4205e-05i,-0.0002879-0.000433i,0.0003828-0.00065329i
-0.00024103-0.00022022i,-0.00050008+5.2931e-05i,-0.00095593+4.1017e-05i,-0.00075471-0.00068896i,-0.00069663-0.000895i,-0.00034182-0.00067546i,6.5436e-05-0.00081642i,0.00014969-0.00014975i,0.00074538+0.00064141i,0.00090935+0.00047705i,0.00042967-0.00023896i,0.00033287-0.00052919i,0.00070802-0.00033848i,0.0004998-0.00068242i,-0.00052853-0.00086722i,-0.0001384-0.00038253i,0.00054684-0.00013179i,0.00070133-0.00027783i,0.0014156+0.00048705i,0.0013198+0.00030451i,0.00095124-0.0012129i,0.00053632-0.0012586i,0.00015947-0.000204i
-0.0013968-3.019e-05i,-0.0017174-7.2328e-05i,-0.0019803+0.0011229i,-0.00096288+0.0015225i,9.3698e-05+0.0019222i,0.00013714+0.0013965i,-0.0006173+5.6131e-06i,-0.0015375-0.00031099i,-0.00094007+6.314e-05i,-0.00041753+0.00039715i,-8.8776e-05+0.001365i,0.00026905+0.0011104i,0.00019894+1.5221e-05i,-1.8172e-05-0.00053067i,-0.00023612-0.00072123i,0.00037236-3.4737e-05i,0.0010007+0.00018045i,0.00056388-0.00042851i,-0.00020975-0.00091177i,-0.00057805-0.00084541i,-0.00073679-0.00025815i,-0.0013203+0.00018323i,-0.0011107+0.00017465i
0.0014582-0.00041779i,0.00071874-0.0014942i,-0.00015078-0.0022449i,-0.0010074-0.0019781i,-0.001323-0.0011512i,-0.00081172-0.00014729i,-0.00047474+0.00051327i,-0.00085957+9.1158e-05i,-0.0012365-0.00049245i,-0.00062828-0.0010521i,0.00052436-0.00037284i,0.00062871+0.00059015i,0.00040109+6.335e-06i,-0.00012559-0.00031686i,-0.00048246-0.00025118i,3.9402e-06-0.00035866i,0.00040267+0.0001089i,-5.7197e-05+0.00013052i,-0.00016333-0.00041718i,-0.0002008-7.782e-05i,-0.00033719-0.00012564i,0.00053122-0.00061295i,0.00021906-0.00026066i
0.00097222+0.00078599i,0.00074296+0.00043324i,0.0010489-0.00056385i,0.00078095-0.00090788i,-0.00055833-0.00039924i,-0.0011016-0.00028702i,-0.0012067-0.00068265i,-0.0013263-0.00025853i,-0.0004816+0.00062706i,0.00045802+0.00069837i,0.00047963+3.5053e-05i,0.0001176+0.00011742i,-0.00051667+0.00034568i,-0.00054378-0.00047266i,-0.00024769-0.0010966i,-0.00023908-0.00057875i,0.00016435-0.00070612i,0.0001664-0.0010493i,0.0001243-0.00010535i,0.0002351+0.00047893i,-0.00013505-3.614e-05i,4.7542e-05+0.00022156i,0.00029392+0.00061346i
0.00052776-6.4752e-05i,-0.00071287-0.00039285i,-0.00062756-0.00056721i,-0.00057358+0.00015809i,-0.0009072-0.0005997i,-0.00033231-0.000981i,-4.8783e-06-0.00015212i,0.00051062-0.00022171i,0.00076083+5.8818e-05i,0.00023854+0.00054493i,0.00022098+0.00066602i,0.00033676+0.00040595i,0.00083689-6.3354e-06i,0.0006227-0.00025205i,-1.2528e-05+0.00031929i,2.7479e-05+0.00012854i,-0.0003767-0.00084855i,-0.00020101-0.00077159i,0.00030754+5.1823e-05i,0.00048118+0.00049217i,0.00026852+0.00047155i,0.00085703+0.00039808i,0.00099043+0.00024924i
-0.00093724+0.000544i,-0.00083528+0.00051251i,-0.00040799+0.0015386i,0.00090032+0.0012431i,0.0016185+0.0003039i,0.00087998-0.00010953i,-0.00049216+4.6909e-05i,-0.0010946+0.00098777i,-0.0012315+0.0016106i,-0.0004799+0.0019466i,0.00026434+0.0019383i,0.00025824+0.0018128i,-6.6181e-05+0.0011981i,-0.00083299+0.00018193i,-0.00044471-0.00031096i,0.00013125-0.00030922i,5.63e-06+3.414e-05i,8.7459e-05-0.00038514i,-7.1344e-05-0.00053547i,-4.8219e-05-0.00064505i,0.00033121-0.00078808i,0.00021348-0.0003145i,-0.00061633+0.00013519i
-0.00081121-0.0011587i,-0.0012888-0.00050558i,-0.0015124+4.1193e-05i,-0.0011008+0.00051611i,-0.00059957+0.00096405i,-0.00016428+3.8554e-05i,0.00010886-0.0011493i,0.00032984-0.0013841i,-7.2734e-05-0.00089701i,-0.00034921-3.0857e-05i,0.00037477+0.00053601i,2.655e-05-6.0095e-05i,-0.00050595-0.00059107i,-0.00031972-0.00014099i,-0.00019646-8.6021e-05i,-0.00051685-5.0237e-05i,-0.00017346+3.4299e-05i,-8.2433e-05-0.00026757i,-0.0005041+0.00024781i,-0.00046815+0.00029125i,-5.6641e-06-0.00050435i,0.00024845-0.00071179i,-0.00014807+3.7853e-05i
-0.00023679-0.00031094i,-0.00064459+0.00024646i,-0.0005105+0.0011748i,-0.00023201+0.0010456i,-0.00020232+3.773e-05i,0.00013451-9.1967e-05i,5.0772e-06+0.00015908i,0.00029886+0.00058172i,0.00054802+0.00083933i,0.00034242+0.00043337i,0.00033576+0.00040243i,9.1717e-05+0.00045378i,5.9864e-05+0.00066747i,0.00034894+0.00050339i,0.00065977-0.00020908i,0.00027273-3.2359e-06i,-0.00046304+0.00036269i,-0.00013632+0.00068628i,0.00013869+0.00088567i,0.00047346+0.000448i,0.00018936+0.00024362i,-0.0010015-0.00043474i,-0.0010246-0.00097557i
0.00012326-0.0008801i,-0.0010282-0.00081795i,-0.0016703-0.0008035i,-0.0015287-0.0013943i,-0.0010456-0.0012104i,-0.00076211-0.00058468i,7.4989e-05-0.00013036i,0.00052883-0.00055204i,0.00048125-0.00094416i,0.00051206-0.00033708i,1.4831e-05+0.00023647i,-0.00034278+0.00023706i,8.2632e-05+0.00040557i,-0.00010778+0.00044012i,-0.00018242+1.8582e-05i,0.00015124-0.00053084i,7.2916e-05-0.00053727i,0.00018214+0.00010872i,0.00064905+0.00025205i,0.00040912+1.1971e-05i,-0.00062986-0.00018917i,-0.00085528-0.0005225i,0.00032288-0.000108i
5.4801e-05-0.00040312i,0.00048011-0.00031915i,0.00062933-0.0005225i,0.00034323-0.00043491i,-0.00072994-0.00067597i,-0.0010453-0.00035856i,-0.00074461+0.00097116i,-0.00094106+0.0019023i,-0.00086469+0.001376i,-0.00070099+0.00070959i,-9.317e-06+0.0006739i,0.00072541+0.00073186i,7.2727e-05+0.00094918i,5.4948e-05+0.0013752i,0.00040271+0.00081879i,0.00020307-0.00021805i,0.00069766-4.6634e-05i,0.0011146+0.00083958i,0.00027694+0.0004537i,-6.2557e-05-0.00043305i,0.00032678-0.00037255i,0.00068455-5.9927e-05i,0.00055653+0.00029842i
-6.5845e-05-0.0005464i,0.00031649-0.00083219i,-0.00090096-0.0010554i,-0.0022815-0.00083535i,-0.0024652-0.00049897i,-0.0015922+8.8988e-05i,-0.00047218-0.00045933i,1.9322e-05-0.00043981i,-0.00033412+8.4873e-05i,-0.00026628+0.00014735i,0.00032059+0.000361i,0.00056206+0.00071545i,0.00085002+0.0008782i,0.00087855+0.00059857i,0.00080411+0.0002629i,0.00025719+2.1175e-05i,-0.00013674-0.00012215i,-0.00049356+6.8824e-05i,-0.00018791-9.1266e-05i,0.00058101-0.00060364i,0.00094183-0.00064437i,0.0010821-0.00073898i,-4.4091e-06-0.00042665i
-0.00082872-3.9148e-05i,-0.00038371-0.00027071i,-0.00035286-0.00013319i,-0.0011753+0.0011325i,-0.0012315+0.0017586i,-0.00042218+0.0011918i,-0.00015857+0.0005921i,-0.00097561+0.00048233i,-0.00025728+0.00067405i,0.0010722+0.00076889i,0.0011685+0.00083459i,0.00079884+0.00043125i,0.00030648-0.00016818i,-0.00024665-9.6188e-05i,-0.00059648-0.00045353i,-0.00078242-0.00049731i,-0.00033389+0.00062417i,5.0835e-05+0.00068739i,-0.00022063+0.0004155i,-0.00048757+0.00028067i,-0.00032997+0.00041265i,-0.00041238+0.00049975i,-0.00046341+0.00068547i
