-0.0023909+0.00052385i,-0.00061866+0.0012033i,-0.00078274+0.0022053i,-0.0017509+0.002483i,-0.0020841+0.0020643i,-0.0015287+0.0015823i,-0.0011965+0.0014719i,-0.0010241+0.001514i,8.9692e-05+0.0018763i,0.001592+0.0019349i,0.0020404+0.0010156i,0.0013384-5.0026e-05i,0.00031111-0.00075431i,0.00033997-0.00068982i,0.00063713-8.2165e-05i,5.6088e-05-6.0119e-05i,-0.0006591+0.00066504i,-0.00097263+0.0012554i,-0.00087208+0.00081754i,-0.00053117+0.00021825i,4.2405e-05-0.00066839i,0.00044609-0.00085737i,8.1752e-05+0.0002339i
0.0012604+0.00099009i,0.0011657+0.00072833i,0.0015207-0.00033751i,0.0016087-0.0020176i,0.0010372-0.0013099i,3.9524e-05-4.6928e-05i,-0.00053915-0.00046397i,-0.00015905+0.00015187i,8.6209e-05+0.0010548i,-0.00051981+0.001026i,-0.00074118+0.0009201i,-0.00029107+0.00076351i,0.00025472+0.00030054i,0.00052571-0.00029231i,0.00010681-0.00025174i,0.00037605-0.00012798i,0.00081097-0.00046161i,0.00056256-0.00067766i,0.00010979-0.0005606i,0.00059869-0.00010287i,0.00070348-0.00036957i,0.0004387-0.00090967i,0.00061987-0.00099367i
-0.001144-0.00055643i,-0.0014753+0.00014828i,-0.0031089+0.00027637i,-0.0029823+6.0955e-05i,-0.0020695-0.0005659i,-0.0016099-0.00043494i,-9.1827e-05+0.00048321i,0.00046188+0.00048564i,-0.00038875+0.00038174i,0.00010756+0.0007173i,0.00079837+0.00085665i,0.0010202+0.0011581i,0.0010338+0.0012312i,0.00052897-3.7165e-05i,-0.00012848-0.00075944i,-0.00050176-0.0006354i,-0.00082238-0.00020232i,-0.00089129-4.1959e-05i,-0.0007251+0.00031867i,-0.00030642+0.00048891i,-7.202e-06+4.056e-05i,-0.00036991-0.00064209i,-0.00025078-0.00077849i
0.00051151-0.00020317i,-0.00039916+0.00068772i,0.00038409+0.00046826i,0.00133-0.00037833i,0.0010286-0.00066561i,0.0002455-0.00042981i,-0.00016227-0.00019748i,0.00012741+0.00010476i,0.00041932+0.0004639i,-0.00016477+0.00072898i,-0.00030365+0.00046627i,-0.00023507+0.00055075i,-0.00020441+0.00093315i,-2.0754e-05+0.0013032i,0.00015199+0.0004479i,0.00017272+1.628e-05i,-0.00025437+0.00030107i,-0.00024331-2.3123e-05i,-0.00014052+0.0002343i,-0.00022743+0.00056029i,-0.00055341+0.00027305i,-0.00065279-0.0001971i,-0.00059996+0.00011456i
-0.00042648+0.00087926i,0.00048778+0.00084972i,0.00055368+0.00053636i,0.0010254-0.0004117i,0.0017965-0.00023668i,0.0011711+0.00024415i,2.684e-05+0.00027732i,-0.00017223+0.00049553i,-0.00059232+0.00066947i,-0.0011982+0.00035604i,-0.00048984-0.00032573i,0.00057951-0.00043006i,-0.00019225-0.0010141i,-0.0011257-0.00060819i,-0.00038271+0.00040468i,0.00067309+0.000742i,0.00076389+0.0003118i,9.4572e-05-0.00022734i,-0.00027721-0.00031398i,4.9992e-05-0.00043351i,9.3171e-05-0.00015959i,-0.00010124+0.00016569i,-0.00025691+0.00012213i
0.0010627-0.00011227i,-0.00019906-0.00033948i,-0.00073025-0.00069663i,-0.0011665-0.0014528i,-0.0012208-0.0010657i,-0.00076043+0.00036636i,-0.00082654+0.00049674i,-0.0006521+0.00020694i,-4.2453e-05+0.00068267i,0.00048642+0.00098402i,0.00046541+0.00080427i,0.00014143+0.00078576i,-0.00014854+0.00088164i,-0.00023156+0.00062273i,-7.3537e-05-2.5878e-05i,-0.00010485-0.00033591i,4.0832e-05-0.00041749i,0.00070164-0.00043904i,0.00082565-0.00041291i,0.00071066-0.00040325i,0.00065305-0.00049272i,0.00058189+0.00026818i,0.00058499+0.00097541i
0.00019955-0.00028398i,-0.00086045+7.6479e-05i,-0.0011233-0.00050986i,-6.3014e-05-0.0011826i,0.00038512-0.0013224i,-0.00098924-0.00038816i,-0.0013636-0.00029227i,-0.00099685-0.00058568i,1.6438e-05-0.00030341i,0.00071053-0.00021917i,0.00059624+0.00057591i,-3.2668e-05+0.0012419i,-0.00065609+0.0010779i,-0.00027106+0.0005381i,3.4498e-06-2.4828e-05i,-2.5752e-05-0.00055223i,-8.597e-05-0.00055435i,-0.00045486+0.00022054i,0.00024798+0.00022158i,0.00073921-0.00047573i,0.00028331+0.00018973i,-5.9126e-05+0.00064042i,-1.1305e-05-0.00088276i
0.00031063+0.00043804i,-5.5572e-05-0.00057169i,0.00044593-0.0023824i,-0.00045619-0.0029661i,-0.00098591-0.002589i,-0.0011845-0.0013485i,-0.001502-0.00018314i,-0.0011469-0.0001317i,-0.00043744-0.00034092i,0.00028508-0.00050826i,0.000298-0.00027037i,1.5018e-05+0.00033041i,0.0005334+0.00048181i,0.0012552+0.0010351i,0.00089054+0.0013633i,0.00018022+0.00090246i,0.00010443+0.00081127i,0.00027569+0.0011564i,0.00016999+0.0015149i,0.00074996+0.00077643i,0.00093868+4.197e-05i,0.0002052+0.00022771i,0.00015209-0.00029138i
0.001211+0.00025684i,0.00055403+0.00037524i,-8.8479e-05-0.00020498i,-0.00043521-0.0010974i,-0.00075143-0.00093771i,0.00021626-0.00025408i,0.00055694-0.00021196i,0.00027508-9.6723e-05i,-0.00011537+0.00044118i,-0.00079516+0.0005598i,-0.00036534+0.00068866i,0.00049913+0.00073341i,0.00016215+0.00037806i,0.00015756+5.0773e-05i,0.00019087-0.00030023i,-0.00049221-0.0012171i,-0.00072788-0.00036472i,-0.00078024+0.00084138i,3.6306e-05+0.00076353i,0.00064409+0.00077642i,0.00033022+0.0002124i,0.00042376+0.00034806i,0.00057403+0.00081047i
-6.2076e-05-0.00064246i,0.00014099-0.00067136i,-0.00023266-0.00041952i,-0.0014033+0.00054817i,-0.0019366+0.0011612i,-0.0011059+0.00092033i,-7.3669e-05+0.00094073i,0.00013703+0.00048345i,-0.00024756-0.00013171i,-0.00064363-6.1576e-06i,-0.00050831+4.3053e-05i,-0.00012229+4.4309e-05i,0.00063803+0.00018517i,0.00087908+0.00011471i,0.00014595+9.3149e-05i,0.00034651+0.00015026i,0.00078315+0.00039629i,0.0002417-8.2373e-05i,0.00016136-0.00033138i,-0.00021447-0.00011169i,-0.00052579-0.00022233i,0.00012013-0.00035164i,0.0001488-0.00029859i
0.00032765+0.001079i,0.0010661+9.4986e-06i,0.0018949-0.0010519i,0.0016123-0.00028944i,0.00085353-0.00030891i,0.00010958-0.0008326i,7.5721e-05-0.00038232i,5.5684e-06+0.00068524i,-0.00023881+0.00069484i,-0.00026782-0.00026096i,-0.00045227-0.00042059i,-0.00050694+0.00032731i,-0.00057684+0.00046062i,-0.00072105-0.00026512i,-0.00082887-0.00032787i,-2.7541e-05+0.00031227i,4.2912e-06+0.00041889i,-0.00055891+0.00015322i,0.00021197+1.8401e-05i,0.00088399-0.00046845i,0.0013384-0.00012095i,0.00087472+0.00044535i,-0.00035585+0.00025378i
-0.00097013-0.00087196i,-0.0012673-0.00025415i,-0.0021383+0.00078108i,-0.0020721+0.00093536i,-0.0010853+0.00076289i,-7.2592e-05+0.00056563i,-0.00045129-0.00010417i,-0.0011094-0.00095916i,-0.00062537-0.00025648i,-0.0010355+0.00052382i,-0.00050551+0.00052615i,0.00090595+6.8108e-05i,0.00086228+0.00047099i,0.00021293+4.7791e-05i,0.00075861-0.00093941i,0.00024441-0.00061932i,-0.00065528-0.00036459i,-0.00039558-0.00053258i,-0.00078457-0.00076902i,-0.0008561-0.0011895i,-0.00058725-0.0010653i,-0.00039047-0.0010396i,-1.8939e-05-0.00096699i
7.1232e-05-5.4435e-05i,0.00028518-0.00041303i,0.00025667-0.0018817i,0.00029122-0.0015268i,-0.0002309-0.00089101i,-7.1813e-05-0.00090966i,0.00021899-0.0012028i,6.7266e-05-0.0014181i,-0.00061001-0.00073411i,-0.0013064+0.00029856i,-0.0006057+0.00084598i,0.00023908+0.00095291i,0.00020982+0.00095154i,-8.9195e-05+0.0009395i,-3.4751e-06+0.0002925i,0.0001538-9.9662e-06i,4.0952e-05+0.0007635i,-0.00024617+0.00048444i,-0.0001998-0.00044177i,-0.00053267-9.0344e-05i,-0.0012361+2.3859e-05i,-0.00084813-0.00065458i,0.00015196-0.00082633i
0.00030055+0.0011701i,0.00092041+0.0013474i,0.00062756+0.0014429i,0.00066311+0.0012017i,-0.00033752+0.0010943i,-0.00065666-0.00059433i,-0.00019291-0.0013138i,-0.00044605-7.1632e-05i,-0.00068356+0.0013046i,-0.00065598+0.0016488i,8.9121e-05-0.00027714i,0.00089626-0.00063967i,0.00063512+0.00071817i,-0.00013868+7.789e-05i,-0.00012102-0.0008408i,0.00024995-0.00024953i,-4.3225e-05+0.0005073i,0.00013576+0.00059447i,-0.00013487-0.00013978i,-0.0003498-0.00015561i,-0.00030782+0.00031989i,-0.00049669+0.00060071i,-0.00012947-2.4114e-05i
0.00066953+0.00083542i,0.00049604+0.00067884i,0.00042928+0.00022418i,0.00069322+0.00051021i,0.00093456+0.00091785i,0.0013523+0.00028273i,0.00092873+0.00012784i,-1.0028e-05+0.00091294i,-0.00083117+0.0001339i,-0.0008725-0.00021491i,-0.00027422+0.00054737i,0.00091519+0.00027811i,0.00075913+0.00021711i,-8.7144e-05+0.00043894i,0.00041157-6.6381e-05i,0.00098262-0.00071695i,0.00019057-0.00090126i,-0.0007594-0.00087771i,-0.00059445-0.000421i,0.00017683+6.3069e-05i,0.00080963-0.0002538i,0.00055588-0.00019182i,-0.00015764+7.79e-05i
-0.0016362-0.00053219i,-0.00071936-0.0013753i,0.00012363-0.0012677i,-0.00040225-0.00056521i,5.3056e-05-5.1804e-05i,0.00091249-0.00036842i,0.00060182-0.00096205i,-0.00028742-0.00077441i,-0.00057738-0.00016943i,-0.00058092+0.00043205i,-0.00037554+0.00085426i,0.00040407+4.3104e-05i,0.00085891-0.00052312i,0.00024264-0.00038329i,0.00028303-0.00066362i,0.00083001-0.00066507i,0.00036093-0.00042806i,-0.00049589-0.00072764i,-0.00077365-0.00018361i,-0.00094749+0.00027788i,-0.00070777+0.00046151i,-0.00030493+0.0004196i,-0.00014818-0.00028605i
0.00031776-3.0045e-05i,0.00018091-2.2617e-05i,0.00042841-0.00082866i,0.00086216-0.00070771i,0.00043553+0.00022639i,-7.7613e-05+0.00038368i,-0.00044013+4.5842e-05i,-0.00078498+0.00035527i,-0.00080453+0.00088113i,-0.00039765+0.0007961i,0.00019169+0.00079844i,0.00059813+0.001163i,0.00077449+0.00019277i,0.00068931-0.00081232i,0.00058085-0.00071084i,0.00074564-0.0007329i,0.00066469-0.0001445i,0.00036865+0.00024625i,0.00049251-0.00027599i,-4.927e-05-0.00015158i,-0.00045309+0.00062128i,5.5553e-05+0.00062818i,0.00033478+0.00013061i
-0.00045842+0.0011747i,0.00035764+0.0015876i,0.00076429+0.0015776i,0.00068826+0.0015242i,0.00082513+0.0011864i,-4.4109e-05+2.2591e-06i,-0.00066996-0.00075826i,-0.00058356-0.00080558i,-0.00096262+0.00028848i,-0.0011172+0.0018812i,-0.00055141+0.0019074i,0.00017174+0.0011424i,-0.00032043+0.00089255i,-0.00078407+0.00071951i,-0.0001103+0.00085987i,0.0011157+0.0010773i,0.0010786+0.00028471i,0.00027739-0.0006049i,-6.7232e-05-0.0008942i,2.821e-05-0.0010055i,0.00011581-0.00088788i,-0.00016757+6.1994e-05i,-0.00072154+0.00018199i
-0.00053731+0.00074629i,-0.00080818+0.00083837i,-0.00053375+0.00088i,0.00015468-3.3853e-05i,4.3735e-05-0.00073679i,-0.00031016-0.00034426i,-0.00023471+0.00015155i,0.00064693+0.00045976i,0.0004687+0.0011578i,-0.000702+0.0018051i,-0.00086281+0.0017364i,5.916e-05+0.0013595i,0.00024112+0.0011615i,-1.1674e-05+0.00082999i,0.00020204+0.00063782i,0.00037682+0.00090179i,0.0010051+0.00076491i,0.00073397-0.00019352i,-0.00017768-0.00077183i,-0.00022391-0.000562i,-0.00014315+0.00023292i,-5.0948e-05+0.00084467i,-0.00035716+0.0007712i
-0.00017872+0.00034223i,-0.00015082-0.00010316i,0.0004863-0.00049615i,0.00079395-0.0009752i,-0.00031612-0.00087407i,-0.0011013-0.00036732i,-0.00093593+0.00023167i,0.00012273+0.00074829i,0.00075924+0.00058055i,0.00066223+0.00081904i,0.00056844+0.0002687i,0.00022195-0.00024935i,0.00017335+0.00054096i,6.2e-05+0.0013404i,-0.00023423+0.00068248i,-0.00022196-0.00057246i,7.8462e-05-0.00030026i,-9.3199e-05+0.00030052i,6.8888e-05+0.00025881i,0.00092907+7.9251e-05i,0.00097166+0.00013807i,0.00036479+0.00079476i,8.0209e-05+0.00055626i
-0.001304+9.2187e-05i,-0.0015182+0.00079657i,-0.0012653+0.00072052i,-0.00056748+0.0013222i,0.00084867+0.0019274i,0.0015046+0.0013688i,0.00074512-8.9665e-05i,0.00042389-0.00074608i,0.00022477-0.00019291i,-0.00049255+0.00010838i,-0.00016372+0.00063245i,-4.1109e-05+0.00048276i,-0.00030218-0.00028138i,-0.00020188-0.00012869i,0.0001187-0.0001032i,-0.00050744-0.00013165i,-0.0015424+8.9406e-05i,-0.0013586+0.00041309i,-0.00089495+0.00012589i,-0.00060303-7.4624e-05i,-1.3352e-05-7.7707e-05i,4.521e-05+0.0002244i,1.7204e-05+0.0005824i
0.00029276-0.00075464i,0.0010392-0.00084015i,0.00077476-0.0010304i,5.252e-05-0.0019814i,0.00010293-0.0018401i,-0.00022842-0.0013052i,-0.00068171-0.00061945i,-0.0010668-0.00033458i,-0.00080833-0.00043495i,-0.00037195+0.0007795i,-0.00028598+0.0018078i,0.00022678+0.0016098i,0.00016793+0.00078769i,9.8968e-05+0.00039577i,0.00048324+0.0004556i,0.00024573+0.00015741i,-0.00027542+0.00015661i,-0.00065164+0.00042418i,0.00033671+2.7908e-05i,0.00069371-0.00016548i,-0.00019503+0.00028961i,-0.00065581+0.00027437i,-5.5108e-05+0.00022489i
-0.00073167+0.00010254i,-0.0013719+0.00063652i,-0.0014685+0.00050276i,-0.0018939+0.00038392i,-0.002144-0.00049676i,-0.00049668-0.0013526i,0.00062119-0.00052282i,-3.0275e-05+0.000159i,-0.00083626-0.00014635i,-0.0010057+0.0006965i,-0.00087564+0.0013115i,-0.00014455+0.00082711i,0.00078729+0.00064257i,0.00040467-0.00057255i,0.00040369-0.0020021i,0.0010049-0.0016505i,0.00049261-0.00049479i,-0.00018974+0.00010522i,1.163e-05+0.0002773i,0.00026665-2.6701e-06i,0.00013007-0.0007697i,-0.00032107-0.0013946i,4.475e-05-0.00077064i
-0.00044818+0.00050756i,0.00050458+3.2744e-06i,0.00094314+0.000324i,0.0013814+0.00063386i,0.0015049+0.00033165i,0.0010027+0.00022511i,-7.377e-05-0.00028158i,-0.00043482-0.0012607i,-0.00047593-2.0688e-05i,-0.00060948+0.0015928i,-0.00054664+0.00074676i,-0.00046832-0.00014852i,-0.00041721-0.00086042i,-0.00024245-0.0010357i,4.4341e-05-0.000881i,-0.0001779-0.00081194i,-0.00021502+3.9201e-05i,-0.00047773+0.00028317i,-0.00090043-0.00051092i,-0.0017632+0.00046402i,-0.0013404+0.0012456i,-0.0002768+0.00083234i,-0.00014445+0.00096077i
0.0001148+0.00024158i,-0.00059028-0.00013596i,-0.0010312-0.00075698i,-0.0015338-0.00087958i,-0.0013064-0.00060852i,-0.00061255-0.00018761i,-0.00064282-0.00017342i,-0.00064554-7.3032e-05i,4.5933e-05+0.00041852i,0.0010186+0.0017862i,0.00052138+0.0016027i,-0.00036136+0.00010462i,-0.00038305-0.00029252i,-0.0002239+2.411e-05i,-0.00012662+0.00033876i,-0.00017246+0.00024605i,-0.00065807+0.00028771i,-0.001243+0.00040333i,-0.00088076+0.00067914i,0.00016059+0.00064932i,0.00041107-8.5678e-05i,0.00037905-0.00068706i,0.00032787-0.0011567i
-0.00024773-0.00029138i,-0.00048401+0.0008965i,0.00052279+0.001344i,0.00096444+0.0012157i,0.00055281+0.00064591i,0.00046151+0.00057863i,6.6248e-05+0.00029803i,-0.00035536-0.00022582i,-0.00038233-0.0003353i,2.6901e-05+0.00027097i,0.00039447+0.00094665i,0.00065637+0.00061369i,0.0011496-4.5589e-05i,0.00097017+2.4046e-05i,0.00055532+0.00010173i,0.00030697+0.0003968i,0.0003897+0.0010586i,0.00019726+0.0011132i,-0.00056829+0.0010187i,-0.00071429+0.0011353i,-0.00027212+0.00035669i,-0.00015426-0.00026845i,0.00034796-0.00017514i
0.00041531-0.00066852i,0.00077371-0.00093658i,0.0007009-0.0015679i,-0.00061236-0.0017431i,-0.00087247-0.0017388i,-0.00074952-0.0011047i,-0.00054039-9.5046e-05i,8.7806e-05+0.00060554i,-0.00027557+0.00089543i,-0.00026344+0.00063023i,-9.079e-05+0.00091338i,-0.00035468+0.0011689i,0.00020129+0.00071355i,0.00067067+0.00050624i,0.00066995+0.00071997i,0.00071376+0.00010667i,6.5613e-05-0.00051476i,-0.00031602+0.0002062i,0.00050304+0.00043641i,0.0010806+5.87e-05i,0.00047925-0.00019271i,0.00028781-0.00028231i,0.00028961-6.2468e-05i
0.0011587-0.00065757i,-0.00016918-0.0001863i,-0.0018745-0.00063523i,-0.0018352-0.00042403i,-0.00014577+0.00010696i,0.0013348-0.00040973i,0.0016856-0.000491i,0.00019328+0.00056742i,-0.00077577+0.0012309i,-0.0004096+0.0011878i,0.00028954+0.0012486i,-6.334e-05+0.0010171i,-0.0001914+0.00032573i,0.00059355+0.00022277i,0.00050835+0.00019942i,8.8463e-07+0.00046865i,-7.1985e-05-0.00029273i,6.4951e-05-0.0012144i,0.00016013-0.0010312i,-0.00019362-0.00041688i,-0.0001714-0.00022531i,6.7217e-05-0.00035843i,-0.00013523+0.00011939i
-0.0013215-0.001104i,-0.0017677-0.00011695i,-0.0014674+1.0784e-05i,-0.00060716-0.00042728i,-0.0010558-0.00014978i,-0.0015447-8.4542e-05i,-0.0013378-0.00062619i,-0.0014168-0.00086034i,-0.0010718+0.00047556i,-0.00034066+0.0019834i,-9.541e-05+0.0013986i,0.00063693-0.00041888i,0.0014278-0.00098534i,0.0014359-0.0009898i,0.00077444-0.0013593i,-0.00010348-0.00057374i,-0.00032349-0.00025824i,-0.00038322-0.00048161i,-0.00053887-0.00022723i,-1.2485e-06+0.00030812i,-0.00014753+0.00035674i,-0.00060237+7.4443e-05i,-4.445e-05+0.00030264i
-0.00090096+0.00024861i,-0.0012108+0.00015811i,-0.0018586-0.0011887i,-0.0017939-0.0017078i,-0.00079141-0.00090097i,-0.00040556+0.00030573i,3.8058e-05+0.00068991i,0.00075675+0.00089006i,0.00037792+0.00091861i,-1.7148e-05+0.00063159i,1.2696e-06+9.1938e-06i,-7.143e-05-0.00023369i,0.00014124+0.0006354i,0.00058732+0.0010573i,0.00073935+0.00095945i,0.00029684+0.0002002i,0.00014762-0.0005078i,-7.3172e-05-5.8979e-05i,5.5167e-05+0.00036204i,0.00040367+8.4404e-05i,0.00058253+0.00044628i,0.00059052+0.0004896i,0.00078616-0.00015611i
-0.00047114+0.00017063i,0.00052244-0.00014186i,0.0012118+0.00040936i,0.0013464-4.2507e-05i,0.0016141-0.00040281i,0.00032791-0.00042054i,-0.0003464-7.8485e-05i,0.00042864+0.00024411i,0.00044179+0.00050563i,0.00015443+0.0010359i,-0.00069889+0.0011024i,-0.0010597+0.00043304i,0.00025065+0.00024931i,0.00024276+0.00049509i,-0.00099049+0.0007488i,-0.00078521+0.0010289i,0.00011298+0.0011221i,0.00076906+0.00093984i,0.0010571+0.00068707i,0.00065371+0.00045761i,-0.00012576+0.00017369i,-0.00014714-0.00019127i,0.00037363-0.00075689i
0.00032694-5.7961e-05i,-0.00084785-0.0010655i,-0.00029737-0.0016248i,-0.00033353-0.0011802i,-0.0012173-0.00083761i,-0.0014312-0.0011424i,-0.00087922-0.0010857i,0.00016054-0.00037329i,0.00083806-1.6646e-05i,0.00074008-0.00015976i,0.00070946-0.00019141i,0.00095367+0.00087437i,0.0010129+0.00093226i,4.7975e-05-2.1911e-05i,0.00053903+0.00082352i,0.0017871+0.0014849i,0.00089766+0.00077714i,-1.9751e-05-0.00015301i,0.00020813-0.00075947i,0.00018701-0.00061944i,-7.1159e-05+5.617e-05i,0.00020708+0.0009101i,0.00057358+0.00070118i
-0.00019726+0.00012549i,-0.00036762+0.00052521i,-0.00015673+5.0608e-05i,0.00041848-0.00035142i,0.00013845+4.9796e-05i,-0.00026475+0.00021784i,-0.00030192-5.1437e-05i,-7.1251e-05-5.7895e-05i,3.5747e-05-0.00018523i,0.00055192-0.00041401i,0.00046238-0.00020424i,-0.00094204+0.00015626i,-0.00091577+0.00012587i,6.4521e-05+0.00027248i,2.8185e-05+0.00061452i,-0.00016777+0.00036374i,-0.00010991+0.00016034i,0.0002193+0.00036223i,0.00047787+7.0821e-05i,0.00029945-0.00043957i,-0.00018623-0.00071929i,-7.4072e-05-0.00091147i,9.72e-05-0.00030109i
-0.0006852-0.0011218i,-0.00077599-0.00032326i,-0.001371+9.2187e-05i,-0.0018264+0.00044468i,-0.0015559+0.00042449i,-0.00051123+0.00023496i,0.00081879-0.00019295i,0.00048242-0.00050268i,-0.00035452-0.00019157i,-0.00076221+0.0002434i,-0.0006102+0.00032566i,7.9349e-05-0.00041446i,0.00031191-0.00096051i,0.00038487-0.00061115i,-0.00019044-0.00047682i,-0.00078167-0.00053595i,-0.00054583+0.00037043i,0.00019251+0.00072051i,0.00081827+0.00056883i,0.00027385+0.00017052i,-7.1352e-05-0.00059868i,0.00040922-0.00029168i,0.00071791+0.00019462i
0.0011906+0.00080315i,0.0016307+0.00013178i,0.00092589-0.00010393i,0.00053266-0.00013184i,0.00098735-0.00038619i,0.0012416-0.0013661i,0.00041497-0.00075812i,-0.0011287+0.00053805i,-0.0016316+0.00088026i,-0.0015511+0.0009062i,-0.00069546+0.00057189i,-0.00020387+0.0010407i,9.4907e-05+0.00095212i,8.7274e-05+0.00039571i,0.0001052+0.00082361i,2.4538e-05+0.00045184i,-0.00013264+0.00016019i,-2.5485e-05+0.00018562i,-0.00024141-0.00033302i,-2.8718e-05-0.00096746i,0.00062493-0.0007831i,0.00059121-0.00011765i,0.00013034-0.00021125i
-0.00099306+0.0015542i,-0.00088587+0.0017223i,5.0784e-05+0.0020148i,0.00042538+0.0010835i,3.1008e-05+0.0001232i,-0.00040353-2.0789e-05i,-0.00053466+0.00020456i,-0.00064029+0.00080339i,-0.00096185+0.001443i,-8.9326e-05+0.0013068i,0.00069147+0.00078302i,0.00051091+0.00062513i,-0.00012119+0.00034166i,-0.00035249-0.00032382i,-0.00039756-0.00015167i,-0.00045387+0.00056554i,-0.00053169+0.0012937i,-0.00054162+0.0013809i,-2.8084e-05+0.00057273i,-0.00028613-0.00045803i,-0.0003019-0.0010127i,8.7493e-05-0.00055222i,-0.0003825-0.00022087i
-0.00015258+0.00058355i,-0.00023897+0.0004406i,-0.00036604+0.0012766i,-0.001222+0.0014839i,-0.00088707+0.00035103i,0.00077506-0.0002451i,0.0012295+0.00059232i,0.00080914+0.0015736i,0.00055302+0.0017415i,0.00097167+0.0013004i,0.0014257+0.0010206i,0.0009726+0.0011679i,0.00058098+0.00064131i,0.0010029+0.00019925i,0.00061603+0.000693i,-0.00049788+0.00037712i,-0.00025388+0.00013367i,0.00059843+0.0008094i,0.00088451+0.00058188i,0.00025586-0.00010211i,-0.00058971-1.7859e-05i,-0.00055725+0.00014075i,0.00036965-4.6003e-05i
0.0021615+0.00046885i,0.002507-0.00015054i,0.0035155-0.00027304i,0.0027474-0.0016611i,0.00096548-0.0029433i,-0.00041534-0.0016139i,-0.00072405+0.00059122i,1.4502e-05+0.0016656i,0.0012494+0.0017189i,0.0021353+0.0010899i,0.001625+0.00010793i,0.00086955-0.00064574i,0.00085232-0.0006901i,0.00044208+0.00022475i,-0.0005467+0.00089219i,-0.00063171+0.0011228i,-0.00016081+0.0010812i,0.00076989-0.00024001i,0.00056009-0.00062578i,2.3082e-05-4.1441e-05i,-0.00022996-0.00011934i,-0.00053942-0.00041014i,-0.00054595-0.00052286i
0.00087416+3.4824e-05i,0.00041759-0.00063082i,-0.0006715-0.0028476i,-0.0017255-0.003638i,-0.0019251-0.0032352i,-0.00054709-0.0025802i,-0.00024186-0.0028345i,-0.0019002-0.0033165i,-0.0033302-0.0025046i,-0.0035081-0.00069698i,-0.0022286+0.00038638i,-0.00092663+0.00085386i,-0.0006188+0.00093013i,-0.00048098+0.0008498i,0.00080675+0.00067177i,0.001723+0.0003064i,0.0012099-6.3151e-05i,3.3107e-05-0.00043449i,-0.0003037-0.00068819i,0.00021797-0.00084144i,0.00070902-0.00043052i,0.001774+0.00037943i,0.0016503+0.00053556i
0.00044863+0.00095478i,0.0012274+0.00073217i,0.0023723+0.00020685i,0.0032045+0.00045559i,0.0022733+0.0004689i,0.00086524-0.00070816i,0.00017151-0.0015785i,-0.00029756-0.001802i,-0.0018112-0.0015756i,-0.0026392-0.0013972i,-0.0017096-0.0013989i,-0.00080178-0.00064674i,-0.00048717-7.0261e-05i,-0.00034908-2.219e-05i,0.00011059+0.00040968i,0.00014292+0.00061518i,-0.00018291+0.00031173i,-0.00055126+3.9218e-05i,-0.00026329-0.00054174i,0.00063648-0.001291i,0.0012439-0.001243i,0.00088558-0.0001198i,-0.00025385+0.00046328i
0.00029949-0.00019479i,-0.00017025-0.0002999i,-0.00098631-0.00067171i,-0.0014227-0.0014088i,-0.0013028-0.0013207i,-0.0010025-0.0013155i,-0.00050268-0.0022398i,-0.00059133-0.0015365i,-0.0019354-0.00088958i,-0.0019014-0.00046097i,-0.00058449+0.0006891i,-0.00032584+0.00050411i,-0.00078292-0.00036024i,-0.00020238-0.00055577i,0.00062903-0.00012057i,0.00077047-0.00020249i,0.00074971-0.00077931i,0.00060658-0.00047398i,0.00027057-0.00020273i,0.00035782-0.00027459i,0.00054601+7.2254e-05i,0.00058016+0.00033273i,0.00059394+0.00029072i
-0.00018001+0.00060976i,-0.00017519+0.00028383i,0.0016004+0.00042131i,0.0016717+0.00027099i,0.00012454-0.00088098i,-0.00085488-0.0024568i,-0.0012775-0.0026598i,-0.0011731-0.00090601i,-0.0010372+0.0006811i,-0.0016607+8.9354e-05i,-0.001457-0.00045157i,-0.00078005+0.00038064i,-0.00019915+0.00083319i,0.00044373+0.00018196i,-4.8172e-05-0.00091365i,-0.0011405-0.00073623i,-0.0012099-1.3745e-05i,-0.00080431+0.00070607i,-0.00053838+0.00061714i,-0.00053389-0.00011811i,-0.0001301-0.00040068i,6.9116e-05-0.00035053i,-0.00020183-0.00050324i
-0.00031395+7.077e-05i,5.8292e-05+0.00026875i,0.00078501-0.0007418i,0.0010132-0.0022332i,0.00034043-0.0015587i,-0.00065018-4.1561e-05i,-0.00092853-0.00025446i,-0.0007375-0.00079054i,-7.4831e-05+0.00019453i,-0.00019711+0.00095495i,-8.2015e-05+0.00070251i,0.00025706+0.00088201i,0.00050516+0.0002865i,0.00039349+0.00021008i,0.00057171+7.0925e-05i,0.00093492-0.00098711i,0.00094698-0.00028887i,0.00073866+0.00044722i,0.00047165+0.00010184i,0.00031271+6.1832e-05i,0.00038118+0.00029524i,0.0010303+9.0164e-06i,0.00059507+0.00015924i
