-0.0016433+0.00097756i,-0.0021012+0.00095086i,-0.0011478+0.0028755i,0.00034526+0.0019673i,0.00016849+0.00080193i,-0.00035822+0.00029813i,-0.00055127+0.00045342i,-0.00035218+0.0018003i,-2.2394e-05+0.0013611i,0.00022506+0.00093368i,0.00042461+0.00035068i,6.6528e-05-0.00024221i,-0.00037132+0.00014629i,-0.00077249-0.0003779i,-0.0011854-0.00049662i,-0.00092004-0.00040165i,-0.00093957+5.1793e-05i,-0.00075188-5.1807e-05i,-0.00026313-0.00027151i,4.2738e-05-0.00023181i,0.00028966-0.00012841i,0.00031494+0.00024124i,0.00049589+0.0001562i
-0.00038023-0.0069914i,-7.4537e-05-0.0063384i,-0.0026745-0.0052677i,-0.0058489-0.0019592i,-0.0056339+0.002167i,-0.0019409+0.0030522i,0.00024075+0.00049014i,0.00056634-0.00081506i,-0.0005253-0.00026905i,-0.0016964+0.0010703i,-0.0020681+0.0017977i,-0.0010032+0.00062532i,0.00069987+0.00030829i,0.00046044+0.00087109i,-0.00029557+0.00086909i,-0.00095831+0.00022857i,-0.0012302-0.00025907i,-0.00051069+0.00022785i,-0.00021488-0.00027344i,-0.00047673-0.00074216i,0.00047543-0.00053063i,0.0010015-0.00084802i,0.00021057-0.0006616i
-0.00418+0.012838i,-0.0040121+0.01615i,0.0040617+0.016497i,0.0098421+0.0093055i,0.010401+0.00094845i,0.004601-0.0041805i,8.1631e-05-0.0021263i,0.0012041+0.00047804i,0.0020378+0.0012663i,0.0027605+0.00050087i,0.0027272-0.0011965i,0.00052175-0.0012708i,-0.001493-0.0010189i,-0.0024308-0.0013229i,-0.0028504-0.00095886i,-0.0018997+2.3622e-05i,0.00033168+0.00034697i,0.0009138-0.00020507i,0.00027014-6.6053e-05i,0.00034445+0.0005959i,6.9508e-05+0.00075536i,-0.00024801+0.00066502i,9.1794e-05+0.00027997i
0.00065518+0.002594i,0.0013396+0.0012565i,0.0024427+0.00040977i,0.0032446-0.00030997i,0.0024328-0.0021618i,0.0011372-0.0034324i,-3.5956e-05-0.0020046i,-0.00093164-7.1564e-05i,-0.0018939-0.00016594i,-0.0013386-0.00083441i,-0.00020617-0.00059545i,-0.00047424-0.00032668i,-0.0012535-0.00020447i,-0.0016424-0.00026576i,-0.0012689-0.00093953i,-0.00061892-0.0013353i,-0.00058619-0.0017373i,-0.00079744-0.00096423i,-0.00043236-0.0002512i,0.00024418-0.00061992i,4.7308e-05-0.00051967i,-0.00031283-0.00031446i,0.00015212-0.00032067i
-0.00076214+0.0012527i,-0.0014496+0.0023048i,-0.0005319+0.0025948i,0.00020835+0.0013032i,0.00051198-0.00047996i,0.00031476-0.00049581i,-0.00060341+0.0011673i,-0.00043717+0.0014799i,-0.00019534+0.00099046i,0.00013048+0.00097155i,0.000721+0.00026738i,0.00090192-0.00028057i,0.00070922-0.00046074i,0.00020164-0.00087461i,0.00024192-0.00074112i,0.00054428-0.00022312i,0.00080197-0.00063416i,0.00068415-0.00050064i,0.00021634+0.00048742i,1.6781e-05+0.0002804i,0.000122-4.4367e-05i,0.0001649+0.00056167i,-0.00026887+0.00051679i
-0.00017241-0.0005519i,-0.0009582+0.00010186i,-0.0019714+0.0012592i,-0.0018478+0.0013393i,0.00032972+0.00035188i,0.0011527-0.00034349i,0.00023874+2.9593e-05i,5.3827e-06+0.00056385i,0.0004667+0.00078114i,0.00068459+0.00067834i,0.00057296+0.00019091i,0.00021307-0.00063i,-0.00040824-0.0012966i,-0.0001945-0.00092303i,0.00013266-8.8323e-06i,-0.00030263+0.0010735i,-0.00086917+0.00093755i,-6.4064e-05+0.00042495i,0.0009628+0.00025033i,0.00030251-0.00025597i,-7.9973e-05-0.00027701i,0.00010404-0.00026365i,0.00035486+2.5442e-05i
-0.0022643+0.0010678i,-0.002444+0.0022999i,-0.0012537+0.0025748i,-0.00049013+0.0011398i,-0.00033616-0.00024926i,-0.00041293-0.0013103i,-0.0003777-0.00096594i,-0.00037369+0.00016943i,0.00011274+0.0010102i,0.00081101+0.0010954i,0.0011794+0.0006485i,0.00072416+0.00054203i,0.00015713+0.00033667i,0.00016277+0.0014125i,-0.00014296+0.0020869i,8.5144e-06+0.00070576i,0.00011005-2.9729e-05i,-8.1473e-05+0.00059425i,0.00025734+0.0010192i,0.000826+0.0013083i,0.00027263+0.00042629i,-0.00019292-0.00031936i,0.00020433+5.1535e-05i
0.00010319-0.00068424i,0.0007811-0.0021689i,0.0014498-0.0016907i,0.0021206-0.0015965i,0.0021099-0.0023306i,0.0016218-0.0023762i,0.00060761-0.0020191i,0.00022632-0.0013996i,0.00020757-0.00047475i,0.00023887-0.00034275i,0.00096919-0.00046158i,0.0014163-0.00088091i,0.0013236-0.00091114i,0.00019838+0.00027997i,-0.00034258+0.00093906i,-0.00039728+0.00073238i,-0.00024103+0.00062188i,0.0004003+0.00084281i,0.0010153+0.00063949i,0.00058299+0.00019584i,5.179e-06+3.6607e-05i,0.00093193+0.00031092i,0.00081065+0.00074292i
0.00036567+0.00059146i,-0.00071403+0.00030645i,-0.0017308+0.0013243i,-0.0017283+0.0016819i,-0.00047158+0.0010094i,-0.00033758+0.00010454i,-0.00079705-9.8269e-05i,-0.00054613+0.00063567i,-0.00035612+0.00054674i,0.0002474+0.00036056i,0.00089064+0.0004273i,0.00087717-0.00033299i,0.00037701-0.00033144i,0.00024923-0.00034016i,-0.00012669-0.00068475i,-0.00087498+0.00017267i,-0.0012873+0.00064197i,-0.0011953+0.00058144i,-0.00066875+0.0008755i,-0.00060257+0.00065799i,-0.00057633-4.9066e-05i,-0.00034282-0.00032188i,0.0012454-0.0010846i
-6.0753e-05+0.00065031i,-4.7104e-05+0.0012785i,-4.2253e-05+0.001809i,-0.00043666+0.0010638i,0.00040754-0.00038256i,0.0010367-0.0016139i,0.00061546-0.00098542i,0.00033024-0.00048044i,1.1861e-05-0.0010187i,-0.00018239-0.00031875i,-0.00032461+0.00050684i,-0.00053367+0.00042444i,-0.00015124-0.00014394i,-0.00015975-0.00047693i,-0.0008173-0.00022231i,-0.00041584-0.00044235i,-7.2678e-05-0.00048319i,-0.00023942+0.00021119i,-0.00016198+0.0002486i,4.5196e-05+0.00040375i,-0.00016248+0.00052876i,-0.00013866+0.00028498i,-0.0002013+6.0148e-05i
0.0026217+0.0037775i,0.002898+0.0040051i,0.003541+0.0031094i,0.0034015-0.00010113i,0.0022928-0.0024675i,0.0003322-0.0019465i,-1.2635e-05-0.0012803i,0.00036265-0.00092007i,1.0136e-05-0.00046809i,0.00037614-0.00091875i,0.00082369-0.0012414i,-3.4231e-05-0.00040064i,-0.00050861+0.00060521i,-0.0011968+0.00039544i,-0.00107-3.7795e-05i,-0.00023213+2.2321e-05i,0.00036022-0.0002108i,0.00068916+0.00012849i,0.00049582+8.6047e-05i,0.00011284+0.0001907i,-0.00030766+0.00056833i,0.00047136+0.00094945i,0.00071983+0.00093325i
-0.00054781+0.00089824i,-0.0010378+0.0010451i,9.4898e-05+0.00089643i,0.00019654+0.00071958i,-0.0011089+0.00050112i,-0.0002916+0.00019984i,-4.2394e-05+0.000446i,-0.00031232+0.00093963i,-1.8268e-05+0.0013394i,-9.2084e-06+0.0014304i,-0.0001418+0.00083677i,-0.00024486+0.0001203i,-0.00028349-0.00022017i,-0.00058428-0.00020066i,-0.00062228-0.00026649i,-0.0001701-0.00021045i,6.7571e-05-0.00046499i,0.00054654-0.0010053i,0.001091-0.00049666i,0.0010571+0.00014634i,6.1594e-05-0.00010491i,-0.00019013-4.9325e-05i,0.00064234-0.00012596i
-0.0017934+0.00013889i,-0.0032677-0.0008322i,-0.0049233-0.0010651i,-0.004021-0.00064658i,-0.0020373-0.00050164i,-0.0013905-0.00078317i,-0.0010649-0.0011745i,-0.00055931-0.0012743i,0.00011778-0.001037i,0.00049381-0.00071768i,0.00014525-0.00088684i,-0.00081964-0.00055861i,-0.001614-0.00063137i,-0.0006905-0.00074567i,0.00029966+0.00044854i,0.00048072+0.00020653i,0.00069231-0.00082165i,7.045e-05-0.0010592i,-0.0005929-0.0014776i,-0.0007759-0.0012145i,-0.00086471+0.00029259i,-0.0002824+0.00092886i,0.00016324+0.00045995i
0.00029632+0.0014903i,-0.0003688+0.0014438i,-1.7676e-05+0.0024275i,0.00076805+0.0022856i,0.00058952+0.00012923i,0.00022191-0.0014645i,-0.00014636-0.0011352i,-0.00036283-0.00012087i,0.00020529+0.00043992i,0.0010095+0.00060904i,0.0012153+0.00048538i,-5.3348e-05+0.0004119i,-0.0011126+0.0010179i,-0.0010232+0.0019223i,-0.0010743+0.0018765i,-0.00085341+0.00027032i,-0.00014034-0.00065861i,0.00022427-0.00019676i,0.00028421-0.00028553i,4.2029e-06-0.00040994i,-0.00012875+3.6963e-05i,-2.194e-05+0.00036509i,-0.00050651+0.00052119i
0.0022889-0.00014844i,0.0028166+0.00011679i,0.0039282+4.3932e-05i,0.0036354-0.00023669i,0.0023632-0.0011359i,0.00042357-0.0013363i,-0.00066671-6.9777e-05i,0.00039521+0.00079877i,0.00068039+0.0007198i,-1.1341e-05-7.185e-05i,-0.00060442-0.00076806i,-0.00094698-0.00054148i,-0.00068975+0.00039436i,-0.00075084+0.0012567i,-0.00080326+0.0012889i,-0.00054932+0.00055993i,-0.00021003+4.0403e-05i,0.00013669-1.8405e-05i,0.00015052+0.00022697i,0.00020205+0.00013514i,9.8478e-05-0.00033585i,-0.00038128-0.0002585i,-0.00018014-0.00012223i
-0.0012832+0.0017823i,-0.0014529+0.0020343i,-0.0013055+0.0012979i,0.00013408-0.00013698i,0.00058286-0.0011282i,-0.0004852-0.0014435i,-0.00034914-0.00033946i,0.00050098+0.00069415i,0.00079803+0.0011125i,0.00037895+0.0011374i,0.00054442+0.00071758i,0.00063949+0.00028208i,-5.701e-05+4.818e-05i,-0.001091-0.00035002i,-0.0013977-0.00070308i,-0.0010837-0.00036669i,-0.00090674+0.00049796i,-0.00051561+0.00075506i,0.00025967+0.000254i,9.4269e-05-2.9246e-05i,-0.0006021+0.0002655i,-0.0013355+0.00031731i,-0.00081976-0.00015193i
-0.0026197+0.0010982i,-0.0028281+0.0012762i,-0.0030263+0.001836i,-0.00161+0.0024702i,0.00084055+0.0011281i,0.0014807-0.00025059i,0.0001213-0.0003189i,-0.00027548-0.00066721i,0.00021343-0.00094884i,-0.00035731-0.00068989i,-0.00013708-0.00053925i,0.00074359-0.00025642i,0.00025843-0.00062053i,-0.0004822-0.00093878i,-0.0011732-0.00084325i,-0.0013959-0.00026199i,-0.0010663+0.00010819i,-0.00030098+0.00023506i,-0.00050398-0.00044322i,-0.00083755-0.001192i,2.0771e-05-0.00038913i,0.00083486+0.00050427i,0.00065137+0.00055382i
-0.00078707-0.00056788i,-0.002061-0.00079087i,-0.0028883-0.00065251i,-0.001775+0.00024737i,-0.00034184+0.00031184i,0.00020923-7.6059e-05i,-0.00042971+5.3396e-05i,-0.00099559-6.0459e-05i,-0.00067271-8.9196e-05i,-0.00044077+0.00049377i,-6.3619e-06+0.00057383i,0.00026332+9.3211e-05i,0.0008278-0.00037942i,0.0011152-0.00040306i,0.00065254-0.00086397i,-0.00018739-0.00095764i,-0.00070698-0.00046288i,-0.00045041-0.00021288i,-0.00068927-0.00062154i,-0.00075373-0.00028019i,-0.00018684-2.1716e-06i,9.7092e-05-8.9507e-06i,-0.00032164+1.7093e-05i
0.00038614+0.00036569i,0.0012501+0.00028474i,0.0020081-0.00064485i,0.0020832-0.00047585i,0.0018225-4.72e-05i,0.0012367-0.00063219i,0.00065364-0.00062716i,0.00014129+0.00018802i,-0.00031126+0.00093321i,-0.00025014+0.00070912i,7.9037e-05-1.5734e-05i,0.0002305-0.00049748i,-4.0904e-05-0.00028533i,-0.0001358+0.00027075i,0.00011122+0.00028969i,0.00080163-0.00085619i,0.0008519-0.00051371i,0.0010911+4.0062e-05i,0.0011041+0.0002052i,0.00043644+0.00096994i,9.871e-05+0.0010605i,0.00020047+0.00030247i,-0.00026488-0.0005784i
-0.00062052-0.0022669i,-0.0019811-0.0032177i,-0.0043974-0.0035594i,-0.0045579-0.0028529i,-0.0021875-0.0011628i,-0.00030488-0.00055817i,0.00032948-0.00031248i,0.00072085+0.0005844i,0.0006598+0.00029775i,-7.6673e-05-0.00024633i,-0.00029952-0.0002695i,-9.897e-06+0.0001359i,0.00032699+0.00024498i,0.00065731+0.00060349i,0.00082294+0.0013943i,0.00090562+0.0010406i,0.00059964+4.7778e-05i,7.5369e-05-0.00082779i,-0.00029184-0.0006944i,-0.0007538-0.00055562i,-0.00013599-0.00068004i,0.00066199-0.00014289i,0.00031466+8.9904e-05i
0.0010871+0.0021963i,0.00094093+0.0034087i,0.0014819+0.0032006i,0.0016123+0.0014489i,0.0010293-0.00045245i,0.0014293-0.0010508i,0.0017127-0.0012572i,0.00061739-0.00091668i,-0.00032091-0.00045486i,-0.00046149-0.00056079i,0.00023278-0.00070106i,0.00047831-0.00082905i,0.00024717-0.00037047i,-0.00030659+0.00058957i,-0.00028307+0.00095575i,0.00018623+0.00088257i,0.00051317+0.00056328i,0.0010986+0.00045658i,0.0016495+7.8035e-05i,0.0013834-0.00047149i,0.00016452-0.00048698i,-0.00092785-0.00043138i,-0.00048568-0.00062952i
0.0018245-0.0018425i,0.0016729-0.0029391i,0.00059564-0.0028979i,5.6687e-05-0.0023926i,-0.00026907-0.001974i,-0.001063-0.00096112i,-0.00039612-4.2832e-05i,8.9989e-05+0.0010621i,-0.00087865+0.0010265i,-0.0015519+0.00071385i,-0.0013391+0.00048403i,-0.001266-0.00019218i,-0.00093209-0.00023254i,-0.00080211+9.0484e-06i,-0.00048406+0.00041988i,-0.00035524+0.00047924i,-0.00050063-0.00028216i,-0.00047425-0.00010314i,2.6392e-05+0.00015882i,0.00020209-0.0003893i,-0.00046438-0.0002256i,-0.0010067-0.00027693i,-0.00046805-0.00025674i
8.303e-05+0.0025014i,3.6123e-05+0.002661i,0.001936+0.0019347i,0.0022559+0.00021078i,0.0010925-0.0010217i,0.0003513-0.0010869i,0.00092505-7.695e-05i,0.00031252+0.0005366i,-0.00049764+0.00031789i,-0.00023225+0.0002589i,-3.7648e-05+0.00031789i,-0.0006578+0.00048077i,-0.0011724-5.9802e-05i,-0.00089857-0.0010193i,-0.0005853-0.00050042i,-0.00028892+0.00056193i,0.00041301+0.00030539i,0.00050349+9.0006e-05i,0.00020058+0.0008523i,-0.00025515+0.00097073i,-0.0007474+4.0387e-05i,-0.00081359-0.0003831i,-8.1889e-05-0.00031276i
0.00020575-0.0013078i,0.00043759-0.00061893i,-0.00096612-0.00027876i,-0.0012687+2.6253e-05i,1.8032e-05-0.00057921i,0.00067454-0.0010851i,-0.00017321-0.00097271i,-0.0004548-0.00089431i,-0.00013261-0.00018978i,-0.00024809+0.00040168i,-0.00072614+0.00012859i,-0.00063345-0.00032836i,-0.00030102-0.00066945i,-0.00048318-0.0007224i,-0.00076537-2.5959e-05i,-0.00067143+0.00044322i,-0.00078781+0.00023699i,-0.00090152-0.00029255i,-0.00092078-0.00023305i,-0.00077827+0.00018411i,-0.00011348-6.213e-05i,0.000928+0.00023705i,0.00053934+0.0007841i
-0.00056442+0.001662i,-0.0013367+0.0019906i,-0.00017211+0.0025451i,0.0019453+0.0017092i,0.0021081-0.0001577i,0.00058839-0.0010699i,0.0004812-0.00095371i,0.0010033-0.00065661i,0.00051174+6.5065e-05i,0.00012087+0.00082981i,-0.00012158+0.00070694i,-0.0006332+0.00035486i,-0.00032713+0.00071502i,-5.0305e-05+0.00056759i,0.00024399-0.000586i,0.00081282-0.00081043i,0.00042476-0.00021621i,-0.00065987+0.00052038i,-0.00091339+0.00076617i,-0.00027068+0.00015987i,0.00028401+7.3756e-05i,0.00067469+0.00035062i,0.00080313+0.00070505i
0.00043501-0.0021065i,-0.00036399-0.0022758i,-0.0016273-0.0033359i,-0.0016199-0.0032247i,-0.00029906-0.0017371i,0.00016984-0.00078906i,-0.00028653-0.00068987i,-0.00072604-1.5346e-06i,-0.00060789-0.00016163i,-5.7365e-05-0.0010608i,-1.0989e-05-0.0013025i,0.00024842-0.0014433i,0.00057863-0.0015042i,0.00032779-0.0011471i,0.00035473-0.00059741i,0.00076897-0.00048711i,0.00063951-0.00010666i,-3.5035e-05+0.00021379i,-0.00016541+0.0011799i,-0.0002679+0.0010686i,-0.00080938+0.00031289i,-0.0011803+0.00025864i,-0.00077142+0.00014604i
-0.00083996+0.000784i,-0.0011126+0.0011516i,-0.0014867+0.0024152i,-0.00015588+0.0028841i,0.0012777+0.0017839i,0.00095091+0.00026492i,-7.4172e-05+0.00042944i,-0.00035779+0.0010513i,-0.00032104+0.00074681i,0.00016856+0.00078693i,2.6203e-05-8.9441e-05i,-9.8936e-05-0.0010299i,0.00012244-0.00051174i,-0.00023225-0.00027444i,-0.00041882+1.8919e-05i,-0.00035734+0.0004359i,-0.00055736+2.7111e-05i,-0.00028925+5.3526e-05i,-8.2674e-06+0.00021422i,-0.00066054-0.00037681i,-0.00065661-0.00051049i,-0.00033946+0.00023949i,-0.00056606+0.00093477i
-0.0010275-0.00024596i,-0.0006956+0.00068633i,-7.2056e-05+0.00034357i,-0.00066-0.00045425i,-0.00066239-0.00045613i,-0.00010047-8.9427e-06i,-8.6151e-05+0.00028382i,-0.00013743+0.0011305i,6.1212e-05+0.0017508i,-0.00021477+0.0012303i,-0.00067393-0.00011754i,-0.00068879-0.001151i,-0.00082462-0.0010145i,-0.00075885+0.00031284i,-0.00029955+0.00062899i,-0.00056038-0.00029999i,-0.00038375-0.00025244i,0.00047195+0.00042723i,0.00093324+0.00037159i,0.00054183+7.0093e-05i,-0.00036243+7.032e-05i,-2.9634e-05-7.1874e-05i,0.00038601+0.00031839i
-0.0010114+0.00027264i,-0.0021599-0.00040915i,-0.0018635-0.00021204i,-3.3319e-05-0.00056622i,0.0013638-0.0018665i,0.00015663-0.0019807i,-0.00098739+8.6203e-05i,-0.00061705+0.0011478i,0.00046167+0.00021061i,0.0011099+2.6555e-05i,0.00041628+6.8875e-05i,-0.00041347-0.00034274i,-0.0012389+5.3766e-05i,-0.0015712+0.00026033i,-0.0016938-8.4606e-05i,-0.0020959-0.00032046i,-0.0012573-0.00021593i,-0.00056604+0.0006463i,-0.00049858+0.00048838i,-2.921e-05-0.00025588i,-0.00010159-0.00033777i,-0.00081192-0.00011777i,-0.0006259-3.2328e-06i
-0.00023773-0.0015957i,9.4799e-05-0.0019066i,2.6785e-05-0.0016429i,-0.00047293-0.0015481i,-0.00052458-0.0017178i,-0.00062386-0.0019961i,-0.0012456-0.0024911i,-0.0010003-0.0020763i,-0.00055899-0.0013026i,-0.00019079-0.00096355i,0.00020768-0.00015797i,1.8414e-05+1.4455e-05i,-0.00047164-0.00027584i,-0.0002319-0.0003096i,-2.2088e-05-0.00024767i,-0.00017005-0.00067172i,-0.00026411-0.00090605i,0.00032166-0.00043015i,0.0010932+0.00012635i,0.0013308+0.0005665i,0.00063324+0.00093491i,-0.00036965+0.00045157i,-0.00023959+2.8938e-05i
-0.00028136-0.0010599i,0.0012484-0.00066379i,0.00084439-0.00040399i,-0.00051301+0.00062351i,-0.00023844+0.001062i,0.000888+0.00067045i,0.0012056-6.1926e-06i,0.00033754-0.00067233i,-0.00082348-0.00046354i,-0.00089429+0.00022367i,-0.00059222+0.00049453i,-0.00022794-0.00031675i,0.00037632-0.0013802i,0.00091309-0.0012519i,0.001162-0.00044455i,0.00020812-7.5175e-05i,-0.00015408-0.00063736i,0.00037773-0.0010435i,0.0004899-0.00088777i,0.00077711-0.00015225i,0.00056048+0.00046196i,9.6091e-06-5.5655e-05i,-0.00029559-0.00096282i
0.0014007+0.0015084i,-0.00013335+0.0015194i,-0.0010059+0.0006482i,-0.000856-0.00092129i,-0.00073664-0.00096638i,-0.00010146+2.1587e-05i,-6.638e-05-0.00013979i,-0.00044578+0.00012578i,-0.00061733+0.00067854i,-0.00068435+0.00087389i,-0.0003003+0.0010068i,0.00034413+0.0008839i,0.0005147+0.00026992i,0.00063712+0.00012797i,0.00040786-0.0001827i,-0.00037197-0.0007593i,-0.00051304-0.00064191i,0.00024468-0.00011428i,0.00025447+0.00036827i,-0.00021765+0.00053016i,-0.00028019+0.00045324i,6.2434e-05+0.00029343i,0.00018825-0.00020024i
-0.0023747+0.0011056i,-0.0029898+0.0020397i,-0.0027329+0.0021867i,-0.0010997+0.0016667i,0.00080149+0.00039291i,0.00091094-0.00090887i,7.2243e-05-0.00066065i,0.00040199+0.00087899i,0.0011537+0.0021665i,0.0010211+0.0026518i,0.00063714+0.0018243i,0.0004133+0.00060825i,1.623e-05+0.00044661i,0.00037306+0.00075659i,0.0014208+0.00020463i,0.0014063-0.00018097i,-0.00011467-0.00024128i,-0.00090936+0.00031744i,-0.00062361+0.00079362i,-0.001008+0.00031549i,-0.00058702+0.00011417i,0.00020365+0.00027464i,9.42e-05+0.00026486i
-0.00014661-0.001082i,0.0006519-0.002088i,0.0010507-0.0014595i,0.0005152-0.00040585i,-0.00022982-0.00036464i,-0.00028968-0.00098i,-0.00029978-0.00059319i,0.0006923+0.0001094i,0.0015476+0.00055312i,0.0011174+0.00016534i,0.00029167-0.0005133i,0.00020272-0.00036514i,0.00021903+0.00054027i,-0.00018002+0.00074258i,7.5063e-06+0.0007573i,0.00039515+0.001111i,-5.7577e-05+0.00080825i,-0.00043518+0.00063124i,6.5959e-05+8.5662e-05i,-0.00012288+0.00019154i,-0.00038839+0.0010679i,-0.00047328+0.00092692i,-0.00048642+0.00042008i
0.0012575-0.0018943i,-1.44e-05-0.00094883i,-0.001681-0.0013677i,-0.0024514-0.0022193i,-0.0015433-0.00085487i,0.00015482+0.00041885i,0.0003996+0.00054891i,3.7421e-05+0.00018471i,-0.00029769-0.00045051i,-5.9967e-05-0.00021914i,0.00023348+0.00011126i,-0.00045111-0.00038583i,-0.00066708-0.00018911i,-0.0005663+0.0005863i,-0.00044604+0.00079407i,-0.00046972+0.00081306i,-0.00080054+0.00021794i,-0.00067782-0.00011734i,5.6683e-05+0.00012305i,-0.00031181-6.9231e-06i,-0.00096177-4.0098e-05i,0.00022869-0.00023588i,0.0011465-0.00083161i
0.0018046+0.0017783i,0.0026495+0.0030225i,0.0025376+0.0035957i,0.0012304+0.0020489i,0.00018423-1.0501e-05i,0.00044244-0.00048467i,-0.00013045-0.00030319i,-0.00037963+0.00016269i,0.00011543+6.5448e-05i,0.0002417-0.00071759i,0.0004255-0.00077168i,7.5199e-05-0.00080969i,-0.00035723-0.00086176i,-0.00036154-0.00033125i,-0.00073075+0.0001143i,-0.00054053+0.00011461i,-0.00015468-0.00010021i,-0.00044492-2.625e-05i,-0.00024151+2.4508e-06i,0.00036586+0.00022192i,2.7033e-05-0.0001303i,-0.00061115-0.00060692i,4.9334e-05-0.00038196i
-0.0031917+0.00012951i,-0.0032173+0.00011184i,-0.0036615-0.00059421i,-0.0013947-0.00035768i,0.00021658+0.00062696i,-0.00037245+6.1736e-05i,-0.00054109+0.00029671i,-0.00064701+0.00046033i,-0.00088684-0.00028841i,-0.0011339-0.0003707i,-0.0011634-0.00098638i,-0.00067887-0.001308i,-0.00021817-0.00050268i,0.00042774-0.00039565i,0.00024213-0.00069802i,-0.00017463-0.00029548i,-0.00022741-0.00088346i,-0.00012015-0.0015822i,6.4522e-05-0.00095378i,0.00038179-0.00091441i,-4.4589e-05-0.0014605i,7.3711e-05-0.00076939i,0.00040221+0.0002992i
-0.00011156-0.0017219i,-0.001313-0.0012792i,-0.0017783-0.00063567i,-0.0014977-0.0013419i,-0.00036758-0.0016443i,0.00016492-0.0019002i,-0.00038691-0.0016869i,-0.00036494+6.0104e-05i,0.00021543+0.0010363i,1.0506e-05+0.00076826i,-0.00043945+0.00014199i,-0.00023992-0.0012757i,-8.6789e-05-0.0014417i,-0.00020615-0.00076532i,9.7839e-06-0.00065606i,0.00031328-0.0014693i,-0.0001922-0.0019244i,0.00015925-0.0011542i,0.0010235-0.00020126i,0.0005586-0.00019827i,0.00013605-0.00054445i,-0.00026395-0.00017185i,-0.00049349-0.00047042i
0.0012908-0.0011431i,0.0024994-0.0014686i,0.003138-0.00042997i,0.0022372+0.00080225i,0.00088576+0.00055799i,0.0007976-0.0004538i,0.00062384-0.00084116i,-0.00023274-0.00044953i,0.00032645+9.2983e-05i,0.00034436+0.00092331i,-0.00056833+0.00095662i,-0.00077878+0.00079404i,0.00010733+0.00059709i,0.00018931+0.00064149i,-8.1757e-05+0.00068609i,0.00049228-0.00031271i,0.00091089-0.00066458i,0.00039229+0.00026721i,0.00018745+0.0010215i,6.7516e-05+0.0016632i,-0.00010657+0.001254i,0.00061199+0.00020125i,0.0010107+0.00025154i
-0.00039557+0.0019935i,-0.0015529+0.0015983i,-0.0019404+0.0002139i,-0.0022774-0.00067602i,-0.0016534-0.00077144i,-0.0010215-0.00058142i,-0.00028415-0.00050405i,-0.00013882+9.1545e-05i,6.8116e-05+0.00011254i,0.00069431-0.000151i,0.0012848-6.8126e-05i,0.0012614+0.00024271i,0.00012546-2.663e-05i,0.00014694+0.00080049i,0.00075495+0.0014i,0.00054627+0.00014003i,0.00017955-0.00022653i,-0.00060129+5.6757e-05i,-0.00051156+2.998e-05i,7.4865e-05+7.0006e-05i,-0.00049419-1.6579e-05i,-0.00034334-7.7921e-05i,0.00036562+3.0329e-05i
-6.2579e-05+0.00224i,0.00060373+0.0028526i,0.00059367+0.0039049i,0.00053838+0.0029133i,0.00065465+7.6362e-05i,0.00059811-0.0012276i,-3.1862e-05-0.00028503i,-0.00047311+0.0001079i,-0.0003122+8.4619e-05i,1.0021e-05+0.00015231i,0.00058003-0.0004232i,0.00098044-0.00065952i,0.00010069-0.00042826i,-0.00092368-0.00057091i,-0.00048957-0.00050483i,-9.3038e-05-0.00038618i,0.00061092-0.0002772i,0.0010171-0.0005759i,0.00068541-0.00036947i,0.00044093-3.4498e-05i,0.00066928-0.00011526i,0.00062751+0.0001828i,-0.00042013+0.00018855i
-0.0016119-2.8437e-05i,-0.0016373-3.1677e-05i,-0.0013727-0.00028475i,-0.0010415-0.0007227i,-0.00041605-0.0013134i,-0.00041948-0.0019845i,-0.0010914-0.0025492i,-0.0010987-0.0015516i,-0.0002837-0.00057111i,0.00049221-0.00083557i,0.00043499-0.00056472i,-0.0004902-0.00068201i,-0.0013386-0.00086836i,-0.001544-0.00058894i,-0.00081254-0.00086409i,-0.00022569-0.0010828i,-0.00029056-0.00045128i,-2.8291e-05+0.00014374i,-0.0001421-0.00026628i,-0.0007088-0.00013711i,-0.00084298-0.0001788i,-0.00033264-0.0010191i,-6.7231e-07-0.00082883i
-0.00096063+0.0031885i,-0.00042373+0.002981i,-5.6235e-05+0.0034732i,0.00025754+0.0026339i,0.0016369-0.00014026i,0.0014925-0.0018501i,-2.8007e-05-0.00092156i,-0.00047361+0.0011472i,-0.001004+0.0022277i,-0.0018116+0.0015394i,-0.0014914+0.00016382i,-0.00050468-0.0012567i,-0.00016865-0.0018074i,-0.00033049-0.001632i,-0.00082572-0.001151i,-0.00088526-0.0003079i,-0.00080057-0.00043358i,4.5314e-05-0.00048125i,0.0001749-0.00012934i,-0.00013036+0.00055517i,-0.00047314+0.0011928i,-0.00081071+0.00064188i,-0.00094844+0.00029619i
