-0.0011693-0.00047738i,-0.0014123-0.0004916i,-0.0019354-1.734e-05i,-0.0020633-0.00010262i,-0.0012455-0.00016267i,-0.00034185+0.0011189i,0.00036585+0.0018158i,0.0017516+0.0016163i,0.0021385+0.00027301i,0.0013857-0.00037329i,-0.00033335-0.00040883i,-0.0012652-0.00056719i,-0.0002333-0.00018688i,0.0004959+0.00093287i,-0.00053942+0.00031625i,-0.00025663-0.00082528i,0.00048389-0.00040927i,0.00083037+0.0001042i,0.00073819+0.00045413i,0.0001791+0.001251i,-0.00018065+0.00094993i,9.7683e-05-0.00025774i,0.00051032-0.00083376i
-0.035151+0.034342i,0.012759+0.062786i,0.16511+0.061932i,0.31788-0.012178i,0.30448-0.097278i,0.17464-0.099474i,0.088557-0.06054i,0.060753-0.051213i,0.032639-0.046828i,0.0046405-0.022268i,-0.010403+0.0014741i,-0.013812+0.017175i,-0.0090109+0.025122i,-0.0058579+0.020013i,-0.0074022+0.0099429i,-0.010488+0.0057781i,-0.010454+0.0050286i,-0.0056356+0.0019821i,0.00064996-0.0038466i,0.0040391-0.0062366i,0.0042848-0.0029511i,0.0041958-0.00036456i,0.0049815-0.00083684i
-0.058399-0.075356i,-0.17582-0.16372i,-0.34526-0.2363i,-0.43246-0.20432i,-0.32971-0.083832i,-0.13769-0.0051783i,-0.041757-0.0066329i,-0.044001-0.0064551i,-0.032109+0.011631i,0.0083816+0.0033503i,0.029877-0.020822i,0.025043-0.032489i,0.014289-0.027454i,0.01193-0.012877i,0.013849-0.0023572i,0.011177-0.0024506i,0.0063298-0.0070492i,1.1086e-05-0.010202i,-0.0042043-0.011435i,-0.0012673-0.010621i,0.004442-0.0093807i,0.008158-0.0069217i,0.0099175-0.0023841i
0.09774+0.013794i,0.20765+0.071415i,0.30374+0.18585i,0.30784+0.27715i,0.20918+0.24592i,0.08073+0.14685i,0.019074+0.088117i,0.024335+0.057877i,0.018864+0.026051i,-0.0096977+0.016909i,-0.020847+0.024869i,-0.013825+0.023312i,-0.008495+0.0099791i,-0.0088408-0.001966i,-0.0087792-0.0042059i,-0.0059528-0.0019808i,-0.0071165+0.00072939i,-0.012043+0.0052255i,-0.014712+0.0067065i,-0.013749+0.0016504i,-0.0094783-0.0030378i,-0.0067199-0.0020263i,-0.0087275+0.0022096i
-0.020681+0.039645i,-0.021801+0.017899i,0.00032095-0.11112i,0.016334-0.27858i,-0.0022404-0.30834i,-0.018514-0.20182i,-0.0043762-0.10977i,0.005465-0.076101i,0.00021898-0.049119i,-0.0014955-0.019102i,0.00056157-0.00046103i,0.0053644+0.010733i,0.010007+0.015486i,0.0070969+0.013152i,0.0011738+0.010448i,0.00048753+0.011016i,0.0034187+0.012124i,0.0057349+0.012197i,0.0042971+0.011238i,-0.0011564+0.0080186i,-0.0048737+0.0038924i,-0.0041269+0.00021121i,0.00054788-0.005004i
-0.069814-0.0032691i,-0.17187+0.04121i,-0.29081+0.14957i,-0.31747+0.25741i,-0.20224+0.24905i,-0.06316+0.14061i,-0.01815+0.058723i,-0.022963+0.0439i,-0.0095315+0.033234i,0.0029389-0.0030487i,-0.0055407-0.032216i,-0.019551-0.037327i,-0.021575-0.028121i,-0.0094186-0.019063i,0.0021704-0.016108i,0.0041611-0.01559i,0.0029031-0.0139i,0.0037696-0.0096559i,0.0051847-0.0026292i,0.0045994+0.0028479i,0.0023805+0.0032393i,0.0010344+0.00032855i,0.0017136-0.0031638i
0.06643-0.054626i,0.17336-0.12038i,0.32235-0.1664i,0.39884-0.15483i,0.30864-0.095015i,0.14761-0.023887i,0.061955+0.017705i,0.042004+0.016327i,0.021079+0.0090683i,0.0054597+0.023116i,0.0098372+0.03621i,0.015976+0.031934i,0.0097509+0.018619i,-0.0022514+0.0092217i,-0.0084772+0.0075735i,-0.0071952+0.0081156i,-0.0027829+0.0076224i,0.0027501+0.0053934i,0.0065963+0.0025395i,0.0064334+0.0039142i,0.0046247+0.0063342i,0.0015863+0.0076939i,-0.0037758+0.010097i
0.0046611+0.053747i,-0.034844+0.071683i,-0.14633+0.024349i,-0.26895-0.069497i,-0.27937-0.11059i,-0.18241-0.08489i,-0.091913-0.063479i,-0.052601-0.053538i,-0.029905-0.035633i,-0.0093888-0.021522i,0.00032768-0.014964i,0.0066929-0.010021i,0.012422-0.0047313i,0.011816+0.0015468i,0.0084989+0.0055015i,0.0078109+0.0050725i,0.0075917+0.0007668i,0.0057733-0.0055076i,0.0050358-0.010069i,0.0065567-0.0098533i,0.006041-0.0064155i,0.0036479-0.0038772i,0.001053-0.0045044i
-0.031245+0.026445i,-0.035579+0.094572i,0.0098933+0.2175i,0.094571+0.30639i,0.14266+0.25187i,0.11622+0.11691i,0.060026+0.04606i,0.027017+0.037743i,0.017407+0.023407i,0.003312-0.0013405i,-0.017948-0.011145i,-0.030619-0.0042248i,-0.027388+0.0021658i,-0.016309-0.0020365i,-0.010333-0.0089726i,-0.011593-0.010375i,-0.014449-0.0082724i,-0.015816-0.0064697i,-0.013919-0.0058616i,-0.0081299-0.0071932i,-0.0027461-0.0076515i,8.8206e-05-0.005507i,0.0015711-0.0033557i
-0.0073959-0.071476i,-0.0031501-0.17944i,0.021424-0.32033i,0.051762-0.38618i,0.055184-0.29485i,0.037782-0.13192i,0.031522-0.036461i,0.027024-0.014941i,0.015121-0.00036683i,0.018533+0.01699i,0.033887+0.016064i,0.038099+0.0042544i,0.026265-0.0015267i,0.010677+0.0026956i,0.0050878+0.0090104i,0.0063419+0.010495i,0.0049115+0.010436i,0.00041522+0.010509i,-0.0042035+0.008672i,-0.0056566+0.0055242i,-0.0036245+0.002637i,0.00042999+0.0024256i,0.0038963+0.0054387i
0.038576+0.030832i,0.038048+0.093122i,-0.037957+0.18275i,-0.15789+0.23725i,-0.19957+0.20239i,-0.14496+0.11062i,-0.090029+0.033647i,-0.06287+0.00056917i,-0.041278-0.0068802i,-0.028028-0.0076164i,-0.023296-0.0037352i,-0.018324-0.00050513i,-0.0085235-0.00076815i,0.0011458-0.0031675i,0.0042427-0.005419i,0.0040038-0.0060503i,0.0046817-0.0052003i,0.0049797-0.0016485i,0.0026769+0.0027842i,-0.0018455+0.0039909i,-0.0034852+0.0021325i,-0.0027587-0.00099375i,-0.0041684-0.0057221i
-0.010263+0.027962i,0.021954+0.041881i,0.12673+0.041475i,0.24999+0.01872i,0.26158-0.015987i,0.16713-0.037233i,0.084363-0.0247i,0.048991-0.0036918i,0.025334-0.0015528i,0.0017222-0.0034824i,-0.011742+0.0045986i,-0.01345+0.015386i,-0.010448+0.015799i,-0.009585+0.0067693i,-0.011814+0.00071108i,-0.012525+0.0012065i,-0.0089116+0.0024514i,-0.0033786+0.0030476i,0.0014871+0.0050911i,0.0022888+0.0063675i,-0.00052813+0.0052012i,-0.0018569+0.0015115i,-0.00099694-0.002362i
-0.046459-0.029384i,-0.11507-0.077601i,-0.21027-0.14679i,-0.2637-0.1889i,-0.20775-0.15127i,-0.094-0.069718i,-0.018862-0.0287i,0.0017622-0.02256i,0.0076661-0.010189i,0.019745-0.003379i,0.025213-0.0137i,0.019509-0.023102i,0.010037-0.017627i,0.0057759-0.0052333i,0.0084352+0.00090361i,0.010966-9.1093e-05i,0.010611-0.00064405i,0.0093387-0.0012386i,0.00779-0.0021461i,0.0072189-0.00074385i,0.0060927+0.00062314i,0.0041555+0.0016504i,0.0051838+0.0032451i
0.045626-0.013166i,0.10191+0.019891i,0.14703+0.1192i,0.13601+0.2318i,0.074992+0.2449i,0.014723+0.16116i,-0.019636+0.080718i,-0.029864+0.038947i,-0.025316+0.016564i,-0.01978+0.0092622i,-0.015945+0.012946i,-0.011246+0.015979i,-0.0053707+0.011677i,-0.0015796+0.0041561i,-0.0021378+0.00021203i,-0.0041269-0.00092275i,-0.0051766-0.0031715i,-0.0045652-0.0075556i,-0.0025145-0.01098i,-8.3777e-05-0.010011i,0.0011015-0.0059296i,-0.00013099-0.002374i,-0.0032975-0.00038411i
0.0038579+0.015787i,0.0081691-0.00042482i,0.031416-0.081345i,0.069216-0.1893i,0.077387-0.21602i,0.049119-0.15171i,0.034783-0.076528i,0.034364-0.033494i,0.020261-0.015915i,0.00335-0.0068035i,-0.0012596-0.00044936i,0.0025646+0.0034767i,0.0050694+0.0044105i,0.0016157+0.0035703i,-0.00029107+0.0047859i,-0.00011517+0.0066356i,-0.0021725+0.0060568i,-0.0044839+0.0037745i,-0.005943+0.0006269i,-0.0050885-0.0018052i,-0.0026352-0.00197i,-0.0011386-0.0013692i,-0.00013625-0.0014674i
-0.030467+0.0098708i,-0.085939+0.03474i,-0.17154+0.076864i,-0.23297+0.10876i,-0.19874+0.098131i,-0.098808+0.058253i,-0.032486+0.018793i,-0.011918-0.0026587i,0.0018902-0.0075855i,0.011436-0.01248i,0.0076175-0.019256i,-0.0013659-0.019687i,-0.0038892-0.011736i,-0.00067114-0.003359i,0.0022687-0.0027182i,0.002579-0.0057301i,0.0031374-0.0043498i,0.0028733+0.00017674i,0.00056442+0.0032047i,-0.0017124+0.0027538i,-0.00079904+0.00025818i,0.001798-0.0012576i,0.0039319-0.0020459i
0.018199-0.030594i,0.069492-0.05971i,0.16408-0.059343i,0.24142-0.010687i,0.21539+0.041911i,0.11799+0.056824i,0.039825+0.051789i,0.0044916+0.042324i,-0.0079225+0.028367i,-0.0093823+0.021262i,-0.003239+0.020165i,0.0037679+0.018103i,0.0051176+0.012206i,0.0020907+0.0056732i,-0.00081849+0.0043075i,-0.0013838+0.0043975i,-0.0018099+0.0018191i,-0.0016545-0.00034154i,-0.00051337+0.00045162i,-0.0011592+0.001716i,-0.0019819+0.0021331i,-0.0015282+0.0014495i,-0.002224+0.0015791i
0.0055683+0.010234i,-0.011667+0.010238i,-0.068765-0.031508i,-0.12964-0.11078i,-0.13298-0.14982i,-0.088344-0.11695i,-0.036921-0.071502i,-0.0056667-0.042448i,0.00024105-0.020569i,-0.0032103-0.0065843i,-0.0042915-0.001243i,-0.0038893-0.00049063i,-0.0037615-0.0011271i,-0.0038539-0.0014443i,-0.0027144-0.0014444i,-0.00061974-0.00045813i,0.0011253+0.0020726i,0.0031548+0.0034694i,0.0045116+0.0039825i,0.0034353+0.0036953i,0.0011493+0.0023481i,-0.00064996+0.0011641i,-0.0014939-0.00027305i
-0.0056476+0.017376i,-0.0086732+0.058932i,-0.0070411+0.13262i,-0.0036411+0.19656i,-2.7534e-05+0.18176i,0.0065821+0.10327i,0.0023772+0.038108i,-0.0069088+0.0075184i,-0.0037938-0.0063046i,0.0014406-0.013279i,-0.0013865-0.014138i,-0.0047575-0.0085904i,-0.0015868-0.0014535i,0.0029759+0.0014147i,0.0023807+0.0012449i,0.00017619+0.00040249i,0.0013489-0.0012157i,0.0038303-0.0032444i,0.0049038-0.0025598i,0.0041431-0.00036188i,0.0026321+0.000241i,0.0011767+7.3147e-06i,0.0017057-0.0014371i
-0.0055054-0.022316i,-0.00094548-0.070866i,0.033623-0.14122i,0.092265-0.1792i,0.11836-0.13865i,0.088637-0.060221i,0.049552-0.0061001i,0.025448+0.014597i,0.0095999+0.018665i,0.0042736+0.017077i,0.008205+0.012689i,0.010581+0.0074823i,0.0066114+0.0036912i,0.0019223+0.0021341i,0.001351+0.0019199i,0.0029901+0.0013518i,-0.00065506+0.00011488i,-0.0063919-0.0012046i,-0.0064447-0.0025085i,-0.0024488-0.0023713i,0.00032685-0.00061901i,-0.00042274+0.00024859i,-0.0016287+0.00087471i
0.0091786+0.0079616i,0.0029083+0.029076i,-0.046759+0.058997i,-0.12899+0.066801i,-0.16185+0.038177i,-0.11954+0.0038994i,-0.062268-0.018091i,-0.026942-0.02442i,-0.010446-0.016245i,-0.004773-0.0057778i,-0.0039372-0.00019974i,-0.0038889+0.0016531i,-0.004262+0.0021489i,-0.0054031+0.0015862i,-0.0061205-0.00016006i,-0.005436-0.00049787i,-0.0033591+0.00070614i,-0.0010858+0.0015317i,-0.0013985+0.0004756i,-0.0014867-0.00039527i,0.0001409+0.00059362i,6.1021e-05+0.0015508i,-0.00048807+0.00046289i
0.0016067+0.0099317i,0.019087+0.021546i,0.069817+0.043574i,0.1268+0.068465i,0.13197+0.070938i,0.086279+0.044867i,0.037462+0.021448i,0.0090205+0.0097508i,-0.001965-0.0026646i,-0.0066198-0.011027i,-0.010612-0.0099806i,-0.0088789-0.0061737i,-0.0012086-0.0046446i,0.0040598-0.0034316i,0.0041803-0.0015551i,0.0029076-0.00068751i,0.0020854-0.0026217i,0.0022541-0.003959i,0.0019746-0.0024201i,0.00026052-0.0013301i,-0.00051645-0.0012671i,-0.00015619-0.0014831i,8.2083e-05-0.0020753i
-0.012784-0.0095057i,-0.042428-0.035001i,-0.077331-0.086728i,-0.083494-0.1377i,-0.045935-0.13548i,-0.0026164-0.079981i,0.019139-0.030493i,0.022787-0.0074306i,0.018337+0.0033674i,0.014668+0.0062446i,0.012811+0.004376i,0.0088886+0.0029447i,0.0023527+0.0024826i,-0.00096526+0.0013979i,-0.00043205-0.00078873i,0.00029039-0.0020557i,-2.0102e-05+0.00079997i,-0.0013767+0.0039732i,-0.0027336+0.0041026i,-0.0024396+0.001992i,-0.00068985-0.00029134i,0.00032527-0.0015012i,0.00032512-1.7053e-05i
0.018314-0.0048985i,0.035078+0.009475i,0.036418+0.058621i,0.0016582+0.11972i,-0.04263+0.13013i,-0.053977+0.084281i,-0.04138+0.033017i,-0.026686+0.0043756i,-0.014593-0.0035149i,-0.0073268-0.002036i,-0.0042974+8.6523e-05i,-0.0034231+0.0025231i,-0.0022727+0.0051223i,-0.002684+0.0069347i,-0.0044177+0.0075834i,-0.0041452+0.0072157i,-0.00070444+0.0041112i,0.0030836+0.00021766i,0.0037976+0.00017893i,0.0016182+0.0015349i,-0.00029519+0.0011684i,-0.00086804+0.00095743i,-0.0011935+0.00135i
0.0033757+0.00077631i,0.01224-0.0044888i,0.03788-0.030011i,0.079479-0.061513i,0.096486-0.061401i,0.069877-0.035949i,0.037101-0.010631i,0.016227+0.0025592i,0.0015079+0.0024726i,-0.0066472-0.00024962i,-0.0091898+0.001162i,-0.0079743+0.001772i,-0.0033921-0.0021317i,0.00099101-0.0061971i,0.0019008-0.0064155i,0.00097777-0.00576i,5.6873e-05-0.0057023i,0.00029189-0.0053356i,0.0021529-0.0043242i,0.0026247-0.0016908i,0.0009565+0.00054129i,0.00028834+0.0006028i,0.00016864-0.00094237i
-0.013984+0.0072758i,-0.039842+0.014904i,-0.083365+0.018235i,-0.12062+0.0028683i,-0.10897-0.020649i,-0.056602-0.026329i,-0.01249-0.019828i,0.0072984-0.01335i,0.013592-0.0059103i,0.014612-0.0018528i,0.01302-0.0029684i,0.010533-0.0030481i,0.0067849+0.00014639i,0.0032365+0.0023027i,0.0005565+0.00068239i,-0.00075024-0.00089097i,-4.2922e-05+0.0013928i,0.00046373+0.0040186i,0.00029045+0.0037867i,0.00034383+0.0025607i,0.0005845+0.0014951i,0.00017596+0.00092019i,-0.00016761-0.00032256i
0.0064407-0.0098759i,0.024906-0.014343i,0.062251+0.0022079i,0.089555+0.0457i,0.070577+0.077721i,0.02593+0.06803i,-0.0040625+0.040776i,-0.012847+0.019565i,-0.010903+0.0078119i,-0.0077449+0.0036821i,-0.0062395+0.0015776i,-0.0048618+0.00026496i,-0.0023894+0.00099757i,-0.00075383+0.003744i,0.00017871+0.004867i,0.0013541+0.0039693i,0.0015632+0.0017515i,0.00026997-0.00064724i,-0.00050635-0.0017567i,-6.9927e-05-0.0018315i,0.0014581-0.00095387i,0.0027731-0.00025439i,0.0020396+1.4979e-05i
0.0005663-0.00085544i,-0.0044781-0.0091889i,-0.016657-0.036421i,-0.020732-0.075541i,-0.006588-0.090471i,0.0072265-0.065829i,0.011364-0.032296i,0.0084822-0.010772i,0.0010922-0.00075829i,-0.0031011+0.0029472i,-0.0019751+0.0056704i,-0.00094812+0.0057327i,-0.0018932+0.0012397i,-0.0029666-0.0033521i,-0.0027551-0.004207i,-0.0022124-0.0036487i,-0.0027748-0.0026822i,-0.003363-0.0021647i,-0.0027152-0.0033146i,-0.0020106-0.0043912i,-0.0016783-0.0033027i,-0.0016402-0.0017691i,-0.0013345-0.001506i
0.00049982+0.0026603i,-0.0043456+0.022213i,-0.01989+0.053478i,-0.044347+0.076539i,-0.055358+0.063459i,-0.037905+0.027709i,-0.015203+0.001153i,-0.0040776-0.0097522i,0.001699-0.011279i,0.0038976-0.010721i,0.0031795-0.011266i,0.0031049-0.0086652i,0.0034786-0.0016516i,0.0033095+0.0020293i,0.0022637+0.0014113i,0.00051613+0.0011944i,0.00067234+0.0010689i,0.0028001+0.0016136i,0.002769+0.0032252i,1.4418e-05+0.0034261i,-0.0025783+0.0020077i,-0.0030838+0.00086271i,-0.0016167+0.00042748i
-0.0023125-0.0084123i,0.0015217-0.022801i,0.023987-0.041631i,0.06202-0.041815i,0.07668-0.013538i,0.052394+0.012068i,0.021414+0.017882i,0.0042428+0.014272i,-0.0022834+0.0096316i,-0.0043194+0.0080454i,-0.0046592+0.0085048i,-0.0034275+0.0078516i,-0.0013563+0.0057726i,0.00056106+0.0050746i,0.0015334+0.0053497i,0.0022479+0.0049564i,0.00096906+0.0036399i,-0.0008183+0.0017955i,-0.00071058+0.0011959i,-0.00027858+0.0015874i,-0.00034579+0.0017724i,-0.00021733+0.00068258i,0.00065816+0.00010363i
0.003677-0.00021815i,-0.0037551+0.0031193i,-0.026297+0.0025125i,-0.056005-0.012049i,-0.059398-0.03205i,-0.034186-0.03353i,-0.010827-0.022528i,0.0003454-0.012981i,0.0021279-0.0043284i,0.0012799+0.00050263i,0.0031163+0.0014213i,0.0041199+0.0015174i,0.00064189+0.0010753i,-0.0036085-0.00040797i,-0.0040335-0.0016811i,-0.0035394-0.0018378i,-0.0029913-0.0014713i,-0.0015767-0.0011701i,-0.00095686-0.0011668i,-0.00064378-0.001768i,-5.9578e-05-0.0016743i,-0.00049241-0.00015733i,-0.0017328+0.00069516i
0.0048169+0.00032799i,0.010676+0.0062253i,0.021937+0.02601i,0.029028+0.051617i,0.019593+0.058271i,0.0046249+0.038022i,-0.0020375+0.012956i,-0.0041043-0.0017734i,-0.0041816-0.0068059i,-0.0038539-0.0070415i,-0.005786-0.0062148i,-0.0058798-0.0042093i,-0.0020156-0.001351i,0.00072781+0.0001762i,0.00041655-0.00034114i,-0.00054309-0.0016963i,-0.00038822-0.0021637i,0.0010413-0.00219i,0.0030969-0.0013028i,0.0041538-0.00043389i,0.0036989-0.00020183i,0.0023041-4.0428e-05i,0.00082033-0.00043722i
-0.0087092-0.0015007i,-0.016117-0.013268i,-0.021262-0.036165i,-0.0069875-0.057205i,0.020728-0.051603i,0.031967-0.024605i,0.023212-0.0036976i,0.011305+0.0030528i,0.0042812+0.0044558i,0.0028458+0.0054169i,0.0030187+0.0056296i,0.0023936+0.0052996i,0.0019502+0.0032805i,0.0038375+0.0014278i,0.0056476+0.0019288i,0.0049797+0.0025039i,0.0033393+0.001776i,0.0013683+0.00077682i,0.00024855-0.00080224i,0.00062307-0.0025133i,0.0011834-0.0030685i,0.0010389-0.0028021i,0.00076783-0.0014518i
0.0045994+9.5219e-06i,0.0099413+0.0080734i,0.0030104+0.022927i,-0.021983+0.03474i,-0.042858+0.026697i,-0.036665+0.0075765i,-0.017707-0.0050522i,-0.0050935-0.0085984i,-0.00095151-0.0062457i,-0.001401-0.0040484i,-0.0010008-0.0046032i,0.00033779-0.0047554i,-0.00027396-0.002593i,-0.0031647-4.2241e-05i,-0.0047932+7.1286e-05i,-0.0055495-0.00049175i,-0.004703-0.00025659i,-0.0030499+0.00054737i,-0.0036706+0.000999i,-0.0037922+0.00023511i,-0.0029967-0.00012012i,-0.002387+0.00069249i,-0.0021341+0.0012865i
0.0010249-0.0014019i,0.0045522-0.0022944i,0.018521-0.0040621i,0.03642+0.00025213i,0.039003+0.011403i,0.02351+0.016196i,0.0076075+0.01091i,-0.00023046+0.0038684i,-0.002826-0.00089357i,-0.0034003-0.0017999i,-0.0028481+0.0015123i,-0.0017925+0.0041016i,0.00027566+0.0025848i,0.0019586+0.00085423i,0.0010239+0.0005871i,-0.00059761+0.00055502i,-0.0014806+0.00066409i,-0.00049565+0.00060948i,0.00050554-0.00010302i,-3.286e-05-0.00071911i,0.00017024-0.00023528i,0.0011006+0.00070134i,0.00055689+0.00096782i
-0.003288+0.000623i,-0.011568+0.00051122i,-0.025638-0.0069191i,-0.0346-0.023994i,-0.023444-0.035871i,-0.0016601-0.027757i,0.010581-0.011627i,0.011208-0.002416i,0.0090353+0.0010413i,0.0071463+0.00086567i,0.0053234-0.00059872i,0.0032458-0.00062239i,0.00062965-3.2832e-05i,-6.7722e-05+5.6404e-05i,0.0023345+6.6629e-05i,0.0052523+0.00027562i,0.004762+0.00085819i,0.0023046+0.0023592i,0.0010061+0.0027821i,0.0011151+0.0013357i,0.0011387+0.00013801i,0.0007421+6.9112e-05i,0.00070085-0.00074316i
0.00052919-0.0013244i,0.0079764+0.00028458i,0.017098+0.011667i,0.016369+0.02981i,0.00035973+0.035419i,-0.012968+0.023291i,-0.013454+0.0088003i,-0.0085215+0.0010121i,-0.003897-0.00032864i,-0.0034362-0.00046504i,-0.0049367-0.0019784i,-0.0038861-0.001767i,-0.0021118+0.00078196i,-0.0029703+0.0028675i,-0.0054359+0.0031253i,-0.0066098+0.0028471i,-0.0038026+0.0018307i,-0.00073711-4.6082e-05i,-0.0002215+0.00041096i,-3.4461e-05+0.0015534i,0.00080454+0.001179i,0.0014376+0.00030739i,0.0010841-0.00035647i
-0.0017662-0.001439i,-0.0028598-0.0053957i,0.00043791-0.013497i,0.0094977-0.022958i,0.019913-0.022451i,0.017981-0.0099809i,0.0073451-0.0002606i,0.00098264+0.0028507i,-0.0014659+0.003886i,-0.001009+0.0028272i,0.0016522+0.0026646i,0.0029799+0.0038347i,0.0033818+0.0026702i,0.0034769-0.00035716i,0.0026474-0.0016154i,0.0014033-0.00051263i,0.00067026-0.0006463i,0.0001279-0.0025858i,-0.00015993-0.0036729i,-7.3055e-05-0.0033459i,9.9466e-05-0.0029627i,3.6774e-05-0.0019224i,0.00022935-0.0010479i
-0.00062026+0.0023946i,-0.003342+0.0096811i,-0.013009+0.016664i,-0.025006+0.015227i,-0.025122+0.0035589i,-0.010357-0.0076283i,0.0013288-0.010789i,0.003217-0.0085303i,0.0021133-0.0044492i,0.0029093-0.0012681i,0.0025999-0.0010462i,0.00014915-0.00090531i,-0.0018039+0.00020206i,-0.0013106-0.00059632i,0.00098303-0.0033793i,0.0019192-0.0051727i,0.00059036-0.0044647i,-0.00049574-0.0027221i,0.00054191-0.0019972i,0.00078281-0.002999i,-0.00065825-0.0025168i,-0.0016348-0.00081284i,-0.0014759-0.00018171i
-0.0014745-0.0048538i,0.00077247-0.0068612i,0.0091841-0.0067278i,0.021148+0.0015654i,0.021303+0.014313i,0.0098261+0.017158i,0.0004592+0.009119i,-0.0043129+0.0021311i,-0.0051976+0.0005042i,-0.0044755+0.001841i,-0.0033913+0.0040049i,-0.0022198+0.0035584i,-0.0009977+0.0011176i,-0.00085136+0.0011576i,-0.0025954+0.0046014i,-0.0033735+0.0071795i,-0.0020942+0.0051917i,-0.00046486+0.0019419i,0.00015135+0.00025023i,-9.6854e-05+0.00044895i,-0.00031066+0.0010384i,-0.00026743+0.00021119i,8.2288e-05-0.0001748i
0.0039681-0.0046565i,0.00043908-0.0067874i,-0.0073947-0.010637i,-0.013641-0.017848i,-0.0095204-0.021644i,0.00053955-0.014375i,0.0044434-0.0055959i,0.0023697-0.0019638i,-0.0012293-0.0020929i,-0.0037103-0.0029617i,-0.0021691-0.0019037i,0.0016253-0.00054689i,0.0030293-0.00093071i,0.0019189-0.001941i,0.00082561-0.0019354i,0.00048418-0.0017491i,0.00033197-0.0012101i,-0.00046978-0.00030197i,-0.0016693+0.0002475i,-0.0016778+0.0015614i,-0.00018484+0.0014324i,0.00099425-1.1839e-05i,0.0011059-0.00064387i
-0.00079886+0.00078674i,0.00062726+0.0042022i,0.0019819+0.0122i,-0.001622+0.020802i,-0.0082764+0.019533i,-0.0073352+0.0082376i,-0.00063868-0.0017644i,0.0020352-0.0063857i,0.0020939-0.0064552i,0.0011272-0.0042511i,-0.00072891-0.0014931i,-0.0014345+0.0010943i,-0.0010085+0.0029359i,-0.0005797+0.0033065i,0.00010138+0.00098674i,0.00015709-0.001601i,-0.00042758-0.00098427i,0.00030345+0.00047812i,0.0023202+0.00090879i,0.002453+0.00033124i,0.001484-0.0010868i,0.0014232-0.0020659i,0.0005308-0.0021328i
0.00050788+0.00047244i,-0.00037183-0.0047455i,-0.00041311-0.010949i,0.0073961-0.013796i,0.016187-0.0080438i,0.01379+0.0016351i,0.0065253+0.0055239i,0.0034618+0.0038364i,0.0021445+0.0024603i,0.00056423+0.0022754i,-0.0015615+0.0022169i,-0.0021601+0.00087798i,-0.0018581-0.00078528i,-0.0015746+7.5164e-05i,-0.00055636+0.0037033i,0.00086165+0.0045661i,0.0016374+0.0009296i,0.00038024-0.00079035i,-0.00018446-3.1517e-05i,0.0010163+0.00055471i,0.00094373+0.0006296i,0.00016506+0.00049235i,-0.00044712+0.00094641i
0.00092002-0.00030712i,-1.1576e-05+0.0022311i,-0.004339+0.0044683i,-0.012078+0.0028092i,-0.01449-0.0025319i,-0.0074444-0.0057052i,-0.0014537-0.0052007i,0.00082834-0.0029132i,0.0009906-0.00055719i,-0.00067341-0.00055865i,-0.0010501-0.0021941i,-0.00021824-0.0032185i,0.000665-0.0032144i,0.0009919-0.0026021i,-0.00029545-0.0034745i,-0.0019952-0.0030483i,-0.002783-0.001662i,-0.0022652-0.00038915i,-0.00075511+0.00067333i,-0.00014607+0.00043531i,-0.00040246+0.0002912i,0.00025461+9.8962e-05i,0.00082042-0.00029355i
-0.0036578-0.0050534i,-0.0038762-0.0034245i,0.001603+0.0010631i,0.0079829+0.0080612i,0.0067471+0.013289i,0.00099661+0.010747i,-0.00054554+0.0037793i,0.00040076+0.00099111i,-7.1661e-05-6.5326e-05i,0.00035897-0.00068717i,0.0014151+0.00076036i,0.0017716+0.0032462i,0.003165+0.0049161i,0.0054693+0.0053851i,0.0051667+0.0033184i,0.0026368+0.00095578i,0.0012411+6.6946e-05i,0.0011425-0.001148i,9.8234e-05-0.0026698i,-0.0016915-0.002801i,-0.0019418-0.0015988i,-0.0011566-2.5583e-05i,-0.00088199+0.00054264i
-0.0022507-0.0041322i,-0.0053625-0.0059528i,-0.0085462-0.0076263i,-0.0073754-0.010734i,-0.00013495-0.010925i,0.0062705-0.0053192i,0.0065061+0.00036379i,0.0033482+0.0022461i,0.0018289+0.0028256i,0.0019256+0.0032221i,0.00108+0.0022625i,0.00031562-0.00031696i,-0.0010161-0.0010266i,-0.0015936+0.00043918i,-0.00030986+0.0015364i,0.00092833+0.0011539i,0.00043543-0.00061499i,-0.0018402-0.0015729i,-0.0021253-0.00057085i,-0.00030545+0.00067697i,0.0011824+0.0013618i,0.0015766+0.0014586i,0.00063994+0.00049031i
0.0035221+0.00081362i,0.004338+0.00048091i,0.004277+0.0028058i,0.00062204+0.0078068i,-0.0053262+0.0073837i,-0.0064017+0.0010307i,-0.0029342-0.0027173i,-0.0018-0.0023897i,-0.003284-0.00017631i,-0.0038046+0.0014168i,-0.0026013+0.0016232i,-0.00039374+0.00031656i,0.0002824-0.0024658i,-0.0019283-0.0037478i,-0.0049352-0.0018527i,-0.0050944+0.0010909i,-0.0021429+0.0022458i,0.00071822+0.0030313i,0.0012551+0.0030406i,2.1373e-05+0.0013969i,-4.1627e-05-0.00060196i,0.00012552-0.0020417i,6.2968e-05-0.0017817i
