-0.00087211+0.00060633i,-0.0011246-0.00034264i,-0.0015711-0.0012092i,-0.0011533-0.0010179i,-0.00094835+0.00073338i,-0.00086786+0.0019359i,-0.00013005+0.0018111i,0.00045189+0.00062278i,0.00092986-0.00032821i,0.0011838-0.00020911i,0.0004436-1.2101e-05i,-0.00014979-0.00043569i,-0.00076313-0.00033465i,-0.0008455+0.00055351i,-0.00064212+0.00048997i,-0.00087505-4.3948e-05i,-0.00064687-0.00012695i,-0.0002193-0.00053123i,0.00015111-0.00087601i,-1.5718e-05-0.00053469i,-8.7257e-05+0.00032298i,8.4731e-05+0.00045962i,-3.5105e-05+0.00041557i
0.0016902-0.00015135i,0.00090049-0.00056009i,0.00088829-4.2939e-05i,0.0013034+9.9876e-05i,0.00079367-0.00022534i,0.00037281+0.00050286i,0.00031567+0.00077473i,6.7182e-05+0.00062588i,-0.0002208+0.00012979i,-0.00042846-0.00060757i,-0.00056789-0.0007366i,-0.00023168+0.00029426i,0.000321+0.0011116i,0.00081795+0.00030314i,-0.0001132-0.0004996i,-0.00092314+0.00024969i,-0.00029691+0.0015383i,0.00023718+0.0015281i,0.00031721+0.00026332i,-0.00038008-0.00038893i,-0.00061615+5.0929e-05i,-0.0004489+0.00065195i,-0.00022471+9.4843e-05i
-0.00032722-0.0010796i,-0.00057519-0.0011612i,-0.00043609-0.0014235i,-0.00052638-0.00029758i,-0.00082273+0.00043132i,-0.00018401+0.00013751i,0.0010477-0.00058659i,0.0014148-0.000512i,0.00086693-0.0012117i,0.00030428-0.0017979i,-0.00056849-0.00060606i,-0.00060574+0.00058731i,-0.00020157+0.00084204i,-7.3825e-05+0.00066028i,-0.00019205+0.00044062i,-0.00016517+2.3751e-05i,0.00039119-0.00036972i,0.00022102-0.00044449i,-0.00056465-0.00022522i,-0.0014712-1.8295e-05i,-0.0010287-0.00050297i,0.00033055-0.00059669i,0.00027759-0.00050633i
0.00013184-8.3363e-05i,0.00059823+0.00019837i,0.00046743+0.00094286i,9.4752e-05+0.0016004i,0.00024335+0.0020635i,0.00085635+0.0011664i,0.00091227+0.00035907i,0.00076201-0.00011746i,0.00077579-0.00033832i,2.7943e-05+1.6499e-05i,-0.00047198+0.00028305i,0.00021851-0.00043696i,0.0003138-0.00072088i,-0.00036265-0.00020848i,4.2225e-06+0.0001737i,0.00034137-2.6919e-05i,-0.00014916-0.0005067i,0.00013123-0.00042205i,0.00050575-0.00017911i,0.00085954-0.0002278i,0.00079117-0.00057138i,0.00027502-0.00038676i,0.00022716+0.00050053i
-9.6053e-05-0.0011488i,-0.00046636-0.0010771i,-0.0016435+0.00079956i,-0.0025685+0.0014727i,-0.0020262+0.001073i,-0.00087886+0.00069451i,0.00045937-0.00016682i,0.00047083-0.00092348i,-0.00066093-0.001512i,-0.000983-0.0015903i,-0.00017796-0.00068571i,-6.6584e-05+0.0003416i,-6.6339e-05+1.6862e-06i,7.0656e-05-0.00060696i,-0.00069748+7.607e-06i,-0.0012764+0.0004881i,-0.00098187+0.00083061i,-0.00042623+0.0014897i,1.6814e-05+0.0010961i,0.00023917+0.00079852i,0.00037877+0.0010155i,0.0010076+0.00073685i,0.00069558+0.00040274i
-0.0020039-0.0015523i,-0.0024942-0.0017718i,-0.003382-0.00055826i,-0.0029506+0.001376i,-0.0011639+0.0026673i,-0.0002344+0.0026244i,0.00024189+0.00092608i,0.0011768-0.001326i,0.0016096-0.0019564i,0.00019028-0.00057945i,-0.00079735+0.0008099i,-0.00014919+0.0010138i,-0.00056937+0.0011368i,-0.0006127+0.00086987i,-3.2625e-05+0.00065471i,-0.00036547+0.00040079i,-0.001157-0.00014028i,-0.0006805-0.00058075i,0.00032052-0.00052708i,0.0006541+0.00048918i,0.00070396+0.00099947i,6.6423e-05+0.00076241i,-0.00071518+0.00048996i
3.329e-05-0.002883i,-0.0004899-0.003028i,-0.00068562-0.0036801i,-0.0010429-0.0032057i,-0.00039362-0.0014991i,0.00062195-0.00043891i,0.0012489-0.00022319i,0.0010852-0.00057763i,0.0014121-0.00070291i,0.00091484+3.462e-05i,-0.00063977+2.5645e-05i,-0.00045096+4.3776e-05i,0.00059711+0.00065268i,0.00057785+0.0015498i,2.3194e-05+0.0015457i,-0.00060174+0.00040621i,-4.5699e-05-0.0004461i,-0.00019784-0.00025969i,-0.00088121-0.00010546i,-0.0010687+0.00027994i,-0.0010243+0.00048742i,-0.00099989-7.1754e-05i,-0.00091239-0.00033945i
0.00090497-0.00047552i,0.00054955+0.00010475i,0.0006632+0.00042079i,0.00042459+0.00042212i,-0.00021843+0.00049701i,0.00034038+0.00037368i,0.00084288+0.00057334i,0.00058299+0.00045798i,0.0008-0.00060579i,0.00081048-0.00060166i,0.00046823+0.00012384i,-0.00032634+2.1216e-06i,-0.00069881+8.9312e-05i,-0.00014103+0.00041911i,0.00037427+0.00060889i,0.00030118+0.00093498i,-1.6683e-05+0.0004269i,-0.00075924-0.00011806i,-0.001481-0.00014254i,-0.0014178+5.6241e-05i,-0.00098114+0.00022737i,-0.00028643+0.00023674i,0.00024668+0.00073368i
-0.0019049+0.00072655i,-0.0021081+0.0012335i,-0.002039+0.0024211i,-0.00087037+0.00241i,0.00022882+0.0018987i,0.0012292+0.0014428i,0.0015997+0.00039692i,0.0011985-0.0012549i,0.00031517-0.0017051i,-0.00049722-0.00064809i,0.00019059+0.00042181i,0.0011353+0.00064592i,0.00045905-0.00063224i,-0.00063577-0.0012803i,-0.00097033-0.00011037i,-0.00072905+0.00044916i,-0.00069554+0.00013842i,-0.0012283+0.00012861i,-0.0014813+0.00051274i,-0.0017143-0.00043164i,-0.0012786-0.00055827i,-0.00025129+0.00053022i,0.00070275+0.00037845i
0.00020904+0.00030977i,6.0177e-06-0.00046072i,-0.0012035-0.0011612i,-0.0014056-0.0009334i,-0.00081266-8.7006e-05i,-0.00067299+0.00013963i,-0.00046804+0.00026805i,-0.00076803+0.00085438i,-0.0010636+2.7926e-05i,-0.00064903-0.00079206i,-8.0902e-05-0.0002411i,0.00034445+0.00077775i,0.00060023+0.0011028i,0.00056205+0.00015081i,-1.1415e-05-0.00017411i,-0.00083385+0.00068326i,-0.001026+0.00066622i,-0.00072852+0.00076522i,-0.00097901+0.00073333i,-0.00063751-0.00035169i,-0.00032888-0.00026554i,-0.00048277+2.2185e-05i,-8.4668e-05-0.00041155i
-0.0019242-0.00023569i,-0.00065769+0.00028532i,0.00046206+0.0012707i,0.0010903+0.0016124i,0.00043257+0.00097847i,0.00077824+0.00036751i,0.0014566-2.1387e-05i,0.0016197+3.1927e-05i,0.0016319+0.00023345i,0.0010779-4.6486e-05i,0.00037868-0.0010416i,0.00011046-0.0015063i,0.00032061-0.0010547i,0.00011144-0.00056311i,-0.00017645-0.00041857i,-0.0004453-0.00018069i,-0.00071394+0.00048101i,5.2715e-06+0.00013728i,0.00053691+4.1128e-05i,-2.6481e-05+0.0004759i,-0.00058206+0.00057845i,-5.927e-05+0.0011668i,-0.00025006+0.00038054i
0.00037806-0.0029367i,-0.0008001-0.0021202i,-0.0015033-0.0017834i,-0.0017131-0.001372i,-0.0012955-5.3047e-05i,-0.00088092+0.00091461i,7.1097e-05+0.00037337i,0.00055219-0.00076886i,0.0002332-0.0013091i,1.5897e-05-0.0014234i,-0.0005328-0.00095959i,-0.00059514-0.00063495i,-0.00024669-0.0005179i,-6.9247e-05+0.00066349i,-0.00034857+0.0015686i,-0.00031867+0.00093117i,0.00048938+0.00019197i,0.00043792-3.0706e-05i,3.8711e-05-0.00018272i,-0.00050767-0.00074137i,-0.00084182-0.0012556i,-0.00053224-0.0010943i,-0.00032415-0.00049223i
-0.0012852-0.00032209i,-0.0020095-0.00055031i,-0.0026957-9.6672e-05i,-0.0021261+0.0017528i,-0.00088453+0.0027974i,0.00084203+0.0011228i,0.0019771-0.00053475i,0.0015993-0.00073908i,0.0006865-0.00097907i,0.00066987-0.00057795i,0.00054343+0.00040261i,9.908e-05+0.00037124i,-0.00031729-0.00018914i,-0.00013806-0.00053554i,0.00023678-0.00030839i,-0.00048115-0.0001233i,-0.0014365-0.00022514i,-0.0014847+0.00015033i,-0.00083026-0.00045159i,-0.00052573-0.000245i,-0.00046485+0.0004997i,-0.00041765+0.00064113i,-0.000122-6.536e-05i
0.0011835+3.6135e-05i,0.00019284+0.00010798i,-0.00053944-0.0012457i,-0.00090972-0.00096476i,-0.0010411+0.00051918i,-0.0010657+0.00082772i,-1.1408e-05+0.00017404i,0.00017713-0.00028004i,-0.00046565-0.00050688i,-5.8466e-05-0.00035099i,-0.00015459+0.000185i,-0.00064104+0.0003471i,-0.00064194+0.00050656i,6.0841e-07+0.00074796i,0.00012904+0.0005445i,-0.00029138+8.7491e-05i,-9.8313e-05+0.00013416i,-0.00039993+4.7947e-05i,-0.00040274-0.00088902i,0.00030378-0.00065459i,2.8105e-05+0.0010833i,-0.00075395+0.0011895i,-0.00040325+0.00026055i
-0.00052755+0.00069223i,0.00016374+0.00022717i,-0.00044649-0.00033139i,-0.00070568-0.00039266i,0.00042684+0.00020818i,0.0020109+0.00054465i,0.0022478+0.00021656i,0.0012822-0.00088043i,0.00069992-0.0012608i,0.00078202-0.00055972i,0.00089455-1.2665e-05i,0.00053871-0.000429i,0.00039229-6.7932e-05i,0.00018363+0.00019094i,-0.00010871-0.00044268i,-0.00038143-0.000894i,-0.00068333-0.00059554i,-0.000773+0.00030454i,-0.00099084+0.00078431i,-0.0008153+0.00050578i,-7.9129e-05+0.00042347i,0.0005785+0.0007884i,0.00073927+0.00072264i
-0.0011598+0.00021302i,-0.0015531+0.00047566i,-0.0016748-0.00022452i,-0.0010207+0.00011023i,0.00024595+0.00083502i,0.0014915+0.00058925i,0.0016909-0.00011463i,0.00090857-0.0010894i,9.5307e-05-0.00059517i,-0.00043932+0.00069199i,5.8659e-05+0.00099874i,0.00036913+0.0011651i,-0.00037148+0.0011839i,-1.2231e-05+0.00082482i,0.00098787+0.0005771i,0.00048554+0.00031349i,-0.0006513+0.00050854i,-0.00066819+0.00029771i,-0.0002118-0.00033076i,-0.0002721-0.00028692i,-0.00016188-0.00022159i,-0.00018107+0.00037493i,0.00039712+0.00065001i
0.0013475-0.00045948i,0.00053014+0.00021933i,2.4684e-05+0.00023082i,0.0002357+0.00077251i,0.00078104+0.001309i,0.001507+0.0015378i,0.0014427+0.0016571i,0.00068844+0.00017715i,0.00033173-0.0010645i,0.00034117-0.0014147i,-0.00054613-0.0010387i,-0.001205-0.00076846i,-0.0013026-0.00028594i,-0.0012235+0.0002971i,-0.00067483-7.6907e-05i,7.886e-05-0.00032162i,0.00099369-7.5721e-05i,0.00025537+0.00023576i,-0.0012214+0.00019757i,-0.00098907-3.4804e-05i,-0.00052816+0.0010067i,-0.0010004+0.0012548i,-0.0010952+0.00024797i
0.00034279-0.0010682i,0.00065225-0.0013957i,-0.0010157-0.0012397i,-0.0018847-0.00026733i,-0.0017732-5.8603e-05i,-0.000901-1.0251e-05i,0.00043092-0.00053487i,0.0009859-0.0011261i,0.00050883-0.0012171i,5.427e-05-0.00043508i,-0.00047564+0.00053042i,-0.00071917+0.00061955i,-0.0011046+4.9404e-05i,-0.00087831-0.00057697i,-0.00034183-0.0010232i,-0.00062441-0.00064192i,-0.0010419-6.7401e-05i,-0.0011768-0.00052401i,-0.0007467-0.00051667i,-0.00012501+0.00025925i,0.00033348+0.00086553i,0.00049533+0.00019682i,0.00060039-6.6535e-05i
-0.00015351-0.0019604i,0.0002506-0.0015757i,0.00062364-0.0016186i,0.00061136-0.0011551i,-7.2767e-05-0.00011573i,-0.0010722+0.00016512i,-0.0016405+0.00060854i,-0.00058971+9.3155e-05i,0.00082633-0.0011462i,0.00048247-0.0010678i,0.00032759-0.00034952i,0.00047933+0.00021722i,0.0005273+0.0010603i,0.00068938+0.00085077i,4.3389e-05+0.00045499i,-0.00050635+0.00082773i,-0.00012554+0.00081524i,0.00022147+0.00083307i,-5.8228e-05+0.00035624i,-0.00089282+5.753e-05i,-0.00050167+0.00024377i,-9.1104e-05+0.00051424i,0.00034464+0.0012509i
0.0027669-0.00046082i,0.0032838-0.00021774i,0.0026157-0.0009474i,0.0023336-0.0019745i,0.0012907-0.0013523i,-0.00032292-0.00015094i,-0.00057397+6.9598e-05i,-0.00041652-0.000316i,-0.00081493-0.00058064i,-0.0014411-0.0010357i,-0.00098858-0.0015537i,0.00019633-0.00073235i,0.00037312+0.0011732i,-0.00032872+0.0019012i,1.5239e-06+0.0016323i,0.00016504+0.0010314i,-0.00060049+0.00078643i,-0.0011919+0.00070451i,-0.00072232+0.00092427i,0.0001851+0.0008072i,0.00038673+0.00020062i,0.00040084+0.0001552i,-0.00029552-0.00053927i
-0.00063725+0.0014161i,-0.00049564+0.0007371i,-0.00063249+0.0014473i,0.00038521+0.0026948i,0.00082933+0.0023545i,0.0013573+0.0011795i,0.0016956+0.00015162i,0.001225-0.0002265i,0.0013416-0.00035166i,0.0006395-0.00086207i,0.00044185-0.0007028i,0.00034609-0.00041371i,-0.00013236-0.00063919i,0.00028111-0.00068288i,-0.00024482-0.00061549i,-0.0010604-0.00042315i,-0.001007-0.0001343i,-0.00036306-0.00018896i,0.00053763-9.6943e-06i,0.00056932-0.00014504i,0.00039806-9.4875e-05i,0.0002953+0.00078896i,0.0010077+0.0011282i
-0.00060955-0.0018925i,-0.00047033-0.00023379i,-0.0013199-0.0010545i,-0.0010404-0.0013278i,0.00023611+9.8565e-05i,0.0016024+0.00107i,0.001668+0.00069635i,0.00071017-0.00036596i,0.00026766-0.0012163i,-0.00027074-0.001285i,-0.00071509-0.001475i,-0.00013343-0.001141i,-7.7798e-05-0.00014675i,9.8559e-05+8.2553e-05i,0.00063012+0.00056769i,7.495e-05+0.00039106i,-0.00024851+8.3687e-05i,0.00072473+0.00032694i,0.00077152+0.00056821i,-0.00023298+0.00065461i,-0.00088267+0.00068351i,-0.00067732+0.0003815i,-6.8642e-05-0.00029614i
-0.0015854-0.00083294i,-0.0010983+0.00011903i,-0.0018537+0.0015916i,-0.0022769+0.0025941i,-0.0014442+0.0026509i,-0.00034927+0.0013878i,0.00049896+0.00016735i,0.00019849-0.00069179i,-0.00043899-0.00088713i,-0.00032122+3.3265e-05i,4.9877e-05+0.00041799i,0.00088521-0.00014084i,0.0014123-0.00085065i,0.00024625-0.0016626i,-0.001429-0.00089648i,-0.0015747+0.00029267i,-0.00032157-0.00041767i,0.00036054-0.00094153i,-7.7747e-05-0.00041907i,-0.0010871-0.00035415i,-0.0012032-0.00042698i,7.1556e-05+0.00013605i,0.0011028+0.00039173i
-0.00073833-4.3249e-05i,0.00029751-7.8603e-05i,0.0007765-0.00063587i,0.00062725-0.00067919i,0.00019623+0.00011299i,0.0009039+0.00046668i,0.0020028+0.00037096i,0.0017663-0.00068372i,0.00099993-0.0016309i,0.000988-0.0018514i,0.00024641-0.00076601i,-0.0003558-0.00014322i,0.00019634-9.9158e-05i,-0.00014533+0.00014374i,-0.00065435-0.00012813i,-0.00059093-0.00040535i,-0.0004897-5.4775e-05i,-2.3456e-05+0.00048867i,0.00028119-0.00024011i,5.3016e-05-0.00061111i,0.00035633+0.0003311i,0.00056434+0.00092555i,3.6887e-05+0.0011844i
-0.00082959-0.004501i,-0.00086745-0.0041839i,-0.0037928-0.003742i,-0.0040166-0.0026838i,-0.0022193-1.8892e-05i,-0.00060278+0.0017433i,0.00087671+0.0012207i,0.00083008+7.5018e-06i,0.00017313-0.00097322i,-0.00017732-0.00044125i,-0.00015083-1.1707e-05i,0.0005145+0.00049843i,0.00086017+0.0017263i,0.0010062+0.0018574i,0.0011194+0.0012311i,0.00027287+0.00099169i,-0.00057881+0.00046306i,-2.3183e-05-0.00058723i,0.00056644-0.00098504i,5.1064e-05+0.00029048i,-0.0011792+0.0010723i,-0.001753+0.00057085i,-0.0010523-1.5673e-05i
0.0013669+0.00060526i,0.0016043-0.00010784i,0.0021228+0.00042879i,0.0010889+0.0013469i,-0.0001409+0.0014119i,0.00015016+0.0012941i,-9.1423e-06+0.0004893i,5.9751e-05-0.00037144i,0.00038833-0.00080969i,0.0001981-0.00048486i,-0.0010887+0.00027437i,-0.0019536+0.00021076i,-0.0012126-8.4929e-05i,-0.00082162+0.00044763i,-0.0012084+0.0013017i,-0.00091191+0.0010136i,-0.00039857-0.0002519i,-0.00014768-0.0010158i,-0.00012223-0.00032359i,-0.00061161+0.00042551i,-0.00072759+8.2092e-05i,-0.00058332+9.9959e-06i,-0.00048165+0.00015599i
-0.00012668-0.00075042i,-0.0011918-0.0021317i,-0.0012923-0.0026998i,-0.001269-0.0017058i,-0.0011085-9.3119e-05i,-0.00051278+0.0013178i,0.00027105+0.0012459i,0.00094562+0.00035538i,0.00070822-0.00025233i,0.00053787-0.00040018i,0.00054633-0.00032195i,0.00037294-0.00033864i,-7.4264e-06-0.00012298i,-0.00073225-0.00018448i,-0.00094499-0.00045984i,-0.00098911+0.00012427i,-0.0010128+3.7748e-05i,-0.00036365-0.00087096i,0.00042054-7.2312e-06i,0.0010495+0.00068956i,0.00033356+0.00052348i,0.0001207+0.00078068i,0.00061095+0.00089078i
0.00020286+0.0002136i,5.824e-05+0.00092403i,0.00068334+0.0011543i,0.0011709+0.0007354i,0.0017734+0.00031936i,0.0019154+0.00024402i,0.0011568+0.00047332i,0.00021981+0.00030728i,0.00059618-0.00024726i,0.00085195-0.00022601i,0.00011593-5.4356e-05i,4.7733e-05-1.3724e-05i,-0.00012737+0.00058478i,6.751e-05+0.0010239i,0.00062097+0.0014306i,0.00041907+0.001003i,7.5125e-05-0.00016066i,-0.00053318-0.00024464i,-0.0012409+0.0003128i,-0.00095531+0.00020928i,2.8911e-05+3.2779e-05i,0.00062972+0.0001106i,0.00063678+0.00032928i
0.0015995+0.00084966i,0.0022265+0.00096375i,0.0030972+0.0011665i,0.0023358+0.00031844i,0.00082881-0.0001136i,0.00017641+0.00094492i,0.00037846+0.0010149i,0.0004573-2.4086e-05i,0.000343-0.00031062i,0.00029377-0.00064527i,0.00060027-0.00065614i,0.00050278+0.00012512i,-2.8529e-05-5.8744e-05i,-0.00041891-0.00064824i,-0.00049628-0.00013253i,-9.3738e-05+0.00032938i,0.00012328-0.00053971i,2.9044e-06-0.00099448i,-0.0003586-0.00070085i,-0.0003319-0.00022067i,-8.8688e-05-0.00047834i,0.00025984-0.00048427i,2.6889e-05+0.00047183i
-0.00072742-0.0012493i,-0.0011127-0.0020218i,-0.0012173-0.0010958i,-0.0014165+0.00069973i,-0.00071894+0.0018182i,0.00060241+0.0014056i,0.0014895+0.00039109i,0.00078812-0.00077599i,0.00026095-0.0011641i,0.00045963-0.00088952i,0.00016841-0.00028457i,-0.00014886+9.6449e-05i,0.00033369+0.00034464i,0.00092582+0.00059554i,0.00089906+0.00053127i,0.00038977+0.0005034i,-0.0004919-0.00014574i,-0.0007561-0.00050742i,-8.6235e-05-8.7219e-05i,0.00036289-5.9475e-05i,0.00045467+0.00022886i,0.00057146+0.00076798i,0.00032025+0.00060821i
-0.0012191+0.00011764i,-0.001908+0.00027181i,-0.0023953-0.00044705i,-0.0010284-0.00086613i,-0.00025849-0.0002208i,-0.00017905-0.00043355i,0.0010057-0.0008555i,0.00092596-0.00033348i,0.0002052+5.0379e-06i,0.00047512-2.5841e-05i,0.00040801+0.00035442i,0.00010402+0.00016837i,0.0001048-0.00073597i,5.9065e-05-0.00016775i,4.7101e-05+0.00077623i,0.00016256+0.00072518i,0.00036505-9.8495e-05i,0.00039615+8.1113e-05i,0.00063894+0.00059233i,0.00068928+0.00035563i,0.00057098-3.1512e-05i,0.00036206-0.00024561i,5.1327e-05-0.00042065i
-0.0019684-0.00013391i,-0.0012549-0.00043872i,-0.0013381+0.00022653i,-0.0012799+0.00076049i,-0.00031638+0.0012604i,0.00023228+0.0015316i,0.00057114+0.0011544i,0.00091948-9.6408e-05i,0.00023925-0.0012061i,-0.00037739-0.0005581i,7.6883e-05+0.00032598i,0.00029388-8.9971e-05i,0.0005162-0.00048873i,0.0003136-0.00072926i,-4.0522e-05-0.00070121i,0.00020164-0.00010398i,0.00020492-0.00039953i,-0.00084018-0.0006839i,-0.0014213-0.00029376i,-0.00074856-0.00053514i,-0.00011933-0.00045305i,0.00029587+0.00044972i,0.00015648+0.0013495i
-0.0011301-0.0032803i,-0.0015739-0.002578i,-0.0015741-0.0013701i,-0.0014293+0.00013561i,-0.00053684+0.0016981i,0.00078918+0.0024201i,0.0011033+0.00079373i,0.0011815-0.00096951i,0.0010089-0.00059168i,0.00031359+0.00063759i,5.2521e-05+0.0013661i,0.00019888+0.0015524i,0.00042021+0.0014619i,0.00032478+0.00096147i,1.0785e-06+0.00012383i,0.00014907-0.00076945i,0.00073624-0.00069625i,0.00085267+0.0002262i,5.186e-05+0.0012207i,-0.00021383+0.00154i,7.3353e-06+0.0013049i,-0.00072833+0.00075557i,-0.00075523+0.00041371i
0.0013979-0.0013796i,0.00097328-0.0012294i,0.001112-0.00032765i,0.00040056+5.487e-05i,0.00031203+0.00059909i,0.0010643+0.00092128i,0.0014807+0.00054234i,0.0016923+0.00046076i,0.0017446-1.3266e-05i,0.0012498-0.00024388i,-0.0002247-0.00063871i,-0.00091654-7.3654e-05i,-0.00043257+0.0006044i,7.7386e-05+0.00034245i,-0.00040568+0.00027448i,-0.00064811+0.00027873i,-0.00058867+1.1304e-05i,-0.00034021-0.00035874i,-7.6772e-05-0.00020923i,-0.00037807-0.00019107i,-1.9493e-05-0.00018428i,0.00041816+0.00099691i,-0.00032244+0.0010964i
0.00057271-8.0911e-05i,0.00067721-0.00031747i,-0.00039483-0.00059657i,-0.0019122-0.0012385i,-0.001938-0.0010427i,-0.00052761-6.9803e-06i,0.001028+0.00078794i,0.00065263+0.00049355i,-0.00080666-2.7569e-05i,-0.0012922+0.00046443i,-0.0010203+0.00081734i,-0.00066214-6.8039e-05i,-0.00085749-0.00079898i,-0.00091007-0.00032212i,-0.00037079+0.00010888i,-0.00027424+0.00044323i,-0.00098984+7.1285e-05i,-0.0006867-0.00014833i,-0.00039826+0.00012051i,-0.00088832+5.6054e-05i,-0.00074861-0.00051867i,-0.00024742-0.00039822i,-0.00018817-0.00020086i
-0.0016947+0.0017498i,-0.001938+0.0016363i,-0.0011273+0.0022331i,0.00036881+0.0020885i,0.0018716+0.001218i,0.0020482+0.00055405i,0.0016697-0.00081017i,0.0012376-0.0010376i,0.00071896-0.001013i,0.00050981-0.00085039i,0.00045787-2.4066e-05i,0.00028369-1.7187e-05i,-0.00045915-0.00036469i,-0.0011436-0.00061735i,-0.0013969-0.00066527i,-0.0010697-0.00023749i,-0.00075754-0.00053411i,-0.00066519-0.00031289i,-0.00063503+5.4713e-05i,-0.00037343+0.00020256i,-3.9804e-05+0.00060673i,-0.00027394+0.00095236i,-2.4229e-05+0.001048i
0.00067035+0.0002008i,0.0013309-0.00023107i,0.0018348-0.0012486i,0.0013282-0.0017211i,0.00063218-0.0011869i,0.00036763+0.00046793i,0.00017395+0.00077966i,-0.00025561+0.00014259i,6.3196e-05-0.00025609i,0.00092144-0.0003407i,0.0005215-5.7465e-05i,-0.0010772-0.00013144i,-0.0015638+0.00011159i,-0.00089931-1.4738e-05i,-0.00016082-8.5358e-05i,0.00016901+0.00026696i,-0.00025701+0.00059964i,-0.00026545+0.00094544i,0.00031306+0.0012513i,0.00056517+0.00027928i,0.00022534-0.00022126i,0.000466+0.00059917i,0.00062919+0.00089275i
0.00027338-0.0016038i,0.0002795-0.0015648i,-0.00065839-0.00095443i,-0.0012864+0.00028774i,-0.00065561+0.0010227i,2.3728e-05+0.00030762i,0.00081009-0.00068638i,0.0017701-0.0011049i,0.0014502-0.00098026i,0.00079215+1.6852e-05i,-0.00014091+0.00076396i,-0.00075356+0.00065442i,-0.00068877+0.0010065i,-0.00098889+0.00066403i,-0.00070208-0.00027866i,-5.575e-05-0.00015188i,-0.00022558-0.0001814i,-0.00058904-0.00059889i,-0.00062573+0.00040582i,-0.00049061+0.0009984i,-0.00010668+0.00038722i,0.00018369-0.00010041i,-7.3505e-05-0.00025194i
-0.00035331+0.00077397i,-0.00021283+0.0004756i,-0.00026717+0.00021719i,-0.0004891+0.00028489i,3.5595e-05+0.00040203i,0.00057614+0.00056385i,0.0012673+0.00022225i,0.00088168-0.00040446i,-0.00084228-0.00041253i,-0.0014663-9.9308e-06i,-0.00081293+0.00064467i,-0.00084938+0.00061794i,-0.0010724-0.00020865i,-0.00087351+0.00033679i,-0.0010339+0.0011445i,-0.00061495+0.00084344i,0.00025813+0.00016795i,0.00071062+0.00045885i,0.00040829+0.0012953i,0.00016566+0.00087586i,0.0002155+0.00025417i,3.5749e-05+0.00064251i,-0.00032957+0.00017159i
-0.0031889-0.00043784i,-0.0021779-0.00089762i,-0.0021757+0.00046634i,-0.001925+0.0015639i,-0.00091135+0.0021225i,0.0011394+0.001681i,0.0021463+0.00043958i,0.0014682-0.00029694i,0.0003351-2.1426e-05i,-0.00021702+0.00044368i,0.00019764+0.00020293i,0.0010112+1.0742e-05i,0.0010888-0.00020831i,0.0006165-0.0009121i,-9.4203e-05-0.001041i,-0.0010152-0.00092846i,-0.00097372-0.0011278i,-0.00012381-0.00031198i,7.0836e-05+0.0012319i,-0.00021039+0.0018833i,0.00027423+0.0016963i,0.00057552+0.0015055i,0.0010534+0.0015163i
-0.00073486-0.0016812i,-0.0011225-0.0011258i,-0.00036487-0.0007292i,0.00024019-0.0008413i,0.00047525-0.00018759i,0.00074555+0.00075587i,0.00087903+0.00093738i,0.00086511-0.00013491i,0.00056598-0.00064847i,-0.00026479+0.00024978i,-0.00078479+0.0013814i,-0.0017842+0.001208i,-0.00094254+0.00059317i,0.00086044+0.0008147i,0.00039487+0.00037679i,-0.0008155-0.00032197i,-0.00067338+0.00017887i,-0.00052557+0.00040861i,-0.00091172-0.0001227i,-0.00090539-0.0005056i,-0.00063465-0.00018016i,-3.4763e-05-0.00015356i,0.00043366-0.00090738i
0.00025875-0.00057485i,-0.0010318-0.00085714i,-0.0012388-0.0016635i,-0.00081365-0.00093191i,-0.00096002+3.1623e-05i,-0.00043605-5.1823e-05i,0.0013294-0.00078327i,0.0023465-0.0012985i,0.0015575-0.0013783i,0.00032254-0.00058414i,-0.00010222+8.1944e-05i,0.00015526+0.0002763i,0.00013163+0.00083065i,-7.5407e-05+0.00073632i,-0.00012648+0.00011313i,0.00047158-0.0001481i,0.00091762+5.0908e-05i,0.00064409+2.9616e-05i,0.00059497-0.00013855i,0.00046993+0.00033865i,-4.5575e-05+0.00065737i,5.8334e-05+0.00051628i,0.00028667+0.00016413i
0.00099398+0.00038736i,0.00093223+0.001233i,0.0012858+0.0009875i,0.0015273+0.00027752i,0.0014639+0.00068559i,0.0014231+0.00092028i,0.001522-0.00086648i,0.0010861-0.0013119i,1.146e-05-0.00050145i,-0.0004217-0.00048852i,-0.00016441-0.0006926i,-8.3276e-05-0.00051987i,-0.00018085-1.4334e-05i,-0.00048501+6.9543e-05i,-0.00042755+0.00019738i,-0.00032012+0.00045286i,-0.00034673+0.00021143i,-0.0006619-0.00020508i,-0.0007493-0.00036706i,-0.00027119-0.00016274i,-0.00011002-0.00039144i,-0.00099866-0.00018539i,-0.0011247+0.00025291i
