-0.00020833+0.00041403i,0.00034017-0.0010238i,-0.001166-0.00086402i,-0.0028607-0.00025042i,-0.0026025-0.00053057i,-0.0015124-0.00024005i,-0.0011147+0.00061073i,-0.0001699+0.00051207i,0.00060522+0.00013515i,0.00034184-0.0005426i,9.4067e-05-0.0014924i,-7.7564e-05-0.0018733i,-0.00060487-0.0015002i,-0.0012047-0.0009572i,-0.00078024-0.00077219i,-0.00082082-0.00063985i,-0.0010093-0.00080609i,-0.00059446-0.00065756i,8.3481e-05+7.4266e-05i,0.0002434+0.00023304i,0.00025128+2.9759e-05i,-9.8796e-06-0.00048304i,-0.00038555-0.0010504i
0.0010264-0.0008253i,0.00092092-0.0022753i,-0.00044837-0.0022732i,-0.0016765-0.0012693i,-0.0018397-0.00015084i,-0.0020029+1.2571e-05i,-0.0014066-0.00076019i,-0.00058245-0.0011733i,-0.00073169-0.00079407i,-0.00082192-5.2143e-05i,-0.00033411+0.00048027i,-0.0003507+0.00049019i,-0.00028161+6.8132e-05i,-0.00062068-0.00048146i,-0.00095199-0.00013709i,-0.00034537-0.00016059i,-0.00013608-0.00088973i,0.00017096-0.00071545i,0.00037752-3.3487e-05i,-0.00026923+0.00036098i,-0.00030771+0.00058908i,0.00016797+0.0003844i,0.00059991-0.00019749i
0.0021957+0.00084517i,0.0017918+0.00088512i,0.0011711+0.00054493i,0.00059081-0.00015368i,-0.00042479-0.00061048i,-0.000842-0.00034356i,-0.00023353-0.00054926i,0.00041522-0.00084544i,0.00035991-0.00051081i,-0.00026745-0.000291i,-0.0002464-0.00025353i,0.00055744-0.00034986i,0.00047614-0.00068617i,-3.474e-06-0.00041272i,0.00018544+0.00032294i,6.4335e-07+0.00068351i,-0.00045494+0.00089397i,9.3681e-05+0.00073755i,0.0004065+0.0012026i,0.00066089+0.0014105i,0.00083667+0.0008081i,-0.00024466+0.00051319i,-0.0010096+0.00012403i
0.0015594+9.6323e-05i,0.00022613-0.00055272i,-0.00051787-0.00032868i,-0.00090122+0.00053216i,-0.00081147+0.00025499i,-0.0007397-0.00067536i,-0.00082806-0.00047426i,-0.00034171-0.00026985i,0.00031231-0.00031147i,0.00023743-0.00084004i,0.00046766-0.00055937i,0.00056721+8.147e-05i,0.00052705+7.746e-05i,0.00085662-0.00010406i,0.00015766-0.00023456i,-0.00051863-0.00011804i,-0.00012628-0.00058579i,0.00049372-0.00047203i,0.0004164+0.00036217i,0.00019334+0.00049186i,0.00016256+0.00010928i,-0.00031852-9.4877e-05i,-0.00088274-0.00013096i
0.00071578-0.00018219i,0.00066654+0.00019079i,-0.00034473+0.00051769i,-0.0010276-0.00064511i,-0.0011505-0.0015121i,-0.0014172-0.0023451i,-0.0016704-0.0016255i,-0.001287-0.0007598i,-0.00076482-0.00031131i,1.1201e-05+0.00040447i,0.00013456+0.00054508i,-0.00028554+0.0003411i,-0.00059922+0.00029722i,-0.00090508+0.00020098i,-0.000333+0.00021946i,-0.00043782+8.617e-05i,-0.0007389+0.00040434i,-0.00074162+0.00087662i,-0.00025872+0.0010097i,0.00013467+0.00053387i,0.00022524-0.00069029i,7.8977e-05-0.0011336i,0.00039942-0.00091817i
0.00077473-0.001564i,0.00057381-0.0011519i,-0.00026173-3.6791e-06i,-0.00086577+0.00039293i,-0.00068655+0.00032277i,-0.00027513-0.00016727i,-0.00052557-0.00055364i,-0.00054284-0.00016261i,-0.00026081-0.00079358i,-0.00038416-0.0012026i,3.7445e-05-0.00052345i,0.00037522+0.00015083i,-0.00025726+0.00021704i,-0.00045931-0.0002368i,-0.00020152-0.00032559i,-0.00018221-0.00063349i,-1.198e-05-0.00072433i,0.0010171-0.00056994i,0.00061784-0.00015414i,-9.2246e-05-9.0976e-05i,0.0005776-0.00046174i,0.00074589-0.00043259i,0.00023877-9.6783e-05i
0.0013643+0.00012043i,0.0010757-0.00047005i,-4.5151e-05+0.00010072i,-0.00065494+0.00083259i,-0.00090949+0.00054098i,-0.001099-0.00045054i,-0.00096441-0.00076968i,-0.00076057-0.00030085i,-0.0004371+0.0002459i,-0.00030219+0.00029149i,-0.00067292-7.1852e-05i,-0.00063657-0.00068944i,-0.00040082-2.0882e-05i,-0.00025662+0.00035329i,-0.00032954+1.0926e-05i,-1.4391e-06-0.00031376i,0.00022914-0.00026234i,0.00038427+0.00053961i,0.00028701+0.0003775i,3.6961e-05+0.00026539i,-0.00018504+0.0010157i,-0.00026764+0.00077329i,-6.5545e-05-0.00021067i
0.00099011-0.0012166i,0.0014656-0.0012074i,0.00033956-0.0002275i,-0.00060523+3.9303e-05i,-0.0007152+0.00033021i,-0.00049023+8.9252e-05i,-0.00047929-0.00085532i,-0.00035238-0.001108i,-0.00026701-0.00041045i,-0.00024738+0.00045008i,-0.00028885+0.0010758i,6.0766e-05+0.00050306i,0.00010773-0.00019875i,-0.00012463-1.7349e-05i,-7.2222e-05-0.00046479i,-9.7767e-05-0.00071885i,-0.00035987-5.7509e-06i,-0.00021335-0.0001388i,0.00016747-0.00038189i,6.3695e-05-0.00015802i,7.113e-05-0.00084971i,-0.00026031-0.0012957i,0.00071284-0.0011552i
0.0018127-0.00060254i,0.0023357-0.00048723i,0.00079434-0.00050405i,-0.00037646-0.00024507i,-0.0012969-4.4808e-05i,-0.00095399-0.00018446i,7.8196e-05-0.0011414i,-9.5604e-06-0.0015751i,-0.00091128-0.0014788i,-0.0016794-0.00075601i,-0.0013151-0.0001751i,-0.00030324+0.0001391i,-0.00042083+0.00059036i,-0.00046728-4.8876e-05i,-6.3664e-05-0.00021215i,0.00056602-0.00011801i,0.00052822+0.0002922i,0.0005932+0.00053849i,0.00034793-0.0002547i,-0.00025682-0.00048718i,5.0243e-05-0.00037876i,-7.2205e-05-0.00058174i,-0.0007819-0.00047515i
0.0019093-0.0010838i,0.002105-0.00016504i,-3.8414e-06-0.00045454i,-0.0017967-0.0010087i,-0.0022392-0.0016425i,-0.0020825-0.0016648i,-0.001332-0.00085159i,-0.00111-0.0013781i,-0.00072142-0.0017057i,-0.00078767-0.00097755i,-0.00059447-0.00015427i,0.00011996-0.00010801i,-0.00026639-0.00039508i,-0.00015867-0.00027788i,0.00024402+0.00032026i,-0.00043666+0.00034171i,-0.00088669+0.00016519i,-0.00065926+0.00054847i,-0.00061727+0.00028001i,-0.00061911+0.00072307i,0.00017644+0.0012611i,0.00081156+0.0013048i,0.00077867+0.00075893i
0.001601-8.6201e-05i,0.0015169-0.00077588i,0.00066203-0.0014458i,-0.0011478-0.0013039i,-0.0020224-0.0010309i,-0.0014425-0.0016561i,-0.0012578-0.0013423i,-0.0018024-0.00039085i,-0.0013794-0.00032582i,-0.00077143-0.00022898i,-0.0015333-0.00032857i,-0.0016371-0.00078527i,-0.00051239-0.00037795i,0.00064763+0.00029464i,0.00084452+0.00086793i,0.00021816+5.7593e-07i,-0.00038321-0.00094024i,-0.00022143-0.00089025i,6.9229e-05-0.00059418i,-0.00021164-0.00082643i,-0.00032806-0.00046071i,-0.00018136-0.00015849i,-9.9648e-05-0.0005582i
0.0003955-0.0019817i,0.00027457-0.002819i,-0.00075212-0.0018101i,-0.0007496-0.00038429i,-0.00076807+6.1006e-05i,-0.00053672-0.00028846i,-0.00034965-0.00081411i,-0.00028923-0.00028008i,-0.00094272-5.6337e-05i,-0.0011805-7.9896e-06i,-0.00056759+0.00055364i,-0.00028003+0.00048204i,0.00024719+0.00035236i,0.00050966+0.00032914i,4.8345e-05+0.00012792i,-0.00041531+0.00051324i,-0.00049214+0.00044865i,0.0001591+0.00012236i,0.00070195+0.00010732i,0.00010042+0.00068417i,5.8119e-05+0.00028329i,-0.00026323-0.00022384i,-0.00052141-7.1769e-05i
0.00036234-0.00045559i,0.00011171-0.00028416i,-0.0010759+0.00059894i,-0.00083972+0.001464i,-0.00038403+0.0011089i,-0.00083105-0.00013117i,-0.0010754-3.6832e-05i,-0.00078621-0.00058212i,-0.00078313-0.00099751i,-0.00092249+0.0001034i,-0.00043226+0.0010848i,0.00022681+0.00030788i,0.00030541-0.00058635i,-0.00042657-0.00045048i,-0.00037891-0.0005911i,5.7609e-05-0.00030266i,-1.2948e-05+8.4179e-05i,-0.0001366-0.00010543i,-0.00013519-0.00026585i,0.00027168-0.00075598i,0.00017969-0.00090229i,-0.00031354+0.00027767i,-0.00047182+0.00044904i
0.0010389-0.0003118i,0.0014205-0.00071563i,0.00093925-0.001001i,-0.00062203-0.0012065i,-0.0013143-0.00077509i,-0.001393-0.0008447i,-0.0017198-0.0014361i,-0.0015809-0.0017501i,-0.00095188-0.0014143i,-0.00046522-0.00072604i,-0.00045037+0.00020031i,-0.0003153+0.00034323i,-0.00026116-0.0006403i,-0.00015936-0.0010244i,9.326e-05-0.00019125i,0.0012042+0.00042753i,0.00080421-0.00057014i,0.00039731-0.001331i,0.0011592+0.00031154i,0.00065652+0.0009368i,0.00019738+0.00019002i,0.00030225-9.9265e-06i,-4.116e-05-4.5283e-05i
0.0014153-0.00075152i,0.0016418-0.001157i,0.00013711-0.00047595i,-0.0010324+0.00095241i,-0.0013889+0.00079842i,-0.00094106-9.2123e-05i,-3.433e-05-0.0006496i,0.00020174-0.00055492i,-0.00057617-0.00075292i,-0.0008578-0.0015249i,-0.0007987-0.0010216i,0.00014199+7.4606e-05i,0.00061415+0.00029882i,0.00010165+0.00016547i,-0.00028621-0.00017595i,-0.00034538-0.00059515i,6.145e-05-0.00067859i,0.00069784-0.00061439i,0.0004644-0.00068832i,-8.2943e-05-0.00030479i,-0.00060919+0.00010405i,3.436e-05+0.00036623i,0.00010615-0.00011702i
0.0007187+0.00029979i,0.00090294-0.00086751i,-0.00022205-0.0012851i,-0.0003578-0.00055156i,-0.00040587-7.7655e-05i,-0.00036498-0.00077947i,-0.00038058-0.00098221i,-0.00055238-0.00082284i,-0.00023607-0.00062272i,-0.00052577+0.00027306i,-0.00086629+0.00049501i,-0.00098032+0.00010447i,-0.0013318+1.4169e-05i,-0.0013786-0.00014413i,-0.00093216-0.000184i,-0.00045173+0.00023983i,-0.00049492+0.00022122i,-0.0006432-0.00047437i,0.0001048-0.00059425i,7.7286e-06-0.00060149i,-0.00040924-0.0011134i,0.00021291-0.00083126i,0.00058179+4.456e-05i
0.00045088-5.0688e-05i,0.00049698-0.0011624i,-0.00013463-0.0014869i,-0.0011399-0.0013894i,-0.0019524-0.00093408i,-0.0026081-0.0010208i,-0.0021408-0.0013046i,-0.0010316-0.0011396i,-0.00040375-0.0006966i,-0.00051068-0.00037462i,-0.00067433-0.00095025i,-0.00082305-0.0013858i,-0.00032835-0.00036597i,0.00033227+0.00043765i,-2.2292e-05+0.00045932i,-0.00045157+0.00074902i,0.00024686+0.00083927i,0.00078019+0.0005229i,0.00081279+0.00019861i,0.00045634+0.00071457i,-0.00021849+0.00072281i,-0.00016086+0.00034232i,0.00089454+0.00060654i
0.0018343-0.00063168i,0.0012105-0.0010871i,0.000716-0.0013039i,-0.00025374-0.0009497i,-0.0012441-0.001015i,-0.0008044-0.0012793i,0.00015035-0.0010416i,0.0003497-0.0010927i,-0.00032453-0.00089725i,-0.0010561-0.0001072i,-0.00062544-0.00030222i,0.00051348-0.00077014i,0.000725-0.0006037i,0.00023168-0.00033762i,3.4387e-05+9.1537e-05i,-0.00039371-0.00044263i,-0.0002048-0.00026226i,0.00016937+0.00067186i,0.0005302+0.00060183i,0.0008713+0.00062254i,0.00099101-0.00013919i,0.00040281-0.00065789i,0.00029677-7.9081e-05i
0.0029675-0.0016052i,0.00292-0.0021778i,0.0018178-0.0020458i,0.0006614-0.00073883i,-0.0009949+0.00045323i,-0.0013703-1.5035e-06i,0.00013465-0.00027786i,0.00079931-0.00035497i,-5.2545e-07-0.00044031i,-0.00052767-0.00028932i,-0.00072308-0.00038771i,-0.00046986-4.0267e-05i,-0.00031916+0.00018786i,-0.00010281+0.00024085i,-0.00030805+0.00038013i,-0.00061041+0.00026812i,0.00013751+0.00074377i,0.00079117+0.00038664i,0.00024502+0.00017851i,-0.00022354+0.0004613i,4.3426e-06+0.00043936i,0.00018812+0.00031687i,-0.00016896-0.0002004i
0.0010437-6.7283e-05i,0.00030753-0.00017161i,-0.0013229+0.00013139i,-0.0017543+0.00040591i,-0.0015489+0.00035944i,-0.0014818+0.00013116i,-0.00071056-0.00033165i,0.00010945-0.00082941i,0.00027237-0.0016362i,8.4772e-05-0.0017963i,0.00044128-0.00068331i,0.00027556+4.0031e-05i,-0.00013657+0.00020503i,-4.597e-06-5.6164e-05i,-0.00052006-0.00083184i,-0.00081994+8.5516e-05i,-0.0004478+0.00079133i,0.00020269-0.00065142i,0.00061105-0.0015474i,0.00047948-0.00063345i,0.00014304-0.0001095i,0.00049245-0.00010281i,0.00020997-0.000145i
0.0025564+0.00028564i,0.0026052-0.00010738i,0.0017914-0.0009219i,0.00023218-0.0014357i,0.00037988-0.0020523i,-0.00011338-0.0024069i,-0.0007183-0.001645i,-7.2154e-05-0.0006965i,0.00024175-0.00011104i,-0.00065003-0.0011209i,-0.00099448-0.0018822i,-0.00024611-0.00090552i,-0.00017138+8.6586e-05i,2.5745e-05+0.00084412i,-0.00034278+0.0015872i,-0.0010127+0.00097655i,-0.0013437+1.2917e-05i,-0.00069491-0.000486i,-0.00048955-0.00027853i,-0.00094027+0.00046254i,-0.00084486+0.0010148i,-0.00046606+0.00048839i,0.00035476-0.00047861i
0.0016134-0.00028858i,0.00071694-0.00056072i,8.479e-05-0.00078019i,-0.00044925-0.00097557i,-0.001029-0.0008183i,-0.0015422-0.00087453i,-0.0011407-0.00077169i,-0.00060032-4.0485e-05i,-0.00067346-0.00033698i,-0.00080791-0.00042662i,0.00011538-1.6914e-05i,0.00017753+4.2822e-05i,-0.00029859-6.1847e-05i,0.00056928-0.00011397i,0.00080377+0.00034545i,0.0001276+0.00071327i,-0.00083383+0.0008055i,-0.00089689+0.00073018i,-0.00060265+0.00032033i,-0.00041945-0.00024835i,0.00039777-0.00028369i,0.00079673-0.00021339i,0.0010346-0.00037786i
0.0011573-0.00012698i,0.00092267-0.00011623i,-8.2728e-07+8.1056e-06i,-0.00054106+0.00017139i,-0.00078474-0.00096364i,-0.00064309-0.0018175i,-0.00078881-0.0010639i,-0.00074859-0.00049557i,-0.00060701-0.00031253i,-0.00051782-0.00043939i,6.0985e-05-0.00022811i,0.00011549+0.00065691i,-0.00027617+0.00046436i,-0.00012249+4.3703e-05i,0.00024418+0.00010797i,-0.00049638+0.00013858i,-0.0010084-0.00043225i,-0.00017889-0.00056222i,0.00025995-0.0003208i,0.00024612-0.00062902i,0.0003196-0.0011769i,0.0008403-0.0012609i,0.00046293-0.0010999i
0.0029149+0.0011672i,0.0027981+0.00069362i,0.0024695-0.00038777i,0.001115-0.00029831i,0.00019754-0.00026586i,-0.00070809-0.00027625i,-0.0011004-0.00045557i,-6.9535e-05-0.00084173i,0.00076266-0.0009338i,0.00093216+1.7113e-05i,0.00034075+0.00068724i,-0.00037742+0.00080544i,-0.001276+0.0010948i,-0.0015656+0.00052176i,-0.00052102+0.00013766i,1.6912e-05-0.00019036i,-0.00020511-0.00040198i,-0.00038462+0.00025244i,-6.3505e-05-0.00074515i,0.00025529-0.0013366i,-0.00020171-0.00052955i,9.8645e-05-3.2996e-05i,0.00044788+0.00014677i
0.00031865+0.0017194i,0.0011841+0.0015393i,0.00053304+0.0014499i,-0.00082872+0.0014882i,-0.00056036+0.00050136i,-0.00018642-0.0011824i,-0.00074048-0.0019628i,-0.00061511-0.0020282i,-0.00036102-0.00097044i,0.00011098+0.00048628i,0.00028099+0.00077203i,-0.00013302+0.00031818i,-5.6088e-05-0.00042507i,-0.00014104-0.00070111i,-0.0004226-0.00049302i,-0.00098102-0.00047546i,-0.0010066+0.00040771i,-0.00046163+0.00092603i,-0.00026601+0.0003427i,0.00014486+4.9538e-05i,0.00060926+6.6835e-06i,0.00058522+0.00021884i,0.00088436+7.1755e-05i
0.00055844-0.0002483i,-0.00014326-0.00068948i,-0.0018666-0.0003466i,-0.0017493-0.00040462i,-0.0008602-0.0021845i,-0.00097302-0.0024418i,-0.00066329-0.0016017i,-0.00024771-0.0016144i,-0.0013127-0.00096274i,-0.0010931-0.00043189i,-0.00021586-0.00030088i,-0.00059261-0.0001021i,-0.00017726-0.00037903i,0.00078126-0.00026952i,0.0007961+0.00068092i,1.7699e-05+0.00092147i,-0.00057206+0.00046286i,-0.0011506+0.00050071i,-0.001018+0.00040045i,-0.00048748+0.00020957i,-8.8326e-05-5.4678e-05i,9.5719e-05-0.00032028i,-0.00062043+0.000611i
0.0024878-0.00073792i,0.0019611-0.001583i,0.0016049-0.002474i,0.00070301-0.0017979i,-0.00022423-0.0012551i,-0.00057303-0.0017568i,-0.00041424-0.0013343i,0.00036631-0.00035951i,0.00055588-0.00058906i,0.0003104-0.00067284i,-0.00013527-0.00078872i,0.00016043-0.00055279i,0.00070814+0.0008377i,-3.6211e-05+0.0017671i,-0.00028696+0.0014009i,0.00023597+0.00080049i,0.00053906+7.0421e-06i,0.00036276-0.00057589i,-0.00038189-0.00064946i,-0.00041586-0.00017542i,0.00016288+0.00011878i,0.00093108-0.00024403i,0.0013767-0.0004916i
0.00041467+3.1775e-05i,-0.00023324-0.00064299i,-0.0017021+3.9041e-06i,-0.0018657+0.00091861i,-0.001332+0.0011718i,-0.0010221+0.0004253i,-0.00027594-0.00017319i,-4.729e-06-5.7779e-05i,-0.00065344-0.00036986i,-0.00019874+0.000254i,0.00028468+0.0006455i,9.2241e-05+2.6439e-05i,-0.0003534-0.00015559i,-0.00056883+0.00037451i,-0.00024387+0.00043286i,2.5632e-05+4.5921e-05i,-0.00063399-0.00045757i,-0.0003588-0.00054071i,0.00052003+0.00010477i,0.00035842-1.1399e-05i,0.00024416-0.00057359i,0.00019667-0.00065122i,0.00017018-0.00097336i
0.001519-0.00089399i,0.0022665-0.0004344i,0.00067683-0.00043196i,-0.00079553-0.00049303i,-0.0010317-0.00017401i,-0.00082776-0.00028108i,-0.00026613-0.00061115i,-0.00016937-0.00054049i,-0.0012671-0.00023747i,-0.0014819+0.00016407i,-0.00074711-2.9116e-05i,-4.0024e-05-0.00054371i,0.0002856-0.0012236i,-6.5382e-05-0.0012513i,0.00021665-0.00063919i,1.6453e-05-0.00070293i,-0.0002925-0.00131i,0.00021982-0.0011081i,0.00014544+3.4318e-05i,0.00054796+0.00026752i,0.00040683+0.00039992i,0.00015801+0.00081469i,-7.3233e-05+0.00052987i
0.0024353+0.00024714i,0.0002769-0.00054113i,-0.00056531-0.0012243i,-0.00042147-0.00021552i,-0.00076858+0.00063285i,-0.00080898-0.0001908i,-0.00099262-0.00092309i,-0.0012283-0.00031022i,-0.00050234+0.00024294i,-0.00044926+0.00036634i,-0.00087199+0.00029553i,-0.0003563+0.00080367i,-0.00027424+0.00061896i,-1.8131e-06-9.4877e-05i,0.00058056-0.00017829i,0.00034485-0.00052841i,-0.00046789-0.00077281i,-0.00051005-0.00057416i,0.00046992-0.00031032i,0.000593+4.5389e-05i,0.0003843-0.0003551i,0.00097148-0.00033098i,0.0012578+0.00013709i
0.0011883-0.0016528i,0.0013667-0.0017517i,0.00065303-0.0013915i,0.00056824-0.00034432i,-8.4838e-05+0.00019351i,-0.00032174+9.2605e-05i,-0.0002852-0.00018448i,-0.00091409-0.00053533i,-0.0014062-0.00063685i,6.7591e-05-0.0004473i,0.0011746-0.00014941i,0.00024861-0.00056371i,-0.00060405-0.0011105i,-0.00030316-0.0012077i,-0.00032983-0.0014606i,-0.00045088-0.0015538i,-0.00020835-0.00088515i,0.00048625-0.00051479i,0.00081304-0.00023896i,0.00010489-1.6095e-05i,8.1339e-05-0.00035546i,0.00037999+9.3645e-06i,0.0001262+0.00031025i
0.00031246-0.0014708i,0.00064027-0.0018539i,-0.00042695-0.0013744i,8.8229e-06-0.00042556i,0.0009904-0.00061274i,0.00084584-0.0013855i,0.00022818-0.0015828i,-8.9361e-05-0.00050592i,-0.00028873+0.00033125i,-0.00029436+0.00022665i,-0.0003061-0.00022449i,-0.00059032-0.00042721i,-0.00069382-0.00018278i,-0.00041316-5.0666e-06i,-3.5682e-05-0.00030138i,-0.00025223-0.00082432i,-0.00040901-0.0010135i,-0.00048374-0.00058764i,-0.00020901+0.00020982i,0.00018777+0.00028545i,0.00081909+0.00085538i,0.00025401+0.0011365i,-8.5165e-05-0.00030846i
0.00086733+7.581e-05i,0.0007641-0.00093352i,3.7168e-05-0.0003671i,-0.00025431-5.3437e-05i,0.00019091-0.00096939i,0.00044078-0.001585i,0.00018398-0.0010481i,-5.5953e-05-0.00028015i,-0.00017312+4.4462e-05i,-0.00070575+0.00045038i,-0.00065838+0.00018783i,5.4815e-05-0.00031053i,7.5248e-05+0.00019707i,-0.00044261+0.00053745i,-0.00062048-2.5795e-05i,-0.00018121-0.00015315i,0.00034849-0.00078789i,0.00013499-0.00070602i,-0.00034795+0.00025841i,0.00023679-0.00027264i,0.00061617-0.00099026i,0.00044795-0.00060377i,0.00061589+7.3439e-05i
0.0014317+0.0012455i,0.0012294-0.00017963i,-8.0135e-05-0.00096806i,-0.0014762-0.00075176i,-0.0013456-0.00039065i,-0.0011049-0.00081754i,-0.0014094-0.0013624i,-0.0010246-0.00091778i,-0.00019759-0.0004781i,-0.00046272-0.0002831i,-0.00064558+0.00034853i,-0.0004487+0.00020054i,-0.00075003-0.00024446i,-0.0013949-0.001082i,-0.00096944-0.0013707i,-0.00046855-0.00042979i,-0.00026422-0.00036794i,-0.00041883-0.00018418i,-0.00054434+0.00065617i,0.00014447+0.0002883i,0.00063861+0.00044698i,0.00053729+0.00056068i,0.00061938-0.00022377i
0.0019444-0.00048279i,0.0021389-0.0012612i,0.0010066-0.0018455i,-0.00081394-0.0015243i,-0.0020545-0.0010502i,-0.0019749-0.0012505i,-0.001516-0.0015283i,-0.0014178-0.001617i,-0.0017797-0.00096294i,-0.0016269-0.00082718i,-0.00077505-0.00081453i,-0.00028963-0.00082263i,-0.00035867-0.00048512i,-0.00011839-0.00027459i,0.0001995-0.00049238i,1.5649e-05+8.4555e-05i,-0.00010147+0.00022904i,0.00040173+9.4591e-05i,0.0015703+0.00057735i,0.0015891+8.5843e-05i,0.0010304-0.00090371i,0.00077925-0.0011063i,0.00098948-0.0006955i
0.0024106-0.002519i,0.0027065-0.0021568i,0.00067715-0.0023017i,-0.00057249-0.0009362i,-0.0011419-6.7294e-05i,-0.0011004-0.00040355i,-0.000499-0.00064531i,-0.00078694-0.00042436i,-0.0012936-0.00046711i,-0.0015126-0.00018253i,-0.0012919-0.00036272i,-0.00086927-0.0005883i,-0.00052419-0.00051224i,-0.00021635-0.0006999i,-0.00043396-0.00091295i,-0.00091847-0.00098974i,-0.00070429-0.00095483i,0.00024899-0.00050892i,0.0008671-0.00078823i,0.000751-0.0012976i,0.00022206-0.0010154i,5.3262e-05-0.0012486i,0.00044932-0.001725i
0.0001503+0.0015626i,-0.00017141+0.00080901i,-0.00086513-0.0002227i,-0.0016498-0.00030205i,-0.0021322+0.00052659i,-0.0019572+0.00050101i,-0.0014907-0.00017447i,-0.00059057-0.0011865i,-0.00027145-0.0012451i,-0.00056104-0.00074263i,-0.0002228-0.00044047i,0.00032519+0.00011857i,0.00021625+0.00050024i,-0.00031013-0.00093387i,-0.00064238-0.0015146i,-0.00074392-0.0012196i,-0.00055344-0.00088188i,-0.00034516+1.3698e-05i,0.00015769+0.0010522i,0.00010403+0.00082916i,1.4769e-05+5.2995e-05i,0.00035441+0.00043572i,0.00025023-4.254e-06i
0.0012177-2.2859e-05i,0.0012162-0.00060897i,0.00042874-0.0008875i,4.6788e-05-0.00084307i,-0.0001043-0.0007027i,-0.00067753-0.00081602i,-0.0013243-0.001039i,-0.00094123-0.00075647i,-0.00023521-0.00049592i,0.00022842-0.00013939i,-0.00011608+0.00044516i,-0.0012156+0.00088725i,-0.0006283+0.00083075i,0.00011753+0.0005875i,0.00011814+0.00023904i,4.4612e-05+2.8006e-05i,-6.0343e-05-0.00033154i,0.00051057-0.00062482i,0.00071207-0.00021019i,0.00036279+2.9519e-05i,8.3007e-06+0.00020866i,-0.00041388+1.8876e-05i,-0.00043943-2.6696e-05i
0.0015065-0.00094534i,0.0014093-0.00072506i,-0.00029597-0.0012886i,-0.0012325-0.0015946i,-0.00067939-0.0014982i,-0.00031829-0.0014333i,-2.4904e-05-0.0014428i,0.0010717-0.0022736i,0.0011771-0.0017718i,0.00010528-0.00085674i,-0.0006582-0.00045318i,-0.00031449+0.00050433i,0.00035033-0.00018261i,0.00051082-0.0008799i,5.9678e-05+0.00014034i,-0.00011423+0.00029434i,0.00052569-0.000408i,1.6731e-05-8.4403e-05i,-0.00070022+0.0003753i,-0.00044179+0.00026228i,2.6533e-05+0.00042734i,-0.00020101+0.00057557i,0.00032621+0.00079669i
0.0022686-0.00060242i,0.0027169-0.00094333i,0.00061165-0.0012299i,-0.00094078-0.00096157i,-0.0014254-0.00067697i,-0.0016432-0.00067037i,-0.0011616-0.00092009i,-0.00057686-0.001151i,-0.0005949-0.00088339i,-0.00068756-0.00052189i,-0.00014811-0.00097129i,0.00048477-0.0011049i,0.00018332-0.00046905i,-1.6257e-05-1.1171e-05i,-0.00028229-0.00011996i,0.00032376-0.0004187i,0.00041507-0.0010686i,-0.00022123-0.0012244i,0.00011811+0.00021463i,-8.7489e-05+0.001164i,-0.00013228+0.00067185i,-5.8388e-05+5.8802e-05i,-0.00034865+0.00018463i
0.0012041+0.00024206i,0.0024299-0.00060543i,0.00076551-0.00035992i,-0.0016474+0.00039794i,-0.0016815-6.9236e-05i,-0.00026134-0.0011321i,-1.8779e-05-0.0017393i,-0.00045811-0.0012908i,-0.00074371-0.0012688i,-0.00099896-0.00059788i,-0.00022211+0.00036541i,-0.00013046+7.9427e-05i,-0.00051601+0.0002255i,-0.00022585+0.00060323i,-0.00056106+0.00041566i,-0.00058878-0.00028308i,-0.00075596-0.00032975i,-0.00096736+0.00019252i,-0.00062994+0.00039651i,-4.5526e-05+0.00011494i,0.00068428-0.00058782i,0.0011155-0.0006699i,0.0011976-0.00055886i
0.0010473+0.0008856i,-4.4027e-05-0.00055969i,-0.0015272-0.0019367i,-0.0013628-0.0015291i,-0.00075182-0.0010146i,-0.0014678-0.0014218i,-0.0015555-0.00090167i,-0.00092124-0.00051719i,-0.00071427-8.4262e-05i,-2.4613e-05+0.00015569i,0.00063611+0.00022134i,0.00059089-8.1387e-05i,-0.00045184-0.00046141i,-0.00097801-0.00027821i,-0.00033921+2.27e-05i,-0.00018851-6.4084e-05i,-0.00047481+0.00018521i,-0.00027538+0.00058042i,0.00036252-0.00014233i,0.00085899-0.00041337i,0.00048516-0.00015727i,-4.8796e-06-0.00038601i,0.00026592-0.0007158i
0.0020851-0.00045433i,0.0020807+0.00023973i,0.0019525+4.6092e-06i,0.0010413+0.00018703i,-0.00033113+5.6531e-05i,-0.00069022-1.9257e-05i,-0.00023214+0.00013854i,0.00040624-0.00040897i,0.00027071-0.00093441i,-0.00022639-0.0012315i,-0.00028146-0.00089333i,0.0001442+3.3887e-05i,0.00053971+0.00029701i,0.00053285-5.554e-05i,-0.00042458-0.0001826i,-0.00097718-0.00070887i,-0.00023585-0.00043795i,-7.1091e-05-0.0001747i,-7.9534e-05-0.00077534i,0.00047242-0.00080298i,0.00039952+0.00042513i,-0.00027075+0.00063464i,-1.0475e-05-0.00045806i
