0.0020595-0.0010935i,0.0013602-0.0013615i,0.00034072-0.0032038i,-0.00080662-0.0037606i,-0.0017493-0.0025007i,-0.0023792+0.00022086i,-0.0011607+0.0016137i,0.00048917+0.002257i,0.0012167+0.0019907i,0.0016431+0.00065014i,0.0013175-0.00035366i,-2.8403e-05-0.00040316i,-0.00042993-5.6776e-06i,-0.00018862+0.00070897i,0.00016853+0.00086948i,0.00041536+0.00054441i,0.00040991-0.00013525i,0.00030289-0.00080733i,0.00063471-0.0004309i,0.00049165+0.0001228i,-0.00017098+0.00050194i,-0.00044804+0.00047427i,-0.0010021-2.565e-05i
-0.0019147+0.00051685i,-0.002449+0.00056581i,-0.0016865+0.00040146i,-0.0012525-0.00022644i,-0.00072858-0.00089266i,-0.00024946-0.0011975i,3.5783e-06-0.0009558i,0.00042122-0.00018278i,0.00027608+0.00066684i,-0.00010897+0.00091901i,9.8484e-05+0.00040826i,0.00053283-4.2775e-06i,0.00088961-0.00056447i,0.00082216-0.000948i,0.000173-0.00064179i,-0.00020295-0.00042547i,-7.6066e-05-0.00057986i,0.00014772-0.0003386i,0.00042563-0.00017675i,0.00066132-2.3884e-06i,0.00044809+6.9519e-05i,0.00014354-6.8855e-05i,0.00012002+0.00032616i
0.00026376-0.0012954i,0.00070285-0.00051261i,0.0012236-0.00098986i,0.00099933-0.0018533i,-0.00018242-0.0010595i,-0.0011103+0.0010712i,-0.001036+0.0021426i,-0.00043676+0.0010946i,0.00042134+0.00042183i,0.00045785+0.00063258i,-0.00016549+0.00052404i,6.3047e-05+0.00048333i,0.00014163-9.5981e-05i,0.00029554-0.00065423i,0.0005335-0.00023579i,2.9609e-05+0.00010188i,-0.00063355-0.00048222i,-0.00042201-0.00057916i,0.00033064-0.00074298i,8.4055e-05-0.0012244i,-9.4481e-05-0.00071824i,7.6437e-05-0.00043532i,3.3878e-05-0.00022862i
-0.0001596+0.0008116i,-0.00090289-0.00015452i,-0.00084937-0.00084085i,-0.00025628-0.00060504i,6.6082e-05-0.00045969i,0.00022991+0.00018868i,0.0003261+0.00016414i,0.0005712-0.00020783i,0.00010709-0.00044339i,-9.9443e-05-0.00020421i,0.00058062+0.00026899i,0.00047548+4.6253e-05i,-2.4194e-05-0.00029096i,-0.0002946-0.00073805i,-0.00076621-0.00067295i,-0.00097047-0.00042788i,-0.00095788-0.00022068i,-0.00043981-2.4149e-05i,0.00013522+0.00043789i,4.2878e-05+0.00067498i,-0.00030439+0.00057164i,-0.00080202-0.00022541i,-0.00066254-0.00058116i
0.00023649-0.0026393i,-0.0011147-0.0022571i,-0.0016067-0.001497i,-0.00092383-0.0010599i,-0.00054998+1.5273e-06i,2.8829e-05+0.00089434i,0.00076975+0.00057955i,0.0009972+0.00058842i,0.00012665+0.00019883i,-0.00076667-0.00047909i,-0.00091634-0.0009618i,-0.00058119-0.00099792i,-0.00036858-6.8969e-05i,0.00022772+0.00040359i,5.3256e-05-6.4191e-05i,-0.00037142-0.00031644i,-0.00034142-0.00017616i,-7.2652e-05-0.00020578i,0.00041824-0.00016069i,0.00059876-7.0125e-05i,0.00058124+3.7459e-05i,0.00060463+0.0001194i,0.00014001-0.00018353i
-0.00046869-0.00014543i,-0.0010827-0.00045351i,-0.00046803-0.0010107i,-0.0002481-0.00105i,-0.00073503-8.9219e-05i,-0.00056993+0.00058553i,0.00026886+0.00042694i,0.00023491+5.4048e-05i,-0.00017488-0.00066797i,0.00025748-0.00060654i,1.1308e-05-5.6959e-05i,-0.00053086-0.00075022i,-0.00015655-0.00084107i,-7.7384e-05+0.00025267i,-0.00021184+0.00072146i,-1.7992e-05+0.00037651i,0.00028693+0.0005567i,0.00040672+0.00044212i,0.00020468-0.00023483i,0.00032478-0.00051639i,-5.023e-05-0.00066703i,-0.00036563-0.00082459i,0.00034956-0.00034678i
0.0024167+0.00078058i,0.0024314-0.00036591i,0.0012797-0.00039477i,0.00034442-0.00058231i,-0.00066864-0.0008368i,-0.0009033+3.0828e-05i,0.00049905+0.0005583i,0.0016896+0.00032085i,0.00094708-0.00065608i,-0.00058106-0.0016705i,-0.0013548-0.00081816i,-0.0014497+0.00051485i,-0.0012731+0.00066349i,-0.00050026+0.00093253i,0.00028173+0.00097518i,0.00029639+0.00043483i,-0.00031037-7.8166e-05i,-0.00047208-0.00017994i,0.00011995-0.0001988i,-0.0002687-0.00019065i,-0.00052784-0.00073153i,-0.00070509-0.00067831i,-0.0012188+0.00011213i
-0.0012049+0.0014879i,-0.0011768+0.002398i,4.1851e-05+0.0021497i,0.00097307+0.00098495i,0.00069687-0.00017695i,0.00032281-0.00070155i,0.00044606-0.00052463i,-0.00019529-0.00017639i,-0.00057793+6.4046e-05i,0.00050188+0.00012608i,0.00058406-0.00018834i,4.9029e-05-0.00027088i,0.00015458-0.00018696i,0.00016854+0.00034893i,0.00067956+0.0005717i,0.00087224+0.00051358i,0.00050345+0.0011693i,0.00097716+0.0011095i,0.00094442+0.00078913i,0.00055191+0.00053243i,0.0006857+0.00041997i,0.00053745+0.0001039i,-7.3878e-05-8.9537e-05i
0.0014165-0.00043201i,0.0014722-7.5054e-06i,0.0013309-0.00127i,-3.6192e-05-0.0020858i,-0.00083224-0.0012044i,-0.00040485-0.00024156i,-0.00010749-1.0905e-05i,0.00019988-0.00059266i,0.00023035-0.0012426i,0.00015679-0.00030026i,-0.00028819+0.00026203i,-0.00021624-4.449e-05i,0.00071826+0.00040785i,0.0012402+0.00065121i,0.00071105+0.00056678i,-0.00028306+0.00053961i,-0.0010554+0.0002896i,-0.0010559+0.00011318i,-0.00023162+9.8058e-05i,0.00021834+9.2703e-06i,-1.1096e-05+0.00017206i,-0.00066521+0.00064273i,-0.0006351+0.0008482i
-0.0021825-0.000561i,-0.0012783+2.9391e-05i,-0.00094094+0.00077828i,-0.00053623+0.001158i,0.00016346+0.00098512i,0.0005308+0.00087817i,0.00032078+0.00055149i,-0.00010318+0.00029677i,-1.3809e-06-0.00033272i,2.7519e-06-0.00044626i,0.00035091+0.00019637i,0.0012575-0.00013335i,0.001406-0.00051403i,0.00071228-0.00027331i,0.00054143+1.5654e-05i,0.0002542-0.00011556i,0.00029878-0.00043436i,0.00020078-7.32e-05i,9.2046e-05+0.00038657i,0.00015615+0.00046002i,0.00032522+0.00017277i,0.00060956-0.00038646i,9.9153e-05-6.8205e-05i
0.00011383-0.00061187i,-0.00075228-0.0010983i,-0.0010757-0.0003369i,-0.00069846+0.0005599i,-0.00021545-0.00015372i,-0.00041503-0.00065032i,-0.00091464-0.00039636i,-0.0010661-0.00060295i,-0.00075063-0.00039122i,-0.00019676+0.00021411i,2.681e-05+0.0005153i,0.00027285+0.00061579i,-8.745e-06+0.00069539i,-0.00039336+0.00019378i,0.00062144-0.00051253i,0.0016031-0.00061072i,0.0015921-0.00037661i,0.0013738-0.00054264i,0.00071895-0.00059741i,-1.7297e-05-1.4779e-05i,-0.00029048+0.00018627i,-0.00019225+0.00025749i,-0.00032438+0.0002308i
0.00089774+0.00084409i,0.001698-0.00019572i,0.00088207-0.0020668i,5.8786e-05-0.0019058i,-0.0010642-0.00047602i,-0.001749+0.00010514i,-0.0011484-0.00052665i,0.00038342-0.0010599i,0.0010093-0.00052464i,0.00011996-0.00030033i,-0.00026659-6.3584e-05i,-0.0001816-0.00015014i,-0.00016219-0.0002445i,-0.00037438-0.00023095i,0.00020152-0.00049613i,0.00088867-0.00023649i,0.0011799-4.2493e-05i,0.00065156-0.00042939i,-6.5766e-05-0.00067397i,-0.00064917-0.00027336i,-0.00057122+2.9099e-05i,0.00031175+0.0001486i,-4.5795e-05+0.00051583i
0.0003379+0.0012371i,-0.00033765+0.0013585i,-0.001172+0.0018809i,-0.00052115+0.00152i,-0.00028561+0.00015857i,-0.0007281-0.00052197i,-0.00014688-0.00056323i,0.00028734-0.00023742i,-0.00029658-0.00090584i,-0.00072716-0.0012861i,-0.00084147-0.00070623i,-0.0010295-0.00016193i,-0.00064019-0.00013095i,-0.000165-0.0006829i,-0.00020828-0.00027431i,-7.5095e-05+0.00014066i,0.00023137-0.00041929i,0.00050714-0.00088492i,0.00023936-0.00035021i,9.9225e-05+6.0501e-06i,0.00014756-0.00016092i,-0.00010573+0.00010278i,-0.00059157+0.00012503i
-0.00065027+0.00050657i,0.0006834+0.00076036i,0.00085199+0.0007133i,0.0013644+0.00051562i,0.0020474+0.00041115i,0.00088461+0.00027697i,-5.2002e-06+0.00052062i,1.3674e-05+0.00070931i,-0.00043329+0.00065129i,-0.00097473-4.1177e-05i,-0.00070872-0.00095831i,-0.00041096-0.0008081i,-0.00072967+0.00010498i,-0.00037314+0.00027043i,0.00010299-0.00033196i,-3.1476e-05-0.00038259i,-0.00037018+0.00015938i,-0.00049674+0.00051127i,0.0002648+0.00031842i,0.00071902+0.00010018i,0.00037791+0.00028665i,0.00035665+0.00040583i,-2.5167e-05+0.00086044i
-0.0023695-0.0020938i,-0.0017164-0.0026562i,-0.0023491-0.0016941i,-0.00097706-0.00097119i,0.001639-0.00015644i,0.0016332+0.00039856i,0.0011391+0.00019358i,0.0012468-2.5298e-05i,0.00064701-0.00033889i,0.00010221-0.00039306i,2.5556e-05-0.0001835i,4.951e-05-5.8411e-05i,-0.00029254+9.9256e-05i,-0.00046009-5.4374e-05i,0.00030568-0.0007029i,0.00079194-0.00042437i,0.00030553-0.00054325i,0.00084125-0.00012207i,0.0012096+0.00034469i,0.00077237+0.00016643i,0.00038184+0.00052408i,-0.00058716+0.00069355i,-0.00036733+0.00058838i
-0.00070739+0.0010596i,0.00026298+0.0018275i,0.0013826+0.0030642i,0.0020252+0.0030995i,0.0021359+0.0019271i,0.0012134+0.000838i,0.00021559+0.00062139i,0.00040866+0.00094681i,0.00051232+0.00051548i,0.00085431-0.00021739i,0.0006324-0.00042417i,-8.9801e-05-0.0007868i,-0.00034127-0.00074433i,-0.00069803-0.00076089i,-0.0012705-0.00053133i,-0.00075764-0.00024041i,0.00030307-0.00056532i,0.00090242-0.00013915i,0.0009693-0.00010668i,0.00091209-0.0004341i,0.00087137-0.00072451i,0.00034688-0.0011734i,-0.0001013-0.00076128i
-0.0012201-0.0002845i,-0.0017782-0.00018096i,-0.0018306-0.00012196i,-0.0019722-0.00063288i,-0.0018798-0.0010602i,-0.0013288-0.00052173i,-0.00010538+0.0001587i,0.00063167+2.1595e-06i,0.00051381+0.00018816i,0.00068923+0.00074546i,0.00014582+0.00014506i,-0.0011113-0.00038186i,-0.00083543-0.00021962i,0.00034524-0.00023934i,0.0008962-0.00057875i,0.00070888-0.0003318i,0.00043989-0.00052156i,0.00032218-0.00063769i,0.00029358-0.00019614i,0.00013351+0.00013568i,-0.00044163+0.00020947i,-0.00044477-4.0575e-05i,-8.0875e-05-7.6701e-06i
-0.0019803-0.00025816i,-0.0017425+0.00017591i,-0.00094826+0.0013887i,0.00040693+0.0016605i,0.00085923+0.00089388i,0.0010417-0.00084125i,0.0011767-0.0015784i,0.00035139-0.00073882i,3.4413e-05+0.00025289i,0.00027074+0.00042741i,-9.7692e-05+0.00025292i,-0.00069078+6.4958e-05i,-0.00029352-0.00056262i,0.00013159-0.00078178i,0.00014075-0.00089224i,-8.5349e-05-0.00095225i,-0.000289+0.00015863i,-0.00037259+0.00082671i,-0.00073694+0.00088002i,-0.00091071+0.00048051i,-0.00035985+1.7185e-06i,-0.0006099-0.00023248i,-0.00041217-7.7153e-05i
-0.0009911+0.0017009i,-0.0017984+0.0021676i,0.0010536+0.0023662i,0.0021555+0.0017213i,0.00059454+0.00099778i,7.8767e-05+0.00060079i,-7.5603e-05+0.00018437i,-6.2993e-05-0.00095241i,0.00081054-0.0011996i,0.00032815-0.00061293i,1.0232e-05-0.00032523i,-0.00022842+0.00089866i,-0.00010247+0.00098425i,0.00057161-0.00053123i,0.00014372-0.00085243i,0.00028477-0.00010013i,0.00087317+0.00039856i,0.00047307-2.1491e-05i,-0.00015677-0.00054277i,-0.00057205-0.00063605i,-0.00080036-0.00013914i,-0.0011773+0.00099607i,-0.00099141+0.001208i
-0.00032621-0.00040906i,0.00076928-0.00074954i,0.0017466-0.0017463i,0.00085908-0.0013143i,-0.0006481-0.00065938i,-0.00072705-0.00053901i,-0.00012209-0.00048964i,0.00043607-0.00012139i,0.0011546+0.00019364i,0.0012179+0.00043505i,0.00034385+0.00058288i,-0.00012314+0.00022186i,-9.4198e-06+0.00020974i,-5.513e-05-3.3232e-05i,-7.7463e-05-0.00026963i,2.9977e-05-7.2879e-05i,0.00029988-0.00040098i,0.00036736-0.00087851i,0.00045894-0.00065089i,0.00021192-0.00021093i,-0.00033986+0.00015768i,-0.00022022+0.00033804i,5.5162e-05-2.2513e-05i
0.00058999-0.00016936i,-4.8849e-05+0.00065957i,0.00027145+0.0006948i,0.00029169-0.00044535i,4.1943e-05-0.00099305i,-0.000622-0.00057934i,-0.001019-0.00025746i,-0.00038292-0.00071836i,9.1337e-05-0.0014161i,-1.3826e-05-0.0012558i,0.00033245-0.0006639i,0.00043703-1.5378e-05i,-2.5845e-05-7.7085e-05i,-0.000391-0.00032739i,-0.00028898-0.00040647i,-0.00020258-0.00030322i,-0.00032229-0.0001838i,0.00029698-0.00023i,0.00046895-0.00043232i,-5.6274e-05-0.00074868i,-6.0116e-05-0.00020152i,0.00072378+5.6679e-05i,0.00099348+2.1181e-05i
0.00061141-0.00080956i,0.0011094-0.0012296i,0.002697-0.0013782i,0.0023103-0.00033643i,0.00053313+0.00021151i,-0.00095409+0.00027878i,-0.00083815+0.00036998i,-0.00018814+0.00028397i,-3.8953e-05+0.00025206i,-0.00034485+6.8114e-05i,-0.00060554+0.00011941i,-7.7869e-05+0.00041968i,0.00011902+0.00069878i,0.00020347+0.00096367i,-0.00020803+0.0012366i,-0.00013481+0.0013444i,0.00098136+0.00030814i,0.00070539-0.00047956i,0.00035391-0.00075059i,0.00079074-0.00050978i,0.00068039-0.00022463i,0.00055138+0.00014901i,0.00091243+0.00083328i
-0.0013973+0.00083485i,-0.0017141+0.0016021i,-0.0017184+0.0023298i,-0.00036829+0.00087848i,0.00053935-0.00072003i,-7.8429e-05-0.00055701i,-0.00012266+0.00034629i,0.00048833+0.00061934i,0.00030031+0.00051475i,-3.9389e-05+0.00024388i,2.6239e-05-3.8858e-05i,0.00051294-0.00014633i,0.00042898-0.00041501i,-4.948e-05-0.00070267i,-3.6271e-05-0.00014384i,-0.00023244+0.00020749i,0.00021002-0.0001114i,0.00053017+5.2051e-05i,1.1809e-05-0.00013154i,-0.00042255-9.133e-05i,-0.00075291+0.00018389i,-0.0012054-0.00022654i,-0.00072992-1.3294e-05i
-0.00236-1.4103e-05i,-0.0015147+0.00032862i,0.00014651+0.0014744i,0.00070142+0.0019332i,0.00058593+0.0019401i,0.00091967+0.00061642i,0.0012857-0.00095519i,0.00085317-0.00091679i,0.00062211-0.00063576i,0.00065009-3.1482e-05i,-7.1742e-05+0.00022825i,-0.00035248+0.00021763i,-0.00057422+0.00050924i,-2.4125e-05+4.6469e-05i,0.00046679-3.0807e-05i,-0.00030811+0.0004497i,-0.00048684+0.00010164i,0.00019564-2.0865e-05i,-3.6663e-05+0.00011758i,-0.00035539+0.00024494i,-0.00037854+0.00036187i,-0.00014024+0.00050326i,0.00054937+0.00085313i
0.00099222-0.0017576i,-0.00071729-0.002231i,-0.0017813-0.0020436i,-0.0014181-0.0014881i,-0.00064612-0.0013458i,-0.00049743-0.00063493i,8.4394e-05+0.0002186i,-0.00017337-3.5198e-05i,-0.00073027-0.00045262i,-0.00032751-0.00024897i,-0.00022717-0.00018794i,-0.00065169-8.6524e-05i,-0.00025732-0.00018915i,0.00034671-0.0001164i,0.00010995-0.00044157i,-9.7048e-05-0.00045703i,4.4574e-05+0.00048559i,0.00014553+0.00067714i,6.8856e-05+0.00065026i,-0.00027316+0.00040116i,-0.00033714+1.138e-05i,-0.00018114+0.00022206i,0.00033637+0.00066888i
-0.00044272-0.0014059i,1.8017e-05-0.0010823i,-0.00071132+9.0998e-05i,-0.0015443+0.00088153i,-0.0015825+0.00065706i,-0.00087892+0.00057984i,-0.00022078+0.00094697i,-7.4445e-05+0.00040042i,-0.00021889-0.00058076i,-0.0001639-0.00052517i,-8.9985e-05+0.00034995i,-3.0657e-05+0.00031041i,0.00014228+8.3567e-05i,6.3962e-05-4.4313e-05i,-0.00012411+7.513e-05i,-0.0004209+0.00026062i,-0.00075961-0.00055358i,5.0455e-05-0.00075228i,0.00084029-0.00019138i,-9.3223e-05-0.00019929i,-0.00058163-0.00039246i,-0.00058662-0.00014602i,-2.3178e-05-0.0001716i
-0.0007478-0.00061267i,-0.00098981-0.0015268i,0.00097554-0.0018424i,0.00247-0.0015407i,0.0020079-0.0010152i,0.0004128-0.00016377i,0.00020244+0.00035929i,0.00071578+0.0001655i,0.00044093-1.4038e-05i,-0.00017737+0.0001083i,-0.00025783+0.00053426i,-0.00049458+0.00045465i,-0.00065653-0.00043147i,-0.0001088-0.00099272i,-0.00020988-0.00040562i,-0.00035214+0.00015804i,6.1715e-05+0.00078497i,-0.00020136+0.00067642i,0.00019643+0.00019388i,0.00075164+4.2935e-05i,0.00046192+2.8966e-05i,-0.00019549+6.2921e-05i,-0.00068575+0.00046056i
0.00041358+0.00062225i,5.7064e-05+0.00025408i,0.0014768-0.00089214i,0.0016686-0.0020359i,0.00021939-0.0019208i,-0.00080446-0.00065765i,-0.00029629+0.00074487i,0.00018456+0.00067307i,0.00051278-0.00013668i,0.0005782-0.00093569i,0.000232-0.001194i,0.00010872-0.00042469i,-0.00047556-7.9339e-05i,-0.0013592-0.00018759i,-0.0010259-0.00022647i,-0.00026773-0.00036069i,-0.00031599-4.1008e-06i,-0.00029222+0.00028897i,-0.00024798-0.00073879i,0.00014462-0.0006526i,0.00040043+0.00064109i,-0.00015181+0.00044877i,-0.00052434-0.00083349i
0.00012929-1.9782e-05i,-0.00054912-0.00097644i,-0.00049977-0.0012469i,-0.0012781-0.00077094i,-0.0010759+9.3867e-05i,0.00012793+0.00027608i,0.00010919+2.9251e-05i,0.00019452+0.00066005i,0.00029027+0.00078844i,-0.00029578+0.00041325i,-0.00064355+0.00021383i,-0.00036658+0.00057244i,0.00019871+0.0011364i,0.00028093+0.0003525i,-3.2219e-05-0.00042854i,-0.00024877-0.00060028i,-0.00039405-0.00013414i,-0.00018917-2.7947e-05i,-0.00012113-0.00095063i,-0.00039923-0.00091939i,-0.0010462-7.8262e-05i,-0.0011088+0.00038576i,-0.00079077+0.00028326i
0.0020789+0.00082438i,0.0014169+0.0014777i,0.0015518-0.00060502i,0.0018561-0.0017127i,0.00060516-0.0012014i,-0.00021212-0.0002899i,0.00037024+0.00075448i,0.00085887+0.00034097i,0.00042249-4.4823e-05i,-0.00092846+0.00063187i,-0.00086261+0.00043758i,0.00026863-0.00028174i,0.00014583+0.00020617i,-5.7812e-05+0.00030056i,-0.00016434-0.00016699i,-0.00022185+0.00023573i,0.00022271+0.00038226i,0.000982-0.00050275i,0.001073-0.0008673i,0.00055613-0.00030455i,-5.7289e-05-0.00013621i,-0.00030439-0.00015146i,-0.00062403+0.00060419i
-0.0017311-0.0013273i,-0.0016298-0.00021921i,-0.0019031+0.0011061i,-0.0024264+0.00069881i,-0.0017199+0.00013717i,-0.00085266+0.00068618i,-0.00075554+0.00094231i,-0.00062747+0.00084527i,-0.00041739+0.0010391i,-0.00033899+0.00058218i,0.00015912+0.00033501i,0.0008477+0.00014912i,0.00083334-9.4591e-05i,0.00024393+1.9771e-05i,-0.00021285+0.00059236i,-0.00048896+0.00070402i,-0.00022047-1.3538e-05i,0.00042951+0.00017155i,0.00043173+0.0006467i,-0.00011219-0.00019774i,-7.9941e-05-0.00027874i,-0.00060176+0.0003077i,-0.00043791+0.00024553i
0.0010417+6.663e-05i,0.0020165+0.00053623i,0.0027472-0.0010667i,0.001453-0.0022659i,-0.00034806-0.0018427i,-0.00089765-0.00040665i,-0.00012027-7.9779e-05i,0.00085935-0.00038463i,0.00062369-0.00043762i,0.0001999-0.0010461i,0.00029455-0.0011448i,7.4524e-05-0.00054428i,-0.00035713-0.00029193i,-0.00070663+3.1624e-05i,-0.00043224+0.00027418i,-0.00026927+0.00024227i,0.00010453-0.0001681i,0.00053221-0.00038821i,0.00081561-0.00038789i,0.00043759-0.00055885i,-4.8498e-05-7.5514e-05i,-0.00010051-2.7685e-05i,0.00050372-0.00058271i
-0.0011667-0.0021278i,-0.00064576-0.002411i,0.0010149-0.0019224i,0.00051514-0.0018462i,-0.00068042-0.0017016i,-0.00061812-0.0012604i,-0.00035775-0.00068371i,0.00050925-0.00023109i,0.0011872+0.00020069i,0.0011056+0.00014498i,0.00034158-0.00017094i,-0.00019564+3.3524e-05i,0.00014383+0.0007725i,0.00027104+0.0014306i,-0.000269+0.0012037i,-0.00094747+0.00082576i,-0.0010418-2.0123e-05i,-0.00082648-0.00059195i,-0.0003952-0.00089501i,-0.0002793-0.00058653i,2.8725e-05+0.00033668i,0.00041632+0.00070924i,-0.00017693+0.00015073i
-0.0022581-0.001064i,-0.0024446-0.00097512i,-0.0018482-0.00076147i,-0.0011015+0.00037413i,-0.00030367+0.0013077i,-0.00030982+0.00092539i,0.00035045-0.00028575i,0.00031962-0.00069439i,-0.00094253-0.00055043i,-0.00075513-0.00030403i,-0.00064978-0.00026463i,-0.00035608-0.00055241i,-0.00023384-0.0002564i,-1.8386e-05+0.00030773i,-0.00016464+8.5905e-05i,-0.00089953-0.00071399i,-0.00075165-0.0010529i,-0.00071209-0.00043871i,-0.00055098+0.00020839i,-6.5807e-05-0.00021175i,0.00047954-0.00020852i,0.00017673+0.00022284i,-0.00050068+0.00013734i
0.00060293-0.0011714i,0.00054664-0.0011597i,3.2676e-05-0.0010907i,0.00047159-5.4127e-05i,0.00062211+0.00043228i,0.00064087+0.00070228i,0.00045294+0.00022764i,0.00056353-0.00034921i,0.0011736-0.00026417i,0.00085045-0.00059616i,0.00044764-0.0010935i,0.00044602-0.00070517i,0.00026246+6.1689e-05i,7.2824e-05-4.7489e-05i,-0.00019052-0.00031323i,-0.00020243-0.00040776i,-3.5476e-05-1.3339e-05i,-0.0001751+0.00050247i,-0.00078322+0.00065984i,-0.00092788+0.000933i,-0.00089785+0.0012944i,-0.00087931+0.00064084i,-0.00018336+0.00012473i
-0.00057988-0.0039064i,-0.0016256-0.0036087i,-0.0027668-0.0031676i,-0.0040797-0.0017543i,-0.0037517-3.3331e-05i,-0.0015203+0.00064747i,0.00054759+0.00046754i,0.00087549-0.00059831i,-0.00030092-0.00056907i,-0.0013934+0.00026591i,-0.0013985-3.7982e-05i,-0.0007285-0.00020189i,-0.00040306+0.00017949i,-0.00038143+0.00023825i,-0.0003486+1.5301e-06i,-0.00026786-9.7579e-05i,-0.00020286+0.00011449i,-0.00029121-0.00016519i,-0.00050658-0.0010722i,9.1639e-05-0.00087198i,0.00068996+0.00011892i,0.00063657+0.00013814i,0.00021197-0.00048251i
-0.0011028+0.00059142i,-0.0010265+0.00046863i,8.0958e-05+0.00024057i,0.00026059+0.00033133i,-5.176e-05+0.00024864i,-0.00012978+0.00086193i,0.00033389-0.0001116i,0.00050571-0.00089343i,0.00028795-0.00045119i,-5.3729e-05-0.00016372i,-0.00029235-0.00060944i,-2.6133e-05-0.00098196i,6.8536e-05-0.00035366i,-0.00063191+0.00024894i,-0.0015279+0.00069738i,-0.0011004+1.9973e-05i,-0.00016356-0.00033781i,0.0002379+0.00016087i,0.00036776+0.00014747i,0.00037566+0.00020761i,2.4874e-05+0.00026469i,-0.00084108-0.00024001i,-0.00063845-0.00046564i
-0.00012628+0.001324i,0.00063354+0.00059875i,0.00078333-0.00082829i,0.00038432-0.0010016i,0.00040841+0.0001499i,0.00013464+0.00036855i,-0.00038936+0.00070534i,-0.00045581+0.00093072i,3.2751e-05+0.00030782i,0.0004527+0.00013563i,-8.5752e-05+0.00025508i,-0.00015733+0.00032888i,-0.00039931+0.0006893i,-0.0007197+0.00051739i,-8.4739e-05+0.00057675i,0.00017314+0.00090896i,0.00072221+0.00047374i,0.00082512+9.8655e-05i,-0.00032563+1.7099e-05i,-0.00073561+3.587e-05i,-0.00020023+0.0001882i,-0.00026694+0.00029936i,-0.00044514+0.00011934i
-0.0019477-0.00050752i,-0.0018841-0.00012994i,-0.0019248+0.001857i,-0.0011223+0.0033178i,-7.1817e-05+0.0025422i,-0.00025108+0.00069763i,-2.2026e-05+1.1492e-05i,0.00087335+0.00012827i,0.00086607+0.0001431i,0.00076083+0.00020797i,0.00065094-4.8001e-06i,0.00084675+0.00012494i,0.0011291-0.00017329i,0.00051432-0.00054401i,0.00037896-0.00034677i,3.0737e-05+0.00052638i,-0.00039397+0.00054751i,-0.00064699-0.00036536i,-0.00045638-0.00022652i,0.00016968+0.00012634i,-6.3042e-05-0.00013794i,-0.0013589+2.1247e-06i,-0.0016462-5.5534e-05i
-0.00093094+0.00010071i,-0.00041834+0.00056528i,0.00096091+0.00084624i,0.00072998-0.0001323i,-0.00057066-0.000311i,-0.00099081-0.0003313i,0.000335-0.00039569i,0.00094675+0.00035305i,-0.00026275+0.00072635i,0.00011827+0.00010417i,0.00089709-0.00061271i,0.00011708-0.0010049i,-0.00071716-0.00051335i,-0.00040228+0.00034612i,-0.00024194+0.00021802i,8.6902e-06+2.605e-05i,0.00056849+0.00033765i,0.0011174+3.7078e-05i,0.0012843-0.00044327i,0.0005438+0.00059607i,-0.00022428+0.00053864i,0.00026161-0.0006079i,0.00076799-0.00095716i
-0.0012406+0.0006114i,-0.0018309+0.0002924i,-0.0017154+0.00024325i,-0.0010998+0.00036867i,-0.00021608+0.00032028i,-3.7193e-05+0.0004064i,0.0005151+0.00048789i,0.000836+1.487e-05i,3.4352e-05-0.00066622i,-1.4004e-05-0.00032882i,0.0006189+0.00023789i,0.00047228+0.00024865i,0.00022231-0.00014336i,0.00068892-0.00034327i,0.00078873-4.9886e-05i,0.00033625-0.00031361i,-9.109e-05-0.00047837i,0.0001022-2.2687e-05i,0.00034759+0.00051751i,0.00084658+0.0010215i,0.0010996+0.0011173i,0.00075015+0.00078054i,-0.00014571+0.00017258i
-0.0019928-0.001174i,-0.0012064-0.0013012i,0.00011728+5.7896e-05i,0.0010751+0.00087998i,0.00089569+0.00054795i,0.00057561+0.00086324i,0.0010094+0.00046097i,0.0012842-0.00042732i,0.0012507-0.00078i,0.0012639-0.00020594i,0.00021676-8.8085e-05i,-0.00059807-0.00056269i,-2.3539e-05-0.00090009i,-0.00018677-0.0013756i,-0.00061621-0.0012769i,-1.0799e-05-0.00011319i,0.00035517-0.0002608i,-0.00034538-7.3202e-05i,-0.00076773+0.00045388i,5.8585e-06-0.0004138i,0.00042711-0.00079038i,0.00017122-0.00028185i,-0.00052756+0.00055017i
-0.00070895-0.00010929i,0.00017193-0.00096834i,-0.00040407-0.00077405i,-0.00052602-0.00014617i,0.00018653-0.00047837i,-3.3106e-05-0.00088439i,-0.00038133-0.0012464i,-0.00031047-0.0010559i,0.00032807-0.00094781i,2.4236e-05-0.00097847i,-0.00092117-0.0015041i,-0.00029934-0.0011839i,0.00067553-0.00012281i,0.00068759+3.3695e-05i,0.00090036-0.00047669i,0.0010171+0.00023061i,0.0013799+0.0011911i,0.00079462+0.0017768i,8.8622e-05+0.0015699i,0.00011287+0.00028063i,-0.00010212-0.00041077i,-0.0003307+1.4226e-05i,-0.00063551+0.00094956i
