0.0020595-0.0010935i,0.0013602-0.0013615i,0.00034072-0.0032038i,-0.00080662-0.0037606i,-0.0017493-0.0025007i,-0.0023792+0.00022086i,-0.0011607+0.0016137i,0.00048917+0.002257i,0.0012167+0.0019907i,0.0016431+0.00065014i,0.0013175-0.00035366i,-2.8403e-05-0.00040316i,-0.00042993-5.6776e-06i,-0.00018862+0.00070897i,0.00016853+0.00086948i,0.00041536+0.00054441i,0.00040991-0.00013525i,0.00030289-0.00080733i,0.00063471-0.0004309i,0.00049165+0.0001228i,-0.00017098+0.00050194i,-0.00044804+0.00047427i,-0.0010021-2.565e-05i
4.7536e-05-0.00066903i,9.13e-05-0.00029599i,-0.00063727-0.00081353i,-0.00074958-0.00050691i,-0.0010417+3.2194e-05i,-0.00093629+0.00029916i,-0.00069851+0.00035066i,0.00021652+0.0002856i,0.00097277-0.00033135i,0.00037088-0.00064139i,-0.00034134-0.00071109i,-0.00029272-0.0010199i,-0.00043702-0.00023457i,-0.0002474+0.00031664i,0.00015985+3.4368e-05i,0.00022803-5.1128e-05i,0.00048512-9.7078e-05i,0.0006925-7.105e-05i,0.00031361-0.00024119i,0.0004089-0.00078138i,0.00062325-0.0010605i,9.5755e-05-0.00089758i,0.00016096-0.00066741i
-0.0035712+0.00038328i,-0.0024403+0.0010084i,-0.00093339+0.00097235i,0.00012473+0.00069742i,0.0007439+0.0007586i,0.00060035+0.00065863i,0.00038978-8.4175e-05i,0.00040182-0.00037858i,0.00026814+0.00030627i,0.00012576+0.00039027i,1.5782e-05+0.0002977i,0.00084692+7.4796e-05i,0.0012934-0.00057084i,0.00034018-0.0010936i,0.00010984-0.00041084i,0.00059785+0.00035572i,2.2617e-05+0.00025679i,-0.00091535+4.4356e-06i,-0.00010409-6.1937e-05i,0.0009183-5.662e-05i,0.00083079-0.00026291i,0.00025633-0.0001864i,4.3849e-05+0.00047715i
0.001173+0.0024245i,0.00095309+0.0013112i,0.0013704-0.0014428i,0.00022791-0.00298i,-0.001204-0.0024401i,-0.0016782-0.001043i,-0.0015644+0.00022929i,-0.00014498+0.00034508i,0.00072751+0.00011279i,0.00053296+0.0001559i,0.00043584+0.00017571i,0.00011354-1.4494e-05i,0.00039551-0.00062105i,0.00097243-0.00019019i,-0.00056994+0.0004959i,-0.0015336+0.00047052i,-0.00012606+0.00047652i,0.00048511-0.00025544i,0.0004337-0.00042259i,-0.00011279-0.00060376i,-0.00035119-0.00040598i,0.00031078+0.00043403i,0.00060538+0.00055895i
0.00011966+0.0020155i,0.00076694+0.0023211i,0.0015362+0.0031742i,0.001731+0.0017553i,0.00081737+4.7202e-05i,-0.00056074+5.423e-05i,-2.9753e-05+0.00042417i,0.00030767-0.00024467i,1.0073e-05-0.00090841i,0.00046041-0.00058461i,0.00038701-0.00029028i,-0.00019291-0.00026947i,-0.0001986+0.00014587i,-0.00017227+0.00080763i,-0.00037084+0.00073712i,0.000212+0.00025308i,0.00054645+0.00019501i,-1.876e-05+0.00020714i,-0.00061836-5.0705e-05i,-0.0006754-0.00045983i,-0.0006752-0.0011166i,-0.000141-0.0004035i,0.00069524+0.00030184i
-0.00060997+0.00092545i,-0.0016759+0.00055323i,-0.0015367+0.0003874i,-0.0001626-0.0013018i,0.00070414-0.0017008i,0.00044264-0.001909i,-0.00046178-0.0014494i,3.6481e-05-0.00027581i,0.00074609+0.00031442i,0.00047894+0.00012762i,0.00041349-0.00097018i,9.8244e-06-0.0015128i,-0.00075513-0.0012332i,-0.00048652-0.00023736i,0.00041759+0.00065376i,-6.3066e-05+0.00085156i,-0.000275+0.00042037i,0.00054466-0.00016899i,0.00038759-9.1283e-05i,-2.6647e-05-0.00035009i,-0.00020509-0.00039651i,-0.00050798+0.00017067i,-0.00027596-4.3922e-05i
-0.0010326+0.00022253i,-0.00058942+0.0016666i,0.00063985+0.0021789i,0.001086+0.00093854i,0.0002622+0.00074443i,-2.7574e-05+0.0013377i,0.00045324+0.0005845i,0.00063999-0.00025587i,0.00018221-0.00012883i,9.4906e-05-0.00042733i,-0.00018519-0.00057689i,-0.00012637-0.00036388i,0.0011523-0.00048213i,0.0010668-0.00081315i,2.0926e-06-0.00050732i,-0.00015949-0.00010925i,-9.3361e-05+0.00011073i,0.00018816+0.00029821i,0.00080763+0.00012258i,0.00085866-0.00031932i,0.00096665-0.00028383i,0.00062925+8.7026e-05i,-0.0007479+0.00016259i
-0.0011811+0.0011348i,-0.00071448+0.0010538i,-0.00070477+0.00040521i,-0.00036735+0.00074151i,0.00042649+0.0019301i,-0.00012636+0.0018853i,5.9564e-06+0.0010009i,0.0009031-4.4391e-05i,0.0010725-0.00015359i,0.0005059-0.00023534i,0.00020132+0.00021613i,-0.00020675+0.00072905i,-0.00060865+6.4896e-05i,-0.00095609-0.00022672i,-0.00053458-0.0002336i,0.00029187+0.00022034i,0.00011015+0.00040118i,0.00068244-0.00012659i,0.00086329+0.00022713i,3.9555e-05+0.00074914i,0.00034283+0.00051958i,0.00077311+0.000221i,0.00077123+0.00053648i
-0.00075484+0.00078261i,0.0004446+0.0008712i,0.00031741+0.00055774i,-0.00032377-0.00023337i,-0.00072229-0.00060241i,-0.00039083-0.00053671i,0.00053337-0.00027607i,0.0010028-0.00013771i,0.00046938-0.00016163i,-5.295e-06-0.00034945i,-0.00057272-0.00067707i,-0.00071296-0.0013928i,-6.7544e-05-0.0014663i,0.00043507-0.00049697i,0.00080019+0.00074214i,0.00075815+0.00092743i,-8.6305e-05+0.00025399i,-0.00049453-0.00046713i,-0.00027006-0.00055521i,-0.00067856+0.00036128i,-0.00096388+0.00063436i,-0.00048329+0.00075984i,-0.00018969+0.00068736i
0.00025057-0.0010513i,0.0010331-0.0018388i,0.0011881-0.0026535i,0.00018802-0.002616i,9.0286e-06-0.0015806i,-0.00051467-0.00012845i,-0.00051521+0.00056132i,-0.0001985+0.00027494i,-0.00016963-4.6533e-05i,0.00031985-0.00049483i,0.00019604-0.00062669i,-0.00028235+8.685e-05i,-3.9075e-05+0.00065521i,-3.6531e-05+0.00080519i,0.00015664+0.00045349i,0.0005096+3.2909e-05i,0.00036266-0.00025543i,0.00020784+0.00025505i,-0.00044225+0.00055029i,-0.00079275+0.00045686i,-0.00033555+0.00099737i,0.00047245+0.0008804i,0.00042832+0.00061979i
0.00039424-0.00053191i,-0.00031209+0.00064158i,-5.3674e-05+0.0020295i,0.00043612+0.0023604i,0.00033774+0.0013258i,-0.00068143+0.0010463i,-0.0008794+0.0012024i,-0.00010005+0.00067407i,0.00061211+1.5837e-05i,0.00011533-0.00017121i,-0.0009395-0.00045444i,-0.00032688-0.00053626i,0.00017602+7.2806e-05i,-0.00025326+0.00093771i,-0.0005363+0.00060896i,-0.00058902+6.7979e-05i,0.00015533-5.6592e-05i,0.0014266+0.00010239i,0.001469+4.6621e-05i,0.0004374-0.00070103i,-8.731e-05-0.00082448i,0.00031418+8.4549e-05i,0.0004147+0.00071673i
-0.00022505-0.0010854i,0.00020445+0.00027835i,1.2385e-05+0.0007757i,9.6888e-05-0.00053758i,-0.00021983-0.00024144i,-6.4264e-05-0.00022632i,-0.00021131-0.00053888i,-0.00027046-0.00094372i,-0.00043456-0.0012004i,-0.00048361-0.00071821i,-0.0002968-0.00011772i,-0.00015761+0.00029248i,0.00013947+0.00034815i,7.7384e-05-0.00020876i,7.6273e-05-0.0003442i,6.826e-07-0.00020395i,-7.3567e-05-0.00014531i,-0.00065957-0.00015379i,-0.00064123+0.00044844i,-0.00024141+0.00012767i,-0.00010311-0.00079328i,8.7205e-05-0.00044095i,-0.00049006+0.00025462i
0.0011786+0.0015505i,0.0017481+0.00069565i,0.0032969-0.0018717i,0.0033465-0.0029942i,0.0023135-0.0023938i,0.00090894-0.0012389i,0.00044853+0.00022208i,0.0013039+0.00012089i,0.00108-0.00066251i,0.00071506-0.00080423i,0.00039214-0.00039789i,-0.0006458+0.00024607i,-0.0011138+0.00057831i,-0.00040066-0.00019901i,8.2764e-05-0.00045406i,0.00032785+0.0002563i,0.00040823+0.00054282i,4.6974e-05+0.00021085i,-6.1955e-05+0.0002701i,0.00068024+0.00030105i,0.00087945-0.0003177i,0.0001731-0.00053742i,-0.00010053-0.00038277i
0.0013539+0.00093969i,0.0010305+0.0018267i,0.0013545+0.0013406i,0.00084677+0.00027214i,0.00017518-0.00082233i,-3.5956e-06-0.00025962i,0.00032326+0.00036221i,0.00029799+4.4138e-05i,-0.00083582-0.00031747i,-0.0010647-0.0015344i,-0.0003249-0.0011437i,-0.00033193+0.00061143i,-0.00056391+0.00069465i,-0.0005116+0.00048334i,-4.211e-05+0.00046932i,0.00022954-0.00036287i,3.4331e-06-0.0009186i,-4.8805e-05-0.00085144i,-7.4206e-06-0.0012102i,0.00024348-0.0011995i,0.00026793-0.00052669i,0.00010001-0.00033728i,0.00034162+9.6973e-05i
0.0010648-0.00081887i,0.0019219-0.0010696i,0.0017183-0.0029832i,0.00098596-0.0040326i,0.0002751-0.0027729i,0.00049132-0.0007393i,0.00037071+0.00068817i,-0.00049352+0.0008649i,-0.00062647+0.00049499i,-0.0005312+0.00027024i,-0.00087192-0.00079285i,-0.00053538-0.0011209i,3.5581e-05-9.4526e-05i,0.00034477+0.00057184i,-2.51e-05+5.0905e-05i,-0.00051033-0.00051751i,-8.2505e-06-0.0010596i,0.000159-0.00039954i,-0.00036834+0.00032172i,-0.0002129+0.00010088i,-0.0001156-0.0005122i,-0.00047849-0.00055652i,3.9609e-05+0.00054609i
-0.0016893-0.00020485i,-0.00086252-0.00022114i,-0.00030522-0.00028954i,-0.00027602-3.2335e-05i,-0.00035123+0.00061179i,-0.00052814+0.00022033i,0.0003893-0.00068063i,0.00078352-0.0011486i,0.00033328-0.00092849i,-2.441e-05-4.0558e-05i,-0.00062751-0.00026389i,-0.00041942-0.0010371i,-0.00059976-0.00098208i,-0.00069226-0.0010547i,-3.0357e-05-0.00093932i,0.0003911+0.00016781i,0.00080329+0.00075475i,0.00041565+0.00060582i,-0.00037535+0.00015865i,-0.00072982-0.00038962i,-9.3174e-05-0.00036i,-0.00011573-0.00011895i,-0.00065297-0.00052713i
0.00025719+0.00017317i,-1.128e-05+0.00010028i,0.00052291+0.00013647i,-5.854e-05+0.00077112i,-0.00066402+0.00092701i,-4.5391e-05+0.00055461i,0.00036897+0.00051513i,4.1634e-05-7.3791e-05i,0.00021656-0.00023736i,0.0010812+0.00038429i,0.00097974+0.00040743i,-4.2257e-05+0.00032523i,-0.00069922+0.00059859i,-0.00017654+0.00025698i,0.00040043-0.00023049i,0.00052632-0.00049904i,0.00057213-0.00050322i,0.00038821-0.00059921i,0.0002701-0.00014341i,-0.00057644+0.0009032i,-0.00079184+0.0007255i,0.00041858-0.00051503i,0.0014236-0.00045546i
-0.00046523-0.0011665i,-0.0014358-0.0019197i,-0.0019106-0.002311i,-0.001314-0.0015904i,-0.00073944-8.1199e-05i,7.1124e-06+0.0012674i,0.00056452+0.001648i,0.00059607+0.0011341i,0.0006441+0.00034508i,0.00014698-0.00043937i,-0.00024225-0.00037818i,-0.00018955-9.6246e-05i,0.00029853-0.00093807i,0.00094435-0.00062041i,0.00030654+0.0005991i,-0.00036811+0.0010814i,-0.00018793+0.00055677i,0.00053998-0.00018352i,0.00026238+3.4394e-05i,-0.00057701-6.5723e-05i,-0.00083503-0.00035137i,-0.00036626-0.00016176i,-0.00013742+3.4125e-05i
0.0002712-0.00027259i,-0.0001526-0.00093559i,-0.00038788-0.001292i,-1.729e-05-0.00049447i,-0.00015373+0.00047117i,-0.0010008+0.0005695i,-0.00034655+0.00039216i,0.00089482+0.00059208i,0.0010476+0.00041912i,0.00077538-0.00045613i,-0.00012888-0.00049561i,-0.00098535+2.22e-05i,-0.00070123+0.00026342i,-0.00031409+0.00011352i,-0.00016245+1.0516e-05i,8.1175e-05-0.00012274i,-0.00051041-0.00039228i,-0.00092191-0.0003328i,0.00013186-0.00013126i,0.00063482+0.0001629i,0.000461+0.00055086i,0.00026877-0.00011697i,0.00030067-0.00027979i
0.0015117-0.00025318i,0.0024879+0.00033402i,0.0014005+0.0005699i,-7.0918e-05+0.0008211i,-0.0014974+0.00038325i,-0.0019721-0.00027951i,-0.0018011-0.00026786i,-0.00054472+8.8925e-05i,-0.00053309+6.02e-06i,-0.0011078-0.00020372i,8.0709e-05-4.9796e-05i,0.00089621-0.00012708i,0.00069518-0.00025461i,-0.0002347+8.3354e-05i,-0.00072308+0.00055908i,-0.00022461+0.00016124i,-4.9428e-05+6.3855e-06i,6.0813e-05+6.1438e-05i,0.00023536-0.00045445i,7.8618e-05-0.00027988i,4.1715e-05+0.00055741i,-0.00029482+0.0006929i,-0.00021735+3.1321e-05i
0.0019816+0.00045368i,0.0015602+0.00029133i,0.00065609-0.00088019i,-0.00061633-0.00097279i,-0.0013854-0.00031827i,-0.00085714+0.0003019i,-0.00044625+0.00037799i,-0.00050157+6.1758e-05i,-0.00081037-0.00061385i,-0.00061661-0.0014046i,-7.1193e-06-0.0010416i,0.0002127-0.0002362i,-0.00037992+0.00060233i,-0.0011969+0.0012147i,-0.0011201+0.0012504i,-0.0004899+0.00084745i,0.00021141+0.0008911i,0.00018087+0.00090056i,-8.9985e-05+0.00041762i,9.2768e-05-0.00015242i,-3.8767e-05-0.0010246i,-8.0925e-05-0.0010089i,-0.0004188-0.00021036i
-0.0022337+0.00036458i,-0.0017003+0.00077746i,-0.0006797+0.0015793i,-4.262e-05+0.0021734i,-0.00041903+0.0014149i,-0.00032176+0.00024442i,-0.00010852-0.00061099i,-0.00046858-0.00043816i,-0.0003163+0.00016007i,-0.00020569+0.0004587i,0.00028486+0.00074091i,0.00061543+0.00035679i,0.00045184+0.00027912i,0.00012839-0.00025157i,-0.00044342-0.00045412i,8.6017e-05-0.00051591i,0.00014923-0.00054161i,0.00035045+0.00041863i,0.00081256+0.00043308i,0.0013533-0.00081831i,0.00099943-0.00021818i,-0.00060617+0.00014522i,-0.00024213-0.00066716i
-0.0016325+0.0013035i,-0.0014621+0.0010386i,-0.00099641+0.0014677i,-0.00010846+0.0010827i,0.0004188-0.00026741i,0.00044886-0.0012738i,0.00019984-0.00029624i,0.00031292+0.00023594i,0.00041238-0.0006217i,0.00016824-0.0012786i,-4.1363e-05-0.0017403i,0.00024087-0.0014507i,0.00023364-0.0011886i,-0.00062051-0.0010201i,-0.0010844-0.00030194i,-0.00090664+8.9306e-05i,2.9557e-05+0.0002808i,0.00057063+0.00070471i,0.0002583+0.0006645i,8.3014e-05+0.00058591i,0.00022578+0.00018051i,0.00078736-0.00071368i,0.0011769-0.00054716i
-0.00068282-0.0013176i,-0.00096822-0.0011627i,-0.00063279-0.00023342i,-0.00011324+0.00049087i,0.00053938-0.00022471i,0.0011601-0.00066062i,0.0006716-0.0001397i,-0.00039919+0.00014824i,-0.00081249+0.000264i,-0.00057+0.00084245i,-0.00064613+0.0010499i,-0.0010717+0.00079976i,-0.00093071+0.00045922i,-0.00049408+0.00026534i,-0.00062926+6.0514e-05i,-4.8603e-05-0.00030141i,0.0010011+5.0995e-05i,0.0011893+0.00056888i,0.00090688+0.00040422i,0.00017603+0.00022457i,-0.00045495-0.000242i,-0.00021806-0.00066667i,-0.00017168-8.3376e-05i
-0.00019559-0.00049279i,0.00031318+0.00023453i,0.00063039-0.00069572i,-4.7599e-05-0.0021673i,-0.0010587-0.0018211i,-0.00022609-0.00076063i,0.00082754-0.00084129i,0.0011215-0.0015226i,0.00096338-0.0014578i,0.00054678-0.0011224i,-6.0199e-05-0.00087718i,-0.00062065-0.00023184i,-0.00029441+0.00017962i,0.00051254+0.00067645i,0.00086201+0.00091637i,0.0016215+0.00053566i,0.0012184-6.024e-05i,0.00090496-0.00042597i,0.0011822-0.00016475i,0.00047813-0.00053567i,-5.4746e-05-0.0010918i,7.1664e-05-0.00025728i,-0.00055899-2.493e-05i
-0.00099316+0.00064308i,-0.0013282+0.0012624i,-0.0021796+0.0015861i,-0.0023519+0.0019264i,-0.001369+0.0024655i,0.00050878+0.0010142i,0.00045343+0.0005326i,-0.00016471+0.0012327i,-0.00018206+0.0008101i,-0.00034931+0.00015166i,5.4777e-05-0.00023521i,1.2331e-05+0.00075486i,-0.00072982+0.0012608i,-0.001112+0.00092451i,-0.00036818+0.000659i,8.8825e-05+0.0004853i,0.00024144+0.00096958i,0.00086161+0.00135i,0.0006058+0.00049251i,6.3007e-05-0.00025298i,0.00014311-4.2197e-05i,0.00017983+4.1497e-06i,0.00014268-0.00035571i
0.00013489-0.00046433i,8.2288e-05-0.00095904i,0.00070971-0.00080028i,0.00098546-0.00094777i,0.0001348-0.00067142i,-0.00038741-0.00050516i,9.4589e-05+0.00035572i,-8.4666e-05+0.00037303i,-0.00091804-0.00091281i,-0.0011184-0.00081043i,-0.00067543+8.3126e-05i,-0.00027679+0.00068534i,-0.00043611+0.00070091i,-0.00053843+0.00028666i,-0.00014947+0.00015838i,0.00017233+0.00073755i,0.00013014+0.00044421i,-5.8882e-06-0.00022788i,0.00080434+0.00012595i,0.001124+0.00056827i,0.00046416+0.00054737i,0.00067426+0.00028492i,0.00049857+0.00015809i
-0.0020981+0.00038947i,-0.0013902+0.0013394i,0.00021909+0.0028002i,0.0014586+0.0026424i,0.0016357+0.0011953i,0.0013041+0.00012201i,0.001098+0.00022821i,0.0007307+0.0006363i,0.00077796+0.00042224i,0.00022704+0.00038454i,-0.00018015-1.2487e-05i,0.00067778-0.00047606i,0.00025341-0.00049614i,-0.00023217-0.00045918i,7.5657e-05-0.00061915i,0.00075428-0.00094212i,0.000975-0.00076651i,0.00091336-0.00033009i,0.00070897+0.0001137i,0.00034953+0.00038835i,-0.00035443+0.00055332i,-0.00059503+9.9358e-05i,-9.6762e-05-0.00021075i
-0.00086641-0.0004367i,-0.0013755-5.9212e-05i,-0.0018258+0.00084964i,-0.0026194+0.0006159i,-0.0021052+0.000581i,-0.00084086+0.00047014i,-0.0001929-0.00024561i,8.2593e-05+0.00012066i,-0.0002787+0.00041211i,-0.00048143-0.0003604i,-3.2428e-05-0.00038799i,2.832e-05-0.00015714i,3.2656e-05-1.5797e-05i,0.00027063-8.2528e-05i,-2.1882e-05-0.00081793i,0.00030807-0.00043487i,-6.6749e-07+0.00066399i,-0.0014117+0.00095432i,-0.0011223+0.00035599i,-0.00066391-0.00014666i,-0.00048828-0.0002296i,4.7115e-05-0.00042664i,-0.00014898+4.9644e-05i
0.0001721-0.0012626i,0.00086373-0.0010454i,0.00065582-0.00054433i,0.0003075-0.00021035i,0.00043573-0.00027937i,0.00065676+6.2203e-05i,0.00076077+0.00069145i,0.00040815+0.00026728i,-0.0012495-0.00030594i,-0.0016268-0.00093117i,-3.6862e-06-0.00062342i,0.00049777-9.149e-05i,9.2425e-05+0.00055692i,0.00021557+0.00070205i,0.00032727-7.712e-05i,2.7741e-05-0.00026978i,0.00031834-8.0947e-05i,0.00041981-0.00011761i,-0.00021825-0.0006587i,-0.00030283-0.00098561i,-8.8437e-06-0.0004321i,-0.00029872+4.8862e-06i,-0.00029786-0.00031679i
-0.00062023+0.00073389i,0.00020828+0.00086746i,0.00090087+0.0011153i,0.00018041+0.00079401i,-4.1326e-05-0.00022695i,-0.000394-0.00076979i,-0.00067905-0.00039488i,0.00011255-3.9309e-05i,0.00032903-0.00026434i,0.0003246+3.2065e-05i,-2.4872e-05-4.1402e-05i,-0.00010594-0.00037116i,-6.5793e-05-0.00038094i,-3.2877e-05-0.00055614i,0.0003749-0.00010903i,0.00032558-0.00024859i,0.00021644-4.0651e-05i,0.00046653+0.00018755i,0.00047765+0.00074532i,7.6298e-05+0.0010313i,-0.00052383+2.2815e-05i,-0.00043193-0.00072896i,0.00030855-0.00012745i
-0.0013131+0.00020222i,-0.0015636+0.00028429i,-0.0012133-6.9519e-05i,-0.00020482-0.00013311i,0.00045332-0.00015283i,0.00045669-0.00049991i,0.00019301-0.0003419i,0.0001351-0.00044317i,0.00059334-0.0010057i,0.0012077-0.00036785i,0.0013222+0.00020464i,0.00061507+0.00019925i,-0.0001368-0.00037466i,-0.00018202-0.0014719i,-0.00032403-0.001878i,-0.00038083-0.00066728i,-0.00032668+4.8531e-05i,-0.00075418-0.00032803i,-0.0011111+0.00012214i,-0.00083435+0.00047904i,-0.00032707+0.00010849i,-4.3809e-05-0.00023469i,-6.1177e-05+0.00012601i
-0.00067559-0.0001506i,-0.00064358+3.5967e-06i,-0.00097689-0.00040403i,0.00012085-0.0011321i,0.0010387-0.00081062i,0.00044864-4.3851e-05i,0.0010999+0.00012719i,0.0011943+0.00045885i,0.00046489+0.00065532i,0.00049643+0.00025739i,0.0005332+0.00034152i,-0.00028719+0.00039267i,-0.00073852-0.0005465i,-4.1909e-05-0.0014645i,0.00038368-0.0010776i,0.00059218-0.00023261i,0.00063473+0.00038116i,0.00052437+0.00057464i,0.0010806+0.00022102i,0.00035199-0.00021498i,5.9533e-06-3.5962e-05i,-0.00038661+0.00024968i,-0.001279+0.0001513i
-0.00029706-0.0012754i,-0.0017158-0.0018973i,-0.0034515-0.00098262i,-0.0031054+0.00061657i,-0.002144+0.00087229i,-0.0011448+0.00074021i,-0.00032869-0.00035659i,-0.00015124-0.00070968i,-0.00040738-0.00030005i,-0.0012083-0.0004522i,-0.001241-0.00090369i,-0.00051841-0.0012432i,-0.00023426-0.00087301i,0.0002391-0.0006121i,0.00025324-0.00052402i,-9.8224e-05-0.00066238i,0.00010554-0.00073213i,0.0001056-0.00028333i,0.00052755-0.00031553i,0.00078879-0.00058787i,0.00068016-0.00017985i,-0.00014901-5.9659e-05i,-0.0010694-0.00042255i
-0.002326-0.0015658i,-0.0023663-0.00091885i,-0.0020666-0.0011521i,-0.0012111-0.00060694i,-0.00069582+0.00015904i,-0.00019025+0.00033904i,0.00023316+0.00018957i,0.00014672-0.00062436i,0.00020494-0.0011371i,-0.00015447-0.00081046i,-0.00027017-3.13e-06i,0.0001485+2.2509e-05i,0.00036481-0.00011235i,0.00033303+7.4661e-05i,6.8298e-05-0.00010282i,-0.00035214-0.00022299i,-0.0003027-0.00060213i,-0.00033721-0.00088555i,-0.00080065-2.032e-05i,-0.0011215+0.00066689i,-0.0002468+0.00085032i,0.00015472+0.00080104i,-0.00036281+4.0053e-05i
-0.00056005+0.00060412i,-0.00035803-0.00015631i,0.00012722+0.00074814i,0.00053724+0.0010044i,0.00046518+0.00070274i,-4.2922e-05+0.00063608i,-0.00011465+0.0010022i,0.00050925+0.0012009i,0.00059582+0.00038806i,0.00024408-0.00013963i,-3.7123e-05+5.0979e-05i,-0.00065185-0.00035024i,-0.00083218-0.00082822i,-0.00093784-0.0013286i,-0.00050592-0.00099067i,0.00096326-5.1145e-05i,0.00094183+0.00051786i,0.00022837+0.00064932i,0.0007064+7.8617e-07i,0.00042124-0.00021881i,-0.0010538-0.00044852i,-0.0010485-0.00081398i,-0.00057738-0.00015422i
-0.00025809+0.0021621i,-0.00052341+0.0014437i,0.0015316+0.0015958i,0.003066+0.00078898i,0.0026479-0.00058284i,0.0012358-0.00077243i,0.0009193-0.00020142i,0.0010628+0.00040139i,0.00059541+0.00057743i,-0.00018149-7.6781e-05i,0.0001164-0.00030619i,0.00048503-0.0003846i,0.00014547-0.00040642i,-0.00023394-0.00038415i,-0.00034168-0.00054699i,-3.0191e-05-0.00068615i,8.0361e-05-0.00063338i,-0.00024235-0.00065256i,-0.00018305-0.00077242i,-0.00034871-0.00086508i,3.7516e-05-0.00030963i,0.00033383+0.00021895i,0.00012729+0.00014244i
-0.001156-0.0010343i,-0.0011176+0.00055999i,-0.0025191+0.0013724i,-0.0027236+0.001437i,-0.0010521+0.0012466i,-3.0977e-05+0.00011638i,0.0002207-0.00041701i,0.00032265-0.00094064i,0.00011745-0.0012855i,-0.00067729-0.00091492i,-0.00080984-0.00078907i,-0.00030876-0.00042972i,-0.00030058+0.0011967i,-0.0003297+0.0016282i,-0.00015879+0.00083574i,-0.00019012+0.00053752i,6.0783e-05+0.00044391i,-0.00020794-0.00018019i,-0.00055656-0.0011196i,-0.00016774-0.0014874i,-7.6536e-05-0.0011702i,-0.00012023-0.00094017i,0.00078217-0.00081539i
0.00075277-0.00042284i,0.00013767-0.0011021i,0.0006111-0.0018477i,0.00048362-0.0021648i,-0.0010618-0.0015458i,-0.0013095-0.0010865i,-0.00046671-0.0006053i,-0.00011045-0.00026198i,-0.00018656+0.00010007i,0.00047907+0.00041521i,0.00097394-0.00029885i,0.00020977-0.00012368i,-0.00030198+0.00015481i,0.00037785-0.00073812i,0.0003239-0.00055528i,-0.00011413+0.00027807i,2.0441e-05-0.00027314i,0.00032522-0.00048382i,0.00028545+0.00026618i,3.2693e-05+0.00048028i,0.000309+0.00060948i,8.3685e-05+0.00062888i,-0.00051783+0.00027792i
-0.0011898+0.00024475i,-0.00039367+0.00093353i,4.3459e-05+0.0011114i,-0.00043019+0.00082088i,-0.00059654+0.00026998i,0.00057989+0.00021738i,0.00070241+0.0007907i,0.00026025+1.8049e-05i,0.00024248-0.00085423i,0.00032704-0.00048537i,0.00024206-0.00031801i,-0.00048977-0.0003981i,-0.00049527-0.00056869i,9.4183e-05-0.00070542i,0.00040591-0.00039701i,0.00082226-0.00017346i,0.00052325-0.00015731i,-0.00050557-0.000339i,-0.00091921-0.00060001i,-0.00022595-0.00068434i,0.00042444+0.00017211i,0.00046085+0.0012059i,-1.6858e-05+0.0005893i
-0.0016993-0.00085908i,-0.0029221+0.00065581i,-0.0022083+0.0012734i,-0.0018629+0.0012567i,-0.0016957+0.0011777i,-0.0011422+0.00051535i,-0.00028507-0.00027646i,0.00028575-0.00037745i,0.0003368-0.00026684i,0.00062972-0.00023459i,0.00060364-0.00084872i,0.00086537-0.0014568i,0.00052515-0.0009499i,-6.767e-05-0.00070263i,0.00052937-0.00057791i,0.00083719-4.9641e-05i,0.00025006+0.00023398i,-0.00048662+0.00041712i,-0.00064547+0.0002208i,5.017e-06+0.00022075i,0.0001247+0.00031832i,-0.00057198+0.0001749i,-0.0010354+0.000712i
0.0027003-0.0007973i,0.0021914-0.0011366i,0.0012926-0.0031933i,0.00048501-0.0024459i,-0.0010628-0.00037423i,-0.0013459+0.00055394i,-0.00093862+0.00064704i,-7.5717e-05+0.00024819i,0.00051456-0.0007528i,2.909e-05-0.00080361i,-0.00012948+0.00021913i,0.00011905+0.00091161i,0.00028064+0.0010469i,0.0003223+0.0009784i,-0.00056395+0.00085219i,-0.00066914+0.0007923i,-0.00018024+0.00039225i,-0.00049732+0.00018193i,-0.00027507+1.4966e-05i,6.432e-05-9.2454e-05i,7.9193e-05+9.4749e-05i,-0.00023838+0.00018648i,0.00016776+0.00078756i
0.00074632+0.00034259i,-0.00013988+0.001397i,-0.00033619+0.00043094i,0.00056993-0.00015789i,0.00044853+0.00032266i,-0.00015851+0.00097934i,0.00033805+0.0010165i,0.00055048+0.00033157i,-8.0323e-05-0.00072526i,-0.00017606-0.0010583i,3.3766e-05-0.00031834i,-0.00023757+0.00066644i,-0.00035538+0.0010945i,0.000298+0.00066154i,0.00045769+0.00029639i,-0.00017467+0.00055196i,-4.7253e-05+0.00055492i,2.644e-05-0.00012981i,0.0001117-0.00026035i,0.00018216+0.0003393i,6.2136e-05-0.00013787i,0.00032388-0.00055741i,0.00025211-0.00030905i
