-0.0011893+0.0014734i,-0.00039054+0.00031505i,-0.0013378-0.00051103i,-0.0024851+0.00038786i,-0.0019882+0.0013144i,-0.0005238-9.4583e-05i,0.00030623-0.00073544i,0.00054067+6.3853e-05i,0.0004278+0.00089542i,0.00057541+0.00081533i,0.0006286-0.00012259i,0.00073287-0.0007702i,0.00076786-0.00054768i,0.0011126-0.0001303i,0.0013755-0.00017639i,0.00072661-0.00028423i,-0.00020348-0.00035758i,-0.00056222-0.00020745i,-0.00082352-0.00051046i,-0.00022333-0.00097977i,0.00034394-0.00034779i,0.00013675-4.2525e-05i,-0.00026607-0.00030782i
-6.2213e-05+0.0044959i,0.0001785+0.0054426i,0.00059046+0.0037194i,0.001475+0.001358i,0.001748+0.00016226i,0.0017218-0.00056324i,0.0011621-0.0003448i,0.00037917+0.00020802i,-0.00099857-0.00032528i,-0.0013068-0.0014826i,-0.00097315-0.00089869i,-0.0011068+0.00041643i,-0.0012631+0.0011251i,-0.00088582+0.00098637i,-0.00031357+0.00081249i,0.00018157+0.00071729i,0.0010918+0.0006806i,0.00099901+0.00055162i,-4.0351e-05-0.00018156i,0.00025505-0.00035353i,0.00049049+9.4265e-05i,0.00028775+0.00058536i,0.00014179+0.0011254i
-0.00097496+0.0020792i,-0.0010286+0.0022784i,0.00015484+0.0018627i,0.0013421+0.00048877i,0.001125-0.00018397i,0.00096005+0.00023749i,0.00096812-0.00013166i,0.0006687-0.00034458i,-0.00034023+0.00065462i,-0.0012385+0.001329i,-0.00070638+0.0009419i,-7.4017e-05+0.00087138i,0.00052399+0.001765i,0.0013945+0.0018863i,0.0021274+0.000913i,0.0020941+0.00066626i,0.00058008+0.00052563i,-0.00064624-2.5448e-05i,-0.00078655-0.00042892i,-0.0003808-0.00067547i,0.00034619+0.00025424i,-0.00014005+0.00072666i,-0.0008156+0.00059524i
0.0022234-0.0017709i,0.0012722-0.003887i,6.1859e-05-0.0037153i,0.00032474-0.0021204i,0.0010312-0.0011279i,0.0016188+6.6736e-05i,0.0029985+0.00059931i,0.0019851+0.00041717i,5.4342e-05+0.0010754i,-0.00091773+0.0015565i,-0.00083499+0.00063269i,-9.5718e-05-0.00068586i,0.00021765-0.0012326i,0.0010335-0.0010179i,0.0015044-0.00099901i,0.0007384-0.00098425i,-4.114e-05-0.0010555i,-0.00068405-0.00023075i,-0.00019152+0.00038191i,-7.5224e-05+0.00046709i,-0.00054565+0.00096137i,-0.00040369+0.0007116i,0.00067655+0.00061472i
-7.9913e-05-0.00049059i,-0.00028229-0.0023686i,-0.00040047-0.0033904i,-0.0014584-0.0025466i,-0.00044353-0.0015216i,0.001336-0.0019625i,0.00081952-0.0024415i,-0.00017973-0.00109i,0.00060148+0.00038806i,0.0015531-4.9893e-05i,0.0013697-0.0012011i,0.00014652-0.0018184i,-0.0017199-0.002206i,-0.0019831-0.0027076i,-0.0016632-0.0023731i,-0.0012303-0.0014669i,-0.00078338-0.00082036i,-8.6568e-05+0.00023093i,6.9594e-05+0.00075639i,-0.00032547+0.00094645i,-7.5295e-05+0.0013634i,0.00026867+0.0015708i,0.00050482+0.00081549i
0.0017103-0.00037649i,0.0017922-0.0012096i,0.0021512-0.0019671i,0.00102-0.00059236i,6.0103e-05+0.0010975i,-0.00021559+0.00078511i,-0.00016993-0.00080655i,0.00058461-0.00086488i,0.0013917-0.00088865i,0.0013076-0.0026732i,3.8914e-05-0.0021501i,-0.00088092-5.8012e-05i,-0.0013589+0.0017895i,-0.0018707+0.0032168i,-0.0019801+0.003363i,-0.0011654+0.002424i,-0.00034651+0.00091i,-7.4492e-05-0.00017529i,0.00067897-0.00054247i,0.00098843-0.00069884i,0.0010917-0.0005623i,0.00081581-0.00096427i,-0.00017388-0.0010906i
-0.0008772+0.0026102i,0.0014578+0.0019226i,0.0030104+0.0020337i,0.0022015+0.0013815i,0.0016668+0.0011397i,0.0015188+0.0013026i,0.0005147+0.00105i,-0.00084091+0.00041789i,-0.0013587-0.0010054i,-0.0020186-0.0012232i,-0.0020803+0.0002155i,-0.0012888+0.0015407i,-0.00050317+0.0024659i,0.00023804+0.0031949i,0.0010928+0.0025588i,0.0018398+0.0012366i,0.0015754+0.00038185i,0.00062953+0.00040896i,-0.00061301+0.00052104i,-0.00067031-0.00037971i,3.5809e-05-0.001233i,4.4012e-05-0.00049729i,0.00021855+0.0003139i
-0.0019106+0.0010549i,-0.0010865+0.0026134i,0.00067547+0.0019649i,0.0014994+0.00094772i,0.001397+0.0015441i,0.0019776+0.0016522i,0.0022163+0.00097688i,0.00062999+0.00080638i,-0.0020132+0.00043682i,-0.0029889+0.0006803i,-0.0016158+0.0016999i,-0.00043518+0.0021693i,9.3037e-05+0.001639i,0.0019315+0.00033498i,0.0030284-0.00063033i,0.0012423-0.0010489i,0.00031775-0.000611i,0.00067648+0.00020294i,0.00017852+0.00067189i,-0.00085656+9.0146e-05i,-0.0011278-0.00112i,-0.0008403-0.00075006i,-0.00076349-0.00038025i
-0.0012037+5.9006e-05i,-0.0017389-6.1158e-05i,-0.0016086+0.00083029i,-0.00091263+0.0013617i,0.0002496+2.0434e-05i,0.0018232-0.00052682i,0.0024898+0.0004033i,0.0022028+0.00049461i,0.00095906+0.00081906i,-0.00025011+0.0013487i,0.00035941+0.0012062i,0.00060366+0.00011082i,0.00022028-0.00082311i,0.00026356-0.0022519i,-0.00063027-0.0036051i,-0.0014028-0.0034936i,-0.00086035-0.0018181i,-0.00012859+0.00041224i,0.00034273+0.00083569i,0.00077668+0.00022352i,0.00013137+0.00029874i,-0.00025058+7.1545e-05i,0.00022883+0.0005649i
0.00057486+0.00048433i,0.0013176-0.0013431i,0.001352-0.0018194i,0.0010708-0.0010103i,0.0013347-0.00043672i,0.0016175-0.00065311i,0.0019466-0.00048054i,0.0017831-0.00015864i,0.0011121+0.00043898i,0.00064026+0.00089196i,0.00022023+0.00060654i,-0.00063838-3.4621e-05i,-0.0020521-0.00021886i,-0.0034628-0.00051527i,-0.0033699-0.00060606i,-0.0015177-0.00063782i,-0.00092043-0.0010116i,-0.0012004-0.00056035i,-0.00075222-0.00015277i,0.00012922+0.00029774i,0.00020196+0.0010987i,7.0101e-05+0.00095952i,-0.00028049+0.0013179i
0.00093892-0.0016031i,0.001821-0.0016547i,0.00048651-0.0012332i,-0.0007067+0.00019453i,0.00027099+0.00080882i,0.0016031+0.00013707i,0.0012346-0.00060841i,0.00016851-0.00080663i,-0.00012712-0.00075486i,-0.00010617-0.00014189i,-0.00038064-0.00048256i,-0.00093758-0.00087819i,-0.0013548+0.00075719i,-0.0015785+0.0018436i,-0.00047932+0.0021906i,0.00082043+0.0025918i,0.00062294+0.001229i,-0.000167-0.00043742i,-8.8417e-05-0.00076482i,0.00044477-0.00023542i,0.00037459+0.00022765i,0.00068686+0.00063834i,0.00082668+0.00096512i
0.00092189+0.0020167i,0.0020897+0.0016829i,0.0022661+0.00012179i,0.00060248-0.00092094i,-0.0010453-0.00026009i,-0.00034303+0.00084891i,0.00083851+0.0010271i,0.00029928-0.00015359i,-0.00045006-0.001519i,-0.0011517-0.0017118i,-0.00076579-0.0007843i,-6.4815e-05+0.00058683i,0.00022145+0.0022404i,0.0010233+0.0034886i,0.0010435+0.0026673i,0.00086516+0.00050933i,0.0012017-0.00031554i,0.00182-0.0003181i,0.001941-0.000362i,0.00074188-0.000501i,-9.1188e-05-0.00078904i,0.00042759-0.00052068i,0.0010792+0.00039093i
-0.0012341+0.00053253i,-0.0012356-0.00080298i,-0.0016022-0.0016497i,-0.00097748-0.0010538i,-0.00011362-0.00010314i,0.0016491-7.8935e-05i,0.0022505-0.00082591i,0.00068539-0.0010278i,-0.00088431-0.00095364i,-0.0017612-0.001007i,-0.0014684-0.00025774i,5.5418e-05+0.00046553i,0.0019848-0.00036442i,0.0027366-0.0014856i,0.0015633-0.0014513i,0.00033039-0.0011297i,0.00025989-0.00077401i,0.00034561-4.9229e-05i,-0.00026835+0.00063197i,-0.00056582+0.00088796i,-0.0010951+0.00056852i,-0.0015504-6.6377e-05i,-0.00075014+0.0001641i
0.0030484+0.0011131i,0.0038757-0.00018859i,0.0047598-0.00048068i,0.0042205-0.00015935i,0.0018283-0.00012319i,0.00054236+0.00026976i,0.00066628+0.00031004i,0.00064708+0.00045147i,0.00025529+0.0003779i,-0.00032416+0.00020742i,-0.00084156+0.0006941i,-0.00082561-9.5776e-06i,-0.00038511-0.0014964i,-0.00052408-0.0018438i,-0.0018003-0.0010555i,-0.0020277-0.0009947i,-0.0012906-4.4392e-06i,-0.00078855+0.0015407i,-0.00032207+0.0026856i,0.00022033+0.0026129i,0.00011322+0.0011118i,-9.7267e-05+0.00026214i,-0.00084415-0.00038714i
0.00096582-0.00055247i,0.0017292-0.00093336i,0.00091394-0.00051216i,0.00017838+0.00034979i,0.00040059+0.00093864i,0.00072964+0.0013766i,0.0006246+0.00080825i,0.00064961+0.00022961i,0.00086173+0.00058389i,0.00093385+0.0012631i,0.00020546+0.001698i,-0.0013845+0.0011244i,-0.002103+0.00033632i,-0.002287+0.00042663i,-0.0012653+0.00065662i,-0.00028716+0.00099265i,-0.00015355+0.00084249i,-0.00023568+0.00038183i,-0.00020718+0.0001004i,0.00038667+0.00071975i,0.00078328+0.0012256i,0.00055479+0.00087708i,0.00059882+0.0008492i
-0.0015711+0.0003013i,-0.00090573+0.00079352i,-0.00099609-0.00020658i,-0.00012346+0.00013766i,0.0017405+0.00096712i,0.0029662+0.00084609i,0.0021205+0.00063796i,0.0015759+0.00036499i,0.0015377+0.00013441i,0.0012779+6.1966e-05i,0.0013988-0.00046544i,0.00087131-0.00033386i,-6.4684e-05+0.00066331i,-1.4786e-05+0.0017169i,0.0015021+0.0019056i,0.0022731+0.0010229i,0.001322-0.00033351i,0.00046517-0.0012952i,-0.00031541-0.0010449i,0.0001717-0.00099799i,0.00092323-0.00085383i,0.0008672-0.00011763i,0.0013679+0.00019593i
-0.0018288-0.00017692i,-0.00091631-0.00093151i,-0.0026759-0.0010772i,-0.0034362+0.00027693i,-0.0014079+0.001353i,0.002287+0.00054028i,0.0030655-9.7607e-05i,0.0018246-0.00040965i,0.001222-0.0013465i,0.00044185-0.0013869i,0.00015606-0.00037387i,0.00088278+0.00023485i,0.0017365+0.00038012i,0.0027651-1.5137e-05i,0.0031691-0.00056405i,0.0018453-0.0010095i,-0.00022202-0.00057681i,-0.0012053-0.0008106i,-0.0015304-0.0013959i,-0.0015213-0.0010454i,-0.00068294-0.00091904i,0.00056821-0.00050268i,0.00090535+0.00081041i
0.00010193-0.00089915i,0.00010426-0.0015402i,0.00025871-0.0017618i,-0.00064269-0.0010272i,-0.0011431-0.00023128i,-0.00077958-0.00037687i,0.00050832-0.0010153i,0.00095907-4.2405e-06i,-0.00020862+0.0008989i,-0.0010061+0.00046974i,-0.00089444-0.00034536i,-0.00027642-0.00015808i,0.00079516-0.00036202i,0.00046824-0.00089464i,2.3263e-05-0.00076747i,7.9629e-06+0.00012948i,5.6173e-05+0.0005016i,0.00081724+0.00011903i,0.00038982-0.00032124i,-7.1013e-05-4.2363e-05i,0.00042929+0.001092i,0.00086707+0.0010871i,0.00032908+0.00055669i
-0.0001222+0.0010662i,0.001656+0.00052079i,0.0041691+0.00047793i,0.0042005+0.00070136i,0.0031495+0.00114i,0.0021475+0.00025172i,0.0010649-0.00044419i,0.0002714-0.00075713i,-0.0006878-0.00052713i,-0.00069784-0.00083715i,-0.00095391-0.00068049i,-0.001517-6.6351e-06i,-0.0018959-0.00023252i,-0.0015563-0.00063369i,-0.00080917-0.0001965i,-0.0002299+0.00071916i,-0.00013484+0.00095021i,-0.00076024+0.00039168i,-0.0011663-0.00088747i,-0.0010212-0.0010388i,-0.00091474+2.2643e-05i,-0.00095161+0.00048313i,-0.0010901+0.00080955i
0.0024377-0.00020141i,0.0026643-0.00077959i,0.0022704-0.0014745i,0.0016388-0.0020796i,-0.0009538-0.0010243i,-0.0022368+0.00016421i,-0.0010547-7.388e-05i,-0.00018733-0.00091539i,0.000211-0.0010601i,-0.00060092-0.00054441i,-0.0020852+0.00056702i,-0.0029356+0.001136i,-0.0030955+0.0012796i,-0.0032294+0.0013885i,-0.0019558+0.00031435i,-0.00038397-0.0007736i,-6.7461e-06-0.0004419i,0.00031705-5.6953e-05i,0.00070337-0.00055588i,0.00041413-0.00061196i,-0.00040027-3.387e-05i,-0.00071247+0.00047781i,-0.00065622+0.00096049i
0.00019628-0.0014032i,-0.00024082-0.0014716i,-0.0010706-0.0017421i,-0.0019251-0.00072432i,-0.0012852+0.00069527i,0.0004157+0.00055429i,-0.0002352+6.8019e-06i,-0.0019639-0.0010914i,-0.0020903-0.0018628i,-0.0011944-0.0009785i,-0.00026767-0.00074082i,-0.00049955-0.0015374i,-0.0010127-0.00042675i,-0.00053348+0.00093707i,0.00032849+0.00037351i,-2.7742e-05-0.00027522i,-0.00096535+0.00026628i,-0.00092572+0.00023525i,-0.00030853-0.0004046i,0.00028377-0.0009079i,0.00024278-0.0010384i,-0.00028619+6.1428e-05i,-0.00032428+0.00026962i
0.00071316-0.00061314i,0.00035856-0.0007404i,9.1634e-05-8.6093e-06i,-0.00033028+0.0023871i,0.00055826+0.0044084i,0.0020263+0.0047049i,0.0015193+0.0045828i,0.00033162+0.0035645i,0.00017795+0.0017136i,0.00020198+0.00018247i,0.00021956-0.00035353i,-0.0002374-0.00028389i,0.00046863+0.00029394i,0.0018461+0.0011294i,0.00079912+0.0010689i,-0.00066763+0.00063977i,-0.00087129+0.0002952i,-0.00055431+0.00014891i,0.00096701+0.00078526i,0.0023299+0.00078146i,0.0016472-0.00013154i,0.0005343-0.00077261i,-0.00022407-0.0017534i
-0.0017535+0.0014579i,-0.0011087+0.0017225i,-0.00043645+0.0023948i,0.0011544+0.0020869i,0.0021937+0.00079358i,0.002385+0.0011348i,0.0025643+0.0023872i,0.0024901+0.0032281i,0.0022736+0.0023924i,0.0018802+0.00082806i,0.00039663+0.00019738i,-0.00027562+1.5787e-05i,0.00062239-0.00095817i,0.0014879-0.0015636i,0.0015057-0.00045691i,0.0012398+0.00035224i,0.00097226-0.00031279i,0.00079843-0.0010326i,0.0011514-0.00022701i,0.0013006+0.00078508i,0.00028837+0.0004667i,-0.00057419-0.00017124i,-0.00063532-0.00078866i
0.00013953-0.00064336i,0.0019962-0.0027194i,0.0023247-0.0047912i,0.0010641-0.0053893i,0.00063894-0.0034395i,0.0017327-0.0014294i,0.0039089-0.0010025i,0.0055351-0.00044991i,0.0034693-0.00024063i,0.0010918-0.00036054i,0.00023081+0.0002356i,-0.00035861+0.00064585i,-0.0010993-2.9819e-05i,-0.0014312-0.00071522i,-0.0012281-0.00052649i,-6.4598e-05-0.00019537i,0.0014527-0.0013277i,0.0020561-0.0021653i,0.0016446-0.0012816i,0.00036274-0.00035801i,-0.00036166-0.0001118i,-0.0011012+0.0002843i,-0.00174+0.0010294i
0.0013775-0.0026293i,0.00048895-0.0016547i,-0.00078551-0.0014245i,-0.00191-0.0010389i,-0.0032204+5.9294e-05i,-0.0020874-0.00017756i,0.00028806-0.0013703i,0.0021619-0.0023277i,0.0014974-0.0017993i,-0.00063958+8.4654e-05i,-0.0010441+0.0018212i,-1.6373e-06+0.0020855i,0.00056067+0.0016678i,-0.00030163+0.0016202i,-0.00088867+0.00099335i,-0.00071782-0.0007108i,-0.00077124-0.0011923i,-0.00072836-0.00060578i,-0.00071189+0.00028858i,-0.001127+0.00020357i,-0.00067586-0.0004729i,-0.00033659+0.00014032i,0.00018903+0.0012639i
-0.00067341+0.0019145i,-0.0018498+0.0020875i,-0.0024715+0.0021422i,-0.0023302+0.0024345i,-0.0012917+0.0019094i,-0.00028359-0.0013427i,-0.0013499-0.0045562i,-0.0041825-0.0043967i,-0.0043383-0.0017735i,-0.0024231+0.00012971i,-0.001144+3.8068e-05i,-0.0011735-0.00063893i,-0.0015101-0.00015899i,-0.0010712-6.4813e-05i,0.00022453-0.00051419i,-0.00011587+9.5734e-05i,-0.0014673+0.00085901i,-0.0013937+0.0013796i,-0.0012632+0.00099855i,-0.00092243+0.0005192i,0.0003817+0.00035393i,0.0011585-0.00087559i,0.0014325-0.0019402i
-6.6087e-05-0.00068463i,0.00061934-0.0010529i,0.00082836-0.0013228i,0.0014205-0.00086649i,0.0012208+0.00070356i,0.00030855+0.0024371i,-0.0022143+0.0030501i,-0.0036539+0.002749i,-0.0023957+0.002699i,-0.0008968+0.0019243i,-0.00069969+0.00034192i,-0.0010285-0.00061947i,4.2229e-05-0.00035321i,0.0020919-0.00033799i,0.0025001+0.00018617i,0.0010861+0.0016169i,0.00033265+0.0025075i,0.00044385+0.001713i,0.00056416-0.00022899i,0.00017993-0.00091141i,-0.00014599-0.00056915i,-0.0001328-0.00032489i,-7.9108e-05-0.00035169i
-0.0039958-0.0005434i,-0.0035155+0.00067077i,-0.0025042+0.0014849i,-0.0018731+0.0010008i,-0.00062426+0.0020597i,0.0013004+0.0026336i,0.0016198+0.0032408i,-0.00053238+0.0035886i,-0.0023604+0.0029075i,-0.0023853+0.0013668i,-0.0022557+0.00011314i,-0.0022818+0.00069839i,-0.0014188+0.00020404i,-0.00012558-0.0013329i,2.3662e-05-0.0013177i,-8.9242e-05-0.00085845i,0.00058989-0.00032641i,0.0012094-0.0007541i,0.0010086-0.0019015i,0.0009642-0.0011572i,0.00049555+0.00058479i,-0.0001664+0.0015199i,-8.4142e-05+0.001194i
0.0017268-0.0010554i,0.00077532-0.0026882i,-0.00051224-0.0040251i,-0.0027354-0.0023497i,-0.0018307+0.0003098i,0.0017866+0.0022464i,0.0041142+0.0044282i,0.0041206+0.0051637i,0.0031441+0.0028337i,0.0021098-1.3886e-05i,0.00095873-0.00017583i,-0.00019178+0.0005251i,-0.00089497-0.00072354i,-0.0011882-0.0013513i,-0.0015393-0.00032872i,-0.0017602-0.00076666i,-0.0012189-0.0026024i,-6.8309e-05-0.0023495i,0.00050171-0.00023921i,0.00081393+0.0013731i,0.0009985+0.0025808i,0.0015028+0.0025115i,0.0016945+0.0021359i
0.0022662+0.0013905i,0.0043389+0.00091321i,0.0058793+0.00046676i,0.0058467-0.00059913i,0.0034521-0.0011306i,0.0025371-0.001441i,0.0035578-0.0018216i,0.0047126-0.0019807i,0.0044397-0.0015204i,0.002002-0.00065883i,0.00045354+1.5248e-05i,0.00089466+0.00026543i,0.00081552+0.0010211i,-0.0011104+0.0020197i,-0.0019682+0.0013681i,-0.0014562+4.5235e-05i,-0.00153-0.00013387i,-0.00094701+0.00048661i,0.00014933+0.00079529i,0.0012025+0.0012015i,0.0015653+0.0011946i,0.0014361+0.00041058i,0.0013197-0.0003568i
-0.00060358-0.00033316i,-0.00027926-0.00015105i,-0.0011922-0.00084718i,-0.0015688-0.0011653i,-0.00049181-0.00078547i,0.0015358-0.0013085i,0.0027299-0.0043337i,0.0038064-0.0054914i,0.0030274-0.0037185i,0.0015158-0.0018213i,0.00048354-0.0010222i,-0.00034591-0.00088314i,-0.00065978+0.00017089i,-0.00020886+0.00062407i,0.00047887-0.00019532i,0.00045824+0.00019939i,0.00059962+0.0013951i,0.00070072+0.001972i,8.6511e-05+0.0021159i,-0.00035857+0.0012216i,-0.00071901-0.00018344i,-0.0011584-0.001336i,-0.00082164-0.0016727i
8.8963e-05+0.0016761i,0.0017094+0.0013337i,0.0014528+0.0001137i,0.00028011-0.00025583i,-0.00047539+0.0006726i,-0.00026339+0.00050191i,-0.00051531-0.0016816i,-0.00055789-0.0028232i,6.9686e-05-0.001684i,0.00019612-0.000155i,-0.0011084-0.00018951i,-0.0024814-0.0010318i,-0.0015887-0.00075496i,0.00031761-0.0013249i,0.0014768-0.0022135i,0.0012656-0.0010887i,0.0013075-9.2158e-05i,0.00072579+8.879e-05i,-0.0010213+0.00012686i,-0.0017894-0.00063362i,-0.001733-0.0014018i,-0.0022258-0.0012876i,-0.0024-0.0013514i
-0.0007402+0.0019025i,-8.6692e-05+0.0027098i,0.00036072+0.0024983i,0.0014688+0.0015205i,0.0025586+0.00073718i,0.0012823+0.00061441i,-0.0012513+0.0019116i,-0.0037189+0.0038571i,-0.0040121+0.004231i,-0.0029719+0.0031381i,-0.0025342+0.0015192i,-0.0031938+0.00017388i,-0.0026937-0.00079867i,-0.0013725-0.0021756i,-0.00092892-0.0025776i,-0.00034602-0.0014224i,-0.00026142-0.00077854i,-0.001142-0.001176i,-0.001597-0.00077559i,-0.0013483+5.5948e-06i,-0.0011064-6.8373e-05i,-0.00033546+0.00057897i,-4.5779e-05+0.0018711i
-0.00065823-0.00041323i,0.00054116-0.00017056i,0.0012084-0.001276i,0.0016648-0.0011104i,0.0014145+0.0006159i,0.0012526+0.0020603i,0.00069643+0.003921i,-0.0001145+0.0052404i,-0.0014023+0.0046118i,-0.0026095+0.0031191i,-0.002248+0.0027775i,-0.00028964+0.0024754i,0.00052468+0.00088491i,0.00026204+0.0004833i,0.00029396+0.0012514i,0.00042865+0.0014299i,-0.00017309+0.00052409i,-0.00069944-0.00040287i,-0.00099056-0.00064582i,-0.00097018-0.00047719i,0.00040314-0.00056465i,0.0013151+0.00015599i,0.0015796+0.00076577i
-0.00092318-0.00052748i,-0.001718-0.0009517i,-0.0025627-0.0015899i,-0.0032389-0.00071346i,-0.00099605+0.00090118i,0.002602+0.0019366i,0.0049956+0.001519i,0.0039571+0.0007988i,0.00058352+0.00011977i,-0.0012717-1.9639e-05i,-0.00047156+0.00060798i,0.0014026+0.00066188i,0.0019746+0.0011212i,0.0010974+0.0030145i,-0.00016923+0.003407i,-0.00089745+0.0016973i,-0.00065944+0.0012355i,0.00036494+0.00067111i,0.0010426-3.636e-05i,0.0013373-0.00020365i,0.0015615-0.00073795i,0.0015832-0.0014576i,0.0011249-0.0018241i
0.0026306+0.00086103i,0.0033953-0.00085592i,0.0032623-0.0010943i,0.002031-0.00099447i,0.00081828-0.00091367i,0.00088314-0.00075958i,0.0011393-0.0016408i,0.0011176-0.0020464i,0.0012713-0.001898i,0.00092059-0.0014379i,0.00090564-0.0019928i,0.00013496-0.0025113i,-0.00055209-0.00038466i,-0.00029345+0.0018988i,-0.0001358+0.0015179i,0.00025645+0.00076873i,0.00036096+0.0014451i,0.000494+0.0019346i,0.00029426+0.0019245i,-0.0002823+0.0017837i,-0.00064343+0.0011579i,-0.0013798+0.00025861i,-0.0024367-0.00017584i
-0.00053629-0.00080873i,-0.00051265-0.0010138i,0.00075911-0.0012717i,0.0020459-0.00059628i,0.001741+0.00047144i,0.00045046-0.00065599i,-0.0005201-0.0026083i,-0.00050275-0.0029354i,4.1768e-05-0.0027269i,0.00056721-0.0028576i,-0.00090621-0.0025355i,-0.0021672-0.0014239i,-0.0013372-0.00042377i,-0.00047578-0.00092479i,0.00046242-0.0015714i,0.001691-0.0010579i,0.0018328-2.8038e-05i,0.00088271+0.00015234i,-0.00045292-0.00043912i,-0.00048254-0.00046998i,-0.00098128+0.00029089i,-0.0014519+0.001075i,-0.00048544+0.0012452i
0.0013096-0.00012334i,0.0020468-0.0023536i,0.0012925-0.0028635i,-0.00043813-0.0020948i,-0.00050904-0.00026586i,0.0015958+0.00082448i,0.0016832+0.00059535i,9.983e-05+0.00021196i,-0.00014232-0.0010661i,-0.0006524-0.0017369i,-0.0016827-0.0006136i,-0.0022447+0.00052037i,-0.0025304-0.00027249i,-0.0024267-0.002141i,-0.0018258-0.0028231i,-0.0006654-0.001826i,-0.00016197+0.00040288i,-0.00054552+0.0014018i,3.8408e-06+0.00031614i,0.00082606-0.00014024i,0.00071156+0.00047828i,0.0014656+0.0010584i,0.0031768+0.00098754i
-0.0012738+0.00012717i,-7.7742e-05+0.0015814i,-0.0005882+0.0016828i,-0.00019118+0.0021519i,0.0014826+0.0033194i,0.0033686+0.0038499i,0.0049827+0.0034428i,0.0044998+0.0026969i,0.002864+0.0010327i,0.0006181+0.00091679i,-0.0010072+0.0024873i,-0.00080094+0.0021995i,-0.00019777-0.00020023i,1.8088e-06-0.0012953i,0.00058121-0.00052473i,0.0009611-0.00016788i,0.00013283-0.00059706i,-0.00072028-0.00096219i,-0.00019279-0.00022743i,0.00010663-0.00014796i,0.00047131-0.0012757i,0.0013496-0.0019786i,0.0016054-0.002015i
-0.003557+0.00014582i,-0.0029107+0.0013578i,-0.0029675+0.0027933i,-0.0017317+0.00281i,0.0011738+0.001967i,0.0039824+0.00018358i,0.0044992-0.0024803i,0.0038165-0.0020852i,0.0015542+9.2565e-05i,-0.00039996+0.0020878i,0.00061922+0.0026969i,0.0027226+0.0016517i,0.0027805+0.00046036i,0.0031139+0.00060024i,0.0034009+0.00072826i,0.0014433-0.00012085i,-0.00046337-0.00085694i,-0.00027107-0.00083182i,0.0006942-0.00033274i,0.00094346-0.0001728i,0.00073189-0.00048865i,-0.00048254-0.00039499i,-0.0012394+0.00012692i
-0.0024486-0.0041198i,-0.0039219-0.0036534i,-0.0052138-0.0043514i,-0.0043874-0.0046123i,-0.003193-0.0021354i,-0.00033568-0.00046531i,0.0024944-0.0010038i,0.0020653-0.00087821i,-0.00040572-0.00041907i,-0.001685+5.7307e-05i,-0.0011292+0.00046679i,-0.00013751-3.5249e-05i,0.0020908+0.00096288i,0.0042925+0.0032737i,0.0037257+0.0038297i,0.0010137+0.0030479i,0.0002166+0.0026012i,0.0010848+0.0020494i,0.0015623+0.00090575i,0.0011745+0.00067816i,-0.00049241+0.0010411i,-0.0014504+0.0015609i,-0.0014283+0.0027499i
-0.0038469-0.0096641i,-0.0064425-0.0091858i,-0.010616-0.0065306i,-0.0095782-0.00044247i,-0.0051679+0.0046408i,5.0347e-05+0.0033309i,-0.00040401-0.0017967i,-0.0041987-0.0035666i,-0.0052544-0.0019785i,-0.0039415+0.00032461i,-0.0025081+0.0012374i,-0.000638+0.0018848i,0.002924+0.0026518i,0.0055633+0.0025262i,0.0053079+0.002319i,0.0036871+0.0026497i,0.0026297+0.0023753i,0.0020836+0.0012471i,0.00071947+0.00020108i,-0.00064236-9.0685e-05i,-0.00075791+0.00060327i,-0.0010051+0.0016918i,-0.0004082+0.0022007i
0.020895+0.018201i,0.026438+0.013099i,0.03278+0.0035082i,0.023784-0.0053005i,0.010858-0.011034i,-0.0031157-0.0071133i,-0.010385+0.0043366i,-0.009215+0.0087916i,-0.0034385+0.0065018i,0.00050015-0.00081946i,-0.0031982-0.0056838i,-0.0074931-0.0035801i,-0.010814-0.0013544i,-0.015281-0.0018199i,-0.015891-0.0021854i,-0.0093209-0.0010239i,-0.0021806+5.2285e-06i,-0.00080449+0.0015712i,-0.0020445+0.0041046i,-0.0010735+0.0053695i,0.0014048+0.0027797i,0.002606-0.0012521i,0.0013844-0.0033491i
0.0033377+0.0038112i,0.0058009+0.0010526i,0.0085981-0.0025099i,0.006923-0.0041723i,0.0046471-0.002539i,0.0036925+0.0016001i,0.0039196+0.0054306i,0.002595+0.0055777i,0.0012925+0.0023503i,0.00066013-0.0010293i,-0.0017471-0.00066931i,-0.0047034+0.00075949i,-0.0059026-0.00063564i,-0.0055198-0.0026582i,-0.0042766-0.0038752i,-0.0025085-0.0036916i,-0.001578-0.0023974i,-0.0017927-0.00086765i,-0.0023138+4.6425e-06i,-0.0019296-0.0011968i,-0.0010935-0.0027172i,1.4176e-05-0.0028927i,0.00021885-0.0026116i
