-0.0058058-0.00011051i,-0.0048197+0.00057535i,-0.0050969+0.0020446i,-0.0036398+0.0028497i,-0.00088141+0.0025355i,-0.0003534+0.0016737i,-0.00052393+0.00038314i,-7.1739e-05+0.0001463i,-0.00065822+0.00045492i,-0.00051152+0.0013087i,-0.00043277+0.0016709i,0.00034736+0.00093632i,0.00067901-9.7591e-05i,-0.00054211-0.0013546i,-0.00118-0.0018367i,-0.00078051-0.0014888i,-0.0012651-0.00035935i,-0.0015965+4.2472e-05i,-0.00078549-0.00062998i,8.8534e-05-0.00096159i,0.00052989-0.00068764i,0.00025906-0.00060539i,-0.00063983-0.00012659i
0.00012416+0.0014594i,0.00092306+0.0016587i,0.0007088+0.0012403i,0.00094035-0.00051125i,0.0010135-0.0018548i,0.00010192-0.0016796i,-0.00064769-0.00044691i,-0.00026527+0.00040392i,1.0834e-05+0.0010224i,-0.00013626+0.0010949i,5.6379e-05+0.0010294i,0.00018556+0.00094832i,-6.6933e-05+0.00059626i,-0.00015007-8.6728e-05i,0.0001957-0.00056395i,0.00071795-0.00053972i,0.00068942-0.00030006i,0.00080131-0.00063041i,0.00078528-0.00030716i,9.9616e-05+0.00024195i,-9.4707e-05-0.00033018i,-0.00019845-0.00064893i,-0.00019646-0.00041701i
-0.00066401+0.00016305i,-0.0014675-0.00013917i,-0.0020492-0.00071114i,-0.0021259-0.0012046i,-0.002081-0.00084477i,-0.0013993-0.00038675i,-0.00051566-0.00035882i,-0.00035323-0.00036731i,-0.00037721+0.00015139i,-9.1261e-05+0.0010075i,-0.00052053+0.00084205i,-0.00040302+0.00012151i,0.00091398-0.00038596i,0.0012153-0.00059041i,0.00077023-0.00027548i,0.00063202+0.00025957i,0.00060399+0.0001557i,-0.00016675-0.00062463i,-0.00071066-0.00056672i,-0.00096881-0.00063738i,-0.00070917-0.0012237i,-0.00033195-0.0011768i,-0.00045498-0.00083465i
0.00031817+0.0010315i,0.001457+0.0010721i,0.0026336+0.00098728i,0.0027031+0.00041276i,0.0014837-2.4061e-05i,0.00048977-0.00039323i,-8.1077e-05-0.00054521i,-0.00031592-0.00012487i,-0.00080003+0.00073324i,-0.00035022+0.0010886i,-0.00025101+0.0010546i,-2.4081e-05+0.00022026i,0.00052287-0.00021688i,-1.9354e-05+2.8471e-06i,-0.0004325+0.00045032i,-0.00041351+0.00033224i,0.0001885-0.00042355i,0.00081674-0.0005215i,0.000659-0.00087601i,0.00074608-0.00084942i,0.00052231-0.00030878i,-6.7121e-05+0.00012032i,0.0001294-4.2035e-05i
-0.00024034+0.00027099i,-0.00058352+0.00052441i,-0.00088225+0.00042643i,-0.00082604-0.00036775i,-0.0017036-0.00037245i,-0.001747+7.5677e-06i,-0.00062248+0.00020276i,0.0002827+0.0015503i,0.0006922+0.0017022i,0.00036107+0.00048791i,-0.00024864+0.00055336i,-0.00023724+0.00082887i,-6.5798e-05+4.1659e-05i,-0.00047125-0.00076011i,-0.00030342-0.00029821i,-0.00014767-9.833e-05i,1.2505e-05-0.00092151i,6.0797e-05-0.00059591i,8.3754e-05-0.0008016i,0.00044835-0.001305i,-5.21e-05-0.00031939i,-0.00051677+9.5285e-05i,7.1011e-05+0.00015005i
-0.0011773-0.00040853i,-0.0020419-0.00024945i,-0.0016634-0.00022279i,-0.00062016-0.00056985i,-0.00027504-0.00064864i,-0.00046866-0.00025406i,9.4266e-05-0.0002381i,0.00027168-0.00034545i,0.00054051+0.00034878i,0.00097243+0.001528i,0.0008109+0.0015806i,0.00077783+0.0011297i,0.00039488+0.00073664i,-0.0001417+0.00056751i,0.00011227+0.00023346i,1.4138e-05-0.00013171i,-1.6893e-05-2.3086e-05i,0.0006477-0.00030862i,0.0004713-0.0003717i,-0.00019612-0.00016723i,0.00010178-0.0002655i,-8.6918e-05-0.00076095i,-0.00012704-0.00087385i
0.00054734+0.00132i,0.001158+0.00044988i,0.00074184+6.3042e-05i,-5.9702e-05+0.0005121i,3.9072e-05+7.5478e-05i,-0.00045137-0.00060698i,-0.0011433-0.00011i,-0.00039218+0.00031615i,0.00067453+0.00027114i,0.00060107+0.0001277i,0.00015874-0.00053559i,-0.00026055-0.00033707i,-0.0011266+0.00038337i,-0.0013525-0.00031083i,-0.00085423-0.00034852i,-0.00098244+0.00036463i,-0.00071693+0.00035508i,-0.00011067+4.9415e-05i,0.0002529-0.00035785i,0.0003887-0.00032145i,-0.00067237+0.0005846i,-0.0011377+0.00052275i,-7.8078e-05+3.8111e-05i
0.00071364-0.00074885i,0.0008014-0.00064868i,9.6869e-05-0.00050849i,0.00025528-0.00095415i,2.2678e-05-0.00080942i,-0.00014271-0.00068091i,-0.00075156-0.00070279i,-0.00045876-0.00021443i,0.00027369-0.00086633i,-0.00014877-0.0012105i,-0.00042665+0.00023112i,-0.00012655+0.00018946i,0.00059024-0.00065399i,0.00040157-0.00082799i,0.00016566-0.00059437i,-0.0002336-3.5926e-05i,-0.00017124-0.00039071i,0.00058101-0.00046532i,0.00079538+0.00021465i,0.00084269-6.8938e-05i,0.00030172-0.00056895i,1.1378e-05-0.00016978i,0.00015099-7.133e-06i
0.0010746-0.0001365i,0.0010133-0.0004149i,0.0013486-0.00091348i,0.0004257-0.0010115i,-0.00087266-0.001716i,-0.0019422-0.0019482i,-0.0017517-0.00079737i,-0.0007986+0.0010082i,-0.00081322+0.0018284i,-0.00088208+0.00064081i,-0.00048086+0.00017199i,-0.00083312+0.00077095i,-0.00097622+0.0012046i,-0.00039924+0.00085817i,0.0002447+0.0003111i,0.00057149+0.00041323i,0.00028964-3.5151e-05i,0.00030479-0.00035338i,0.00015789-0.00017934i,-0.00056199-0.00065799i,-0.00043279-0.0010951i,0.00013392-0.00047217i,0.00010133+0.00052275i
0.00050839-0.00052382i,-0.00060669-0.00097312i,-0.0012392-0.00098976i,-0.0017861-0.0018482i,-0.0018244-0.0024966i,-0.00093846-0.0017728i,-0.00027935-0.00099172i,-6.5887e-05-0.0010875i,0.0003078-0.00085953i,0.00056231-0.0004413i,-0.00033625+0.00029396i,-0.00040132+0.00076146i,-0.00010872+0.00035045i,-0.00068012-8.5982e-05i,-0.00064262+7.767e-05i,-0.00022407+0.00018956i,-0.00029395-0.00014949i,-0.00035834-0.00048114i,-8.4212e-05-0.00061969i,-0.0001416-0.00055355i,0.00032697-0.00048084i,0.00088791-0.0002853i,0.00060066-0.00024966i
0.0013839-0.0029792i,0.00032849-0.0032969i,-0.0011757-0.0026509i,-0.0019734-0.0012335i,-0.002172-0.00047231i,-0.0017322+0.00021875i,-0.00070008+0.00086355i,0.00025914+0.00057731i,0.00024244+7.9068e-05i,-0.00097546+0.00050147i,-0.0007577+0.00067345i,-0.00032199+0.00039589i,-0.00039623+0.00074742i,0.00015327+0.00075892i,0.00082795+0.00063154i,0.00070722+0.00042689i,3.7099e-05+0.00026052i,-0.00033917+0.00053348i,-0.00047082+0.00043667i,-0.00025531-3.7422e-06i,-5.5053e-05-0.00074771i,0.00023809-0.0011905i,0.00052387-0.00094109i
-0.0014091-0.00020394i,-0.0018683+0.00037992i,-0.0026709+0.00044649i,-0.0022243-6.6985e-05i,-0.00025595+0.00012876i,0.00025885+0.00061493i,0.00066071+0.00088202i,0.00020866+0.00047787i,-0.00072605+0.00017527i,-9.3014e-05+0.00091133i,-4.1412e-05+0.00077323i,-0.00010731+0.0003552i,-0.00018158+0.00059748i,-0.00050146+9.5376e-05i,-0.00056791-0.00057371i,-0.00059555-0.0010912i,-0.00056893-0.0011329i,0.00013048-0.0010257i,0.00060498-0.00026516i,-0.0004537+0.00014485i,-0.00067201+0.00020157i,-0.00020103-0.00020769i,0.00018338-0.00063907i
9.0856e-05-0.0010276i,-0.00060019-0.0017965i,-0.00051994-0.0013961i,-0.00043333-0.0011821i,-0.0006167-0.001089i,-0.001367-0.00066623i,-0.00090858-0.00074037i,6.5238e-05-0.00012156i,-0.00039631+0.00095273i,-0.0010089+0.0012754i,-0.00086225+0.00037224i,-7.669e-05-7.4231e-05i,0.00066951-0.00014311i,0.00033502+2.8915e-05i,0.00020381+5.5697e-05i,0.00046217-0.00026439i,0.00091231-0.00036901i,0.00088468-1.6098e-05i,0.00054655+0.00052781i,0.00043342+3.3487e-05i,0.00014477-0.00016597i,5.4495e-06+0.00039055i,-0.00058976+0.00055981i
-0.0021419-0.00012116i,-0.0018133+0.00020958i,-0.0014053+0.00075191i,-0.0011166+0.0013195i,-0.00071903+0.0012989i,-0.0002576+0.00081521i,0.0005041+0.00074204i,0.00064681+0.00027302i,-0.00011053+5.1597e-05i,-0.00038285+0.0004999i,9.1953e-05+0.00051135i,0.00035959+0.0003277i,-4.7064e-05-0.00018694i,-0.0004345-0.00074998i,-0.00069373-0.0012286i,-0.0011777-0.0010841i,-0.00070693-0.0010259i,-5.7197e-05-0.00065597i,0.00012969-0.00036265i,-5.8881e-05-0.00090467i,0.0003153-0.0012786i,0.0007092-0.00084507i,0.00082395-0.00056281i
0.0018711+0.00064913i,0.0017977+0.0009902i,0.0016619+0.00041464i,0.0010412-0.0013474i,-0.00053094-0.0016658i,-0.0018963-0.00029874i,-0.00087355+0.00086168i,0.00061275+0.00091263i,0.0001092+0.0011677i,-0.0007081+0.0011985i,1.6167e-05+0.001006i,0.00021278+0.00050572i,-0.0003141-0.00054024i,0.00027521-0.00087463i,0.00064629-0.00017716i,0.00017041-0.00043888i,0.00035705-0.0007121i,0.00052724-0.00020238i,-7.1387e-05+9.289e-05i,-0.00022219+1.177e-05i,0.0001438-0.00019182i,9.8547e-05-0.00042577i,-0.00069306-0.00056904i
-0.00073727+0.00028697i,4.4512e-06+0.00041222i,0.0010144+0.00018644i,0.0010588-0.00011644i,0.0014321-0.00055385i,0.0013355-0.0010032i,-0.00025422-0.00069531i,-0.00059039+0.00045696i,-0.00015418+0.001001i,-0.0005339+0.0004714i,-0.00053922-4.1366e-05i,-0.00042553-0.00039614i,-0.00055881-0.00015383i,-0.00058576+0.00012968i,-0.00064626+0.00054377i,0.00011037-6.9159e-05i,0.0006987-0.00059425i,0.00062063-8.4887e-05i,0.00041736-0.00034216i,-0.0007323-0.0005741i,-0.00063506-0.00037983i,9.5857e-05-0.00036837i,0.00010079-0.00051971i
0.0018484-0.0017055i,0.00085023-0.0017754i,0.00038549-0.0022675i,-0.0010017-0.0019415i,-0.0025317-0.0012112i,-0.0025632-1.8453e-05i,-0.0015364+0.00031493i,-0.00034648-0.00048792i,0.0001931-0.0010134i,0.00014376-0.00034331i,-0.00048771+0.00050222i,-0.00048377+0.00048203i,-0.00011888+0.0010051i,-0.00015471+0.0011171i,-0.00030172-0.00028906i,-0.000354-0.0010011i,-2.7433e-05-0.00061968i,0.00042576-0.0010694i,1.8428e-05-0.0013873i,-0.00016429-0.0010799i,0.00038947-0.00055805i,0.00064541+8.7316e-05i,0.00049455-0.00010855i
0.0011997+0.001623i,0.002131+0.0021599i,0.0030597+0.0012308i,0.0027997-0.0014013i,0.0021421-0.0029844i,0.00075944-0.002231i,-0.00058976-0.0011553i,0.00023731+8.4861e-05i,0.00041352+0.00093754i,0.00021031+0.0010526i,0.00040514+0.00056377i,-0.0005871-4.808e-05i,-0.0010252+0.00030563i,-0.00098831+0.00068059i,-0.0011271+0.00028297i,-0.00061107-0.00012684i,0.00040913+0.00034228i,0.00047757+0.00054561i,0.00026532+2.836e-06i,0.00013856-7.0255e-05i,-7.1459e-05-9.2153e-05i,1.0357e-05+0.00014544i,0.00021044+0.00023267i
-0.0012677-0.00095449i,-0.0018585-0.00046195i,-0.0025206+0.0011497i,-0.0019303+0.0016544i,-0.00041475+0.00088071i,0.00010769+0.0003772i,0.00054275+0.0010489i,0.00015526+0.001669i,-0.00010102+0.0009721i,-2.6072e-05+0.00050295i,-3.2426e-05+0.00092618i,-0.00036575+0.00075323i,-0.00048358+5.2001e-05i,-0.00071796-9.3725e-05i,-0.0013181-0.00048019i,-0.00091015-0.00035782i,-2.8009e-05+0.00023101i,0.00068536+0.00039008i,0.0006861-0.00042698i,0.00022362-0.00071612i,0.00035413-0.00069975i,0.00058296-0.00046637i,0.00013823+0.00069741i
-0.00013255-0.00023479i,0.0012557-0.00083919i,0.0013395-0.0011353i,0.0004056-0.00067068i,-0.00026316-9.0618e-05i,-7.4404e-05-0.00038807i,0.0002433-0.0001913i,0.00020112+2.0216e-05i,-0.00026281-0.00038364i,-0.00042091-0.00015771i,-0.0005816+0.00030109i,-0.00082837-3.2748e-05i,-0.000402-1.1912e-05i,0.00038067+0.00039717i,0.00058737+0.00052252i,0.00018415+0.0001901i,0.00040725-0.00046764i,0.0012154-0.00016388i,0.0012225-0.00027987i,0.00031321-0.00078988i,-0.0001985-0.00021559i,-0.00034151+0.00011622i,-0.00031596-0.00023057i
0.00020684-0.0010893i,-1.9237e-05-0.00011065i,0.00046444+4.7061e-06i,0.00048401+0.00025185i,-0.00062473+0.00011268i,-0.00034105-0.00070232i,2.4787e-06-0.00030431i,-0.00031886+0.0008524i,0.00013876+0.00075426i,0.00075862+0.00027124i,0.00039767-0.0001878i,-0.00055698-0.00044708i,-0.00069885-0.00053493i,-0.00051954-3.8123e-05i,0.00020536+0.00083097i,0.00070983+0.0011042i,-2.4353e-05+5.0406e-05i,-0.00086402-0.00063403i,-0.00084849-0.00047945i,-0.00093632-0.00045901i,-0.0011328-0.00088659i,-0.00079171-0.00088811i,-0.00021746+5.9447e-05i
0.0021157+1.2702e-05i,0.0024188-0.0025018i,0.0012155-0.0040697i,-0.00015273-0.0040199i,-0.00089253-0.0034005i,-0.0012577-0.0019492i,-0.0010353-0.00034939i,-6.3706e-05+0.00043845i,0.00063967+0.000756i,0.00047265+0.00063464i,0.00046362+0.0003243i,-0.00011855+0.00052325i,-0.00060699+0.00063509i,-0.00054927+0.00021699i,0.0002099-2.9856e-05i,0.00103+0.00022494i,0.00052544+0.0009152i,3.3967e-05+0.0013559i,9.7736e-05+0.0012603i,0.0003698+0.0009187i,-0.00024342+0.00068738i,-0.00071589+0.00026051i,-0.00051438-7.6459e-06i
-0.00058165-0.00081289i,-0.0012774-0.0003438i,-0.0018407+8.946e-05i,-0.0012287+0.00024543i,-0.00055002-0.00024764i,-0.00080621-0.00028135i,-0.0005161+0.00036695i,2.0495e-05+0.00065232i,-0.00019034+0.00092156i,-2.1492e-05+0.00060089i,0.00013639+0.00029241i,-0.00038262+0.00011774i,-0.00058984+2.638e-06i,-7.5711e-05+8.1551e-05i,-8.8619e-05+4.1299e-05i,0.00011213-0.0004723i,-7.894e-05-0.00034624i,-0.00039263-0.00012035i,-0.00037075-0.00023873i,-0.00033507+0.00042412i,-0.00018547+0.00030875i,-0.00043469-0.00050804i,-0.00028694-0.00058351i
-0.0008654-0.00015952i,-0.00090087+0.0011845i,0.00051803+0.0024795i,0.001358+0.0019958i,0.0011089+0.0004225i,0.0004039-0.00060216i,0.00040931-0.00048075i,9.0773e-05+0.00026839i,-0.00064861+0.00077807i,-0.00024053+0.0013427i,-0.00012623+0.0011483i,-0.0011037+0.00083105i,-0.00081947+0.00022421i,-0.00012317-5.229e-05i,-6.6814e-05+4.3287e-05i,-0.00016333-1.172e-05i,0.00037462+0.00064155i,0.00055608+0.00089845i,-0.00049604+0.0001655i,-0.00061001-0.00034012i,0.00036427-0.00033788i,0.00012596-0.00010639i,-0.00013415+0.00036571i
-0.000478+0.00019137i,0.00074977+0.00060398i,0.00058737+0.0013218i,0.0011077+0.00060763i,0.0012832-0.001299i,1.2053e-05-0.0020904i,-0.00022227-0.0016659i,0.00022721-0.00070957i,0.00066885+0.00056751i,0.00027418+0.0012333i,-0.00073519+0.0011811i,-0.00066804+0.00090273i,7.7164e-05-0.00018139i,-0.00053945-0.00060052i,-0.00079068+0.00047573i,5.2715e-05+0.0011878i,0.000693+0.00054087i,0.00072151+0.00021213i,0.00042925+0.00015612i,7.4872e-05-0.00019811i,-0.00059336-0.00028361i,-0.0008779-0.00023157i,-0.00041367-0.00030813i
0.00059506+0.0012682i,0.0006325+0.0011095i,0.00038128-0.00036926i,0.00083471-0.00086155i,0.00035253-0.00084389i,-0.00069232-0.00045575i,-0.0009801+0.00098953i,-0.00053407+0.00097941i,-0.00046436+0.00067038i,-0.0012052+0.00076696i,-0.0011452+1.6242e-06i,0.00040303-0.00049276i,0.0010777+9.0372e-05i,-0.00018502+0.00017056i,-0.00055392-0.00021609i,0.00029469-0.00059856i,0.00048418-0.00071787i,0.00032581-0.00052252i,0.00050803-0.00020979i,0.00039653-0.00027491i,0.0001309-0.00044723i,0.00014844-0.00035847i,0.00029859-0.0004269i
-0.0010248-3.2027e-05i,-9.5937e-05-0.00012083i,0.00017532+0.000251i,0.00076871+0.0001094i,0.00024664+0.00073215i,-0.00022979+0.0011063i,0.00030462+0.00066912i,0.00055899-0.00015861i,0.0003316+0.00058262i,-0.00039814+0.0019433i,-0.00067504+0.0015445i,6.7839e-05+0.00031319i,0.00065441-3.2745e-05i,0.00086411-0.00045309i,0.00043508-0.0005456i,0.00015453+0.00041179i,-0.00010605+0.0010854i,0.00027486+0.00094811i,0.0011432+0.00033812i,0.00065694+5.6959e-05i,-0.00024486-4.0382e-05i,-0.0009928-0.00020066i,-0.00093135+9.1129e-05i
0.0019515+0.0003774i,0.0032022-0.00013284i,0.0026757-0.0021256i,0.0016976-0.0031337i,0.0013718-0.0032792i,0.00030792-0.0024143i,-0.00056806-0.00081537i,-0.00060837+0.00020183i,0.000453+0.00090599i,0.00094044+0.00056682i,0.00096982+0.00033077i,0.00066901+0.00055699i,-0.00046109+0.00098892i,-0.0011063+0.00082489i,-0.00070302+0.00012638i,6.3006e-05-0.00011947i,0.00031853-0.00020765i,0.00046548-0.00043762i,0.00056247-9.9032e-05i,0.00022937+0.0003426i,-6.975e-05+0.0001854i,0.00011463-0.00028595i,0.00023955-0.00061246i
0.0015145-0.00066845i,1.4811e-05+0.0005745i,0.00017705+0.00027459i,-0.0002869-0.00056724i,-0.0014473-0.00058648i,-0.0011491+0.00029972i,-0.00045679+8.4554e-05i,-0.00027345-0.00071397i,-5.4749e-05-0.00052428i,-0.00023295-0.00013787i,-0.00033449-0.00052323i,-0.00046019-0.00032009i,-0.00053815+7.3572e-05i,0.00041504-6.2455e-05i,0.0012135+0.0001329i,0.00032414+0.0001408i,-0.00076453-0.00048472i,-0.0004884-0.00065867i,-0.00019987-0.00063256i,7.3871e-05-0.00060622i,-0.00030782+6.7898e-06i,-0.00049614-0.00032827i,-6.3866e-05-2.3604e-05i
0.00016918+0.00051054i,-0.00019846+8.0475e-05i,-0.0014627+0.00021449i,-0.0018623-0.00036678i,-0.00043487-0.00097705i,-0.00025327+1.1326e-05i,-0.00096075+0.00038456i,-0.00052174+0.00054198i,-0.00070337+0.0010208i,-0.0012057+0.00059711i,-0.0001953+0.00069661i,-7.6839e-05+0.00097495i,-3.4566e-05+0.00055747i,0.00082177+0.00074416i,0.00063408+0.00052857i,-5.2239e-05+0.00024763i,-0.00028443+0.00033486i,-0.00020394-0.00028595i,-0.00049277-0.00038606i,-8.0785e-05+0.00010395i,0.00063417+0.00058463i,0.00031682+0.0012146i,0.00011376+0.0010478i
-0.00065044-0.0015682i,-0.00037099-0.0015338i,-0.00084217-0.0016782i,-0.0018033-0.0012612i,-0.001791-0.00055487i,-0.0011591-0.00019771i,6.9968e-05-0.00055133i,0.00094628-0.00030158i,0.001048+0.00092425i,0.00014704+0.0009343i,-0.00068792+0.0001688i,-0.00043267+9.6393e-05i,1.111e-05-0.00042721i,-0.00013871-0.0012194i,-9.1214e-05-0.0018399i,0.0001167-0.0012529i,0.0006594+0.00025631i,0.0010302+0.00052541i,0.00041229+0.00067142i,0.00034841+0.00099955i,-0.00017978+0.00034714i,-0.00094343-9.2037e-05i,-0.00093925+0.00046251i
0.00013439+0.00052091i,0.00047816-5.9863e-05i,0.00085844-0.00075968i,0.0010277-0.0012354i,-0.00030464-0.0011208i,-0.0012488-0.00078876i,1.3464e-05-0.00054911i,0.0010182-0.0003695i,0.0010889+4.8442e-05i,0.00057866+0.00053689i,-0.00027969+0.00054891i,-5.652e-05+0.00022261i,0.00069077-0.0005958i,0.00040845-0.00074664i,1.6615e-07-0.00035819i,0.00011043+0.00020617i,-0.00054546-1.9685e-05i,-0.00072583-0.00027743i,0.00026035-0.00034874i,0.00079947-0.0013587i,0.00043206-0.0015439i,-0.00040886-0.00066301i,-0.0011963-5.7588e-05i
-0.0029123+0.0011412i,-0.0029997+0.0013759i,-0.0034649+0.001034i,-0.0018784+0.00098762i,-0.00016817+0.0011372i,-0.00063091+0.00097844i,-0.00079572+0.0012218i,-0.00020035+0.0015726i,-1.1005e-06+0.0011097i,-0.00026349+0.00073327i,-0.00056934+0.00056253i,-0.00015653+0.00017976i,-0.0002037+0.00020517i,-0.00045843+0.00037601i,-0.00030116+7.0011e-05i,-0.00042926-0.00024936i,-0.00099145-0.00047511i,-0.00098743-0.00049428i,-0.00026052-0.00083258i,-0.00044523-0.0011944i,-0.00056115-0.00069661i,-0.00048766-0.00025735i,-0.00024895+7.8257e-06i
-1.1058e-05-0.00084936i,-0.00076334-0.0018168i,-0.0010266-0.001763i,-0.00085185-0.0014001i,-0.00056376-0.00057683i,-0.0010058+0.00016697i,-0.0012368+9.6904e-05i,-0.00027434-0.00034002i,-7.6161e-05+0.00018587i,-0.00069364+0.00050385i,-0.00089185+0.00013286i,-0.00048727+0.00013454i,3.4309e-05+0.00036183i,0.00044215+0.0001066i,0.00072281+0.00013737i,0.00097059+0.00048377i,0.00053434+0.00091613i,-0.00010078+0.00097083i,-0.00019688+0.00029584i,8.6902e-05+6.7095e-05i,0.00043767-0.00058295i,0.00052619-0.0004379i,0.00032866-0.00037829i
0.00072348-0.0015788i,-0.00017315-0.002104i,-0.00047336-0.002067i,-0.0013829-0.0015578i,-0.001891-0.0010184i,-0.00087-0.00013687i,-0.00025474+0.00047736i,7.282e-05+0.00019878i,0.00022119+0.00054145i,-0.00040863+0.00051901i,0.0001331-4.8869e-05i,0.0011457-0.00030752i,0.0014951-0.00015071i,0.0012608+0.00044638i,0.00010769+0.0001691i,-0.00092056-0.00041392i,-0.00082446-0.00018569i,0.00014474+0.00030223i,0.0005988+0.00030598i,0.00079229-0.00031184i,0.00060623-0.0011817i,-9.5931e-05-0.001649i,-0.00070091-0.0015961i
1.6525e-05+0.0013782i,-0.00015744+0.001934i,-0.00064584+0.0011632i,-0.00075153-0.00081085i,-0.00035657-0.0017988i,0.00016669-0.001978i,0.00042975-0.0013337i,0.00025782-0.00016722i,0.00037176+0.00036351i,-6.3759e-05+0.00020897i,-0.0011687+0.00020612i,-0.0015971-0.00021079i,-0.0015575-0.00067974i,-0.0010655-0.00028501i,0.0003512+2.7284e-05i,0.00048282-0.00070146i,-0.0001024-0.00089087i,-0.00012448-0.00076373i,-0.00049034-0.00098687i,-0.00066291-0.0010824i,-0.00084828-0.0006996i,-0.0005966+0.00020022i,-0.00054571+0.00061095i
-0.00037751+0.00067441i,0.00016924+0.002014i,0.00064825+0.00069313i,0.001201-0.0015144i,0.0013714-0.0023195i,0.00093258-0.0023476i,-3.5466e-05-0.0014969i,-0.00015964-0.00017824i,-0.00044119+0.00027117i,-8.5521e-05+0.00060314i,0.00059629+0.00084276i,-0.00011747+0.00044323i,-0.00058954-0.00018525i,0.00012679-0.00017817i,0.00046343+0.00042126i,0.00032058+0.00078312i,0.00020067+0.00057331i,-0.00020681-3.7647e-06i,-0.00061003-0.00035407i,-0.0002775-0.00049242i,-0.00048689-0.0003644i,-0.0010297-0.00067729i,-0.00046768-0.00084624i
-0.0024865+0.00032287i,-0.0017759+0.0010104i,-0.00079164+0.00074691i,2.588e-06+4.9316e-05i,-0.00016345+7.5311e-05i,-0.0010739-0.00013084i,-0.0011119-0.00019733i,-0.0007508-7.146e-05i,-0.00073273+0.00036774i,-0.00034558+0.0010082i,0.00019905+0.0010393i,-1.8537e-05+8.8843e-05i,-0.00028855-0.00036306i,1.2096e-05+0.00015473i,0.00053094+0.00031862i,0.00040409+0.00088416i,-0.00014857+0.00087979i,-0.00060307+0.00065873i,-0.00097387+0.00071384i,-0.00040126-1.9998e-05i,0.00041996-0.00079973i,0.00027314-0.00083527i,-0.00039072-0.0010161i
0.00041991-0.00050317i,0.00090509-0.00060487i,0.00031058-0.0011374i,-0.00049782-0.00057792i,-0.00083683+0.00024679i,-0.00042723+0.00061097i,-0.00038641+0.00076243i,-0.00085226+7.1086e-05i,-0.00078704+0.00013702i,-0.00056646+0.0016557i,-0.00076748+0.0021514i,-0.00055629+0.0011424i,0.00020992+0.00020138i,0.00034002-0.00018094i,0.00025636+0.00017998i,0.00029006+6.6092e-05i,1.9682e-05-8.1231e-05i,-0.00022449+0.00072764i,0.00027688+0.00049813i,0.00060317-0.00090105i,0.00018511-0.0010256i,-0.00043984-0.0002547i,-0.00065112-0.00014927i
-0.00053128+0.00051489i,0.00054244+0.00079838i,0.00097879+9.1405e-05i,0.00078133-0.0014917i,0.00020786-0.0019942i,0.00037362-0.00082411i,0.0006246+0.0003167i,5.1911e-05+0.00042105i,-0.00052243+0.00059673i,-0.00046561+0.0010225i,-0.00032677+0.00093974i,-0.0002794+0.00093279i,-0.00032046+0.00085599i,-0.00028145-7.4998e-05i,-0.00010298-0.00050408i,-0.00025511-8.3494e-05i,-0.00066009-0.00015849i,-0.00052807-0.00034374i,-0.00021769-0.00039791i,-0.00050137-0.00037956i,1.996e-05-0.00036188i,0.00057587-0.00041088i,0.00082889+8.5584e-05i
-0.00076255+0.0011353i,-0.00098844+0.00089253i,-0.00092507+0.00059973i,-0.0003586+0.00052093i,-0.00019704+0.00046167i,0.00031397+0.00029749i,0.00035833-1.9284e-06i,-0.00034545+3.0562e-05i,-0.00036322+0.00029484i,-0.00022604+0.00033436i,-0.00042038+6.9632e-05i,-0.00063371+0.00033056i,-0.00034733+0.00093823i,0.00015353+0.00053421i,0.00088966-3.1674e-05i,0.0010243-0.00028507i,4.8085e-05-0.00087041i,-0.00090093-0.00092996i,-7.1979e-05+0.00035178i,0.00056959-3.518e-05i,-5.2455e-05-0.0010569i,-0.00060064-0.00038167i,-0.00076369-6.2295e-05i
-0.0013809+0.00076472i,0.00023671+0.00010739i,0.0013452-0.00057134i,0.0007599-0.0007511i,0.00048214-0.0013035i,0.0004992-0.0014893i,-1.576e-05-0.00094553i,-0.00047217-0.00033741i,-0.00047018+0.00016523i,-0.00015729+0.00052067i,9.7134e-05+0.00065199i,0.00060205+0.00067852i,0.0010295+0.00064843i,0.00049343+0.00011663i,-0.00026055+0.00018754i,-0.00032479+0.00055075i,-0.00018227+0.00048215i,0.00027334-3.8617e-05i,0.00081067-0.0010121i,0.00090109-0.0012097i,0.00032453-0.00028986i,-0.00032526-0.00058482i,3.0579e-05-0.00070698i
0.001392+0.0005923i,0.0020638+0.0013569i,0.0015392+0.0014348i,0.00063733+0.00061096i,0.00053896-0.00067639i,7.9763e-05-0.00053136i,0.00032361+0.00038585i,0.00055351+0.00079562i,0.00018653+0.00075911i,0.00028309+0.00070167i,0.00051217+0.0010799i,0.00030213+0.0011817i,0.00014755+0.00093249i,0.00031999+0.00041986i,0.00020555+0.00033056i,0.0001492+0.00077517i,-5.9175e-05+0.0004347i,8.0634e-05-0.00029956i,-3.4506e-05-0.0005144i,0.00035366-0.00069479i,0.00082738-0.00050955i,0.00031511-8.3926e-05i,0.0001501-0.00019445i
