-0.0010185+1.7023e-05i,-0.00076303+0.00014016i,-0.0026476+0.0004333i,-0.0022985+0.00020033i,-0.001795+0.0002333i,-0.0018206+0.0010855i,-0.0015653+0.0011496i,-0.00088186+0.00046004i,0.00040366+0.0003694i,0.0013361+0.00051109i,0.0016393+0.00062138i,0.0015833+0.00041009i,0.00094749+0.00041021i,0.00080935-0.00017852i,0.00067578-0.00012476i,-0.00049544+0.00051319i,-0.00088034+0.00054063i,-0.00022892+0.0003402i,1.4654e-05+0.00033467i,0.0001999-4.1103e-05i,0.0002261-0.00032391i,-0.00058041+0.00021108i,-0.00051525+0.0002743i
0.053539+0.010858i,0.15089+0.047072i,0.26578+0.073858i,0.31997+0.026747i,0.29706-0.056274i,0.24038-0.072036i,0.1596-0.048105i,0.083922-0.034129i,0.048018-0.021181i,0.032498-0.0048891i,0.019462+0.013612i,0.010678+0.020982i,0.0076238+0.0086001i,0.012099-0.0053829i,0.021166-0.0060639i,0.031564+0.0026917i,0.044011+0.010312i,0.057465+0.01268i,0.067368+0.0073301i,0.065713-0.010097i,0.048574-0.030429i,0.022832-0.036521i,-0.004962-0.027509i
-0.0063662+0.063931i,-0.0022057+0.16831i,0.035718+0.26804i,0.11411+0.25231i,0.12919+0.15009i,0.017676+0.095326i,-0.066169+0.099133i,-0.05197+0.072538i,-0.035665+0.023888i,-0.043571+0.0070965i,-0.042876+0.0088109i,-0.029669+0.0094816i,-0.013508+0.0044094i,-0.010243-0.010356i,-0.022084-0.026807i,-0.033306-0.038269i,-0.030445-0.045607i,-0.014406-0.057077i,-0.0051662-0.06543i,-0.005886-0.044104i,0.0052607-0.0094737i,0.02527+0.00071718i,0.032497-0.0028821i
-0.053863+0.0042406i,-0.14231+0.005759i,-0.20776+0.013964i,-0.17441+0.026835i,-0.11031+0.0083515i,-0.10325-0.041846i,-0.090996-0.07037i,-0.042478-0.093103i,-0.020796-0.11702i,-0.022097-0.10073i,-0.018185-0.069276i,-0.024929-0.055461i,-0.0301-0.033493i,-0.0030807-0.0019551i,0.0368+0.010183i,0.045485+0.0098588i,0.016392+0.021612i,-0.022765+0.045344i,-0.04348+0.060138i,-0.035415+0.051549i,-0.016972+0.034965i,-0.0095642+0.032072i,-0.0069971+0.036323i
-0.0086842-0.059482i,-0.031632-0.15805i,-0.068055-0.23107i,-0.10244-0.14504i,-0.077347+0.059679i,0.018564+0.15563i,0.082601+0.094278i,0.063647+0.036553i,0.018362+0.040831i,-0.0047349+0.045592i,-0.008167+0.023914i,-0.00025635+0.0050385i,0.0070692+0.0040711i,-0.0016183+0.014642i,-0.017488+0.029451i,-0.024281+0.037449i,-0.022352+0.03625i,-0.016257+0.03497i,-0.0086046+0.033741i,-0.0032613+0.025748i,-0.0042254+0.018161i,-0.0027514+0.016035i,0.0091009+0.0071716i
0.048248-0.016901i,0.11874-0.048312i,0.13719-0.070283i,0.048165-0.05742i,-0.036499-0.033945i,-0.010109-0.023167i,0.032646-0.017599i,0.015552+0.012998i,0.010598+0.047234i,0.036406+0.042484i,0.048814+0.017226i,0.035787+0.0044552i,0.018745+0.0082227i,0.014642+0.010206i,0.018983-0.00052973i,0.029137-0.015731i,0.045783-0.030696i,0.061838-0.037917i,0.06452-0.031509i,0.039171-0.023223i,0.0008362-0.013798i,-0.018621-0.0038384i,-0.018662+0.00011125i
0.024718+0.047552i,0.052889+0.12553i,0.068081+0.16832i,0.051151+0.10064i,0.027369-0.014352i,0.019918-0.06672i,0.019028-0.04593i,0.040068-0.0040268i,0.084739+0.016978i,0.093469+0.022769i,0.065806+0.041367i,0.046887+0.045125i,0.017881+0.0068402i,-0.030485-0.024509i,-0.060867-0.016063i,-0.061079-0.00029511i,-0.053987-0.0088799i,-0.0575-0.042641i,-0.060397-0.069074i,-0.045359-0.053121i,-0.018534-0.019679i,-0.0041897-0.005184i,-0.0078948+0.00082702i
-0.046966+0.034321i,-0.10918+0.091354i,-0.14175+0.13525i,-0.11138+0.095708i,-0.11481-0.0096249i,-0.18804-0.053785i,-0.18249+0.010912i,-0.084092+0.03607i,-0.05012-0.01766i,-0.078073-0.046202i,-0.077022-0.034608i,-0.049439-0.015123i,-0.013064+0.00076351i,0.022222-0.0075747i,0.025579-0.035718i,-0.0048263-0.045845i,-0.038798-0.02237i,-0.058498+0.014824i,-0.057411+0.044876i,-0.033273+0.051178i,-0.0079833+0.028231i,-0.0056257-0.0042973i,-0.014084-0.020007i
-0.037881-0.050283i,-0.08589-0.11099i,-0.098339-0.15621i,-0.026294-0.15227i,0.061166-0.12511i,0.077713-0.084527i,0.02004-0.057277i,-0.032855-0.054784i,-0.050582-0.048038i,-0.059342-0.02035i,-0.053131+0.01122i,-0.034109+0.020254i,-0.02053+0.014551i,-0.011596+0.013386i,0.0029723+0.014207i,0.027053+0.016988i,0.049332+0.035159i,0.057689+0.06647i,0.053356+0.075699i,0.040123+0.042974i,0.022054+0.0058623i,0.013654-0.00041633i,0.016174+0.010813i
0.033518-0.038728i,0.09607-0.1053i,0.15832-0.15115i,0.19412-0.099304i,0.24024+0.020515i,0.27793+0.059606i,0.24341-0.00041482i,0.14584-0.01989i,0.069989+0.028645i,0.048108+0.041374i,0.024122-0.0041617i,0.0075634-0.028782i,0.035136-0.018831i,0.062877-0.014923i,0.055419-0.015237i,0.032667-0.011249i,0.019588-0.019068i,0.033158-0.043682i,0.052096-0.059579i,0.038767-0.052229i,0.0096822-0.036248i,-0.0057007-0.027064i,-0.0094667-0.026955i
0.041671+0.032237i,0.09111+0.063409i,0.10569+0.077655i,0.058213+0.066837i,0.039476+0.052734i,0.076177+0.034532i,0.074656+0.012813i,0.029113+0.0046194i,0.032095-0.00013426i,0.077186-0.012084i,0.10129-0.0081944i,0.079789+0.0055733i,0.017462+0.013839i,-0.033819+0.025214i,-0.03066+0.03436i,0.0035687+0.011009i,0.02208-0.041796i,0.011117-0.084703i,-0.0098736-0.093373i,-0.019977-0.066438i,-0.0078326-0.020412i,0.022061+0.018949i,0.044707+0.036136i
-0.019348+0.044186i,-0.056564+0.10142i,-0.081668+0.14307i,-0.099453+0.13701i,-0.15118+0.12852i,-0.18506+0.11913i,-0.13863+0.075043i,-0.070334+0.026548i,-0.042675-0.00011475i,-0.043699-0.0084362i,-0.041186-0.0088367i,-0.028199-0.01412i,-0.014644-0.021825i,-0.0024138-0.017721i,-0.0012177+0.0083076i,-0.023695+0.056515i,-0.061373+0.097924i,-0.098702+0.10063i,-0.10665+0.075567i,-0.065796+0.045813i,-0.02237+0.015885i,-0.022456-0.0026088i,-0.037606-0.009436i
-0.048574-0.0089181i,-0.11504-0.012543i,-0.18956+0.026342i,-0.22882+0.098271i,-0.24658+0.11939i,-0.25894+0.10215i,-0.22055+0.11714i,-0.1393+0.1158i,-0.098136+0.079161i,-0.088386+0.068531i,-0.058621+0.07817i,-0.032236+0.084156i,-0.021749+0.086195i,-0.014653+0.064879i,-0.023298+0.0091076i,-0.033891-0.048991i,-0.012581-0.065194i,0.033441-0.024768i,0.064099+0.021527i,0.053597+0.023541i,0.023099+0.011723i,0.0096153+0.0085265i,0.010649+0.002893i
0.017535-0.044731i,0.03869-0.10344i,0.057945-0.16196i,0.067249-0.1978i,0.071086-0.21515i,0.053325-0.18566i,0.025354-0.12445i,0.035444-0.072476i,0.058257-0.039473i,0.030218-0.028535i,-0.028577-0.032103i,-0.051642-0.039807i,-0.025726-0.045935i,0.0032489-0.04337i,0.01571-0.023491i,0.032175+0.019413i,0.054092+0.058821i,0.059846+0.057683i,0.041172+0.027876i,0.0068206+0.0042309i,-0.022786-0.0064596i,-0.034235-0.012704i,-0.033282-0.014084i
0.044524+0.0037278i,0.10961+0.016695i,0.17136+0.013383i,0.19273-0.015346i,0.1967-0.059024i,0.20276-0.11362i,0.18066-0.12123i,0.12525-0.082147i,0.088264-0.066788i,0.076649-0.071609i,0.069491-0.053566i,0.058891-0.021063i,0.037875-0.0078929i,0.0051237-0.019425i,-0.035772-0.049352i,-0.077664-0.097753i,-0.10441-0.14547i,-0.096092-0.16085i,-0.0588-0.12544i,-0.016328-0.059325i,0.016913-0.015262i,0.033792-0.011195i,0.038127-0.013135i
-0.0029142+0.03432i,-0.010636+0.057547i,-0.013997+0.024652i,-0.024674-0.080154i,-0.039572-0.14549i,-0.01538-0.09978i,0.024518-0.052055i,0.01704-0.065986i,-0.022695-0.061541i,-0.035177-0.02951i,-0.012154-0.036489i,0.0025369-0.08036i,-0.013906-0.092149i,-0.010927-0.04064i,0.053735+0.03072i,0.12767+0.081558i,0.13102+0.11465i,0.061591+0.13386i,-0.0029153+0.12734i,-0.0077723+0.089026i,0.017682+0.040039i,0.031237+0.013708i,0.033102+0.0099375i
-0.039271+0.0020074i,-0.067215-0.0001522i,-0.046924+0.027394i,0.047267+0.09336i,0.11995+0.15931i,0.089749+0.17391i,0.011089+0.15295i,-0.037135+0.14212i,-0.047845+0.1354i,-0.024763+0.12977i,0.019095+0.13376i,0.056562+0.13729i,0.069952+0.10861i,0.043827+0.044912i,-0.023576-0.006113i,-0.098964-0.020076i,-0.12967-0.013112i,-0.090452-0.0011944i,-0.01796-0.0025579i,0.0221-0.019869i,0.011861-0.02058i,-0.012987+0.0058489i,-0.026837+0.02738i
-0.0067558-0.019609i,-0.021091-0.035226i,-0.080245-0.0026561i,-0.15476+0.087753i,-0.14925+0.14144i,-0.085946+0.1072i,-0.05916+0.027524i,-0.048299-0.021649i,0.0022049-0.017023i,0.027159-0.010829i,-0.015456-0.011865i,-0.049545-0.0010478i,-0.028235+0.016668i,0.020667+0.034166i,0.080301+0.040167i,0.14431+0.023598i,0.18404-0.0073683i,0.16731-0.039368i,0.092257-0.054004i,0.0095482-0.031226i,-0.023138+0.0051118i,-0.010747+0.014678i,0.00056648+0.0043183i
0.034421+0.0021186i,0.06486+0.025078i,0.10324+0.041337i,0.15626+0.011741i,0.19962-0.055928i,0.15818-0.10867i,0.077467-0.082341i,0.065884-0.022439i,0.072358-0.039022i,0.02862-0.078454i,-0.0088605-0.038466i,0.0013463+0.045057i,0.022026+0.071893i,-0.010113+0.019947i,-0.11037-0.028274i,-0.20213-0.020131i,-0.21545-0.0091492i,-0.17193-0.033253i,-0.1181-0.05818i,-0.07592-0.050622i,-0.05269-0.018358i,-0.045559+0.0091998i,-0.03956+0.024261i
-0.00016899+0.029697i,-0.031447+0.077421i,-0.093694+0.13127i,-0.17245+0.19284i,-0.22264+0.23863i,-0.18629+0.17541i,-0.11011+0.027138i,-0.079438-0.075657i,-0.077378-0.080034i,-0.060993-0.055511i,-0.056125-0.078167i,-0.088076-0.1214i,-0.11123-0.10597i,-0.058894-0.0375i,0.054269-0.0040177i,0.13644-0.031951i,0.12896-0.056839i,0.064513-0.03763i,0.016065+0.0086576i,0.018986+0.0292i,0.037673-0.0067322i,0.031699-0.05701i,0.013687-0.080756i
-0.022311-0.0071165i,-0.047498-0.060275i,-0.040648-0.17313i,-0.019294-0.3106i,-0.043747-0.33989i,-0.037279-0.16053i,0.086677+0.030291i,0.17259+0.071523i,0.12038+0.086518i,0.073983+0.1231i,0.090519+0.10099i,0.092624+0.047726i,0.059191+0.014627i,0.00061271-0.0028495i,-0.064397+0.0099182i,-0.09806+0.057293i,-0.083948+0.11022i,-0.025999+0.13513i,0.041501+0.10051i,0.053309+0.029399i,0.014984-0.003431i,-0.0045648+0.016553i,0.0071463+0.03586i
-0.0021098-0.036767i,0.027849-0.060835i,0.074175-0.02814i,0.11232+0.10364i,0.12641+0.21855i,0.089484+0.18465i,-0.016011+0.10396i,-0.090711+0.087008i,-0.052763+0.073313i,0.0050818+0.033525i,0.0056137+0.0022879i,-0.02583-0.021212i,-0.047782-0.027489i,-0.0079137-0.0014773i,0.083731+0.003005i,0.13086-0.042212i,0.097674-0.075716i,0.040577-0.064302i,0.0061996-0.035519i,-0.0047711-0.012262i,-0.0068663-0.0063815i,-0.0071019-0.013855i,-0.013424-0.020034i
0.010391-0.0033333i,0.012544+0.0069561i,-0.045717-0.027878i,-0.15429-0.17438i,-0.20212-0.35739i,-0.14557-0.38966i,-0.036789-0.26675i,0.054911-0.16188i,0.062145-0.13043i,0.0069103-0.099953i,-0.0099223-0.033091i,0.049245+0.031014i,0.10907+0.035477i,0.070165-0.0044968i,-0.045225-0.0004942i,-0.10698+0.05513i,-0.072852+0.068939i,-0.021285+0.021083i,-0.013489-0.016365i,-0.025805-0.00039923i,-0.0068633+0.041236i,0.036579+0.053702i,0.070981+0.037504i
-0.012565+0.034607i,-0.0466+0.083367i,-0.034014+0.16517i,0.11273+0.2371i,0.26887+0.22985i,0.21027+0.13924i,-0.0047361+0.11775i,-0.11494+0.17432i,-0.096506+0.14114i,-0.089452+0.053311i,-0.089002+0.015238i,-0.076506+0.0012762i,-0.067675+2.3824e-05i,-0.033154-0.0034722i,0.006813-0.040881i,0.013848-0.083995i,-0.010049-0.097885i,-0.049355-0.0707i,-0.062245-0.017677i,-0.033294+0.0048265i,-0.014163-0.014647i,-0.030848-0.022615i,-0.049893-0.002494i
-0.040937-0.0082322i,-0.13307-0.061554i,-0.28318-0.12669i,-0.41985-0.10612i,-0.4065+0.0087209i,-0.2122+0.069376i,-0.012319-0.035178i,0.040435-0.15136i,0.017045-0.10668i,0.035423-0.010902i,0.064156+0.0084167i,0.07132-0.013848i,0.069452-0.038598i,0.032416-0.049077i,-0.019514-0.022047i,-0.026462+0.016891i,0.0033213+0.015401i,0.029618-0.020953i,0.040947-0.048027i,0.036047-0.049212i,0.022698-0.037897i,0.01358-0.03167i,0.009686-0.034887i
0.033963-0.056109i,0.13735-0.15617i,0.3411-0.25702i,0.54875-0.25175i,0.61949-0.12999i,0.5187+0.013019i,0.34648+0.11166i,0.20887+0.15236i,0.12793+0.13251i,0.081847+0.094197i,0.052001+0.071288i,0.010059+0.064134i,-0.033106+0.077359i,-0.018921+0.079355i,0.035502+0.029026i,0.043089-0.030262i,0.0057463-0.016164i,-0.0093922+0.044113i,0.0019178+0.061232i,0.0012228+0.03203i,-0.018209+0.01116i,-0.033721+0.023681i,-0.038182+0.050675i
0.055125+0.0062602i,0.12544+0.058561i,0.11868+0.14456i,-0.060571+0.22279i,-0.24136+0.23663i,-0.23086+0.13032i,-0.16486-0.056934i,-0.17524-0.16647i,-0.16776-0.14181i,-0.11567-0.09046i,-0.078025-0.04606i,-0.034521-0.0058772i,0.009412-0.00078988i,0.022746-0.001499i,0.026868+0.027973i,0.040925+0.068389i,0.053323+0.088242i,0.047332+0.070603i,0.022749+0.03381i,0.010113+0.014755i,0.025585+0.0028786i,0.037491-0.026713i,0.028729-0.054891i
0.0059913+0.041971i,0.025271+0.08996i,0.074005+0.06436i,0.12151-0.11701i,0.045794-0.27859i,-0.10255-0.19204i,-0.096365+0.034172i,0.032002+0.12457i,0.071298+0.056623i,0.014154+0.007003i,-0.026716+0.023982i,-0.023606+0.055176i,0.001446+0.06285i,0.018862+0.036535i,0.0043604-0.0018627i,-0.023492-0.019286i,-0.017785-0.012974i,0.018633-0.00484i,0.041472-0.0026383i,0.035643-0.0037066i,0.023457+0.00036375i,0.029271+0.013164i,0.044346+0.018536i
-0.061915+0.013999i,-0.19889+0.035471i,-0.38543+0.11879i,-0.46424+0.28767i,-0.37425+0.40419i,-0.25645+0.32253i,-0.22643+0.14516i,-0.18816+0.054318i,-0.079493+0.024726i,0.0022212-0.026217i,0.0025443-0.073762i,-0.023283-0.090426i,-0.032983-0.088296i,-0.034493-0.063089i,-0.022545-0.020034i,-0.0021873-0.0079804i,-0.017272-0.044495i,-0.062907-0.07594i,-0.086777-0.069867i,-0.07725-0.044359i,-0.057773-0.013731i,-0.04219+0.006118i,-0.031808+0.0079941i
0.0028336-0.073756i,0.054132-0.23393i,0.1342-0.46899i,0.1402-0.62247i,0.055579-0.56922i,0.025805-0.3366i,0.11873-0.11929i,0.18335-0.065079i,0.13467-0.073857i,0.075621-0.047756i,0.059771-0.020818i,0.046141-0.01474i,0.019156-0.0097893i,-0.0093191-0.0053413i,-0.042484-0.011109i,-0.083088-0.019486i,-0.12215-0.024359i,-0.13771-0.018586i,-0.10556+0.0026792i,-0.051733+0.019665i,-0.018988+0.02492i,-0.0071242+0.030621i,-0.0018197+0.033747i
0.071625+0.023171i,0.20098+0.11081i,0.35662+0.27504i,0.44257+0.36118i,0.44284+0.2069i,0.3358-0.07563i,0.11978-0.20953i,-0.024291-0.1276i,-0.023069-0.007361i,-0.0078035+0.041144i,-0.01653+0.036061i,-0.024497+0.016503i,-0.028522+0.019296i,-0.01671+0.039769i,0.015569+0.048216i,0.045594+0.044729i,0.047303+0.062349i,0.030001+0.10536i,0.018158+0.12739i,0.017009+0.10106i,0.010328+0.052001i,-0.0039406+0.023778i,-0.0052615+0.026991i
0.034712+0.087911i,0.094249+0.21454i,0.1716+0.26964i,0.17145+0.11564i,0.053483-0.060626i,-0.020466-0.043256i,0.049329+0.039732i,0.077683+0.040796i,-0.008449+0.033367i,-0.058642+0.062799i,-0.03516+0.073114i,0.0010585+0.062753i,0.027984+0.038312i,0.023524-0.0058703i,-0.010693-0.026742i,-0.012844-0.0035095i,0.038436+0.012183i,0.094536-0.007866i,0.11497-0.039624i,0.092252-0.065701i,0.041862-0.074302i,0.0004336-0.060643i,-0.016404-0.043188i
-0.093098+0.066637i,-0.28014+0.19308i,-0.4426+0.38736i,-0.31497+0.51514i,0.0071109+0.42312i,0.10817+0.20388i,-0.021799+0.064731i,-0.063198+0.024652i,0.024813-0.0017088i,0.07698-0.027899i,0.053707-0.023388i,0.021612+0.00055254i,0.015969+0.010079i,0.027637-0.0022585i,0.042844-0.026934i,0.047543-0.056804i,0.049411-0.086033i,0.051726-0.1186i,0.026805-0.13147i,-0.0086164-0.088412i,-0.011594-0.030865i,0.0069729-0.01302i,0.021125-0.019336i
-0.060991-0.098422i,-0.12912-0.28955i,-0.19169-0.52181i,-0.20776-0.53224i,-0.13764-0.26471i,0.030261-0.018043i,0.17219+0.048956i,0.16033+0.044242i,0.072847+0.035006i,0.02533-0.0016332i,0.010342-0.041879i,0.0023744-0.043859i,0.0068039-0.033536i,0.0085452-0.043595i,-0.0086821-0.051951i,-0.039427-0.052143i,-0.082776-0.061446i,-0.12765-0.069306i,-0.13885-0.056539i,-0.10659-0.027964i,-0.060876+0.00053146i,-0.033984+0.017236i,-0.032072+0.020204i
0.045267-0.051468i,0.10024-0.083814i,0.11375-0.031794i,0.045336+0.10869i,-0.029833+0.15085i,-0.097442+0.015822i,-0.19096-0.099776i,-0.19609-0.085568i,-0.092834-0.042975i,-0.012557-0.0037882i,0.027645+0.04033i,0.03917+0.042613i,0.016803+0.031856i,0.0060462+0.040307i,0.0029854+0.035125i,-0.02326+0.027676i,-0.052662+0.049681i,-0.062188+0.085557i,-0.042577+0.10439i,-0.00055335+0.08374i,0.028388+0.032116i,0.02915-0.012532i,0.019543-0.028147i
0.060386+0.06237i,0.16837+0.14815i,0.27391+0.18027i,0.23423+0.041201i,0.055624-0.10293i,-0.020077-0.051644i,0.095431+0.042046i,0.17549+0.034878i,0.094022+0.023707i,-0.0043287+0.039536i,-0.044713+0.015606i,-0.052821-0.017931i,-0.039263-0.026943i,-0.033048-0.014275i,-0.029796+0.017492i,-0.0020415+0.043475i,0.033602+0.054453i,0.057676+0.063061i,0.061406+0.050901i,0.029303+0.017243i,-0.0094168+0.0067876i,-0.012638+0.023165i,0.0057505+0.035481i
-0.10954+0.080537i,-0.32874+0.2517i,-0.57413+0.52309i,-0.52911+0.74207i,-0.2078+0.71953i,-0.021007+0.49921i,-0.082329+0.28011i,-0.16639+0.14635i,-0.15162+0.082355i,-0.080568+0.070356i,-0.0050278+0.069487i,0.026864+0.040926i,0.0012567+0.015679i,-0.03065+0.018953i,-0.031189+0.028871i,-0.0022218+0.040638i,0.044324+0.045477i,0.077328+0.018541i,0.072613-0.024401i,0.049126-0.044415i,0.027175-0.04467i,0.0050785-0.0393i,-0.012-0.023071i
-0.091983-0.095253i,-0.20554-0.29528i,-0.29294-0.57452i,-0.26359-0.73922i,-0.14858-0.67648i,-0.0022219-0.44868i,0.12444-0.21352i,0.15659-0.12365i,0.088232-0.1333i,-0.00066872-0.12987i,-0.042935-0.10517i,-0.032752-0.076645i,0.0013242-0.058409i,0.030565-0.057833i,0.048769-0.061086i,0.042761-0.06386i,0.0064608-0.065677i,-0.027327-0.058483i,-0.036513-0.034884i,-0.026986-0.00012883i,-0.010099+0.022838i,0.0046948+0.029924i,0.017602+0.026947i
0.046517-0.12167i,0.09747-0.30833i,0.10257-0.41161i,0.0641-0.20376i,0.092376+0.087098i,0.082968+0.059833i,-0.079279-0.065873i,-0.14309+0.0015224i,-0.029331+0.075618i,0.048226+0.080902i,0.074279+0.11661i,0.10834+0.12936i,0.11212+0.086852i,0.079296+0.026732i,0.022397-0.026082i,-0.037472-0.049277i,-0.073667-0.050477i,-0.073219-0.035358i,-0.029342-0.015175i,0.019629-0.02076i,0.027947-0.035007i,0.011989-0.026644i,-0.00095266-0.0064937i
0.16254+0.02428i,0.42039+0.019801i,0.65905-0.11533i,0.51322-0.40124i,0.040551-0.52689i,-0.20553-0.30138i,-0.055207-0.077818i,0.12846-0.092676i,0.12058-0.15909i,0.015242-0.15083i,-0.056063-0.095983i,-0.043866-0.028362i,0.022331-0.0028687i,0.062597-0.030548i,0.039409-0.058301i,-0.013712-0.063789i,-0.061375-0.057302i,-0.0819-0.043251i,-0.065935-0.029876i,-0.045568-0.023202i,-0.035943-0.0099471i,-0.019139+0.0032462i,-0.0035902-0.0061014i
-0.039688+0.12024i,-0.12188+0.30673i,-0.21683+0.54629i,-0.14695+0.71141i,0.10662+0.70107i,0.24875+0.46887i,0.13764+0.18085i,0.0066189+0.10272i,0.024949+0.16577i,0.06669+0.17284i,0.032755+0.14601i,-0.018463+0.13505i,-0.042057+0.11489i,-0.043292+0.070868i,-0.039766+0.020088i,-0.040475-0.010363i,-0.033777-0.018822i,-0.021523-0.025239i,-0.013032-0.030008i,0.00011272-0.021077i,0.021437-0.0083786i,0.037212-0.0059253i,0.035946-0.001294i
-0.10447-0.015962i,-0.23585-0.041846i,-0.322-0.11514i,-0.26134-0.22306i,-0.13328-0.26713i,-0.0062467-0.15915i,0.11277-0.032112i,0.10294-0.036805i,-0.031577-0.053659i,-0.10365-0.037826i,-0.093266-0.074026i,-0.091849-0.10097i,-0.08844-0.06038i,-0.049928-0.0008038i,0.015865+0.038066i,0.081952+0.051076i,0.1189+0.061683i,0.1127+0.083321i,0.076124+0.090087i,0.029044+0.062137i,-0.019607+0.028428i,-0.052604+0.026457i,-0.055452+0.0424i
-0.010007-0.13384i,-0.038546-0.32084i,-0.11785-0.4231i,-0.19938-0.21178i,-0.18186+0.092274i,-0.1218+0.09782i,-0.15169-0.018655i,-0.16553+0.014622i,-0.071913+0.055362i,0.0084154+0.04641i,0.034183+0.073017i,0.038768+0.081285i,0.015103+0.053715i,0.0044131+0.034513i,0.023269+0.0058245i,0.032561-0.029761i,0.021878-0.04714i,0.011148-0.05007i,0.014591-0.038966i,0.029584-0.019845i,0.040797-0.013134i,0.041362-0.023908i,0.039399-0.037082i
0.13989+0.0093055i,0.39062+0.02001i,0.66259-0.045834i,0.65006-0.25096i,0.31861-0.38374i,0.035115-0.20897i,0.021178+0.0090359i,0.078792-0.014112i,0.022826-0.12493i,-0.05136-0.13347i,-0.03877-0.08671i,0.029151-0.073502i,0.076578-0.085221i,0.074156-0.057297i,0.057927+0.01078i,0.063968+0.040843i,0.062613+0.011146i,0.029737-0.025243i,-0.0098817-0.034456i,-0.0433-0.020002i,-0.059275+0.015443i,-0.0447+0.049242i,-0.025692+0.053714i
0.021132+0.12372i,0.034229+0.2909i,0.011309+0.44394i,-0.054199+0.4825i,-0.082521+0.43507i,-0.018377+0.294i,0.036725+0.091791i,0.034357+0.0063725i,0.082365+0.032287i,0.11726+0.027727i,0.060447+0.024246i,0.019938+0.066299i,0.035897+0.077815i,0.025943+0.026072i,-0.04353-0.028458i,-0.12397-0.024327i,-0.17051-0.0014215i,-0.19467-0.0098501i,-0.18085-0.011171i,-0.10146+0.0013091i,-0.01573-0.0132i,0.015306-0.045578i,0.0040397-0.064969i
-0.1325+0.056172i,-0.28058+0.13776i,-0.2908+0.18047i,-0.0048803+0.013798i,0.28829-0.3097i,0.25827-0.4348i,0.14163-0.25435i,0.18222-0.06665i,0.21421-0.0003066i,0.13942-0.0071451i,0.023998-0.034525i,-0.062128+0.00024385i,-0.062195+0.06295i,-0.018835+0.071496i,0.012342+0.044289i,0.030188+0.014467i,0.039243-0.0042834i,0.05666+0.0026138i,0.075867+0.016917i,0.064422+0.0020361i,0.021144-0.019917i,-0.018619+0.0074405i,-0.014721+0.067208i
-0.052137-0.13405i,-0.17381-0.34475i,-0.38516-0.48324i,-0.60311-0.27992i,-0.65147+0.086142i,-0.49036+0.19904i,-0.35065+0.16695i,-0.33081+0.26984i,-0.26362+0.39928i,-0.10244+0.35018i,-0.0082812+0.17243i,-0.049128+0.047072i,-0.089129+0.039917i,-0.037651+0.047248i,0.027975+0.0096029i,0.046244-0.015385i,0.043354+0.0011i,0.048292+0.021797i,0.057081+0.016727i,0.052497-0.0024068i,0.030859-0.018387i,-0.0026645-0.028517i,-0.034844-0.017551i
0.099901-0.052306i,0.23279-0.12929i,0.37315-0.21947i,0.4267-0.29051i,0.38639-0.29i,0.26209-0.18335i,0.10803-0.13299i,-0.0074525-0.28184i,-0.14544-0.41617i,-0.22648-0.28901i,-0.13191-0.11252i,-0.022146-0.11376i,-0.029352-0.14102i,-0.051546-0.062847i,-0.018156+0.035644i,0.025237+0.061139i,0.025335+0.040055i,-0.0068504+0.016403i,-0.025251-0.008115i,-0.014274-0.022065i,0.0025573-0.022689i,0.012021-0.025176i,0.017051-0.035155i
0.080746+0.046535i,0.20071+0.14655i,0.29432+0.24091i,0.25393+0.28903i,0.17836+0.32088i,0.24565+0.29075i,0.33221+0.12872i,0.30696-0.026346i,0.25729-0.08944i,0.15097-0.1082i,0.020125-0.047014i,0.028542+0.022418i,0.090942-0.015725i,0.060155-0.069245i,-0.00256-0.06207i,-0.01374-0.05684i,0.0035983-0.10979i,-0.0078984-0.1794i,-0.038517-0.17772i,-0.045225-0.10666i,-0.024253-0.038377i,0.0070585-0.0021689i,0.027116+0.012202i
-0.086476+0.045301i,-0.20533+0.1106i,-0.24098+0.16201i,-0.041867+0.0968i,0.2207-0.081235i,0.2575-0.19047i,0.19681-0.11247i,0.25666+0.0089055i,0.30059+0.023326i,0.21448-0.018615i,0.11594-0.0054081i,0.10911+0.072324i,0.15656+0.10064i,0.13583+0.025528i,0.04398-0.038688i,-0.0064999-0.011059i,0.014219+0.037553i,0.058252+0.040928i,0.084097+0.0058352i,0.064566-0.049762i,0.01064-0.080844i,-0.03228-0.047026i,-0.040877+0.0069323i
-0.0098111-0.067191i,-0.017031-0.16011i,-0.051166-0.23529i,-0.21229-0.21119i,-0.47734-0.1304i,-0.62932-0.039006i,-0.60213+0.098741i,-0.49515+0.25067i,-0.33381+0.33817i,-0.135+0.29612i,-0.013144+0.15456i,-0.015246+0.060634i,-0.02294+0.065141i,0.021996+0.061056i,0.044075+0.014834i,-0.00076543-0.0041148i,-0.065398+0.031651i,-0.089829+0.073209i,-0.06732+0.065163i,-0.040819+0.019662i,-0.027027-0.017134i,-0.024235-0.026675i,-0.02759-0.016982i
