0.0002872+0.00099787i,0.00053174+0.0016065i,0.00042049-8.6418e-05i,-0.00061946-0.00067965i,-0.0014772+0.00039099i,-0.0016128+0.0010326i,-0.00035339+0.0015077i,0.00095312+0.0010828i,0.0010601+8.215e-05i,0.00097195-0.00019599i,0.00075711-0.00014759i,0.0001941-0.00030222i,-1.5159e-05-0.00047525i,0.00011428-0.00052502i,9.9757e-05-0.00036478i,2.3297e-05-0.00072202i,-0.0002162-0.0010166i,-0.00084754-0.00071717i,-0.000844-0.00024625i,-0.00024039+1.1303e-06i,-9.1859e-05+0.00043846i,-0.00068236+7.0875e-06i,-0.00048545-0.0004278i
0.0012888-0.00118i,0.0017921+0.00021573i,6.1607e-05-0.00013128i,-0.00091649-0.0008069i,-0.0013576-0.00038874i,-0.00071519+0.00043747i,0.00047659+4.0961e-05i,0.00017948-0.0011624i,-0.0002406-0.001322i,-0.00046377-9.5175e-05i,-0.00027641+0.00070314i,0.00040241+0.00079389i,0.00081837+0.00025038i,0.00061226-0.00052256i,0.00053789-0.00054861i,0.00052164-0.00056018i,0.00022708-0.00041692i,0.00036883+7.0973e-05i,0.00085407+0.00030466i,0.0008371+0.00039482i,0.00068215+9.1534e-05i,0.00054979+0.00023257i,0.0010013+0.0010848i
-0.0006159+0.00041136i,-0.00069702+0.00013919i,0.0003364-0.00037369i,0.0001435-0.00060075i,-0.00031231-0.00046017i,-0.00039453-0.0003258i,-0.00036951-0.00043373i,-2.282e-05-0.00028844i,0.00016127-0.00029588i,-0.00061059-0.00022051i,-0.00075313+0.00063695i,0.00044448+0.00085054i,0.00052429-0.00035684i,-0.00057703-0.0011951i,-0.00076571-0.001178i,-0.00040301+0.00034255i,0.00016646+0.001104i,-2.6619e-06-0.00030841i,-0.00098069-0.00065291i,-0.000898-0.00016244i,0.00034171-0.00040707i,0.00056587-0.00043515i,0.00055295+8.2784e-05i
-0.00017489+0.0015216i,0.00043658+0.0024841i,0.00090879+0.0010929i,0.00083694-0.0016226i,0.00060639-0.001977i,0.0010518-0.00050262i,0.00099876-0.00021361i,0.00064975-0.0009993i,0.00010275-0.00098028i,-6.8278e-05-0.00027252i,-0.00013015-0.00011766i,0.00019601+0.00023482i,0.00046574+0.00080492i,0.00019005+0.00065218i,-0.0004596+4.9841e-05i,-0.0010659-0.00023398i,-0.00023048+0.00026703i,0.0007738+0.0005621i,0.0008665+0.00053781i,0.0003431-2.3694e-05i,0.00013273-0.00012979i,-0.00015744+0.00062276i,8.3553e-05+0.00040346i
0.00078639+0.00071961i,0.0014065+0.0010914i,0.0010329+0.0010485i,0.00038788+0.00066867i,-0.00064633+7.3543e-05i,-0.0013545+0.00015579i,-0.00064243+0.00062518i,-0.00020696+6.5751e-05i,-0.00086353-9.5762e-05i,-0.0011475-0.0006725i,-0.00056611-0.00092394i,-0.00019824-0.00026721i,-2.2402e-05-0.00017982i,-0.00030922-0.00022439i,-0.00059851+0.00048376i,1.3993e-05+0.00088175i,0.00056815+0.00061995i,0.00058086+0.00050906i,0.00044422+0.00031714i,-0.00026883+0.00056929i,-0.00041771+0.0010597i,-0.00015012+0.00068858i,0.00043393+6.5828e-05i
-0.0006602+0.00070385i,0.00012373+0.00017112i,-0.00012399-0.00081642i,-0.0002467-0.0017039i,0.00073089-0.0013812i,0.0017248-0.00020503i,0.001528-7.2342e-05i,0.00078333-0.00012594i,0.00043334-4.1982e-05i,0.00060652-0.00012631i,0.00086683-0.0006601i,0.00090711-0.00077451i,0.00059668-0.00053977i,0.00022059+0.00018333i,0.00025692+0.0003787i,0.00040627+0.00029719i,0.00042023+0.00091678i,0.0010345+0.00075588i,0.0011555-5.6956e-05i,0.00056055-0.00041352i,9.7003e-06-1.2943e-05i,-0.00040328+0.00036185i,-0.0004051+0.00039883i
-6.5449e-06-0.00028643i,0.0005777+0.00060006i,0.0014136-0.00018023i,0.00071447-0.00098846i,-7.6372e-05-0.00093169i,-0.00052738-0.0010154i,0.00058619-0.0011878i,0.00046019-0.0013796i,-0.00081301-0.00064886i,-0.00023191+0.00010787i,1.0673e-05+8.2884e-05i,-5.5653e-05+0.00023245i,0.00059937+0.00010109i,0.00084397+3.0454e-05i,0.00089336+0.00019667i,0.00084678+0.00052417i,-6.7134e-05+0.00040269i,-0.0002134-0.00012289i,0.00048944-0.0004055i,0.00081376-0.00037052i,0.0009659-0.00080657i,0.00019514-0.00064865i,-0.00072505+5.963e-05i
-0.002351-0.0013583i,-0.0022271-0.0015549i,-0.0024963-0.00084115i,-0.0016362-0.00083378i,-0.00035978-0.00068636i,0.00049954-0.00066522i,0.0011476-0.0012056i,0.00090119-0.001355i,0.00024296-0.00091281i,7.8689e-05-0.00082662i,0.00068049-0.00089603i,0.0003245-0.00049766i,-0.00064249-0.00039278i,-0.00049641-0.00018681i,-0.00039597+0.00024368i,-0.00025108+0.00036472i,-0.00057878+0.00032242i,-0.00071198+0.00012683i,4.8459e-05+0.00072235i,0.00025151+0.00034715i,3.8787e-05-0.00049946i,0.00011818-1.7801e-05i,-0.00020544+0.00061181i
0.00068938+0.0015474i,0.0005369+0.00026947i,0.0010076-0.00073613i,0.0012729-0.0015408i,0.00090505-0.0014987i,0.00042689-0.0015339i,-0.00091217-0.0010793i,-0.0012258-0.00050168i,-0.00028258-0.0001912i,-0.0002375+0.00010856i,0.000195+0.00011012i,0.00063018+0.00027337i,-0.00010366+0.00023307i,-0.00020937-0.00045777i,0.00024631-2.9642e-05i,-0.00020467+0.00054139i,-0.00040826-3.5572e-05i,0.00019972-0.0006216i,0.00023259-0.00048519i,7.6586e-05-0.00064689i,-8.292e-05-0.001072i,-0.00036234-0.00059369i,-0.00059614-0.0002007i
-0.001702+0.0010666i,0.00023127+0.0015253i,0.0015591+0.0016588i,0.0014663+0.0011225i,0.0012021-0.00067284i,0.00012564-0.0015355i,-0.00050818-0.00082665i,-0.00041292-0.00082582i,-0.00063067-0.00076374i,-0.0001182-5.2222e-05i,0.00027755-0.00020576i,0.00054362-0.00056419i,0.00048716-0.00034867i,-0.00025229-0.00024162i,0.00017735-0.00032517i,0.00052842-0.00095477i,-5.4457e-05-0.00082168i,-0.00016456+0.00029017i,0.00060413+0.0012056i,0.0010176+0.0013796i,0.00058614+0.00067825i,0.00044385+0.00052001i,0.00037885+7.5588e-05i
-0.00068907+0.00066529i,-0.0009447-1.5099e-05i,-0.0007218-0.001513i,-0.0016039-0.0016303i,-0.0016132-0.0010328i,-0.00073065+0.00021774i,-0.00013099+0.00098254i,-9.1972e-05+0.00032506i,-9.7536e-05-4.1264e-05i,0.00036595-3.8689e-05i,0.00023712-2.5545e-05i,-0.00020021+0.00023302i,0.00027415-0.00046163i,0.00074839-0.0015067i,0.00030657-0.0014454i,-0.00018611-8.6592e-05i,0.00035174+0.0011015i,0.0011636+0.00094614i,0.0012449+0.00025197i,0.00055412+9.0529e-05i,-0.00059336+0.0006685i,-0.00046862+0.0010179i,0.00048209+0.00045211i
-0.00060546-6.6691e-05i,6.8506e-05+0.0004022i,-0.00023193+0.00065455i,-0.00030087+0.00057626i,-0.00050462+0.00010263i,-0.00020887+7.8665e-05i,0.00042655-0.00018097i,0.00066282-0.0012841i,-0.00015256-0.00083734i,-0.00087962-0.00022155i,-0.00049884-0.00064852i,8.8331e-05-0.00043225i,0.0002201-0.00048121i,-0.00018422-0.0010505i,-0.00041274-0.00093673i,-0.00014385-0.0001126i,-2.9493e-05+6.0193e-05i,0.00037328-0.00021369i,0.00081304-0.0002853i,0.00040908-0.0008061i,0.00017591-0.00093497i,0.00047356-0.00027728i,0.00050617+0.0002467i
0.00013131-0.0018041i,0.00087489-0.0015171i,0.00074167-0.0016616i,-0.0010967-0.00065092i,-0.0016285-0.00013425i,-0.00040685-0.00010782i,0.0012185+0.00037021i,0.0018956+0.000311i,0.0010209+0.00043988i,0.00043744+0.00088103i,0.00064314+0.00094518i,2.5612e-05+0.00045993i,-0.0003073-6.1023e-05i,9.8586e-05+0.000218i,-0.00022884+6.3968e-06i,-0.00046704-2.7746e-05i,-0.00031888+0.00041125i,-0.00070676+0.00025278i,-0.00099829-0.00049961i,0.00028903-0.0010275i,0.00087228-0.00096966i,-4.2598e-06-0.00030547i,-0.00076013+0.00069151i
0.0012436+0.0014918i,0.0012998+0.0015979i,0.0013497+0.00043123i,0.00034401-0.0003364i,-0.0010443-0.00025353i,-0.00086253+0.00073302i,0.00016617+0.00057787i,0.00063915-0.00011124i,8.702e-05-0.00048633i,-0.00086518-0.00050187i,-0.00077015+3.5912e-05i,-0.00017732+2.851e-05i,-0.00014297+3.9041e-05i,-7.1597e-05+0.00027891i,0.00060198+4.6288e-05i,0.0013529+3.895e-05i,0.00082269+9.6778e-06i,0.00060032-0.00026757i,0.00050564-0.00024324i,0.00035831-5.5751e-05i,0.00070801+0.00082227i,-0.00025288+0.0013499i,-0.00052841+0.00092866i
0.00013031-0.00082069i,0.00093373-0.0012172i,0.00026939-0.0018201i,-0.000318-0.0011595i,-0.00014082+0.00014703i,0.00054528+0.00010375i,0.0012596-0.0010188i,0.00080071-0.0015939i,-0.00017823-0.0014887i,-0.00030607-0.00081352i,-6.4135e-05+0.00011603i,0.00080853+0.00054631i,0.0014185+0.00013482i,0.0010917-0.00022524i,0.0010012+0.00042092i,0.00089151+0.0015094i,0.00077876+0.0011725i,0.00013433+1.2917e-05i,-0.00049919-0.00047678i,-0.00034669-0.00056209i,-0.00020428-0.00074103i,-0.00063187-0.00056591i,-0.00038494-9.4149e-05i
-0.0022997-0.00029286i,-0.0012099-0.0009836i,-0.00094843-0.00080829i,-0.00041418-0.00059091i,-0.00017742-0.00023125i,0.00029738+9.9674e-05i,0.00081914-0.00012665i,0.00064652-0.0004276i,0.00022093-0.00035815i,3.952e-05+0.00011015i,0.00028391+0.0002631i,0.00020397-0.00037887i,-0.00068124-0.00034819i,-0.0015892-0.00037218i,-0.00096216-0.0006752i,-0.00022852-0.00013071i,0.00013513+0.00013521i,0.00033027-0.00011203i,-0.00013307-0.00018394i,-0.00053523+0.00020336i,-0.00075679+0.00052514i,-0.00092081+0.00085637i,-0.0010098+0.0006307i
-0.00031564+0.00049821i,-0.00059588-3.0907e-05i,4.3626e-05-2.2585e-05i,0.0004058-0.00015746i,0.00012166+6.4818e-05i,0.00042851+2.7585e-05i,0.0003188-0.00045335i,-0.00028131-0.0013308i,-0.00011675-0.0014952i,0.00039204-0.00088258i,0.00057737-0.00097034i,0.00033225-0.00079674i,-9.9695e-05+0.00012092i,-0.00073871-1.7879e-06i,-0.0005094-0.00038536i,-0.00053649-0.00023i,-0.00046624+0.00022142i,-0.00059144+0.00044494i,8.8472e-05+0.00026936i,0.0010395+0.00024427i,5.498e-05+0.00075113i,-0.00066375+0.00021772i,-0.0002717-0.00054792i
-0.00096606+0.0013328i,-0.00035983+4.3814e-05i,0.00047059+0.00061282i,0.00045334+0.00019021i,-0.00025732-0.0003574i,-0.00039802-9.9168e-05i,-0.00067109-0.00019603i,-0.00037926-0.0010021i,0.00033012-0.0017912i,0.00083334-0.0016722i,0.00086551-0.00060744i,0.00076405-0.00013726i,0.00044773-0.0011261i,-5.5014e-05-0.0016025i,-0.00074332-0.000968i,-0.00078024+0.0003283i,-0.00039397+0.00086658i,0.00029864+8.0699e-05i,0.00056994-0.00045887i,0.00016001-0.00038472i,-4.8907e-05+0.00016488i,-0.00078364+0.00034926i,-0.00086127+2.2385e-05i
0.00059508-0.0015526i,0.0012082-0.00056737i,0.00023792-0.00018344i,-0.00016408-7.6217e-05i,-0.00037702+0.0003694i,-0.001056+0.00070027i,-0.00078427+0.00044862i,-0.00011738-0.00069125i,0.00014066-0.0017087i,0.00033622-0.0011735i,0.00033434-8.2982e-05i,-0.0003571+0.00015564i,-0.00084564-0.00044294i,0.00015046-3.3152e-05i,-6.7369e-05+0.00073981i,-0.00063844+0.00062537i,0.00012728-5.2762e-05i,0.00076904-0.00083438i,0.00052296-0.00070091i,0.0010267-0.00096098i,0.0010833-0.00053758i,0.0005138+0.00048369i,0.00062423+0.00086131i
0.0012977+0.0014176i,0.00046513+0.0020684i,0.000298+0.00077079i,2.2698e-05-5.6268e-05i,-0.0010844+0.00019737i,-0.00057918+0.00057407i,0.00091901+0.00051218i,0.00058832-0.00029873i,-0.00066849-0.00032904i,-0.00055239-0.00013546i,2.3554e-05-0.00051695i,0.00017456+6.6977e-05i,0.00016165+0.00022081i,-8.5066e-05-0.00092492i,-0.00036217-0.00079184i,-0.00026375-0.00010726i,0.00040369-0.00021018i,5.6943e-05+0.00030388i,-0.0007519+0.0013156i,-0.0005269+0.0011075i,6.0732e-06+0.00015863i,-4.2524e-05+0.00010394i,-0.00042194-4.2313e-05i
0.00037451+0.00073738i,-0.00050686-0.00055972i,-0.00054017-0.0011322i,-0.0012145-0.0020726i,-0.0005345-0.0028314i,-0.00039519-0.0010914i,-0.00058755+4.9301e-05i,-0.00056563-0.00094232i,-0.00012719-0.0011565i,0.0011475-0.00051421i,0.0014088-0.00020959i,0.00066222+3.0229e-05i,-7.58e-05+8.4429e-05i,-8.4475e-05+0.00031388i,-0.00011633+0.00071226i,-0.0001737+0.00025775i,0.00097915-0.00013328i,0.00065592-9.2231e-05i,-0.00094464-0.00089962i,-0.00038825-0.00078502i,0.00062526+0.00020287i,1.5904e-05+0.00048373i,-0.00070627+0.00022621i
0.00027154+0.0016975i,0.00053382+0.0010186i,0.0014285+0.00068932i,0.0017302+0.0003879i,0.00065578-0.00082358i,0.00025442-0.0016637i,0.00021001-0.0011519i,-0.00014894-0.00011522i,-0.00061873+5.9734e-05i,-0.0010161-0.00019821i,-0.00054753-0.00033997i,0.00043593-0.00010943i,0.00073018+0.00024537i,0.00031406+0.00011726i,0.00024779+0.0011101i,5.7939e-05+0.0020534i,6.2014e-05+0.0015429i,0.00039382+0.00066872i,0.00067886+0.00024272i,0.00044785+0.00059502i,0.00024197+0.00017523i,6.077e-05+0.00014527i,-2.2495e-05-1.7126e-05i
-0.0013099+0.00058949i,-0.0011274+0.00082276i,-0.0015745+0.00080776i,-0.0014379+0.00080563i,-0.0007804+0.0014872i,0.0002717+0.0017608i,0.00043843+0.00047313i,-0.000547-0.00072087i,-0.00091671-0.00021749i,-0.00010401+0.00060233i,0.00064186+0.00042142i,0.00047232-0.00020836i,6.451e-05-0.00056281i,-0.00017191-0.0005403i,-0.00030702-0.00027251i,-0.00012004+0.00041714i,-0.00038531+0.00080111i,-0.00025135+0.00024967i,0.00034596-0.00061124i,0.00085761-0.00062787i,0.0011124-0.00014876i,0.0011266-0.00069249i,0.00079244-0.00038373i
-1.6371e-05+0.0018861i,0.0011286+0.0013183i,0.0013941+0.0019545i,0.0010987+0.0016703i,0.0011109+0.0001285i,0.0012192-0.00058578i,0.0015122-0.00073394i,0.00073533-0.0006593i,0.00013265-0.00051691i,0.00033485+0.00033957i,-0.00015484+0.0011576i,-0.00017205+1.4536e-05i,-0.00026448-0.0013359i,-0.0011256-0.0011459i,-0.00075704-0.00071881i,-0.0002575-2.2077e-06i,-0.00047719+0.00048412i,-0.00012018+0.00065236i,0.00092543+0.00029914i,0.00095557-0.00039011i,0.00051915-0.00028713i,-0.0005368+0.00026975i,-0.0010881+0.00033985i
-0.0023852+0.00066218i,-0.0016202+0.00058739i,-0.00055618-0.00012618i,0.00026097-0.00034482i,0.00041525-0.00035576i,0.00078656-0.00025629i,0.00075085-0.00058147i,-0.0002322-0.0018348i,-0.0009164-0.0011869i,-0.00048816-0.00042322i,0.000348-0.00032302i,0.00075157-0.00069462i,0.00032543-0.0012972i,-0.00082096-0.0010454i,-0.00087091-0.00043331i,-0.00072688-0.00047413i,-0.0004618-8.9515e-05i,-0.0003134+0.00050672i,-0.00034933+6.5028e-05i,-4.6192e-05-0.00042112i,0.00051635-0.00030008i,0.00078061-0.000186i,0.00041199-0.00013087i
-0.00069997-0.00042174i,-0.00029062-0.00079482i,-0.00021628-0.00013865i,-0.00063865+8.3206e-05i,-0.0015107+9.0672e-05i,-0.0010654+0.00093493i,3.0161e-05+0.00093699i,-0.00033351+0.00094935i,-0.0013342+0.0013913i,-0.00073702+0.00088765i,0.00055328-0.00029715i,0.00080401-0.00054262i,0.00015477+0.00019218i,-0.0002529-7.0785e-05i,0.00010007-0.00031821i,0.00053869-7.6269e-05i,0.00031681+0.00028488i,0.00071911+0.00093408i,0.0011081+0.00059107i,0.00016581+6.5709e-05i,-0.00010018-8.102e-05i,0.00010497-0.0004249i,-0.00011454+0.00015058i
-0.00032567-0.00077674i,-0.00051708+0.0003236i,-0.00037354+0.00034184i,-0.00034415-0.00045871i,-0.00044354-0.00048862i,-0.00048437+0.00022357i,0.0002005+0.00074168i,0.00081162+0.0001789i,0.00037409-0.00037944i,0.00019421+0.00015981i,0.00081397+8.5445e-05i,0.0013031-0.00029536i,0.00055716-0.00013216i,-0.00031457-0.00019704i,-0.00038499-0.00091863i,-2.4744e-05-0.00054325i,-0.00045098+0.00030365i,-0.00037324+8.5483e-05i,0.00030118-7.8594e-05i,0.00035663+0.00050592i,6.385e-05+0.00090235i,0.00042306+0.00072186i,0.00079162+0.00033344i
0.0009471+0.0036208i,0.0016261+0.0032048i,0.0015802+0.00094284i,0.00072336-0.00048423i,0.0006443-0.001111i,0.00065886-0.0010442i,0.00046298-0.00014479i,-0.00010348+6.4572e-05i,-0.00021782-0.00013163i,0.00084515+0.00054657i,0.0013735+0.0010127i,0.0011735+0.00094062i,0.00074456+0.00046087i,-4.0329e-05+0.00017811i,-0.00060468+0.00045259i,-0.00022156+0.00018881i,0.00052549+0.00025122i,0.00052602+0.0005882i,0.00029054+0.00020269i,0.00061508+6.8451e-05i,0.00017959+0.00052065i,-0.00063519+0.00086877i,-0.00066863+0.00031145i
-0.0010158+0.00026046i,-0.00035165+0.0005793i,-0.00027804-3.3466e-05i,-0.00013599-0.0009999i,0.00014531-0.00056455i,0.00023034+0.00051118i,0.00036994+0.0002371i,0.00028055-0.00037179i,-0.0004106-2.4503e-05i,-0.00059092+0.00038344i,-0.00040086+0.00065568i,-0.00016833+0.00059011i,0.00034938-0.00012656i,0.00085655-0.00014522i,0.00062002+0.00070686i,-0.00037106+0.0003375i,9.0581e-05-0.00011287i,0.00097472-0.00011011i,0.0013151-0.00024696i,0.00080357-0.00023982i,-0.00018177-0.00049164i,-0.000649-0.00053306i,-0.00071612-0.00016867i
0.001612+0.00043181i,0.0021274+0.00046294i,0.0023137-0.001261i,0.00027226-0.0015066i,-0.0014007-0.0014948i,-0.00087946-0.00088114i,0.00021332-0.00040085i,-0.00022387-0.00051475i,-0.0013479-0.00088594i,-0.0012486-0.00076084i,-0.00067711-0.00028009i,-0.00048699-0.00072962i,-0.00015807-0.0012315i,0.00097509-0.00084713i,0.00091915-0.00010554i,-2.8718e-06-0.00023307i,0.00042764-0.00060402i,0.00040129-0.00078484i,1.6459e-05-0.00042062i,0.00061582+0.00056674i,0.00026914+0.0010141i,-0.00025681+0.00098855i,-0.00022706+0.00034543i
-0.0012623-0.00088648i,-0.0011734-0.00043067i,-0.00094048-0.00050411i,-0.00045966-0.0009913i,-0.00057237-0.0010124i,-8.1665e-05-0.00059359i,0.000639-0.00092667i,-0.00016083-0.0011715i,-0.00071611-0.00052279i,-0.00010975+0.00014486i,-9.8787e-05+0.00018593i,0.00019557+0.00057679i,0.00061684+0.00041298i,-5.6971e-05+5.5966e-05i,-0.00078238+0.00024234i,-0.00038297+0.00028587i,1.7446e-05+0.00042166i,-0.00047701+0.0004715i,-0.00096171+0.00057778i,-0.00054565+0.00017367i,-0.00022513-0.00038448i,-0.00020347-0.00025763i,2.9665e-05-0.00036126i
0.0010103+0.0017503i,0.00092131+0.0023536i,0.0014555+0.00072271i,0.00086206-0.00033349i,-0.00089773-0.00085833i,-0.0016436-0.00057026i,-0.00048301-0.00031731i,-5.1493e-05-0.00087392i,-0.00033344-0.0010171i,0.00025993-0.00045735i,0.00033798+0.00030659i,-0.00011354+0.00015954i,-0.00057649-0.00020074i,-0.00027258+0.00042895i,0.00045456+0.00048705i,0.00047287+0.00016273i,-0.0003884+0.00034575i,-0.0011025+0.00059092i,-0.0006382+0.00026418i,-0.00044298-0.00015848i,-0.0005838-0.00024789i,0.00010193+0.00012327i,0.00028118+0.00051787i
-0.0016288+0.0014295i,-0.0012649+0.0023008i,-0.00069909+0.0013913i,-0.00034718-0.00024639i,-0.00089567-0.00041461i,-0.00099492-0.00019879i,-7.2873e-05-0.00038661i,0.00084191-0.00091429i,-3.1168e-05-0.0011751i,-0.00075898-0.00038279i,-0.00041723+0.00056547i,-0.00027471+0.00011736i,-6.695e-05-0.00063692i,0.00017438-0.00058061i,0.00014855+0.00027926i,3.6876e-06+0.00095561i,-0.00042281+0.00042071i,-0.00020219+0.00030308i,-1.6285e-05+0.00040874i,-0.00064946+7.8685e-05i,-0.0011606-0.00041159i,-0.0011098-0.00041992i,-0.00063864+1.9876e-05i
-0.00061716+0.0012921i,-0.00066409+0.00065279i,0.0002377-0.00076829i,-0.00016384-0.0013509i,-0.00041008-0.0013321i,0.00031029-0.00099525i,0.00041438-0.00025671i,-0.00021196-0.00012664i,-0.00012622-0.00033865i,0.00056423-0.00077097i,0.00012919-0.00094445i,-0.0003904-0.00090232i,5.8129e-05-0.00055739i,5.8282e-05+0.00014531i,0.00027459-8.3331e-05i,-0.00017895-0.00024559i,-0.00051168-7.7508e-05i,-0.00055497-8.5205e-05i,-0.0011304+0.00016782i,-0.00042589+0.00030164i,0.00024152-0.00020781i,-0.00060212-0.00086032i,-0.00087925-0.00053033i
0.00023195+0.0022505i,-2.9952e-05+0.002907i,0.0006534+0.0024081i,0.00071983+8.9928e-05i,-0.00069726-0.00087067i,-0.0012206-0.0011035i,-0.00019077-0.0012957i,0.00067834-0.0012207i,0.00013105-0.0010498i,-0.00027199-0.00079944i,0.00011778-0.00077758i,4.2757e-06-0.00069704i,-0.00023513-0.00061663i,0.00017051-0.00067515i,0.00041963-0.0004472i,0.00067874+0.00043988i,0.00014452+0.00065191i,-0.0005734-0.00040913i,-0.00038323-0.00081721i,-0.00019108-0.00019344i,-0.00027416-0.00023129i,0.00037759-0.00099648i,0.00093648-0.00095017i
-0.0013759-0.00011058i,7.2026e-05+0.000569i,0.00033854+0.00047297i,-0.00032655-0.00089635i,-0.0001056-0.0017772i,0.00037857-0.0011307i,0.00019083-0.00065215i,-0.00088823-0.00025829i,-0.00092211+0.00030914i,-0.00029659+0.00015344i,-0.00018218-0.00035629i,0.00018252-0.00065404i,0.00039724-0.00031331i,-0.00035557-0.00030971i,-0.00076175-0.00016372i,-0.0010361+0.00067902i,-0.0011168+0.0004291i,-0.00019467-0.00041748i,0.0010708-0.00078524i,0.0013226-0.00014731i,0.00039109+0.00018066i,-0.00061715-0.00016378i,-0.00099947+0.00058298i
-0.00073912+0.00047837i,0.00011821-9.6892e-05i,0.00041437-4.604e-05i,0.00015142-0.00032503i,0.00017333-0.00077262i,0.00048161-0.00017967i,0.00078609+4.9636e-05i,0.00069342-0.00061087i,0.00042942-0.00016707i,0.00037891+0.00035599i,0.00029837+0.00017587i,-2.0808e-05-0.00023975i,-2.2092e-05+0.00031284i,-0.00037984+0.00093215i,-0.00041345+4.1619e-05i,5.3656e-05-0.00083735i,-0.0002736-0.00099022i,-0.00072386-0.00051479i,0.00017348-8.4913e-05i,0.00083239-0.00041887i,0.00049996-0.0007063i,0.00052571-0.00021233i,0.00015682+0.00011044i
4.9909e-05+0.0024393i,-0.00041064+0.0023244i,0.00027167+0.00029708i,0.00025578-0.0014772i,0.00017563-0.0012624i,0.0001088+0.00037577i,0.00052196+0.00067793i,0.00048227-0.00015442i,0.00018224+1.9381e-05i,0.00031145+0.00017737i,3.5033e-05+0.00017997i,-0.00010885+0.00098099i,0.00013464+0.00076502i,0.00026169+0.00029566i,7.9466e-05+0.00028006i,0.00056568+0.00034334i,0.00097771+3.5467e-05i,0.00095907-0.00059832i,0.00038699-0.00073809i,7.5425e-05-0.00048722i,0.001013-5.8077e-05i,0.0011503+9.2315e-06i,0.0013538-0.00037143i
0.0004701+0.0017932i,-0.00066351+0.00098567i,-0.0010363+0.00091889i,-0.00015663+0.00056973i,0.0003144+0.00084777i,-0.00081114+0.00065283i,-0.00054443-0.00025302i,-0.00024455-0.00069906i,-0.00014672-0.0001907i,0.00043213+0.00083765i,0.00038714+0.0004896i,0.00033491-0.00050563i,-0.00017805-0.00060606i,-0.00025737-9.9487e-06i,0.00015671+0.00085764i,0.00066672+0.00040638i,0.00071241-0.00045735i,0.00021153-0.00029996i,0.00040817+0.00031158i,0.00075845-0.00021887i,0.00025217-0.00099523i,-0.00050741-0.00081548i,-0.000618-0.00048525i
-0.0003928+0.0013189i,0.00041998+0.00031033i,0.0012695-0.0011315i,0.00067325-0.0018983i,-0.00010544-0.0011723i,4.4374e-05-0.0010112i,-0.00050087-0.0016608i,-0.0008987-0.0019681i,-0.00067965-0.0012557i,-0.00038924-0.00071295i,0.00066855-0.00082119i,0.00086986-0.00040358i,-2.8544e-05-0.00017233i,-0.00055548+9.5797e-05i,-0.00073167+0.00030503i,-0.00069055+0.00024303i,0.00011038+0.00051924i,0.00047086+0.0011901i,0.00038728+0.001437i,0.00064879+0.00067247i,0.00044557+0.00065598i,0.00041413+0.0011141i,0.0002756+0.0009486i
-0.001445+0.00059089i,-0.0013859+0.0015964i,-0.0014416+0.0018043i,-0.00073074+0.0013396i,-0.00024959+0.0014125i,-0.00014745+0.0018588i,0.00012376+0.00064405i,0.00062625-0.00025686i,0.0005347+0.00032074i,0.00035191+0.00060165i,0.00021403-6.4028e-05i,0.00051621-0.00051271i,0.00057473-0.00058087i,5.5397e-05-0.0010003i,-0.00011155-0.00036688i,-0.00011103+0.00055351i,0.00010425+0.00031509i,0.00048196+4.4697e-05i,0.00061431+6.4938e-05i,0.00031353-0.00052111i,-0.00015915-0.00025167i,-0.00028586+0.00074768i,-0.00063379+0.001079i
-0.00042137+0.0010834i,-0.00089208+0.0010696i,0.00033306+0.00018549i,0.0013086+5.24e-05i,0.0011503-5.9599e-05i,0.00032657-0.00011565i,-0.00038256+0.00086777i,-0.000931+0.00041053i,-0.0004407-0.00033241i,0.00050168+0.00032222i,0.00031274+0.00084198i,0.00025856+3.8943e-05i,0.00073996-0.00034074i,0.00040984-0.00022826i,0.00037417-0.00041779i,0.00064636+5.8671e-05i,8.2144e-05+0.00060959i,0.00015518+0.00057299i,0.0010618+0.00098038i,0.00058341+0.00092386i,-0.00036278+0.00037732i,-0.00019268+0.00017671i,0.00081036-0.00011804i
-9.3469e-05+0.0012938i,0.00045371+0.0013238i,0.00090089+0.00099902i,0.00050645-0.00048777i,0.00063642-0.0013135i,0.00077302-0.0020446i,0.00015325-0.0021771i,-0.00052481-0.001066i,-0.00071665-0.0010469i,-0.00012036-0.0012782i,4.2931e-05-0.00053553i,-0.00049595-0.00051304i,-0.00067418-0.0010048i,-0.00036844-0.00039776i,-0.0001191-0.00038689i,-0.00026332-0.00025716i,-0.00059907-0.00041507i,-0.00099483-0.00038603i,-0.00052526+0.00037005i,3.6858e-05+0.0004545i,-0.00022043+0.00034884i,-0.00056723-0.00022971i,-3.8114e-05-0.00060311i
