0.0002872+0.00099787i,0.00053174+0.0016065i,0.00042049-8.6418e-05i,-0.00061946-0.00067965i,-0.0014772+0.00039099i,-0.0016128+0.0010326i,-0.00035339+0.0015077i,0.00095312+0.0010828i,0.0010601+8.215e-05i,0.00097195-0.00019599i,0.00075711-0.00014759i,0.0001941-0.00030222i,-1.5159e-05-0.00047525i,0.00011428-0.00052502i,9.9757e-05-0.00036478i,2.3297e-05-0.00072202i,-0.0002162-0.0010166i,-0.00084754-0.00071717i,-0.000844-0.00024625i,-0.00024039+1.1303e-06i,-9.1859e-05+0.00043846i,-0.00068236+7.0875e-06i,-0.00048545-0.0004278i
0.00037355+0.0012313i,0.0014237+0.00088467i,0.0017242+0.0010198i,0.00063375+0.000149i,-0.0004651-0.0008299i,-3.4006e-05-0.00029362i,8.7297e-06+0.00016907i,-0.00026241+0.00017311i,0.00013303-0.00023583i,0.00041016-0.00012546i,0.00045351+0.00020763i,-0.00068189+0.00010932i,-0.0012002-0.00059657i,-0.0006367-0.0010344i,-0.00029938-0.00026604i,0.00035147+0.00057243i,0.00023065+0.00046282i,0.0004692+9.8243e-05i,0.00069974+0.00015261i,0.00075862+0.00030034i,0.00029386-2.8276e-05i,-0.00019136-0.00043309i,-0.00025668+0.00021683i
-0.00091022+0.00013645i,-0.0012189+0.00043526i,-0.0019451-0.00056344i,-0.0029481-0.00092579i,-0.002484-0.00033317i,-0.00067282-8.1737e-05i,-0.00026185-0.00028934i,-0.00083176-0.00092576i,-0.00083963-0.00038204i,-0.00062259-9.138e-06i,-0.00039133+8.4471e-05i,-0.00010979+0.00040978i,0.00033383-0.0001859i,0.00042521-2.4575e-05i,0.00049811+0.00069474i,0.00059286+0.00091238i,0.00033937+0.0010789i,0.00015152+0.00079515i,0.00037599-1.5258e-05i,0.0004095-0.00040747i,0.00015333-4.4457e-05i,-0.00021618-0.00021247i,0.00045817+0.00037804i
-0.0028231+0.00058281i,-0.0024445+0.00016553i,-0.0012369+0.00031418i,0.00069695+0.0001995i,0.0012892+2.4909e-05i,0.00020157-0.00076507i,-0.00030127-0.0013208i,-1.3587e-05-0.00052244i,-0.00039917+0.00020567i,-0.00027656+0.00059275i,0.00044404+0.00042899i,5.0913e-05+3.9316e-05i,-0.00071103-0.00035995i,-0.0005692-7.7318e-06i,-0.00086043+0.0009842i,-0.0011989+0.0012859i,-0.00085768+0.0013244i,-0.00061213+0.0007241i,-0.00021008+0.00010296i,0.00044305+0.00037671i,0.00067696+0.00046898i,0.00051711+0.00090371i,0.00078447+0.0015232i
0.00020521-0.00022145i,-0.00019489-0.00056883i,0.00133+0.00077368i,0.002434+0.00098234i,0.0021393+3.7994e-05i,0.0016425-0.00026268i,0.00099663-0.00044716i,0.00078409-0.0012017i,0.00060947-0.0007492i,0.00016486-0.00048251i,0.00046196-0.00013692i,0.00077608+0.00072966i,3.99e-05+0.00038072i,-0.00094965-7.0695e-05i,-0.00081585+0.00013429i,-0.00019067+0.00038486i,-0.00022953+0.00082377i,-0.00018312+0.00038499i,9.3232e-05-0.00021936i,-0.00057188-0.00048549i,-0.00086646-0.0011869i,-0.00035992-0.0016917i,-0.00065122-0.001261i
0.0012269+0.0018141i,0.0021954+0.0015361i,0.0017804-0.00010976i,-0.00018935-0.001178i,-0.0013558-0.0018414i,-0.00084193-0.002156i,5.8333e-05-0.0020224i,0.00029232-0.0013895i,-0.0001576-0.00045597i,-0.0005741-0.00017004i,-0.0006876-0.00012309i,-0.0011271-0.00053528i,-0.0010816-0.00047554i,-0.00024029-0.00013556i,0.00012318-0.00022316i,-0.00016685-0.00019882i,-0.00057711-0.0002912i,-0.00052291+4.1464e-05i,0.00024829-0.00042829i,0.0006993-0.00080283i,0.00094096-0.00021876i,0.00096652+0.00030116i,0.00022226-0.00014463i
-0.003209+0.0020466i,-0.0017001+0.0015426i,-0.0011184+0.0016337i,-0.0010781+0.00079473i,-0.0004712+0.00023967i,0.00064398+0.00021287i,0.0010171+0.00014202i,0.00050098-0.00037476i,-3.0572e-05-0.0001602i,0.00012358+0.00063597i,0.00078575+0.0007377i,0.0017558+6.5188e-05i,0.001163-0.00048404i,-0.00019142+9.6368e-05i,-0.00049298+0.0002i,-0.00042648+4.5707e-05i,-0.00020701-5.3887e-05i,0.00028592-0.00085761i,0.00065793-0.0012364i,0.00077916-1.1566e-05i,0.00010993+0.00096138i,-0.00092086+0.00064197i,-0.00070222+0.00088993i
-0.00076195-0.00041125i,-0.0010141-0.00054185i,-0.00047773-0.00047133i,0.00013129-2.8007e-05i,-1.6334e-05+0.00025887i,-0.00084492+0.0005076i,-0.00051544-2.4358e-05i,-0.00039501-0.00085564i,-0.00068939-0.00081346i,-0.00028026-0.0003216i,-0.00028707+0.00014401i,-0.00028647+0.00050948i,-0.00076148-6.6886e-05i,-0.00086024-0.00072973i,-0.00015692-0.00012117i,5.2596e-05+0.00074703i,0.00031713+0.00077804i,-1.1144e-05+0.00029059i,0.00019215+0.00026272i,0.00091769+5.6587e-06i,0.00090699-0.00043569i,-0.0001484+0.00014855i,-0.00078394+0.00058291i
-0.00028445-7.9112e-05i,0.00043188+0.00015444i,0.0014334+0.00038081i,0.00093458-0.00043794i,0.00024165-0.00066638i,1.2786e-05+0.00019316i,-0.0003449+0.0003986i,-0.00022082-0.00024984i,-0.00040288-0.00028226i,-0.00073633+6.1626e-05i,-0.00059702+0.00051279i,-0.00051064+0.00032127i,-0.0009082-0.00017207i,-0.00062984-0.00036139i,0.00018653-0.00071413i,-0.00026455-0.00031391i,-0.00033631+0.00033315i,0.00023135+0.0012103i,-6.2525e-05+0.00070425i,-4.1228e-05-0.00070474i,0.00052676-0.00043464i,-7.8277e-05+0.00043426i,-0.00034602+0.00046811i
0.00011935-0.00010286i,-0.0010489+0.0015146i,-0.0018296+0.00027566i,-0.00089613-0.0010086i,-0.0005261-0.00075059i,0.00033701+0.00011379i,0.0014043-7.3676e-05i,0.00055123-0.00086257i,-0.00087868-1.9763e-05i,-0.00087234+0.00060074i,0.00033861-0.00025976i,0.00081336-0.00054931i,0.00067291-8.7165e-05i,0.00065435-0.00024325i,0.00036913+8.5636e-05i,0.00031559+7.4372e-06i,-1.7471e-05-0.00029949i,-9.1988e-05-8.6148e-05i,0.00056145-1.299e-05i,0.0007228-0.0002113i,-0.00015287-0.00033599i,-0.00022176-4.0846e-05i,0.00035416-0.00015079i
0.0012381+0.0010191i,0.0024193+0.0010003i,0.0020448-0.00031346i,0.00056549-0.0012967i,-0.00040076-0.0013131i,-0.00044214-0.00061492i,-0.00042066-0.00079473i,-0.00054395-0.0014459i,-0.00041286-0.00075738i,-0.00050068-0.00019129i,-5.8753e-05-0.0010221i,0.00063081-0.0018867i,0.00037126-0.00089248i,4.9247e-05+0.00045518i,-0.00014652+0.00075971i,-0.00055715+0.0010205i,-0.00043943+0.00099215i,0.00027768+0.0010116i,0.00041556+0.00055986i,0.00030162-0.00012243i,0.00023339+0.00051338i,0.00030058+0.0013766i,0.00022516+0.0011015i
-0.0013501-0.00053506i,-0.0012534-0.0011965i,-0.0020401-0.00083316i,-0.0012297-0.00025097i,0.00020903-0.0001507i,0.0010621-0.00032611i,0.0011205-0.00089231i,0.00041426-0.00079733i,7.4641e-05-0.00041539i,0.00075365+0.0001212i,0.0005639+0.00071402i,9.3669e-05+0.00052093i,0.00024594-0.00015988i,0.00014075-0.00055886i,0.00020697+6.0013e-05i,-9.5278e-05+0.00062227i,-0.00054492+0.00045763i,-0.00029111+0.00045247i,-0.00025729-0.00037684i,0.00028251-0.0008753i,0.00089241-0.00038087i,0.00074586+0.00027013i,0.00018628+0.0010871i
0.00080862+0.003485i,0.00039719+0.0021699i,0.001434+8.077e-05i,0.001525-0.00092035i,0.000281-0.0014034i,-0.00023247-0.0013632i,-0.00035295-0.00063782i,-0.00086569-0.00059049i,-0.001042-0.00099185i,-0.00020671-0.00059998i,0.00016388-0.00035267i,-0.00038932-0.000966i,-0.00061901-0.0015669i,-0.00065354-0.00034069i,-0.0004617+0.00068003i,0.0001225+4.0799e-05i,0.00044357+2.1985e-05i,0.00047324+4.5949e-06i,0.00060503-9.5151e-05i,0.00079067+0.00034175i,0.00015967-0.00031516i,-7.069e-05-0.00066846i,0.00060823+7.8607e-05i
-0.0019689+0.00078931i,-0.0016707+0.00058527i,-0.0015324-0.00038591i,-0.001033-0.00056672i,-0.00048736+4.1976e-05i,0.00018492+0.00018331i,0.00090149-0.00011942i,0.00090923-0.00068163i,-0.00023125-0.0005277i,-0.00051059+0.00015256i,0.00033952+0.00071756i,0.000542+0.00051263i,-0.00053534-0.00016203i,-0.0019751-0.00073173i,-0.0017437-0.0012324i,-0.00019416-0.00097615i,0.00078444-0.00025271i,0.00078839+0.00021718i,0.00012485-4.9346e-05i,-0.00013721-0.00017841i,-0.00032742+0.00034776i,-0.00092611+0.00013749i,-0.00055784-0.00026773i
-0.0010588+0.00030836i,-0.00035178+0.0012517i,-2.7187e-05+0.00043469i,0.00013949-0.0013432i,0.00020371-0.0012927i,9.8593e-05-0.0004948i,0.00029403-0.00030224i,0.00049866-0.00063368i,0.00036238-0.000857i,0.00047143-0.0010107i,0.00069845-0.00091246i,0.00068013-0.00042681i,0.00069593+1.8617e-06i,0.00097948+0.00085829i,0.00062596+0.00067292i,0.00042505-0.00072884i,0.0010308-0.00093099i,0.00068584-0.00039834i,-0.00015466-0.00048738i,-0.00033273-0.00037604i,0.00013792-0.00022568i,0.00067893-1.8072e-05i,0.000799+0.00052905i
0.0014251+0.00047862i,0.0014072+0.00050246i,0.0014691-1.2798e-05i,0.0010979-0.0011744i,-0.00036606-0.0014536i,-0.0010813-0.0015425i,-0.00079048-0.0014444i,-0.00024792-0.00099376i,-0.00035468-0.00084132i,-0.00026143-0.0010265i,8.014e-05-0.00051408i,0.00017024+0.00013911i,2.8983e-05-0.00018732i,-0.00010015-0.00058725i,0.00015105-1.2759e-05i,0.00085102+0.00081631i,0.00084432+0.001244i,-0.00015625+0.00074766i,-0.00032967-0.0001151i,0.00069596-0.00081388i,0.00064023-0.00081196i,-0.00074996-0.00015927i,-0.0015983+1.1154e-05i
-0.00085917+0.0003028i,-0.0010744-6.1729e-06i,-0.0014159+0.0002547i,-0.0017226+1.3195e-06i,-0.0007252-0.00071796i,0.00016469-0.00080449i,-7.1722e-05-0.0012929i,-0.00063874-0.0015602i,-0.00091388-0.0011044i,-0.00028415-0.00039806i,0.00018548+7.0335e-05i,-5.1045e-05-0.00035812i,-0.00013768-0.00052663i,-0.0010521-0.00024219i,-0.0010448+0.0001405i,7.5557e-05+0.00041833i,0.00031388+0.00069695i,-3.7911e-05+0.00084518i,-7.5348e-05+0.00055731i,0.0010289+0.00034658i,0.00095388+0.00045897i,0.0001734+0.00027846i,0.00061981+0.00020714i
-0.0010691+0.0013417i,-0.0016465+0.00058205i,0.00050636+0.00048158i,0.0020709-0.00013702i,0.0013839-0.0012116i,0.00013911-0.0017885i,-7.0534e-05-0.0013192i,-0.0002177-0.00096254i,-0.00060141-0.0012403i,-5.0661e-05-0.00067101i,8.2728e-05+0.0003259i,-0.00047832-7.884e-05i,-0.0006462-0.00037491i,-0.00085539-0.00031458i,-0.00089772+0.0001188i,-0.00056035+0.00018926i,0.00028241+8.2228e-05i,0.00055407+0.00039335i,7.8109e-05+6.9039e-05i,-0.000589-0.00012978i,-0.00093847-0.00046628i,-0.0003393-0.00034181i,0.00024399+0.00080637i
-0.001277+0.001192i,0.00043769+0.0014523i,0.00074259+0.00072257i,0.0003508+4.4864e-05i,-0.00029775+1.3616e-06i,0.00028217-0.00093803i,0.00050624-0.0017665i,-0.00037849-0.001468i,-0.00049338-4.911e-05i,0.00024195+0.00086129i,0.00091147+0.00069674i,0.00095023+8.4527e-05i,0.00039826-0.0003633i,-0.0004558-0.00094135i,-0.00044108-0.00083701i,7.6649e-05-0.00035732i,6.5612e-05-0.00032861i,-0.00011921+0.00029577i,-0.00022131+0.00061217i,-0.00021101-0.00036141i,0.00030604-0.00056231i,0.00036967-0.00036734i,-0.00031213-8.2072e-05i
-0.0010136+0.0013735i,-0.0010996+0.00086948i,-0.00030256+0.00022404i,0.00012438-0.00038186i,-6.1351e-05-0.0010552i,0.00040742-0.00075952i,0.00049236-0.00028535i,2.2943e-06-0.0002939i,-0.00032276-0.00051309i,-7.4216e-05-0.00013327i,0.00058677+8.7594e-05i,0.00071513-0.00098931i,0.00027109-0.0012735i,-0.00014387-0.00068053i,8.6208e-05-0.00057169i,0.00076192-0.00091028i,0.0011267-6.8598e-05i,0.0018017+0.00060155i,0.0012278+0.00044265i,0.00034599+0.00019446i,0.00034063-0.00092539i,0.00025777-0.0010525i,4.747e-05+0.00043712i
0.00028362+8.9926e-05i,0.0012333+0.0010283i,0.0012334+0.00085737i,-0.00033272-6.7232e-06i,-0.00087337-0.00023334i,-0.0004951-0.00025596i,0.00015939-0.00075494i,0.00027751-0.00114i,6.2572e-05-0.00050508i,6.7858e-05-0.00029371i,-0.00036894-0.0008835i,-0.00027439-0.00031321i,-0.00028625+0.00022926i,-0.00082323-0.00016977i,-0.0008682-0.00045795i,-0.00030197-0.0010038i,0.00022861-0.00064553i,0.0005667+0.00023745i,0.00079413+0.00037795i,0.00059087+0.00031167i,0.00014825+8.7533e-06i,-0.00026883+0.00020146i,-0.00061818+0.00025379i
-0.00074185-0.00039885i,-0.0003319-0.00076234i,-0.0005675-0.00037601i,-6.4872e-05+0.00040391i,0.0002715+0.0002372i,0.0001132-0.00059322i,0.00024359-0.00033459i,0.00062392-0.00040575i,-1.2931e-05-1.1252e-06i,-0.00067225+0.0005246i,0.00015796+9.5455e-05i,0.00059576-0.00067488i,0.00047837-0.00022547i,-0.00030263+0.00066871i,-0.00099413+0.00072466i,-0.0010149+0.0002408i,-0.00050157-0.00035081i,-0.00033726-8.6074e-06i,-0.00028981+0.00041739i,0.00026145+9.2164e-05i,0.00034511-0.00040445i,0.00047452-0.00061986i,0.00026985-0.00030189i
-0.0009892+0.0018281i,-0.00021888+0.0019998i,0.00097982+0.0014597i,0.001082+9.2394e-05i,0.00060103-0.0010507i,0.0002962-0.0010195i,0.0004264-0.0011711i,0.0011051-0.0012947i,0.00044972-0.0011857i,3.23e-05-0.00061226i,0.00020781-0.00012626i,0.0001979-0.00022404i,-0.00054757-0.00047894i,-0.0012582-0.00057029i,-0.00027412-1.6294e-05i,0.00035699+0.00038264i,1.3795e-05-0.00041366i,0.00053978-0.00077184i,0.0006471-8.2967e-05i,0.00028622+0.00027852i,6.1119e-06+0.00029919i,-7.8931e-05+0.00037365i,-0.0003101+0.00041315i
-0.00014682+0.000415i,-0.00035174+0.0012109i,0.00011467-0.00064981i,-0.0001458-0.0022206i,-0.0013871-0.001725i,-0.0019865-4.7784e-05i,-0.0010274+0.00010533i,-0.00018548-0.00067193i,1.5016e-05-0.00050568i,0.00034049-0.00019174i,0.00029648+0.00019003i,5.1617e-05+0.00029739i,0.00079242+0.00010315i,0.0017207+0.00035405i,0.0012357+0.0012088i,0.00033735+0.00078655i,-4.7511e-06-8.5397e-05i,-0.00062027-0.00030804i,-0.00072781-5.903e-05i,0.00034357-0.00039483i,0.00087208-0.00036515i,5.1274e-05+6.1688e-05i,-0.00059753+0.00014134i
-0.00089198+0.00093105i,-0.00011969+0.00041106i,0.00075453+0.00010252i,0.00038416-0.00015567i,-0.00015569+0.00017118i,-0.00017116-0.00037427i,-0.00013116-0.00079465i,-0.00012739-0.00029493i,-0.00056221-0.0001477i,-0.00090833-4.4422e-05i,-0.00042853+0.00081922i,-0.00022767+0.00084865i,0.00029364+0.00046345i,-0.00025852+0.00028006i,-0.00075898+0.0001448i,7.2119e-05+0.00021743i,0.00056102+0.00038895i,0.00038327+0.00031629i,0.0006051-0.00023879i,0.0011199-0.00047391i,0.0011546+0.00016719i,0.00079187+0.00053666i,0.00017125+0.0005206i
0.00015766+0.0018544i,0.00048644+0.0024226i,-0.00042922+0.0020193i,-0.0016643-0.00024092i,-0.0013236-0.0023088i,-4.1623e-05-0.0022673i,0.00071197-0.0016739i,0.00026371-0.0012283i,9.2821e-05-0.00049974i,7.5994e-05+0.00024304i,-0.00023679-0.00030098i,-0.00054277-0.00092356i,-0.00062645-0.00078139i,-0.00039984-0.0005261i,-0.00035764+3.1097e-05i,5.7511e-05+7.4849e-05i,0.00044262-0.00014166i,0.00017116-0.00020446i,0.00039774+5.7376e-05i,0.00043147+0.00044494i,0.00040018+0.00018846i,-0.00037082-0.00015092i,-0.00082588+5.9236e-05i
-0.00010636+0.00057653i,-0.00037988-0.00065369i,0.00029564-0.0025328i,0.00082091-0.0035901i,0.00070235-0.0030332i,-0.00033013-0.0016506i,-0.00081153-0.00020879i,-0.00028132+0.00043019i,-0.0004912-4.6944e-05i,-0.00098692-0.00034366i,-0.0010684-0.00036075i,-0.00061548-0.00054516i,-7.9658e-06-0.00037056i,-3.8977e-05+0.00017033i,-0.00034702-0.00025795i,-0.00057424-0.00057143i,-0.00032059-2.0749e-05i,-0.00020427-2.6585e-05i,-0.00034248-0.00056363i,0.00015015-0.00069452i,9.1976e-05-0.00090384i,-0.00067223-0.00055206i,0.0001393+9.1337e-06i
9.2227e-05+0.0018256i,0.00019548+0.0022765i,-0.00037772+0.0012836i,-0.0011438+0.00059391i,-0.0016777+0.00018018i,-0.0014515+0.00033589i,-0.00091312+0.00047924i,-9.6079e-05-0.00042414i,0.00026775-0.0011633i,0.00068087-0.00042377i,0.00063548-0.0004927i,0.00044163-0.001095i,9.072e-05-0.0010742i,-0.00015336-0.0008348i,4.7347e-05-0.00073376i,-0.00030688-0.00055135i,-0.00090686-0.00024287i,-0.00093379-0.00016533i,-0.00042324+0.00030412i,0.00010396+0.00059366i,6.6789e-05-7.2536e-05i,-6.5077e-05-0.0003482i,-4.8826e-05-8.7973e-05i
0.0010881+0.00036155i,0.00053618+0.00012557i,0.00030068-0.00014902i,0.00017381-0.00041575i,-2.7533e-05-0.00037143i,-5.8581e-05-0.00026674i,-4.8075e-05+8.4541e-05i,8.8997e-05-0.00020475i,0.00054534-0.00037702i,0.00096768+4.313e-05i,0.00097978+0.00021169i,0.00053539+0.00036863i,3.264e-05-1.7171e-06i,-0.00048368-0.00017956i,-0.00023064+0.00032198i,0.00012724+0.00095441i,0.0002529+0.0011302i,0.00050495+0.00032731i,0.00058619-0.00039365i,0.00067845-0.00037098i,0.00074999-0.00028893i,0.00038617+0.00042017i,-8.9928e-05-0.00018245i
-0.00076699-8.3818e-05i,7.9119e-05+0.0010596i,-0.00024396+0.00089266i,-0.0012766-0.00045522i,-0.0011962-0.00072032i,-0.00038995-0.00047501i,-0.00027771-0.00038137i,-0.00023312-0.00042205i,-1.3281e-05-0.00046683i,-7.7634e-05-0.00028101i,-0.00026343-5.6505e-05i,-0.00025357+0.00011898i,0.00018107+0.00041793i,0.00013459+0.00024636i,-0.00067611+0.00033899i,-0.00066328+0.00021985i,-0.00016942+1.958e-05i,-5.4443e-05+0.00060249i,-0.00026094+0.00044603i,0.00010736-7.7172e-05i,6.778e-05+0.00048461i,-0.00023012+0.0010442i,-0.00023261+0.00064112i
0.00023304+0.0016097i,-4.8293e-05+0.00068505i,0.0010833-0.00087977i,0.0014291-0.0014161i,0.00026792-0.001194i,-0.00021823-0.00095769i,0.00016077-0.0012047i,0.00042226-0.00089133i,0.00023724-0.00039976i,0.00010737-0.00024731i,2.9026e-05+0.00046487i,-0.00027809+0.00017405i,-0.00018277-0.00070163i,0.00020874-0.00011324i,-0.00022073+0.00042051i,-0.00020963+0.00013251i,0.00029265+0.00017639i,2.3647e-05+0.00022376i,-0.00014594-0.00029781i,-0.00060175-0.00043716i,-0.0016366+0.00011268i,-0.0015156+0.00019931i,-0.00050402+0.00058508i
0.00016674+0.00097348i,-0.00021614+0.0012003i,-0.00053238+0.00062568i,-0.00057415-0.00050035i,-0.00059686-0.0011564i,-0.00097349-0.00093125i,-0.00049741-0.0014783i,-0.00023028-0.0014722i,-9.7454e-05-0.00044349i,-0.00026855-9.184e-05i,-0.00012878-0.00024343i,0.00039991-0.00024051i,0.00040277-8.9196e-05i,-0.00017795+0.00021894i,-0.00051489+0.00045377i,-0.00060504+0.000244i,-0.0010261-0.00034447i,-0.0011444-4.9491e-05i,-0.00012711+0.00047305i,0.00058027+0.00014517i,0.00077192-0.00039746i,0.00074246-0.00085143i,0.00011765-0.0010168i
0.00068242+0.00030645i,0.00042695-0.00039769i,-0.00041919-0.0017574i,0.00035809-0.002661i,0.00046873-0.0015168i,-0.00030488-0.00016967i,-0.00050026+6.0313e-05i,-0.00096233+0.00057894i,-0.0017198+0.00059601i,-0.0012222-0.00020264i,-0.0006421-0.00010002i,-0.0010238-0.00046327i,-0.00087319-0.00095529i,-0.00062119-0.00012931i,-0.000284+0.00075094i,1.1127e-05+0.00036359i,0.00034274-6.8202e-06i,0.0003645+0.0001815i,0.00014237+0.00055572i,0.00056395+0.00050021i,0.00071652+0.0002976i,0.00034875-6.435e-05i,-0.00016857-0.00026423i
4.285e-05+0.00082747i,0.0014008+0.0016371i,0.0019948+0.00093694i,0.0011435+0.00050692i,0.00039677+9.3274e-05i,0.0009682+0.0002724i,0.0013882-0.00020881i,0.00085097-0.00076998i,0.00024201-0.00063611i,-0.00074384-0.00017093i,-0.00072745+0.00012715i,0.00023264+0.0002667i,0.00067956+0.00049836i,0.00056543+0.00069667i,-5.1931e-05+0.00051303i,4.2853e-06-6.2991e-05i,0.00052056+1.0926e-06i,0.00036417-0.0002496i,-0.00016695-0.00037856i,4.1281e-05+2.1822e-05i,0.00039792+7.4552e-05i,0.00060171+2.8563e-05i,0.00045124-0.00018607i
0.00044712+0.0018454i,-0.00024707+0.0010501i,-0.0011014+0.00078179i,-0.0018929+0.00068814i,-0.0015471+0.0006719i,-0.00080967+0.00064039i,-0.00053857+0.0002057i,-0.00043217+0.00025342i,2.399e-05+8.0079e-05i,-0.00016352+2.7369e-05i,-0.00014189-0.00025913i,0.0002863-0.00070724i,0.00023033-0.00017867i,-0.00013045-0.00030097i,-0.00029381-0.00044987i,-0.00047053-1.7855e-05i,-0.00040477-0.00030289i,7.6915e-05-0.00031422i,0.00020954-7.6137e-05i,0.00026792-2.4689e-05i,0.00037887+0.00012984i,0.00024596+0.00035233i,3.4476e-05+0.00053066i
-0.00010795-0.00055735i,0.0010885-2.2075e-05i,0.0014887-0.00084374i,0.00017985-0.0016447i,-0.00015072-0.0014006i,-0.00022041-0.00064421i,0.00023819-0.00029819i,-4.0229e-05-0.00020098i,-0.0010169-6.7594e-05i,-0.00065594-0.00024105i,0.00021985+0.00061634i,0.00043317+0.00063205i,0.0010455-0.00063806i,0.0012282-0.00047151i,0.00020666-8.2588e-06i,0.00010931-0.00011179i,0.0004569+0.00013821i,0.000528-0.0001636i,0.00015431+0.0001521i,0.00036974+0.00071935i,0.00040018+0.00022661i,6.5573e-05+0.00016852i,0.00040037+0.00068281i
0.0013982-0.0011189i,0.0016222+0.00071297i,0.00087241+0.00020467i,0.00013879+0.00069015i,-0.00057855+0.0016012i,-0.00027934+0.0016787i,-0.00021985+0.00049615i,-0.00056253-0.0010598i,-0.00083205-0.0011081i,-0.00050118-0.0004748i,7.2799e-05+5.4992e-05i,0.00015531+0.00067457i,-4.9991e-05+0.00035007i,0.00036433-0.00044006i,0.0011763-0.00013214i,0.0010958+0.00042639i,0.0001714+0.00052042i,-0.00047506+0.00083102i,0.00029973+0.00086054i,0.00056509+0.00071066i,0.00013055+0.00022728i,0.00064117-4.0366e-05i,0.00066314+0.0002165i
0.001225+9.9928e-05i,0.00065591-0.00044251i,0.000168-0.0014567i,-0.00039492-0.0010166i,-0.001032-0.00055539i,-0.0011621+0.00018228i,9.0337e-05+0.00024275i,0.00086702-0.00032833i,0.0003387-0.00083105i,0.00032128-0.00094729i,0.00041724-0.00035701i,-0.00027514-0.00012668i,-0.00094917+0.00024948i,-0.00083399+0.00036234i,-0.0002258+0.00048763i,-0.00021071+0.00054979i,-0.00028427+0.00039703i,-0.00034436+0.00024393i,0.00047368+2.1629e-06i,0.0014303-0.00038258i,1.2493e-05-0.00022492i,-0.00064866+4.0932e-05i,6.3001e-05-0.00013848i
0.00070857+0.0011791i,0.0019211+0.0018217i,0.0024671+0.00098285i,0.0013031-0.00023969i,0.00028792-0.001518i,0.00027332-0.0020427i,0.00036782-0.0017736i,0.00010808-0.0010287i,-0.00049661-0.0010045i,-0.00096589-0.0013227i,-0.0006129-0.00062105i,-0.00020831-0.00035276i,-0.00015268-0.0004053i,-0.00061081-0.00062554i,-0.0011088-0.0007306i,-0.00065221-0.00053102i,-2.8126e-05+0.00024759i,0.00040955+0.00060842i,0.00012568+0.0001914i,0.00023578-0.00080792i,0.0004522-0.0008026i,-6.8021e-05-0.00030756i,-0.00017852+0.00012631i
-0.00098784+0.00024484i,-0.0013752-0.00037318i,-0.0016014-0.00061549i,-0.0017196-0.00053629i,-0.0010016-0.00013626i,2.4085e-05+0.00053447i,3.8287e-05+0.0009738i,-0.00043831+0.00030624i,-0.00053122-0.00024758i,-0.00024564+0.0001822i,-0.00034588+0.00050729i,-0.00028905+7.5288e-05i,9.0773e-05-0.00048034i,-0.00048728-0.00031689i,-0.00072672+0.00021868i,-0.00056317+0.00014837i,-0.00087023-0.00021007i,-0.00049491-8.3201e-05i,-0.00013166+0.00021373i,0.00098701-4.2971e-05i,0.0010201-9.3981e-05i,0.00012501+0.0005818i,0.00021557+0.00045649i
0.0014037+0.0012263i,0.00079069+0.0021229i,0.0015441+0.00043618i,0.0011197-0.001799i,0.00011112-0.0025588i,-0.00062714-0.0017018i,-0.00051144-0.00089567i,-0.00021845-0.0014312i,-0.00027863-0.0017284i,0.00051037-0.0014482i,0.0012078-0.0012701i,0.00086995-0.0010147i,-3.1792e-05-0.00015837i,0.00032158+0.00016258i,0.0007885+0.00044764i,0.0012902+0.0011563i,0.0012354+0.00054354i,0.00062344+4.2658e-05i,0.00055369-7.416e-06i,-0.00054573-4.5327e-05i,-0.001544+4.3377e-05i,-0.0010879-0.0001618i,-0.00074242-0.0010103i
0.0011683-0.00057608i,0.0011106-0.00088462i,0.00092742-0.0017803i,0.0007303-0.0020122i,-0.00044357-0.0013826i,-0.00098844+0.00017437i,-2.2447e-06+0.00047019i,8.1599e-05-0.0004165i,-0.00082739-0.00058946i,-0.0010346-8.7551e-05i,-0.00073406+0.0004933i,-0.00091098+0.00031418i,-0.00060057+1.0429e-05i,-0.00054955-6.1001e-05i,-0.00036621-1.2531e-05i,9.8116e-05+0.0006897i,1.2349e-05+0.00091694i,7.7564e-06+0.00083053i,-0.00029203+0.00039574i,-0.00032253-0.00019165i,-0.00037389-4.3132e-05i,-0.00090501+0.00064717i,-0.00057774+0.001216i
0.00060619+0.00068499i,0.00082518+0.00045297i,0.00075555-0.00017561i,0.00073424-0.0014483i,0.00064697-0.0017572i,0.0010466-0.00030986i,0.0014402+0.00039291i,0.00050915+2.2155e-05i,-0.00083019-0.00074193i,-0.00058223-0.0011255i,-0.00017422-0.00094553i,-0.00015883-0.0010003i,0.00051081-0.0013657i,0.00099614-0.0016046i,-0.00023426-0.0013532i,-0.0013854-0.0008846i,-0.00097018-0.00070269i,-0.00057533-0.00089794i,-0.00070116-0.00059823i,-0.00026827-0.00031792i,-0.00016774+5.0291e-05i,-0.00026102+5.9465e-05i,-8.1743e-05-0.00016694i
