-0.00064857+0.0008573i,0.0005036+1.197e-05i,-0.0010483-5.0216e-05i,-0.0012025+0.00087593i,-0.00069578+0.0025057i,-0.00044298+0.0021713i,2.2723e-05+0.00075275i,0.00089304+0.00047889i,0.00163+0.00081988i,0.0013893+0.00042854i,0.001351+1.6263e-05i,0.0014188-0.00024306i,0.00037519-0.00063313i,-0.00030661-0.00037919i,-0.00054211+0.0001022i,-0.00044792+0.00097948i,0.00034599+0.0013319i,0.00040318+0.00052118i,0.00040927+0.00011985i,0.00033111+7.9652e-05i,2.9148e-05+0.00017579i,-4.7525e-05+8.7338e-05i,-0.00032705-0.00071277i
0.18196-0.11112i,0.31931-0.21568i,0.33984-0.27027i,0.22487-0.22213i,0.12875-0.10427i,0.097498-0.0027254i,0.076014+0.029956i,0.05933+0.017825i,0.038878+0.014672i,0.013788+0.036492i,0.0059729+0.050791i,0.0058715+0.041449i,-0.0045452+0.030001i,-0.013782+0.029883i,-0.0075343+0.033746i,0.0088603+0.033856i,0.017211+0.027367i,0.014732+0.013757i,0.0081298+0.0018263i,0.0033823-0.002014i,-0.0022726-0.0037342i,-0.0087446-0.0056607i,-0.01101-0.0073993i
-0.0029572+0.17165i,0.036368+0.3036i,0.087302+0.30796i,0.085738+0.19466i,0.0075614+0.12848i,-0.051197+0.12941i,-0.042763+0.10654i,-0.020645+0.049362i,-0.0063059-0.0063439i,0.0048271-0.038506i,0.0074179-0.043121i,0.0047084-0.030988i,0.0094961-0.014616i,0.023705-0.0066126i,0.032814-0.013009i,0.029799-0.025113i,0.019299-0.026183i,0.0084645-0.013655i,-0.00053269-0.0035293i,-0.0086716-0.0010872i,-0.011245+0.0037998i,-0.0079526+0.011007i,-0.004153+0.0159i
-0.18377-0.0018849i,-0.32842+0.026279i,-0.36717+0.061444i,-0.27579+0.04038i,-0.16277-0.070207i,-0.10744-0.17587i,-0.087972-0.16126i,-0.061813-0.07007i,-0.038092-0.012781i,-0.037564-0.011749i,-0.043868-0.021848i,-0.03725-0.020271i,-0.030131-0.018482i,-0.035485-0.018205i,-0.042265-0.0079423i,-0.039862+0.0085637i,-0.029332+0.016577i,-0.015457+0.013148i,-0.0034659+0.0076062i,0.0040547+0.0041023i,0.0085285-0.0023931i,0.010186-0.009326i,0.0085588-0.0087101i
0.073822-0.15471i,0.11888-0.31087i,0.13923-0.37443i,0.12816-0.29141i,0.10351-0.14316i,0.084991-0.011033i,0.075785+0.032715i,0.062095+0.0057487i,0.050969-0.0035294i,0.051993+0.021084i,0.051625+0.040255i,0.041046+0.038432i,0.026367+0.033381i,0.021138+0.038517i,0.025325+0.041783i,0.02679+0.035672i,0.021489+0.026195i,0.011909+0.011747i,0.0052629-0.0026112i,0.0043576-0.0071328i,0.0014778-0.0032788i,-0.0041513+0.0015931i,-0.010254-0.00045403i
0.13325+0.11749i,0.22567+0.19222i,0.20642+0.22742i,0.10625+0.23601i,0.049049+0.22029i,0.017498+0.15828i,-0.019675+0.097584i,-0.032495+0.06788i,-0.025684+0.033978i,-0.02344-0.0021094i,-0.024837-0.015748i,-0.020925-0.011077i,-0.0068745-0.011233i,0.0027757-0.029485i,-0.0022072-0.050803i,-0.010474-0.059471i,-0.01206-0.052102i,-0.0079628-0.028689i,-0.0034288-0.0057644i,-0.00072862+0.0048679i,0.0036694+0.0068032i,0.010347+0.0049826i,0.013168+0.0038577i
-0.11007+0.079017i,-0.18046+0.15311i,-0.18434+0.13947i,-0.16111+0.018313i,-0.16223-0.089239i,-0.13726-0.12937i,-0.088065-0.11307i,-0.056675-0.053459i,-0.039388+0.0092142i,-0.023594+0.035085i,-0.010405+0.024047i,-0.0053709+0.0022113i,-0.014944-0.0065832i,-0.031314+0.0023791i,-0.039057+0.019844i,-0.037531+0.030725i,-0.030421+0.028362i,-0.018106+0.019606i,-0.0053046+0.012003i,0.0022512+0.0039983i,-0.0018136-0.0059029i,-0.010128-0.010912i,-0.0096228-0.0087652i
-0.052332-0.1525i,-0.11271-0.25253i,-0.092261-0.2579i,0.028651-0.17672i,0.13683-0.083359i,0.17107-0.0010179i,0.15339+0.015563i,0.1032-0.037516i,0.055477-0.066013i,0.042083-0.049001i,0.042658-0.024618i,0.036456-0.0035652i,0.036238+0.012906i,0.049999+0.018873i,0.060007+0.012972i,0.054607+0.0035148i,0.038237+0.00011436i,0.020635-0.0018866i,0.0098207-0.0073714i,0.0032782-0.010512i,-0.00036841-0.0043878i,-5.8301e-05+0.0053999i,-0.001253+0.0083688i
0.13789-0.016704i,0.22927-0.019455i,0.21616+0.041163i,0.12621+0.13872i,0.054981+0.16057i,-0.0070985+0.11182i,-0.039661+0.094361i,-0.014822+0.090506i,0.0038429+0.048679i,-0.014748+0.012918i,-0.032717+0.0072116i,-0.031034+0.0089976i,-0.02382+0.00094864i,-0.025848-0.015869i,-0.030728-0.030237i,-0.02833-0.039466i,-0.020621-0.03845i,-0.011328-0.02472i,-0.0059715-0.0068435i,-0.0034913+0.006529i,0.00062245+0.0064552i,0.0024341-0.0011682i,0.0029863-0.0014744i
-0.041462+0.11729i,-0.043575+0.16242i,-0.067708+0.073302i,-0.14675-0.077321i,-0.20032-0.12987i,-0.15266-0.11098i,-0.088668-0.097485i,-0.062635-0.047379i,-0.029047+0.013193i,0.0031526+0.02279i,0.0084069+0.0041961i,-0.0049871-0.011876i,-0.021131-0.006243i,-0.02387+0.022389i,-0.012301+0.04808i,0.00076168+0.056241i,0.0085268+0.045166i,0.0094814+0.025032i,0.0075796+0.0092273i,0.0061403+0.0010277i,9.025e-05+0.00041157i,-0.0070375+0.004597i,-0.010466+0.00644i
-0.11703-0.035358i,-0.17157-0.01968i,-0.093752+0.017816i,0.086988+0.0098492i,0.1933-0.032775i,0.16334-0.035994i,0.10255-0.022843i,0.053217-0.05136i,0.0055662-0.071365i,-0.013931-0.055158i,-0.0033974-0.030359i,0.014987-0.0093124i,0.033838-0.0057115i,0.046406-0.022109i,0.047098-0.034113i,0.041655-0.029573i,0.034307-0.01701i,0.023047-0.010479i,0.0086197-0.012202i,-0.0014579-0.012194i,0.0011127-0.0083297i,0.0094417-0.0060135i,0.0099222-0.0049369i
0.084974-0.096251i,0.095465-0.16476i,0.04381-0.12189i,-0.026684+0.036833i,-0.068627+0.15406i,-0.080787+0.16022i,-0.055579+0.13703i,-0.00051396+0.10506i,0.02868+0.058653i,0.020964+0.035165i,0.005975+0.028536i,-0.0056783+0.01954i,-0.021318+0.010427i,-0.043661+0.0060072i,-0.060705+0.0033673i,-0.061168-0.0048991i,-0.047983-0.010112i,-0.028019-0.0036664i,-0.0101+0.0075254i,4.1498e-05+0.013742i,0.0012896+0.0092747i,-0.0035214+4.2067e-05i,-0.0034332-0.0035557i
0.071278+0.094057i,0.11035+0.10247i,0.042993+0.018486i,-0.10717-0.086185i,-0.17141-0.12544i,-0.11898-0.12937i,-0.083032-0.11772i,-0.075625-0.050526i,-0.039987+0.007919i,-0.01002+0.0049448i,-0.009011-0.011868i,-0.017805-0.012038i,-0.014566+0.0022352i,0.0074622+0.020208i,0.028422+0.030113i,0.028604+0.03451i,0.014578+0.034004i,0.0039993+0.026478i,0.0027491+0.014025i,0.0023101+0.0020984i,-0.00018657+0.00021191i,0.0005155+0.0060665i,0.0010444+0.0089758i
-0.099247+0.037601i,-0.10337+0.10479i,0.03894+0.12205i,0.21897+0.023995i,0.23481-0.070929i,0.1388-0.051266i,0.083417-0.016326i,0.047723-0.042045i,-0.00047226-0.051862i,-0.020144-0.021594i,-0.0084511+0.0012005i,0.0139+0.0014574i,0.027399-0.015417i,0.021062-0.037138i,0.0080143-0.050127i,0.0018054-0.049071i,0.0013387-0.037629i,-0.00179-0.026281i,-0.0068508-0.019105i,-0.007827-0.014302i,-0.0046418-0.012806i,-0.002986-0.01523i,-0.0037033-0.015541i
-0.024017-0.12261i,-0.1105-0.17351i,-0.20931-0.083874i,-0.19778+0.11131i,-0.075968+0.20447i,0.010511+0.15508i,0.028315+0.10166i,0.04715+0.073588i,0.068359+0.037343i,0.068886+0.0073445i,0.051522-0.0042644i,0.022559-0.0025815i,-0.0050272+0.012955i,-0.020098+0.032613i,-0.026548+0.039063i,-0.029656+0.025555i,-0.02833+0.0063519i,-0.018069+0.00060964i,-0.00088709+0.0067659i,0.010915+0.011472i,0.0081524+0.012806i,-0.0026961+0.015462i,-0.0048393+0.01614i
0.11995+0.015871i,0.21222-0.031276i,0.18623-0.13716i,0.030559-0.21263i,-0.082397-0.20569i,-0.099307-0.1782i,-0.099686-0.12806i,-0.090398-0.037696i,-0.060037+0.026998i,-0.04046+0.032436i,-0.033246+0.017299i,-0.022553+0.010905i,-0.0039698+0.0091724i,0.020277+0.0026852i,0.037236-0.00026633i,0.04131+0.0079725i,0.036543+0.015899i,0.02846+0.011198i,0.019271-8.5993e-06i,0.0098259-0.0050614i,0.0080147-0.0026016i,0.013353+0.00013441i,0.012465+0.0019308i
-0.050457+0.10305i,-0.020803+0.18345i,0.10449+0.17524i,0.21103+0.063614i,0.18353+0.016166i,0.1324+0.065396i,0.11238+0.044404i,0.048468-0.035461i,-0.017135-0.051125i,-0.020827-0.015643i,0.0007847+0.0047893i,0.012063-0.0014139i,0.0054864-0.017971i,-0.014216-0.027033i,-0.025772-0.029498i,-0.02053-0.031649i,-0.0093383-0.030072i,-0.0056299-0.024035i,-0.012344-0.01382i,-0.01784-0.0055057i,-0.017165-0.0065073i,-0.018515-0.010788i,-0.019272-0.011269i
-0.091891-0.070296i,-0.22144-0.058738i,-0.30901+0.088653i,-0.23314+0.25493i,-0.078342+0.23i,-0.015748+0.10302i,-0.0061321+0.052936i,0.031405+0.036198i,0.047623-0.012522i,0.024484-0.049684i,-6.6336e-05-0.047618i,-0.014614-0.020896i,-0.016608+0.01248i,-0.0097259+0.037308i,-0.0065502+0.046327i,-0.011909+0.040827i,-0.016481+0.028924i,-0.011087+0.021335i,0.0010279+0.017004i,0.010719+0.011243i,0.011588+0.009948i,0.0089316+0.013425i,0.0090701+0.01351i
0.10355-0.075209i,0.16548-0.20885i,0.11925-0.36801i,-0.048813-0.40219i,-0.18497-0.27239i,-0.20017-0.12888i,-0.14805-0.04181i,-0.081096+0.019983i,-0.032338+0.057115i,-0.01827+0.063558i,-0.018171+0.0507i,-0.013648+0.026345i,-0.0045457-0.0043805i,0.006845-0.02927i,0.016168-0.034878i,0.024458-0.021111i,0.027801-0.0053169i,0.019965-0.002668i,0.0065497-0.0075527i,-0.0013717-0.0091286i,-0.00051549-0.0091126i,0.001859-0.013212i,-0.00031595-0.016031i
0.026723+0.12469i,0.10799+0.23398i,0.21614+0.2544i,0.26774+0.16084i,0.24822+0.077481i,0.21024+0.048592i,0.14538+0.0052777i,0.052978-0.041863i,0.0062595-0.047427i,0.013819-0.036019i,0.025838-0.028899i,0.022995-0.0225i,0.0099122-0.01296i,-0.0050853-0.0016865i,-0.017138+0.0010899i,-0.024916-0.0095767i,-0.02833-0.018333i,-0.025756-0.013582i,-0.017665-0.0024562i,-0.011227+0.0055459i,-0.012987+0.0075588i,-0.018627+0.00835i,-0.018456+0.0087064i
-0.1159-0.01035i,-0.22881+0.045345i,-0.25861+0.15667i,-0.16053+0.20131i,-0.076823+0.10132i,-0.084227-0.0027239i,-0.067207+0.0036874i,0.0022235+0.024347i,0.02725-0.00014312i,0.0024628-0.020513i,-0.013206-0.018318i,-0.0074203-0.00061047i,0.0090112+0.020723i,0.02305+0.029239i,0.026132+0.027291i,0.019036+0.025712i,0.010621+0.024163i,0.012495+0.018187i,0.022715+0.0069354i,0.027989-0.0028134i,0.026394-0.0037987i,0.025212+0.00011994i,0.024326+0.0026044i
0.047085-0.12528i,0.028611-0.29975i,-0.071579-0.42508i,-0.18024-0.36174i,-0.17646-0.17242i,-0.091116-0.040497i,-0.044689-0.0081603i,-0.027893+0.023238i,0.0057466+0.062626i,0.033351+0.071225i,0.034258+0.058231i,0.017009+0.034717i,-0.0040367+0.0079726i,-0.016649-0.01067i,-0.016092-0.019144i,-0.0032959-0.017631i,0.010008-0.013633i,0.0092539-0.011929i,-0.0011124-0.0085026i,-0.0075789-0.0062549i,-0.0080297-0.007647i,-0.0095452-0.0089417i,-0.013377-0.005691i
0.094775+0.091562i,0.244+0.17763i,0.39206+0.2136i,0.43077+0.14976i,0.35489+0.042595i,0.23587-0.029845i,0.11121-0.057771i,0.0041219-0.064764i,-0.044935-0.060317i,-0.042712-0.054273i,-0.02775-0.049068i,-0.016886-0.037707i,-0.010988-0.019228i,-0.0072058-0.00067001i,-0.0079373+0.006174i,-0.016546+0.0010006i,-0.023138-0.0031954i,-0.019514+0.0010262i,-0.010286+0.0086918i,-0.004318+0.014598i,-0.0048144+0.017545i,-0.0056132+0.018469i,-0.0027198+0.016326i
-0.11761+0.048678i,-0.22793+0.13256i,-0.28454+0.19063i,-0.26587+0.16786i,-0.23076+0.11998i,-0.17926+0.098085i,-0.078363+0.079371i,0.0047619+0.039555i,0.014853+0.012344i,-0.0058928+0.01103i,-0.016321+0.011343i,-0.011636+0.0070176i,0.00013492+0.0025911i,0.0086299-0.00063585i,0.012354+0.0027007i,0.015594+0.009397i,0.01756+0.0096145i,0.015625+0.0012118i,0.011334-0.0098038i,0.0069356-0.016068i,0.0067056-0.018108i,0.0097036-0.02003i,0.0089859-0.021048i
-0.018425-0.12053i,-0.079988-0.24173i,-0.16013-0.29551i,-0.16612-0.21696i,-0.069603-0.10434i,0.014784-0.056294i,0.017013-0.037558i,0.0083411-0.0019091i,0.031336+0.022618i,0.052364+0.018648i,0.052357+0.010966i,0.033125+0.0066501i,0.0051242-0.0011242i,-0.014645-0.008635i,-0.018158-0.01101i,-0.010439-0.012278i,-0.0045027-0.012471i,-0.0079654-0.0082131i,-0.014293-0.00051757i,-0.015579+0.0055799i,-0.014725+0.0067707i,-0.015848+0.0075909i,-0.016632+0.010908i
0.13207+0.023025i,0.29751+0.016354i,0.43524-0.013144i,0.41502-0.054936i,0.24939-0.074131i,0.090505-0.048301i,0.012189-0.016103i,-0.03006-0.015591i,-0.063479-0.024494i,-0.070938-0.018694i,-0.054727-0.012687i,-0.030453-0.010153i,-0.0044014-0.0034717i,0.013212+0.0042736i,0.013222+0.0051771i,-0.00067857+0.002719i,-0.011932+0.0044953i,-0.0078917+0.0076051i,0.005086+0.0065702i,0.013157+0.0052434i,0.013229+0.0068157i,0.011772+0.0075703i,0.011833+0.0037519i
-0.077493+0.10194i,-0.17003+0.21638i,-0.26484+0.30649i,-0.28924+0.30144i,-0.21762+0.22691i,-0.10524+0.14814i,-0.010755+0.07608i,0.042043+0.022595i,0.051975+0.0012718i,0.036603+0.0029842i,0.019264+0.012153i,0.0089984+0.01681i,0.0051888+0.015137i,0.0041213+0.010121i,0.0056248+0.0060065i,0.011478+0.0029197i,0.01524-0.0020895i,0.011883-0.0059575i,0.0053854-0.008102i,-0.0004978-0.012861i,-0.0045305-0.015077i,-0.0068091-0.01336i,-0.0091495-0.010626i
-0.062272-0.097408i,-0.11851-0.18072i,-0.11286-0.24137i,-0.028582-0.24662i,0.03963-0.21751i,0.022717-0.17308i,-0.016569-0.095538i,-0.010289-0.025988i,0.017836-0.0088471i,0.02785-0.022104i,0.022796-0.026569i,0.013895-0.015831i,0.0005197-0.0045452i,-0.011532+0.00083781i,-0.014885+0.0022486i,-0.011803+0.0013583i,-0.0076046+0.001448i,-0.0033023+0.0053061i,0.0014442+0.011869i,0.0044398+0.015662i,0.0046231+0.015443i,0.0040705+0.017371i,0.0043427+0.020504i
0.10805-0.036225i,0.21144-0.086332i,0.26489-0.1211i,0.20634-0.086304i,0.10087+0.0059177i,0.045676+0.069085i,0.018684+0.065868i,-0.021884+0.041804i,-0.046078+0.033691i,-0.042093+0.031806i,-0.034553+0.020455i,-0.026023+0.0055061i,-0.0096259-0.0040871i,0.0061666-0.0098522i,0.0084101-0.011025i,0.00087298-0.0069924i,-0.0030719-0.0027031i,-0.00043504-0.003637i,0.004794-0.0086317i,0.007826-0.011181i,0.0076622-0.011329i,0.004376-0.013058i,0.00077509-0.015716i
-0.010186+0.12014i,-0.027722+0.2519i,-0.068755+0.36027i,-0.093034+0.34403i,-0.065719+0.20186i,-0.025658+0.054254i,-0.0021036-0.020926i,0.017451-0.035775i,0.03307-0.026899i,0.036823-0.016115i,0.033688-0.0064381i,0.02508+0.0025963i,0.013666+0.010698i,0.0043309+0.016363i,0.0027198+0.017209i,0.0083939+0.011403i,0.010195+0.0026903i,0.0042819-0.0013389i,-0.0043809-0.0021455i,-0.012316-0.0033638i,-0.015396-0.0027533i,-0.013644-0.00078526i,-0.011288+0.0020216i
-0.090508-0.061462i,-0.16403-0.14809i,-0.17276-0.25813i,-0.11133-0.3191i,-0.075121-0.26332i,-0.078463-0.13255i,-0.060749-0.033059i,-0.030691+0.0011237i,-0.019018+0.0036448i,-0.014783+0.00037805i,-0.0097008-0.0045459i,-0.0068099-0.0082449i,-0.010174-0.0076088i,-0.012531-0.0042426i,-0.010324-0.0029923i,-0.0080528-0.003275i,-0.0050596-0.0015118i,-0.0010211+0.0017823i,0.0034702+0.0053868i,0.0071033+0.0067781i,0.0088358+0.0059521i,0.010994+0.0049298i,0.014574+0.0034892i
0.068268-0.067448i,0.12197-0.10255i,0.14448-0.056241i,0.13759+0.066298i,0.14483+0.13829i,0.14928+0.10379i,0.10141+0.047635i,0.033941+0.027171i,-0.0014406+0.024281i,-0.0097844+0.024071i,-0.01359+0.022255i,-0.01514+0.012599i,-0.009218-0.0008004i,-0.001867-0.010429i,-0.0013501-0.010985i,-0.005934-0.0047148i,-0.0092424+0.00067264i,-0.0096633+0.0020009i,-0.0089505-0.00075676i,-0.0070419-0.003999i,-0.0071079-0.0050225i,-0.011467-0.005477i,-0.016681-0.0065836i
0.042105+0.089969i,0.083844+0.17586i,0.092892+0.20462i,0.032428+0.1288i,-0.059238+0.018446i,-0.11006-0.046892i,-0.088132-0.056931i,-0.031483-0.049442i,0.0011147-0.044926i,0.0057658-0.038671i,0.01007-0.02872i,0.01741-0.016814i,0.018438-0.0048097i,0.014909+0.0061487i,0.014753+0.010476i,0.017044+0.0049662i,0.014436-0.0021171i,0.0097148-0.0028421i,0.006773+0.0016281i,0.0038752+0.0071848i,0.0023805+0.0096206i,0.0029794+0.010303i,0.0035306+0.013044i
-0.10144-0.0031253i,-0.20075-0.033529i,-0.25529-0.1031i,-0.21492-0.15187i,-0.11819-0.098027i,-0.022251+0.0059681i,0.028075+0.04664i,0.025831+0.035741i,0.012837+0.026121i,0.0049715+0.016746i,-0.0042438+0.0066602i,-0.010935+0.00317i,-0.014389+0.0037052i,-0.015389+0.0017906i,-0.015474-0.0017234i,-0.014376-0.0022605i,-0.010059-0.0011197i,-0.0055545-0.00063277i,-0.00092615-0.00079978i,0.0048972-0.0025632i,0.0070509-0.0050259i,0.006498-0.0066841i,0.0066534-0.0076321i
0.038902-0.080423i,0.089731-0.11958i,0.16576-0.057966i,0.24189+0.053117i,0.24855+0.051703i,0.16803-0.025692i,0.072099-0.040128i,0.019196-0.011326i,0.0036991-2.3892e-05i,0.0030292+0.0035217i,0.0024797+0.0098734i,0.00020726+0.013513i,0.0038066+0.0095657i,0.0063453+0.0016618i,0.0029278+0.00010728i,-5.0817e-05+0.0039564i,-0.0008036+0.0060144i,-0.00057105+0.0042158i,-0.0019409-0.00075383i,-0.0050385-0.0038204i,-0.0079215-0.0022085i,-0.010501+0.0017833i,-0.012887+0.0049553i
0.069034+0.047227i,0.10311+0.065436i,0.046996+0.037677i,-0.10495-0.0037319i,-0.22002+0.017681i,-0.21603+0.062996i,-0.14023+0.049688i,-0.066391+0.0095337i,-0.028158-0.0065814i,-0.011601-0.0072872i,0.0010254-0.010735i,0.0093139-0.013056i,0.012067-0.0075166i,0.014395+0.0014119i,0.017077+0.0019953i,0.016399-0.0050282i,0.011863-0.0098136i,0.0085163-0.010079i,0.0081581-0.0073835i,0.007152-0.0036869i,0.00609-0.0013671i,0.0081902-0.0013931i,0.011521-0.0013608i
-0.075938+0.045261i,-0.14047+0.090161i,-0.15295+0.093582i,-0.072606+0.048858i,0.053599+0.0047125i,0.1315-0.020115i,0.11872-0.024819i,0.068004-0.013095i,0.0351-0.0027572i,0.016405+0.00096122i,-0.00026274+0.0065919i,-0.013125+0.011204i,-0.018974+0.012137i,-0.021753+0.0088011i,-0.024425+0.0037811i,-0.022475+0.0041095i,-0.015593+0.0063948i,-0.0087766+0.0062133i,-0.0041707+0.0037578i,-0.0018872+0.00039347i,-0.0029939-0.0014704i,-0.0050646-0.0033214i,-0.0063183-0.0061916i
-0.0099323-0.084417i,0.010593-0.14625i,0.090774-0.15778i,0.16144-0.13042i,0.10086-0.11907i,-0.027526-0.097843i,-0.069465-0.037945i,-0.039979+0.0012266i,-0.019855+0.00086811i,-0.009668-0.0031451i,0.0007714-0.0028882i,0.0065525-0.0047788i,0.0093194-0.0085927i,0.01071-0.0084172i,0.013069-0.003317i,0.013065+0.00017436i,0.010153+0.0011029i,0.0070145+0.0014962i,0.0035394+0.0030348i,0.00078865+0.0050436i,-0.0010869+0.0058916i,-0.003607+0.0078717i,-0.0052025+0.011231i
0.071543+0.014484i,0.082969+0.018092i,-0.017982+0.044417i,-0.16969+0.11163i,-0.19092+0.18046i,-0.089238+0.18062i,-0.021457+0.10603i,-0.0077393+0.044017i,0.0062291+0.02185i,0.014064+0.0049414i,0.010919-0.010914i,0.0060603-0.017477i,0.00099937-0.012346i,0.0017702-0.0053461i,0.0055721-0.0070695i,0.0046373-0.012533i,-0.0003847-0.01323i,-0.0051479-0.0099143i,-0.0041345-0.0062843i,0.00056751-0.0035147i,0.0029516-0.0023432i,0.0042182-0.00414i,0.005032-0.0062938i
-0.02591+0.067831i,-0.016421+0.11263i,0.054621+0.08903i,0.15697-0.031276i,0.19621-0.16778i,0.14458-0.21793i,0.071798-0.16474i,0.02772-0.084683i,0.0083813-0.035764i,-0.00052075-0.0093627i,-0.0052416+0.012064i,-0.0082986+0.025978i,-0.011179+0.027786i,-0.016396+0.024159i,-0.019826+0.022102i,-0.014988+0.021536i,-0.0055148+0.017789i,0.0009732+0.012821i,0.0018731+0.0092632i,0.00084214+0.0066494i,-0.00079781+0.0050807i,-0.0031374+0.0039861i,-0.0052415+0.0030131i
-0.054673-0.063462i,-0.098516-0.11195i,-0.11079-0.13101i,-0.10567-0.089673i,-0.12194+0.0031699i,-0.13095+0.08895i,-0.088144+0.10561i,-0.040077+0.067565i,-0.024742+0.036798i,-0.014368+0.021361i,-0.0036774+0.0046845i,0.0011319-0.0089038i,0.0034802-0.018415i,0.0067125-0.021307i,0.011364-0.018305i,0.010971-0.014468i,0.0062189-0.010328i,0.0032579-0.0075262i,0.0020204-0.0054603i,0.0010248-0.0039399i,-4.3124e-05-0.0029039i,-0.0002515+0.0004786i,0.0020953+0.004513i
0.066391-0.022218i,0.096881-0.013176i,0.065245+0.059879i,0.0229+0.16742i,0.068386+0.19112i,0.13185+0.099542i,0.10298+0.0064714i,0.047966-0.018917i,0.029104-0.014751i,0.015922-0.013043i,0.0020275-0.011657i,-0.0034276-0.0075581i,-0.0036676-0.00094547i,-0.0023348+0.0012268i,-0.0036432-0.0020761i,-0.0072535-0.0031175i,-0.0086156+0.00085358i,-0.00716+0.0035123i,-0.0044018+0.00029382i,-0.0019372-0.0025475i,-0.00020298-0.0029243i,0.0010149-0.0059348i,0.00062074-0.0086697i
0.004566+0.063496i,0.031976+0.076978i,0.080356-0.016623i,0.087522-0.19259i,-0.0017419-0.2817i,-0.089489-0.2178i,-0.082491-0.1124i,-0.046896-0.053136i,-0.034651-0.025724i,-0.022679-0.0011565i,-0.0035171+0.017551i,0.01129+0.025774i,0.014651+0.024614i,0.0078083+0.021881i,0.0021907+0.022693i,0.0028559+0.019447i,0.0041865+0.011284i,0.0046813+0.0047277i,0.005+0.0028126i,0.004535+0.002991i,0.0025525+0.0025265i,-0.00079266+0.0024787i,-0.0028546+0.0030501i
-0.075305-0.020298i,-0.14605-0.015857i,-0.19309+0.050704i,-0.17336+0.16801i,-0.09618+0.25334i,-0.0081518+0.25664i,0.042096+0.18729i,0.044706+0.10338i,0.030482+0.047325i,0.017352+0.011272i,0.0037594-0.012441i,-0.0086517-0.022447i,-0.013617-0.023563i,-0.0084994-0.023476i,-0.0018524-0.024733i,-0.0015083-0.022695i,-0.0045579-0.016278i,-0.0051719-0.0093922i,-0.0032939-0.0053554i,-0.0019457-0.0045236i,-0.0013352-0.0039863i,-0.00063578-0.00085116i,0.0010924+0.0022546i
0.053092-0.053457i,0.10483-0.091066i,0.1428-0.089953i,0.16416-0.071981i,0.16132-0.11198i,0.093918-0.17443i,0.0084867-0.15185i,-0.012423-0.082469i,0.001485-0.047307i,0.00075949-0.032023i,-0.006201-0.016208i,-0.0079774-0.0034023i,-0.0052389+0.0069128i,-0.0029395+0.010439i,-0.0049645+0.0090464i,-0.0048021+0.0072704i,-0.0011905+0.0043793i,0.00021203+0.0025157i,-0.00068374+0.0024463i,-0.00061288+0.0028797i,0.0012249+0.0025774i,0.0008039-0.00047288i,-0.0027966-0.0022546i
0.029079+0.05809i,0.039422+0.075275i,0.0038824+0.0051209i,-0.10204-0.10595i,-0.19916-0.10671i,-0.19482-0.010583i,-0.11875+0.041772i,-0.063+0.035898i,-0.035737+0.029969i,-0.006675+0.026474i,0.014257+0.016944i,0.019591+0.0062854i,0.015469-0.00073539i,0.011404+0.0010453i,0.011599+0.0057453i,0.01088+0.0052828i,0.0080031+0.00064471i,0.0063075-0.0028348i,0.0065053-0.001605i,0.0071579+0.00093346i,0.005686+0.0027234i,0.0027469+0.0051066i,0.00046051+0.0070214i
-0.066624+0.010349i,-0.11225+0.054225i,-0.081325+0.15027i,0.049014+0.24537i,0.18083+0.23637i,0.22299+0.13073i,0.17323+0.038694i,0.10342+0.0060574i,0.057875-0.0024322i,0.022819-0.011032i,-0.0060658-0.013941i,-0.021735-0.010925i,-0.024129-0.0078619i,-0.019663-0.010829i,-0.015648-0.016699i,-0.013234-0.014861i,-0.0096754-0.0054374i,-0.0049381+0.001516i,-0.0030052+0.0023942i,-0.0040085+0.00033722i,-0.0040158+0.00052739i,-0.002512+0.0020564i,-0.00062345+0.00057475i
0.018531-0.076419i,0.032347-0.1628i,0.028333-0.24086i,-0.0044797-0.28368i,-0.065874-0.27953i,-0.12833-0.21765i,-0.13765-0.12612i,-0.093488-0.059123i,-0.049532-0.026672i,-0.0228-0.0023295i,-0.0019308+0.012786i,0.013109+0.014708i,0.018159+0.013084i,0.0143+0.014199i,0.0091109+0.015771i,0.0077896+0.012536i,0.0070498+0.0069633i,0.0041768+0.0047637i,0.00066201+0.0053953i,0.00069342+0.0052054i,0.0012549+0.0025804i,-0.0010299-0.00077692i,-0.0030073-0.0020291i
0.054278+0.04734i,0.082381+0.092292i,0.047258+0.12677i,-0.042959+0.15814i,-0.07222+0.20353i,-0.0018966+0.21113i,0.056454+0.14678i,0.041113+0.078901i,0.017872+0.048758i,0.018624+0.028823i,0.020301+0.011691i,0.015696+0.0019535i,0.0071774-0.0043693i,0.0027536-0.004923i,0.0054162-0.001869i,0.0070494-0.0013963i,0.0028157-0.0019817i,-0.00084286-0.0035324i,0.00035078-0.0063418i,0.0015981-0.0087723i,0.00073924-0.0078341i,0.00052046-0.0031807i,0.00082525+0.00071133i
