-0.00064857+0.0008573i,0.0005036+1.197e-05i,-0.0010483-5.0216e-05i,-0.0012025+0.00087593i,-0.00069578+0.0025057i,-0.00044298+0.0021713i,2.2723e-05+0.00075275i,0.00089304+0.00047889i,0.00163+0.00081988i,0.0013893+0.00042854i,0.001351+1.6263e-05i,0.0014188-0.00024306i,0.00037519-0.00063313i,-0.00030661-0.00037919i,-0.00054211+0.0001022i,-0.00044792+0.00097948i,0.00034599+0.0013319i,0.00040318+0.00052118i,0.00040927+0.00011985i,0.00033111+7.9652e-05i,2.9148e-05+0.00017579i,-4.7525e-05+8.7338e-05i,-0.00032705-0.00071277i
-0.00032104-1.7533e-05i,0.00092344+0.00079216i,0.00054663-1.9194e-05i,0.00053386+0.00032084i,0.0010692+0.0012764i,0.0013417+0.00033349i,0.0011097-0.0010243i,-1.0287e-05+0.00076839i,-0.0014584+0.0042708i,-0.0015929+0.0063238i,-0.00062845+0.0057747i,0.00070682+0.0026127i,0.0011932-0.00016737i,0.00084697-0.00091988i,0.00034618-0.00061723i,2.2596e-05-0.00098364i,0.00045628-0.0013417i,0.00053617-0.0011576i,-9.9619e-06-0.00058366i,-1.8097e-05-0.00011529i,0.00026848+0.00032585i,0.0003898+0.00068162i,6.2941e-06+0.00045214i
0.0008108+0.0010612i,0.0014423+0.0010808i,0.0013955+0.00092659i,0.0012823+0.0016895i,0.00081133+0.0019519i,0.00043905+0.00050566i,0.00015935-0.00082883i,0.0011815+0.001155i,0.0027798+0.0044762i,0.0043431+0.0052111i,0.00425+0.0033457i,0.0026055+0.00037339i,0.0014127-0.00085972i,0.00049194-0.00025344i,0.00026516+0.00066894i,0.00050739+0.00057793i,0.00091345-0.0001335i,0.00090186-5.2666e-05i,6.6806e-05-0.00015813i,-6.1817e-06+0.00036429i,0.00046582+0.0011439i,0.00091996+0.0014276i,0.001487+0.0012658i
0.0011255-0.00081494i,0.0005054-0.0003426i,0.00027831-0.0019502i,-0.00056503-0.0021675i,-0.00090692-0.00041144i,0.00048127+0.0010859i,0.00041894+0.0012564i,8.5964e-05-0.00024373i,0.0021502-0.001372i,0.003642-0.0020985i,0.0028992-0.0022184i,0.0011334-0.0010825i,0.00053355+0.00014249i,0.00087769+0.00072271i,0.0015383+0.00032563i,0.0014119+0.00028597i,0.00037265+2.046e-06i,0.00023849+0.00010394i,0.00081834+0.00074645i,0.00059491+0.00092198i,0.00049001+0.00014921i,0.0010681-0.00061109i,0.00065363-0.00072774i
-0.00053303-0.00020149i,-0.00024718+0.00042878i,0.00074393+0.0011829i,0.0016437+0.0014701i,0.001646+0.00044795i,0.0015877+0.00013781i,0.0013112+0.00037659i,9.3381e-05-0.00083661i,-0.0015417-0.0034099i,-0.0024706-0.004933i,-0.0027383-0.0039319i,-0.0023429-0.0014641i,-0.0017191-0.00070845i,-0.00099514-0.0010012i,-0.00020196-0.00065571i,0.00030798-0.00033571i,0.00029494-0.00049204i,6.6228e-05-0.00039638i,-0.00034579+0.00022115i,-0.0007819+0.00027599i,-0.0009363-0.0001344i,-0.0009966-0.0002652i,-0.0011077-0.0001477i
0.0017497+0.00092178i,0.0023748+0.0013949i,0.0019278+0.0021504i,0.0019491+0.0019728i,0.0026326+0.00084156i,0.0023911-0.0012461i,0.0011412-0.0013484i,-0.00041844-6.6876e-05i,-0.0028122+0.00053225i,-0.0053433+0.00064114i,-0.0054977+0.00095349i,-0.0031967+0.00083171i,-0.0010342-0.00047444i,-0.00095886-0.0014075i,-0.00097558-0.0013991i,-7.264e-05-0.00063938i,0.00011626-0.00047714i,-0.00033568-0.0011608i,-0.00090279-0.00088295i,-0.00057234-0.00095726i,-0.00037831-0.0013497i,-0.00015462-0.00042384i,0.00021922+0.00026454i
0.0016758+0.00010697i,0.0025525-0.0003211i,0.0036615-0.0011305i,0.0036935-0.00082552i,0.0017498+0.00010687i,0.00087011+0.00022026i,0.0020023-0.00067913i,0.0021409+0.00061472i,0.00079175+0.0041695i,0.0010156+0.0064583i,0.0021015+0.005851i,0.0012136+0.002466i,-0.0005977-0.00054151i,-0.0014282-0.0015011i,-0.0010929-0.0015113i,-0.00090188-0.00068008i,-0.00056831+0.00029284i,-0.00072376+0.00039187i,-0.0012167+0.00048191i,-0.00063059+0.0010364i,0.00038135+0.00095284i,0.00095667-0.00010157i,0.00070778-0.0010124i
0.0013355+0.0016764i,0.0016321+0.0020828i,0.0015871+0.0031426i,0.001425+0.003909i,0.0016331+0.0034146i,0.00092131+0.0014062i,5.4837e-05-0.0010075i,-9.7516e-05-0.00065429i,0.0021515+0.00098601i,0.0051225+0.0022379i,0.0054262+0.0019655i,0.0032821-0.00028481i,1.9831e-05-0.0016117i,-0.0016906-0.0010192i,-0.0012676-0.00010589i,-0.00056047+0.00026227i,-0.00013008+0.00050057i,0.00023018+0.00047965i,-7.7986e-05+0.00033828i,-0.00020631+0.00090466i,0.00014654+0.0010738i,5.3136e-05+0.0002931i,0.00027209-0.00031627i
0.00017186-0.00043847i,-7.1707e-05-0.00075926i,0.00025444-0.00064573i,0.00075965-0.00088752i,0.0012542-0.0009872i,0.001363-0.001131i,0.0013493-0.0014243i,0.001316-0.0022822i,0.0026683-0.0026403i,0.0034941-0.0035683i,0.0020777-0.0036294i,0.00035885-0.002369i,-1.0715e-05-0.00066907i,0.00033083+0.001318i,0.00082974+0.0017346i,0.00092737+0.0016751i,0.00084984+0.0010159i,0.00099947-4.301e-05i,0.00098281-0.00019037i,0.00058306+0.00053503i,-0.00012327+0.00082619i,-0.00036235+0.00021892i,2.7216e-05-4.6623e-05i
0.0013907-0.0017047i,0.0018355-0.0014338i,0.0023108-0.0020744i,0.0026617-0.0017767i,0.0015936-0.00098906i,0.00096008-0.00090861i,0.00098337-0.001639i,-0.00024355-0.0029339i,-0.0023134-0.0048702i,-0.0041562-0.0052231i,-0.0047796-0.0027106i,-0.0025142+4.6495e-06i,0.00026683+0.00092503i,0.0019817+0.0006441i,0.0023693+0.0011575i,0.0013799+0.0013736i,0.0011669+0.00058924i,0.0015077-0.00010475i,0.0010814+0.00059222i,0.0012061+0.0012112i,0.00098519+0.000246i,0.00070818-0.0010537i,0.00031527-0.0014906i
-0.00070911+0.00096854i,0.00029758+0.0022854i,-0.0001255+0.0018421i,-0.00087187+0.0015855i,-6.4864e-06+0.0017818i,0.0013093+0.00074177i,0.0013918-0.00057848i,-0.00096792-9.0579e-05i,-0.0039543+0.0015898i,-0.0041646+0.003689i,-0.0023216+0.0049686i,-0.00052909+0.0032329i,0.00087373+0.00080755i,0.0011516-0.00095751i,0.00017117-0.0021625i,-0.00026085-0.0020617i,-0.00032239-0.0013195i,-9.345e-05-0.00065843i,-0.00045207-0.00092022i,-0.00080104-0.00068174i,-0.00012698-0.00010721i,0.0004611-0.00039659i,0.0011996-0.00063711i
0.00052616+0.00081711i,0.00018409+0.00031234i,-0.00030814+0.00073264i,9.49e-05+0.0013018i,0.00067773+0.0015399i,0.00042271+0.0016396i,-0.00053471+0.0018388i,-0.00066339+0.0033988i,0.00029689+0.0056951i,0.001533+0.0061464i,0.0028963+0.0038394i,0.0022463+0.0011266i,0.00096077-0.0011753i,-7.0272e-05-0.0023474i,-0.0012819-0.002626i,-0.0019421-0.0020325i,-0.0020229-0.0012416i,-0.0016928-0.0002941i,-0.0014812+0.0010249i,-0.0010579+0.00076958i,0.00016144-0.00014868i,0.00055761-0.00034935i,-0.00014953-0.00055691i
0.00092942+0.0016875i,0.0028053+0.00035564i,0.0040482+0.0016445i,0.0034027+0.0019782i,0.0021344+0.00013341i,0.00049243-0.0016874i,-0.00092462-0.0017356i,0.00042535+0.00071592i,0.0037691+0.0026361i,0.0052491+0.0012998i,0.0042793-0.0015679i,0.00092108-0.0031269i,-0.0015101-0.0023105i,-0.0023868-0.00061372i,-0.0021771-0.00021323i,-0.00058918+0.00034342i,0.00039858+0.0016883i,0.00066698+0.0016119i,0.00063093+0.001039i,-0.0003663+0.0014912i,-0.00059245+0.0017617i,0.00036232+0.0014096i,0.0004356+0.00022567i
0.0018348+0.00093513i,0.002553+0.0019906i,0.0034592+0.0012751i,0.0021318-0.0011288i,0.0015556-0.00106i,0.0025194-0.00012022i,0.0027031+0.00010158i,0.0021525-0.00078236i,0.0019952-0.002215i,0.00054443-0.0043528i,-0.0016349-0.0052934i,-0.0025069-0.0031492i,-0.0023204-0.00035812i,-0.0010553+0.0012458i,-0.0002552+0.0013888i,0.00052031+0.0010433i,0.0008233+0.0012888i,0.00037173+0.0013515i,0.00039186+0.0010484i,0.00030613+0.0010314i,0.00031355+0.00034846i,0.00012213-0.0003666i,-0.00082395-0.00021038i
8.3125e-05+0.0017114i,0.00030655+0.0020225i,0.0014469+0.0024959i,0.0025695+0.0022605i,0.003085-7.9551e-05i,0.0038922-0.0016787i,0.0030445-0.0015732i,0.0008726-0.0026552i,-0.0014803-0.0039862i,-0.0040869-0.0028195i,-0.0046545+0.00021927i,-0.0024524+0.0020496i,0.00048692+0.0020488i,0.0019871+0.0011745i,0.0018705+0.00079475i,0.0014602+0.00023137i,0.0012751-0.00060177i,0.00077725-0.00014908i,0.00046142+0.00066846i,0.00072942-0.00010432i,0.00058996-0.0010803i,-0.00012293-0.0015389i,0.00021889-0.0011124i
0.00021782-0.00076421i,0.0010503-0.0007467i,0.0018766-0.00091309i,0.0010223-0.00049065i,4.5965e-05+0.00011954i,0.00061501-0.00096027i,0.0013832-0.0017113i,0.00098287-0.0012597i,-0.00085193-0.00046198i,-0.0018946+0.0027104i,-0.0015073+0.0054236i,0.00032171+0.0042741i,0.0025598+0.0012623i,0.0029975-0.0009709i,0.0014022-0.0011987i,-0.00016633-0.00050808i,-0.00083901-0.0002916i,-0.0013372+0.00053147i,-0.0016955+0.00067811i,-0.00092666-0.00062319i,5.5684e-05-0.00085377i,0.00024044-0.0011183i,0.00057908-0.0011167i
0.00041575+0.00091364i,0.0030192+0.00019795i,0.0042054+0.0010133i,0.0030926+0.0020531i,0.0016853+0.0026584i,0.00042944+0.0013169i,-0.0010753-3.1939e-05i,-0.0016404+0.0014288i,-0.00026729+0.0039596i,0.002076+0.0045472i,0.0031709+0.003216i,0.002082-0.00041837i,-0.00014806-0.0027228i,-0.0014387-0.0022327i,-0.0019141-0.00097085i,-0.0016499-0.00042745i,-0.00073314-0.0001848i,-0.00069805-0.00034373i,-0.0012734-0.00051464i,-0.0013445+0.00019185i,-0.00079637-0.00011955i,-0.00073913-0.00091723i,-0.0010897-0.0010141i
-0.0004354+0.001972i,0.00026893+0.0041723i,0.00068758+0.0057869i,0.00034323+0.0055343i,0.00033939+0.0038344i,5.322e-05+0.0017469i,-0.00084022+0.00013018i,-0.0010951+0.00012877i,0.0009047+0.00069197i,0.0030278-0.0010634i,0.0027462-0.0043994i,0.0001549-0.0050961i,-0.0028759-0.0033744i,-0.0037675-0.0012456i,-0.0021344+0.00070446i,-0.00023848+0.00056225i,0.00057093+0.00010708i,0.00062044+0.00038955i,0.00013197+0.00036238i,-0.00057233+0.00063588i,-0.00081854+0.0006488i,-0.00047042+0.00053245i,-0.0001368+0.00045483i
0.00020475+0.0017389i,-4.0441e-06+0.00050672i,0.00069953-0.0011207i,0.0018442-0.0010322i,0.0027156-0.00061821i,0.0029269-0.0014594i,0.0020208-0.0020083i,0.00091878-0.0016152i,0.00021258-0.0015468i,-0.00096753-0.0022808i,-0.0019746-0.0026136i,-0.001883-0.0016248i,-0.0015072+0.00065979i,-0.0012288+0.0022584i,0.00027299+0.0012243i,0.0019932+0.00029283i,0.0020858+0.00041319i,0.0017383+0.00050295i,0.0016586+0.00084928i,0.0011968+0.0011908i,0.000981+0.00078638i,0.001111+0.00025687i,0.00081866+0.00093884i
-0.00055213+0.0013828i,0.0010599+0.00041341i,0.0014109+0.0018761i,0.0028216+0.003271i,0.0038167+0.0010571i,0.0033671-0.001494i,0.0021021-0.0011785i,0.00031941-0.00023654i,-0.0019728-0.0001595i,-0.0032872+0.00085442i,-0.0019767+0.0031905i,0.00023881+0.0047622i,0.0020031+0.003754i,0.0030912+0.0014056i,0.0026477+0.00015662i,0.0011668-0.00045325i,0.00019181-0.0011893i,0.00029938-0.00060473i,0.00081829+0.0004465i,0.0015515+0.00035696i,0.0019101+0.00022393i,0.0017296-0.00013428i,0.0014976-0.0013869i
0.0013251+0.00064074i,0.0032865+0.00044465i,0.0031828+0.00091458i,0.0025787+0.00092736i,0.0024699+0.00067935i,0.0019413+0.0008109i,0.0011113+0.0004177i,-0.00017676+0.00050911i,-0.0012787+0.0014053i,-0.00053153+0.0044166i,0.0014223+0.0062852i,0.002761+0.0049289i,0.0033698+0.0017905i,0.0022967-0.00094035i,0.00020551-0.0012253i,-0.0011591-0.00049211i,-0.0019232-0.00016731i,-0.0021197-0.0002659i,-0.0018896-0.00021343i,-0.0012362-0.00078317i,-0.00065436-0.0017761i,2.0687e-05-0.00082973i,3.5756e-05-0.00038121i
8.9745e-05+0.0023794i,4.7808e-06+0.0030591i,0.0011803+0.0031325i,0.0019406+0.0033187i,0.00019054+0.0041454i,-0.00085411+0.0045746i,-0.00037384+0.0033571i,0.00030405+0.0025412i,0.00090099+0.0022221i,0.0022616+0.00074417i,0.0029886-0.0010882i,0.0015434-0.0028215i,-0.00079355-0.0029432i,-0.0026158-0.0017842i,-0.0033997-0.00054054i,-0.0030908+3.3577e-05i,-0.0019073+0.00069184i,-0.00091094+0.00080645i,-0.0007588+0.0003081i,-0.0011099+0.0004898i,-0.0013735+0.00037828i,-0.00039441-0.00089736i,0.00045629-0.00097789i
-0.00056685-0.0004201i,-0.0008078+0.00036464i,-0.0015579+0.00034738i,-0.0011807+0.00028973i,0.0010283-0.00026501i,0.0020555-0.00099749i,0.0022182-0.0018812i,0.0027365-0.0019396i,0.0015953-0.0019147i,0.00034387-0.0032805i,-0.00091177-0.0048042i,-0.0027491-0.0050703i,-0.0034123-0.0036788i,-0.0034005-0.0019028i,-0.0023866-0.00081961i,0.00035915+0.00037716i,0.0023101+0.00089623i,0.0018263+0.0003824i,0.0016147-0.00037473i,0.0011228-0.00043607i,0.00041873-0.00028951i,-0.00061441+0.00031606i,-0.00087085+0.00025465i
0.0011787+0.0012597i,0.0021676+0.0018621i,0.0025799+0.0024987i,0.0019344+0.0014254i,0.0017984+0.00025666i,0.0025669-0.0012152i,0.001498-0.0028961i,-0.00061848-0.0030512i,-0.0014483-0.0023975i,-0.0022806-0.0013461i,-0.0032475-0.00053917i,-0.0027957+0.00013927i,-0.001845+0.00035748i,-0.00032949+0.00045236i,0.0013343+0.00030391i,0.00233-0.00043925i,0.0026045-0.0013433i,0.0011548-0.0012485i,-8.6293e-06+0.0002509i,0.00064867+0.00088444i,0.0015669+0.00088961i,0.00083578+0.00059133i,0.00026718-0.0003329i
-0.0012229+0.0012225i,-0.00073729+0.00057789i,-0.00052337-0.00058662i,0.00098718-0.00060917i,0.0032952-0.00050536i,0.0032334-0.00092977i,0.00085095-0.0017862i,-0.0012731-0.0019169i,-0.0024135+0.00048822i,-0.002389+0.003446i,-0.00082477+0.0057963i,0.002668+0.005775i,0.0042801+0.0036421i,0.0027252+0.001665i,0.0010572+0.00018939i,-0.0002008-0.0004311i,-0.0011939-0.00066877i,-0.00098896-0.00023353i,-0.00041601+0.00073461i,-0.00019262+0.0012238i,0.00016636+0.00079772i,0.00089781-7.0415e-05i,0.00075982-0.00077168i
0.00030721-0.00063478i,0.00039757-0.00055208i,0.0010766-0.00044761i,0.0013435+0.0011562i,0.00072768+0.0038334i,-7.1141e-05+0.0047442i,-0.00085785+0.004448i,-0.0022661+0.0031861i,-0.0012157+0.0026986i,0.001789+0.003459i,0.0029736+0.0034146i,0.0032039+0.0023222i,0.0026984+0.0013084i,0.0016618+0.00093065i,0.00059273+0.00043431i,-0.00054685+0.00078553i,-0.0018165+0.0013706i,-0.002711+0.0005388i,-0.0015139+0.00020996i,-0.00042763+0.00080195i,-0.00057192+0.00077047i,-0.0003051+0.00040044i,-0.00085679-0.00046585i
0.0025097+0.0004765i,0.0030821+0.00090183i,0.0019328+0.0021927i,0.00088916+0.0033867i,-0.00061374+0.0033423i,-0.0021171+0.0030023i,-0.0021897+0.0019008i,-3.2839e-05+0.0020134i,0.0014805+0.0017118i,0.0017705-0.000517i,0.0014825-0.0023025i,0.00019818-0.0041214i,-0.001477-0.0043162i,-0.0026804-0.0022217i,-0.0025362-0.00074487i,-0.0012993+0.00024938i,-0.00022655+0.00094172i,-0.00069334+0.00080903i,-0.00067672+6.0969e-05i,-0.00020264-0.0007094i,-0.00048366-0.00086339i,-0.00016924-0.0012469i,3.9052e-05-0.0012546i
-0.0004119+0.0010262i,0.00050034+0.0020182i,0.00072749+0.0019391i,0.00029871+0.0012872i,0.00060077-0.0001227i,0.0019009-0.0015561i,0.0027178-0.0021942i,0.0026134-0.0016933i,0.0015495-0.0013207i,-0.00045933-0.0018491i,-0.0032021-0.0029554i,-0.004066-0.0043924i,-0.0025034-0.0042261i,-0.0011764-0.002201i,8.7049e-05-0.00067461i,0.0017252-0.00074685i,0.0024982-0.0013238i,0.0019814-0.0015672i,0.000595-0.00095943i,-0.00043442-0.00053658i,-0.00040385+0.00037079i,-0.00014435+0.00019201i,0.00082036-0.00029993i
-0.0013324+0.00025667i,-0.0012299+0.00047215i,-0.00032032+6.8358e-05i,0.0001776-0.00052594i,0.0012335-0.0017638i,0.0033226-0.0034085i,0.0037583-0.0043011i,0.0020614-0.0038875i,-0.00064074-0.0022229i,-0.0026247+0.00041724i,-0.0021238+0.0016564i,-0.0012222+0.001131i,-0.00036167-0.00015673i,0.0009954-0.001159i,0.00138-0.00058574i,0.0013127-0.00072673i,0.0010983-0.0010021i,-0.00010602-0.0004409i,-0.0002138+0.00033878i,0.00035425+0.0010004i,0.00067739+0.0013786i,0.00091106+0.0015579i,0.0010893+0.00081092i
0.0012619-0.00095747i,0.002265-0.0028409i,0.0022249-0.002652i,0.0021658-0.00174i,0.0023384-0.0015214i,0.0020521-0.00047598i,0.0012199+0.00018953i,-5.8431e-05-0.00032828i,-0.00041746+0.00017971i,0.00016413+0.0027149i,0.0018288+0.0048398i,0.0035096+0.004422i,0.0032367+0.0024768i,0.0021698+0.0011597i,0.00090877+0.00061496i,-0.00053939+0.00027505i,-0.0015746+0.0010659i,-0.0020457+0.0015029i,-0.0018455+0.0016266i,-0.00088083+0.0020343i,0.00050258+0.0018137i,0.00085854+0.00057619i,3.9482e-05-0.00089106i
0.0029393+0.0039369i,0.0053039+0.0059951i,0.0069583+0.0059511i,0.0063104+0.0043268i,0.0048513+0.0051201i,0.0025178+0.006079i,2.4583e-05+0.0046404i,-0.00094099+0.0023149i,-0.00095206+0.0014183i,-0.00056684+0.0013188i,0.00054927+0.00043504i,0.0016309-0.0001739i,0.0015861+0.00018889i,0.00027296+0.00069039i,-0.001112+0.00088187i,-0.001245+0.0011585i,-0.00055756+0.0018236i,-0.00075302+0.0015213i,-0.001999+0.00094305i,-0.0013086+0.00092375i,0.00044268+0.00079532i,0.00050794+0.00021178i,-0.00074801-0.0003931i
-3.0856e-05+0.001547i,-0.00071201+0.001504i,-8.319e-05+0.00033671i,0.00041523+4.1303e-11i,0.0003387+0.0012226i,0.00028763+0.0018277i,-0.00024697+0.0010581i,-0.001578+0.00079001i,-0.0011171+0.00028026i,-0.00025271-0.001325i,-0.0018147-0.0028307i,-0.0029682-0.0032735i,-0.0017367-0.0020809i,-0.00056053-0.00020927i,-0.00059154+0.00047253i,-0.00099132+0.00044172i,-0.00079116-0.00011642i,-0.00043295-0.00062641i,-0.00013048-0.00028813i,-0.00045352-0.00089423i,-0.001108-0.0017727i,-0.0014205-0.0015302i,-0.001363-0.00076366i
0.00097567-1.5466e-05i,0.00078901+0.00095923i,0.00035002+0.00040046i,0.0004272-0.00065318i,0.0011519-0.0042092i,0.0019672-0.0075698i,0.0021863-0.0072476i,0.0019597-0.0041712i,0.0010737-0.0012787i,-0.00083597+0.00031949i,-0.0027847+0.00048709i,-0.0037204-0.00034818i,-0.0030764-0.0012155i,-0.00099748-0.00075138i,0.00030766-0.0012903i,0.00067185-0.0033857i,0.0015861-0.0043105i,0.0023796-0.0032872i,0.0014379-0.0015708i,-0.00023704-0.0012886i,-0.00071127-0.0016951i,9.7959e-05-0.001233i,0.00065509-0.00067278i
0.0014877+0.00060915i,0.0016357-0.00051538i,0.0011588-0.000991i,-4.2081e-05-0.0021711i,-0.00050426-0.0040375i,-0.00014539-0.0067396i,-0.00047645-0.0065279i,-0.00022745-0.0027815i,0.00037502+0.00063927i,0.0013561+0.0025243i,0.0022275+0.0031417i,0.0020515+0.0016582i,0.0011257-0.00065885i,0.0001507-0.0015393i,-0.0002336-0.0014166i,-3.1702e-06-0.0012858i,-0.00050674-0.00050713i,-0.00023502+0.00054224i,0.00048125+0.0014157i,0.00079406+0.0019922i,0.0013034+0.0017202i,0.0014862+0.0006066i,0.0018519-0.0003011i
0.0020682-0.0003785i,0.0036307+0.0025989i,0.0044725+0.00292i,0.0035243+0.0031778i,0.0017757+0.0044329i,0.0012396+0.0056598i,0.00075203+0.0053193i,-6.6087e-06+0.0027205i,0.00020122+0.0013605i,0.00081731+0.0016188i,0.0024912+0.0018409i,0.0041313+0.0017684i,0.0038757+0.0019062i,0.0024796+0.0014153i,0.0016081+0.00043939i,0.00094056+0.00094096i,-8.4494e-05+0.0016028i,-0.00049778+0.001357i,-0.00052102+0.0017486i,-6.9066e-06+0.0022899i,-0.00014905+0.0010486i,-0.00036379-0.00056682i,-0.00071928-0.0013961i
-0.0016864+0.00071989i,-0.0024178+0.00246i,-0.0019519+0.0034501i,0.00065067+0.0052247i,0.0034772+0.008763i,0.0039338+0.011467i,0.0020236+0.0098539i,0.00024034+0.0057821i,-0.00027618+0.0018085i,-0.00045498-0.00027005i,-0.00076175-0.0010991i,-0.00099264-0.0016542i,-0.00084568-0.0014462i,-0.001081-0.00071563i,-0.0017843-4.7399e-05i,-0.0016696+0.0010238i,-0.00048912+0.0019717i,-0.00015862+0.0011789i,-0.00025566+0.00076868i,-0.00056523+0.00077044i,-0.0011928-0.00033071i,-0.0014814-0.00063465i,-0.0017344-0.00094998i
0.0013103-0.00079626i,0.0029961-0.0019012i,0.0032729-0.0015927i,0.002423-0.00094948i,0.0029714-0.0014589i,0.0035785-0.0018137i,0.0028804-0.001373i,0.0017407-0.00056292i,0.00038738-2.1135e-05i,-0.0012272-0.00046993i,-0.0035025-0.00043107i,-0.0042843+0.00019156i,-0.0035609-0.00012919i,-0.0030526-0.00061129i,-0.001983-0.00038727i,-0.0010566-0.00043009i,-0.00038098-0.0005091i,-0.0011947-0.00053224i,-0.0022816-0.00026597i,-0.0020405+6.1304e-05i,-0.0015794-0.00025595i,-0.0001259-0.00080896i,0.0006953-0.00021573i
0.0025587+0.001084i,0.002736+0.0019629i,0.001661+0.00019639i,-0.00013359-0.0031194i,-0.00091321-0.0087258i,-0.00032863-0.013163i,0.00076933-0.01117i,0.0012632-0.0062971i,0.00099018-0.0016547i,-0.0008318+0.0012068i,-0.0022087+0.0022835i,-0.0018881+0.0022538i,-0.0012425+0.0015436i,-0.00045149+0.0006767i,0.00085992-0.00013835i,0.00070762-0.00040945i,-0.00017542-0.00099311i,-0.00023198-0.00078809i,0.00073336-0.0011016i,0.00057585-0.0017256i,-0.00015886-0.001204i,-2.1452e-05-5.7849e-05i,0.00083389+0.0011019i
0.0010413+0.00035258i,0.0018207+0.00085464i,0.0017833-0.00067792i,-0.0012008-0.0019769i,-0.0037055-0.0031738i,-0.0015602-0.0055232i,0.0011027-0.0064642i,0.0013203-0.0053865i,0.0012388-0.0015816i,0.0020008+0.0021749i,0.0035393+0.0022727i,0.0043171+0.00071629i,0.0035946-0.000464i,0.00281-0.0010581i,0.0027931-0.00083621i,0.0026109-0.00022568i,0.0016207+0.00030313i,0.00072987+0.0010757i,0.00012756+0.0015264i,0.00057316+0.00075867i,0.0019949-4.758e-05i,0.0018369-0.00012777i,0.00058344-0.00037111i
-0.000393+0.00085557i,-0.00041555+0.0016236i,0.00034686+0.0030132i,0.0016846+0.0051155i,0.0030465+0.0076843i,0.0019327+0.0089279i,7.6208e-05+0.0069233i,-5.6483e-05+0.0033347i,0.00074397+0.0017933i,0.0022822+0.00085589i,0.0029017-0.0015381i,0.0030364-0.0025805i,0.0035454-0.002037i,0.0031412-0.00086577i,0.0032437+0.00023728i,0.0026436+0.00068992i,0.0013225+0.0019123i,0.00068257+0.0024029i,0.00024973+0.0022055i,-6.8013e-05+0.0020887i,0.00021693+0.00078862i,0.000669-0.00061434i,0.00030506-0.0012465i
0.0019198+0.00031145i,0.0039311+3.4564e-06i,0.0056377-0.00037133i,0.0062908+0.002755i,0.0068885+0.0094734i,0.0052144+0.013265i,0.00035489+0.010836i,-0.0025216+0.0052522i,-0.0026492+0.00091671i,-0.0027515-0.0017811i,-0.002984-0.0029746i,-0.0026282-0.0021473i,-0.0014532-0.0011537i,0.00033195-0.00052758i,0.0006124+0.00018593i,6.3342e-05+0.00026501i,-0.00032425-0.00030886i,-0.0014851-0.00029847i,-0.0022399+0.00049539i,-0.001663+0.00024939i,-0.0004768-0.00029054i,-0.00045168-0.00068472i,-0.00094836-0.0014838i
0.00024204+0.0021707i,0.00081163+0.003541i,0.00077653+0.0033955i,0.00088417+0.0020882i,0.00048751+0.0008666i,-0.00035047-0.00050559i,-0.0014578-0.0012009i,-0.0027288-0.00025716i,-0.002975+0.00034621i,-0.0029775+0.00043838i,-0.0033774+0.0010593i,-0.0033152+0.0018893i,-0.0023516+0.0010816i,-0.0023014-0.00059823i,-0.0034713-0.00076862i,-0.0033337-0.00034504i,-0.00225-0.00059642i,-0.0019848-0.00061729i,-0.0020807-0.00012918i,-0.0014566+0.00018456i,-0.0013206-2.6114e-05i,-0.0016041-0.00042041i,-0.00032844+0.00027678i
0.00080761+0.0024518i,0.00085157+0.0022964i,0.00071035+0.00026051i,-0.0017081-0.0039632i,-0.0040374-0.010106i,-0.0026994-0.014816i,0.00084132-0.012316i,0.0025178-0.005097i,0.00155-0.00056487i,-0.00036762+0.00072227i,-0.00033401+0.001908i,-0.0004908+0.0027152i,-0.0023548+0.0026162i,-0.003466+0.0015159i,-0.0026086-0.00042651i,-0.0013801-0.0014454i,-0.00037625-0.001707i,0.00074733-0.0017396i,0.00094456-0.0017329i,-0.00041785-0.0012763i,-0.0013185-0.00034368i,-0.0013758+5.7321e-05i,-0.0010157+0.00047167i
0.001639-0.0025382i,-0.00036269-0.0029134i,-0.00083326-0.0029201i,-0.0019208-0.0016061i,-0.0030275-0.0021566i,-0.00097305-0.0035571i,0.0031533-0.0039327i,0.0051931-0.0030481i,0.0049421-0.0013268i,0.0042324+0.00034981i,0.0039578+0.00021648i,0.0033517-0.00078441i,0.0020101-4.4175e-05i,0.0028709+0.00069497i,0.0044397+0.00019534i,0.0040706-0.00057421i,0.0031216-0.00046959i,0.0021798+8.1195e-05i,0.001333+0.00042919i,0.00080839+0.00088245i,0.00031708+0.0014275i,0.00022583+0.0016476i,5.1435e-05+0.0011238i
0.003392-0.00016903i,0.0052521-4.865e-05i,0.0054333+0.00057432i,0.0052373+0.0042445i,0.0068528+0.0094148i,0.0089326+0.012237i,0.0078056+0.0098833i,0.0037506+0.0034134i,0.0013989-0.00092908i,0.0017985-0.0019952i,0.0021525-0.0022472i,0.0023594-0.0022426i,0.0032628-0.0011244i,0.0046573+0.00016965i,0.0043676+0.00023499i,0.0029544+0.00039701i,0.002126+0.0011671i,0.0010343+0.0013091i,-3.4978e-05+0.0012254i,-0.00085129+0.0014775i,-0.00087027+0.0011693i,-0.00028129+0.00017242i,0.00023225-0.0011888i
