-0.0012317+0.0020751i,-0.00032044+0.0017222i,-0.0011332+0.00082264i,-0.00096915+0.00061071i,-0.0011767+0.0015206i,-0.0013465+0.001739i,-0.00093305+0.0019905i,0.00040465+0.0015282i,0.0013272+0.0010307i,0.00087816+0.00090033i,0.00021366+0.0006928i,0.0002158+0.00038527i,0.00043316-0.00018003i,0.00094758-0.00048336i,0.00085198-0.0005103i,0.00039101-0.00029491i,0.00015106+0.00038811i,0.00022429+0.00047557i,0.00060922+0.00041554i,0.00048972+0.0005707i,0.00050513+0.00032656i,3.3251e-07-0.00055498i,-0.00080161-0.00055327i
-0.14586-0.41028i,-0.10905-0.39426i,0.0375-0.20885i,0.12696-0.11787i,0.079835-0.12653i,0.0056074-0.08228i,0.00052559-0.02715i,0.019176-0.021089i,0.037905-0.028341i,0.055382-0.035597i,0.053478-0.037339i,0.036967-0.019441i,0.026821+0.012318i,0.035406+0.030745i,0.051693+0.02475i,0.057482+0.012356i,0.043175+0.0045886i,0.014047-0.00032647i,-0.006521-0.00015329i,-0.007576+0.0057731i,-0.00049707+0.010555i,0.005551+0.0091286i,0.006141+0.0051786i
0.54724-0.28961i,0.63642-0.49088i,0.40563-0.47663i,0.10889-0.25304i,-0.035124-0.084684i,-0.082153-0.050847i,-0.084243-0.014064i,-0.054178+0.02277i,-0.047906+0.022631i,-0.055518+0.027559i,-0.040355+0.036471i,-0.013632+0.025606i,-0.0028291-0.0043726i,-0.017268-0.028681i,-0.029677-0.029477i,-0.018835-0.025266i,0.0014507-0.026575i,0.017121-0.023974i,0.021955-0.0197i,0.015255-0.018761i,0.0060545-0.019778i,0.0030755-0.018943i,0.0065923-0.014515i
-0.05946+0.79583i,-0.07576+1.0464i,-0.070943+0.84203i,-0.018438+0.44994i,0.081454+0.2219i,0.16019+0.11691i,0.13463+0.031963i,0.069591+0.0061681i,0.043162+0.018717i,0.02474+0.01859i,-0.0045887+0.010341i,-0.030162+0.0027439i,-0.03521+0.0057089i,-0.022355+0.017995i,-0.018272+0.029043i,-0.029302+0.03668i,-0.035593+0.034299i,-0.025464+0.018324i,-0.01283-0.0020746i,-0.011533-0.013539i,-0.0137-0.0082508i,-0.011351+0.0054666i,-0.0048999+0.011421i
-0.36368-0.22845i,-0.34118-0.31728i,-0.13191-0.29891i,-0.03035-0.22902i,-0.10224-0.1618i,-0.15103-0.092916i,-0.1012-0.052024i,-0.03324-0.052202i,0.00078439-0.065498i,0.015174-0.069657i,0.022181-0.064324i,0.028511-0.050961i,0.035933-0.034092i,0.044211-0.028264i,0.049264-0.034883i,0.047159-0.033555i,0.036443-0.0155i,0.010718+0.0050402i,-0.011009+0.021414i,-0.0071958+0.029546i,0.0019472+0.023815i,-0.0017859+0.014249i,-0.0095895+0.011125i
0.072002-0.55111i,-0.061885-0.6827i,-0.20342-0.46467i,-0.16177-0.14317i,-0.035425-0.017775i,-0.003749-0.0098901i,-0.023877+0.027219i,-0.031913+0.066245i,-0.034927+0.076562i,-0.028797+0.073806i,-0.010281+0.064492i,0.0081749+0.043744i,0.0052112+0.016785i,-0.014267+0.0019444i,-0.023764-0.0075792i,-0.020516-0.026015i,-0.0094486-0.036533i,0.0081786-0.026263i,0.024421-0.011548i,0.026389-0.0090154i,0.0158-0.012493i,0.0077261-0.013475i,0.0061141-0.012763i
0.51531+0.39401i,0.68553+0.53254i,0.55751+0.42732i,0.32192+0.19941i,0.22367+0.056513i,0.19899-0.020086i,0.13607-0.067664i,0.074481-0.069468i,0.053653-0.05492i,0.037063-0.049684i,0.010205-0.035066i,-0.011523-0.0053898i,-0.013961+0.01788i,-0.0043731+0.022416i,-0.0031101+0.023888i,-0.01167+0.028568i,-0.021745+0.023486i,-0.025185+0.0075533i,-0.025253-0.005548i,-0.026027-0.0063581i,-0.018159-0.0009642i,-0.0055407+0.00011215i,-0.00026716-0.0042353i
-0.45213+0.18248i,-0.53069+0.14428i,-0.35233+0.013271i,-0.18187-0.035069i,-0.1843+0.040335i,-0.17704+0.11331i,-0.10188+0.080079i,-0.059983+0.0040577i,-0.055736-0.023372i,-0.041792-0.018167i,-0.025954-0.026687i,-0.024184-0.03989i,-0.024932-0.038826i,-0.018581-0.031171i,-0.0015597-0.024679i,0.021977-0.017742i,0.030387-0.009995i,0.016341-0.00010143i,0.00034655+0.014948i,0.00083421+0.023262i,0.0061993+0.019863i,0.0024751+0.018308i,-0.0033508+0.020438i
-0.30111-0.24369i,-0.41839-0.17719i,-0.3619+0.016761i,-0.17776+0.089812i,-0.037228+0.0024173i,-0.0024118-0.029927i,0.0082177+0.043577i,0.026235+0.09663i,0.02614+0.093908i,0.016678+0.086418i,0.023591+0.083066i,0.036759+0.063919i,0.037873+0.040892i,0.029936+0.029109i,0.016227+0.015484i,-0.00049733-0.0049284i,-0.0061086-0.016414i,0.0087567-0.018856i,0.026266-0.028139i,0.023951-0.037432i,0.010081-0.032013i,0.0032549-0.022897i,0.0026377-0.019464i
0.55048-0.17152i,0.733-0.25801i,0.60579-0.27061i,0.32427-0.21854i,0.15125-0.14705i,0.081231-0.11447i,0.025363-0.10696i,-0.0032795-0.08612i,-0.0073351-0.064232i,-0.019424-0.05518i,-0.029199-0.038558i,-0.017868-0.014145i,-0.00075997-0.0054547i,0.0027511-0.0097716i,-0.0061375-0.002598i,-0.014262+0.016741i,-0.015036+0.026276i,-0.014898+0.017317i,-0.019976+0.0033761i,-0.024277-0.00093627i,-0.021005-0.0022485i,-0.015822-0.0055613i,-0.011453-0.0030972i
-0.029096+0.40993i,-0.089064+0.44522i,-0.1266+0.29243i,-0.1063+0.19119i,-0.072288+0.20146i,-0.045112+0.17846i,-0.029527+0.092313i,-0.027008+0.030162i,-0.013027+0.014384i,0.011124+0.0022205i,0.0072186-0.020112i,-0.023422-0.029992i,-0.045317-0.015571i,-0.040779+0.0058284i,-0.013742+0.010782i,0.016323+0.00075127i,0.026062-0.0038728i,0.017753+0.0094864i,0.015834+0.032285i,0.027627+0.038781i,0.034569+0.02802i,0.030352+0.01976i,0.023017+0.017141i
-0.28696+0.0035342i,-0.29516+0.072941i,-0.17569+0.13954i,-0.072215+0.089636i,-0.037812-0.034651i,-0.015761-0.078241i,0.03295-0.024383i,0.068843+0.015169i,0.060065+0.0075093i,0.044167+0.0021472i,0.05476+0.0054919i,0.07072-0.0017116i,0.072005-0.017661i,0.05945-0.031696i,0.035468-0.039296i,0.0046124-0.039588i,-0.013695-0.032506i,-0.0094574-0.025801i,6.9157e-06-0.027546i,-0.001828-0.027133i,-0.00717-0.017742i,-0.0063666-0.011649i,-0.0074135-0.015356i
0.063354-0.47881i,0.059884-0.6436i,0.028929-0.5717i,0.013446-0.35782i,0.034644-0.16905i,0.046892-0.076324i,0.011515-0.056884i,-0.027189-0.044123i,-0.036167-0.020923i,-0.043149-0.0056213i,-0.050248+0.0053369i,-0.04072+0.010306i,-0.033067+0.00557i,-0.039453+0.0046957i,-0.043701+0.016255i,-0.035202+0.028578i,-0.023833+0.024848i,-0.025612+0.0097015i,-0.03839+0.0047361i,-0.043823+0.012641i,-0.036761+0.019192i,-0.025018+0.019598i,-0.011538+0.016719i
0.2314+0.23893i,0.22855+0.3578i,0.14925+0.36181i,0.11752+0.28017i,0.10321+0.20213i,0.048708+0.14207i,0.0050114+0.08721i,-0.0050169+0.038407i,0.00074353+0.011459i,0.0092116+0.00015437i,-0.0030157-0.00087703i,-0.029672+0.018742i,-0.031052+0.048229i,0.0010574+0.057304i,0.036233+0.034813i,0.052674+0.0010912i,0.048291-0.015695i,0.035996-0.010586i,0.036924-0.00168i,0.044453-0.0072705i,0.039331-0.017878i,0.026595-0.015822i,0.017775-0.0059404i
-0.16799+0.22527i,-0.15775+0.24569i,-0.09107+0.15989i,-0.095538+0.043528i,-0.1472-0.042834i,-0.13151-0.062586i,-0.056945-0.031602i,-0.0059232-0.010759i,-0.010515-0.0097396i,-0.021617-0.0038015i,0.00038008-0.0060337i,0.027337-0.027556i,0.03135-0.056796i,0.01585-0.077116i,-0.0087347-0.075622i,-0.029424-0.055959i,-0.030186-0.032143i,-0.011398-0.019458i,-0.00081532-0.023065i,-0.0081793-0.023741i,-0.015879-0.015073i,-0.019832-0.0093581i,-0.023294-0.0055529i
-0.24476-0.20013i,-0.31069-0.26466i,-0.25501-0.24922i,-0.13132-0.18591i,-0.017573-0.125i,0.028715-0.084857i,0.0016513-0.051877i,-0.021149-0.0044544i,0.00068299+0.026885i,0.014903+0.026526i,0.0041995+0.022479i,-0.0067325+0.01899i,-0.019722+0.021144i,-0.034202+0.041323i,-0.032944+0.063066i,-0.015833+0.066115i,-0.002794+0.052038i,-0.0060837+0.037255i,-0.015212+0.035887i,-0.012567+0.041794i,-0.0020923+0.039149i,0.0037497+0.025385i,0.0063643+0.011552i
0.32154-0.07717i,0.42111-0.019085i,0.38566+0.077933i,0.2865+0.1147i,0.17701+0.11095i,0.084272+0.094153i,0.035063+0.046974i,0.0078141-0.00045039i,-0.0016395-0.014174i,0.012167-0.020091i,0.018399-0.021913i,0.018343-0.0024917i,0.036918+0.016715i,0.062808+0.0081846i,0.072227-0.018707i,0.06167-0.037846i,0.042846-0.036302i,0.027815-0.022514i,0.0257-0.016145i,0.025695-0.023145i,0.018821-0.028188i,0.013385-0.021773i,0.010435-0.01273i
0.090325+0.18102i,0.06599+0.15374i,-0.040629+0.072908i,-0.13995+0.063948i,-0.14212+0.076955i,-0.072339+0.047058i,-0.00079698+0.023551i,0.027672+0.011609i,0.0024462+0.0069225i,-0.023827+0.020692i,-0.015419+0.016262i,-0.0055819-0.01833i,-0.022731-0.050444i,-0.054039-0.057882i,-0.072891-0.041577i,-0.069806-0.019358i,-0.051635-0.007815i,-0.029658-0.009086i,-0.019896-0.012477i,-0.02225-0.0072424i,-0.021776+0.0035215i,-0.014558+0.010801i,-0.0063615+0.009377i
-0.25717+0.045557i,-0.29358+0.046961i,-0.19791-0.014189i,-0.071717-0.096704i,0.016818-0.12387i,0.054945-0.087698i,0.05046-0.032506i,0.048889-0.00037832i,0.055976-0.0073922i,0.039817-0.019828i,0.013306-0.0046461i,-0.003443+0.019946i,-0.009156+0.045648i,0.0026448+0.073856i,0.024169+0.084501i,0.036051+0.06741i,0.028554+0.039809i,0.0090618+0.022186i,-0.0015944+0.019688i,0.0030592+0.021099i,0.0082944+0.015794i,0.0059406+0.007366i,0.0015305+0.0022265i
0.010051-0.27264i,0.042519-0.28044i,0.1104-0.14181i,0.1525-0.014243i,0.11205+0.046505i,0.038666+0.075359i,-0.014884+0.051172i,-0.048832+0.012929i,-0.047965-0.00097587i,-0.028906-0.01628i,-0.02483-0.02458i,-0.01209-0.011921i,0.021199-0.014344i,0.043845-0.048991i,0.040728-0.081494i,0.025519-0.082768i,0.014036-0.057272i,0.010519-0.027737i,0.013572-0.016582i,0.011546-0.020949i,0.0032088-0.021694i,-0.00035865-0.015477i,0.00089789-0.0072807i
0.16002+0.046655i,0.10468+0.048107i,-0.041889+0.064727i,-0.12057+0.093855i,-0.11064+0.054588i,-0.092665-0.01698i,-0.060194-0.02901i,-0.021524-0.01565i,-0.014795+8.5129e-05i,-0.0088229+0.024918i,0.0093962+0.023259i,0.0049118-0.0015124i,-0.024473-0.0086923i,-0.054012+0.0078408i,-0.065347+0.027387i,-0.058168+0.032643i,-0.040108+0.024705i,-0.018108+0.013216i,-0.0051294+0.0071315i,-0.0017995+0.0086141i,0.00072327+0.010295i,0.0026457+0.0061342i,0.00037937-0.0016916i
-0.047624+0.25111i,0.00081761+0.2618i,0.040627+0.087367i,0.0015632-0.099566i,-0.039428-0.14011i,-0.018584-0.10311i,0.010971-0.068462i,0.029574-0.038688i,0.038161-0.02598i,0.028145-0.026121i,0.020319-0.017079i,0.019219-0.00064941i,0.023794+0.017792i,0.044567+0.032927i,0.063297+0.034286i,0.06092+0.023936i,0.041+0.012812i,0.015662+0.0065041i,-0.00032651+0.0075453i,-0.0027717+0.010909i,-0.0013065+0.010456i,-0.0025373+0.0091528i,-0.0035748+0.0082789i
-0.1842-0.092901i,-0.17913-0.060895i,-0.048362+0.031227i,0.084767+0.093253i,0.12053+0.10939i,0.082611+0.11504i,0.021172+0.098008i,-0.029851+0.073886i,-0.038126+0.05706i,-0.031685+0.037034i,-0.035092+0.024301i,-0.025788+0.011596i,-0.014565-0.021658i,-0.02553-0.062332i,-0.042085-0.080931i,-0.039839-0.069672i,-0.02349-0.042871i,-0.0083547-0.019731i,-0.00014469-0.0122i,-6.194e-05-0.013346i,-0.0029404-0.010819i,-0.00021094-0.0047229i,0.0054137-0.0014354i
0.14117-0.16914i,0.088337-0.18787i,-0.03582-0.093813i,-0.096194+0.0076792i,-0.098769+0.019077i,-0.09188-0.0025833i,-0.04771-0.00047893i,-0.0065923-0.0061062i,-0.0082775-0.0088963i,-0.0030422+0.0040487i,0.013989+0.0018228i,0.0088009-0.0077354i,-0.0079934+0.0069001i,-0.014477+0.0399i,-0.010242+0.060839i,-0.0072683+0.053957i,-0.006031+0.028576i,-0.00086936+0.0052669i,0.0022847-0.0051282i,0.00081076-0.0070652i,-0.0027399-0.0071886i,-0.006306-0.0053905i,-0.0089974-0.00040392i
0.17775+0.12399i,0.23427+0.065875i,0.1682-0.064493i,0.041486-0.11727i,0.0026777-0.072799i,0.045886-0.0504i,0.059799-0.062768i,0.056196-0.055695i,0.057184-0.049845i,0.035326-0.053563i,0.010796-0.040203i,0.0083712-0.015184i,0.024348+0.00038452i,0.048043+0.00051322i,0.063461-0.0073677i,0.059682-0.012524i,0.036659-0.010516i,0.0096138-0.0020188i,-0.0035898+0.010429i,-0.0015339+0.018232i,0.0044269+0.017088i,0.0073181+0.01192i,0.0092254+0.0085158i
-0.21084+0.11555i,-0.19454+0.195i,-0.023444+0.21075i,0.14189+0.13359i,0.17631+0.044112i,0.11984+0.025468i,0.052919+0.044957i,0.0079842+0.051726i,-0.003084+0.046347i,0.0014752+0.041304i,0.0028609+0.040886i,0.0019381+0.032679i,-0.012897+0.010029i,-0.042402-0.010413i,-0.063433-0.019265i,-0.057527-0.019977i,-0.032233-0.01191i,-0.0062699+0.00032005i,0.0093971+0.0024106i,0.012834-0.0064573i,0.011745-0.014255i,0.0094567-0.01795i,0.0035082-0.020049i
-0.10039-0.21039i,-0.19511-0.22735i,-0.26349-0.12907i,-0.25841-0.02107i,-0.2175+0.019305i,-0.16772+0.020617i,-0.092618+0.0065368i,-0.045912-0.01246i,-0.041667-0.0048224i,-0.024548+0.0059662i,-0.0021748-0.012892i,-0.00031498-0.024901i,0.003007-0.006712i,0.020478+0.016513i,0.032856+0.027046i,0.023799+0.026828i,0.0052062+0.016543i,-0.0054705+0.00017001i,-0.008971-0.0091273i,-0.013079-0.0061346i,-0.016888+0.0011993i,-0.015658+0.0075029i,-0.010331+0.010914i
0.22719-0.025413i,0.28164-0.097219i,0.21123-0.15324i,0.10978-0.12911i,0.082994-0.08043i,0.083458-0.07729i,0.048373-0.079343i,0.027123-0.062065i,0.023917-0.05989i,-0.0023857-0.055768i,-0.024706-0.030449i,-0.017707-0.010683i,-0.0018489-0.010044i,0.0085738-0.020904i,0.017547-0.029928i,0.023731-0.02909i,0.019687-0.018655i,0.0061326-0.0028291i,-0.0018713+0.010004i,0.0047106+0.01459i,0.013508+0.012472i,0.014173+0.0085335i,0.012639+0.0038313i
-0.021941+0.26149i,0.033921+0.3547i,0.13634+0.29399i,0.17105+0.13252i,0.094922+0.034992i,0.01674+0.049089i,-0.0079737+0.085293i,-0.010658+0.086242i,-0.0083477+0.068592i,0.003999+0.055012i,0.018125+0.046321i,0.017879+0.029578i,-0.0035916+0.011939i,-0.033029+0.011232i,-0.04981+0.018201i,-0.043426+0.015909i,-0.019691+0.0074225i,0.0070644-0.0015137i,0.018724-0.011719i,0.010534-0.020104i,-0.0027589-0.021148i,-0.010387-0.015759i,-0.014984-0.0070077i
-0.21731-0.086097i,-0.33731-0.065449i,-0.37646+0.03165i,-0.31494+0.13242i,-0.21269+0.16479i,-0.12577+0.13206i,-0.062674+0.069203i,-0.03426+0.022635i,-0.02358+0.014815i,-0.011087+0.0066342i,-0.011897-0.016007i,-0.018303-0.021062i,-0.0059695-0.013101i,0.01672-0.011339i,0.027918-0.010531i,0.022758-0.0033422i,0.0074008+0.00098284i,-0.007909-0.0011336i,-0.016519+8.1145e-05i,-0.018681+0.0091523i,-0.013609+0.018611i,-0.0022997+0.021166i,0.0087146+0.016996i
0.15819-0.2114i,0.21672-0.33094i,0.20046-0.36942i,0.14885-0.31403i,0.12075-0.24738i,0.092121-0.20896i,0.049812-0.15828i,0.030335-0.10424i,0.023092-0.080363i,0.0021938-0.056164i,-0.0068523-0.017896i,0.0037629+0.0031108i,0.010588+0.0054354i,0.010156+0.00083212i,0.0092657-0.010535i,0.0085869-0.019614i,0.0065643-0.013986i,0.0029531+0.0025663i,0.0059877+0.014409i,0.016934+0.010728i,0.022891-0.001884i,0.018969-0.011932i,0.009343-0.015459i
0.14699+0.18561i,0.22327+0.25847i,0.23166+0.23605i,0.16482+0.14865i,0.076904+0.095395i,0.035081+0.095326i,0.039209+0.096658i,0.043536+0.085906i,0.041078+0.072207i,0.049597+0.052036i,0.055629+0.024863i,0.040497+0.0050865i,0.01567+0.0059596i,-0.0022667+0.019736i,-0.011463+0.027407i,-0.014584+0.02193i,-0.0096084+0.0068317i,0.0014878-0.0094836i,0.0071057-0.019285i,-0.00016575-0.021154i,-0.012242-0.015153i,-0.01784-0.0047363i,-0.014604+0.0038705i
-0.23448+0.084127i,-0.34631+0.14806i,-0.33924+0.20747i,-0.21589+0.2176i,-0.082417+0.15568i,-0.017942+0.072937i,-0.012025+0.01909i,-0.024085-0.001888i,-0.0305-0.0012927i,-0.033254-0.0024684i,-0.041436-0.0082342i,-0.041364-0.0076708i,-0.026784-0.011179i,-0.010621-0.019717i,0.00030416-0.021128i,0.0043778-0.013152i,-0.0024529-0.0021775i,-0.014187+0.005223i,-0.020381+0.010412i,-0.015525+0.016841i,-0.0037761+0.020882i,0.0067791+0.016817i,0.012008+0.0058179i
-0.034815-0.23436i,-0.039429-0.37372i,-0.034023-0.44353i,-0.041142-0.40542i,-0.054249-0.3023i,-0.059011-0.21086i,-0.062855-0.14376i,-0.056611-0.096598i,-0.04699-0.070619i,-0.041317-0.041219i,-0.022162-0.010182i,0.00084733-0.00068292i,0.008783-0.0035529i,0.0089306-0.0057937i,0.0070053-0.0096735i,0.0050262-0.012297i,0.0071511-0.009028i,0.011377-0.0014055i,0.015284+0.0020926i,0.016027-0.0041129i,0.010059-0.012923i,0.00036151-0.015575i,-0.0089612-0.0092616i
0.22244+0.067793i,0.3272+0.14565i,0.34123+0.21219i,0.26747+0.22089i,0.17109+0.19603i,0.10968+0.17436i,0.093409+0.13232i,0.081603+0.077055i,0.067471+0.041747i,0.062648+0.015907i,0.04786-0.0066706i,0.023646-0.0085994i,0.010215+0.0044199i,0.0052079+0.015145i,0.0011462+0.019896i,-0.0016455+0.015575i,-0.0022443+0.0028713i,0.00020977-0.011039i,-0.00069065-0.019015i,-0.0075381-0.015151i,-0.011352-0.0021718i,-0.0077339+0.0092957i,-0.00073204+0.013451i
-0.094747+0.18919i,-0.16966+0.25751i,-0.20576+0.2419i,-0.17083+0.16685i,-0.10991+0.078076i,-0.069522+0.017977i,-0.046502+0.0028861i,-0.03542+0.010771i,-0.033673+0.020146i,-0.036539+0.026186i,-0.037286+0.031317i,-0.029962+0.029912i,-0.02366+0.017987i,-0.020285+0.0063112i,-0.011459+0.00024885i,-0.0018942-0.00051822i,0.0012488+0.0044706i,-0.0022705+0.012218i,-0.0053911+0.021062i,-0.0013574+0.024616i,0.0072379+0.016922i,0.013741+0.003914i,0.013488-0.0072876i
-0.13634-0.14834i,-0.18625-0.26627i,-0.19808-0.33072i,-0.18483-0.27965i,-0.14233-0.16434i,-0.093375-0.080103i,-0.065487-0.034725i,-0.038002-0.011056i,-0.019718-0.0099589i,-0.014978-0.0077813i,0.00053212-0.0042816i,0.013783-0.011377i,0.013023-0.017148i,0.010525-0.016735i,0.0083038-0.015896i,0.0080172-0.015612i,0.0092287-0.01475i,0.011116-0.010893i,0.01411-0.0099586i,0.013893-0.014587i,0.0064933-0.015697i,-0.0041165-0.010208i,-0.0088788-0.000904i
0.18236-0.084821i,0.31788-0.051682i,0.42021+0.032336i,0.41893+0.062625i,0.31864+0.037049i,0.21265+0.030882i,0.15143+0.025798i,0.10503+0.0016815i,0.071737-0.0142i,0.053934-0.028462i,0.029042-0.036769i,0.0094763-0.025024i,0.0065638-0.0098305i,0.0063059-0.0010719i,0.002301+0.0043678i,-0.0063235+0.0052684i,-0.012735+0.0014549i,-0.012339-0.0068633i,-0.012184-0.012214i,-0.012695-0.0091952i,-0.0088364-0.00092389i,-0.001733+0.0063595i,0.0039265+0.0063657i
0.0088562+0.16114i,-0.073222+0.22978i,-0.19732+0.22973i,-0.25011+0.17931i,-0.21122+0.11115i,-0.15541+0.039899i,-0.11551+0.0067955i,-0.079876+0.01919i,-0.046597+0.034539i,-0.024831+0.037699i,-0.012957+0.036199i,-0.0075033+0.028569i,-0.0091939+0.01891i,-0.0098319+0.011168i,-0.0039747+0.0044761i,0.0036311+0.002108i,0.0078977+0.0066966i,0.0066211+0.015397i,0.0066767+0.022311i,0.0093464+0.022908i,0.0077933+0.013584i,0.0028619-4.6036e-05i,-0.0027264-0.0073273i
-0.164-0.015993i,-0.21546-0.086098i,-0.19624-0.15184i,-0.12432-0.13947i,-0.039772-0.087431i,0.0029269-0.054861i,-0.0022171-0.036848i,-0.0068721-0.031807i,-0.0093644-0.03333i,-0.013092-0.024869i,-0.0069074-0.019331i,-0.0018106-0.020661i,0.00010986-0.020992i,-0.00098386-0.02233i,-0.0053549-0.020391i,-0.006147-0.016978i,-0.004032-0.014133i,-0.00099431-0.0097362i,0.0011745-0.011042i,0.00014693-0.015709i,-0.0025104-0.011518i,-0.0056956+0.00038611i,-0.0063548+0.0098872i
0.06367-0.13185i,0.18216-0.15321i,0.31174-0.13868i,0.31355-0.14403i,0.18752-0.13422i,0.093589-0.08189i,0.071104-0.056124i,0.043869-0.055171i,0.016837-0.040025i,0.0076276-0.027953i,-0.0021305-0.018513i,-0.0045104-0.0041518i,0.0025084+0.0034666i,0.0062329+0.0079069i,0.0040123+0.012419i,-0.0019577+0.014063i,-0.0062975+0.011588i,-0.0092316+0.0047129i,-0.013509+0.0026758i,-0.014616+0.0077221i,-0.0087227+0.0096836i,0.0011491+0.0062243i,0.0071768+0.00078721i
0.08757+0.096792i,0.015052+0.2015i,-0.13526+0.31257i,-0.20107+0.36258i,-0.14489+0.3105i,-0.088721+0.20334i,-0.060264+0.13482i,-0.021789+0.11055i,0.0069079+0.084111i,0.015518+0.057262i,0.0211+0.038852i,0.019557+0.024982i,0.011804+0.020644i,0.011569+0.018676i,0.017887+0.0079141i,0.02104-0.0047358i,0.01866-0.0092325i,0.01432-0.003541i,0.014322+0.0054605i,0.018427+0.0084307i,0.014869+0.0055261i,0.0023489-0.0012984i,-0.0056604-0.0055332i
-0.080464+0.058218i,-0.10584-0.0097321i,-0.079931-0.14066i,-0.01868-0.21792i,0.034907-0.2084i,0.054889-0.15325i,0.041199-0.087582i,0.013917-0.050299i,-0.011217-0.03374i,-0.02172-0.016006i,-0.019253-0.0085657i,-0.015655-0.012255i,-0.014573-0.016929i,-0.015419-0.015792i,-0.014472-0.0092305i,-0.011469-0.0061846i,-0.0081735-0.0066354i,-0.0049927-0.0088145i,-0.005332-0.013645i,-0.0087196-0.017978i,-0.0074076-0.015544i,-0.0016624-0.0055965i,0.00254+0.00334i
-0.035209-0.10118i,0.034624-0.13872i,0.11615-0.14909i,0.085462-0.13001i,-0.013236-0.057864i,-0.042394+0.0091901i,-0.022473+0.00091399i,-0.020082-0.017919i,-0.013259-0.010468i,-0.0039079-0.0090268i,-0.0065227-0.0056957i,-0.0056821+0.0035906i,0.0005591+0.0051624i,0.0047112+0.0032644i,0.0045387+0.0059002i,0.0019541+0.010905i,-0.00031067+0.01041i,-0.0036096+0.0049453i,-0.004656+0.0051816i,-0.0027846+0.010654i,-0.0017604+0.010018i,0.00030857+0.0014425i,0.0027135-0.0068682i
0.0863-0.00087779i,0.067716+0.11461i,0.022519+0.29765i,0.05411+0.38533i,0.11989+0.30131i,0.10853+0.1744i,0.070072+0.1134i,0.066877+0.074953i,0.058023+0.031401i,0.036095+0.0067564i,0.024574-0.00519i,0.015167-0.0088662i,0.010268-0.0035011i,0.012049-0.0054133i,0.010654-0.016415i,0.0065558-0.023246i,0.0041729-0.01989i,0.0060754-0.01009i,0.011137-0.0052664i,0.013766-0.0078655i,0.0090792-0.0072647i,-0.0014483-0.00063475i,-0.0082733+0.0046581i
-0.010657+0.060277i,-0.061619-0.029626i,-0.126-0.21044i,-0.16634-0.33121i,-0.16724-0.31747i,-0.1299-0.23346i,-0.085118-0.14703i,-0.064081-0.085882i,-0.055957-0.042138i,-0.040447-0.009579i,-0.02455+0.0046971i,-0.016608+0.0039445i,-0.018839+3.7003e-05i,-0.024154+0.0023209i,-0.021078+0.0085592i,-0.012201+0.010118i,-0.0041059+0.0064609i,-0.001555+0.0014806i,-0.0071378-0.0012172i,-0.013031-0.0012898i,-0.009417-0.0022014i,5.8665e-05-0.0013132i,0.0067989+0.0023242i
-0.067607-0.013077i,-0.02458-0.01914i,0.045862+0.0004874i,0.042742+0.067948i,0.00085818+0.1482i,-0.011243+0.16207i,-0.019324+0.10274i,-0.021226+0.053387i,-0.0017412+0.025266i,0.0059465+0.00073857i,0.003605-0.0016174i,0.011071+0.0041361i,0.016722+0.0026481i,0.015143+0.0018642i,0.012788+0.004682i,0.011209+0.0081146i,0.0074005+0.0088235i,0.002642+0.0075603i,0.0047877+0.0087676i,0.011461+0.011959i,0.010784+0.011569i,0.0040703+0.0041121i,-0.0019029-0.0048795i
0.034872-0.046334i,0.061343+0.032012i,0.11926+0.14896i,0.21103+0.14214i,0.24079+0.010785i,0.17517-0.066028i,0.11478-0.042743i,0.08701-0.018125i,0.052049-0.016408i,0.020374-0.015347i,0.0037521-0.017675i,-0.0046129-0.015124i,-0.0031687-0.0096061i,0.00084185-0.012461i,-0.0004823-0.018665i,-0.0050291-0.020049i,-0.0055892-0.014123i,-0.00063667-0.0070441i,0.0012173-0.0061059i,-0.0023238-0.0084426i,-0.004398-0.0056344i,-0.0032361+0.0037856i,-0.0014158+0.010672i
0.034216+0.032532i,-0.051085-0.029178i,-0.22075-0.13494i,-0.35575-0.16809i,-0.35881-0.10688i,-0.2604-0.056939i,-0.16378-0.043595i,-0.11004-0.018943i,-0.065904+0.015658i,-0.021642+0.028361i,0.00057397+0.021659i,0.00078283+0.014158i,-0.0047376+0.014945i,-0.0043195+0.021156i,0.0022061+0.022421i,0.0048367+0.015031i,0.0012115+0.004704i,-0.0036791+5.5505e-05i,-0.0070321+0.0038249i,-0.0072988+0.0083057i,-0.0047589+0.0041689i,-0.00020278-0.0052702i,0.0044074-0.0092743i
-0.030519+0.043969i,0.040238+0.045687i,0.16543+0.061396i,0.24839+0.12195i,0.26191+0.177i,0.22553+0.16908i,0.14758+0.11216i,0.079004+0.052325i,0.041318+0.010549i,0.015528-0.006407i,0.0044354-0.0059176i,0.0058229-0.006125i,0.0086501-0.0098559i,0.0098164-0.012333i,0.0089696-0.010487i,0.0080832-0.0060429i,0.0046375-0.0016208i,0.0012928+0.0013959i,0.0059427-0.0011421i,0.011957-0.00574i,0.0095264-0.004761i,0.0011899-0.0016075i,-0.0070837-0.0031663i
