-0.0012317+0.0020751i,-0.00032044+0.0017222i,-0.0011332+0.00082264i,-0.00096915+0.00061071i,-0.0011767+0.0015206i,-0.0013465+0.001739i,-0.00093305+0.0019905i,0.00040465+0.0015282i,0.0013272+0.0010307i,0.00087816+0.00090033i,0.00021366+0.0006928i,0.0002158+0.00038527i,0.00043316-0.00018003i,0.00094758-0.00048336i,0.00085198-0.0005103i,0.00039101-0.00029491i,0.00015106+0.00038811i,0.00022429+0.00047557i,0.00060922+0.00041554i,0.00048972+0.0005707i,0.00050513+0.00032656i,3.3251e-07-0.00055498i,-0.00080161-0.00055327i
0.0009045+0.0005044i,-0.0014642+0.00067922i,-0.0026833-0.00030045i,-0.0022431-0.00119i,-0.0013352-0.00074177i,-0.0013033+0.00053172i,-0.00080055+0.0014631i,0.00062367+0.00097776i,0.00082134-8.3175e-05i,-0.00054927-0.00021664i,-0.001236-0.00041633i,-0.00097501-0.00060657i,-0.00064343-0.00048733i,0.00016492-0.00023271i,0.00076301+0.00030301i,0.0006213+0.0002574i,0.00042747-0.00031021i,0.00041906-0.00064864i,0.00071568-0.00026844i,0.0010094+9.1643e-06i,0.001076-0.0002219i,0.00063135+0.00016923i,0.00068203-4.724e-05i
-0.00034235-0.00021856i,-0.001582-0.00052243i,-0.0016039-0.00084757i,-0.0013663-0.00040318i,-0.0010964+1.0869e-05i,-0.00093362+0.00022343i,-0.00058441+0.00015114i,-0.00017832+8.0079e-05i,-0.00030298-0.00014295i,-0.0010397-0.00036028i,-0.0010076-0.00060509i,-0.00012429-0.0010513i,0.00078016-0.00031977i,0.00089437+0.00050016i,0.00092599-0.0002127i,0.001641-0.00043011i,0.0015587-0.00035328i,0.00067929-7.8906e-05i,0.00037082+0.0006207i,0.00021145+0.00055824i,-0.00024756-0.0001755i,-0.00077475-0.00055973i,-0.00094222-0.0006119i
-0.0009055-0.00097419i,-0.0012979-0.0016789i,-0.0002318-0.00068789i,0.0011086-0.00018399i,0.0006874-0.0013863i,-0.0011155-0.0021789i,-0.0018215-0.00092695i,-0.0014469+3.1129e-05i,-0.00091749+0.00027022i,-0.00040676+0.00047355i,-6.3776e-05-7.6428e-05i,0.00052746-0.000538i,0.00044058-0.00033503i,0.00018155-0.00023505i,0.00010273-0.00044939i,-0.00071705-0.00065573i,-0.00089546-0.00068092i,-0.00036955-0.00050324i,-0.00033446-0.000719i,-0.00015184-0.00024613i,-3.7336e-05+0.00081029i,-0.00010506+0.0011186i,-8.405e-05+0.0010588i
0.0017735+0.00027508i,0.0014721+0.0013606i,0.0010392+0.0024996i,0.00070081+0.0019256i,0.00037923+0.00094151i,-5.9637e-07+0.00072994i,-0.00018742+0.00063018i,0.00055539+0.00031468i,0.00080042+1.5428e-05i,0.00023408-0.00026185i,2.5443e-05-0.00088553i,-0.000186-0.0010399i,-0.00036813-0.00040041i,2.4346e-05+0.00019203i,0.0011983+0.00024189i,0.0015077-0.00058869i,0.00076558-0.0011904i,0.00021317-0.00083376i,0.00012357+0.00030254i,0.00071073+0.00041447i,0.00087724+0.00012306i,0.00066638+0.00026954i,0.00018796+0.00050706i
-0.0010164+0.0015169i,-0.00082534+0.00091263i,-0.00093419+0.0010792i,-0.00014145+0.0017392i,0.0012543+0.0017417i,0.00061689+0.00053969i,-0.00024081-0.0003545i,0.00039791-0.00069425i,0.00081101-0.00044032i,0.0004988+5.266e-06i,1.8069e-05+0.00019818i,-0.00011662+0.00018415i,0.00059836-0.00040722i,0.00069318-0.00044287i,0.00075414-0.00095146i,0.0013718-0.0016307i,0.0012794-0.0013986i,0.0011938-0.00054343i,0.00085327+0.00035923i,0.0008853+0.00061275i,7.8145e-05+0.00075579i,-0.00024866+0.00025519i,-0.00029092-0.00015112i
-0.0015127-0.00093326i,-0.0026547-0.00068491i,-0.0019742-0.00098549i,-0.00049773-0.00092122i,-0.00058611-0.0010114i,-0.0014745+0.0002337i,-0.00077965+0.001275i,6.5315e-05+0.00090157i,-0.00032007+0.00067577i,-0.00078369+0.00050885i,0.00026703+0.00020929i,0.0010109+7.393e-05i,0.00050848+0.00028196i,0.00039854+0.00038819i,0.00061974-1.3904e-05i,0.00073214-0.00015565i,0.00074135+0.00014558i,2.8593e-05+8.1297e-05i,-0.00057798+0.0006857i,-0.00033244+0.00091939i,0.00053079+0.00036452i,0.0011542+0.00027969i,0.00028432+0.00021374i
-0.0004999-0.0011667i,-0.00093973-0.00072306i,-0.0011858+0.0012439i,-0.00017525+0.0030207i,0.0011742+0.0035331i,0.0013078+0.0030074i,0.00024777+0.0017495i,-0.00011613+0.0012608i,0.00013651+0.0015808i,-0.00011252+0.00053249i,-0.00074077-0.00067249i,-0.00065134-0.0007688i,-8.4348e-06-0.00031463i,-6.4223e-05-9.5064e-05i,0.00016188-0.00052492i,0.00018611-0.00043178i,-0.00044974+0.00025359i,-0.00063544-0.00016364i,0.00016829-0.00046605i,0.00066626-0.00035694i,0.00074463-0.00058266i,5.1431e-05-0.00015795i,-0.00058942+0.00027049i
0.00097191+0.0012196i,0.00023669+0.00051933i,-0.0014621+0.00036071i,-0.0015016+0.00089919i,-3.1675e-05+0.002226i,0.0012211+0.0027731i,0.001326+0.0015885i,0.00051929+0.0011377i,-0.00017826+0.00079166i,-0.00023824-3.2508e-06i,-0.00011779-0.00068775i,-0.00056243-0.0012061i,-0.0010933-0.00058444i,-0.00072655+0.00011121i,-3.3712e-05+0.00025832i,0.0002188-0.00018532i,0.00055866-0.00021114i,0.0011915+0.00046167i,0.0016551+0.00046547i,0.0016336-0.00020038i,0.0012273+7.2238e-05i,0.0008698+6.4466e-05i,0.00068761+0.00019082i
-0.0008468+0.0014273i,-0.00085115+0.0010402i,-0.00030061+0.00035681i,-0.00078099+0.0006841i,-0.00087203+0.00071295i,-0.00074493+0.0017013i,-0.00045335+0.00094792i,-0.00021171-0.00021672i,-6.1483e-05+0.00039836i,-0.00029121+0.0001646i,-0.0008519-0.00016394i,-0.00037744-0.00064997i,0.00067126-0.00052928i,0.0010908-3.5566e-05i,0.00036377-0.00099417i,0.0005774-0.0018908i,0.00050644-0.0010566i,-0.0002143-0.00052417i,-3.1572e-05+0.00010473i,9.8917e-05+0.00079129i,0.00064851+0.00039745i,0.0010952+0.00029145i,0.00078945+0.00031277i
-0.0028115-0.0018829i,-0.0018291-0.0012292i,-0.0016477+7.4993e-05i,-0.0017593+0.00053932i,-0.00084281+0.0003708i,-0.00061399+0.00067583i,-0.00088362+0.00091372i,3.8104e-06+0.00064794i,0.00012752-0.00019106i,0.00082487-1.5524e-05i,0.00092695+0.0010044i,0.00034121+0.00091887i,0.00061208+0.00022047i,-0.00015086-0.00024298i,-0.0010627-0.0003066i,-0.00021838-5.7879e-06i,0.00057894+7.8334e-05i,0.00099664+0.00013931i,0.001231+0.00057835i,0.00029664+0.00029901i,-0.00088669-0.00026101i,-0.0012252+0.00013999i,-0.00055707+0.00021458i
-3.3612e-05-0.0010371i,-0.00096442-0.0003189i,-0.0016896+0.00028453i,-0.0016607-0.00023854i,-0.0013443-0.00065647i,-0.0009118-0.0002533i,-0.00039096+0.00033902i,-6.615e-05+0.00021471i,0.00010759+5.3326e-05i,-3.5006e-06+0.00015183i,8.6436e-05+0.00049212i,0.00034277+0.00032402i,0.00058965+0.00026594i,0.0010258-0.00040616i,0.0011886-0.00065643i,0.00084385-0.0006541i,0.0006533-0.00083388i,0.0004504-0.00087979i,8.1839e-05-0.00063521i,0.00039702-0.00083526i,0.00023227-0.00080061i,-0.00036877-0.00031605i,-0.00022568-0.00057928i
0.00014255-0.00073519i,0.00069895-0.00022169i,0.00029333+0.00020401i,-0.0010011+0.00096639i,-0.0020456+0.0016322i,-0.0012259+0.0010249i,-0.00055244+0.00045045i,-8.4411e-06-0.00049658i,0.00035278-0.00085774i,0.00023995-0.00077134i,5.6024e-07-0.00074931i,2.2422e-05-0.00046473i,0.00055618-0.00054626i,0.00083722-0.00078699i,0.00087214-0.00085806i,0.00096196-0.0011355i,0.00090467-0.00088758i,-0.00071055+0.0001876i,-0.0011151+5.7192e-05i,0.00049549-0.00028364i,0.00078565+0.00013893i,-0.00013872+0.00095817i,-7.172e-05+0.00098313i
-0.0010838+0.0016294i,-0.0012552+0.002024i,-0.001353+0.0018402i,-0.00062657+0.0013902i,0.0005183+0.00086662i,0.0010031+0.00040635i,0.00094653+0.00021865i,0.0006126-7.3709e-05i,-7.7934e-05+9.1255e-05i,-0.00064181+3.4236e-05i,-0.00020832+0.00048425i,-0.00027462+0.00083798i,-0.00068717+0.00026236i,-0.00034941+0.00019976i,-4.0301e-05+0.00074021i,0.00076887+0.00077657i,0.0010075+0.00039374i,0.00050341+0.00027651i,0.00055901+0.0001076i,0.00047939-0.00047237i,0.00030595-0.0001917i,0.00029054-0.00028221i,0.00040142-0.00081074i
-0.0026921-0.001874i,-0.0033266-0.00090043i,-0.0042569-0.00018335i,-0.004171+0.00076009i,-0.0024671+0.0016882i,-0.0008744+0.0028614i,5.5756e-05+0.0025176i,0.00062115+0.00063175i,0.00026337+7.486e-05i,-0.00014109+0.00015231i,0.00066619+7.3232e-05i,0.0010675+0.00037191i,0.00072851-0.00022534i,0.0005519-0.00064794i,0.00030316+2.0614e-06i,0.00026209-0.00020262i,-0.00028564-0.0013591i,-0.00035129-0.0014129i,0.00073299-0.00011767i,0.00092244+0.00031479i,0.00071251-0.00041424i,0.00038185-0.00051339i,-0.00029496-4.7946e-05i
0.00082709-0.00097732i,0.0012737-0.00052069i,0.0005142+0.0013093i,6.0248e-05+0.002394i,0.00063863+0.0027159i,0.0012509+0.0022109i,0.0012561+0.0015872i,0.00056919+0.00085963i,0.00019391+0.00011287i,-0.00011783-0.00052544i,1.4163e-06-0.0006008i,0.00033921-0.00029315i,0.00063598-0.00040264i,0.00010621-0.00064759i,-0.00067993-0.00056976i,0.00051211-0.00094065i,0.0014602-0.00092311i,0.00060765-0.00020054i,0.00041822+3.1956e-05i,0.00081241+0.00034308i,0.000627+0.00010572i,0.00060458-0.00030378i,0.00051794-0.00024945i
0.00094587-0.00010438i,-7.1928e-05+0.00063188i,-0.00046809+0.00051667i,-0.00046419+0.00025361i,-0.00036866-0.00051716i,-0.00058658-0.00056846i,-8.7914e-06+0.00011981i,7.2147e-05+3.1252e-05i,-0.0004713-0.00032959i,-0.00071423-0.0002988i,6.0503e-05-0.00038079i,0.00051813-0.00053607i,0.00081643-0.00066264i,0.0009056-0.00048057i,-0.00012551-0.00010912i,-0.00024758-0.00029244i,-2.7318e-05-0.00054879i,-0.0004852-0.00047934i,-5.9739e-05-0.00044756i,0.00056019-0.00012903i,-8.18e-05+0.0004575i,-0.00062223+0.00055212i,-0.00024151+0.0006796i
0.00020182+0.00060308i,-0.00063951+0.0011929i,-0.00062052+0.0013304i,-0.00096377+0.0014959i,-0.0015796+0.0013207i,-0.0016379+0.0014079i,-0.0019685+0.0010172i,-0.0014461+0.00063369i,0.00016368-5.9646e-05i,0.00091028-0.0004363i,-2.3103e-05+0.00030176i,-0.00075519+0.00037665i,-0.00046971+0.00017678i,0.0002469-0.00035388i,0.00035851-0.0011139i,0.00012126-0.00031305i,8.2471e-05+0.0002532i,-0.00031929+0.00054791i,-0.00034678+0.00064041i,0.00042743+5.27e-05i,0.0014169-0.00032802i,0.0012-0.00045559i,-0.00011891+9.2624e-05i
-0.00015906-0.00038564i,-0.00079902-0.00033425i,-0.00073138-0.0001406i,0.00039887-0.00041875i,0.00086999-0.00037198i,6.6628e-05+4.0874e-05i,6.0443e-05+0.00097366i,0.00033402+0.001138i,0.00046628+0.00020175i,0.00016859-0.00086502i,-1.517e-05-0.0011816i,0.00018696-0.00086247i,0.00016841-0.00059235i,0.00019032-0.00029461i,0.00051723-0.00021844i,0.0005639-0.0010689i,0.00023919-0.0012809i,-6.833e-07-0.00055843i,-2.6373e-05-0.0004537i,-9.4974e-05-0.00053754i,8.2369e-06+0.00031171i,-8.0515e-05+0.00050624i,-0.00069535-0.00016149i
-0.0014503-0.00022261i,-0.001785+0.00064318i,-0.001814+0.0016879i,-0.0015851+0.00044011i,-0.0012729-0.0011051i,-0.0014085-0.00057668i,-0.0014173-0.00014948i,-0.00020039+0.00024909i,0.00018585+0.00064594i,-0.00026001-0.00027721i,-0.00050822-0.00049091i,-0.00051954-0.0002605i,6.0251e-05-0.00053154i,-0.00029412+0.00012368i,-0.00052952+0.0012662i,-0.00045509+0.0014107i,-1.6189e-05+0.00031542i,-0.00021923+0.00010505i,-0.00068995+0.00040232i,1.71e-05+0.00030844i,0.0002148+0.00013713i,-0.00017967-0.00053074i,-0.00018124-0.00049985i
0.0010069+0.0010769i,0.00090452-0.00036201i,0.0015203-0.0011095i,0.0016741+7.0915e-05i,0.0010626+0.0014472i,0.00027783+0.0013952i,-0.00055232+0.0013404i,-0.00012862+0.00054566i,0.0002947-0.00034869i,9.4602e-05-0.0003518i,-0.00071328-0.00017227i,-0.00095664-6.1822e-07i,-0.00044925+5.3373e-06i,-0.00040347-0.00049448i,-0.00071063-0.00078371i,-0.00095991-0.00067661i,-0.00070193-0.00070475i,-0.00046827-0.00056751i,-6.5791e-06-0.00014868i,-4.531e-05+0.00010591i,-0.00048394-0.0001786i,-0.00061387-0.00043582i,-0.00084029-0.00038929i
-0.0010248+0.00037655i,-0.0012862+0.0010939i,-0.0012544+0.00081028i,-0.0010305+0.00042117i,-0.00068223+7.9952e-05i,-0.0016361+0.00052095i,-0.00098011+0.00049949i,0.00054452+0.00040652i,0.0006348+0.00015084i,0.00020466+0.00016211i,5.5134e-05+0.0007976i,3.2393e-05+0.0004236i,0.00056509+3.6332e-05i,0.0011892-6.1066e-05i,0.00058734-0.0003438i,0.00045952-0.00078415i,0.00091703-0.0010999i,0.00054685-0.00063831i,-5.1529e-06+0.00022252i,-4.022e-05+0.00036339i,-0.00021762+0.00019123i,-0.00053479+0.00064524i,-0.00061216+0.00075002i
-0.0025039-0.00048554i,-0.0028322+0.00053841i,-0.0028504+0.0012194i,-0.0022424+0.00075442i,-0.0015073+0.00022151i,-0.00065635+0.00062656i,-0.00012853+0.0001292i,0.00033343-0.00020326i,0.00091143-0.00033411i,0.00076371-0.0010187i,-7.7484e-05-0.00051416i,0.00036524-0.00032612i,0.00062963-0.0005002i,0.00046356+0.00023705i,0.00058522-3.3089e-05i,0.00041972-0.00038047i,-0.00026101-0.00057953i,-0.00031295-0.0013829i,5.5543e-05-0.00093586i,0.0005379-0.000249i,0.00078154-0.00019431i,0.00037604-0.00012156i,-0.00052886+4.4335e-06i
0.0015165-0.0011974i,0.00055712-0.0015345i,0.00029784-0.0015842i,0.00017954-0.0018375i,-0.00047021-0.001959i,-0.00054804-0.00047826i,-0.00018641+0.0012817i,0.00012729+0.0016468i,4.8486e-05+8.8771e-05i,-0.00030219-0.0006257i,-0.00032142-9.0175e-05i,-0.00041405-0.00026689i,-0.0005383-0.00016733i,-0.00061137+0.00037516i,0.00020877+0.00061018i,0.00049944+0.00024028i,0.00010608-0.0003384i,0.00048379-0.00030747i,0.00016387+0.00036266i,-3.9165e-05+0.00012595i,-0.00015758-0.00046922i,-0.00047126-0.0002279i,-0.00073368-5.395e-05i
-0.0011745+0.00037158i,-0.00044754-0.00023479i,-0.00018505+0.00034439i,-0.00044761+0.001268i,-0.00076571+9.2576e-05i,-0.0012825-0.00033284i,-0.0011695+0.00032244i,-0.00041362+0.00089731i,-5.2584e-05+0.000855i,0.00055521+0.00035916i,0.00063457-0.00039728i,-0.00015826-0.00071139i,-0.0006771-0.00051112i,-0.00024697-0.00035094i,0.00031014+9.8713e-05i,0.00024558+0.00020095i,0.00026666-0.00058232i,9.0777e-05-0.00081293i,-0.00069946-0.00090293i,-0.0010845-0.00075854i,-0.00074324-0.00046625i,-0.00067018-0.0005029i,-0.00053529-0.00029901i
0.00049764+0.00099693i,-0.0003857+0.0013044i,-0.00073489+0.0011158i,-0.0010948+0.0017305i,-0.00080563+0.0015143i,-0.00053641+0.0015222i,-0.0003165+0.0010248i,-2.9045e-05+0.00047838i,3.3533e-05+0.00083481i,0.00022977+0.00047899i,0.00038114-0.00044346i,0.0010623-0.00082604i,0.00087291-0.0010066i,0.00028636-0.0015401i,0.00074103-0.0017027i,0.00092622-0.0012338i,0.00088389-0.0009327i,0.00053347-0.000769i,0.00031516-0.00069555i,0.00053802-0.0003511i,0.00035805-0.00042457i,-0.00036429+0.00022748i,-0.00046917+0.001421i
-0.00073192-0.00026652i,-0.0020124-0.00052041i,-0.0020326-0.0010471i,-0.00094043-0.00096073i,-0.00046564-0.00087334i,-0.00020158-0.00075613i,0.00021408-8.9137e-08i,0.00017077+0.00018389i,-0.00014997-0.00027622i,8.134e-05-0.0002253i,2.3647e-05+3.8595e-05i,-3.4892e-05+0.0004923i,0.00040457+0.00044005i,0.00074166+0.00053988i,0.00018587+0.00073609i,2.2686e-05+0.00043611i,0.0004257+0.0003627i,0.0006017-4.0142e-05i,0.00042474+0.00024545i,-0.00034937-4.4113e-05i,-0.0010444-0.00071609i,-0.00043866-0.00057067i,0.00059971-8.4959e-05i
0.0017712+0.00058935i,0.0018162+0.00024817i,0.0015107+0.0014359i,0.00079739+0.0013206i,0.0004806-4.7916e-05i,-1.5873e-05-0.00043229i,-0.00015072-0.0003553i,0.00035534-0.0005385i,0.00048157-0.00073512i,0.0002495-0.00093921i,-0.00023681-0.0011375i,-0.00036039-0.0010518i,0.00030183-0.00067825i,0.00086841-0.00070318i,0.00040706-0.00049447i,0.00089157-0.00066578i,0.0013187-0.0015422i,0.00042249-0.0012775i,-0.00042908-0.00011394i,-0.00019156+0.00071669i,-0.00031366+0.00050238i,-0.00098909-0.00024967i,-0.00038125-0.0010378i
0.00075622-0.00026952i,0.00065772-0.0009792i,-0.00040662-0.00058445i,-0.0008451+0.00067903i,-0.00069103+0.00075508i,-0.00056215-3.7259e-05i,-0.00035891+1.4136e-05i,-3.1547e-05-3.6169e-05i,0.00011553-1.4163e-05i,-0.00070299-4.0784e-05i,-0.00135-0.00012349i,-0.00080555-1.6505e-05i,0.00012956+0.00010788i,0.00040911-0.00011221i,0.00050725-0.00048405i,0.0012104-0.00088278i,0.0012927-0.0014785i,0.00050288-0.00089798i,0.00034831-0.00026394i,0.00046132-0.00055946i,-0.00013976-0.0010067i,-0.00022943-0.0010225i,-8.5815e-05-0.00045142i
0.000492+0.0013383i,0.00064812+0.0013657i,0.0011535-0.00047335i,0.00093612-0.0015912i,0.001117-0.00069413i,0.00019822+0.00010433i,-0.00033794-0.00038272i,0.0003371+0.00010817i,0.00031448+0.00048517i,-0.00034141-0.00018384i,-0.00040231-6.8832e-05i,0.0001165+0.00022773i,9.0902e-05+3.5181e-05i,0.00039275+0.00018794i,0.0011352+0.00076365i,0.0012493+0.00032518i,0.0009987-0.00076794i,0.00015945-0.00032637i,-0.00018505+0.00041357i,0.00014991-0.00016844i,0.00073242-0.00042135i,0.0009153+5.1553e-05i,0.0003719+0.00012002i
-0.00085244-0.0013829i,-0.001536-0.00058671i,-0.0021225+0.00052116i,-0.0014023+0.00161i,-0.00056432+0.0010883i,-0.00079281+0.00090854i,-0.00083238+0.00097978i,8.6105e-05+7.4842e-05i,0.000135+0.00061144i,-0.0001689+0.0011565i,0.00021814+0.00077896i,0.00044842+0.00058883i,0.00056139+0.00019707i,0.00087383+0.00046924i,0.00089435+0.00089063i,0.00094967-6.5704e-05i,0.00054096-0.0010965i,0.00021336-0.0014743i,0.00065023-0.00078017i,0.00099909-0.00014774i,0.00079392-0.00015525i,-0.00039848-0.00027225i,-0.0013761-0.00035999i
0.00075954-0.0017852i,-1.454e-05-0.0018306i,-0.00027034-0.00012532i,-8.5458e-05+0.0002996i,0.00016376-0.00039941i,-2.1719e-05-0.00048026i,0.00023658+0.00012779i,0.00044894+0.00038204i,0.00039255+6.0846e-05i,-0.00032971-4.5545e-05i,-0.00079481-0.00029862i,-0.00049938-0.00068802i,0.00013173-0.00059907i,0.00028567-0.00022725i,7.6483e-05-0.00028483i,0.00049634-0.00018651i,0.00067498-0.00022898i,0.00021655-0.00037311i,0.00030576+0.00012484i,-3.6e-05+0.0006216i,-0.00014113+0.00082445i,1.694e-05+0.00065782i,-0.00021058+0.00032057i
-0.00088147+0.0015913i,-0.0019937+0.0019488i,-0.0027328+0.0014837i,-0.0021326+0.0016264i,-0.00080867+0.00136i,0.00033666+0.0008438i,0.00078694+1.5064e-05i,0.00027418+6.1582e-05i,-0.00025427+4.2533e-06i,-2.6838e-05-0.00085946i,0.0002227-0.00066054i,0.00038797+0.00017171i,-1.8266e-05+0.00018602i,-0.00010628-0.00086938i,0.00022485-0.0012398i,0.00047682-0.00081016i,0.00029375-0.00075348i,0.00024743-0.00092236i,0.00070419-0.00034112i,3.7835e-05+0.0004498i,5.6954e-05+3.9432e-05i,0.00031905-0.00037129i,-0.00035565+0.00015789i
-0.0012568-0.00022739i,-0.0016659+0.00024368i,-0.0010102+0.0011672i,0.00019803+0.0011869i,0.00052629+0.00086785i,0.00057475+0.00034305i,0.00053664-6.1461e-05i,0.00030518+0.00033341i,0.00030265+0.0003015i,0.0002744-0.00044139i,0.00038016-0.00073476i,0.00027219-0.00054075i,-0.00014316+0.00020183i,0.00032807+0.00076942i,0.00018921+0.0001959i,8.8244e-05-0.00056378i,0.0004416-5.3762e-05i,0.00012077+0.0009032i,-9.6378e-05+0.001166i,-5.0033e-05+0.00030504i,-4.9454e-05-0.00040909i,-0.00014559+0.000181i,-0.00011648+0.0002438i
-5.9414e-05-0.00042057i,-0.00036609-9.0168e-05i,-0.0013959+0.00050189i,-0.001083-0.00025394i,-0.0009939-0.00014892i,-0.0017909+7.3411e-05i,-0.0012766+0.000758i,2.0531e-05+0.00091206i,0.0008541+5.7661e-05i,0.00084302-3.1593e-05i,0.00045506+0.00030377i,0.00044599-0.00021958i,0.00043557-0.00093844i,0.0003579-0.00061721i,0.0010339-0.00077449i,0.0012715-0.0009773i,0.00052973+0.00035383i,0.00026159+0.001201i,0.00055532+0.00077262i,0.001524+0.000865i,0.0014762+0.0011314i,0.00041927+0.00047527i,0.00037681+0.00017343i
0.0018199-0.00013503i,0.0023551+0.0002445i,0.00097814-3.9877e-05i,-0.00058916-0.00030127i,-0.0010346+0.00025121i,-0.00050746+0.0010401i,-0.00041414+0.0013487i,7.5811e-05+0.00031447i,0.00043433-0.0006498i,0.00036145-0.0010457i,0.00055919-0.00096405i,0.00080907+0.00014503i,0.00033263+0.00026391i,-2.405e-05+7.1564e-05i,0.00038955-2.629e-05i,0.00065017-0.0004201i,0.00015294+1.7499e-05i,8.7268e-05+0.00040637i,-0.00037924-0.00030732i,-0.000961-0.00019941i,-0.0015509-0.00032484i,-0.0013749-0.00061318i,-0.00010135-8.3191e-05i
-0.00058036+0.00068651i,-0.00068573+0.0018072i,-0.00059555+0.001423i,-8.0637e-05+0.00074752i,0.00059437+0.00048778i,-0.00047688+0.00093495i,-7.3055e-05+0.0003515i,0.00087442-0.00047459i,0.00047156-0.00061174i,-0.00034141-0.00089296i,-0.0010929-0.00093426i,-0.0012353-0.00054749i,-0.00073932-4.1509e-05i,0.00054524+0.00044264i,0.0012211+0.00041597i,0.0004854+0.00027886i,-0.00038179-4.0472e-05i,-0.00043103+0.00037699i,8.4819e-06+0.00060605i,0.00055997+5.9288e-05i,0.00042754-0.00024449i,-7.6149e-05-0.00037648i,-0.00053963-0.00035507i
-0.00080143-0.001144i,-0.00095811-0.00033983i,-0.00087184-0.00029255i,-0.00085224-0.00089131i,-0.0014109-0.00070625i,-0.0019681-0.00077108i,-0.00073234-0.00027598i,0.00016653+0.00070772i,-7.5326e-05+0.00013893i,-0.00054772-0.00036587i,-0.00059335+3.2156e-05i,-0.00051534-0.00029809i,0.00011942-0.00039367i,0.00076495-0.00057413i,0.0012518-0.001067i,0.0012544-0.00092223i,0.00037297-0.00039291i,-0.00017987+0.00025121i,0.00032494+0.00083876i,0.00077587+0.0012604i,0.00026048+0.00072709i,-8.5062e-05+8.9243e-05i,0.0002987-4.3962e-06i
0.00081538-0.00071925i,0.001228-0.001029i,0.0020006-0.00036827i,0.0012476+0.0010507i,0.00027032+0.00090947i,-0.00030305+0.00071628i,-0.00024292+0.00069802i,0.00051011+0.00082916i,0.00076188+0.00039832i,0.00023438-0.00097451i,-0.00017979-0.0015472i,0.00043807-0.00055018i,0.00047218+0.00029397i,-0.0007306+0.0011438i,-0.00027491+0.001179i,0.00070485-0.00011594i,0.00041032-0.0010002i,0.00043226-0.00055653i,0.00030785-0.00024318i,-0.00035318-0.00041215i,-0.0010264-0.00024764i,-0.001149-0.00013556i,-0.00068952-0.00048523i
0.00049694-0.0011522i,0.00025157-0.00019997i,-0.0009155-0.00083767i,-0.0018149-0.00048927i,-0.0019509+0.00017008i,-0.0013758+0.00061955i,-0.00062006+0.00039973i,-6.6708e-05-0.00036588i,0.00029309-0.0005752i,0.00043811+2.7529e-05i,0.00084242+0.00071145i,0.00082441+0.00093486i,0.00023081+0.00033614i,0.0002154-0.000785i,0.00037753-0.00083743i,0.00080794-0.00042659i,0.00030281-0.00015677i,-0.00076518-4.7533e-05i,-0.00085905+0.00038428i,-0.00037238+1.6937e-05i,-0.000189-0.00060109i,5.8126e-05-0.00092869i,-4.2118e-05-0.00093765i
0.00084228+0.00047559i,0.00014058+0.00067359i,-0.0010844+0.00082582i,-0.0016977+0.00046106i,-0.0018235-1.7565e-05i,-0.0015325+0.00018276i,-0.00068355+0.00080594i,-4.8006e-05+0.0001693i,9.1955e-05-0.00063673i,-0.00056275-0.0007944i,-0.00024057-0.00031065i,0.00026032+0.00044267i,2.7895e-05+0.00077358i,0.00013177+0.00092137i,0.00055795+0.00072568i,0.00092687+0.0002486i,0.0010169+0.00036233i,0.00078218+0.00089162i,0.00026099+0.00062103i,0.00017712-0.00014997i,0.00016704-0.0003051i,0.00021783+4.871e-05i,0.00057947+0.0005199i
-0.00038451+0.00042861i,-0.00047939+0.00025847i,-1.8843e-06+0.00012402i,0.00058832-0.0011652i,0.00095535-0.0017791i,0.00047068-0.0012011i,-0.00083284+0.0005532i,-0.00093148+0.0011836i,-0.00018132+0.0012161i,-0.00019518+0.00077124i,-0.00051095+0.00019022i,-0.00019149-0.00026587i,0.0001479-0.00041084i,-0.00013426-6.1052e-05i,-0.00017513-0.00034116i,0.0004811-0.00055424i,0.00080247-0.00037967i,0.00022556-0.00032014i,0.00036119+0.00030698i,0.00058633+0.00058271i,0.00048004-0.00021247i,0.00057135+0.00012095i,0.00083149+0.00070902i
-0.00072712-0.00071298i,-0.00054036-0.00049034i,-0.0015529+0.00034797i,-0.0015096+0.0018493i,-0.00022671+0.0022768i,0.00045081+0.0016351i,0.00038519+0.0010186i,-8.9115e-05+0.00066824i,-0.00014184+0.00017686i,-1.0515e-05-0.0002541i,-0.00020774-0.00045091i,-0.00028824-0.00031276i,4.8163e-05+5.2817e-05i,2.6057e-06-8.1382e-05i,-0.00011629-0.00053572i,-5.0934e-05-0.0010394i,-0.00025345-0.0011571i,-0.00080849-0.00081547i,-0.00065728-0.00048819i,-0.00011576-0.00016946i,-0.000791-0.00011334i,-0.00089616+0.00011261i,-8.5195e-05+0.00019206i
0.00020225+0.0013362i,0.00093357+0.001611i,0.0021455+0.0016256i,0.0027038+0.002025i,0.0020725+0.0019501i,0.00077351+0.00089954i,0.00051229+0.00038174i,0.00041512+0.0005218i,0.00024007+0.00021581i,0.00041609-1.5192e-05i,0.00024231+0.00034169i,7.316e-05+0.00011309i,-0.00044049-0.0007311i,-0.00093008-0.00074882i,-0.00053622+9.8943e-05i,0.00018583+0.00082035i,0.00011119+0.00091689i,0.00018004+0.00026941i,0.00067858-0.00034074i,0.00024994-0.0004044i,-0.00052318-0.00057509i,-2.2577e-05-0.00042974i,0.00016866-0.00032695i
