-0.00098959+0.00013789i,-0.0010465+3.1076e-05i,-0.0017747-0.000761i,-0.00095525-0.001323i,-0.00075886-0.00066522i,-0.0018694+0.00029908i,-0.0017515+0.00056928i,-0.0011116+0.00091771i,-0.00055337+0.0008227i,-2.9574e-05+0.00032366i,0.00020377+0.00020062i,0.00061509-3.0457e-06i,0.0002795-0.00023599i,-0.0006264-0.00031015i,-0.00060846-0.00082605i,0.00023401-0.00037867i,0.00062546+9.8276e-06i,0.00031272-0.00070708i,-9.275e-05-0.00052391i,-0.00042088-0.00052688i,3.9147e-05-0.0010895i,0.00014462-0.00086262i,-0.00044315-0.00044211i
-0.00076417-0.0020238i,-0.0011251-0.001379i,-0.00151-0.00085948i,-0.00054524-0.0006424i,0.00044841-0.0012275i,0.00070228-0.0013508i,0.0010947-0.00031581i,0.00056053-7.6226e-05i,4.1614e-05-0.00077601i,-0.00071002-0.0002099i,-0.00117+0.00038891i,-0.00057297+0.00030871i,5.4091e-05+0.00045563i,7.6489e-06+0.00027i,0.00042501+6.8045e-05i,0.00024367-0.00022977i,-0.00016141-0.00033886i,-1.7113e-05+0.00043063i,4.3909e-05-0.00025893i,-0.00050966-0.00052906i,-0.00021948+0.00023123i,0.00023694+0.00014708i,-4.6527e-05-7.3836e-05i
-0.00057782-0.00095499i,-0.0007421-0.0014934i,-0.00093216-0.00066753i,-0.00047934+0.00012271i,0.00066016+0.00055735i,0.0012831-0.00017373i,0.0013743-0.00046338i,0.00047514-8.1867e-06i,-0.00072254+0.00033216i,-0.0008673+0.0006777i,3.0647e-05+0.00042364i,0.0010087+0.00024858i,0.0010331-0.0001737i,0.00075411-0.00024913i,0.00065979-8.9825e-05i,0.00024394+0.0002906i,-0.00044614+0.00063677i,-0.00032076+0.00032903i,6.3212e-05+0.00036229i,0.00025202+0.00037112i,0.00069218+0.00073558i,0.00042644+0.00095031i,0.00016134+0.00055258i
-0.00026302-0.0010055i,0.00021313-0.00088173i,-7.3757e-05-0.00052387i,0.00068116-0.0010953i,0.00058292-0.0015603i,0.00039112-0.00041907i,0.0004054+0.00034321i,-0.00010059-2.8626e-06i,1.8448e-05-0.00037457i,-0.00044153-1.3468e-05i,-0.0010458+0.0003125i,-0.0010241-0.00024226i,-0.00092401-0.00073242i,-0.00017213-0.00058087i,0.00043708+2.972e-05i,0.00035167+0.00015241i,0.00044796-9.9779e-06i,0.00047113-1.7075e-05i,0.00027969+0.00059124i,-0.00066541+0.00093171i,-0.00078899+7.6477e-05i,-0.00028665-0.00015402i,-8.7581e-05-0.0003483i
0.0016305-0.00027383i,0.00030729-0.00061991i,0.00033021-0.0012386i,0.00069277-0.0013401i,0.0010641-0.0019975i,0.0014232-0.0023323i,0.0016168-0.0013694i,0.00057264-0.00034639i,-0.00034862-0.00014185i,-0.00069417-0.00026223i,-0.00033204-0.00020608i,-0.00024511+0.00019646i,-0.00059099+0.00041469i,-0.00048676+0.00026422i,-0.00047794+0.00052279i,-0.00055581+0.00028567i,-0.00042649-0.0004923i,0.00017976-0.0010776i,0.00028063-0.0011975i,0.0004903-0.0005293i,0.00063436+0.00016263i,0.00038865-1.7209e-05i,0.00017589-0.00049196i
-0.00068006+0.00033999i,-0.00083228-0.00029997i,-0.0012219-0.00037857i,2.1852e-05-0.00010713i,0.0012829-0.0010963i,0.0015467-0.0022238i,5.0512e-05-0.0014466i,-0.00052605-0.00052633i,-0.00038079-0.00059262i,-0.00068562-0.00010558i,-0.00047076+0.00027684i,-0.0010077+0.00041077i,-0.0012531+0.00013393i,-0.0009181-0.00037745i,-0.00025265+0.00011893i,9.5007e-05+0.00015173i,0.00036778-0.0002079i,-3.7484e-05-6.0051e-05i,-0.00024949-9.0303e-05i,0.00028561-0.00028471i,8.9072e-05+2.1596e-05i,-9.2635e-05-0.00047728i,0.00068201-0.0013237i
0.0015655+0.0010223i,0.0025204-0.00041963i,0.0030998-0.0016176i,0.0026111-0.0021867i,0.00093522-0.0027944i,-0.00041248-0.0022459i,-0.00028736-0.00069153i,0.00024624+0.00017061i,0.00015917+1.0306e-05i,-2.5969e-05+0.00027021i,0.00064083+0.00063386i,0.00031498+7.4e-05i,-0.00072721-7.8877e-05i,-0.00043791+0.00032624i,-0.00017319+0.00045546i,-0.0009038+0.00072177i,-0.00078337-8.0838e-05i,0.00028535-0.0005488i,0.00025008+0.00014194i,5.3263e-05+0.00053439i,0.00019395-4.2184e-05i,0.00022833-0.00071083i,0.00044823-0.00051566i
0.0012793-0.00054812i,0.0015487-0.00059445i,0.00084337-0.0013771i,-0.0003561-0.0032088i,-0.00064501-0.0033503i,0.00012159-0.0018456i,0.00020707-0.00073061i,-5.6577e-05-0.0006154i,0.00010568-0.00034522i,-0.00033225+0.00025558i,-0.00044858+0.00010685i,-5.348e-05-0.00072618i,1.6841e-05-7.3255e-05i,-0.00012586+0.00040274i,0.00032189-0.00033983i,0.00037589-0.00058061i,-0.00025088-0.00037415i,5.9426e-05+0.00043021i,0.0003689+0.00091028i,2.1206e-05+0.00056082i,0.00015558-1.5654e-05i,0.00020635+5.9256e-05i,1.5379e-05-0.00010725i
-0.0011734+0.00052449i,-0.00020214+0.00068752i,-0.00078299+0.00089985i,0.00054068+0.0013293i,0.0022011+0.0013819i,0.001749+0.00029268i,0.001003-0.00091616i,0.00048362-0.00084009i,-0.00042889-0.00028316i,7.996e-05+0.00022212i,0.00068668+0.00036153i,0.00024997-0.00036837i,-0.00026957-0.0007341i,-0.00052296-0.00044244i,-0.0006786-0.00019706i,-0.00046328-0.00023678i,0.00069434-0.00082315i,0.0011985-0.0012689i,0.00037409-0.0014144i,-0.00012295-0.00098926i,0.00073058-0.00046136i,0.001639-0.00022705i,0.0013343+0.00050392i
-0.00035676-0.0004839i,-0.00049908-0.00078373i,-0.00025617-0.00093504i,0.00030205-0.0013795i,0.00021955-5.8513e-05i,0.00029098+0.00094508i,0.00023287+0.00048134i,-0.00037981-0.00042475i,-0.00084218+0.0005029i,-0.00031459+0.0019368i,-0.00019223+0.0016404i,0.00010129+0.00081352i,0.0010754-0.00021983i,0.00060372-0.00028236i,-0.0005568-0.00015755i,-0.00031293-0.0010594i,0.00052901-0.0015588i,0.00036239-0.0009412i,9.2512e-05-0.00025039i,-7.5785e-05-2.1993e-05i,0.00029105-0.00013659i,0.0014577+1.6645e-05i,0.001108-0.00010485i
-0.0013089+0.00024894i,-0.00089617+0.00012956i,-0.00054742-0.00013622i,-0.00073613-0.0010233i,-0.0001564-0.0013929i,0.00097369-0.00082661i,0.0011322-0.00037948i,0.00045974-0.00017002i,-0.0014013-3.0546e-05i,-0.0018827-0.00036403i,-0.00041306-0.00034692i,0.00020749+0.00071843i,0.0005925+0.00085696i,0.00077511+7.7083e-06i,8.6327e-05-0.00056496i,-0.000226-0.0010215i,0.0006619-0.00082403i,0.00059161+9.1215e-05i,-0.00048523+0.00032824i,-0.00045234-1.3244e-05i,0.00034181+0.00030184i,0.00027684+0.00062497i,-0.00031692+0.00099717i
0.00094883+0.0027204i,0.00068642+0.002333i,0.0006587+0.0019947i,0.0020978+0.0010485i,0.0027533-0.00012428i,0.0017119-0.00097898i,-0.0002292-0.0014092i,-0.001284-0.0010272i,-0.00067139-0.00048788i,-7.2808e-05-0.00025409i,-9.9128e-05-0.00049976i,-0.00038781-0.00034406i,0.00028228+0.00023506i,0.00065193+0.00041886i,0.00060307-7.1286e-05i,6.1761e-05-0.00084399i,3.8469e-05-0.00080771i,0.0011142-6.9834e-05i,0.0014481+0.00010964i,0.0010486+0.00023666i,0.00045199+0.00049808i,0.00017876+0.00074722i,0.0004105+0.00065236i
-0.00068122-0.0018176i,-0.00061689-0.0019475i,-0.00063183-0.0021983i,-0.00067386-0.0019532i,-0.00014435-0.0013031i,0.0013903-0.00019021i,0.0014958+0.00051522i,0.00044415-8.2563e-05i,-0.00039738-0.00044351i,-0.00095249-0.00070384i,-0.00068752-0.00075903i,5.7627e-05-0.00045421i,0.00059521-0.00038024i,0.00084423-0.00059789i,4.9249e-05-0.00078895i,-0.00044889-0.00039566i,-0.00020485-0.00033257i,-0.00023839-3.8403e-05i,-0.00030151+0.0005618i,-0.00016178+0.00090086i,-0.00012504+0.0010567i,-0.00044259+0.00097616i,-0.00032908+0.00047706i
0.0016718-0.0017573i,0.0014326-0.0027268i,0.0015322-0.0020126i,0.00024921-0.001698i,-0.00065108-0.0022935i,-0.00025723-0.001867i,0.00023906-0.0010409i,0.00046378-0.0004889i,0.00037338-0.00037858i,-9.7479e-05-2.4852e-05i,-0.00061989+0.00092169i,-0.00092626+0.0010796i,-0.0007375-0.0001535i,-0.00019668+0.00018395i,0.001004+0.00096809i,0.0012777+0.00063467i,-1.6697e-05+0.00018397i,-0.00083955-0.00037301i,-0.00050773-0.00033843i,-0.00048154+8.0473e-05i,-6.3078e-05-0.00073782i,0.00070578-0.0012165i,0.0005658-0.00058459i
0.0012505+0.0014171i,0.0022626+0.00012093i,0.0019522-0.0012929i,0.0018587-0.0017124i,0.0023208-0.0021744i,0.0014686-0.0020476i,0.00086589-0.00069145i,0.0006399-0.0001374i,0.00010517-0.00032948i,-8.1346e-05-0.000215i,6.4344e-05-4.3158e-05i,0.00031003+0.00032538i,-0.00010689+0.00055095i,-0.00014896-0.00023121i,-0.00035096-0.00073362i,-0.00060448-0.00039728i,-1.1833e-05-0.00041021i,0.00021001+5.4088e-05i,-0.00015706+0.00049294i,4.879e-05-0.00014688i,0.00064158-0.00029939i,0.000626-0.00047859i,0.00067428-0.00072798i
0.0031003-0.0016082i,0.0018437-0.0017397i,0.00175-0.0019043i,0.0014888-0.0022375i,-0.00014668-0.0018713i,-0.00059885-0.00088149i,0.0003482-0.00083897i,0.00037607-0.0013954i,-0.00015651-0.0010319i,-0.0004732+0.0001483i,-0.00044815+0.00071454i,-9.3046e-05+0.00059567i,0.00036798+0.00045003i,0.0003165+0.00069741i,-0.00013772+0.00038988i,-0.00020609+0.00016046i,-0.00042556-0.0003656i,-0.00042825-0.00025335i,-0.00025672+0.00036733i,0.00017148+0.00028256i,0.00062705+0.00014614i,0.00034901+4.199e-05i,-0.00050432+0.0001096i
-0.0016296+0.0022872i,-0.0014777+0.0015956i,-0.00040941+0.00026655i,-5.2961e-05-0.0012413i,0.00027731-0.0022932i,0.00046599-0.0018154i,0.00063961-0.00087024i,0.00082241-0.00030405i,0.00042949+0.00038129i,-0.00056756+0.00059866i,-0.0002781-0.00010416i,0.00030414-0.00038688i,-0.00023643+0.00018128i,-0.0011356+0.00051604i,-0.0012035+0.0001428i,-0.00017705+0.00019135i,-0.00029535+0.00023334i,-0.001316+0.00022558i,-0.0018444-1.0583e-05i,-0.0010859+8.3838e-05i,-0.00047489+0.00012897i,-0.00024598+0.00043639i,-5.5867e-05+0.00081543i
0.00095749-0.0018025i,-0.00071468-0.0021918i,-0.001113-0.00083814i,-0.0013178+0.00020866i,-0.00075491+0.00024683i,0.00039672+0.0011168i,0.00059905+0.0007483i,-2.46e-05+0.00034371i,-0.00063624+0.00059782i,-0.00032406-1.3204e-05i,6.2382e-05-0.00013638i,0.00029702+0.00065367i,0.00098882+0.00044703i,0.00086437-4.0479e-05i,-0.00041922-0.00062874i,-0.00025209-0.0012207i,0.0002748-0.001144i,0.00010868-0.00080603i,-0.00036395-0.0011032i,-0.0003956-0.00086531i,9.5108e-05-6.3226e-05i,0.00015711-0.0006906i,0.00021282-0.001362i
0.00075036+0.00088288i,0.0014469+0.0011469i,0.0014362+0.0011552i,0.0011926+0.00029809i,0.0010816-0.00085929i,0.00097794-0.0019917i,0.0011359-0.0017022i,7.1314e-05+9.7035e-05i,-0.0012842+0.00083734i,-0.00043264+0.00063841i,0.00048131+0.00084208i,-0.00015923+0.00036065i,-1.2571e-05-0.00023803i,0.00022921-6.6046e-06i,7.4785e-05+0.00015357i,0.00071033-8.507e-05i,0.00076986-1.9394e-05i,-0.00025778+0.00041601i,0.00018441+0.00092987i,0.0014381+0.001259i,0.001092+0.00078608i,6.6159e-05+0.0004935i,-0.00061216+0.0002984i
0.0005618-0.00015234i,0.00018262+0.00023218i,0.001129-0.0011335i,0.0014909-0.0021845i,0.0011649-0.0022965i,0.0010327-0.0018262i,8.1729e-05-0.00081935i,-0.00072153-8.8814e-05i,-0.00081531-0.00014186i,-0.0011377+0.00020101i,-0.001144-0.00015151i,-0.00075473-0.00028819i,-0.00048715+0.00014838i,-0.00029668+0.00034148i,0.00015247+0.00047615i,-0.00013114-0.00031957i,-0.00074439-0.00088973i,-0.00074512-0.00073176i,-0.00048354-0.00055249i,0.00015478-0.00019558i,0.00035031+0.00061436i,0.00034486+0.000622i,0.00039592-0.00020263i
0.0027385-0.00023755i,0.0021365-0.00092251i,0.001585-0.003464i,0.00083209-0.0041454i,-0.00089675-0.0029411i,-0.0019775-0.001311i,-0.0011766+0.00030481i,-0.00093069+0.00020956i,-0.0011121-0.00076038i,-0.00078748-0.001136i,-8.6796e-05-3.4581e-05i,4.2671e-05+0.00096964i,-0.00030744+0.00079857i,-0.00069545+0.00072598i,-0.00070483+0.00042701i,0.00016983-0.00019577i,0.00093094+0.00025867i,0.00072141+0.00099234i,0.00028702+0.00010416i,0.00012722-0.00092633i,5.5407e-05-0.00026111i,2.1692e-05+0.00029482i,0.00024813+9.4267e-06i
0.00016346+0.00073218i,0.0011518+0.00054425i,0.0019359-0.00049485i,0.0015272-0.0021975i,0.0012976-0.0031226i,0.0011102-0.0026101i,0.00086243-0.0011235i,0.00023696-8.2464e-05i,-0.00063441+4.9501e-05i,-0.00052753-0.0002774i,-0.00035436-0.00035663i,-0.00057742-0.0002155i,-8.1089e-05+0.00055344i,0.00039063+0.0012931i,0.00026443+0.00090893i,0.00014231+0.00031206i,0.00055092+1.5309e-06i,-8.5519e-05-0.0005969i,-0.00093179-0.0008041i,-0.00047221-8.6992e-05i,0.00020836+0.00028886i,0.00045398+6.535e-05i,0.00015836-0.00040521i
-0.00022197+0.0012868i,0.00066857+0.0014269i,2.0472e-05-6.5399e-05i,0.00025733-0.0012629i,0.00057507-0.00035057i,0.00036707+0.00058456i,0.00068539+0.00014663i,0.00024325-0.00052816i,-0.00094072-0.00067302i,-0.001065-0.00057893i,-0.00031832-0.00056645i,0.00037083-0.00042892i,0.00028007+9.7744e-06i,2.5624e-05+4.4918e-05i,0.00028006-0.000401i,0.00023548-0.0012027i,3.5344e-05-0.00093516i,-4.9487e-05-8.8685e-05i,-0.00037798-0.00030659i,-0.00038426-0.00086578i,0.0003055-0.00060432i,0.00047695-9.5904e-05i,0.00051006-0.00066776i
0.0018314+0.0018188i,0.0028892+0.00061245i,0.0037479-0.00077467i,0.0041245-0.0010131i,0.0028444-0.0010889i,0.00075663-0.0011911i,-0.00020426-0.00066647i,-0.00038202-0.00051597i,-9.2028e-05-0.00070417i,0.00038502-0.0011796i,0.00024105-0.00095817i,-0.00067584-0.00042073i,-0.00043624-0.00032572i,0.00029025-0.00021821i,-0.0003252-0.00036957i,-0.00072006-0.00079864i,-0.00018101-0.00030707i,-0.00037799+0.00024462i,-0.00021859+0.00057768i,9.045e-05+0.0005728i,0.00016352+0.0002471i,0.00060745+0.00045371i,-0.00016361+0.00069448i
2.5427e-05-0.00070773i,-0.00060295-0.001866i,-0.0010335-0.0029137i,-0.0011082-0.0026562i,-0.00036457-0.0016977i,0.00086767-0.001398i,0.00046265-0.0012889i,-0.00022285-0.00065163i,-0.00017998+0.00014073i,6.6724e-05+0.00063915i,0.00018136+0.00073695i,0.00056069+0.0011012i,0.00041145+0.0010058i,0.00018604+0.00076837i,0.00054995+0.00024593i,0.00072512-0.0004465i,0.00032158-0.00045715i,-5.4894e-05-0.00040521i,-8.3484e-05+0.00018984i,-0.00014759+0.00035209i,0.00010122-0.00019004i,0.00019544-0.00018373i,-3.6703e-05-0.00042384i
0.00058566-0.00053795i,-0.00012706-0.0019071i,-0.00045352-0.0028462i,-0.00024342-0.0022862i,-4.7137e-05-0.0019247i,0.00044988-0.001568i,0.00070437-0.00074936i,0.0010766+9.3695e-05i,0.00061471-0.00014657i,0.0001808-0.00073053i,-1.3659e-05-0.00059302i,-0.00049044+0.0004192i,-0.00030867+0.00090881i,0.00038336+7.7617e-05i,0.00036923-0.00024015i,-0.00010307+0.00042097i,4.2608e-05-0.00011896i,0.00078116-0.0008416i,0.001277-0.0006514i,0.00081901-0.00039735i,0.00038305-3.4664e-05i,0.00046384+0.00061699i,0.0004575+0.001082i
0.00063293+0.0010316i,3.4166e-05+0.001487i,0.00012908+0.0008893i,0.00084752-0.00072124i,0.0015752-0.002622i,0.0024956-0.0025433i,0.0023339-0.001043i,0.00078704-0.00041036i,-0.00031743-0.00062967i,-0.00058609-0.00044893i,-0.00026955-0.00016455i,2.4518e-05-0.0003473i,-0.00014725-0.00048804i,-0.00016231+1.7167e-05i,0.00074258+0.00035955i,0.00094883+0.00060799i,4.4646e-05+0.00058828i,-0.00068159+4.1141e-05i,-0.00023242-0.0010667i,0.00050946-0.0012604i,0.00057475-0.0004705i,0.00053088-2.3626e-05i,-0.00046266-0.00033838i
-0.0022792-0.00041566i,-0.0039255-0.00073115i,-0.0033679-0.00091799i,-0.00166-0.0011746i,0.00010443-0.0010954i,0.0011164-0.00052584i,0.00076878-0.00037616i,0.00049227-0.00018205i,0.00042237-8.8276e-05i,6.2649e-05-8.323e-05i,-6.881e-05-0.00021262i,-0.0001827-0.00017038i,-0.00010242-0.00022765i,0.00058211-1.0029e-05i,0.00032079+0.0002099i,7.579e-05-4.0774e-05i,-0.00013366+8.3035e-05i,-6.5233e-05+6.9667e-05i,0.00052717-0.00022699i,0.00038819-0.00058668i,-0.00015545-0.00054571i,-4.268e-05-0.00060217i,-9.5948e-05-0.00026151i
-0.00036589-0.0014419i,-0.00073432-0.001594i,-0.0006176-0.00053639i,8.6897e-05+0.00042144i,0.0013429-0.00014565i,0.0014783-0.00054164i,0.00038554-2.1623e-05i,0.00014059+9.9788e-05i,-4.8585e-05-3.036e-05i,-0.00066509+3.2393e-06i,-0.00075042+8.9255e-05i,-0.00041139-0.00010275i,0.0008265+0.00018761i,0.00082793+0.00051881i,3.6287e-05+0.00023126i,-9.3321e-05+3.595e-05i,-0.00043919+0.00044914i,-0.00077945+0.00029602i,2.3775e-05+0.00013612i,0.00031513+0.00011249i,0.00013169-0.00035762i,0.00052002-0.00048685i,0.00068031-6.3547e-05i
-0.00097111-0.00028337i,-0.0002272-0.00060766i,0.00019059+0.00036542i,0.0013843+0.001829i,0.0027422+0.0018039i,0.0032988+0.00019689i,0.0026304-0.00047516i,0.0010357+0.00018704i,-0.0006826+0.0005744i,-0.0011424+0.00061215i,-0.00059589+0.00041378i,-0.00047317+0.00019825i,-0.00047755+0.00029291i,-4.207e-05-0.00093806i,-0.00019567-0.00096179i,-0.00083124+0.00016098i,-0.00081369+0.00055964i,-7.3497e-05+0.00017736i,-7.9276e-05+0.0001801i,-0.00046706+0.00010718i,-0.00022778-0.00032224i,0.0003867-0.00026474i,0.00037435-0.00040941i
-0.0010185-0.00056188i,-9.138e-05-0.00072427i,0.00020252-0.00049307i,0.00076124-0.00072614i,0.0001283-0.00088141i,-0.00014449-0.00076608i,0.00032352-0.00064011i,-0.00030996-0.00078935i,-0.0012961-0.00061071i,-0.0011185-0.00026811i,-0.00052425+0.00030992i,-0.00055494+0.00077709i,-0.00079137+0.00058462i,-0.0008922+0.00014081i,-0.00084782-0.00014007i,-0.00061326-0.00024471i,-0.00033755-2.6143e-05i,-0.00025295+8.5189e-05i,0.000301-9.9195e-05i,0.00089288-0.00012537i,0.00097347+1.8784e-05i,0.00093836-0.00040537i,0.00021275-0.0003822i
-0.001578-1.5015e-05i,-0.0018027-0.00046467i,-0.0013832+0.00069236i,-0.00012275+0.00076659i,0.001453-0.00038227i,0.0021112-0.0010057i,0.00063327-0.00038081i,-0.00095162-9.8863e-05i,-0.00094968+4.7412e-05i,-2.5468e-05-0.00024656i,0.0004183-0.00057276i,-0.00014907-0.00042201i,-0.0006808-0.000145i,-0.00014678+2.289e-05i,0.00043052-0.00026173i,0.00083603-0.00055946i,0.0012511-0.0012467i,0.00086947-0.0010543i,0.00051216-0.00011115i,0.0006093+0.00034904i,0.00018344+6.3148e-05i,0.00061879-0.00078365i,0.0011512-0.0010068i
0.00039714-0.00090909i,0.0020418-0.0011896i,0.0028051-0.0011141i,0.002925-0.00096396i,0.001857-0.00081217i,0.0012303-0.00098687i,0.0016979-0.0012651i,0.0013353-0.0014291i,-8.8781e-05-0.00086513i,-0.00025804+0.00026388i,-0.00037299+0.00080196i,-0.00044007+0.00052443i,0.00045449+9.3906e-05i,0.00041763-0.00051347i,0.00039606-0.00067918i,0.0010969-3.6062e-05i,0.00090616+0.0002289i,0.00053269+0.00031412i,0.0007273-7.3747e-08i,0.00034484-0.00049927i,0.00012406-0.00070942i,0.00034696-7.8351e-05i,-0.00064528+0.00044138i
0.0012184+0.00096241i,0.00082159+0.0011352i,0.0014402+0.00090267i,0.0017997-0.00038892i,0.0015975-0.0018198i,0.0013402-0.0017991i,0.00088957-0.001232i,0.00017716-0.00083238i,-2.2375e-05-0.00025416i,-4.3889e-05+7.9955e-05i,0.00021224+0.00034975i,0.00049941+0.00026633i,0.00071607-0.0009643i,0.00042342-0.00088153i,-0.001027-0.00043537i,-0.0016423-0.00014933i,-0.00083433-0.00021625i,-0.00028531-0.00066187i,-7.7463e-06+6.3602e-07i,0.00043385+1.1429e-05i,0.00014815+0.00034208i,0.00023768+0.00062471i,0.00092137+5.2966e-05i
-0.00010994+0.00061041i,-0.00022012-0.00053274i,5.0228e-05-0.00083695i,0.001095-0.00039348i,0.0015332-0.00054569i,0.00066116-0.001069i,-0.00013897-0.00072138i,-0.00030777-4.3826e-05i,-0.00045034+0.00058668i,0.000345+0.00024138i,0.00079348-0.00017244i,0.00013294-0.00048352i,-0.00052817-0.00031961i,-0.00079189+0.00033145i,-0.00018072+9.2862e-05i,-7.5198e-05-0.0005034i,-0.00032982-0.00039088i,-3.3812e-05+1.9563e-05i,0.0011363-9.093e-05i,0.00096763-0.00049544i,0.00021146-0.00071934i,0.00029605-0.00076645i,-6.0253e-05-0.00056148i
0.00089392+0.0011453i,0.00060379+0.00031559i,0.00092239-0.0005573i,0.001745-0.0011719i,0.0014843-0.00095863i,-0.00030236-0.00053103i,-5.8701e-05-0.00080171i,0.0014538-0.00043781i,0.00078285+0.00042145i,-2.9869e-05+0.00021465i,0.00031554-9.6496e-05i,-0.00012206+0.00026514i,-0.00078687+0.00093908i,-0.0010194+0.001273i,-0.0014646+0.00083136i,-0.00094163+0.00034476i,-0.00081421+9.8286e-05i,-0.00079277+9.1272e-05i,0.00036909+0.00026618i,0.00075684+0.00025253i,0.00049794-0.00017074i,0.00029216-0.00091581i,-2.6183e-05-0.0011133i
-0.00022682-0.0022793i,0.00018276-0.0026622i,-0.00054911-0.0018391i,-0.00052302-0.0014687i,-0.00016593-0.00081712i,-0.00010316+0.00014941i,0.00038937+0.00054548i,1.2611e-05+0.00072998i,-0.0010552+0.00034976i,-0.0014339+0.0007331i,-0.00083866+0.001422i,0.00021562+0.0013833i,0.0012503+0.0011996i,0.0017106+0.00088444i,0.00077492+0.00035992i,4.8089e-05+0.00045497i,-0.00021535+0.00062075i,-0.00039084-0.00024209i,8.1033e-05-0.0005059i,0.00037178-3.6521e-05i,0.0010436+0.00048238i,0.0010668+0.00015177i,0.00037794-0.00035856i
-0.0015368+0.0017701i,-0.00081995+0.0013159i,-0.0012514+0.00078839i,0.0001026+0.00051922i,0.0022209-3.7027e-05i,0.0015621-0.0010684i,0.00021806-0.0010227i,-0.0001528-0.00069923i,-0.00047095+0.00029644i,-0.0004305+0.001099i,-0.00025657+0.00087238i,-0.00015652-9.7022e-05i,0.00025331-0.0007467i,0.00060004-0.0010333i,0.00027124-0.00017035i,6.2563e-05+0.00023946i,-0.00022572-0.00012009i,-0.00016345-0.00056224i,0.00017287-0.00077899i,0.00031921-0.00014258i,0.00056277+0.00021295i,0.00045427+0.00027302i,-0.00055212+0.00066209i
-0.00070129+0.00025085i,-1.532e-05-2.7171e-05i,0.0010117+0.0013974i,0.0021873+0.0012642i,0.0027461-0.0014238i,0.0018465-0.0018019i,0.00078425-0.00036081i,-0.00016695+0.00029146i,-0.00099598-0.00021336i,-0.00098128-1.2108e-05i,-0.00055617+0.00017869i,3.4544e-05-0.0004579i,0.00073128-0.0010585i,0.00065528-0.00091009i,0.00047735-0.0002266i,-0.00012212+3.4881e-05i,-0.0010022-0.00016265i,-0.0012841-0.00059989i,-0.00073541-0.00050719i,-0.00018865-5.5846e-06i,0.0001381+0.00032714i,4.654e-05+0.00011528i,-0.00022124-0.00025531i
-0.0011174-6.7398e-05i,-0.0016861+0.00062872i,-0.0017062+0.00064952i,-0.00093678-0.00055191i,-6.4377e-05-0.0017816i,0.0011138-0.0016417i,0.0010936-0.00090991i,0.00017559-0.00075434i,-0.00033792-0.00055736i,-0.00055292-0.00057293i,-0.00057278+9.9259e-05i,-0.0003519+0.0012234i,-0.0005104+0.0010981i,-0.00030932-0.00012453i,0.00035263-0.00051747i,1.7095e-05-0.00058796i,-0.00056591-0.0010048i,0.0002181-0.0009709i,0.00017105+4.0252e-05i,-0.00013797+0.00016689i,0.00026071+0.00026803i,0.00020642+0.0008062i,0.00044665+0.00055986i
0.00030034+0.0005485i,0.00023254-0.0011805i,0.00081988-0.0022464i,0.001875-0.0024922i,0.0018095-0.0026225i,0.0010184-0.002194i,0.00022042-0.0014984i,0.00017546-0.00067836i,-0.00017106+0.0004476i,-0.00072257+0.0011077i,-0.00057402+0.00039835i,-0.00042118-0.00040889i,-0.00039386-8.9447e-05i,-0.00065353-2.5327e-05i,-0.00037043-0.00056749i,0.00080115-0.00045791i,0.0011668+0.00040873i,0.00059258+0.000301i,0.00064991-0.00095821i,0.0011629-0.0003857i,0.00089375-0.00032482i,0.00026004-0.00086452i,-0.00021731+0.00034668i
0.0013804+0.00065502i,0.0015505+0.0008906i,0.0015483+0.001043i,0.00098651+0.00034522i,0.00056767-0.00099025i,0.00069466-0.0016684i,0.00049146-0.0013209i,-8.8035e-05-0.00099715i,-0.00082976-0.00061859i,-0.00036265-0.00013742i,-4.3762e-05+0.00047641i,-0.00011936+0.00075032i,0.00021544+0.00053008i,0.00054105+7.4104e-05i,0.0003233+3.0793e-05i,-5.7192e-05-0.00044581i,0.00023342-0.0011668i,0.00019448-0.0010854i,0.00022056-0.00026093i,6.3405e-05-1.183e-05i,0.00015894+0.00019425i,0.00031185+8.6881e-05i,0.000103-0.00081769i
-0.0017608+0.00041481i,-0.0025832+0.00032046i,-0.0021274+0.00045533i,-0.00050459+0.00034947i,0.001211-0.00029696i,0.0016987+0.00057551i,0.0013414+0.0010236i,0.00041251+0.00016078i,-0.00063895-0.00019546i,-0.00073373+1.4656e-05i,-0.00035183-0.00023554i,-7.6921e-05-0.00032253i,0.00087192+0.00031359i,0.0013429+0.00062584i,0.00068467+0.0002265i,0.00043324-0.00044996i,0.00014925-0.00035129i,-0.00024856-0.00012143i,0.00018585+0.00026396i,0.00056122+0.00029439i,0.0007526-0.00036893i,0.00027666-0.00058578i,-0.00033412-0.00065005i
