-0.00044028+0.0006089i,-6.9932e-05+0.00048374i,-0.0012776+0.00090097i,-0.0016298+0.0010513i,-0.00076779+0.00039485i,-0.0010756+0.00021797i,-0.0010129+0.00074707i,0.00068992+0.0010082i,0.0016503+0.00011683i,0.0017694-0.00045996i,0.00145+7.787e-05i,0.00038799+0.00053692i,-0.0012124-4.682e-05i,-0.0013261-0.00066358i,-0.00079379-0.00080866i,-0.0010643-0.00050929i,-0.00079955-0.00037024i,-0.00096565-0.00069012i,-0.0006008-0.0004931i,-0.00036192-9.2284e-05i,-0.00057385+5.0903e-05i,-0.00079657+0.00031434i,-0.00089581+6.928e-05i
-0.0031716+0.00064609i,-0.0024032+0.00067647i,-0.0018033+0.0011464i,-0.0010226+0.0014515i,0.00037686+0.00094753i,0.00083585+0.00030105i,-0.00011413+0.00045009i,-0.0007288+0.00095775i,-0.00077513+0.0010478i,-0.00085733+0.00055843i,-0.00049563+0.00023535i,0.00020527-0.0004545i,0.00022236-0.00080615i,-0.00032852-5.013e-05i,-0.00053135+0.00021001i,-0.0008133-7.9243e-05i,-0.00032961-0.00012333i,-0.00012342+0.000103i,-0.00019662+0.00029659i,-0.00022063+0.00073423i,-0.0009028+0.00096164i,-0.00018985+0.00089578i,0.00064574+0.00087405i
0.00041639-0.00093935i,0.00092922-0.00050208i,0.0003521+0.00029375i,-0.00019016+0.00022111i,0.00023359-0.00092985i,0.00084599-0.0010615i,0.00061928-0.00014028i,0.00027106+0.0004925i,-0.00017438+0.00042813i,-0.00066656+5.0085e-05i,-0.00039497-0.0002811i,0.00015173-0.00062617i,0.00060413-0.0014945i,-8.146e-05-0.0016858i,-0.0006727-0.00089395i,-0.00072626-0.0001523i,-0.00052626+0.00017852i,-0.00018887+0.0011574i,0.00049852+0.0019228i,0.00067041+0.0013249i,0.0003141+0.00040132i,-0.00022529+0.00011118i,-0.0006085+0.00014505i
0.0024018+0.0008131i,0.0021349+0.0014589i,0.0016742+0.0027607i,0.0020043+0.0021416i,0.0013687+0.00020458i,0.00034163-0.0010801i,-0.00019442-0.00063009i,-0.0011545-0.00050203i,-0.0015284-0.0011458i,-0.0011097-0.0012353i,-0.00027314-0.0011344i,4.8621e-05-0.00092763i,-0.00044444-0.0010128i,-0.00047074-0.00088901i,-0.00043513-0.00038929i,-0.0008373+0.00060742i,-0.00088727+0.001492i,-0.00060525+0.0017025i,-0.00040369+0.0013174i,2.9028e-05+0.00067336i,-0.00014159+0.00014052i,-0.00023418-0.00033373i,0.0002237-0.00023775i
0.0001235+2.4435e-05i,-0.0009065-0.00063467i,-0.00059337-0.0008561i,6.9451e-05-0.00052143i,0.0003982-0.000834i,0.00010156-0.0011519i,-0.00039666-0.0011683i,-0.00067379-0.0005295i,-0.00042554+0.0002288i,-0.00035216-6.7091e-05i,-0.00049913-0.00014658i,0.00015803+0.00033098i,-0.000647+0.0003173i,-0.0010178-0.00010836i,-0.00070916+0.00031059i,-0.00047173+0.0011355i,-0.00022052+0.00071343i,-0.00059366+0.00067358i,-0.00044557+0.0010451i,5.3956e-05+0.00063374i,0.00017813-0.00012827i,0.00059426-0.00055596i,0.00015461-0.00017108i
0.00095393+0.0003356i,0.0015416-3.1487e-05i,0.0021636-0.00044849i,0.001895-0.000173i,0.00070966+3.6946e-05i,3.9089e-06-0.00054074i,0.0006914-0.00066385i,0.0005021-0.00082415i,-0.00028467-0.0005238i,-0.00040706-3.6203e-05i,-0.0011972-3.5781e-05i,-0.00090754-0.00047776i,-0.00090689-0.0011121i,-0.0015558-0.00075352i,-0.0018882-0.00055808i,-0.0015077-3.4924e-06i,-0.0019245+0.0011727i,-0.0018809+0.0011988i,-0.0005241+0.00095831i,0.00022776+0.0013726i,0.00053392+0.0014107i,0.00098819+0.00092626i,0.00067652-2.1003e-05i
-0.0022905+0.00048315i,-0.001629+0.0014419i,-0.0016882+0.0026245i,-0.0015864+0.0024512i,-0.001366+0.0013815i,-0.001165+0.00032509i,-0.00091751-0.00016508i,-0.00012929-6.8471e-05i,-0.00017891-0.00017336i,-0.0011809-0.00058345i,-0.0010926-0.00061483i,-0.00039095-0.00035399i,-0.00032429-0.00059529i,-0.00095556-0.00015742i,-0.00065494+0.00066494i,-0.00065263+0.00058596i,-0.0010153+0.0012179i,-0.00031456+0.0013089i,0.00047189+0.00030689i,0.00083742-6.7746e-05i,0.00054755+0.00039672i,0.00033208+0.00047378i,0.00048577+0.00058363i
0.0014387-5.9494e-05i,0.0011019+0.0011761i,0.00096194+0.0011327i,0.0017527-0.00037946i,0.0017079-0.0016937i,0.00092131-0.0019699i,0.00024827-0.0014982i,-0.00078803-0.0010702i,-0.0010114-0.00076498i,-0.0010042-0.00048808i,-0.00080874-0.00088677i,-0.00057293-0.0015761i,-0.0011782-0.0015986i,-0.0015346-0.00072888i,-0.0016128+0.00034063i,-0.0015429+0.0011139i,-0.00092551+0.00087516i,-0.00044632+0.00064899i,-0.00065363+0.00043565i,-0.000271-0.00056286i,-0.00022377-0.0010765i,-0.00028613-0.0010111i,0.00074295-0.00055457i
-7.5596e-05-0.0015232i,-0.00025401-0.00063322i,0.00016426-0.0013003i,0.00039415-0.0012147i,-7.3074e-05-0.00091998i,-0.00034959-0.00056531i,-0.00036438-0.00025635i,-0.00034285-0.00083891i,-0.00012749-0.00083942i,-0.00014948-0.00060428i,-0.00031942-0.00022974i,-7.5081e-05-0.00015346i,5.5972e-06-0.00074343i,-5.0036e-05-0.00082427i,-0.00033991-0.00034666i,-0.00067358+0.00017544i,-9.3965e-06+0.00099333i,-0.0001259+0.0013551i,-0.00032544+0.0010571i,0.00070761+0.00089369i,0.0010532+0.00046402i,0.00046365+0.00014972i,-0.00019679+0.00060981i
0.0015703-0.00093747i,0.0019244-8.7093e-05i,0.0024593+0.00027663i,0.0017723-0.00043738i,0.00017005-0.0015965i,-0.00052727-0.001447i,-0.00067264-0.00051473i,-0.0007242-0.0005094i,-0.00057886-0.0013742i,-0.00043528-0.0010651i,-0.00014582-0.00011415i,-0.00010607-0.00045178i,-0.00059408-0.001082i,5.0153e-05-0.00074975i,-5.0137e-05-0.00023181i,-0.00061883-6.3659e-05i,-0.00055005+0.00079208i,-0.00070494+0.0011518i,-0.0003002+0.00051209i,5.8033e-05+0.00021541i,0.00024058+0.00037723i,-0.00032588-7.1957e-06i,-0.00015536-0.00056178i
-0.00075265-4.0262e-05i,-0.0010116+0.00033106i,-0.0009292+0.0008562i,-0.0013145+0.0008214i,-0.0010702+0.00063876i,-0.00011318+0.0002232i,3.8003e-05-0.00027944i,3.1189e-05-0.00066071i,-1.2711e-06-0.0010989i,-0.00015517-0.00085942i,-0.00064794-0.00043746i,-0.00077252-0.00016073i,-0.0002133-4.2739e-05i,-0.00060707-9.6826e-05i,-0.00078697+0.00024168i,-0.0002588+0.0014108i,-0.00033757+0.001251i,-0.00044615+0.0010192i,-0.00054822+0.0015044i,-0.00058195+0.0010674i,-0.00012778+0.00068835i,0.00049145+0.0013321i,0.0003719+0.0010732i
0.00078716+0.00026117i,0.00056519-0.0006454i,0.00030358-0.00082197i,-5.873e-05-0.0010213i,0.0003825-0.0011036i,0.0014132-0.00029411i,0.0014196+0.00049308i,0.00040117+0.00018535i,-0.00050918-0.00013334i,-0.00063981-0.00035805i,-0.00069567-0.00016978i,-0.0010532-4.1649e-05i,-0.0010926-0.00010012i,-0.0008712+0.00058403i,-0.00095889+0.00070249i,-0.00075027+4.2531e-05i,2.33e-05+0.00046244i,-0.00010211+0.0012089i,-0.00019911+0.0012459i,0.00021824+0.00049204i,0.00026003-0.00030924i,0.0002682+8.6986e-05i,0.00089854-6.2268e-05i
0.00087436+0.0020991i,0.0017129+0.00091779i,0.0027624+0.00028935i,0.0034485-0.0011176i,0.0027153-0.0019103i,0.00058335-0.0012015i,-0.00065904-0.00045542i,-9.3035e-05-0.00026503i,0.00031884-0.0003802i,0.00036014-0.00058493i,0.00016457-0.0007934i,-0.00053234-0.00074243i,-0.00052087-0.0012355i,-0.00025949-0.001127i,-9.3315e-05+7.462e-06i,-0.00017829+0.00032592i,-0.00079902+0.00063393i,-0.0012607+0.0013964i,-0.00080758+0.0012195i,-0.00040619+0.00041817i,-0.00069736-0.00048175i,-0.00080755-0.0001009i,-0.00056725+0.00012975i
0.00084438+0.00058417i,0.0013724+0.0010103i,0.002597+0.0014534i,0.00288+0.00082304i,0.00181-0.00075995i,0.00022494-0.0024902i,-6.6243e-05-0.0027337i,0.000578-0.0017135i,6.5577e-05-0.00057575i,-0.00023748+0.00036158i,-4.2679e-06+0.00070362i,-0.00073633+0.00017884i,-0.0018229-0.00068132i,-0.0023511-0.00081517i,-0.0014051-4.1283e-05i,-0.00064575+0.00041873i,-0.00030349+0.00098076i,0.00011397+0.0015388i,0.00021776+0.001378i,0.00075102+0.00076907i,0.00083951+5.0179e-05i,0.00050209-0.00051381i,-0.00033048-0.00016694i
-0.00046672+0.0019498i,2.5095e-05+0.0016699i,0.00050736+0.0020123i,0.0008525+0.0020765i,0.0011904+0.0009462i,0.00086799+0.00026054i,-1.5138e-05+0.00062033i,-0.00085715+0.00060301i,-0.0011997+8.2622e-05i,-0.00084694-0.00010738i,-0.00031573-0.00029817i,-0.00026821-0.0011543i,-0.00033517-0.0011112i,-0.0006968-0.00012644i,-0.00062534-0.00025899i,-0.00036011+8.098e-05i,-0.00025783+0.0010607i,-0.00041105+0.0015384i,-0.00025663+0.0011681i,0.00084844+0.00018578i,0.00080005-0.00026858i,-0.00053904+0.00022814i,-0.00099036+0.00029371i
0.003459-0.0014753i,0.0021649-0.0018055i,0.002319-0.0027292i,0.0016717-0.0028578i,0.00013888-0.0027111i,-0.00083738-0.0015668i,-0.00097326-0.00013831i,-0.00097618+0.0001683i,-0.00093075-0.00041231i,-0.00082288-0.00018725i,-0.0010656+0.00079827i,-0.0014866+0.00010559i,-0.0012979-0.00098101i,-0.001138-0.00024013i,-0.00089697+0.00042422i,0.00019413+0.00036255i,0.00054219+0.0007154i,3.2985e-05+0.00070186i,-0.00026585+0.0006908i,-9.1508e-06+0.00019469i,2.0439e-05-0.00030338i,-0.00049797-0.00010385i,-0.00061644+0.0008175i
0.0016361+0.00039376i,0.0017096+0.00052705i,0.0010422-0.00042787i,0.00066855-0.001364i,0.00066225-0.0011463i,-1.064e-05-0.0012156i,-0.00027129-0.00046909i,-0.00046719-0.00012972i,-0.00033219-0.00058502i,-0.00010996-0.00029992i,-0.00011535-5.0143e-05i,-0.0004465-0.00034149i,-0.0011887-4.0147e-05i,-0.0015412+0.00074074i,-0.0011782+0.00044074i,-0.0010195+0.00049449i,-0.00064264+0.00077186i,-0.00087438+0.00051763i,-0.00084413+0.00031814i,-0.00097854+0.00057127i,-0.001223+0.00026425i,-7.1226e-05-0.00076091i,0.00067293-0.00067396i
0.00041512-0.0013656i,0.00018431-0.0010457i,-0.00070062-0.0013412i,-0.00066512-0.0019426i,-5.6955e-05-0.0016855i,-0.0008646-0.00065414i,-0.0017426-0.00043547i,-0.0014763-0.00048694i,-0.0011935-0.00067932i,-0.00044894-0.00046329i,0.00032285+0.00064135i,0.00019044+0.00063734i,-0.0001775+0.00028739i,-5.756e-05-0.00022629i,-1.7237e-06+2.3102e-05i,-0.00078652+0.00082725i,-0.00058567+0.0006117i,-4.3039e-05+0.00028677i,0.00023764+0.00065662i,0.00066453+0.00083494i,0.00037258+0.00093818i,-0.00021823+0.00060712i,-0.00012933+0.00062025i
-0.00025394-0.0011288i,-0.00017968-0.00014607i,-0.00027883-0.00045222i,-0.00026639-0.00026232i,4.2545e-05-1.3996e-05i,0.00053123-0.00079451i,0.00033727-0.0012548i,-0.00016479-0.00091118i,-0.0011625+0.00044699i,-0.0011437+0.00046281i,-0.00048691+0.00028675i,-0.00051013+0.00063087i,-0.0006564+0.00065643i,-0.0010899+0.00084764i,-0.0010285+0.00052591i,-0.00068321+0.00022932i,-0.00010317+0.00041056i,-0.00018351+0.00081776i,-0.00041679+0.00051239i,-0.00040868-7.5728e-05i,0.00017105-0.00037388i,0.00060695-0.00039585i,0.00044881-0.00010509i
-0.00098782-0.00066636i,-0.0019704-0.00072431i,-0.0015765+9.91e-05i,-0.00067527+0.00056566i,-0.00039649+4.2148e-05i,-0.00041263-0.00022512i,-0.0006318-0.0001292i,-0.0002992-0.0006709i,-0.00017261-0.0011162i,-0.00092504-0.00064048i,-0.00034583-0.00030217i,0.00029236-0.00017638i,7.3796e-05-0.00061206i,-0.0002312-0.00065613i,-0.00010479+3.9402e-05i,0.00026483+0.00061218i,-0.00015578+0.00047912i,-0.0003331+0.00021171i,0.00058214+5.4697e-05i,0.00010863-0.00048966i,-0.00018319+1.7231e-05i,0.00027526+0.0005494i,0.00068102-0.00023662i
0.00076513-0.0013263i,0.00086085-0.0018172i,0.00074302-0.0020808i,-0.00061519-0.0016743i,-0.0010905-0.0016337i,-0.0010431-0.0014493i,-0.0015402-0.00062991i,-0.0014624-0.0006241i,-0.00089268-0.0010337i,-0.00065138-0.00061384i,-0.00018801-0.00047509i,-0.00045938-0.00059702i,-0.00056208-0.00051249i,-0.00058477-0.00055986i,-0.0013526+2.3978e-06i,-0.000823+0.00088355i,0.00017395+0.001432i,-8.8934e-05+0.00099501i,-0.00040002+0.00037594i,9.3362e-05+0.00042938i,0.00033837+0.0001532i,0.00011005-0.00066617i,-0.00044875+0.00022492i
0.00064717+0.00014712i,0.00068669-0.0002479i,0.00095712-0.00085784i,0.0016359-0.0010893i,0.00070287-0.0015386i,-0.0011098-0.0018448i,-0.0015551-0.0014472i,-0.00035736-0.0011797i,0.00019655-0.00085073i,0.00021893-0.00044408i,0.00050539-0.00012451i,0.00045886-0.00017811i,0.00012137-0.00032407i,-0.00043589-8.4809e-05i,-0.00040627-7.5135e-05i,-0.00062177-5.9061e-05i,-0.0012891+0.00071409i,-0.0011837+0.0012427i,-0.00023344+0.00082162i,0.00052067+0.00055019i,0.00013484+0.00018708i,-0.00012107+5.5113e-05i,0.00069669-0.00012058i
0.0014271+0.0015918i,0.0013419+0.001218i,0.0014933+0.00063986i,0.0013682-0.00072534i,0.00090518-0.00095806i,-0.00040634-0.00094722i,-0.0010166-0.0011i,-0.0012244-0.0005375i,-0.0010942-0.00033989i,-0.00059275-0.0002582i,-0.00023102-0.00020765i,-0.00011603-0.00061006i,5.3791e-05-0.0011894i,-4.7574e-05-0.00046805i,-0.0011943+5.5062e-05i,-0.00091951+6.4102e-05i,-9.394e-05+0.00050528i,5.694e-05+0.00070462i,0.00080319+0.0001725i,0.00070552+2.954e-05i,0.00017062+0.00039922i,0.00051445+0.00061575i,0.00010636-7.9848e-05i
0.0015043-0.0022099i,0.00029157-0.0022059i,-1.2707e-05-0.0032679i,-0.00060656-0.003255i,-0.0018497-0.0019403i,-0.0019339-0.00081316i,-0.0012645+2.7698e-06i,-0.001125-0.00016843i,-0.00092848-0.0011179i,-0.00091806-0.00047586i,-0.0014073+0.00038216i,-0.0012401-0.00025508i,-0.00096922-0.00032455i,-0.00092939-6.6495e-05i,-0.00046119+0.00011678i,-0.00012202+0.00053999i,3.6825e-05+0.001019i,-0.0002051+0.0012642i,8.8153e-05+0.00074734i,8.2202e-05+0.00012434i,-0.00080243+0.00034254i,-0.00079233+0.00025926i,1.0207e-05-0.00031528i
0.00037223+6.0401e-05i,0.00020476+0.00037359i,9.1072e-05+0.00080155i,-5.4969e-05+0.0010319i,0.0005446+0.00054952i,0.00096477-3.0678e-05i,0.00043179-0.00081925i,-0.00027238-0.0010465i,-0.0010342-0.00065108i,-0.001065-0.00080136i,-0.00039611-0.00064661i,0.00017002-0.00018076i,-0.00055772+0.00020937i,-0.00095197+0.00068917i,-0.00098161+0.0012327i,-0.0012659+0.0010406i,-0.0014168+0.00041516i,-0.0010248-0.00021144i,-0.00012185-4.3606e-05i,-0.00017576+0.00035292i,-0.00024814-0.00017392i,0.0001387-0.00065753i,0.0003242-0.00042767i
0.00074233-0.0012909i,0.00039412-0.0011976i,-0.00038718-0.00098764i,-0.00060026-2.2999e-05i,-0.00024294-0.00073553i,0.000597-0.0018567i,0.0001826-0.0017369i,-0.00069811-0.001549i,-0.00080175-0.00050893i,-0.00083584+0.00039162i,-0.0010728+0.00068287i,-0.00044071+3.6862e-05i,0.00019029-0.00041501i,-0.000486+0.00010626i,-0.00037981+0.00050862i,-0.00016197+0.00085473i,0.00019875+0.001197i,0.00018079+0.0012689i,-0.00033983+0.00077866i,4.1569e-05-0.00010356i,0.00052265-0.00051362i,0.00053638+0.00016262i,0.00034627+0.0010566i
-0.00028483-0.0029598i,-0.0010838-0.0016616i,-0.0019638-0.0016948i,-0.0021205-0.0020317i,-0.0019435-0.0018978i,-0.0018779-0.0019742i,-0.0015295-0.0018995i,1.2657e-06-0.0013411i,0.00040016-0.00093083i,-0.00063407-0.00059526i,0.00011594+0.00013298i,0.0011638+0.00048991i,0.00090235+0.00022696i,-4.6309e-05-0.00039776i,-0.00069446-0.00030082i,-0.00042123+0.00090899i,-8.3781e-05+0.0013707i,-0.00059496+0.0011817i,-0.00070931+0.00096185i,6.3562e-05+0.00043011i,0.00016768+0.00060714i,-0.00064436+0.00089929i,-0.00021747+0.00059432i
0.0013407+0.0015349i,0.00024311+0.00052781i,0.00040626+0.00029642i,0.0017023-4.8422e-05i,0.0009285-0.00086405i,-4.7155e-05-0.0012492i,0.00031007-0.00079688i,0.00052944-0.00015421i,0.00037198-0.00052041i,0.00042241-0.0009659i,0.00060015-0.00022127i,-0.00037558-6.0528e-05i,-0.0011844-0.00072527i,-0.0011612-0.00092189i,-0.00065603-0.00046114i,9.6501e-05+0.00045531i,0.00048204+0.0011843i,0.00099449+0.0013782i,0.0006386+0.00052661i,-0.00038666-0.00026274i,-7.5504e-05-0.00088404i,0.00099306-0.00089459i,0.00053231-2.9716e-05i
0.00057639-0.0004162i,0.0021365-0.00082438i,0.0024039-0.00074087i,0.0017271-0.0007903i,0.0011468-0.00087409i,0.00042855-0.0010155i,-0.00015044-0.0007328i,2.2589e-05-0.00089553i,-0.00048676-0.0012922i,-0.00075293-0.0010417i,-8.1877e-05-0.0010596i,-0.0003905-0.00046936i,-0.00081686-0.00023021i,-0.00075146-0.00040763i,-0.00066984+0.00056407i,-0.00083397+0.0011764i,-0.00062986+0.00077127i,-0.00035358+0.0013087i,-0.00050304+0.0011372i,0.00014163-0.00034225i,0.00035028-0.00045671i,-0.00024344+0.00034915i,-0.0009938+0.00056858i
0.0013009+0.0015903i,0.0020187+0.0013032i,0.00244+0.0005234i,0.0027787-0.00049734i,0.002406-0.00026423i,0.0013622-0.00065763i,-8.8647e-05-0.0011417i,-0.00039042-0.00032838i,0.00031787+7.1884e-05i,-4.8438e-05-0.000426i,-0.00051118-0.00063723i,-0.00013914-0.00065456i,-0.00031714-0.00031756i,-0.00096806+0.00040259i,-0.00095436+0.00095664i,-0.00095861+0.0010637i,-0.001078+0.0008665i,-0.0006045+0.0012791i,-0.00023337+0.0015127i,-8.8172e-05+0.00032287i,6.5557e-05-0.00057001i,0.00045892-0.00051664i,0.00065484-7.4283e-05i
4.0407e-05+0.00011077i,0.00050648+8.0992e-05i,-6.2529e-05-0.00088866i,-0.0011924-0.0016767i,-0.0013965-0.0020586i,-0.0011356-0.001662i,-0.0011063-0.00089281i,-0.0010649-0.00070096i,-0.0011525-0.00054327i,-0.00091267+5.9575e-05i,8.3608e-05-0.00024691i,0.00023804-0.00015845i,-0.00066007+0.00045503i,-0.0013945-0.00021023i,-0.0010768-0.00032926i,0.00055081+0.00045872i,0.00057937+0.0011155i,-0.00014144+0.0011241i,-8.0035e-05+0.00033105i,9.8154e-05-0.00011551i,8.8978e-05-0.00023693i,0.00048139+0.00020595i,0.0010797+6.0998e-05i
-0.00088133+0.00076729i,-0.00092583-0.00028201i,-0.00052994-0.00071917i,-0.00028176-0.00051589i,0.00059041-0.0011263i,0.00060799-0.0012294i,-0.00062779-0.0011231i,-0.00077439-0.00072152i,-0.00035171+0.0001263i,0.00031053+2.8225e-05i,0.00042274-3.6755e-05i,-0.00027365-0.00024269i,-0.0012057-0.00029562i,-0.0016532+0.00021808i,-0.0012625+0.00030918i,-0.00071497+0.00038441i,-4.026e-05+0.00076117i,0.00046939+0.00044973i,-0.00021603+0.00042464i,-0.00030504+0.00034841i,0.00017103-0.00029878i,-0.00018556-0.00064149i,-3.0553e-05-0.00043785i
0.0016492+4.7232e-05i,0.00073254+0.00012689i,0.0010806-0.00064328i,0.0023972-0.00053414i,0.0022604-9.2848e-05i,0.0010308+3.946e-05i,-0.0005867+5.7559e-05i,-0.0011746-6.0834e-05i,-0.0011104-0.00061959i,-0.0010714-0.00064783i,-0.00112+1.8063e-05i,-0.0011103+0.00022658i,-0.00086133+0.00048315i,-0.00066895+0.00054666i,-0.0006616+0.00060834i,-0.00033204+0.0007644i,0.00038808+0.0011091i,-0.00025074+0.0011499i,-0.00043837+0.00055364i,0.00058384+0.00028535i,0.00063512+0.0003377i,0.00035855+0.00038366i,0.00040346-0.00022601i
-0.00037115+0.0024922i,0.00065533+0.001287i,0.0010998+0.0012182i,0.0025795+0.0010035i,0.0033331+4.2069e-05i,0.0018775-0.0018336i,2.7535e-05-0.0020018i,-0.00092802-0.0017522i,-0.0011832-0.0016911i,-0.00082805-0.00040041i,-2.7729e-05-0.00015873i,0.00073306-0.0010821i,0.00044442-0.00095626i,-0.00043983+0.00012131i,-0.00069806+0.000669i,-0.00067062+0.00026466i,-0.00091629+2.2047e-05i,-0.00072264-4.5716e-05i,-0.00074091-0.00021741i,-0.0006146+0.00018264i,-0.00037352-0.00016043i,-0.00029892-0.00097207i,0.00013161-0.00058336i
0.0011167-0.001675i,0.0019901-0.0018122i,0.0015266-0.0015412i,0.00064734-0.00076697i,-4.6752e-05-0.00099838i,-0.00071812-0.0013078i,-0.0011722-0.0015068i,-0.00093736-0.0016422i,-0.00037348-0.00065572i,-0.00098025+0.00068987i,-0.0012647+0.00067836i,-0.00058823+0.00068355i,-0.0009141+0.00068205i,-0.0019419+0.0012725i,-0.001475+0.0011048i,-0.0009976+0.00055572i,-0.0011323+0.00054265i,-0.00066554+7.9121e-06i,1.0523e-05-0.00054729i,4.4238e-05+0.00014481i,-0.00037636+0.00075654i,-0.0008486+0.00056722i,-0.00094558-2.1118e-05i
0.00074819+0.00093923i,0.00090211+0.00063774i,0.0010513-5.533e-05i,0.00084439+0.00032462i,0.00018171+0.00047693i,-0.00074129+0.00016915i,-0.0011037+5.0666e-05i,-0.0011887-0.000443i,-0.0011363-0.0013893i,-0.00079976-0.0013766i,-0.00047031-0.00066955i,-0.00043109-0.00064436i,-0.00015225-0.00086085i,0.00019821-0.00048561i,-0.00022188+6.5127e-05i,-4.6927e-05+0.00015057i,0.00024413+0.00038472i,-0.0001178+0.00073945i,0.00014187+0.00042305i,0.00022156-1.0349e-05i,-0.00030137-0.00052648i,-0.00019407-0.0003848i,-5.3339e-05+7.2163e-05i
-0.001199-0.00057812i,-0.0017635-0.00065635i,-0.0019421-0.00074612i,-0.00073143-0.0005422i,-0.00038723-0.0011181i,-0.00049171-0.00072192i,-0.00017656+6.16e-05i,-0.00035415-0.00014279i,-0.00077461-0.00017497i,0.0001161+0.00018832i,0.0012597+0.00092599i,0.00098076+0.00086958i,-0.00018993+0.00014059i,-0.00084328+0.00052527i,-0.00058973+0.001233i,0.00023625+0.00085636i,0.00062416+0.00027597i,0.00021743+0.00027707i,-0.00062248+0.00045304i,-0.00090338+0.00029384i,-0.00067348+9.8574e-05i,0.00010394+0.00015658i,0.00053963-0.00029799i
0.0016641-0.00084705i,0.001232-0.00037216i,0.0012716+0.0001027i,0.0015023-0.0005775i,0.0014268-0.00080293i,0.0010009-0.00046956i,0.00049303-0.00075712i,0.00014574-0.0011272i,0.00013109-0.00092996i,0.00056466-0.00073589i,0.00077373-0.00061126i,0.00033892-0.00068579i,-0.0001226-0.00054743i,-0.00011493-0.00014208i,-0.00033749+0.00010432i,-0.00027668+0.00064092i,0.00034906+0.0014661i,0.00049327+0.0016912i,-2.4148e-05+0.00096979i,4.5372e-05-0.00061243i,0.00012509-0.0012765i,0.00017317-0.00054108i,0.00013142-6.5879e-05i
-0.0010436-0.00049697i,-0.00078214+0.0004163i,-0.00057932+0.001056i,-0.00035283+0.00055269i,-0.0010968-0.00023817i,-0.0004704-0.00014799i,0.00022087-0.00012584i,-0.00058976-0.00021953i,-0.0014275-0.00054674i,-0.0013997-0.00039332i,-0.00049478-9.7341e-05i,0.00019667-0.00040555i,3.7407e-05-0.00050364i,-0.00067279-0.00027637i,-0.00087717-0.00027856i,-0.00045541+6.8896e-05i,2.5384e-05+0.00091068i,-5.6144e-05+0.0012298i,-5.7087e-05+0.00089284i,0.00071797+0.00024992i,0.0007007-0.00023005i,0.00027451+9.8249e-05i,0.00057723+0.00055748i
0.0012715+0.00086586i,0.00087337+0.00037066i,-0.00025232-3.9681e-05i,0.0011322-0.00048971i,0.0022976-0.001072i,0.0014221-0.0014921i,2.6342e-05-0.00090681i,-0.00059152-0.0011316i,-0.00019209-0.0011944i,-0.00048199-0.00018006i,1.7383e-05-9.3547e-05i,0.00049537-0.00053487i,-0.00041832-0.00086132i,-0.0010979-0.0011581i,-0.00070757-0.00070468i,-0.00061543+0.00056313i,-0.00058139+0.0015574i,-4.1913e-05+0.0018998i,0.00017285+0.0015587i,-4.0074e-05+0.00077972i,8.9921e-05+2.6944e-05i,0.00025735-0.00035826i,7.3997e-05-0.00039596i
0.00056167-0.0018322i,8.6483e-05-0.0020916i,-0.00124-0.0016229i,-0.00063252-0.0014525i,0.00028518-0.0010013i,5.4156e-05-0.00051854i,-0.00040397-0.00050127i,-0.00086584-0.00078309i,-0.0016565-0.0010688i,-0.001305-0.0014395i,-0.00041004-0.0010892i,0.00015578-0.00065558i,-0.00015693-0.00054796i,-0.00059956-0.00039346i,-0.00069867-0.00015537i,-0.00074611+0.00077573i,-0.00047763+0.00079995i,2.5086e-05+0.00049032i,0.00043722+0.0011732i,-0.00018788+0.00074235i,-0.00092994+6.6666e-05i,-0.00058103+0.00023426i,-0.0003861+0.00027721i
-0.00040461-0.00071796i,-0.00085559-0.00055856i,-0.00032015-0.0012263i,0.00092822-0.0017084i,0.0017278-0.0010859i,0.0014398-0.00046173i,0.00057143-0.00089211i,-0.000258-0.00089163i,-0.0006739-0.00071104i,-0.00095948-0.00042727i,-0.00091357-0.00020264i,-0.00018972-0.00038065i,-0.00018417-0.0007468i,-0.0010583-0.00071138i,-0.0013982-6.2315e-05i,-0.00093718+0.00047256i,-0.00084573+0.00080753i,-0.00099776+0.00088447i,-0.0013556+0.00069302i,-0.00077924+0.00022307i,3.2196e-05+0.00032956i,0.0002468+0.00055701i,-0.00027916+0.00062862i
0.00051151+0.0015511i,0.0011419+0.0018671i,0.0019684+0.0013837i,0.0020649+8.3392e-05i,0.0013422-0.00089444i,0.00067775-0.00075311i,0.00028861-0.00017164i,-0.00029343+5.7906e-05i,-0.000682-0.00039441i,-0.00017426-0.00056986i,0.00079861-0.00031158i,0.00049659-0.00020973i,-0.00060734-0.00033878i,-0.00071212-0.00025023i,-0.0004005-0.00010654i,-0.0007099+0.00012747i,-0.0012208+0.00039591i,-0.0014716+0.00026171i,-0.00094406-8.8893e-05i,-0.00020007-0.00050806i,0.00025194-0.00034797i,0.00030552-0.00058606i,-0.00057826-0.00073968i
