-0.0005322-0.00050621i,-0.0004167-0.0010116i,-0.0014835-0.0010857i,-0.0015501-0.00064749i,-0.00078505-1.2524e-05i,0.00015062+0.0012428i,0.00060562+0.0015481i,0.00083687+0.0015908i,0.00084315+0.00098385i,0.0003325-0.00030314i,0.00035452-0.0011332i,0.00054239-0.0011902i,0.00020038-0.00023068i,0.00056267+0.00022461i,0.00093162+3.0451e-05i,-0.00012008+0.00023933i,-0.00054175-0.00012797i,0.00017809-0.00050016i,0.00068706-0.00060423i,0.00088238-0.00098713i,0.0012302-0.0012704i,0.00077279-0.0017192i,6.9093e-05-0.001361i
-5.4643e-05+0.00050169i,0.00084722+0.00044776i,0.0015289+0.0011381i,0.0020166+0.0014052i,0.0018606+0.00010035i,0.0014957-0.00066667i,0.00182-0.0006936i,0.0018124-0.00082824i,0.0013648-0.00062252i,0.00074208+0.00011508i,0.00039534+0.00083719i,2.2445e-05+0.00089314i,-0.00015464+0.00084456i,-0.00051502+0.00055517i,-0.00045785-9.437e-05i,0.00025097+0.0001407i,-3.4401e-05+0.00017198i,-0.00036182+0.00037174i,-0.00057333+0.00050334i,-0.00060185-0.00052029i,-0.00017848-0.00095821i,-1.7822e-06-0.00021509i,0.00025791+0.00018219i
0.0010197-0.002209i,3.2205e-05-0.0033416i,-0.0025342-0.0035845i,-0.0034804-0.0020557i,-0.0012489-0.00077943i,0.00047925-0.00088021i,0.0010114-0.00092295i,0.00094873-6.3399e-05i,0.00016588-0.00027015i,0.00010829-0.00023641i,5.3429e-05+0.00047194i,-0.00021176+0.00055394i,0.00055032+0.00018075i,0.00073327+0.000621i,0.00074791+0.00096367i,0.00073553+0.00026781i,-0.00010994-0.00019897i,1.057e-05-0.00016201i,0.0006737+0.00022756i,-0.00010262+0.00055827i,-0.0010496-3.8249e-05i,-0.00091976-0.00015725i,-0.00074052+0.00041578i
0.0009855+6.785e-05i,0.0019824-0.0001574i,0.0022524+0.00018878i,0.0020624-0.0002285i,0.0016393-0.00082976i,0.0019122+0.00015571i,0.0026725+0.00041839i,0.0025091-0.0010303i,0.0011476-0.001504i,0.00058861-0.00099801i,0.00030334-0.00070461i,-0.0001008-0.00014963i,0.00014656+0.0002102i,0.00033366+0.00032672i,0.00017611-0.00035397i,0.00029949-0.0004575i,0.00026492+0.00048358i,0.00037256+0.00088232i,0.00066913+0.00044223i,0.0001725+0.00023147i,0.00046836+0.00016338i,0.00042075+0.0002891i,-0.00016912+9.0535e-05i
0.0012463-0.00057848i,0.00075968-0.00027142i,-0.00029416-9.0906e-05i,-0.00015253+0.00063319i,2.0491e-05+0.00094546i,7.5062e-05+0.00033515i,0.00029428-5.5666e-05i,0.00053883+0.00022619i,1.6357e-05+0.00027652i,-0.00074789+0.00050797i,-0.00045195+0.00074612i,0.00048576+0.00057645i,0.00079379+0.00015065i,0.00071363+0.00067431i,0.0001623+0.00072967i,8.61e-05+1.043e-05i,0.00090796-0.00055427i,0.00096829-0.00035625i,0.00013787+0.00041193i,6.525e-06+0.00093944i,0.00066968+0.00056861i,0.00028304+0.00036011i,-0.00036627+0.00024105i
0.00088494-0.0026966i,0.00065806-0.0021303i,-0.00018342-0.0030959i,-0.0013893-0.0024797i,-0.0018985-0.00012398i,-0.0018578+0.00077066i,-0.00084319-0.00086776i,0.0003509-0.0014108i,0.00026439-0.00071942i,8.0132e-05+0.00014362i,-0.0004541+0.00084554i,-0.00050207+0.0013889i,0.00016734+0.0013037i,-0.00015158+0.0011214i,-0.0010038+0.00035294i,-0.00057909-0.00052694i,-0.00044634-0.0001781i,-0.00040525-0.00010397i,2.4774e-05-0.00093467i,0.00024655-0.00090279i,0.00015405-2.0135e-05i,0.00027235+0.00021238i,0.00012712+0.00027334i
0.0028321-0.0027952i,0.0011538-0.0032248i,-0.00073363-0.0030638i,-0.0011121-0.0017322i,-0.0016328-0.0011226i,-0.0015974-0.00025092i,-0.00025199-0.00012956i,-8.2429e-05+7.4763e-06i,6.5995e-05+0.00023788i,-0.0001764+0.00010313i,-0.00053663+0.00084613i,-0.00017472+0.0009312i,1.5691e-05+0.00035855i,-0.00022384+7.1973e-05i,-0.0002326+7.9592e-07i,0.0005421+0.00037969i,0.00013987+0.00087735i,-0.00057933+0.00034265i,-0.00076221-0.00043128i,-0.00069797-0.00027479i,-0.00013395-0.00036629i,6.0622e-05-3.5703e-05i,-0.00020347+0.00076686i
0.009067-0.011889i,0.0061862-0.011168i,-0.00014314-0.013073i,-0.0059119-0.0081827i,-0.0079336-0.0016889i,-0.0048762+0.0019143i,-0.00081312+0.0011357i,-0.00032674-0.0010733i,-0.00087805-0.0021444i,-0.0020754-0.0017444i,-0.0032138+0.00065411i,-0.0027068+0.0034283i,-0.0015783+0.0042679i,-0.0014737+0.0023227i,-0.0023856+0.0010257i,-0.0020534+0.00051476i,-0.00028287+0.00017887i,0.00087682+0.00048573i,0.0011064+0.0010728i,0.0011241+0.0010282i,0.0003027+0.0002153i,-3.7029e-05-0.00062126i,0.00032735-2.5014e-05i
-0.003465+0.0087328i,-0.0026003+0.0082406i,0.001025+0.0097449i,0.0051093+0.0064114i,0.0060806+0.00086543i,0.0049609-0.002619i,0.0033717-0.0015456i,0.0022949+0.00068145i,0.0018889+0.0014764i,0.0025786+0.0013371i,0.0025893+0.00024269i,0.00082996-0.0013187i,-0.00013179-0.0018585i,-0.00020819-0.0010329i,0.00050653-7.0544e-05i,0.0012095-0.0001011i,0.00032991+0.00037744i,-0.00036745+0.00054859i,0.00011614-0.001222i,0.00059195-0.0016265i,0.00014147-0.00078098i,-6.3001e-05-0.00083137i,0.0004287-0.00097698i
-0.0011119+0.00042i,-0.00027431-9.6906e-05i,0.0007547+0.000978i,0.0013276+0.0014237i,0.0018327+0.001944i,0.0021664+0.0011106i,0.0016762+0.00017267i,0.00034008+0.00051382i,-0.0003992+0.001181i,0.00043053+0.0011569i,0.0011252+0.00095569i,0.00082738+0.0013083i,0.00016444+0.0005763i,-0.00014323-0.00049509i,0.00026387-0.0009648i,0.00013726-0.00071286i,-0.00051014+4.8799e-05i,0.0002964+0.00043266i,0.00022653+0.00033688i,-0.00037171-3.4254e-06i,7.6694e-05-7.8275e-05i,0.00018611-3.8378e-05i,-0.00016429-0.00072431i
-0.002874+0.0019089i,-0.00072132+0.0025743i,0.0020337+0.0036734i,0.0033585+0.0026017i,0.0034853+0.0009709i,0.0020997-0.00025621i,0.00055468-0.00023326i,0.00034266+0.00038665i,0.00062321+0.00043578i,0.00063083+0.00038733i,0.000364+0.00052749i,0.00057398+0.00065938i,0.00085834+0.00050232i,0.00087416+0.000149i,0.00063342+0.00024829i,0.00012239+0.00037783i,0.00016355-1.2947e-05i,0.00062898-0.00044124i,0.00064581-0.00074489i,-0.00016243-0.00080974i,-0.00075211-0.00027074i,-0.00055414-0.00019367i,-0.00057333-0.0004009i
-0.00010301-0.00065037i,-0.00073274-0.00054117i,-0.0012783+0.00028847i,-0.00069895+0.00090114i,0.0013288+0.00084525i,0.0026783+5.8086e-05i,0.0025307-0.00038859i,0.0019338-0.00040388i,0.0009009+0.00016322i,0.00037958+0.00027217i,0.00090884+4.1782e-05i,0.0014902+0.00064618i,0.0016102+0.0015511i,0.0011463+0.00096007i,0.00036324-6.0309e-05i,0.00024289-0.00029824i,0.00080042-0.00032467i,0.0011325-0.0003654i,0.00073125-0.00038287i,-0.00053656-3.6237e-05i,-0.00032192-7.664e-05i,0.00069108-0.00074367i,-0.00029113-0.00067079i
-0.0004401+0.00068777i,-4.8993e-05+0.00018061i,0.00049655-0.00034336i,0.0011904-0.0008592i,0.0021464-5.4185e-05i,0.0017822-0.00016853i,0.00082913-0.00036685i,0.00045759+0.00012124i,0.00025051+0.00052058i,-0.0001752+0.0010776i,-0.0003489+0.00098661i,0.00010612+2.3384e-05i,0.00046305-0.00034516i,0.0003128-6.4702e-05i,-4.1075e-05-0.00026567i,0.00010714-0.00050289i,0.0010514-2.1176e-05i,0.0012446+0.00064747i,0.00071164+0.00099162i,2.0153e-05+0.00037197i,-0.00036713+0.00035247i,-0.00021977+0.00039177i,-0.00035385-0.00039458i
0.0013565-0.00059961i,-5.5364e-05+0.00019478i,-0.00097809+0.0010852i,-0.0012707+0.0010072i,-0.0010898+0.0005758i,-9.6728e-05+2.4256e-06i,0.00058782-0.00033155i,0.00072694-0.00048736i,0.00026022-0.00048493i,-0.00029782-0.0003563i,-0.0002001+0.00037279i,0.00021161+0.0014504i,0.00019414+0.0013795i,-8.8375e-05+0.00050549i,0.00033938-2.0247e-06i,0.00102+0.00019426i,0.00081111+0.00035352i,0.00058386-5.992e-05i,0.0002673-0.00036103i,-0.00033854+0.00010698i,-0.00062739+0.00021923i,-0.00024429-7.6204e-05i,0.0001747-0.00021828i
-6.3796e-05+0.00041881i,-0.00013321-0.00030994i,0.0012405+0.0002706i,0.0018696+0.00022525i,0.0021686-0.00064756i,0.0019942-0.0018325i,0.00151-0.0017443i,0.0010353-0.0007189i,0.0011783+0.00017218i,0.0011602+0.00082305i,0.00045114+0.00094452i,8.1101e-05+0.0010816i,0.00014491+0.00038185i,0.00052151-0.00063727i,0.00039941-0.00023713i,0.00062421-0.00017234i,0.00066553-0.00055943i,0.00051727-0.00019586i,0.00049403-0.00027392i,0.00016038-0.00081828i,6.0919e-06-0.00058193i,-7.1966e-05+0.00013076i,0.00031069-0.00018285i
-0.00049983+0.00058851i,-0.0010112+0.00053873i,-0.0014049+0.00026615i,-0.00094737+0.00046233i,-0.00046911+0.0002564i,0.00015932+0.00043379i,0.00048458+0.001036i,0.00090041+0.00047168i,0.00093206-0.00010113i,0.00057891+0.00021926i,0.0010497+0.00038007i,0.001585-7.0016e-05i,0.0015024-0.00036728i,0.0013723-0.00012048i,0.00057438-0.00016571i,-4.3206e-06-5.42e-05i,-0.00042968-0.00019047i,-0.00042155-0.00060818i,0.00027932+0.00014447i,0.00025977+0.0010878i,-0.00046097+0.00088404i,-0.00073594-5.1495e-05i,-0.00036297+0.0002926i
0.00165+0.00025243i,0.00038089+4.7383e-05i,-9.1424e-05-8.7375e-05i,0.00058933+0.00068781i,0.0011356+0.00035125i,0.0011481+0.00028149i,0.00072556+0.00079308i,-9.2385e-05-0.0001i,-0.00041232-0.001218i,-0.00030811-0.0014265i,-0.00059885-0.0010603i,-0.00073959-0.0002667i,-0.00074156+0.00029601i,-0.00020956-7.2442e-05i,0.00030665+5.1078e-05i,-6.603e-05-0.00022421i,2.6051e-05+4.5105e-05i,-4.1394e-05+0.0011073i,3.1944e-05+0.000886i,7.1119e-05+0.00031184i,-0.0005134+0.00035137i,0.00022287-6.1837e-06i,0.00075092-0.00020649i
0.00061005+0.00070482i,0.00052801+0.0002659i,0.00069354+5.2823e-05i,0.0016956-0.00026589i,0.0026385-0.00062059i,0.0027468-0.0012051i,0.0017684-0.00078717i,0.00090111-0.00015724i,0.00050966-0.00042004i,0.00016323+0.00024747i,-9.4735e-05+0.00056296i,0.00016189+0.00056382i,-0.00054263+0.0010997i,-0.00081606+0.0010456i,-0.00089826+0.0007829i,-0.00073504+0.00016584i,0.00021891+0.00022503i,0.00039483+0.00043412i,0.00012765-0.00046933i,0.0001124-0.00092288i,-4.991e-05-0.00067328i,-0.00085055-0.00016572i,-0.00097127+5.029e-05i
-0.0009694+0.00043479i,-0.0014083-0.0013824i,-0.0015711-0.0018095i,-0.0011051-0.0013302i,-0.00048819-0.0012797i,0.00067797-0.0019653i,0.0009715-0.0018024i,0.00071002-0.0011064i,0.00072203-0.00057512i,0.00038536+0.00052349i,0.00042673+0.00097027i,0.00082185+0.00057703i,0.00070425+1.7292e-05i,0.00057874-0.00026724i,0.00053618-0.0001457i,0.00045454+0.00025935i,0.0005309+0.00077573i,0.00056149+0.0006779i,-8.8107e-05+1.7494e-05i,-0.00077336-0.00020526i,-0.0010821-0.00084639i,-0.00077702-0.0010316i,0.00086929-0.00052606i
0.00091154+0.0013432i,0.00086077+0.0013088i,0.00080699+0.00078084i,0.00068853+0.00053959i,0.0010878+0.00040359i,0.0019086+0.00084245i,0.0016965+0.00056277i,0.00098125-0.00016859i,0.00092595-0.00010493i,0.0011169+0.00045566i,0.0010346+0.00081471i,0.00097228+0.00050295i,0.00068274+0.00036467i,7.5113e-05+0.00021351i,0.00017128-0.00010853i,0.00034404-0.00046972i,0.00017479-0.00063867i,0.00057634-0.00063525i,0.0011644-0.00095398i,0.00060781-0.00071586i,-0.00030685-0.00085497i,-0.00084703-0.0007588i,-0.00092582-0.00041964i
-0.00063153-0.001043i,-0.0017244-0.0018356i,-0.0010454-0.0024965i,-5.858e-05-0.0017456i,-0.00043534-0.00098724i,-0.00042376-0.0013936i,-0.00015048-0.0010006i,-0.00016726+0.00025139i,-0.00039312+7.16e-05i,0.00058359+2.2209e-05i,0.0013626+0.00057255i,0.00045904+0.00067806i,6.7193e-05-0.00019292i,0.00023021-0.0012602i,4.1017e-05-0.0011033i,0.00012738-8.4255e-05i,-0.0001337+0.00035755i,0.00011353+0.00017246i,0.00013891+0.00056261i,-0.0009126+0.00027775i,-0.00070635-0.00069094i,-0.0004398+6.9675e-05i,-0.00029486+0.00081856i
0.0017185-0.00061646i,0.0018321+0.0004569i,0.0012327+0.0013453i,-0.0007356+0.00085178i,-0.0019731+0.00085537i,-0.00091806+0.00073268i,0.00018534+0.00018866i,0.00036572-5.4389e-05i,0.00041662-0.00039714i,6.1947e-05-0.00018484i,-0.00025396+0.00043164i,-0.0002146+0.0011959i,-0.0010488+0.00078101i,-0.00097759-0.0004441i,-0.00062373-0.00041017i,-0.00074856+0.00016121i,-0.00084085+0.0011899i,-0.00092071+0.00092126i,-0.00021574-0.0005202i,9.8848e-05-0.00023739i,-0.0002266+0.00016075i,0.00010535-0.00038647i,0.00042467-0.0010061i
-0.00069637+0.00011965i,-0.00038653-0.00026984i,-0.00056971-0.00038272i,0.00049776-0.00055986i,0.0016852-0.00065523i,0.0014701-0.00055137i,0.0015561-0.00043509i,0.0018894+0.00035477i,0.001288+0.00067216i,0.0006083+0.00012411i,0.00018142+0.00060358i,-0.00034566+0.0014084i,-0.00036106+0.0011498i,-0.00020317+0.0009211i,0.00012433+0.0011309i,0.00035881+0.00051202i,0.00040593-0.00023265i,-0.00023923-0.0003422i,-2.3795e-05-8.9595e-05i,0.0002878-9.2003e-05i,5.4717e-05-1.8365e-05i,0.00073213+0.0007354i,0.00029327+0.00056971i
0.0001583+0.0016857i,-7.2683e-05+0.00089146i,0.0010852+0.00082151i,0.0022637+0.00042457i,0.0024834-0.00088418i,0.0017449-0.0014462i,0.000985-0.0014395i,0.00092627-0.00097696i,0.00065586-0.00021421i,0.00024499+0.00019081i,-0.00019151+0.00052837i,-0.00071859+0.00053043i,-0.00059556+0.00037609i,-0.00025865+0.00082001i,-0.00022153+0.00024647i,-0.00014345-0.0003926i,0.00085518+0.00066052i,0.0011287+0.0013989i,0.00042261+0.00053199i,0.00040439+4.151e-06i,0.00032493+0.00029267i,-0.00024712+0.00030657i,-0.00035847-4.8463e-06i
-0.0007085-0.0002191i,-0.0010663-0.0012917i,-0.0002183-0.0019933i,-0.00054904-0.00059347i,-0.0010911+0.00021107i,0.00013484-0.00093117i,0.0016874-0.0016911i,0.0014073-0.0011825i,0.00072473-0.00065293i,0.00070558+1.0595e-05i,0.0010249+0.00029857i,0.0014417+0.00016372i,0.0008669-0.00022654i,-0.00029679+4.9418e-05i,-0.00066614+0.0002647i,-0.00095507-0.00012096i,-0.0011621-6.2595e-05i,-0.0011589-0.00020669i,-0.00068096-0.00038138i,-0.00049698-0.00021618i,-0.00064619-0.00038708i,-0.00057114-0.00021232i,-0.00078099+0.00051107i
0.0018405+0.00010895i,0.0027041+0.00089414i,0.0026218+0.00058061i,0.0017416-0.00029546i,0.0012212+2.6979e-05i,0.000923+0.0010298i,0.0004382+0.00077147i,0.00044856-0.00014745i,0.00023492-0.00093758i,0.00010287-0.00025116i,0.00013953+0.00089024i,0.00025332+0.0010692i,0.00027506+0.0010896i,-0.00051659+0.00068765i,-0.00071659-0.0001491i,0.00022956+5.2109e-05i,0.00031239+0.00015972i,6.3371e-05-0.00010315i,-6.5991e-05+0.00050481i,-8.5659e-05+0.00089677i,-9.4407e-05+0.00059505i,-0.00012175-0.0002776i,0.00012069+8.4149e-06i
-0.0010081-0.00089129i,-0.00016809-0.0008591i,-0.00029443-0.00088501i,-0.00040913-0.0012408i,-2.0183e-05-0.0016537i,0.00026158-0.0015878i,0.00045743-0.0015772i,0.00028885-0.001271i,0.00030401+0.00026712i,0.0006392+0.00083428i,0.0013045+0.00087584i,0.00074434+0.00084104i,-0.00010305+0.00045425i,-0.00042026-8.3213e-05i,-0.00025179-0.00031239i,0.00048331+5.3763e-05i,0.0005746+0.00065334i,-0.00033098+0.0014592i,-0.00095578+0.0010219i,-0.0007766-0.00015914i,-0.00050064-0.00052346i,-0.00032703-0.00065547i,-0.00019647-0.0008604i
-0.00019691-0.0010409i,-0.00061783-0.00081705i,-0.00167+0.0012575i,-0.001865+0.0024513i,-0.00054039+0.0019806i,0.00081123+0.00083452i,0.0011787+0.00018082i,0.00054208-0.00022103i,0.00028975-0.00061576i,-7.6842e-05-0.00019608i,-0.00023482+0.00039427i,0.00074985+0.00051489i,0.001476+0.00030161i,0.0011464-0.00040036i,0.0010518-0.00039702i,0.0008138-0.00023641i,0.00027335-0.00014692i,0.00014932-0.00026678i,-0.00012365-0.0002257i,0.00013463-0.00022454i,0.00086966-0.00066371i,0.0012236+5.5166e-05i,0.00088856-3.1711e-05i
0.00085201+0.00058008i,0.0004339-0.001645i,0.0017695-0.0020922i,0.0017546-0.0017055i,0.00041019-0.00082535i,0.00026009-0.00085939i,0.00087164-0.0010197i,0.0010838-0.00041958i,0.0005632+9.4682e-05i,0.00013953+2.3273e-05i,0.00022402-1.7661e-05i,0.00011553+0.00037053i,0.00017952-7.898e-05i,0.00050728-0.00016751i,0.00063181+0.00016912i,0.00022843+0.00031394i,-0.00046294+0.00031005i,-0.00047893+0.00030521i,-0.00043995-5.4511e-05i,0.00023121+5.2558e-05i,0.0010078+0.00069745i,0.00070289+0.0014015i,-0.00016114+0.0005527i
-0.0019821+0.002739i,-0.001098+0.0026564i,0.00023344+0.003399i,0.0016011+0.0030458i,0.003104+0.0013637i,0.0036207+0.00093171i,0.0028497+0.00092906i,0.0023717-0.00027882i,0.0018397-0.00059867i,0.0006292+0.00034187i,0.00037979+0.00097408i,0.0010827+0.00088651i,0.0013222+8.8619e-05i,0.0011803-0.00027873i,0.0009076-0.00017584i,0.00023908-1.0002e-07i,-9.2984e-05+0.00034349i,0.00036634+0.000754i,0.00087483+0.00051428i,0.00026148+0.00041935i,-0.0005558+0.0006297i,9.5498e-05+0.00031893i,0.00039798-0.00045007i
-0.00052026-0.001397i,3.7128e-05-0.0024569i,-0.0010907-0.0027513i,-0.0011642-0.001409i,-0.00073948-2.4352e-05i,-6.1218e-07+0.00060472i,0.00061307+0.00028638i,0.00020377-0.00022357i,-0.0001938-0.00014233i,0.00027521+0.00025297i,0.0011397+0.00048664i,0.0011195+0.00052976i,0.00014178+0.00045257i,4.9478e-05-0.00031805i,0.00033637-0.00072943i,0.00013714-0.0005088i,0.00051371-0.0006106i,0.00095566-0.00054174i,0.0005102-0.00037432i,-2.853e-05-0.00018407i,-0.00016057-0.00050905i,-0.00022436-0.0011856i,-0.0003328-0.0005103i
-0.0020752+0.00078089i,-0.00090335+0.0019874i,0.00021835+0.0027512i,0.0022398+0.0017689i,0.0038497+0.00023635i,0.0038138-0.0010039i,0.0024646-0.0016624i,0.00068076-0.0016857i,-0.00013939-0.00086035i,0.00074035+0.00089766i,0.0010303+0.0016334i,0.00034376+0.00036373i,0.00052871-0.00017844i,0.00077158+0.00049162i,0.00085153+0.00018134i,0.0010931+0.00010069i,0.00070761+0.00081016i,0.0005041+0.00081345i,0.00036666-0.00047069i,-0.00029954-0.0011162i,-0.00055707-0.00028267i,-0.00046227+0.00056607i,-0.00034467+0.00046491i
0.0024689-0.00025287i,0.0014113-0.00032079i,-0.00030511-0.0015488i,-0.0015297-0.0020928i,-0.0012409-0.00094367i,0.00057439-0.00052947i,0.0013276-0.00073736i,0.0008044-0.0004875i,-0.00020113-0.00020087i,-0.00096072-4.0262e-05i,-0.00029993+0.00016002i,-0.00036622+0.00028805i,-0.00029651+0.0004099i,0.00014182+0.0003854i,0.00018162-0.00027991i,-0.00033042-0.00089223i,-0.00068912-0.00026673i,-0.00049691+0.00054925i,-0.00093523+0.0010773i,-0.0013128+0.00083025i,-0.00087566+0.00042454i,-0.00029939+0.00055983i,-0.00035802+0.00072588i
-0.00062265+0.0022107i,-0.00067039+0.0020841i,-8.9675e-05+0.0029289i,0.00071872+0.0025437i,0.0016554+0.0014538i,0.0014033+0.00035656i,0.0012271-0.00010278i,0.0012485+0.00010095i,0.00091393+0.00036561i,0.00010192+0.00047545i,-0.00016304+0.0013525i,0.00015626+0.0013277i,8.9541e-05+0.00025003i,0.00027107+9.7186e-05i,0.00079982-0.00035659i,0.00037748-0.00015323i,-0.00043922+0.00070444i,-0.00028782+0.00037142i,9.7901e-05+0.00021764i,0.00010207-0.00032144i,-0.00015559-0.00028164i,-0.000408+9.3738e-05i,-0.00057131+6.4397e-05i
-0.00043242-0.0010404i,0.00080853-0.0019415i,0.0011609-0.0021694i,0.00042331-0.0018925i,-0.00010417-0.0011811i,0.00057421-0.00067232i,0.0011355+9.8785e-05i,0.00032489+0.00031197i,-0.00034543-0.00033278i,-0.00097903+0.00012881i,-0.00081951+0.00073618i,-0.00010058+0.0012545i,-9.1794e-05+0.0011368i,-0.00010872+0.00056602i,-0.00093197+2.9744e-05i,-0.0008009-0.00017889i,0.00015425+0.00083366i,0.00015049+0.00094826i,5.0504e-05-4.3975e-06i,0.00066288-0.00093043i,0.0010891-0.00061748i,0.00051246+0.00020967i,0.00018236+0.0007251i
0.0021442+0.00019215i,0.001623+2.7864e-05i,0.0012333+0.00040728i,0.00049696+0.00015137i,0.00016878-0.00061044i,0.00024144-0.00065587i,0.00049381-0.00023231i,0.00076991-0.00032088i,0.0006927-0.00076168i,0.00047773-0.0010412i,0.00034259-0.00044503i,-4.6902e-05+0.00039094i,-0.00016641+0.00023649i,9.6169e-05-0.00065722i,0.00022066-0.00092387i,0.0003656-0.00040773i,0.00031369+0.00012743i,0.00053548+0.00038861i,0.00065143+0.00017102i,0.00017233-0.00013809i,-1.3644e-05+8.4094e-05i,-0.00019475+0.00081117i,0.00013445+0.00069577i
0.00015927+0.001985i,0.0003858+0.0010723i,0.00061333+0.00011812i,0.00082217-0.00071921i,0.001369-0.00081657i,0.0018128-0.00042157i,0.0015155-0.00048153i,0.000938-0.00028603i,-3.0089e-05-0.0004782i,-9.8641e-05-0.00025871i,0.00046069+0.00019916i,0.00079341+5.4006e-05i,0.00089664+0.00070812i,0.00065274+0.0008904i,0.00029149+0.0003651i,-0.00017773+0.0001787i,0.00013413-0.000393i,0.00050033-0.0005856i,0.00074612-0.00027896i,0.00074709-0.00049176i,0.00045868-0.0004056i,-0.00034257+0.00083475i,-0.00064875+0.00094297i
-0.00048476-0.00041373i,-0.00048876-0.00094668i,0.00028319-0.0011316i,0.00060641-0.00099833i,0.0011677-0.00073274i,0.0016313-0.00050201i,0.0012053+0.00016701i,0.00065881-5.3568e-05i,0.0002817-9.236e-05i,0.00033841+8.8855e-06i,0.00037351-0.00067649i,0.00024316-0.001191i,0.00043914-0.0009692i,0.00080428-0.00062146i,6.434e-05-0.00022338i,-0.00030485+0.00010478i,-0.00015848+0.00022644i,0.00022405+0.00048093i,0.0010571+0.00055131i,0.0012886-0.00022852i,0.0007169-0.00039916i,0.00050805+0.00025003i,5.5567e-05+0.00075221i
0.0014331-0.00041398i,0.001006-0.00099016i,0.00039633-0.0019487i,-0.0011966-0.0021203i,-0.0015148-0.00079839i,-0.00092039-0.00018605i,-0.00041458-0.00052785i,0.00053288+0.00023713i,0.00050176+0.0012405i,-8.4625e-05+0.00083756i,-0.00025715+0.00058939i,-0.0001555+0.0013871i,0.00047073+0.00079318i,2.4699e-05-0.00012706i,-0.00072463-0.00017238i,-0.00034575-8.3122e-05i,0.00010601+8.882e-05i,-0.00021289+0.00048684i,-0.00039903+0.00043942i,0.00052211+0.00071548i,0.0010907+0.00032351i,0.00035857-0.0001707i,-0.0002664-0.00040807i
-0.0014546-0.00050821i,-0.00050491+7.0556e-05i,9.0113e-05+0.0010304i,0.00081284+0.001345i,0.0015259+0.0014656i,0.0014163+0.00075884i,0.0012634+2.4192e-05i,0.0010817-0.00027436i,0.0005611-0.00083682i,0.00010254-0.00031421i,0.00061913+0.00047508i,0.0010131+0.0001022i,0.0011097-0.0002886i,0.001462-0.00021087i,0.00093841-2.6838e-05i,0.00013362-0.00020409i,-0.00043845+4.3611e-05i,-0.00057618+0.00088373i,-0.00036946+0.00018242i,0.00015716-0.00020283i,6.8252e-05+0.00035381i,-0.00011875+0.00020375i,0.00020583-0.00012147i
0.00054547+0.00087451i,-0.00028516+0.0009105i,-0.001485-0.00062555i,-0.0020361-0.0018302i,-0.0013868-0.0018717i,-0.00020645-0.00090742i,0.00041419-0.00022142i,3.755e-05-0.00016831i,-0.0003361-0.00075274i,9.3504e-05-0.00069409i,8.1195e-05+0.00010575i,0.00015471+0.00034547i,9.4104e-06+8.3448e-05i,-4.963e-06-0.00020777i,0.00047977-4.3552e-05i,0.00076452+0.00020301i,0.00051287-0.00016479i,0.00052115+0.00025059i,0.00070471+0.00057932i,0.00053313-4.9521e-05i,0.00042516-4.6795e-06i,0.00022333+0.00060859i,0.00032995+0.0013227i
0.000993+0.00058033i,0.00072054+4.0885e-06i,0.0013572-0.00084868i,0.0021657-0.00062841i,0.001276-0.00019133i,-0.00017514-0.00046726i,0.00021038-0.00098036i,0.00091442-0.0010911i,8.2866e-05-0.00087756i,-0.00071437-0.00013112i,-0.00045042+0.00077782i,-0.00062077+0.0014245i,-0.00082238+0.0010533i,-0.00059971-0.00013333i,-2.0327e-05-0.00016866i,-0.00031033+0.00059305i,-0.00094998+0.00018977i,-0.00018639-4.7471e-05i,0.0011396+0.00055377i,0.0009599+0.0012594i,0.00091309+0.00085152i,0.00094201+0.00051576i,-0.00011826+0.00042926i
-0.00081329-7.2812e-05i,0.0004261-0.00013598i,0.00032132+3.3562e-05i,2.5644e-05-0.00045024i,0.0012836+6.5169e-05i,0.0024306+0.00057872i,0.002105+0.00076742i,0.00072209+0.00075549i,-0.00054585+0.0010763i,-0.00080447+0.0012988i,6.9906e-05+0.00079545i,0.00024969+0.00078709i,-0.00034408+0.0002205i,-0.00049828-5.6333e-05i,0.00013151-0.0001392i,-0.00010743-0.00031542i,-0.00092375-0.00078276i,-0.00073076-0.00056335i,-0.0003086+0.00029182i,-0.00051624+0.00020602i,-0.00055218+0.00019097i,-0.00029251+0.00027i,0.00042634-0.0010971i
0.0001582-0.00039504i,0.00094495+0.00068591i,0.0014655+0.0015108i,0.0011207+0.0012992i,0.00040605-0.00043565i,0.00069424-0.0012536i,0.0006007-0.00037977i,0.00035927-0.0007538i,0.00037549-0.0011882i,-0.00013017+4.5864e-05i,-0.00027576+0.00020275i,0.00023763-4.7806e-05i,0.00012456+0.00029052i,0.00018412+0.00013839i,0.00022415-0.00055664i,-7.706e-05-0.0002491i,-0.00012133+0.00015817i,8.8466e-05+0.00036418i,0.00021833+1.3228e-05i,0.00010883-0.00024255i,-0.00019021+0.00013668i,-0.00039122-6.8955e-06i,-0.00058025-0.00030532i
