-0.001184-2.4415e-05i,0.0013287+0.0012838i,0.0019747+0.0020505i,0.0019556+0.0017238i,0.0015098+0.0018926i,0.0014602+0.0021842i,0.0018356+0.00096988i,0.0018605-0.0004501i,0.0014568-0.0012889i,0.0010767-0.0015164i,0.0017555-0.00079967i,0.0015604-0.0010334i,0.00053087-0.0012358i,0.00026462-0.00044131i,0.00010454-0.00010864i,-0.00037637-8.9266e-05i,-0.00050168+0.00018994i,-0.00033439+0.00025241i,-3.2366e-05-0.00011454i,4.8522e-05-0.0001136i,0.00046679-0.00025568i,-1.4507e-05-0.00042634i,-0.00057638-0.00043715i
0.0010817+0.0011465i,0.0023404+0.0014283i,0.0027888+0.0012475i,0.002789+0.00088644i,0.0015887+0.00067675i,0.00069117+0.00075848i,0.00052394+0.00030347i,-0.0010836-0.0010483i,-0.0018142-0.0010808i,-0.0010763-1.0721e-05i,-0.00023677+0.0010964i,0.00063146+0.0010729i,0.00056917+0.00042138i,7.8411e-05+0.00063208i,0.00026793+0.00024839i,0.00042157-0.00047573i,0.00018753-0.00058245i,0.00079338-0.00096401i,0.0012415-0.00081238i,0.00051239+0.00025527i,-6.9433e-05+0.00023496i,-0.00045165-0.0001281i,-0.00090835+9.0835e-05i
-0.0013839-0.00071124i,-0.00078675+0.0014608i,0.00076946+0.0027247i,0.0017566+0.003166i,0.0015743+0.0024142i,0.00063615+0.00086485i,-0.00025149-0.00022351i,-0.00053538-0.0010967i,-0.0010228-0.00077429i,-0.0018234-0.00014861i,-0.0019466-5.9741e-05i,-6.2036e-06+6.9991e-06i,0.0014748+0.00033618i,0.00060469+0.00043309i,-0.00013835+0.00025204i,0.00050868+0.00058734i,0.0006442+0.0013383i,-0.00037293+0.0011433i,-0.00081796+0.00048509i,-0.00089324+0.00069162i,-0.00090742+0.00053647i,-2.9274e-05-0.00019802i,0.00023264-4.8489e-05i
-0.00034482+0.0025851i,0.00012583+0.0029764i,0.00080615+0.0032064i,0.0019228+0.0030664i,0.0022636+0.0024849i,0.0018037+0.00050498i,0.00093819-0.00092308i,0.00033401-0.0016774i,-0.00029768-0.0013577i,-0.00081526-0.00042061i,-0.00019149-0.0002132i,0.00086523-0.00059052i,0.0011414-0.00082107i,0.0011129-0.00068259i,0.0011387-0.00012105i,0.00057078+0.00049055i,0.00021383+0.00081434i,0.00068597+0.00069582i,0.00086647+0.00085047i,0.00064734+0.0010798i,0.00050078+0.00076422i,0.0003282+0.00063422i,-4.8413e-05+0.00034342i
-0.0015379-0.0010278i,-0.0015207+0.0002879i,-0.00040821+0.0012774i,0.00054467+0.0018083i,0.0021766+0.0022297i,0.0030639+0.0022738i,0.0022089+0.00078523i,0.0012348-0.0012516i,-0.00016226-0.0012945i,-0.0011137-0.00038928i,-0.00081037+0.00013004i,-0.00045986+0.00069273i,-3.5913e-05-8.6055e-05i,0.0007332-5.5533e-05i,0.00062662+0.0009359i,0.00023685+0.00088153i,8.0628e-05+0.00078322i,-0.00015698+0.0006243i,-0.00021353+0.00022105i,-0.00010082-7.4265e-05i,-0.00046734+0.00011547i,-0.0011552+0.0012551i,-0.00092879+0.0011096i
0.0038478+1.7128e-05i,0.0037907-6.1928e-05i,0.0036129-0.00037177i,0.0030992-0.0004193i,0.0018724+0.00035493i,0.00082046+0.00078448i,0.00048738-0.00039947i,-0.00064551-0.0010215i,-0.0010825-0.00090974i,-0.00024346-0.00073438i,-0.00015922-0.00086924i,9.5164e-05-0.00044391i,0.00041461+0.00025257i,0.00030942+0.00086202i,8.0041e-05+0.0012497i,5.183e-05+0.00067906i,-0.00045532+8.4365e-06i,-0.0010292-0.00034563i,-0.00052632-0.00026582i,9.4589e-05+0.00044667i,0.00011675+0.00025154i,5.4305e-05-0.00035933i,-0.00022247-0.00036934i
0.00011131+0.0012193i,0.0015443+0.0019343i,0.0025891+0.001572i,0.0017246+0.00079112i,0.00036125+0.00029681i,0.00033602+0.00034494i,0.00059732-0.00039976i,-0.00011307-0.00081708i,-0.00092586-0.0001081i,-0.0016025+5.1621e-05i,-0.0011927-0.00023258i,0.00043795-0.00028576i,0.0016708-0.00035196i,0.0012572-0.00056649i,0.00073688-0.00053161i,6.0565e-05+5.4531e-05i,9.551e-05+0.00045231i,0.00065286+0.0007486i,0.00035493+0.00092671i,0.00012057+0.00048437i,-0.00038916+0.00015422i,-0.0012425-0.00013188i,-0.00097492-0.00024819i
0.0017129-0.00090939i,0.0015827-0.00050229i,0.00171+0.001537i,0.001484+0.0015124i,0.00011867+1.8476e-05i,-0.0015567+0.00013872i,-0.0021955-0.00016805i,-0.0022733-0.0010675i,-0.0018117-0.001043i,-0.001316+6.4809e-05i,-0.0011607+0.00039347i,-0.00056201+0.00046275i,1.03e-05+0.00064031i,-1.0187e-05+0.00051094i,0.0002403+0.00056898i,0.00068656+0.00034957i,0.00077789-0.00011254i,0.00063867-2.3503e-05i,0.00013606+4.4161e-05i,0.00010826+0.00022013i,0.00075203-0.00028179i,0.00080592-0.00090997i,0.00052976-0.00042014i
0.002549+0.0013908i,0.0023816+0.0025451i,0.0021795+0.0022381i,0.0025829+0.0018322i,0.0026134+0.00091795i,0.0017296+0.00040165i,5.1155e-05+0.00069014i,-0.0011439-0.000331i,-0.0012792-0.00099489i,-0.00092022-0.0003288i,-0.00022146-0.00044083i,0.00062736-0.00069085i,0.00095217+0.00022683i,0.00032721+0.00061665i,-0.00071763+0.00062536i,-0.00094469-0.00017138i,-0.00032871+6.7806e-05i,0.0001528+0.00079457i,0.00041121+0.00028287i,-0.00023177-0.00029122i,-0.00078151-0.00032531i,-0.00043852+7.7873e-05i,-0.00035275+0.00020641i
0.0022983+0.001067i,0.0020399+0.0018375i,0.0013615+0.001316i,0.0021137+0.0019441i,0.0024756+0.0023304i,0.0026323+0.0014144i,0.0022707-4.1399e-05i,0.00098424-0.00089093i,-0.00016778-7.0512e-05i,-9.759e-05+0.00055217i,0.00097785+0.00028776i,0.00055284+0.00027474i,-0.00057901+0.00035251i,-0.0011274+6.2844e-05i,-0.0010231-0.00021656i,0.00026133-0.00094981i,0.00031001-0.00059766i,-3.328e-05+0.00028468i,0.00016048+0.0005332i,-0.00019646+2.8496e-06i,-0.00050415-0.00023746i,-0.00030553+0.00047306i,6.2584e-05+0.00070884i
0.00053254+0.0018581i,0.00027287+0.0020856i,0.0015492+0.0025952i,0.0014967+0.0025162i,0.00090881+0.0016822i,0.0017926+0.0012408i,0.0016572+0.0013967i,0.0004894+0.00052856i,-0.00014057-0.00051517i,-0.00084812-0.00053283i,-0.00087319-0.00045038i,0.0002612-0.00043799i,0.00049144-0.00070962i,0.00047388-0.00065149i,-4.6629e-05-0.00012961i,-0.00016579-0.00049018i,0.00075156-6.773e-05i,0.00026686-0.00015422i,-0.00033352-0.00068964i,-0.00024683-0.00057604i,-0.00066634-0.00050785i,-0.001034-0.00058065i,-0.00061348-0.00077919i
0.001549+0.001525i,0.0034049+0.0019688i,0.0040569+0.0010532i,0.0024839+0.00032941i,0.00050408+0.0011529i,0.00033723+0.001311i,0.00061165+0.00019388i,-0.0003519-0.00030938i,-0.0010824-0.00055277i,-0.00047292-0.00042205i,7.1475e-06+4.7082e-05i,0.00046415+0.00034615i,0.00052692-0.00051991i,0.00050738-0.00059338i,0.00049598-0.00043384i,0.00031278-0.00027229i,0.00053409-0.00039882i,0.00067037-0.0013053i,0.00072442-0.0010544i,0.00022399-0.00093931i,-0.00022453-0.00094307i,-0.00030577-0.00052101i,-0.00059136-0.00028004i
-0.00039968+0.00068893i,0.00022466+0.001959i,0.0018232+0.0025062i,0.0025369+0.0017226i,0.00080585+0.0013748i,-0.00060269+0.001272i,-0.001116-0.00044579i,-0.0012708-0.0016955i,-0.002133-0.0012791i,-0.0021128-0.0011366i,-0.001196-0.00036422i,-0.00025951+0.00041737i,0.00095603-6.8931e-05i,0.00094492-0.00061449i,-0.00033023-0.00023789i,-0.00056692-0.00041855i,-2.2806e-05-0.0011487i,0.00059325-0.0012013i,0.00019233-0.00067138i,-0.00059471+5.2999e-05i,-0.0010724-3.2065e-05i,-0.00073145-0.00020879i,-0.00019564-9.9246e-05i
-0.0006827-0.00089166i,0.00054593+0.00038174i,0.0012232+0.00045716i,0.0010149+0.00084986i,0.00061803+0.00092092i,0.00052218+0.00093839i,-2.3637e-05+0.00088138i,-0.0016435+0.00037993i,-0.0027092-0.00021982i,-0.0021144-9.7523e-05i,-0.00046225+0.00027811i,-6.6832e-05+0.00068772i,1.8613e-05+0.00035414i,0.00028515+0.00046604i,-0.00056719+0.0010656i,-0.00046912+0.0012761i,0.000221+0.00093204i,0.0002117+0.00020314i,0.0002837-0.0002623i,0.00025551-0.00027398i,-4.86e-05+0.00035325i,-0.00011997+0.0013913i,-0.00032136+0.0010318i
0.0015124+0.00021198i,0.0016099+0.0010985i,0.0031132+0.0013221i,0.0036967+0.0010902i,0.0034506+0.00037936i,0.0028232-0.00034449i,0.0013217-9.1364e-05i,0.00022993-1.5683e-05i,-0.00017377-0.0003774i,-0.00075975-0.0006453i,-0.00074044-0.00033484i,-0.00033793-0.00039278i,-0.00035251-0.00062943i,-0.00015793-0.00071253i,7.8021e-05-0.000148i,0.00044327+0.00037063i,0.00017575+0.00057878i,-0.00066017+4.0088e-05i,-0.00056857-0.00065983i,0.00028354-0.00074416i,0.00081454-0.0003731i,6.2522e-06-3.9853e-05i,-0.00076955+0.00021666i
0.0044118+0.0023718i,0.0043489+0.002532i,0.0040263+0.0029049i,0.0032625+0.002277i,0.002233+0.0011724i,0.0014734+0.0001427i,0.0011805-0.0011617i,0.00023369-0.00065324i,-0.00026895+0.00037204i,0.0005254+0.0003767i,0.0008627+0.00051451i,0.0006076+8.8274e-05i,0.00016193-0.00045142i,-0.00020734-0.00017982i,-0.00047586-0.00028577i,-0.00027174-0.00077392i,0.00047902-0.00047515i,0.00065085-0.00011509i,-3.4369e-05-6.2116e-05i,8.2019e-06-4.4177e-05i,0.00026747-0.00016829i,-0.00026497-0.00020032i,-0.00094662+1.5485e-05i
0.0016083-0.00030663i,0.00080469-0.00018111i,0.00017987-0.00067893i,-8.5914e-05+0.00013956i,0.00035901+0.00093206i,0.0011435+0.0010725i,0.00025491+0.00020197i,2.8964e-05-0.0012746i,0.00020281-0.001085i,-8.5e-05-0.000138i,-0.00061047+0.0003912i,-0.00059846+0.00084075i,-6.229e-05+5.1783e-05i,-0.00013263-0.0008372i,-0.00055754-0.00096325i,0.00020442-0.00048369i,0.00098396+0.00016628i,0.00065996-5.5364e-06i,-2.8116e-05+0.00080803i,-0.00026802+0.0010303i,0.00056331+3.2348e-05i,0.0006592-2.4512e-05i,-0.00031061+6.7618e-05i
-0.00041138+0.0027192i,0.0016957+0.0026478i,0.0033244+0.0015409i,0.0035028+0.0012545i,0.0021724+0.0014073i,0.00075771+0.00027517i,-0.00022073-0.0014922i,-0.0012746-0.0014803i,-0.0016304-6.3214e-05i,-0.00085356+0.00062368i,0.00078+3.1024e-05i,0.0011654-0.00068772i,0.00048502-0.00079242i,0.00019374-0.00032712i,0.00059562+0.0003717i,0.00038806+0.00068373i,0.00016065+3.2848e-05i,0.00030424-0.0007306i,-0.00093782-0.00075211i,-0.0011037-0.00030307i,-0.00064046+4.2991e-05i,-0.0010169-0.00020141i,-0.001068-0.00041475i
0.0030344-0.00018033i,0.0042271+0.00010817i,0.0044563+0.00092592i,0.004023+0.0013469i,0.0027481+0.0015877i,0.00039846+0.0014428i,-0.001251+0.00051118i,-0.0010069-0.00034687i,-0.00085068-0.00049304i,-0.00086024+5.0482e-05i,-0.00082414+0.00058947i,-0.00084343-0.00027415i,-0.00043453-0.00031712i,-0.00059567+0.000198i,-0.0011811-0.00043742i,-0.00051235-0.0010537i,0.00056356-0.00067238i,0.00077747-0.0001666i,0.00020233-0.00043517i,-0.00052189-0.0003254i,-0.00079749+5.4834e-05i,-0.00030698-0.00018413i,-4.0276e-05-6.3351e-05i
3.8849e-05+0.0011813i,0.0013437+0.0029282i,0.002422+0.003857i,0.0031279+0.0035101i,0.0034579+0.0033645i,0.0024053+0.002972i,0.0014236+0.0015026i,0.00057822+0.00010306i,-0.00093599-0.00023572i,-0.001879-2.4892e-05i,-0.0014725+0.00038298i,-0.00048182+0.0006115i,0.00034358-5.8329e-06i,-9.0284e-05-0.00010722i,-0.0003857+0.00024895i,-6.6856e-05+0.00048312i,-8.8223e-06+0.00040689i,-0.00015723+0.00024933i,-0.00029002+0.00028676i,5.381e-08+0.00030677i,-0.00018329-0.00025114i,-0.00050531-0.00023089i,-0.00014955+0.0003193i
0.0012736+0.0028582i,0.0019057+0.0020807i,0.002238+0.0027548i,0.0024621+0.0023301i,0.0032121+0.001458i,0.0031958+0.00099958i,0.0023959-0.00054594i,0.001464-0.0011858i,0.0007881-0.0008575i,0.00077271-0.0012205i,0.00078271-0.0010588i,0.00048693-0.00083495i,0.000321-0.0008495i,-0.00052836-0.00022969i,-0.00060402+0.00057328i,-0.00035301+0.00069441i,-0.00051878+0.00010967i,1.7399e-06+0.00023981i,0.00063465+0.00049552i,0.00021803+7.7902e-05i,-0.00021852-0.00012074i,-0.00040149-0.00026126i,-0.0004466-0.0001759i
-0.00022381+0.00035592i,-0.00075263+0.0016248i,-0.0010171+0.0015152i,-0.00122+0.0016301i,-0.00077293+0.0020052i,0.0011711+0.00095887i,0.0014331-0.00089736i,0.00020429-0.0027655i,-0.00017731-0.0020204i,-0.00037461-0.00031736i,-0.00078145+0.00067477i,-0.00075859+0.00063018i,-0.00031667-0.00033413i,-0.00011699-0.00013537i,-0.00017783+5.2567e-05i,-0.00032262-0.00020565i,-0.00068983+0.00014105i,-0.00039259+0.00046875i,0.0004694+0.00020736i,0.00054443-0.00019056i,-0.00044735+0.000416i,-0.00077256+0.00045247i,-0.0009473-3.186e-05i
0.0033352-0.00029921i,0.0036711-0.00042472i,0.0027729-0.0014911i,0.00088248-0.0017406i,-0.0004679+0.00024668i,-0.00067033+0.0006015i,-0.0010137-0.00068519i,-0.0012621-0.001346i,-0.00095633-0.0013168i,-2.3954e-05-0.00042782i,0.00033387+0.00013718i,0.00043639+0.00013335i,0.00099426+0.00022997i,0.00087057+0.00016191i,0.00042802+0.00052103i,0.00055023+0.0010474i,0.00045084+0.0012499i,0.00020923+0.00088901i,0.00030575+0.00084965i,0.00019036+0.0009005i,9.2854e-05+0.00067299i,0.00035756+0.00047175i,0.00033257-0.00043093i
0.00324-0.00037903i,0.0027608-0.0003109i,0.0025622-0.0015923i,0.0019415-0.0011729i,-0.00044792+0.00017708i,-0.0020375+0.00054241i,-0.0014803+0.00011385i,-0.0011019-0.0007143i,-0.001562-0.00081837i,-0.0020957+0.00011116i,-0.0019222+0.00069683i,-0.00090236+0.00028614i,-0.00023119-5.8686e-05i,0.00066571-0.0005427i,0.00091982-0.00037815i,0.00063281+0.00022735i,0.00066074+0.00042066i,0.00057964-1.285e-05i,0.00026095-0.00043757i,2.0423e-05-9.4416e-05i,-0.00032335-0.00034249i,-0.0002663-0.00042971i,-0.00047588+7.5096e-05i
0.0019765-0.00074637i,0.0032286+0.00094678i,0.0043928+0.0018691i,0.0041604+0.0013337i,0.0024605+0.00077601i,0.001122+0.0010003i,0.00045476+0.00094345i,-0.00012747-0.00023846i,-0.00016953-0.00071292i,-5.5804e-05-0.00013016i,5.3766e-05-0.00038201i,0.00022356-0.00017076i,-0.00039671-7.6553e-05i,-0.00059272-0.00077816i,0.00041792-0.0004827i,0.0003321+0.00042789i,-0.00020758+0.00073274i,2.6526e-05-0.00022282i,0.00019709-0.00094802i,0.00063652-0.00016004i,0.000293+0.0001036i,-0.00049596+0.00029609i,-0.0012264-5.5208e-05i
0.0026843+0.0028071i,0.0034699+0.0027205i,0.004753+0.0027583i,0.0048492+0.0021713i,0.0044902+0.0019372i,0.0031816+0.0015488i,0.0017321+0.00052906i,0.00071042-0.00034037i,-0.00035239-0.00070796i,-0.00083833-0.00077039i,-0.00058782-0.00015673i,0.00027636+0.0007824i,0.00041277-6.5387e-05i,0.0005075-0.0008078i,0.00044509-0.00083989i,-2.57e-05-0.00076097i,-9.9301e-05-0.00033533i,9.8161e-05-0.00015584i,0.00040888+0.00029919i,0.00079321+0.00041113i,0.00081983+0.00010949i,0.00025417+0.00041566i,0.00034722+0.00086201i
-0.00039133+0.0007018i,0.0005197+0.0018678i,0.00043226+0.0027422i,0.00077382+0.0026377i,0.0023219+0.0024855i,0.0025232+0.00069723i,0.0011202-0.0015891i,0.00019339-0.002066i,-0.00010548-0.0012512i,-0.00029703-0.0008212i,0.00034064-0.00081093i,0.00066719-0.00091109i,0.0001287-0.0011265i,4.2113e-05-0.0011797i,-0.00051502-0.00053917i,-0.00082143+0.00094281i,-0.00011335+0.0010103i,6.541e-05+0.0003047i,-0.00049836-9.1489e-05i,-0.00084182-0.00042583i,0.0002778-0.00030462i,0.00049934-0.00011617i,0.00012792-1.8685e-05i
7.6715e-05-0.0011945i,-0.00023882-0.00087901i,1.6014e-05-0.00044448i,0.00068547+0.000204i,-0.00041093+0.0012204i,-0.0011464+0.0010056i,-0.00081398-0.0006686i,-0.0004861-0.0020375i,-0.00047659-0.001754i,-0.00045868-0.00080756i,-6.8601e-05+0.00045562i,0.00047019+0.00084248i,0.00047207-0.00019342i,-0.00018667-0.0011968i,-0.00021627-0.00078701i,0.00025325-7.7577e-05i,0.00012669-0.00043214i,0.00036244-0.00094088i,0.00023238-0.0014564i,-0.00027359-0.0011178i,-0.00024687+0.00015097i,-0.00038962-0.00021453i,-0.00035509-0.000514i
1.7659e-05+0.0017938i,0.0017856+0.0020891i,0.0018624+0.0013593i,0.00072801+0.000719i,0.00021968+0.00096924i,-0.00010072+0.00069533i,-0.00071617+0.00014402i,-0.0017482-0.00055592i,-0.0020245-0.00069691i,-0.0017629+8.1396e-05i,-0.001372+0.00065959i,-0.00069697+0.00070478i,0.0001022+0.00061963i,0.00052876+8.0756e-05i,8.1753e-05+0.00028069i,0.00035035+0.00076895i,0.00085857+0.00058494i,-0.00026396+0.00045016i,-0.00082094+0.00052375i,-0.00060931+0.00034675i,-0.00098833+0.00014551i,-0.00063826-0.00010087i,-0.00030858-0.00021601i
-0.00043356+0.00046719i,0.0018981+0.00093861i,0.0033639+0.0017524i,0.0025739+0.0031117i,0.0020318+0.0022714i,0.0023272+0.00088981i,0.0012721+0.00054629i,-0.00093593-6.7951e-06i,-0.0021058-6.3275e-05i,-0.0020341+0.00070847i,-0.0014455+0.00052057i,-0.00072129-1.1009e-05i,-0.00060554+0.00035978i,-0.0008544+0.00068867i,-0.0003382-6.1103e-05i,0.0010218-0.00078378i,0.0010621-0.00028151i,-0.00010649+0.00012221i,-0.00075045-0.00019655i,-0.0007692-0.00029322i,-1.3104e-05+0.00050528i,0.0003775+0.00098042i,0.00028491+0.00053133i
0.00016379-0.00012081i,3.4691e-05+0.0011521i,0.0020262+0.00196i,0.0032051+0.0017871i,0.0025343+0.0018012i,0.0026121+0.0022083i,0.0029158+0.001944i,0.0018163+0.0011432i,-0.00013266+0.00065845i,-0.00050344-0.00021608i,-7.2907e-05-0.00049898i,0.00034235+1.5339e-05i,0.00048404+1.2567e-05i,0.0001775-0.00069847i,-0.00040872-0.0010539i,-0.00091994-0.00078918i,-0.00030758-0.00034426i,0.00013385+0.00021746i,0.00031857+0.00017431i,0.00089327-0.00039285i,0.00094616-0.00063154i,0.0011324+0.00022057i,0.00085758+0.00077592i
0.0037674-0.00035378i,0.004087+0.0011016i,0.0038+0.0016323i,0.0029489+0.0014152i,0.0021852+0.00060486i,0.00098388+0.00015238i,0.00035652-0.00014435i,0.00024569-0.0014884i,1.3588e-05-0.0022273i,5.047e-06-0.0016031i,0.00070818-0.00023237i,0.0010529+0.0010298i,-8.7954e-05+0.00065448i,-0.0012153-0.00029597i,-0.00087311+0.00041309i,-0.0002464+0.00092167i,6.6085e-05+0.00076578i,0.00046327+0.00087925i,0.0010299+0.00080122i,0.0004533-5.8918e-05i,0.00034221-0.0007901i,0.00056642-0.00046494i,6.8174e-05-0.00039082i
0.00061447+0.000801i,0.00076283+0.00064675i,0.0010822+0.00047729i,0.0010867+0.0011987i,0.00046008+0.0013677i,-0.00049427+0.00012095i,-0.0012278-0.0012272i,-0.0014756-0.0011648i,-0.0017597-0.00080977i,-0.0017882-0.00103i,-0.00056207-8.1702e-05i,0.001011+0.0009064i,0.0004931+0.00014505i,8.4669e-05-0.00078147i,0.00071641-0.00094451i,0.00072177-0.00050804i,0.00029878+0.00045317i,0.00019846+0.00024805i,-0.0002919-0.00072561i,-0.00079669-0.00045837i,-0.00056893+0.0006478i,3.591e-05+0.0011661i,-0.00030246+0.00038948i
-0.0008993+0.0017705i,-0.00012975+0.00068605i,0.0012449+0.00042116i,0.00077093+0.0016086i,0.00015118+0.001887i,-0.00027621+0.00078685i,-0.0012122-0.00068988i,-0.0020757-0.00044145i,-0.0015271-6.2405e-05i,-0.0018012-0.00017776i,-0.0019853+0.00015258i,-0.00045077+0.00023068i,0.00060385-3.8694e-05i,0.00037924+3.5128e-05i,0.00072657+0.00067392i,0.00082159+0.00081571i,-3.1963e-05+0.00012875i,-0.00057711+0.00023825i,-0.0016676-0.00020311i,-0.0016875-0.00092736i,-0.00087704-0.00030628i,-0.00014708+0.00013803i,-9.1486e-05-9.6553e-05i
0.0012745+0.00079062i,0.00214+0.00070308i,0.0030212+0.00058032i,0.0036255+0.00050539i,0.0031421+0.00061458i,0.0022948+0.0016751i,0.00093997+0.0017354i,-0.00036451+0.0012001i,-0.0011102+0.0010227i,-0.0013744+0.00099266i,-0.0014515+0.00067447i,-0.00077051+3.2365e-05i,-0.00011714-0.00051621i,-0.00041156-0.0010263i,-0.00016427-0.00056963i,0.00029824+7.087e-06i,-3.8279e-05+0.00042358i,-0.00018486+0.00084042i,-0.00025855+0.00082356i,-0.00073283+0.0001403i,-0.00010677-0.00077814i,0.00079687-0.0010076i,0.00039402-5.1422e-05i
0.00017375+0.0019447i,0.0023143+0.0028141i,0.0036059+0.0026978i,0.0036279+0.0021157i,0.0034709+0.0018492i,0.0033217+0.0018572i,0.0021049+0.00080637i,0.00010589-0.00031084i,-0.00088503-0.00039024i,-0.001264-0.00031721i,-0.00021148-0.00045972i,0.00012054-0.00073583i,-0.0007118-0.00086599i,-0.00027595-0.00028463i,8.4438e-05+0.00086718i,-0.00036122+0.0010683i,0.00015815+0.00023834i,0.00070241+4.4603e-05i,0.00036446+5.3684e-05i,0.00031986+0.00030998i,0.0010485-8.4988e-05i,0.00058637-0.00080086i,-0.00018455-0.00068433i
0.0030635+1.3383e-05i,0.0034385+0.0014782i,0.0030523+0.002251i,0.002314+0.0013625i,0.0012297+0.00079384i,0.00090925+0.00039022i,0.0011336-0.00075636i,0.00090267-0.0017069i,0.00035015-0.0019059i,0.00010379-0.0014238i,-0.00021905-0.00069928i,0.00017362-0.00027103i,-2.7907e-05+6.2082e-05i,-0.00048074-0.0003203i,-0.00019467+6.5886e-05i,0.00011293+0.00023039i,-0.00054495-0.00038186i,-0.00052044-0.00051754i,0.00039675-0.00041387i,0.00043036-0.00050041i,4.7119e-05-0.00059577i,-0.00011496-0.00068116i,-0.00013683-0.00069506i
6.008e-05-0.00042975i,0.00058423+0.0010702i,0.00089453+0.0012681i,0.0012386+0.0017899i,0.0004005+0.0022243i,-0.00078171+0.00091198i,-0.00085686-0.00046879i,-0.00080733-0.001231i,-0.0010382-0.0011728i,-0.0012696-0.00056749i,-0.00051085+0.00042505i,0.00078598+0.00018684i,0.00053421-6.9565e-05i,-7.9638e-05+0.00035598i,-1.7866e-05+0.00031171i,-1.7259e-05+0.00026141i,-0.00032213-0.00024674i,9.7636e-05-0.00063184i,-2.0403e-05-0.00015023i,-0.00088388+0.00057138i,-0.0010503+0.00069449i,-0.00040452+0.00032302i,0.00034117+0.00058217i
0.00084533+0.0013035i,0.00014785+0.0026189i,0.00015017+0.0020115i,0.00032931+0.00035487i,-0.00058045-0.0004262i,-0.0016636+8.0327e-05i,-0.0019135-7.2587e-05i,-0.0023076-0.00058627i,-0.0022539-0.00063373i,-0.0015888-0.0003816i,-0.0010068+0.00016534i,-0.00063034+0.00015878i,-0.00014476-0.0012998i,0.00083808-0.0022128i,0.00057288-0.0010879i,0.00015239-0.0004154i,0.00045005-0.00093414i,0.00023099-0.00094733i,8.5257e-05-0.00054932i,-0.00029465-0.00066926i,-0.00083172-0.00088943i,-0.00073529-0.00085243i,-0.0010601-0.00019406i
0.0023584+0.0010397i,0.0020819+0.00080857i,0.0017318+0.0011174i,0.0020801+0.00114i,0.0021945+0.0018994i,0.0022132+0.0025896i,0.00097079+0.0019369i,-0.00067091+0.00098164i,-0.0016129+0.00025245i,-0.0013193-0.00020513i,-0.00058879+0.00030894i,-0.00032743+0.00063157i,-0.00044362+0.00027223i,-0.00070502+0.00030326i,-0.00059315+0.00030834i,0.00013411-0.00072148i,0.00041883-0.0005528i,-0.00013498-0.00059096i,-0.0004809-0.00053437i,-0.00044342+0.00020261i,-0.00039698+7.9182e-05i,-0.00023955-0.0004369i,-2.8466e-05-0.001007i
0.0001844+0.002235i,0.001478+0.00205i,0.0030481+0.001517i,0.0039519+0.0013583i,0.0033061+0.0013683i,0.0030039+0.00082365i,0.0029151+0.00084985i,0.002064+0.00018305i,0.00036852+0.00019416i,-0.00050613+0.0006421i,-0.00011289+0.00010896i,0.00030779-0.00030837i,-0.00015674+0.00011022i,-0.0010498+0.00047155i,-0.001226+0.00055686i,-0.00063778+0.00072066i,5.5445e-05+0.00084107i,0.00066089+0.000441i,0.0010041+0.0002285i,0.0011499+0.00072208i,0.0011592+0.0007465i,0.00084423+0.00034996i,0.00033628-0.00023171i
0.0020371+0.0013121i,0.0036314+0.0012658i,0.0052716+0.0011176i,0.0055139+5.8116e-05i,0.0042274-0.00072119i,0.0028292-0.00045021i,0.0019851-0.00046616i,0.00069258-0.0016199i,-0.00069245-0.0023035i,-0.00089995-0.0010342i,-0.00076707-9.3579e-05i,-0.00048213+0.00032985i,-0.00034122+0.00077808i,-0.00053768+0.00054975i,-0.00016084+0.00027801i,0.00074015+0.00023172i,0.00053532+6.2895e-05i,-0.00029081+0.00012644i,-0.00025754-8.8794e-05i,0.00017113-0.00053463i,0.00031337-0.00010218i,0.00044185-0.00010495i,5.0496e-05-0.00015877i
0.0023969+0.00099197i,0.0035293+0.0026047i,0.0038195+0.0029795i,0.003924+0.0016246i,0.0033336+0.00068913i,0.00023542+0.00032145i,-0.0022562-0.00067654i,-0.0021214-0.0019228i,-0.0016393-0.002069i,-0.0010981-0.0017683i,-0.0004989-0.00063988i,-0.00014404-0.00024854i,0.00056567-0.0011144i,0.00091479-0.00067644i,0.00040536+0.0003369i,0.00018809+0.00012129i,0.00078364-0.00026134i,0.00061755-0.00049391i,-0.00023417-0.00080967i,-0.00078358-0.000141i,-0.00099784+0.00075654i,-0.00066342-0.00022258i,-0.00050037-0.0011021i
0.00093283+0.0030608i,0.00072984+0.003499i,0.00062154+0.0028281i,0.00071699+0.002538i,0.00016948+0.0020064i,-0.00069245+0.0009876i,-0.0011306+0.00032149i,-0.0017597-0.00011734i,-0.0026127-0.00044071i,-0.0022171-0.0004482i,-0.00068852-0.00012158i,0.00068286+0.00041636i,0.00053445+0.00018948i,-0.00011286+0.0003881i,0.00016704+0.00030917i,0.00029718-0.00015486i,-0.00020104-0.00011031i,9.8658e-07-0.00040771i,-0.00010714-0.00011367i,-0.0007877+0.00036867i,-0.00048208-8.6729e-06i,5.5896e-05-0.00026902i,0.00018367-0.00027153i
