-0.0042225-8.0237e-05i,-0.0023852+0.00043451i,-0.0011405+0.0023453i,-0.00037799+0.0029515i,0.00013205+0.0027681i,-2.9683e-05+0.002554i,-0.00068371+0.0022361i,-0.00037698+0.0023018i,0.00048199+0.0027503i,0.00070062+0.0022834i,0.00078684+0.0011621i,0.00071012-4.811e-05i,6.7296e-05-0.0011666i,-0.0007446-0.00082521i,-0.00045671-0.00058518i,-0.00029524-0.00095315i,-0.00029918-0.00089203i,-0.00021497-0.00069918i,0.00040625-0.00032741i,0.00064548-0.00011759i,-0.00034209-1.7366e-05i,-0.00091683+3.7605e-05i,-0.00071709+0.00040362i
-0.03499-0.0018342i,-0.02089+0.030623i,0.074572+0.11348i,0.19552+0.19139i,0.21775+0.19879i,0.14653+0.15563i,0.076897+0.095089i,0.039288+0.038845i,0.025912+0.0072745i,0.019832-0.0059378i,0.0057435-0.0067046i,-0.0075298+0.0032232i,-0.013254+0.0086838i,-0.019351+0.0078412i,-0.0252+0.0070352i,-0.02466+0.0048025i,-0.020902-8.5379e-05i,-0.020952-0.0022001i,-0.02677+0.003093i,-0.027792+0.0082432i,-0.018334+0.0065503i,-0.0090045+0.0030086i,-0.0038509+0.0026203i
0.01124-0.045554i,-0.033165-0.096481i,-0.14499-0.14017i,-0.21398-0.14539i,-0.13135-0.12563i,-0.01498-0.094818i,0.012303-0.035978i,0.0045877+0.013335i,0.0043343+0.016806i,-0.00084756+0.0044636i,-0.0030515-0.0015742i,0.0016209-0.0033479i,0.0068069+0.0011491i,0.0096356+0.0081543i,0.0091001+0.01369i,0.0058521+0.014068i,0.0012749+0.011357i,-8.8364e-06+0.015986i,0.0073784+0.026609i,0.015145+0.031129i,0.015242+0.025626i,0.011066+0.017467i,0.0083482+0.012054i
0.031647+0.046001i,0.079599+0.067442i,0.12873+0.028379i,0.10573-0.057746i,0.0044802-0.1014i,-0.059175-0.088961i,-0.039476-0.070555i,-0.0085304-0.054262i,-0.002069-0.036359i,-0.0046173-0.023498i,-0.0059118-0.012612i,-0.00040885-0.0059423i,0.0093229-0.0083498i,0.016335-0.013107i,0.020107-0.01499i,0.018817-0.011948i,0.015588-0.0071276i,0.016622-0.010515i,0.016559-0.024535i,0.0074048-0.032611i,-0.0040253-0.024402i,-0.0072771-0.01303i,-0.0050492-0.0093424i
-0.049277+0.0044691i,-0.068025+0.042083i,-0.025279+0.13448i,0.05235+0.22053i,0.065801+0.22571i,0.022347+0.17271i,0.0031241+0.10073i,0.0067915+0.033021i,0.0031731+0.00013917i,-0.00383-0.0036072i,-0.013538+0.00253i,-0.022417+0.010947i,-0.025795+0.012971i,-0.025513+0.010377i,-0.022508+0.0064801i,-0.018766+0.0018244i,-0.013751-0.0028552i,-0.013703-0.0059074i,-0.01955-0.0021093i,-0.016435+0.0060532i,-0.0025594+0.0087594i,0.0081795+0.0066462i,0.010333+0.0043016i
0.016417-0.054993i,-0.013749-0.1291i,-0.10591-0.19289i,-0.15515-0.18342i,-0.060776-0.11565i,0.0442-0.055061i,0.03446-0.013379i,-0.0059854+0.016909i,-0.013029+0.021685i,-0.011439+0.017224i,-0.0018985+0.014279i,0.010756+0.0044547i,0.01277-2.5867e-05i,0.011348+0.0034127i,0.0099062+0.0062273i,0.005464+0.0065617i,9.36e-05+0.0069806i,-0.0015987+0.012547i,0.0032877+0.023178i,0.008451+0.02873i,0.0064674+0.022834i,0.0014811+0.014237i,-0.00018046+0.0078789i
0.040422+0.05283i,0.1046+0.096439i,0.17586+0.078043i,0.17224-0.014728i,0.081746-0.099505i,0.012662-0.12035i,0.010961-0.092128i,0.012677-0.048513i,0.0048726-0.012219i,0.0069704+0.0072339i,0.014633+0.011107i,0.020074+0.004754i,0.020715-0.0047306i,0.019188-0.011395i,0.016956-0.013769i,0.012548-0.010185i,0.0087585-0.0036681i,0.010246-0.0062063i,0.012629-0.021104i,0.0084783-0.033261i,-0.00010424-0.033389i,-0.0048029-0.026368i,-0.0051001-0.019053i
-0.059307+0.0028251i,-0.11083+0.034334i,-0.11528+0.10907i,-0.077486+0.17358i,-0.075119+0.16686i,-0.094798+0.1186i,-0.067907+0.072829i,-0.019183+0.035955i,0.0057155+0.021607i,0.014972+0.019753i,0.009775+0.013559i,-0.0078464+0.011382i,-0.019899+0.011047i,-0.024558+0.0052439i,-0.025406-0.00074753i,-0.020262-0.0033858i,-0.012144-0.005434i,-0.011778-0.0067232i,-0.018694-0.0032532i,-0.016855+0.0046392i,-0.0027935+0.01075i,0.0086138+0.012318i,0.0096052+0.01006i
0.021655-0.062526i,0.010956-0.14842i,-0.049358-0.21802i,-0.087568-0.18834i,-0.022207-0.074474i,0.045373+0.012421i,0.022302+0.031756i,-0.006457+0.03074i,0.0037981+0.02173i,0.014176+0.0054792i,0.018297-0.0030994i,0.022062-0.0060276i,0.020232-0.0032753i,0.015363+0.0026621i,0.0094226+0.0063393i,0.0031663+0.0063832i,-0.0025029+0.0038963i,-0.0058579+0.0085369i,-0.0036893+0.020067i,-0.0028046+0.024587i,-0.0079009+0.018639i,-0.012152+0.0090993i,-0.010253+0.0030008i
0.038277+0.064067i,0.10863+0.12901i,0.19183+0.14712i,0.21308+0.065669i,0.15038-0.047963i,0.090858-0.091193i,0.070703-0.066949i,0.050332-0.038138i,0.030092-0.027522i,0.021434-0.026114i,0.014642-0.023329i,0.011269-0.016046i,0.013689-0.011615i,0.015448-0.0096746i,0.013834-0.0067729i,0.009971-0.0012216i,0.0055144+0.0034087i,0.0058116-0.0012542i,0.010631-0.014954i,0.011121-0.027876i,0.0064744-0.031409i,0.0020247-0.02607i,-0.0006811-0.017577i
-0.065943-0.00038457i,-0.13655+0.01513i,-0.17842+0.060894i,-0.16031+0.10202i,-0.13381+0.082451i,-0.12309+0.036596i,-0.080627+0.015211i,-0.024041+0.0022378i,-0.00059589-0.0094278i,-0.0012512-0.013878i,-0.011979-0.014275i,-0.025685-0.0085474i,-0.030213-0.0013752i,-0.027608-0.00028779i,-0.021965-0.0014803i,-0.01377-0.00072828i,-0.0063504-0.00011985i,-0.0057448-0.0010896i,-0.012524+0.00081119i,-0.014668+0.0091309i,-0.0078839+0.019287i,-0.00042976+0.023901i,0.0027861+0.020864i
0.031367-0.06359i,0.046006-0.14933i,0.014481-0.22529i,-0.034846-0.19098i,-0.022362-0.049624i,0.011701+0.041059i,-0.0050473+0.031664i,-0.02515+0.011531i,-0.018037+0.0027345i,-0.013316-0.0061535i,-0.0078413-0.0042177i,0.0048397+2.4599e-05i,0.01005+0.0012924i,0.0098546+0.0044401i,0.010151+0.0079167i,0.0072939+0.0071404i,0.0021445+0.0044597i,-0.0012741+0.0068734i,-0.0020491+0.013778i,-0.0044931+0.017526i,-0.009602+0.014009i,-0.01122+0.0064288i,-0.0068418+0.001044i
0.0391+0.069649i,0.096241+0.15322i,0.17795+0.20072i,0.21879+0.13262i,0.18006+0.010796i,0.12752-0.035631i,0.091972-0.018307i,0.048407-0.009699i,0.0098189-0.0094519i,-0.0059205-0.0015486i,-0.0060505+0.0065162i,0.00074806+0.0076656i,0.0076791+0.0010593i,0.011698-0.004315i,0.012649-0.0048454i,0.0089568-0.002153i,0.0050466+0.0010773i,0.0070009-0.00011421i,0.012571-0.0084193i,0.017921-0.01785i,0.019822-0.021225i,0.016783-0.019038i,0.011227-0.014668i
-0.071268-0.010662i,-0.15799-0.017576i,-0.21984+0.0017543i,-0.19878+0.030834i,-0.14236+0.01188i,-0.10713-0.025723i,-0.068622-0.021747i,-0.02823-0.00093087i,-0.014426+0.011999i,-0.013685+0.021262i,-0.015248+0.019938i,-0.021328+0.012552i,-0.023209+0.0075442i,-0.020064+0.0010291i,-0.01738-0.0059568i,-0.013389-0.0082205i,-0.0064664-0.0060666i,-0.0039511-0.004187i,-0.0079992-0.0013022i,-0.011617+0.0066473i,-0.010025+0.01608i,-0.0062991+0.020009i,-0.0032414+0.015843i
0.040581-0.060214i,0.081957-0.14451i,0.074075-0.21784i,0.0065411-0.18503i,-0.035007-0.057852i,-0.031878+0.021372i,-0.032715+0.014116i,-0.030229+0.0080761i,-0.009239+0.01862i,0.0079017+0.020116i,0.016042+0.017224i,0.022042+0.013599i,0.020416+0.010726i,0.014271+0.010697i,0.0088825+0.010104i,0.0049905+0.0057832i,0.0020402-0.00023683i,-0.0023915-0.0014374i,-0.0053066+0.0040395i,-0.006913+0.0070779i,-0.0084776+0.002269i,-0.0064913-0.0046767i,-0.0031741-0.0070274i
0.028306+0.075355i,0.072281+0.1806i,0.13774+0.25188i,0.18339+0.19929i,0.17087+0.087374i,0.12239+0.036786i,0.077913+0.03729i,0.047175+0.024531i,0.031428+0.0083988i,0.029147+0.0051113i,0.027091+0.003079i,0.020449-0.00014058i,0.0156-0.0030181i,0.01434-0.0053973i,0.01113-0.0048059i,0.0053856-0.0011887i,0.00065555+0.001587i,0.0012331-0.0013652i,0.0070229-0.0075295i,0.015115-0.011708i,0.022003-0.013179i,0.021535-0.012459i,0.014339-0.0094204i
-0.072824-0.0183i,-0.16547-0.043538i,-0.22794-0.052402i,-0.19726-0.034826i,-0.12063-0.033144i,-0.06505-0.050383i,-0.030005-0.038623i,-0.0015562-0.013798i,0.011023-0.0059393i,0.011193-0.007103i,0.0055722-0.011348i,-0.006807-0.01287i,-0.015035-0.0092907i,-0.01538-0.0078682i,-0.014039-0.0093189i,-0.01216-0.0086211i,-0.0089962-0.0042973i,-0.0054205+0.00075112i,-0.0061669+0.0018271i,-0.011126+0.0021785i,-0.01563+0.005275i,-0.016826+0.0083267i,-0.013917+0.0083972i
0.0497-0.052628i,0.11023-0.12782i,0.12743-0.19469i,0.057779-0.18205i,-0.020662-0.090939i,-0.037901-0.02627i,-0.027414-0.025842i,-0.018983-0.023061i,-0.0035323-0.012681i,0.0083162-0.015845i,0.0106-0.014123i,0.012018-0.0055004i,0.010266-0.00010208i,0.0052318+0.0048901i,0.0016137+0.010607i,0.00037625+0.011621i,0.00030762+0.007068i,-0.0015464+0.0028543i,-0.0048846+0.003121i,-0.0083742+0.0031888i,-0.011065-0.00090299i,-0.0096571-0.0053801i,-0.0060185-0.0044561i
0.018624+0.071683i,0.043505+0.18118i,0.083164+0.27228i,0.12183+0.24865i,0.12092+0.14878i,0.077237+0.088402i,0.038507+0.064975i,0.021042+0.02943i,0.010256-0.0021092i,0.0027046-0.011083i,-0.00067296-0.008106i,0.00086118-0.0043454i,0.0063279-0.0036424i,0.0096543-0.0043911i,0.0093734-0.0020227i,0.0067451+0.002528i,0.0027703+0.0055997i,0.0016558+0.004529i,0.0049518+0.002487i,0.011383+0.0042454i,0.017883+0.0069803i,0.018647+0.006455i,0.014589+0.0042373i
-0.067564-0.024715i,-0.15207-0.069015i,-0.21486-0.10209i,-0.18824-0.08456i,-0.097999-0.055338i,-0.030114-0.047445i,-0.0062473-0.028401i,-0.0012252-0.0075115i,-0.0081805-0.0036665i,-0.018631-0.0039389i,-0.022895-0.0043374i,-0.023016-0.004178i,-0.018909-0.0012932i,-0.01234-0.0018248i,-0.00764-0.0067573i,-0.0055401-0.009677i,-0.0041641-0.0060661i,-0.0034282+5.9106e-05i,-0.0051596+0.0029652i,-0.008351+0.0024937i,-0.01209+0.0019787i,-0.014154+0.0025952i,-0.010578+0.0011806i
0.049183-0.046729i,0.12292-0.10324i,0.16658-0.16055i,0.11206-0.17131i,0.023263-0.11888i,-0.0073811-0.065851i,-0.0062487-0.047569i,-0.012251-0.027867i,-0.013891-0.0029187i,-0.0080906+0.0075412i,-0.0030255+0.010564i,0.00065623+0.011525i,0.0013856+0.0095239i,0.00076647+0.0092764i,0.0003502+0.010413i,0.0015653+0.0090654i,0.0040915+0.0034853i,0.0043009-0.0029026i,0.00078846-0.0048606i,-0.0040593-0.0041408i,-0.0057991-0.004896i,-0.0025434-0.0053972i,0.00026206-0.0030616i
0.0063512+0.073132i,0.0073442+0.18192i,0.0178+0.28462i,0.046935+0.27808i,0.051879+0.18194i,0.015232+0.10443i,-0.009306+0.066779i,-0.0028424+0.039051i,0.0049692+0.02256i,0.0069432+0.021421i,0.0088682+0.020666i,0.0098886+0.014316i,0.010126+0.0062684i,0.010531+0.00068501i,0.0094618-0.0014091i,0.0054928-0.0010874i,0.0011798-0.00042093i,-0.0012317-0.00010524i,-0.00033456+0.00098256i,0.0046777+0.0067531i,0.011319+0.014476i,0.012835+0.015351i,0.0098821+0.011174i
-0.057854-0.032642i,-0.1285-0.093476i,-0.18293-0.14534i,-0.16081-0.12293i,-0.080443-0.062095i,-0.014597-0.028187i,0.0059692-0.0088189i,0.007263+0.0081019i,0.0073237+0.010443i,0.005455+0.0067887i,0.0037471+0.0022818i,0.0005757-0.0032417i,-0.0022431-0.0041797i,-0.0025822-0.0039426i,-0.0018889-0.0079617i,-0.0029821-0.011703i,-0.0054269-0.0090141i,-0.005749-0.0020413i,-0.0041795+0.0019823i,-0.0028354-0.00079263i,-0.0046153-0.0063314i,-0.0067557-0.009042i,-0.0054751-0.010027i
0.058724-0.033466i,0.14215-0.07362i,0.20237-0.11914i,0.16625-0.14277i,0.084526-0.12192i,0.043507-0.077179i,0.032364-0.048325i,0.017021-0.029431i,0.012684-0.011122i,0.018965-0.0042104i,0.017256-0.0033245i,0.011011-0.00057617i,0.0058697+0.00012752i,0.00052054+0.00010765i,-0.004022+0.0043917i,-0.0042374+0.0087339i,-0.00094551+0.0060332i,0.0013-0.0013717i,0.0012109-0.0069681i,-0.00071701-0.01057i,-0.0013751-0.012225i,-0.00030275-0.010056i,-0.0015484-0.0068802i
-0.0032473+0.067223i,-0.023098+0.16946i,-0.043076+0.26353i,-0.036552+0.26216i,-0.028984+0.17455i,-0.044506+0.08665i,-0.043468+0.042894i,-0.016688+0.020502i,0.0037988+0.004566i,0.011118-0.00098182i,0.011168-0.00047151i,0.008815+0.00048273i,0.0082878-0.00025006i,0.0079728-0.0028526i,0.0051501-0.0033437i,0.0014002-0.00047229i,-0.0015269+0.0021908i,-0.0038489+0.0033966i,-0.005536+0.0056083i,-0.0050248+0.012036i,-0.0024814+0.018236i,-0.00085107+0.016666i,-0.00028119+0.012925i
-0.047975-0.042747i,-0.10831-0.11476i,-0.14802-0.17612i,-0.12739-0.14977i,-0.067247-0.067243i,-0.015058-0.01034i,0.0026953+0.0092758i,0.0039583+0.0083017i,0.0030512-0.0036553i,-0.0015583-0.013317i,-0.0054697-0.015003i,-0.0059567-0.011013i,-0.0050741-0.0048802i,-0.0041755-0.00067466i,-0.002933-0.0013839i,-0.0021114-0.004807i,-0.0027156-0.0045337i,-0.0035024+0.0015967i,-0.0023519+0.0056663i,-8.1217e-05+0.0018306i,-0.00032102-0.0045641i,-0.0018461-0.006813i,-5.8547e-05-0.0062739i
0.05242-0.020159i,0.14124-0.03974i,0.21811-0.060419i,0.2094-0.081948i,0.14415-0.083334i,0.09273-0.057025i,0.058199-0.035927i,0.025309-0.024985i,0.0052096-0.014662i,-0.00033413-0.0088515i,-0.0036324-0.005777i,-0.0068836-0.0018378i,-0.0073321+0.00027032i,-0.0072989+0.0018031i,-0.0065339+0.0055978i,-0.0033342+0.0093736i,0.0021981+0.0074404i,0.0072553+0.00011677i,0.0079146-0.0074454i,0.0041491-0.011585i,0.0010505-0.010955i,0.0016221-0.0064171i,0.0018609-0.0030145i
-0.01161+0.059996i,-0.050021+0.14703i,-0.10045+0.22769i,-0.11517+0.22458i,-0.096483+0.1369i,-0.0825+0.044969i,-0.062204+0.0085187i,-0.031804+0.0062052i,-0.013635+0.0065332i,-0.0092744+0.0080497i,-0.0059034+0.0095874i,-0.00075535+0.0091108i,0.0035619+0.0057144i,0.0054898+0.0019072i,0.0068491-0.00024488i,0.0062099-0.0024587i,0.0024436-0.0031394i,-0.0026607-0.0023162i,-0.00855+0.0005761i,-0.01271+0.0091153i,-0.012703+0.016955i,-0.0099708+0.016567i,-0.0063965+0.012018i
-0.035084-0.040337i,-0.072615-0.11696i,-0.091725-0.18953i,-0.077283-0.17152i,-0.045011-0.077823i,-0.01751-0.0049636i,-0.0081751+0.019702i,-0.0066855+0.021114i,-0.0045295+0.014032i,-0.0039108+0.0066454i,-0.0025582+0.0031102i,-0.0014891+0.00088236i,-0.00097596+0.00096786i,0.00010974+0.0027868i,0.0005114+0.0016642i,0.00027059-0.0021833i,-0.0016134-0.0036483i,-0.0039074+0.00065422i,-0.0021735+0.0062431i,0.0044977+0.0054029i,0.0083359-0.00059769i,0.0061332-0.0046742i,0.0045081-0.0051183i
0.050233-0.011981i,0.12999-0.010654i,0.2091-0.00409i,0.22136-0.014393i,0.17174-0.024088i,0.11524-0.011786i,0.071596-0.004071i,0.036851-0.0052636i,0.016904-0.00067814i,0.011416+0.0052337i,0.0086022+0.0056013i,0.0044692+0.0027416i,0.0017553-0.00099091i,0.0018062-0.00354i,0.0010521-0.0021266i,-0.00031147+0.0024297i,0.0013302+0.0040336i,0.0065707-0.00032248i,0.011108-0.0069084i,0.011361-0.010664i,0.010268-0.0097705i,0.0095942-0.0058675i,0.0073976-0.005106i
-0.017037+0.048066i,-0.070465+0.11455i,-0.14079+0.17119i,-0.16557+0.15726i,-0.13576+0.073205i,-0.093243-0.0044596i,-0.054484-0.021479i,-0.023027-0.0074124i,-0.0029702+0.0031312i,0.0056075+0.0085586i,0.0081485+0.0097074i,0.0078488+0.0071015i,0.0073088+0.0040736i,0.0074333+0.00034371i,0.0067073-0.004854i,0.0034105-0.0073023i,-0.0017311-0.0057557i,-0.0070149-0.0039355i,-0.012376-0.00090193i,-0.017498+0.0047863i,-0.019344+0.0091978i,-0.0159+0.0078645i,-0.010878+0.0040189i
-0.030226-0.037537i,-0.046098-0.10885i,-0.044507-0.17743i,-0.029137-0.16066i,-0.019216-0.072089i,-0.016643-0.0031427i,-0.015944+0.01769i,-0.0097088+0.015526i,0.00064645+0.0071325i,0.006496-0.00099542i,0.0062478-0.0047806i,0.0038527-0.0046162i,-9.3091e-05-0.0025348i,-0.0047048-0.00018584i,-0.0078045+0.00050727i,-0.0081561-0.00069834i,-0.007882-0.0011136i,-0.0085461+0.0016161i,-0.0046507+0.0063141i,0.0032498+0.006929i,0.0074539+0.0021855i,0.0060586-0.0016151i,0.0030859-0.0016i
0.046772-0.0023857i,0.11686+0.015232i,0.18782+0.043748i,0.20229+0.051063i,0.16406+0.039536i,0.10948+0.032675i,0.066856+0.020958i,0.039729+0.0040109i,0.022174-0.0045594i,0.012721-0.0069071i,0.0060709-0.0080083i,0.00041291-0.0062482i,-0.0023499-0.004674i,-0.0028592-0.0040572i,-0.0037537-0.0004848i,-0.0039608+0.004854i,-0.00029547+0.0069239i,0.0059625+0.0025452i,0.011155-0.0052848i,0.011895-0.010928i,0.0087236-0.0090769i,0.006355-0.0027279i,0.0055344+0.00031958i
-0.025459+0.037181i,-0.085922+0.083962i,-0.16311+0.11128i,-0.1895+0.07959i,-0.14484+0.0075294i,-0.079236-0.044406i,-0.038339-0.043977i,-0.019419-0.022422i,-0.0087259-0.010707i,-0.0049841-0.0056723i,-0.0031976-0.0013536i,-0.00029454+0.00067253i,0.0024861+0.00051616i,0.0049269-0.0013976i,0.0072695-0.0027144i,0.0065404-0.0032667i,0.0023778-0.0041677i,-0.0034608-0.0047773i,-0.01271-0.0048549i,-0.022716-0.0018473i,-0.025542+0.0018302i,-0.018767+0.0017926i,-0.0098457+0.0008148i
-0.014947-0.038521i,-0.015238-0.10488i,0.0035397-0.16391i,0.018549-0.14591i,0.002037-0.067283i,-0.020866-0.0050684i,-0.026444+0.01284i,-0.020304+0.010667i,-0.012121+0.00499i,-0.0066261+0.00020154i,-0.0033459-0.00031348i,-0.0020482+0.0013823i,-0.0025067+0.0028616i,-0.0044917+0.0041787i,-0.0068347+0.0039421i,-0.0074013+0.0028187i,-0.006465+0.0020517i,-0.0065446+0.0044651i,-0.0045356+0.010155i,0.001503+0.013121i,0.0071945+0.010423i,0.0072465+0.004856i,0.0041118+0.00098153i
0.037486+0.0062361i,0.093796+0.038284i,0.14723+0.086546i,0.15866+0.10775i,0.12963+0.092415i,0.084601+0.068059i,0.051121+0.041663i,0.030529+0.019087i,0.013875+0.0087946i,0.0035545+0.0059045i,-0.00023973+0.0035885i,-0.0010474+0.0014664i,-0.00066907+0.00047037i,0.0015995+0.0021223i,0.0032557+0.0041329i,0.0022248+0.0047926i,0.0035495+0.0052532i,0.0081425+0.004287i,0.013282+0.00072845i,0.016594-0.0027258i,0.015295-0.001375i,0.010855+0.0031363i,0.0069985+0.0035939i
-0.025861+0.027397i,-0.084799+0.052177i,-0.16045+0.050276i,-0.1805+0.006559i,-0.12161-0.050254i,-0.050805-0.07386i,-0.017281-0.05382i,-0.007611-0.0245i,-0.0027075-0.0066284i,-0.00047678+0.0017028i,0.0011774+0.0047192i,0.0030234+0.0044407i,0.0048166+0.0024291i,0.0078526-0.0004715i,0.011002-0.0030549i,0.010743-0.0035462i,0.0062893-0.0038903i,-0.00057937-0.0060734i,-0.0092591-0.0075509i,-0.017302-0.0064989i,-0.018792-0.005469i,-0.013042-0.0047232i,-0.0071671-0.0037887i
-0.0061373-0.034784i,0.0060126-0.089583i,0.040194-0.13578i,0.053477-0.11679i,0.018847-0.050552i,-0.019662-0.0044934i,-0.028717+0.0075987i,-0.019356+0.0081495i,-0.0071357+0.0061497i,0.00083507+0.0042644i,0.0031733+0.0035813i,0.0019042+0.0030444i,-0.00078983+0.00090184i,-0.0047667-0.001507i,-0.0089765-0.003303i,-0.009494-0.0049737i,-0.0078014-0.0050559i,-0.0065911-0.0015971i,-0.0033861+0.0061527i,0.0027232+0.012278i,0.0069212+0.010014i,0.0051797+0.0032056i,0.00066126-0.00042901i
0.030181+0.011176i,0.068823+0.04862i,0.099724+0.10517i,0.10134+0.13251i,0.078487+0.11541i,0.049827+0.081981i,0.032187+0.049843i,0.023183+0.02655i,0.016498+0.012614i,0.012916+0.0052062i,0.009494+5.8552e-05i,0.0051427-0.002616i,0.0021114-0.0031352i,0.001127-0.0024107i,0.00021416+0.00040905i,-0.0015209+0.0025311i,-0.00065294+0.0027766i,0.0035191+0.0018419i,0.0096042-0.0010938i,0.013849-0.0047045i,0.010727-0.0038167i,0.0039638+0.0011045i,0.0012897+0.0038949i
-0.021722+0.01907i,-0.073867+0.025082i,-0.13637+0.0001813i,-0.14335-0.049726i,-0.080401-0.084947i,-0.015615-0.080211i,0.0062288-0.051227i,0.0065686-0.026185i,0.0066344-0.01326i,0.006034-0.0082252i,0.0043092-0.0045621i,0.0038591-0.0018654i,0.0047627-0.0019144i,0.0068223-0.0029304i,0.0085925-0.0024026i,0.0066047-0.0012225i,0.0025567-0.001643i,-0.0017336-0.0045231i,-0.0089182-0.0099218i,-0.017431-0.014461i,-0.018688-0.012684i,-0.012406-0.0068372i,-0.0059618-0.0025506i
-0.0024327-0.028801i,0.018537-0.068034i,0.05823-0.093764i,0.069681-0.071131i,0.028451-0.025787i,-0.015916-0.0033615i,-0.027796-0.0020044i,-0.020559-0.0033312i,-0.0088194-0.0042934i,-0.0016458-0.0035465i,-0.001539-0.0011448i,-0.0029403+0.00096262i,-0.0044579+0.0015977i,-0.0079671+3.0877e-05i,-0.010404-0.0023308i,-0.009768-0.0029691i,-0.0088306-0.001775i,-0.0089733+0.002037i,-0.0080655+0.0090554i,-0.0047093+0.01524i,-0.00086024+0.015213i,0.0011292+0.0088217i,0.0018745+0.002965i
0.020452+0.012404i,0.044226+0.051944i,0.055489+0.10678i,0.04594+0.13105i,0.029255+0.11221i,0.015552+0.07695i,0.011104+0.047032i,0.0099974+0.026525i,0.0061146+0.012136i,0.0013279+0.0034786i,-0.00039838-0.0009609i,-0.00060003-0.0020846i,-0.0017155-0.00013169i,-0.0017685+0.003861i,-0.0012812+0.0069644i,-0.0015682+0.0079023i,0.00010958+0.0070694i,0.0035019+0.005492i,0.0083413+0.0046076i,0.012663+0.0032589i,0.010074+0.0033032i,0.0038437+0.0057035i,0.0014836+0.0052548i
-0.020594+0.0071476i,-0.064479+0.00035948i,-0.10867-0.035385i,-0.099558-0.081253i,-0.038223-0.095578i,0.012116-0.070328i,0.020304-0.038224i,0.011837-0.018652i,0.004791-0.0083728i,0.0014808-0.0031892i,0.0012132-0.00050152i,0.0019922-0.00091549i,0.0028696-0.0028162i,0.0056039-0.0029703i,0.0088721-0.00041441i,0.0094296+0.0019728i,0.0065144+0.0019367i,0.0023001-0.0010478i,-0.0041722-0.0062007i,-0.010651-0.010485i,-0.009197-0.010304i,-0.0026743-0.00614i,0.00081747-0.0025696i
0.0067201-0.018401i,0.032514-0.045839i,0.071455-0.056943i,0.075268-0.033805i,0.028348-0.0092983i,-0.014285-0.006248i,-0.024025-0.0082142i,-0.017654-0.0053272i,-0.0081137-0.00029555i,-0.0024343+0.0036448i,-0.0015309+0.0060461i,-0.0019245+0.0058585i,-0.002563+0.0030919i,-0.0040907-0.00089896i,-0.0054499-0.0055562i,-0.0045777-0.0068579i,-0.0030674-0.0047304i,-0.0034487-0.00046999i,-0.0045923+0.0070409i,-0.0035115+0.013492i,0.00090034+0.01314i,0.0040645+0.0070366i,0.0031507+0.00075777i
0.013372+0.012968i,0.022723+0.047489i,0.017425+0.093494i,0.0014291+0.11155i,-0.007449+0.092654i,-0.0083901+0.062766i,-0.0039019+0.040023i,0.00095703+0.025987i,0.0022372+0.014861i,0.00222+0.0069577i,0.0025623+0.0032067i,0.0033465+0.0028017i,0.003665+0.003884i,0.0029818+0.0044319i,0.0015109+0.0031476i,0.00021711+0.0018286i,0.00094609+0.00082613i,0.003261-0.00018075i,0.0082098-0.00095192i,0.013144-0.0016482i,0.010956-0.0017529i,0.003176-0.001777i,-0.0019945-0.0012878i
-0.019411+0.0033961i,-0.050114-0.0090387i,-0.073703-0.048248i,-0.052852-0.08743i,0.00077157-0.084769i,0.03196-0.05188i,0.028004-0.025089i,0.018011-0.010882i,0.013127-0.0033205i,0.010677-0.00052054i,0.0091741+9.3103e-05i,0.0079106+0.00036574i,0.0076011-0.0003242i,0.0090695-0.0011495i,0.0093309+1.0262e-05i,0.0067636+0.0011971i,0.0038771-0.00024537i,0.0015046-0.0045416i,-0.0012837-0.010779i,-0.0050744-0.015983i,-0.0064797-0.01478i,-0.0042223-0.0086029i,-0.0020583-0.0035225i
0.0071997-0.014409i,0.033672-0.028952i,0.06772-0.02894i,0.065344-0.0079383i,0.021066+0.0024727i,-0.011905-0.0067706i,-0.017082-0.011994i,-0.01095-0.009944i,-0.0013958-0.0066278i,0.0027343-0.003266i,0.00041928-0.0011546i,-0.002553-0.00014787i,-0.0044231-0.00010721i,-0.0063639-0.0025343i,-0.0076098-0.0058514i,-0.0073654-0.0067225i,-0.0065072-0.0049548i,-0.0070744-0.0017106i,-0.0088744+0.0030155i,-0.0096332+0.0082346i,-0.0074707+0.0096429i,-0.0028433+0.0065821i,0.00039953+0.0040183i
0.0091364+0.011025i,0.0067493+0.041538i,-0.0088579+0.076668i,-0.025579+0.08461i,-0.026994+0.064802i,-0.02004+0.04268i,-0.011433+0.029297i,-0.0049611+0.019787i,-0.0011245+0.00872i,1.9588e-06+0.00035666i,-0.00023764-0.0023259i,0.00018545-0.0029196i,-0.0005598-0.0019898i,-0.0031817+0.0004303i,-0.0050779+0.0021977i,-0.0056418+0.0023089i,-0.0055112+0.0012089i,-0.0034085+0.0011232i,0.0012952+0.0022654i,0.0052665+0.0024628i,0.0040682+0.0021852i,9.1518e-05+0.0013809i,-0.0016626+0.00041302i
