-0.00157-0.00065033i,-0.00028614-0.00022783i,0.00020006+0.0010778i,0.0010962+0.001854i,0.0016382+0.0017552i,0.00092843+0.0016744i,0.00043355+0.0015051i,0.0002714+0.001053i,0.00045896+0.0011059i,-5.517e-05+0.00099591i,-0.00023197-0.0001749i,-0.00046246-0.00084939i,-0.0011559-2.6648e-05i,-0.00096299+0.00023737i,-0.00042237-0.00023946i,0.00026824-5.5821e-07i,0.00049536+0.00021138i,-0.00013631+0.00019489i,-0.00047461+0.00027729i,-0.0001981+0.00070329i,-0.0005209+0.00055009i,-0.0004528-0.00025193i,-0.00020929-0.00054327i
0.00046074-0.0020849i,-0.0004186-0.0065204i,0.0034929-0.014415i,0.0071012-0.019166i,0.0039087-0.018937i,-0.00049008-0.014134i,-0.0018515-0.0081459i,-0.0026307-0.0037115i,-0.0023699-0.00049539i,-0.0012733+0.0010288i,-0.00042735+0.0016816i,-0.00042715+0.0017625i,-0.00079211+0.0017672i,-0.00031115+0.0017656i,0.00079059+0.0010531i,0.0011846+0.00036352i,0.00028296+0.00022796i,-0.00010629+0.00049786i,0.00087947+0.00081935i,0.0023252+0.00060122i,0.0032056-0.00024159i,0.0026951-0.00043234i,0.0024584-9.348e-05i
0.0038958+0.00026783i,-0.0025658-0.00058918i,-0.01389-0.0033625i,-0.022764-0.0048022i,-0.023272-0.0016735i,-0.016317+0.0011259i,-0.008214+0.0019846i,-0.0030217+0.0028749i,-0.00050472+0.0031473i,0.00047384+0.0027643i,0.001476+0.0020368i,0.0010451+0.0021514i,-0.00095945+0.0020381i,-0.0013638-3.0785e-05i,-0.00011121-0.0017499i,-0.00045462-0.002047i,-0.00087869-0.0015353i,0.00017129-0.00049102i,0.00070013-0.00042083i,-7.8045e-05-0.0014744i,-0.00094459-0.0022721i,-0.00049004-0.0020146i,-0.00020998-0.0015401i
-0.0046912+0.0012449i,-0.0080424+0.0094555i,-0.010482+0.02238i,-0.007657+0.030601i,-0.00083817+0.028685i,0.0038197+0.020022i,0.0050687+0.0098624i,0.0040784+0.0030695i,0.0017066+0.00059183i,0.00049307+0.00050766i,0.0007514+0.00019268i,0.0010019+2.4776e-05i,0.00059059+0.00019411i,-0.00024369+0.00019189i,-0.0013891+0.0006387i,-0.002097+0.0008497i,-0.0013729-0.00014384i,-0.00060756-0.0015454i,-0.0018663-0.0013506i,-0.0035118+0.00012568i,-0.0034851+0.00056598i,-0.0023864-0.00010929i,-0.0012457-0.00086655i
0.0029271+0.00018732i,0.0094729-0.00065102i,0.02032+0.0023452i,0.026826+0.0037595i,0.024161-0.00068094i,0.016593-0.0046892i,0.0089122-0.0044808i,0.0028003-0.0042608i,-0.0005644-0.0027939i,-3.9783e-05-0.00056818i,0.00077498-0.00081093i,0.00024003-0.00076497i,0.00042389+7.7679e-06i,-0.00012535+0.00094529i,-0.00080547+0.001912i,-0.00010181+0.0014296i,-0.00027224+0.00060234i,-0.0012389+0.00093261i,-0.00085501+0.002071i,0.00053413+0.0031918i,0.00071054+0.0030995i,0.00048797+0.002881i,-0.00030809+0.0021974i
-0.0067435-0.0032748i,-0.0082165-0.009128i,-0.0074085-0.019822i,-0.0042888-0.025455i,-0.0045424-0.021619i,-0.0051848-0.012986i,-0.0044543-0.006158i,-0.004336-0.0023042i,-0.0034454-2.6801e-05i,-0.0020484+0.00085292i,-0.00083921+0.00033487i,-0.00013071-0.0001894i,-0.00010607-0.000279i,0.0011183-0.00026344i,0.0030047-0.00076396i,0.0029037-0.0011968i,0.0018531-0.00094816i,0.00084757+0.00052292i,0.0013792+0.0011415i,0.0025876-0.00023935i,0.0028131-0.0012007i,0.0016694-0.00092023i,0.00029983-0.00034399i
-0.0036682+0.0019138i,-0.0070331+0.0057969i,-0.019788+0.0095122i,-0.028937+0.010734i,-0.025656+0.012037i,-0.015257+0.011751i,-0.0064847+0.0084667i,-0.0018983+0.0056074i,-0.00052349+0.0031667i,-0.00047597+0.0018604i,0.00020648+0.0017963i,0.00070693+0.0010396i,-0.00015669-7.6462e-05i,-0.0012051-0.00096074i,-0.0010998-0.0022745i,-0.0009662-0.0022541i,-0.00050799-0.0010904i,0.00019842-0.00045923i,0.00021629-0.00062908i,-0.00075302-0.0011266i,-0.00096417-0.0010474i,-0.00038896-0.0010216i,-0.00052298-0.0013534i
0.0025334+0.0030497i,0.0035236+0.010813i,0.0059578+0.023465i,0.0073333+0.032322i,0.0093511+0.029121i,0.01022+0.018852i,0.009909+0.0099068i,0.0082401+0.0043471i,0.0047345+0.0019641i,0.0016005+0.0014961i,-0.00028158+0.0015126i,-0.00084202+0.001864i,-0.00027816+0.002055i,-0.00019872+0.0012826i,-0.0014848+0.00011735i,-0.0030121-0.00021646i,-0.0031259-9.0485e-05i,-0.0022465-0.00055006i,-0.0019195-0.00050243i,-0.0018686+0.00055395i,-0.0016926+0.00088826i,-0.0016418+0.00047134i,-0.0020004-0.00035993i
0.0068423-0.0054737i,0.0097535-0.009828i,0.020544-0.012577i,0.028969-0.010688i,0.025359-0.0092522i,0.015184-0.0091539i,0.0076934-0.0085928i,0.0034194-0.0071853i,0.00098996-0.0037799i,0.00070709+1.7952e-05i,0.00067748+0.0009689i,0.0019739+0.00065885i,0.0027154+0.0011247i,0.0019188+0.00097896i,0.0017302+0.0011647i,0.0018507+0.0020381i,0.00081498+0.0021071i,-0.00023298+0.0014171i,-0.00018469+0.0011316i,0.00022573+0.00066482i,0.00052455-1.5455e-05i,0.00085963-0.00035686i,0.00065488+8.0914e-05i
-0.0045588-0.0061485i,-0.01067-0.010176i,-0.016509-0.019178i,-0.017075-0.025776i,-0.015405-0.022932i,-0.012818-0.013992i,-0.010686-0.0063018i,-0.0092922-0.0022685i,-0.0058487-0.00075237i,-0.0013211-0.00018412i,0.00097314-7.2138e-06i,0.00066041-0.001148i,-0.00038346-0.0022128i,0.0002784-0.0024152i,0.0015402-0.0018669i,0.0017729-0.00082241i,0.00097724+6.3261e-05i,-4.9786e-05+0.00097061i,0.00010091+0.0013509i,0.00059052+0.00029094i,6.8287e-05-0.00065925i,-0.00053713-0.00037103i,-8.4551e-05-0.00064947i
-0.006189+0.0053063i,-0.0075532+0.010979i,-0.019542+0.018477i,-0.027845+0.021812i,-0.024011+0.019849i,-0.014877+0.015287i,-0.0067856+0.011649i,-0.0022886+0.0093733i,-0.0013368+0.0056544i,-0.0012106+0.0011553i,-0.0013711-0.0012973i,-0.0019379-0.00098812i,-0.0022869-0.00020407i,-0.002104-0.00045545i,-0.0020655-0.0012865i,-0.0023967-0.0014256i,-0.0012452-0.00084972i,0.000109-0.00034741i,-0.00021321-0.00085056i,-0.00073369-0.0010829i,-0.00056623-0.00028035i,-0.00054451+0.00012717i,-0.00085221-0.000324i
-0.0048589+0.011323i,0.0029233+0.013323i,0.013401+0.023781i,0.01921+0.031423i,0.019194+0.028267i,0.017266+0.017784i,0.014503+0.0078954i,0.0098223+0.0023516i,0.0041025+0.0014282i,0.00010724+0.0025582i,-0.00096451+0.0029053i,-0.0012322+0.0030979i,-0.0019307+0.0036249i,-0.0022654+0.0028901i,-0.0024568+0.0026174i,-0.0027197+0.0029266i,-0.001927+0.0022676i,6.2265e-05+0.0013112i,0.00063197+0.00055881i,0.00012558+0.00066689i,0.00025649+0.00047807i,0.00059946+0.00020305i,0.00055097+0.00056694i
0.0091276+0.0043775i,0.0081536-0.0031513i,0.015132-0.012218i,0.023513-0.016868i,0.023343-0.016484i,0.015512-0.013975i,0.0077069-0.01193i,0.0027891-0.010233i,0.0010433-0.0060364i,0.0013858-0.00039905i,0.0016408+0.0029626i,0.00089994+0.00255i,0.0011688+0.0015886i,0.0016571+0.00083117i,0.0016198+0.00041709i,0.0015655+0.0018478i,0.0008322+0.0023605i,-0.00023014+0.00097224i,-0.0005442+0.00011667i,0.00017016-0.00061314i,0.00054806-0.00078281i,0.00019861-0.00034004i,-0.00037167-0.00024933i
0.0043602-0.01379i,-0.0055047-0.010524i,-0.017431-0.013671i,-0.023406-0.018196i,-0.021359-0.016903i,-0.01606-0.010907i,-0.01144-0.0053866i,-0.0083291-0.0021498i,-0.0046687-0.00056927i,-0.0011529+0.00036306i,0.0011584+0.00060807i,0.0019961-9.2472e-06i,0.0025394-0.00093169i,0.0032614-0.0019291i,0.0030298-0.0023132i,0.0019463-0.0027351i,0.0015997-0.0021276i,0.0010433-0.00066765i,0.00065167-0.00066691i,0.00042947-0.0010953i,-9.3813e-05-0.00031351i,-0.00067546+0.00021275i,-0.00032052-5.0297e-05i
-0.0079704-0.010518i,-0.0054598+0.00022619i,-0.01029+0.015281i,-0.016266+0.024399i,-0.016727+0.023207i,-0.011258+0.018097i,-0.0048715+0.014543i,-0.0011229+0.010632i,-0.0010823+0.0056724i,-0.0016094+0.0016228i,-0.001041-0.00014546i,-0.0011396-0.00039571i,-0.00075164-0.00086297i,-0.0012199-0.0018014i,-0.0026339-0.0019186i,-0.0032551-0.0011584i,-0.002992+0.00014676i,-0.0016853+0.00047956i,-0.0010007+0.00059457i,-0.00070345+0.0016253i,0.00068728+0.0022235i,0.0015439+0.0021136i,0.0010975+0.0014611i
-0.014936+0.0076521i,-0.0074316+0.0028006i,0.0050586+0.0077974i,0.015861+0.015191i,0.01855+0.017524i,0.015529+0.014359i,0.011777+0.0082471i,0.0080646+0.0034838i,0.0042276+0.001877i,0.0011059+0.0016169i,-0.0010946+0.00070161i,-0.0011873-0.00013592i,-0.00021664+0.00098077i,-0.00050318+0.0025435i,-0.0015902+0.0031912i,-0.001951+0.0036519i,-0.0015198+0.0029968i,-0.0002695+0.0018518i,0.0014671+0.0014656i,0.0018745+0.0010303i,0.0015092-8.2707e-05i,0.0014481-0.0006742i,0.00085961-6.7956e-05i
0.0086538+0.019476i,0.003665+0.01145i,0.0040282-0.0021537i,0.0076991-0.012807i,0.010431-0.01505i,0.0094129-0.012049i,0.0054653-0.0088112i,0.0027134-0.0060018i,0.0013812-0.0029734i,0.0006093+0.0004508i,0.00043111+0.0030867i,0.00044456+0.0033646i,0.0012959+0.0027786i,0.0015778+0.0024324i,0.001137+0.0015735i,0.001502+0.0013411i,0.0013802+0.00064563i,0.00065449+0.00010644i,0.00065892+0.00033643i,0.00092604+0.00046134i,3.0785e-05-0.00031785i,-0.0010516-0.00099487i,-0.0011924-0.0010178i
0.022138-0.0061052i,0.011122-0.0012842i,-0.0037746-6.1938e-07i,-0.014939-0.0026467i,-0.016862-0.0058128i,-0.012926-0.006005i,-0.0090169-0.0039887i,-0.0066155-0.0025148i,-0.0043834-0.0014019i,-0.0024513+0.00028654i,-0.00033888+0.0018398i,0.0016663+0.00219i,0.0024247+0.00084982i,0.0022338-0.0012612i,0.0018926-0.0028571i,0.0015579-0.0030061i,0.00059995-0.0026771i,-0.00034016-0.0025247i,-0.00062326-0.0022043i,-0.00094978-0.00087792i,-0.0013341+0.001433i,-0.0013887+0.0026686i,-0.0010194+0.0015754i
-0.0059412-0.026106i,-0.0005525-0.014179i,-0.00045574+0.0013923i,-0.0025739+0.014762i,-0.0060418+0.018141i,-0.0057295+0.013669i,-0.0020469+0.0087564i,-0.0007686+0.005177i,-0.0019096+0.0031335i,-0.0010303+0.0024895i,0.00085492+0.0011669i,0.001866-0.00024285i,0.00076676-0.0012375i,-0.0011419-0.0016186i,-0.0023201-0.0011545i,-0.0030912-0.00061344i,-0.0031581+0.00029224i,-0.0026608+0.00077137i,-0.0019642+0.0012265i,-0.0014098+0.0017383i,0.00032096+0.002127i,0.0019059+0.0018146i,0.0013995+0.00044043i
-0.027335-0.0022518i,-0.016678-0.0057568i,-0.004326-0.0040881i,0.0077079+5.1247e-05i,0.014468+0.0045922i,0.012536+0.0063695i,0.0081207+0.004613i,0.0046353+0.0022464i,0.0025895+0.0016459i,0.0014008+0.001395i,-0.00030369-0.00070994i,-0.0019458-0.0027674i,-0.0022123-0.0021709i,-0.00098896-4.6242e-05i,-0.00048396+0.001278i,-0.0011893+0.0019969i,-0.00071441+0.0026001i,0.00032369+0.0025397i,0.0004779+0.0026624i,0.0009347+0.0020419i,0.0011724-5.3463e-06i,0.0007184-0.0014956i,-7.3374e-05-0.0018031i
-0.0077266+0.030362i,-0.0084005+0.022577i,-0.0087507+0.012897i,-0.0062159+0.0011767i,0.0013998-0.0051119i,0.0062322-0.0056831i,0.0051903-0.0037801i,0.0025738-0.0018683i,0.0008029-0.0010036i,-0.00061912-0.00064003i,-0.0015855+0.00026904i,-0.0021868+0.00091625i,-0.0014941+0.0010342i,0.00014763+0.0012443i,0.0010217+0.00094956i,0.0011459+6.4986e-05i,0.0014384-0.00065906i,0.0019084-0.00061477i,0.0020309-0.00022397i,0.00078863-0.00091274i,-0.0015283-0.0016369i,-0.0030067-0.0010109i,-0.0027435-0.0001522i
0.029933+0.011471i,0.018009+0.012649i,0.0085407+0.012378i,0.00076891+0.0091823i,-0.0051956+0.0029657i,-0.0064472-0.0020855i,-0.0036942-0.003708i,-0.0013857-0.0039271i,-0.0017668-0.003211i,-0.0019489+0.00041278i,-0.0011373+0.0031674i,0.00020237+0.0031954i,0.0019461+0.0026218i,0.0021569+0.00022108i,0.00040586-0.00085626i,-0.0011647-0.0011425i,-0.0018164-0.0024268i,-0.0020097-0.0021486i,-0.00097569-0.0012541i,-0.00033818+0.0004389i,-0.00022035+0.0018526i,0.00049709+0.0019534i,0.00077916+0.001797i
0.018338-0.034084i,0.013322-0.024508i,0.0078916-0.013972i,0.0043363-0.0025191i,-0.0002944+0.0058896i,-0.0031613+0.0080089i,-0.0030769+0.0051335i,-0.0024099+0.0022689i,-0.0017163+0.0025452i,0.00044324+0.0035467i,0.0036839+0.0029289i,0.0047225+0.0010182i,0.0036834-0.00025807i,0.0020728-3.5599e-05i,1.561e-05-0.00028049i,-0.00056963-0.00010809i,-0.00065122+0.00039928i,-0.0010443+0.00010262i,-0.0013365-7.79e-05i,-0.00086999+7.2796e-05i,0.00080368+0.00011019i,0.0016836-0.00011215i,0.0011682-0.00024449i
-0.027529-0.019824i,-0.018684-0.014418i,-0.015125-0.007487i,-0.0089635-0.0022345i,-0.00048452+0.0031119i,0.0037417+0.0069303i,0.0030488+0.0064765i,0.00058308+0.0042282i,0.00073867+0.0032848i,0.0029897+0.0021431i,0.0027613-0.0010109i,0.0011867-0.0031717i,0.00050994-0.0026711i,-9.9922e-05-0.0012602i,-0.00068149-0.00049056i,0.00039408+0.00063865i,0.0018182+0.0020895i,0.001656+0.0020395i,0.00092122+0.0016536i,0.0005709+0.00099263i,0.00054124+9.8149e-06i,0.00060531-0.00040448i,0.00050388-0.001346i
-0.028628+0.027887i,-0.017764+0.020371i,-0.0086867+0.019592i,-0.0041031+0.017903i,0.0023736+0.010428i,0.0069131+0.004066i,0.0067464+0.0023701i,0.0049122+0.0018296i,0.0027363-0.00036495i,0.00043615-0.0020796i,-0.0022681-0.0014594i,-0.0041329+0.00064021i,-0.0037484+0.0013602i,-0.0014468+0.00025635i,0.0003629-0.00095651i,0.00069202-0.00084946i,0.00048474-0.00049432i,-0.0001743-0.00045268i,-0.00016812+9.3536e-05i,-0.00044971+2.4278e-05i,-0.00035756+0.00044604i,-0.00039563+0.0014322i,-0.00051832+0.0020381i
0.020175+0.0316i,0.01435+0.019025i,0.016261+0.0094293i,0.016551+0.0041326i,0.0089568-0.0016301i,0.0014796-0.0046511i,0.00025521-0.004418i,0.00071193-0.0034125i,-0.0008625-0.0019149i,-0.0022346-0.00040875i,-0.0015723+0.0019496i,-0.00017287+0.0044314i,0.00035565+0.0046636i,-0.0003595+0.0024381i,-0.0019538+0.0010094i,-0.002311+0.00057716i,-0.0019493+0.00081972i,-0.0020487+0.0012704i,-0.00026898+0.001034i,0.0014079+0.00044796i,0.00099914-7.2435e-05i,0.00072624+0.00015568i,0.00085373+0.00040446i
0.034273-0.025527i,0.016996-0.017018i,0.0019272-0.01657i,-0.0051016-0.016827i,-0.0074356-0.010072i,-0.0077031-0.0024405i,-0.0069957+0.000207i,-0.0050489-0.00028551i,-0.0025913+0.0012914i,-6.7631e-05+0.0037979i,0.0021978+0.0039001i,0.003482+0.0020413i,0.0031243+0.00012244i,0.0018523+0.00038137i,0.00032596+0.0016226i,-0.00064837+0.0021276i,-0.00087893+0.0025088i,-0.0010625+0.002086i,-0.00046894+0.00092602i,0.00081934-0.00022001i,0.0011492-0.00091631i,0.00061777-0.00093659i,-0.00018542-0.00041107i
-0.011124-0.03881i,-0.0099344-0.014793i,-0.017646+0.0036214i,-0.021808+0.010116i,-0.014578+0.012076i,-0.0052117+0.010551i,-0.0012093+0.0070922i,-4.03e-05+0.0040512i,0.0012299+0.0031702i,0.0020744+0.001701i,0.0024484-0.0011842i,0.0018819-0.0027844i,0.00087453-0.0019956i,0.0012643-0.00047543i,0.0022345+0.00033001i,0.0018843+8.5903e-05i,0.0013469-0.00038327i,0.0011919-0.00030439i,0.00084576-0.0010716i,-3.8357e-05-0.00074971i,-0.0011849+0.00093038i,-0.0010727+0.0011416i,-0.00063169+8.7993e-05i
-0.038341+0.0091352i,-0.016114+0.0056553i,0.0029377+0.01544i,0.010417+0.024232i,0.010399+0.01926i,0.0079123+0.0081056i,0.0056674+0.0019598i,0.005317+0.00062598i,0.003575-4.469e-05i,0.00094316-0.00045768i,-0.0012717-1.5433e-05i,-0.0038106+0.00022959i,-0.004097-0.0010112i,-0.0016254-0.0023704i,-0.00025631-0.0028693i,-0.00089696-0.0025245i,-0.0014062-0.0017552i,-0.00058216-0.00086835i,0.00026952+9.8054e-05i,0.00049342+0.00090895i,0.0017896+0.001439i,0.0025494+0.0017489i,0.0012629+0.0010407i
-0.0026841+0.04402i,-0.0049988+0.014222i,0.0064754-0.0079842i,0.019356-0.014423i,0.018771-0.014171i,0.0088413-0.010044i,0.0032294-0.0053066i,0.0011141-0.0033103i,-0.0015917-0.0023388i,-0.0020369-0.00031757i,-0.0010504+0.0017562i,-0.00022269+0.0030805i,5.1191e-05+0.0025766i,-0.0013868+0.00049872i,-0.0036563+0.00035564i,-0.0043826+0.0014947i,-0.0027786+0.0014197i,-0.00076141+0.0013241i,0.0010425+0.0012155i,0.0014743+0.00073573i,0.00066788-0.00029258i,-0.00022333-0.0010332i,-0.00082031-0.00046286i
0.044282+0.0055897i,0.015806+0.0073273i,-0.011115-0.0018468i,-0.019723-0.012678i,-0.014896-0.01197i,-0.0074167-0.0035717i,-0.0031994+0.00067155i,-0.0040161+0.0020263i,-0.0042419+0.0031705i,-0.0015405+0.0032503i,0.0008947+0.0022698i,0.001981+0.0013171i,0.001334+0.0010437i,-0.00026954+0.0016211i,-0.00057744+0.0026179i,-6.3391e-05+0.0024387i,0.00034586+0.0011987i,0.00061464+5.0834e-05i,0.0001763-0.00080944i,-4.2107e-05-0.0011602i,-0.00014216-0.00094551i,-0.0017106+0.00028496i,-0.0022728+0.00042717i
0.010098-0.046603i,0.010252-0.014903i,-0.00095287+0.013045i,-0.013986+0.023476i,-0.014031+0.021319i,-0.0046704+0.012588i,0.0012324+0.0056275i,0.0019502+0.003153i,0.0019279+0.0024176i,0.0019298+0.0020011i,0.0020528+0.00033508i,0.0020288-0.0014455i,0.0021943-0.0012451i,0.0026267-0.00018961i,0.0026736+7.6782e-05i,0.0016462-0.00010286i,0.00024183-0.00019442i,-0.0012408+0.00032154i,-0.0020538+0.00046625i,-0.0014851+0.00093446i,-0.00099517+0.0018382i,0.00012269+0.0023992i,0.0012961+0.0020197i
-0.042528-0.021558i,-0.0094775-0.019406i,0.015917-0.0062978i,0.022459+0.0087882i,0.019114+0.012879i,0.012144+0.0049212i,0.0063895-0.0011702i,0.0044299-0.0026406i,0.0025953-0.0034274i,0.00086352-0.0024833i,0.00039289-0.00067087i,-0.0010064+0.00041772i,-0.00095037+0.001211i,0.00065-0.0002644i,0.00078056-0.0017572i,-0.00074724-0.0012463i,-0.0014162+1.8412e-05i,-0.00071898+0.0018015i,-0.00015068+0.0021674i,0.0001743+0.0017212i,0.00056448+0.00072576i,0.0012428-0.00075834i,0.00090069-0.00143i
-0.033788+0.048674i,-0.034401+0.017874i,-0.020056-0.0079635i,-0.00065015-0.017757i,0.0062043-0.015353i,1.0731e-05-0.0067782i,-0.0039966-0.00041171i,-0.002383-0.00071025i,-0.0024838-0.0003357i,-0.002329+0.0018961i,-0.0010432+0.0018854i,-0.0004034+0.0013183i,0.00014432-0.00025695i,-0.00099374-0.0022744i,-0.0024867-0.0018611i,-0.0023142-0.00014632i,-0.00042129+0.0016235i,0.0018521+0.0017623i,0.0028503+0.00041157i,0.0025748-3.8218e-05i,0.001652-0.00051983i,0.00036928-0.0011985i,-0.00048419-0.00098347i
0.037658+0.036055i,0.0077764+0.036021i,-0.018155+0.026792i,-0.025445+0.011852i,-0.019818+0.0050747i,-0.0084272+0.0077827i,-0.00081339+0.0087251i,-0.00065787+0.0066334i,-0.0024255+0.0058749i,-0.0017123+0.0047564i,0.00013983+0.0025456i,0.00076184+0.0012422i,-0.00013296+0.0010233i,-0.001195+0.0010618i,-0.00089318+0.0010231i,-0.00032202+0.00057449i,-0.00038815-0.00053876i,-0.00043283-0.0014389i,-0.00025729-0.002286i,-0.00069739-0.0023473i,-0.001454-0.00026637i,-0.0017336+0.0012736i,-0.0013265+0.0010067i
0.047962-0.042958i,0.045139-0.015169i,0.03211+0.013594i,0.016212+0.025216i,0.0066918+0.020481i,0.0060809+0.0088512i,0.0059853+0.00097135i,0.0033202+0.0012951i,0.0018601+0.0029717i,0.0016741+0.0023976i,0.0011951+0.0016709i,0.00039415+0.0011824i,0.00033774+0.0019715i,0.0011521+0.003378i,0.0018522+0.002637i,0.00053083+0.00087306i,-0.0024097+0.00021837i,-0.0044369+0.00066185i,-0.0041647+0.0014785i,-0.0025975+0.0013455i,-0.0010608+0.00033097i,0.00031936+0.00020283i,0.00071284-0.00019962i
-0.043061-0.050643i,-0.018043-0.049397i,0.0042006-0.037343i,0.014609-0.0189i,0.015684-0.0084691i,0.0077812-0.0084823i,-0.00057059-0.0091853i,-0.0014328-0.0068567i,-0.00016336-0.0042011i,-3.2148e-05-0.001258i,0.00088968+0.0004095i,0.0023993+0.00032129i,0.0036477+0.00069286i,0.0044346+0.00088852i,0.0026822-0.00047116i,0.00055112-0.00087811i,9.7449e-05+0.00052409i,-0.00021567+0.0017815i,3.0162e-05+0.0024013i,-0.00046109+0.0025283i,-0.00057444+0.0012775i,-0.00015192+9.0891e-05i,-0.0011686-0.00075032i
-0.054688+0.043714i,-0.046551+0.025418i,-0.034029+0.0037559i,-0.020034-0.0074828i,-0.0083028-0.0077967i,-0.0060396-0.0034703i,-0.0061003-0.00021192i,-0.004318-0.0012836i,-0.00412-0.0021644i,-0.0033641+0.00032854i,-0.00098343+0.0024271i,-0.00043756+0.001322i,-0.00095003-0.0016916i,-0.00076676-0.0034834i,-0.00058672-0.0017834i,-0.00044415+8.6186e-05i,0.00016131-6.2917e-06i,0.0021505-0.00066472i,0.0035532-0.00104i,0.0028586-0.00010069i,0.0013081+0.0016407i,-0.00076289+0.0023027i,-0.0014996+0.0014514i
0.026559+0.058312i,0.0077742+0.056997i,-0.0063821+0.052958i,-0.0098725+0.041783i,-0.0074331+0.027841i,-0.0004177+0.018371i,0.0047352+0.010916i,0.0032655+0.0048595i,0.00053035+0.0044943i,0.0011912+0.0046363i,0.0028372+0.002539i,0.0013723+0.00032072i,-0.0014594-0.00099048i,-0.0023129-0.00080583i,-0.0013584-0.00075898i,0.00029912-0.00078475i,-0.00045767-0.00068483i,-0.0021663-0.0017563i,-0.0019482-0.0024228i,-0.001428-0.0015727i,-0.00028201-0.00024265i,0.0017191+0.00071816i,0.0025072+0.0019206i
0.057854-0.0371i,0.05266-0.022845i,0.043156-0.0036298i,0.031137+0.0080568i,0.021597+0.011998i,0.018711+0.0074955i,0.013314-0.00046108i,0.006237-0.0016827i,0.0040312+0.00080822i,0.0040246+0.0011469i,0.0029445-0.00022808i,0.0009893-0.0013159i,-0.00048101-6.7667e-05i,0.00026936+0.002227i,0.00046035+0.0022739i,-0.00039216-0.000278i,-0.0012561-0.00097434i,-0.002565+0.001054i,-0.0025868+0.0018698i,-0.0016309+0.00051693i,-0.00059478-0.001208i,0.00078546-0.0015578i,0.00033707-0.0011475i
-0.00847-0.080291i,-0.01359-0.075323i,-0.0099075-0.0664i,-0.008394-0.047691i,-0.010297-0.031211i,-0.015736-0.017009i,-0.012987-0.0052808i,-0.0039627-0.0017333i,0.0016279-0.0049636i,-0.00025953-0.0079312i,-0.0045402-0.0050719i,-0.0029117+0.00049368i,0.0025192+0.0033338i,0.0047404+0.0026726i,0.0022823+0.0023939i,-6.2465e-05+0.0028114i,0.00050647+0.0019043i,0.001582+0.0016635i,0.0022423+0.0018576i,0.0014652+0.0010149i,7.2932e-06-0.00013606i,-0.00085865-0.00098467i,-0.0016026-0.00095973i
-0.053444+0.031969i,-0.048454+0.027401i,-0.041164+0.015069i,-0.031838+0.006373i,-0.022116+0.0028785i,-0.016225+0.0035172i,-0.010239+0.0056906i,-0.0050169+0.0035493i,-0.0047561+0.00042914i,-0.0048974+0.0022559i,-0.0024755+0.0045809i,0.00031304+0.0034801i,0.0014013+0.00042672i,0.0016348-0.0018468i,0.0022513-0.0014513i,0.0019811-0.00018684i,0.0016714-0.00059924i,0.0018714-0.0016731i,0.0012001-0.0014031i,5.4983e-05-0.00041914i,-0.00043952+0.0014548i,-0.0001473+0.0030806i,-7.4326e-05+0.0029022i
0.027641+0.064653i,0.02836+0.051459i,0.022052+0.038761i,0.014536+0.030784i,0.0067133+0.022825i,0.0040333+0.015275i,0.0055052+0.0075308i,0.0032639+0.0019222i,0.00029248+0.0027398i,0.001295+0.0055134i,0.0038501+0.0043227i,0.002804+0.0010651i,-0.0013395-0.00085693i,-0.0032535-0.0013915i,-0.0019699-0.0011104i,-0.00053183-0.00053271i,-0.00072886-0.0001198i,-0.0019197+0.00029353i,-0.0015291+0.00041409i,-0.00026348-0.00025125i,0.00028013-0.00081015i,0.00098593-0.00078272i,0.0010995-0.00089351i
0.059772-0.024503i,0.046005-0.029995i,0.03052-0.025034i,0.020424-0.015676i,0.013794-0.0091736i,0.0085332-0.0064375i,0.004868-0.0057088i,0.0031503-0.0032642i,0.0042852-0.00079921i,0.0048568-0.0020943i,0.0025404-0.0041405i,0.00014311-0.0029005i,-0.00053057+0.00055079i,-0.0013153+0.002582i,-0.0027632+0.0014243i,-0.0023585-0.00026352i,-0.0010102-0.00074951i,-0.00026136-0.0011237i,8.2814e-05-3.253e-05i,-0.00046094+0.0010297i,-0.0013986-0.00027281i,-0.00090975-0.0016145i,-0.00037834-0.0014478i
-0.028237-0.063591i,-0.035715-0.048981i,-0.031522-0.030417i,-0.022437-0.017339i,-0.012817-0.011216i,-0.0064895-0.0072099i,-0.0042499-0.0015477i,-0.0020828+0.00029868i,-0.0013414-0.0027248i,-0.0046143-0.0053496i,-0.0066042-0.0037762i,-0.0039907+1.2513e-05i,-0.00046075+0.0018744i,0.0015249+0.0021144i,0.00098429+0.0018002i,-0.00086111+0.0012879i,-0.0009766+0.00089884i,-0.00023472-0.00030066i,0.00047022-0.0010581i,0.0012721-0.00079317i,0.0012075+0.00011006i,-0.0006501+0.00055027i,-0.0016089+0.00026611i
