-0.00066193-0.00054885i,-9.822e-05-0.00069527i,-0.00099989-0.00090596i,-0.00065374-0.0010924i,-0.00022306-0.0012015i,-0.00013844-0.00083606i,0.00039076-0.00062867i,0.0009232-0.00052147i,0.0011559-0.00047814i,0.00071452-0.00061591i,0.0004833-0.00056575i,0.0008333-0.00019636i,0.000519-0.00013099i,-1.3321e-07+0.00014888i,-0.00035638+0.00044786i,-0.00038702+0.00061709i,-0.00027121+0.00019709i,-0.00022643-0.00041546i,0.00010403-0.00024691i,-0.00014268-0.00021548i,-0.00054156-0.00065196i,-0.00087091-0.00030087i,-0.00071008+0.00011408i
-0.00051891+0.0030347i,0.0031641+0.0046945i,0.013737+0.013025i,0.0304+0.023305i,0.042074+0.023006i,0.034232+0.010877i,0.01653+0.0057748i,0.010891+0.011476i,0.012832+0.011553i,0.0089735+0.0062339i,0.0030731+0.0021855i,0.00048684-0.00066293i,-0.0010031-0.0011792i,-0.0006746+0.0003948i,4.8943e-05+0.0016017i,-0.0028144+0.00028313i,-0.0066272-0.0013596i,-0.0074663-0.00077215i,-0.0060567+0.0017581i,-0.003025+0.003797i,0.0012478+0.0037506i,0.0049473+0.0031251i,0.0057557+0.0033551i
-0.0080145-0.0068129i,-0.017142-0.013904i,-0.027981-0.018797i,-0.022702-0.016002i,-0.002087-0.012472i,0.0074666-0.0056437i,0.0066015+0.0019787i,0.010007+0.0032198i,0.014585-0.00090783i,0.01316-0.0031932i,0.010617-0.001939i,0.0075588-0.0033689i,0.0010645-0.00552i,-0.0039581-0.0044727i,-0.0038511-0.0017497i,0.00032319-1.7406e-05i,0.0047363-0.00084679i,0.0050019-0.0040731i,0.0022843-0.005975i,0.0020466-0.0060687i,0.0034676-0.0067559i,0.0039554-0.007765i,0.0039543-0.0088336i
0.0097938-0.0065999i,0.021315-0.0052924i,0.026074-0.0029929i,0.008419-0.0011993i,-0.01393+0.007721i,-0.012543+0.011908i,-0.0016864+0.00376i,-0.0015408-0.0067132i,-0.004716-0.01013i,-0.0025437-0.0083007i,0.002985-0.0057495i,0.0054995-0.0040965i,0.0049595-0.0027237i,0.0032041-0.0021208i,-0.00032063-0.0021317i,-0.0036373-0.0007354i,-0.005005+0.0024934i,-0.0040394+0.0046323i,-0.0025058+0.0040332i,-0.0022619+0.0025822i,-0.0032809+0.0011743i,-0.0040907-0.00053526i,-0.003796-0.0012976i
0.017114+0.009853i,0.017973+0.021815i,-0.0016485+0.035528i,-0.029212+0.037882i,-0.043105+0.027368i,-0.038158+0.016678i,-0.020864+0.0063377i,-0.0092901-0.0042117i,-0.011255-0.0063091i,-0.012317-0.0024043i,-0.010054+0.0012682i,-0.0068801+0.0044835i,-0.0012401+0.0056633i,0.0023118+0.005841i,0.0028797+0.003757i,0.0018012-0.00077622i,-0.00070245-0.0044598i,-0.0038026-0.0039983i,-0.0051402-0.00086651i,-0.0050934+0.0014047i,-0.0065838+0.0031299i,-0.0077291+0.004811i,-0.0065437+0.0057795i
-0.0051428+0.0017045i,-0.008848-0.01379i,-0.00021058-0.038691i,0.017925-0.047534i,0.019391-0.035861i,0.010674-0.01998i,0.0091325-0.010199i,0.0077575-0.0055005i,0.0049412-0.00036314i,0.0019068+0.0042591i,-0.0029933+0.0066005i,-0.005501+0.0067401i,-0.0048966+0.003381i,-0.0038885+0.00089013i,-0.0024601+0.00098135i,-8.4248e-05+0.0024145i,0.0029109+0.003904i,0.0062041+0.0025802i,0.0077905-0.00068191i,0.0071796-0.0022689i,0.0069038-0.00070251i,0.006196+0.0017214i,0.0046875+0.003489i
-0.0056482+0.0029584i,0.0010023+0.0068168i,0.015167+0.0080829i,0.033529+0.0084262i,0.053125+0.008454i,0.05202+0.0013877i,0.032662-0.0038113i,0.01922-0.00095113i,0.014861-0.00083639i,0.010168-0.0036057i,0.0043972-0.0038769i,0.0014509-0.002061i,0.0012301+3.2658e-05i,0.0016504+0.00084257i,0.0019055+0.0015068i,0.001318+0.0019561i,-0.0015257+0.0030754i,-0.0048584+0.0037999i,-0.005951+0.0033353i,-0.0046961+0.0013918i,-0.0026712-0.0020644i,-0.0012668-0.0028773i,-0.0013818-0.00092824i
-0.011656-0.0024258i,-0.032093+0.0054047i,-0.049991+0.015496i,-0.045637+0.012699i,-0.01748-0.0041793i,0.0040136-0.013525i,0.0025027-0.0071232i,-0.00055731-0.001248i,0.0021599-0.0043027i,0.0023792-0.010238i,0.0022931-0.012758i,0.0018176-0.012048i,-0.0010655-0.0065595i,-0.0027759+0.001279i,-0.001867+0.0047096i,0.001838+0.0029604i,0.0044348-0.001963i,0.0014139-0.0057299i,-0.0030344-0.0054649i,-0.0051253-0.0039274i,-0.0054049-0.0038183i,-0.004569-0.0043155i,-0.0032813-0.0038261i
0.015903-0.018361i,0.036267-0.035404i,0.052718-0.03094i,0.045095-0.0087158i,0.016424+0.0061946i,-0.0011232+0.0041601i,-0.0067109+0.0016421i,-0.0097685+0.0051056i,-0.0087992+0.0041107i,-0.0064159-0.00053936i,-0.0032362-0.0033779i,-0.0012599-0.004664i,-0.0015701-0.0050415i,-0.0018177-0.0041334i,-0.0015441-0.001785i,-0.0014464+0.0016537i,-0.0012154+0.0056956i,0.00036583+0.0074834i,0.0021549+0.007122i,0.0026526+0.007758i,0.0029636+0.0087466i,0.0029554+0.0082472i,0.0022541+0.0050378i
0.02577+0.0087746i,0.044808+0.01926i,0.039954+0.032264i,0.014504+0.041121i,-0.010117+0.041785i,-0.023894+0.035969i,-0.016105+0.021484i,-0.00317+0.0064737i,-8.2022e-06+0.00055049i,0.00012235+0.0032547i,0.00063066+0.0060283i,0.0017207+0.005235i,0.0024269+0.0023923i,0.0013913-0.00018664i,-0.00094092-0.0022408i,-0.0042947-0.0046497i,-0.0071547-0.0061722i,-0.0076762-0.0056045i,-0.0051748-0.0027319i,-0.00090455+0.0010471i,0.0015514+0.0025261i,0.0020102+0.001902i,0.0019249+0.0004661i
-0.010984+0.0094375i,-0.035592+0.0017632i,-0.05265-0.042246i,-0.045348-0.082629i,-0.029952-0.072312i,-0.018595-0.036617i,-0.0041768-0.019314i,0.0064524-0.020094i,0.0087595-0.01586i,0.0088258-0.0041626i,0.008328+0.004943i,0.0055557+0.0071017i,0.00068072+0.0053386i,-0.0036065+0.0026363i,-0.0052609+0.0015651i,-0.0019642+0.0019573i,0.0038615+0.0011459i,0.0065575-0.0011942i,0.0050491-0.0039951i,0.0026151-0.0058874i,0.00094688-0.0068664i,2.9538e-05-0.0058755i,-0.00023543-0.0038425i
-0.0024039+0.0051679i,-0.0056332+0.011281i,0.0027969+0.019814i,0.0098536+0.01925i,0.013629+0.0066436i,0.020458-0.0045613i,0.01943-0.0089941i,0.012438-0.01103i,0.0049664-0.010183i,0.00073537-0.0066781i,-0.00051891-0.0038826i,-0.0010268-0.002493i,4.5185e-05-0.0012939i,0.0013659-0.00015527i,0.0012719-0.00029284i,-0.0020887-0.00069114i,-0.0056446+0.0013391i,-0.0074218+0.0045458i,-0.0075825+0.0054133i,-0.0066204+0.0039363i,-0.0055895+0.0013086i,-0.0051127+4.2654e-05i,-0.0050246+0.0026404i
-0.0053132+0.0063381i,-0.016468+0.021352i,-0.03173+0.062616i,-0.035587+0.093635i,-0.020957+0.073754i,-0.0020971+0.034583i,0.0045068+0.01574i,0.0029336+0.013181i,0.0028318+0.0087285i,0.00096455-0.001687i,-0.0029005-0.0081198i,-0.0035821-0.007111i,-0.0004722-0.0020313i,0.0030398+0.0040489i,0.006994+0.0061708i,0.010436+0.0024028i,0.0096045-0.0031166i,0.0045358-0.0052929i,-0.00081862-0.0032892i,-0.0026343-0.0009644i,-0.0019307+0.00014696i,-0.0010481+0.0018071i,-0.00029314+0.0032493i
0.0066151-0.032657i,0.033218-0.070509i,0.068378-0.097418i,0.090903-0.078383i,0.088581-0.034151i,0.060416-0.010902i,0.028654-0.0028249i,0.013116+0.006702i,0.010138+0.006578i,0.0055132-0.0001727i,-0.0012912-0.00051344i,-0.0042492+0.0016315i,-0.0037179+0.0014469i,-0.0027903+0.0014918i,-0.0014088+0.0040701i,-0.0005818+0.0070853i,-0.0001847+0.0090681i,0.0019292+0.0078983i,0.0044052+0.004333i,0.0056296+0.0022429i,0.0065238+0.0014922i,0.0065847-9.6264e-05i,0.0052916-0.0018449i
0.027868-0.0024579i,0.050242+0.0053772i,0.05735+0.0049042i,0.046915-0.013037i,0.036403-0.017861i,0.024172-0.0044086i,0.011268+0.0026959i,0.0032627-0.0036437i,-0.002158-0.0069592i,-0.0035711-0.003076i,-0.0034565-1.4134e-05i,-0.0027678+0.00061949i,-0.0017546+2.8486e-05i,-0.00044407-0.00097447i,-0.00044608-0.0028899i,-0.0021882-0.0054126i,-0.0033839-0.0067313i,-0.0047535-0.0048532i,-0.0047289-0.00069089i,-0.0021699+0.0015593i,-0.00049159+0.0019875i,-0.00042515+0.0013566i,-0.00091577-0.0011134i
-0.012325+0.032332i,-0.064418+0.045231i,-0.1304+0.025955i,-0.16008-0.020699i,-0.1473-0.048533i,-0.10244-0.039069i,-0.054567-0.021572i,-0.028634-0.014114i,-0.017084-0.0072622i,-0.0063683+0.0019207i,0.0035598+0.0056733i,0.0066165+0.0023148i,0.0029751-0.001649i,-0.0023263-0.0018561i,-0.0046436+0.00045779i,-0.0037566+0.0031067i,-0.0011215+0.0032815i,0.0012482+0.00050024i,0.00028829-0.0022427i,-0.0029512-0.0034083i,-0.0046643-0.0021058i,-0.0049231-0.00085916i,-0.0040873-0.00067874i
0.00010352+0.0073352i,0.018058+0.010723i,0.039255+0.028687i,0.041307+0.062946i,0.019048+0.067055i,-0.0014273+0.03962i,-0.0030046+0.014816i,0.0018296+0.0044121i,0.0035754+0.0055097i,0.0038748+0.0080703i,0.0032242+0.0049747i,0.00028226+0.00024933i,-0.0037585-0.001336i,-0.0058847-0.0020819i,-0.0059551-0.0029381i,-0.006273-0.003123i,-0.0055979-0.0016565i,-0.0034539+0.0010041i,-0.0019947+0.0030975i,-0.0010971+0.0044966i,-0.00026264+0.0042748i,-0.00011507+0.0037999i,-0.00040783+0.0064598i
-0.0067562-0.0028929i,0.0089233+0.016645i,0.038142+0.05366i,0.063132+0.083185i,0.074654+0.083919i,0.061964+0.057312i,0.040847+0.025311i,0.027013+0.0032051i,0.019045-0.0088418i,0.011493-0.015778i,0.0041854-0.017194i,0.00027056-0.012261i,-0.00065449-0.0054587i,0.00076806+0.001176i,0.0027594+0.0055146i,0.0052919+0.0051219i,0.0048879+0.00068506i,0.0002996-0.0030773i,-0.0029145-0.0030449i,-0.0033677-0.0013451i,-0.0024353-0.0012239i,-0.0019174-0.00042663i,-0.00067957+0.0017649i
-0.016579-0.049314i,-0.033735-0.11421i,-0.026107-0.18177i,0.0035603-0.20432i,0.029748-0.16437i,0.036788-0.10399i,0.021889-0.055265i,0.011503-0.026384i,0.0077494-0.020832i,-0.00053132-0.021213i,-0.0034436-0.012373i,7.0662e-05-0.0008666i,0.0046542+0.004665i,0.0075658+0.004793i,0.0063048+0.0035472i,0.0034817+0.0029393i,0.0010922+0.002118i,0.0012112+0.00022875i,0.0031461-0.0010112i,0.0045129-0.0015791i,0.0056925-0.0022871i,0.0051116-0.0028619i,0.0021559-0.003141i
0.03685-0.0036638i,0.061172-0.0029602i,0.049757+0.019846i,0.0091202+0.035563i,-0.020757+0.02173i,-0.020671+0.013342i,-0.009703+0.015218i,-0.006485+0.012192i,-0.0087089+0.0084405i,-0.0095669+0.0074217i,-0.0094453+0.0061027i,-0.0071886+0.003878i,-0.0031339-0.00084372i,-0.0001791-0.0053824i,0.0016185-0.005426i,0.0010442-0.0029141i,-0.0029267-0.00013153i,-0.0046344+0.0042321i,-0.0021567+0.007045i,0.0009817+0.0053231i,0.0017839+0.0039193i,0.00080779+0.002476i,-0.001793-0.00078331i
0.026181+0.065235i,0.0084135+0.13935i,-0.056201+0.18151i,-0.10428+0.16996i,-0.094606+0.13596i,-0.061494+0.093628i,-0.026654+0.053688i,-0.0055089+0.029241i,0.0050403+0.020818i,0.013021+0.018114i,0.015018+0.011951i,0.010995+0.0038395i,0.0036733-0.0009746i,-0.0036897-0.0028377i,-0.0060374-0.0029134i,-0.0037813-0.00076728i,-0.00040392+0.00082129i,0.0025269+0.00017236i,0.0021611-0.0015782i,-8.7291e-06-0.0028524i,-0.0011256-0.0022766i,-0.0017059-0.00087273i,-0.0020144-1.9817e-05i
-0.0037387+0.00509i,0.013626-0.0065056i,0.07304-0.040473i,0.1287-0.064499i,0.12693-0.057415i,0.087827-0.044683i,0.047859-0.034255i,0.023585-0.02196i,0.013649-0.0075197i,0.011408+0.0037652i,0.007897+0.007688i,0.00022117+0.0090573i,-0.0059788+0.010534i,-0.0078592+0.011089i,-0.0057177+0.009699i,-0.0027889+0.0073048i,0.0011967+0.0047167i,0.0045086+0.0026007i,0.0020233+0.002702i,-0.0039509+0.0032058i,-0.0072745+0.0038162i,-0.0056713+0.0050408i,-0.00059+0.0063016i
-0.033483-0.023614i,-0.036965-0.049163i,-0.012041-0.04764i,0.006233-0.038532i,-0.00028299-0.049246i,-0.00021605-0.048951i,0.0010062-0.036239i,-0.0078795-0.02701i,-0.014925-0.020994i,-0.01671-0.018364i,-0.016375-0.015727i,-0.013829-0.012114i,-0.0088405-0.0063201i,-0.0026881+0.0016576i,0.00044315+0.0047823i,0.00040668+0.00034979i,-0.0016037-0.0060707i,-0.0072987-0.0087597i,-0.012054-0.0050622i,-0.011078+0.0010512i,-0.00737+0.0037182i,-0.0028667+0.0044073i,0.0026379+0.003219i
-0.057462-0.035196i,-0.12284-0.089201i,-0.19013-0.13381i,-0.20489-0.11457i,-0.15738-0.060505i,-0.10361-0.025261i,-0.063865-0.0094945i,-0.029497+0.00025957i,-0.0097782-0.0029201i,-0.0087651-0.0097107i,-0.0091719-0.0087955i,-0.0022509-0.0062485i,0.0038113-0.0063567i,0.005096-0.0064432i,0.0056623-0.0037787i,0.0034305+0.00074979i,-0.0018237+0.0038473i,-0.0046267+0.0036151i,-0.003421+0.0017959i,-0.00062264+0.0010401i,0.0021455+0.00088318i,0.003345-0.00056328i,0.00066017-0.0024171i
0.072078-0.020135i,0.13254-0.00085348i,0.16844+0.036708i,0.16635+0.073958i,0.14061+0.092219i,0.095338+0.077238i,0.050941+0.047236i,0.028922+0.021563i,0.018313+0.0061208i,0.0076281+0.0014206i,-0.00080475+0.00074373i,-0.0049725-0.00071602i,-0.0075446-0.0023891i,-0.0070199-0.0026867i,-0.004725-0.0029645i,-0.0044011-0.002761i,-0.0049386+0.00024032i,-0.0014796+0.0037461i,0.0054036+0.0027716i,0.0086276-0.0018773i,0.0089737-0.0054129i,0.0058461-0.0060471i,-0.0011121-0.0028909i
0.10613+0.062035i,0.15428+0.15008i,0.14712+0.20792i,0.10136+0.16333i,0.059185+0.078936i,0.039386+0.035574i,0.033585+0.020003i,0.024622+0.00028432i,0.014096-0.013161i,0.013689-0.011474i,0.01918-0.0078035i,0.017278-0.0084229i,0.0090589-0.0081465i,0.0017645-0.005204i,-0.0015131-0.0020465i,0.00090132+0.0012202i,0.0067596+0.0018321i,0.01-0.0021438i,0.007066-0.0050135i,0.0028999-0.0044195i,0.0010255-0.0017291i,-0.0010422+0.0020845i,-0.0021746+0.0052011i
-0.04306+0.0063204i,-0.065235-0.045477i,-0.063482-0.11876i,-0.057921-0.15213i,-0.064754-0.13405i,-0.051906-0.093351i,-0.022758-0.055399i,-0.0076703-0.023876i,-0.0012476-0.00055368i,0.007811+0.0091683i,0.013604+0.011054i,0.015295+0.011617i,0.016164+0.0098361i,0.01162+0.0061241i,0.0046521+0.0027596i,-0.0002766+0.00070238i,-0.0031769-0.0022424i,-0.0039549-0.0036465i,-0.003364-0.00086911i,-0.0020466+0.0027646i,-0.00174+0.0045128i,-0.00077115+0.0046869i,0.0023+0.0036655i
-0.10705-0.013583i,-0.14626-0.040947i,-0.12098-0.040732i,-0.068531+0.014389i,-0.026156+0.064532i,0.0013382+0.059734i,0.0091255+0.029725i,0.0045179+0.017734i,0.0023969+0.016925i,-0.0021396+0.0087382i,-0.012734+0.0024892i,-0.017165+0.0031953i,-0.014105+0.0033091i,-0.010184+0.0034122i,-0.0065251+0.0055346i,-0.001521+0.0051575i,-0.00011612+0.0038415i,-0.0052497+0.0062293i,-0.0089683+0.011193i,-0.0070578+0.013807i,-0.0045165+0.011069i,-0.0039698+0.005786i,-0.0028812+0.0012861i
-0.045015+0.0068593i,-0.11806+0.031312i,-0.17387+0.047413i,-0.13817+0.031845i,-0.048025+0.01114i,-0.0055908+0.0055715i,-0.0063108+0.009468i,0.0046199+0.0039394i,0.013961-0.01148i,0.0040789-0.016323i,-0.0055802-0.0099746i,-0.0064075-0.003399i,-0.0047526+0.00011938i,-0.0040546-0.00012907i,-0.0032789-0.0019415i,-0.0039839-0.0023521i,-0.0056738+0.00048383i,-0.004491+0.0021446i,-0.0027784-0.00038859i,-0.0038646-0.0047098i,-0.0051633-0.0066934i,-0.0063715-0.0043659i,-0.0069707-0.0004916i
0.13823-0.055093i,0.22461-0.082174i,0.24459-0.086463i,0.19025-0.090716i,0.10402-0.10209i,0.035046-0.085525i,0.0039269-0.045103i,-0.0035638-0.019354i,-0.0083143-0.010591i,-0.011921-0.0017165i,-0.011629+0.0058317i,-0.010673+0.0076294i,-0.0080644+0.0087709i,0.00025271+0.010113i,0.0089861+0.0062712i,0.011481-0.0012729i,0.0097751-0.0060441i,0.0079553-0.009635i,0.0045673-0.012546i,-0.001524-0.010267i,-0.0035453-0.0049159i,0.0002657-0.0013646i,0.002551+0.0014052i
0.13617+0.0029472i,0.24483+0.026773i,0.25459+0.078031i,0.13553+0.12428i,0.01494+0.12941i,-0.018125+0.088773i,-0.0070867+0.032626i,-0.012907+0.0026044i,-0.019792+0.00097587i,-0.0081945+0.00021358i,0.0030542-0.011467i,0.0027562-0.022296i,-0.0031864-0.021668i,-0.0079636-0.013386i,-0.010842-0.0051413i,-0.011373+0.0021372i,-0.0084681+0.0039205i,-0.0073857-0.00028242i,-0.0074448-0.0016917i,-0.0018743+0.001075i,0.0053297+0.0010386i,0.0078506-0.0023368i,0.0083462-0.0052759i
-0.14235+0.053516i,-0.24279+0.043902i,-0.25456-0.014397i,-0.16104-0.042199i,-0.052924-0.018582i,0.0017424-0.011886i,0.0086673-0.024399i,0.008781-0.01776i,0.020078-0.0057447i,0.026423-0.0025521i,0.025731-0.0019543i,0.023378-0.002801i,0.017619-0.0039731i,0.010292-0.0047266i,0.0060571-0.0040605i,0.0047852-0.0030063i,0.0021359-0.0017626i,0.0001298+0.0018419i,0.0037511+0.0079112i,0.010418+0.010667i,0.013191+0.0070235i,0.0091891+0.00023147i,0.0014794-0.0035257i
-0.13566+0.041302i,-0.20912+0.038687i,-0.17317-0.0064904i,-0.048792-0.074154i,0.043523-0.1202i,0.054935-0.10117i,0.030696-0.041543i,0.018404-0.0084838i,0.0087815-0.0062406i,-0.0057576-0.0035346i,-0.01222+0.0049433i,-0.010761+0.008666i,-0.0084538+0.0088928i,-0.0059534+0.01136i,-0.0026964+0.014222i,0.00048444+0.014565i,0.0028168+0.012908i,0.005149+0.01267i,0.0066112+0.010522i,0.0036617+0.0022171i,-0.0033109-0.0039459i,-0.0094641-0.00060961i,-0.011485+0.0062651i
0.073244+0.014193i,0.09699+0.068421i,0.047436+0.12391i,-0.047341+0.1056i,-0.10716+0.061578i,-0.093817+0.065462i,-0.033998+0.067187i,0.002104+0.027723i,-0.0013252-0.0040272i,-0.0052513-0.0088137i,-0.0012333-0.0076191i,0.0017992-0.0040889i,0.0027435-0.0032764i,-0.00067317-0.0072734i,-0.0051792-0.01028i,-0.0080104-0.010507i,-0.0097314-0.0077637i,-0.0094614-0.006346i,-0.010707-0.0068664i,-0.013921-0.0038234i,-0.014131+0.0036118i,-0.0094306+0.012165i,-0.001893+0.016174i
0.13902-0.14078i,0.21727-0.22489i,0.20916-0.20704i,0.13042-0.065503i,0.065968+0.07988i,0.043847+0.10683i,0.038096+0.053767i,0.030098+0.025212i,0.026475+0.022815i,0.020875+0.014337i,0.0080187+0.0081164i,0.00045389+0.01093i,0.00027181+0.011762i,0.0014785+0.0092923i,0.0054862+0.0073853i,0.0093896+0.0040324i,0.0088798+0.00033566i,0.0033637-0.0031017i,-0.0047148-0.003866i,-0.0089885+0.00027989i,-0.0071941+0.0040217i,-0.0011066+0.0030685i,0.0046289-0.0020977i
0.042348-0.068441i,0.10257-0.12219i,0.16816-0.11134i,0.20805-0.025474i,0.21454+0.018679i,0.1636-0.017555i,0.067517-0.044616i,0.0069221-0.027645i,-0.0032083-0.01359i,-0.0070856-0.016663i,-0.012284-0.016758i,-0.013954-0.013774i,-0.015169-0.0073429i,-0.013022+0.0039363i,-0.010384+0.010212i,-0.0075097+0.0085585i,-0.0038561+0.0041788i,-0.0048121+0.001477i,-0.0027161+0.0029109i,0.008341+0.0027623i,0.017523-0.0042444i,0.014343-0.012766i,0.0050375-0.015076i
-0.1509+0.19674i,-0.27006+0.31807i,-0.31192+0.28179i,-0.25351+0.081961i,-0.18597-0.094919i,-0.14366-0.13046i,-0.091624-0.074023i,-0.038854-0.03471i,-0.012286-0.028433i,-0.0019401-0.016241i,0.0090645-0.0028948i,0.01409-0.0029605i,0.011389-0.0062093i,0.011505-0.010192i,0.012702-0.016509i,0.0080968-0.021592i,-0.00023018-0.022465i,-0.0037272-0.018319i,-0.0012021-0.013379i,-0.00017349-0.011497i,-0.0033024-0.008763i,-0.0074711-0.0037928i,-0.010217+0.00017423i
-0.065908+0.097473i,-0.10803+0.12271i,-0.14168+0.072527i,-0.1771-0.011584i,-0.20214-0.042026i,-0.155-0.011315i,-0.061857+0.013229i,-0.015074+0.017818i,-0.010597+0.025809i,-0.003342+0.03283i,0.0016739+0.027824i,-0.0024899+0.017864i,-0.0057007+0.010299i,-0.0021399+0.0064106i,0.0017725+0.0059516i,0.0017372+0.0078861i,8.4393e-05+0.0096779i,-0.0029948+0.0091592i,-0.0055249+0.0062992i,-0.0096164+0.004829i,-0.012545+0.0061541i,-0.0080994+0.0073519i,-0.0012569+0.0084245i
0.16465-0.11514i,0.29698-0.15593i,0.34107-0.093586i,0.27496+0.03224i,0.20646+0.11993i,0.15818+0.11842i,0.087912+0.048i,0.023891-0.0075639i,0.00016979-0.01643i,-0.00085152-0.015876i,-0.0029328-0.018325i,-0.0050112-0.01723i,-0.0086083-0.014274i,-0.017352-0.009763i,-0.024005-0.0013245i,-0.022252+0.009281i,-0.013164+0.015071i,-0.0039064+0.013134i,-0.0034785+0.0096595i,-0.0066514+0.012626i,-0.0042425+0.017004i,0.0022009+0.014923i,0.0043033+0.0073188i
-0.0075802-0.1773i,-0.056639-0.25966i,-0.07085-0.2317i,0.024304-0.11923i,0.1376-0.045165i,0.11825-0.034196i,0.037955-0.013292i,0.020747+0.0063178i,0.032611-0.0044901i,0.020165-0.016049i,0.0042245-0.01134i,0.0040374-0.0030831i,0.0079183-0.0011145i,0.008355+0.002685i,0.012848+0.010683i,0.021035+0.011544i,0.025867+0.0059992i,0.024615-0.00082805i,0.018857-0.0046218i,0.016815-0.0061907i,0.01637-0.0083324i,0.0090173-0.010304i,0.00029509-0.0088309i
-0.053437-0.02336i,-0.10251-0.077252i,-0.1101-0.12236i,-0.083724-0.12984i,-0.078992-0.11046i,-0.057559-0.06517i,-0.011777-0.0049004i,0.0088952+0.024336i,-0.00081155+0.019833i,-0.013171+0.0096753i,-0.018079+0.0018359i,-0.01745-0.0028697i,-0.011704-0.0028442i,-0.00494+0.0047028i,-0.0034889+0.011595i,-0.0057813+0.0091078i,-0.0076281+0.0012046i,-0.0073597-0.0044771i,-0.004821-0.0067588i,-0.0017637-0.010775i,-0.0012688-0.014715i,-0.0028298-0.0094695i,-0.0011495+0.00050056i
0.022657+0.31271i,0.090836+0.52332i,0.10587+0.54127i,0.0045524+0.37146i,-0.083571+0.22444i,-0.039518+0.13637i,0.044574+0.027713i,0.054936-0.047099i,0.032531-0.050502i,0.02488-0.035348i,0.024226-0.022292i,0.021912-0.0072545i,0.015752+0.0016322i,0.0097322-0.0033555i,0.0058147-0.01835i,-0.0030186-0.028764i,-0.018479-0.025646i,-0.02618-0.012112i,-0.019848+0.00073091i,-0.010146+0.0046929i,-0.0044288+0.0047183i,0.0013904+0.005413i,0.0086314+0.003206i
-0.022401+0.030362i,-0.042707+0.003781i,-0.082808-0.035813i,-0.098012-0.024507i,-0.05968+0.0014319i,-0.030814-0.021761i,-0.04032-0.048025i,-0.034369-0.02618i,-0.0043597+0.0026734i,0.010922+0.012722i,0.010599+0.019003i,0.0093457+0.020194i,0.0082174+0.014573i,0.0069323+0.0079498i,0.0043628+0.0046591i,0.0015775+0.0064793i,0.0028891+0.010896i,0.0053132+0.01461i,0.0060041+0.01595i,0.0041051+0.017429i,0.0016352+0.018682i,0.0019684+0.011719i,-0.00023162+0.0017505i
0.067296-0.27435i,0.10879-0.45389i,0.17109-0.49908i,0.20786-0.40637i,0.15684-0.28718i,0.042248-0.16056i,-0.052849-0.024469i,-0.077207+0.036074i,-0.068332+0.027215i,-0.053496+0.017514i,-0.032543+0.0063611i,-0.018733-0.0085591i,-0.012811-0.01104i,-0.012261-0.0068133i,-0.017049-0.0034989i,-0.016832-0.0013633i,-0.0096919-0.00026255i,-0.0025931-0.0010526i,0.00037759-0.0041353i,0.0017708-0.0073676i,0.0015727-0.0089746i,-0.0048653-0.0091131i,-0.01398-0.0039712i
-0.059427-0.060027i,-0.14684+0.019712i,-0.17274+0.17617i,-0.076867+0.23233i,0.013497+0.16324i,0.028961+0.12582i,0.06821+0.11441i,0.10145+0.059896i,0.076468+0.014387i,0.042954+0.0041348i,0.018966+0.00074728i,-0.0026447+9.0356e-05i,-0.015819+0.0010635i,-0.015876+0.0037832i,-0.0017561+0.0086421i,0.012867+0.0062431i,0.01571-0.0067543i,0.0068228-0.021921i,-0.0086671-0.026027i,-0.018877-0.016491i,-0.019614-0.0031i,-0.015568+0.0078733i,-0.0091961+0.013429i
0.013134+0.080595i,-0.00017339+0.081148i,-0.056286+0.043197i,-0.11276+0.031722i,-0.092892+0.046294i,-0.0090006+0.0033935i,0.034848-0.06126i,0.025598-0.047597i,0.023154-0.0054787i,0.018548-0.0023257i,-0.0006909-0.0034417i,-0.0077908+0.0051236i,-0.0030358+0.0083869i,0.0029966+0.011925i,0.0072143+0.018531i,0.0052945+0.022799i,-0.00091776+0.02267i,-0.007673+0.020277i,-0.011312+0.017093i,-0.0121+0.011217i,-0.010231+0.002826i,-0.0030238-0.0033849i,0.0070596-0.0058817i
0.14796+0.24772i,0.37214+0.32649i,0.49043+0.21457i,0.35621+0.051479i,0.16931-0.004556i,0.07013-0.038687i,-0.024236-0.085611i,-0.084158-0.088992i,-0.064137-0.076771i,-0.033864-0.065684i,-0.010556-0.040263i,0.012812-0.01789i,0.017187-0.0069644i,0.0094422-0.0047112i,0.0057124-0.0074001i,0.0066226-0.0091306i,0.0066402-0.0072233i,0.0066769-0.0012843i,0.0099953+0.0063609i,0.016263+0.011281i,0.023763+0.010078i,0.025755+0.0022136i,0.016569-0.0072685i
-0.1708+0.00083883i,-0.36267-0.00033219i,-0.46979+0.044379i,-0.37701+0.098182i,-0.22692+0.1021i,-0.14377+0.11808i,-0.066951+0.15209i,0.0095609+0.12107i,0.028804+0.05992i,0.021238+0.034528i,0.018585+0.02028i,0.010367-0.0012592i,-0.0013476-0.016026i,-0.0081938-0.016474i,-0.0098091-0.0086609i,-0.00562-0.00029933i,0.0041659+0.0044529i,0.015525+0.0049171i,0.023487+0.0007901i,0.022507-0.0072605i,0.0096926-0.011454i,-0.0058549-0.0069595i,-0.011466+0.0017274i
