-0.00066193-0.00054885i,-9.822e-05-0.00069527i,-0.00099989-0.00090596i,-0.00065374-0.0010924i,-0.00022306-0.0012015i,-0.00013844-0.00083606i,0.00039076-0.00062867i,0.0009232-0.00052147i,0.0011559-0.00047814i,0.00071452-0.00061591i,0.0004833-0.00056575i,0.0008333-0.00019636i,0.000519-0.00013099i,-1.3321e-07+0.00014888i,-0.00035638+0.00044786i,-0.00038702+0.00061709i,-0.00027121+0.00019709i,-0.00022643-0.00041546i,0.00010403-0.00024691i,-0.00014268-0.00021548i,-0.00054156-0.00065196i,-0.00087091-0.00030087i,-0.00071008+0.00011408i
0.00036453-0.00039363i,-0.00038784-0.00089218i,2.874e-05-0.0006519i,0.00061415-0.00083501i,0.00070159-0.00099533i,0.00011013-0.0016081i,-0.00065243-0.0018144i,-0.0011089-0.0010705i,-0.00086407-0.0010971i,-0.00063403-0.00082184i,-0.0004033-4.0495e-05i,7.3785e-05+0.00049064i,8.8382e-05+0.00054591i,-7.249e-05+0.00048652i,-0.00022133+0.00058498i,-0.0003347-1.9219e-06i,0.00010329-0.00017061i,0.00068502+0.000332i,0.00082245-0.00043851i,0.00080584-0.0009047i,0.00060141-0.00040148i,0.00030429+8.5045e-05i,0.00012432+0.00062223i
0.0021987+0.00012224i,0.0015129-0.0011726i,0.0011607-0.0019325i,0.0006754-0.0015796i,5.7812e-05-0.0013223i,-0.00031393-0.00077171i,-0.00093368-0.0001012i,-0.0011848-0.00018146i,-0.00063551-0.00098156i,-0.00057451-0.0015005i,-0.0009624-0.00077513i,-0.00098992-0.00037232i,-0.00014893-0.00040399i,0.00085716+4.2443e-05i,0.00073716+0.00022284i,0.00091089+3.4897e-05i,0.0010248+0.000378i,0.00089676+0.00086296i,0.0001977+0.00056176i,-0.00082601+0.00027771i,-0.00079546+9.3877e-05i,0.00021019+0.00027418i,0.00051282-0.00018594i
-0.0014108-5.4454e-05i,-0.00084547-0.00045919i,-0.00092468+4.0321e-05i,-0.00057015+0.00046545i,0.0010462+0.00045203i,0.0021068-4.908e-05i,0.0012414-0.000184i,-0.00013395-0.00083497i,-0.001151-0.0012511i,-0.00086407-0.0010112i,0.00041424-0.00027655i,0.0011106+0.00035784i,0.0010328+0.00043348i,0.00027753+0.00025503i,-0.00029072+0.0011363i,-0.00044009+0.0011467i,-5.6106e-05-5.7888e-05i,0.00028478-0.0004685i,0.00018463-0.00034385i,-7.346e-05+0.0001859i,2.5246e-05+0.00057336i,8.2681e-05+0.00099339i,0.00013853+0.00078685i
0.00032941-0.00060216i,-0.00057419-0.00085116i,-0.00089232-0.00044624i,-0.0010638+0.00030397i,-0.00023905+0.00010636i,0.00071703-0.0010266i,0.00090068-0.0013099i,0.00043577-0.0011266i,-0.00049971-0.0005949i,-0.00035075-0.00026735i,1.1373e-05-0.00015468i,-0.00025989-1.5536e-05i,0.00056576-5.8078e-06i,0.0013077+0.00060332i,0.0015351+0.00045278i,0.0012885+0.00076391i,-0.00034284+0.00065778i,-0.0015059+0.00034936i,-0.0011092+0.00067256i,-0.00045464+0.00026989i,-0.00014563+0.00017137i,0.000186+7.3197e-05i,0.0002579-7.5173e-05i
0.00044626-0.0013586i,-5.1342e-05-0.0016933i,-0.00035357-0.001823i,-8.1547e-05-0.0018118i,0.00028953-0.0020112i,0.00055975-0.0018073i,-0.00029165-0.00099093i,-0.0010077-0.0008861i,-0.0012128-0.0011325i,-0.00096946-0.00051264i,-0.00048963+0.00046275i,0.00032289+0.00051538i,0.00068955+0.00050262i,4.4463e-05+0.00032882i,0.00020004-0.00049525i,0.00065461-0.00046887i,0.00023007+0.00049464i,-0.00036936+0.00082991i,-0.00083576+0.00044477i,-0.00096525-0.00028469i,-0.00054864-0.00040843i,-0.00016866-0.00025543i,0.00069638+0.00043382i
3.6838e-05-0.0022493i,-0.00041426-0.0026262i,-0.00071871-0.0019526i,-0.00048916-0.00090304i,0.00062595-0.0011039i,0.0016654-0.0011879i,0.0011212-0.00091227i,-0.00048957-0.0011181i,-0.001353-0.0015171i,-0.00084026-0.0012506i,-0.00036045-0.00059089i,-0.00012345-6.795e-05i,-0.00048435-9.7325e-05i,-0.00074403-0.00062548i,-0.00017006-0.00028489i,-0.00032224+3.2427e-05i,-0.00036327+0.00010001i,7.2279e-05+0.0007371i,0.00063912+0.00054336i,0.00043799-7.8646e-05i,6.727e-05-6.5506e-05i,0.00051931+0.00069688i,0.00027916+0.0003448i
0.0010692-0.00012267i,0.00076514-0.00015962i,0.00083051+0.00019264i,0.0004225-0.00026672i,0.0002375-0.0012566i,0.00066155-0.0010381i,0.0001283-0.00054786i,-0.0002639-0.0010317i,-0.00016279-0.00068645i,9.6028e-06-0.00035705i,0.00012028-0.00011062i,-0.00013814-0.00012494i,-0.00042188-0.00052452i,-4.104e-05-4.1627e-05i,0.00069329+0.00077468i,0.00041808+0.00087994i,-0.00032115+0.00065563i,-8.9173e-05+0.00054519i,0.0003237+0.00069389i,0.00025297+0.00057681i,0.0001923+7.8925e-05i,-0.00022227-0.00045486i,-0.00054316-0.00065195i
-0.0003776+0.00075649i,-0.00053226+0.00018234i,0.00043956-0.00045441i,0.0011335-0.0013463i,0.00061409-0.0018508i,0.00038776-0.0011113i,0.00045704-0.0003131i,-0.00062843-0.00056243i,-0.00082928-0.0012532i,0.00018737-0.0012923i,-0.00014969-0.00034207i,-0.00080962+0.00033975i,-0.00013175+0.00049714i,0.00066868+0.0011102i,0.00076441+0.0016447i,0.00022299+0.0018021i,6.7565e-06+0.0018487i,0.00047276+0.0017982i,0.00080865+0.00061286i,0.00053619-0.00062155i,8.8564e-05-0.00047511i,-0.0003619-6.8019e-05i,-0.00028154-0.00012788i
0.0010008-0.0010615i,-0.00048322-0.0016624i,-0.0012344-0.0017226i,-0.00015436-0.0015279i,0.00072942-0.00151i,0.0005639-0.00084298i,-0.00019051-0.00037299i,-0.0010239-0.00037936i,-0.0013157-0.00045463i,-0.0009348-8.8939e-05i,-0.00036556+0.00018786i,-0.00028346+0.00038502i,-0.00047087+0.00031307i,8.6676e-05-0.00021798i,0.0005585-0.0002268i,0.00035892+2.112e-05i,3.8573e-05+9.1784e-07i,0.00056487+0.00021255i,0.00075461+0.00028439i,0.0001439+0.00077161i,-0.00063599+0.0012818i,-0.0010779+0.00029494i,-0.00078316-0.00031239i
-0.00052227-0.002458i,-0.00070451-0.0023353i,-0.0012611-0.00094265i,-0.00073309+0.00012181i,0.00041881+0.00010927i,0.00094009-7.7127e-05i,0.00055113-0.00057227i,0.00014648-0.00089094i,0.00018303-0.0011043i,0.00043136-0.0011196i,0.000419-0.0010742i,0.00029968-0.0011305i,0.00056699+4.1555e-05i,0.00042519+0.00075088i,-6.7343e-06+0.00012924i,6.889e-05+0.00026365i,0.00012469+0.00045395i,7.6546e-05+0.00049851i,0.0002713+0.00049346i,-0.00031599-0.00020428i,-0.0011878-7.8745e-05i,-0.000463+0.00020897i,0.00060114-0.00016333i
0.0021981-0.0016823i,0.0025556-0.0013692i,0.0015255-0.0017685i,0.00025569-0.0017i,-0.00027075-0.0011256i,-0.00043903-0.00039991i,-0.00056659-0.00062851i,0.00026961-0.00080634i,0.00021539-0.00058071i,-0.0004111-0.00078552i,-0.00036054-0.00064714i,-0.00050074+4.419e-05i,-0.00047841-0.00014494i,0.00044431-0.00034421i,0.00064791+4.0074e-05i,4.4437e-05-0.0002908i,-0.00016072+0.00020201i,-0.00018396+0.00079954i,7.8061e-05+0.00023436i,0.000128-0.00063499i,1.9396e-05-0.00088231i,0.0004451-0.00054659i,0.00036226-0.00016865i
0.00092394-0.000144i,0.00081285+4.6414e-05i,0.0010636+0.00038855i,0.0019844+3.8362e-05i,0.0022557-0.00090443i,0.00071452-0.00062207i,-0.00016249-0.00049353i,0.00015492-0.00068393i,0.00012449-0.00079164i,-7.8884e-05-0.00053335i,7.5141e-05+0.00044864i,0.00058463+0.00074331i,-4.3147e-05+0.00031344i,-0.00017509+0.00039572i,0.00037305+0.00050088i,0.00043098-9.9588e-05i,0.00048574-0.0007058i,-0.00020665-0.00034557i,-0.00062426+7.3617e-05i,0.00033544-0.00013886i,-2.3957e-07+0.0001652i,-0.0011298+0.00032411i,-0.0013275+0.00057392i
0.0020039+0.00019547i,0.00015051-0.00052329i,-0.0010155-0.0012959i,-0.0015014-0.00042803i,-0.001767+0.00010819i,-0.0013628-0.00024217i,-0.00046977-0.0004297i,0.00023133+0.00012372i,0.00033782-4.39e-05i,-8.0883e-05-0.00083841i,4.104e-05-0.00104i,0.00013159-0.00071911i,0.00028593-0.00028979i,0.00051452-6.462e-05i,0.0010898-0.00047327i,0.0011056-0.00059751i,0.00066683+0.00036272i,0.00040736+0.00062253i,5.8984e-05+0.0004072i,-0.00029726+0.00064302i,-0.00027814+0.00045138i,0.0002542-0.00012896i,0.00055368-0.0007851i
0.00011745-0.00042648i,-0.00079076-0.00097065i,-0.00013748-0.00081014i,0.00050287-0.0012128i,0.00050195-0.0017383i,0.00017102-0.0013027i,-9.0158e-05-0.0010318i,-8.4542e-05-0.00033476i,0.0002563+6.9806e-05i,0.00058555-0.00058789i,0.00082535-0.00010717i,0.0011056+0.00098391i,0.00069392+0.00073902i,0.00015448+0.00012469i,0.00051817+0.00046826i,0.00052875+0.00087804i,0.0003934+0.0013078i,0.00044863+0.00097483i,0.00031763+0.00038832i,0.00019897+0.00018821i,0.00038254+0.00016433i,0.0011342-7.5128e-05i,0.0015647-0.00014853i
0.00014362-0.00086634i,0.0009486-0.001251i,0.00052647-0.00024546i,0.00030859+0.00072039i,0.00058709-0.00038278i,1.9575e-05-0.0024387i,-0.00012243-0.0024479i,-0.0012201-0.00099047i,-0.0016575-0.00054387i,-0.00085183-0.00069068i,-9.8791e-05-0.00080615i,0.00017766-0.0006399i,-0.00032055-0.00030222i,-0.00067008+0.00049269i,-0.00059897+0.0012515i,-0.00030656+0.00076507i,0.00047511+0.00056216i,0.00068273+0.0003951i,-5.3619e-05+9.2701e-05i,-0.00021145+0.00033125i,-0.00019604+0.00044038i,-0.00023+0.00066611i,-0.00029468+0.00080793i
-0.00038418-0.00058199i,-0.0003244-0.00076998i,-0.0010556-0.0012253i,-0.00075659-0.00042589i,0.00055944+0.00020178i,0.0011592+0.00050664i,0.00072658-6.5445e-05i,0.0002532-0.0011846i,-0.00043961-0.00078335i,-0.00067464-0.00027604i,-0.00012733-0.001052i,-0.00040564-0.00091634i,-0.00046568+7.6365e-05i,-0.00062323-0.00035729i,-0.00069281-0.00029727i,-2.9784e-05+0.00097846i,-8.9864e-05+0.0014664i,-0.00011401+0.00083297i,-0.00011263+0.00091929i,0.0002143+0.0012423i,0.00053254+0.00047347i,0.00021088-0.00044789i,-0.00012574-0.00066565i
0.00080995-0.0013644i,0.00077656-0.0014202i,-0.00013449-0.0010155i,-0.00085001-0.00081909i,-0.00069418-0.00018345i,0.00067371-0.00018037i,0.00097847-0.0014954i,-0.00013349-0.0015623i,-0.00061859-0.00081617i,-0.00017734-0.00024338i,0.00051802+8.8127e-05i,0.00031738+0.00036959i,-0.00029185+0.00062287i,-0.0002547+0.0002749i,0.00052971+2.9583e-05i,0.00012917+0.00074755i,0.00031897+0.00077032i,0.0011523+0.00037372i,0.00080516+0.00017851i,0.00011539+0.00042267i,-0.00013411+0.00071606i,-0.00018583+0.0005623i,-0.00024107+0.00083226i
0.00049673-0.0016696i,0.00027588-0.0010666i,-0.001267-0.00052319i,-0.0011575+0.00011228i,-0.00052232-0.00018984i,-0.00043651-0.00094878i,0.00042463-0.0014899i,0.0007028-0.0014298i,-0.00028817-0.0010828i,-0.00065029-0.00073291i,-0.00089406-0.00020518i,-0.00084231-0.00060057i,-0.00046637-0.0004287i,0.00020725-0.00035388i,0.00010955-0.00059041i,-0.00047243-0.00062078i,3.8297e-05-0.00064507i,0.00022225-2.028e-05i,0.00020845+6.6607e-05i,-0.00017213-0.00077123i,0.00022029-0.00098928i,0.00083432-0.0006464i,0.00018198-2.8538e-05i
0.00082898-0.00042319i,0.00037605-0.0011596i,-0.0003937-0.00092389i,-0.00084058-0.00081518i,-0.00029794-0.0016641i,-0.00019363-0.0017914i,-1.2158e-05-0.001254i,0.00043172-0.0012569i,0.00026231-0.0016362i,-0.00010054-0.001201i,-0.00027876-0.00022236i,-0.00016175+0.00021391i,-0.00028448+0.00068257i,-0.00061014+0.00028153i,-5.1816e-06-0.00022339i,-5.3534e-06-2.2974e-06i,-0.00073867+0.00027198i,-0.00075047+0.00032939i,-2.9231e-05+0.0011367i,0.00013543+0.0010252i,0.00059675+0.00033279i,0.00054615+0.00084798i,0.00023411+0.00099078i
-0.00028734+0.00050949i,0.00031545-0.00031922i,0.0010149-0.0016066i,0.00081255-0.0017286i,6.2887e-06-0.0015734i,-0.00029005-0.0020454i,-0.00054042-0.0013174i,-0.00089313-0.00034884i,-0.0013041-0.00048576i,-0.0011658-0.00077683i,-0.00082778-0.0007949i,-0.0010705-0.00089114i,-0.0015866-0.00029081i,-0.001686+0.00081537i,-0.00020803+0.0013504i,0.00035415+0.0011167i,0.00020057+0.00050697i,3.6172e-05+0.00029679i,-0.00034201+0.00015206i,2.6474e-06-3.6486e-05i,-5.6992e-06-7.712e-05i,-0.0004464+0.00014914i,-0.00023285-0.00012831i
0.00080907+0.00074372i,0.0010326+0.00062179i,0.00086026+0.0010069i,0.0012633+0.00084866i,0.0015743+0.00093732i,0.0010322+0.00087551i,-2.9345e-05+7.9662e-05i,-0.00042232-0.00095658i,-7.8001e-05-0.0010277i,0.00024643-0.00058884i,0.00073538-0.00027617i,0.00071381+6.8853e-05i,0.00031938+0.00035164i,0.00045328+0.00051855i,0.00067085-0.00010779i,0.00016643-0.00065565i,0.00036751-0.00022008i,0.00045958+0.00070862i,-0.00011255+0.0010941i,-9.8532e-05+0.00055383i,0.00052006+0.00058278i,-0.0001255+0.00049999i,-0.001132-2.3055e-05i
-0.0013074+0.00010494i,-0.0012597-0.00024156i,-0.0008739-0.00070911i,6.0064e-06-0.0014632i,0.00076619-0.0022675i,0.00086257-0.0025909i,0.00019654-0.0020458i,0.00034285-0.0015468i,0.00022272-0.0012398i,-1.2506e-06-0.0003018i,-0.00087842+0.00064058i,-0.0016428-0.00018418i,-0.001086-0.00052413i,-0.0006233+3.1335e-05i,-8.5235e-05+0.00038772i,0.00059855+0.00025065i,0.00053931-0.00038412i,-0.00013181-0.0004404i,-0.0004868+0.00015701i,-0.00064928+6.1627e-05i,-0.00013293-0.00082602i,0.0011098-0.0006682i,0.00061059+0.00022487i
-0.00096546-0.0012591i,-0.0012169-0.0010552i,-0.00063292-8.9855e-05i,-0.00016698+0.00035113i,0.0011253+0.00072687i,0.001588+0.00083682i,0.00092598-0.00016856i,0.00045342+2.9261e-05i,-0.00011412+0.00048447i,-0.00011953+0.00038991i,0.0001554+9.1977e-05i,5.5541e-05-0.0001725i,-0.00028137+8.8118e-05i,0.0002898+0.0003528i,0.00012498+0.00070734i,-0.00073339+0.00093968i,-0.00088698+0.00059075i,-0.00058998+0.00049219i,-0.00016619+0.00063961i,-6.1008e-05+0.00046204i,0.00019173+0.0001794i,0.0010241+0.00040302i,0.0013712+0.00097156i
0.00082676-0.0015524i,-0.00027728-0.001136i,-0.0013109-0.0017203i,-0.00063266-0.0016785i,-2.8827e-05-0.0011814i,-0.00046512-0.0012785i,0.00033405-0.00086211i,0.0012178-0.00048543i,0.00038723-0.00066101i,-0.00073008-0.0007524i,-0.00061786-0.00063428i,-0.00053492-0.00054679i,-0.0010261-0.0004047i,-0.00026095+0.0007852i,0.00036264+0.0011763i,-3.58e-05+0.001007i,-0.00039596+0.0012052i,-0.00060502+0.00058094i,-0.00051731+0.00056373i,-0.00014858+0.0010828i,0.00019207+0.00071903i,0.0003487+0.0004568i,0.00053627+0.00048711i
0.0022819-0.0015521i,0.0021351-0.00061042i,0.00069512-0.00011023i,0.00029964-0.00033228i,0.00088513-0.0002977i,0.0010917-0.00025998i,0.00042777-0.00045026i,3.5437e-05-0.00017759i,-0.00052193-4.5743e-05i,-0.0008005-0.00033287i,0.00022596-7.4677e-05i,0.00058203-2.7102e-05i,0.00031145-0.00054406i,0.00065335-0.00055266i,0.00069169+0.00029197i,0.00028918+0.00065866i,1.1082e-05+0.00041059i,-8.7683e-05+0.00076534i,-0.00057716+0.0011971i,-0.00032008+0.00060426i,0.00035259+0.00023375i,0.0002118+0.00036009i,0.00035549-6.2294e-06i
0.00043562+1.8237e-05i,8.0312e-05+0.00023327i,0.00074322+0.00050204i,0.001258-0.0005224i,0.0010007-0.0010891i,0.00062706-0.0014125i,0.00030573-0.0012002i,9.6148e-05-0.0012531i,-8.216e-05-0.0014419i,-0.00040075-0.0006937i,-0.00015155-0.00044865i,0.00010204-0.00023538i,-0.00037451-4.6337e-06i,-0.00028693+0.00044331i,0.00035851+0.00099033i,0.00055354+0.00071079i,0.00052425+0.00056982i,9.1295e-05+0.00040646i,-0.00054683-0.00036884i,3.3834e-05-0.00038001i,-9.7774e-05-2.5894e-05i,-0.0012475-9.0823e-05i,-0.0008973-0.00031985i
-0.00058399-9.9994e-05i,-0.001071+1.87e-05i,-0.00057851+0.00032598i,0.00024851+0.00069883i,0.00081287+0.00036273i,0.00079426-0.00064547i,0.00032193-0.0009053i,0.00087895-0.00074552i,0.00078586-0.00084323i,-0.00011227-0.00085539i,0.00016909-0.0001398i,0.000328+0.00037292i,-0.00012201-8.4874e-05i,-0.00030168-6.233e-05i,0.00028591+0.00036111i,0.0010734+0.0010761i,0.00027937+0.0010574i,-0.0008875+0.00088143i,-0.0011009+0.00097002i,-4.7813e-05+0.00047878i,0.00070213-5.8453e-05i,0.00036721+0.00037101i,0.00017867+0.00023744i
-7.8656e-05-0.0015723i,-0.00096101-0.0024002i,-0.0006594-0.0026745i,0.00015123-0.0017916i,0.00013587-0.0012788i,-0.00038284-0.0019356i,-0.00047514-0.0021104i,-0.00039015-0.0011286i,-0.00035111-0.00041903i,-0.00037157-0.00019205i,-0.00027149+0.00019367i,-2.3278e-05-8.4359e-05i,0.00042065-0.00047766i,0.00092201-6.0409e-05i,0.00056706+0.00055431i,-0.00059639+0.00047085i,-7.8495e-06+0.00033894i,0.00089998+0.00034359i,0.00080115+0.00050706i,0.0001885+0.00094483i,0.00013758+0.00035534i,0.00052793-8.8432e-05i,0.0005165-2.4262e-05i
0.0010509-0.0029125i,0.00077475-0.0023404i,0.0006558-0.0018594i,9.6161e-05-0.001131i,-1.6727e-06-0.00016024i,0.00043261+0.00031174i,0.00063843-0.00065581i,-0.00031608-0.0011722i,-0.0011498-0.00030162i,-0.0010587+0.00012428i,-0.00032217-7.6839e-05i,8.5074e-05-9.53e-06i,-0.00042072+0.00012141i,-0.00024641+0.00011243i,-0.00011593+0.00022452i,-3.5928e-05-0.00058034i,0.00070856-0.0012191i,0.00074009-0.00064271i,3.3588e-05-0.00020894i,-0.00032088+0.0003619i,-0.00019142+0.00035911i,-0.00026023+0.00023581i,0.00019171+0.00065987i
0.0012874-0.001502i,0.00060835-0.0010875i,0.00025311-0.0018621i,-0.00035752-0.0020083i,-9.4152e-05-0.0013526i,0.0004649-0.000868i,0.0006212-0.00081485i,0.0010032-0.00064281i,0.00097698-0.00061286i,0.00054342-0.00041734i,-0.00010973-0.00018379i,-0.00012883-0.00012923i,0.00054199+0.00018984i,0.00074504+0.0002993i,0.0005205+0.00013095i,0.00065132+0.00029771i,0.00042499+0.00081329i,-1.7504e-05+0.00070667i,-0.00029156+0.00028141i,-5.2572e-06+0.00068473i,0.00029765+0.00057146i,0.00018055+0.00031124i,9.0875e-06-4.9746e-06i
0.00046632-0.00059344i,0.0018406-0.00070706i,0.0010111-0.00018147i,-0.00067671-7.1353e-05i,-0.00012151+0.0002268i,0.00087374-0.00027323i,0.0011628-0.0010112i,0.00060777-0.0003168i,-0.00070694-1.5471e-05i,-0.0015156-0.00051649i,-0.00096069-0.00057591i,-0.00014232-0.00067898i,-0.0001578-0.00057825i,-3.2349e-05-5.4681e-05i,0.00054112+0.00045138i,1.2974e-05+3.6059e-05i,-0.00063506-0.00029475i,0.00040986+0.00057633i,0.0009319+0.0010802i,0.0005675+0.00052516i,-0.0007156+0.00081885i,-0.0011554+0.0011753i,-0.00064833+0.00058663i
-0.00051604+0.00063488i,-0.0016497+0.0012044i,0.00022312+0.0011048i,0.0016753+0.00026074i,0.00086608-0.00072521i,-0.00017763-0.0012257i,-0.00061833-0.0010163i,-0.00059194-0.00065047i,-0.00038535-0.00074853i,-0.00039891-0.00065685i,-0.00020697+4.127e-05i,4.3653e-06-6.162e-05i,-6.128e-05-0.0005435i,0.00024129-0.0003901i,0.00024964+0.00013687i,0.00025648+0.00039764i,0.00017217+0.00035909i,-0.00020627+0.00032205i,0.00014432-4.468e-05i,0.00070522+5.2352e-06i,0.00051645-0.00033394i,-0.00014407-0.00013937i,-0.00018445+0.00034558i
0.0010905-0.0001899i,0.0003737-0.00097254i,3.4866e-05-0.0016551i,-0.00016377-0.00091983i,-0.00060226-0.00089255i,-0.00072093-0.001211i,-0.00053845-0.001323i,-0.00052096-0.0015198i,-0.00077007-0.0019035i,-0.00041861-0.0020119i,0.00038183-0.0011433i,0.00025352-0.00028761i,-0.00017244+0.00019021i,-0.00059722+0.00062145i,-8.5998e-05+0.00072591i,0.00075038+0.00068647i,0.00084958-0.0001218i,0.00065167+0.00013007i,0.00023854+0.00054007i,-0.00018854+0.00073327i,-0.00041747+0.00047247i,-0.00013124-0.00011309i,-0.00012592-0.00031085i
0.00049847-0.0016289i,-0.00068994-0.0021743i,-0.00089332-0.0022948i,-0.000694-0.002782i,-0.0003879-0.0019906i,-0.00080453-0.00084934i,-0.00071051-0.00033238i,-0.0003104+0.00010979i,-0.0002332-0.00091397i,0.00043353-0.0018456i,0.0006179-0.0011032i,0.00045572-8.2763e-05i,0.00037098+0.00046336i,0.00039862+0.00053854i,0.0010313+0.00072253i,0.0010653+0.00098407i,-0.0004633+0.00028348i,-0.0014001+0.00024341i,-0.00099221+0.00091109i,-0.0005305+0.00032458i,-9.1789e-05-0.00020192i,-1.1289e-05+0.00055609i,-9.5314e-05+0.0013015i
0.0010075+0.00014357i,0.0023639-0.00049783i,0.0021615+2.9709e-05i,0.0019691+0.0006186i,0.0016689+0.00020072i,0.0018029-0.00083916i,0.0014671-0.00070471i,0.00031917-0.00086562i,-0.00032862-0.00080138i,6.3992e-05+0.00018123i,0.00056133+0.00056598i,0.00039169+0.0003234i,-2.6432e-05+0.00028257i,-0.0001986+0.0004096i,-8.8532e-06+0.00077229i,0.00020484+0.0011165i,8.2721e-05+0.0013227i,0.00019695+0.0016391i,0.00081421+0.0009808i,0.0005739+0.0005118i,-0.00065274+0.00056878i,-0.0017112+0.00013835i,-0.0011873-0.00031777i
-0.00059283+8.0466e-05i,-0.0015427+0.00042015i,-0.00082914+0.00053045i,0.00059812+0.00048853i,0.0010832-3.1947e-05i,0.00063475-0.0002746i,0.00034171-0.0006658i,4.8217e-05-0.0004916i,-0.00064573-0.00033058i,-0.00036332-0.00027985i,0.00014611+0.00015017i,-0.00029423+0.00097843i,-0.0009662+0.0011978i,-0.00097962+0.00086225i,-0.00036879+0.00011191i,0.00023246-4.5232e-05i,0.00031833+0.00012498i,0.00027611+0.00016041i,-0.00044227+0.00056449i,-0.00085656+0.00084273i,-6.2523e-05+0.00054278i,0.00023299+0.00025261i,0.00019659+0.00083025i
0.0013357+0.00011988i,0.0010524-0.00015549i,0.00037679-0.0013372i,-0.00088854-0.0018949i,-0.0011832-0.0011822i,-0.00055309-0.00042641i,2.6433e-05-0.0005545i,0.00040976-0.00067614i,0.00065545-0.00053065i,0.00045394-0.00042671i,0.00017017-0.00058283i,0.00023062-0.00052597i,0.00066579+0.0002114i,0.00053813+0.00050976i,0.00042207+0.00013555i,0.00043407-0.00032456i,0.00029795-0.00063801i,0.00026156-0.00063106i,3.7104e-06-0.00074666i,0.00016484-0.0008773i,5.4795e-05+0.0001156i,-0.00032169+0.0010321i,-0.00014075+0.00076149i
-0.0018954-0.00027628i,-0.0022438-0.00081627i,-0.0022324-0.00034488i,-0.0013853+0.00018751i,0.00036863+0.00012607i,0.00080007-0.00016937i,0.001112-0.00034451i,0.0016373-0.00028038i,0.00082657-0.00030231i,-0.00065948-0.0002507i,-0.0010174-2.1561e-05i,-0.00087152+0.0001943i,-0.00064668+5.3384e-05i,0.00011235-0.00038311i,0.00053124-0.00051525i,0.00058027-7.41e-05i,0.0008358+0.00017978i,0.00083811+0.00070717i,0.00044438+0.0013718i,-2.9038e-05+0.00141i,0.00035324+0.00042007i,0.00054515-0.00052705i,8.508e-05-0.00095331i
0.00099316+0.00026524i,0.00098305-0.00049358i,0.00072725-0.0013499i,0.0002169-0.0023189i,0.00034683-0.0027363i,0.00084794-0.0018751i,0.0006849-0.00091601i,-0.00012785-0.0001359i,-0.00095335-0.00048343i,-0.0017457-0.00039436i,-0.0021673+0.00016173i,-0.0005979-0.00018409i,0.00013851-0.00014708i,1.5146e-05+5.9519e-05i,8.0683e-05+0.00038996i,-0.00015287+0.00026214i,-0.00033135+5.4471e-05i,0.00026672+0.00044896i,0.00090249+0.00048913i,4.3194e-06-0.00022635i,-0.00050409-0.00056522i,-0.00043773-0.00032028i,-0.00061805+0.00033232i
0.00044704-0.00068183i,0.00099862-0.00086431i,0.0012787-4.088e-05i,0.0011132+9.1146e-05i,0.00077895-0.0007676i,0.00086643-0.0019094i,0.00093124-0.002264i,-6.4556e-05-0.0012342i,-0.0012805-0.00061682i,-0.001146-0.00090026i,-0.00015856-0.00067809i,0.00045773+6.9827e-05i,-4.2394e-05+0.00077894i,-0.00027154+0.00054222i,9.0745e-05+0.00084584i,0.00046049+0.0014765i,0.00019339+0.0010641i,-0.00065364+0.00044276i,-0.00075838-0.00032038i,0.00043668-0.00076454i,0.00070357-0.00063053i,-0.00023493-0.00049681i,-0.00049311-7.0815e-06i
-0.00073342+0.00041128i,-0.0014194+0.0003131i,-0.00071928+0.00058311i,0.00079668+0.00075343i,0.0014623+0.0008267i,0.00096265-2.7896e-05i,-2.2362e-05-0.00076781i,-0.0009466-0.001017i,-0.0013886-0.00077908i,-0.0010983-0.00026393i,-0.00023877-0.00037632i,1.7578e-05-0.0004483i,0.00035711-6.4196e-05i,0.00089538+0.00017287i,0.00067039+4.0789e-05i,0.0006126+0.00019435i,0.0001979-5.2602e-05i,4.5736e-05+0.00020344i,-0.00052525+0.00036554i,-0.00046486+0.00023079i,-0.0001567+0.00024702i,0.00037288+0.00054965i,0.00055234+0.00080589i
-4.2209e-05-0.00061626i,-0.00058076-0.00096059i,-0.00098532-0.00077712i,-0.0017662-0.0014971i,-0.001554-0.0017121i,-0.00097102-0.00085786i,-0.00037934-0.0010461i,-0.00072783-0.00076574i,-0.0011512-0.00048711i,-0.0011422-0.00046417i,-0.00076978+3.6329e-05i,-0.00021995+0.00027716i,-0.00014983+0.00045687i,-0.00042075+0.00028031i,0.00021307-0.00044613i,0.0008427-0.00087684i,0.00027185-0.00058502i,-0.00025658+0.00043693i,-0.00028616+0.001245i,2.4978e-07+0.0010264i,-1.2125e-05+0.0013911i,-0.00037342+0.0015066i,-0.0011058+0.0012934i
