-0.00030659+0.00019225i,-0.00012585-0.00034367i,-0.0016427+3.3927e-05i,-0.00227-0.000472i,-0.0025838-0.00043146i,-0.0022294+0.0014406i,-0.00097939+0.0029662i,0.00046302+0.0029142i,0.001853+0.0025001i,0.0026452+0.0014914i,0.0015331+4.9918e-05i,0.00053195-0.00034063i,0.00090376-0.00044408i,0.00047323-0.0004382i,7.0941e-05-0.00023204i,0.00076826-0.00024489i,0.00083573-0.000385i,0.00048155-3.3882e-05i,0.00017898+0.00015027i,0.00059704-0.00014271i,0.0013114+9.7457e-05i,0.00064318+0.0008815i,0.00010905+0.00077972i
-0.0012391-0.0020497i,-0.0004257-0.0031633i,5.132e-05-0.0051949i,0.00058279-0.0061627i,0.0009761-0.0039968i,3.6634e-05-0.00096717i,-0.00083131+0.00022364i,-0.0015676+0.00057954i,-0.0029343+0.00087601i,-0.0014615-8.5858e-05i,0.00083903-0.0025057i,0.00089293-0.0036421i,-0.0012645-0.0028228i,-0.0016354-0.0014475i,-3.797e-06-0.0008762i,0.00035726-0.0010694i,-0.00036332-0.00023704i,-0.00082805+0.0016408i,-0.00028153+0.0021578i,0.00045455+0.0016329i,0.00051064+0.0011924i,0.0010497+0.0013508i,0.0023882+0.0010721i
-0.00034952+0.0018984i,0.00037191+0.0014305i,0.0026935+0.00081933i,0.0037698-0.0016297i,0.0024859-0.0027705i,0.00084025-0.0014199i,8.6343e-06+0.00029332i,-0.0015521-2.9436e-06i,-0.0020463-0.00087706i,-0.00044927-0.0016856i,0.00012434-0.0024244i,-0.0011075-0.0024682i,-0.0008669-0.0022532i,0.00083713-0.0019236i,0.0011709-0.0016016i,0.00017837-0.0014112i,-0.00032833-0.00099247i,0.00025452-0.000801i,-0.00042173-0.00113i,-0.00037408-0.0013638i,0.00084036-0.00081147i,0.00080358+7.5516e-05i,0.00080306+0.00041148i
0.0026798-0.00065943i,0.0035872-0.00040636i,0.0047749-0.0011781i,0.0045467-0.0023522i,0.0021569-0.0026857i,-0.00029348-0.00077783i,-0.00065528+0.00076374i,-0.00091537+0.00044894i,-0.00075198-0.00048222i,-0.00072697-0.0012481i,-0.0019668-0.00071627i,-0.0028531+0.00088071i,-0.0020983+0.0027398i,0.00043077+0.0036242i,0.0025959+0.0028939i,0.0040216+0.002034i,0.00374+0.0011611i,0.0025159-0.00026868i,0.0014197-0.0012865i,0.0010562-0.0020418i,0.0011329-0.001364i,0.0004487-0.00014303i,-0.00062389+0.00057991i
0.003475-0.0012637i,0.0021241-0.00094346i,-0.00060446-0.0026714i,-0.0035247-0.0037208i,-0.0032967-0.0024511i,-0.0031744-0.00093257i,-0.0020449+0.00074443i,-0.00035678+0.0017928i,-0.00081617+0.0019172i,-0.0019323+0.0020957i,-0.0037672+0.0033873i,-0.0043971+0.0044068i,-0.0030039+0.0039149i,-0.0021553+0.0038069i,-0.00188+0.0038273i,-0.00068309+0.0033806i,0.0012127+0.0022024i,0.0019591+0.00055896i,0.0013852-0.0012435i,0.0014208-0.0018962i,0.0010353-0.0014929i,-0.00094941-0.0014768i,-0.002613-0.0019463i
-0.00029096+0.0016747i,0.00033496-1.8846e-05i,0.0018758-0.0017321i,0.0033004-0.0043302i,0.0030099-0.0031758i,0.0023245+8.8898e-05i,0.00072247+0.0015115i,-0.0014014+0.0020341i,-0.0032421+0.0033166i,-0.0038036+0.0032535i,-0.0025338+0.0024644i,-0.0019443+0.001395i,-0.0017691-0.00051697i,-0.0010414-0.0016203i,-0.00064839-0.0018443i,-0.00052525-0.001662i,-0.00010056-0.00029695i,0.00061047+0.0017836i,0.00085727+0.0025258i,0.00053014+0.0016162i,0.00065248+0.00035249i,0.001158-0.00016687i,0.0016738-0.00034751i
0.00021477+0.0013498i,0.0015453+0.00050931i,0.0050977-0.00087385i,0.0062649-0.0017824i,0.0026658-0.0025784i,-0.0014048-0.0010691i,-0.0025491+0.00067846i,-0.0028652+0.0007672i,-0.0025519+0.00045461i,-0.00077436+0.00073485i,0.0012179-0.00046519i,0.0021207-0.0019764i,0.0024548-0.0023562i,0.0026756-0.001778i,0.0024286-0.00093234i,0.00092388-9.0311e-05i,-0.0012976+0.00030479i,-0.0019291-0.00063053i,-0.0010027-0.00079291i,-2.9504e-05-2.3815e-05i,8.1405e-05+0.00058309i,-0.00029521+0.00093881i,-0.00085648+0.00015046i
-0.0011967-0.00066149i,-0.001243+0.00037866i,-0.00095991-0.00015668i,-0.0004851-0.0016344i,0.0013459-0.0018833i,0.0011148-0.002445i,-0.00067405-0.0016399i,-0.00076299-0.00024712i,-3.3899e-05-0.00036004i,0.0018207-0.00096724i,0.003849-0.0019113i,0.0037246-0.0020567i,0.0024311-0.0011738i,0.0024446+0.00016977i,0.0031314+0.00013738i,0.0025458-0.002008i,0.00069657-0.0030134i,-0.00036042-0.0015001i,-0.00018053-0.00037701i,0.00065352-0.00065135i,0.0021574-0.00066027i,0.0025967+8.9186e-06i,0.001926+0.00057553i
-0.0017356-0.00099051i,-0.0023819-0.0017723i,-0.001641-0.0020867i,-0.00058064-0.0015766i,-0.0016406+0.00032912i,-0.0022751+0.0013585i,-0.0011472+0.00051503i,-9.6802e-05-8.3679e-05i,0.00051444-0.00019216i,0.0013318+2.3978e-05i,0.0016946-0.00087966i,0.00037084-0.0014186i,-0.00079359+5.8307e-05i,0.00018539+0.0025107i,0.0012501+0.0041985i,0.00081851+0.0032222i,0.00066892+0.0015075i,0.0010452+0.00060079i,0.0013515+0.0002929i,0.0015189+0.00033942i,0.00097266+0.0008546i,7.2293e-05+0.0013053i,-0.00070872+0.0015468i
0.003982+0.0012122i,0.0044352-0.00031191i,0.0056665-0.0039245i,0.0041155-0.0059846i,0.000838-0.0070015i,0.00022913-0.005414i,0.0014822-0.0015659i,0.0001919+0.0015668i,-0.0013243+0.0026976i,-0.00148+0.0016884i,-0.0027802+0.00019406i,-0.0047857-0.00028254i,-0.005469-0.00084492i,-0.0052824-0.00051383i,-0.004523+0.00044998i,-0.0026304+0.00016929i,-0.00059193+0.00033874i,0.001248+0.00076595i,0.0020514+0.00010527i,0.0013926-0.00090053i,0.0010482-0.0015175i,0.00097886-0.0021065i,0.00072354-0.0026629i
0.00011769+0.0022283i,0.0025863+0.002392i,0.0041854+0.0012766i,0.0038624-0.00038345i,0.0032933+0.0010586i,0.00096658+0.0024649i,-0.0023273+0.0028986i,-0.0036538+0.0032545i,-0.0044297+0.0025295i,-0.0056738+0.00068962i,-0.0053979-0.00074503i,-0.0032111-1.8779e-05i,-0.0007641+0.00065547i,0.00095674-0.0014422i,0.001889-0.0024236i,0.0022276-0.00042149i,0.0016888+0.0013054i,0.00089953+0.0019664i,0.00044683+0.0024006i,0.00065115+0.0016698i,0.00068547+0.00029861i,0.00065097-0.00070435i,0.0010925-0.0011801i
-0.0029696-0.0010918i,-0.0034378-0.00021846i,-0.0027199-0.00078332i,-0.0020911-0.0021513i,-0.0026186-0.0021701i,-0.0015899-0.0014297i,-0.00093961-0.00059245i,-0.0023577-0.00071554i,-0.0038707-0.00070004i,-0.0044073-0.00014194i,-0.0031259-0.00013625i,-0.0002047-0.00046306i,0.0012596-6.9945e-05i,0.0010019+0.00048673i,0.00083959+0.00058106i,0.00096138-0.00030528i,0.0010998-0.0005929i,0.00074987-0.00068723i,0.00026597-0.0010277i,0.00066737-0.00091585i,0.0017816-0.0011803i,0.0019956-0.0010792i,0.0017799-0.0010251i
-0.001884+0.00079554i,-0.0015725+0.00032166i,-0.00095239+0.0010919i,0.0015532+0.0027904i,0.0017219+0.0028846i,0.00066728+0.002448i,9.7704e-05+0.0010919i,-0.00088564+0.00044476i,-0.0014577+0.00014495i,-0.000225+0.00024026i,0.0035953+0.00064202i,0.0051478+0.00031714i,0.0027027-0.00033686i,0.0018296+0.0010443i,0.0028987+0.0025437i,0.003533+0.0012705i,0.0029236-0.00079161i,0.0021428-0.00096307i,0.002383+0.00019601i,0.0015983+0.0013772i,0.00076576+0.0022569i,2.5114e-05+0.00224i,-0.00056896+0.0017862i
-0.00027464+0.0024535i,0.0016849+0.0021817i,0.00073788-0.00034528i,-0.0020029-0.0031618i,-0.0017125-0.0039029i,-0.00059805-0.005269i,-0.00012487-0.0038709i,0.0011674-0.0012754i,0.0026776+0.00097147i,0.0044743+0.0027546i,0.0052718+0.0030083i,0.0034497+0.0016853i,0.00043462+0.00035462i,-0.0019598+0.0014757i,-0.0026339+0.0026866i,-0.0026033+0.0017389i,-0.0015576+0.00023061i,-6.9487e-05-3.9655e-05i,0.00022417-4.4631e-05i,0.00049849-0.00066169i,0.00098974-0.0012336i,0.00036312-0.0011511i,5.6403e-05-0.00082076i
-0.0015221+0.00045363i,-0.00053676+0.0010037i,0.0024363-0.0007687i,0.0057452-0.0031561i,0.0069411-2.9996e-05i,0.0069657+0.0055181i,0.0047992+0.0062199i,0.0015117+0.0043577i,0.00013528+0.0043722i,0.00018494+0.0048218i,-0.00072993+0.002867i,-0.0020857-0.00050166i,-0.001167-0.0019004i,0.00041766-0.0029765i,0.0017819-0.0041908i,0.0025341-0.003106i,0.0022888-0.00060574i,0.0024464+0.00045576i,0.0017144+0.00095975i,0.00087077+0.0008419i,0.00069544+0.00035725i,0.00053805+0.00054259i,0.00081354+0.00061674i
-0.0034083-0.0010431i,-0.0032423-0.0014646i,-0.002052+0.00079654i,-0.0012064+0.0025423i,-0.0050809+0.00030383i,-0.007482-0.00099923i,-0.0059909-0.00055756i,-0.0059471-0.0004771i,-0.006339-0.00037291i,-0.0059627-0.0012012i,-0.0047625-0.0018032i,-0.0034951-0.0011099i,-0.0017144+0.00035653i,0.00086316+0.0011988i,0.002111+0.0016258i,0.0016437+0.0027692i,0.00082591+0.0029403i,0.00068618+0.0021168i,0.00038862+0.00035426i,0.00074949-0.0010928i,0.0011139-0.0025977i,0.0017528-0.0029445i,0.0015541-0.0012907i
0.00024588+9.5656e-07i,0.0017358-0.00024873i,0.0015454-0.00042374i,0.0013414-0.0010813i,0.0047006-0.00080952i,0.003929+0.0014931i,-0.00054138+0.0026965i,-0.0024023+0.00078529i,-0.0036605-0.0023593i,-0.0042447-0.0045038i,-0.0043032-0.0045623i,-0.0026919-0.0022266i,0.00021102+0.00045764i,0.0012076+0.0012093i,0.00098989+0.00016683i,0.0012402-0.00060345i,0.00091248-0.00058925i,0.00057888+0.00049627i,0.0011961+0.0014146i,0.0021343+0.0013348i,0.0022026+0.0018354i,0.0022599+0.0019664i,0.0022464+0.00057176i
-0.0032578-0.00091174i,-0.0031827-0.00023922i,-0.0030726-0.0015469i,-0.0049362-0.0021336i,-0.0077637-0.00032047i,-0.0066671-0.00032248i,-0.0027501-0.00084806i,-0.0015129-0.0006553i,-0.0010586-0.0013302i,0.0010513-0.0016099i,0.0027627-0.0002904i,0.0023468+0.001503i,0.001072+0.0019924i,-0.00037408+0.0024094i,-0.00045885+0.0036609i,0.00065663+0.0028366i,0.00067582+0.0010604i,0.00020731-8.6784e-07i,-5.8553e-05-0.00061601i,-0.00056991+7.9657e-05i,-0.0014815+0.00073987i,-0.001906+0.0006326i,-0.0018039+5.8294e-05i
-0.0026899-0.0022106i,-0.0036345-0.0027776i,-0.0028037-0.0042442i,0.0017584-0.0074572i,0.0052316-0.0079332i,0.009319-0.0032291i,0.0091506+0.0011957i,0.0050219+0.0036797i,0.002281+0.0057568i,0.0022876+0.0067813i,0.0037652+0.006099i,0.0038+0.003748i,0.0023577+0.00063668i,7.551e-05-0.00095991i,-0.0012657-0.0020095i,-0.00033885-0.003023i,0.00092337-0.002803i,0.0010968-0.0021584i,0.00033225-0.0013242i,-0.00039-0.00023715i,-0.00049678+0.00061191i,1.2677e-05+0.00092484i,0.0011675+0.0008865i
0.0003467-0.00097744i,0.0018811-0.0016117i,0.0018943+0.0010591i,0.0010693+0.0053701i,-0.0012958+0.0093271i,-0.0055907+0.0090055i,-0.0067011+0.0068013i,-0.0044655+0.0060114i,-0.0036674+0.0057915i,-0.0037377+0.0065393i,-0.002391+0.0056296i,-0.00010609+0.0027761i,0.0012581+0.001592i,0.002056+0.0020177i,0.0035674+0.0025105i,0.0040773+0.0024705i,0.0028164+0.0019983i,0.0019555+0.0014219i,0.0024278+0.00063285i,0.0020347-0.00090288i,0.00063422-0.0019106i,-0.00070189-0.0013842i,-0.00081701-0.00044875i
0.00075135+0.00060075i,0.0010155+0.00081391i,0.00047816-0.00063481i,-0.0012509-0.0051662i,-0.0013782-0.0092061i,0.0016875-0.0083741i,0.0037137-0.005172i,-0.00031776-0.0027475i,-0.0048733-0.0010085i,-0.0058059-0.0012653i,-0.0048298-0.0022897i,-0.004031-0.0020281i,-0.0030012-0.00048617i,-0.0016488+0.00065716i,-0.0017001+0.001161i,-0.002432+0.00095785i,-0.0020845+0.00098397i,-0.00064911+0.00048597i,0.0016136-5.0827e-05i,0.0031238+0.00061134i,0.0041643+0.00086462i,0.0035919-0.0003671i,0.0021166-0.0016435i
-0.0028235-0.0013157i,-0.0031552-0.0022i,-0.0023844-0.0013316i,-0.00062488+0.0013097i,-0.0011579+0.0047731i,-0.0039788+0.0061403i,-0.0055717+0.0031494i,-0.0062232+0.00087125i,-0.0051432-0.0019296i,-0.0028769-0.0047788i,-0.0024528-0.0060023i,-0.0020368-0.0046532i,-0.0004184-0.0010346i,0.0015613+0.00084268i,0.0024385+0.0011744i,0.0026212+0.0011251i,0.0023881+0.00089311i,0.0016689+7.188e-05i,0.0010984+0.00044754i,0.000976+0.0017937i,0.00024368+0.0021439i,-0.00029224+0.0018757i,-0.00086686+0.0015845i
0.0034979-9.4689e-06i,0.0043528-0.00071871i,0.0053059-0.0048663i,0.0032664-0.010482i,0.0039694-0.014757i,0.0045415-0.013571i,0.0016401-0.0072507i,0.00090002-0.003256i,0.0027158-0.0030434i,0.0041711-0.003483i,0.0032687-0.0039649i,0.00065993-0.0030518i,-0.0019107-0.0010663i,-0.0023637+0.00034236i,-0.0026782+0.00041216i,-0.0025059+0.00025284i,-0.00061015+0.00012133i,0.00050695-0.00019478i,0.00054366-0.00019926i,0.00062037-0.00017855i,0.0010956+0.00030879i,0.0013719+0.00059949i,0.0019719-4.4106e-05i
0.001911+0.0009528i,0.0032114+0.0010566i,0.0078146-0.0019534i,0.011584-0.0010912i,0.0089545+0.0071191i,0.0025398+0.014023i,0.0015455+0.0128i,0.0012048+0.0084187i,0.00083716+0.0067325i,0.0024724+0.0052162i,0.0031032+0.0043989i,0.0022483+0.0032647i,0.0017368-1.7783e-06i,0.0028357-0.0020543i,0.0044497-0.00091839i,0.0055079+0.00060927i,0.0045822+0.00054944i,0.0025393-0.00042063i,0.0011312-0.0014155i,0.00050186-0.0018705i,-0.00072688-0.0019369i,-0.0022265-0.0010426i,-0.0022923+0.00086996i
0.0012963+0.0012988i,0.0010974+0.001199i,0.00026956+0.0016449i,-0.0042965-0.0012765i,-0.011714-0.0079322i,-0.010625-0.011649i,-0.0039402-0.0082378i,-0.00014688-0.00037218i,-0.00017696+0.0045433i,-0.0023565+0.0057984i,-0.0031486+0.005547i,-0.0018967+0.0041339i,-0.0010134+0.002189i,-0.0010054+0.0017644i,-0.0013097+0.0033114i,-0.0017131+0.0041534i,-0.0013562+0.0032975i,0.00030649+0.0026629i,0.00094424+0.0017694i,0.0016448-0.00051626i,0.0033887-0.0023713i,0.0034704-0.0032779i,0.0026819-0.0029059i
-0.0011438-0.0030957i,-0.0013829-0.0046229i,-0.0030148-0.0063114i,0.00037379-0.0048743i,0.0085508+0.00051714i,0.0089176+0.0057749i,0.0039473+0.0072212i,0.00095328+0.0065389i,-0.0042424+0.0041003i,-0.0074526+0.0017433i,-0.0058047+5.8746e-05i,-0.0039322-0.0010017i,-0.0020082-0.00061863i,0.00078305-0.0001432i,0.0020093-0.0015585i,0.00099888-0.0034579i,-0.00034005-0.0031197i,6.0832e-05-0.001392i,0.00073933+0.00017915i,0.00075138+0.00189i,0.00031436+0.002826i,0.00020087+0.0027907i,0.0007602+0.0027417i
-0.0010193-0.0035947i,-0.001132-0.0034119i,-0.003362-0.0060213i,-0.0085326-0.0094799i,-0.014451-0.011359i,-0.013947-0.010504i,-0.0077113-0.008163i,-0.0061742-0.0091698i,-0.0062271-0.0090472i,-0.0036868-0.0073255i,-0.0014598-0.0072375i,-0.0013086-0.0054397i,-0.0014486-0.0011082i,-0.0010721+0.0022809i,-0.00046991+0.0020905i,0.00053596+0.0013405i,0.00077168+0.0013886i,0.00056645+0.00052217i,0.00042202-8.2593e-05i,-0.00065001+0.00094607i,-0.0014918+0.00048289i,-0.000944-0.0016306i,-0.0008798-0.0026544i
-0.00065445+0.0011671i,0.00056822-0.00029903i,0.007327-0.0014857i,0.017065-0.0036207i,0.022378+0.00060678i,0.019979+0.0082231i,0.0095141+0.0067817i,0.0014224+0.0019937i,0.0018117-0.0011419i,0.0044112-0.0030279i,0.0046787-0.0038157i,0.0025078-0.0035736i,-0.00017085-0.0023984i,-0.00019072-0.0019586i,0.00096204-0.0028341i,0.0013766-0.0030689i,0.0016837-0.0020173i,0.0019186-0.00037471i,0.0015594-5.6534e-05i,0.0011229-0.00069566i,0.0012259+0.00092844i,0.0013074+0.0027792i,0.0017766+0.0022525i
0.00081588+0.00075929i,0.0018686+0.00075374i,-0.00049493+0.0053737i,-0.0091521+0.011928i,-0.021694+0.010479i,-0.027414+0.0026734i,-0.021167-0.00053491i,-0.010193+0.00066655i,-0.0030469+0.0021204i,7.871e-05+0.0042765i,0.001349+0.005112i,0.0010695+0.0037902i,0.00070104+0.0023403i,0.0014058+0.0032925i,0.001734+0.0056006i,0.0015133+0.0065592i,0.0019272+0.0051416i,0.002482+0.0024258i,0.0031443-5.0049e-05i,0.0034843-0.0019481i,0.0024082-0.0036413i,0.00056794-0.0038419i,-0.0010963-0.0030287i
-0.00059686+0.00024074i,0.00014016-0.0003718i,-0.001686-0.0068646i,-0.00061856-0.016867i,0.010307-0.02204i,0.019267-0.014124i,0.018615-0.0026384i,0.010101+0.0046663i,0.0017428+0.010309i,-0.0019554+0.010781i,-0.0030679+0.0080231i,-0.0022654+0.0049293i,-0.00083315+0.0012582i,-7.9363e-05-0.0011706i,-0.00080593-0.0016637i,-0.0023623-0.001382i,-0.0017722-0.00094063i,8.9298e-05-0.00040343i,0.001347+0.00033905i,0.0025394+0.0017354i,0.0039294+0.0022623i,0.0038696+0.0022763i,0.0028933+0.0023034i
-4.2831e-05-0.00074021i,-0.00015094-0.0014603i,0.00044913-0.00075918i,-0.0017956+0.0026821i,-0.010833+0.011242i,-0.014955+0.01314i,-0.011042+0.010142i,-0.0085315+0.012503i,-0.0082787+0.009647i,-0.0067545+0.0032013i,-0.0046804+0.0015871i,-0.0026722+0.00099475i,-0.00078103+0.00055504i,0.0015622+0.001376i,0.0040172+0.0015488i,0.0041652+0.00070711i,0.0028466-0.00082741i,0.0012484-0.0017236i,-0.00031681-0.0010646i,-0.00060417+0.00010538i,-0.0017546+0.00075082i,-0.0031912+0.00031484i,-0.0031226-0.00028662i
0.0028816+0.0011262i,0.0043172-0.0016291i,0.006624-0.0061479i,0.011699-0.015308i,0.019877-0.022616i,0.021263-0.018314i,0.012832-0.0096696i,0.0069475-0.0068063i,0.0037205-0.0066309i,0.0011556-0.0063765i,0.00098033-0.0056916i,0.00059687-0.003358i,-0.00095039-0.0003279i,-0.0020463+0.00064674i,-0.0010825-0.001177i,-4.4973e-05-0.0025419i,-9.0976e-05-0.0019121i,-0.00050737-0.00085971i,-0.00034745-0.0003884i,0.00042435-0.00047551i,0.00075619-0.0009566i,0.0021148-0.00042626i,0.0034211-0.00016831i
0.0010113+0.0024605i,0.0032608+0.0037469i,0.0067491+0.0078721i,0.0045291+0.019738i,-0.0062902+0.031535i,-0.017821+0.031664i,-0.015758+0.018633i,-0.0096465+0.0013684i,-0.0048463-0.0057384i,0.0010582-0.0056561i,0.0034543-0.0052197i,0.0013869-0.0037241i,6.1156e-05-0.00032691i,0.0015961+0.0019216i,0.0028219+0.0023238i,0.0020381+0.0023864i,0.00088067+0.0024025i,0.00060944+0.0014993i,0.00084358+0.00076091i,0.00089725-0.00034344i,0.00060496-0.00086279i,-8.1017e-05+0.00072558i,-0.0010965+0.001715i
-0.0012892+0.002107i,-0.0026174+0.0026857i,-0.005473-0.0020013i,-0.012514-0.017325i,-0.01451-0.034923i,-0.0055423-0.042258i,-0.0011081-0.034767i,-0.00028947-0.020262i,0.0017144-0.010496i,0.0025962-0.0050908i,0.0024827-0.0021163i,0.0013371-0.0009879i,-0.0010228-0.00054371i,-0.0031456-0.00090502i,-0.0047644-0.0006647i,-0.0057331+0.0006216i,-0.0037667+0.0013253i,0.00029547+0.00072263i,0.0029066+0.00070234i,0.0041195+0.0011854i,0.0049495+0.00012227i,0.0047509-0.0014898i,0.0040555-0.0021733i
0.00084143-0.00028168i,0.00027208-0.0017254i,0.0039677-0.0010084i,0.014052+0.0066745i,0.020271+0.020235i,0.014328+0.029121i,0.0069551+0.026238i,0.0025351+0.021398i,-0.003279+0.016367i,-0.0058547+0.010415i,-0.00501+0.0058346i,-0.0028757+0.0030598i,0.00077282-0.00046267i,0.0033958-0.0030037i,0.0038676-0.0027534i,0.0034079-0.0017264i,0.0033116-0.00093622i,0.0025958-0.00071162i,0.0014204-0.0004938i,0.00044753+0.0016631i,-0.00077014+0.0035744i,-0.0019664+0.0037527i,-0.0022369+0.0032662i
0.0035459+0.00076962i,0.00378-0.0008737i,0.00075755-0.008597i,-0.0055864-0.020322i,-0.0099267-0.032251i,-0.0079511-0.029044i,-0.003575-0.0090438i,-0.0078653+0.0037951i,-0.011373+0.0065277i,-0.0085358+0.0048295i,-0.0060902+0.0024297i,-0.0041206+0.00082139i,-0.00074923-5.538e-05i,0.00079806-8.8584e-05i,0.00094477+0.00085742i,0.0014598+0.0015046i,0.0015715+0.0014627i,0.0014846+0.0014878i,0.0010675+0.00040656i,-0.00057424-0.0010989i,-0.00089705-0.0024893i,2.6403e-05-0.0035349i,-6.7018e-05-0.003941i
0.0049285+0.0026528i,0.0082209+0.0009266i,0.021161+0.00069416i,0.033902+0.010255i,0.034096+0.032414i,0.021721+0.041621i,0.0063482+0.030083i,-0.00023411+0.020556i,-0.0017716+0.013096i,-0.0020062+0.0049883i,-0.0023205+0.0012493i,-0.003953+0.00041648i,-0.0040324+0.0016618i,-0.0010973+0.0022616i,0.002803+0.0020612i,0.0045496+0.0015213i,0.0023309+0.00086423i,0.00075115+0.00067261i,0.0015644-0.00034333i,0.0019358-0.0011993i,0.0018106+6.0687e-05i,0.0013533+0.0022766i,0.00072304+0.0026842i
0.001697+0.00094392i,7.9563e-05+0.0030561i,-0.011158+0.0080112i,-0.035066+0.0042544i,-0.056804-0.018709i,-0.054782-0.035933i,-0.035731-0.031822i,-0.016305-0.023881i,-0.0044731-0.0175i,-0.00062539-0.009527i,0.0017714-0.0048728i,0.0023607-0.0027573i,-0.00084812+0.00065891i,-0.0042691+0.0042318i,-0.005084+0.0048219i,-0.0046719+0.0035361i,-0.00295+0.0013459i,-0.00027352-5.4887e-05i,0.0019799+0.00037257i,0.0034146-0.00068708i,0.0033731-0.0029907i,0.0020215-0.0041491i,0.0010773-0.0032553i
-0.0010313+0.0018467i,0.00012882-0.00084909i,0.0040081-0.0096294i,0.022332-0.019793i,0.051214-0.016334i,0.057287-0.0027481i,0.043795-0.0021842i,0.031523-0.011097i,0.021966-0.010057i,0.014149-0.00512i,0.0075281-0.0027199i,0.0031545-0.00091505i,1.4037e-05-0.00078008i,-0.00074005-0.0023418i,-0.000436-0.00501i,-0.0014312-0.0061601i,-0.00069738-0.0037486i,0.00065107-0.00083758i,0.00080624+0.0015028i,0.0016181+0.0039758i,0.0032084+0.0054661i,0.004048+0.0059493i,0.0025999+0.0056602i
0.0006216+0.00087428i,-0.00038644-0.00042234i,-0.00062681-0.0043934i,-0.01154-0.0025907i,-0.035045+0.0063415i,-0.040887+0.002216i,-0.026517-0.0020741i,-0.014489+0.0047572i,-0.0071598+0.0050423i,-0.0027797+0.0019677i,-0.0018284+0.0015987i,-0.00097225+0.00082415i,0.0013222+0.00025311i,0.0033512-0.00032142i,0.0036189+0.00021214i,0.002941+0.0011226i,0.00229+0.00092308i,0.0016971+0.00044483i,0.00010073-0.00045601i,-0.0018417-0.00058833i,-0.0034148-0.0011834i,-0.0042087-0.0027341i,-0.0043822-0.002966i
0.0034543-0.0031309i,0.0078657-0.0071067i,0.021895-0.0095294i,0.043605-0.011355i,0.059941-0.012388i,0.056717+0.00054485i,0.03205+0.014002i,0.0081685+0.014674i,-0.0031428+0.011921i,-0.0062211+0.0080882i,-0.0056742+0.004507i,-0.003326+0.0031313i,0.00089644+0.0019827i,0.0030227+0.00062777i,0.0034578-0.00060865i,0.0035938-0.00064999i,0.0029412+0.00073903i,0.0022581+0.0015576i,0.0015353+0.00021938i,0.0012532-0.0012882i,0.001746-0.00056395i,0.0031041+0.00068891i,0.0039528+0.00033779i
0.0046045+0.0026964i,0.0066375+0.0091133i,-0.0062139+0.025395i,-0.038248+0.044666i,-0.071775+0.048382i,-0.08259+0.038787i,-0.063656+0.029925i,-0.043466+0.022019i,-0.031792+0.014158i,-0.019657+0.0069221i,-0.010025+0.0019028i,-0.0056647+0.00020636i,-0.0033289+0.0013286i,-0.0025054+0.0032544i,-0.0016185+0.0045107i,-0.00093105+0.004788i,-0.0010777+0.002508i,-0.00089805-0.00021843i,0.00073924-0.0012228i,0.0015228-0.0017783i,-0.00038182-0.0017541i,-0.0027368-0.0017332i,-0.0029955-0.0024874i
-0.0047183+0.0028577i,-0.0086295+0.0013726i,-0.012205-0.018652i,-0.0027158-0.058948i,0.02763-0.083528i,0.048521-0.077599i,0.033353-0.058107i,0.013992-0.036594i,0.0071774-0.021218i,0.0033509-0.012911i,0.0031184-0.0067402i,0.0021901-0.0029908i,-0.002607-0.0019435i,-0.005754-0.002046i,-0.0052887-0.0019869i,-0.0021304-0.0018726i,-0.00012563-0.0011396i,0.0004931+4.0173e-05i,0.0016944+0.0022402i,0.0031088+0.0042808i,0.0053901+0.0030805i,0.0073649+0.00046494i,0.0081085+0.0010888i
-0.0029174-0.0028156i,-0.00037152-0.0075238i,0.0098371-0.00097997i,0.019729+0.024448i,0.0087134+0.055282i,-0.0072518+0.060664i,0.0036161+0.036473i,0.021041+0.013433i,0.021092+0.0035655i,0.013972-5.3357e-05i,0.0085923-0.0020845i,0.0037237-0.0041904i,0.0002785-0.0051384i,2.7774e-05-0.0029673i,0.0015418-0.0010436i,0.0010535-0.00055633i,4.7852e-05+0.00017277i,0.00028009+0.0010805i,0.00044998+0.002073i,-0.00051032+0.0021511i,-0.0027832+0.0024933i,-0.0056923+0.002933i,-0.0067751+0.0036248i
0.0013152-0.0039929i,0.0065182-0.0057083i,0.011031-0.013362i,0.012142-0.031063i,0.015896-0.058557i,0.023665-0.062989i,0.024773-0.036972i,0.018453-0.018508i,0.014064-0.0088118i,0.0092878-0.00047457i,0.0047781+0.0023739i,0.0043535+0.0020879i,0.005448+0.0016727i,0.0055532+0.0015094i,0.0046839+0.0014157i,0.0027806+0.00036723i,0.002562-0.00049262i,0.0022406+0.00019717i,0.0010483+0.0010281i,0.00031933-0.00072465i,0.0016873-0.0034831i,0.0042635-0.0052156i,0.0038208-0.0049772i
