-0.0013102+0.000607i,-0.0015078+0.00074542i,-0.0039218-0.00064524i,-0.0060382-0.0028359i,-0.0054251-0.002156i,-0.0023887+0.00077731i,8.9689e-05+0.001968i,0.0010067+0.0015862i,0.0013531+0.00091071i,0.0012225+7.4385e-07i,8.8641e-05-0.00036061i,-0.00045932-0.00055727i,0.00024095-0.00061669i,0.00029502-0.00051341i,-0.00052389-0.00060269i,-0.00087074-5.533e-05i,-0.00049006-0.00027728i,-0.00029838-0.00062145i,0.00029625-0.0009613i,0.00072464-0.0011115i,-0.00041842-0.00034185i,-0.00058042-0.00027042i,0.0002582-0.00023627i
0.20697+0.16798i,0.30323+0.16797i,0.24227+0.12995i,0.10586+0.12546i,0.053708+0.12676i,0.056496+0.075747i,0.030726+0.020671i,0.0019962+0.012379i,0.0036064+0.011898i,0.014293-0.0040532i,0.014936-0.014724i,0.0059584-0.00968i,-0.0075655-0.00085531i,-0.02408+0.0054695i,-0.035114+0.016782i,-0.023208+0.031517i,0.0026251+0.03004i,0.016944+0.012501i,0.01231+0.0033527i,-0.0061079+0.0063868i,-0.026307+0.01025i,-0.030862+0.010902i,-0.017378+0.0052802i
-0.35471+0.013164i,-0.48151+0.089291i,-0.38332+0.10106i,-0.22552+0.020664i,-0.16616-0.02326i,-0.11584+0.01315i,-0.045618+0.02663i,-0.012394+0.0068882i,-0.0045637-0.0037991i,-0.0047235-0.011783i,-0.0067194-0.017342i,-0.00024745-0.020898i,0.0088776-0.026467i,0.022558-0.03344i,0.030977-0.046305i,0.014992-0.05346i,-0.0073223-0.037582i,-0.013276-0.0093438i,-0.0042517+0.0055975i,0.006056-0.0013116i,0.0081381-0.012612i,0.0034085-0.011195i,-0.0016057-0.0033617i
0.32438-0.058768i,0.44013-0.15644i,0.36162-0.20222i,0.23779-0.14123i,0.18603-0.080693i,0.1067-0.059985i,0.032543-0.026445i,0.014336-0.0025224i,0.007408+0.0035334i,0.0030923+0.013937i,0.0013382+0.017023i,-0.0090723+0.019914i,-0.018734+0.027791i,-0.026793+0.03262i,-0.027581+0.03353i,-0.014616+0.025172i,-0.0057286+0.0086524i,-0.0050419-0.0042339i,-0.0040843-0.0045583i,0.0037398+0.004316i,0.019113+0.01112i,0.027579+0.0080443i,0.021884+0.00057889i
-0.12101-0.063852i,-0.11255+0.013193i,-0.068116+0.097682i,-0.051343+0.10523i,-0.069537+0.068745i,-0.049855+0.034385i,-0.0061919+0.011776i,0.011485+0.0034739i,0.015752-0.0013342i,0.018811-0.013807i,0.019861-0.023737i,0.023365-0.027354i,0.025252-0.025612i,0.020177-0.013619i,0.013652+0.0077857i,0.012665+0.029974i,0.016356+0.037706i,0.017164+0.027804i,0.0083053+0.013818i,-0.0059316+0.006535i,-0.018606+0.0053587i,-0.023856+0.0061399i,-0.015185+0.0075416i
-0.14812+0.19201i,-0.26233+0.22797i,-0.24029+0.14611i,-0.12588+0.026721i,-0.051036-0.026371i,-0.032159-0.019691i,-0.034057-0.0027219i,-0.030249-0.00072683i,-0.015652-0.0073983i,-0.0037405-0.015015i,-0.0030685-0.012651i,-0.0067527-0.0034576i,-0.007537-0.0027351i,0.00054263-0.014932i,0.0099748-0.0346i,0.0057564-0.051752i,-0.0088728-0.050298i,-0.017238-0.027487i,-0.011035-0.0075466i,-0.0035159-0.010283i,-0.0050086-0.025219i,-0.0073243-0.030699i,-0.0082676-0.022998i
0.23973-0.2867i,0.34173-0.41387i,0.26226-0.34981i,0.09723-0.17143i,0.020159-0.030917i,0.009261+0.010747i,0.0011108+0.0085024i,0.0060199+0.011472i,0.0046013+0.013452i,-0.0048453+0.020528i,-0.0043837+0.018203i,-0.0060291+0.0032245i,-0.012707+0.0049357i,-0.012275+0.023139i,-0.0036571+0.037512i,0.0063353+0.035718i,0.0099498+0.019019i,0.0028778+0.0012139i,-0.0062812-0.0036927i,0.0013409+0.008881i,0.024269+0.02796i,0.039247+0.034504i,0.032069+0.025011i
-0.023957+0.36932i,-0.097226+0.47981i,-0.088126+0.33038i,-0.038131+0.073967i,-0.045767-0.075624i,-0.031988-0.093483i,0.005281-0.0666i,0.0048798-0.033479i,0.0081115-0.0092167i,0.027662-0.010848i,0.035228-0.0099008i,0.035136+0.005938i,0.026454+0.0081781i,-0.0015562+0.00027492i,-0.030667+0.0067806i,-0.034583+0.027138i,-0.015496+0.038341i,0.0053816+0.025363i,0.011219+0.0046039i,-3.5588e-05-0.0062116i,-0.018234-0.011854i,-0.027872-0.015527i,-0.019479-0.013408i
-0.38657-0.50659i,-0.3993-0.66623i,-0.2391-0.4647i,-0.035724-0.16767i,0.061848-0.059589i,0.027509-0.0099793i,-0.0079215+0.026783i,-0.00069351+0.011288i,0.0038406-0.0093989i,-0.0058917-0.011196i,-0.020156-0.012979i,-0.022709-0.021146i,-0.0057596-0.027598i,0.025171-0.029196i,0.05091-0.036324i,0.048458-0.051251i,0.025432-0.053161i,0.0063553-0.026802i,0.0020174-0.0011706i,0.00016396-0.0048725i,-0.0077309-0.015796i,-0.010739-0.010449i,-0.0076294-0.00088824i
0.77082+0.56275i,0.97756+0.68794i,0.7074+0.42098i,0.2727+0.12582i,0.067354+0.072487i,0.028353+0.045287i,-0.0061925+0.0030741i,-0.019631+0.01155i,-0.0046699+0.01993i,0.0048054+0.011935i,0.014434+0.0081435i,0.018497+0.010311i,0.00073765+0.017154i,-0.030206+0.028406i,-0.048003+0.042133i,-0.038694+0.04923i,-0.022943+0.037392i,-0.017827+0.0082735i,-0.014655-0.0094437i,0.004034+0.0011759i,0.031872+0.020948i,0.041024+0.025488i,0.02924+0.017496i
-0.98744-0.50937i,-1.2233-0.58557i,-0.87936-0.36686i,-0.39115-0.1765i,-0.17404-0.14641i,-0.099591-0.097065i,-0.0090085-0.036944i,0.022477-0.021654i,0.0045766-0.0030582i,0.0058795+0.014695i,0.0083834+0.017712i,0.004732+0.016601i,0.010076+0.0028541i,0.019435-0.01944i,0.017184-0.032039i,0.0029598-0.025575i,-0.00079532-0.009004i,0.0072534+0.0033321i,0.0057646+0.006303i,-0.011893-0.00019835i,-0.036835-0.011397i,-0.045271-0.017752i,-0.03265-0.016733i
1.0816+0.2122i,1.2705+0.27033i,0.92097+0.19044i,0.49569+0.12009i,0.2983+0.095812i,0.17764+0.011747i,0.043023-0.027661i,-0.0035767-0.0081637i,0.0050884-0.01233i,-0.0017985-0.024184i,-0.010373-0.029195i,-0.013617-0.027609i,-0.01072-0.0089928i,-0.0020489+0.015111i,0.0075476+0.024478i,0.015911+0.01459i,0.015944+0.0020406i,0.012827-0.00040221i,0.015145-0.00018946i,0.018739-0.005688i,0.01839-0.014433i,0.010152-0.016592i,-0.00025033-0.0081181i
-1.0419+0.27587i,-1.1856+0.33681i,-0.81039+0.26164i,-0.41534+0.13364i,-0.26564+0.086086i,-0.14237+0.11965i,-0.034674+0.082185i,-0.012791+0.030798i,0.00083474+0.02479i,0.018709+0.020824i,0.023246+0.019788i,0.026219+0.01223i,0.02074-0.0047942i,0.0099578-0.015724i,0.005035-0.020912i,0.00060998-0.020408i,-0.0063506-0.021766i,-0.016282-0.024158i,-0.021045-0.015254i,-0.0098241+0.0024201i,0.011538+0.017498i,0.028015+0.020534i,0.02742+0.0085215i
1.0298-0.70551i,1.1285-1.0055i,0.67114-0.89191i,0.22467-0.59246i,0.058706-0.43429i,-0.02248-0.33017i,-0.045625-0.1723i,-0.029304-0.064773i,-0.034125-0.018975i,-0.029898+0.0019712i,-0.018247+0.0079602i,-0.0088515+0.02208i,-0.004381+0.028269i,-0.019035+0.029994i,-0.029291+0.045052i,-0.01669+0.057484i,0.0034682+0.058318i,0.020297+0.04355i,0.020582+0.015019i,-0.0057176-0.0083687i,-0.037893-0.018395i,-0.047157-0.021358i,-0.028351-0.018314i
-1.0599+0.93939i,-1.0729+1.2472i,-0.55107+1.0016i,-0.077819+0.56769i,0.10083+0.35155i,0.1473+0.24908i,0.11811+0.11015i,0.062513+0.019579i,0.034735-0.01137i,0.011482-0.024654i,-0.00068563-0.032125i,-0.0054336-0.043803i,-0.0061656-0.037622i,0.013948-0.02978i,0.027032-0.045167i,0.012387-0.06161i,-0.0096528-0.06244i,-0.021251-0.039194i,-0.010603-0.0063344i,0.0197+0.0043436i,0.044687-0.0035131i,0.046574-0.0042945i,0.029204+0.0044197i
0.92749-0.94869i,0.98494-1.1384i,0.57249-0.81229i,0.16803-0.36243i,0.0018892-0.13889i,-0.07576-0.075714i,-0.087127-0.015675i,-0.043768+0.023689i,-0.003344+0.029802i,0.023579+0.023684i,0.030028+0.025365i,0.032262+0.037043i,0.029973+0.032127i,0.010621+0.02091i,-0.0032088+0.026087i,0.0039646+0.035342i,0.019523+0.032038i,0.020093+0.010939i,0.0023826-0.0099192i,-0.013242-0.009072i,-0.014469+0.0068304i,-0.0039265+0.018325i,0.0076435+0.013509i
-0.67144+0.78538i,-0.65174+0.90241i,-0.3265+0.55448i,-0.091821+0.11961i,-0.050213-0.049875i,-0.0011535-0.046822i,0.047255-0.055473i,0.025712-0.072154i,-0.017409-0.05169i,-0.028225-0.020336i,-0.022891-0.0094763i,-0.027947-0.0032212i,-0.032871+0.0062475i,-0.038515+0.0098616i,-0.045124+0.013637i,-0.046412+0.024216i,-0.042572+0.036293i,-0.022061+0.037634i,0.0025784+0.024857i,0.0039265+0.011365i,-0.010301+0.0078457i,-0.018908+0.0065738i,-0.016735+0.0038343i
0.46117-0.65477i,0.37233-0.68112i,0.15675-0.33808i,0.09117-0.019072i,0.075935+0.051064i,0.0033039+0.025776i,-0.041502+0.037579i,-0.022802+0.05827i,0.011518+0.038835i,0.017811+0.0026141i,0.013054-0.010776i,0.023408-0.018411i,0.034253-0.031153i,0.051846-0.039558i,0.073522-0.053324i,0.077689-0.076336i,0.061902-0.090636i,0.029438-0.077407i,0.0048892-0.045454i,0.0065843-0.031953i,0.0093436-0.042708i,-0.0016435-0.03926i,-0.0074901-0.014637i
-0.35934+0.76758i,-0.24693+0.74874i,-0.085734+0.3735i,-0.089348+0.079141i,-0.085712+0.0050092i,0.0047035-0.012067i,0.03619-0.03732i,0.0080149-0.032542i,-0.0075517+9.148e-05i,-0.0033471+0.03306i,0.00043146+0.047137i,-0.0059086+0.0504i,-0.013729+0.056696i,-0.027833+0.06213i,-0.047756+0.071094i,-0.056219+0.085289i,-0.045331+0.087366i,-0.018684+0.068226i,0.0054039+0.040336i,0.012189+0.031145i,0.017257+0.044815i,0.027093+0.044435i,0.020193+0.022669i
0.43104-0.94241i,0.33774-1.0222i,0.073528-0.69333i,-0.055077-0.3941i,-0.072606-0.27032i,-0.088805-0.15144i,-0.04425-0.047413i,0.0065003-0.031615i,0.014246-0.044234i,0.010953-0.053967i,0.0023081-0.054598i,-0.0039169-0.03886i,-0.007178-0.031746i,-0.0062962-0.030719i,0.0086872-0.030724i,0.023058-0.036026i,0.02051-0.034963i,0.0050997-0.025104i,-0.0087574-0.010992i,-0.012806-0.0078361i,-0.020113-0.021283i,-0.030124-0.027364i,-0.022341-0.019689i
-0.84758+1.2065i,-0.79172+1.4083i,-0.28958+0.96637i,0.098406+0.44178i,0.16166+0.23348i,0.12295+0.16244i,0.060972+0.072531i,0.0037354+0.023719i,-0.021972+0.012237i,-0.039518+0.01466i,-0.037625+0.024588i,-0.012169+0.018208i,0.015963+0.0064708i,0.032868-0.00043829i,0.027974-0.0065021i,0.014519-0.0079722i,0.012486-0.0076486i,0.020211-0.0043691i,0.025056-0.0056215i,0.021563-0.014222i,0.017266-0.016895i,0.017423-0.014781i,0.012948-0.013176i
1.0546-1.6099i,1.1596-1.9254i,0.67437-1.3613i,0.15898-0.63521i,-0.050695-0.30559i,-0.1101-0.18272i,-0.071707-0.061438i,0.002917+0.0052783i,0.041987+0.021953i,0.061278+0.011996i,0.051179-0.0091783i,0.021406-0.0018471i,-0.0055516+0.018838i,-0.029051+0.03654i,-0.030699+0.054235i,-0.013174+0.055963i,-0.0031071+0.040259i,-0.0068802+0.017259i,-0.012379+0.010177i,-0.0053732+0.025939i,0.010128+0.036823i,0.016538+0.033374i,0.013297+0.026967i
-0.76363+1.8597i,-0.84027+2.2259i,-0.45738+1.5134i,-0.070945+0.54941i,0.061225+0.089644i,0.10488-0.021372i,0.080771-0.066781i,0.013575-0.074162i,-0.026437-0.050757i,-0.040892-0.018698i,-0.041293+0.0044636i,-0.031014+0.012646i,-0.011457+0.0097839i,0.0019512-0.0083043i,-0.00067096-0.020087i,-0.0066376-0.01054i,-0.010596+0.0075931i,-0.012592+0.026034i,-0.011403+0.026092i,-0.016178+6.7538e-05i,-0.029154-0.020267i,-0.030219-0.022102i,-0.01922-0.025492i
0.28841-1.9953i,0.18559-2.3181i,0.0098378-1.4488i,0.024925-0.38889i,0.10253+0.033283i,0.038171+0.080073i,-0.0073538+0.087071i,0.038186+0.075929i,0.076158+0.023206i,0.059154-0.038568i,0.022464-0.051767i,0.0071821-0.030681i,-0.0024368-0.0098754i,-0.0082921+0.013184i,-0.0030425+0.021854i,0.0044742+0.0048125i,0.011253-0.025095i,0.011329-0.048449i,0.0079007-0.045236i,0.015598-0.024918i,0.027207-0.013185i,0.025633-0.0052732i,0.018627+0.011523i
0.41966+2.2517i,0.79991+2.5334i,0.7048+1.5042i,0.1834+0.36583i,-0.1374-0.042184i,-0.078535-0.088682i,-0.013321-0.082544i,-0.045916-0.038147i,-0.067655+0.016082i,-0.03735+0.056016i,0.005619+0.042208i,0.0072936+0.0049405i,-0.0036717-0.01075i,-0.0043354-0.025605i,-0.0086169-0.026687i,-0.0059709+0.00021543i,0.0094115+0.029066i,0.017539+0.040304i,0.011625+0.039584i,0.0076319+0.038378i,0.014086+0.0392i,0.020001+0.033381i,0.011298+0.01391i
-1.2068-2.1119i,-1.7828-2.358i,-1.4393-1.4337i,-0.56355-0.50396i,-0.092879-0.18445i,-0.06458-0.025028i,-0.025786+0.070502i,0.040273+0.047492i,0.06543+0.016471i,0.051917-0.020911i,0.0019017-0.027854i,-0.022062+0.0064175i,-0.027643+0.027138i,-0.035553+0.039151i,-0.030236+0.033828i,-0.033759+0.011824i,-0.051643+0.0050502i,-0.056387+0.0069947i,-0.047575-0.0072448i,-0.053515-0.031843i,-0.077248-0.038981i,-0.079983-0.025041i,-0.045116-0.010088i
1.6224+1.6751i,2.2938+1.7008i,1.7901+0.81891i,0.71018+0.1247i,0.18955+0.028937i,0.14054-0.042267i,0.064117-0.11609i,-0.0089473-0.060142i,-0.032846-0.0017382i,-0.035514+0.032114i,-0.0081691+0.023i,0.004476-0.014631i,0.0092177-0.024853i,0.023069-0.0197i,0.034803-0.0054319i,0.053863+0.0037009i,0.076862-0.017568i,0.083134-0.049311i,0.072998-0.052919i,0.074812-0.035607i,0.086986-0.035535i,0.07106-0.043876i,0.031194-0.032132i
-1.5647-1.1201i,-2.0306-0.92968i,-1.3305-0.27901i,-0.27698+0.00018072i,0.078021-0.051737i,0.035817+0.02185i,0.052179+0.05571i,0.052236-0.026318i,0.033026-0.093669i,0.0099393-0.12669i,-0.01384-0.08999i,0.0018871-0.029523i,0.016702-0.021555i,0.0071439-0.044375i,-0.016385-0.063235i,-0.048051-0.053266i,-0.069057-0.012954i,-0.069546+0.037941i,-0.045875+0.069003i,-0.016119+0.063769i,0.0006878+0.049048i,0.016159+0.037931i,0.030134+0.020755i
1.274+0.49194i,1.4516+0.19118i,0.74509-0.15092i,-0.017358-0.082021i,-0.16453+0.053597i,-0.090641-0.0022199i,-0.079865+0.0022088i,-0.052207+0.070857i,-0.017354+0.10945i,0.024735+0.11088i,0.039347+0.06859i,0.0025979+0.03549i,-0.030706+0.047533i,-0.030682+0.084388i,0.0068234+0.10908i,0.054524+0.096359i,0.076344+0.059665i,0.065158+0.010531i,0.025612-0.025783i,-0.018561-0.023845i,-0.041804-0.0025052i,-0.045343+0.012183i,-0.040248+0.011921i
-0.64911+0.075865i,-0.54019+0.39968i,-0.0033649+0.41636i,0.29514-0.003479i,0.11712-0.24201i,-0.039616-0.13639i,-0.032806-0.065628i,-0.012705-0.06071i,0.016147-0.058029i,0.019623-0.065811i,0.0012856-0.054362i,0.0062523-0.032267i,0.023842-0.029475i,0.028375-0.043836i,0.0076523-0.039289i,-0.013078-0.014229i,-0.017304-0.0028064i,-0.015358-0.0018525i,-0.010703+0.0020593i,0.0058695-0.0042335i,0.025099-0.025092i,0.033879-0.032782i,0.041584-0.017652i
0.4117+0.063551i,0.25114-0.27086i,-0.15001-0.42061i,-0.33266-0.21698i,-0.23098-0.091988i,-0.1258-0.11751i,-0.016077-0.025748i,0.097865+0.054322i,0.090381+0.042212i,0.032803+0.034023i,0.0021426+0.024111i,-0.022755+0.0020176i,-0.050813-0.0061286i,-0.073696+0.0016083i,-0.081886-0.0055261i,-0.084948-0.026603i,-0.079755-0.030169i,-0.053192-0.014544i,-0.022099-0.0047895i,-0.014419-0.0020553i,-0.024677+0.013117i,-0.029211+0.024877i,-0.034478+0.017867i
-0.35589-0.35712i,-0.26086-0.23737i,0.026632-0.1391i,0.22746-0.203i,0.31669-0.17602i,0.36622-0.088025i,0.2439-0.13996i,0.050259-0.16731i,-0.0031246-0.13459i,-0.015223-0.12248i,-0.035633-0.067319i,-0.0044494+0.0036236i,0.043159+0.029966i,0.083493+0.020917i,0.11139-0.0068108i,0.11923-0.022428i,0.11455-0.021i,0.089216-0.029565i,0.047765-0.03838i,0.018161-0.04114i,0.0017555-0.052816i,-0.0089017-0.05406i,0.00069841-0.03855i
0.34788+0.75077i,0.44812+0.86359i,0.23364+0.71721i,-0.11856+0.63714i,-0.27133+0.62483i,-0.18503+0.47937i,-0.056424+0.30205i,0.040612+0.21641i,0.11572+0.15597i,0.13464+0.066462i,0.093524-0.011524i,0.046286-0.051955i,0.0054001-0.066676i,-0.046289-0.048533i,-0.076012+6.7761e-05i,-0.070267+0.032785i,-0.059959+0.035128i,-0.046561+0.043426i,-0.018683+0.054156i,0.01661+0.036943i,0.046224-0.00026082i,0.053281-0.031779i,0.034189-0.045192i
-0.41109-1.3216i,-0.74491-1.6151i,-0.64691-1.3942i,-0.26391-1.1997i,-0.14924-1.0695i,-0.24943-0.68154i,-0.19708-0.30187i,-0.12009-0.14991i,-0.08691-0.057391i,-0.015994-0.010976i,-0.0035116-0.012291i,-0.037682+0.038156i,-0.024933+0.0963i,0.01052+0.1034i,0.041801+0.091774i,0.069846+0.076549i,0.082937+0.043041i,0.073154-0.0107i,0.039165-0.047643i,0.0085522-0.028878i,0.009654+0.017961i,0.020813+0.042226i,0.017605+0.044937i
0.84997+1.3935i,1.2837+1.5334i,1.1453+1.2257i,0.70084+1.0101i,0.46121+0.80072i,0.36392+0.40969i,0.22631+0.18522i,0.19508+0.15522i,0.18338+0.072209i,0.067419-0.0060793i,-0.017661-0.029583i,-0.05725-0.061844i,-0.10188-0.068488i,-0.11829-0.040344i,-0.10617-0.015985i,-0.08316-0.0019388i,-0.052248+0.012476i,-0.029893+0.045047i,-0.01369+0.071041i,-0.014973+0.053107i,-0.049207+0.026079i,-0.062826+0.02598i,-0.029893+0.015181i
-0.065674-0.84546i,-0.10929-1.1501i,-0.23889-1.2183i,-0.47099-1.2365i,-0.61183-1.0168i,-0.48165-0.52952i,-0.23244-0.18745i,-0.12266-0.077489i,-0.083712-0.021255i,-0.002842-0.0025472i,0.056977-0.0080665i,0.073747-0.010404i,0.05809-0.027645i,0.0294-0.046289i,0.014343-0.055069i,0.012531-0.055401i,0.0071838-0.055248i,-0.013106-0.068737i,-0.035016-0.072045i,-0.03916-0.061602i,-0.02277-0.067259i,-0.0075903-0.078547i,-0.0091007-0.066421i
-0.37717+0.88506i,-0.63268+1.0923i,-0.69644+0.79805i,-0.54802+0.3776i,-0.36126+0.14128i,-0.19882+0.010589i,-0.052587-0.0974i,0.032005-0.14588i,0.044316-0.14887i,-0.031588-0.13615i,-0.12033-0.060626i,-0.082698+0.038557i,0.0047565+0.079087i,0.031378+0.087411i,0.029804+0.086165i,0.026308+0.076308i,0.033365+0.069945i,0.053314+0.06187i,0.066756+0.041776i,0.061449-0.0029071i,0.019014-0.040836i,-0.028923-0.028904i,-0.033326+0.011534i
0.73453+8.8431i,3.5732+6.3344i,6.1261+4.8266i,6.5537+2.2389i,6.0146-0.36951i,4.1245-2.447i,1.2457-2.3213i,-0.34024-0.63753i,-0.12107+0.74056i,0.75533+0.91376i,0.91695+0.042388i,0.14869-0.62426i,-0.49381-0.41892i,-0.53045-0.026062i,-0.35423+0.038303i,-0.23675+0.060915i,-0.083942+0.1757i,0.071146+0.2638i,0.11351+0.30356i,0.1017+0.32217i,0.14145+0.27049i,0.18621+0.15833i,0.15251+0.072967i
-0.0085213+0.77989i,-0.16736+1.0658i,-0.34494+0.94384i,-0.48958+0.78428i,-0.36962+0.70428i,-0.038827+0.49596i,0.1485+0.22425i,0.13913+0.071838i,0.10194-0.00018842i,0.067587-0.066331i,0.027312-0.084828i,0.0097888-0.046369i,0.022102+0.00048793i,0.028626+0.0086164i,0.0022219-0.017434i,-0.041907-0.026963i,-0.070352+0.0061619i,-0.053505+0.058142i,-0.0068514+0.076393i,0.013412+0.048228i,-0.0053593+0.020768i,-0.023672+0.015859i,-0.0216+0.015504i
-0.68574-0.85626i,-0.89751-0.56246i,-0.53814+0.14182i,-0.0071789+0.48327i,0.07416+0.3883i,-0.063178+0.32012i,-0.044257+0.23278i,0.006633+0.094965i,0.018329+0.046586i,0.023683+0.038643i,0.021413+0.034767i,0.036869+0.036103i,0.065985+0.03273i,0.09281+0.044602i,0.098304+0.047686i,0.06715+0.015313i,0.025374-0.020466i,0.0080639-0.024513i,0.018353-0.005116i,0.029071+0.019783i,0.022595+0.049043i,0.0039511+0.073519i,-0.0060239+0.082505i
0.89541+0.45673i,1.2121+0.028678i,1.0673-0.67426i,0.63759-1.0381i,0.27212-0.93398i,0.015881-0.61594i,-0.11892-0.26613i,-0.17217-0.065264i,-0.21357+0.039887i,-0.131+0.12015i,-0.0063592+0.097552i,0.0090814+0.039715i,-0.032694+0.021343i,-0.062097+0.027347i,-0.047429+0.055045i,0.00037823+0.067682i,0.030912+0.050605i,0.021038+0.019063i,-0.013954-0.0016239i,-0.035602+0.015692i,-0.03449+0.026217i,-0.036983-0.0040309i,-0.048075-0.025597i
-0.45981-0.40001i,-0.7321-0.16316i,-0.76697+0.34366i,-0.49665+0.67145i,-0.16844+0.59977i,0.0058686+0.39159i,0.04093+0.27164i,0.060042+0.22999i,0.091288+0.15163i,0.046924+0.033251i,-0.022336-0.02135i,-0.033608-0.03394i,-0.035484-0.063534i,-0.075051-0.080349i,-0.14099-0.055047i,-0.18631-0.0033352i,-0.17176+0.039528i,-0.11387+0.06376i,-0.058721+0.067672i,-0.034486+0.042603i,-0.028039+0.006807i,-0.023023-0.016156i,-0.0098514-0.016425i
0.28475+1.0065i,0.43656+1.0605i,0.47514+0.76065i,0.45909+0.54371i,0.46842+0.42412i,0.37128+0.15972i,0.15786-0.10126i,0.0044204-0.1847i,-0.04093-0.12384i,-0.0023711-0.028393i,0.049083-0.0093061i,0.060151-0.044295i,0.065716-0.073663i,0.078989-0.10329i,0.070527-0.1252i,0.04319-0.13503i,0.015166-0.13973i,-0.013521-0.11959i,-0.017983-0.072301i,0.01369-0.040448i,0.042634-0.030939i,0.049687-0.020458i,0.034076-0.019312i
-0.3618-1.4556i,-0.57245-1.7325i,-0.47654-1.4864i,-0.29015-1.1938i,-0.3176-0.95357i,-0.35216-0.5604i,-0.20493-0.24275i,-0.12217-0.13062i,-0.1424-0.02911i,-0.094907+0.069695i,-0.015238+0.098458i,0.043174+0.11027i,0.091878+0.098643i,0.10161+0.060223i,0.081409+0.032165i,0.071902+0.025837i,0.080876+0.035816i,0.090605+0.017638i,0.062828-0.030451i,0.018713-0.038271i,0.010269-0.0097725i,0.018762-0.0023832i,0.0090238-0.0089895i
-0.056614+1.4053i,0.25175+1.7293i,0.3758+1.4332i,0.2246+1.0822i,0.16584+0.86853i,0.25566+0.52381i,0.25278+0.17731i,0.20085+0.012859i,0.13297-0.055574i,0.032043-0.043341i,-0.010423+0.0044028i,-0.022916+0.012284i,-0.0461+0.026633i,-0.049169+0.049778i,-0.049984+0.045129i,-0.053189+0.023542i,-0.048613-0.00097732i,-0.03827-0.0049559i,-0.021271+0.018029i,-0.016108+0.034627i,-0.033997+0.029598i,-0.049168+0.021576i,-0.029878+0.019879i
0.37865-1.3215i,0.30146-1.5432i,0.23802-1.0071i,0.33692-0.38789i,0.36364-0.14879i,0.23291-0.047454i,0.16886+0.0285i,0.15812-0.010551i,0.091903-0.072508i,0.0055169-0.071949i,-0.055054-0.031236i,-0.06844+0.0075003i,-0.034547+0.0032034i,0.0086604-0.03762i,0.023271-0.080798i,-0.00087429-0.10236i,-0.043086-0.081073i,-0.068239-0.021055i,-0.057064+0.025896i,-0.027424+0.029841i,-1.2455e-06+0.015225i,0.021138+0.0060855i,0.017002+0.0012007i
-0.39848+0.71149i,-0.51083+0.96085i,-0.34959+0.69432i,-0.22868+0.18038i,-0.31743-0.10581i,-0.30672-0.087649i,-0.1123-3.4436e-05i,0.022432+0.032017i,0.023529+0.060879i,0.010891+0.078324i,0.022364+0.055997i,0.031254+0.032716i,0.028394+0.029706i,0.017371+0.035664i,0.021589+0.038826i,0.053156+0.036451i,0.090587+0.02261i,0.090281-0.017457i,0.056267-0.049723i,0.046908-0.048466i,0.060181-0.043246i,0.050703-0.042446i,0.029743-0.031516i
0.82371-0.53307i,1.0527-0.65631i,0.84986-0.31269i,0.60276+0.14546i,0.51256+0.22919i,0.34025+0.1196i,0.15725+0.12668i,0.1208+0.13814i,0.11137+0.049389i,0.055451-0.024111i,0.011697-0.038324i,-0.0074338-0.023567i,-0.0013664+0.0037797i,0.024163+0.02258i,0.042579+0.02699i,0.04028+0.027137i,0.026255+0.024465i,0.022364+0.013957i,0.014767+0.0076516i,-0.013884+0.032481i,-0.037029+0.072415i,-0.033923+0.083519i,-0.016614+0.058107i
-0.5371+0.88049i,-0.63231+1.0787i,-0.42093+0.83618i,-0.16617+0.50028i,-0.021992+0.29176i,0.0593+0.16362i,0.063045+0.1318i,0.026878+0.12102i,-0.023236+0.079529i,-0.055883+0.054317i,-0.060326+0.03599i,-0.075671+0.013436i,-0.087485+0.0035792i,-0.079516-0.013023i,-0.073374-0.033802i,-0.080357-0.035409i,-0.08539-0.013515i,-0.061183+0.019716i,-0.024332+0.035395i,-0.013994+0.026859i,-0.0080749+0.014177i,0.012212+0.002311i,0.022408-0.003377i
0.08417-0.2899i,0.063772-0.19496i,-0.11124+0.10521i,-0.27176+0.34112i,-0.27924+0.3567i,-0.22243+0.25072i,-0.19079+0.13597i,-0.14474+0.10621i,-0.049801+0.099137i,0.01707+0.048392i,0.030207+0.0068422i,0.036394+0.0044413i,0.055188+0.020582i,0.078774+0.032736i,0.086608+0.021462i,0.075433-0.011794i,0.06003-0.042974i,0.038611-0.053717i,0.015873-0.0554i,0.0013831-0.066309i,-0.020502-0.064672i,-0.0388-0.02736i,-0.026451+0.0097679i
-0.86349+0.084097i,-0.95727+0.11183i,-0.6315+0.085594i,-0.26294+0.021243i,-0.059968-0.074152i,-0.015146-0.11667i,-0.037268-0.051741i,-0.035101-0.010232i,-0.039551-0.031865i,-0.044902-0.037361i,-0.0092839-0.035511i,0.011693-0.051116i,-0.015114-0.040309i,-0.039443+0.0062502i,-0.02039+0.055144i,0.027774+0.073529i,0.052833+0.058344i,0.036947+0.040353i,0.01592+0.044737i,0.015189+0.059813i,0.018721+0.055463i,0.001259+0.032843i,-0.024133+0.022976i
