-0.0054491+0.00038318i,-0.0046932+0.0036773i,-0.0036071+0.0056988i,-0.0010823+0.0059584i,0.00077807+0.0049823i,0.001122+0.0037727i,0.00045012+0.0031376i,5.2072e-05+0.0030457i,-7.1805e-05+0.002694i,0.00010458+0.0013463i,0.0010277-1.7287e-05i,0.0020107-0.00037922i,0.00086526-0.00042916i,-0.00015309-0.00040269i,-0.00052784+0.00032068i,-0.00086263+0.00035911i,-0.00067084+0.00014336i,-0.00029952-4.8641e-05i,0.00024292-0.00064583i,0.00055946-0.000331i,3.9093e-06-0.00020076i,-0.00068363-0.0003906i,-0.00045699-0.0011207i
0.0010421+0.00065033i,0.00039223+0.00046836i,-0.00067432+0.00013893i,-0.00042233+0.00070212i,0.00035525+0.00050899i,0.00058404+9.0252e-05i,-9.8654e-05+0.00047307i,-0.00066487+0.00038323i,-0.00091537+0.00040092i,-0.0013171+0.00060969i,-0.0013635+0.00057953i,-0.00071155+0.00050149i,7.1223e-05+0.00026315i,0.0004336+0.00036172i,0.0008153+0.00082188i,0.0010253+0.00051733i,0.00058551+0.00065424i,-0.00012494+0.00029017i,-0.00044645-0.00090908i,-0.00014981-0.0010886i,0.00035027-0.0003876i,0.00031362-0.0002848i,-2.7158e-05-0.00089028i
0.00076364+0.00021756i,0.0016298-0.00028727i,0.0016878-0.0015908i,0.0010114-0.0012883i,0.00035759-0.00029941i,-3.8438e-05+0.00029685i,6.6028e-06+0.0008554i,-3.9457e-05+0.00060879i,-0.00025813+0.00082552i,-0.00027421+0.00052992i,9.2668e-05-0.0005737i,0.00050252-0.000762i,-0.00012738-0.00032229i,-8.7981e-05-0.00019291i,0.00053427+0.00012767i,0.00039064-0.00027831i,0.00019628-0.00028649i,0.00038913+0.00043318i,5.888e-05+0.00030502i,-0.00031269+8.6482e-05i,-0.00071813-0.00031812i,-0.0010385-0.00083586i,-0.00090784-0.00060134i
-0.00062477+9.578e-05i,-0.0012769-0.00022816i,-0.0015322+0.00010753i,-0.00051482+0.00058921i,0.00084479+0.00098082i,0.00087471+0.00051265i,0.0002428+0.00038549i,-5.3532e-05+0.00062609i,-0.00051076+0.00028314i,-0.0006358+0.00072363i,-0.00047178+0.0012192i,0.00044531+0.00077618i,0.00041081+0.00063476i,0.00026679+0.00094259i,0.00074607+0.0013616i,0.00082118+0.00092516i,0.0012351+7.3824e-05i,0.0012079+3.9423e-05i,0.00068217+0.00059014i,0.00017683+0.00061992i,-0.00079046-3.2619e-05i,-0.00099471-2.2383e-05i,-0.00043074+0.00029074i
-0.0006949-0.0013145i,0.00032941-0.00079541i,-0.00066512+2.0379e-05i,-0.0011211+0.00193i,-0.00072206+0.002746i,-7.9584e-06+0.0012978i,0.00079084-0.00038011i,0.0013622-0.00097647i,0.00074411-0.00059961i,-2.2225e-05+7.3557e-05i,-0.00078337-5.3423e-05i,-0.0014994-0.00078822i,-0.00058362-0.00055447i,0.00052463+0.00065623i,0.00020393+0.00057172i,0.00052856-0.00010347i,0.00071711-0.00098537i,3.0191e-05-0.0013586i,-0.00012732-0.00049617i,0.00030226+9.1467e-05i,0.00016232+0.00031718i,-0.00045753+6.7301e-05i,-0.00014848+0.0001206i
-4.0541e-05+0.0001438i,-0.00071193-0.00056259i,-0.00058949-0.001247i,9.6621e-06-0.00077341i,0.00052724-0.00012365i,0.00042367+0.00027113i,1.0987e-05+0.00060528i,-0.00039241+0.00035397i,-0.00015504+0.00048666i,0.00039926-0.00021574i,0.00051342-0.00048261i,-0.00034101+0.00045995i,-0.00055468+0.00051471i,0.00046663+0.00066178i,0.0010621+0.0011292i,0.0001926+0.00076295i,-0.00076593-0.00029188i,-0.00077149-0.00089735i,-0.00035508-0.00012738i,-0.00023649+0.00068416i,-0.0001136+0.00075921i,0.00013681+0.00054521i,0.00063832-1.5572e-05i
-0.00031003-0.00085543i,-0.00028746-0.0015939i,-0.00098706-0.0013185i,-0.0012737+0.000175i,-0.00070604+0.00095483i,3.3319e-05+0.00076448i,0.00013323-0.00011338i,0.00074167-0.00038957i,0.00051998+0.0005493i,-0.00087708+0.0010948i,-0.0004385+0.0009124i,0.00053774+0.00042753i,0.0008876+8.2399e-05i,0.00059382-6.3557e-05i,0.00097779-0.00049744i,0.00046107-0.0010136i,-0.00054008-0.00064002i,-0.00021376-0.00015183i,0.00010664+0.00046935i,-0.00065727+0.0006727i,-0.00074189+0.00023986i,-0.00015574+8.3146e-05i,-9.9112e-05+0.00042258i
-0.0012056-0.00035066i,-0.0016087+0.00040669i,-0.0010194+0.0012973i,-0.00043707+0.0017032i,-0.00026844+0.0014074i,0.00061788+0.00020097i,0.00075339-0.00031314i,-0.00030223-0.0001905i,-0.00094064-0.00021747i,-6.5704e-05+0.00024789i,0.00099739+0.00063172i,0.00073913+0.00068824i,-3.0994e-05+0.00080033i,-0.0008055+0.00091611i,-0.00092788+0.00048023i,-0.00027587-0.00021397i,0.00028843-0.00062204i,0.00077593-0.00076002i,0.0011634-2.6635e-05i,0.00079919+0.0002672i,0.00016011+0.00038861i,-0.00026049+4.3712e-05i,-0.00038993-0.00014148i
0.0012984+0.00037909i,0.0029396+0.00079699i,0.0016342+0.00092135i,0.00064838+0.00057486i,0.0012248+0.00043078i,0.0011963+0.00063315i,0.00085805+0.00012102i,0.00077189-0.00022798i,0.00067135+9.2656e-05i,0.00013373+0.00036922i,7.9378e-05+0.00069352i,0.00066683+0.00052678i,0.00010009+0.00010896i,-0.00052109+9.3664e-05i,-0.00022122+0.00039043i,-4.8924e-05+0.00058109i,0.0001359+0.00051097i,-0.00034852-0.00024214i,-0.00064354-0.0012386i,0.00042179-0.0012613i,0.0015374-0.00056213i,0.0016823+0.00022355i,0.00022+0.00057185i
-0.00082147+0.0013479i,-0.0011483+0.001018i,-0.0015194+0.00058358i,-0.00097155+0.00037429i,1.2963e-05+0.00053908i,-0.00046762+0.00018379i,-0.0012814+3.8545e-05i,-0.0011961+0.00090484i,-0.00047703+0.00079179i,0.00030149+0.00064552i,0.00031468+0.00085303i,0.00024612+0.00023584i,0.00044617-0.00023005i,0.00011635+0.00050487i,4.6405e-05+0.00091665i,1.6109e-05+0.00062401i,-0.00065401+0.00035994i,-0.00018055-0.00050559i,9.2493e-05+2.7426e-05i,-0.00039913+0.00069892i,-0.00094503+0.00026345i,-0.0016153+4.3008e-05i,-0.0010657-8.3488e-05i
0.0013644-0.0012366i,0.0012924-0.00084998i,0.00096079-0.0003057i,0.00046338-0.00081188i,0.00078585-0.00066165i,0.00074235-0.00047345i,0.00043004+2.126e-05i,6.5968e-05+0.00073777i,0.00017934+0.00016493i,6.2868e-05-0.00063447i,0.0001729-0.00085683i,0.00029172-0.00012292i,0.00034175+7.5731e-05i,0.00046676-4.5447e-05i,0.00039103-1.9081e-05i,0.00056037-0.00015021i,0.00051037+0.00035036i,6.7744e-05+0.0009562i,-0.00062977+0.00032656i,-0.00054127+7.8426e-05i,-0.00016519+0.00053762i,-0.00060027-6.3601e-05i,-0.00040578-0.00080433i
7.8516e-05+1.6957e-05i,-0.0013096+0.00079737i,-0.001884+0.00042202i,-0.0019008-0.0002622i,-0.0015484-6.1938e-05i,-0.001445+0.00058544i,-0.0010414+0.00063292i,-0.00084222+0.00022905i,-0.00019227-7.3247e-05i,0.00024532+4.2651e-05i,0.00023836+0.00011769i,0.00059186+0.0003665i,0.00057861+0.00077072i,0.00071721+0.00080165i,0.0003328+0.00039323i,-0.00037078+0.00029973i,-0.00019365+3.6379e-05i,0.0001812+0.0002626i,0.0006706+0.00054032i,0.0005075+0.00031574i,-0.00029685+0.00024269i,8.6275e-05-0.00011997i,0.00026882-0.00034027i
0.00070603-0.0005297i,0.00098864-0.00073147i,0.00018576-0.00068442i,-0.00088671-0.00030167i,-0.0011941+0.0004261i,-0.0016622+0.00036186i,-0.00097883-0.00047643i,-2.5771e-05-0.00061519i,0.0005139-0.00014375i,0.0012411+0.00014313i,0.0011093+0.00014732i,0.00077775+9.0437e-06i,0.00071884-0.00010145i,0.00076856-0.00041575i,0.00073474-1.404e-05i,0.00039327+0.0011716i,-0.00034208+0.0016346i,0.00021517+0.0014054i,0.00039076+0.00040908i,-8.4294e-05-0.00055937i,-0.00060313-0.00038939i,-0.0011059+0.00036421i,-0.0010139+0.00052621i
-0.00070608+0.0019935i,-0.00090443+0.0016272i,0.00046383+0.0011706i,0.0014567+0.0017025i,0.0016459+0.0023788i,0.0025274+0.0013047i,0.0027436-0.00020033i,0.0011565+0.00014541i,3.0436e-05+0.0012113i,0.00020409+0.0013358i,0.00048237+0.0008761i,0.001197+0.00048239i,0.0013734+0.00088205i,0.00049763+0.00081199i,-0.0003566+5.3156e-05i,-0.00038466-0.00056671i,0.00029114-0.00079036i,0.00067868-0.00035561i,0.00072787-0.00016945i,0.0013038+2.2157e-05i,0.00063913+4.9918e-05i,-0.0001909-0.00016423i,-0.00046711-0.00049748i
0.00080411-0.00045707i,0.0016703-0.00089733i,0.0014558-0.0011712i,0.0011045-0.00051687i,0.00080246+0.00034619i,0.00049205+0.00081317i,0.00020962+0.00035618i,0.00026007-0.00053268i,-0.00010249-0.00030316i,-0.00032398+0.00045537i,-8.3785e-05+0.00045917i,-0.00032339+0.00052617i,-0.00028234+0.00055398i,0.00051767-0.00018539i,0.00022821-0.00019034i,-0.00022966+0.00050644i,-4.1899e-05+0.0002121i,8.8903e-05-0.00041816i,0.00054946-0.00050112i,0.00011217-0.00043526i,0.00038209-0.00031549i,0.0012774-2.4507e-05i,0.00069585-0.00032645i
-0.00047055-0.0010629i,-0.0010883+0.0003962i,-0.0022241+0.00085695i,-0.0029452+0.00070153i,-0.0022262+0.0010788i,-0.00086141+0.0014786i,0.00051936+0.0017074i,0.0012351+0.00048574i,0.00053248+4.7546e-05i,-3.595e-05+0.00021589i,-7.5511e-06+0.00043435i,-0.00019321+0.00024657i,0.00026179-8.0159e-05i,0.00022002+0.00039004i,-0.00039932+0.00059635i,-0.00019055+0.0004189i,0.00015385+0.00024809i,-0.00039508-8.2621e-05i,-0.00051949-0.00064135i,0.00079549-6.3367e-05i,0.001016+0.00037038i,0.00061753+0.0002214i,0.00035108+0.00065097i
-0.0025721-0.0022902i,-0.0022134-0.0016958i,-0.0021918-5.5885e-06i,-0.0011273+0.0016761i,-0.00026011+0.0026083i,0.00049488+0.0015851i,0.0014338+0.00034721i,0.0010534+0.00053881i,-7.5349e-05+0.0010234i,-0.0012221+0.00064946i,-0.00050827-9.2965e-05i,0.00036093-0.0005177i,0.00098398+4.8916e-05i,0.00084322+0.00028482i,0.00017455-0.00051498i,-0.00018652-0.00099382i,-2.6257e-05-0.00046857i,0.00016369+0.00035232i,-0.00034927+0.00030916i,-0.0009227+0.00042979i,-0.00022268+0.00041432i,0.00062873+0.00027446i,0.00053567-5.2094e-05i
4.4997e-06+0.0012295i,0.00066066+0.00062644i,0.00071593+0.00073943i,0.0013319+0.0014109i,0.0013368+0.0012936i,0.0011227+0.0002548i,0.00044648-0.00041257i,-0.00048913-0.00046116i,0.00022892+4.5453e-05i,0.0013005+0.00037505i,0.000873-0.00043364i,-0.00022657-0.00074585i,-0.00016555-0.00022717i,0.00032386+0.00027065i,0.00028502+0.00031766i,0.00032346-1.9331e-05i,0.0012167+0.00010312i,0.0014827+0.00053774i,0.00039607-0.00015237i,-0.00022406-0.00067089i,8.5291e-05-0.0002042i,0.00012471+6.9676e-05i,5.3576e-05-0.00027167i
-0.0017888-0.00069033i,-0.0018915+0.00020888i,-0.0019493+0.0013941i,-0.0019162+0.00084466i,-0.00019851+0.00037544i,0.0018491+0.00063114i,0.0016077+0.00044585i,0.00044323+0.00045627i,-0.00066+0.00051202i,-0.0015016+0.00086898i,-0.0013288+0.00084592i,-0.00013647+0.0007789i,0.0006868+0.00041467i,0.0002917-0.00018844i,1.0822e-05-0.00037878i,0.00058262-0.00080747i,0.0011061-0.00036812i,0.00080929-6.3011e-05i,0.00040198-0.00045421i,0.00045132-3.4996e-05i,4.4912e-05+0.00042186i,-0.0004236+6.2052e-05i,-0.00076418+0.0001361i
-0.0011867-0.00052872i,-0.001373+0.00039074i,-0.0015286+0.00030572i,-0.0015297+0.00081843i,-0.0010201+0.0011554i,0.00020931+0.00023389i,0.00052649+0.00019021i,0.00021408+0.00059294i,-0.00022562+0.001251i,-1.7732e-06+0.0010835i,8.2064e-05+0.00026858i,-2.2497e-05+8.5994e-06i,0.00016633+1.9701e-05i,0.00014978+0.00039333i,-0.00017533+0.0013596i,-0.000894+0.00067757i,-0.00098379-0.00028982i,-0.00054489-0.00019258i,-0.00061339+0.00049668i,-0.00051033+0.00053831i,-2.1759e-05-0.00033259i,0.00020268-0.00055073i,-1.4702e-05-0.00094453i
-0.00043658+1.6609e-05i,-0.00058707-0.0019697i,-0.00059754-0.0039358i,-9.9624e-05-0.0022868i,-0.00017184+0.00042432i,0.00027503+0.00066859i,0.00040076-0.00030823i,-0.00015544-0.0005508i,-0.00091577-0.00093272i,-0.0007057-0.00087895i,-0.00081062-0.00036344i,-0.0010983-0.00055435i,-0.00068906-0.00097411i,-0.00015629-0.00076804i,0.00039477+0.00020006i,0.00037955+0.00085596i,0.00020125+0.00051835i,0.00054787+1.9765e-05i,0.0006367-0.0002889i,5.3357e-05-2.8017e-05i,-0.00036033-0.00031215i,-0.00038474-0.0005853i,-0.00061839-0.00036484i
-0.0011654+0.00039827i,-0.00040182-0.00022567i,0.00018229+0.00016093i,0.00037174+0.0014338i,0.00099586+0.001663i,0.00071612+0.0010984i,0.00050175+0.00090931i,0.00022093+0.00054166i,-0.0011431+0.0001829i,-0.0009895+0.00043046i,-0.0004653+0.00052404i,-0.0005251-0.00023965i,7.3549e-05-0.00054058i,0.00043428-0.00037085i,0.00086307-3.5805e-05i,0.00033283-0.00013447i,0.00015139-9.064e-05i,0.00082699+0.00037897i,0.00034477-0.00014603i,-0.00071545-0.00039428i,-0.00082669+0.00041908i,-0.00029382+0.00059407i,0.0001396-0.00024622i
0.00060842-6.8376e-05i,0.00044404-0.0006984i,-0.0006026-0.00055973i,-0.00064757-0.0006652i,-0.0004042-0.00012071i,-0.00050406+0.00021387i,-6.9781e-05-0.00042133i,0.00035572-0.00040957i,0.00014298+7.7219e-05i,-0.00028596+9.6348e-05i,-0.00027402-0.00029313i,0.00026754-0.00033783i,0.00075053+2.6489e-05i,0.00062939+0.00034461i,0.00043362+0.00013202i,0.0003643+0.00047274i,0.00012435+0.00072442i,0.00033211+0.00017981i,0.00040598-0.00064906i,-0.00048839-0.00036626i,-0.00062093+0.00022003i,-0.00039485+0.00051875i,-0.00018034+0.00049795i
0.00050521-0.0022283i,-0.0006915-0.0029546i,-0.0017532-0.0021379i,-0.001876+0.00013084i,-0.0011045+0.0012592i,-0.00044895+0.00089473i,0.00014814-0.00040814i,0.00060099-0.0013176i,-0.00024415-0.00081604i,-0.00063438-0.00049027i,0.00017776+3.0791e-05i,0.00036889+0.00050883i,-0.00021448+0.00048822i,-0.00077877+0.00075591i,-0.00070046+0.00040592i,0.00018755+0.00017933i,0.00018943+0.00070096i,-0.00058777+0.00071354i,-0.00073071+3.8469e-05i,-0.00072623-0.000277i,-0.00036656-0.00018655i,0.00017216-0.00036008i,0.00096238-7.3213e-05i
0.00085349+0.00079428i,0.0014677-0.00029507i,0.0023576-0.00046191i,0.0018879-6.7381e-05i,0.00055875+1.4005e-05i,0.00026319-6.9965e-05i,0.00076257+0.00011744i,0.0006315+0.00053098i,0.00098292+0.00089474i,0.00085394+0.00056369i,0.00017512+0.00053337i,-0.00022933+0.0013418i,-0.00024344+0.0010455i,0.0004937+0.00065941i,0.00072318+9.3682e-05i,0.00058462-0.00050508i,0.00043946-0.0004969i,0.00029516+2.8257e-05i,0.0001521+0.00015239i,-0.00010938-7.9014e-05i,-0.00015327-0.00010007i,-0.00039242-6.1608e-05i,-7.8353e-05-0.0008137i
-0.0017456-0.00022015i,-0.0016673+0.0009416i,-0.0016459+0.0016684i,-0.0020539+0.0020936i,-0.0018947+0.002274i,-0.0011423+0.001939i,-0.00115+0.0014621i,-0.0011451+0.00083443i,-0.0010135+0.00034758i,-0.0010575+0.00048924i,-0.00082554+0.00083751i,-0.00061081+0.00074122i,-0.00052208+7.4654e-05i,-0.00020031-0.00036416i,8.2181e-05-0.00026465i,-5.8194e-05-0.00058431i,0.00055934-0.00049631i,0.0015727-0.00026388i,0.0018211-0.00029692i,0.0013121-0.00027077i,0.00060949+0.00022699i,-0.00077759+0.0003666i,-0.0011157-7.2898e-05i
-0.0010409-9.8876e-05i,0.00058249-0.00040781i,0.00029507+0.00028104i,-0.0011079+0.0015841i,-0.00055298+0.0018571i,0.00036487+0.0012893i,0.00028815+0.00076892i,-0.00022673+0.00044373i,-0.00040602+0.00048965i,0.00030818+0.00039273i,0.00067231+0.00010316i,0.00080108-0.00017202i,0.00056179+0.00018439i,-0.00023954+0.00037422i,-0.00077547+0.00044386i,-0.00028465+0.00049282i,0.00039464+0.00040226i,-6.5544e-06+0.00057413i,-0.00042079-5.8685e-05i,0.00010621-0.00065982i,0.0003861-0.00020302i,-0.00035221+0.00013019i,-0.00041782+0.0001661i
-0.00082874+8.1785e-05i,0.00035171+0.0014802i,-0.0002571+0.0019841i,-0.00028679+0.0013329i,0.00055019+0.0015643i,0.0013237+0.0017073i,0.00071238+0.00084924i,-4.3752e-05+0.00037645i,-0.00025775+0.00031454i,-0.00060057+0.00029115i,-0.0011078+0.00082408i,-0.0010047+0.0012687i,-0.00025733+0.0015729i,8.2067e-05+0.0014879i,-0.00057095+0.00067445i,-0.00091714-0.00012264i,-0.00023662-0.00040765i,0.00055335+0.00024129i,0.00054732+0.00020681i,0.00040316-0.0005696i,0.00041299-0.00050878i,4.5577e-05-0.00022567i,2.2324e-05-9.5339e-05i
0.00054996+0.0014509i,0.00077558+0.0016017i,0.00038803+0.0011423i,-0.00024372+0.00059619i,-0.00032605+2.7346e-05i,0.00016182-0.00023237i,-0.00035961+0.00038457i,-0.0012334+0.00060403i,-0.00030562+1.349e-05i,0.00060252-9.5858e-06i,0.00075259+0.00010899i,0.0002241+0.00032088i,-0.00037566+0.00072513i,-0.00038001+0.0004983i,0.0006005-7.6948e-05i,0.0015527-0.00014924i,0.0012239+2.3593e-05i,0.00071263-0.00026025i,0.00026788-0.00018963i,7.2661e-05+0.0006593i,0.00066874+0.00049425i,0.00055402-0.00048694i,-0.00072772-0.0010426i
0.0015352+0.0010052i,0.00035655-2.3676e-05i,-0.00034868-0.0011606i,-0.00042125-0.0019138i,-0.0005243-0.0010071i,-0.00096123+0.00039702i,-0.00040368+0.00055249i,0.00072885+0.001082i,0.00039004+0.0014231i,-0.00031359+0.00089566i,-0.0001633+0.00011332i,9.084e-05+8.3524e-05i,-0.0004099+0.0015217i,-2.1388e-05+0.0024163i,0.0001345+0.0020239i,-0.00053692+0.0015482i,-0.00066115+0.00083042i,-0.00040697+0.00011741i,8.3631e-05+0.00042551i,0.00027739+0.00070279i,-4.5481e-05+0.00051479i,-0.0003304+0.00060391i,0.00014307+0.00081266i
0.00018529+6.0735e-05i,0.0010547-0.00041609i,0.00074911-0.00085383i,-4.2244e-05-0.00090125i,-0.00048664-0.00010156i,-0.0010785+0.00019575i,-0.00023718+2.4295e-05i,0.00052864-0.00043299i,9.7712e-05-0.0002527i,-0.00034852+0.00060081i,-0.00046955+0.00079459i,0.00020285+0.00052385i,0.0010145+0.0004338i,0.0007589+0.00066758i,0.00032338+0.00062955i,-0.00039097-0.00056039i,-0.0010963-0.00042447i,-0.0015657+0.00070966i,-0.00057783+0.0011236i,0.00016219+0.0012267i,-0.00028502+0.00069234i,-0.00027931+0.00047986i,0.00018675+0.00080612i
-0.0012898-0.00041622i,-0.0017845-0.00060934i,-0.0029261+0.0012768i,-0.0027046+0.0021014i,-0.0011751+0.0019089i,5.4637e-05+0.00048434i,7.6467e-05-0.00070269i,-0.00020475-0.00057238i,-0.00056683-0.000619i,-0.00073243-0.00010395i,-0.00018606+0.00054846i,0.00066989+0.0010986i,0.00030661+0.00095821i,-5.4669e-07+0.00035433i,-1.3757e-05+0.00032348i,-4.8675e-05+0.00095442i,0.00028103+0.00037724i,0.00058173-0.00068528i,0.00037637-0.0010897i,0.00012225-0.0012281i,-3.7465e-05-0.00032188i,0.00049508+0.0010383i,0.00090036+0.00097589i
0.001414-0.0019459i,0.0018667-0.0024257i,0.0021548-0.001947i,0.00046944-0.0005491i,-0.00085566-0.00037795i,-0.00082295-0.00049381i,-0.00038995-9.739e-05i,-0.00033125+0.00054769i,-0.00056922-9.9385e-05i,-0.00045021-0.0013214i,-0.00026842-0.00076854i,-6.1149e-05+0.00031055i,-0.00040008+0.00054695i,-0.00031812+0.0006112i,0.00073282+0.0011086i,0.0013828+0.00053884i,0.0004724-2.7916e-05i,-0.00025845-4.956e-05i,0.00035874+0.00031189i,0.0011111+0.00054225i,0.00081716-0.00011602i,0.0009571+1.5653e-06i,0.00053071+0.0010062i
-0.00075632+0.00069029i,-0.00053875-0.00053621i,-0.00068011-0.0013976i,-0.0010733-0.0010308i,-0.0013118-0.00025496i,-0.0010532+0.00025566i,0.00067456+0.00045364i,0.0013045+0.00051875i,0.00046891+1.1649e-05i,-0.00021636-0.00043714i,-0.00059937+2.9892e-05i,-0.00032734+0.00074966i,-2.4105e-05+0.00096955i,-0.00019062+0.00040522i,0.0003675+0.00015184i,0.00019604+0.00012787i,0.00013959-0.00012329i,0.00048739+0.00046496i,0.00049529+0.00012188i,0.00030647-0.00093042i,-0.00012136-0.00063661i,0.00031696+0.00016615i,0.00033865+0.0008454i
0.0010027-0.00016146i,0.00015611+0.0011934i,-0.00089745+0.002836i,-0.0016716+0.0018013i,-0.0013881+0.0011264i,-0.00041484+0.0016603i,-0.00015607+0.0007094i,-8.1819e-05-0.00030071i,0.00045644+0.00045198i,0.00056539+0.0008174i,7.9609e-05+0.00028966i,-0.00051249+3.7367e-05i,-0.00074052-0.00021979i,-0.00055816+0.00048444i,-0.00040576+0.001315i,-0.00017655+0.0006956i,6.8485e-05+0.00032404i,-0.00034457+0.0002317i,-0.00014731-0.00033959i,0.00023175-0.00079839i,-1.6024e-05-0.00089609i,0.00014818-0.00062513i,0.00057899-0.00069154i
-0.00059298-0.00090705i,0.00049732-3.7819e-05i,0.00080887+0.00034106i,-0.00012166+4.3554e-05i,-0.00066581+0.00091505i,0.00041992+0.0011635i,0.0011462+0.00040545i,0.00091032-0.00044664i,0.00046929-0.0004255i,-0.00011338-5.408e-05i,-0.00045118-0.00037644i,2.6297e-05+0.00024871i,0.00063397+0.00045959i,0.00018937-0.00017242i,-0.00058101+0.00015625i,-0.00027114-9.947e-05i,-0.00014776-0.0010838i,-0.00016989-0.00071278i,-0.00021811-1.771e-05i,-9.0307e-05+0.00062326i,-3.5347e-05+0.00103i,0.00018603+0.00046303i,-8.8677e-05-3.1573e-05i
0.00021365+0.00038658i,0.0017612+0.001251i,0.0021137+0.0017897i,0.0012441+0.0012745i,0.00069598+0.00094815i,0.0015487+0.0010078i,0.0013832+0.0013586i,0.00029661+0.0014429i,0.00066496+0.0010439i,0.00058645+0.00053281i,0.00049227+9.7453e-05i,0.00060537-9.9747e-06i,0.00010399+7.025e-05i,0.00027091+0.00075115i,0.0009454+0.0011674i,0.00067258+0.0011413i,-0.00037852+0.00070702i,-0.00066099+0.000528i,-0.00020604+0.00041185i,0.00028332+0.00036289i,-3.68e-05+0.00043275i,-3.1251e-05+0.00016607i,0.00062533+0.00051605i
0.0012974-0.00047368i,1.8237e-05-0.0017875i,-0.00019105-0.0020832i,0.00040228-0.0010968i,0.00034322-9.2526e-06i,-0.00028752+0.00034652i,-0.00030241+6.8381e-05i,-0.0003509+5.9029e-05i,-0.00048138-0.0004187i,-9.7368e-05-0.00044032i,0.00051845+9.4059e-05i,0.00064956+0.00014184i,0.00099078+0.0003156i,0.0013176+0.00050068i,0.0012395+0.00023034i,0.0012832-0.000468i,0.0012489-0.00090958i,0.00072593-0.000624i,0.00055034-0.00039913i,0.00084405-3.5206e-05i,0.00048448+4.741e-05i,-0.00030697+4.7932e-05i,-0.00030314+0.00013123i
-0.00055591-0.0013524i,-0.00070409-0.00064557i,-0.00099159-0.00091147i,-0.00078792-0.00071192i,5.5748e-05+0.00032391i,0.00016943+0.00091724i,-0.0003375+0.00083337i,-5.2346e-05+0.00024768i,0.00028828-0.00019365i,-0.00062159+0.00017315i,-0.00098194-5.2072e-05i,-0.0010559-0.0004185i,-0.00074347+0.00042586i,-0.00017582+0.00067916i,-0.00036905+0.00035958i,-0.00050495-4.1897e-05i,0.00054896-0.00058024i,0.0015077-0.00038736i,0.0015096-1.6006e-05i,0.00054979+0.00034579i,-0.00060877+0.0009143i,-0.00099163+0.00028715i,-0.00031213+0.00038755i
-0.00015399+0.0022428i,0.00026374+0.0014686i,-0.00064877+0.00094256i,-0.0013311+0.00057604i,-0.00030874+0.00036305i,0.00093554+0.00067249i,0.0017189+0.00060976i,0.0011063+0.0005359i,0.00049795+0.00063991i,-0.00017144+0.00049652i,-0.00034789+0.0010359i,0.00029338+0.0011786i,0.00094203+0.00077264i,0.00053669+0.0012359i,-0.0002511+0.0013321i,0.00034937+0.00047219i,0.00076452-6.8627e-05i,0.0006278-0.000393i,0.00013863-0.00076456i,-0.00011548-0.00053128i,0.00044456+6.4678e-05i,0.00078553-0.000353i,0.00075606-0.00050483i
0.00019108+0.0018802i,-0.00039674+0.0021068i,8.9435e-05+0.0024282i,0.00049328+0.0016915i,0.00064045+0.00063632i,0.0001608+0.0007496i,-0.00091071+0.00063352i,-0.0010364+0.00035044i,-0.00014118+0.00037758i,-2.7256e-06+0.00016471i,-0.00049072-0.00014204i,-0.00095819+0.00036347i,-0.00090346+0.00068995i,-0.00029456+7.7024e-05i,-1.715e-05-5.8981e-05i,8.8648e-05+0.00020991i,3.1731e-05+0.00060492i,0.00026313-0.00031796i,0.00042874-0.00092365i,-0.00019845-4.1135e-06i,-0.00098594+0.00011492i,-0.0010146-0.00047146i,-0.00068451-0.00073595i
0.001118+0.00064713i,0.0011703+0.00043231i,0.001435+0.0014113i,0.0015089+0.0017115i,0.0015721+0.0010552i,0.0011646+0.00083542i,0.0011446+0.00020504i,0.00089611+8.3993e-06i,0.00056291+0.0002936i,0.00039522+0.00067236i,-0.00035969+0.00046429i,-0.00013116+0.00016535i,0.00049542+0.0010435i,-6.8886e-05+0.0012449i,-0.00038495+0.00048087i,-0.00018589+0.00049891i,-0.0002135+0.00040297i,0.00030704-0.00017779i,0.00067041-0.00028962i,0.00066784-0.00028926i,0.00072594-0.00056507i,0.00033137-0.0011276i,0.00013896-0.00083149i
0.0014079-0.00017843i,0.0016668-0.0014905i,0.0010904-0.0022769i,-0.00037246-0.0013307i,-0.00086225-0.00061063i,-0.0011928-0.00050502i,-0.00088432-0.00034494i,-0.00018659-0.00058257i,-0.00056967-0.00053662i,-0.000662-0.00027781i,-0.00061229+0.00031239i,-0.00067086+0.00059188i,7.9304e-06+0.00043609i,0.00037189+0.00021776i,0.00024466+0.00041543i,0.00025811+5.7691e-06i,0.00036863-0.00095921i,0.00059455-0.00062923i,0.0007791-0.00062658i,0.00055888-0.00076506i,0.00015636-0.00062678i,-0.00021458-0.00058666i,4.164e-05-0.00010907i
