0.001665+0.00073357i,0.0020799+0.00012705i,0.0010581-0.00079585i,-6.5368e-05-0.00086965i,-0.00038328+0.00010791i,-0.00082328+0.0023314i,-0.00092595+0.0028246i,0.00041973+0.0020401i,0.0019249+0.0015266i,0.0019288+0.00071968i,0.00057728-0.00033254i,-0.00068121-0.0010037i,-0.00079786-0.00066312i,-0.00068007-0.00053308i,-0.00062257-0.00076677i,-0.00048988-0.0004992i,-0.00035233+0.00010605i,-0.00047784+0.00024551i,-0.00013477+0.00078666i,7.9279e-05+0.00086364i,0.00011244+9.7005e-05i,9.2204e-05-0.00048424i,0.00017053-0.00068899i
0.00046102+0.00010707i,0.0013247+0.00050078i,-0.00098934+0.0012175i,-0.0023796+0.0026495i,-0.00093165+0.0030018i,0.0002831+0.0028692i,0.00035694+0.0017194i,0.00053104+0.00049176i,0.0003692-3.8309e-05i,4.8116e-05-0.00022521i,-0.00031794+0.00023041i,-0.00059025+0.000345i,-0.0002277-0.00017523i,0.00044595-0.00065436i,0.0008001-0.0010629i,0.00025824-0.00042737i,-0.00053456+0.00025761i,-9.2614e-05+9.2997e-05i,0.00075907+0.00050686i,0.0010317+0.00045365i,0.00087161+0.00016183i,0.00073485+0.00077066i,0.00030127+0.00090575i
0.00056913-0.00014598i,0.0017771+0.00023246i,0.00096593+0.0008192i,0.00028245+0.0018336i,-0.00047459+0.0021477i,-0.00087531+0.002076i,-0.00063613+0.0013754i,-0.00065764+5.0558e-06i,-0.00081609-0.0012767i,-0.0010068-0.0015971i,-0.00054994-0.00078702i,3.6697e-05+0.00015584i,-6.8926e-05+0.00018877i,-0.00039321-0.00018507i,-0.00043323-0.00042532i,0.0002788-0.00040175i,0.00041369-0.00084712i,-0.00052872-0.00047446i,-0.00097095-0.00017801i,-0.00038959-0.00049706i,0.00054297+0.00021527i,-9.329e-05+0.00060181i,-0.00079268+0.0006161i
9.6814e-06+0.00015102i,0.00016023+0.00021517i,0.00012784-0.00066058i,0.00025686-0.00087518i,-0.0010813-2.1141e-05i,-0.0012755+0.00067349i,-0.0004134+0.00070963i,-0.00048323+0.00075395i,-0.00061843+0.00083845i,9.0236e-06+0.0008123i,0.00069807+0.00077485i,0.00057611+0.00044393i,0.00032091+0.00022264i,-2.0853e-05-2.4032e-05i,-0.00047286-0.00048322i,-0.00048857-0.00016173i,-0.00052391+0.00064813i,-7.2881e-06+0.0010863i,0.00050459+0.0016385i,-0.00018441+0.0011606i,-2.806e-05+0.00035561i,0.00052623+0.00021256i,0.00052498+3.1794e-05i
0.0012875+0.00057815i,0.00096609+0.0013318i,-0.00035535+0.0011308i,-0.0011124+0.0012577i,-0.0013363+0.0013903i,-0.00097898+0.0012897i,-2.8682e-05+0.00056976i,0.00049249-0.0003202i,0.00078236-0.00025633i,0.0008069+0.00081758i,0.00093381+0.0010716i,0.00074231+0.00062957i,-0.00015729+0.0004135i,-9.5168e-05+0.00013294i,0.00036695-0.0002877i,0.00041509-0.00050849i,0.0001435-0.00052829i,-0.00059982+0.00021627i,-0.00036203+0.00075544i,0.00026695+0.00020803i,0.00036929+0.00016219i,0.00063514+0.00028479i,0.00073983+2.7481e-05i
-0.0004164+0.0010953i,-0.00016267+0.00097991i,-0.0012845+0.00014069i,-0.0018188+0.00067124i,-0.00083292+0.0017788i,-0.00037387+0.0026126i,-0.00038572+0.0022928i,-0.00041211+0.00092091i,0.00011645-0.00036801i,0.00026021-0.00037687i,-0.00021774+0.00010575i,-1.6136e-05+0.00036472i,0.00089135+0.0006008i,0.0015941+0.00043865i,0.00092765+0.00026111i,0.00056384-0.00034901i,0.00013538-0.00097116i,-0.00062263-8.9161e-05i,-0.00061969+1.2635e-05i,-0.00029026-0.00034384i,-0.00044155-0.00011055i,-0.00082773-1.4277e-05i,-0.00047347-0.000209i
-5.4253e-06+0.0005998i,0.00086248+1.9503e-05i,0.0010561-3.863e-05i,0.00057721+0.00097591i,0.00068462+0.0019822i,0.00079878+0.0007642i,0.00048651-0.00062187i,-5.2247e-05-0.00087237i,0.00010767-0.00087728i,0.00071001-0.00051023i,0.0009503-0.00017688i,0.00087023-0.00058623i,0.0001499-0.0010155i,-0.00073551-0.00069359i,-0.00033775-0.00072626i,0.00015869+2.1514e-05i,0.00034344+0.0011354i,0.00023308+0.00063822i,0.0005038-0.0008189i,0.00013669-0.0012125i,-0.00080802-0.0007282i,-0.00050874+0.00026123i,-6.7715e-05+0.001138i
0.00030181+0.0016391i,0.00054493+0.001091i,-0.00029003+0.00022093i,-0.0012485+0.00067778i,-0.0013419+0.0018399i,-0.00058916+0.0015035i,0.00019172+0.0004506i,0.00074011+0.00016979i,0.00027292+0.00039086i,0.00023799+6.3385e-05i,0.00030921+0.00012296i,-0.00026014+0.00061755i,-3.6397e-05+0.00043316i,0.00060431-1.1984e-05i,0.00080897+0.00052584i,8.4997e-05-0.00027729i,-0.00050419-0.0010881i,-0.00020101-0.00041926i,0.00021177+0.00019172i,-0.00015847+0.0004495i,-0.00066869+0.00070043i,-0.00083334+0.00076153i,-0.00019256+0.00043836i
0.0018833+0.0010219i,0.0027828+0.00016148i,0.0017832+2.8774e-05i,-0.000435+0.00082131i,-0.00079171+0.00056456i,0.00073555+0.0010723i,0.00045176+0.00037717i,-0.00023965-0.00070357i,-0.00022719-0.00017887i,-0.00038071+0.00083349i,-0.00040499+0.0010286i,0.00010114+0.0011889i,0.0005088+0.0015073i,0.00025233+0.00081029i,-0.00013623-0.0004024i,8.8037e-05-0.00029775i,0.00034807-0.00036608i,0.00066914-0.00088632i,0.00044743-0.0002674i,3.759e-05-0.00021508i,-0.00026648-0.00025233i,-0.00062931+0.00011725i,-0.00038335-0.00056563i
0.00095029+0.001967i,0.0004231+0.0017535i,-2.0989e-05+0.0010484i,-0.0011801-0.00011212i,-0.0020669-0.00010937i,-0.0010612+0.0012372i,-0.00045199+0.0018675i,-0.000381+0.00097506i,-0.00026782+0.00074164i,-0.00044886+0.00060633i,-0.00022599+0.00052902i,2.6639e-05+0.00039913i,0.00049953-0.0001694i,0.0010256-0.00011105i,0.00053422+0.00038925i,-0.00025367+0.0004605i,-0.00021617+0.00039106i,-9.0615e-05+0.00011402i,-7.6978e-05-0.00011537i,0.00023161+0.00026197i,0.0005261+6.7929e-06i,0.00049174-0.00046091i,0.00043833-0.00037036i
-0.00092289+0.0019346i,-0.00073679+0.0013238i,-5.7734e-05+0.00052712i,-0.00037676+0.00063235i,6.0928e-05+0.0015085i,0.00037284+0.0018806i,-0.00080084+0.0013617i,-0.001699+0.00051602i,-0.00096144+0.00023709i,0.00077145-2.3356e-05i,0.0013014-0.00072962i,0.00043073-0.00087484i,-0.00025663-0.00017973i,9.2883e-05+0.00063414i,0.00055925+0.00050354i,0.00016568-5.3881e-05i,-0.000156+0.00037895i,-1.7136e-05+0.00048861i,-5.4121e-06-0.00080451i,7.8098e-05-0.001565i,-6.996e-05-0.00067355i,-0.00013848+2.1243e-05i,-0.00025144-0.00061362i
0.0014936+0.002218i,0.00083351+0.0020455i,-0.00026275+0.00075331i,-0.0011038+0.00098295i,-0.0011062+0.0018812i,-0.00090872+0.0019943i,-0.00091999+0.0011257i,-0.00011658+0.00053691i,0.0013274+0.00015382i,0.001606-0.00050526i,0.00016367-0.00028159i,-0.00039677-0.00014662i,-0.00010696-1.0583e-06i,-0.00045735+3.2038e-05i,-0.00056047-2.9781e-05i,0.00012399+0.00064237i,-5.251e-05+0.00046517i,-0.00097022-5.1832e-05i,-0.00091631+8.4571e-05i,8.2319e-05-5.6997e-05i,-0.00013045+0.00066614i,-0.00062478+0.0012766i,-0.0004043+0.00089056i
0.00044503+0.0020697i,0.0006599+0.0015191i,0.0013752+0.0011986i,0.0017574+0.00078339i,0.0025656+0.00053264i,0.001648+0.00045307i,2.513e-05+0.00058986i,-0.00017968+0.00036367i,0.00029536-4.0991e-05i,3.0651e-05-0.00018017i,-3.1788e-05-0.00068071i,0.00086146-0.00077383i,0.0015425-7.4572e-05i,0.00084696+3.8832e-06i,-0.00068881-1.7822e-05i,-0.000332-0.00035233i,0.00035095+0.00010319i,-1.5446e-05+0.00035419i,9.1431e-06-2.2964e-05i,-0.00011702+0.00012658i,-0.00030722+0.00042797i,3.2123e-05+0.00067664i,0.00043605+0.00094692i
0.00060978+0.0010702i,0.00040429+0.001291i,-0.00031587+0.00084317i,-0.00046957+0.00090803i,0.00084564+0.0016044i,0.001053+0.0013305i,0.00016906+0.00046004i,6.8586e-05+0.00069219i,-0.00017434+0.001201i,-0.00012184+0.00044002i,-7.7614e-07+0.00029043i,-8.9477e-05+0.00085683i,0.00036677+0.00065623i,0.00035695+0.00015398i,0.00060179-8.2622e-05i,0.00094848-0.0007906i,0.00050971-0.00064462i,0.00031499-0.00079646i,0.00021105-0.0014355i,-0.00080162-0.00020175i,-0.00061055+0.00076339i,-0.00011866+1.5047e-05i,4.2946e-05-0.00053931i
0.0016209+0.0011261i,0.001579+0.0020174i,0.001411+0.0021378i,-0.00055172+0.0019148i,-0.0017345+0.0016971i,-0.0014469+0.00094423i,-0.000775+0.00082764i,-0.00077728+0.00058537i,-0.00095666+0.00037544i,-0.00038473+0.0002724i,0.00032455+6.217e-07i,0.00035415-0.0002784i,0.00059313+1.157e-05i,0.00088657+0.00026443i,0.00088234-0.00016729i,0.00061691-0.00042128i,0.00036492-7.3006e-05i,-8.9895e-05+0.00045191i,-0.00044668+6.248e-05i,-0.00068285+0.00019215i,-0.00093754+0.00046699i,-0.00087748+0.0004663i,-0.00085293+0.0010061i
0.0018536+0.00016386i,0.0026758+0.00017978i,0.00068713-0.0009062i,-0.00099765-0.0012707i,-0.0018359+0.00051426i,-0.0017547+0.0023358i,-0.00034263+0.0021013i,0.00022489+0.00075493i,-1.4755e-05+0.00025595i,-0.00047484+0.0010571i,-0.0003239+0.00064332i,0.00056641-5.7873e-05i,0.0010375+0.00018613i,0.0004817-0.00022133i,-0.00038606-0.00017976i,-0.00059707-6.6721e-05i,-5.2009e-05-0.00039966i,2.2709e-05-6.6758e-05i,-0.00023579+1.0646e-05i,0.00012328+0.00028711i,0.00069392+0.00031445i,0.0010381-9.753e-05i,0.0008582+9.837e-05i
0.0015438+0.0025568i,0.00096723+0.0033443i,1.9395e-05+0.0024726i,-0.00026274+0.0008821i,-6.1652e-05+0.00063436i,-5.291e-05+0.0008065i,0.00028806+0.00097627i,0.00039641+0.0012132i,0.00043534+0.0011061i,0.00058751+0.00060739i,0.00033035+0.00029914i,-6.0003e-05+0.00015158i,-2.2997e-05-0.00028532i,-0.00018452-0.00020039i,-0.00013643+0.00057797i,0.00036464+0.00043183i,0.00042613+8.6074e-05i,-0.00065545+0.00024042i,-0.00092068+0.00033531i,2.6751e-05+0.00017471i,-0.00013249-8.9366e-05i,-0.0002867-0.00076305i,0.00060002-0.0012774i
0.0001408+0.00087679i,-2.3721e-05+0.00098972i,-0.00089965+0.00017761i,-0.0011598+0.00068639i,-0.00010793+0.0017968i,0.00067441+0.0013729i,3.3009e-05+0.00086756i,3.2319e-05+0.00070635i,0.00021265-0.00046191i,-0.00039821-0.00080689i,-0.00061199-0.00042718i,-0.00040127+0.00018745i,-0.00060185+0.00027809i,-0.00060652-0.00055433i,-0.00026422-0.00062769i,-0.00069147-9.8213e-05i,-0.00049301+0.00015316i,0.00042821-0.00021831i,2.3808e-06+2.6367e-05i,0.00013998+0.00040393i,0.00094166-1.577e-05i,8.9075e-05-0.00016443i,-0.00037496+8.8303e-05i
0.00042539+0.0012636i,0.00064513+0.001719i,0.00059388+0.00095239i,-4.2802e-05+0.00069864i,-0.00067641+0.00087527i,-0.00067235+0.0013615i,-0.00044975+0.0019139i,-0.00069816+0.0010471i,-0.0010261+0.0002044i,-0.0010581+6.3775e-05i,-0.00043294+0.00010099i,-0.00035353+0.00048662i,-0.00045997+0.00016437i,0.00033171-0.00015314i,0.0003888+0.00040463i,1.8545e-05+0.00026562i,7.4794e-05-0.00015012i,0.00022748+0.00011597i,0.00013249-0.0002615i,0.00022655-0.00059337i,0.00047528-0.00017619i,-0.00017692+0.00029217i,-0.00034177+0.00064652i
-0.00032928+0.0015327i,0.0012153+0.00076644i,0.0010484-0.00012724i,0.00025418-9.548e-06i,-0.00012357+0.00034422i,-0.00024966+0.00073901i,-0.00025856+0.0010358i,-0.00040458+0.00063765i,-0.00057872+0.0012348i,-0.00051434+0.0018545i,7.3569e-05+0.0013818i,0.00041063+0.00044453i,0.00092922+0.00014454i,0.0011298+0.00022335i,0.00033729-6.6892e-05i,-0.00016772-0.00068301i,-0.00019791-0.00085375i,-0.00021001+0.00019457i,-0.00018866+0.00019299i,0.00030394-0.00052897i,0.00014462+0.00010979i,-0.00010703+0.00078902i,0.00039703+0.00088158i
0.0022038+0.0035598i,0.0017025+0.0028956i,0.0019011+0.0008595i,0.0013392-0.00026009i,0.00063691-3.5132e-05i,-0.00060538-0.00013825i,-0.0010327+0.00025456i,-0.00069629+0.00072755i,2.7354e-05+0.00024913i,0.00017561+0.00016777i,-0.0001971-0.00027748i,-0.00032934-0.00084824i,1.4516e-05-9.3016e-05i,0.00082614+0.00017905i,0.0005963-0.00013147i,0.00019293-0.00023845i,0.00077165-0.00065649i,8.933e-05-0.00050119i,-0.0011693-0.00030821i,-0.0010893-0.00020578i,-0.00058252+0.00019114i,0.00031462+0.00079165i,0.0002704+0.0011111i
-3.0348e-05+0.0017114i,-0.00022195+0.0019849i,0.00013083+0.0026715i,-0.00018402+0.0031572i,-0.00062477+0.0034207i,-0.00094949+0.00218i,8.3784e-06+0.00020821i,0.001309+0.00023672i,0.0010338+0.00056682i,0.0004662-0.00034836i,1.4719e-05-0.0010914i,-0.00014794-0.0010081i,0.00047311-0.00018048i,0.00092223-7.7036e-05i,-9.413e-05-0.00053063i,-0.00091108-0.00095641i,-0.0010446-0.00046314i,-0.00094764+0.00041773i,-0.00030997+0.0004278i,-2.7305e-05-0.0003967i,-0.00038678-0.00070913i,-0.00070094-5.2684e-06i,-0.00075185+0.00058743i
0.0012817+0.0011638i,0.0016302+0.0013196i,0.00018485+0.0008253i,-0.0016293+0.00078711i,-0.001842+0.0006365i,-0.0016855+0.0011633i,-0.00093255+0.0013615i,0.00015655+0.0010919i,-0.00033364+0.00017558i,-0.00065861-0.00046858i,-0.00063516-6.0299e-05i,-0.00065356-3.227e-05i,0.00044022-0.0003132i,0.0010078+0.0004702i,0.00051993-2.593e-05i,0.00048149-0.00084546i,0.0010638-0.00034071i,0.0011172+4.7081e-05i,0.00064277+0.00021057i,0.00019392-0.00027571i,-0.00035014-0.00019326i,-0.00058317+0.00087572i,-0.001156+0.00054104i
0.0011114+0.0020362i,0.00058116+0.00068547i,0.00079351+0.00011306i,0.00081368+0.00060922i,0.00081898+0.00073393i,0.00054458+0.00025233i,0.00034104+0.00037339i,-9.1695e-05+0.00076862i,-0.00043927-7.2158e-05i,-0.00033852-0.00068575i,9.2128e-05-0.00016058i,0.00035963+0.0003378i,-0.00011583+0.00088303i,-0.00046518+0.0015815i,-2.0615e-05+0.001388i,0.00011082+0.00044921i,-0.00024969-0.00011095i,-0.001104+0.00020269i,-0.0019288+0.00057441i,-0.0015619+0.00066404i,-0.00091731+0.00028597i,-0.00061626-0.00025481i,-0.00012485-5.3047e-05i
0.00096765+0.00091067i,0.0013569+0.0014134i,0.00089877+0.00051586i,-0.00019199+0.001063i,-0.00058597+0.001906i,-0.00043351+0.0011674i,0.00013325+4.1417e-05i,0.00030178-0.00016308i,4.151e-05+0.00018347i,-6.7159e-05+0.001054i,-0.00034251+0.00099488i,0.00026938+0.00052014i,0.001493+0.00040966i,0.00098371+0.00027579i,0.0004005-0.00024418i,0.00036132-0.00099962i,-0.00033722-0.0010089i,-0.00068688-0.000476i,-1.3716e-05-0.00016047i,0.0010105+0.0001824i,0.00082445+0.00043304i,0.00030559+0.00016823i,0.00052004-0.00047869i
-0.00018211+0.0016619i,-6.5655e-05+0.0020284i,-0.0008955+0.002752i,-0.0017065+0.0027295i,-0.0013696+0.0024578i,-0.0010242+0.0015899i,-0.0011511+0.0011263i,-0.00098305+0.00052208i,-0.00052969-0.00070158i,0.00019316-0.00044912i,0.00073156+0.00020238i,0.00037109+1.6384e-05i,-0.0004536+0.00096403i,-0.0003357+0.00097081i,0.00016739+0.00020742i,0.00012577+0.00010936i,0.00028246-0.00056332i,-0.00067377-0.00079814i,-0.0018556-0.00017319i,-0.0013686+0.00073155i,-0.00048442+0.00092875i,-0.00055617+0.00061332i,-0.00033411+0.00040658i
0.0015971+0.0012199i,0.001707+0.0012519i,0.0012227-0.00019528i,0.00089313-3.9756e-06i,-0.00027529-6.8016e-05i,-0.00086301-0.00035193i,-0.00038259-7.9994e-05i,0.00052172+0.00065074i,0.00063604+0.00045362i,0.0002971-0.00060446i,0.00023357-0.00039097i,-0.00012918-0.00014278i,-0.00022494-0.00034881i,0.00032265-0.00045892i,0.0003826-3.1985e-05i,-0.00012918+0.00044186i,-0.00030298+0.00021457i,-0.00084861+0.00013672i,-0.0015484+0.00025791i,-0.0011075+0.00045609i,-0.00051278+0.00081829i,0.0003214+0.00079606i,0.0010446+0.00054389i
0.0017702+0.0016167i,0.0023315+0.00091231i,0.0025102+0.00010353i,0.0016197+0.00072551i,-0.00012867+0.0016863i,-0.0017614+0.0011674i,-0.0018156+0.00025147i,-0.00088926+0.00027521i,7.059e-05+0.00061491i,0.00039861+0.00083508i,-1.9294e-05+0.00014282i,0.0002265-0.00085911i,0.00072986-0.00018848i,0.00088347+0.00048001i,0.00035879+0.0006873i,0.00023093+0.00036256i,-3.7823e-05+6.3645e-05i,-0.00035701+0.00017161i,5.0586e-06+8.4332e-06i,9.3979e-05-0.00051978i,-0.00030091-0.00059131i,-0.00089448-0.00045765i,-0.00050269-0.00045964i
0.0017645+0.0022342i,0.00089226+0.0015047i,-0.00064382+0.00091778i,-0.0017593+0.00056289i,-0.0016678+0.0010691i,-0.0009692+0.0011724i,0.00032613+0.00058048i,0.00042215+0.00054662i,-0.00024582+0.0011336i,-0.00061399+0.00062349i,1.9343e-05-7.2563e-05i,0.00010163+8.3694e-05i,-0.00015329+0.00080979i,0.00062744+0.0011116i,0.001192+0.00034978i,0.0010418-0.0001148i,0.0003525-0.00030852i,-0.00026945-0.00033525i,-0.00055609-0.0004181i,-0.00059309-0.00049898i,-0.00045974+2.9446e-05i,-3.1279e-05+7.973e-05i,0.00043325-0.00013084i
0.0012862+0.0026841i,0.0014535+0.0027071i,0.0012158+0.0010082i,0.0004867-9.6939e-05i,0.00028531-0.00035239i,7.4929e-05+0.00010827i,-0.0002533+0.0010809i,-0.00041439+0.0011566i,-0.00034872+0.0011257i,-0.00053082+0.0014557i,-0.00076348+0.00086191i,-0.00015136+0.00020975i,0.00083067+0.00027202i,0.001463+0.0005939i,0.0010162+0.00019743i,7.9577e-05-0.00073914i,0.00012003-0.00026126i,-0.00018259-0.00026435i,-0.0006431-0.00015778i,-0.00080863+0.00084501i,-0.00080216+0.0008697i,-0.00015306+0.00051152i,0.00012254+0.00037735i
0.00010862+0.0025156i,0.0017329+0.0023783i,0.0023646+0.0016248i,0.0030283+0.00085792i,0.0026019+0.0014024i,0.0015448+0.0015126i,0.00091937+0.00098171i,0.00017445+0.00089556i,0.00035295+0.00071262i,0.00020074+0.000507i,1.9233e-05+0.00018837i,-0.00012377-0.00036303i,-0.00059099-0.00024609i,-2.532e-05+0.0002637i,-4.0738e-06+0.000849i,-0.00029503+0.00045311i,0.00033716+1.5929e-05i,0.00066162+2.7372e-05i,0.00074904-0.00056664i,0.00031978-0.00038932i,-0.00027474+0.00033639i,-0.00078703-6.9526e-05i,-0.0005459-0.00025993i
0.001724+0.0012213i,0.0011202+0.0012386i,-0.00064623+0.0008425i,-0.0022435+0.00095751i,-0.0026565+0.0010501i,-0.0023136+0.0010724i,-0.0014415+0.00066999i,-0.00024866+0.00057171i,0.00015683+0.001145i,-0.00039276+0.0006562i,-0.00025981-0.00034496i,0.000144-0.0010097i,-2.4467e-06-0.00068101i,0.0001552+0.00010159i,9.2356e-06+0.00021512i,-0.00053149-0.00031221i,-0.00057209-0.00065802i,-0.00086438-0.00015428i,-0.00033898+0.0006562i,0.00029852+0.00049467i,1.0636e-05-0.00042481i,-0.00023233-0.00052346i,-0.0010103-0.00042906i
0.00089247+0.00079839i,0.00025781+0.00022819i,-0.001089-0.00091787i,-0.0023445+8.5533e-05i,-0.0027818+0.0015777i,-0.0021016+0.0021553i,-0.00075295+0.0014639i,-0.00019694+0.0012586i,8.0684e-05+0.0010598i,0.00012612+0.00018624i,-5.2427e-05-0.00028461i,0.00040691+0.00032136i,0.00037949+0.00066486i,-0.00016456+0.00056615i,-0.00013908+0.00079243i,-0.00026841+0.0010772i,-0.00040925+0.00084487i,-0.00049624+0.00063923i,-0.00043937-9.334e-08i,-0.00053738-0.00074738i,-0.00049323-0.00074149i,-6.1124e-05-0.00058488i,-0.0001386-0.00016931i
-0.000447+0.0018406i,-0.00041368+0.0012094i,-0.00073551+0.00052182i,-0.00099797+0.0011558i,-0.00043652+0.001035i,-0.00037106+0.0006558i,-0.00025925+0.00050809i,0.00011206-0.00016708i,-7.3013e-05-0.00090666i,-0.00038366-0.00027432i,7.2079e-05+0.0005764i,0.00079584+4.3867e-05i,0.00071911-0.00018347i,0.00037358+0.00036331i,0.00061423+0.00062355i,0.00087851+0.00057193i,0.00065865+0.00071681i,0.00052135+0.00071725i,0.0007456+0.0005001i,0.00056359+0.00051249i,0.00043497+0.00083646i,-4.8063e-05+0.0010333i,-0.00055407+0.00082734i
-8.4021e-05+0.0020847i,0.00099462+0.0021954i,0.00070012+0.0027469i,0.00010269+0.0018105i,0.00013792+0.0014125i,0.00058967+0.001222i,0.00053609+0.0012439i,0.0005902+0.0014283i,0.00073877+0.001348i,9.342e-05+0.0011861i,-1.541e-05+0.00094678i,0.00032248-5.4681e-05i,-0.00059153-0.0008108i,-0.00077953-0.00079686i,1.5271e-05-0.00046426i,-0.00012161-0.00055984i,-0.00021614-0.0010107i,-0.00049143-0.00093403i,-0.00076752-0.00096067i,-0.00025334-0.00066015i,3.635e-05-0.00047125i,-0.00017677-0.0002087i,-7.607e-05+9.8345e-05i
0.0027115+0.00059339i,0.0023704+0.0011275i,0.0015953+0.00032514i,-0.00037312-0.00020835i,-0.0014627+0.00013606i,-0.0013539+0.00053283i,-0.00094063+0.00080199i,-0.00047427+0.0008003i,-0.00056191+0.00049114i,-0.0005746-0.00040962i,-0.00016002-0.00092132i,-0.00051154-0.00034028i,-0.0002454+0.000443i,-0.00036285+0.00044788i,-0.00061589+0.00020171i,0.00063955+0.00084559i,0.0013055+0.00047627i,0.00052698-0.00027573i,3.1661e-05-0.00010527i,0.00038712+0.00055032i,0.00016925+0.00058206i,-0.00036236+0.00023863i,-0.00055278+0.00099115i
0.0032529+0.00088769i,0.0031715+0.00088i,0.0016176+0.00067604i,-0.00037853+0.00057448i,-0.00037353+0.00015449i,1.0335e-05+0.00042389i,-2.3247e-05+0.00086863i,0.00020361+0.00023911i,0.00052534+0.00027578i,0.00039056+0.00063078i,-0.00041146+0.00029938i,-0.0010055-7.9706e-05i,-0.00023905-0.00077582i,-6.306e-05-0.00089016i,-7.0796e-05-0.00076411i,0.00021414-0.0006243i,-3.214e-05-0.00027079i,-0.00034715+5.9309e-05i,-0.00010891-0.00021016i,-5.1172e-06-6.9941e-05i,-0.00070935+0.00044936i,-0.00021695+0.0011003i,0.00061973+0.00088508i
0.00054957+0.0018663i,0.001328+0.0012905i,0.00032969+0.00075261i,-0.0013286+5.3718e-05i,-0.00055978+8.488e-05i,0.0011121+0.00071251i,0.0011522+0.0010927i,0.00077711+0.0011801i,0.00019198+0.00028377i,-0.00017018-0.00062752i,-0.00057587-0.00078899i,-0.00020839-0.00064346i,0.00016456+2.0118e-05i,-0.0008225-6.2423e-05i,-0.0003955-7.796e-05i,-0.00012974+0.0001421i,-0.00011698-0.0003182i,0.00043447-3.3522e-05i,-0.0001853+0.00035137i,-0.0008327+0.00073782i,-0.00059749+0.0011179i,-0.00022559+0.00092199i,0.00019355+0.00065002i
0.0014291+0.0003817i,0.001309+0.00080665i,0.00027024+7.994e-05i,-0.00021239-0.00090396i,-0.0011121-0.00011806i,-0.0018561+0.0012689i,-0.00048662+0.001927i,6.0817e-05+0.0015966i,1.45e-05-1.1787e-05i,-0.00016045-0.0010165i,4.0555e-05-0.00014395i,4.5065e-05+0.00089315i,0.00013869+0.00049867i,0.00076896+0.00087254i,0.0012191+0.00036i,0.0012346-0.00078955i,0.001388-0.00028521i,0.0012402+0.00063818i,0.00055804+0.00040056i,0.00099911+4.8853e-05i,0.0014182+0.00074455i,0.00098552+0.00088125i,0.00060534+3.6558e-05i
1.6814e-05+0.0036697i,0.00061941+0.0027104i,0.0013657+0.0012411i,0.0014823+0.00033696i,0.00043733-0.00034291i,-0.0016065-0.00058161i,-0.0018144+0.00031576i,-0.00090027+0.0011723i,-0.00030124+0.00084913i,-0.00083556+0.00039618i,-0.00079168+0.00019204i,-0.00027793+8.3424e-05i,-0.00038393+0.00023039i,8.9585e-05+0.0003154i,0.00097917+1.3806e-05i,0.00098754-0.00046771i,0.00016882-0.00065099i,-0.00029961+8.6021e-05i,-0.00053467+0.00063442i,-0.0006665+0.00069163i,-0.00044607+0.00068547i,-0.00061406+0.00032123i,-0.00048712+4.6057e-05i
-0.00080216+0.0010174i,-0.00036029+0.00078856i,-0.00070217+0.0008872i,-0.0014031+0.0021172i,-0.0010043+0.0030951i,0.00015292+0.0028305i,0.00068965+0.001653i,0.00074281+0.00055107i,0.0006572+0.00083695i,0.0010564+0.0014428i,0.00029368+0.00037307i,-0.00073647-0.00078295i,0.00018699-0.00074671i,0.0010337-0.00016916i,0.00099052-0.00015268i,0.00088602-0.0007334i,0.00072076-0.00029214i,0.00076334+0.00089755i,-0.00023048+0.0011175i,-0.00080181+0.00070592i,-0.00031588+0.00077084i,-0.00096014+0.00066285i,-0.00038092+0.00025622i
7.6373e-05-0.000562i,0.00045518-0.00082668i,0.00097053-0.00047336i,0.00063042+0.00052718i,7.368e-05+0.00095972i,-0.00057445+0.00045534i,-0.00097836-0.00070395i,-0.00061626-0.00072994i,0.00014795+0.00021387i,9.7306e-05+0.0004634i,-0.00056944-0.00038907i,-0.00048023-0.00089225i,-2.2129e-05-0.00016362i,0.00015533-2.4372e-05i,0.00037239-0.00048395i,-0.00046552-0.00060273i,-0.0013102+0.00033165i,-0.00080534+0.0014461i,-0.0004287+0.00073037i,-9.2052e-05-0.00035602i,0.00043552-0.00044562i,2.0038e-05-0.0004289i,-0.0010976-0.00072359i
0.00082959+0.0024912i,0.001248+0.002922i,0.0013129+0.0026315i,0.00026655+0.0020088i,-0.00047456+0.0016215i,-0.00072916+0.0016384i,-0.0013247+0.0007203i,-0.001611-0.00032566i,-0.00048097-0.00058453i,0.00018684-0.00044576i,0.0002836-0.00025872i,0.00041006+2.8882e-05i,0.00053427+0.00029403i,0.00031814+0.00023582i,-2.1306e-05-0.00017146i,-8.8444e-05-6.3048e-05i,-5.0384e-05+0.00039469i,-0.00055501-7.063e-05i,-0.00013217-0.00011148i,0.00060756+0.00010665i,0.00053757-0.00053714i,0.00040616-0.0006795i,0.00012666-0.00054859i
