-0.00058894+0.00064711i,-0.00093717-0.00063822i,-0.003421-0.0019525i,-0.0033214-0.0015318i,-0.0014097+0.00042008i,-0.0010009+0.00066699i,-0.0012232+0.00067369i,-0.00054793+0.00082231i,0.00094593+0.00055364i,0.0019477+9.6367e-05i,0.0015369-0.0004627i,0.00079903-0.00040802i,0.00043862-0.00032677i,0.00029486-0.00010914i,0.00024865-0.00011315i,0.00016263-0.00027494i,9.6964e-05-0.00020248i,0.00024159-0.00012868i,0.0004054-0.00078451i,0.00043425-0.0012412i,0.00034266+6.6168e-05i,0.00036398+0.00088085i,-1.2433e-05+0.00027897i
0.0023886+0.00068561i,0.0021979+0.0004092i,0.0026799-0.00020666i,0.0032729-0.0006515i,0.0019772-0.00092288i,4.2027e-05-0.00095165i,0.00018958-0.0011854i,0.00096408-0.0012724i,0.00091508-0.00070048i,-0.00021345-0.00098354i,-0.0016812-0.0021414i,-0.0016578-0.0019059i,-0.0010769-0.00044684i,-0.00067542+0.00028055i,7.2141e-05+0.00026101i,0.00023188-0.00053633i,0.00063066-0.0006423i,0.00058938-0.00016849i,-9.799e-05-4.3221e-05i,-0.00032009-0.00047468i,-0.00022598-0.00014925i,-0.00048264+0.00049528i,-0.00063397+9.9836e-07i
0.00079494-0.00014089i,0.00080314-0.0015518i,0.0014037-0.0031273i,0.00094946-0.003107i,0.00018998-0.0016768i,0.00031069-0.00027939i,0.0010153+0.00010805i,0.00096232+0.00029977i,0.00073261+0.00086192i,0.00051055+0.00092219i,-0.00029418+0.00060424i,-0.0007082-0.00025849i,-1.1788e-05-0.00021124i,0.00027989+3.2992e-05i,-0.00021692-0.00043331i,-0.00056714-0.00045773i,-0.00038752-0.00042141i,-0.00024297-0.0004255i,0.00012043-1.0604e-05i,0.00056814-0.00057113i,0.00090162-0.0013053i,0.00042423-0.0013387i,-0.00066875-0.00071703i
0.0010826+8.7077e-05i,0.00072432+0.000174i,0.0015916-0.00019045i,0.0012298-0.00079524i,0.00024288-0.0010911i,-0.00019026-0.00077549i,-0.0003617+7.6343e-05i,-0.00069555-9.2875e-05i,-0.0008953-0.00012768i,-0.0013002+0.00019629i,-0.00089961-0.0004668i,-0.00040315-0.00064504i,-0.00033339+7.5374e-05i,-0.00048921+0.00020515i,-0.00024665+0.0001419i,0.00047734+0.00035766i,0.0010086-0.00054328i,0.0011119-0.00058203i,0.0010096+0.00018314i,0.0008682-6.3399e-05i,0.00031825-0.00010187i,-0.0005037-4.004e-05i,-0.00069619-0.00020324i
-0.002053-0.0011851i,-0.0033532-0.0013743i,-0.0033151-0.00070544i,-0.0024936+0.0011159i,-0.0014128+0.0011737i,0.00011656+0.00020818i,0.00129-0.00080474i,0.0011018-0.0016802i,0.00010185-0.00096198i,-0.00034312-0.00031549i,-0.00033796+0.0001332i,-0.00038521+0.00086352i,-0.00087365+0.00043219i,-0.0008463+0.00057848i,0.00040856+0.00097437i,0.0010104+0.00089164i,0.00084088+0.00020997i,0.00038901-0.00043922i,-0.00056708-0.00032375i,-0.00075295+0.00039618i,-9.9557e-05+0.00079364i,7.1068e-06-0.00011306i,0.00027651-0.00021851i
0.00015011-0.0020898i,-0.0011509-0.003184i,-0.0026236-0.004086i,-0.002847-0.0028047i,-0.0026258-0.00041054i,-0.00086688+0.0011149i,0.00069862+0.00028012i,-0.00016007-0.00044077i,-0.0010571-0.00035677i,-0.0011962+4.9795e-05i,-0.0015604+0.00019814i,-0.0014455+4.6013e-05i,-0.00079906+0.00020108i,-0.00019132+0.00065766i,0.00019408+1.627e-05i,0.00043455-0.00091177i,0.00038533-0.0011952i,0.0010173-0.00064484i,0.0015191-0.00013145i,0.00092581-0.00029684i,0.00044067-0.00049793i,0.0010324-5.8252e-05i,0.00067355+0.00029732i
0.00033317+0.00068075i,0.001162+0.0020701i,0.0020139+0.0015864i,0.0021723+0.00039866i,0.0015474-0.00039692i,0.00065219+0.00011655i,0.00055749+0.00028529i,0.00057747+0.00014116i,-0.00015636+0.00068054i,-0.00089986+0.00024623i,-0.00066979-0.0010288i,-0.0004118-0.0015812i,-0.0004696-0.00036209i,-0.00058922+0.0010693i,0.00039778+0.0011357i,0.0016293+0.00090499i,0.00090163+0.0005189i,-0.00044436-0.0001045i,-0.00060167+0.00018229i,0.0001515+0.00026093i,0.00080157+6.1073e-05i,0.00086002-0.00025407i,0.00025882-0.00011376i
-0.00061469+0.00058297i,-0.0010233+0.0013543i,-0.001099+0.0022329i,-0.00057162+0.0016686i,1.6511e-05+0.00052418i,8.2091e-05-0.0001843i,-0.00071482-0.00022655i,-0.0011536-0.00069025i,-0.00050802-0.0010014i,-0.0002763-0.0001888i,-0.0010731+0.00036131i,-0.001015+0.00045102i,-0.00065983+0.00058133i,8.8786e-05+0.0012666i,0.00048562+0.00084396i,0.00044837-0.00013474i,0.00073444-0.00029039i,0.00042736-0.00035333i,-4.3948e-05-0.00037651i,0.00035029-0.00029324i,0.00053234+0.00023999i,0.00024421+0.00022126i,-0.00011807-0.00054968i
0.00065465-0.0022142i,-0.00073104-0.0024742i,-0.00046572-0.0033535i,-0.00047872-0.0033081i,-0.0011765-0.0023744i,-0.0009491-0.00067087i,-0.00018462+0.0001501i,0.00034322-0.00013301i,0.00051631-0.00033898i,0.00046414-0.0002904i,-0.00050477-0.0004861i,-0.0011945-3.9368e-05i,-0.00097359+0.00060785i,-0.00047336+7.8657e-05i,-0.00014567-0.00038899i,-0.00033324+0.00027393i,6.7402e-05+1.6814e-05i,-0.00029032-0.0010247i,-0.00069651-0.00068566i,2.1646e-05-1.8736e-05i,0.00074082-0.00011239i,0.00030025-0.00054242i,-0.00025124-0.00057343i
0.0033048-0.0014658i,0.0025952-0.0017539i,0.0014293-0.0029547i,-0.00015436-0.0032734i,-0.00087231-0.0018562i,-0.00057945-0.00031468i,-0.00049961+0.00049317i,-8.2327e-05+0.00070007i,0.00066071+0.00086974i,9.6834e-05+0.00054377i,-0.00093483+0.00031971i,-0.00080456+6.2768e-05i,-0.00102-0.00031722i,-0.0011274-7.112e-05i,-0.00076084+0.00022193i,-0.0001745+3.2677e-05i,7.9487e-05+0.00039899i,0.00014542+0.0010151i,0.00040928+0.00059936i,0.00072404-8.9601e-05i,0.00054591-6.425e-05i,-0.00054065-5.36e-05i,-0.0012923+0.0001729i
0.0020306-0.00046109i,0.0017661-0.00066358i,0.0017357-0.0011082i,0.0013998-0.0017731i,0.00079009-0.0015275i,0.00071145-0.00014763i,0.00075796+0.00096057i,0.00062642+0.0011951i,-2.1929e-05-3.2103e-05i,-0.0011569-0.0012107i,-0.0007344-0.0011185i,0.00025937-0.00050045i,0.00020711-0.00033165i,-0.00023685-0.00045722i,-0.00034-0.00065417i,0.00016904-0.0003616i,0.00055013+0.00027312i,-0.00038012+0.0001065i,-0.00073887+0.00012168i,-0.00031866+0.00057455i,-0.00029502+0.00036304i,-7.7319e-05+0.00024907i,-2.6752e-05+0.00065185i
-0.00046143-3.1547e-05i,-0.0016414-0.0006943i,-0.0016397-0.00015101i,-0.0015221+0.00063307i,-0.00019954+0.0006214i,0.00093842+0.0004331i,0.00072701-0.00028558i,-1.3955e-05-0.00052942i,-0.00077821-0.00062266i,-0.00052371-0.0013753i,-0.00029603-0.0014544i,-0.001072-0.00068057i,-0.0013244-6.6489e-05i,-0.0013498+0.00074815i,-0.0012979+0.00055188i,-0.00065499-0.00036089i,1.8718e-05-0.00075489i,0.00062272-0.00047997i,6.4033e-05-0.00025807i,-0.00088606-0.00034492i,-0.0010863+0.00088355i,-0.00080057+0.0014188i,-0.00010879+0.00028284i
-0.00090626-0.00084336i,-0.00081732-0.0016574i,-0.0002509-0.0018886i,0.000281-0.00093703i,-0.00028699-0.00057437i,-0.00033471-0.00041254i,0.00044473+0.00017355i,0.00026366+0.00025525i,0.00034527+0.00029156i,0.00021754-0.00034442i,-0.00036588-0.00063378i,-0.00090305-8.2477e-05i,-0.001221-0.00056315i,-0.0011779-0.00058104i,-0.00046845+0.00060715i,0.00056097+0.0013583i,2.1605e-05+0.00059918i,-0.00050141-0.00068973i,2.1873e-05-0.0016035i,-6.7669e-05-0.0014803i,9.1227e-05+2.6617e-05i,0.00045327+0.00078082i,0.00038003+0.00096424i
0.00030142-0.0012305i,-0.0008598-0.0022401i,-0.0020214-0.0023741i,-0.0023619-0.0018626i,-0.0012638-0.0015078i,0.00027455-0.00035119i,0.0002263+0.00048476i,0.00015486+0.00039648i,0.00021772+0.00094159i,-0.0010083+0.0014778i,-0.0014288+0.00092247i,-0.00055739+0.00029703i,-0.00048328+0.00014867i,-2.4597e-05-0.00011913i,0.00044943-0.00050197i,-4.5712e-05-0.00074198i,-0.00053731-0.00087439i,-0.00055206-0.00029221i,-0.00062773+0.00021152i,-0.00029382-0.00049704i,0.00034815-6.9207e-05i,0.00065704+0.00018008i,0.00029207-0.00076094i
-0.00021208+0.00054874i,0.00062467+0.00026953i,0.00073925-0.00032888i,0.00048103-0.00082141i,0.00061855-0.00037773i,0.0013386+9.6794e-05i,0.001436+0.00024762i,0.00082713+0.00024107i,0.00030825+0.00034984i,-0.00011863+0.00054291i,-0.00051712+0.00074183i,-0.0011275+0.00096753i,-0.0013059+0.0019664i,-0.00031244+0.0015851i,0.00030295-0.0001413i,0.00020343-0.00098573i,0.00019595-0.00032845i,0.00039465+0.00011226i,0.00040932+3.1952e-05i,0.00037345-0.00024392i,0.00022717-0.00046646i,3.3804e-05-0.00031489i,-0.00051169-2.4604e-05i
0.0002644-0.00034366i,-0.00017545-0.00025942i,-0.00086696-0.00016171i,-0.00088619-0.00067807i,-0.00024925-0.0014644i,0.00011792-0.00056522i,0.0011367+0.00035704i,0.0008489+0.00050089i,-0.00033837-9.8915e-05i,-0.00035129-6.9125e-05i,-0.00054442+0.00056236i,-0.0010858+0.00080762i,-0.00077204+0.00034944i,-0.00053222+0.00054817i,-0.00043151+0.00075442i,5.6411e-05+7.0529e-05i,0.00025041+0.00026063i,0.0011829+0.00092991i,0.0014247+0.00015066i,0.0011304-0.00025959i,0.00078263+4.78e-05i,3.3454e-05+0.00022618i,-0.00052709+0.00052885i
0.0027773+0.00014768i,0.0026882-0.0012075i,0.0031795-0.0022201i,0.0028236-0.0029537i,0.0013903-0.0028298i,0.00067647-0.0012441i,0.00056626-0.0009427i,-0.00017964-0.0017143i,-0.00020344-0.0014352i,0.00053271-0.00085323i,0.00031243-0.00082536i,-0.00015539-0.00044742i,0.0003653+0.00020833i,0.00061343-0.00015792i,-0.00014345-0.00057055i,-0.00058557+4.1262e-06i,6.816e-05+0.00074624i,0.00070841+0.00038514i,-0.00013136-0.00059274i,-0.00097209-0.00067999i,-0.0007688-0.00034985i,0.00045677+5.2233e-05i,0.00053387+0.00017891i
-0.0035611+0.00031401i,-0.0025915+0.00035198i,-0.0015232-2.5282e-05i,-0.0018321+0.00096108i,-0.00088172+0.0016811i,0.0015981+0.00099106i,0.0014983-0.00066279i,0.00035545-0.0010362i,-0.00046126+0.00077752i,-0.00016549+0.0010555i,5.9687e-06+0.00050555i,-0.00061095+0.00010938i,-0.00086932-0.00028673i,-0.00095932+0.00013079i,-0.0010219+0.00066031i,-0.00073536+0.00043094i,0.00046521+0.00049072i,0.0012796+0.00063982i,0.00083646+0.00056295i,-0.00021411-4.5734e-05i,-0.00036933-0.00072322i,0.00024634-0.00071527i,0.00080517-0.00058367i
0.0012311-0.0016288i,-8.6468e-06-0.0018515i,-0.00064051-0.0027559i,-0.00166-0.002582i,-0.0019888-0.0017304i,-0.00097142+0.00039948i,0.00043997+0.0013664i,0.00094453+0.00082717i,-0.00044821+0.00012574i,-0.0019618-0.00037634i,-0.0025748-0.00045822i,-0.0024467-0.00015377i,-0.0019286+0.00027939i,-0.0010329+0.00027033i,-0.00083033-0.00028581i,-0.0014098-0.00016477i,-0.00021507-0.00047657i,0.0010354-0.00074726i,0.00087729-0.00039387i,-1.8335e-05+8.1743e-05i,-0.00043847+0.00084439i,-0.00019646+0.00069438i,5.6235e-05-0.00032922i
-0.00099343-0.0014068i,-0.00053717-0.001747i,-0.0008193-0.0021126i,-0.00093478-0.0018666i,-0.00098538-0.00088325i,0.00056509+0.0003414i,0.0010234+0.0010354i,0.00044463+0.00040415i,0.00064014-1.8348e-05i,0.00025908+0.00041026i,-0.0013143+0.00015661i,-0.0022888-0.00043161i,-0.0016233-0.00033351i,-0.00016113+0.00034186i,0.00061261+0.00022593i,0.00036725-0.00032818i,0.00037801-0.00010183i,0.00047799-0.00045201i,0.0003983-0.00097672i,0.00045629-0.00034692i,0.00038356-0.00017622i,-0.00057569-0.00078602i,-0.00062771-0.00096378i
0.0017251-0.0018776i,0.0012974-0.002321i,0.00068548-0.0025072i,-0.0001412-0.0031074i,-0.00096396-0.0025273i,-0.00069325-0.00053677i,-0.00040011+0.00082516i,-0.0002475+0.0009041i,7.5205e-05+0.00052476i,-0.00080114-0.00026115i,-0.0019109-0.00098272i,-0.0020566-0.00063611i,-0.0012627+0.00058966i,-0.00037842+0.00066791i,0.00046031+2.1507e-05i,0.0011857+0.0005794i,0.0010281+0.0013445i,0.00035848+0.0006325i,0.00045689-8.6702e-06i,0.00022222+0.00012034i,3.5298e-05+0.000229i,0.00037348-0.00011067i,6.7978e-05-0.00012777i
0.0008153+0.00040944i,0.00049688+0.00084922i,0.00029041+0.00082048i,0.00079225+0.00012149i,0.0015526-0.00071276i,0.0015604-0.001342i,0.0010194-0.00018962i,0.00026235+0.00075719i,0.00028316+7.2075e-06i,0.00036768+1.2167e-05i,6.4235e-06+0.00038584i,1.1628e-05+0.0011633i,0.00011486+0.0011938i,1.1778e-05+0.00046782i,0.00010087+8.0978e-05i,0.00064176+0.00028269i,0.00071257+0.00042166i,0.00021557-0.00093149i,0.00017685-0.0015965i,0.00058-0.00086722i,0.0005372+0.00011339i,-0.00017407-6.9142e-05i,-0.00098636-0.00031212i
-7.0338e-05+0.00017204i,0.00090592+0.00013601i,0.0023289-0.00023409i,0.0017741-0.00049181i,0.00048066-0.00051647i,-6.5769e-05-0.00063031i,-0.00010896-0.00023773i,6.1363e-06+0.0003472i,-8.2147e-06+0.00033694i,0.0001038+0.00048488i,-0.00051472+0.00011258i,-0.00094015-0.00031621i,-0.00057563-0.0001677i,-0.00062476+0.00011832i,-7.3814e-05+8.4072e-05i,0.00042772-5.7009e-06i,0.00050751+0.00016386i,0.00049549+0.00044726i,0.00011617+0.00050633i,6.7703e-05+0.0003035i,-7.649e-05+0.00075205i,-0.00018163+0.00082713i,-5.8023e-05+0.00042778i
0.002117+0.0021237i,0.0024406+0.0012973i,0.0021153+0.00077448i,0.0023041-0.00013126i,0.00202-0.00071197i,0.0016506-0.00071126i,0.002253-0.00058964i,0.0015636-9.6505e-05i,0.00041662+0.00052114i,0.00086774-4.2678e-05i,0.0013062-0.00080138i,0.00051315-0.00092885i,-9.9337e-05-0.00061261i,-0.00015829-7.5225e-05i,-5.8989e-05+0.00017543i,0.00027321-0.00031214i,0.00097878-0.0005528i,0.0011148-0.00041348i,0.00041809-0.00038521i,9.3898e-05-0.00049014i,0.00012965-0.00035457i,0.00070067-0.00091962i,0.0010992-0.0011539i
-0.0004577-0.00086599i,0.00020826-0.0010467i,0.00024408-0.00045412i,-0.00035476+0.00047209i,-4.3538e-05+0.0016458i,0.00037638+0.0018917i,-0.00025645+0.00044407i,-0.00036154-0.00046221i,-0.0006341+7.4796e-05i,-0.0011826+0.00025726i,-0.00070862+3.9728e-05i,-0.00041089-0.00046629i,-0.00039583-4.6995e-05i,-7.202e-05+0.00042648i,-0.00022165+0.00053662i,-4.9572e-05+6.6215e-05i,0.00085391-0.00020104i,0.00079779+4.409e-05i,1.948e-05-0.00032455i,5.5594e-05-0.00055281i,0.00020632-7.0495e-05i,0.00041789+0.00041946i,0.00014319+0.00046496i
-0.00095576-0.00024655i,-0.000961-0.00078656i,-0.00039476-0.00095242i,-0.00014103-0.0014269i,0.00011532-0.0018967i,0.00017525-0.001279i,0.00045947-0.0010483i,0.00093349-0.00088111i,0.0007157-0.00058604i,-0.00054028-0.00038059i,-0.0013882-0.00017223i,-0.0019839+0.00027698i,-0.0018408+0.00032327i,-0.00064374+0.00025017i,-0.00033125+0.00042912i,-0.00036437+3.3045e-05i,-0.00010276+0.00011904i,3.9336e-05+0.00023433i,-0.00016847-0.00021755i,0.00030758-7.9358e-05i,0.00055762-0.00011735i,0.00026145-0.00020123i,0.00020665-0.00041281i
0.0018552-0.0011389i,0.0012077-0.0011574i,-1.4167e-05-0.0026884i,-0.00015036-0.0033816i,0.00059856-0.0016321i,0.0013225-0.00065242i,0.0011552-7.1934e-05i,0.00049515+0.00042594i,-0.00035657+0.0010944i,-0.00084884+0.00079186i,-0.0016568+8.6537e-05i,-0.0014241+0.00078969i,-0.00064521+0.0014695i,-0.00041892+0.0015036i,-0.0002714+0.00077009i,0.00011182-0.00029805i,0.00093502-0.0010232i,0.0010502-0.00086565i,0.00050798-0.00047245i,0.00027473-0.0003442i,0.00015556+7.4551e-05i,-3.1882e-05+0.00017447i,-0.00038116-0.00035955i
-0.00096007+0.0003729i,-0.0013594-0.00026616i,-0.00024099-0.00051511i,0.00031479-0.0007772i,-0.00025062-0.001567i,-0.00028004-0.0013882i,0.00017417-0.00011369i,0.00070562+0.00014606i,0.00059191+0.00011499i,-0.00036726-3.2146e-05i,-0.00085871-0.00038844i,-0.00041593-0.00026461i,0.00059177+0.00022464i,0.0010821+3.0419e-05i,0.00099753-0.00018549i,0.00070832+0.00034827i,0.00063773+0.00061504i,0.00059979+0.00040405i,-1.2131e-06-0.0004535i,0.00021861-0.00076586i,0.00068169-1.3442e-05i,0.00021185+0.0011037i,-0.000639+0.00055439i
-0.0018755+0.00022225i,-0.0010166-0.00015156i,-0.00020333+0.00071111i,-0.00032611+0.001334i,4.7847e-05+0.0012466i,0.00095995+0.00072425i,0.00064976-6.455e-05i,-0.00034533-9.9311e-05i,-0.0009263+0.00013443i,-0.00099351+0.0004961i,-0.00014236+0.0009453i,0.00051146+0.0012924i,0.00055056+0.0011288i,0.00066916+0.00076982i,0.00048546+0.00019695i,0.000589-0.00054111i,0.0009904+3.4816e-05i,0.00067998+0.00061344i,0.00030655+6.362e-05i,0.00033511-0.00034622i,-0.00040318-1.959e-05i,-0.0008366+0.00031677i,-0.00047985+0.00037171i
-0.00023311-7.0622e-05i,-0.0012625-0.00021165i,-0.0023722+0.00014206i,-0.0023118-0.00033985i,-0.0010399-0.00053167i,-0.00038934-0.00065345i,4.5509e-05-0.0011283i,0.00028846-0.00096111i,-4.1023e-05-0.00012853i,0.00024603-0.00025604i,0.00047274-0.00072155i,-0.00025299-0.00067846i,-0.00050631-0.00086703i,-0.00019053-0.00067967i,-8.0096e-05-0.00074248i,-0.00010658-0.00094444i,-0.00024663-0.00085248i,-0.00011859-0.00031997i,-2.2004e-05+0.00015901i,-3.2881e-05+0.00035859i,-5.567e-05+2.049e-05i,-0.00023782+0.00037579i,0.00034341+0.0011121i
-0.00027925+0.0012742i,0.00046614+0.00059015i,0.0011868+0.00081189i,0.0018244+0.0005706i,0.002384+0.00033478i,0.0022161+0.00041036i,0.0013163+0.0008344i,0.00049259+0.001023i,-4.3666e-05+0.00054946i,-0.00034178-0.0011044i,-0.00080512-0.0020093i,-0.0014836-0.0013539i,-0.0013912-0.00021059i,-0.00058419+0.00010726i,-0.00045531-0.00014998i,-0.00013078+0.00013782i,0.00019445+3.5423e-05i,0.00022313-0.00051243i,-0.00021373-0.00067615i,-0.00065803+0.00037185i,9.5535e-05+0.0010306i,0.00096713+0.00033944i,0.00046572-0.00023675i
0.00080913-0.00077591i,0.001242-0.00086237i,0.0011424-0.0011212i,9.1624e-05-0.0014315i,-0.0011047-0.00049379i,-0.00067141+0.00091459i,0.00051633+0.0010581i,0.00026372+0.00055086i,-0.00024974-0.00036905i,-0.00083184-0.00096831i,-0.0014529-0.0013159i,-0.0013782-0.00037833i,-0.0012075+1.7933e-05i,-0.00099952+0.00020889i,-0.00065525+0.00054991i,-6.2785e-05+0.0010113i,-0.00011881+0.0010359i,0.00021233+0.00028448i,0.00089006-7.7634e-05i,0.00069543-0.00023959i,0.00012839-0.00063518i,-0.00054834-0.001393i,-0.00055137-0.0013109i
0.0011988-0.00038846i,0.00026998+0.00028448i,0.0002776-0.00023792i,0.00046867-0.00078436i,-0.00016869-0.0014616i,5.4164e-05-0.00078597i,0.00071176-0.00023642i,0.00073757-0.00029672i,-0.00012892+0.00039657i,-0.00088212+0.00041761i,-0.0010436-6.5603e-05i,-0.0013064+0.00036047i,-0.0015505+0.00077573i,-0.00096372+0.00088068i,-0.00028271+0.00068813i,0.00011028+0.00028545i,-5.4334e-05+0.0010381i,0.00036552+0.0013043i,0.00086279+0.00061329i,0.00052761+0.00039696i,0.00020677+0.0001538i,-1.7427e-05-0.00018741i,-0.0003233+0.00010249i
-0.00096471-0.00083908i,-0.0018208-0.0012973i,-0.0014251-0.0019622i,-0.0011273-0.0015339i,-0.00075007-0.00041548i,0.00012711-0.00061208i,0.00074969-0.00037154i,0.0004547+0.00076047i,-0.00056835+0.00086673i,-0.0010388+0.00010455i,-0.0010463+8.6893e-05i,-0.0019773+0.0007971i,-0.0017314+0.0016977i,-0.00034669+0.0020143i,0.00043298+0.0015542i,0.00035228+0.00056944i,0.00022859+0.00010593i,0.00083929-0.00029344i,0.0010968-0.00052944i,0.00030137+0.00012138i,-0.0005472+0.00022309i,-0.00023229-0.00043796i,-0.0005176-0.00052935i
0.00085478+0.00087966i,0.0026302+0.00034297i,0.0036186-7.5566e-05i,0.0021378-0.00078569i,0.00096255-0.0010936i,0.00072921-0.00064632i,0.00069876-0.00023771i,0.0004819-4.7279e-05i,-3.0038e-05-0.00026411i,-2.7634e-05-0.00068683i,-0.0001276-0.00059642i,6.6938e-05-6.0991e-05i,0.00010491+0.0004863i,8.0238e-05+0.00050058i,0.00060348-0.00041585i,0.00061798-0.0014317i,0.00036641-0.0015636i,9.9743e-05-0.0011898i,-0.00060723-0.00055619i,-0.00040641-0.00029469i,0.00049795+9.4164e-05i,0.00019125+0.00068057i,-0.0004392+0.00031163i
-3.0931e-05+0.00097797i,0.00011144+0.0012209i,0.00089555+0.00018042i,0.00065494-0.00099263i,0.00015414-0.0010574i,-0.0005359-7.141e-05i,-0.00097625+0.00048387i,-0.00092097-0.00056918i,-0.00054396-0.0014732i,0.0002384-0.00094028i,-7.2202e-05-0.00082817i,-0.00086187-0.0013325i,-0.00046462-0.0016642i,-0.00044803-0.00155i,-0.00074162-0.0012095i,-0.00029178-0.0012302i,-3.4278e-05-0.0014786i,-0.00053998-0.0012714i,-0.00027461-0.00078229i,0.00049994-5.0569e-05i,-4.2842e-05+0.00028194i,-0.00059703-0.00020954i,-3.0998e-05+0.00013633i
-0.00067236+0.0016657i,-0.0018998+0.00079992i,-0.0022749-0.00037166i,-0.0003511-0.0001539i,0.0010854-3.8449e-05i,0.0012299-0.00054134i,0.0012337-0.0004906i,0.0011355-0.0005748i,0.00073667-0.0006536i,0.00071882-0.00068353i,-7.9499e-05-0.0014088i,-0.00067495-0.0023831i,-0.00036929-0.0023476i,-0.0005549-0.001654i,-0.00067117-0.00060752i,-0.0011124+0.00050209i,-0.0010966+0.0013184i,-0.00032662+0.001245i,0.00016614+0.0012217i,0.000203+0.00094174i,0.00087483-1.183e-05i,0.0013806-0.00050283i,0.00079762-0.00063254i
0.0011797-0.0016914i,0.001257-0.002137i,0.0015758-0.002394i,0.00069182-0.0017466i,-0.001083-0.00085913i,-0.00085443-9.9687e-05i,0.00065936+0.00019384i,0.0013702-0.00044493i,0.00060611-0.00039392i,-0.00047431-0.00041844i,-0.0010978-0.0011382i,-0.0012477-0.00099121i,-0.0015138-0.00041178i,-0.00060055+0.00036986i,0.00017639+0.00072095i,-0.00039569+0.00054878i,0.00021563+0.00033038i,0.00093325-0.00027464i,0.00071224-0.00067571i,0.00079785-0.0011421i,0.0010417-0.0014116i,0.00085729-0.00086783i,0.0005899-0.00017954i
-0.00024884-0.0014073i,-0.001399-0.00025934i,-0.0014941-0.0012398i,-0.00099639-0.0018867i,-0.0011676-0.00085554i,-0.0004949+9.4158e-05i,0.00036614+0.00012173i,3.7775e-05+0.00042373i,-0.00032673+0.00053233i,-0.0010561-2.6306e-05i,-0.0014814-0.0001819i,-0.0016592+0.00042927i,-0.0016153+0.0010303i,-0.00064161+0.0022478i,0.00061402+0.002364i,0.0012473+0.00093831i,0.001352-0.0001588i,0.0012841-0.0011296i,0.00088373-0.0011538i,0.00037216-0.00059537i,0.00022653-0.00065887i,0.00011807-0.00077461i,-0.00016046-0.00046378i
-0.0018588+0.00051805i,-0.0018672+0.00055547i,-0.0016091+0.0011616i,-0.00094294+0.0013884i,0.00046154+0.00016541i,0.0003613-0.00024359i,-0.00030325+0.00013043i,-0.0004471+6.6595e-05i,-0.0011227+0.00012487i,-0.0010268+0.0001693i,-0.001023-9.9885e-05i,-0.0013451+0.00017786i,-0.00068693+0.0016018i,-0.00023659+0.0020434i,7.6308e-05+0.0016702i,0.0010308+0.0014075i,0.0014301+0.00081919i,0.00093059+0.00036524i,0.00081844-0.00038398i,0.0012626-0.00091109i,0.00071095-0.00085674i,0.00055872-0.0011448i,0.0009875-0.00099356i
-0.00098697+0.00063102i,0.00018021-7.6196e-05i,0.0014939+3.0205e-06i,0.0025621+0.00014708i,0.0015403-0.00014369i,0.00064377-0.00095257i,0.00043823-0.0012041i,0.00028873-0.00066058i,-0.00024411+0.00017425i,-0.00047919-9.2453e-05i,0.00017262-0.00030272i,0.0014207-0.00046065i,0.0015883-0.00030909i,0.00084154-1.9454e-05i,-0.00033345+0.00016518i,-0.0011535+0.0003678i,7.9608e-05-0.00035085i,0.00064659-0.00068507i,0.00061605+0.00052302i,0.00046757+0.0010975i,0.00061426+0.00068652i,9.9961e-06+0.00063138i,-0.00079508+0.00018909i
-0.0010622+0.00073182i,-0.0011529+0.0010673i,-0.0016615+0.001139i,-0.0014054+0.00066222i,-0.0008964+0.00029957i,0.00020758+0.00020395i,0.00097757+0.00019334i,0.001041+0.00036285i,0.00049756+0.0011049i,-0.00012337+0.001042i,0.00030033+0.0001994i,0.00062995+5.8362e-05i,0.00029375+0.00026622i,0.00086851+0.00010275i,0.0011906-0.00049211i,0.00022805-0.0011613i,-0.00084459-0.00091045i,-0.00054627-0.00010803i,-0.00024819+0.00019309i,-0.00039117+0.00054153i,-0.00087464+0.00032359i,-0.00099701-0.00019371i,-0.00049595-0.00016936i
-0.0023447+0.0013924i,-0.0030745+0.00054805i,-0.0036716+0.0009428i,-0.0020367+0.0017075i,0.00073703+0.0010607i,0.0015472-0.0001443i,0.0003142-2.329e-05i,-0.00098491+0.00048452i,-0.00065248+0.00042234i,0.00019507+0.00011472i,-0.00014739-0.00046112i,-0.0005429-0.0010327i,0.0001798-0.00084463i,0.00028224-0.00089502i,-0.00045284-0.00052555i,-0.00078044+3.9844e-05i,0.00027553-0.00031937i,0.00055471-0.00066971i,-0.00022941-0.00045562i,-0.00048289-0.00039569i,0.00017061-0.00053328i,0.00070918-0.00020619i,0.00027648+0.00051731i
5.296e-05+0.00048947i,0.00055865-0.00014575i,0.0010686-0.00046381i,0.0011518-0.0010025i,0.0012467-0.0010881i,0.0012663-0.00042326i,0.0017372-0.00013613i,0.00071886-0.00050386i,-0.00019786-0.00077198i,-0.00046908-0.00085044i,-0.0012488-0.00085669i,-0.0010561-0.00046491i,-0.00054296-0.00039091i,-0.00096292+0.00017081i,-0.00054508+0.00075134i,0.00029405+0.00084913i,0.00037384+0.0010695i,0.00080783+0.001275i,0.00092199+0.0010571i,0.00086193-8.6508e-05i,0.0015888-0.0003133i,0.0021112-0.00038575i,0.0014572-0.00087391i
