-8.3335e-05-0.00013441i,0.00067904-0.00052256i,-0.00026439-0.0001759i,-0.00056529-0.0010033i,-0.0010557-0.0014196i,-0.0018665-0.00024725i,-0.0016229+0.001466i,-8.4572e-05+0.0019664i,0.0010508+0.0011413i,0.0012066+0.0006748i,0.00077123+0.00049486i,-0.0002185+2.359e-05i,-1.5412e-05-4.509e-05i,0.00046032-0.00026065i,0.00018167-0.00084649i,-0.00021709-0.00086283i,-0.00068865-0.00020253i,-0.00066228+0.0007467i,-0.00044113+0.0012561i,9.2285e-05+0.00026467i,0.00010262-0.0009863i,-8.9039e-05-0.0004619i,-0.00019701-0.00034084i
-0.0009132-0.00051044i,-0.00098251+9.7086e-05i,-0.00046026-0.00047288i,-0.00036571-0.00090654i,-0.00057594-0.0006941i,0.00018211-0.0007611i,0.00029889-0.00052079i,0.00019198-0.0005527i,0.00046933-0.00025577i,0.00029016+0.00047211i,0.0004785+0.00073405i,0.00052343+0.00075115i,0.00083606+0.001037i,0.0011137+0.00053899i,0.0014108-0.00085877i,0.0014009-0.0010042i,0.00046452-0.00029941i,-0.00016084-0.00012474i,0.00034979+7.3763e-05i,0.00026069+0.00057021i,-0.00028129+0.00052792i,0.00031832+0.00020665i,0.00089269-0.00083999i
0.0002728+0.0012214i,0.00083041+9.1527e-05i,0.00039988+0.00039928i,-0.00029129+0.00079959i,4.5281e-05+0.00047116i,0.00045728-0.00016363i,0.0005352-0.00049707i,0.00050495+0.00042237i,0.00088511+0.001468i,0.00066198+0.00064365i,0.00040282-0.00029823i,0.00059855-0.00012732i,0.0011294+0.00047017i,0.0014361+1.7885e-05i,0.0013372+1.7138e-05i,0.0012143-0.0001479i,0.00051981-0.0010683i,0.00024963-0.00061939i,0.00020682-4.143e-05i,0.00029385-0.00064125i,0.0010315-0.00091728i,0.0010156-0.00079687i,7.9396e-05-0.00043122i
-0.0013135-0.00021156i,-0.0010029-0.00076382i,-0.00081565+0.00071841i,0.00022351+0.0015159i,0.00067271+0.0010559i,0.00054506+0.00064646i,0.00019309-0.00031821i,1.62e-06-0.00050182i,-5.6538e-05+0.00016296i,0.00089701+0.00075776i,0.0013728+0.00020243i,0.00081613-0.00045604i,0.00018747-2.1347e-05i,0.00025052+0.00025565i,0.00080136-0.00060695i,0.00037096-0.0012535i,-0.00044629-0.0013201i,-0.0010053-0.00078863i,-0.00057715+0.00064934i,7.2878e-05+0.0013389i,0.0003582+0.00095197i,0.00037246+5.6225e-07i,0.00068179-0.00044046i
-0.00024631+0.001066i,0.00014497+0.00054413i,0.00033978+0.00026141i,0.00055357+0.00037543i,0.0007102-0.00067662i,0.00090386-0.0019997i,0.00029361-0.0014267i,-0.0003115+0.00038951i,2.0617e-05+0.0018244i,0.00066267+0.001171i,0.0011563+0.00030722i,0.0012515+0.00060898i,0.001347+0.0012419i,0.0014203+0.00053737i,0.0010448-0.00014921i,0.0010781-0.0003593i,0.0011163-0.000667i,0.0008924-0.00049496i,0.00062486-3.2758e-05i,-8.275e-05+0.00027612i,-0.00060178+8.9863e-05i,-0.00074525-0.00037344i,-0.0007046-0.0005503i
0.00092485+0.00091594i,0.00036555-1.9966e-05i,-0.00023934+0.0012572i,5.9335e-05+0.0012454i,0.00078888-0.00028084i,0.0010071-0.00082296i,0.00034466-0.00020815i,7.6014e-05+0.00026274i,0.0006741+0.0005933i,0.00041839+0.0018199i,0.00043433+0.0017289i,0.00066407+0.0012859i,0.00051777+0.00075771i,0.00051711-4.4614e-05i,0.00088439-0.00036196i,0.0013323-0.00025916i,0.00041294-0.00052266i,9.1079e-05-0.00038688i,0.00019828-7.966e-05i,0.00034044+0.00031272i,0.0010608+0.00022973i,0.00069611-0.00026193i,0.00021493-0.00042281i
0.0011173+0.0024819i,0.0011872+0.0028679i,0.0020539+0.0025125i,0.0027965+0.001078i,0.0026228-6.0798e-05i,0.0013483-0.0007274i,0.00056139-0.0011618i,0.00021798-0.00042981i,0.00035892+0.0007466i,0.00089157+0.00034588i,0.0010846-0.00031593i,0.00039748-0.00060436i,0.00056992-0.00055747i,0.0015987+3.9253e-06i,0.00063641-0.00011945i,-0.00029346-0.0002134i,-9.7148e-05-0.00038102i,0.0003588-0.00061671i,0.00070109-0.00027521i,0.00046631+0.00024185i,4.0369e-05-8.1594e-05i,-0.00023568-0.00022761i,-0.00014293+0.00011012i
0.00096214+0.0018168i,0.00042799+0.0017272i,0.0017728+0.0019332i,0.0017116+0.00051938i,0.00077401-0.0015657i,0.00055052-0.0021059i,0.00098063-0.0015147i,0.0014989-0.00047991i,0.0013451+7.6869e-05i,0.00091672+1.3697e-05i,0.0010497-0.00077155i,0.0012045-0.00013361i,0.0017433+0.00054128i,0.0021253+0.0004933i,0.00073209+0.00065878i,-0.00069938+0.00025165i,-0.0010146+0.0010824i,-0.00083236+0.0015221i,-0.00016028-0.00012161i,0.00087148-0.00090835i,0.00084965-0.00071089i,0.00032389-0.0012932i,0.00089614-0.0014692i
-0.00141-7.3176e-05i,-0.0018815+0.00052712i,-0.0020012+0.00096449i,-0.00081881+0.00087463i,-4.283e-05+0.00048054i,-3.0898e-05+0.00069184i,-0.00036284+0.0007104i,-0.00048025+0.00064211i,0.00047352+0.0013082i,0.0013982+0.0018318i,0.00086174+0.0010686i,0.00080408+0.0009884i,0.0016375+0.0011917i,0.0018762+0.00012335i,0.0010137-0.00051319i,0.00013652-0.00031533i,-0.00015229-0.00090673i,-0.00030128-0.0012504i,-0.00074601-0.00027134i,-0.0014393+0.00039193i,-0.0010848+0.00045916i,0.0001613+0.00014939i,0.00061626+0.00052902i
0.0026144+0.0023456i,0.0025447+0.0014572i,0.0031923+0.00045959i,0.0039112-0.00081762i,0.0032171-0.0010728i,0.0019315-0.00075261i,0.0005601-0.00029158i,0.00036854-0.00031373i,0.00067842+6.6939e-05i,0.00072333-0.00016065i,0.00069411-0.00039321i,0.00043725+0.00020786i,0.00084852+0.00017756i,0.0014897-0.00020373i,0.00047779-0.00027056i,-0.00051655-0.00022299i,-0.00058302+0.00015941i,-0.00080852+2.1623e-05i,-0.00045016-0.00036469i,0.00073214-0.00073196i,0.0011118-0.00088924i,0.00089058-0.00026762i,0.00065177-4.8603e-05i
-0.00040899+0.00065481i,0.0004272+0.00099554i,0.00064064+0.002116i,0.00030393+0.0023568i,0.0003122+0.00066955i,-0.00023229-0.00082i,-0.00093124-0.00042738i,-0.0010171+0.00086838i,-0.00061297+0.0011287i,-5.9614e-05+0.0012654i,0.00083424+0.0011976i,0.001587+0.00059999i,0.0021975+0.00026848i,0.001681+0.00029176i,0.00048386-0.00036594i,0.00014799-0.0012052i,0.00014652-0.0015462i,-0.00026739-0.0018645i,-0.00079072-0.0017836i,-0.00041483-0.0010397i,-0.00039556-7.0309e-05i,-0.00033311+0.00021412i,0.00027708+9.9342e-05i
0.0020372+0.00064674i,0.0018806-0.00046258i,0.0016042-0.0015483i,0.0012137-0.0021256i,0.0003359-0.0021874i,-0.00013592-0.0019456i,-0.00053101-0.0015119i,-0.0005622-0.0015332i,0.00071809-0.0012374i,0.0012132+0.00016732i,0.00099853+0.0010387i,0.001659+0.00114i,0.0010347+0.00091111i,-0.00032876+0.00061009i,0.00020056+0.00030965i,0.00045567-4.1067e-05i,-0.00015847-9.832e-05i,-0.00049128+0.00010765i,-0.00061674-7.648e-05i,-0.00018887-0.000365i,-0.00059461-0.0001279i,-0.00041883-0.00020547i,0.00044245-0.00032645i
-0.00076138-0.00027827i,-0.0017141+0.00070652i,-0.0016089+0.00063702i,-0.00053753+0.00036438i,2.1486e-06+0.00019892i,-0.00014533-0.00040212i,0.00083404-0.0005992i,0.0015977-7.846e-05i,0.0010832+0.00063198i,0.00040176+0.0010778i,0.00046211+0.0012221i,0.0004166+0.0009244i,0.00030842+0.00049524i,0.00075528+0.00050155i,0.0006177-0.00031787i,0.00036602-0.0012395i,0.00012624-0.0014476i,-0.000465-0.0012373i,-0.0010046-0.00087251i,-0.00075937-0.0003049i,-0.00065845+0.00040366i,-0.00098569-2.7768e-05i,-0.00069903-0.00017686i
-0.0020798-0.0011317i,-0.0014123-0.00094811i,-0.0014941-0.00012159i,-0.0019881+0.00026886i,-0.0022498+0.00097739i,-0.0012607+0.0011434i,-0.00052687+0.00081394i,2.3003e-05+0.0008481i,-0.00012919+0.00076583i,-0.00011985+0.00091574i,0.0005195+0.0010364i,0.0012376+0.00096636i,0.0022711+0.0011481i,0.0021664+4.2276e-05i,0.0014565-0.0011475i,0.00088764-0.0010466i,0.00084254-0.00013966i,0.0010988+0.0004799i,0.00060989+0.00027734i,0.0011058+7.3918e-05i,0.0016034-0.00046225i,0.0005377-0.00095801i,-0.00084962-0.00022246i
-0.0020687-0.0021953i,-0.0029804-0.0018502i,-0.0031533-0.00088496i,-0.0022057+0.0010633i,1.8614e-05+0.0021597i,0.0015397+0.0010431i,0.0009832-0.00026714i,0.00037793-0.00046824i,0.00053804+0.00013071i,0.0011423+0.00087334i,0.0011352+0.00063896i,0.0013773+0.00037275i,0.0017406+0.0010038i,0.0015321+0.0012737i,0.00029219+0.00046693i,-0.00051885+8.9095e-05i,-0.00061325-0.00057843i,-0.00075953-0.0011905i,-0.00074671-0.00079388i,-0.00054682-5.7624e-05i,-9.9976e-05+0.00029018i,0.00011+0.00038444i,0.00048253+0.00018996i
3.3452e-05+0.0013843i,-0.00049329+0.0022862i,0.00047319+0.0025016i,0.0022085+0.0015273i,0.0024472-8.183e-06i,0.0013638-0.0011115i,0.00027291-0.0011742i,-3.5308e-05+0.00018655i,0.00057592+0.0016905i,0.00061761+0.0015087i,0.00079262+0.0011059i,0.0011859+0.00090077i,0.001308+0.00023027i,0.0010328-0.00028933i,0.00082159-0.00099096i,0.0010646-0.0014848i,0.0013249-0.00092927i,0.0010455-0.0010174i,0.00056961-0.0011041i,-8.1044e-05-0.00068067i,-4.6945e-05-0.00038699i,9.1961e-05-0.00016093i,0.00026871-0.00014142i
0.0019363-4.4293e-05i,4.1746e-05-0.0018181i,-0.0011375-0.0028584i,-0.0015425-0.0021673i,-0.0011636-0.0016457i,-0.00021452-0.0014865i,0.00028662-0.00065054i,0.00061571+0.00014656i,0.00061403+7.3183e-05i,0.00046304+0.00040677i,0.00046555+0.00064817i,0.00034181+8.3268e-05i,0.00026422-4.1245e-05i,0.00028364+0.00035725i,0.0004831+0.00012853i,0.00062635-0.00028292i,-0.0003701-0.00057742i,-0.0015134-0.001091i,-0.0013935-0.0004624i,0.00010872+0.00066397i,0.00055003+0.00080903i,-1.9396e-06+0.00098189i,0.00088597+0.00061393i
0.00078865-0.00092718i,0.0012657-0.00025632i,0.0016371-0.00018526i,0.0015858-0.00027372i,0.0013839-0.0010205i,0.00036113-0.0012464i,-0.00038523-0.00099886i,-3.2781e-06-0.00038712i,-0.0001038+0.00052881i,-7.8164e-05+0.001329i,0.00024926+0.0014732i,-0.00010262+0.0010875i,6.2682e-06+0.00029627i,0.00090096-0.00034031i,0.0014509+0.00027905i,0.0011786+3.1265e-05i,0.00099815-0.00093753i,0.0012872-0.00060435i,0.00070585-0.00059328i,-3.4079e-05-0.0012473i,-3.0173e-05-0.00082057i,-0.00048771-0.00011178i,-0.00070442-0.00028571i
-0.00015791+0.0023489i,0.00076912+0.0027688i,0.0016823+0.0019583i,0.0025203+0.00027587i,0.0025806+0.00014388i,0.0015512-0.00047729i,0.00062831-0.00091938i,0.0004349-0.00072707i,0.00082101+0.00029074i,0.00096424+0.00066517i,0.00048817-0.00015712i,-0.00030618-0.00037187i,-0.00033354+0.00049551i,0.00088389+0.0011802i,0.00075362+0.0010461i,0.00028459-2.7516e-05i,-7.9964e-05-0.00054355i,-0.0013534+6.278e-05i,-0.0012649+0.00083798i,-0.00054676+0.00083734i,6.1776e-05+0.00025441i,0.00037692-0.00037594i,0.00041882-0.0011079i
0.0026254+0.0020129i,0.0017963+0.0032022i,0.0019731+0.0031592i,0.0016979+0.0016543i,0.00092299-0.00036764i,0.00061248-0.00093622i,0.00040839-0.00039523i,0.00028701-0.00078097i,0.00093866-0.00041806i,0.0015395+8.7159e-05i,0.00096437-0.00042688i,9.7855e-05-0.00035668i,0.00034567-0.00069097i,0.00058761-0.0010531i,0.00024054-0.00096378i,0.00023596-0.0014119i,0.00012786-0.0014402i,-0.00037241-0.0011621i,-0.0004062-0.00063608i,-0.00018484-0.00014044i,3.481e-05-0.0010163i,6.7914e-05-0.00097739i,-0.00024154-0.0005603i
0.0040008+0.0030461i,0.0044777+0.0023643i,0.0059174+0.00067545i,0.0051709-0.00098605i,0.0035508-0.0023645i,0.001535-0.0027799i,4.9242e-05-0.0019517i,-0.00020127-0.00099742i,0.00018428-0.00013908i,0.0006837+0.00047564i,0.0003525+0.00010878i,-0.00027386-0.00035534i,-0.00043258-0.00051717i,-0.00016596-5.348e-05i,0.00038391+0.00058184i,1.5033e-05+0.00038931i,-0.0012081+0.00063277i,-0.0019084+0.00085241i,-0.0011069+0.00048055i,0.00018147+0.00024502i,0.00046293+0.00022231i,-2.3855e-05+0.00074579i,-0.00042789+0.00019821i
-0.00075287+0.00088438i,-0.0011519+0.0010552i,-0.00067612+0.0011674i,0.0002976+0.00095398i,0.00077715-0.00043946i,0.00076588-0.00093728i,0.00016091-3.8278e-05i,0.00015902+0.00043649i,0.00046539+0.0008362i,0.00064407+0.0012406i,0.00035144+0.00064138i,0.00014672+0.00021431i,0.00087608+0.00089743i,0.00037725+0.00063534i,-0.0005322-0.00048354i,0.00022582-0.0010253i,0.0010376-0.0019347i,0.00012749-0.0027031i,-0.0014201-0.0022542i,-0.0011516-0.0015768i,-0.00083853-0.0013516i,-0.00054387-0.001161i,1.5091e-05-0.0012025i
-0.0015984-0.00019525i,0.00019441-0.00045511i,-0.00020902+0.0002199i,-0.00085464+0.00054706i,-8.9448e-05+0.00054066i,0.00092199-0.00041011i,0.00087751-0.00074312i,0.00042376+0.0004525i,0.00026454+0.0017991i,-0.00023715+0.0023248i,-0.00079469+0.0018607i,-0.0004689+0.0015412i,0.00074424+0.0012668i,0.0012904+0.000775i,0.001363+8.7607e-05i,0.0010156-0.00019188i,0.00038414+0.00074973i,0.00022104+0.00088777i,0.00023891+0.00038974i,0.00067494+0.00020315i,0.001478-3.4918e-05i,0.0011501+0.00020454i,0.00073433-0.00016412i
-0.00011093+0.0011915i,9.75e-05+0.00036549i,0.001164+0.00065923i,0.0018999+0.00045643i,0.0012648-0.00099877i,-0.00018122-0.0015122i,-0.00059508-0.0002497i,0.00038638+0.00022412i,0.0010161+0.00038615i,0.00093364+0.0004892i,0.0007069+0.00012277i,0.00058967-0.00018359i,0.00072794-0.00046132i,0.00067912-0.00062444i,0.00022397-0.00079927i,-6.1264e-06-0.0012245i,0.00011232-0.0023337i,0.00075208-0.0024708i,0.00074254-0.0011982i,-4.3017e-05-0.00010073i,-0.00017818-7.9642e-05i,-0.00044103-0.00032752i,-0.00089264+2.9032e-05i
-0.00092907+0.00013713i,-0.00097947+0.00031957i,-0.001459+9.3273e-05i,-0.0012125-0.00014383i,3.8538e-06-9.6842e-05i,0.00091434-0.00016167i,0.00072198-0.00014273i,0.00083985-0.00032646i,0.0014235+0.00028866i,0.0013051+0.00094987i,0.00091365+0.00056022i,0.0002876+0.00046695i,0.00076656+0.00080862i,0.0013172+0.0010249i,0.0010355+0.00067814i,0.00071292-5.0295e-06i,0.00075227+0.00038722i,0.00097979+0.00071528i,0.001077-0.00052507i,0.0015276-0.0016904i,0.0019197-0.0020961i,0.0010973-0.0013727i,0.00051712-0.00069767i
-0.00067469-0.0020852i,-0.00023057-0.0023999i,-0.0012489-0.0013285i,-0.0021686+0.00078192i,-0.0020494+0.00073635i,-0.00019496-3.0147e-06i,0.0008495+0.00019412i,0.00069364+0.00076256i,-5.8504e-05+0.0011864i,-0.00020099+0.00068071i,0.00011207-0.00022287i,0.00014838+0.00022343i,0.00012517+0.0007787i,0.00055063+0.00033133i,0.00081087+0.00025648i,0.0010496+0.00011591i,0.00065329-0.00090601i,-0.00045776-0.0016886i,-0.0012842-0.00092953i,-0.0015068+0.00031554i,-0.0011442+0.00055512i,-0.00027459+0.00027357i,0.00050454-8.3638e-05i
0.0006026+0.0019482i,0.00010254+0.0017187i,0.00094608+0.00086558i,0.0011119+0.00035458i,0.00084457+0.00048698i,-0.00024708+0.00022669i,-0.0011653-0.0006738i,-0.00080859-0.00056732i,-0.00041153+0.00070555i,-0.00035365+0.0017046i,-0.00014617+0.0016829i,0.00038413+0.001296i,0.00090298+0.0011153i,0.001617+0.00062266i,0.0012124-0.00039155i,0.00067329-0.00082344i,0.00079218-0.00070214i,0.0011753-0.00095812i,0.0014151-0.0011081i,0.0012949-0.0012151i,0.0015485-0.001008i,0.0014716-0.0013604i,0.00060286-0.0011956i
0.0019054+0.00062877i,0.0021423+7.9313e-05i,0.0014229+3.2575e-05i,0.00082093-0.00023255i,0.00019374-0.00074957i,-0.00030663-0.0011583i,-0.00018222-0.00086862i,-0.00017677+0.00036417i,-0.00018679+0.00086652i,0.00014296+0.00031854i,0.00047139+0.00017485i,3.4578e-05+0.00012976i,0.00037834-0.00039151i,0.00067403-2.5712e-05i,0.00010049+0.00023553i,-0.00011823-0.00067554i,-0.00063982-0.0011446i,-0.0014572-0.001041i,-0.0016918-4.0071e-05i,-0.00079603+0.00070518i,-2.8445e-06+0.0011437i,-0.000471+0.0011857i,-0.00051024+4.0195e-05i
0.0013945-0.0035728i,3.52e-05-0.0036326i,-0.0009685-0.0037383i,-0.0013732-0.0038894i,-0.0017178-0.0025375i,-0.0018426-0.00020074i,-0.00095086+0.00065548i,0.00017871+0.00018831i,0.00035966-0.00027506i,2.0615e-05+0.00011925i,-3.5659e-05+0.00055454i,0.00017153+0.00090052i,0.0010391+0.0014543i,0.0013977+0.0012057i,0.0016112+0.00053122i,0.0013529-7.6289e-05i,0.00068214-0.00055052i,0.00012856-0.0011955i,-2.0857e-05-0.0016202i,0.0005323-0.0017356i,0.0010963-0.0014961i,0.00072339-0.00057211i,-8.2678e-05+0.00011061i
0.0019879+0.00013068i,0.0015512-0.00033337i,0.0012193-0.0011868i,0.0016706-0.0010643i,0.0009922-0.00084124i,-0.00031151-0.0017941i,-0.00079669-0.0017164i,-0.00013219-0.00055569i,0.00063282+9.3309e-05i,-0.00011363+8.395e-05i,-0.00068584-0.00058536i,-0.00050308-0.00077242i,-0.00060382-0.00038478i,-0.00022862-0.00081172i,0.00079154-0.00061106i,0.0011424-7.7765e-05i,-0.00040434+3.9824e-05i,-0.0016374+0.00092993i,-0.0016211+0.0017224i,-0.00053563+0.0015167i,0.00027614+0.001318i,-0.00028518+0.0010119i,-9.4896e-05+0.00026602i
-6.1863e-06+0.00028219i,0.0001681+0.00058236i,0.00070829-0.00020084i,0.00080194-0.00061826i,0.00050781-0.00040292i,0.0012652+1.0172e-05i,0.0016027+8.3585e-05i,0.00091128-0.00030312i,0.0010627-3.2467e-05i,0.0013536+0.0007153i,0.00090796+0.0010893i,0.00041875+0.00077657i,0.00088515+0.00047846i,0.0015665+0.00042386i,0.00093498+8.2652e-05i,-0.00036576-0.00067819i,-0.00037663-0.0016892i,0.00022341-0.0027655i,8.108e-06-0.0028142i,-0.00041361-0.001472i,-0.000257-0.0010858i,0.00047589-0.0008175i,0.00061806-0.00014935i
0.00034179+0.0031679i,0.0011611+0.0040937i,0.0021497+0.0037541i,0.0024301+0.0016491i,0.0016985-0.00035612i,0.00066772-0.0016545i,0.00012428-0.0016101i,0.00029727-0.00031416i,0.00082503+0.0009739i,0.001146+0.00076819i,0.00053074+0.00082214i,-0.00054527+0.00076793i,-0.00094499+0.00040683i,-0.00033408+0.00068771i,-4.9609e-05-6.3774e-06i,0.00038984-0.0012948i,6.1558e-05-0.00080681i,-0.00060984+0.0007399i,-0.00010114+0.0011063i,0.0011508+0.00060636i,0.0020004+5.647e-05i,0.0016949-0.00048865i,0.00092012-0.00056367i
-0.001887-0.00094478i,-0.0030483-0.0013475i,-0.0029063-0.0011706i,-0.0011931-0.0010216i,-0.00020744-0.00066007i,-0.00064281-0.0011304i,-0.0010498-0.0015869i,-2.536e-05-0.00078799i,9.7974e-05-0.00011757i,0.00046011+0.00038642i,0.00095178+0.00080094i,0.0011168+0.0009457i,0.0017031+0.0013431i,0.0013867+0.00099563i,0.00049734+0.00020869i,0.00026758-0.00030886i,0.00038501-0.0014385i,-2.9931e-07-0.0026208i,-0.00040228-0.0023529i,-0.00066027-0.0011022i,-0.00056169-0.00058456i,0.00024903-0.00033619i,0.00062633+0.00048173i
0.00014695+0.00037154i,0.00084313+0.0006523i,0.00086108+0.00081657i,0.0011429+0.00016151i,0.0016808-0.00023533i,0.0012998-4.3006e-06i,0.0005881-5.2799e-05i,7.7915e-05+0.00078269i,-0.00014739+0.00075283i,-0.00035824+0.0001334i,0.00011054+0.00021551i,0.00094696+0.0010096i,0.00084982+0.0016488i,0.0002478+0.00067902i,-0.00047321-0.0003397i,-0.00034098-0.00065267i,-0.00016975-0.00022439i,-0.00076162+0.0002521i,-0.00096606+0.00028906i,0.0001562+0.00027022i,0.00096084+6.8256e-05i,0.0004206+0.00045925i,3.7887e-05+0.00020347i
-0.00029361+0.0010738i,0.00016385+0.00083218i,0.00059956+0.00071733i,0.00073767+0.00050209i,0.00059505+0.00020948i,0.000441-0.00070699i,5.8236e-05-0.00098921i,0.00091491-0.000296i,0.0018414+0.00013437i,0.0010533+0.00018412i,0.00018953+0.00094379i,0.00087002+0.001062i,0.0016878+0.00020765i,0.0019833-7.2269e-05i,0.0015798-0.00083283i,0.0010771-0.0011504i,0.00028857-0.0012142i,-0.00031044-0.0012752i,-0.00026173-0.0012796i,-0.00094912-0.0015107i,-0.0018442-0.0013835i,-0.0013654-0.0017093i,-0.00021109-0.0013825i
0.00050388+0.0016513i,-0.00023991+0.0030593i,-0.00032996+0.003354i,0.00053904+0.0021889i,0.00078976+0.00050375i,0.00045944-0.00076646i,0.00042775-0.0011127i,0.00058068-0.00070877i,0.00050893-0.00013193i,0.0011427+0.00022846i,0.0011423+0.00053684i,8.5231e-05+0.00079493i,0.00015653+0.00034812i,0.00072647-0.00012805i,0.00098732-3.7073e-05i,0.0011896-0.00016452i,0.00015159+0.00019931i,-0.00051478+0.00069169i,-7.8523e-05+0.00057905i,0.0010448+7.3504e-05i,0.0011175+0.0002593i,-0.00032328+0.00017262i,-0.00045424-0.00048577i
0.0015286-0.00085819i,0.00051295-0.0015839i,0.00048793-0.0016721i,0.0010898-0.0018876i,0.0011686-0.0021294i,0.00059638-0.001411i,4.9947e-05-0.0006147i,0.00021784-0.00017393i,0.00064193+0.000471i,5.1767e-05+0.00066515i,-0.00017496-0.00014444i,-0.00017622-0.00040326i,-0.0007834+0.00016525i,-0.000241+0.00057177i,0.00019633+0.00034353i,-0.0004955-0.00012307i,-0.0010736-0.0010971i,-0.00098054-0.0015923i,-0.0005985-0.00085347i,-0.00054823-0.0006976i,-0.00095043-0.00029331i,-0.00064592-0.00052221i,0.00035444-0.00085301i
-0.0018933-0.0016165i,-0.0015531-0.0016906i,-0.0024994-0.00091095i,-0.0026067+0.00049979i,-0.0016717+0.00099111i,-0.00029092+0.00037359i,-0.00012785+0.00027911i,-7.282e-05+0.00081193i,0.00077984+0.0010304i,0.0011231+0.0010845i,0.0017994+0.00072857i,0.0020212+0.00025373i,0.0016069+0.00057129i,0.0015397+0.0012877i,0.0011092+0.00039296i,0.0013724-0.0007353i,0.0022809-0.00022016i,0.0016035+0.00073175i,0.00078312+0.00025483i,0.0014114-0.00051996i,0.001459+0.00020849i,0.00051585+0.0012186i,-0.00018115+0.00084713i
0.00017912+0.00053366i,0.00012902+0.001035i,0.0012645+0.0011661i,0.0013075+0.0004611i,0.00091305-0.0007996i,0.00071822-0.0011504i,0.0012306-0.00073209i,0.0016604-0.00012075i,0.0010292+0.00060281i,0.00075391+0.00034946i,0.00067619+9.0313e-05i,0.0010397+0.00011008i,0.001391+0.00082531i,0.0010856+0.0013157i,0.00087852+0.00049895i,0.00026366-0.00017146i,-0.00064354-0.00069458i,-0.0012239-0.00045211i,-0.0016183+3.4673e-06i,-0.0021384+0.00035085i,-0.0017733+0.00070496i,-0.00076889+0.0001903i,-8.3429e-05+0.00014956i
0.0018262-0.0011912i,0.0011584-0.0015657i,0.00046675-0.00085653i,-0.00062776-0.00096008i,-0.00041228-0.0010529i,0.0005324-0.00036624i,0.0006709-0.00088404i,0.00049661-0.00075754i,0.00041911-0.00023708i,0.00042536-0.00051995i,-0.00043282-0.0010154i,-0.0011079-0.00038087i,-0.00062237+0.00096259i,0.00020856+0.00082122i,0.00054101-0.00039521i,0.00094301-0.00079437i,0.0011138-0.00026385i,0.00081007-0.00014322i,0.00081751-0.00023141i,0.00065908+0.00011913i,0.00039594+1.0909e-05i,0.00086729-0.00073939i,0.0010275-0.00090708i
0.0010199-0.0010608i,0.00096919-0.0012468i,-0.00011684-0.0020839i,-0.00026445-0.0020991i,-0.00038115-0.001868i,-0.00081592-0.001469i,-0.00070194-0.0010006i,0.00034502-0.00073507i,0.00099563+0.00022788i,1.0995e-05+0.0014804i,-0.0009937+0.0012574i,-0.00086247+0.0004052i,-0.00029157+0.00031925i,0.00047962+0.00030608i,0.00076007+0.00019259i,-0.00016734+0.00036258i,-0.00089787+0.00013857i,-0.0010573+5.1446e-05i,-0.0015223+0.00021901i,-0.0018071-0.00018254i,-0.0015204-0.0010853i,-0.00022209-0.0015307i,0.0010803-0.00090585i
0.00042899-0.00059352i,0.00038544+0.000451i,0.00083401+0.0010934i,0.00026189+0.0013527i,-0.0011033+0.0010978i,-0.0011076+0.00028253i,-0.00074436-4.3612e-05i,-0.00032763+0.00057087i,0.00011936+0.0011293i,0.00049504+0.00095818i,0.0007706+0.00014706i,0.00052027+0.00034285i,-0.00034077+0.0017395i,-0.0010671+0.0016426i,-0.00074275+0.00020582i,0.00072773-0.00056528i,0.0011615-0.00081801i,-0.00011115-0.0010976i,-0.00061622-0.001289i,0.0003432-0.0012706i,0.0010654-0.0011783i,0.0014166-0.0001512i,0.0013236+0.00081876i
2.177e-05+0.0015203i,0.00055944+0.0008223i,4.1782e-05+0.00079026i,0.00029372+0.00068314i,0.00030223-0.00024272i,-0.00015873-0.0011887i,-0.00042145-0.0013016i,0.00015443-2.2216e-05i,0.00047411+0.00098889i,0.00062551+0.00077747i,0.0013788+0.00062517i,0.0021244+0.00050804i,0.0018617+0.00033577i,0.0011535+0.00070318i,0.00052191+0.00041139i,0.00060899+0.00040262i,0.00050058+0.00063685i,0.00020432-0.00031271i,0.00015285-0.0005623i,0.00041769+0.0001336i,0.00032236-0.00011711i,-9.0046e-05-0.00037802i,0.00029641+2.4668e-05i
-0.00065072-0.0021257i,-0.0011966-0.0011682i,-0.0024027+0.00032153i,-0.0017916+0.0018799i,0.00014791+0.0022882i,0.00039501+0.0018125i,0.00013199+0.001225i,5.5798e-05+0.0011445i,-0.00011183+0.0016982i,6.5035e-05+0.0011132i,0.00052806-0.00012306i,0.00034997+0.0008034i,0.00019353+0.0014552i,0.00097882+0.0012974i,0.0010979+0.00016949i,0.0013103-0.0016208i,0.001777-0.0018833i,0.00094725-0.0015982i,0.000154-0.0011219i,-3.1676e-06-0.00083841i,2.4936e-06-0.00071126i,6.4838e-05-0.00036756i,-3.8191e-05-0.00020517i
