-0.00025386-0.00087067i,-0.00018512-0.0013675i,-0.0012762-0.0014834i,-0.002546-0.00029588i,-0.0027443+0.00089129i,-0.0023219+0.001657i,-0.00095006+0.0025103i,0.00065054+0.0021391i,0.00058475+0.00065237i,0.00027933-0.00012154i,0.00013098-0.00054765i,4.3974e-05-0.0014435i,7.7883e-05-0.0015876i,0.00048155-0.00073553i,0.00092537-4.652e-06i,0.00041997+0.00012271i,-0.00014682+0.00033129i,-7.2471e-05+0.00034684i,-5.0266e-06-0.00010166i,-0.00058937-0.00080846i,-0.00075495-0.00080593i,-4.9613e-05-0.00026121i,-0.0002881+0.00069511i
0.21938+0.017008i,0.44862+0.10015i,0.57428+0.19501i,0.43826+0.20559i,0.20862+0.16623i,0.1235+0.12768i,0.13824+0.029331i,0.12474-0.078126i,0.074443-0.099539i,0.032532-0.0518i,0.033578-0.019789i,0.054103-0.039986i,0.04887-0.066755i,0.015144-0.068121i,-0.02402-0.045367i,-0.030964-0.010886i,-0.0030044+0.0020618i,0.019938-0.0054678i,0.021852-0.0069625i,0.0071189-0.0078083i,-0.018873-0.011186i,-0.035165-0.0077175i,-0.028813-0.0028425i
0.057697+0.023786i,-0.054085-0.016446i,-0.30738-0.0056183i,-0.43315+0.13068i,-0.29915+0.21856i,-0.17676+0.13532i,-0.19128+0.069316i,-0.18449+0.082391i,-0.11834+0.067665i,-0.067706+0.020571i,-0.059755+0.0083218i,-0.063007+0.047827i,-0.042837+0.084438i,-0.013391+0.080779i,0.0097923+0.053211i,0.016463+0.017561i,-0.001415-0.0058795i,-0.017137-0.0061027i,-0.012705-0.0012828i,0.00048736+0.0025101i,0.011901+0.0085587i,0.016167+0.0088983i,0.010833+0.0035491i
-0.02907+0.23197i,0.12428+0.42674i,0.43438+0.44218i,0.59567+0.19874i,0.42176+0.013374i,0.25009+0.071697i,0.27234+0.11832i,0.26253+0.042356i,0.13795-0.017815i,0.019415-0.0083082i,-0.014245+0.01537i,0.009496+0.0018002i,0.022156-0.031507i,0.016501-0.039174i,0.011869-0.022696i,0.0087549-0.0012002i,0.013242+0.017744i,0.023407+0.024177i,0.025258+0.017331i,0.021586+0.0042096i,0.019436-0.01085i,0.010072-0.018988i,-0.0065587-0.015514i
-0.084744-0.22979i,-0.18599-0.47495i,-0.3333-0.62449i,-0.41242-0.52826i,-0.30035-0.35124i,-0.14606-0.28837i,-0.14476-0.24489i,-0.17448-0.11657i,-0.082722-0.013242i,0.029851-0.025811i,0.04622-0.077913i,0.0053318-0.087152i,-0.01832-0.062866i,-0.018763-0.044994i,-0.020258-0.031906i,-0.020327-0.013063i,-0.014371-0.0081648i,-0.015782-0.017081i,-0.018983-0.016165i,-0.016811-0.0035122i,-0.016751+0.011064i,-0.012442+0.024017i,0.0039917+0.029004i
0.05526+0.0044092i,0.08611+0.1661i,0.1459+0.4147i,0.19985+0.49701i,0.13179+0.38861i,-0.0080555+0.32392i,-0.036563+0.30282i,0.0086159+0.18469i,-0.0047833+0.05485i,-0.045442+0.0080494i,-0.065438+0.019785i,-0.052554+0.0584i,-0.016184+0.077601i,0.0098456+0.062826i,0.020431+0.034903i,0.018276+0.011286i,0.0077207+0.011232i,0.0069789+0.023745i,0.010883+0.021561i,0.009416+0.009712i,0.0075929+0.0033134i,0.0053426+0.0008412i,-0.00090125-0.002579i
0.14681-0.037828i,0.23893-0.27457i,0.18424-0.62914i,0.016402-0.71445i,-0.035181-0.436i,0.052562-0.17942i,0.091105-0.10228i,0.049172-0.058275i,0.0046993+0.00050959i,-0.0040592+0.050788i,0.024722+0.055007i,0.037138+0.0084169i,0.013292-0.021467i,-0.005899-0.0099574i,-0.0044442+0.0095086i,0.0045656+0.007139i,0.0045019-0.01519i,-0.0067656-0.032064i,-0.018813-0.027305i,-0.022277-0.0083705i,-0.014924+0.0045745i,-0.0087935+0.0057912i,-0.010031+0.0090999i
-0.19444+0.159i,-0.30723+0.40189i,-0.27303+0.62295i,-0.1346+0.57874i,-0.080143+0.29955i,-0.10534+0.098917i,-0.060264+0.079577i,0.055498+0.082963i,0.11074+0.014992i,0.060429-0.053036i,0.0014602-0.057841i,-0.010372-0.037153i,-0.0016252-0.024855i,0.0049963-0.025907i,-0.0067887-0.029347i,-0.018011-0.011177i,-0.0077052+0.0096851i,0.0063409+0.012382i,0.01475+0.0068453i,0.017226-0.0030526i,0.011566-0.010131i,0.0090808-0.011344i,0.010774-0.017369i
-0.058937-0.12801i,-0.12677-0.24374i,-0.18849-0.28461i,-0.17194-0.20153i,-0.059778-0.10229i,0.048473-0.10013i,0.042675-0.16189i,-0.044889-0.16113i,-0.071866-0.074092i,-0.017115-0.0049224i,0.014501+0.0083573i,0.0030597+0.016916i,-0.0066679+0.039403i,0.0001133+0.059913i,0.019678+0.055915i,0.027596+0.025444i,0.017063+0.0036643i,0.0094392+0.0011041i,0.0059968-0.0014459i,0.0009039-0.0052637i,0.00013958-0.0037959i,0.0025672+0.00036558i,0.0013528+0.0022942i
0.10444-0.10229i,0.12625-0.14517i,0.083948-0.065353i,0.059403+0.10155i,0.083962+0.20787i,0.093278+0.24527i,0.10737+0.25377i,0.11068+0.18529i,0.050746+0.097813i,0.0021246+0.061748i,0.0064143+0.034625i,0.010196-0.0015776i,0.0034776-0.026231i,0.0012967-0.035346i,0.0016936-0.028905i,-0.0035056-0.013942i,-0.012063+0.0030241i,-0.01337+0.018199i,-0.0062924+0.02635i,0.0049293+0.026028i,0.011732+0.01535i,0.0073739+0.0045763i,0.004829+0.0044751i
0.14215+0.21078i,0.32052+0.3046i,0.41484+0.16778i,0.24298-0.08834i,-0.021601-0.1575i,-0.096553-0.1115i,-0.062051-0.1255i,-0.052159-0.12795i,-0.048678-0.092625i,-0.056729-0.05556i,-0.054863-0.025959i,-0.032559-0.024948i,-0.021601-0.033263i,-0.022154-0.030768i,-0.028124-0.019369i,-0.018563-0.0026738i,0.0072208-0.0067892i,0.019898-0.027249i,0.01876-0.037851i,0.009493-0.038335i,-0.004859-0.03124i,-0.013043-0.02017i,-0.016389-0.011947i
-0.18693+0.035362i,-0.37009+0.13024i,-0.4301+0.30149i,-0.27732+0.37501i,-0.1238+0.21552i,-0.15089+0.032098i,-0.21311+0.020588i,-0.16168+0.069268i,-0.049495+0.045972i,0.014354-0.03219i,-0.0088698-0.057459i,-0.036839+0.0045693i,-0.020928+0.0615i,0.0013537+0.064333i,0.015739+0.034498i,0.0078784+0.0036723i,-0.014314+0.0054654i,-0.022375+0.023631i,-0.022643+0.027626i,-0.021731+0.026939i,-0.0097856+0.027105i,0.007199+0.022011i,0.015334+0.01348i
-0.032142-0.16979i,-0.013447-0.33133i,0.08518-0.45087i,0.20084-0.4268i,0.26782-0.26204i,0.33464-0.086513i,0.36759-0.033106i,0.27349-0.058522i,0.13468-0.037367i,0.067888+0.0056265i,0.057513+0.0016863i,0.055009-0.03433i,0.037881-0.062414i,0.011624-0.054196i,-0.0021194-0.020323i,-2.8264e-07+0.004405i,0.0089039+0.0087404i,0.017016+0.0042828i,0.020673+0.0050089i,0.020556+0.0087127i,0.013312+0.0091721i,0.0027359+0.0098619i,-0.00071842+0.0091762i
0.22552-0.063115i,0.36676-0.15617i,0.27742-0.21358i,0.010093-0.13292i,-0.109+0.007047i,-0.076568+0.06578i,-0.067443+0.068298i,-0.057072+0.067347i,-0.035708+0.052698i,-0.025443+0.057997i,-0.0060639+0.058538i,-0.010697+0.028551i,-0.026504+0.012247i,-0.02592+0.0025013i,-0.024614-0.006696i,-0.01851-0.010261i,-0.021549-0.022581i,-0.03997-0.030639i,-0.043612-0.029249i,-0.032093-0.026228i,-0.023604-0.019596i,-0.018363-0.010684i,-0.013084-0.00083505i
-0.09136+0.20583i,-0.1483+0.42963i,-0.0733+0.52349i,0.090884+0.34622i,0.095944+0.093477i,-0.039982+0.0056471i,-0.069727+0.041315i,0.0084463+0.041353i,0.042701-0.016098i,0.0013983-0.055497i,-0.035488-0.028058i,-0.008321+0.030573i,0.039431+0.062753i,0.057579+0.063653i,0.048742+0.04463i,0.029723+0.026556i,0.026325+0.025053i,0.037086+0.024872i,0.03473+0.021183i,0.020853+0.017657i,0.014856+0.0094568i,0.015323-0.0033111i,0.012767-0.016452i
-0.10872-0.058238i,-0.1914-0.16003i,-0.23608-0.24743i,-0.20658-0.21132i,-0.088489-0.096485i,0.056386-0.041519i,0.088-0.05264i,0.018929-0.036534i,-0.026697+0.0074479i,-0.01703+0.022728i,-0.00046591-0.0036111i,-0.017913-0.051462i,-0.059858-0.078131i,-0.071852-0.065537i,-0.044008-0.034862i,-0.013946-0.012937i,-3.0561e-05-0.014066i,0.0021591-0.022319i,0.0044596-0.020341i,0.0087194-0.009025i,0.010006+0.0062841i,0.0078674+0.016705i,0.0026224+0.019592i
-0.0086404-0.16691i,-0.052389-0.27654i,-0.13467-0.23061i,-0.17114-0.039795i,-0.09731+0.08543i,0.0085966+0.076602i,0.048342+0.030493i,0.028059+0.013767i,0.012675+0.035553i,0.034689+0.050084i,0.044803+0.024941i,0.020523+0.0080671i,0.010095+0.019603i,0.015649+0.022557i,0.011429+0.0094427i,-0.0045969-0.0001409i,-0.022721+0.010195i,-0.028433+0.028627i,-0.021014+0.028498i,-0.0098682+0.0098646i,-0.0059514-0.0061761i,-0.0075716-0.0057162i,-0.0024667+0.0028596i
0.16848+0.15681i,0.35666+0.33897i,0.47614+0.40874i,0.37176+0.26439i,0.089792+0.11724i,-0.13736+0.10532i,-0.17301+0.10596i,-0.1041+0.047832i,-0.05373-0.024882i,-0.056621-0.045784i,-0.053385-0.0044303i,-0.0045042+0.026659i,0.037352+0.01349i,0.039068-0.0018366i,0.025041-0.0025277i,0.019076-0.0007447i,0.025669-0.0067205i,0.031774-0.019207i,0.025449-0.020778i,0.011604-0.0096881i,0.0014406-0.0029428i,-0.0037423-0.0050793i,-0.01056-0.0089947i
-0.091987+0.014432i,-0.21338-0.034628i,-0.31778-0.097701i,-0.28147-0.061972i,-0.12505+0.0088456i,0.00015489+0.0067585i,0.039057+0.0060011i,0.043102+0.035037i,0.030944+0.038271i,0.0049305+0.0054105i,-0.019414-0.026464i,-0.040216-0.026525i,-0.051485-0.0049554i,-0.043018+0.011242i,-0.019764+0.015121i,-0.0028192+0.0091989i,-0.005704+0.001594i,-0.015741+0.0015717i,-0.015523+0.0028819i,-0.0048223+0.0023575i,0.0072962+0.0031065i,0.012684+0.0049467i,0.012268+0.0058508i
-0.097832-0.017977i,-0.15832-0.0050237i,-0.13131+0.037478i,-0.03684+0.043272i,0.039084-0.02512i,0.087478-0.10253i,0.083434-0.14836i,0.016007-0.13403i,-0.010713-0.05228i,0.028241+0.0052305i,0.03781+0.0027329i,0.020935-0.002432i,0.026028-0.0048309i,0.027204-0.019959i,0.0055432-0.02762i,-0.012352-0.014356i,-0.0067525+0.0081063i,0.010128+0.020434i,0.015378+0.013069i,0.0026417-0.0039559i,-0.013406-0.012324i,-0.016331-0.010818i,-0.0092947-0.0084111i
0.15257-0.10473i,0.33883-0.20165i,0.47101-0.26798i,0.40261-0.26459i,0.19232-0.16333i,0.019932+0.014156i,-0.014295+0.13493i,0.031896+0.10883i,0.033111+0.0059421i,-0.0062546-0.033077i,-0.0022367-0.01134i,0.019504-0.0066719i,0.016797-0.0070769i,0.01271+0.0084585i,0.01669+0.018639i,0.016594+0.008017i,0.0051028-0.014262i,-0.011617-0.02597i,-0.019933-0.017364i,-0.015373+0.0022259i,-0.0069943+0.012525i,-0.0040442+0.010401i,-0.0040403+0.0077275i
-0.032304+0.054902i,-0.15574+0.10083i,-0.30688+0.12057i,-0.29964+0.11999i,-0.12687+0.10741i,0.010214+0.053073i,0.041847-0.0039018i,0.034114-0.02908i,0.0029211-0.034502i,-0.040754-0.021205i,-0.056107-0.0010801i,-0.046524+0.011528i,-0.039667+0.013897i,-0.034064+0.0077649i,-0.020498+0.002419i,-0.0079342+0.0018328i,-0.0026101+0.0038408i,-5.792e-05+0.0088019i,0.0067007+0.014124i,0.01568+0.014281i,0.019672+0.0088429i,0.016988+0.0045587i,0.010009+0.0034868i
-0.011318+0.082815i,0.0089329+0.14978i,0.041355+0.16561i,0.040343+0.10883i,0.025164+0.0023859i,0.016997-0.10701i,-0.028652-0.14079i,-0.073904-0.058818i,-0.021099+0.036721i,0.060476+0.033515i,0.061884-0.010985i,0.024223-0.023731i,0.0032125-0.019683i,-0.0069448-0.012037i,-0.012517-0.0032231i,-0.0099093+0.0031063i,8.3759e-05+0.0060903i,0.0091218+0.0001503i,0.0067933-0.011077i,-0.0051259-0.015546i,-0.013282-0.0095045i,-0.010854-0.0015509i,-0.004999+2.9816e-06i
-0.0501-0.1141i,-0.050936-0.24417i,-0.0037589-0.34134i,0.022219-0.2973i,0.00035444-0.11663i,0.019809+0.080941i,0.11268+0.15632i,0.1643+0.083074i,0.10685-0.0063337i,0.033723-0.0219i,0.013784-0.0083434i,0.015318-0.0022994i,0.018265+0.0038532i,0.021732+0.008336i,0.020904+0.0088614i,0.013637+0.0072178i,-0.0018963+0.0090203i,-0.015175+0.015526i,-0.016375+0.018873i,-0.0092725+0.015586i,-0.0033734+0.0071221i,-0.0016473-0.00070311i,0.0016773-0.0049178i
0.01534+0.029914i,-0.039535+0.1428i,-0.13454+0.31388i,-0.15538+0.39252i,-0.083424+0.31711i,-0.040266+0.18094i,-0.073076+0.08972i,-0.10805+0.064605i,-0.10394+0.066766i,-0.07991+0.068031i,-0.05031+0.058768i,-0.026265+0.040635i,-0.013249+0.024459i,-0.006949+0.012631i,-0.0049017+0.0041484i,-0.0037464-0.00017671i,-0.00018628-0.0031913i,0.0059533-0.006223i,0.014605-0.0079547i,0.019777-0.0079616i,0.017977-0.0051654i,0.010496-0.00056522i,-5.8195e-05+0.0043327i
0.10818+0.013547i,0.23296-0.022637i,0.33046-0.092542i,0.28399-0.14835i,0.11115-0.16334i,-0.02842-0.13507i,-0.058141-0.076355i,-0.019619-0.014746i,0.029954+0.01005i,0.047744-0.0098894i,0.02812-0.03261i,0.0010926-0.029461i,-0.010052-0.013947i,-0.0090819-0.0041827i,-0.007694-0.0015805i,-0.0048224-0.00051836i,0.0019145-0.0024823i,0.0026103-0.0066809i,-0.0040105-0.0065534i,-0.0076582-0.0017948i,-0.006042+0.00031445i,-0.0021641-0.0011919i,-0.0001881-0.0028387i
-0.10857+0.041239i,-0.21743+0.011392i,-0.3027-0.078737i,-0.27956-0.13718i,-0.16372-0.10659i,-0.037133-0.057771i,0.057533-0.066274i,0.070158-0.11733i,0.015092-0.12813i,-0.01768-0.082028i,-0.012863-0.043284i,-0.0054995-0.03059i,-0.0011265-0.023621i,0.002025-0.016005i,0.0055731-0.0081514i,0.0073516-0.0015098i,0.005564+0.0038326i,0.0053862+0.0091564i,0.0048197+0.010342i,-0.0006977+0.0081042i,-0.0082032+0.0074167i,-0.0099529+0.0072675i,-0.005063+0.003929i
-0.00046764-0.0049699i,0.060474+0.079004i,0.15798+0.23164i,0.21244+0.30304i,0.18573+0.23051i,0.097144+0.16084i,0.0053484+0.16687i,-0.037856+0.17207i,-0.038901+0.13246i,-0.034397+0.088697i,-0.017392+0.069732i,0.0071891+0.044818i,0.0073087+0.011842i,-0.0062157-0.0033942i,-0.011521-0.0048158i,-0.012079-0.0061127i,-0.013939-0.010225i,-0.014047-0.013892i,-0.0077928-0.016786i,0.0034246-0.017378i,0.013366-0.012213i,0.017315-0.003178i,0.013824+0.0075457i
0.033075-0.12038i,0.02271-0.27235i,-0.032343-0.44083i,-0.10768-0.46237i,-0.12196-0.31542i,-0.056391-0.1932i,-0.0058536-0.15415i,0.016627-0.11303i,0.045183-0.066943i,0.04878-0.05084i,0.019411-0.045559i,-0.0038169-0.029488i,-0.00060635-0.0091654i,0.014106-0.00019935i,0.01657-0.0037644i,0.0069893-0.0055906i,0.0019616-0.0028889i,0.0029904+0.0003217i,0.0018205+0.0031153i,-0.002472+3.1374e-06i,-0.0079083-0.007695i,-0.010159-0.012038i,-0.0078514-0.012703i
0.031198+0.11312i,0.0070057+0.25101i,-0.046489+0.37602i,-0.053738+0.37548i,-0.016883+0.25081i,-0.010846+0.11923i,-0.022344+0.047712i,-0.018056+0.010509i,-0.016243-0.013074i,-0.014748-0.024142i,-0.01209-0.023044i,-0.0097661-0.0078499i,-0.0028546+0.005916i,0.00066024+0.0094003i,0.0038359+0.0089275i,0.0094864+0.0042469i,0.012148+0.00088072i,0.011585+0.00197i,0.0040911+0.0063226i,-0.0068521+0.015537i,-0.010912+0.022802i,-0.0096893+0.019775i,-0.0076072+0.010249i
-0.019609+0.0052407i,0.040836-0.022128i,0.16894-0.062954i,0.24277-0.059284i,0.20742+0.0048538i,0.16632+0.092475i,0.14264+0.12888i,0.085739+0.1091i,0.02409+0.086206i,-0.0019272+0.073481i,0.0067304+0.053911i,0.018772+0.022469i,0.011291+0.0024834i,-0.0010282+0.0032174i,-0.0052975+0.0085671i,-0.0061584+0.011717i,-0.0076654+0.01107i,-0.0083248+0.0083339i,-0.0016613+0.0039831i,0.010849-0.0053433i,0.017559-0.01523i,0.015469-0.015059i,0.012198-0.0059117i
-0.085946-0.07107i,-0.21907-0.12133i,-0.36975-0.12842i,-0.39937-0.088902i,-0.2789-0.071481i,-0.16024-0.109i,-0.11485-0.13446i,-0.077822-0.1052i,-0.026684-0.06469i,0.0028035-0.041774i,-0.0038-0.029563i,-0.018937-0.013929i,-0.013473-0.0009241i,-0.00061977-0.0026782i,0.0010268-0.0070012i,-0.00043658-0.0060733i,0.0025192-0.0062761i,0.0068835-0.0071778i,0.010044-0.0052127i,0.0071555-0.0029896i,-0.0024364-0.001719i,-0.0098854+0.00033817i,-0.011713-0.00093373i
0.12933-0.0093327i,0.27782+0.025749i,0.41446+0.073875i,0.41525+0.061004i,0.25372+0.015421i,0.075018+0.030385i,0.029295+0.059785i,0.057035+0.0202i,0.036643-0.036548i,-0.009426-0.045065i,-0.022715-0.022947i,-0.012832-0.0017487i,-0.0062366+0.0088916i,-0.0047447+0.017027i,0.00038054+0.020644i,0.004313+0.012907i,0.00071478+0.0049043i,-0.0040616+0.0045795i,-0.0071118+0.0098513i,-0.0045382+0.02006i,0.0056584+0.028216i,0.013104+0.025048i,0.011908+0.01392i
-0.0057984+0.04768i,-0.048573+0.017624i,-0.12029-0.084538i,-0.16394-0.12625i,-0.10109-0.047566i,0.028646+0.0094332i,0.070746+0.0090294i,0.014641+0.0301i,-0.023238+0.070358i,-0.0086792+0.076583i,0.015023+0.043639i,0.015626+0.002998i,-0.0017183-0.013186i,-0.012041-0.0086981i,-0.011016-0.0011862i,-0.0055852+0.0047359i,-0.00044023+0.0060709i,0.00084962+0.00223i,0.00040869-0.0072371i,-0.0011317-0.020834i,-0.0038391-0.027395i,-0.0041299-0.022397i,-0.0016128-0.011114i
-0.092686+0.055795i,-0.15616+0.1431i,-0.1723+0.2325i,-0.13726+0.21555i,-0.11076+0.093185i,-0.1066+0.0012244i,-0.082475-0.0081279i,-0.027349+0.0043116i,0.027575-0.0063945i,0.040828-0.027628i,0.014349-0.027396i,-0.0030611-0.0088164i,0.004535-0.0036584i,0.0091386-0.015274i,0.00038985-0.021205i,-0.0080269-0.014052i,-0.0079758-0.0053263i,-0.0029352-0.0047958i,-0.002591-0.0094843i,-0.0089111-0.0093197i,-0.013049-0.0018496i,-0.010913+0.0043034i,-0.0090632+0.0032533i
0.023709-0.12101i,0.078655-0.25173i,0.14004-0.32809i,0.13966-0.27597i,0.075028-0.13027i,0.025684+0.012058i,0.027618+0.049778i,0.026885-0.001764i,-0.0032872-0.042664i,-0.026462-0.03436i,-0.019668-0.0076129i,0.001178+0.0077587i,0.012183+0.011231i,0.015444+0.013481i,0.017226+0.0093733i,0.011366+0.00067331i,0.0029298-0.0003504i,0.0014432+0.0084832i,0.0052774+0.022269i,0.014205+0.02887i,0.02173+0.019879i,0.019257+0.0074297i,0.01331+0.0035468i
0.059081+0.026976i,0.039571+0.085233i,-0.059718+0.1774i,-0.10704+0.25703i,-0.022759+0.23059i,0.04715+0.10787i,0.013129+0.042849i,-0.026811+0.07746i,-0.017815+0.10882i,0.0045072+0.084491i,0.011662+0.03192i,-0.0043952-0.0031402i,-0.01999-0.0032108i,-0.018026+0.0046011i,-0.01008+0.0059556i,-0.0035969+0.003541i,-0.00022078-0.0031342i,-0.0018277-0.0096753i,-0.0032754-0.01683i,-0.0069596-0.022219i,-0.014974-0.019984i,-0.017226-0.010509i,-0.0096583-0.0012107i
0.0088562+0.087473i,0.066665+0.13556i,0.15716+0.086178i,0.16435-0.045903i,0.057025-0.12001i,-0.016409-0.10097i,0.0034734-0.085261i,0.03164-0.10371i,0.02869-0.10896i,0.0078966-0.081118i,-0.011643-0.039459i,-0.014495-0.012897i,-0.0097936-0.012132i,-0.01091-0.019571i,-0.014071-0.017413i,-0.010271-0.0063853i,-0.0032111+3.0872e-05i,-0.0018789-0.0015087i,-0.0065643-0.0031647i,-0.0093488-0.0010145i,-0.0066577+0.0031175i,-0.00099694+0.004653i,-0.00068818+0.0013355i
-0.11482-0.05076i,-0.21468-0.096851i,-0.24427-0.12328i,-0.16331-0.094169i,-0.058237-0.026582i,-0.012511+0.029103i,-0.010022+0.049737i,-0.016913+0.031952i,-0.032002+0.0016578i,-0.034296-0.0087873i,-0.013757-0.0046788i,0.0067902-0.0055559i,0.012794-0.0056322i,0.016396+0.0017204i,0.018569+0.0041492i,0.010237+0.00070896i,0.0017457+0.00041044i,0.0045077+0.0050422i,0.015134+0.010384i,0.022116+0.0093293i,0.019143+0.0021609i,0.01259-0.0024681i,0.010371-0.0052734i
0.062719-0.063813i,0.12126-0.065626i,0.16191+0.015112i,0.17633+0.091763i,0.1613+0.060973i,0.10697+0.0070602i,0.054649+0.028136i,0.046877+0.08035i,0.053936+0.097129i,0.045629+0.071756i,0.02598+0.031038i,0.0018397+0.0075078i,-0.011293+0.0095543i,-0.0094841+0.019117i,-0.0032217+0.020566i,0.00043528+0.012774i,-4.5469e-05+0.0045315i,-0.0056403-0.00050173i,-0.0148-0.0057997i,-0.021419-0.0060898i,-0.019925+0.0030128i,-0.01299+0.010629i,-0.0070942+0.010199i
0.070788+0.029614i,0.1013-0.0085064i,0.027562-0.12019i,-0.12625-0.19788i,-0.1972-0.16428i,-0.13579-0.1108i,-0.070281-0.11494i,-0.063276-0.11814i,-0.056872-0.083317i,-0.03315-0.042102i,-0.015016-0.011392i,-0.00019952+0.0017576i,0.006986-0.0044895i,-0.0009557-0.013043i,-0.0077819-0.010946i,-0.0024989-0.0032507i,0.0065563+0.00071611i,0.00848+0.0027031i,0.0057803+0.0094191i,0.0057906+0.014491i,0.0061048+0.010107i,0.0031111+0.0022371i,-0.0025785-0.00016607i
-0.076801+0.091945i,-0.11768+0.1952i,-0.07896+0.26417i,0.024091+0.24005i,0.074367+0.18135i,0.063398+0.1641i,0.060058+0.15086i,0.054236+0.097066i,0.02747+0.035884i,0.003931+0.00053247i,0.00016386-0.0083884i,0.009614-0.0053769i,0.018008-0.0053397i,0.022497-0.0075667i,0.021498-0.0088684i,0.0098744-0.0072227i,-5.1686e-05-0.0019508i,0.0041074-0.00076057i,0.016896-0.0063815i,0.025142-0.012801i,0.021187-0.013476i,0.011178-0.0086685i,0.005087-0.0059346i
-0.053244-0.092598i,-0.079301-0.16295i,-0.066958-0.17236i,-0.03131-0.10727i,0.0041733-0.046145i,0.031001-0.038942i,0.032257-0.045957i,0.021572-0.025395i,0.026981+0.008348i,0.032837+0.020943i,0.018254+0.013958i,-0.0010999+0.013001i,-0.0033011+0.022353i,0.0054232+0.024909i,0.0085045+0.018612i,0.0060023+0.010928i,0.00053765+0.0036702i,-0.0098643+2.0948e-05i,-0.02048+0.00086565i,-0.021066+0.0031058i,-0.0092853+0.0055301i,0.00069552+0.0066108i,0.0028597+0.0078266i
0.077638-0.045378i,0.085687-0.07618i,-0.0087821-0.060811i,-0.12808+0.0076501i,-0.14377+0.04363i,-0.11321+0.0044277i,-0.10032-0.028612i,-0.069624-0.027761i,-0.038353-0.02534i,-0.024613-0.016395i,-0.013865-0.0052583i,-0.012436-0.0056621i,-0.021593-0.0098577i,-0.032617-0.010355i,-0.034415-0.006994i,-0.022426-0.0060392i,-0.009954-0.0087751i,-0.0023947-0.0066363i,0.0036252-0.0018477i,0.0042405-0.0023915i,-0.0015514-0.0061002i,-0.0058906-0.007393i,-0.0049521-0.0037556i
0.061581+0.09623i,0.16225+0.15609i,0.29166+0.11413i,0.33973-0.0087408i,0.25836-0.038765i,0.17617+0.04639i,0.15903+0.078414i,0.12117+0.021614i,0.043212-0.028194i,-0.013379-0.032848i,-0.022132-0.022659i,-0.011261-0.01851i,-0.0041228-0.014383i,0.0052969-0.0099373i,0.0089092-0.007946i,0.00091435-0.00086607i,-0.0039181+0.0076293i,-0.0036821+0.0044832i,-0.0078286-0.0074947i,-0.0148-0.01372i,-0.015214-0.0096837i,-0.0080145-0.0041756i,-0.0010075-0.0067889i
-0.12137+0.023557i,-0.24153+0.051195i,-0.29768+0.099492i,-0.23173+0.1288i,-0.12838+0.078871i,-0.078271+0.0014598i,-0.078737-0.0030355i,-0.066428+0.050283i,-0.015098+0.08033i,0.021619+0.058405i,0.017544+0.023656i,0.00808+0.0091622i,0.014022+0.0085868i,0.020384+0.0087051i,0.019689+0.0082668i,0.016202+0.0068471i,0.012207+0.0051565i,0.0073446+0.010333i,0.003743+0.021431i,0.003185+0.028116i,0.0048819+0.023188i,0.0060896+0.013779i,0.0065899+0.0094534i
0.0029678-0.10697i,-0.0017383-0.17932i,-0.010357-0.17206i,-0.021272-0.10339i,-0.044997-0.060828i,-0.081719-0.031532i,-0.07034+0.007427i,-0.011161+0.0090536i,0.015898-0.018519i,0.0086787-0.021834i,0.0035977-0.0055391i,-0.0013528+0.0038017i,-0.016604+0.0075204i,-0.032395+0.01545i,-0.03242+0.01847i,-0.020902+0.0097043i,-0.010298+0.00046383i,0.0011156-0.0044176i,0.013554-0.0084672i,0.016411-0.0087053i,0.0074549-0.0028571i,-0.0024143+0.002228i,-0.006877+0.0022196i
0.11613-0.0059053i,0.21416-0.063266i,0.21946-0.18349i,0.10916-0.24256i,0.047058-0.14898i,0.084566-0.04363i,0.083274-0.039936i,0.0063011-0.053589i,-0.054651-0.035961i,-0.060226-0.02062i,-0.035642-0.014331i,-0.013787-0.010959i,-0.0030567-0.0091945i,0.0079942-0.016335i,0.01387-0.022682i,0.012146-0.01395i,0.0096642-0.003667i,0.0027593-0.0026852i,-0.005866-0.0012686i,-0.005909+0.0027401i,7.5619e-05+0.0030458i,0.0016769+0.00048304i,-0.0030101-0.00090252i
-0.037586+0.13437i,-0.055886+0.30046i,-0.024284+0.43245i,0.041095+0.40634i,0.047974+0.23978i,-0.0023465+0.087514i,-0.023091+0.049761i,0.013335+0.068826i,0.066338+0.070566i,0.077444+0.042165i,0.043807+0.010487i,0.016227-0.0013396i,0.014702-0.0063943i,0.017257-0.0099777i,0.01796-0.0081417i,0.014954-0.0080862i,0.0059563-0.0083174i,0.0028002-0.0055014i,0.010701-0.0032955i,0.019268-0.0052252i,0.018941-0.0088405i,0.012928-0.0069916i,0.011108-0.0019118i
-0.10537-0.065639i,-0.20532-0.14054i,-0.25037-0.18999i,-0.21609-0.17791i,-0.16026-0.11313i,-0.090668-0.037947i,-0.0093409-0.032174i,0.018498-0.084911i,-0.0063887-0.098655i,-0.01295-0.057107i,0.0048707-0.01743i,0.010054-0.0021156i,-0.003888+0.0093312i,-0.015667+0.026507i,-0.016956+0.03192i,-0.017214+0.021875i,-0.017731+0.010431i,-0.017945+0.0012133i,-0.022085-0.0097777i,-0.025352-0.015996i,-0.019193-0.010718i,-0.009681-0.0035382i,-0.0059442-0.00034718i
