-0.0023738+0.0010363i,-0.0017312+0.0013989i,-0.0025903+0.0020639i,-0.0018417+0.0022221i,-0.0008161+0.0023444i,-0.00073051+0.0016255i,-0.00046686+0.00099177i,0.00055269+0.00039808i,0.000775-0.00097772i,0.00078928-0.0014503i,0.0013875-0.00059156i,0.0011489+0.00018091i,0.00031339+0.00029063i,0.00062786+0.00072739i,0.00092215+0.0011874i,0.00016869+0.00027327i,0.00013361-9.7456e-05i,-2.1063e-05-0.00014692i,-7.9518e-06+0.00011643i,0.00020402+0.00037i,0.00014119-4.2672e-05i,-5.8868e-05-0.00061974i,0.00014518-0.00051715i
-0.0015232-0.0012601i,-0.0019561-0.00083413i,-0.0019715-0.00080304i,-0.0019098-0.00054873i,-0.0016956-2.5072e-05i,-0.00099588-0.00017318i,-0.00035912+0.00020716i,-0.00018249-0.00022014i,-0.00086486-0.00074574i,-0.0011445-0.00017424i,-0.00096198+0.00015995i,-0.00099326+0.00049249i,-0.00084401+0.00038886i,0.00010608-7.7911e-05i,0.0004553-0.00049806i,4.6891e-05-0.00075537i,-6.3864e-05-0.0013746i,-0.00012753-0.0012731i,-0.00030123-0.00053568i,-0.00019517-0.0001074i,-0.00029431-2.9511e-05i,-0.00058232+1.5577e-05i,-0.00051697+0.00056347i
-0.0017493-0.00046776i,-0.0019925-0.00032239i,-0.0011252-0.00049081i,-0.00048465-0.00061221i,-0.00011574+2.3644e-05i,0.00053609+0.00033563i,0.00044836-9.4396e-05i,-0.00055537-0.00059195i,-0.00079026+5.3124e-05i,-0.00013323+0.00071106i,0.00031238+0.00038291i,-2.9617e-05-0.00036886i,-0.00043077-0.00085293i,-0.00098413-0.0005661i,-0.00084297-0.00063329i,0.00012255-0.00041101i,0.00072749-0.00037702i,0.00068667-0.0009009i,0.00063235-0.00053346i,9.5502e-05+0.00032052i,-0.00041322+0.00016831i,-0.00018666+0.00046205i,0.00037614+0.00086834i
-0.0013588-0.002867i,-0.0017751-0.0023387i,-0.0017773-0.0017628i,-0.0013478-0.00077848i,-0.00080673-0.00056397i,-6.7548e-05-0.0007772i,0.00075464-0.00041429i,1.4758e-05-0.00046535i,-0.001052-0.00058743i,-0.00063905-0.00075923i,-7.7486e-05-3.9568e-05i,-0.00010076+0.00077566i,-9.2928e-05+5.0825e-05i,-0.00025895-0.00032369i,-0.00039617+0.0002449i,-0.00042523+0.00018983i,-0.00010129-0.00037747i,4.2264e-05+0.00021042i,-0.00052934+0.00057257i,-0.0011747+0.00017937i,-0.0011786+0.00011409i,-0.00024822+0.00010158i,0.0010138+0.00062401i
-0.00033088+0.00014042i,-8.464e-05-0.00058536i,-4.817e-05-0.00040182i,-0.00021257+0.00025396i,-0.00028654+0.0013039i,-0.00082444+0.0012783i,-0.00057716+0.00018336i,-0.00023675-0.00020941i,-0.00093403-0.00053515i,-0.00086275-0.00059411i,-9.8101e-05-0.00011487i,-0.0002384+3.0633e-05i,-0.00010979+1.9079e-05i,-1.3809e-05-0.00010746i,-3.216e-05-0.00072403i,0.00012651-2.928e-05i,0.00025892+8.9083e-05i,0.00076531-0.00019881i,0.00046678+0.00067046i,-5.2205e-06+0.00038905i,0.00018695+0.00013137i,-3.057e-06+0.00053076i,-0.00059659+0.00055854i
0.00069245+0.001339i,0.0016126+0.0016875i,0.0016961+0.0008128i,0.0010875+0.00026364i,0.00067614+0.00034928i,0.00011961-0.00013146i,4.3069e-05-0.00079441i,-0.00076601-0.00062694i,-0.0010965-0.00064971i,-0.0013117-0.00099331i,-0.0013387-0.0012707i,-5.4637e-05-0.00049425i,0.00049422+0.00014171i,4.8237e-05-0.00038644i,0.00014706-0.0010227i,0.00036348-0.00029176i,0.00023859+0.00023954i,0.0015345-0.00030559i,0.001292+0.00058838i,-5.048e-06+0.00067968i,-0.00020114-0.00031435i,-0.0003521-0.00051046i,-0.00033469-0.00047714i
-0.00061223-0.00052091i,-0.00042509+0.00058687i,-0.00018144+0.0013621i,0.0004094+0.0013515i,2.2256e-05+0.00081206i,-0.00025106+0.00024054i,-6.8171e-05-0.0002961i,-0.00014739-0.0009834i,1.8919e-05-0.0016135i,0.00015495-0.0016084i,0.00017168-0.0013362i,-0.00016104-0.00095135i,-0.0007402-4.5037e-05i,-0.00037011-0.00034886i,-0.00061658-0.00091326i,-0.00058315-0.00034993i,-0.00051265+0.000253i,-0.0010471+0.0008293i,-0.00080243+0.00049141i,-0.00071509-0.0007508i,-8.8e-05-0.00071218i,0.00042409+3.0578e-06i,-0.00020302-0.00013688i
-0.00054776-0.0008617i,-0.002222-0.00081601i,-0.0030389-0.00081503i,-0.0021024-0.00040145i,-0.00063826-0.00059815i,-0.00012893-0.00014408i,-0.00029225+0.00051591i,-0.00063719+0.00069466i,-0.00065598+0.00030006i,-0.00017123-0.00051715i,-0.00092834-0.00061025i,-0.0015977-0.0003718i,-0.0017632+0.00062087i,-0.0016354+0.00040491i,-0.0005946-0.00069024i,0.00029044-0.00086188i,0.00044816-0.00090077i,0.0002458-0.00047504i,-0.00041629+0.00021505i,-0.00039018+5.1572e-05i,0.00046673+4.8485e-05i,0.00080299+0.00040166i,0.00049818+0.00042818i
-0.0011528+0.00068544i,-0.0013772-0.0010641i,-0.0011765-0.00079364i,-0.00024036+0.00026316i,0.00069069-0.00041163i,0.00063802-0.0010342i,0.00036573-0.00094422i,-0.00036756-0.0010901i,-0.00069896-0.0010251i,-0.00047778-0.001138i,-0.00078069-0.00050461i,-0.00081042-0.0002991i,-0.00067063-0.0012465i,-0.001104-0.0014174i,-0.00084044-0.0012718i,-0.00053065-0.00059971i,-0.00085423+0.00078814i,-0.00074258+0.0016743i,-0.00042924+0.00063732i,1.2827e-05+2.3402e-05i,-0.00015894+0.00020074i,0.00017784+0.00013613i,0.00075663-0.00018302i
0.0007553+0.0010218i,0.0021803+0.00075429i,0.0029886+0.0016852i,0.0016929+0.0023238i,0.00070202+0.0012118i,-0.00015057-0.00036844i,-0.00090917-0.0012871i,-0.00091377-0.0010373i,-0.0011881-0.00086746i,-0.0016318-0.0012461i,-0.00067927-0.00097861i,0.0003305+5.4323e-05i,-0.00032542+0.00060075i,-0.0013042+0.00025137i,-0.001502-0.00020282i,-0.00058745-0.00010611i,0.00028021-9.0938e-05i,0.00015245+2.9777e-05i,-4.7653e-05-0.00042082i,-0.00060956-0.0012204i,-0.00035017-0.0010759i,3.8959e-05-9.5782e-05i,0.00076833+0.00023525i
-0.00078837-0.0019796i,-0.00031924-0.0016941i,-0.0010258-0.0013292i,-0.0022783-0.00073552i,-0.0013185-8.9241e-06i,0.00035152+0.0003765i,0.00040679+4.9798e-05i,-0.00093497-0.00022611i,-0.0017646-0.00078013i,-0.001494-0.00026373i,-0.00078578+0.00033384i,-0.00064111+0.0012286i,-0.00095315+0.0015758i,-0.00078447+0.00074647i,0.00029057-0.00039879i,0.00094683-0.00057144i,-8.6802e-05+0.00040463i,-0.00060705+0.00054635i,0.00022476+0.00011753i,0.00058453-0.00020803i,-6.9953e-05-0.00023207i,5.763e-05+0.00054455i,0.00085636+0.0010292i
-0.00071845+0.00018323i,-0.0010588+6.2878e-05i,-0.00092509+0.00012179i,-0.00061794+0.0011294i,-0.0004581+0.0023571i,0.00039266+0.0019905i,0.00076724+0.0011039i,-0.00068415+0.00050186i,-0.0016422-0.00031443i,-0.001269-0.00054013i,-0.00092394-0.00068951i,-0.00042786-0.00054832i,-0.00013706-0.00035572i,-0.00067865-0.0002218i,-0.00070828-2.2481e-05i,-0.000506-0.0006316i,7.1853e-05-0.001481i,7.7596e-05-0.0018252i,-0.0001937-0.0009117i,-0.00043597-0.00011947i,-0.00058936-0.00020285i,0.00025181+0.00036472i,0.00089667+0.00091191i
-7.7592e-05+0.0021516i,-0.00054647+0.0012163i,0.00033277+0.00044053i,0.00041029+0.00024979i,-0.00038329+1.0928e-05i,-0.00057309-0.00037424i,9.6077e-05-0.00031553i,0.00083045-0.00064515i,0.00023754-0.0015308i,-0.00048876-0.0015834i,-0.00060645-0.001517i,-0.00077986-0.0014407i,-0.00051535-0.00037458i,-0.00068802+0.00055781i,-0.0010782+0.00072688i,-0.00074825-9.1549e-05i,-0.00035837-0.00062302i,-0.00023753-0.00047206i,-0.00016728+0.00034019i,-0.00029109+0.00066754i,-0.00053342+0.00019041i,-0.00061558-0.00022311i,-0.00076445+5.2969e-05i
0.00068041-0.0022749i,0.00053351-0.0018772i,0.00059383-0.00082037i,-0.00023611-0.00022952i,-0.0006399-0.00091643i,0.00052242-0.001411i,0.0010206-0.001008i,0.00080126-0.0012022i,-3.3844e-05-0.0015201i,-0.00098325-0.0016548i,-0.0013392-0.0012299i,-0.00069168-0.00089637i,0.00022541-0.00062457i,3.8725e-05-0.00015902i,-0.00072904+0.00026119i,9.0181e-05-0.00036614i,0.0008973-0.00027948i,0.0003183+0.0001323i,-0.00082302-0.00021604i,-0.0011909-0.0009622i,-0.00016874-0.0012464i,2.0063e-05-0.00057515i,0.00013654+7.4255e-05i
0.00047399-0.0012611i,0.00088561-0.0016186i,0.00071957-0.002498i,8.4317e-05-0.0018394i,-0.00023926+0.00030622i,0.00022904+0.0012484i,0.00038044+0.00068647i,0.00010065+7.6287e-05i,-0.00031464-0.00025038i,-0.0004997-0.00066697i,-0.0003243-0.00041401i,-0.00029835-0.00035714i,-0.00066603+0.00036738i,-0.00058762+0.00042845i,2.4552e-05-0.00037889i,0.0011104-0.00021935i,0.00083614+5.9798e-05i,-0.00035185-0.00015255i,-0.00015102-0.00095837i,0.00050149-0.0019491i,0.00045568-0.0012906i,7.4769e-05-0.00062489i,0.00030054-0.00030428i
-0.00053026-0.00017602i,-0.00081639+0.00083711i,-0.00042034+0.0015145i,-0.00022939+0.0010476i,-0.00059766-0.00045916i,-0.00024791-0.00051194i,-5.2599e-05-0.00023057i,-0.00016455-0.00051095i,-0.00050429-0.00059927i,-0.00044886-0.00067248i,0.00031331-0.00042988i,0.0002172-4.0519e-05i,0.00067317+0.00069683i,0.00089365+0.0014805i,0.00034414+0.00095671i,0.00040794+0.00022001i,-9.4915e-05+0.00030479i,-0.00056126+0.00052232i,-0.00039219+0.00032281i,-0.00032543-0.00020446i,-0.00015673-0.0005552i,-8.7793e-06-0.00024481i,0.00025778+0.00049911i
0.00041954+0.0011532i,-0.000292+0.00063475i,-0.0001425-0.00012529i,0.00019165+0.00032976i,-0.00042346-0.00017546i,-0.00066797-0.00044626i,-0.00033448-0.00030697i,-7.763e-05-0.0009011i,-0.00018514-0.0012953i,-0.00043518-0.0014015i,0.00045872-0.00051976i,0.0010345+0.00060447i,-9.7014e-05-0.00013943i,-0.00033236-0.00075051i,0.00056927-0.0002344i,0.00078836-2.4761e-08i,-3.8359e-05+0.00024991i,0.00031047+0.0003513i,0.00057716-0.00046273i,0.00027863-0.00086852i,6.3493e-05-0.00054686i,-0.00050273-0.00080923i,-0.00046727-0.00065472i
-0.00052107+0.0020925i,-3.3757e-05+0.0029337i,0.00087034+0.0028701i,0.0013054+0.002319i,0.0013511+0.0014842i,0.00057835+0.00085125i,-0.00033189+0.00016469i,-0.00060073-0.00061578i,-0.00051519-0.0012975i,-0.00035495-0.0013665i,-0.00036552-0.0016462i,-0.00061901-0.0017869i,-0.0010693-0.00074907i,-0.0013537-8.4917e-05i,-0.0010884-0.00048978i,-0.0001167-0.00028475i,0.0007713-0.00013529i,0.00042336-0.00016698i,-0.00012479-8.1072e-06i,-0.00011425+0.00021317i,-0.00010918+0.00014385i,-0.00031178-5.4825e-05i,-0.00010407-4.9223e-05i
0.00034233-0.00010247i,8.8766e-05-0.00020284i,-0.00024577+0.00010332i,-0.00028716-7.2779e-06i,-0.00040045+0.00020807i,-0.00052566+0.00018656i,-0.00052459+0.00036819i,-0.00061864+7.2747e-05i,-0.0004864-0.00085016i,-0.00027753-0.0012456i,9.8006e-06-0.00046505i,-2.5842e-05-3.8494e-05i,0.00015036-0.00034434i,2.0598e-06+4.7044e-05i,-0.00095042-0.00042305i,-0.00071917-0.00051895i,0.00034836-0.00026371i,0.00095094-0.00047627i,0.00030621-0.00050381i,-4.5735e-05-9.2067e-05i,0.00034747+0.00042947i,0.00047776+3.5589e-05i,0.00021613-0.00016135i
-0.00094996-0.00053682i,-0.00085117+0.00026728i,-0.0008027+0.00071813i,-2.8093e-05+0.00067889i,0.00051307+0.00028879i,-0.0001209-0.00013043i,-0.0004883-0.00082311i,-0.00082489-0.0013043i,-0.0011605-0.00066578i,-0.0009991+0.00049178i,-0.00026185+0.00051043i,-2.6085e-05-0.00082022i,-0.00017896-0.0015017i,-4.4686e-05-0.00029926i,-0.00017372+0.0008382i,-0.00033045+0.00065911i,-0.00043395-5.7449e-05i,-0.00030485+5.6697e-05i,0.0005673+0.00047222i,0.0013389-0.00028689i,0.00086396-0.001008i,0.00091215-0.0009225i,0.0009189-0.00049649i
0.0017765-0.00073627i,0.0025429-0.00071441i,0.0020091-0.0011136i,0.0016575-0.0005868i,0.0013625+0.00058999i,0.00020947+0.00046676i,-0.00096491-0.00022962i,-0.001424-7.8149e-05i,-0.0012231-0.00019245i,-0.00096669-0.0001103i,-0.00037969-4.1864e-05i,0.00035968-0.00029278i,0.00014791-0.00011935i,-0.00030588-7.0655e-05i,-8.8578e-05+0.00012458i,7.1343e-05+0.00016855i,-2.406e-05+0.00022697i,0.00027381+0.00018945i,0.00027819+0.00021061i,7.3004e-06-8.4533e-05i,0.00066085-0.00087346i,0.00053018-0.00060771i,-0.00070107-0.00016564i
-0.0018996+0.00064502i,-0.0030138+0.00083978i,-0.0030485+0.0024705i,-0.0022934+0.0033854i,-0.0013888+0.002928i,-5.295e-05+0.0019446i,0.00029627+0.0007115i,-0.00035323-0.00020563i,-0.00075447-0.00037769i,-0.00057934-0.00056099i,-0.00024665-0.0007508i,0.00068034-0.00082709i,0.0012867-0.00026124i,0.0013108-0.00011051i,0.0013433-0.00079928i,0.0012113-0.00090799i,0.00058692-0.00082854i,0.00020634-0.00069126i,0.00039199+0.00015172i,0.00020145+0.00077859i,0.00017462+0.0002153i,-0.00036319+6.4157e-05i,-6.4007e-05-8.5152e-05i
-0.0016348-0.00019698i,-0.0016052+0.00059404i,-0.0019447+0.00052891i,-0.0015582+9.1168e-05i,-0.0003391-0.0003395i,0.00048363-0.00024402i,0.00053539-6.7296e-05i,5.3266e-05+5.6456e-05i,-0.00049346-0.00041097i,-0.0010093-0.0010283i,-0.00057491-0.00073135i,0.00010026+0.0002326i,-0.00012795+0.00063678i,1.7763e-05+0.00056121i,0.00061102+0.00076574i,0.00056775+0.00013361i,0.00026596-0.0010483i,2.9649e-05-0.0012502i,0.00027784-0.00093012i,0.00066806-4.7593e-05i,4.5713e-05+0.00048818i,-0.00051078+0.00026009i,-0.00044014-0.0003324i
-0.001149-0.00017127i,-0.00022975-4.3384e-05i,0.00081833+0.00067998i,0.00096474+0.001273i,0.0004636+0.0010047i,0.00075829+0.00025952i,0.00089614-0.0002733i,-0.00052927-0.00084431i,-0.00073997-0.00075291i,-0.0002654-0.00068977i,-0.00060927-0.00077972i,-0.00078489-0.00039984i,-0.00068258-0.00025072i,-0.00050934-0.0002913i,-0.00051788-0.00098773i,-0.00056599-0.00096492i,-0.0004336-0.0001662i,-0.00085553-9.4131e-05i,-0.00088779-0.00052271i,-7.0954e-05+0.00010249i,0.00044348+0.0010536i,0.00063975+0.0010373i,0.00078598+0.00071165i
0.0006737-0.0018555i,-0.00057552-0.0014691i,-0.0020644-0.00081051i,-0.002288+0.00059019i,-0.0020478+0.0013356i,-0.00096345+0.0014184i,0.00048617+0.0011997i,0.00038059+0.00029506i,-0.00076985-0.00050254i,-0.0018043-0.00062752i,-0.0015403-3.5593e-05i,-0.00085138+0.00061101i,-0.00013393+0.0001173i,4.6592e-05-0.0010409i,-0.0001069-0.00094151i,-0.00034833+0.00036552i,-0.00030372+0.00072795i,8.355e-05+0.00046473i,0.00066467+0.00030819i,0.00063203-0.00022277i,0.00026837-0.00046385i,-0.00033275-0.00030055i,-6.2377e-05-0.00052472i
0.00097119+7.8156e-05i,0.0019123-0.00029417i,0.0012305-0.00093934i,8.1668e-05-0.00137i,9.372e-05-0.0013704i,-0.0005982+3.2417e-05i,-0.0013642+0.00057046i,-0.00088307-0.00015212i,-0.00070711-0.00082102i,-0.00076214-0.0010618i,-0.00094263-0.00076045i,-0.0012439-0.00056265i,-0.00051022-7.6241e-05i,-9.6264e-05+0.000491i,-2.1278e-05+0.0004968i,0.00077507-7.8226e-05i,0.0012765-0.00058451i,0.00094114-0.00065777i,0.00015196-0.00045302i,-8.9613e-06-0.00067333i,0.00014492-0.00087899i,0.00013352-0.0010819i,0.00031758-0.00075858i
-0.00090803+0.00018693i,-0.00077302+0.0011326i,-0.00089719+0.0012201i,-0.00079695+0.00226i,-0.00081247+0.0026385i,-0.00055735+0.001188i,-0.0011678-0.0001658i,-0.0014658-0.00061996i,-0.001021-0.00091228i,-0.0011798-0.0015696i,-0.00095478-0.00086543i,-5.7266e-05-0.00029745i,0.0003759-0.00026112i,-0.00044875-0.0002814i,-0.0010488-0.00038475i,-0.00036094-0.00039825i,0.00027565-0.0010301i,1.3063e-05-0.0010328i,-0.00016687-0.00083299i,-0.00017465-0.00024978i,-0.00035774+0.00070499i,-0.00044618+0.0006741i,0.00029291+0.00023589i
-0.0015753-0.0020384i,-0.0015723-0.001258i,-0.0035997-0.0018025i,-0.0045276-0.0010936i,-0.0040566+0.000363i,-0.0021097-3.6424e-05i,-5.3945e-05-0.00048997i,0.00033454-0.00044722i,-0.00040795-0.00081986i,-0.00098661-0.0010765i,-0.00059012-0.00015077i,3.9818e-05+0.00056391i,0.00029422+0.00073875i,-0.00013668+0.00053216i,-9.5139e-05+0.00020719i,0.00064841-0.00014313i,0.00096867-0.00025204i,0.0003922-0.00099755i,-8.4125e-05-0.00091234i,-0.00051229+0.00051227i,-0.00046484+0.0010063i,3.7587e-05+0.00019968i,1.8088e-06-0.00034355i
-0.00058175-0.00068236i,-0.00098011-0.0015975i,-0.00063536-0.0019902i,0.00023924-0.0011813i,0.00010461-0.00019567i,-0.00061208+0.00027109i,-0.0011789+4.2052e-05i,-0.00095125-0.00014655i,-0.00074277+0.00012376i,-0.0010132-0.00060169i,-0.00073299-0.0010289i,-0.00012145-6.3604e-05i,-0.00040203+5.8458e-05i,-0.00085666-0.00073503i,-0.00017652-0.00086379i,0.00055902-4.5159e-06i,0.00035367+0.00067286i,9.7492e-05+0.00064842i,0.00012154+0.00066247i,-1.4114e-05+0.00090414i,-0.00024371+0.0008026i,-0.0006253+0.00023503i,-0.00039279-0.0001895i
0.0019809-0.0003166i,0.0013467-0.00047691i,0.0013881-0.00033079i,0.0013787-0.0001566i,0.00079173-0.00024608i,0.00054352-0.00054214i,-3.6153e-06-0.00065003i,-0.00010601-0.00085947i,-6.1337e-05-0.00098841i,-0.00017322-0.0012171i,0.00037062-0.0014352i,8.2036e-05-0.00085544i,-0.00035256-0.00037595i,0.00033462-0.00037591i,0.000276-0.00049534i,-0.0007304-0.00033006i,-0.00051843-0.00056624i,0.00015701-0.00030394i,0.00011657+6.7302e-05i,-4.4758e-05+0.0003539i,5.8644e-05+0.00090074i,0.00020245-4.0896e-05i,0.00029003-0.00062686i
0.0015488+0.00025719i,0.0028743+4.0526e-06i,0.002281-0.00076916i,0.00055008-0.0011803i,0.00040276-0.00095108i,0.00032977-0.00011111i,-0.00024233-0.00012592i,-0.00046964-0.0010583i,-0.00052954-0.0020116i,-0.00023052-0.0021894i,-0.00019669-0.0011859i,-0.00079774-0.00059235i,-0.00046806-0.00046318i,-0.00059212-0.00062902i,-0.00090471-0.00065789i,0.00016178-0.00037786i,0.00078621+4.3358e-05i,-3.6856e-05+0.0001758i,-0.00052136+0.00031059i,-0.00031954+0.00017649i,0.00010123+0.00032949i,0.00047863+5.9649e-05i,0.0011803-0.00045576i
0.00062008-0.00045568i,0.0013505+0.0007212i,6.5735e-05+7.3379e-05i,-0.0012873-0.00038075i,-0.00014101+0.00039624i,0.00088054+0.0010783i,0.00030103+0.00063694i,-0.00053498-0.00074243i,-0.0011631-0.0017209i,-0.00087343-0.0016809i,-0.00038327-0.001567i,-6.5925e-05-0.0011806i,0.00027512-0.00071151i,-0.0002117-0.00011567i,2.172e-05+0.00099974i,-8.9735e-05+0.0010652i,-0.00069307-0.00018903i,-0.00078878-0.00035654i,-0.00068406-0.00014563i,-0.0001866+0.00027973i,-0.00044418+0.00033973i,-0.00059989+0.00013182i,-0.00030746+1.854e-05i
0.00051818+0.0023689i,0.0008893+0.0024274i,0.0010979+0.00095169i,0.00063693-0.00026321i,0.00017945-0.00064977i,-0.0011367-0.00019964i,-0.00094743+0.00016362i,-8.9584e-06-3.707e-05i,0.00051431+6.3366e-05i,0.00089082+0.0003668i,0.0003737+0.00016981i,-0.00048656-0.0010084i,-0.00047329-0.0012676i,0.00027505-0.00040321i,0.0003936+0.00036811i,-0.00018604+0.00020563i,-0.00018341+0.00020954i,0.0003767+0.00046985i,0.00075251-0.00017995i,0.00023219-0.0010279i,-0.00057711-0.00029619i,-0.00024669+1.2796e-05i,-0.00057214+1.3875e-05i
0.0030862+6.7348e-05i,0.0025475-0.00080475i,0.0018569-0.0013433i,0.00095262-0.0012053i,2.6143e-05-0.0010752i,-0.00023809-0.00069266i,0.00037466+0.00062483i,0.00041126+0.00090838i,-0.0010729-1.4163e-05i,-0.0020196-0.00059981i,-0.0015952-0.00033514i,-0.0011863-0.00042987i,-0.00082644-0.00024115i,-0.00034569+0.00020059i,0.00022648+0.00076538i,-0.00012375+0.00064878i,-0.00024705+0.00020785i,8.4507e-05+0.00067841i,7.4075e-05+0.00076929i,-0.00024521-0.00013905i,-0.00090915-0.00044201i,-0.00074238+5.0964e-05i,7.3752e-05-0.00011976i
0.0013674-0.00095396i,0.00025244-0.0018055i,0.00057267-0.0019488i,0.00072961-0.0014908i,6.8042e-05-0.0014205i,-3.2911e-05-0.00089223i,-0.00040657+6.6034e-05i,-0.0010751+0.00062846i,-0.00084247-0.00060395i,-0.0012172-0.0015948i,-0.0017261-0.00094156i,-0.0013045-0.00077866i,-0.0001263+2.4282e-05i,0.00016987+0.00037834i,-0.00061217+0.00042111i,-0.00050493+0.00071154i,-0.00011162+0.00050653i,-0.00060258-6.1015e-05i,-7.0748e-05-0.00041511i,0.0013506+0.0001722i,0.0010234+0.00031022i,8.9156e-05-8.329e-05i,-0.00062646-0.00038217i
-0.0035774+0.00080161i,-0.0031099+0.001881i,-0.002458+0.0022007i,-0.0004489+0.0023963i,6.8632e-05+0.0021664i,0.00024757+0.0018277i,0.0011451+0.00070557i,0.00078747-0.00032449i,-0.00036045-0.00059319i,-0.00034157+0.0001576i,0.0010423+0.00010733i,0.0013422-0.00066271i,0.00087928-0.00093041i,0.00031471-0.00071869i,-0.00011068-0.00072121i,-0.00022268-0.00016176i,-0.00060355-2.8139e-05i,-0.0010657-0.00014571i,-0.0008986+0.00041578i,0.00034634+4.0239e-05i,0.00088224-5.8319e-05i,0.00010103+0.00015681i,-6.7029e-05-0.00022284i
-0.0019004+0.00092443i,-0.0017696+0.0014385i,-0.001462+0.0014553i,-0.00073526+0.0016431i,-0.00086249+0.0013345i,-0.00089601+0.0010763i,-0.00093959+0.00042002i,-0.00014513-0.00065661i,0.00034294-0.0011677i,0.00011897-0.0011317i,-8.6086e-05-0.0011551i,-0.00018488-0.00033148i,-0.00038661+6.9874e-05i,-0.00089777-0.00036459i,-0.00096254-0.0006145i,-0.00090442-0.0014394i,-0.0007025-0.0013472i,-0.00038652-0.00099925i,-0.00066867-0.00081142i,-0.00072822-0.00014927i,0.00021793+0.00098477i,6.0012e-05+0.0011505i,-0.00031845-0.00030216i
-0.0020707+1.6596e-05i,-0.0010504+0.0014136i,-0.00091533+0.0015434i,-0.00067296+0.0012257i,-0.00031223+0.001466i,0.00011922+0.000984i,0.00040316-0.00067707i,-4.3822e-05-0.0016565i,-0.00083728-0.0012902i,-0.0006959-0.00019787i,0.00069235+0.00030808i,0.0016225-3.4685e-05i,0.00099355+0.00014227i,0.00031806+0.00039779i,0.00027607-1.5519e-05i,-0.00025858-0.00077473i,0.00046752-0.0013i,0.0018015-0.0011725i,0.0009595-0.00035795i,-0.00014862-9.7226e-05i,4.8887e-05+0.00054197i,6.8443e-05+0.00040501i,0.00036774-0.0010089i
-0.00094904-0.0015699i,-0.0028098-0.0002524i,-0.003671-0.00056925i,-0.0026099-0.00091085i,-0.0015432-0.00040353i,-0.0016781+0.001036i,-0.0011204+0.00098439i,-0.00046031-0.00022763i,-0.0012297-0.00085862i,-0.0017474-0.001241i,-0.00097389-0.0008526i,2.1866e-06+0.00035172i,0.00032873+0.00062791i,0.00021291-4.3785e-05i,0.00024628+4.7509e-05i,0.0003457+0.0002043i,0.00035726-0.00061924i,3.0567e-05-0.00060263i,-0.00062717+0.00012179i,-0.00020683+0.00081625i,0.00064446+0.00086107i,0.00064175+0.00015944i,1.7891e-06+0.00011458i
-0.00054864+1.1128e-05i,-0.00038905+0.0003698i,-0.00031384+0.00037682i,0.00024389+0.00025218i,0.00049606-0.00026922i,0.00027839-0.00051294i,6.0569e-05-0.00026601i,-0.00063007-0.00065334i,-0.0010063-0.0007607i,-0.00062028-0.00029413i,8.3981e-06-0.00065327i,0.00048997-0.00078987i,0.0003442-0.0004691i,-3.0814e-05-0.00033031i,-0.00070071+0.00024797i,-0.0012482+0.00078548i,-0.00041458+0.00026713i,0.0001514-6.6858e-05i,0.00017634+5.0271e-05i,-0.00021556-0.00044379i,-0.00062864-0.00013726i,0.00064131+0.00076379i,0.0013837+0.00099936i
-0.0016629+0.00066439i,-0.0020379+0.0013532i,-0.0020295+0.0023248i,-0.0010734+0.0017029i,1.8574e-05+0.00098873i,0.00055338+0.0012702i,0.00045114+0.00094242i,-0.00010874-0.00093394i,5.6312e-05-0.001477i,0.0006751-0.0001196i,0.00039318+0.00010343i,0.00043564-0.00062104i,0.00029291-0.00089585i,-0.00044279-0.000899i,-6.9282e-05-0.00036208i,0.00065713-0.00040719i,-2.6413e-05-0.00044916i,2.5159e-05-0.00038948i,0.0010662-0.00026556i,0.0010599+0.00012828i,0.001608+0.000406i,0.001425+0.00048772i,-0.00013674+0.00029781i
0.00039404-0.0015554i,0.00080821-0.0008113i,0.00049283-0.00021551i,-0.00076482-0.00031084i,-0.0012451-0.00066037i,0.0001032-0.00036667i,0.00034022+0.00052221i,-0.00059061+0.0004087i,-0.00092522-0.00015799i,-0.0004276-0.00020496i,5.0886e-05-0.00073198i,-0.000197-0.0011118i,-0.00068915-0.0011445i,-0.0004683-0.00033398i,-0.00053047+0.00033505i,-0.0014518-0.0005897i,-0.00081206-0.0010951i,4.4097e-05-0.00034525i,-0.00022017-8.5797e-05i,-0.00023247-0.00048113i,-1.8624e-05+0.00016086i,-4.0906e-05+0.00069877i,0.00012772+0.00061279i
-0.0008871+0.0017344i,-0.0010133+0.00082258i,-0.00084142+0.00029024i,-0.0004178+0.00014586i,-0.00077584+0.00037036i,-0.00068508+0.00071933i,-0.00073121+0.0010439i,-0.001582+0.0013869i,-0.0019322+0.00017432i,-0.00099905-0.00062675i,0.0003603-0.00032551i,0.00089284-0.0006172i,0.00059173-0.0010101i,0.00062866-0.00077082i,0.00027545-0.00031466i,-0.00057353-0.00040681i,-9.4754e-06-0.00053857i,0.00026321+0.00025367i,-0.00020738+0.00066963i,-0.00028175-0.00028747i,-0.00065443-0.00064648i,-0.0004061-0.00054628i,0.00061-5.9447e-05i
