0.0016295-0.00060595i,0.0013721-0.0023641i,-0.00039981-0.0021859i,-0.001773-0.0016935i,-0.0021808-7.6302e-05i,-0.00175+0.0015708i,-0.0011065+0.0017485i,-0.00016405+0.0013042i,0.0012961+0.00020332i,0.0013486-0.00041283i,0.00027526-0.00079446i,4.6408e-05-0.0010062i,-0.00010956-0.00050078i,-0.00015301+0.00027096i,-6.0371e-05+0.00059157i,-0.00039687+0.00033797i,0.00038793+0.00042182i,0.000818+0.00081257i,-8.5023e-05+0.00043725i,-0.00050293-4.347e-05i,-0.00053602-0.00016878i,-0.00049833-0.00011994i,-0.00051734+0.00034868i
0.66791-0.54145i,0.57509-0.74967i,0.39794-0.68029i,0.4187-0.46606i,0.43176-0.35512i,0.27787-0.27762i,0.13197-0.15884i,0.056008-0.070074i,0.018674-0.023609i,0.0071549-0.016054i,-0.012903-0.015i,-0.017031+0.0081163i,0.00063618+0.028753i,0.004164+0.035362i,-0.010141+0.025559i,-0.026993+0.017848i,-0.02509+0.023186i,-0.011176+0.025145i,-0.0031714+0.022098i,0.00040447+0.016129i,-0.0033891+0.0089787i,-0.0079742+0.011314i,0.00023506+0.016235i
0.9395+0.31693i,1.0319+0.30577i,0.69449+0.17979i,0.22481+0.06692i,-0.061975+0.072733i,-0.12155+0.16853i,-0.040434+0.22782i,0.070968+0.16363i,0.10879+0.067023i,0.086453+0.041475i,0.063169+0.03981i,0.029058+0.01924i,-0.011537+0.0053817i,-0.022876-0.0047682i,-0.0085713-0.014113i,0.0065507-0.021932i,0.0068519-0.034148i,-0.0096671-0.039161i,-0.032119-0.027055i,-0.0429-0.0053266i,-0.040026+0.0081864i,-0.038646+0.014389i,-0.032751+0.021977i
0.1697+0.67073i,-0.038453+0.65881i,-0.30876+0.5186i,-0.31811+0.40783i,-0.10022+0.17813i,0.025015-0.1818i,-0.04975-0.35202i,-0.13998-0.23845i,-0.14385-0.085073i,-0.12572-0.023654i,-0.10699+0.0025557i,-0.060666+0.021145i,-0.0085652+0.022721i,0.020453+0.021543i,0.025685+0.024545i,0.025823+0.029908i,0.028557+0.027897i,0.025566+0.012575i,0.023581-0.0052413i,0.025322-0.019072i,0.021567-0.027823i,0.013854-0.030656i,0.0089591-0.024643i
0.12356+0.53781i,0.42821+0.23485i,0.57489-0.26961i,0.45268-0.43812i,0.32088-0.23315i,0.30253-0.024793i,0.29683+0.022981i,0.24189-0.012473i,0.14296-0.023741i,0.07202+0.0046188i,0.027637+0.0072868i,-0.031253-0.0061154i,-0.068052-0.011906i,-0.07599-0.020194i,-0.068513-0.010459i,-0.049796+0.0081764i,-0.035163+0.017775i,-0.01985+0.019763i,-0.010491+0.0074322i,-0.014005-0.0049441i,-0.010647-0.0092438i,-0.0045944-0.014022i,-0.0085825-0.013723i
-0.60875+0.59402i,-0.48775+0.7687i,-0.15432+0.62927i,-0.0054112+0.30225i,-0.071552+0.10137i,-0.058699+0.062729i,0.01314+0.039372i,0.033069+0.039368i,0.039683+0.038281i,0.021382+0.011661i,0.0020811+0.007787i,0.027134+0.0055155i,0.060363-0.020271i,0.071672-0.04927i,0.061822-0.062301i,0.055454-0.047737i,0.060756-0.033394i,0.049527-0.033454i,0.024115-0.022041i,0.010034-4.9517e-05i,0.010502+0.011196i,0.010118+0.006772i,0.0048436+0.0013379i
-0.64366-0.25755i,-0.621-0.25267i,-0.48162-0.091073i,-0.34688+0.1224i,-0.1839+0.17511i,-0.092698+0.072769i,-0.10429+0.0067568i,-0.10296+0.02797i,-0.048922+0.045662i,-0.0035798+0.015437i,-0.00096813-0.017715i,-0.016647-0.0057571i,-0.033144+0.036097i,-0.046133+0.067851i,-0.046817+0.067806i,-0.047398+0.053868i,-0.04516+0.049815i,-0.027048+0.045161i,0.0015019+0.027141i,0.025707+0.0029748i,0.035399-0.0081939i,0.041331-0.0028847i,0.04096+0.00078603i
-0.41475-0.29616i,-0.40331-0.097691i,-0.18554-0.014846i,-0.011877-0.18263i,-0.027034-0.22637i,-0.071479-0.0017921i,-0.014624+0.23713i,0.084696+0.31659i,0.12074+0.24148i,0.073229+0.13056i,0.027882+0.066789i,0.018565+0.0034488i,0.0028035-0.060484i,-0.011032-0.061936i,-0.012332-0.017931i,-0.015023+0.018896i,-0.010535+0.027906i,0.0036019+0.014621i,0.01135-0.0075138i,0.0059562-0.020621i,-0.00086452-0.013563i,-0.0053738-0.0017283i,-0.011737+0.0028061i
0.12401-0.88237i,-0.00087286-1.0682i,-0.19014-0.95166i,-0.33667-0.67328i,-0.37496-0.43368i,-0.33158-0.35953i,-0.29318-0.38761i,-0.27008-0.31975i,-0.20895-0.15168i,-0.12714-0.036149i,-0.077197+0.020496i,-0.034099+0.074392i,0.023588+0.11051i,0.063318+0.11095i,0.082424+0.095825i,0.094598+0.081114i,0.091916+0.061333i,0.073155+0.03723i,0.047528+0.020735i,0.020227+0.016893i,1.4452e-05+0.012658i,-0.0047807-0.0055689i,-0.0063021-0.031651i
0.63177-0.063208i,0.65792+0.20823i,0.56795+0.51013i,0.50607+0.55153i,0.46199+0.26988i,0.38501-0.17173i,0.20687-0.46935i,-0.031314-0.40625i,-0.12683-0.1633i,-0.094713-0.03663i,-0.092927+0.0080725i,-0.062138+0.039474i,0.011845-0.021316i,0.0087679-0.10658i,-0.060193-0.10577i,-0.11051-0.047341i,-0.11821+0.014254i,-0.089028+0.059318i,-0.034187+0.071721i,0.011137+0.050498i,0.024819+0.029403i,0.019207+0.028899i,0.008821+0.039256i
-0.50285+6.4252i,1.3999+6.0347i,3.6844+5.0496i,4.3875+1.9141i,3.4195-1.3323i,1.1187-2.9262i,-0.85672-2.1784i,-1.3399-0.65608i,-0.4522+0.25677i,0.70665-0.051853i,0.81296-0.85039i,0.17596-1.2254i,-0.55544-1.6084i,-1.3531-2.224i,-1.6446-2.3001i,-1.1058-1.4123i,-0.42122-0.43594i,-0.33459+0.0027591i,-0.70461+0.25815i,-0.72818+0.56919i,-0.19937+0.69166i,0.3596+0.39528i,0.4459-0.10951i
0.47989+0.53487i,0.51762+0.32784i,0.19975-0.067879i,-0.22874-0.21551i,-0.35717-0.079514i,-0.24471-0.0060137i,-0.19887-0.048821i,-0.19328-0.0493i,-0.11352-0.0039708i,-0.014029+0.018536i,0.039078+0.031317i,0.030056+0.040127i,-0.02243+0.026095i,-0.088269-0.0034605i,-0.12529-0.015056i,-0.10166-0.013235i,-0.060708-0.018242i,-0.048181-0.005507i,-0.049648+0.020446i,-0.049+0.030027i,-0.042576+0.029282i,-0.022457+0.024639i,-0.0074081+0.0079124i
-0.28807+0.59281i,-0.2688+0.60853i,-0.049931+0.53901i,0.21926+0.44352i,0.26042+0.21663i,0.092255-0.0018565i,0.0069271-0.049256i,0.07909-0.056013i,0.096267-0.089556i,0.02432-0.053924i,0.017012+0.0012597i,0.062627-0.026137i,0.073227-0.082411i,0.032483-0.097134i,-0.038422-0.073187i,-0.066178-0.031855i,-0.034353-0.016762i,-0.0074173-0.029652i,-0.006578-0.028358i,-0.0043538-0.015381i,0.0074831-0.017127i,0.014793-0.019011i,0.025897-0.0055491i
-0.26153+0.29321i,0.015245+0.28883i,0.22065+0.1277i,0.095223-0.014266i,-0.12068+0.047074i,-0.20955+0.21965i,-0.22741+0.27595i,-0.19784+0.22679i,-0.085692+0.15845i,0.036414+0.080448i,0.09972+0.037077i,0.11428+0.033444i,0.084497+0.027302i,0.040035+0.0043853i,0.014052-0.031804i,-0.0051825-0.049975i,-0.0042735-0.029957i,0.01984-0.01535i,0.027528-0.033817i,0.0079435-0.054723i,-0.012408-0.051733i,-0.014857-0.034093i,-0.0062237-0.017849i
-0.8965-0.11663i,-1.1863+0.08303i,-1.201+0.30813i,-0.97214+0.39495i,-0.62505+0.34383i,-0.26531+0.26363i,0.0067901+0.17503i,0.099716+0.044437i,0.05225-0.04724i,-0.0015805-0.051348i,-0.0093982-0.053582i,-0.012889-0.078395i,-0.015859-0.079802i,-0.0061516-0.063846i,-0.0035305-0.050112i,-0.010557-0.037689i,-0.016407-0.031914i,-0.023421-0.024942i,-0.020665+0.00024503i,0.004457+0.02658i,0.02616+0.030019i,0.018173+0.01898i,-0.0039154+0.010283i
0.012437-0.6646i,0.25196-0.78259i,0.48803-0.68168i,0.53045-0.43361i,0.42907-0.20871i,0.26407-0.15641i,0.093746-0.18241i,0.0031499-0.12232i,-0.001578-0.025615i,0.0073329+0.0065881i,-0.00052611+0.012894i,-0.0052125+0.039264i,-0.011871+0.062947i,-0.032684+0.072897i,-0.041171+0.069373i,-0.031383+0.046001i,-0.017316+0.021167i,0.0088498+0.0063483i,0.030636-0.015813i,0.021659-0.034481i,0.0058201-0.030309i,0.0097298-0.019254i,0.01564-0.015716i
0.04052-0.31161i,-0.064804-0.018182i,-0.0086828+0.2258i,0.099382+0.033217i,-0.029624-0.21758i,-0.20234-0.097164i,-0.17213+0.12219i,-0.092744+0.14124i,-0.069249+0.052946i,-0.053777-0.00082618i,-0.021053-0.010026i,0.014682-0.022457i,0.033701-0.051787i,0.038353-0.084273i,0.018245-0.10335i,-0.017126-0.09157i,-0.035786-0.057743i,-0.036727-0.021097i,-0.02346+0.012505i,-0.0035951+0.029494i,0.0056361+0.027236i,0.0096509+0.020774i,0.019107+0.0073935i
0.53884-0.42934i,0.40413-0.58776i,0.03475-0.40394i,-0.19359+0.04707i,-0.11153+0.32129i,0.060931+0.28702i,0.14095+0.18928i,0.13811+0.12584i,0.11154+0.085728i,0.084395+0.043867i,0.04791-0.00026858i,0.010793-0.00012368i,-0.0088139+0.033458i,-0.01377+0.050099i,-0.009726+0.034299i,-0.011932+0.0071729i,-0.021937-0.0058048i,-0.02605-0.0059615i,-0.024056-0.0013811i,-0.01466+0.0058743i,-0.0068887+0.010882i,-0.0096983+0.015355i,-0.0077539+0.020185i
0.49492+0.4779i,0.52071+0.60837i,0.48307+0.48645i,0.47302+0.159i,0.40013-0.069295i,0.26561-0.086873i,0.17014-0.048849i,0.090492-0.044054i,0.0067073-0.03107i,-0.022938-0.0013947i,-0.026777+0.02278i,-0.046009+0.037396i,-0.056297+0.042131i,-0.039423+0.042912i,-0.0092135+0.041743i,0.010497+0.023895i,0.0084628+0.0027523i,0.0067614+0.00036547i,0.017496+0.00018173i,0.01889-0.009567i,0.0053518-0.012183i,-0.0035673-0.001656i,-0.0021041+0.0051976i
0.13603+0.14972i,-0.022046-0.35753i,-0.36638-0.80646i,-0.56901-0.73128i,-0.44577-0.44122i,-0.2421-0.32236i,-0.18344-0.2635i,-0.14096-0.15993i,-0.051634-0.089i,0.0047518-0.061825i,0.029975-0.049113i,0.041699-0.045571i,0.035187-0.03892i,0.025119-0.033611i,0.020095-0.041714i,0.014851-0.050905i,0.0090357-0.049848i,-0.0037607-0.043038i,-0.024632-0.031746i,-0.034312-0.013248i,-0.025477-0.0027058i,-0.014183-0.010326i,-0.0061814-0.017649i
-0.077425+0.7263i,0.30278+0.97608i,0.69496+0.97509i,0.68309+0.79696i,0.35734+0.64292i,0.09697+0.56612i,0.017529+0.47835i,0.024067+0.33785i,0.015116+0.19319i,-0.011883+0.12329i,-0.013731+0.095823i,-0.010568+0.051125i,-0.019133+0.0081338i,-0.027078-0.0082394i,-0.030114+0.00080136i,-0.022502+0.0096544i,-0.013394+0.0034377i,-0.002538-0.0017528i,0.017261-0.0041159i,0.028501-0.012844i,0.022734-0.020539i,0.011189-0.022413i,0.00097113-0.017804i
-0.75199+0.019219i,-1.0045+0.023416i,-0.99551+0.062757i,-0.69428+0.060686i,-0.34226-0.038302i,-0.14224-0.10199i,-0.024144-0.092748i,0.053128-0.089411i,0.068932-0.090509i,0.052216-0.083866i,0.022729-0.067092i,0.012141-0.02838i,0.030772+0.0041554i,0.054288+0.0078581i,0.0625-0.010866i,0.050132-0.024685i,0.038254-0.018994i,0.033072-0.012686i,0.0151-0.01124i,-0.0040982-0.0087946i,-0.0072321-0.0069529i,-0.00016156-0.0010093i,0.0090876+0.010664i
-0.24976-0.24362i,-0.023812-0.22478i,0.17339-0.25168i,0.045455-0.24004i,-0.10982-0.067727i,-0.020965+0.049991i,0.048509-0.025722i,-0.020858-0.075614i,-0.060144-0.025756i,-0.039693+0.0045513i,-0.028532-0.0037829i,-0.051682-0.016334i,-0.090042-0.01413i,-0.10356+0.0060198i,-0.082864+0.02588i,-0.050833+0.027856i,-0.030247+0.016619i,-0.019557+0.010275i,-0.0028031+0.0085306i,0.016057+0.001649i,0.025275-0.0051789i,0.024067-0.0080446i,0.010255-0.0088913i
-0.18454-0.53556i,-0.33626-0.39637i,-0.2697-0.046951i,-0.016452+0.10932i,0.022132+0.032012i,-0.17687+0.043872i,-0.22839+0.16761i,-0.11467+0.17934i,-0.042148+0.089528i,-0.026491+0.032817i,-0.01247+0.012361i,0.0076773-0.00183i,0.032752-0.010093i,0.048637-0.012787i,0.045412-0.011789i,0.031474-0.011064i,0.014169-0.0072789i,0.0057494+0.0035038i,0.0099047+0.0093704i,0.01243+0.0059679i,0.0089961+0.0054632i,0.0078513+0.0059261i,0.0093865-0.0044855i
0.52778-0.39932i,0.64477-0.55141i,0.50648-0.65213i,0.19091-0.60316i,0.0081718-0.3735i,0.063917-0.1463i,0.14513-0.075845i,0.11536-0.066729i,0.071672-0.033416i,0.073128-0.013285i,0.082918-0.020825i,0.070223-0.033986i,0.033836-0.036801i,-0.002104-0.033146i,-0.020572-0.032498i,-0.026564-0.031598i,-0.026357-0.025348i,-0.027635-0.016773i,-0.031637-0.0027184i,-0.030299+0.017148i,-0.023987+0.031822i,-0.015108+0.035511i,-0.0064862+0.031638i
0.3667+0.099876i,0.13924+0.3226i,-0.13859+0.6642i,-0.15175+0.75121i,-0.081168+0.4184i,-0.17061+0.062717i,-0.24695-0.022059i,-0.19103-0.0055874i,-0.11498-0.011441i,-0.079256-0.017738i,-0.061151-0.012365i,-0.033684+0.0039221i,0.0059657+0.015696i,0.035408+0.024157i,0.046572+0.028475i,0.04169+0.018215i,0.025408+0.0049744i,0.012834+0.002503i,0.012609+0.0065354i,0.015889+0.0032677i,0.011618-0.0037971i,0.0051444-0.00071811i,0.005862+0.0043721i
0.34699+0.29904i,0.346-0.009552i,0.1883-0.46032i,0.077595-0.6187i,0.10032-0.47093i,0.11854-0.30424i,0.082802-0.17204i,0.074348-0.066705i,0.08006-0.028904i,0.069117-0.017741i,0.05178+0.0012141i,0.025956+0.016694i,-0.0036656+0.019623i,-0.020392+0.013036i,-0.016665+0.0017419i,-0.0051491-0.010048i,-0.0014713-0.010554i,-0.0041338-0.0030565i,-0.0077081-0.0012314i,-0.012337-0.0033246i,-0.015153-0.006825i,-0.017868-0.0095973i,-0.019553-0.0025366i
-0.10781+0.50708i,0.011831+0.50557i,0.13747+0.32746i,0.1064+0.17361i,0.018751+0.14547i,0.03096+0.16197i,0.09167+0.1047i,0.087557-0.007164i,0.029813-0.062131i,-0.010395-0.044806i,-0.012231-0.024677i,-0.0014336-0.030472i,0.0042561-0.042844i,-0.00099064-0.04291i,-0.006244-0.02072i,0.0068213-0.0018668i,0.018653-0.0098583i,0.010035-0.021848i,-0.00169-0.01595i,-0.0043246-0.0036573i,-0.0059612-0.0009113i,-0.010866-0.0051965i,-0.013654-0.0094021i
-0.38966+0.32086i,-0.27262+0.40312i,-0.063793+0.3474i,0.030548+0.25794i,0.022674+0.19491i,-0.010811+0.10403i,-0.050949+0.049499i,-0.0422+0.059199i,-0.0028743+0.056762i,0.010213+0.036865i,0.0072597+0.027533i,0.0028685+0.025842i,0.010929+0.026353i,0.025694+0.012288i,0.020123-0.0087768i,0.0031333-0.011241i,-0.0061112+0.0015914i,-0.0051688+0.012087i,-0.00056602+0.0052934i,0.00042333-0.011324i,0.0034058-0.020377i,0.011225-0.021276i,0.013918-0.015441i
-0.54628-0.19507i,-0.56366-0.11588i,-0.36074-0.053089i,-0.19567-0.12695i,-0.1517-0.15119i,-0.073673-0.043558i,0.017255+0.0064858i,0.027902-0.0095935i,0.023205-0.0090771i,0.035226-0.019216i,0.026132-0.033615i,0.023246-0.025766i,0.035762-0.014131i,0.037532-0.0061179i,0.028418+0.0033101i,0.02282+0.010472i,0.025766+0.0011459i,0.018957-0.019557i,-0.0036272-0.021104i,-0.017208-0.0040592i,-0.012961+0.0053938i,-0.006415+0.0019343i,-0.0033245-0.0033313i
-0.14367-0.47731i,-0.24148-0.39696i,-0.30663-0.12348i,-0.26528+0.086825i,-0.15566+0.083198i,-0.11722-0.020834i,-0.13427-0.049444i,-0.10528-0.014313i,-0.057567+5.44e-05i,-0.041303-0.0064649i,-0.046824-0.0016968i,-0.065042+0.024628i,-0.074545+0.055439i,-0.059466+0.061937i,-0.036155+0.043632i,-0.025592+0.022311i,-0.027677+0.016377i,-0.020771+0.025747i,0.0078376+0.024841i,0.035226+0.0078016i,0.041193-0.0028202i,0.035267-0.0018661i,0.022698-0.0019712i
0.22613-0.52315i,0.20818-0.60049i,0.28732-0.51312i,0.41825-0.42i,0.35196-0.3281i,0.1748-0.15007i,0.11587+0.0064437i,0.12009+0.031196i,0.090203+0.0093406i,0.066253+0.0082108i,0.063039-0.0040609i,0.058267-0.034645i,0.051582-0.052181i,0.044741-0.046411i,0.031026-0.03064i,0.018969-0.013338i,0.015406-0.0042681i,0.007915-0.0095703i,-0.0082286-0.010423i,-0.018669+0.0024857i,-0.016627+0.013016i,-0.0099451+0.016214i,-0.0013962+0.013782i
0.6189-0.028792i,0.6285-0.051994i,0.36348-0.021018i,0.070036+0.029124i,-0.055124+0.028261i,-0.057189-0.0076606i,-0.033836-0.026085i,-0.012745-0.030132i,-0.0054849-0.038621i,-0.010764-0.034414i,-0.015959-0.024409i,-0.030711-0.012901i,-0.045989+0.011531i,-0.040743+0.023588i,-0.027254+0.0096188i,-0.021139-0.0069801i,-0.017158-0.011585i,-0.0094453-0.0038561i,0.00092943+0.0067225i,0.0040655+0.01242i,-0.0037089+0.019984i,-0.0069768+0.028137i,-0.00067326+0.026854i
0.25131+0.38313i,0.14708+0.40059i,-0.0083891+0.34616i,-0.0079297+0.26003i,0.063436+0.11932i,0.039642+0.0053313i,-0.018279+0.0018129i,-0.024898+0.046464i,0.00081377+0.06456i,0.015064+0.051099i,0.015218+0.032948i,0.032297+0.018055i,0.054846+0.0025503i,0.059051-0.002043i,0.049465+0.001986i,0.033435+0.0021814i,0.019567-0.0022049i,0.0081975-0.012411i,-0.0079649-0.022602i,-0.020467-0.025429i,-0.021888-0.024442i,-0.021399-0.019981i,-0.018951-0.0086191i
0.038162+0.46414i,0.1054+0.308i,0.043879-0.023658i,-0.065962-0.16294i,-0.042301-0.079074i,0.039566-0.016166i,0.047998-0.02491i,0.033951-0.036442i,0.032092-0.036268i,0.033667-0.029367i,0.033013-0.028401i,0.00309-0.02352i,-0.039833+0.00036287i,-0.053114+0.022409i,-0.037674+0.023549i,-0.019266+0.013072i,-0.0081092+0.0056822i,-0.00059896+0.0059459i,0.0068586+0.0098475i,0.0093888+0.0097685i,0.0030208+0.0053615i,-0.0053291-0.00082149i,-0.0086627-0.0043596i
-0.47713+0.30055i,-0.43532+0.37015i,-0.22655+0.35606i,-0.069559+0.32789i,-0.014262+0.27908i,0.028383+0.16676i,0.03634+0.033784i,-0.014497-0.030997i,-0.053299-0.020434i,-0.048904+0.0035502i,-0.03606+0.0080438i,-0.027947-0.0018036i,-0.01733-0.022592i,-0.013011-0.033929i,-0.0073139-0.01897i,0.0057637-0.002091i,0.010573-0.0015654i,0.0066188-0.0081691i,0.0041568-0.017112i,0.006411-0.027206i,0.0091043-0.036888i,0.0053864-0.04222i,-0.0027715-0.035562i
-0.36734-0.14232i,-0.19287-0.12876i,0.091555-0.13269i,0.17057-0.1477i,0.056075-0.096619i,-0.049888-0.0015518i,-0.074712+0.071951i,-0.030718+0.091183i,0.017677+0.053923i,0.023303+0.013833i,0.022496-0.0011467i,0.026491-0.011952i,0.026833-0.011247i,0.028865-0.0088202i,0.016927-0.018238i,-0.0042656-0.014482i,-0.0068719+0.0042812i,0.0023111+0.015232i,0.0027548+0.016622i,-0.0031794+0.019245i,-0.0018777+0.024008i,0.0077472+0.022615i,0.013698+0.016317i
-0.30505-0.40808i,-0.41121-0.24287i,-0.34184+0.014369i,-0.20863+0.043777i,-0.15592-0.038332i,-0.10213-0.0011428i,0.0068809+0.042714i,0.057763+0.01147i,0.034084-0.015342i,0.0013049-0.017182i,-0.013798-0.0096487i,-0.0095948-0.0030111i,-0.0067872-0.00040533i,-0.010727+0.0080485i,-0.009887+0.017303i,-0.0052023+0.010401i,-0.0058925-0.010949i,-0.0093576-0.026125i,-0.0026464-0.028092i,0.0094962-0.023781i,0.014926-0.015091i,0.014191-0.0050148i,0.0078359-0.00042263i
0.25918-0.48925i,0.14722-0.53605i,-0.02343-0.37604i,-0.024796-0.19681i,0.05166-0.16393i,0.010369-0.20472i,-0.072355-0.17225i,-0.070703-0.080108i,-0.014316-0.020574i,0.025323-0.010709i,0.029036-0.0095231i,0.01778+0.0034745i,0.010777+0.021913i,0.014402+0.030064i,0.018189+0.012429i,0.0036987-0.0076639i,-0.010552+0.0015501i,-0.0062576+0.024045i,0.0022223+0.033692i,0.0051258+0.031023i,0.0047407+0.027734i,0.0074135+0.026938i,0.012908+0.02014i
0.45669-0.12113i,0.39518-0.20685i,0.2114-0.21799i,0.099989-0.154i,0.066216-0.082527i,0.059863-0.0162i,0.089465+0.018043i,0.099364-0.0077983i,0.058065-0.021785i,0.034029-0.0055183i,0.034866-0.013174i,0.020354-0.042833i,-0.0089612-0.064975i,-0.033912-0.061293i,-0.033651-0.030839i,-0.0082323-0.0088816i,0.010367-0.017159i,0.0064388-0.029103i,0.0013311-0.022352i,0.0037134-0.010248i,0.00017885-0.0053603i,-0.010388-0.003406i,-0.011729-0.0041355i
0.49284+0.35523i,0.55924+0.28912i,0.33874+0.16514i,0.062261+0.16413i,-0.0027713+0.16413i,0.034641+0.05016i,0.013192-0.038878i,-0.020586-0.042476i,-0.027272-0.019506i,-0.018229+0.0072662i,-0.0018373+0.020809i,0.0069473+0.025047i,0.015163+0.02844i,0.024946+0.017187i,0.028072-0.0032976i,0.02342-0.014783i,0.014256-0.0055728i,0.0057674+0.012583i,-0.005866+0.019618i,-0.01941+0.017872i,-0.024454+0.011285i,-0.023906+0.0038717i,-0.020252+0.004104i
-0.08879+0.56502i,-0.0023363+0.59869i,0.15097+0.38908i,0.20955+0.12292i,0.1306+0.0015289i,0.045406+0.028678i,0.016457+0.084217i,0.020362+0.10953i,0.025633+0.084547i,0.0027551+0.03644i,-0.012713+0.014828i,0.013606-0.0002985i,0.041134-0.026548i,0.041468-0.035614i,0.025295-0.018498i,0.014721+0.0025804i,0.018124+0.0021764i,0.015848-0.0178i,0.003722-0.028461i,-0.0026235-0.024734i,-0.0024507-0.023314i,-0.0055725-0.024404i,-0.010356-0.015774i
-0.41392+0.28947i,-0.39698+0.31363i,-0.2946+0.20545i,-0.20882+0.1052i,-0.1084+0.089006i,-0.025334+0.073292i,-0.00755+0.033075i,-0.002827+0.0035131i,0.0025521-0.017376i,-0.0036442-0.022381i,-0.012041-0.006349i,-0.027156+0.029638i,-0.038077+0.069162i,-0.031359+0.078476i,-0.017236+0.05301i,-0.0085044+0.018393i,-0.010259+0.0024726i,-0.010069+0.0049448i,-0.001177+0.0034249i,0.0049917-0.00596i,0.0068714-0.011168i,0.011322-0.011903i,0.013747-0.011394i
-0.57841-0.2211i,-0.61683-0.17817i,-0.35369-0.067647i,-0.03786-0.0084581i,0.093761-0.013347i,0.10508-0.02507i,0.094621-0.030155i,0.05342-0.017517i,0.021593+0.0029059i,0.016873-0.0082719i,0.0045592-0.025127i,0.00057043-0.024614i,0.013097-0.032921i,0.016263-0.038348i,0.0070418-0.022989i,-0.0012402-0.00012212i,0.0041072+0.0126i,0.01536+0.008089i,0.017991+0.0014252i,0.017506+0.0040908i,0.020197+0.0057587i,0.022625-3.0639e-05i,0.018452-0.0085575i
-0.043317-0.52095i,-0.010346-0.54919i,-0.0089803-0.43445i,-0.094191-0.30849i,-0.16854-0.17577i,-0.13642-0.040317i,-0.043321+0.017459i,0.021829-0.0097255i,0.025104-0.035501i,0.020511-0.011928i,0.038246-0.004733i,0.020227-0.030299i,-0.021897-0.025824i,-0.032879-0.0053231i,-0.022915-0.0023449i,-0.011587-0.0070771i,-0.0092457-0.0080564i,-0.011938+3.527e-05i,-0.0076646+0.0072599i,-0.0023236+0.0080952i,0.00012141+0.013273i,0.0050167+0.021067i,0.011992+0.02056i
0.24859-0.39428i,0.156-0.33879i,0.033617-0.1008i,0.02567+0.041713i,0.046122+0.011969i,0.03529+0.0019666i,0.036402+0.037299i,0.022916+0.040658i,0.0049539+0.033545i,0.0091608+0.019049i,0.0080707+0.0062981i,0.015952+0.012342i,0.043247+0.010768i,0.054162+0.00064265i,0.041323-0.0021595i,0.023515+0.00069289i,0.012235+0.0073693i,0.007721+0.0098023i,0.0008286+0.0084418i,-0.0069062+0.012842i,-0.0079792+0.016265i,-0.0080348+0.013572i,-0.011686+0.010265i
0.5909+0.056172i,0.6525+0.04032i,0.49028-0.0049642i,0.30091-0.055081i,0.16118-0.084759i,0.0072311-0.080821i,-0.088242-0.023554i,-0.062798+0.032216i,-0.0096554+0.025485i,-0.0013309+0.0067852i,0.0015246+0.0082203i,0.0088343+0.0038404i,-0.00091725+0.0052359i,-0.0051597+0.011151i,0.0012574+0.0011545i,0.0048492-0.01005i,0.0051304-0.012947i,0.00054669-0.01259i,-0.00225-0.010926i,-0.0013282-0.012784i,-0.0051894-0.011606i,-0.0081523-0.0008937i,-0.0025494+0.0096831i
0.18268+0.35954i,0.045197+0.29352i,-0.16174+0.20025i,-0.16716+0.24325i,0.0025839+0.25177i,0.096656+0.14538i,0.067019+0.074658i,0.024054+0.059934i,0.0097872+0.051555i,0.013353+0.029646i,-0.0034887+0.0071751i,-0.028264+0.020142i,-0.02531+0.036452i,-0.017658+0.029882i,-0.013309+0.023824i,-0.005639+0.019066i,-0.0023749+0.012359i,-0.0021187+0.0077742i,-0.0059696+0.0021033i,-0.013087-0.0021022i,-0.015036-0.0047336i,-0.013767-0.010947i,-0.011153-0.014694i
-0.039849+0.51843i,0.15249+0.49712i,0.31878+0.24251i,0.27981+0.033056i,0.16526+0.00086527i,0.12626+0.015254i,0.10146+0.00058588i,0.060826-0.012522i,0.024987-0.017249i,-0.0006747-0.0066778i,0.0079834+0.0033207i,0.023073-0.016783i,0.014298-0.034701i,0.0098188-0.027242i,0.014602-0.015378i,0.012699-0.0051615i,0.0090663+0.0031004i,0.010078+0.0041149i,0.010899+0.0014414i,0.0080617-0.0016661i,0.0035596-0.005862i,-0.00089131-0.008582i,-0.0039584-0.0035962i
-0.55772+0.11578i,-0.59022+0.072017i,-0.45829-0.065757i,-0.34912-0.13788i,-0.25057-0.050213i,-0.1215+0.054724i,-0.045139+0.062295i,-0.037699+0.027956i,-0.043154+0.015941i,-0.022728+0.01922i,0.00095819+0.0054285i,-0.0051707-0.0077722i,-0.015526-0.0001243i,-0.016854+0.0061208i,-0.021282+0.0095517i,-0.022324+0.010355i,-0.023485+0.0035505i,-0.024196-0.00085489i,-0.015267-0.0038612i,-0.0043622-0.0086073i,0.0026488-0.011355i,0.0074811-0.012046i,0.0081824-0.012768i
