0.0016295-0.00060595i,0.0013721-0.0023641i,-0.00039981-0.0021859i,-0.001773-0.0016935i,-0.0021808-7.6302e-05i,-0.00175+0.0015708i,-0.0011065+0.0017485i,-0.00016405+0.0013042i,0.0012961+0.00020332i,0.0013486-0.00041283i,0.00027526-0.00079446i,4.6408e-05-0.0010062i,-0.00010956-0.00050078i,-0.00015301+0.00027096i,-6.0371e-05+0.00059157i,-0.00039687+0.00033797i,0.00038793+0.00042182i,0.000818+0.00081257i,-8.5023e-05+0.00043725i,-0.00050293-4.347e-05i,-0.00053602-0.00016878i,-0.00049833-0.00011994i,-0.00051734+0.00034868i
-0.00054288+0.00023741i,-0.00086749+0.00031117i,-0.0003889+0.00045585i,0.0010254+0.0011581i,0.00082884+0.00093137i,0.00019483-0.00032285i,-0.00055744-0.00049523i,-0.00099673-0.00037495i,-0.00028217-0.0002471i,0.00059682+2.0934e-05i,0.00092298-5.8681e-05i,0.00056103-0.00043053i,-1.4892e-05-0.00028913i,-0.0010725-0.00044342i,-0.0012809-0.00023482i,-0.00094863+0.00053168i,-0.00099712+0.00059639i,-0.00049344-0.00045765i,8.1975e-05-0.0011393i,-0.00022581-0.00095875i,0.00037543-0.0011285i,0.00042739-0.0010382i,-0.00038094-0.00065978i
-3.9708e-05+0.0010269i,0.00088866+0.00077453i,0.0011617+0.00035989i,0.00046168-0.00050692i,0.00021993-0.0015398i,0.00020388-0.0013442i,-0.00059178-3.6452e-05i,-0.00068105+0.00042807i,-0.00010148+0.00037837i,0.00025194+0.00027621i,0.00017343-0.00032597i,-0.00034505-0.00053609i,-0.00021455-0.0003782i,0.00042182-0.00034727i,0.00029185-0.00011411i,-0.00051314-8.7034e-06i,-0.00082309-0.00011039i,0.00022266-0.00066286i,0.00065038-0.00035879i,-6.6721e-05+0.0004029i,-2.1742e-05+0.00056371i,-0.00019923-0.00012287i,-0.0005368-0.0005156i
-0.00018267+0.0018873i,-0.00017744+0.0016255i,-0.00054361+0.001127i,-0.00046862+0.0013232i,0.00052052+0.00062939i,0.00048491-0.00086451i,-0.00073946-0.0016619i,-0.0012625-0.0011445i,-0.00065246-0.00041936i,-0.00025744+0.00041182i,-0.00034511+0.00065953i,-0.00012282+0.00017627i,8.4441e-05+7.2487e-05i,1.4749e-05+0.0001148i,-0.00074202+0.00014653i,-0.0012014+0.00025259i,-0.00057182+0.00017902i,-9.6202e-06-0.0002862i,-0.00032804-0.00097522i,-0.00024343-0.00031894i,0.00048187+0.00066613i,0.00045426+0.00099563i,0.00052527+0.00034632i
0.0006074+0.0023199i,-0.00018363+0.0013947i,-0.00024277+8.091e-05i,-2.1557e-05-0.00048113i,-0.00060815-0.00013735i,-0.0014642+3.8787e-05i,-0.0019022-0.0001426i,-0.0019013-1.4606e-05i,-0.0011744+0.00012342i,-4.2684e-05-0.00033695i,-2.4854e-05-8.7169e-05i,-0.00030942+0.00047223i,-0.00047528+0.00029964i,-0.00072212+0.00030515i,-0.00033914+0.00054867i,-0.00014974+0.00060502i,-0.00030839+0.00023997i,-0.00072539+0.00027772i,-0.00086591-0.00012307i,-0.00069611-0.00025671i,-0.00097582+0.00028275i,-0.00057645-0.00034026i,-1.5014e-05-0.0010669i
-0.00011008-0.0010786i,-0.00088171-0.000738i,-0.00085853-0.00050265i,-0.0010857-0.00025226i,-0.0012285-5.5514e-05i,-0.00048414-0.00057054i,0.00066055-0.00057349i,0.00060424+0.00039629i,-0.00050773+0.0010691i,-0.00056275+0.00051253i,1.5914e-05-0.00033061i,0.00026393-0.00063651i,0.00063441-0.00044494i,0.00058426-0.00016664i,0.0005181-0.00071303i,0.0004591-0.00097607i,0.00010218-0.00049756i,-0.00060723-0.00050936i,-0.00061783-0.0011609i,0.00055205-0.00073314i,0.00056634-1.8765e-05i,0.00011268+0.00017995i,0.00056235-0.00020482i
-0.0014346+0.0027666i,-0.00024732+0.0019158i,0.00039672+0.0021432i,0.00060612+0.00073084i,0.00040803-0.00065493i,-0.0011689-0.0013556i,-0.0017491-0.0012781i,-0.0012344-0.00028905i,-0.00018105-0.00019941i,0.00025548-0.00021693i,-0.00019285-0.00023115i,-0.000128-0.00063079i,0.00022914-0.00064607i,0.00021762-0.0007215i,-0.00022239-0.0012605i,-0.00017992-0.00064773i,0.00017794+0.00012715i,4.1261e-05+3.7133e-05i,0.0001768+0.00047278i,0.00013484+0.00078539i,2.8081e-05+0.00011634i,0.00022237-0.00024233i,-0.0003073+0.00023658i
-0.0012843-0.00014266i,-0.0014764-0.00043202i,-0.0015776-2.4226e-05i,-0.0014344+0.00046964i,-0.0013967+0.00048272i,-0.0012729-3.3982e-05i,-0.0010157-0.0011179i,-0.00018003-0.00052248i,0.00016393+0.00033388i,-1.7325e-05+0.0006292i,0.00010335+0.00089421i,0.0002914+0.000668i,0.00062153+0.00047038i,0.00012088+0.00039726i,-0.00019013+0.00024936i,0.00045963+5.409e-05i,0.0011986-9.4987e-05i,0.00082772+0.0004088i,-0.00022072+0.00056009i,-0.0012867+0.00027378i,-0.0014165+0.00053742i,-0.0013979+0.00029552i,-0.001318-0.00051266i
-0.00073671-0.00022582i,-0.00046179-0.00087117i,-0.0010487-0.00089125i,-0.0011202-0.00011521i,-0.0005162+0.00040198i,-0.00015258-3.4676e-06i,-0.00086843+2.4807e-05i,-0.0016037+2.6165e-05i,-0.00085483-0.00041322i,-5.3731e-05-0.00026558i,-3.0124e-05+0.0003078i,-0.00046169+0.00010678i,0.00012627+0.00010184i,0.0004317+0.00074956i,-0.00038555+0.00011864i,-0.00039992-0.00021882i,0.00016193+0.00012527i,0.000411+0.00028215i,0.0004293+0.00041978i,0.00047857+0.00063919i,0.00043793+0.0012425i,0.00041673+0.0013097i,0.0003007+0.00089859i
0.00027415-0.0012786i,0.00026866-0.00064001i,0.00064369-0.00059474i,-0.0004834-0.00033482i,-0.001929+0.00022188i,-0.0024577-0.00017868i,-0.0019104-0.00065982i,-0.00072239-5.6459e-05i,-0.00059268+0.00028635i,-0.0010554-0.00040359i,-0.0011741-0.00074391i,-0.00032017-0.00084351i,0.00025817-0.00074455i,0.00024831-0.00042349i,-0.00014794-4.2942e-05i,-0.00034528-0.00045565i,0.00014409-0.00022291i,0.00012695+0.00015141i,-0.00010013-0.00012004i,-7.5952e-05+0.00023692i,2.7726e-05+0.00043417i,-5.6017e-05+0.00025164i,-0.00067558+0.00076006i
-0.00062576-0.00030352i,-0.00044338+0.00047936i,-0.00070381+0.00048001i,-0.0010517+0.00022227i,-0.00093187+0.00055528i,-0.0010584-0.00050458i,-0.00095301-0.0013607i,-0.00029327-0.00043918i,0.00012588+0.00035157i,-0.00015849-0.0003907i,-0.0002709-0.0004207i,0.00010912+8.7676e-05i,-0.00023426-0.00011678i,5.8532e-06-0.00046946i,0.00028812-0.00041581i,-5.7758e-05+0.00011688i,0.0003127-9.9103e-05i,0.0010177-0.0008196i,0.0010222-0.00011677i,0.0004493+0.0011193i,0.00039668+0.00076525i,0.00094178-3.7431e-05i,0.0001997-0.00021886i
0.0022809+0.00023802i,0.0023487-0.00039216i,0.0017983-0.00061004i,-0.00018651-0.00076544i,-0.0013749-0.00096365i,-0.001415-0.0013415i,-0.0015018-0.0010986i,-0.0012003-0.0003508i,-0.00042171-4.6809e-05i,-0.00026859+0.00050289i,-0.00024269+0.00027617i,-0.0006599-0.00026303i,-0.0011244+0.00042874i,-0.0013273+0.00069362i,-0.0018513+0.00031984i,-0.00099412-0.00021174i,-5.7799e-05+0.0002184i,-0.00078698+0.00088272i,-0.00059037+0.00086126i,0.00017445+0.0004622i,5.2092e-05-0.00012222i,-0.0004588-0.0007196i,-0.0008698+0.0001399i
0.001075-0.00017524i,0.00045707+0.00063622i,-0.0010056+0.00085716i,-0.00069128+0.00040817i,0.00058406+9.165e-05i,0.00043688-0.00040495i,-0.00077086-0.0003392i,-0.00098319+9.2936e-05i,-0.00056718+0.00010831i,5.5801e-05-0.00019033i,-4.7356e-05+7.4422e-05i,-0.00070529+0.00011429i,-0.00047487-0.00064577i,-0.00022342-0.00035722i,-0.00033727+0.00063784i,-0.00057343+0.0006891i,-0.00082633+4.9571e-05i,-5.9431e-05-0.00025717i,0.0005537-9.1889e-05i,0.00087641+0.00039338i,0.00087781+0.00063231i,0.00033045-0.0001236i,7.2645e-05+0.00014502i
-0.00099808+0.0013115i,-0.00071142+0.0005315i,-0.0014771+0.00078569i,-0.0017008+0.0012826i,-0.00060615+0.00048497i,-0.00015-0.00098173i,-0.0010067-0.0016305i,-0.00095542-0.0015845i,-4.2369e-06-0.00076015i,8.6277e-05+0.0002143i,6.8534e-05+0.00037842i,2.915e-05+0.00029637i,0.00023621-0.00010174i,0.00048749-0.00091307i,0.00016104-0.0011538i,-0.00026627-0.0003722i,-0.00060751+0.00025648i,-0.0012342+0.00019334i,-0.0016013+3.1956e-05i,-0.0012043-5.3852e-05i,-0.00024307-0.00081121i,0.0002631-0.00077056i,-0.0006798-0.00050933i
0.000334+0.0001914i,-0.00020823+0.0013149i,-0.0015828+0.0013501i,-0.0020045+0.0012645i,-0.0011031+0.0015691i,-0.0012856+0.00090465i,-0.0014149-0.00085252i,-0.00038037-0.00081646i,0.00011529+0.00023868i,-0.00044842+0.00060595i,-0.00037932+0.00038264i,0.00050564+0.00078128i,0.0005176+0.00075348i,-8.6337e-05-0.00013153i,4.9924e-05-0.00036392i,-1.5283e-05+0.00013482i,-0.00020803-0.00034063i,0.0001084-0.00039896i,-0.00059129+0.00051835i,-0.0010122+0.00053754i,-0.00045648-0.00041968i,-0.00050494-1.5097e-05i,-0.00061852+0.00025673i
0.00065453+0.0010103i,0.00051071+0.00026467i,3.2173e-05-0.0014129i,-0.00068269-0.0019807i,-0.00054147-0.0014056i,-0.00035004-0.0014545i,-0.00068888-0.0015722i,-0.00084802-0.00051824i,-0.00025997+0.00013266i,-9.5244e-05+0.00025962i,-0.00049755+0.00078332i,-0.00039631+0.0006521i,-0.00026004+0.00095456i,-0.0003098+0.0016265i,-0.00074786+0.00062971i,-0.0011749+0.00014858i,-0.0010749+0.0010828i,-0.00016918+0.0014567i,-0.00052385+0.00070764i,-0.0011272-4.5015e-05i,-0.00094301-0.00043256i,-0.00093355-0.00040117i,-0.00029606-0.00024353i
0.0016304+0.00013644i,0.0018271-1.3779e-05i,0.0012269-0.0010514i,-0.0008071-0.00053857i,-0.0022784+0.00070199i,-0.0021086+0.0011704i,-0.0012154+0.00043339i,-0.00049743-0.00091479i,-0.0001608-0.0011912i,-0.00085499-0.00058491i,-0.0011213-0.00018284i,-0.0010198+9.1518e-05i,-0.0012436+0.00042556i,-0.0012925+0.0010339i,-0.0016544+0.00063329i,-0.0010047+0.00027293i,-0.00058406-0.00043793i,-0.0005724-0.00045731i,0.00012524+0.00019631i,0.00078341-0.00011097i,0.00072827-0.00055569i,0.00035877-0.00046945i,0.00092837-0.00079309i
-0.0014157+0.00029786i,-0.0022494+0.0010143i,-0.0021861+0.0024946i,-0.001885+0.0018744i,-0.0017086+0.00019883i,-0.0014859+0.00019416i,-0.0010979+2.4568e-05i,-0.0009068+0.00015105i,-0.00034862+0.00021762i,7.5177e-05-7.0693e-06i,-0.00042531+7.3418e-05i,-0.00022629+4.9702e-05i,-0.00015006+0.00025364i,-0.00026186+0.00057903i,0.0001658+0.00011582i,0.00016046-0.00041862i,0.00088342-0.00043531i,0.0012335+0.0003539i,0.00050208+0.0010861i,0.00040208+0.0012931i,0.00017021+0.00095297i,-0.00027404+0.00033501i,-0.00012103-0.00036352i
-0.001968-0.00081905i,-0.0016858-0.00089908i,-0.0023739-0.00038311i,-0.002392+0.00063372i,-0.0011327+0.00074039i,0.0006788+0.00029837i,0.0011454-0.00025429i,0.00053374-0.00031248i,9.0836e-05-5.3087e-05i,-0.00074539+7.8396e-05i,-0.00095007-2.5633e-05i,-0.00013398-8.3803e-05i,0.00063901+9.059e-05i,0.00077781-0.00015608i,0.00039824-0.00027843i,0.00035643-9.6047e-05i,-2.3756e-05+0.00049391i,0.00011063+0.00041797i,0.00086939-0.00096305i,0.00046375-0.0011237i,4.4614e-05-0.00014395i,-0.00033832+6.0935e-05i,-0.00015775-0.00042233i
-0.00042699-0.00059881i,-0.0011429-0.0002627i,-0.0022965-0.0015683i,-0.0016863-0.0016281i,-0.00055187-0.00033235i,-0.000868+6.3886e-05i,-0.00081104-0.00068847i,0.00024551-0.00076291i,0.00010439-0.00032949i,-0.00016787-0.00030617i,0.00020636-0.00018967i,0.00022255+0.00017858i,-0.00040899+0.00043743i,-0.00027288+0.00013923i,0.00039547+0.00042435i,0.00020468+0.0011036i,-0.00011692+0.0010043i,-7.6859e-05+0.00065051i,0.00023178+0.00064866i,0.00053001-7.5074e-05i,0.00033411-0.00074585i,-0.00037728-0.00083616i,-0.00030571-0.00032842i
0.0012031+0.0014314i,-8.614e-05+0.00067782i,-0.00063345-0.00054279i,-0.0001162-0.00090788i,-0.00022162-0.00078582i,-0.00062433-0.0014011i,-0.0010194-0.0017399i,-0.00096408-0.00078438i,-0.00064271+0.00014022i,-0.00068965+0.00028375i,-0.00052719+8.9752e-05i,-0.00015824+0.00014961i,-0.00053959-6.0105e-05i,-0.00039511-1.5453e-05i,-0.00040739+0.00018414i,-0.00074827-7.8465e-05i,8.2647e-05+0.00050762i,0.00015004+0.00067252i,-0.00026437+0.00017456i,0.00010375-0.00012654i,0.00028605-0.00035531i,-0.00020355-0.000749i,-0.00026852-0.0006388i
-0.00018453-0.00067771i,0.00011203-0.0014602i,0.00039634-0.0018635i,-0.00019607-0.0013525i,-0.00069702-0.00077014i,-0.0011793-0.0014753i,-0.0015717-0.0014652i,-0.0010505-6.5114e-05i,-9.6655e-05+0.00076117i,0.00038644+0.00086526i,0.00056212+0.00021693i,0.00020706-9.6074e-05i,-0.00039943+0.00017946i,-0.00062965+0.00062025i,9.7316e-05+0.00051284i,0.00041061+0.00022242i,-0.00029955-8.334e-05i,-0.00070165-0.00043924i,-0.0005982-0.00033669i,8.8594e-05+2.793e-05i,0.00045729+0.00023111i,-4.8022e-05-0.0001348i,-0.00076108-0.00060808i
-0.00053812+0.00038202i,-0.0011959-0.0015989i,-0.00092715-0.0018411i,0.00027498-0.0017197i,0.00028162-0.0017663i,1.3585e-05-0.0024628i,0.00016965-0.002605i,-3.876e-05-0.00087261i,0.00011683-8.4904e-05i,0.00048408-0.00019184i,0.00039156-1.2936e-05i,5.6698e-05-0.0010537i,-4.5763e-05-0.0014826i,-0.00037796-0.00035943i,-0.00039859+0.00019847i,0.00026344+0.00042139i,0.00038757+0.00038852i,0.00018854+0.00030572i,-0.00054274+0.0007548i,-0.00081492+0.00059684i,-9.8664e-05+0.00017068i,0.00020468-0.00044318i,0.00024519-0.00039361i
0.0021486-0.00078055i,0.00098187+0.00037436i,0.001095+0.0001562i,0.00047511-0.00044761i,-0.0014364-0.00084419i,-0.0029196-0.001626i,-0.0022129-0.0023397i,-0.00068552-0.0015171i,0.0004051-0.00067234i,0.00039247-0.00061917i,-0.00016142-0.0011299i,-9.119e-05-0.00067482i,-0.00055577+0.00076821i,-0.00058866+0.0017488i,-0.0010503+0.0015278i,-0.0011124+0.00046724i,-0.00027907-0.00017935i,-0.00016211+6.434e-05i,-0.00010748+0.00076283i,0.0001743+0.00063458i,0.00066391+8.0045e-05i,0.00010371+5.3986e-05i,-8.5895e-05-0.00030135i
0.0027711+0.0029171i,0.0025102+0.00079834i,0.0017145-6.2243e-05i,0.00039902-0.00081487i,-0.0010044-0.0014912i,-0.0014788-0.0011883i,-0.0013761-0.0011317i,-0.0011328-0.00062853i,-0.00091872-0.00025097i,-0.00032444-0.0012119i,-0.00041714-0.0013449i,-0.00065564-0.00031079i,-0.00087351+8.8988e-05i,-0.0016018-1.8517e-05i,-0.0016474-0.00026311i,-0.00091012-0.0006927i,8.5998e-05-0.00028832i,0.00029429+0.00014775i,-0.00015288-0.00040646i,0.00014488+2.1103e-05i,6.5146e-05+0.00027703i,0.00014374-0.00085002i,0.00030031-0.00083148i
-0.00021851-0.0034834i,-0.00144-0.003173i,-0.0023517-0.0023148i,-0.0023891-0.0010852i,-0.0022383-0.00055901i,-0.0012774-0.00015671i,-0.0001694-0.00029051i,-0.00049936-0.0011252i,-0.00083709-0.00078793i,-4.8307e-05+0.0005479i,0.00033412+0.0014027i,0.0008807+0.00052548i,0.0013162+0.00049292i,0.00032914+0.00056922i,-2.7862e-05+0.00038798i,0.00047547+0.00087837i,0.00038818+0.00038052i,-1.0107e-06+0.00020222i,0.00019444+0.00029386i,0.00081682+0.00012776i,0.00061509-1.5559e-05i,6.8143e-05+8.2659e-05i,-0.00058951+0.000174i
-0.00072663-0.00058014i,-0.00074446-0.00094885i,-0.0018881-0.0010066i,-0.0021935-0.0009315i,-0.0010224-0.00095014i,-0.00036768-0.0016607i,-0.00066806-0.0018923i,-0.00046434-0.0012914i,7.1768e-05-0.0010498i,0.00026807-0.00051146i,-3.7092e-05-0.00047241i,3.3136e-06-0.00050504i,0.00053895-0.00063358i,0.00025813-0.00038541i,0.00010015+0.00037915i,0.00035482+0.00029865i,2.2056e-05+0.00018925i,-6.2784e-05+0.00037525i,-0.00035484-0.00014417i,-0.00084696-0.00097558i,-0.00046702-0.00020783i,-0.00019424+0.00071265i,-0.00012769+0.00034957i
0.0008217+0.001026i,0.0026253+0.0011935i,0.0018325+0.00062057i,0.00066821+0.00020436i,-1.4943e-08-0.00010098i,-0.00031856-0.00064448i,-0.00024512-0.00032522i,3.5873e-05+0.00068348i,0.00045574+0.00055376i,-3.1489e-05-0.00048292i,0.00021306-0.00042963i,0.00073385-0.00015204i,0.00015-0.00066908i,-0.0004139-0.00046103i,-0.00033955-0.0001989i,0.00040814-0.0002924i,0.0010325-0.00085347i,0.00082499-0.00063926i,0.00053906+0.00038163i,9.2061e-05+0.00080294i,0.0001681+0.00092784i,0.00078087+0.00027372i,0.00092669-2.1816e-05i
-0.0017378+0.00061964i,-0.0013635+0.00012978i,-0.00092055+0.00066737i,-0.0012568+0.0014516i,-0.00089357+0.00021084i,-0.00050961-0.0016058i,-0.0011067-0.0014123i,-0.0019436-0.00063394i,-0.00090926-0.00018438i,-0.00037438-0.00053211i,-0.00029711-0.00077889i,6.0835e-05-0.00020825i,0.00014983+0.00020432i,0.00039427+4.9835e-05i,0.00029912-0.00020963i,0.00023091+0.00031766i,0.00026263+9.4474e-05i,-0.00012624+0.00013752i,-0.00027753+0.00081105i,-9.5779e-05+0.00089073i,-3.2314e-05+0.00056943i,-0.00019264-8.565e-05i,-0.00048412-0.00019186i
-0.0011722-0.001731i,-0.0012637-0.00049118i,-0.0020394+0.00045i,-0.0018616+0.0010631i,-0.00042747+0.0011578i,0.00026252+8.6798e-05i,1.9101e-05-0.0014152i,-0.00017247-0.0013195i,-2.1166e-05-0.00044943i,-2.5702e-05+0.00023225i,-0.00031575+0.00052022i,-0.00022674+0.00091456i,0.00012965+0.0003007i,0.00064009-0.00021949i,0.0005051+0.00056928i,0.00018216+0.00081061i,-0.00028921+0.00032066i,-0.00041552-0.00033202i,-0.00046612-8.1637e-05i,-0.00092857-0.00016949i,-0.00098397-0.00033243i,-0.00076388+0.00010202i,-0.00070397-8.9523e-05i
-0.00037341+0.0020704i,-0.0009227+0.0010608i,-0.00056407+0.00055507i,-0.00080755-0.00017028i,-0.0010971-0.00071143i,-0.0017004-0.00050018i,-0.0022325-0.00087453i,-0.0012898-0.00043479i,-0.00071868+0.00061948i,-0.00084866+0.00026228i,-0.0002119-0.00018344i,0.00037009-8.8472e-05i,0.00060773-0.00069507i,0.00010406-0.00098359i,-2.8607e-05-0.0006516i,0.00018943+0.00011759i,0.00010343+0.00067015i,-0.00066967+0.00040288i,-0.00024026-2.8263e-05i,0.00039552-0.00039272i,-0.00035489-0.0002987i,-0.00049461-2.5605e-06i,0.00021166+0.00056058i
0.00097191+0.00020795i,0.00073626-0.00029148i,0.00041037-0.001754i,-0.00033997-0.0014234i,-0.00087928-0.0003804i,-0.0007021-0.00098428i,-0.00092351-0.0014336i,-0.00093101-0.00068573i,-8.5505e-05-0.00015938i,0.00023287+0.00073839i,0.00022249+0.001047i,2.1711e-05+0.00075548i,-0.0004569+0.00078417i,-0.00096788+0.00094722i,-0.0012038+0.00087864i,-0.00054369+0.00075581i,-9.2875e-05+0.0013587i,-0.00041216+0.0010796i,-0.0005583+7.5089e-05i,-8.9008e-05-0.00011678i,0.00016505-0.00029654i,-0.00021086-0.00016695i,-0.00023683-0.00050008i
0.00055964+0.0020247i,1.8343e-05+0.0018432i,-7.6732e-05+0.00093997i,0.0001144-0.00019876i,-0.00017209-0.00052778i,-0.0003469-0.0010238i,-0.0003183-0.0015099i,-0.00035845-0.0013319i,-0.00051904-0.0010338i,-0.00058454-0.00085518i,-0.00042556+0.00039106i,-0.000127+0.001271i,-0.00029865+0.00034871i,-0.00057745-0.00033657i,-0.00074488-6.5441e-05i,-3.3361e-05-0.00014778i,0.00050043-8.5146e-05i,0.0003105-1.1722e-05i,0.00054605+2.8009e-05i,0.00037324-0.00082114i,0.0002236-0.0009362i,0.00071734-0.00054609i,0.00012803-0.00024241i
-0.0020494+0.00099233i,-0.0020355+0.00081299i,-0.001412+0.0002643i,-0.00080901-7.8329e-05i,-0.00062074-0.00028914i,-0.00048474-0.0012007i,-0.00043293-0.0016351i,-0.00042861-0.00046847i,-0.00041708+0.00048147i,-0.00080374-0.00023056i,-0.0006526-0.0011484i,-0.00039037-0.001091i,-0.00038103-0.00049577i,-0.00075672-0.00049687i,-0.00087817-0.00054534i,-0.00028555-0.00025982i,0.00014511-0.00033433i,-0.00046327-0.00081923i,-0.00030181-0.0012424i,0.00043163-0.0010913i,-0.00012302+1.4734e-05i,-0.00042188+0.00046082i,-0.00045643-0.00024659i
0.00089094+0.00056052i,0.0011407+0.00064335i,6.4829e-05+0.00036491i,-0.0002946+0.00086998i,-0.00066085+0.00070543i,-0.00061875+4.4186e-05i,-8.7013e-05-1.0407e-05i,-0.00027013+0.00047633i,-0.00070401+0.00050379i,-0.00083594+0.00011725i,-0.0005296+1.4115e-05i,-1.8409e-05-0.00013115i,0.0006072-0.00019836i,0.00027704-0.00089779i,-0.000223-0.0010419i,-0.00058865-0.00056343i,-3.8995e-05-0.00025947i,0.00074253+0.00050948i,0.00087172+0.0010138i,0.00087223+0.00042383i,0.00023756-0.00012063i,0.0005282+0.00029384i,0.00064939+0.0007439i
-0.0017045+0.001751i,-0.0018996+0.001888i,-0.0011484+0.0021373i,-0.0017869+0.0014344i,-0.0010595+0.00020844i,0.00031467-0.0011653i,-0.00055793-0.0016634i,-0.00096219-0.0007293i,-0.00014511-0.00029943i,0.00013918-0.00015458i,-0.00025774+0.0002646i,-0.00041783+0.00032698i,-0.00012185-0.00011037i,-3.3465e-05-0.00068691i,0.00039513+0.00020336i,0.00081771+0.00076487i,-1.7829e-05+0.00015827i,-0.00074987-0.00019672i,-0.00029005-0.00074052i,1.4609e-05-0.00069462i,-0.00011484+0.00020407i,-0.0001148+0.00025i,0.00011075-0.00034763i
-0.0012517+0.00025385i,-0.0013905-0.00056302i,-0.0016415-0.000952i,-0.0018449-0.0010486i,-0.0019574-0.00066464i,-0.0017318-0.0005736i,-0.0013909-0.00047815i,-0.0015711-0.00031919i,-0.00077678-0.0002344i,0.00014232-0.00042853i,0.00012537-0.00095984i,0.00069109-0.00068393i,0.0010325-7.8597e-05i,0.00056187+0.00054598i,1.8977e-05+0.00031694i,-5.2601e-05+8.5604e-05i,0.00042517+0.00066145i,-0.00010496+6.568e-05i,-0.00077072-0.00044883i,-0.00088257-0.00047698i,-0.00059364-0.00046121i,-0.00025487-0.0010498i,0.00058447-0.0012866i
0.00088288-0.0016496i,0.00092917-0.0026416i,-0.00044432-0.0017857i,-0.00085331-0.00067809i,-0.00052512-0.00038525i,0.00018778-4.4852e-05i,-0.00032963+0.00027484i,-0.00045354+0.00013216i,0.00036095+0.00039005i,-0.00015009+0.00063149i,-0.00041551+0.00093184i,-2.8463e-05+0.001023i,5.1959e-05+0.00088737i,-0.0001391+0.00071896i,-6.289e-05+0.00058979i,-0.00036199+0.00055339i,-0.0011392+0.00053464i,-0.00076786+0.0010544i,-0.00036603+0.00085672i,-0.00082153-0.00018575i,-0.00039044+0.00015675i,0.00069996+0.00065797i,0.00085087+8.392e-05i
-0.00022939-0.00033593i,0.00038659-0.00027453i,0.0013837+0.00020318i,0.00073858+0.00063279i,-0.0010643-0.00053933i,-0.0011271-0.002242i,-0.00033779-0.0013699i,7.8645e-05+4.4035e-05i,0.00054886+0.00014026i,0.00032346-2.7822e-07i,-0.00014478+0.00069424i,0.00037448+0.0012138i,0.0010098+0.00036625i,0.00015948-0.00019435i,-0.00066865-0.0001081i,-0.00013606+0.00033974i,0.00057544+0.00027049i,0.00088358-9.1988e-05i,0.0013358+0.00023525i,0.0013042+0.00034276i,0.00098581-0.00019522i,0.0003571-0.00068184i,-0.00021139-0.00058544i
0.00016329-0.0012213i,-0.00072112-0.0023131i,-0.0022197-0.0012003i,-0.0022945+0.00051709i,-0.0018134-0.00012016i,-0.0015321-0.00097292i,-0.0011627-0.00027568i,-0.0002572-0.00011233i,9.3654e-05-0.00062241i,-8.3261e-05-6.7284e-05i,-0.00029502+0.00078085i,-0.00014461+0.00057789i,1.4884e-05+8.1758e-05i,0.00022361-9.1748e-05i,0.00029679+0.00013733i,-2.6371e-05+0.00063367i,-0.00041158+0.00090257i,-0.0010409+0.00026563i,-0.0010323-0.00028599i,-0.001106-0.00048555i,-0.0010374-0.00043869i,-0.00026992-4.7138e-05i,5.1926e-05+0.00050345i
0.0002592-0.0012292i,0.0015602-0.00093634i,0.0013739-0.0011164i,-0.00049777-0.0003691i,-0.0008941-0.00018367i,-0.00055609-0.00040686i,-0.00076061-0.00036493i,-0.00065414-0.00042467i,-0.00023387+0.00047555i,-0.00039682+0.0016123i,-0.00074189+0.00090694i,0.00061929-0.00036223i,0.0011905+4.2259e-05i,0.00019169+0.00039571i,-0.00044816+0.00038478i,-0.00029387-0.0002652i,0.00015921-0.00083076i,0.00091397-0.00040805i,0.0008844+0.00044155i,0.00032931+0.00058721i,2.2576e-05-7.8268e-05i,-0.00023527+0.00027715i,-5.2325e-05+0.00042327i
0.00089761+0.00010589i,0.0010431+0.000157i,0.00043188-0.00054321i,-0.00017102-0.00074408i,-0.0006783-0.0013242i,-0.0007024-0.0016813i,-0.00010579-0.0012427i,-0.00015459-0.00023033i,-0.00040154+1.7554e-05i,-0.0004002-0.0005487i,-0.00049201-0.00038281i,-4.9365e-05-7.6674e-05i,8.7611e-05-0.00055678i,-0.000278-0.00050963i,-0.0010714+0.00049103i,-0.001384+0.0012065i,-0.00086261+0.00062044i,-0.00046094-0.00069099i,0.00084709-0.0010116i,0.00099401-0.00012381i,8.6935e-05+0.00056524i,-0.00016205+0.00019476i,0.00028722-0.00036894i
0.00060312+0.0026735i,0.001128+0.0026485i,0.001305+0.0013684i,0.00079811+0.00025262i,3.2026e-05-0.00031356i,-0.00010356-0.00091378i,-0.00049665-0.00081401i,-0.0007621+0.00031492i,-0.0009422+0.00048943i,-0.00069199-0.00068793i,-0.00023574-0.00068923i,0.00018684+0.00017485i,-0.0001178-0.00072939i,-0.00068311-0.0017181i,-0.00027731-0.00091601i,-9.0567e-06+0.00059841i,-0.00010424+0.00057965i,-0.00015947-0.00059905i,-0.00022192-0.0014219i,-0.00023534-0.00099385i,-0.00012075+0.00032066i,0.00022171+0.00018384i,0.0006425-0.00021983i
