-0.00033248-0.0006829i,0.00070517-0.00092633i,-0.00048155-0.00044195i,-0.00090634+0.00051199i,-0.0011003+0.00079766i,-0.0022334+7.0101e-05i,-0.0024488+0.00041789i,-0.0013232+0.00094862i,0.00057214+0.00050488i,0.0013087+0.00072173i,0.00059098+0.00098112i,-3.4374e-05+0.00010216i,-0.00014749-0.00099574i,-0.00013248-0.0015214i,-0.00043933-0.00087744i,-0.00092196-3.706e-05i,-0.00028163+0.00013535i,9.3933e-05+0.00083332i,-0.00022676+0.0011473i,-5.0863e-05+0.00037003i,0.00046892+0.00031682i,-0.00011472+0.00035197i,-0.00060261+0.0001569i
-0.0060628-0.12391i,-0.073678-0.25244i,-0.22531-0.3131i,-0.37141-0.22392i,-0.35225-0.086611i,-0.19893-0.040582i,-0.085261-0.043149i,-0.034277-0.012288i,-0.0020276+0.012491i,0.0020569+0.011323i,-0.0051347+0.0065411i,-0.0019238-0.0079752i,0.0063247-0.025399i,0.01273-0.030221i,0.01305-0.023301i,0.011118-0.0097184i,0.0094409+0.0020065i,0.0075019+0.010608i,0.0072878+0.01288i,0.0062613+0.0073988i,0.0035248+0.0031246i,5.3701e-05+0.0025874i,-0.0064292+0.001206i
0.13658-0.014472i,0.30012-0.041716i,0.43003-0.1061i,0.38395-0.16505i,0.19829-0.084866i,0.068077+0.097486i,0.058928+0.15661i,0.041778+0.074054i,-0.01709+0.021016i,-0.026483+0.020145i,-0.00088763+0.0043358i,0.013019-0.011703i,0.021721-0.011209i,0.025701-0.0075732i,0.020068-0.0041652i,0.012306-0.0027955i,0.0070366-0.0056328i,0.0014814-0.010987i,-0.0036162-0.01404i,-0.0064367-0.012778i,-0.0061849-0.010581i,-0.0039389-0.0094576i,-0.0012873-0.0092524i
0.032871+0.10386i,0.056143+0.20781i,0.087088+0.25479i,0.13449+0.17034i,0.14984+0.0024725i,0.088598-0.12519i,0.00039952-0.12359i,-0.027317-0.05317i,-0.00027353-0.020899i,0.012009-0.022242i,0.0064744-0.008306i,0.0089155+0.017763i,0.012488+0.038166i,0.012642+0.04784i,0.012814+0.041081i,0.01155+0.025355i,0.0075315+0.014925i,0.0024336+0.012241i,-0.00016986+0.013608i,-0.00026638+0.01303i,-0.00094871+0.009466i,-0.0017478+0.0070529i,0.0014668+0.0027696i
-0.088841+0.073985i,-0.16913+0.17272i,-0.18893+0.28299i,-0.1245+0.31117i,-0.09995+0.20168i,-0.13859+0.07075i,-0.11977+0.020492i,-0.038085-0.00054927i,0.002748-0.023691i,-0.00052758-0.011058i,0.0042019+0.013009i,0.0033643+0.01053i,-0.01302-0.003947i,-0.02709-0.012238i,-0.026582-0.013903i,-0.016544-0.015096i,-0.0078782-0.016311i,-0.0010893-0.014509i,0.0032307-0.013218i,0.0022289-0.0096051i,0.0018451-0.0027229i,0.004016+0.0021592i,0.005914+0.0069179i
-0.10039-0.084531i,-0.22186-0.21088i,-0.36107-0.31876i,-0.40939-0.27189i,-0.25026-0.10142i,-0.0014355-0.00028914i,0.082874-0.011216i,0.023012+0.0037023i,-0.0046397+0.050732i,0.0068145+0.04211i,-0.0055361+0.0076448i,-0.024101-0.0051419i,-0.027866-0.0095411i,-0.025371-0.014173i,-0.021154-0.0095122i,-0.016706+0.0010843i,-0.01267+0.0063407i,-0.011074+0.0073645i,-0.011141+0.007188i,-0.0076899+0.0057867i,-0.0035274+0.0029939i,-0.0035456+0.00018809i,-0.0063125+0.00066635i
0.062913-0.092069i,0.16627-0.17107i,0.28452-0.22181i,0.3017-0.24164i,0.17746-0.23293i,0.032317-0.15934i,-0.0066252-0.060155i,0.014666-0.027369i,-0.00079305-0.042195i,-0.031952-0.030269i,-0.028306-0.0050872i,0.00047185-0.0048688i,0.026103-0.016542i,0.037194-0.019051i,0.031464-0.013287i,0.020295-0.0047681i,0.015638-0.00081797i,0.014249-0.0035392i,0.013602-0.0079103i,0.011091-0.011405i,0.00585-0.010754i,0.0024142-0.007188i,-0.0010133-0.0071112i
0.10063+0.019305i,0.19929+0.053275i,0.25203+0.092472i,0.21146+0.11886i,0.11783+0.15969i,0.047083+0.1997i,0.021475+0.14763i,-0.012309+0.046864i,-0.039228+0.011054i,-0.017702+0.014217i,0.0091065+0.0013143i,0.0081016-0.0034879i,0.00047096+0.012669i,-0.0018398+0.023687i,-0.0033412+0.019992i,-0.0059034+0.010954i,-0.0066436+0.0056808i,-0.0038378+0.0053209i,-0.0019958+0.0057268i,-0.001661+0.0047203i,-0.0010582+0.0017791i,3.4449e-05-0.0023208i,0.0037355-0.0061788i
-0.0039373+0.11976i,-0.037425+0.26798i,-0.079845+0.40766i,-0.047495+0.41092i,0.049567+0.22163i,0.082143-0.0092477i,0.045407-0.06684i,0.055319-0.0076873i,0.088057-0.0063158i,0.055158-0.035066i,0.0081582-0.017721i,0.00011522+0.011603i,0.0027738+0.018913i,-0.00011983+0.01555i,0.00044254+0.010077i,0.0025573+0.0027078i,0.00094929-0.0023256i,-0.00047639-0.0017843i,0.0013488+0.0025109i,0.0035214+0.0065954i,0.0042486+0.0079556i,0.00339+0.008167i,0.003463+0.0098755i
-0.10197+0.0062269i,-0.22302-0.05225i,-0.3401-0.18939i,-0.40926-0.2855i,-0.41084-0.22163i,-0.32428-0.091277i,-0.19132-0.032158i,-0.10849-0.031041i,-0.084943-0.014971i,-0.053688+0.012643i,-0.017605+0.013191i,-0.013017-0.0048347i,-0.0237-0.018303i,-0.025516-0.024258i,-0.020567-0.021989i,-0.014778-0.013815i,-0.011311-0.0075207i,-0.011489-0.0039321i,-0.013976-0.0027033i,-0.014889-0.00098966i,-0.0097735+0.0015953i,-0.0030781+0.0031346i,-0.0011572+0.0066449i
-0.036852-0.078979i,-0.032791-0.15833i,0.034697-0.18596i,0.14123-0.12338i,0.22378-0.042297i,0.23278+0.0081448i,0.1539+0.035401i,0.066908+0.052317i,0.044754+0.046597i,0.037111+0.005455i,0.0051067-0.021506i,-0.0083899-0.013968i,0.0046564-0.0065724i,0.0143-0.0060602i,0.012762-0.0020314i,0.0085756+0.0028695i,0.01012+0.0024033i,0.01446-0.0030748i,0.01453-0.0068576i,0.0097472-0.007656i,0.0024307-0.006203i,-0.0026322-0.0048106i,-0.0056154-0.0063572i
0.07766-0.058983i,0.18776-0.099575i,0.29254-0.11229i,0.28294-0.12014i,0.14207-0.13769i,-0.0019383-0.12658i,-0.030962-0.09315i,-0.0038023-0.092069i,-0.016318-0.094449i,-0.033015-0.049545i,-0.011215-0.0065257i,0.011661-0.0042851i,0.015133-0.00953i,0.015679-0.0035819i,0.014326-0.00047026i,0.00637-0.0032396i,-0.0017317-0.0013669i,-0.0053525+0.0032107i,-0.0029012+0.0030837i,0.00010049-0.0009328i,-0.00043433-0.0041689i,-9.8314e-05-0.0045656i,0.0017873-0.006911i
0.064142+0.064793i,0.073842+0.1778i,-0.0033402+0.33176i,-0.10142+0.44797i,-0.091692+0.46724i,-0.019636+0.3723i,-0.005516+0.22839i,-0.020606+0.14734i,0.005001+0.12083i,0.042944+0.072803i,0.039018+0.017132i,0.011761+0.0039304i,-0.0012622+0.016183i,-0.0062194+0.022079i,-0.0080418+0.017763i,-0.0049187+0.010285i,-0.0013276+0.0090165i,0.003491+0.012325i,0.006346+0.013843i,0.0061641+0.01375i,0.0059744+0.010335i,0.0046376+0.0039691i,0.0046976+0.00051271i
-0.034716+0.071091i,-0.083466+0.087428i,-0.11724-0.0059942i,-0.09276-0.18501i,-0.039815-0.30819i,-0.0067415-0.29875i,0.016069-0.19566i,0.041656-0.11223i,0.038069-0.08961i,0.0031273-0.061915i,-0.012933-0.016299i,-0.0055328+0.002712i,-0.0046422-0.0017804i,-0.0084913-0.0066896i,-0.0057867-0.0060895i,-0.001458-0.0049986i,-0.0037714-0.0091634i,-0.012167-0.013765i,-0.01783-0.012726i,-0.016324-0.008627i,-0.0096231-0.0045903i,-0.0046705+0.00054102i,-0.0031612+0.0068515i
-0.079448-0.0097218i,-0.15291-0.05276i,-0.18747-0.10589i,-0.189-0.10485i,-0.20884-0.032923i,-0.21313+0.035124i,-0.17248+0.039204i,-0.13723+0.022027i,-0.10695+0.036824i,-0.05175+0.046923i,-0.009482+0.02255i,-0.0045756+0.0010184i,-0.0072825-0.004163i,-0.004116-0.011566i,-0.0036447-0.014381i,-0.0034403-0.0065475i,0.0014661+0.0012285i,0.0071879+0.0042385i,0.0079525+0.0035749i,0.0026514+0.00063112i,-0.0018484-8.1981e-05i,-0.0020603+0.00084229i,-0.0031169+0.00026191i
0.0050718-0.080226i,0.063814-0.14115i,0.20027-0.13059i,0.34769-0.054931i,0.40221-0.016308i,0.3482-0.027917i,0.24194-0.025806i,0.17036-0.010918i,0.13262-0.024819i,0.069993-0.04146i,0.012827-0.022934i,0.0032168-0.0010251i,0.012892-0.00046047i,0.016133-0.0013563i,0.012482+4.241e-05i,0.005723-0.002774i,0.0033714-0.0065845i,0.0047523-0.01004i,0.0068414-0.011002i,0.0079978-0.010351i,0.0050834-0.01053i,0.00081517-0.010023i,-3.7959e-05-0.010976i
0.06799-0.013476i,0.10071+0.00089432i,0.027765+0.051362i,-0.14513+0.088808i,-0.25748+0.069765i,-0.23649+0.024228i,-0.15674-0.014506i,-0.11152-0.031207i,-0.1022-0.0089876i,-0.065532+0.024996i,-0.012857+0.022795i,0.0051798+0.0039908i,0.0025329+0.0029037i,0.0048455+0.0082008i,0.0072973+0.0062381i,0.0031515+0.0039113i,-0.004649+0.0088389i,-0.0085132+0.017841i,-0.0067069+0.022792i,-0.0023462+0.019599i,0.0025407+0.011679i,0.0056894+0.0055296i,0.0072093+0.0014516i
0.041865+0.063582i,0.065589+0.12841i,0.067556+0.15697i,0.073264+0.14414i,0.1068+0.16132i,0.1276+0.18879i,0.11083+0.16532i,0.085393+0.12448i,0.079233+0.086579i,0.064176+0.034761i,0.024697+0.0014273i,-0.0023717+0.0019417i,-0.0076979+0.0097676i,-0.011709+0.013438i,-0.01186+0.013043i,-0.0040498+0.0069545i,0.0031965+0.00010276i,0.0062579-0.0048833i,0.0034594-0.0072777i,0.00089857-0.0037072i,0.0042181+0.0010896i,0.0061416+0.0017898i,0.0045362+0.003191i
-0.062202+0.048379i,-0.13369+0.052863i,-0.17305-0.029695i,-0.14381-0.18889i,-0.11242-0.3103i,-0.10255-0.30818i,-0.074535-0.22174i,-0.046775-0.162i,-0.054618-0.13366i,-0.065072-0.072249i,-0.039201-0.011498i,-0.01158+0.0022223i,-0.0079455-0.0040057i,-0.0089095-0.0068962i,-0.0059137-0.004622i,-0.0036361-0.00042324i,-0.005053-0.0018218i,-0.0094691-0.0043644i,-0.012213-0.0040705i,-0.01263-0.0036785i,-0.012343-0.0018462i,-0.010704+0.0024287i,-0.0091322+0.0048405i
-0.051855-0.040351i,-0.075711-0.076641i,-0.041033-0.043689i,0.019471+0.089538i,0.021713+0.20359i,-0.019043+0.20558i,-0.040978+0.1594i,-0.025428+0.13933i,0.0071431+0.12059i,0.020778+0.067988i,0.0064965+0.01734i,-0.0050199+0.0019352i,-0.0012512-0.0030363i,0.0011718-0.012124i,-0.0017521-0.014712i,-0.0013154-0.0099428i,0.0037262-0.003413i,0.0093175-0.00053652i,0.01196-0.00091734i,0.009545-0.0021657i,0.0044314-0.0022018i,0.0013932-0.001537i,-0.00045272-0.0028577i
0.02556-0.068464i,0.061575-0.13186i,0.078932-0.16731i,0.070443-0.16204i,0.10276-0.15466i,0.15036-0.14659i,0.13376-0.12358i,0.085626-0.10255i,0.046182-0.091623i,0.010369-0.068892i,-0.0044367-0.030905i,0.0036389-0.0074778i,0.011984-0.0026445i,0.016746+0.0013583i,0.015786+0.0038683i,0.0073801+0.0014184i,-0.00056347-0.001864i,-0.0049131-0.0025349i,-0.0067928+0.000743i,-0.0045804+0.002786i,-0.0014898-0.0010334i,-0.00030429-0.0047434i,0.00085514-0.0072491i
0.07032+0.017402i,0.13031+0.063265i,0.1197+0.11585i,-0.0048544+0.13252i,-0.14735+0.13303i,-0.18532+0.13428i,-0.13946+0.10912i,-0.11499+0.079791i,-0.10132+0.076613i,-0.047161+0.06287i,-0.0020314+0.022151i,0.0010168-0.0025837i,-0.0029045+0.0026242i,-0.00022757+0.010584i,0.0033289+0.0088802i,0.0047671+0.0052951i,0.0026945+0.0065843i,0.0020673+0.0095972i,0.0028157+0.0085504i,0.002151+0.0066638i,0.0029786+0.0074705i,0.0051027+0.0073089i,0.0066393+0.0063554i
-0.0023271+0.065693i,-0.016963+0.12361i,-0.0060129+0.11841i,0.07752+0.040322i,0.1732-0.0056581i,0.18554+0.0099382i,0.15053+0.017013i,0.13735-0.014435i,0.11819-0.051998i,0.064688-0.051535i,0.018904-0.019413i,0.0034022+0.0028945i,-0.0050113+0.0086356i,-0.013657+0.013289i,-0.014602+0.015217i,-0.0091659+0.011368i,-0.0033625+0.0042952i,-0.0002504-0.0023008i,-0.001562-0.005722i,-0.0045585-0.0062614i,-0.0053743-0.0045665i,-0.004623-0.0033629i,-0.0026561-0.001625i
-0.066762+0.012561i,-0.15081+0.014773i,-0.21089+0.0077498i,-0.21336-0.012078i,-0.20906-0.070399i,-0.20479-0.12307i,-0.1769-0.096412i,-0.13847-0.043634i,-0.10729-0.018384i,-0.073986-0.0016793i,-0.036154+0.0069293i,-0.013815+0.0020626i,-0.0088526-0.0063448i,-0.007113-0.014489i,-0.0041835-0.015461i,-0.0018051-0.0087216i,-0.0020835-0.0041734i,-0.0044714-0.0020955i,-0.0022601-0.00099009i,0.0003303-0.0032081i,-0.0022642-0.0029508i,-0.0053418+0.0013468i,-0.0069933+0.0034255i
-0.020491-0.069397i,-0.021701-0.15564i,0.0055071-0.1937i,0.045177-0.10178i,0.076531+0.040081i,0.08971+0.098522i,0.07859+0.076636i,0.072044+0.063769i,0.080517+0.057257i,0.064728+0.021492i,0.022243-0.0030047i,0.00064078-0.0012194i,0.0052554-0.0032925i,0.0080578-0.0097485i,0.0035466-0.012182i,-0.0018049-0.011329i,-0.001023-0.0078857i,0.0015356-0.0045915i,0.00068074-0.0025934i,0.0014819-0.0010225i,0.0032346-0.0021435i,0.0040064-0.0057209i,0.0052623-0.0074072i
0.059766-0.03159i,0.13244-0.049712i,0.16406-0.059264i,0.10494-0.091745i,0.038422-0.14587i,0.028052-0.15103i,0.018156-0.12532i,-0.023149-0.11631i,-0.053368-0.094796i,-0.039584-0.049703i,-0.0068292-0.020977i,0.008002-0.014505i,0.010378-0.0057232i,0.015385+0.005273i,0.017544+0.0085659i,0.011702+0.0063679i,0.0037965+0.0030363i,0.00084124+0.00043793i,0.00098331+0.0015857i,0.0017793+0.0044832i,0.0022693+0.004194i,0.00093792+0.0022265i,-0.00017533+0.00016926i
0.039479+0.051458i,0.078413+0.12948i,0.092803+0.20135i,0.067752+0.21732i,0.012531+0.21422i,-0.027262+0.20592i,-0.0011869+0.16967i,0.04073+0.12739i,0.049594+0.096176i,0.040664+0.064038i,0.024894+0.030249i,0.0065735+0.012058i,-0.0049942+0.012104i,-0.0095571+0.016156i,-0.0076458+0.014629i,-0.0022067+0.008664i,-0.0010003+0.0068347i,-0.0011385+0.0070373i,-0.00031854+0.002899i,-0.00079614+0.00026541i,6.1815e-05+0.001246i,0.0037303+0.0020643i,0.0068579+0.0037142i
-0.039496+0.046948i,-0.12005+0.086633i,-0.1826+0.086584i,-0.13347+0.028665i,-0.013062-0.046495i,0.043598-0.07974i,0.030743-0.064975i,0.028561-0.057691i,0.029172-0.066813i,0.0058163-0.04977i,-0.0084951-0.01363i,-0.0046751+0.0026692i,-0.0059042+0.00074445i,-0.012286-0.00030905i,-0.013499+0.003742i,-0.0092136+0.0065288i,-0.0033897+0.0029414i,0.00055985-0.00055104i,0.0017762+0.00077316i,0.00038518+0.0011301i,-0.0019037-0.00058601i,-0.0042074-0.0010345i,-0.0060893-0.00074221i
-0.055831-0.037158i,-0.10384-0.1021i,-0.13593-0.1601i,-0.15101-0.13375i,-0.16838-0.067544i,-0.1624-0.038756i,-0.13192-0.0078612i,-0.1058+0.047182i,-0.075652+0.076542i,-0.040721+0.055161i,-0.02262+0.019069i,-0.014784+0.00090549i,-0.0049716-0.0091008i,0.00045183-0.019183i,0.0014527-0.021059i,0.0021661-0.015825i,0.0011109-0.011432i,-0.0016412-0.0092197i,-0.0025755-0.0069766i,0.00034291-0.0042187i,0.0021127-0.0022818i,0.0021662-0.00091574i,0.0016384-0.00038028i
0.028826-0.051742i,0.086138-0.11344i,0.15784-0.15277i,0.18489-0.12796i,0.17861-0.061201i,0.16116-0.016721i,0.12074-0.031441i,0.080939-0.056684i,0.058176-0.051886i,0.038807-0.03468i,0.020093-0.020001i,0.011766-0.010199i,0.012083-0.0041337i,0.013949-0.00028112i,0.0098901-0.00029197i,0.002272-0.0019035i,0.00016633-0.0008987i,0.0017468+0.0014006i,0.0011683+0.0038749i,0.00048901+0.0058286i,0.0013264+0.0040125i,0.0023747+8.4851e-05i,0.0033264-0.0042863i
0.053378+0.01516i,0.11859+0.069519i,0.15122+0.13066i,0.096627+0.12006i,0.0035464+0.047407i,-0.035385+0.0089166i,-0.024225+0.01856i,-0.028941+0.02001i,-0.048738+0.014697i,-0.03834+0.01868i,-0.0099731+0.011742i,0.0013794+0.0010734i,0.0014546+0.0054854i,0.0031617+0.013709i,0.0058616+0.013737i,0.0062866+0.010694i,0.003636+0.0076959i,0.0014307+0.0037459i,0.0022021-0.00028787i,0.0016156-0.0020154i,-0.00047959-0.00046936i,-0.00099734+0.0023394i,0.0007858+0.0042418i
-0.010087+0.05417i,-0.052164+0.1229i,-0.10474+0.17581i,-0.099603+0.17828i,-0.042726+0.16722i,-0.010085+0.14931i,0.010473+0.11644i,0.046738+0.0838i,0.060384+0.048133i,0.036343+0.020875i,0.011093+0.013713i,0.0011041+0.013557i,-0.0071214+0.01212i,-0.014522+0.011821i,-0.014065+0.0087137i,-0.0086861+0.0038102i,-0.0054614+0.0028723i,-0.0052138+0.0055892i,-0.0058706+0.0057071i,-0.0066758+0.0029888i,-0.0059915+0.00015723i,-0.0038801-0.0010576i,-0.0010682+0.00056084i
-0.05213-0.00039181i,-0.12316-0.033453i,-0.1757-0.098436i,-0.15375-0.15003i,-0.094419-0.16421i,-0.062346-0.14526i,-0.07634-0.096466i,-0.092866-0.056181i,-0.079937-0.040797i,-0.05375-0.030732i,-0.030077-0.017115i,-0.014096-0.0097318i,-0.0061151-0.011859i,-0.0037404-0.014338i,-0.0037334-0.010122i,-0.0024527-0.0035731i,-0.00024125-0.0028233i,0.0010693-0.0045025i,0.0026717-0.0025513i,0.0035445-0.00013043i,0.0024515-0.00029814i,0.00024091-0.0010019i,-0.0035727+0.00018467i
-0.0091097-0.049383i,0.012641-0.12132i,0.057013-0.17106i,0.067365-0.13167i,0.021127-0.04771i,-0.010557-0.011048i,-0.0055698-0.019613i,0.0014463-0.014133i,0.0061102+0.0071298i,0.010911+0.011029i,0.0062329+0.0012449i,0.0010758-0.0035591i,0.0040891-0.0076616i,0.0073011-0.012116i,0.0060832-0.012519i,0.0030169-0.01136i,0.00027887-0.0088849i,-0.0025898-0.0060918i,-0.0041797-0.0040254i,-0.0032581-0.0024832i,-0.001385-0.00092398i,0.00063261-1.6734e-05i,0.002499-0.0016575i
0.043216-0.011896i,0.11569-0.00050217i,0.18401+0.036912i,0.18929+0.048743i,0.15306+0.016454i,0.11797-0.0045013i,0.08413-0.021309i,0.051797-0.048825i,0.024417-0.055225i,0.010233-0.034082i,0.010072-0.014659i,0.010828-0.0075697i,0.01044-0.0015773i,0.0097519+0.0043236i,0.005662+0.0052448i,0.00023074+0.002939i,-0.0012787+0.0022662i,0.001487+0.0015659i,0.0036539+0.0010594i,0.003322+0.0010237i,0.0018161+0.00011706i,0.0016798-0.00016863i,0.0024909-0.00080332i
0.016953+0.04249i,0.011579+0.11036i,-0.031091+0.17574i,-0.083032+0.17323i,-0.10346+0.12099i,-0.086048+0.085447i,-0.042208+0.08478i,-0.0086692+0.085483i,-0.0014906+0.065073i,-0.0040715+0.039016i,-0.0040338+0.020757i,-0.004536+0.011236i,-0.007021+0.0092616i,-0.0069388+0.010292i,-0.0025721+0.0086334i,0.0018777+0.0044702i,0.0017775+0.0010243i,-0.00055688-0.00024158i,-0.0017307-0.0022188i,-0.0028368-0.0044062i,-0.002604-0.0043385i,-0.00096959-0.0027558i,0.00085191-1.859e-05i
-0.034201+0.019258i,-0.095631+0.023496i,-0.15176-0.0014086i,-0.12672-0.028717i,-0.046944-0.021819i,-0.010939-0.0026886i,-0.019489+0.0011012i,-0.013085-0.0073676i,0.0045679-0.018779i,0.0073218-0.022444i,0.0018141-0.013338i,0.00017709-0.0041468i,-0.0014938-0.0014891i,-0.0041068-0.0020201i,-0.003531-0.0031973i,-0.0019833-0.0033063i,-0.00049765-0.0025614i,-8.7008e-05+0.00013389i,-0.0014974+0.0034481i,-0.0017379+0.0045577i,-0.00053808+0.0036692i,-0.00054981+0.0019471i,-0.0026098+0.0011459i
-0.020924-0.024626i,-0.032623-0.085425i,-0.020825-0.15892i,-0.0066546-0.17898i,-0.017603-0.14943i,-0.027068-0.11645i,-0.029981-0.083132i,-0.03744-0.048328i,-0.03379-0.020965i,-0.018952-0.0083817i,-0.0079512-0.0071871i,-0.0031659-0.0087047i,0.00012179-0.011384i,0.0029084-0.013169i,0.0042574-0.0092695i,0.0039586-0.0030569i,0.0025214-0.00072833i,0.0010579-0.0018036i,0.0024427-0.002389i,0.0045326-0.0019402i,0.0040884-0.00074119i,0.0021729+0.0012915i,-0.00044292+0.0016379i
0.022132-0.025678i,0.076965-0.039329i,0.14202-0.020645i,0.15326+0.027215i,0.1102+0.055896i,0.072387+0.042983i,0.064163+0.008327i,0.063075-0.011138i,0.049993-0.0073908i,0.031179+0.0022416i,0.017509+0.0056209i,0.011233+0.0038665i,0.0089942+0.002787i,0.0089073+0.0027428i,0.0070462+0.00084913i,0.0029024-0.0011274i,0.00085093-0.00052318i,0.00022427-0.00027629i,-0.001828-0.00064746i,-0.0029574-0.00031944i,-0.001216+0.0010108i,0.00078662+0.0014365i,0.0031856-0.00099903i
0.024293+0.017211i,0.044228+0.063112i,0.036188+0.1139i,0.0027158+0.10631i,-0.0078034+0.051045i,0.0046219+0.02639i,0.010034+0.038647i,0.0039436+0.039111i,-0.0073685+0.023927i,-0.013445+0.013253i,-0.0095483+0.0095629i,-0.0046396+0.0073682i,-0.0036027+0.007053i,-0.0047637+0.0084371i,-0.0047105+0.0071292i,-0.0032302+0.0046559i,-0.0015815+0.0037973i,0.00058502+0.0024691i,0.0014672+0.0014884i,0.0017037+0.00097715i,0.0020064-0.00067445i,0.0011101-0.0012463i,0.00066091-0.00023306i
-0.011017+0.023911i,-0.052442+0.049811i,-0.11098+0.057373i,-0.13181+0.043384i,-0.10506+0.039185i,-0.07736+0.043174i,-0.055659+0.046109i,-0.031223+0.045664i,-0.011908+0.032788i,-0.0054094+0.015473i,-0.0062328+0.0075991i,-0.0071247+0.0069319i,-0.0074992+0.0063455i,-0.0064257+0.0051621i,-0.0013074+0.0044771i,0.0032255+0.0035738i,0.0030824+0.0032751i,0.0012104+0.0034952i,-0.0011785+0.0015443i,-0.0035804-0.00052004i,-0.0034282-0.0011654i,-0.0021785-0.0015272i,-0.0018441+0.00012171i
-0.024747-0.0085112i,-0.051554-0.04386i,-0.053052-0.10075i,-0.015964-0.12728i,0.015092-0.099703i,0.011651-0.063651i,-0.012516-0.047884i,-0.026714-0.042249i,-0.019833-0.034632i,-0.0081624-0.026159i,-0.0031994-0.017571i,-0.00029121-0.011888i,0.0029966-0.011423i,0.0022241-0.010799i,-0.0005183-0.006192i,-0.0019103-0.0020879i,-0.0031558-0.0015437i,-0.0033368-0.00083056i,-0.001674+0.0016822i,-0.00010772+0.0037198i,-0.00065464+0.0033313i,-0.0019459+0.0023051i,-0.0027648+0.0016651i
0.0088482-0.022279i,0.033229-0.051251i,0.07122-0.062972i,0.073632-0.039202i,0.034464-0.018301i,0.013681-0.024165i,0.019363-0.031453i,0.020196-0.022167i,0.012779-0.0062664i,0.0056594+0.0019357i,0.0017499+0.0020197i,0.0018424+0.0018099i,0.0044172+0.0010033i,0.0054961+0.00013538i,0.0029029+0.0019682i,-0.0010228+0.004146i,-0.0028849+0.0039504i,-0.0013041+0.0014637i,0.0010796-0.0016387i,0.0011984-0.0034092i,0.00065909-0.0025105i,0.0013317-0.0011467i,0.0031658-0.0010791i
0.020612-0.00096122i,0.049417+0.020554i,0.069894+0.06109i,0.060605+0.081216i,0.04287+0.063888i,0.031353+0.044024i,0.024763+0.03179i,0.019263+0.01783i,0.0093937+0.007097i,0.0010467+0.004506i,-0.0016041+0.0052485i,-0.0012728+0.0053194i,0.00068519+0.0064617i,0.0007634+0.0054973i,-0.0019052+0.00010909i,-0.00276-0.0039042i,-0.0015161-0.0038719i,-0.00060028-0.0022047i,-0.0023258-1.4682e-05i,-0.00347+0.0016566i,-0.001782+0.0012033i,-0.00059153-0.00020868i,-0.00024848-0.0021656i
0.0039227+0.017674i,-0.014862+0.043466i,-0.056006+0.05644i,-0.085928+0.035199i,-0.077726+0.0081939i,-0.052933+0.0075236i,-0.037211+0.022031i,-0.030408+0.025837i,-0.023095+0.016577i,-0.015626+0.0060802i,-0.012856+0.0015567i,-0.012796+0.0023417i,-0.012975+0.00457i,-0.011276+0.0048627i,-0.007326+0.0039719i,-0.0048107+0.0034558i,-0.0048899+0.0026488i,-0.0040964+0.0031137i,-0.0014797+0.0024723i,5.9687e-05-0.0010751i,0.0010617-0.0025845i,0.0012397-0.0013786i,0.0008809+0.00048175i
-0.017165+0.0042406i,-0.042463-0.0067926i,-0.056011-0.032379i,-0.03631-0.043823i,-0.014448-0.022981i,-0.017334-0.0079248i,-0.02597-0.014791i,-0.020656-0.019906i,-0.0064298-0.017492i,0.0030992-0.013712i,0.0037418-0.010528i,0.0021989-0.0068705i,0.0023552-0.0050101i,0.0039194-0.0046766i,0.0059566-0.0036089i,0.0079603-0.002134i,0.0080542-0.0021316i,0.0044584-0.0025105i,5.1834e-05-0.0017955i,-0.0020101-0.001736i,-0.0028217-0.0016769i,-0.00287-0.0016115i,-0.0025968-0.00073133i
-0.0042448-0.014256i,0.0038601-0.040223i,0.027418-0.06627i,0.043477-0.067297i,0.035627-0.05386i,0.023754-0.04374i,0.01988-0.036821i,0.017232-0.028008i,0.011918-0.016563i,0.0073598-0.0088704i,0.0050774-0.0067563i,0.0044777-0.0058596i,0.0045737-0.0047731i,0.0031287-0.0036899i,-0.00024372-0.0021188i,-0.0043767-0.0018573i,-0.0064977-0.0032587i,-0.0051217-0.0027797i,-0.00059927+0.00032779i,0.0036756+0.0027203i,0.0040237+0.0033008i,0.0026775+0.0039639i,0.0017388+0.0039819i
0.0098305-0.0074424i,0.032071-0.0017028i,0.05044+0.024372i,0.042442+0.050578i,0.019266+0.044156i,0.012191+0.021452i,0.021515+0.0091728i,0.026137+0.00531i,0.018223+0.004508i,0.0084373+0.0055184i,0.0042956+0.0062778i,0.0028741+0.0063271i,0.0027947+0.0068319i,0.0034717+0.0074597i,0.0031665+0.0060577i,0.0030418+0.0047755i,0.0041627+0.0046819i,0.0043314+0.0029988i,0.001808+0.00099846i,-0.0002133+0.000412i,-0.00030068-0.00021885i,0.00026729-0.0016696i,0.0019669-0.0026652i
