0.0023603+0.00020516i,0.0024871-0.0015475i,0.0016996-0.001781i,4.9086e-06-0.00092663i,-0.001197+0.00051876i,-0.0009441+0.0023581i,-0.00060862+0.0029217i,-0.00079698+0.0018891i,-2.9442e-05+0.0015069i,0.0012088+0.0010789i,0.00054595+0.00029708i,-0.00013136+7.7856e-05i,-0.00013438+0.00018836i,-0.00028682+0.0013167i,-6.6226e-06+0.0015417i,0.00034269+0.00046419i,0.00028055-0.00018658i,0.00063066-1.8989e-05i,0.00097349-5.3748e-05i,0.00074966+0.0001384i,0.00044123+0.00014507i,0.00013672+2.7659e-05i,3.8297e-05-6.3083e-05i
-0.00044083+0.00055387i,0.00081332+0.00053553i,0.0037178+0.0052877i,0.0045181+0.01015i,0.0034572+0.0077099i,0.0019528+0.00097727i,0.0019227-0.0025649i,0.0044779-0.0047372i,0.0066072-0.0059538i,0.0063286-0.0057908i,0.0056425-0.0063489i,0.0043297-0.0060648i,0.0020267-0.005606i,8.0811e-05-0.0050889i,-0.0022945-0.003316i,-0.0038808-0.0011513i,-0.0035882-4.6386e-05i,-0.0028532+0.00039162i,-0.0030525+0.0012629i,-0.0029691+0.0022952i,-0.0017363+0.0014311i,-0.00039833+0.00064694i,3.8443e-05+0.00094572i
0.0032331+0.0075998i,0.0068642+0.011617i,0.005824+0.016167i,0.00048825+0.015727i,-0.0015671+0.011191i,8.1085e-05+0.0059584i,0.002934+0.0014393i,0.0039851-0.0037294i,0.0030995-0.0082754i,0.0016247-0.0097107i,-0.00057682-0.008123i,-0.0017214-0.0057469i,-0.00027937-0.004353i,-0.00042317-0.0027652i,-0.0019253-0.0011991i,-0.0018408-2.3822e-05i,-0.0014701-0.00022794i,-0.0022414-0.0014798i,-0.0033237-0.00049201i,-0.0032306+0.001086i,-0.0019192+0.0014418i,-0.00090995+0.00092319i,-0.0011274+0.00025331i
0.0012359-0.0002497i,-0.0015775-0.0024625i,-0.0048571-0.00099874i,-0.0095353+0.0019289i,-0.0096004+0.0030294i,-0.0031883+0.0029881i,0.0016809+0.0013084i,0.00017685-0.0024968i,-0.0043059-0.0050824i,-0.0079655-0.0043724i,-0.009045-0.0013388i,-0.006848+0.001804i,-0.0042244+0.0032095i,-0.0019673+0.0027989i,-0.00035579+0.0018425i,0.00084206+0.00078743i,0.001066-0.00065245i,0.00038786-0.0014754i,-0.00083227-0.0012094i,-0.0011511-0.00077039i,4.7818e-05-0.00036746i,8.571e-05+8.25e-05i,-0.0012983+0.00016898i
0.00076855+0.0068693i,0.0014347+0.010173i,-0.00020187+0.0095019i,-0.0071896+0.0029851i,-0.010639-0.0010558i,-0.0071969+0.0015454i,-0.0035269+0.0040699i,-0.0030556+0.0053687i,-0.004005+0.0062961i,-0.0046906+0.006712i,-0.0039673+0.0078399i,-0.0019846+0.0079784i,-0.00081119+0.0062047i,-0.00054217+0.0035383i,0.00017295+0.00049634i,0.0016888-0.00088449i,0.0024323-0.00059613i,0.0026405-0.0011035i,0.0024382-0.0017703i,0.0012636-0.0014344i,0.00028983-0.00043962i,0.0001839-0.00046448i,-0.00038148-0.00053079i
-0.002481-0.00058054i,-0.0076942-0.0037795i,-0.011858-0.0063954i,-0.014333-0.0097087i,-0.01163-0.010402i,-0.0070468-0.0057748i,-0.0042515+0.00064146i,-0.0012921+0.0070914i,0.0028458+0.010269i,0.0055545+0.0081602i,0.0047376+0.0050762i,0.0015998+0.0041099i,-0.0010584+0.0036813i,-0.001896+0.0022409i,-0.0020527+0.00088386i,-0.001468+0.00026927i,-9.0692e-05+0.0010263i,0.0011098+0.0016978i,0.0014441+0.00093116i,0.0013987+0.00057947i,0.00137-0.00050381i,0.0014718-0.0017628i,0.00065777-0.0015986i
0.0011267+0.00018954i,0.0024411-0.0016137i,0.003033-0.0078577i,0.0010094-0.014755i,-0.00054263-0.014595i,-0.0018174-0.0057385i,-0.0013748+0.0031469i,0.0035411+0.006866i,0.0088012+0.0054481i,0.0099866+0.00061032i,0.0068462-0.0030955i,0.0016112-0.004176i,-0.0013631-0.003426i,-0.0028123-0.0013533i,-0.003586+0.00018915i,-0.0029797+0.00055592i,-0.0018205+0.00094884i,2.9923e-05+0.0015278i,0.0016598+0.0019644i,0.0022107+0.0016341i,0.0015797+0.00062818i,-7.231e-05-0.00038291i,-0.00095565-0.00043338i
0.00029751-0.0019748i,0.0013025-0.0075467i,0.0025986-0.013892i,0.0027668-0.01912i,0.0027188-0.018424i,0.00085399-0.012571i,-0.00048629-0.0064962i,0.00057262-0.0032375i,0.0022603-0.0047176i,0.0015113-0.0083627i,-0.0013557-0.0093095i,-0.0031815-0.0075137i,-0.0019094-0.0053941i,-0.00086638-0.0036409i,-0.0016167-0.0020375i,-0.0018863-9.846e-06i,-0.0015775+0.0013078i,-0.0013445+0.0012917i,-0.00035345+0.0019884i,0.00054208+0.0027102i,0.00010137+0.0019889i,9.8565e-05+0.0013236i,-3.926e-05+0.00035881i
0.0038093+0.0023899i,0.0061705+0.0017627i,0.010511-0.0050095i,0.013803-0.011734i,0.010681-0.010803i,0.0034535-0.0069932i,-0.0025921-0.0069454i,-0.0068361-0.0086785i,-0.009969-0.0069759i,-0.010438-0.0035537i,-0.0083727-0.0015403i,-0.0051688-0.00095794i,-0.0022631-0.0013084i,-0.0017585-0.0022595i,-0.0023315-0.0016007i,-0.0018379-0.00053176i,-0.0018406-0.00099985i,-0.0024544-0.0011297i,-0.0020029+0.00020918i,-0.00131+0.0010118i,-0.00084392+0.00070525i,-0.0011276+0.00060046i,-0.0010553+0.00061275i
-0.00062366+0.0011077i,0.0015187-0.00022398i,0.009015-0.0015223i,0.017463-0.00278i,0.017881-0.003897i,0.0093389-0.0052692i,-0.0014204-0.0063175i,-0.0094993-0.0042114i,-0.012952+0.0011617i,-0.01112+0.0057376i,-0.0056958+0.006864i,-0.0011476+0.0048688i,-4.8717e-05+0.0015481i,-0.00011917-0.00088749i,0.00012367-0.0014383i,0.00043047-0.0015929i,0.0004938-0.0025194i,-0.00078068-0.0028416i,-0.0025999-0.0024711i,-0.002724-0.0011941i,-0.0015426-0.00058303i,-7.4354e-05-0.00048137i,0.00025838-2.5207e-05i
-0.0015796+0.0030572i,0.0039768+0.0058449i,0.014071+0.009336i,0.021672+0.0098007i,0.018442+0.0069104i,0.0084774+0.0031876i,0.0014292+0.0014794i,-0.002152+0.0036696i,-0.0029486+0.0074884i,0.00082465+0.0087187i,0.0047445+0.0064119i,0.0041011+0.0037697i,0.0025835+0.0020499i,0.0022892+0.000742i,0.0018272-0.00064296i,0.0018534-0.0021564i,0.0026422-0.0026418i,0.0014038-0.0019761i,-0.00055045-0.0021549i,-0.0013563-0.0018757i,-0.00079038-0.0001848i,-0.00017436+0.00012334i,-0.00087956-0.00054992i
0.00065474+0.0010016i,0.0035508+0.0013746i,0.0077383+0.007179i,0.011077+0.01458i,0.011111+0.014119i,0.0074387+0.0068295i,0.005526+0.0026803i,0.0072458+0.0024919i,0.0090873+0.0027941i,0.0093232+0.0004489i,0.0080342-0.0028011i,0.0049947-0.0026933i,0.0023046-0.00058319i,0.0013849+0.00042007i,0.0012313-0.00010965i,0.0014251-0.00068853i,0.0020559-0.00083272i,0.0026938-0.0008009i,0.0020511-0.00077579i,0.00096213-0.0007367i,0.00074024+0.00022384i,0.00088628+0.0012349i,0.00044795+0.00057203i
0.0012717+0.0038736i,0.0043364+0.0088902i,0.0058215+0.017365i,0.0048492+0.023234i,0.0037166+0.020906i,0.0056728+0.012436i,0.0093691+0.0043297i,0.011011-0.0027418i,0.0087969-0.0076955i,0.0036759-0.0084459i,0.00035805-0.0072019i,-0.0012091-0.0051679i,-0.0010491-0.0022475i,0.0006176+0.00021414i,0.0011855+0.00028743i,0.00035596+4.3852e-05i,-8.2822e-05+0.00079844i,0.001331+0.00090746i,0.0036564-0.00023595i,0.0038709-0.00096878i,0.0021839-5.9487e-05i,0.00083875+0.0013294i,0.00021854+0.00097907i
0.0018841-0.00033367i,0.00050863+0.0027908i,-0.0048662+0.009457i,-0.010851+0.016147i,-0.010656+0.015203i,-0.0030335+0.0081613i,0.0035457+0.0015616i,0.0039907-0.0041898i,-0.00065245-0.008044i,-0.0055432-0.0063045i,-0.0056535-0.0025007i,-0.0029703-0.0013869i,-0.0010362-0.0013174i,-0.0012961+4.6534e-05i,-0.0023412+0.0010369i,-0.0022989+0.001811i,-0.001435+0.0020659i,0.00035827+0.0014634i,0.0019536+0.0010467i,0.0014865+0.00022818i,0.00026966-0.00086523i,-0.00021224-0.00084361i,0.00063484+3.8611e-05i
-0.0017832+0.0026693i,-0.0048545+0.0054281i,-0.011563+0.0092361i,-0.018765+0.01164i,-0.017837+0.010184i,-0.010145+0.0075105i,-0.003389+0.0042039i,-0.0034478+0.00052112i,-0.0076292+0.0012894i,-0.0083556+0.004501i,-0.0037217+0.0065717i,9.6802e-05+0.0052349i,-0.00065905+0.0021353i,-0.0033135+0.00013527i,-0.0045684+0.00017954i,-0.0038013+0.00091645i,-0.0030251+0.00090442i,-0.0023735+0.00049066i,-0.0012959+0.0005964i,-0.00062788+0.0012021i,3.1936e-06+0.00055021i,0.00015487-4.4285e-05i,-0.00067357+7.4752e-05i
0.00045281-0.0009756i,-0.0038006-0.0039821i,-0.012754-0.0055641i,-0.021488-0.0049797i,-0.020697-0.0030076i,-0.013389+0.00064533i,-0.0086929+0.0045721i,-0.00765+0.0074703i,-0.004936+0.0093439i,-0.00026125+0.0080841i,0.0027315+0.0055316i,0.002821+0.0034264i,0.00050072+0.002213i,-0.0024614+0.00088455i,-0.002622+0.00057178i,-0.00093339+0.00066057i,-0.00067042+0.00061243i,-0.0015987+0.0013884i,-0.0018588+0.0017567i,-0.0015928+0.001114i,-0.00082532+0.00084776i,-0.0011811+0.00042138i,-0.0012248+0.0005688i
0.0042547-0.002852i,0.00079381-0.0072177i,-0.0062003-0.013715i,-0.014794-0.018199i,-0.017342-0.015148i,-0.013026-0.0042942i,-0.0074523+0.0051508i,-0.0027742+0.0093073i,0.0025911+0.008064i,0.0051175+0.0027343i,0.001963+0.0001768i,-0.0016127+0.00056893i,-0.0023074-0.00039784i,-0.0015219-0.0014058i,0.00043401-0.00077405i,0.0012897-0.00098425i,0.0011937-0.001243i,0.0006735-0.00011753i,-0.00063879+0.00097402i,-0.0010025+0.00083531i,-0.00069271-0.00042505i,-0.000716-0.00094932i,-0.0014404+0.00036771i
0.0048812+0.0019369i,0.0059206-0.0023311i,0.0027258-0.012825i,-0.0044098-0.024396i,-0.0080174-0.023573i,-0.0074243-0.010923i,-0.0048867-0.00060228i,-0.00013159+0.0020062i,0.0048536-0.0013171i,0.0032639-0.0058758i,-0.0024593-0.0045158i,-0.0050657-0.00079475i,-0.0023024-0.0013786i,0.0013205-0.0030747i,0.0015288-0.0034697i,0.00069985-0.0029908i,0.00036433-0.0019688i,-0.0005417-0.0015528i,-0.0015766-0.0013803i,-0.00036341-0.0010818i,0.0011036-0.0010083i,0.00028642-0.0015609i,-0.00078294-0.0011727i
-0.0028373+0.0008117i,-0.003992-0.0014365i,-0.0014165-0.0095568i,0.0042059-0.018893i,0.0042819-0.020011i,-0.00014134-0.011162i,-0.0011156-0.0038086i,-0.00071778-0.0042356i,-0.0021694-0.006882i,-0.0046067-0.0055983i,-0.0065105-0.0016825i,-0.0047084+0.00097681i,0.00018807+0.00090203i,0.0026432-0.00060447i,0.0011347-0.0013529i,-0.00084729-0.0012911i,-0.0014542-0.0007064i,-0.00066252-0.00091195i,-0.00027683-0.0021101i,-0.00048623-0.0019251i,0.00017512-0.00081014i,0.00083641-0.00054936i,0.00066153-0.0010801i
0.0049426-0.0040326i,0.0077081-0.0082025i,0.014463-0.016555i,0.019006-0.022453i,0.015229-0.019542i,0.0068989-0.011727i,0.0019668-0.0079346i,-0.001275-0.0077476i,-0.0054541-0.0047542i,-0.0068896+0.00046983i,-0.0026955+0.0019965i,0.0011803+0.00075044i,0.0023135+0.00046764i,0.0026312+0.0023774i,0.0006042+0.0035174i,-0.0011338+0.0025029i,-0.0013998+0.0012514i,-0.001347+0.00035067i,-0.00042181-0.0012964i,0.00056875-0.001749i,0.0016379-0.00095577i,0.0018521-0.00073972i,0.00073065-0.00061712i
0.0006856-0.00073461i,0.0048726-0.0027947i,0.015736-0.003913i,0.02599-0.005452i,0.024695-0.0076897i,0.013011-0.0077311i,0.0023796-0.00657i,-0.0026283-0.0033022i,-0.0037939+0.0028324i,-0.00072217+0.005145i,0.0035597+0.00096165i,0.0031944-0.0025267i,0.00097594-0.00054898i,0.00037676+0.0024023i,0.00038237+0.0030478i,0.001195+0.0018803i,0.0011362+0.00074745i,0.00052443+0.00060189i,0.0012739+0.00089792i,0.0014474+0.0010214i,0.001165+0.0010121i,0.0010581+0.00082571i,0.00082401+0.00032726i
0.0036198-0.0010958i,0.010529+0.0031339i,0.01914+0.0080476i,0.026426+0.01089i,0.024537+0.008319i,0.014359+0.0018078i,0.0059891-0.0017235i,0.0025579-0.00015883i,0.0033186+0.0033266i,0.0058209+0.0023942i,0.0046809-0.0022087i,0.00078986-0.0028135i,-0.0026064+0.0010338i,-0.0042894+0.0034599i,-0.0025758+0.0028454i,0.0010005+0.00068852i,0.0025647-0.00025481i,0.0022061+0.0003794i,0.0014836+0.0011854i,0.00056071+0.0017222i,-0.00041545+0.0014059i,-0.0010843+0.00091617i,-0.00091913+0.00083078i
0.0014732+0.0039024i,0.0051014+0.0077853i,0.012355+0.015099i,0.018344+0.020626i,0.018405+0.01688i,0.012704+0.0075183i,0.0068812+0.0023078i,0.0058412+0.00097911i,0.0076694-0.0016081i,0.0054735-0.0049464i,-0.00025254-0.004727i,-0.0041609-0.0014874i,-0.0057169-0.0011765i,-0.0064307-0.0025335i,-0.0050016-0.0028245i,-0.0016373-0.0032406i,9.1427e-05-0.0036256i,0.00068365-0.0016509i,4.7674e-05+0.0012618i,-0.0013126+0.0017747i,-0.0012119+0.0016606i,-0.00016613+0.0015037i,0.00089434+0.0013036i
0.0011287+0.0021284i,0.00070092+0.0087916i,0.00098949+0.01877i,0.001892+0.025709i,0.0036252+0.02493i,0.0045261+0.017127i,0.0039576+0.0099393i,0.0033826+0.003444i,0.0012432-0.0039244i,-0.0028392-0.0048725i,-0.0045507+0.00040172i,-0.003519+0.0034229i,-0.0025267+0.00065931i,-0.0024034-0.0031141i,-0.0022752-0.0030919i,-0.0019271-0.0016195i,-0.0019298-0.0011532i,-0.0019756-0.0003932i,-0.001922+0.0008786i,-0.0012352+0.0016105i,-0.00066642+0.0019932i,-0.00062244+0.001348i,0.00016673-0.00024941i
0.0026176+0.00096811i,-0.0022857+0.0039373i,-0.0097419+0.013413i,-0.013992+0.023902i,-0.010423+0.024347i,-0.0044336+0.016499i,-0.0019033+0.0088561i,-0.004076+0.0042846i,-0.0085844+0.0011877i,-0.0097908+0.0022522i,-0.004856+0.0051071i,0.0014449+0.002923i,0.0038821-0.0017431i,0.0034544-0.0037826i,0.0015827-0.0034836i,-0.00058477-0.00053358i,-0.00097522+0.0026163i,-0.0015442+0.0024601i,-0.0027793+0.00080569i,-0.001914+0.00041766i,-0.00084145+0.00052251i,-0.00088895-0.00026117i,-0.0015838-0.0011118i
-0.0028744+0.0022265i,-0.0068579+0.0053765i,-0.016856+0.0093331i,-0.025574+0.014116i,-0.022196+0.016119i,-0.010868+0.013097i,-0.0046376+0.0077151i,-0.0059273+0.006341i,-0.0077001+0.0090815i,-0.0042606+0.0092574i,0.0018368+0.0045658i,0.005521-0.0012499i,0.0079829-0.0030738i,0.010347-0.002663i,0.0091233-0.0023388i,0.0054674-0.0011911i,0.003019-0.00047109i,0.0013906-0.00093061i,6.2652e-05-0.001478i,-0.00056082-0.0014377i,-0.0010339-0.0012896i,-0.0019368-0.0013892i,-0.0023203-0.0018213i
-0.001758-0.0017157i,-0.008057-0.0027779i,-0.018473-0.0063481i,-0.028226-0.0056432i,-0.02681-2.6429e-05i,-0.016193+0.0033936i,-0.0073488+0.0021236i,-0.0032143+0.0020973i,8.3987e-05+0.0054674i,0.0032145+0.0052916i,0.0035485+0.00088595i,0.0013188-0.00087158i,0.0024378+0.0018976i,0.005794+0.0039773i,0.0061606+0.0024897i,0.0049336-0.00047218i,0.0030045-0.0023404i,0.0010189-0.0031185i,0.0001919-0.0025839i,-0.00054775-0.0017514i,-0.00094257-0.001655i,-0.0013262-0.0012779i,-0.0011861-0.00037516i
-0.002745-0.00076132i,-0.0061172-0.0053081i,-0.012129-0.012481i,-0.018816-0.017272i,-0.02031-0.013599i,-0.013409-0.0062514i,-0.0051629-0.004289i,0.0001355-0.005251i,0.004807-0.0049974i,0.0060837-0.0056239i,0.0021669-0.0046077i,-0.00255+0.00034565i,-0.0049324+0.0058018i,-0.0044748+0.008i,-0.0019852+0.0051896i,-0.00040388+0.00043418i,-0.0019341-0.0015431i,-0.0027396-0.0010307i,-0.001449-0.00075467i,-0.001253-0.0017008i,-0.001084-0.001899i,-0.00064486-0.00072863i,0.00020595-0.00028919i
0.0017513-0.0040522i,0.0017344-0.01151i,-0.00016056-0.020897i,-0.0046317-0.027249i,-0.008446-0.024113i,-0.0069339-0.014021i,-0.0016374-0.0088371i,0.0019151-0.0089336i,0.0021328-0.01031i,-0.00054812-0.0092582i,-0.0031895-0.0035626i,-0.0044806+0.0026358i,-0.0070442+0.0058773i,-0.0089119+0.0086728i,-0.0067957+0.0095157i,-0.0038316+0.0066105i,-0.0019267+0.0039111i,-0.00037683+0.0033083i,0.0011077+0.0020316i,0.0016208+0.0001791i,0.0007397-0.00029198i,0.00023921-0.0010979i,0.00031447-0.001512i
0.003261-0.0033018i,0.0069485-0.0078987i,0.0098266-0.01687i,0.007266-0.025285i,0.0019028-0.024673i,-0.00089945-0.013886i,0.00017664-0.0052461i,-0.00020546-0.005439i,-0.0051255-0.0067047i,-0.0085421-0.0039892i,-0.005528-0.00011582i,-0.0017479+0.00025655i,-0.003693-0.0026044i,-0.0076214-0.0025298i,-0.0065773+0.0016942i,-0.0018459+0.0045475i,0.0018567+0.0049279i,0.0029787+0.0044957i,0.0023619+0.0039061i,0.0020816+0.0024673i,0.0016806+0.00074356i,0.00039092-0.00038803i,0.00018011-0.00080638i
0.0045888+0.0043512i,0.011838+0.0031346i,0.021102-0.0039793i,0.023673-0.015438i,0.016249-0.019242i,0.0064331-0.011553i,0.0017084-0.001292i,-0.0016493+0.0031946i,-0.0064676+0.0045952i,-0.0068173+0.0055845i,-0.0021384+0.0031083i,0.002381-0.0031246i,0.0040205-0.010301i,0.002916-0.014079i,0.00055947-0.011934i,0.00028335-0.0069712i,0.0011147-0.0036548i,0.00088747-0.0025292i,0.00037614-0.00079253i,0.00053272+0.00052661i,0.0015297+0.00049373i,0.0018657+0.00025273i,0.00021552+0.00078879i
-0.00038729+0.0029916i,0.001972+0.0059496i,0.012408+0.0071251i,0.023672-8.0158e-05i,0.020046-0.0070887i,0.0071917-0.0037302i,0.00066408+0.003915i,-8.8169e-05+0.008769i,1.5145e-05+0.010433i,0.00155+0.0089435i,0.0033468+0.0038652i,0.0051214-0.0019922i,0.0084726-0.0081636i,0.009003-0.012334i,0.0034144-0.011774i,-0.0013057-0.0089876i,-0.0023291-0.0070262i,-0.0031614-0.0055245i,-0.0031267-0.0025082i,-0.0013731+0.00031468i,0.00025938+0.0011579i,0.00068374+0.00064777i,-0.00027161+0.00089983i
0.001981+0.0027755i,0.0056096+0.0031858i,0.011535+0.0083069i,0.018843+0.0097785i,0.01896+0.0028073i,0.0094707-0.0006602i,0.0032304+0.002957i,0.0039506+0.0050199i,0.0070881+0.002658i,0.0085479-0.00061124i,0.005174-0.001602i,0.0022465+0.00043949i,0.0049525+0.0017313i,0.0067426-0.00024648i,0.0031827-0.0024172i,-0.0011603-0.0033261i,-0.0033834-0.002708i,-0.0034553-0.0010796i,-0.0035242-0.00066349i,-0.0028041+0.00021011i,-0.00091487+0.0018487i,0.00028727+0.0020404i,-0.0012203+0.00095749i
0.00033454+0.0036411i,0.0034055+0.0066789i,0.0062926+0.013775i,0.011154+0.017907i,0.01555+0.011471i,0.01135+0.0025644i,0.0052614+0.00052628i,0.0044931-0.00035427i,0.0048464-0.0051938i,0.0035068-0.0078874i,0.00028855-0.0042502i,-0.0021933+0.0035935i,-0.0009355+0.010549i,0.0021812+0.013282i,0.0042957+0.010312i,0.0038267+0.0049208i,0.002035+0.0025006i,0.0016566+0.0013557i,0.0018625+0.00018809i,0.00059584+0.0010824i,-0.0012946+0.0021451i,-0.0016425+0.0016937i,-0.00093361+8.5856e-05i
-0.00092393+0.0026252i,-0.0018445+0.010376i,-0.0018995+0.01753i,0.0030906+0.018838i,0.0092827+0.014986i,0.0087255+0.0050252i,0.0028843-0.0026552i,0.00037061-0.0055885i,-0.00074141-0.006896i,-0.0037625-0.0046503i,-0.0052841-3.6082e-05i,-0.0056621+0.0050114i,-0.0071604+0.011519i,-0.0055554+0.014665i,-0.00069347+0.011309i,0.0030689+0.0066008i,0.0042674+0.0038303i,0.0043569+0.001125i,0.0028311-0.0011389i,0.00057884-0.0016808i,-0.00068466-0.00079471i,-0.0012623+2.0899e-05i,-0.00060913-0.001093i
-0.00029952+0.0030705i,-0.0070406+0.00298i,-0.011887+0.0064503i,-0.0089661+0.012962i,-0.0012067+0.014133i,0.0034977+0.0070815i,0.00099482+0.00094787i,-0.0033944+0.00028612i,-0.0046572+0.0032047i,-0.0044181+0.0052154i,-0.0033762+0.0042198i,-0.0043661+0.0011488i,-0.0085337+0.00045914i,-0.009801+0.001677i,-0.0067654+0.0013101i,-0.0039153+7.1042e-05i,-0.0021713-0.00026953i,-0.00090742+0.00037963i,-0.0003107+0.00076246i,-0.0008863+0.00033495i,-0.0012729-0.00064723i,-0.00041325-0.0017884i,0.00098425-0.0021761i
-0.0031321-0.0014474i,-0.0069931-0.0054619i,-0.011372-0.0023707i,-0.010916+0.0078706i,-0.0039719+0.014563i,0.0031246+0.012853i,0.0034302+0.006278i,-0.0013215+0.0041652i,-0.0018702+0.0076917i,0.001973+0.0090194i,0.0046444+0.0037196i,0.0035161-0.0040354i,-0.00011017-0.0097505i,-0.0038498-0.010814i,-0.0044285-0.0070684i,-0.0036145-0.0028414i,-0.0030954-0.0011676i,-0.0031738+0.00061713i,-0.0024445+0.0015958i,-0.0012255+0.00071728i,-0.00068842-0.00078975i,-7.3046e-05-0.001597i,0.00057368-0.00038324i
0.00033124-0.0011384i,0.0013887-0.0045739i,-0.0043275-0.0085392i,-0.010908-0.0038103i,-0.0076614+0.0067607i,-0.0013324+0.0086067i,2.9954e-05+0.0048177i,-0.0019535+0.0035672i,-0.00035885+0.0041021i,0.0033479+0.0015307i,0.0041017-0.0033106i,0.0044785-0.0091463i,0.0057427-0.014855i,0.004197-0.016441i,0.00073361-0.011966i,-0.00024781-0.0058635i,-2.1797e-05-0.0027525i,-0.00051754-0.001588i,-0.00049029-0.00029362i,-0.00024179-2.1859e-05i,-0.00014268-0.00025564i,-8.5685e-06+0.00067716i,-0.00040225+0.0023675i
0.00043451+0.00086734i,0.0012185+0.00030684i,0.00049398-0.0028035i,-0.0049941-0.0041589i,-0.011214+0.0017955i,-0.0083273+0.0057016i,-0.0026403+0.0041663i,-0.0011447+0.0019629i,-0.0022127-0.0015695i,-0.0033053-0.0055718i,-0.0030817-0.0057471i,-4.9615e-05-0.0044863i,0.0051488-0.0054798i,0.0087993-0.0075045i,0.0086292-0.0078703i,0.0058168-0.0061458i,0.0028298-0.0046296i,0.0015781-0.0044064i,0.0010333-0.0039106i,0.00039615-0.0017328i,7.3486e-05+0.00056806i,-0.00041996+0.0011757i,-0.00032189+0.0014798i
0.0010543-0.00084022i,0.001327-0.00089154i,0.0040379-0.0021635i,0.0007045-0.0030769i,-0.011248+0.00063799i,-0.013424+0.0048565i,-0.0058681+0.0024763i,-0.0022829-0.0017449i,-0.0049147-0.003334i,-0.0081164-0.001578i,-0.0080747+0.0025088i,-0.0053278+0.006635i,-0.0015699+0.010165i,0.0022506+0.010737i,0.0037168+0.0056369i,0.0028757-0.00041037i,0.0022862-0.003279i,0.0015344-0.0035107i,-0.00033502-0.0023361i,-4.5497e-05-0.0006946i,0.00015959+0.00069416i,-0.0013259+0.00092094i,-0.0025288-0.00014862i
-0.00037883+0.0011844i,0.0031985-0.00062098i,0.0041965-0.00067886i,-0.0017178-0.00097609i,-0.0093097-0.0048293i,-0.011954-0.0037615i,-0.0067677-0.0022434i,-0.0026124-0.0038209i,-0.0033412-0.00091436i,-0.0035265+0.0042212i,-0.00053707+0.0069527i,0.00048253+0.0098885i,-0.002193+0.014034i,-0.0036001+0.015364i,-0.0033168+0.010909i,-0.003315+0.0067926i,-0.0025199+0.0043643i,-0.0016783+0.0020768i,-0.0011407+0.0020454i,-0.00074729+0.0028737i,-0.0011542+0.0019656i,-0.0020927-0.00020148i,-0.0022637-0.0025404i
0.0016504+0.0020239i,0.0063171+0.0056032i,0.0086153+0.0062595i,0.0023872+0.00014844i,-0.0054834-0.0057966i,-0.0073946-0.006391i,-0.0039864-0.0028062i,-0.00079076+8.4987e-05i,0.00081513+0.0022758i,0.0043929+0.0042962i,0.0080639+0.0029433i,0.0059476+0.0011682i,-0.00075819+0.0042054i,-0.0060226+0.008622i,-0.0062173+0.010569i,-0.0030398+0.0095804i,0.00022883+0.0078984i,0.0017193+0.0058423i,0.0011242+0.0035786i,9.408e-05+0.001922i,-0.00080762+9.735e-05i,-0.0016292-0.0019564i,-0.00097976-0.0033274i
0.0028561+0.00041296i,0.002554+0.0062923i,0.0029034+0.0089079i,0.00081397+0.0008197i,-0.0012038-0.0064531i,0.00052058-0.0059413i,0.0017186+0.00035213i,0.0013322+0.0045725i,0.0026807+0.0037681i,0.0057809-0.00053998i,0.0058978-0.0060652i,0.002945-0.01053i,-0.00098478-0.013009i,-0.0035218-0.010999i,-0.0023332-0.0055111i,0.0012032-0.0012884i,0.0035564+0.00010386i,0.0030719-0.00055753i,0.00087799-0.0012617i,-0.00077567-0.00075589i,-0.0008788-0.00052323i,0.00032731-0.0015525i,0.0019209-0.002498i
7.1265e-05+0.0036272i,-0.0034942+0.004069i,-0.0077264+0.0058743i,-0.0041948-0.00059278i,0.0010892-0.01169i,0.0047287-0.0084403i,0.0073372+0.00058199i,0.0063914+0.0043974i,0.0021803+0.0020677i,-0.0021483-0.0034186i,-0.0043926-0.0055474i,-0.0043383-0.0072067i,-0.0018132-0.014607i,0.00076415-0.019743i,0.00372-0.016782i,0.0039173-0.012274i,0.0004483-0.0088169i,-0.0030126-0.0055495i,-0.00397-0.0033995i,-0.0027851-0.0026468i,-0.00050335-0.0018967i,0.0013883-0.0016888i,0.0027034-0.0018422i
-0.0041655+0.0058176i,-0.0039675+0.0067996i,-0.0056884+0.0030396i,-0.0014346-0.00363i,0.0072073-0.0075375i,0.0050244-0.0052497i,-0.0013725-0.00066655i,-0.0013751-0.0013703i,-0.0024937-0.0042821i,-0.0068505-0.0013243i,-0.0093784+0.0043305i,-0.0064389+0.0054942i,-0.0013102+0.00017869i,0.0011161-0.0061805i,0.0011936-0.0085956i,-0.00058671-0.008356i,-0.0030442-0.0065566i,-0.0047622-0.0036701i,-0.0035724-0.0011905i,-0.00027906-0.00044115i,0.0018332-0.00083413i,0.0023132-0.00068712i,0.0013468+0.00023384i
