-0.0030849-0.00039319i,-0.0028007+0.0013138i,-0.0031572+0.0023121i,-0.0026353+0.0023934i,-0.00046298+0.0024182i,0.00042377+0.0023939i,9.4292e-05+0.0016738i,0.00091493+0.00098372i,0.00155+0.0014944i,0.0018496+0.00167i,0.0017317+0.00036501i,0.001111-0.0011663i,0.00015752-0.0014151i,-0.00028531-0.00079207i,-0.00024876-0.00016944i,-2.6143e-05+0.00051075i,0.00054672+0.0007502i,0.00056412+0.00045573i,0.00075597+6.295e-05i,0.0011004-0.00017817i,0.0011572-0.00023689i,0.00063116-0.00039573i,-3.2486e-05-0.00022777i
-0.00095865+0.0010794i,-0.00099625+0.00028073i,-0.00071843+0.0004444i,-7.2676e-05+0.0014078i,0.00043177+0.00069777i,0.00075077-0.00055018i,0.00017211-0.0013984i,0.00021833-0.0019792i,-3.0839e-05-0.0017047i,1.7169e-05-0.0008382i,0.00061465+0.00011269i,0.00088781+0.00047083i,0.0010727-6.9266e-05i,0.00066174+0.00029831i,0.00040753+0.00071456i,0.00070311+0.00047823i,-0.00043517+0.00024666i,-0.0013123-1.2679e-05i,-0.0013841+0.00016237i,-0.00080274+0.0008068i,0.00038334+0.00076277i,0.00077333+0.00041637i,0.00073229+0.00034592i
0.00028122+0.0020999i,0.001049+0.0025468i,0.0025138+0.001621i,0.001908-0.00040142i,0.00096571-0.0019964i,0.00081459-0.0016244i,0.00052248-0.00045949i,0.00043788-0.00017762i,0.00072011-0.00051421i,0.00037265-0.0008406i,-0.00015626-0.00079032i,-0.00029275-0.00043132i,-0.00018265-2.8344e-05i,-0.00035937-0.00013086i,-0.00091265-0.00047479i,-0.00038815-0.00027199i,0.0003812-3.8249e-07i,-5.9214e-05-0.00042939i,0.0003744-0.00047959i,0.00049346+7.0162e-05i,-0.00011676+0.00072469i,0.00019046+0.00016655i,0.00016193+1.7513e-06i
-8.8866e-05+0.00038662i,-0.0010331+0.00039412i,-0.0011155-0.00094054i,-0.0011922-0.0016531i,-0.0006138-0.0012461i,0.0001722-0.00089405i,0.00047028-0.0010744i,0.0004537-0.00083912i,-0.0003439-5.1994e-05i,-0.00069083-0.0002481i,-0.00072538-0.00049386i,-0.00058566-0.00063097i,0.00044098-0.00084879i,0.00022794-0.00044931i,-6.7168e-05+5.9908e-05i,9.3713e-05+4.2887e-05i,0.00028653-4.3607e-05i,0.0013061-2.4105e-06i,0.0017019+0.00031463i,0.0012182+0.0007772i,0.00037027+0.00025637i,0.00040499-0.00022788i,0.00012106-0.00030055i
-0.0017966+0.00031667i,-0.0011088+0.00093495i,-0.00064203+0.0017347i,0.00037401+0.001325i,0.0013182+0.0008178i,0.0012584-0.00066476i,0.00083956-0.0021064i,0.00063662-0.0019962i,0.00077976-0.0014324i,0.0004684-0.0011077i,-0.00013539-0.00046985i,-0.00062269+2.98e-05i,-0.00051742+0.00024445i,0.00019541+0.00051041i,0.0005491+0.00043029i,0.00041155+5.4778e-05i,-0.0003262+0.00035836i,-0.00093283+0.00087262i,-0.0012307+0.00045117i,-0.00073256-0.00011593i,-0.00047151-2.65e-05i,-0.00022061-7.494e-05i,0.00022014+0.00015006i
0.0013701+0.00037918i,0.0017332+0.00024945i,0.0024599+3.6398e-05i,0.0012521-0.0001812i,-0.00021-0.00066186i,0.00018872-0.0011511i,0.0001061-0.0016667i,2.0385e-05-0.0015468i,0.00071378-0.00089905i,0.00076977-0.00029545i,0.00063787-0.00051424i,-5.375e-05-0.00047038i,-0.00028067-0.00010937i,9.5728e-05+0.00023891i,0.00023928+4.4577e-05i,0.00041438-0.00010069i,0.0012419-0.00043334i,0.0011601-0.00051092i,0.00014217+8.3148e-05i,0.00040428+0.00054111i,0.00052932+0.0011169i,0.00022212+0.00033558i,-0.00023461-0.000518i
-0.0013804+0.00041048i,-0.00037679+9.2235e-05i,0.00037235+0.00053632i,0.00010327+0.00033564i,0.00048262-0.00096811i,0.0011294-0.0021166i,0.00044235-0.0020082i,0.00011075-0.0015057i,0.00057375-0.0014099i,0.00088603-0.001552i,0.00017734-0.0010135i,-0.00086934-0.00062737i,-0.00079627-0.0011501i,-0.00093961-0.00069382i,-0.00068848+2.332e-05i,0.00025123-8.9116e-05i,0.00061384+0.00037792i,-0.0001638+0.00045617i,-0.00031549+0.00026982i,0.00014386+0.00039406i,0.00021606+0.00086829i,0.00044858+0.0011342i,0.00074549+0.00033911i
0.0015959-0.0029968i,0.0014761-0.0029858i,0.00083033-0.0034417i,6.2534e-05-0.0021508i,-0.0012368-0.00052366i,-0.0014424+0.00010105i,-0.00036658-0.00026022i,0.00021804-0.001667i,0.00047095-0.002025i,0.00022791-0.0007652i,-0.00039007+0.00015742i,-0.00036671+0.00042002i,-0.00054826+0.00032856i,-0.00022182+5.0814e-05i,0.0004738-0.0001396i,0.0010255-0.00017271i,0.00080758+0.00043376i,-0.00020658+0.00036176i,-0.00040725-0.00014461i,-0.00050944+3.6548e-05i,-0.0005522+3.8152e-06i,-9.3891e-05+0.0001485i,0.00031079+0.00027111i
2.2942e-05+0.00022941i,-0.00030769+0.00047164i,-0.0012828+0.00011631i,-0.0018622+0.00039168i,-0.00071505+0.00062858i,0.0010822-0.00061441i,0.0017761-0.0017418i,0.0011194-0.0017021i,-0.00030168-0.0011161i,-0.0011153-0.00082026i,-0.000651-0.00013542i,-0.00038432+0.0010142i,-0.00042162+0.00064856i,-0.00045991+0.0003186i,-0.00051251+0.00061318i,0.00026911+0.00055527i,0.0011982+0.00034374i,0.0017369+0.00038986i,0.0016355+0.00080058i,0.00028334+0.0013133i,-0.00014425+0.00034485i,0.0008994-0.00077247i,0.0017609-0.00063359i
-0.0017125+0.0012327i,-0.0032116+0.00087868i,-0.0027109+0.00094511i,-0.0011281+6.7117e-05i,-0.00042702-0.00014238i,-0.00094423+0.0002234i,-0.00090323-0.00040374i,-0.00024931-0.0009754i,-0.00031013-0.001262i,0.00019588-0.0011573i,0.000437-0.0011405i,-0.00042385-0.0012248i,-0.00046766-0.00022491i,0.00023737+0.00076208i,-7.8446e-06+0.00049657i,-0.0006549+2.3641e-05i,-0.00056855+3.6034e-05i,-0.00083327+0.00035329i,-0.00058912+0.00041641i,0.00051516+0.00092111i,0.0013307+0.0015085i,0.0010914+0.0015564i,0.000465+0.00093404i
0.00017814-0.00029938i,0.0010104-0.00033238i,0.0013164-0.00035177i,0.00053036-0.00042406i,2.2902e-06-0.0013717i,0.00039811-0.0014767i,0.001301-0.0016674i,0.00050321-0.0019556i,-0.0005072-0.00095397i,-3.9994e-05-7.1997e-05i,3.0091e-05-8.55e-05i,-0.0002157+0.00027568i,2.9885e-05+0.00082948i,-6.0125e-06+0.0008752i,-0.00063956+0.0010679i,-0.00036141+0.00054677i,0.00019895-0.00021388i,0.00045951-0.00011754i,0.00011074+0.00028891i,-0.00072541+0.00097375i,-0.00054588+0.001169i,0.00025161+0.00024811i,0.00041461-0.0010555i
-0.00081558-0.00091138i,-0.0016566-0.00021991i,-0.0020634+0.0010297i,-0.0024382+0.0019376i,-0.0022116+0.0013354i,-0.00039379+0.00048052i,0.00022145-0.00018153i,-0.00091812-0.00095186i,-0.0016933-0.0017572i,-0.0021255-0.0011437i,-0.0019783-0.00054891i,-0.0010054-2.2597e-05i,-0.00034965+0.00041591i,1.129e-06+0.00052759i,0.00029199+0.00090715i,0.00026869+0.00098435i,-0.00026487+0.00049954i,-0.000279+0.00057899i,0.00079397+0.00054797i,0.0015762+0.00036082i,0.00055197+0.0004666i,5.6325e-05+0.00015799i,0.0001622-0.00049739i
-0.0013332-0.0016875i,-0.0011646-0.0021035i,-0.0017818-0.0019583i,-0.0015203-0.00080243i,-0.0010039-0.00019177i,-0.00072236-0.00012419i,-0.00011724-0.00074318i,0.00047248-0.002008i,0.0007294-0.0019082i,-0.00059972-0.00083776i,-0.0011658-0.0010787i,-0.00021184-0.0014063i,-6.5575e-05-0.00090664i,-0.0004528-0.00030005i,0.00024217+0.00014684i,0.00077261+0.00017703i,0.00078742+0.00034084i,0.00066082+0.00058884i,-2.6035e-05+0.0012114i,-0.00090887+0.0014834i,-0.00082394+0.00046937i,9.222e-05-8.2115e-05i,0.00099366+0.00032189i
-0.0016684-0.00034598i,-0.001684+2.8793e-05i,-0.00082797+0.0016377i,0.00031534+0.0017629i,0.00082825-1.8915e-05i,0.00093532-0.001455i,0.00061736-0.0024056i,0.00032709-0.0026979i,-0.0001385-0.0022371i,-0.00028361-0.00082683i,0.00041171+3.0795e-05i,0.000373-0.0005571i,0.00065746-0.00072692i,0.00075354-0.0010565i,4.8708e-05-0.00073712i,-0.00049606+0.00065169i,-0.00028515+0.00090785i,0.00033151+0.00078668i,0.00066831+0.0011559i,0.00080614+0.00090098i,0.00064098+5.7238e-05i,0.00043904-0.00030568i,0.0010156+0.00019443i
0.0011439+0.00032643i,0.0004347-0.00088393i,6.7997e-05-0.0023816i,-0.00036998-0.0024324i,-0.00040015-0.001598i,-0.00068247-0.0010621i,2.6536e-06-0.0013762i,0.00059695-0.0021318i,0.00029448-0.001622i,-0.00016562-0.00083833i,-4.1216e-06-0.0010051i,0.00037599-0.00061791i,-0.00022745+0.00020493i,-7.2562e-05+0.0004835i,0.00084041+0.00048552i,0.0010074+9.7373e-05i,-1.0581e-05-6.9502e-05i,-0.00050409+4.0604e-05i,-0.00012857+0.00063745i,-0.00030588+0.00095141i,-6.3968e-05+0.00077594i,0.00031531-0.00027526i,0.00064523-0.00041251i
0.0013235-0.00033824i,0.0017463-0.00068644i,0.002322-0.0018982i,0.0023319-0.0023932i,0.0015777-0.0022075i,0.00068994-0.0013724i,0.00031735-0.00099561i,0.000535-0.0015406i,0.0004672-0.0015582i,-0.00092753-0.0009537i,-0.0011319-6.5527e-05i,-0.00031122+0.00062373i,-0.00011931+0.00061734i,7.9757e-06+0.00079867i,-0.00025389+0.0010519i,0.00026408+0.00038126i,0.00078569-7.0275e-05i,0.00010569+0.00043666i,-0.00022396+0.00045096i,0.00022669-0.00020815i,0.00054343+0.00017072i,-0.0002674+0.00053135i,-0.00033012+0.00051841i
0.0010379-0.00072906i,0.0011424-0.00063684i,0.00035633-0.00086082i,-0.00049741-0.0012824i,-0.0003364-0.00086197i,0.00014592-0.0009379i,0.0010014-0.0021121i,0.0010478-0.0027406i,-0.00019123-0.002497i,-0.0012642-0.0016841i,-0.0016028-0.00082471i,-0.0016034-0.00023938i,-0.0014694+0.00046458i,-0.0012065+0.00082023i,-0.00081489+0.00089171i,-1.6162e-05+0.00092966i,0.0010768+0.00075261i,0.0010304+0.0011557i,0.00065175+0.00095042i,0.00020228+4.1823e-06i,-0.00022757-7.0759e-05i,-0.00039032+0.00022507i,-0.00044637+9.2807e-05i
-0.0012764-0.00036541i,-0.0011929-0.00043974i,-0.00071253-0.00011133i,9.892e-05+4.7018e-05i,0.00090889-0.00056768i,0.0026909-0.0016645i,0.0045723-0.0041518i,0.0038656-0.0073052i,0.00093105-0.0087068i,-0.0013149-0.0071251i,-0.0025245-0.0038988i,-0.0040098-0.0016688i,-0.0043676-0.00028629i,-0.0027866+0.0017274i,-0.00088366+0.0031919i,-0.00040372+0.002504i,0.00086291+0.0008649i,0.0016055+0.00040399i,0.00060988+0.00098674i,-0.00022658+0.00067875i,-0.00037153-0.0003193i,0.00017777-0.00036152i,0.00039119-0.00068066i
-0.001084-0.00022441i,-0.00089161-0.0005102i,-0.00039556-0.00019196i,-0.00043616+0.00082708i,0.00022834+0.00085451i,-0.0001977+6.7591e-05i,-0.0015573+0.00054407i,-0.00078337+0.0019164i,0.00049569+0.0030538i,0.0011395+0.0018511i,0.0021981+0.00035821i,0.0027806-3.2805e-05i,0.001706-0.00077228i,0.00036306-0.0010755i,-0.00019897-0.0008846i,-0.00015361-0.00042418i,0.00028114+7.6338e-05i,0.00070909+0.00075978i,0.0010636+0.00069733i,0.00070653+0.00044226i,0.00044032+0.00022633i,0.00069662-0.00020972i,0.0012486-0.00084506i
-7.7241e-05+0.00053887i,0.00061235+0.001876i,0.0012371+0.0025405i,0.0010659+0.00085484i,0.00015847-0.0011669i,-0.00058417-0.0014872i,-0.00069766-0.00072502i,-0.00035798+0.00033726i,-5.7001e-05+0.00060788i,4.4145e-05+0.00072216i,6.9805e-05+0.00063152i,-0.00047159+0.00015627i,0.00015339+0.00029913i,0.00077323-0.00048853i,0.00045437-0.001016i,0.00024545-0.0003754i,-0.00030246+2.4514e-05i,-0.00044598+0.00019107i,-0.00036065+0.00035946i,4.4742e-05+0.00063407i,0.00027176+0.00099412i,0.00040682+0.00063495i,0.0010313+0.00016302i
-0.003581+0.0011329i,-0.0030228+0.0016611i,-0.0020245+0.0028576i,-0.00049754+0.0029724i,0.00069389+0.0020882i,0.00057227+2.7851e-06i,-0.00042183-0.00097438i,-0.0016763-8.9852e-05i,-0.0019158+0.00070992i,-0.0008972+0.00087003i,0.00015454+0.00051475i,0.00061454+1.394e-07i,0.00071335+5.6047e-05i,0.00032337+0.00061368i,-0.00023081+0.00044679i,-0.00044479+0.00030258i,-0.00068711+0.0005755i,-0.00041926+0.00036876i,0.00018817-0.00029936i,0.00012613-0.00078225i,-0.00015034-0.00071744i,0.00040297-0.00029219i,0.00064409+0.00020793i
-0.0016556-0.00075415i,-0.001318+0.00062183i,-0.0015957+0.0019013i,-0.0010962+0.0015544i,3.4092e-05+0.00081714i,0.0011848+0.00043082i,0.0012532+7.3025e-05i,0.00048281-3.5012e-05i,-0.00032386+0.00030965i,-0.00040042+0.00055763i,0.00023814+0.00079104i,0.00040075+0.00086017i,0.00011538+0.00019188i,0.0003757-0.0009004i,0.0006022-0.00070309i,0.00083605+0.00035495i,0.00058696+0.00094979i,6.6382e-05+0.00083307i,0.00040748+0.00024343i,0.00039581-3.979e-05i,-8.4492e-05+0.00051003i,-0.0002786+0.00019147i,3.9213e-05-0.00059692i
0.0028949+0.00030322i,0.0036914-0.00097453i,0.0041794-0.0018938i,0.0020543-0.0024824i,0.00020052-0.0025116i,0.00012029-0.0021097i,0.00030751-0.0019224i,0.00043584-0.00080155i,0.00056816+0.00048509i,0.00074526-0.00011193i,0.00075581-0.00062747i,0.00083923-0.00072362i,0.00058032-0.00058383i,0.0011671-0.00032494i,0.0014036-0.0003291i,0.0001417-0.00011722i,-0.001302+7.318e-05i,-0.0013738+5.2408e-05i,-0.00026635-0.00025356i,9.3648e-05-0.00042226i,-0.00061381-0.00036981i,-0.00059579+0.00021254i,-0.00013539+0.00052923i
0.00062896-0.0010391i,4.4822e-05-0.00091885i,-0.0006545-0.0015999i,-0.00048748-0.0017667i,-0.0013168-0.0013695i,-0.00086649-0.00050028i,8.02e-05-0.00062541i,0.00076117-0.001176i,0.00079334-0.001064i,0.00032042-0.00053786i,0.00057477-6.0853e-05i,0.00068737-0.00067541i,0.00073468-0.0015475i,0.00068582-0.00096508i,0.00056874+0.00045199i,0.00089112+0.00087359i,0.00019974+0.0001588i,-0.00058842-0.0001203i,-0.0010376+0.00041381i,-0.00097772+0.00072341i,0.00030085+0.00043079i,0.00076474-3.9646e-05i,0.00037294+0.00022083i
0.0011579+0.001503i,0.001989+0.00064006i,0.0028481+2.3147e-05i,0.0028625-0.00078609i,0.0019215-0.0020161i,0.0010711-0.0032917i,-7.3613e-05-0.00264i,-0.00072287-0.001067i,-9.333e-05+8.2535e-05i,0.00070222+0.00092838i,4.0863e-05+0.0010553i,-0.0011114+0.00027138i,-0.0015337-0.00029585i,-0.00097536-0.0001832i,-0.00014498+0.0003457i,0.00015619+0.00076231i,2.5943e-05+0.00021868i,-0.00052463+0.00015553i,-0.00012525+0.00049316i,0.0006748+0.00061937i,0.0005462+0.00039556i,0.00062081-0.00018049i,0.00017472-0.00074786i
-0.00083067+0.0016455i,-0.00022935+0.002018i,9.5981e-05+0.0015686i,0.00057113-0.00014746i,0.00094406-0.00077697i,0.0008286-0.00046954i,0.00040311-0.00083063i,-8.0533e-05-0.0010124i,-0.00072834-0.00061405i,-0.00052791+0.00023104i,-0.00020674+6.5622e-05i,-0.0002145-0.00076412i,-0.00042858-0.00041015i,-0.00058376+0.00030104i,-0.00047335+5.6354e-05i,3.3154e-05+0.00016684i,-7.3679e-05-0.00016619i,-0.00018473-0.00026642i,8.2148e-05+0.00043421i,0.00042955+0.00038783i,0.00048301+0.00047669i,0.00017261+0.00064554i,-0.00056365+0.0002601i
0.00084463-0.0019022i,0.0011138-0.0016284i,0.0016416-0.00090314i,0.00088598-0.00082465i,-0.00021078-0.0010982i,1.8404e-05-0.00054013i,-5.3976e-05-0.00054984i,-0.00049474-0.00046491i,-0.00061237-0.00022733i,0.00024504-0.00061485i,0.0012009-0.00030958i,0.00058435+7.907e-05i,-3.2347e-05-0.00034688i,0.00054829-0.00043373i,0.00069064+3.354e-05i,0.00016286+0.00031985i,0.00011552+0.00034851i,-0.00010117+0.00097766i,0.00039467+0.001015i,0.00089523+0.00046739i,0.00028223+0.00067645i,0.00036114-3.6101e-05i,0.00096327-0.0011905i
-2.5523e-05-0.00079781i,-0.00013262-0.00020645i,-0.00039036-0.00074817i,-0.00099772-0.00084699i,-0.0003763-0.00059292i,6.9294e-05-0.00036114i,-1.2328e-05-0.00055376i,-0.00020051-0.00087211i,-0.00019077-0.00054338i,-0.00059446-0.00013663i,-0.001355-0.00028708i,-0.0010395-0.00067998i,-0.00011254-0.00028116i,0.00058944+0.00077323i,0.00058073+0.00072254i,0.00047846+6.8374e-05i,0.00029729-0.00017877i,-0.00034443+0.00016434i,0.00019517+3.3103e-05i,0.00092258+0.00024708i,2.7828e-05+0.00026555i,-0.0007156-0.00094461i,-0.00021932-0.00089555i
0.00022437-0.0018323i,0.0012645-0.0020608i,0.00010209-0.0018114i,-0.0014484-0.0013017i,-0.0017666-0.00086591i,-0.0010074-0.00027046i,-0.0010136-0.00070494i,-0.0011486-0.0011125i,-0.0011813-0.0011722i,-0.00087593-0.00047524i,-0.00056857+0.00028353i,-3.829e-05+9.6179e-05i,2.2893e-05-0.00021733i,-0.00016825+0.00030216i,5.9031e-05+0.00018354i,3.7733e-05-0.00046279i,0.0005572+0.00017593i,0.00094651+0.00051988i,0.00057209+0.00071286i,0.00016985+0.0011474i,0.00014108+0.00098307i,0.00012856+0.00063566i,0.00029423+0.00029436i
-0.00014042-0.0010301i,5.4786e-05-0.00072973i,0.00097491+0.00012915i,0.0012785+0.0003989i,0.00069022+0.00027574i,3.5361e-05+6.5113e-05i,-0.0002628-0.00017499i,0.00027607-0.00056001i,0.00097716-0.00061546i,0.00035824-0.00015925i,-0.00055519-0.00041555i,-0.00096292-0.0008551i,-0.00067393-0.00030709i,-0.0001518+1.2918e-05i,0.00016374+0.00010818i,0.00073864+0.00013451i,0.00094385+0.00033411i,0.00027659+0.00040136i,-0.00034651-5.1489e-05i,0.00032155+0.0002135i,0.00094077+0.0010964i,0.00045194+0.0011351i,0.00028956+0.0005894i
0.0022936+0.00050243i,0.0019023-8.9476e-05i,0.0016883-0.00078807i,0.0017302-0.0015574i,0.0009655-0.0022602i,0.0010368-0.0014451i,0.0013204-0.001078i,0.00094183-0.00064218i,0.00028308-2.5197e-05i,-0.00032284+0.00037857i,-0.00047369+0.00027117i,-0.00011706-0.00020275i,-0.00017383-0.00065394i,-0.00043676-0.00090569i,-0.00014962-0.0006983i,-3.7235e-05-8.6217e-05i,-6.4458e-05+5.9435e-05i,-4.0362e-05-0.00040218i,-0.00064689-3.34e-05i,-0.00060931+0.0008251i,2.4475e-05+0.00095109i,-3.9623e-05+0.00045777i,-0.00038659-8.4898e-06i
0.0024739-0.00042215i,0.0029417-0.00053731i,0.0039098-0.00085658i,0.0025245-0.0014115i,0.00031735-0.0017399i,-0.0010214-0.0011995i,3.718e-05-0.00086442i,0.00079222-0.00078917i,0.00038963-0.00086568i,8.2514e-05-0.0016896i,2.5987e-05-0.0019476i,-7.0303e-05-0.00075936i,0.00018919+0.00040679i,0.0011294+0.00027527i,0.0015331-0.00024922i,0.0012186-4.8918e-06i,0.00021789+0.00022889i,-0.00047033+0.00017472i,-0.00024138+0.00065867i,-0.00032935+0.00054173i,-0.0003272+0.00034852i,-0.00032831+0.00023593i,0.0005228+1.916e-05i
0.0012786+0.0010344i,0.00063792+0.00067813i,-8.3494e-05-8.0655e-05i,-0.00098976-0.0012935i,-0.00069794-0.0019923i,-0.00027323-0.0019512i,6.6738e-05-0.0017112i,-0.00023073-0.001855i,-0.00049246-0.00095345i,0.00034891-0.00040537i,0.001446-0.00039527i,0.00054811+0.00029224i,-0.00094774+0.00055223i,-0.00087032+0.0011751i,0.00014576+0.0015725i,0.00056175+0.0012902i,0.00025075+0.00079823i,-0.00030777+0.00062522i,-0.0002092+0.00068421i,9.804e-05+0.00031453i,0.00032459+0.00075534i,0.00049973+0.00080913i,0.0002166+0.00044873i
3.4525e-05+0.0002502i,0.0008969-0.0011851i,0.0012224-0.0028204i,0.00061464-0.0017739i,0.00011027-0.0012194i,0.00072259-0.00079558i,0.0010398-0.00038432i,0.00085438-0.0010311i,3.7448e-05-0.0008756i,-0.00028934-0.0003761i,0.00010851-0.0001767i,0.00023569-8.5483e-05i,-2.1241e-06+0.00025763i,-0.0005377+0.00058232i,-0.00046549+0.00010807i,0.00031647-0.00015848i,0.00030427+0.00023969i,4.0827e-05+0.00053511i,-3.7841e-05+0.00031983i,0.00070221+0.00060576i,0.00083679+0.00041281i,0.00033929-0.00027323i,-0.00029161+0.00012484i
-0.0012116-0.0016008i,-0.0015338-0.0019909i,-0.000985-0.00070446i,-0.00022756-0.00051653i,0.00018707-0.0010409i,0.00024761-0.00051479i,0.00017248-0.00012706i,0.00076175-0.00048268i,0.0015943-0.00021046i,0.0014632-0.0003678i,0.00056244-0.001149i,0.00032033-0.0012935i,0.00098534-0.00074385i,0.0011931-0.00071359i,0.00040375-0.00031487i,-0.00010397+0.00082462i,0.00040235+0.00053091i,0.00044013-0.00011989i,5.6956e-05+3.18e-05i,0.00039966+0.00040656i,0.0013725+0.00050268i,0.0012532-0.00024153i,0.00045943-0.0002721i
-0.00056331-0.0013829i,-0.0013675-4.769e-05i,-0.0015116+0.00074026i,-0.0019523+0.0008987i,-0.0020448+0.00067055i,-0.00085847+0.00091455i,-1.4657e-05+0.00023748i,-0.00032273-0.00091562i,-0.00042933-0.0015064i,-0.00037358-0.0010533i,-0.00038919-0.00040757i,-0.00019803-0.00037704i,0.00015978-8.9829e-05i,-0.00011147+0.00059012i,-0.00014309+0.00019778i,0.00024966-0.00078378i,0.00063069-0.00065379i,0.00025767+0.00034788i,-0.000462+0.00049443i,-0.00055799+0.00085938i,-6.5812e-05+0.00026009i,0.00020262-0.00037954i,-0.00025935-0.00064928i
0.00021328-0.0023482i,2.7871e-06-0.0019701i,-0.0014305-0.0013594i,-0.0016661-0.00077246i,-0.00050986-0.00062517i,0.00020397-9.1239e-06i,0.00022199-2.896e-05i,0.00030146-0.00088942i,-9.8181e-05-0.00042009i,-0.00018431-0.00012981i,-0.00028056-0.00043226i,-0.00029686-0.00032245i,0.00026298-0.00037598i,0.00095473-5.6368e-06i,0.0012608+0.00028535i,0.0014584+0.0002509i,0.0010559+0.00043035i,0.00012766+0.00037141i,-2.1997e-07-0.00017274i,0.00013628-0.00028772i,0.00018945+8.2463e-05i,0.00070937-9.4172e-06i,0.00059954-0.00034383i
-0.00096941+0.00052993i,-0.0017706+0.0011664i,-0.0013316+0.00029573i,-0.00040053-3.1079e-07i,3.6964e-05-4.6977e-05i,-0.00042137-0.00088114i,-7.5518e-05-0.001027i,-8.7099e-05-0.0012146i,-0.00071471-0.001482i,-0.00054977-0.00065223i,-0.00067872-0.00057315i,-0.00057361-0.00010032i,-0.00061731+0.0004192i,-0.000559+0.00011928i,-0.0004024+0.00059583i,-2.422e-05+0.0009678i,0.00068604+0.0010071i,0.00035934+0.00064006i,-0.00068523-0.00066056i,-0.00093206-0.00063139i,-0.00079048-0.00026216i,-9.0827e-05-3.5094e-05i,0.00040384+0.00055788i
-0.0010084-0.00028962i,-0.00019931+0.00048286i,0.00095634+0.00077833i,0.0019726-3.2569e-05i,0.0020637-0.0013539i,0.0020896-0.0025598i,0.0013964-0.0029758i,0.00025012-0.001898i,-0.00038332+0.00027404i,0.00016482+0.00068001i,0.00059785+0.00013411i,7.0506e-05+0.00058394i,-0.00011244+0.00069117i,-0.00013049+0.00056859i,-0.00055279+0.00084663i,-0.00040276+0.00050733i,0.00027732+0.00010761i,0.00083581+0.00051587i,0.0011302+0.0012304i,0.00082445+0.001293i,0.00073145+0.00073571i,0.00051162+9.8014e-05i,0.00026125-0.00096444i
0.00073764+0.00045433i,6.0822e-06-0.00029112i,-0.00036699-0.0003032i,-0.00052196+0.0013308i,0.00023095+0.00098578i,0.0012867-0.00025998i,0.001247-0.00096322i,0.00072283-0.0012597i,0.00015191-0.00077887i,-0.00017104-0.00043057i,-0.00050559-0.000501i,-0.00078638-7.1017e-05i,-0.0008572-0.00015585i,-7.606e-05-0.00093905i,0.000451-0.000986i,0.00037236-0.00045669i,0.00019572-0.00030428i,-0.00031763-3.3681e-05i,-0.00023647+0.00099153i,-9.29e-05+0.0011156i,-3.3053e-05+0.00029914i,0.00055264-0.00036581i,0.00021182-0.0010523i
0.00030176-0.0017938i,-0.00050332-0.00073678i,-0.001282-0.00077147i,-0.0015874-0.0004022i,-0.0019222+0.00051732i,-0.00093869+0.00071687i,-0.00019658-0.00042894i,-0.00072075-0.0015767i,-0.00063234-0.0012067i,-0.00018895-0.00020856i,-0.00023709-0.00013443i,0.00020043+0.00021174i,0.00067929+0.00091277i,0.00065727+0.00048028i,0.00074731-0.00014837i,0.00059799+0.00022617i,0.00021727+0.0004855i,-1.9945e-05+0.00031802i,0.00017324+0.00023717i,0.00041073+0.00026366i,0.00023506+0.0004209i,0.0001396+0.00019329i,0.00053948+0.00033454i
-0.0019626-0.00072931i,-0.0026628+9.5844e-05i,-0.0031803+0.00087158i,-0.0021771+0.0013703i,-0.00083542+0.0018193i,1.338e-05+0.0014696i,0.00011777+0.00035134i,0.00010258-0.00099461i,0.0002843-0.00096187i,0.00025108+0.00024218i,0.0002415+0.00057943i,0.00053139+0.00010716i,0.0006857+0.000191i,0.00025286+0.00060326i,-0.00078515+0.00049754i,-0.00095568-2.3806e-05i,-0.00031437+8.54e-05i,-0.00067871+0.00017204i,-0.00056118+0.00012666i,-0.00025345+0.00076434i,-0.00057579+0.00066818i,5.0251e-05+2.665e-05i,0.00065226+0.00024065i
-0.00057319+2.8822e-05i,8.0644e-05-0.00027356i,0.0011957-0.0010283i,0.0014116-0.001273i,0.0011072-0.00089172i,0.00039925+0.00014777i,6.3455e-05+0.0005596i,0.00024856-0.00037276i,-0.00012904-0.00040056i,4.2259e-05+0.00045653i,0.00050478+0.00065728i,0.00030604-0.00013094i,0.00014438-0.00087067i,0.00051099-0.00091759i,0.00063132-0.001057i,0.00077351-0.00086092i,0.00083237-0.00029448i,0.00047342+2.7674e-05i,0.00048206+9.6982e-05i,0.00051918-0.0001826i,0.00051594-0.00037301i,0.00027596-0.00036858i,-0.00032369-0.00064295i
0.00042848+0.0020464i,0.00048332+0.00091479i,0.0011441-0.0011628i,0.0015872-0.0013326i,0.0016149-0.0013264i,0.0014527-0.0019152i,0.00095378-0.0019111i,0.00021894-0.00077598i,-0.00063205-8.2624e-05i,-0.00055471-4.7891e-05i,-0.00039931-0.00012632i,-0.00081309+5.7689e-05i,-0.00082271-0.00035046i,-0.00076209-0.00050933i,-0.00046985+0.00018922i,-0.0002326+0.00079766i,-0.00014381+0.00057992i,-0.0003061+0.00057334i,-0.00016232+0.00075985i,9.7153e-05+0.00076085i,0.00017837+0.00027261i,3.0443e-05+5.7787e-06i,-0.00020103-8.4985e-05i
