-0.0012541+0.00064764i,-0.0005798-0.00046715i,-0.00066035-0.00092991i,-0.0013247+0.00023688i,-0.0016126+0.0014233i,-0.0010332+0.0016594i,-0.00082423+0.0021473i,-0.00075119+0.0022566i,0.00014228+0.0017477i,0.0011687+0.00093166i,0.0014688+0.00030796i,0.0011915+0.00019993i,0.00087264+6.3563e-05i,0.0002681-0.00012604i,1.5612e-05-0.00023143i,0.00034831-0.00013668i,0.00019832+0.00031472i,-0.00024854+0.00078584i,-0.00032603+0.00077223i,-0.00042433+0.00018815i,-0.00036791+0.00025006i,-0.00019417+0.00066337i,-0.00012766+0.0011685i
-0.0048377+0.0040996i,-0.004225+0.0030882i,-0.0027758+0.0009695i,-0.00078992-0.0015721i,0.00066442-0.0027232i,0.0005482-0.0025569i,-0.00079023-0.0014474i,-0.0019682-0.0013425i,-0.0030146-0.0012528i,-0.0032913-0.00087251i,-0.002087-0.00088121i,-0.00014092-0.0019657i,0.0017601-0.0025645i,0.0025124-0.0013678i,0.00036501+0.00076925i,-0.0016977+0.0016345i,-0.0013116+0.0010834i,-0.00097457+0.00066861i,-0.0015586+0.0009084i,-0.0013612+0.0013529i,-0.00046575+0.0016735i,-0.00011432+0.00090488i,5.5149e-05-0.00011449i
-0.0019495-0.0033876i,-0.0021465-0.0022706i,-0.0036628-0.00048218i,-0.0034689+0.0016677i,-0.00068691+0.0027775i,0.00048812+0.002311i,-0.00031213+0.0024059i,-0.0006338+0.00068567i,-0.0012863-0.0021508i,-0.0011438-0.0034597i,-0.00017597-0.0033888i,-4.94e-05-0.0012249i,-0.00022305+0.00068017i,-0.00015366-0.00035212i,5.7862e-05-0.002423i,0.00020533-0.0032725i,0.00066528-0.0023929i,0.0024442-0.0012353i,0.0031992-0.0018145i,0.0013658-0.0020055i,-8.2063e-05-0.00033655i,-3.8396e-06+0.00066844i,0.00098201+0.00073725i
0.0021199+0.00097814i,0.0035363+0.0028174i,0.0040076+0.0041603i,0.0027131+0.0032774i,0.00092487+0.002272i,0.00049841+0.0010798i,-0.00097283+0.00095598i,-0.0018545+0.0014485i,3.0822e-05+0.00050022i,0.0018737-0.0008119i,0.0016065-0.00077499i,-1.3541e-06-0.00015683i,-0.0013277-0.00047576i,-0.00063499-0.000725i,0.0018303-0.0017953i,0.0031845-0.0021175i,0.0018228-0.00079279i,-0.001106+0.00053233i,-0.0025738+0.00093605i,-0.0021214+0.00026728i,-0.0012074+0.0001536i,-0.00079814+0.0011716i,-0.001442+0.0013413i
0.00026128+0.0027304i,0.0024889+0.0039037i,0.0042535+0.003587i,0.0049155+0.0031805i,0.0046703+0.0028969i,0.0031435+0.0016997i,0.00142+0.0017969i,0.0014399+0.0027802i,0.0027266+0.0018327i,0.0018675+0.00080933i,-0.00082498+0.00030761i,-0.0017437-0.0018791i,-0.0010511-0.0045508i,8.8574e-05-0.0041121i,0.0013076-0.001135i,0.00094813+0.0010237i,0.00022444+0.00068427i,0.00060218-3.0727e-05i,0.0013312-0.00026146i,0.0021209+0.00019632i,0.0016073+0.00043995i,0.00013244+0.00046413i,0.00025707+0.0012108i
-0.0011657+0.0028588i,-0.0001724+0.0026315i,0.0018005+0.0016817i,0.0026534+0.00043447i,0.0024675-5.0927e-05i,0.0015667-0.00055881i,0.00033414-2.0519e-05i,0.001555+0.0017429i,0.002812+0.0027566i,0.0019952+0.0012534i,0.00033811-0.00017068i,-0.00077586-0.0011876i,0.00066152-0.00085365i,0.0007396-0.00012008i,-0.001762-0.00045327i,-0.0026003-0.00043765i,-0.0011092-0.00064999i,-0.00047855-0.00074669i,-0.0016987-0.00059167i,-0.0014762+9.8539e-05i,-0.00073983+0.00068246i,0.00062514-0.0002212i,0.00086307-0.00097343i
-0.0032894+0.0013035i,-0.00097054+0.0016672i,0.0025569+0.0020483i,0.0034166+0.00069117i,0.0032107+0.0016588i,0.0025309+0.002637i,-0.00053704+0.0021736i,-0.0029023+0.00098324i,-0.0019857+0.00048398i,0.0019173+0.00053703i,0.0044463-0.0011899i,0.0032673-0.0025823i,0.0020329-0.0026481i,0.0016939-0.0031992i,0.0011927-0.003978i,0.00070635-0.0041325i,0.00076736-0.0032974i,0.00013816-0.0010317i,-0.00060754-0.00033421i,-6.8594e-05-0.0012667i,8.0869e-05-0.00078521i,3.2579e-05-0.00026745i,0.0010016+0.00027176i
-0.021799+0.015691i,-0.015503+0.023383i,-0.0051252+0.031832i,0.0055245+0.022635i,0.014351+0.0085328i,0.013741-0.0052172i,0.003182-0.009961i,-0.0050536-0.0065438i,-0.0056852-0.0003475i,0.0025592+0.0045842i,0.0091574+0.0026296i,0.0072479-0.0023412i,0.0036178-0.0076624i,0.0039378-0.012776i,0.0058435-0.012472i,0.0058522-0.0055923i,0.0039099+0.00086851i,0.0013062+0.00099166i,-0.0021534-0.0011556i,-0.004744-0.00073511i,-0.0042452+0.0015147i,-0.0011926+0.003195i,0.0011969+0.0017325i
0.0053116-0.0035054i,0.0038293-0.0033091i,0.00065687-0.0038166i,-0.0028946-0.0025063i,-0.0042118+0.0010306i,-0.0024994+0.0061533i,0.00013629+0.0067408i,0.0007368+0.004294i,0.00025083+0.0019462i,-0.00072805+0.0012532i,-0.00093028+0.0029419i,0.00039778+0.0023343i,0.0016074+0.0012249i,0.0011782+0.0029643i,-0.00027512+0.0053038i,-0.0012371+0.0043553i,-0.00067739+0.0014284i,9.9858e-05+0.00019894i,0.0015993+0.0005892i,0.0025522+0.00027162i,0.0014513-0.0013761i,-0.00010237-0.0022355i,-0.0019001-0.00091691i
0.0024737-0.0060599i,0.0017438-0.007478i,0.00071755-0.0073202i,0.0012097-0.0039817i,0.0010452-0.00081067i,-6.3489e-05+0.0014282i,0.0002778+0.0014922i,0.00079324+0.0004686i,0.00013272-0.00024671i,-0.0036324-0.00065849i,-0.0052562+0.00031248i,-0.0029149+0.0014334i,-0.00030444+0.002141i,0.00082224+0.0030672i,9.1863e-05+0.0027777i,-0.00088049+0.0012227i,-0.00079202+0.00035952i,0.00033621+0.0007485i,0.0011772-5.2643e-05i,0.00045873-0.0010383i,-8.0708e-05-0.00043259i,0.00061733+0.00020027i,0.00089463+0.00036042i
0.0018646+0.00020532i,0.0042072+0.00027715i,0.0065099-0.0017657i,0.0056413-0.0023141i,0.00168-0.0010701i,-0.0012873+0.0015278i,-0.00010531+0.0033898i,0.0029338+0.002586i,0.003119+0.00014522i,-0.00065748-0.0013715i,-0.0021744-0.001058i,-0.00059048+0.00015499i,0.00017111+0.0019526i,0.00016099+0.002727i,0.00017775+0.00084431i,0.00099943-0.0017385i,0.0013998-0.0027282i,0.0010608-0.0017321i,0.0013355-8.4306e-05i,0.002169+0.00085476i,0.0026155+0.0009212i,0.0020522+0.00045784i,0.001024+0.0005404i
0.0016599-0.0051958i,7.303e-05-0.0066562i,-0.0025726-0.0069829i,-0.0035859-0.002557i,-0.0017762+0.0022553i,0.00097386+0.0047912i,0.0024784+0.0055963i,0.0042974+0.003669i,0.0040833+0.00066712i,0.0020161-0.00086087i,0.0011154-0.00032826i,0.00042893-5.8297e-05i,-0.00061683-0.00076574i,-0.00053526+0.00044894i,0.00035398+0.0031528i,0.00038745+0.0037148i,-0.00095511+0.0015157i,-0.0016273+0.0002163i,-0.00028325-0.00061914i,0.00048981-0.0017587i,-0.00051623-0.0017613i,-0.00085135-0.0017567i,-6.2044e-05-0.0015305i
0.0023302+0.002221i,0.002079+0.0010622i,0.0019734-0.001211i,-0.00039928-0.0028801i,-0.0015338-0.0022325i,-0.00041597+0.0001221i,6.0722e-05+0.0024763i,-7.6209e-05+0.0036812i,0.0010329+0.0026935i,0.0021315+0.0012613i,0.001454+0.0013039i,0.0003751+0.0018325i,-0.00017622+0.0010886i,-0.00030478-0.00013047i,-0.0011995-0.00055756i,-0.0010429-0.00097552i,0.0005393-0.0011917i,0.0010376-0.0001108i,-1.2266e-05+0.00077604i,-0.00088301+0.0018137i,-0.00030941+0.0019382i,-0.00031221+0.00025855i,-0.0013375-0.00040333i
0.00016841+0.0014258i,0.001345+0.0015437i,0.0018383+0.0014919i,0.00094255+0.00061265i,-0.00041802-0.00019857i,-0.0017662+0.00073333i,-0.0019013+0.0019596i,-0.0019765+0.003811i,-0.0011905+0.0036741i,-0.0015372+0.00094729i,-0.0031572-0.00088291i,-0.0023268-0.0010581i,-0.00024253-0.0004439i,0.00035137-0.00026801i,-0.00042107+2.2247e-05i,-0.00088896+4.2509e-05i,-0.00081647-0.00054087i,-0.001041-0.00059566i,-0.00050152-0.00068208i,0.00019801-0.00096581i,0.00040063-0.0013678i,0.00060086-0.0013625i,0.00049805-0.00063059i
-0.0037904+0.0024526i,-0.0023574+0.0035975i,0.00088529+0.0059359i,0.0023893+0.0070677i,0.0022329+0.0054953i,0.00095287+0.0035389i,-0.0018664+0.0031145i,-0.0022916+0.0037338i,-0.00057114+0.0035228i,0.00010388+0.00089015i,-6.1912e-05-0.0026319i,-8.2436e-05-0.0035205i,-0.00047747-0.0022583i,0.00026804-0.001415i,0.0023161-0.0013318i,0.0031337-0.00056806i,0.0020552+0.00096232i,0.00036597+0.0015218i,-0.00074768+0.00049069i,-0.0013179+0.00018746i,-0.0010736+0.0013869i,-0.00080346+0.0022338i,-0.00038892+0.00174i
0.0010719-0.005591i,0.001212-0.0072891i,0.00096955-0.006431i,0.0012873-0.0038738i,0.0020532-0.0011424i,0.0015909+0.00099789i,-0.00017856+0.0030467i,-0.00054095+0.0033887i,-0.00038717+0.0027942i,0.0010328+0.0021971i,0.0027575+0.0015092i,0.0023581+5.3165e-05i,0.0012983-0.0014637i,0.001316-0.000511i,0.00032841+0.00095903i,-0.0009673+0.00084745i,-0.00063997+1.6405e-05i,0.00090565-0.0011437i,0.0023015-0.0008487i,0.0020499-0.00036536i,0.0011369-0.00040029i,0.00086377+0.00020975i,0.00030598+0.0010863i
0.0022263-0.0013786i,0.0018889-0.0026144i,0.00032772-0.0048309i,-0.0020913-0.0050329i,-0.0030771-0.0025981i,-0.0021682+0.00084958i,-0.00075043+0.00040824i,-0.00040586-0.0013689i,-0.0011374+0.00012817i,-0.001191+0.0031816i,0.00071169+0.0044717i,0.0020624+0.0030574i,0.0024508+0.00046609i,0.0026787+0.00038904i,0.0018384+0.0015989i,0.00063333+0.0014279i,6.7758e-05+0.00029326i,-0.00071718-0.0010142i,-0.0017966-0.0018822i,-0.002884-0.0019946i,-0.0024547-0.0018329i,-0.00068458-0.0012078i,8.6802e-05-0.00054508i
0.0017437+0.0025584i,0.0032125+0.0033718i,0.0032933+0.0045992i,0.0025012+0.0044181i,0.00070657+0.0034394i,-0.0018207+0.0030374i,-0.0028528+0.0019977i,-0.0027141+0.00070238i,-0.0026058-0.00067041i,-0.0028954-0.00076716i,-0.0024155-0.0004597i,-0.0013105-0.00077622i,-0.00043629+0.00034937i,-0.00041319+0.0016294i,-0.00118+0.001242i,-0.0011763-0.00089864i,-0.00027634-0.0021014i,0.00053498-0.00076446i,0.00078097+0.00033815i,0.001216+0.00026579i,0.0015898-7.1778e-05i,0.00099066-0.00040342i,0.00048549-0.00030728i
-0.0011156-0.0002082i,-0.00012224+0.0011653i,0.001586+0.0015502i,0.0019087+0.00083144i,0.0018644+0.00018759i,0.0015932+0.00028998i,0.00070389+0.00067495i,0.00047207+0.00042654i,0.0010322-0.0010136i,0.00073911-0.0027364i,0.00059328-0.003665i,0.00024628-0.0023896i,-0.0014487-0.00046287i,-0.0011514+0.00072701i,-0.00036416+0.0013198i,-0.00053281+0.001145i,-0.00032172+0.00075264i,-0.00060293+0.00041987i,-6.1661e-06-0.00030162i,0.00027224-0.0016216i,-0.0003205-0.0017434i,-0.00079374-0.00065523i,-0.0011264+0.00045592i
0.0017101+0.00039505i,0.0020213-0.00063411i,0.0021255-0.00092763i,0.0014453-0.0010152i,-0.00073358-0.001136i,-0.00075646+0.00031591i,0.00052135+0.0021743i,0.0013704+0.0019922i,0.0021873+0.00074687i,0.0012396+6.1629e-05i,0.0006323-0.0002333i,0.00055671-0.0008754i,-0.00062751-0.0020975i,-0.0020413-0.0030036i,-0.0023951-0.0026661i,-0.0015352-0.00091634i,-0.00020587+0.00071155i,0.00068087+0.0022729i,0.00030349+0.0033234i,-0.00020266+0.00305i,-0.00035734+0.002382i,-0.00043196+0.0013773i,-0.00051673+0.00027192i
-0.00058096+0.000138i,0.00089752+0.00034104i,0.0019242+3.6528e-05i,0.0031115+0.0017235i,0.0025826+0.0028509i,0.00080998+0.0019768i,0.00094957+0.0017513i,0.0024774+0.0020298i,0.0032949+0.0016436i,0.002544+0.0012699i,0.00095529+0.0020468i,5.3259e-05+0.0024771i,0.00076922+0.00065355i,0.0019957-0.00061638i,0.0017226-0.00018218i,0.00032048-0.00041186i,0.00065966-0.00068048i,0.0018934-0.00042703i,0.0022344-1.9889e-05i,0.0015036-0.00095973i,-0.00023113-0.0012054i,-0.00063254+0.00031538i,7.912e-05+0.0013635i
-0.0014512-0.00036343i,-0.0008857-0.0017532i,-0.00090377-0.0026685i,-0.0016853-0.0025754i,-0.0018301-0.0010112i,-0.0011612+0.00080832i,-9.9065e-05+0.0010644i,0.0010075+0.00089656i,0.00065625+0.00036239i,-0.00052313-0.00085974i,-0.0013226-0.00080582i,-0.0010831+0.0003608i,0.00018788+0.0018624i,0.00088161+0.0023501i,0.0013645+0.0014015i,0.0015959+0.00011066i,0.0003316-0.0012416i,-0.001648-0.0017063i,-0.0025381-0.00085287i,-0.0016417+0.00036691i,-0.0003247+0.0009156i,-0.000125+0.0010362i,-0.00058422+0.00098705i
0.0019464+0.00062125i,0.0031774+0.0019469i,0.0016501+0.0011775i,-0.0018566+0.00080979i,-0.002378+0.0012866i,-0.0011661+0.00088289i,-0.0004731+0.0019274i,-0.00031778+0.0033002i,0.00026952+0.0023855i,0.0015646-7.8547e-05i,0.0013628-0.0020086i,0.00065969-0.0033019i,0.0002223-0.0027043i,-0.0011676-0.0010155i,-0.0018238-4.528e-05i,-0.0012033+0.00043181i,-0.00013736+0.00026551i,0.0010206+0.00037083i,0.001894+0.00040479i,0.0021809-1.2969e-05i,0.0011815-0.00029507i,-0.0001566-0.00060065i,-2.4137e-05-0.00043235i
7.4052e-05-0.002522i,-0.00070177-0.0015499i,-0.00062428-0.0011299i,0.00079138-0.00020292i,0.0010956+0.0015887i,0.00054214+0.0028476i,0.0008406+0.0034277i,-0.00020975+0.0028875i,0.00039818+0.0014117i,0.0025859+0.00016083i,0.0034915-0.00028847i,0.0034662-0.00094536i,0.002644-0.0014827i,0.0010384-0.00037436i,0.00058384+0.00066025i,0.0009703+0.00070017i,0.00049665-0.00042741i,-8.8778e-05-0.0015421i,-0.00081828-0.001577i,-0.0018387-0.0016048i,-0.0014861-0.0015938i,-0.00075171-0.001323i,-0.0009713-0.00026706i
-0.00059548+0.001482i,0.0012672+0.0019091i,0.0029864+0.0016182i,0.0037652+0.0011092i,0.0027508+0.0010707i,0.00016123+0.0011946i,-0.0021258+0.0014797i,-0.0029414+0.0020723i,-0.0013688+0.0019332i,0.00069123+0.0016683i,0.00045434+0.0020106i,-0.0002593+0.0019666i,0.0003159+0.0013232i,0.001119+0.0002195i,0.00036646-0.00048368i,-0.00051184-0.00017235i,-0.00020646+0.00072564i,-0.00041663+0.0019502i,-0.00096783+0.0021311i,-0.00089862+0.00084711i,-0.00014771+0.00029445i,0.00084133+0.0003802i,0.0012023+9.1658e-05i
0.002584-0.0012707i,0.0031689-0.0037391i,0.0030676-0.0057291i,0.0014853-0.0043995i,0.00042905-0.0010659i,-0.00046275+0.0015914i,-0.00047737+0.0032693i,-0.00016602+0.003781i,-0.00042162+0.0027965i,-0.0014375+0.0024369i,-0.0024641+0.0023256i,-0.0022071+0.0012594i,-0.0020333+0.00075355i,-0.0024359+0.0011969i,-0.0013912+0.0017224i,0.00081283+0.0015185i,0.001821+3.9276e-05i,0.0018727-0.0015052i,0.0026457-0.0017997i,0.0020512-0.0012542i,0.00049708-0.00059392i,0.00018177-0.00033048i,-8.653e-05-0.00055867i
0.003089+0.0043404i,0.0057242+0.0051294i,0.0078396+0.0030909i,0.0060271+0.00017128i,0.0019336-0.00071228i,-0.00080818-0.00015612i,-0.001594+0.0011571i,-0.00087803+0.00076914i,-0.00076405-0.00035487i,-0.00092315-0.00071826i,-0.00043699-0.0010127i,1.1371e-05-0.0018636i,-0.00059174-0.0021296i,-0.0011864-0.0013774i,-0.0012419-0.0010213i,-0.0013792-0.00064998i,-0.0010482-0.0005371i,-0.00089058-0.0003946i,-0.0011883+0.00068945i,-0.00055891+0.00083784i,0.00071906+0.00040268i,0.00037189+0.00026358i,-0.00029255-0.00051291i
-0.001361+0.00030039i,-0.0038301-0.0016562i,-0.0033767-0.0032031i,-0.0016755-0.0036244i,-0.0013143-0.0024391i,-0.0010893-0.00062879i,-0.0012048+0.00035584i,-0.0017078+0.0002784i,-0.00042606-0.00029547i,0.0011259-0.00063821i,0.0013217-0.00011214i,0.0018091+0.00026327i,0.001852-0.00053003i,0.00056842-0.0012871i,-0.00024413-0.0011846i,-0.00016876-0.00054283i,0.00062215+1.5637e-05i,0.0015633+0.00097304i,0.0014826+0.0011244i,0.00084719-4.6397e-05i,0.00054838-0.00060564i,0.00068551-0.00040338i,0.00054983-8.8964e-05i
-0.0006686+0.0019322i,-0.00059912+0.004494i,-0.00043037+0.0058565i,0.00060756+0.0054666i,0.00085805+0.0036749i,-0.00024167+0.0022778i,-0.0017073+0.0012506i,-0.0015+0.00048842i,-0.00019169+0.00031811i,-0.00023913+0.00095203i,-0.00071073+0.0015499i,0.0001286+0.002037i,0.0012155+0.0018666i,0.0022979+0.001285i,0.0025228+0.0007743i,0.0010376-0.00039064i,-0.0013306-0.0020782i,-0.0024968-0.0019861i,-0.0026385-0.00049859i,-0.0022281+0.00043191i,-0.0012398+0.00070617i,-0.00038518+0.00039994i,0.00023477-0.00011679i
0.0023405-0.004577i,0.0034235-0.0071301i,0.0037327-0.0074096i,0.0029257-0.0051287i,0.0014653-0.0022817i,0.00047698+0.00066544i,0.00056726+0.0018317i,0.0020148+0.0017231i,0.0026102+0.0006348i,0.00037598-0.0013707i,-0.0016888-0.0020724i,-0.0022404-0.0011972i,-0.0018795+0.00025914i,-0.0010143+0.0012047i,-0.00038792+0.0020518i,0.00018553+0.002634i,0.00022288+0.0021118i,0.00032647+0.0024493i,0.0010629+0.0016412i,0.0010311-0.00030392i,0.00025364-0.0010532i,-0.00060721-0.00016641i,-0.0010242+0.00024653i
0.0050439+0.001567i,0.0070234+0.0038108i,0.0073134+0.0038816i,0.0043369+0.0017014i,0.0012602+0.00030871i,-4.6578e-05+0.00022817i,-8.9448e-05+0.0012107i,0.00044706+0.0015703i,0.00067149+0.00026513i,0.00024287-0.0014165i,0.00097787-0.0016738i,0.0011975-0.0013086i,0.00016077-0.00090029i,-0.00059218-0.00025178i,-0.0007755+1.0883e-05i,0.00014798-0.00058745i,0.0015124-0.0018299i,0.0020651-0.002156i,0.00090299-0.0014871i,-0.00064082-0.00068834i,-0.00096049-0.00013353i,-0.00029959-0.00014872i,-0.00014549-0.00014767i
-0.0011042+0.00015138i,-0.001936-0.00047204i,-0.0015324-0.0014541i,-0.0010674-0.0018924i,-0.0011831-0.0013876i,-0.00053684+5.0765e-05i,0.00030175+0.0015233i,0.0013739+0.0023591i,0.0021273+0.0018913i,0.0028412+0.0009829i,0.00393+0.0013109i,0.0038023+0.0012761i,0.0025511+0.00029049i,0.0013519-0.00029383i,0.00038702-0.00050131i,-0.00029992-0.00026534i,-0.0007636+0.00027578i,-0.0012874+0.00081474i,-0.0004937+0.00084897i,0.0012616+0.00092232i,0.0010686+0.00042035i,0.00017096-0.0005297i,0.00017816-0.00034234i
-0.0010496+0.0042931i,0.00025696+0.0046579i,0.0011655+0.0035087i,0.0018965+0.0024594i,0.0021196+0.0026839i,0.0016778+0.0024938i,0.00068339+0.0025421i,0.00032217+0.0030237i,0.00074133+0.0025407i,0.0015971+0.0020363i,0.0011296+0.0022158i,7.9487e-05+0.0022744i,-0.0010577+0.0017126i,-0.00043453+0.0011339i,0.0013186+0.0010512i,0.0016845+0.00070666i,0.0014925-0.0003416i,0.0020006-0.0020682i,0.0021202-0.0024708i,0.00065711-0.0017031i,-0.00058623-0.00093798i,-0.00090894-0.00047864i,-0.000128-0.00015221i
0.00045343-0.00068032i,0.00045012-0.0020906i,0.00031507-0.0012014i,-0.00031788+0.0009385i,-0.0007799+0.0016166i,-0.0011492+0.0010502i,-0.0010262+0.0016736i,-0.00039752+0.0029844i,-0.0003569+0.0032495i,-0.00069198+0.0018551i,-0.0011349+0.00028963i,-0.001878-0.00091701i,-0.0023181-0.0011694i,-0.0027495-0.00050702i,-0.002685-0.00038361i,-0.00164-0.00041852i,-0.0012585-0.00030355i,-0.001375-0.00064208i,-0.0004155-0.0007528i,0.00024685+0.00026482i,0.00023827+0.0011556i,-0.00012702+0.00069i,-0.00050434-0.00010202i
0.00091417+0.0001011i,0.0027427+0.0022729i,0.0042435+0.0044391i,0.0040045+0.0035501i,0.001168+0.0022261i,-0.0013278+0.0024577i,-0.0015104+0.0022217i,-0.00089376+0.00084611i,-7.0283e-06+0.00044024i,-0.00066189+0.00027137i,-0.00097668-0.001398i,0.00071192-0.0031043i,0.0014353-0.0028817i,0.00095858-0.0011315i,0.00072324-2.0775e-05i,0.00082316+0.00027059i,0.0010216+0.00095457i,0.0011108+0.0011178i,0.0014895+0.0010523i,0.00098754+0.00079119i,-0.00014634-0.00045369i,-0.00078263-0.00058014i,-0.00076246+0.0005533i
-0.00065334-0.0024561i,-1.0194e-05-0.0049032i,-0.00076938-0.0068296i,-0.00085583-0.006219i,-5.1182e-06-0.0033574i,0.00032315-0.0018618i,-0.00023226-0.0012262i,-0.0009998+7.7254e-05i,-0.00092256+0.00076618i,-0.0010606+0.00081645i,-0.00015914+0.0010886i,0.001327+0.0018241i,0.0024448+0.0015336i,0.0035452+0.00092646i,0.0034289+6.8166e-05i,0.0011307-0.00089203i,-5.207e-05-0.0016097i,-0.00045963-0.0018766i,-0.00053289-0.00071725i,-0.00019651+0.0015342i,-0.00043456+0.0019868i,0.00013045+0.0011586i,0.00087564+0.00062998i
0.0048738+2.411e-06i,0.006377+0.00017212i,0.0061258-0.0011444i,0.0024572-0.0013169i,-0.00061681+0.00054299i,-0.00095873+0.0030712i,-0.0012337+0.0037156i,-0.00094219+0.0032167i,-0.00084821+0.0022947i,-0.0016553+0.00090338i,-0.0017106+0.00068693i,-0.0013148+0.0011433i,-0.00053794+0.0017351i,-0.00025124+0.0026545i,-0.00022964+0.0028938i,-0.00017912+0.0019091i,-0.00041754+0.0020764i,-0.00043134+0.002143i,0.00076243+0.00099027i,0.0025459-0.00029875i,0.0019342-0.00010037i,-0.00068918+0.00039114i,-0.0018728+0.00047846i
-0.00048101+0.00075831i,-0.0010714-0.00033513i,-0.001072-0.0016323i,-2.456e-05-0.0016172i,0.00063622-0.00090884i,0.00015177+0.00010045i,-0.00051393+0.00063526i,-0.00084542+0.00072521i,0.00012281+0.00051494i,0.00044354-0.00036581i,-0.00055593-0.0017707i,-0.0010532-0.0029729i,-0.00080399-0.0025343i,-0.00036979-0.0010947i,0.00048039-0.00041181i,0.00061335-0.00020474i,0.00069931-0.00031752i,0.00083832-0.00043925i,-0.00039459-0.0002356i,-0.0013926-0.00038403i,-0.00059273-0.00034131i,0.0003168+0.00030631i,0.00040185+0.0010343i
0.00042478+0.0029874i,0.001685+0.0023166i,0.0029581+0.0018694i,0.0019402+0.0004172i,0.00014644-0.0012331i,-0.00050272-0.00033594i,-0.00047254+0.0013344i,-0.0008842+0.0011857i,-0.00088765+0.00062106i,-0.00035398-0.00089432i,0.0010204-0.0021927i,0.0022055-0.0021382i,0.0021894-0.0011212i,0.00080045-0.0011174i,-0.00050388-0.0016436i,-0.00086513-0.00059231i,-0.0014289+0.00010716i,-0.0014113+5.0058e-05i,-0.00099269+0.00066162i,-0.00032633+0.0009966i,0.0013236+0.00064131i,0.0011819-0.00012476i,-2.0023e-05-0.00086944i
0.0015086-0.00045007i,0.0035578-0.0016513i,0.0031856-0.0017415i,0.0011125-0.00073199i,0.00032075+0.00055328i,0.00082306+0.00085457i,0.00056417+0.0013921i,0.0010397+0.0015615i,0.0019487+0.00039841i,0.0019444-0.00058634i,0.0016291+0.00017073i,0.0013533+0.0014475i,0.0014087+0.0020096i,0.0016994+0.0023152i,0.0011308+0.0027927i,0.00025958+0.0021191i,0.00013196+0.0011102i,0.00014101+0.00067662i,0.00055069-0.00010278i,-0.00011086-0.00055743i,-0.00090897-0.00075327i,-0.00039568-0.00031113i,-0.00022473+0.00052528i
0.00071732+0.001673i,0.0013451+0.0030787i,0.0024386+0.002774i,0.0041732+0.0014429i,0.0038745+0.0013178i,0.0027111+0.0013193i,0.0017346+0.0010184i,0.00087661+0.00081779i,-5.3544e-05+0.00015532i,-3.3686e-05-0.0001474i,-0.00011047+0.00059545i,-0.0010154+0.0010055i,-0.0016438+0.00078497i,-0.0014846+0.00034447i,-0.00061411+0.00020447i,0.0011666-0.00020372i,0.001218-6.6427e-05i,-0.00018279-1.261e-05i,-0.00056691-0.00022469i,6.1066e-06+0.00040689i,0.00058168+0.0020519i,0.0011839+0.0017479i,0.00067195+0.00025081i
-1.4689e-05+2.6248e-05i,-0.0012618-0.00045299i,-0.0029398-0.0021601i,-0.0042054-0.002174i,-0.0037397-0.00094807i,-0.0035515+0.00086013i,-0.0030321+0.0016134i,-0.00044902+0.001481i,0.0015861+0.0013438i,0.00096573+0.0011858i,-0.00017624+0.00065508i,-0.0009019-8.3059e-05i,-0.0011099-0.00092576i,-0.00122-0.0013121i,-0.0017254-0.00026187i,-0.0014188+0.00099981i,-0.00029819+0.0013475i,0.00026479+0.00093939i,-0.00017744+8.6374e-05i,-0.00045498-0.00035878i,-0.00015577-0.0004262i,8.5835e-05-0.00049251i,7.3847e-06-0.00022208i
-8.5687e-05-0.00038751i,3.916e-05-0.0015664i,0.00094638-0.0015483i,0.0016479-0.0011947i,0.0014715-0.00020464i,-6.4456e-05+0.0019466i,-0.00031353+0.0031472i,0.00047899+0.0030091i,0.0012407+0.0018334i,0.0010511+0.00098406i,0.0008584+0.0004987i,0.0015249-0.00089208i,0.001284-0.0014137i,0.00095301-0.0011493i,0.0015679-0.0010613i,0.0011174-0.0012684i,0.00062449-0.0012985i,0.00087326-0.00026189i,0.00053778+0.00058288i,-0.00016832+0.00054177i,-0.00087329-2.4694e-05i,-0.00095237-4.2192e-05i,-0.00041869+0.00048945i
0.0036856-0.002213i,0.0051198-0.0029247i,0.0037866-0.0024129i,0.0014009-0.00066397i,0.0010679+0.00045933i,0.00062428+0.00083079i,-0.00041745+0.0010159i,0.00044091+0.00074799i,0.0015362+0.00080754i,0.00064689+0.0010119i,0.00044753+0.0015898i,0.0006024+0.0018477i,0.00042679+0.0018498i,0.00042098+0.0023268i,0.00014983+0.0020801i,0.00038376+0.00059769i,0.00025545-0.0005441i,-0.00031858-0.0011309i,-0.00014825-0.0014335i,0.00041352-0.0015819i,0.0011548-0.0013751i,0.0010378-0.0003904i,4.9418e-05-0.00023936i
0.0017482+0.0020959i,0.0030709+0.003003i,0.0042812+0.0036768i,0.0023114+0.0031581i,-0.00033783+0.0022252i,-0.0010842+0.0021816i,-0.0011174+0.0027532i,-0.00057753+0.0019368i,0.00024118+0.00090267i,-0.00039414+0.00053637i,-0.0011969+0.00054293i,-0.0018213+0.00016415i,-0.001905-6.5645e-06i,-0.00086124+0.0006153i,5.082e-05+0.00062224i,0.00080771+0.0011439i,0.0012826+0.0011401i,0.00084422+0.00052264i,0.00019936+0.00027406i,-1.9441e-05-0.00013374i,0.00070679-3.7831e-06i,0.00057628+0.00013379i,-0.00051855+0.00010793i
