-0.0012541+0.00064764i,-0.0005798-0.00046715i,-0.00066035-0.00092991i,-0.0013247+0.00023688i,-0.0016126+0.0014233i,-0.0010332+0.0016594i,-0.00082423+0.0021473i,-0.00075119+0.0022566i,0.00014228+0.0017477i,0.0011687+0.00093166i,0.0014688+0.00030796i,0.0011915+0.00019993i,0.00087264+6.3563e-05i,0.0002681-0.00012604i,1.5612e-05-0.00023143i,0.00034831-0.00013668i,0.00019832+0.00031472i,-0.00024854+0.00078584i,-0.00032603+0.00077223i,-0.00042433+0.00018815i,-0.00036791+0.00025006i,-0.00019417+0.00066337i,-0.00012766+0.0011685i
-0.00066631-0.00077249i,-0.0015542+0.00014079i,-0.0029293+0.00041527i,-0.0033629+0.0016718i,-0.0032798+0.0013262i,-0.0027883-0.00029283i,-0.0018388-0.00059496i,-0.0011283-3.7313e-05i,-0.00072921+0.00040375i,-0.00028897+0.0011052i,-0.00041154+0.0013053i,-0.00040626+0.0005128i,0.00059234-0.00052262i,0.0011702-0.00078394i,0.00030971+0.00033512i,-5.2849e-05+0.00094002i,7.7826e-05+0.00060188i,-0.0003933+0.00021074i,7.6702e-05-0.00015392i,0.00032069+0.00013731i,-0.00032335+0.00042647i,-0.0006637+0.00054532i,-0.001104+0.000682i
-0.00016259-0.00047914i,-0.00072396-0.00024778i,1.7913e-05+0.00047149i,9.557e-05+0.00089891i,-9.7225e-05+0.00086265i,-0.00048804+0.00083865i,-0.001303+0.00041993i,-0.001042+0.00029666i,9.6124e-05+0.0010585i,0.0010618+0.00084325i,0.00095317+0.00042582i,8.8678e-05+0.00080521i,-0.0001462+0.0018253i,0.0005038+0.0012031i,0.00039118+0.00018315i,-0.00011509-0.00019756i,0.0002403-0.00085639i,0.00060278-0.00089818i,0.00082829-0.0010743i,0.0012854-0.00059851i,0.0011678-0.00058665i,0.00023271-0.0010072i,0.00030312-0.00061923i
-0.00087072-0.00022877i,0.00045228+0.00023523i,0.00034406+0.0010107i,-0.0002178+0.0011911i,-4.0683e-05+0.00019313i,0.0003622-0.001012i,-0.00045856-0.0011611i,-0.001148-0.00076233i,-0.00058314-0.00049157i,0.00050889-0.00038847i,0.0011094-0.00030187i,0.00097955+2.3433e-05i,0.0009694-0.00025919i,0.00048578-0.0003086i,0.00031613+0.00011192i,0.00092655+0.00034458i,0.00096677+0.00059649i,0.00072832+0.0007677i,0.00026888+0.00051696i,0.00022263+0.00028531i,9.8466e-05-0.00027257i,0.00024113-0.00054131i,0.0010505-0.0001503i
0.00070739+0.00059342i,0.0014802+0.00080773i,0.0016829+0.00038768i,0.0010634+0.00043442i,-0.00012346-0.00034867i,-0.0014589-0.00069642i,-0.0018847-0.00034746i,-0.0016409-0.00021293i,-0.00055155+0.00036106i,7.6416e-05-0.00013761i,0.00012473-0.00039654i,0.0011854+0.00058831i,0.0012704+0.00081762i,-0.00025301+0.00053821i,-0.0005381-0.0002474i,0.00030039-0.00057712i,0.00072647-0.00021719i,0.00063411+0.00013458i,0.00044587-0.00015491i,-2.3577e-05+0.00014767i,-0.00043857+0.00040142i,-0.00097942+0.00020636i,-0.0014875-0.00025757i
-0.00053868-0.0008983i,-0.00045274-0.0012736i,-0.00080838-0.00023728i,-0.0012459+0.0014791i,-0.00038462+0.001337i,-8.8375e-05+4.3665e-05i,-0.0014641-0.00078825i,-0.001778-0.0006608i,-0.0011258+0.00034981i,-0.00070253+0.00051239i,9.3553e-05+0.00046928i,0.00015898+0.00047212i,-8.6939e-05+6.92e-07i,0.00017541+2.3994e-05i,0.0005918-0.00012647i,0.00025681-4.4822e-05i,-3.215e-06+0.00049791i,-0.00025256+0.0010328i,-0.0010075+0.00053523i,-0.0007739-0.00011985i,-0.0001244+0.00056524i,7.7434e-06+0.00088184i,-0.00053685+0.00081903i
0.00016718+0.0018099i,0.00032706+0.0017359i,0.00027675+0.0006411i,0.00071752+0.00053678i,0.00059451+0.00083915i,-0.00078998+0.00069143i,-0.0013595+0.00047537i,-0.00071997+0.0014299i,-0.00038178+0.0019649i,-0.00030696+0.00093811i,-0.00046328-0.00021223i,-0.00024094-0.00026582i,-0.00047154+0.00055942i,-0.00013158+0.00079348i,-0.00039601+0.00063798i,-0.00062656+0.00027356i,0.0002337+0.00027029i,0.00046446+0.00066488i,0.00048778+0.000718i,0.00088836+0.00046818i,0.0010306+0.00044579i,0.00041342+0.00049278i,-0.00060899+0.00091815i
0.00041055-0.00038823i,0.00027606+0.0015209i,0.00079117+0.0017534i,0.00069605+0.00076847i,4.2603e-05+0.0013823i,-0.0008224+0.0022312i,-0.0011602+0.0019944i,-0.00049778+0.00091317i,3.4864e-05+0.00035146i,0.00051725+5.9381e-05i,0.0010434+0.0003247i,0.0010039+0.00059213i,0.00022688+0.0009101i,-0.000479+0.0013605i,-3.63e-05+0.0015081i,0.00048498+0.00092537i,0.00022094+0.00016105i,0.00021348+0.00018342i,0.00096956+0.00036632i,0.0010049-0.00019375i,0.0001015-0.00068067i,-0.00035506-0.00030285i,-0.00012116-0.0002824i
-0.00010142-0.00176i,-0.0010424-0.0014648i,-0.00094611-0.00018762i,-0.00060726+0.00053151i,-0.00032996+0.00016478i,-0.00010773-0.00071031i,-0.00097765-0.00064861i,-0.0015255+0.00048782i,-0.00089263-1.1579e-05i,0.00063138-0.00098945i,0.00099209-0.00021336i,0.0005541+0.00088658i,0.00041295+0.00083528i,0.00017375+0.00044711i,-0.00045704-0.00014691i,-0.0010568-4.3535e-05i,-0.00088355+0.00066503i,-0.00051821+2.4874e-05i,-0.00032726-0.0009697i,-2.9824e-05-0.0007466i,9.3005e-05+0.00035181i,0.00017807+0.00083267i,-0.00015234+0.00027655i
0.00091457-0.00047986i,0.00039564+8.3848e-05i,0.00047859+0.0002277i,0.00067348+0.00015937i,-2.2229e-05+1.046e-05i,-0.0010711+0.00027577i,-0.0016342+0.00050596i,-0.00094105+3.3841e-05i,-0.00016521-0.00029866i,-0.00040809-0.00051756i,-0.00045963-0.00032656i,2.2372e-05-0.00034085i,0.00084623-0.00020904i,0.0008129+0.00015695i,0.00025668+0.00017309i,0.00025038+0.00048186i,0.00010524-5.2657e-05i,-0.00042115-0.00031529i,-0.00048172+0.00029879i,-0.00011703-7.9824e-05i,0.00063475-0.0012126i,-0.00019054-0.00137i,-0.0010833-0.00051173i
-0.00060427-0.00018577i,-0.00037095+0.00098026i,-0.00099347+0.00082742i,-0.00088775+0.00083804i,-0.00089454+0.00059199i,-0.0012261+0.00034705i,-0.0014951+1.127e-05i,-0.00080027-0.00025881i,-0.00074283+8.9104e-05i,-0.0010722-4.73e-05i,-0.0013727-0.0001638i,-0.0015264-0.00021482i,-0.0010004+0.00031817i,5.1851e-06+0.00062652i,0.00013842+0.00023568i,0.00046377+0.00010749i,0.00090463+0.00044268i,0.00031292+0.00028378i,-0.00027578+0.00026627i,-0.00020013+0.00040587i,2.5223e-05+8.5435e-05i,-0.00013256+0.00013943i,0.00026477+0.00016563i
0.0018652-0.00087379i,0.00041107+0.0002998i,-8.0919e-06+0.00078145i,4.2987e-05+0.0010433i,-0.00066679+0.00093514i,-0.00078287+0.001977i,-0.00023568+0.0027762i,-9.6566e-05+0.001709i,-0.00048593+0.00041341i,-0.00035519+0.00038394i,0.00036496+0.0010253i,-0.00015258+0.0014636i,-0.00051964+0.00030244i,-0.00047564+0.00042217i,-0.00085351+0.00049753i,-0.00039704-0.00057258i,-0.00016842-0.0010427i,7.003e-05-0.00048657i,0.00013657+0.00054332i,-7.7984e-05+0.00097836i,-0.00088071+0.0010689i,-0.0019279+0.0006226i,-0.0015003+0.00071807i
-0.00012557-0.0019227i,-0.0018836-0.0011469i,-0.0024531-0.0011426i,-0.0015647-0.00043001i,-0.00064003-0.00020043i,-0.00032057-0.00095844i,-0.00022921-0.00061325i,-9.7775e-05-3.5893e-05i,0.00013266-7.3426e-05i,0.00010826-3.6662e-05i,-0.00071431+0.00023072i,-0.00072805+0.00067834i,-5.601e-05+0.00078816i,0.00049308+0.00055574i,0.00012346+0.00052571i,0.00037546+0.00025867i,0.0013618-3.5774e-05i,0.0013575+0.00039394i,0.00055422+0.00014697i,9.6406e-05-0.0008012i,0.00045479-0.0011973i,-9.9048e-06-0.00069384i,-0.00041269-0.00044826i
-0.00065521-0.0011432i,-0.00058993-0.00099233i,-0.00028465+0.00087021i,-0.00048746+0.0027937i,-0.00039252+0.0021231i,7.6464e-05+0.0013451i,-0.00083634+0.0010877i,-0.0021848+0.00053858i,-0.0020138-0.00018106i,-0.00091841+1.8395e-06i,-0.00010104+0.00050967i,0.00037242+8.0677e-05i,0.00076094-4.6715e-05i,0.00088092+0.00058253i,0.00082063+0.00056585i,0.00099649+9.1825e-05i,-0.00010162+4.8082e-05i,-0.00084393-0.00023401i,-0.000249-0.00065943i,0.00032086-0.00085712i,0.00034024-0.0011821i,0.00012797-0.0013321i,-0.00026076-0.0008611i
-0.00018982-0.0013486i,0.00086368-0.000675i,0.00083632-0.00021973i,0.00014959-0.00031441i,0.00015276-2.9898e-05i,-0.00044068+0.00095811i,-0.001646+0.00066298i,-0.0020228-2.177e-05i,-0.0012985+0.00062613i,-0.00036812+0.00076154i,0.00012813-1.7517e-05i,0.00020043-0.00073996i,0.00067449-0.0008621i,0.00056914-0.00022558i,-4.8988e-05+0.00034394i,-0.00028218+0.00050215i,0.00031468-0.0003382i,0.00054778-0.00066717i,-2.8944e-05-0.00064327i,-0.00018807-0.00042641i,-9.8289e-05-9.8593e-05i,4.7144e-05-0.00036921i,-0.00021382-0.00071658i
-0.00050496+0.0011168i,0.00063859+0.0016297i,0.00061566+0.0020556i,0.00058465+0.0014536i,-2.0268e-05+0.00029175i,-0.001106-0.00041135i,-0.0015765-5.6977e-05i,-0.0019994+0.00060644i,-0.0020787+0.00062609i,-0.001067+0.00091088i,3.0868e-05+0.0010641i,0.00043615+0.00013341i,0.00016347-0.00073601i,3.5972e-05-0.00076648i,-4.299e-06-0.00041216i,-0.00049714-0.00014741i,-0.00026347+0.00029074i,-4.8867e-05+0.00060005i,-6.9164e-05+0.00015264i,-2.6822e-05-0.00017303i,-0.00027675-0.00033823i,-0.00016038+8.9519e-05i,0.00058543+0.00028018i
0.00015485-0.0011769i,-0.00039051-0.00069466i,0.00024178-0.00024914i,-1.4215e-06+0.00023307i,-0.00092127+0.00031902i,-0.0011405+0.00027798i,-0.0015519+0.00064961i,-0.0010442+0.0010451i,-9.1299e-05+0.00074222i,-3.7238e-06+0.00018753i,-0.00030256+1.2245e-05i,-0.0004847+0.00052063i,9.1625e-05+0.00081712i,0.00082017+0.00051744i,0.00022048+0.00082444i,-0.0004859+0.0012149i,-0.000773+0.00090254i,0.00023318+0.00010629i,0.0012865-0.00068255i,0.00094359-0.00072726i,0.00011085-0.00054754i,-0.00015762-0.00035673i,-6.3008e-05-0.00025403i
-0.0026622-0.00022712i,-0.0026475+0.00061214i,-0.0032748+0.0031029i,-0.001831+0.0035268i,3.5458e-05+0.0013595i,-0.00038389-0.00055948i,-0.0015569-0.0012736i,-0.0019456-0.0010358i,-0.0015095+9.4212e-05i,-0.00012458+0.00092306i,0.00064057+0.00064403i,0.00064034+0.00022308i,0.00052443+0.00010794i,4.123e-05+0.0006823i,2.9517e-05+0.00061516i,-1.6947e-05+3.8442e-05i,-0.0003676-9.8959e-06i,-0.0003923+0.0001513i,-6.1915e-05+0.00062863i,-0.00043883+0.00065052i,5.669e-05+0.00015831i,0.00047858-0.00045635i,0.0006944-0.00044967i
0.00054218-0.0008608i,8.1734e-05-0.0013641i,0.00078712-0.00056153i,0.0011205+0.0001166i,0.00042946+0.00029603i,-0.00086635+0.00033525i,-0.0017345+0.00016704i,-0.0011846-0.00012464i,0.0002587+0.00029404i,0.00061245+0.00017606i,0.00030888-0.00078364i,-9.6163e-05-0.0011826i,-0.00084827-0.00067655i,-0.00076565-0.00039137i,-0.00047988-0.00026549i,-0.00072606+2.2518e-05i,-0.00039263+0.00038063i,0.00015056+0.00045942i,-0.00028948+0.00071981i,-0.0011283+0.0014388i,-0.0010979+0.0018248i,-0.00020691+0.0011703i,0.00067482-4.0442e-05i
-0.00012603-0.0006845i,0.00088323+8.3644e-05i,0.0014472+0.00029105i,0.0015136+0.00050299i,0.00041299+0.001335i,-0.00057088+0.0016343i,-0.00077563+0.0002979i,-0.00088962-0.00045345i,-0.00059966-7.1718e-05i,-0.00029989-6.87e-05i,0.0003075+0.0002082i,0.00068638+0.00054376i,0.00095801+3.9746e-05i,0.00057057-0.00022943i,-0.00019097+0.0003706i,-0.00030666+0.00086815i,-1.8233e-05+0.0010816i,0.00058144+0.00078322i,0.00024723-0.00024597i,-7.7596e-05-0.0009687i,0.00028555-0.0009683i,0.00038172-6.3708e-05i,0.00050614+0.00075425i
-0.0010716-0.0010884i,-0.0013192-0.00056567i,-0.0013961+0.00047768i,-0.0011396+0.0011894i,-0.00097722+0.00084569i,-0.00059814-0.00027319i,-0.00050474-0.00055805i,-0.0010795-0.00069161i,-0.0011817-0.00019888i,-0.0012217+0.00045632i,-0.0010462+0.00089298i,-0.0003943+0.00064i,-0.00021315+0.00013386i,-0.00044539-8.5484e-05i,0.00034351+0.00011782i,-0.00013585+0.00018496i,-0.0010566+7.4863e-05i,-0.0010252-3.0448e-05i,-0.00062333-0.00048322i,0.00032948-0.00057655i,0.00067291-0.00011062i,5.9303e-05+0.00025829i,-6.4002e-07-5.5714e-06i
9.9648e-05+0.0011119i,-0.00026323+0.00091655i,-0.00029273+0.0014592i,0.00039602+0.0011508i,0.00043612+0.00080669i,-0.00078539+0.00061151i,-0.001933+0.00025736i,-0.0019377+1.4503e-06i,-0.0010172+0.00014437i,0.00027301-0.00041259i,0.00072367-0.00047763i,0.00062406+1.5159e-05i,0.0011559+4.5711e-05i,0.0012048-3.7152e-05i,3.3526e-05+2.057e-05i,-0.00031708+0.00011131i,6.0374e-05+0.00046064i,0.00018439+0.0003586i,0.00055612-0.00029561i,0.00034578+8.7931e-05i,2.9581e-06-0.00012318i,2.5266e-05-0.0012741i,0.00031179-0.0014776i
3.9667e-05+0.00062205i,0.00094463+0.00045243i,0.00218+0.0012314i,0.0013114+0.00073007i,0.00021081+0.00026665i,-0.00074238+0.00070502i,-0.0019108+0.00057982i,-0.0020727+0.00023644i,-0.0011083+0.00011122i,-0.0003171-0.00013611i,-0.00026495+7.2105e-05i,-0.00023376+0.00012691i,0.00014919-0.00035884i,0.00030054-0.00019882i,0.00031893+0.00049223i,0.00015422+0.00034565i,-0.00016357-0.00072537i,-0.00027961-0.0010848i,-4.9217e-05-0.00058126i,0.00021001-0.00032126i,0.00058041-0.00011309i,0.0005065+0.0005283i,-1.4976e-06+0.00052438i
0.00071666+4.154e-05i,-0.00040633-0.00023623i,-0.0020987-0.0014718i,-0.0021016-0.0019275i,-0.0014628-0.00087675i,-0.0012038-0.00056442i,-0.0007918-0.00045263i,-0.00062628+1.6135e-05i,-0.00097388-0.00020664i,-0.0010456-0.0006169i,-0.00057071-0.00017456i,-0.00027942+0.00037558i,-9.4969e-05+0.00053891i,4.821e-05+0.0010948i,-0.00050394+0.00096138i,-0.00037311+8.9715e-05i,-0.00048039-0.00023309i,-0.00073459+0.00029977i,0.00049004+5.8773e-05i,0.0012504-0.00036823i,0.0010352-7.6918e-05i,0.00024565-0.00044147i,-0.0011706-0.0013475i
-0.0015101-0.00045948i,-0.0022439+0.0011271i,-0.002021+0.0014172i,-0.0010521+0.0011851i,-0.0012244+3.0016e-05i,-0.00095076-0.00037092i,-0.00065696+0.00032395i,-0.001211+0.00052375i,-0.0012346+0.00078198i,-0.00072959+0.00037737i,-0.00030721-0.00043694i,0.00042596-4.2557e-05i,0.00062522+0.00028108i,7.7189e-05+4.5635e-05i,-0.0006748-0.00016402i,-0.00041573-0.00077332i,0.00031418-0.00093948i,0.00051904-0.00077624i,0.00020306+5.1971e-05i,-0.00029042+0.00029195i,0.00025571-0.00010443i,0.00041683+7.9055e-05i,0.00022952+3.6345e-05i
-0.0011813+0.0015227i,-0.001096+0.0011859i,-0.00033662+0.0018904i,-1.2409e-05+0.0020786i,-0.00057418+0.0010356i,-0.00095693+0.00056466i,-0.00093943+0.00039871i,-0.00080452+0.0003048i,0.00027112+0.00065647i,0.00041941-0.00017093i,0.00010611-3.6449e-05i,0.00016599-4.5816e-05i,-0.00028948-0.00084487i,-0.00065252-0.00041131i,0.00026116+4.4874e-05i,0.00069396+0.00046964i,0.00046805+0.00031885i,0.00031729+0.00037666i,-0.00028856+0.00052379i,-0.00057702+8.3023e-05i,-0.0010624+0.00012583i,-0.00074841-5.0773e-05i,0.00036219-7.3576e-06i
-0.0010541+0.00023566i,-0.00036937+0.00095719i,0.00022154+0.0014942i,0.00089535+0.00076906i,0.0011876+0.00034955i,0.00099634+4.4131e-05i,0.0001787+0.00016849i,-0.00065607-0.00031084i,-0.0010157-0.0011626i,-0.001029-0.00061759i,-0.00019139+0.00036177i,-2.6163e-05+0.00033303i,-0.00019874+7.9603e-05i,0.00010186-0.00015059i,0.00026753-0.00047127i,-0.0001979+6.9671e-05i,-0.00036685+0.0008632i,-7.8981e-05+0.0011386i,-0.00062846+0.00084021i,-0.00082547+0.00026212i,-0.00059601+9.2713e-05i,-0.0008795+0.00017922i,-0.0012554-0.00031973i
-0.00044227-0.0018025i,0.0003661-0.00092433i,0.00035279-0.00049198i,-0.00012586-0.00025336i,-0.00013503+0.00043037i,0.00030483+0.00096816i,0.00040064+0.00066033i,0.00029276-0.00025151i,-0.00016498-1.451e-05i,-0.00024596+0.00082121i,0.00063927+0.0010069i,0.0013512+0.00039867i,0.0010932-0.00052081i,0.00044478+8.1281e-05i,0.0005009+0.00051885i,0.00091554+3.3195e-05i,0.00021152-0.00013011i,-0.00024976-7.6392e-05i,0.00019483-0.0001317i,8.391e-05+6.1048e-05i,-0.00013403+0.00027039i,-0.00029145+0.00025622i,-0.00035057+0.00020893i
-0.00043467+0.00055304i,-0.0016588+0.0014079i,-0.001898+0.0018634i,-0.001242+0.0012208i,-0.0011872+0.00010519i,-0.0020221-0.0010206i,-0.0019777-0.00095933i,-0.0016682-0.00051254i,-0.0011807-2.2558e-05i,-0.00022971+0.00027681i,0.00080706+0.00023101i,0.0012005+0.00095319i,0.00052734+0.0010335i,-0.00037137+0.0005551i,-0.00084192+0.00056346i,-0.00086118+0.00039996i,-0.00043997-0.0002243i,-0.00026564-0.00063238i,-0.00039663-0.00094717i,-0.00023276-0.00061713i,-0.00065233-0.00017967i,-0.00094845+0.00019934i,0.00036529+0.00051847i
-0.0012974+0.00029807i,-1.8816e-05-2.8906e-05i,0.00060227+0.00056941i,0.001528+0.0014239i,0.001518+0.0014321i,0.00028719+0.00019418i,-0.00045827-0.00083512i,-0.0010298-0.00038204i,-0.00088865-0.00022212i,-0.00035685-0.00015137i,0.00049763-1.1061e-05i,0.0010365-0.00047686i,0.00035826-0.0011836i,4.7632e-05-0.0010901i,-6.2734e-05-0.0010588i,-0.00054396-0.0010974i,-0.00015495-0.00019636i,-0.0004103-0.00014164i,-0.00082711-0.00067503i,-0.00049586+8.3339e-05i,-0.00075312+0.00014416i,-0.00046005-0.00022499i,-0.00050167+0.00010811i
-0.0015323+0.00076365i,-0.0015342+0.0017432i,-0.00087644+0.0022834i,0.00035434+0.0018742i,0.00063068+0.0012529i,-0.00090259+0.00029287i,-0.0019823-0.00018259i,-0.0013724+0.00019139i,5.2799e-05+0.00022818i,0.00019192+7.8315e-05i,-0.00017653+1.8726e-05i,-0.00035409-0.00022043i,-5.7168e-05-8.073e-05i,0.00042549+0.00028795i,0.00031424+0.00026573i,0.00022132+0.00014384i,8.7839e-05+0.00060038i,-0.00011845+0.00089262i,0.0001522+0.00040622i,0.00055864-2.2826e-05i,-0.00012399+2.8507e-05i,-0.00078003-0.00021331i,-0.00066508-0.0011648i
-9.048e-05-0.0013526i,-0.00017453-0.0012406i,0.00044606-0.0009341i,0.00014008+0.00068088i,0.00029706+0.0014424i,0.00098382+0.00035975i,0.00043431-0.00042866i,-0.00010862-0.00053177i,-0.00049231-0.00063066i,-0.00068466-0.00026165i,-0.00033675+0.00017881i,-0.00018108+0.00068535i,0.0008033+0.00084508i,0.001472+0.00030909i,0.00044066+0.00050518i,-2.9801e-06+0.001281i,8.8687e-06+0.00072728i,-4.311e-05+0.00018952i,-0.00028161-0.00027052i,0.00015584-0.00078444i,0.00033468-0.00047731i,-0.00028367-0.00040301i,4.8347e-05+7.9266e-06i
-0.0017344+0.00096767i,-0.0017468+0.002012i,-0.0010705+0.0021978i,-4.3595e-05+0.0010787i,0.0011187-2.1513e-05i,0.00067732-0.00047352i,-0.00082092-9.3573e-05i,-0.0013849-2.0228e-05i,-0.001312+0.00024761i,-0.00035565+0.00098039i,0.00068185+0.00034187i,0.00054495+9.6994e-05i,-5.0522e-05+0.00012269i,-0.00049271-0.00030431i,-6.087e-05-0.00025423i,0.00023663-9.5219e-05i,-9.4085e-05+0.0001233i,8.2972e-06-0.00021284i,0.00063336-0.00073813i,0.000627-7.3262e-05i,-1.1727e-05+0.00010229i,-0.0003912-0.00030702i,-0.0004118+0.00036176i
0.00060457+0.0021792i,0.00065647+0.0028609i,0.0010414+0.0021622i,0.0012711+0.0010753i,0.00017634+0.00054157i,-0.00092817+0.0002346i,-0.00087101-3.9619e-05i,-0.00089757-0.00027875i,-0.00081906-0.00037215i,8.9211e-06-0.00041694i,3.0449e-06+8.147e-05i,9.6755e-05+0.00056425i,0.00033732-0.00016709i,-0.0010856-0.0011577i,-0.0020273-0.0012008i,-0.0013957-0.0010121i,-0.00036645-0.00091525i,0.00070851-0.00086755i,0.0010362-0.00036073i,0.00092965+4.8789e-06i,0.00079376-6.9091e-05i,0.00030494-0.00038343i,-4.2197e-09-0.00012546i
-0.0007532-0.00059112i,-0.0013683-0.00026139i,-0.00094075-4.8923e-05i,0.00022439+0.00053081i,0.00051733+0.00082181i,0.00058798+0.00014236i,0.00021261-0.00035507i,-0.00039068-0.00048907i,6.6766e-05-0.0001987i,0.0014528+0.00034408i,0.0016603-0.00022783i,0.00099685-0.00046355i,0.00031314-6.9325e-05i,-2.7534e-05-0.00035225i,-0.00033853-0.00036155i,-0.00060884+0.00020484i,-0.00045983+0.00030217i,-0.00033004+0.00033197i,-0.00041985+0.00024161i,-0.00011679+0.00028617i,0.00070207+0.00031975i,0.00094367+4.2427e-06i,0.00011115+0.00024387i
0.00028968-0.00074641i,0.00056278-0.00028235i,0.00061643+0.00071189i,-0.00010228+0.00016052i,-0.0014122-0.00075078i,-0.0012619-0.00085355i,-0.0010515-0.00029683i,-0.00080088+0.00074659i,-0.0005042+0.0012758i,-0.0010697+0.001082i,-0.00082434+9.5851e-05i,-0.00026025-0.00073527i,-1.5631e-05-0.000316i,-0.00011268+6.9435e-05i,0.00018597-0.0002436i,0.00065974-0.00030404i,0.00043565-0.00019046i,-1.3384e-05+0.00031239i,-0.00013971+0.00015064i,-0.00049379-2.8674e-06i,-0.00089189+9.7921e-05i,-0.00046477-5.7947e-05i,5.7902e-05-0.00022051i
-0.0024597+0.0027685i,-0.0017772+0.0014721i,-0.00059461+0.00050638i,3.9067e-05+0.00065668i,-0.00039965+0.0010196i,-0.0014584+0.00017205i,-0.0016603-0.00027163i,-0.001381-0.00015554i,-0.0015316+0.00057569i,-0.00069232+0.00088919i,0.00027318+0.00062504i,0.0003805+0.0002868i,0.00044594-0.00070558i,0.0010146-0.0013938i,0.0010622-0.0011451i,0.00011309-0.00067781i,-0.00017993-0.00037772i,-0.00070486-0.00016956i,-0.00059082-0.00071206i,0.00045169-0.00072189i,-8.9628e-06-0.00033404i,-0.00047271-0.00040543i,-0.00019478-0.0001724i
-0.00067579+0.00097605i,-0.00038426+0.0011521i,0.00059852+0.001466i,0.000131+0.0013251i,-9.7994e-05+0.00084028i,0.00019756+0.00015519i,-0.00096338-0.00079487i,-0.00094831-0.00051687i,-0.00031238-3.492e-05i,-0.00087963-0.00029554i,-0.00070581-0.00053307i,0.00013002-0.00080146i,0.0006501-0.00093763i,-0.00066794-0.001072i,-0.0015378-0.00085634i,-0.00039043-0.00011954i,0.00019852-7.4855e-05i,-0.00042284-0.00019033i,-0.00054879-0.00015653i,-7.3873e-05-0.00029003i,0.00011019-0.00013649i,-0.00058909+0.00011855i,-0.00036275-0.00051133i
-0.00040803-0.00011062i,2.3563e-05-8.5627e-05i,-0.00088259+0.0012087i,-0.00085267+0.00058812i,-0.00094135-6.4337e-06i,-0.0013854+0.00055563i,-0.00095022+0.00027096i,-0.0012509-0.00056505i,-0.0011481-0.00012831i,-0.00033036+0.00099815i,0.00013258+0.001199i,0.00058398+0.00014319i,0.00085405-0.00070406i,0.00059966-0.00026285i,0.00061709+0.00065328i,-0.00023789+0.00039472i,-0.00070993-0.00046929i,-0.00041726-0.00075195i,0.00029663-0.0004415i,0.00097906-0.00062789i,0.00095354-0.00050871i,0.00024787-0.00028629i,-7.6613e-05-0.00025647i
-0.0007204+0.0014488i,0.00085286+0.0015618i,0.0015091+0.001751i,0.0014531+0.0019757i,0.00094044+0.001763i,-2.2129e-06+0.00040679i,-0.001204-0.0010017i,-0.0017728-0.0008029i,-0.0013808+0.00012138i,-0.00017626+0.00017381i,0.00065064+0.00022107i,0.00054576-4.0099e-05i,0.00033437-0.00040839i,0.00071208-0.00050325i,0.00095521-0.00098671i,0.00049801-0.0012637i,7.431e-05-0.00092541i,-8.0714e-05-0.00052208i,-8.9402e-05+7.5663e-05i,-0.00016338+0.00074825i,9.1757e-06+0.00050429i,0.00029488+0.00022385i,0.00010204-0.00031988i
0.00042167+0.0004967i,7.1231e-05+0.0030525i,0.00056528+0.0029383i,0.001819+0.0013145i,0.00071741+0.00053836i,-0.00098369+0.00023386i,-0.00096679-1.4726e-05i,-0.0015412-0.00029361i,-0.0018002-0.00052164i,-0.00014729-0.00053015i,0.00098072-0.00032236i,0.00041745+0.00019096i,0.00036997+0.00026341i,0.00042193+0.00014965i,0.00041631-4.489e-06i,0.00114+0.000154i,0.00053511+0.00092249i,-0.00038648+0.00049455i,-0.00056931+0.00045515i,-0.0011937+0.00037849i,-0.00051615-0.00014156i,0.00034431-0.00042325i,0.00062942-0.00094997i
-0.00019971+0.0016911i,-0.00084994+0.0025988i,-0.0018521+0.0023255i,-0.0020464+0.0011984i,-0.001031+9.4659e-05i,-0.00046884-0.0008418i,-0.00036062-0.0016072i,-0.00032259-0.00096292i,0.00034469+0.00015839i,0.00094231+0.00021009i,0.00028098-7.9405e-05i,0.00011223+0.00020921i,2.5563e-05+0.00050933i,-0.00047156-0.00013131i,-0.00049181-0.00081317i,-0.00066333-0.00055317i,-0.0002772-9.0412e-05i,-1.1077e-05+0.00030853i,-0.00020176+4.5368e-05i,-0.00022996+0.00024585i,-0.00033226+0.0006954i,-0.00039007+9.3093e-05i,-0.00017257-0.0001338i
-0.00068759-0.00092943i,-0.0012471-0.00082823i,-0.00018747-0.0001359i,0.00046589+0.00017331i,-0.0001191+0.00024762i,-0.0010111+0.00012633i,-0.0013003+0.00025777i,-0.0012043+3.9835e-05i,-0.00044585-0.0005653i,-0.00036565-9.5234e-05i,-0.000229+0.000954i,0.00034574+0.00054984i,0.00092945-0.0009554i,0.00075216-0.0011748i,-6.9408e-05+0.00010127i,-0.00067698+0.00069401i,-0.00038429+1.7744e-05i,0.00025668-0.00071714i,0.0010223-0.00086583i,0.0014163-0.00042812i,0.00039391-0.0001048i,-0.00050535-6.9237e-05i,-0.00099505+0.00011008i
